Orthogroup	CquinquefasciatusJHB2020	LlongipalpisASM
OG0006772	CQUJHB015074	LOC129787173
OG0006773	CQUJHB015178	LOC129787478
OG0006774	CQUJHB008938	LOC129786443
OG0006775	CQUJHB001305	LOC129787966
OG0006776	CQUJHB008306	LOC129787996
OG0006778	CQUJHB008903	LOC129790624
OG0006779	CQUJHB010278	LOC129792970
OG0006780	CQUJHB015554	LOC129792942
OG0006781	CQUJHB007952	LOC129786730
OG0006782	CQUJHB014285	LOC129788147
OG0006783	CQUJHB011540	LOC129787942
OG0006784	CQUJHB012244	LOC129793725
OG0006785	CQUJHB018094	LOC129790179
OG0006786	CQUJHB006973	LOC129787198
OG0006787	CQUJHB016270	LOC129792734
OG0006788	CQUJHB011632	LOC129793939
OG0006789	CQUJHB006863	LOC129794304
OG0006790	CQUJHB013721	LOC129794205
OG0006791	CQUJHB015381	LOC129791295
OG0006792	CQUJHB000649	LOC129791711
OG0006793	CQUJHB004135	LOC129792577
OG0006794	CQUJHB007280	LOC129793951
OG0006795	CQUJHB011238	LOC129787102
OG0006796	CQUJHB002656	LOC129787484
OG0006797	CQUJHB002348	LOC129791161
OG0006798	CQUJHB015500	LOC129791156
OG0006799	CQUJHB017475	LOC129789134
OG0006800	CQUJHB005611	LOC129790586
OG0006801	CQUJHB005419	LOC129788890
OG0006803	CQUJHB008839	LOC129792715
OG0006804	CQUJHB001938	LOC129791188
OG0006805	CQUJHB007250	LOC129791848
OG0006806	CQUJHB011766	LOC129788642
OG0006808	CQUJHB015938, CQUJHB003146	LOC129787277
OG0006809	CQUJHB012474	LOC129793303
OG0006810	CQUJHB010870	LOC129793305
OG0006811	CQUJHB001612	LOC129786490
OG0006812	CQUJHB018464	LOC129791003
OG0006813	CQUJHB007587	LOC129792770
OG0006814	CQUJHB007950	LOC129791996
OG0006815	CQUJHB011512	LOC129793653
OG0006816	CQUJHB006547	LOC129794334
OG0006817	CQUJHB003885	LOC129794243
OG0006818	CQUJHB009103	LOC129792634
OG0006819	CQUJHB013311	LOC129791325
OG0006820	CQUJHB000760	LOC129786681
OG0006821	CQUJHB006106	LOC129790000
OG0006822	CQUJHB014437	LOC129794203
OG0006823	CQUJHB008629	LOC129794204
OG0006824	CQUJHB006719	LOC129787897
OG0006825	CQUJHB012650	LOC129789347
OG0006826	CQUJHB012055	LOC129792780
OG0006827	CQUJHB003749	LOC129792587
OG0006828	CQUJHB007998	LOC129792933
OG0006829	CQUJHB011450	LOC129797114
OG0006830	CQUJHB001178	LOC129793141
OG0006831	CQUJHB002868	LOC129793358
OG0006832	CQUJHB014869	LOC129789463
OG0006833	CQUJHB011039	LOC129788440
OG0006834	CQUJHB011614	LOC129791993
OG0006835	CQUJHB001437	LOC129797111
OG0006836	CQUJHB003451	LOC129793471
OG0006837	CQUJHB009301	LOC129789621
OG0006838	CQUJHB012296	LOC129787876
OG0006839	CQUJHB010478	LOC129792277
OG0006840	CQUJHB009429	LOC129789301
OG0006841	CQUJHB006303	LOC129793060
OG0006842	CQUJHB008891	LOC129787924
OG0006843	CQUJHB002445	LOC129797792
OG0006844	CQUJHB004751	LOC129791259, LOC129790384
OG0006845	CQUJHB013498	LOC129792951
OG0006846	CQUJHB011504	LOC129786107
OG0006847	CQUJHB003408	LOC129792868
OG0006848	CQUJHB010620	LOC129796620
OG0006849	CQUJHB010945	LOC129797741
OG0006850	CQUJHB010779	LOC129791931
OG0006851	CQUJHB000262	LOC129791943
OG0006852	CQUJHB011859	LOC129789614
OG0006853	CQUJHB009899	LOC129795026, LOC129795023, LOC129796520, LOC129795005, LOC129795009, LOC129795003
OG0006854	CQUJHB015056	LOC129790001
OG0006855	CQUJHB008933	LOC129789532
OG0006856	CQUJHB007055	LOC129789856
OG0006857	CQUJHB007938	LOC129792633
OG0006858	CQUJHB016027	LOC129796791
OG0006859	CQUJHB008576	LOC129788990
OG0006860	CQUJHB016717	LOC129795059
OG0006861	CQUJHB012900	LOC129788464
OG0006862	CQUJHB016369	LOC129790867
OG0006863	CQUJHB005619	LOC129793116
OG0006864	CQUJHB010199	LOC129793756
OG0006865	CQUJHB003370	LOC129787598
OG0006866	CQUJHB011742	LOC129789367
OG0006867	CQUJHB002058	LOC129792125
OG0006868	CQUJHB015371	LOC129790592
OG0006869	CQUJHB015357	LOC129797689
OG0006870	CQUJHB012090	LOC129789725
OG0006871	CQUJHB001442	LOC129796862
OG0006872	CQUJHB012661	LOC129786431
OG0006873	CQUJHB008095	LOC129795602
OG0006874	CQUJHB011095	LOC129796474
OG0006875	CQUJHB014367	LOC129794081
OG0006876	CQUJHB011427	LOC129797221
OG0006878	CQUJHB003670	LOC129788498
OG0006879	CQUJHB011206	LOC129785883
OG0006880	CQUJHB007925	LOC129793210
OG0006881	CQUJHB012594	LOC129795717
OG0006882	CQUJHB002275	LOC129789133
OG0006883	CQUJHB007272	LOC129793038
OG0006884	CQUJHB001509	LOC129791863
OG0006885	CQUJHB008251	LOC129791239
OG0006886	CQUJHB001785	LOC129794002
OG0006887	CQUJHB017466	LOC129797668
OG0006888	CQUJHB005979	LOC129790029
OG0006889	CQUJHB005375	LOC129790804
OG0006890	CQUJHB001715	LOC129793180
OG0006891	CQUJHB008444	LOC129795114
OG0006892	CQUJHB006612	LOC129793998
OG0006893	CQUJHB000510	LOC129789343
OG0006894	CQUJHB011696	LOC129789603
OG0006896	CQUJHB003326	LOC129795014
OG0006897	CQUJHB010039	LOC129796792
OG0006898	CQUJHB015860	LOC129786446
OG0006899	CQUJHB016240	LOC129796380
OG0006900	CQUJHB014051	LOC129792368
OG0006901	CQUJHB010588	LOC129794987
OG0006902	CQUJHB015633	LOC129788555
OG0006903	CQUJHB013516	LOC129788991
OG0006904	CQUJHB013983	LOC129794931
OG0006905	CQUJHB008215	LOC129796057
OG0006906	CQUJHB005741	LOC129793370
OG0006907	CQUJHB010933	LOC129789634
OG0006908	CQUJHB016686	LOC129787105
OG0006909	CQUJHB015147	LOC129795067
OG0006910	CQUJHB003823	LOC129786259
OG0006911	CQUJHB007887	LOC129790238
OG0006912	CQUJHB000151	LOC129791070
OG0006913	CQUJHB002647	LOC129796878
OG0006914	CQUJHB002966	LOC129793374
OG0006915	CQUJHB008869	LOC129789663
OG0006916	CQUJHB010903	LOC129792748
OG0006917	CQUJHB006062	LOC129792799
OG0006918	CQUJHB017174	LOC129795566
OG0006919	CQUJHB006861	LOC129793953
OG0006920	CQUJHB003546	LOC129794988
OG0006921	CQUJHB006900	LOC129788048
OG0006922	CQUJHB005905	LOC129793826
OG0006923	CQUJHB001180	LOC129788927
OG0006924	CQUJHB012530	LOC129796555
OG0006925	CQUJHB013001	LOC129790102
OG0006926	CQUJHB003914	LOC129796789
OG0006927	CQUJHB016000	LOC129786664
OG0006929	CQUJHB000891	LOC129789308
OG0006930	CQUJHB003652	LOC129796953
OG0006931	CQUJHB018391	LOC129788944
OG0006932	CQUJHB002256	LOC129789571
OG0006933	CQUJHB007635	LOC129793122
OG0006934	CQUJHB009458	LOC129792270
OG0006935	CQUJHB009112	LOC129791841
OG0006936	CQUJHB011589	LOC129786882
OG0006937	CQUJHB004979	LOC129790120
OG0006938	CQUJHB008726	LOC129789625
OG0006939	CQUJHB009463	LOC129794907
OG0006940	CQUJHB002875	LOC129789946
OG0006941	CQUJHB015284	LOC129795456
OG0006942	CQUJHB012529	LOC129792904
OG0006945	CQUJHB011522	LOC129788017
OG0006946	CQUJHB004770	LOC129796442
OG0006947	CQUJHB002725	LOC129796059
OG0006948	CQUJHB005421	LOC129792787
OG0006949	CQUJHB015980	LOC129797130
OG0006950	CQUJHB009468	LOC129795787
OG0006951	CQUJHB012864	LOC129794619
OG0006952	CQUJHB014290	LOC129795155
OG0006953	CQUJHB003355	LOC129797208
OG0006954	CQUJHB007961	LOC129796656
OG0006955	CQUJHB009765	LOC129795714
OG0006956	CQUJHB000852	LOC129790790
OG0006957	CQUJHB017003	LOC129793612
OG0006958	CQUJHB001327	LOC129792592
OG0006959	CQUJHB013166	LOC129787414
OG0006960	CQUJHB005928	LOC129788937
OG0006962	CQUJHB004931	LOC129786602
OG0006963	CQUJHB010882	LOC129789333
OG0006965	CQUJHB017991	LOC129790161
OG0006966	CQUJHB014475	LOC129789587
OG0006967	CQUJHB010715	LOC129790341
OG0006968	CQUJHB004869	LOC129794876
OG0006969	CQUJHB005289	LOC129790849
OG0006971	CQUJHB003271	LOC129787022
OG0006972	CQUJHB005132	LOC129797193
OG0006973	CQUJHB008923	LOC129797011
OG0006974	CQUJHB011070	LOC129786144
OG0006975	CQUJHB000385	LOC129796521
OG0006976	CQUJHB004408	LOC129791900
OG0006977	CQUJHB004432	LOC129797165
OG0006978	CQUJHB017967	LOC129791086
OG0006979	CQUJHB009750	LOC129793643
OG0006980	CQUJHB005418	LOC129785823
OG0006981	CQUJHB003561	LOC129790455
OG0006982	CQUJHB000840	LOC129793897
OG0006983	CQUJHB009747	LOC129796983
OG0006984	CQUJHB006224	LOC129790118
OG0006985	CQUJHB016960	LOC129786429
OG0006986	CQUJHB001194	LOC129789418
OG0006987	CQUJHB015025	LOC129786359
OG0006988	CQUJHB009085	LOC129791796
OG0006989	CQUJHB005737	LOC129791337
OG0006990	CQUJHB013413	LOC129796094
OG0006991	CQUJHB011339	LOC129788892, LOC129793908
OG0006992	CQUJHB004892	LOC129792986
OG0006993	CQUJHB002015	LOC129794041
OG0006994	CQUJHB006131	LOC129788716
OG0006995	CQUJHB003792	LOC129792568
OG0006996	CQUJHB006897	LOC129786770
OG0006997	CQUJHB015563	LOC129791303
OG0006998	CQUJHB001985	LOC129794658
OG0006999	CQUJHB012806	LOC129797524
OG0007001	CQUJHB014288	LOC129791589
OG0007002	CQUJHB005842	LOC129787443
OG0007003	CQUJHB000961	LOC129786609
OG0007004	CQUJHB007329	LOC129791017
OG0007005	CQUJHB006797	LOC129791965
OG0007006	CQUJHB004366	LOC129796248
OG0007007	CQUJHB006702	LOC129793783
OG0007009	CQUJHB016569	LOC129793477
OG0007010	CQUJHB007922	LOC129788660
OG0007011	CQUJHB000182	LOC129786410
OG0007012	CQUJHB009897	LOC129790620
OG0007013	CQUJHB009481	LOC129788472
OG0007014	CQUJHB004598	LOC129791576
OG0007015	CQUJHB012966	LOC129794517
OG0007016	CQUJHB008284	LOC129793914
OG0007017	CQUJHB017865	LOC129791132
OG0007018	CQUJHB003813	LOC129789812
OG0007020	CQUJHB018424	LOC129791033
OG0007021	CQUJHB008973	LOC129795781
OG0007022	CQUJHB001406	LOC129787501
OG0007023	CQUJHB000781	LOC129796135
OG0007024	CQUJHB014345	LOC129795963
OG0007025	CQUJHB003101	LOC129797457
OG0007026	CQUJHB000550	LOC129788940
OG0007027	CQUJHB016542	LOC129796956
OG0007028	CQUJHB010574	LOC129791814
OG0007029	CQUJHB000092	LOC129786412
OG0007030	CQUJHB008814	LOC129789865
OG0007031	CQUJHB015703	LOC129793279
OG0007032	CQUJHB017153	LOC129791563
OG0007033	CQUJHB001716	LOC129794694
OG0007034	CQUJHB000169	LOC129791025
OG0007035	CQUJHB005822	LOC129793396
OG0007036	CQUJHB015296	LOC129790018
OG0007037	CQUJHB014487	LOC129794852
OG0007038	CQUJHB012017	LOC129793174
OG0007039	CQUJHB018361	LOC129789577
OG0007040	CQUJHB009345	LOC129788378
OG0007041	CQUJHB008255	LOC129787976
OG0007042	CQUJHB008935	LOC129789032
OG0007043	CQUJHB003087	LOC129792133
OG0007044	CQUJHB006649	LOC129788873
OG0007045	CQUJHB006599	LOC129797269
OG0007046	CQUJHB009371	LOC129790142
OG0007047	CQUJHB002077	LOC129793745
OG0007048	CQUJHB009222	LOC129793135
OG0007049	CQUJHB012738	LOC129794957
OG0007050	CQUJHB016424	LOC129786554
OG0007051	CQUJHB006272	LOC129788387
OG0007053	CQUJHB012174	LOC129795830
OG0007054	CQUJHB017310	LOC129785843
OG0007055	CQUJHB004657	LOC129787021
OG0007056	CQUJHB014827	LOC129785835
OG0007057	CQUJHB018347	LOC129793197
OG0007058	CQUJHB017732	LOC129791193
OG0007059	CQUJHB001399	LOC129793896
OG0007061	CQUJHB010459	LOC129793519
OG0007062	CQUJHB012295	LOC129793468
OG0007063	CQUJHB003562	LOC129794034
OG0007064	CQUJHB003875	LOC129791106
OG0007065	CQUJHB003556	LOC129796079
OG0007067	CQUJHB010126	LOC129795342
OG0007068	CQUJHB007678	LOC129790534
OG0007069	CQUJHB002190	LOC129789872
OG0007070	CQUJHB005273	LOC129789782
OG0007071	CQUJHB016012	LOC129785941
OG0007072	CQUJHB014691	LOC129790157
OG0007073	CQUJHB012442	LOC129793595
OG0007074	CQUJHB005540	LOC129789006
OG0007075	CQUJHB014062	LOC129787216
OG0007076	CQUJHB002591	LOC129786370, LOC129796108
OG0007077	CQUJHB004926	LOC129795061
OG0007078	CQUJHB008216	LOC129793178
OG0007079	CQUJHB006603	LOC129787097
OG0007080	CQUJHB002529	LOC129788248
OG0007081	CQUJHB007399	LOC129790216
OG0007082	CQUJHB017952	LOC129796049
OG0007083	CQUJHB014648	LOC129786398
OG0007084	CQUJHB010860	LOC129796660
OG0007085	CQUJHB009251	LOC129786260
OG0007086	CQUJHB013950	LOC129789257
OG0007087	CQUJHB009589	LOC129788985
OG0007088	CQUJHB010383	LOC129792571
OG0007089	CQUJHB003607	LOC129790125
OG0007090	CQUJHB012040	LOC129795969
OG0007091	CQUJHB013890	LOC129793017
OG0007092	CQUJHB010585	LOC129796547
OG0007093	CQUJHB004951	LOC129791748
OG0007094	CQUJHB014319	LOC129795896
OG0007096	CQUJHB008867	LOC129793641
OG0007097	CQUJHB001025	LOC129797481
OG0007098	CQUJHB006201	LOC129792781
OG0007099	CQUJHB017548	LOC129793830
OG0007100	CQUJHB005713	LOC129790542
OG0007101	CQUJHB006889	LOC129788445
OG0007102	CQUJHB004065	LOC129786401
OG0007103	CQUJHB007466	LOC129787683
OG0007104	CQUJHB006031	LOC129796626
OG0007106	CQUJHB010745	LOC129792474
OG0007107	CQUJHB013113	LOC129795343
OG0007108	CQUJHB014101	LOC129788382
OG0007109	CQUJHB000758	LOC129796543
OG0007110	CQUJHB013211	LOC129793094
OG0007111	CQUJHB013577	LOC129793189
OG0007112	CQUJHB005234	LOC129789165
OG0007113	CQUJHB015481	LOC129795389
OG0007114	CQUJHB015450	LOC129790530
OG0007115	CQUJHB002773	LOC129789846
OG0007116	CQUJHB002227	LOC129791658
OG0007117	CQUJHB003924	LOC129789277
OG0007118	CQUJHB011671	LOC129796427
OG0007119	CQUJHB009575	LOC129788573
OG0007120	CQUJHB007819	LOC129795099
OG0007121	CQUJHB016250	LOC129785984
OG0007122	CQUJHB015857	LOC129785983
OG0007124	CQUJHB014934	LOC129790107
OG0007125	CQUJHB000204	LOC129789564
OG0007126	CQUJHB011677	LOC129789883
OG0007127	CQUJHB000084	LOC129790647
OG0007128	CQUJHB004865	LOC129797033
OG0007129	CQUJHB013000	LOC129791419
OG0007130	CQUJHB004993	LOC129789821
OG0007131	CQUJHB003080	LOC129790007
OG0007132	CQUJHB002825	LOC129790999
OG0007133	CQUJHB017321	LOC129786358
OG0007134	CQUJHB001617	LOC129792180
OG0007135	CQUJHB017057	LOC129792366
OG0007136	CQUJHB000981	LOC129787935
OG0007138	CQUJHB002650	LOC129793594
OG0007139	CQUJHB013860	LOC129795967
OG0007140	CQUJHB013729	LOC129791808
OG0007141	CQUJHB006048	LOC129794052
OG0007142	CQUJHB008750	LOC129796519
OG0007143	CQUJHB015595	LOC129788424
OG0007144	CQUJHB008089	LOC129797299
OG0007145	CQUJHB009256	LOC129791785
OG0007146	CQUJHB015156	LOC129786826
OG0007147	CQUJHB002457	LOC129793347
OG0007148	CQUJHB018481	LOC129797260
OG0007149	CQUJHB016235	LOC129792717
OG0007150	CQUJHB005782	LOC129791018
OG0007151	CQUJHB003206	LOC129796068
OG0007152	CQUJHB017975	LOC129792046
OG0007153	CQUJHB000749	LOC129790529
OG0007154	CQUJHB004308	LOC129790541
OG0007155	CQUJHB017976	LOC129796858
OG0007156	CQUJHB005747	LOC129792757
OG0007157	CQUJHB018126	LOC129788834
OG0007158	CQUJHB015105	LOC129786643
OG0007159	CQUJHB010217	LOC129791553
OG0007160	CQUJHB000566	LOC129797369
OG0007161	CQUJHB016069	LOC129787937
OG0007162	CQUJHB010449	LOC129787489
OG0007163	CQUJHB004043	LOC129789409
OG0007164	CQUJHB007229	LOC129789296
OG0007165	CQUJHB017679	LOC129787338
OG0007166	CQUJHB008136	LOC129792081
OG0007167	CQUJHB006542	LOC129791906
OG0007168	CQUJHB001652	LOC129797478
OG0007169	CQUJHB007488	LOC129792866
OG0007170	CQUJHB013936	LOC129793273
OG0007171	CQUJHB010386	LOC129794469
OG0007172	CQUJHB008734	LOC129796249
OG0007173	CQUJHB009079	LOC129797733
OG0007174	CQUJHB000163	LOC129790642
OG0007175	CQUJHB008372	LOC129791536
OG0007176	CQUJHB000208	LOC129790899
OG0007177	CQUJHB018462	LOC129796384
OG0007178	CQUJHB005043	LOC129796559
OG0007179	CQUJHB016458	LOC129787958
OG0007180	CQUJHB014884	LOC129788837
OG0007181	CQUJHB015036	LOC129787934
OG0007182	CQUJHB010285	LOC129795170
OG0007183	CQUJHB005943	LOC129794014
OG0007184	CQUJHB006651	LOC129791366
OG0007185	CQUJHB006990	LOC129788907
OG0007186	CQUJHB014581	LOC129792096
OG0007187	CQUJHB012714	LOC129791060
OG0007188	CQUJHB008603	LOC129788513
OG0007189	CQUJHB002887	LOC129792276
OG0007190	CQUJHB002627	LOC129797779
OG0007191	CQUJHB004531	LOC129787469
OG0007192	CQUJHB006963	LOC129794042
OG0007193	CQUJHB017604	LOC129797842
OG0007194	CQUJHB003353	LOC129796891
OG0007195	CQUJHB014672	LOC129797754
OG0007196	CQUJHB002349	LOC129793058
OG0007197	CQUJHB005238	LOC129786651
OG0007198	CQUJHB003947	LOC129797852
OG0007199	CQUJHB002317	LOC129792834
OG0007200	CQUJHB009229	LOC129788696
OG0007201	CQUJHB017399	LOC129793201
OG0007202	CQUJHB003069	LOC129792923
OG0007203	CQUJHB016694	LOC129789925
OG0007204	CQUJHB010231	LOC129792910
OG0007205	CQUJHB003124	LOC129788846
OG0007206	CQUJHB000802	LOC129786977
OG0007207	CQUJHB002199	LOC129789581
OG0007208	CQUJHB003713	LOC129797442
OG0007209	CQUJHB014640	LOC129797832
OG0007210	CQUJHB017918	LOC129790182
OG0007211	CQUJHB013848	LOC129792948
OG0007212	CQUJHB010524	LOC129794143
OG0007213	CQUJHB009171	LOC129786850
OG0007214	CQUJHB017203	LOC129793293
OG0007215	CQUJHB017298	LOC129794226
OG0007216	CQUJHB009541	LOC129787456
OG0007217	CQUJHB011767	LOC129786411
OG0007218	CQUJHB009982	LOC129790462
OG0007219	CQUJHB004356	LOC129790488
OG0007221	CQUJHB008533	LOC129789335
OG0007222	CQUJHB003842	LOC129792914
OG0007223	CQUJHB009536	LOC129790477
OG0007224	CQUJHB010180	LOC129789825
OG0007225	CQUJHB011295	LOC129785940
OG0007226	CQUJHB015581	LOC129792916
OG0007227	CQUJHB005090	LOC129790641
OG0007228	CQUJHB016372	LOC129790905
OG0007229	CQUJHB010087	LOC129792545
OG0007230	CQUJHB012835	LOC129796914
OG0007231	CQUJHB006756	LOC129794111
OG0007232	CQUJHB018469	LOC129789878
OG0007233	CQUJHB000839	LOC129790653
OG0007234	CQUJHB013501	LOC129788606
OG0007235	CQUJHB013889	LOC129794754
OG0007236	CQUJHB003131	LOC129788667
OG0007237	CQUJHB012241	LOC129791544
OG0007238	CQUJHB000917	LOC129791291
OG0007239	CQUJHB017496	LOC129792517
OG0007241	CQUJHB013111	LOC129793561
OG0007242	CQUJHB009831	LOC129792067
OG0007243	CQUJHB003084	LOC129793447
OG0007244	CQUJHB010103	LOC129794190
OG0007245	CQUJHB017709	LOC129790963
OG0007247	CQUJHB005960	LOC129789090
OG0007250	CQUJHB010438	LOC129786295
OG0007251	CQUJHB000943	LOC129792302
OG0007252	CQUJHB006239	LOC129786432
OG0007254	CQUJHB005913	LOC129797522
OG0007255	CQUJHB006860	LOC129792956
OG0007257	CQUJHB001637	LOC129787531
OG0007258	CQUJHB016345	LOC129788067
OG0007259	CQUJHB018306	LOC129795809
OG0007260	CQUJHB004284	LOC129793554
OG0007261	CQUJHB015694	LOC129787852
OG0007263	CQUJHB010853	LOC129789840
OG0007264	CQUJHB009134	LOC129791230
OG0007265	CQUJHB010371	LOC129796783
OG0007266	CQUJHB010109	LOC129792685
OG0007267	CQUJHB005920	LOC129791395
OG0007268	CQUJHB004002	LOC129797379
OG0007269	CQUJHB005722	LOC129794769
OG0007270	CQUJHB018157	LOC129795664
OG0007272	CQUJHB013855	LOC129786159
OG0007273	CQUJHB011841	LOC129793353
OG0007274	CQUJHB016568	LOC129793338
OG0007275	CQUJHB015195	LOC129797045
OG0007276	CQUJHB012553	LOC129794887
OG0007277	CQUJHB004206	LOC129786021
OG0007278	CQUJHB013664	LOC129787248
OG0007279	CQUJHB014008	LOC129787522
OG0007281	CQUJHB008334	LOC129792351
OG0007282	CQUJHB012794	LOC129797740
OG0007283	CQUJHB015837	LOC129788915
OG0007284	CQUJHB005450	LOC129787012
OG0007285	CQUJHB008960	LOC129786238
OG0007286	CQUJHB007313	LOC129791547
OG0007287	CQUJHB012771	LOC129789685
OG0007288	CQUJHB015075	LOC129789540
OG0007290	CQUJHB016099	LOC129787846
OG0007291	CQUJHB007948	LOC129791620
OG0007292	CQUJHB011869	LOC129789307
OG0007293	CQUJHB011046	LOC129789642
OG0007294	CQUJHB007983	LOC129786396
OG0007295	CQUJHB009327	LOC129791887
OG0007296	CQUJHB012425	LOC129794784
OG0007297	CQUJHB014154	LOC129791621
OG0007298	CQUJHB018112	LOC129792454
OG0007299	CQUJHB003334	LOC129796002
OG0007301	CQUJHB008300	LOC129791636
OG0007302	CQUJHB010915	LOC129795279
OG0007303	CQUJHB013555	LOC129794088
OG0007304	CQUJHB012098	LOC129788932
OG0007305	CQUJHB010123	LOC129787486
OG0007306	CQUJHB003117	LOC129787951
OG0007307	CQUJHB003341	LOC129791713
OG0007308	CQUJHB000871	LOC129796473
OG0007309	CQUJHB004498	LOC129787384
OG0007310	CQUJHB014996	LOC129793997
OG0007311	CQUJHB012302	LOC129791433
OG0007312	CQUJHB012277	LOC129791618
OG0007313	CQUJHB001326	LOC129792666
OG0007315	CQUJHB005664	LOC129790112
OG0007316	CQUJHB016327	LOC129790278, LOC129796160
OG0007317	CQUJHB003934	LOC129788072
OG0007318	CQUJHB002904	LOC129787023
OG0007319	CQUJHB013152	LOC129787513
OG0007320	CQUJHB015834	LOC129793290
OG0007321	CQUJHB013517	LOC129793702
OG0007322	CQUJHB009156	LOC129792224
OG0007323	CQUJHB004227	LOC129786424
OG0007325	CQUJHB016630	LOC129791623
OG0007326	CQUJHB017276	LOC129791655
OG0007327	CQUJHB015023	LOC129790820
OG0007328	CQUJHB012146	LOC129794990
OG0007329	CQUJHB001412	LOC129788941
OG0007330	CQUJHB000991	LOC129788878
OG0007331	CQUJHB005876	LOC129785865
OG0007332	CQUJHB007684	LOC129791240
OG0007333	CQUJHB004548	LOC129789145
OG0007335	CQUJHB017407	LOC129793717
OG0007336	CQUJHB004138	LOC129792472
OG0007337	CQUJHB015685	LOC129794668
OG0007338	CQUJHB006175	LOC129795527
OG0007339	CQUJHB001324	LOC129786164
OG0007340	CQUJHB002927	LOC129788161
OG0007341	CQUJHB003948	LOC129787871
OG0007342	CQUJHB008706	LOC129792921
OG0007344	CQUJHB010828	LOC129787031
OG0007345	CQUJHB010775	LOC129787613
OG0007346	CQUJHB007386	LOC129785873
OG0007348	CQUJHB003366	LOC129797280
OG0007349	CQUJHB011291	LOC129790357
OG0007350	CQUJHB012147	LOC129790735
OG0007351	CQUJHB001790	LOC129790772
OG0007352	CQUJHB001515	LOC129787151
OG0007353	CQUJHB001144	LOC129796790
OG0007354	CQUJHB018103	LOC129787728
OG0007355	CQUJHB001513	LOC129791652
OG0007357	CQUJHB013770	LOC129789317
OG0007358	CQUJHB014366	LOC129786991
OG0007359	CQUJHB005518	LOC129786311
OG0007360	CQUJHB000687	LOC129786161
OG0007361	CQUJHB009814	LOC129794099
OG0007362	CQUJHB006305	LOC129793455
OG0007363	CQUJHB004166	LOC129787392, LOC129793407, LOC129793803
OG0007364	CQUJHB007657	LOC129797093
OG0007365	CQUJHB016671	LOC129793850
OG0007366	CQUJHB002796	LOC129793524
OG0007367	CQUJHB012804	LOC129789834
OG0007368	CQUJHB008259	LOC129786687
OG0007369	CQUJHB005812	LOC129786079
OG0007370	CQUJHB010454	LOC129793022
OG0007371	CQUJHB013720	LOC129789448
OG0007372	CQUJHB006212	LOC129794246
OG0007373	CQUJHB011474	LOC129790168
OG0007374	CQUJHB001059	LOC129789963
OG0007375	CQUJHB008233	LOC129787188
OG0007376	CQUJHB006554	LOC129788401
OG0007377	CQUJHB017232	LOC129794884
OG0007378	CQUJHB017545	LOC129792079
OG0007380	CQUJHB009692	LOC129787457
OG0007381	CQUJHB006909	LOC129792137
OG0007382	CQUJHB007776	LOC129794207
OG0007383	CQUJHB005959	LOC129790022
OG0007384	CQUJHB014797	LOC129786973
OG0007385	CQUJHB005990	LOC129790045
OG0007386	CQUJHB007718	LOC129786086
OG0007387	CQUJHB005829	LOC129796404
OG0007388	CQUJHB008212	LOC129787369
OG0007389	CQUJHB000857	LOC129788884
OG0007390	CQUJHB011220	LOC129794296
OG0007391	CQUJHB009335	LOC129791932
OG0007392	CQUJHB003992, CQUJHB004725	LOC129795040
OG0007393	CQUJHB016736	LOC129786925
OG0007395	CQUJHB015526	LOC129794336
OG0007396	CQUJHB007441	LOC129793057
OG0007397	CQUJHB007646	LOC129790922
OG0007398	CQUJHB018319	LOC129795508
OG0007399	CQUJHB003661	LOC129795814
OG0007400	CQUJHB012754	LOC129797145
OG0007401	CQUJHB006564	LOC129791839
OG0007403	CQUJHB002431	LOC129792122
OG0007404	CQUJHB013104	LOC129794966
OG0007405	CQUJHB014817	LOC129791571
OG0007406	CQUJHB001867	LOC129788704
OG0007407	CQUJHB008481	LOC129792894
OG0007408	CQUJHB018444	LOC129786403
OG0007409	CQUJHB016703	LOC129795426
OG0007410	CQUJHB014903	LOC129797530
OG0007412	CQUJHB016320	LOC129786919
OG0007413	CQUJHB004813	LOC129786805
OG0007414	CQUJHB004063	LOC129793610
OG0007415	CQUJHB000292	LOC129792778
OG0007416	CQUJHB017169	LOC129786011
OG0007417	CQUJHB003291	LOC129788995
OG0007419	CQUJHB012446	LOC129791871
OG0007420	CQUJHB014728	LOC129793491
OG0007421	CQUJHB005927	LOC129794989
OG0007422	CQUJHB004946	LOC129794437
OG0007423	CQUJHB012137	LOC129792615
OG0007425	CQUJHB001480	LOC129788852
OG0007426	CQUJHB001921	LOC129796409
OG0007427	CQUJHB014416	LOC129793224, LOC129787195
OG0007428	CQUJHB003144	LOC129793532
OG0007429	CQUJHB015854	LOC129793584
OG0007432	CQUJHB006304	LOC129786575
OG0007433	CQUJHB014754	LOC129789192
OG0007434	CQUJHB001756	LOC129792279
OG0007435	CQUJHB014130	LOC129796141
OG0007436	CQUJHB012562	LOC129793514
OG0007437	CQUJHB008524	LOC129794532
OG0007438	CQUJHB016183	LOC129794012
OG0007439	CQUJHB009248	LOC129789563
OG0007440	CQUJHB007874	LOC129792945
OG0007441	CQUJHB005115	LOC129786677
OG0007442	CQUJHB012465	LOC129795167
OG0007443	CQUJHB014178	LOC129792106
OG0007444	CQUJHB005148	LOC129787929
OG0007445	CQUJHB011156	LOC129788812
OG0007446	CQUJHB015017	LOC129796850
OG0007447	CQUJHB016272	LOC129791723
OG0007448	CQUJHB007506	LOC129791806
