Orthogroup	CquinquefasciatusJHB2020	AfunestusAfunGA1
OG0008094	CQUJHB002607	AFUN2_003175
OG0008095	CQUJHB000109	AFUN2_004340
OG0008096	CQUJHB012784	AFUN2_008327
OG0008097	CQUJHB006238	AFUN2_005364
OG0008098	CQUJHB002014	AFUN2_008217
OG0008099	CQUJHB001216	AFUN2_014340
OG0008100	CQUJHB003868	AFUN2_003661
OG0008101	CQUJHB005048	AFUN2_011231
OG0008102	CQUJHB014203	AFUN2_000856
OG0008103	CQUJHB009882	AFUN2_006308
OG0008104	CQUJHB009722	AFUN2_002818
OG0008105	CQUJHB001323	AFUN2_008526
OG0008106	CQUJHB015159	AFUN2_001262
OG0008107	CQUJHB008794	AFUN2_013315
OG0008108	CQUJHB002523	AFUN2_002686
OG0008109	CQUJHB006620	AFUN2_007835
OG0008112	CQUJHB012181	AFUN2_003852
OG0008113	CQUJHB017643	AFUN2_013985
OG0008114	CQUJHB001580	AFUN2_009387
OG0008115	CQUJHB009108	AFUN2_011456
OG0008116	CQUJHB003005	AFUN2_006628
OG0008117	CQUJHB005725	AFUN2_008264
OG0008118	CQUJHB013451	AFUN2_002054
OG0008119	CQUJHB002021	AFUN2_003479
OG0008121	CQUJHB014234	AFUN2_009040
OG0008122	CQUJHB008678	AFUN2_013744
OG0008123	CQUJHB000311	AFUN2_003604
OG0008124	CQUJHB017393	AFUN2_001062
OG0008125	CQUJHB011061	AFUN2_004126
OG0008126	CQUJHB011885	AFUN2_006971
OG0008127	CQUJHB016549	AFUN2_003597
OG0008128	CQUJHB017726	AFUN2_011612
OG0008129	CQUJHB005970	AFUN2_002231
OG0008130	CQUJHB003398	AFUN2_002614
OG0008131	CQUJHB015081	AFUN2_001380
OG0008132	CQUJHB002909	AFUN2_006419
OG0008133	CQUJHB006243	AFUN2_006507
OG0008134	CQUJHB013559	AFUN2_006936
OG0008135	CQUJHB010042	AFUN2_012609
OG0008136	CQUJHB015670	AFUN2_006260
OG0008137	CQUJHB008146	AFUN2_002374
OG0008142	CQUJHB008032	AFUN2_012549
OG0008144	CQUJHB013154	AFUN2_005750
OG0008145	CQUJHB017715	AFUN2_009149
OG0008146	CQUJHB005054	AFUN2_008833
OG0008147	CQUJHB006092	AFUN2_005827
OG0008148	CQUJHB017493	AFUN2_012534
OG0008149	CQUJHB009977	AFUN2_001725
OG0008150	CQUJHB004585	AFUN2_010471
OG0008151	CQUJHB009210	AFUN2_007931
OG0008152	CQUJHB005617	AFUN2_006407
OG0008153	CQUJHB012861	AFUN2_013271
OG0008154	CQUJHB012767	AFUN2_007146
OG0008155	CQUJHB017296	AFUN2_007164
OG0008156	CQUJHB012015	AFUN2_006615
OG0008157	CQUJHB013867	AFUN2_001330
OG0008158	CQUJHB008993	AFUN2_014105
OG0008159	CQUJHB016034	AFUN2_004793
OG0008160	CQUJHB000729, CQUJHB011184	AFUN2_010422
OG0008161	CQUJHB016174	AFUN2_011633
OG0008162	CQUJHB003314	AFUN2_002048
OG0008163	CQUJHB006846	AFUN2_003568
OG0008164	CQUJHB010840	AFUN2_003987
OG0008165	CQUJHB004411	AFUN2_004805
OG0008166	CQUJHB004806	AFUN2_010862
OG0008167	CQUJHB004958	AFUN2_006026
OG0008168	CQUJHB013829	AFUN2_013639
OG0008171	CQUJHB001080	AFUN2_004753
OG0008172	CQUJHB010527	AFUN2_005856
OG0008173	CQUJHB007034	AFUN2_013950
OG0008174	CQUJHB008619	AFUN2_003631
OG0008175	CQUJHB013887	AFUN2_008010
OG0008176	CQUJHB004058	AFUN2_007263
OG0008177	CQUJHB015249	AFUN2_005446
OG0008178	CQUJHB014065	AFUN2_012834
OG0008179	CQUJHB017249	AFUN2_012825
OG0008180	CQUJHB015240	AFUN2_011807
OG0008181	CQUJHB006376	AFUN2_013598
OG0008184	CQUJHB013773	AFUN2_011425
OG0008187	CQUJHB007878	AFUN2_003823
OG0008188	CQUJHB005660	AFUN2_009108
OG0008189	CQUJHB011821	AFUN2_002068
OG0008190	CQUJHB001945	AFUN2_011750
OG0008191	CQUJHB009177	AFUN2_002112
OG0008192	CQUJHB008735	AFUN2_009654
OG0008193	CQUJHB014931	AFUN2_011796
OG0008197	CQUJHB012720	AFUN2_003019
OG0008198	CQUJHB008281	AFUN2_001248
OG0008199	CQUJHB005719	AFUN2_012146
OG0008202	CQUJHB007468	AFUN2_009117
OG0008203	CQUJHB014563	AFUN2_008611
OG0008204	CQUJHB017433	AFUN2_001980
OG0008205	CQUJHB007588	AFUN2_011678
OG0008206	CQUJHB008992	AFUN2_013076
OG0008207	CQUJHB003606	AFUN2_009710
OG0008208	CQUJHB001366	AFUN2_002254
OG0008209	CQUJHB007309	AFUN2_008197
OG0008210	CQUJHB013583	AFUN2_014172
OG0008211	CQUJHB013832	AFUN2_014036
OG0008212	CQUJHB006750	AFUN2_014273
OG0008213	CQUJHB018204	AFUN2_008962
OG0008214	CQUJHB012666	AFUN2_006960
OG0008215	CQUJHB005945	AFUN2_007999
OG0008216	CQUJHB008532	AFUN2_009310
OG0008221	CQUJHB011362	AFUN2_006612
OG0008222	CQUJHB007254	AFUN2_009742
OG0008224	CQUJHB003282	AFUN2_005444
OG0008225	CQUJHB000093	AFUN2_008543
OG0008226	CQUJHB012916	AFUN2_002442
OG0008227	CQUJHB015471	AFUN2_002954
OG0008228	CQUJHB012533, CQUJHB004735	AFUN2_008254
OG0008229	CQUJHB007261	AFUN2_008594
OG0008230	CQUJHB012436	AFUN2_006013
OG0008231	CQUJHB002489	AFUN2_005781
OG0008232	CQUJHB014309	AFUN2_008137
OG0008233	CQUJHB001113	AFUN2_014046
OG0008234	CQUJHB010269	AFUN2_014288
OG0008235	CQUJHB015584	AFUN2_012184
OG0008236	CQUJHB013811	AFUN2_001593
OG0008237	CQUJHB011064	AFUN2_005914
OG0008238	CQUJHB016803	AFUN2_013664
OG0008239	CQUJHB016948	AFUN2_003143
OG0008240	CQUJHB009906	AFUN2_003881
OG0008241	CQUJHB017929	AFUN2_003892
OG0008242	CQUJHB017672	AFUN2_008495
OG0008243	CQUJHB008374	AFUN2_011553
OG0008244	CQUJHB017760	AFUN2_001505
OG0008245	CQUJHB009351	AFUN2_012039
OG0008246	CQUJHB003447	AFUN2_005948
OG0008247	CQUJHB006036	AFUN2_008294
OG0008248	CQUJHB005011	AFUN2_004331
OG0008249	CQUJHB014010	AFUN2_009641
OG0008250	CQUJHB007152	AFUN2_005864
OG0008251	CQUJHB006328	AFUN2_008063
OG0008252	CQUJHB011847	AFUN2_011103
OG0008253	CQUJHB011253	AFUN2_009391
OG0008254	CQUJHB005269	AFUN2_002789
OG0008255	CQUJHB009828	AFUN2_005967
OG0008256	CQUJHB005477	AFUN2_013881
OG0008257	CQUJHB005123	AFUN2_009315
OG0008258	CQUJHB002218	AFUN2_011589
OG0008259	CQUJHB014589	AFUN2_014449
OG0008260	CQUJHB006096	AFUN2_009632
OG0008261	CQUJHB006884	AFUN2_014565
OG0008262	CQUJHB014553	AFUN2_003979
OG0008263	CQUJHB007451	AFUN2_003680
OG0008264	CQUJHB010313	AFUN2_008085
OG0008265	CQUJHB017443	AFUN2_014014
OG0008266	CQUJHB005172	AFUN2_002214
OG0008268	CQUJHB012612	AFUN2_005109
OG0008269	CQUJHB005911	AFUN2_002794
OG0008270	CQUJHB018272	AFUN2_005454
OG0008271	CQUJHB007746	AFUN2_003296
OG0008272	CQUJHB000647	AFUN2_005929
OG0008274	CQUJHB003691	AFUN2_013700
OG0008275	CQUJHB016260	AFUN2_003643
OG0008276	CQUJHB001069	AFUN2_006345
OG0008277	CQUJHB007091	AFUN2_000523
OG0008278	CQUJHB011955	AFUN2_005710
OG0008279	CQUJHB008558	AFUN2_009273
OG0008280	CQUJHB002717	AFUN2_001017
OG0008282	CQUJHB016435	AFUN2_005945
OG0008284	CQUJHB004328	AFUN2_002289
OG0008285	CQUJHB012901	AFUN2_010194
OG0008286	CQUJHB010942	AFUN2_003830
OG0008287	CQUJHB006987	AFUN2_001793
OG0008288	CQUJHB008234	AFUN2_002305
OG0008289	CQUJHB009795	AFUN2_008580
OG0008291	CQUJHB017781	AFUN2_002587
OG0008293	CQUJHB009748	AFUN2_013430
OG0008294	CQUJHB010212	AFUN2_003977
OG0008295	CQUJHB012482	AFUN2_006951
OG0008296	CQUJHB014542	AFUN2_011172
OG0008298	CQUJHB004681	AFUN2_002835
OG0008299	CQUJHB004407	AFUN2_006400
OG0008300	CQUJHB014967	AFUN2_004626
OG0008301	CQUJHB008373	AFUN2_002819
OG0008303	CQUJHB011525	AFUN2_009036
OG0008304	CQUJHB000980	AFUN2_007057
OG0008305	CQUJHB017563	AFUN2_009268
OG0008306	CQUJHB014373	AFUN2_013755
OG0008307	CQUJHB015657	AFUN2_013114
OG0008308	CQUJHB005202	AFUN2_003081
OG0008310	CQUJHB001495	AFUN2_011401
OG0008311	CQUJHB009744	AFUN2_008990
OG0008312	CQUJHB008041	AFUN2_008054
OG0008314	CQUJHB000415	AFUN2_013230
OG0008315	CQUJHB001138	AFUN2_006747
OG0008316	CQUJHB000481	AFUN2_002541
OG0008317	CQUJHB015234	AFUN2_014025
OG0008318	CQUJHB009686	AFUN2_010234
OG0008319	CQUJHB017373	AFUN2_010112
OG0008320	CQUJHB006116	AFUN2_005882
OG0008321	CQUJHB017156	AFUN2_014115
OG0008322	CQUJHB010783	AFUN2_009061
OG0008323	CQUJHB009082	AFUN2_013143
OG0008325	CQUJHB005926	AFUN2_007495
OG0008326	CQUJHB013144	AFUN2_007349
OG0008327	CQUJHB014937	AFUN2_003286
OG0008328	CQUJHB004863	AFUN2_010118
OG0008329	CQUJHB005268	AFUN2_008299
OG0008331	CQUJHB004057	AFUN2_007582
OG0008332	CQUJHB015601	AFUN2_005032
OG0008333	CQUJHB006794	AFUN2_013975
OG0008334	CQUJHB008500	AFUN2_005191
OG0008335	CQUJHB004822	AFUN2_009588
OG0008336	CQUJHB006455	AFUN2_003543
OG0008338	CQUJHB005264	AFUN2_010793
OG0008339	CQUJHB002621	AFUN2_003948
OG0008341	CQUJHB011142	AFUN2_007410
OG0008342	CQUJHB017259	AFUN2_010933
OG0008343	CQUJHB006500	AFUN2_011402
OG0008344	CQUJHB015408	AFUN2_003674
OG0008345	CQUJHB014247	AFUN2_006445
OG0008346	CQUJHB004000	AFUN2_007107
OG0008347	CQUJHB009837	AFUN2_005254
OG0008348	CQUJHB013386	AFUN2_006541
OG0008349	CQUJHB014209	AFUN2_001258
OG0008350	CQUJHB015030	AFUN2_010886
OG0008351	CQUJHB017869	AFUN2_001130
OG0008353	CQUJHB006450	AFUN2_008651
OG0008354	CQUJHB004122	AFUN2_012389
OG0008355	CQUJHB011246	AFUN2_005199
OG0008356	CQUJHB009944	AFUN2_013981
OG0008357	CQUJHB010362	AFUN2_013082
OG0008358	CQUJHB012636	AFUN2_004084
OG0008359	CQUJHB006139	AFUN2_014622
OG0008360	CQUJHB006226	AFUN2_012640
OG0008361	CQUJHB014978	AFUN2_003897
OG0008362	CQUJHB007866	AFUN2_006451
OG0008363	CQUJHB009141	AFUN2_013340
OG0008364	CQUJHB003860	AFUN2_010374
OG0008365	CQUJHB004139	AFUN2_011347
OG0008366	CQUJHB004428	AFUN2_000492
OG0008367	CQUJHB007668	AFUN2_001475
OG0008368	CQUJHB002934	AFUN2_000623
OG0008369	CQUJHB002584	AFUN2_006456
OG0008370	CQUJHB000025	AFUN2_003241
OG0008371	CQUJHB013376	AFUN2_005064
OG0008372	CQUJHB013753	AFUN2_003112
OG0008374	CQUJHB016683	AFUN2_004335
OG0008375	CQUJHB004572	AFUN2_001974
OG0008376	CQUJHB001619	AFUN2_014714
OG0008377	CQUJHB001463	AFUN2_002559
OG0008378	CQUJHB001624	AFUN2_007865
OG0008379	CQUJHB001934	AFUN2_012916
OG0008381	CQUJHB013727	AFUN2_013334
OG0008383	CQUJHB003710	AFUN2_010610
OG0008384	CQUJHB006045	AFUN2_007374
OG0008385	CQUJHB004550	AFUN2_005193
OG0008386	CQUJHB015623	AFUN2_011714
OG0008387	CQUJHB006978	AFUN2_007012
OG0008388	CQUJHB002870	AFUN2_014165
OG0008390	CQUJHB017694	AFUN2_010045
OG0008391	CQUJHB000591	AFUN2_014739
OG0008392	CQUJHB013615	AFUN2_005513
OG0008393	CQUJHB008415	AFUN2_011878
OG0008394	CQUJHB009285	AFUN2_003512
OG0008395	CQUJHB007734	AFUN2_010753
OG0008396	CQUJHB012753	AFUN2_009455
OG0008397	CQUJHB005181	AFUN2_011492
OG0008398	CQUJHB002498	AFUN2_003433
OG0008399	CQUJHB010413	AFUN2_007407
OG0008401	CQUJHB001401	AFUN2_004243
OG0008402	CQUJHB017714	AFUN2_010281
OG0008403	CQUJHB000318	AFUN2_011918
OG0008404	CQUJHB009938	AFUN2_005240
OG0008405	CQUJHB003119	AFUN2_002409
OG0008406	CQUJHB009909	AFUN2_002736
OG0008407	CQUJHB017651	AFUN2_002190
OG0008408	CQUJHB003488	AFUN2_006469
OG0008409	CQUJHB005497	AFUN2_001715
OG0008410	CQUJHB004940	AFUN2_007331
OG0008411	CQUJHB008264	AFUN2_002366
OG0008412	CQUJHB011158	AFUN2_011610
OG0008413	CQUJHB000730	AFUN2_014796
OG0008414	CQUJHB013256	AFUN2_008218
OG0008415	CQUJHB001284	AFUN2_013765
OG0008416	CQUJHB016985	AFUN2_013892
OG0008417	CQUJHB017622	AFUN2_003200
OG0008418	CQUJHB002897	AFUN2_012702
OG0008420	CQUJHB013912	AFUN2_011603
OG0008421	CQUJHB006295	AFUN2_004447
OG0008424	CQUJHB010031	AFUN2_005759
OG0008425	CQUJHB016721	AFUN2_012248
OG0008426	CQUJHB001051	AFUN2_007440
OG0008427	CQUJHB014229	AFUN2_011349
OG0008428	CQUJHB005084	AFUN2_014256
OG0008429	CQUJHB008307	AFUN2_001699
OG0008430	CQUJHB014250	AFUN2_003169
OG0008431	CQUJHB015734	AFUN2_000595
OG0008432	CQUJHB017867	AFUN2_010369
OG0008433	CQUJHB012508	AFUN2_012084
OG0008434	CQUJHB016016	AFUN2_010980
OG0008435	CQUJHB006844	AFUN2_009362
OG0008436	CQUJHB015503	AFUN2_006718
OG0008437	CQUJHB010421	AFUN2_000742
OG0008438	CQUJHB009214	AFUN2_004096
OG0008439	CQUJHB004061	AFUN2_008147
OG0008440	CQUJHB012027	AFUN2_011408
OG0008441	CQUJHB013378	AFUN2_002372
OG0008442	CQUJHB018166	AFUN2_001967
OG0008443	CQUJHB004464	AFUN2_011369
OG0008444	CQUJHB015852	AFUN2_012668
OG0008445	CQUJHB015370	AFUN2_003201
OG0008446	CQUJHB013422	AFUN2_003247
OG0008447	CQUJHB001282	AFUN2_004154
OG0008448	CQUJHB010316	AFUN2_011419
OG0008449	CQUJHB001853	AFUN2_011410
OG0008450	CQUJHB005316	AFUN2_011299
OG0008451	CQUJHB003547	AFUN2_007097
OG0008452	CQUJHB008362	AFUN2_009309
OG0008453	CQUJHB016276	AFUN2_009499
OG0008454	CQUJHB004847	AFUN2_013619
OG0008455	CQUJHB012832	AFUN2_005149
OG0008456	CQUJHB000832	AFUN2_003345
OG0008457	CQUJHB008717	AFUN2_007010
OG0008458	CQUJHB011462, CQUJHB009089	AFUN2_004045
OG0008459	CQUJHB005615	AFUN2_008058
OG0008460	CQUJHB015218	AFUN2_005403
OG0008461	CQUJHB012715	AFUN2_014493
OG0008462	CQUJHB005826	AFUN2_012070
OG0008463	CQUJHB008660	AFUN2_004257
OG0008464	CQUJHB010224	AFUN2_002521
OG0008465	CQUJHB015410	AFUN2_009136
OG0008466	CQUJHB011986	AFUN2_002382
OG0008467	CQUJHB001262	AFUN2_010762
OG0008468	CQUJHB015787	AFUN2_013329
OG0008469	CQUJHB016182	AFUN2_002218
OG0008470	CQUJHB014750	AFUN2_003523
OG0008471	CQUJHB003041	AFUN2_002092
OG0008472	CQUJHB003421	AFUN2_013084
OG0008474	CQUJHB003431	AFUN2_011573
OG0008475	CQUJHB013996	AFUN2_004584
OG0008476	CQUJHB009378	AFUN2_007420
OG0008477	CQUJHB017385	AFUN2_007686
OG0008478	CQUJHB009633	AFUN2_013135
OG0008480	CQUJHB013284	AFUN2_002622
OG0008481	CQUJHB015702	AFUN2_013490
OG0008482	CQUJHB017146	AFUN2_011676
OG0008483	CQUJHB014560	AFUN2_014683
OG0008484	CQUJHB005039	AFUN2_012894
OG0008485	CQUJHB016146	AFUN2_013707
OG0008486	CQUJHB013697	AFUN2_007110
OG0008487	CQUJHB004609	AFUN2_000480
OG0008488	CQUJHB008737	AFUN2_006479
OG0008489	CQUJHB011881	AFUN2_009584
OG0008490	CQUJHB010539	AFUN2_006468
OG0008491	CQUJHB004672, CQUJHB001801	AFUN2_007746
OG0008492	CQUJHB011809	AFUN2_001778
OG0008495	CQUJHB000068	AFUN2_001559
OG0008496	CQUJHB001091	AFUN2_007722
OG0008497	CQUJHB014823	AFUN2_011913
OG0008498	CQUJHB015210	AFUN2_014784
OG0008499	CQUJHB011758	AFUN2_011334
OG0008500	CQUJHB007728	AFUN2_002894
OG0008501	CQUJHB017703	AFUN2_003703
OG0008502	CQUJHB002801	AFUN2_002354
OG0008503	CQUJHB014232	AFUN2_004472
OG0008505	CQUJHB016114	AFUN2_002094
OG0008506	CQUJHB012048	AFUN2_007501
OG0008507	CQUJHB014325	AFUN2_013896
OG0008508	CQUJHB015244	AFUN2_006688
OG0008509	CQUJHB008369	AFUN2_011411
OG0008511	CQUJHB000245	AFUN2_012613
OG0008512	CQUJHB002616	AFUN2_009804
OG0008513	CQUJHB003539	AFUN2_010778
OG0008514	CQUJHB015504	AFUN2_003021
OG0008516	CQUJHB002721	AFUN2_004305
OG0008517	CQUJHB007896	AFUN2_013380
OG0008519	CQUJHB014014	AFUN2_011342
OG0008520	CQUJHB011181	AFUN2_005647
OG0008521	CQUJHB013299	AFUN2_004258
OG0008522	CQUJHB004697	AFUN2_005388
OG0008523	CQUJHB002268	AFUN2_009925
OG0008524	CQUJHB015455	AFUN2_010170
OG0008525	CQUJHB009253	AFUN2_001372
OG0008526	CQUJHB003672	AFUN2_013331
OG0008527	CQUJHB008315, CQUJHB010387	AFUN2_002540
OG0008528	CQUJHB008426	AFUN2_006580
OG0008529	CQUJHB007911	AFUN2_006330
OG0008530	CQUJHB005846	AFUN2_001910
OG0008531	CQUJHB004939	AFUN2_001113
OG0008532	CQUJHB015473	AFUN2_005579
OG0008533	CQUJHB008358	AFUN2_003916
OG0008534	CQUJHB010045	AFUN2_009093
OG0008535	CQUJHB010480	AFUN2_011097
OG0008536	CQUJHB015259	AFUN2_002634
OG0008537	CQUJHB005556	AFUN2_001534
OG0008538	CQUJHB017114	AFUN2_001195
OG0008539	CQUJHB013445	AFUN2_003303
OG0008541	CQUJHB001214	AFUN2_012240
OG0008542	CQUJHB013448	AFUN2_001729
OG0008543	CQUJHB014999	AFUN2_003004
OG0008544	CQUJHB005033	AFUN2_006745
OG0008545	CQUJHB004218	AFUN2_013305
OG0008546	CQUJHB013756	AFUN2_011360
OG0008547	CQUJHB017764	AFUN2_002445
OG0008548	CQUJHB000034	AFUN2_011601
OG0008549	CQUJHB012421	AFUN2_010357
OG0008550	CQUJHB003362	AFUN2_012644
OG0008551	CQUJHB012330	AFUN2_008989
OG0008552	CQUJHB011668	AFUN2_000812
OG0008553	CQUJHB012100	AFUN2_011652
OG0008554	CQUJHB016958	AFUN2_011175
OG0008555	CQUJHB014126	AFUN2_001227
OG0008556	CQUJHB008206	AFUN2_006145
OG0008557	CQUJHB011731	AFUN2_007653
OG0008558	CQUJHB020395	AFUN2_002957
OG0008559	CQUJHB015602	AFUN2_001655
OG0008560	CQUJHB012874	AFUN2_009470
OG0008561	CQUJHB018246	AFUN2_010763
OG0008563	CQUJHB002156	AFUN2_007862
OG0008564	CQUJHB005509	AFUN2_006832
OG0008565	CQUJHB014201	AFUN2_013844
OG0008566	CQUJHB009530	AFUN2_002105
OG0008567	CQUJHB001980	AFUN2_002160
OG0008568	CQUJHB005821	AFUN2_004676
OG0008569	CQUJHB017521	AFUN2_014546
OG0008571	CQUJHB004067	AFUN2_011095
OG0008572	CQUJHB010406	AFUN2_005530
OG0008573	CQUJHB004690	AFUN2_010411
OG0008574	CQUJHB003928	AFUN2_008620
OG0008575	CQUJHB004087	AFUN2_003481
OG0008576	CQUJHB007890	AFUN2_006771
OG0008577	CQUJHB000559	AFUN2_013440
OG0008581	CQUJHB016645	AFUN2_009712
OG0008582	CQUJHB011912	AFUN2_005892
OG0008583	CQUJHB000021	AFUN2_004969
OG0008584	CQUJHB010300	AFUN2_001339
OG0008585	CQUJHB014330	AFUN2_001588
OG0008586	CQUJHB016823	AFUN2_010502
OG0008587	CQUJHB010176	AFUN2_008731
OG0008588	CQUJHB008164	AFUN2_003309
OG0008589	CQUJHB012224	AFUN2_013031
OG0008590	CQUJHB008368	AFUN2_003425
OG0008591	CQUJHB012946	AFUN2_009177
OG0008593	CQUJHB004231	AFUN2_010221
OG0008594	CQUJHB013728	AFUN2_005984
OG0008595	CQUJHB006154	AFUN2_010967
OG0008596	CQUJHB004954	AFUN2_013065
OG0008597	CQUJHB009783	AFUN2_001916
OG0008599	CQUJHB009682	AFUN2_003854
OG0008600	CQUJHB008989	AFUN2_006903
OG0008601	CQUJHB014085	AFUN2_014554
OG0008602	CQUJHB014643	AFUN2_013152
OG0008603	CQUJHB001109	AFUN2_010968
OG0008604	CQUJHB001277	AFUN2_013591
OG0008605	CQUJHB004821	AFUN2_011019
OG0008606	CQUJHB016310	AFUN2_008783
OG0008607	CQUJHB000974	AFUN2_000768
OG0008608	CQUJHB000844	AFUN2_001075
OG0008609	CQUJHB006485	AFUN2_009187
OG0008610	CQUJHB018074	AFUN2_012805
OG0008612	CQUJHB003621	AFUN2_001115
OG0008613	CQUJHB005153	AFUN2_004773
OG0008614	CQUJHB001745	AFUN2_003810
OG0008615	CQUJHB002426	AFUN2_002994
OG0008616	CQUJHB006730	AFUN2_002075
OG0008617	CQUJHB004322	AFUN2_014104
OG0008618	CQUJHB001321	AFUN2_005035
OG0008619	CQUJHB014244	AFUN2_001555
OG0008620	CQUJHB005728	AFUN2_005885
OG0008621	CQUJHB009437	AFUN2_008862
OG0008625	CQUJHB018389	AFUN2_009859
OG0008626	CQUJHB012498	AFUN2_014570
OG0008627	CQUJHB012236	AFUN2_007297
OG0008628	CQUJHB016465	AFUN2_000775
OG0008629	CQUJHB006798	AFUN2_009717
OG0008630	CQUJHB011090	AFUN2_007416
OG0008631	CQUJHB009434	AFUN2_011696
OG0008632	CQUJHB001644	AFUN2_001204
OG0008633	CQUJHB011752	AFUN2_004166
OG0008634	CQUJHB005785	AFUN2_007741
OG0008635	CQUJHB005088	AFUN2_004898
OG0008636	CQUJHB000314	AFUN2_003953
OG0008637	CQUJHB013629	AFUN2_006579
OG0008639	CQUJHB013423	AFUN2_002181
OG0008640	CQUJHB012470	AFUN2_000482
OG0008641	CQUJHB000503	AFUN2_013511
OG0008642	CQUJHB015242	AFUN2_004635
OG0008643	CQUJHB018161	AFUN2_010572
OG0008644	CQUJHB013913	AFUN2_008633
OG0008645	CQUJHB003048	AFUN2_003256
OG0008646	CQUJHB004692	AFUN2_008303
OG0008647	CQUJHB002708	AFUN2_012502
OG0008648	CQUJHB007604	AFUN2_002722
OG0008649	CQUJHB011587	AFUN2_010736
OG0008651	CQUJHB006717	AFUN2_006513
OG0008652	CQUJHB014909	AFUN2_001622
OG0008653	CQUJHB011382	AFUN2_001028
OG0008654	CQUJHB016635	AFUN2_012016
OG0008655	CQUJHB013562	AFUN2_002564
OG0008656	CQUJHB010533	AFUN2_005267
OG0008657	CQUJHB013267	AFUN2_000999
OG0008658	CQUJHB008795	AFUN2_013663
OG0008659	CQUJHB001904	AFUN2_006324
OG0008660	CQUJHB014802	AFUN2_009396
OG0008661	CQUJHB016313	AFUN2_002069
OG0008663	CQUJHB010765	AFUN2_010286
OG0008664	CQUJHB017054	AFUN2_005624
OG0008666	CQUJHB017456	AFUN2_007876
OG0008669	CQUJHB005133	AFUN2_006126
OG0008670	CQUJHB006947	AFUN2_011241
OG0008671	CQUJHB018170	AFUN2_000802
OG0008672	CQUJHB006520	AFUN2_003630
OG0008674	CQUJHB008056	AFUN2_003035
OG0008675	CQUJHB001879	AFUN2_011848
OG0008678	CQUJHB011186	AFUN2_014155
OG0008679	CQUJHB017570	AFUN2_001635
OG0008680	CQUJHB004271	AFUN2_005499
OG0008681	CQUJHB016746	AFUN2_002745
OG0008683	CQUJHB015065	AFUN2_007655
OG0008684	CQUJHB000450	AFUN2_006372
OG0008685	CQUJHB005085	AFUN2_003096
OG0008687	CQUJHB015317	AFUN2_013005
OG0008691	CQUJHB010569	AFUN2_008116
OG0008692	CQUJHB006618	AFUN2_009519
OG0008693	CQUJHB012560	AFUN2_007712
OG0008695	CQUJHB011072	AFUN2_002130
OG0008696	CQUJHB012569	AFUN2_012705
OG0008697	CQUJHB014455	AFUN2_008761
OG0008698	CQUJHB016053	AFUN2_003956
OG0008699	CQUJHB001669	AFUN2_003075
OG0008700	CQUJHB008102	AFUN2_002528
OG0008701	CQUJHB015438	AFUN2_012344
OG0008702	CQUJHB016966	AFUN2_013193
OG0008703	CQUJHB012905	AFUN2_001943
OG0008704	CQUJHB014365	AFUN2_008963
OG0008705	CQUJHB006013	AFUN2_001271
OG0008706	CQUJHB009175	AFUN2_004725
OG0008707	CQUJHB006757	AFUN2_014162
OG0008708	CQUJHB001803	AFUN2_006339
OG0008709	CQUJHB013508	AFUN2_013265
OG0008710	CQUJHB002593	AFUN2_004496
OG0008711	CQUJHB014340	AFUN2_009407
OG0008712	CQUJHB014807	AFUN2_006499
OG0008713	CQUJHB013134	AFUN2_013080
OG0008714	CQUJHB006006	AFUN2_010025
OG0008715	CQUJHB006010	AFUN2_007738
OG0008717	CQUJHB004752	AFUN2_002874
OG0008718	CQUJHB009508	AFUN2_008512
OG0008719	CQUJHB000877	AFUN2_012197
OG0008720	CQUJHB002419	AFUN2_008810
OG0008721	CQUJHB015404	AFUN2_013953
OG0008722	CQUJHB015760	AFUN2_010232
OG0008724	CQUJHB008788	AFUN2_007319
OG0008725	CQUJHB013355	AFUN2_011986
OG0008726	CQUJHB006244	AFUN2_005933
OG0008727	CQUJHB002371	AFUN2_010294
OG0008728	CQUJHB013011	AFUN2_005350
OG0008729	CQUJHB007667	AFUN2_000441
OG0008730	CQUJHB017294	AFUN2_011851
OG0008731	CQUJHB016695	AFUN2_004828
OG0008734	CQUJHB013310	AFUN2_012096
OG0008735	CQUJHB001662	AFUN2_005407
OG0008736	CQUJHB003343	AFUN2_013194
OG0008737	CQUJHB003134	AFUN2_003509
OG0008738	CQUJHB011329	AFUN2_007516
OG0008744	CQUJHB017504	AFUN2_011877
OG0008745	CQUJHB001135	AFUN2_012969
OG0008746	CQUJHB008827	AFUN2_014448
OG0008747	CQUJHB011338	AFUN2_012771
OG0008748	CQUJHB011683	AFUN2_014443
OG0008749	CQUJHB010663	AFUN2_000605
OG0008750	CQUJHB001469	AFUN2_008418
OG0008751	CQUJHB001405	AFUN2_000869
OG0008752	CQUJHB015479	AFUN2_007388
OG0008753	CQUJHB000358	AFUN2_006587
OG0008754	CQUJHB013510	AFUN2_010569
OG0008755	CQUJHB014997	AFUN2_008419
OG0008756	CQUJHB015546	AFUN2_014195
OG0008757	CQUJHB017889	AFUN2_012546
OG0008758	CQUJHB012673	AFUN2_005595
OG0008759	CQUJHB002660	AFUN2_009511
OG0008760	CQUJHB008702	AFUN2_002098
OG0008761	CQUJHB010060	AFUN2_002026
OG0008762	CQUJHB001586	AFUN2_007704
OG0008763	CQUJHB005500	AFUN2_000332
OG0008768	CQUJHB011816	AFUN2_010481
