Orthogroup	CquinquefasciatusJHB2020	Aalbopictus_AalbF5
OG0008667	CQUJHB004854, CQUJHB017785, CQUJHB007621	LOC134291484, LOC109433316
OG0008667	CQUJHB003972	LOC109433351
OG0008668	CQUJHB013627, CQUJHB006942, CQUJHB014423, CQUJHB001627	LOC109425844
OG0008669	CQUJHB005133	LOC115266850
OG0008670	CQUJHB006947	LOC109622114
OG0008671	CQUJHB018170	LOC109419691
OG0008672	CQUJHB006520	LOC115262712
OG0008673	CQUJHB000884	LOC109420734
OG0008674	CQUJHB008056	LOC109421775
OG0008675	CQUJHB001879	LOC109416013
OG0008676	CQUJHB001752	LOC115254081
OG0008678	CQUJHB011186	LOC109408683
OG0008680	CQUJHB004271	LOC115265614
OG0008681	CQUJHB016746	LOC109417635
OG0008683	CQUJHB015065	LOC109425050
OG0008684	CQUJHB000450	LOC109412721
OG0008685	CQUJHB005085	LOC109411862
OG0008687	CQUJHB015317	LOC109408301
OG0008691	CQUJHB010569	LOC109431177
OG0008692	CQUJHB006618	LOC109431186
OG0008693	CQUJHB012560	LOC109424226
OG0008695	CQUJHB011072	LOC109412673
OG0008696	CQUJHB012569	LOC109399056
OG0008697	CQUJHB014455	LOC115257908
OG0008698	CQUJHB016053	LOC109401430
OG0008699	CQUJHB001669	LOC109417025
OG0008700	CQUJHB008102	LOC109416886
OG0008701	CQUJHB015438	LOC109428885
OG0008702	CQUJHB016966	LOC115261072
OG0008703	CQUJHB012905	LOC109415140
OG0008704	CQUJHB014365	LOC109422854
OG0008706	CQUJHB009175	LOC109412819
OG0008707	CQUJHB006757	LOC109426933
OG0008708	CQUJHB001803	LOC115265295
OG0008709	CQUJHB013508	LOC109400677
OG0008710	CQUJHB002593	LOC109400679
OG0008711	CQUJHB014340	LOC109412042
OG0008712	CQUJHB014807	LOC109414743
OG0008713	CQUJHB013134	LOC109411277
OG0008714	CQUJHB006006	LOC109421944
OG0008715	CQUJHB006010	LOC109404509
OG0008717	CQUJHB004752	LOC109416185
OG0008718	CQUJHB009508	LOC109406293
OG0008720	CQUJHB002419	LOC115255773
OG0008721	CQUJHB015404	LOC109428009, LOC109418238
OG0008722	CQUJHB015760	LOC109621915
OG0008724	CQUJHB008788	LOC109415224
OG0008725	CQUJHB013355	LOC109407903
OG0008726	CQUJHB006244	LOC109401282
OG0008727	CQUJHB002371	LOC109414179
OG0008728	CQUJHB013011	LOC109433159
OG0008729	CQUJHB007667	LOC115263794
OG0008730	CQUJHB017294	LOC109405774
OG0008735	CQUJHB001662	LOC109430133
OG0008736	CQUJHB003343	LOC109623400
OG0008737	CQUJHB003134	LOC109429618
OG0008738	CQUJHB011329	LOC109409838
OG0008744	CQUJHB017504	LOC109402436
OG0008745	CQUJHB001135	LOC109405470
OG0008746	CQUJHB008827	LOC109402450
OG0008747	CQUJHB011338	LOC109419092
OG0008748	CQUJHB011683	LOC134284272
OG0008749	CQUJHB010663	LOC134291611
OG0008750	CQUJHB001469	LOC109412510
OG0008751	CQUJHB001405	LOC109399854
OG0008752	CQUJHB015479	LOC115253603
OG0008753	CQUJHB000358	LOC109406157
OG0008754	CQUJHB013510	LOC109401778
OG0008755	CQUJHB014997	LOC109406137
OG0008756	CQUJHB015546	LOC109401784
OG0008757	CQUJHB017889	LOC109406136
OG0008758	CQUJHB012673	LOC109406160
OG0008759	CQUJHB002660	LOC109406135
OG0008760	CQUJHB008702	LOC109401782
OG0008761	CQUJHB010060	LOC115253473
OG0008762	CQUJHB001586	LOC115267166
OG0008763	CQUJHB005500	LOC109404807
OG0008768	CQUJHB011816	LOC109414485
OG0008770	CQUJHB002360	LOC115270277
OG0008771	CQUJHB007373	LOC115270263
OG0008772	CQUJHB011097	LOC109422843
OG0008773	CQUJHB018231	LOC109419344
OG0008774	CQUJHB001893	LOC109412153
OG0008775	CQUJHB014635	LOC109412158
OG0008776	CQUJHB005321	LOC109431413
OG0008781	CQUJHB012493	LOC115256971
OG0008782	CQUJHB007987	LOC134285053
OG0008783	CQUJHB006035	LOC109432652
OG0008784	CQUJHB005056	LOC109621516
OG0008785	CQUJHB016773	LOC109408007
OG0008786	CQUJHB005952	LOC109405153
OG0008787	CQUJHB003280	LOC109405151
OG0008788	CQUJHB003738	LOC109408011
OG0008790	CQUJHB018271	LOC115269864
OG0008791	CQUJHB018285	LOC109429501
OG0008792	CQUJHB017070	LOC109406843
OG0008796	CQUJHB005717	LOC109417046
OG0008798	CQUJHB007765	LOC134287884
OG0008802	CQUJHB017831	LOC109411155
OG0008803	CQUJHB000273	LOC115269328
OG0008804	CQUJHB000779	LOC109412496, LOC109420800
OG0008805	CQUJHB008263	LOC109402384
OG0008806	CQUJHB017904	LOC109402471
OG0008807	CQUJHB011461	LOC109412141
OG0008808	CQUJHB016236	LOC109429382
OG0008809	CQUJHB018082	LOC109622404
OG0008810	CQUJHB006684	LOC109417953
OG0008811	CQUJHB005060	LOC109418288
OG0008812	CQUJHB004553	LOC109418300
OG0008813	CQUJHB014362	LOC109418285
OG0008814	CQUJHB007265	LOC115268230
OG0008815	CQUJHB004482	LOC109401099, LOC115266114
OG0008817	CQUJHB011274	LOC109405267
OG0008818	CQUJHB017998	LOC115263181
OG0008819	CQUJHB005513	LOC109418753
OG0008820	CQUJHB017710	LOC109399943
OG0008821	CQUJHB011365	LOC109399965
OG0008822	CQUJHB002153	LOC109427452
OG0008823	CQUJHB012196	LOC134287665, LOC109427477
OG0008827	CQUJHB000910	LOC109428755
OG0008828	CQUJHB014874	LOC109424536
OG0008830	CQUJHB008777	LOC109400970
OG0008831	CQUJHB010780	LOC109405103
OG0008832	CQUJHB014402	LOC115270030
OG0008833	CQUJHB015939	LOC109401148
OG0008834	CQUJHB013692	LOC109398694
OG0008835	CQUJHB018189	LOC109428719
OG0008838	CQUJHB004646	LOC109404369
OG0008839	CQUJHB012926	LOC109403038
OG0008840	CQUJHB002867	LOC109427669
OG0008841	CQUJHB002399	LOC134291821
OG0008842	CQUJHB003164	LOC134289627
OG0008843	CQUJHB007221	LOC109413114
OG0008844	CQUJHB008889	LOC109430195
OG0008845	CQUJHB001151	LOC109430124
OG0008846	CQUJHB014124	LOC109427566
OG0008848	CQUJHB004893	LOC109412860
OG0008849	CQUJHB004924	LOC109410893
OG0008850	CQUJHB002703	LOC109410892
OG0008851	CQUJHB013406	LOC109427912
OG0008852	CQUJHB015675	LOC115255583
OG0008853	CQUJHB018351	LOC109400188
OG0008854	CQUJHB011904	LOC109399534
OG0008855	CQUJHB010735	LOC109429192
OG0008856	CQUJHB008600	LOC109398862
OG0008857	CQUJHB013642	LOC115269343
OG0008859	CQUJHB001647	LOC109417571
OG0008860	CQUJHB014488	LOC109424175
OG0008861	CQUJHB006642	LOC109412037
OG0008862	CQUJHB011121	LOC109417689
OG0008863	CQUJHB007550	LOC109417687
OG0008865	CQUJHB015389	LOC109423355
OG0008866	CQUJHB007041	LOC109430232
OG0008867	CQUJHB009953	LOC109406946
OG0008868	CQUJHB012891	LOC109424428
OG0008869	CQUJHB000299	LOC109424444
OG0008870	CQUJHB015845	LOC109433241
OG0008872	CQUJHB006549, CQUJHB001087	LOC115262361
OG0008873	CQUJHB017621	LOC109422132
OG0008874	CQUJHB007642	LOC109416146
OG0008875	CQUJHB010258	LOC109416145
OG0008877	CQUJHB011687	LOC109414702
OG0008878	CQUJHB010899	LOC109407200, LOC115258560
OG0008882	CQUJHB003890	LOC134284269
OG0008883	CQUJHB003660	LOC109400406
OG0008884	CQUJHB006481	LOC115266883, LOC115257587
OG0008885	CQUJHB013156	LOC115257375
OG0008886	CQUJHB006079	LOC109426796
OG0008887	CQUJHB011565	LOC109432294, LOC115267805
OG0008888	CQUJHB011916	LOC115257151
OG0008889	CQUJHB016149	LOC115266747
OG0008890	CQUJHB013297	LOC109400660
OG0008892	CQUJHB001460	LOC109428060
OG0008893	CQUJHB005602	LOC109418643
OG0008894	CQUJHB005613	LOC109421413
OG0008895	CQUJHB017223	LOC109398406
OG0008896	CQUJHB013118	LOC109417340
OG0008897	CQUJHB004191	LOC109404025
OG0008899	CQUJHB012102	LOC109421719
OG0008900	CQUJHB010488	LOC115258089
OG0008901	CQUJHB012944	LOC109426266
OG0008904	CQUJHB005600	LOC109429667
OG0008905	CQUJHB012438	LOC109415588
OG0008907	CQUJHB008039	LOC109400412
OG0008908	CQUJHB007166	LOC109406023
OG0008912	CQUJHB007075	LOC109401218
OG0008913	CQUJHB002548	LOC109405387
OG0008914	CQUJHB009020	LOC109411234
OG0008915	CQUJHB011830	LOC109411233
OG0008916	CQUJHB011403	LOC115253445
OG0008917	CQUJHB007864	LOC109401284
OG0008918	CQUJHB001052	LOC109411518
OG0008919	CQUJHB007153	LOC109418824
OG0008921	CQUJHB010380	LOC109420928
OG0008922	CQUJHB014275	LOC109398697
OG0008924	CQUJHB001361	LOC109414259
OG0008925	CQUJHB000014	LOC109401271
OG0008926	CQUJHB003307	LOC109401182
OG0008927	CQUJHB017063	LOC109427575
OG0008928	CQUJHB000576	LOC109432696
OG0008929	CQUJHB008318	LOC109401893
OG0008930	CQUJHB001587	LOC109400267, LOC109423629
OG0008931	CQUJHB014173	LOC115268465
OG0008932	CQUJHB005839	LOC109430468
OG0008933	CQUJHB004089	LOC109429471
OG0008934	CQUJHB015926	LOC109415467
OG0008936	CQUJHB012458	LOC109405422
OG0008938	CQUJHB012266	LOC109622744
OG0008939	CQUJHB002811	LOC109417982
OG0008940	CQUJHB004972	LOC109429796
OG0008941	CQUJHB011460	LOC109407133
OG0008942	CQUJHB017921	LOC109419662
OG0008943	CQUJHB003210	LOC109622250
OG0008944	CQUJHB006562	LOC109429077
OG0008945	CQUJHB000670	LOC109397080
OG0008947	CQUJHB005478	LOC109429055
OG0008948	CQUJHB000088	LOC109415184
OG0008949	CQUJHB016464	LOC115268529
OG0008950	CQUJHB015088	LOC109401505
OG0008951	CQUJHB009147, CQUJHB006770	LOC109415237
OG0008952	CQUJHB010118	LOC109414310
OG0008953	CQUJHB010196	LOC109407243
OG0008955	CQUJHB012066	LOC109405868
OG0008956	CQUJHB018352	LOC109428949
OG0008957	CQUJHB002816	LOC109428950
OG0008958	CQUJHB011584	LOC109408825
OG0008959	CQUJHB009725	LOC115268466
OG0008961	CQUJHB004351	LOC109400686
OG0008962	CQUJHB010334	LOC109402412, LOC109423538
OG0008963	CQUJHB012710	LOC109411962
OG0008965	CQUJHB003649	LOC109413462
OG0008966	CQUJHB005311	LOC109402403
OG0008967	CQUJHB004565	LOC109404382
OG0008968	CQUJHB005165	LOC109411260
OG0008971	CQUJHB014629	LOC109429097
OG0008972	CQUJHB002729	LOC115264342
OG0008973	CQUJHB008630	LOC109400497
OG0008974	CQUJHB003197	LOC109414248
OG0008975	CQUJHB006748	LOC115253425
OG0008977	CQUJHB004732	LOC109622566
OG0008978	CQUJHB010705	LOC109419263
OG0008979	CQUJHB007294	LOC109399384
OG0008980	CQUJHB018183	LOC109410777
OG0008981	CQUJHB001758	LOC109401303
OG0008982	CQUJHB001830	LOC115260183
OG0008983	CQUJHB012607	LOC109400757
OG0008984	CQUJHB012121	LOC109410811
OG0008985	CQUJHB016376	LOC109428038
OG0008986	CQUJHB016335	LOC109401794
OG0008987	CQUJHB002538	LOC109421029
OG0008988	CQUJHB012688	LOC109413137
OG0008989	CQUJHB000653	LOC109426230
OG0008990	CQUJHB014222	LOC109397607
OG0008991	CQUJHB010202	LOC115265269
OG0008992	CQUJHB003002	LOC109427305
OG0008993	CQUJHB011468	LOC109420460
OG0008994	CQUJHB006094	LOC109400064
OG0008995	CQUJHB007233	LOC115257070, LOC109422546
OG0008996	CQUJHB015890	LOC115261167
OG0008997	CQUJHB011806	LOC109415384
OG0008998	CQUJHB006692	LOC109416018
OG0008999	CQUJHB002117	LOC109404811
OG0009001	CQUJHB001987	LOC109417743
OG0009002	CQUJHB001000	LOC115262701
OG0009003	CQUJHB017206	LOC109400736
OG0009004	CQUJHB012331	LOC115265285
OG0009005	CQUJHB012711	LOC109432999
OG0009006	CQUJHB010844	LOC109415609
OG0009007	CQUJHB005140	LOC115258013
OG0009008	CQUJHB009255	LOC109406736
OG0009009	CQUJHB004463	LOC109424095
OG0009010	CQUJHB009724	LOC109401435
OG0009011	CQUJHB007984, CQUJHB008776	LOC109423598
OG0009012	CQUJHB013320	LOC109403064
OG0009013	CQUJHB016037	LOC109428059
OG0009015	CQUJHB014965	LOC134289507
OG0009016	CQUJHB004593	LOC109404438
OG0009017	CQUJHB011776	LOC109429400
OG0009018	CQUJHB008001	LOC109430450
OG0009019	CQUJHB005929	LOC109432219
OG0009020	CQUJHB015740	LOC115257421
OG0009021	CQUJHB006890	LOC115254206
OG0009022	CQUJHB008361	LOC115266941
OG0009023	CQUJHB007939	LOC109414950
OG0009024	CQUJHB013250	LOC115261480
OG0009025	CQUJHB005176	LOC109621842
OG0009026	CQUJHB008614	LOC109411435
OG0009027	CQUJHB010518	LOC109428579
OG0009029	CQUJHB017343	LOC109404436
OG0009030	CQUJHB017628	LOC109398885
OG0009032	CQUJHB004833	LOC109431583
OG0009033	CQUJHB018080	LOC109432476
OG0009034	CQUJHB015293	LOC109429833
OG0009035	CQUJHB002053	LOC109427052
OG0009036	CQUJHB007704	LOC109418936
OG0009037	CQUJHB008675	LOC109423115
OG0009038	CQUJHB015831	LOC109415851
OG0009039	CQUJHB007410	LOC109622683
OG0009040	CQUJHB007174	LOC109432242
OG0009041	CQUJHB002658	LOC109403306
OG0009042	CQUJHB005694	LOC115270301
OG0009043	CQUJHB013429	LOC109429879
OG0009044	CQUJHB014912	LOC109428273
OG0009047	CQUJHB014662	LOC109425749
OG0009048	CQUJHB018293	LOC109417691
OG0009049	CQUJHB016750	LOC109416092
OG0009050	CQUJHB008628	LOC109415058
OG0009052	CQUJHB005380	LOC115266491
OG0009053	CQUJHB011672	LOC115258949
OG0009054	CQUJHB009745	LOC115256458
OG0009055	CQUJHB001260	LOC109408411
OG0009056	CQUJHB016586	LOC109429494
OG0009058	CQUJHB014069	LOC109405085
OG0009059	CQUJHB010972	LOC109426658
OG0009062	CQUJHB010324	LOC109433445
OG0009063	CQUJHB006366	LOC109416838
OG0009064	CQUJHB004532	LOC109623121
OG0009066	CQUJHB012920	LOC134284273
OG0009067	CQUJHB014116	LOC115254624
OG0009068	CQUJHB013595	LOC109418620
OG0009070	CQUJHB002477	LOC109426622
OG0009072	CQUJHB010325	LOC109414144
OG0009074	CQUJHB011673	LOC109422128
OG0009075	CQUJHB007760	LOC109399415, LOC109400654
OG0009076	CQUJHB014207	LOC109410720
OG0009077	CQUJHB010778	LOC115260101
OG0009078	CQUJHB011067	LOC115266773
OG0009079	CQUJHB004791	LOC109411714
OG0009082	CQUJHB015204	LOC115253714
OG0009083	CQUJHB002055	LOC115267089
OG0009084	CQUJHB012056	LOC109422801
OG0009086	CQUJHB003503	LOC109410055
OG0009087	CQUJHB012499	LOC109418945
OG0009088	CQUJHB014408	LOC109425388
OG0009089	CQUJHB015568	LOC109400074
OG0009090	CQUJHB002854	LOC134290210
OG0009091	CQUJHB010490	LOC109400279
OG0009092	CQUJHB006280	LOC109425594
OG0009093	CQUJHB010402	LOC109419698
OG0009094	CQUJHB007546	LOC109420324
OG0009095	CQUJHB004433	LOC109431109
OG0009097	CQUJHB002082	LOC109412877
OG0009099	CQUJHB008981	LOC109418656
OG0009100	CQUJHB010024	LOC115255388
OG0009101	CQUJHB007585	LOC109417761
OG0009102	CQUJHB013126	LOC109421932
OG0009103	CQUJHB004392	LOC109416769
OG0009105	CQUJHB012520	LOC109398469
OG0009106	CQUJHB000660	LOC115255977, LOC115255980
OG0009107	CQUJHB012299	LOC109397913
OG0009108	CQUJHB001616	LOC115256592, LOC109404901
OG0009109	CQUJHB018044	LOC115256413
OG0009110	CQUJHB009954	LOC115266183, LOC109401139
OG0009111	CQUJHB012534	LOC109423300
OG0009112	CQUJHB014769	LOC109428281
OG0009113	CQUJHB005395	LOC109401734, LOC115269459
OG0009115	CQUJHB013847	LOC109401325
OG0009116	CQUJHB003262	LOC109424252, LOC134287156
OG0009118	CQUJHB015830	LOC109623402
OG0009120	CQUJHB009366	LOC109404747
OG0009121	CQUJHB000394	LOC109426751
OG0009122	CQUJHB009552	LOC109426452
OG0009123	CQUJHB004896	LOC115257630
OG0009126	CQUJHB008547	LOC109398077
OG0009127	CQUJHB015862	LOC109420859
OG0009128	CQUJHB009907	LOC109416761
OG0009129	CQUJHB010988	LOC134288282
OG0009130	CQUJHB005638	LOC109421253
OG0009131	CQUJHB012847	LOC109418499
OG0009132	CQUJHB004427	LOC109416140
OG0009133	CQUJHB001044	LOC134291322, LOC134285291, LOC109428116, LOC115255241
OG0009134	CQUJHB004462	LOC109411303
OG0009135	CQUJHB013021	LOC109401001
OG0009136	CQUJHB005666	LOC109431450
OG0009138	CQUJHB007176	LOC109415352
OG0009139	CQUJHB006037	LOC109431337
OG0009140	CQUJHB012424	LOC109397782
OG0009141	CQUJHB005376	LOC115262976
OG0009142	CQUJHB008439	LOC109413859
OG0009143	CQUJHB003551	LOC115270398
OG0009144	CQUJHB001974	LOC109623120
OG0009145	CQUJHB017084	LOC109415239
OG0009147	CQUJHB009529	LOC109402777
OG0009149	CQUJHB005430	LOC109411176
OG0009150	CQUJHB010611	LOC115271009
OG0009152	CQUJHB017412	LOC134285589, LOC134292123, LOC134288437, LOC115259831, LOC115265101, LOC115258479, LOC115265818
OG0009153	CQUJHB002770	LOC109410191
OG0009154	CQUJHB018339	LOC109422009
OG0009155	CQUJHB014819	LOC109402136
OG0009157	CQUJHB008078	LOC109408766
OG0009161	CQUJHB011527	LOC109399688
OG0009162	CQUJHB011472	LOC115269384
OG0009163	CQUJHB002739	LOC109415660
OG0009166	CQUJHB009919	LOC109408071
OG0009167	CQUJHB012603	LOC109430814
OG0009168	CQUJHB017086	LOC109428930
OG0009169	CQUJHB002237	LOC109423224
OG0009170	CQUJHB005673	LOC109423806
OG0009171	CQUJHB003220	LOC109412683
OG0009172	CQUJHB010273	LOC109429302
OG0009173	CQUJHB004317	LOC109398843
OG0009175	CQUJHB009149	LOC134288598
OG0009175	CQUJHB003299, CQUJHB004283, CQUJHB008061	LOC134288902, LOC109421525, LOC109421483
OG0009176	CQUJHB015108	LOC109418044
OG0009177	CQUJHB013441	LOC109400490
OG0009178	CQUJHB013872	LOC109426637
OG0009179	CQUJHB005429	LOC109418371
OG0009180	CQUJHB000654	LOC109404346
OG0009183	CQUJHB003310	LOC109412775
OG0009184	CQUJHB012987	LOC109428671, LOC109424301
OG0009185	CQUJHB002921	LOC109424046
OG0009188	CQUJHB013353	LOC109433141
OG0009189	CQUJHB002726	LOC109426883
OG0009190	CQUJHB002900	LOC109429617
OG0009192	CQUJHB001858	LOC109418389, LOC115262745
OG0009193	CQUJHB008478	LOC109408966
OG0009195	CQUJHB006052	LOC134285320, LOC134290014
OG0009196	CQUJHB012396	LOC109432051
OG0009197	CQUJHB010686	LOC109418067
OG0009198	CQUJHB014055	LOC109397959
OG0009199	CQUJHB007440	LOC109408472
OG0009200	CQUJHB002642	LOC109416030
OG0009201	CQUJHB000050	LOC109420007
OG0009202	CQUJHB001150	LOC109423687
OG0009203	CQUJHB005287	LOC109410209
OG0009204	CQUJHB018135	LOC115260603, LOC109426336
OG0009205	CQUJHB003424	LOC134285836
OG0009206	CQUJHB016691	LOC109417814
OG0009207	CQUJHB013814	LOC109407991
OG0009209	CQUJHB015900	LOC109397351
OG0009210	CQUJHB001408	LOC115267720
OG0009211	CQUJHB012051	LOC115267711
OG0009212	CQUJHB016437	LOC115263539
OG0009213	CQUJHB008527	LOC109414931
OG0009214	CQUJHB006867	LOC109621699
OG0009215	CQUJHB011440	LOC109426209, LOC109424000
OG0009217	CQUJHB016024	LOC109401930
OG0009218	CQUJHB003309	LOC109417157
OG0009219	CQUJHB016940	LOC109405832
OG0009220	CQUJHB009204	LOC109409014
OG0009222	CQUJHB015024	LOC109409444
OG0009223	CQUJHB001724	LOC109421111
OG0009224	CQUJHB017231	LOC115271083
OG0009225	CQUJHB004494	LOC109424543
OG0009226	CQUJHB010070	LOC109401895
OG0009227	CQUJHB000589	LOC109431833
OG0009228	CQUJHB001992	LOC109398300
OG0009229	CQUJHB007029	LOC109428444
OG0009230	CQUJHB011311	LOC109410905
OG0009231	CQUJHB014386	LOC109406600
OG0009232	CQUJHB011795	LOC109427410
OG0009233	CQUJHB016055	LOC109399009
OG0009234	CQUJHB002823	LOC109408499
OG0009235	CQUJHB018137	LOC109419151, LOC109423139
OG0009236	CQUJHB012163	LOC109623085
OG0009237	CQUJHB001355	LOC109403413
OG0009238	CQUJHB012273	LOC109432946
OG0009239	CQUJHB006647	LOC109621322
OG0009240	CQUJHB009239	LOC115266789
OG0009241	CQUJHB009905	LOC109413765
OG0009242	CQUJHB004054	LOC115265773
OG0009243	CQUJHB006639	LOC109402251
OG0009244	CQUJHB007393	LOC115268103
OG0009245	CQUJHB004034	LOC109422131
OG0009246	CQUJHB000313	LOC109426010
OG0009248	CQUJHB002436	LOC109408513
OG0009249	CQUJHB006105	LOC109433050
OG0009251	CQUJHB000865	LOC109431307
OG0009252	CQUJHB004339	LOC115257895
OG0009253	CQUJHB017900	LOC109400058
OG0009254	CQUJHB017327	LOC109425555
OG0009255	CQUJHB012798	LOC109424346
OG0009256	CQUJHB004275, CQUJHB002293, CQUJHB015320	LOC115256802, LOC109428408
OG0009256	CQUJHB000465, CQUJHB003374	LOC115269146
OG0009258	CQUJHB005243	LOC115257039
OG0009260	CQUJHB004641	LOC109414483
OG0009262	CQUJHB011443	LOC109402224
OG0009265	CQUJHB017371	LOC109411508
OG0009266	CQUJHB007928	LOC134285189, LOC109421969
OG0009268	CQUJHB006475	LOC109404900
OG0009270	CQUJHB007537	LOC109414670
OG0009272	CQUJHB014533	LOC115266814
OG0009273	CQUJHB004388	LOC115270260
OG0009275	CQUJHB009314	LOC109418319
OG0009276	CQUJHB017338	LOC115264985
OG0009277	CQUJHB011991	LOC115263981
OG0009278	CQUJHB010679	LOC109407709
OG0009280	CQUJHB014594	LOC109397047, LOC115260033
OG0009281	CQUJHB001314	LOC109405093
OG0009282	CQUJHB007954	LOC109428461
OG0009283	CQUJHB011911	LOC109400662
OG0009284	CQUJHB011864	LOC115270955
OG0009285	CQUJHB008552	LOC109406599
OG0009286	CQUJHB015247	LOC109409735
OG0009287	CQUJHB006449	LOC109413665
OG0009289	CQUJHB016732	LOC109404459
OG0009290	CQUJHB004291	LOC109412593
OG0009292	CQUJHB011503	LOC109403728
OG0009294	CQUJHB014053	LOC109398552
OG0009295	CQUJHB004164	LOC109401644
OG0009296	CQUJHB014305	LOC109405556
OG0009298	CQUJHB009631	LOC109399110
OG0009299	CQUJHB018324	LOC134289493, LOC134289490
OG0009300	CQUJHB008081	LOC109397498
OG0009301	CQUJHB013266	LOC109398616
OG0009302	CQUJHB004761	LOC109402735
OG0009305	CQUJHB010107	LOC109404809
OG0009306	CQUJHB016281	LOC109406153
OG0009307	CQUJHB001281, CQUJHB014274	LOC109406494
OG0009309	CQUJHB002558	LOC109409686
OG0009311	CQUJHB012246	LOC109411644
OG0009312	CQUJHB002874, CQUJHB002024	LOC115268206, LOC134286827, LOC109411900, LOC115256725, LOC115268205, LOC115262799
OG0009313	CQUJHB016934	LOC109413246
OG0009314	CQUJHB015736, CQUJHB002684	LOC109414278
OG0009315	CQUJHB018303	LOC109414393
OG0009316	CQUJHB003364	LOC109424072
OG0009317	CQUJHB002928	LOC109424152
OG0009318	CQUJHB008749	LOC134288337, LOC134292164, LOC134290926, LOC134284655, LOC115270415
OG0009319	CQUJHB008824	LOC109426613
OG0009320	CQUJHB000764	LOC109429095
OG0009321	CQUJHB000181, CQUJHB008497	LOC134291498, LOC109429239, LOC134290569
OG0009321	CQUJHB009532, CQUJHB013623	LOC134289415, LOC134286381
OG0009323	CQUJHB009786	LOC109430855
OG0009325	CQUJHB010881	LOC109432827
OG0009326	CQUJHB016809	LOC109622511
OG0009327	CQUJHB001682	LOC109622538
OG0009328	CQUJHB017040	LOC109623020
OG0009329	CQUJHB001964, CQUJHB007251, CQUJHB004549	LOC134286225, LOC134286128, LOC134290254, LOC134292131, LOC134292228, LOC115254316
OG0009332	CQUJHB008632, CQUJHB014141, CQUJHB007580, CQUJHB013631, CQUJHB009875	LOC134290994, LOC134290273, LOC115259947, LOC134289278
OG0009334	CQUJHB006752	LOC115262247
OG0009336	CQUJHB014619	LOC115265463
OG0009337	CQUJHB004820	LOC115267424
OG0009338	CQUJHB010228, CQUJHB000824, CQUJHB011733, CQUJHB014282, CQUJHB016292	LOC134291016, LOC115267433, LOC134286964, LOC115267912
OG0009339	CQUJHB011648	LOC134291642, LOC134291836, LOC134284962, LOC134286365, LOC134284104, LOC134284106, LOC134284955
OG0009342	CQUJHB000908	LOC134284465
OG0009348	CQUJHB004369, CQUJHB013749, CQUJHB018260	LOC134286517, LOC134288656, LOC134288239, LOC134286247, LOC134289830, LOC134290591
OG0009351	CQUJHB004111, CQUJHB006050, CQUJHB012169, CQUJHB009282, CQUJHB004424, CQUJHB017014, CQUJHB003735, CQUJHB003837	LOC134290220
OG0009352	CQUJHB005473, CQUJHB014323	LOC134291576
OG0009387	CQUJHB001483	LOC109415485
OG0009388	CQUJHB009688	LOC109416755
OG0009389	CQUJHB002249	LOC109621631
OG0009390	CQUJHB006923	LOC109423378
OG0009391	CQUJHB017806	LOC109409549
OG0009392	CQUJHB012519	LOC109400448
OG0009394	CQUJHB013340	LOC109424954
OG0009395	CQUJHB002975	LOC115253681
OG0009396	CQUJHB001133	LOC109413217
OG0009397	CQUJHB011108	LOC115265307
OG0009399	CQUJHB004248	LOC115264418
OG0009401	CQUJHB010839	LOC109427223
OG0009402	CQUJHB006816	LOC115261426
OG0009403	CQUJHB001467	LOC109411608
OG0009404	CQUJHB006613	LOC109401758
OG0009406	CQUJHB004932	LOC109407693
OG0009407	CQUJHB008248	LOC109421750
OG0009408	CQUJHB001826	LOC109421758
OG0009410	CQUJHB001840	LOC109425900
OG0009411	CQUJHB000837	LOC109426024
OG0009412	CQUJHB004497	LOC109429927
OG0009413	CQUJHB001045	LOC109429890
OG0009414	CQUJHB005565	LOC109429550
OG0009415	CQUJHB001014	LOC109429541
OG0009416	CQUJHB012875	LOC109622067
OG0009417	CQUJHB001777	LOC109426489
OG0009419	CQUJHB002026	LOC109622277
OG0009420	CQUJHB015001	LOC109403348
OG0009422	CQUJHB012433	LOC109428430
OG0009424	CQUJHB006072	LOC115262194
OG0009425	CQUJHB000310	LOC109407564
OG0009426	CQUJHB008642	LOC109407335
OG0009427	CQUJHB012248	LOC109430792
OG0009428	CQUJHB016167	LOC109429636
OG0009428	CQUJHB002678, CQUJHB009264, CQUJHB005171	LOC109429637
OG0009429	CQUJHB018243	LOC109414924
OG0009430	CQUJHB009405	LOC109418958
OG0009431	CQUJHB014576	LOC109413015
OG0009432	CQUJHB016984	LOC109422403
OG0009433	CQUJHB018279	LOC109408557
OG0009434	CQUJHB004793	LOC109423361
OG0009436	CQUJHB008246	LOC109408350
OG0009437	CQUJHB003338	LOC109431579
OG0009439	CQUJHB017325	LOC109431400
OG0009440	CQUJHB014355	LOC109408126
OG0009441	CQUJHB015155	LOC109408121
OG0009442	CQUJHB002788	LOC109419060
OG0009443	CQUJHB014952	LOC115265693
OG0009444	CQUJHB013668	LOC109426670
OG0009445	CQUJHB001791	LOC109426651
OG0009446	CQUJHB006234	LOC109415860
OG0009447	CQUJHB010726	LOC109431726
OG0009448	CQUJHB011825	LOC109407727
OG0009449	CQUJHB008673	LOC109433084
OG0009450	CQUJHB001374	LOC109427907
OG0009451	CQUJHB010895	LOC109421436
OG0009452	CQUJHB016006	LOC109421440
