Orthogroup	CquinquefasciatusJHB2020	AstephensiUCISS2018
OG0008664	CQUJHB017054	ASTEI20_045195
OG0008666	CQUJHB017456	ASTEI20_033003
OG0008669	CQUJHB005133	ASTEI20_031305
OG0008670	CQUJHB006947	ASTEI20_033046
OG0008671	CQUJHB018170	ASTEI20_031893
OG0008672	CQUJHB006520	ASTEI20_042020
OG0008673	CQUJHB000884	ASTEI20_039384
OG0008674	CQUJHB008056	ASTEI20_038297
OG0008675	CQUJHB001879	ASTEI20_041306
OG0008676	CQUJHB001752	ASTEI20_031398
OG0008678	CQUJHB011186	ASTEI20_033166
OG0008679	CQUJHB017570	ASTEI20_034481
OG0008680	CQUJHB004271	ASTEI20_043873
OG0008681	CQUJHB016746	ASTEI20_030834
OG0008683	CQUJHB015065	ASTEI20_044640
OG0008684	CQUJHB000450	ASTEI20_042257
OG0008685	CQUJHB005085	ASTEI20_038021
OG0008687	CQUJHB015317	ASTEI20_039433
OG0008691	CQUJHB010569	ASTEI20_042760
OG0008692	CQUJHB006618	ASTEI20_041655
OG0008693	CQUJHB012560	ASTEI20_035971
OG0008695	CQUJHB011072	ASTEI20_036699
OG0008696	CQUJHB012569	ASTEI20_040626
OG0008697	CQUJHB014455	ASTEI20_031220
OG0008698	CQUJHB016053	ASTEI20_038680
OG0008699	CQUJHB001669	ASTEI20_033111
OG0008700	CQUJHB008102	ASTEI20_033370
OG0008701	CQUJHB015438	ASTEI20_043161
OG0008702	CQUJHB016966	ASTEI20_044955
OG0008703	CQUJHB012905	ASTEI20_045346
OG0008704	CQUJHB014365	ASTEI20_044868
OG0008705	CQUJHB006013	ASTEI20_036418
OG0008706	CQUJHB009175	ASTEI20_035864
OG0008707	CQUJHB006757	ASTEI20_043976
OG0008708	CQUJHB001803	ASTEI20_039563
OG0008709	CQUJHB013508	ASTEI20_037351
OG0008710	CQUJHB002593	ASTEI20_037606
OG0008711	CQUJHB014340	ASTEI20_040344
OG0008713	CQUJHB013134	ASTEI20_040906
OG0008714	CQUJHB006006	ASTEI20_034466
OG0008715	CQUJHB006010	ASTEI20_042745
OG0008717	CQUJHB004752	ASTEI20_037628
OG0008718	CQUJHB009508	ASTEI20_045945
OG0008719	CQUJHB000877	ASTEI20_031777
OG0008720	CQUJHB002419	ASTEI20_033079
OG0008721	CQUJHB015404	ASTEI20_038875
OG0008722	CQUJHB015760	ASTEI20_036646
OG0008724	CQUJHB008788	ASTEI20_031283
OG0008725	CQUJHB013355	ASTEI20_034522
OG0008726	CQUJHB006244	ASTEI20_035339
OG0008727	CQUJHB002371	ASTEI20_041008
OG0008728	CQUJHB013011	ASTEI20_045777
OG0008729	CQUJHB007667	ASTEI20_038282
OG0008730	CQUJHB017294	ASTEI20_032213
OG0008731	CQUJHB016695	ASTEI20_038721
OG0008734	CQUJHB013310	ASTEI20_045573
OG0008735	CQUJHB001662	ASTEI20_032682
OG0008736	CQUJHB003343	ASTEI20_035426
OG0008737	CQUJHB003134	ASTEI20_032186
OG0008738	CQUJHB011329	ASTEI20_043764
OG0008744	CQUJHB017504	ASTEI20_045959
OG0008745	CQUJHB001135	ASTEI20_042794
OG0008746	CQUJHB008827	ASTEI20_034943
OG0008747	CQUJHB011338	ASTEI20_040443
OG0008748	CQUJHB011683	ASTEI20_035458
OG0008749	CQUJHB010663	ASTEI20_036065
OG0008750	CQUJHB001469	ASTEI20_043138
OG0008751	CQUJHB001405	ASTEI20_039462
OG0008752	CQUJHB015479	ASTEI20_039225
OG0008753	CQUJHB000358	ASTEI20_036966
OG0008754	CQUJHB013510	ASTEI20_036650
OG0008755	CQUJHB014997	ASTEI20_033558
OG0008756	CQUJHB015546	ASTEI20_041715
OG0008757	CQUJHB017889	ASTEI20_045710
OG0008758	CQUJHB012673	ASTEI20_031804
OG0008759	CQUJHB002660	ASTEI20_031940
OG0008760	CQUJHB008702	ASTEI20_039879
OG0008761	CQUJHB010060	ASTEI20_037445
OG0008762	CQUJHB001586	ASTEI20_040272
OG0008763	CQUJHB005500	ASTEI20_044197
OG0008768	CQUJHB011816	ASTEI20_041870
OG0008769	CQUJHB011748	ASTEI20_041688
OG0008770	CQUJHB002360	ASTEI20_040643
OG0008771	CQUJHB007373	ASTEI20_032605
OG0008772	CQUJHB011097	ASTEI20_043341
OG0008773	CQUJHB018231	ASTEI20_041225
OG0008774	CQUJHB001893	ASTEI20_033054
OG0008775	CQUJHB014635	ASTEI20_041938
OG0008776	CQUJHB005321	ASTEI20_031660
OG0008781	CQUJHB012493	ASTEI20_043221
OG0008782	CQUJHB007987	ASTEI20_043938
OG0008783	CQUJHB006035	ASTEI20_045320
OG0008784	CQUJHB005056	ASTEI20_035285
OG0008785	CQUJHB016773	ASTEI20_039425
OG0008786	CQUJHB005952	ASTEI20_040985
OG0008787	CQUJHB003280	ASTEI20_031664
OG0008788	CQUJHB003738	ASTEI20_036022
OG0008790	CQUJHB018271	ASTEI20_045708
OG0008791	CQUJHB018285	ASTEI20_030948
OG0008792	CQUJHB017070	ASTEI20_039034
OG0008796	CQUJHB005717	ASTEI20_031115, ASTEI20_043573
OG0008798	CQUJHB007765	ASTEI20_039642
OG0008802	CQUJHB017831	ASTEI20_037012
OG0008803	CQUJHB000273	ASTEI20_034358
OG0008804	CQUJHB000779	ASTEI20_036820
OG0008805	CQUJHB008263	ASTEI20_032724
OG0008807	CQUJHB011461	ASTEI20_045572
OG0008808	CQUJHB016236	ASTEI20_038288
OG0008809	CQUJHB018082	ASTEI20_041530
OG0008810	CQUJHB006684	ASTEI20_036950
OG0008811	CQUJHB005060	ASTEI20_035447
OG0008812	CQUJHB004553	ASTEI20_035227
OG0008813	CQUJHB014362	ASTEI20_039819
OG0008814	CQUJHB007265	ASTEI20_040600
OG0008815	CQUJHB004482	ASTEI20_039572
OG0008817	CQUJHB011274	ASTEI20_037195
OG0008818	CQUJHB017998	ASTEI20_041552
OG0008819	CQUJHB005513	ASTEI20_033592
OG0008820	CQUJHB017710	ASTEI20_039136
OG0008821	CQUJHB011365	ASTEI20_039911
OG0008822	CQUJHB002153	ASTEI20_034960
OG0008823	CQUJHB012196	ASTEI20_044719
OG0008824	CQUJHB012675	ASTEI20_033351
OG0008825	CQUJHB005374	ASTEI20_035716
OG0008827	CQUJHB000910	ASTEI20_040569
OG0008828	CQUJHB014874	ASTEI20_031760
OG0008830	CQUJHB008777	ASTEI20_032899
OG0008831	CQUJHB010780	ASTEI20_035202
OG0008832	CQUJHB014402	ASTEI20_038471
OG0008834	CQUJHB013692	ASTEI20_031446
OG0008835	CQUJHB018189	ASTEI20_033323
OG0008838	CQUJHB004646	ASTEI20_031433
OG0008840	CQUJHB002867	ASTEI20_034973
OG0008841	CQUJHB002399	ASTEI20_032829
OG0008842	CQUJHB003164	ASTEI20_031302
OG0008843	CQUJHB007221	ASTEI20_045048
OG0008844	CQUJHB008889	ASTEI20_036154
OG0008845	CQUJHB001151	ASTEI20_035428
OG0008846	CQUJHB014124	ASTEI20_035577
OG0008848	CQUJHB004893	ASTEI20_034148
OG0008849	CQUJHB004924	ASTEI20_036838
OG0008850	CQUJHB002703	ASTEI20_040016
OG0008851	CQUJHB013406	ASTEI20_039222
OG0008852	CQUJHB015675	ASTEI20_042031
OG0008853	CQUJHB018351	ASTEI20_039355
OG0008854	CQUJHB011904	ASTEI20_034144
OG0008855	CQUJHB010735	ASTEI20_031354
OG0008856	CQUJHB008600	ASTEI20_033674
OG0008857	CQUJHB013642	ASTEI20_042156
OG0008859	CQUJHB001647	ASTEI20_045754
OG0008860	CQUJHB014488	ASTEI20_042143
OG0008861	CQUJHB006642	ASTEI20_038478
OG0008862	CQUJHB011121	ASTEI20_031261
OG0008863	CQUJHB007550	ASTEI20_042298
OG0008864	CQUJHB010608	ASTEI20_040994
OG0008865	CQUJHB015389	ASTEI20_030801
OG0008866	CQUJHB007041	ASTEI20_036773
OG0008867	CQUJHB009953	ASTEI20_034515
OG0008868	CQUJHB012891	ASTEI20_045214
OG0008869	CQUJHB000299	ASTEI20_038285
OG0008870	CQUJHB015845	ASTEI20_043638
OG0008871	CQUJHB004938	ASTEI20_040505
OG0008872	CQUJHB006549, CQUJHB001087	ASTEI20_031948
OG0008873	CQUJHB017621	ASTEI20_045252
OG0008874	CQUJHB007642	ASTEI20_035449
OG0008875	CQUJHB010258	ASTEI20_044654
OG0008876	CQUJHB002580	ASTEI20_036014
OG0008877	CQUJHB011687	ASTEI20_039264
OG0008878	CQUJHB010899	ASTEI20_040327
OG0008882	CQUJHB003890	ASTEI20_033377
OG0008883	CQUJHB003660	ASTEI20_038196
OG0008884	CQUJHB006481	ASTEI20_037108
OG0008885	CQUJHB013156	ASTEI20_031319
OG0008886	CQUJHB006079	ASTEI20_041771
OG0008887	CQUJHB011565	ASTEI20_041331
OG0008888	CQUJHB011916	ASTEI20_043540
OG0008889	CQUJHB016149	ASTEI20_034520
OG0008890	CQUJHB013297	ASTEI20_045769
OG0008892	CQUJHB001460	ASTEI20_036097
OG0008893	CQUJHB005602	ASTEI20_033221
OG0008894	CQUJHB005613	ASTEI20_037483
OG0008895	CQUJHB017223	ASTEI20_041304
OG0008896	CQUJHB013118	ASTEI20_035969
OG0008897	CQUJHB004191	ASTEI20_034421
OG0008900	CQUJHB010488	ASTEI20_044861
OG0008901	CQUJHB012944	ASTEI20_034027
OG0008902	CQUJHB008994	ASTEI20_034107
OG0008904	CQUJHB005600	ASTEI20_044225
OG0008905	CQUJHB012438	ASTEI20_039417
OG0008906	CQUJHB000798	ASTEI20_039583
OG0008907	CQUJHB008039	ASTEI20_033450
OG0008908	CQUJHB007166	ASTEI20_037140
OG0008909	CQUJHB017457	ASTEI20_033763
OG0008910	CQUJHB014748	ASTEI20_042094
OG0008911	CQUJHB013133	ASTEI20_034769
OG0008912	CQUJHB007075	ASTEI20_035009
OG0008913	CQUJHB002548	ASTEI20_045554
OG0008914	CQUJHB009020	ASTEI20_045579
OG0008915	CQUJHB011830	ASTEI20_038522
OG0008916	CQUJHB011403	ASTEI20_037684
OG0008917	CQUJHB007864	ASTEI20_039940
OG0008918	CQUJHB001052	ASTEI20_034622
OG0008919	CQUJHB007153	ASTEI20_035176
OG0008921	CQUJHB010380	ASTEI20_042281
OG0008922	CQUJHB014275	ASTEI20_038962
OG0008923	CQUJHB011043	ASTEI20_044538
OG0008924	CQUJHB001361	ASTEI20_032220
OG0008925	CQUJHB000014	ASTEI20_041040
OG0008926	CQUJHB003307	ASTEI20_044500
OG0008927	CQUJHB017063	ASTEI20_032309
OG0008928	CQUJHB000576	ASTEI20_037516
OG0008929	CQUJHB008318	ASTEI20_041753
OG0008931	CQUJHB014173	ASTEI20_044891
OG0008932	CQUJHB005839	ASTEI20_035396
OG0008933	CQUJHB004089	ASTEI20_040391
OG0008934	CQUJHB015926	ASTEI20_045407
OG0008935	CQUJHB015354	ASTEI20_031597, ASTEI20_040826
OG0008936	CQUJHB012458	ASTEI20_036449
OG0008938	CQUJHB012266	ASTEI20_034284
OG0008939	CQUJHB002811	ASTEI20_042157
OG0008940	CQUJHB004972	ASTEI20_037459
OG0008941	CQUJHB011460	ASTEI20_034524
OG0008942	CQUJHB017921	ASTEI20_045005
OG0008943	CQUJHB003210	ASTEI20_031899
OG0008944	CQUJHB006562	ASTEI20_043785
OG0008945	CQUJHB000670	ASTEI20_044378
OG0008947	CQUJHB005478	ASTEI20_038743
OG0008948	CQUJHB000088	ASTEI20_040128
OG0008949	CQUJHB016464	ASTEI20_036149
OG0008950	CQUJHB015088	ASTEI20_035710
OG0008951	CQUJHB009147, CQUJHB006770	ASTEI20_030953
OG0008952	CQUJHB010118	ASTEI20_036548
OG0008953	CQUJHB010196	ASTEI20_040373
OG0008955	CQUJHB012066	ASTEI20_040010
OG0008956	CQUJHB018352	ASTEI20_044270
OG0008957	CQUJHB002816	ASTEI20_042503
OG0008958	CQUJHB011584	ASTEI20_044696
OG0008959	CQUJHB009725	ASTEI20_035919
OG0008961	CQUJHB004351	ASTEI20_033924
OG0008962	CQUJHB010334	ASTEI20_045829, ASTEI20_040763
OG0008963	CQUJHB012710	ASTEI20_042650
OG0008965	CQUJHB003649	ASTEI20_035567
OG0008966	CQUJHB005311	ASTEI20_044439
OG0008967	CQUJHB004565	ASTEI20_038101
OG0008968	CQUJHB005165	ASTEI20_043407
OG0008971	CQUJHB014629	ASTEI20_040106
OG0008972	CQUJHB002729	ASTEI20_032931
OG0008973	CQUJHB008630	ASTEI20_040232
OG0008974	CQUJHB003197	ASTEI20_042833
OG0008975	CQUJHB006748	ASTEI20_043772
OG0008977	CQUJHB004732	ASTEI20_039026
OG0008978	CQUJHB010705	ASTEI20_044265
OG0008979	CQUJHB007294	ASTEI20_038985
OG0008980	CQUJHB018183	ASTEI20_041619
OG0008982	CQUJHB001830	ASTEI20_038651
OG0008983	CQUJHB012607	ASTEI20_038194
OG0008984	CQUJHB012121	ASTEI20_034035
OG0008985	CQUJHB016376	ASTEI20_032140
OG0008986	CQUJHB016335	ASTEI20_032108
OG0008987	CQUJHB002538	ASTEI20_044990
OG0008988	CQUJHB012688	ASTEI20_041557
OG0008989	CQUJHB000653	ASTEI20_031287
OG0008990	CQUJHB014222	ASTEI20_043489
OG0008991	CQUJHB010202	ASTEI20_033624
OG0008992	CQUJHB003002	ASTEI20_037271
OG0008993	CQUJHB011468	ASTEI20_036756
OG0008994	CQUJHB006094	ASTEI20_043450
OG0008995	CQUJHB007233	ASTEI20_043072
OG0008996	CQUJHB015890	ASTEI20_037786
OG0008997	CQUJHB011806	ASTEI20_031931
OG0008998	CQUJHB006692	ASTEI20_031933
OG0008999	CQUJHB002117	ASTEI20_044069
OG0009002	CQUJHB001000	ASTEI20_041780
OG0009003	CQUJHB017206	ASTEI20_038964
OG0009004	CQUJHB012331	ASTEI20_043511
OG0009005	CQUJHB012711	ASTEI20_044315
OG0009006	CQUJHB010844	ASTEI20_038797
OG0009007	CQUJHB005140	ASTEI20_035315
OG0009008	CQUJHB009255	ASTEI20_034530
OG0009009	CQUJHB004463	ASTEI20_040862
OG0009010	CQUJHB009724	ASTEI20_036436
OG0009011	CQUJHB007984, CQUJHB008776	ASTEI20_045187
OG0009012	CQUJHB013320	ASTEI20_042963
OG0009013	CQUJHB016037	ASTEI20_031282
OG0009014	CQUJHB010906	ASTEI20_037137
OG0009015	CQUJHB014965	ASTEI20_037394
OG0009016	CQUJHB004593	ASTEI20_034782
OG0009017	CQUJHB011776	ASTEI20_034404
OG0009018	CQUJHB008001	ASTEI20_031127
OG0009019	CQUJHB005929	ASTEI20_031067
OG0009020	CQUJHB015740	ASTEI20_036894
OG0009021	CQUJHB006890	ASTEI20_034250
OG0009022	CQUJHB008361	ASTEI20_045314
OG0009023	CQUJHB007939	ASTEI20_043098
OG0009024	CQUJHB013250	ASTEI20_041272
OG0009025	CQUJHB005176	ASTEI20_041126
OG0009026	CQUJHB008614	ASTEI20_035116
OG0009027	CQUJHB010518	ASTEI20_034143
OG0009029	CQUJHB017343	ASTEI20_039596
OG0009030	CQUJHB017628	ASTEI20_042085
OG0009032	CQUJHB004833	ASTEI20_037601
OG0009033	CQUJHB018080	ASTEI20_040470
OG0009034	CQUJHB015293	ASTEI20_042278
OG0009035	CQUJHB002053	ASTEI20_032841
OG0009036	CQUJHB007704	ASTEI20_040450
OG0009037	CQUJHB008675	ASTEI20_043694
OG0009038	CQUJHB015831	ASTEI20_044019
OG0009039	CQUJHB007410	ASTEI20_042239
OG0009040	CQUJHB007174	ASTEI20_033102
OG0009041	CQUJHB002658	ASTEI20_041293
OG0009042	CQUJHB005694	ASTEI20_044753
OG0009043	CQUJHB013429	ASTEI20_045631
OG0009044	CQUJHB014912	ASTEI20_036272
OG0009045	CQUJHB012749	ASTEI20_042930
OG0009047	CQUJHB014662	ASTEI20_033059
OG0009048	CQUJHB018293	ASTEI20_045437
OG0009049	CQUJHB016750	ASTEI20_037189
OG0009050	CQUJHB008628	ASTEI20_039756
OG0009051	CQUJHB007080	ASTEI20_043596
OG0009052	CQUJHB005380	ASTEI20_041784
OG0009053	CQUJHB011672	ASTEI20_038553
OG0009054	CQUJHB009745	ASTEI20_043485
OG0009055	CQUJHB001260	ASTEI20_037792
OG0009056	CQUJHB016586	ASTEI20_034023
OG0009058	CQUJHB014069	ASTEI20_043027
OG0009059	CQUJHB010972	ASTEI20_037593
OG0009062	CQUJHB010324	ASTEI20_039560
OG0009063	CQUJHB006366	ASTEI20_043558
OG0009064	CQUJHB004532	ASTEI20_038204
OG0009065	CQUJHB002733	ASTEI20_044509
OG0009066	CQUJHB012920	ASTEI20_041436
OG0009067	CQUJHB014116	ASTEI20_034720
OG0009068	CQUJHB013595	ASTEI20_045312
OG0009070	CQUJHB002477	ASTEI20_044634
OG0009072	CQUJHB010325	ASTEI20_036282
OG0009074	CQUJHB011673	ASTEI20_031363
OG0009075	CQUJHB007760	ASTEI20_031516
OG0009076	CQUJHB014207	ASTEI20_031928
OG0009077	CQUJHB010778	ASTEI20_036785
OG0009078	CQUJHB011067	ASTEI20_039736
OG0009079	CQUJHB004791	ASTEI20_031494
OG0009080	CQUJHB013879	ASTEI20_043879
OG0009082	CQUJHB015204	ASTEI20_034827
OG0009083	CQUJHB002055	ASTEI20_046109
OG0009084	CQUJHB012056	ASTEI20_032869
OG0009086	CQUJHB003503	ASTEI20_040273
OG0009087	CQUJHB012499	ASTEI20_045368
OG0009088	CQUJHB014408	ASTEI20_045689
OG0009089	CQUJHB015568	ASTEI20_031457
OG0009090	CQUJHB002854	ASTEI20_037268
OG0009091	CQUJHB010490	ASTEI20_041507
OG0009092	CQUJHB006280	ASTEI20_038650
OG0009093	CQUJHB010402	ASTEI20_035686
OG0009094	CQUJHB007546	ASTEI20_044915
OG0009095	CQUJHB004433	ASTEI20_038926
OG0009096	CQUJHB010521	ASTEI20_044676
OG0009097	CQUJHB002082	ASTEI20_044878
OG0009099	CQUJHB008981	ASTEI20_039152
OG0009100	CQUJHB010024	ASTEI20_041439
OG0009101	CQUJHB007585	ASTEI20_042965
OG0009102	CQUJHB013126	ASTEI20_038966
OG0009103	CQUJHB004392	ASTEI20_033742
OG0009105	CQUJHB012520	ASTEI20_037040
OG0009106	CQUJHB000660	ASTEI20_042462
OG0009107	CQUJHB012299	ASTEI20_044908
OG0009108	CQUJHB001616	ASTEI20_044967
OG0009109	CQUJHB018044	ASTEI20_043650
OG0009110	CQUJHB009954	ASTEI20_040325
OG0009111	CQUJHB012534	ASTEI20_033008
OG0009112	CQUJHB014769	ASTEI20_035856
OG0009113	CQUJHB005395	ASTEI20_045653
OG0009115	CQUJHB013847	ASTEI20_043972
OG0009116	CQUJHB003262	ASTEI20_032326
OG0009118	CQUJHB015830	ASTEI20_044876
OG0009120	CQUJHB009366	ASTEI20_039847
OG0009121	CQUJHB000394	ASTEI20_037064
OG0009122	CQUJHB009552	ASTEI20_032644
OG0009123	CQUJHB004896	ASTEI20_037815
OG0009126	CQUJHB008547	ASTEI20_040567
OG0009127	CQUJHB015862	ASTEI20_032413
OG0009128	CQUJHB009907	ASTEI20_045873
OG0009129	CQUJHB010988	ASTEI20_035323
OG0009130	CQUJHB005638	ASTEI20_042713
OG0009131	CQUJHB012847	ASTEI20_036536
OG0009132	CQUJHB004427	ASTEI20_035535
OG0009134	CQUJHB004462	ASTEI20_038996
OG0009135	CQUJHB013021	ASTEI20_031961
OG0009136	CQUJHB005666	ASTEI20_044750
OG0009137	CQUJHB005622	ASTEI20_040532
OG0009138	CQUJHB007176	ASTEI20_041672
OG0009139	CQUJHB006037	ASTEI20_040469
OG0009140	CQUJHB012424	ASTEI20_039780
OG0009141	CQUJHB005376	ASTEI20_043334
OG0009142	CQUJHB008439	ASTEI20_034744
OG0009143	CQUJHB003551	ASTEI20_040874
OG0009144	CQUJHB001974	ASTEI20_037096
OG0009145	CQUJHB017084	ASTEI20_046003
OG0009147	CQUJHB009529	ASTEI20_044828
OG0009149	CQUJHB005430	ASTEI20_040892
OG0009150	CQUJHB010611	ASTEI20_031201
OG0009153	CQUJHB002770	ASTEI20_044132
OG0009154	CQUJHB018339	ASTEI20_036306
OG0009155	CQUJHB014819	ASTEI20_042815
OG0009156	CQUJHB002595	ASTEI20_031228
OG0009157	CQUJHB008078	ASTEI20_037147
OG0009158	CQUJHB007644	ASTEI20_031607
OG0009160	CQUJHB013659	ASTEI20_040529
OG0009161	CQUJHB011527	ASTEI20_038844
OG0009162	CQUJHB011472	ASTEI20_044928
OG0009163	CQUJHB002739	ASTEI20_034874
OG0009164	CQUJHB006441	ASTEI20_039061
OG0009166	CQUJHB009919	ASTEI20_031091
OG0009167	CQUJHB012603	ASTEI20_034536
OG0009168	CQUJHB017086	ASTEI20_045577
OG0009169	CQUJHB002237	ASTEI20_044729
OG0009170	CQUJHB005673	ASTEI20_031733
OG0009171	CQUJHB003220	ASTEI20_039564
OG0009172	CQUJHB010273	ASTEI20_040782
OG0009173	CQUJHB004317	ASTEI20_044174
OG0009176	CQUJHB015108	ASTEI20_045671
OG0009177	CQUJHB013441	ASTEI20_040389
OG0009178	CQUJHB013872	ASTEI20_036754
OG0009179	CQUJHB005429	ASTEI20_031686
OG0009180	CQUJHB000654	ASTEI20_041162
OG0009183	CQUJHB003310	ASTEI20_035784
OG0009184	CQUJHB012987	ASTEI20_034389
OG0009185	CQUJHB002921	ASTEI20_045956
OG0009188	CQUJHB013353	ASTEI20_043884
OG0009189	CQUJHB002726	ASTEI20_034615
OG0009190	CQUJHB002900	ASTEI20_044636
OG0009192	CQUJHB001858	ASTEI20_042396, ASTEI20_033896
OG0009193	CQUJHB008478	ASTEI20_035303
OG0009195	CQUJHB006052	ASTEI20_038095
OG0009196	CQUJHB012396	ASTEI20_031224
OG0009197	CQUJHB010686	ASTEI20_032433
OG0009198	CQUJHB014055	ASTEI20_041937
OG0009199	CQUJHB007440	ASTEI20_037945
OG0009200	CQUJHB002642	ASTEI20_038780
OG0009201	CQUJHB000050	ASTEI20_043077
OG0009202	CQUJHB001150	ASTEI20_036480
OG0009203	CQUJHB005287	ASTEI20_034605
OG0009204	CQUJHB018135	ASTEI20_040598
OG0009205	CQUJHB003424	ASTEI20_034029
OG0009206	CQUJHB016691	ASTEI20_033804
OG0009207	CQUJHB013814	ASTEI20_040640
OG0009209	CQUJHB015900	ASTEI20_038304
OG0009210	CQUJHB001408	ASTEI20_045283, ASTEI20_037763
OG0009211	CQUJHB012051	ASTEI20_032007
OG0009212	CQUJHB016437	ASTEI20_041801
OG0009213	CQUJHB008527	ASTEI20_044557
OG0009214	CQUJHB006867	ASTEI20_036140
OG0009215	CQUJHB011440	ASTEI20_035342
OG0009216	CQUJHB000684	ASTEI20_037297
OG0009217	CQUJHB016024	ASTEI20_033451
OG0009218	CQUJHB003309	ASTEI20_033036
OG0009219	CQUJHB016940	ASTEI20_035611
OG0009222	CQUJHB015024	ASTEI20_038012
OG0009223	CQUJHB001724	ASTEI20_041150
OG0009224	CQUJHB017231	ASTEI20_045247
OG0009225	CQUJHB004494	ASTEI20_044545
OG0009226	CQUJHB010070	ASTEI20_041464
OG0009227	CQUJHB000589	ASTEI20_044633
OG0009228	CQUJHB001992	ASTEI20_036673
OG0009229	CQUJHB007029	ASTEI20_032317
OG0009230	CQUJHB011311	ASTEI20_041596
OG0009231	CQUJHB014386	ASTEI20_043547
OG0009232	CQUJHB011795	ASTEI20_042635
OG0009233	CQUJHB016055	ASTEI20_040631
OG0009234	CQUJHB002823	ASTEI20_033044
OG0009235	CQUJHB018137	ASTEI20_037273
OG0009236	CQUJHB012163	ASTEI20_039094
OG0009237	CQUJHB001355	ASTEI20_042466
OG0009238	CQUJHB012273	ASTEI20_040082
OG0009239	CQUJHB006647	ASTEI20_033260
OG0009240	CQUJHB009239	ASTEI20_039242
OG0009241	CQUJHB009905	ASTEI20_038900
OG0009242	CQUJHB004054	ASTEI20_038322
OG0009243	CQUJHB006639	ASTEI20_044996
OG0009244	CQUJHB007393	ASTEI20_040461
OG0009245	CQUJHB004034	ASTEI20_045113
OG0009246	CQUJHB000313	ASTEI20_034074
OG0009248	CQUJHB002436	ASTEI20_039717
OG0009249	CQUJHB006105	ASTEI20_044394
OG0009251	CQUJHB000865	ASTEI20_034167
OG0009252	CQUJHB004339	ASTEI20_035876
OG0009253	CQUJHB017900	ASTEI20_042690
OG0009254	CQUJHB017327	ASTEI20_042948
OG0009257	CQUJHB015611	ASTEI20_045601
OG0009258	CQUJHB005243	ASTEI20_032498
OG0009260	CQUJHB004641	ASTEI20_035288, ASTEI20_035974
OG0009262	CQUJHB011443	ASTEI20_032597
OG0009265	CQUJHB017371	ASTEI20_035640
OG0009266	CQUJHB007928	ASTEI20_041854
OG0009268	CQUJHB006475	ASTEI20_046111
OG0009270	CQUJHB007537	ASTEI20_034405
OG0009272	CQUJHB014533	ASTEI20_037822
OG0009273	CQUJHB004388	ASTEI20_043281
OG0009275	CQUJHB009314	ASTEI20_036597
OG0009276	CQUJHB017338	ASTEI20_035524
OG0009277	CQUJHB011991	ASTEI20_044639, ASTEI20_040609
OG0009278	CQUJHB010679	ASTEI20_043594
OG0009280	CQUJHB014594	ASTEI20_040328
OG0009281	CQUJHB001314	ASTEI20_037239
OG0009282	CQUJHB007954	ASTEI20_031089
OG0009283	CQUJHB011911	ASTEI20_044436
OG0009284	CQUJHB011864	ASTEI20_032998
OG0009285	CQUJHB008552	ASTEI20_033004
OG0009286	CQUJHB015247	ASTEI20_041182
OG0009287	CQUJHB006449	ASTEI20_031181
OG0009289	CQUJHB016732	ASTEI20_043262
OG0009290	CQUJHB004291	ASTEI20_035455
OG0009291	CQUJHB008508	ASTEI20_038585
OG0009292	CQUJHB011503	ASTEI20_033190
OG0009293	CQUJHB015727	ASTEI20_039784
OG0009294	CQUJHB014053	ASTEI20_043974
OG0009295	CQUJHB004164	ASTEI20_036130
OG0009296	CQUJHB014305	ASTEI20_042634
OG0009298	CQUJHB009631	ASTEI20_046178
OG0009299	CQUJHB018324	ASTEI20_039930
OG0009300	CQUJHB008081	ASTEI20_033360
OG0009301	CQUJHB013266	ASTEI20_035461
OG0009302	CQUJHB004761	ASTEI20_040045
OG0009305	CQUJHB010107	ASTEI20_039630
OG0009306	CQUJHB016281	ASTEI20_034476
OG0009307	CQUJHB001281, CQUJHB014274	ASTEI20_043583
OG0009309	CQUJHB002558	ASTEI20_046065
OG0009311	CQUJHB012246	ASTEI20_041549
OG0009313	CQUJHB016934	ASTEI20_036612
OG0009314	CQUJHB015736, CQUJHB002684	ASTEI20_045814, ASTEI20_039468
OG0009315	CQUJHB018303	ASTEI20_036732
OG0009316	CQUJHB003364	ASTEI20_037791
OG0009317	CQUJHB002928	ASTEI20_036071
OG0009319	CQUJHB008824	ASTEI20_039272
OG0009320	CQUJHB000764	ASTEI20_030837
OG0009323	CQUJHB009786	ASTEI20_045969
OG0009325	CQUJHB010881	ASTEI20_036976
OG0009326	CQUJHB016809	ASTEI20_043408
OG0009327	CQUJHB001682	ASTEI20_040306, ASTEI20_033050
OG0009328	CQUJHB017040	ASTEI20_037970
OG0009334	CQUJHB006752	ASTEI20_037373
OG0009336	CQUJHB014619	ASTEI20_034962
OG0009337	CQUJHB004820	ASTEI20_033627
OG0009342	CQUJHB000908	ASTEI20_034819, ASTEI20_036472
OG0009352	CQUJHB005473, CQUJHB014323	ASTEI20_036530, ASTEI20_039565, ASTEI20_037106, ASTEI20_032935, ASTEI20_037422
OG0009354	CQUJHB005059	ASTEI20_045681, ASTEI20_036588
OG0009355	CQUJHB008864	ASTEI20_041513
OG0009364	CQUJHB014838	ASTEI20_033608
OG0009367	CQUJHB004361	ASTEI20_045221, ASTEI20_033786
OG0009387	CQUJHB001483	ASTEI20_038005
OG0009388	CQUJHB009688	ASTEI20_043739
