Orthogroup	CquinquefasciatusJHB2020	AaegyptiLVP_AGWG
OG0008458	CQUJHB011462, CQUJHB009089	AAEL008182
OG0008459	CQUJHB005615	AAEL008201
OG0008460	CQUJHB015218	AAEL008214
OG0008461	CQUJHB012715	AAEL008227
OG0008462	CQUJHB005826	AAEL008279
OG0008463	CQUJHB008660	AAEL008291
OG0008464	CQUJHB010224	AAEL008292
OG0008465	CQUJHB015410	AAEL008303
OG0008466	CQUJHB011986	AAEL008325
OG0008467	CQUJHB001262	AAEL008342
OG0008468	CQUJHB015787	AAEL008369
OG0008469	CQUJHB016182	AAEL008376
OG0008470	CQUJHB014750	AAEL008394
OG0008471	CQUJHB003041	AAEL008421
OG0008472	CQUJHB003421	AAEL008426
OG0008473	CQUJHB001833, CQUJHB014007, CQUJHB013537, CQUJHB006521, CQUJHB001689, CQUJHB010082, CQUJHB006894, CQUJHB005215	AAEL008442
OG0008474	CQUJHB003431	AAEL008482
OG0008475	CQUJHB013996	AAEL008486
OG0008476	CQUJHB009378	AAEL008489
OG0008477	CQUJHB017385	AAEL008491
OG0008478	CQUJHB009633	AAEL008497
OG0008480	CQUJHB013284	AAEL008569
OG0008481	CQUJHB015702	AAEL008585
OG0008482	CQUJHB017146	AAEL008588
OG0008483	CQUJHB014560	AAEL008598
OG0008484	CQUJHB005039	AAEL008604
OG0008485	CQUJHB016146	AAEL008620
OG0008486	CQUJHB013697	AAEL008621
OG0008487	CQUJHB004609	AAEL008636
OG0008488	CQUJHB008737	AAEL008638
OG0008489	CQUJHB011881	AAEL008639
OG0008490	CQUJHB010539	AAEL008662
OG0008491	CQUJHB004672, CQUJHB001801	AAEL008663
OG0008492	CQUJHB011809	AAEL008673
OG0008495	CQUJHB000068	AAEL008708
OG0008496	CQUJHB001091	AAEL008718
OG0008497	CQUJHB014823	AAEL008719
OG0008498	CQUJHB015210	AAEL008733
OG0008499	CQUJHB011758	AAEL008736
OG0008500	CQUJHB007728	AAEL008739
OG0008501	CQUJHB017703	AAEL008740
OG0008502	CQUJHB002801	AAEL008742
OG0008503	CQUJHB014232	AAEL008753
OG0008504	CQUJHB011212	AAEL008756
OG0008505	CQUJHB016114	AAEL008766
OG0008506	CQUJHB012048	AAEL008789
OG0008507	CQUJHB014325	AAEL008798
OG0008508	CQUJHB015244	AAEL008799
OG0008509	CQUJHB008369	AAEL008801
OG0008511	CQUJHB000245	AAEL008815
OG0008512	CQUJHB002616	AAEL008817
OG0008513	CQUJHB003539	AAEL008832
OG0008514	CQUJHB015504	AAEL008867, AAEL008860
OG0008516	CQUJHB002721	AAEL008970
OG0008517	CQUJHB007896	AAEL009026
OG0008519	CQUJHB014014	AAEL009032
OG0008520	CQUJHB011181	AAEL009055
OG0008521	CQUJHB013299	AAEL009066
OG0008522	CQUJHB004697	AAEL009067
OG0008523	CQUJHB002268	AAEL009081
OG0008524	CQUJHB015455	AAEL009091
OG0008525	CQUJHB009253	AAEL009173
OG0008526	CQUJHB003672	AAEL009177
OG0008527	CQUJHB008315, CQUJHB010387	AAEL009178
OG0008528	CQUJHB008426	AAEL009180
OG0008529	CQUJHB007911	AAEL009191
OG0008530	CQUJHB005846	AAEL009199
OG0008531	CQUJHB004939	AAEL009205
OG0008532	CQUJHB015473	AAEL009208
OG0008533	CQUJHB008358	AAEL009217
OG0008534	CQUJHB010045	AAEL009220
OG0008535	CQUJHB010480	AAEL009225
OG0008536	CQUJHB015259	AAEL009252
OG0008537	CQUJHB005556	AAEL009253
OG0008538	CQUJHB017114	AAEL009263
OG0008539	CQUJHB013445	AAEL009267
OG0008541	CQUJHB001214	AAEL009317
OG0008542	CQUJHB013448	AAEL009323
OG0008543	CQUJHB014999	AAEL009326
OG0008544	CQUJHB005033	AAEL009368
OG0008545	CQUJHB004218	AAEL009375
OG0008546	CQUJHB013756	AAEL009379
OG0008547	CQUJHB017764	AAEL009399
OG0008548	CQUJHB000034	AAEL009442
OG0008549	CQUJHB012421	AAEL009484
OG0008550	CQUJHB003362	AAEL009500
OG0008551	CQUJHB012330	AAEL009505
OG0008552	CQUJHB011668	AAEL009515
OG0008553	CQUJHB012100	AAEL021916, AAEL009545
OG0008554	CQUJHB016958	AAEL009551
OG0008555	CQUJHB014126	AAEL009564
OG0008556	CQUJHB008206	AAEL009574
OG0008557	CQUJHB011731	AAEL009590
OG0008558	CQUJHB020395	AAEL020462, AAEL009597
OG0008559	CQUJHB015602	AAEL009603
OG0008560	CQUJHB012874	AAEL009609
OG0008561	CQUJHB018246	AAEL009614
OG0008562	CQUJHB013065, CQUJHB002557, CQUJHB015992	AAEL009628, AAEL009631, AAEL021699
OG0008563	CQUJHB002156	AAEL009642
OG0008564	CQUJHB005509	AAEL009650
OG0008565	CQUJHB014201	AAEL009658
OG0008566	CQUJHB009530	AAEL009661
OG0008567	CQUJHB001980	AAEL009671
OG0008568	CQUJHB005821	AAEL009690
OG0008569	CQUJHB017521	AAEL009708
OG0008571	CQUJHB004067	AAEL009747
OG0008572	CQUJHB010406	AAEL009749
OG0008573	CQUJHB004690	AAEL009755
OG0008574	CQUJHB003928	AAEL009756
OG0008575	CQUJHB004087	AAEL009765
OG0008576	CQUJHB007890	AAEL009776
OG0008577	CQUJHB000559	AAEL009814
OG0008581	CQUJHB016645	AAEL009833
OG0008582	CQUJHB011912	AAEL009904
OG0008583	CQUJHB000021	AAEL009922
OG0008584	CQUJHB010300	AAEL009927
OG0008585	CQUJHB014330	AAEL009964
OG0008586	CQUJHB016823	AAEL009965
OG0008587	CQUJHB010176	AAEL009969
OG0008588	CQUJHB008164	AAEL009971
OG0008589	CQUJHB012224	AAEL009995
OG0008590	CQUJHB008368	AAEL010005
OG0008591	CQUJHB012946	AAEL010015
OG0008592	CQUJHB016274	AAEL010029
OG0008593	CQUJHB004231	AAEL010051
OG0008594	CQUJHB013728	AAEL010064
OG0008595	CQUJHB006154	AAEL010087
OG0008596	CQUJHB004954	AAEL010095
OG0008597	CQUJHB009783	AAEL010107
OG0008599	CQUJHB009682	AAEL010120
OG0008600	CQUJHB008989	AAEL010134
OG0008601	CQUJHB014085	AAEL010138
OG0008602	CQUJHB014643	AAEL010149
OG0008603	CQUJHB001109	AAEL010160
OG0008604	CQUJHB001277	AAEL010164
OG0008605	CQUJHB004821	AAEL010172
OG0008606	CQUJHB016310	AAEL010201
OG0008607	CQUJHB000974	AAEL010227
OG0008608	CQUJHB000844	AAEL010232
OG0008609	CQUJHB006485	AAEL010243
OG0008610	CQUJHB018074	AAEL010246
OG0008612	CQUJHB003621	AAEL010286
OG0008613	CQUJHB005153	AAEL010300
OG0008614	CQUJHB001745	AAEL010310
OG0008615	CQUJHB002426	AAEL010330
OG0008616	CQUJHB006730	AAEL010333
OG0008617	CQUJHB004322	AAEL010348
OG0008618	CQUJHB001321	AAEL010360
OG0008619	CQUJHB014244	AAEL010366
OG0008620	CQUJHB005728	AAEL010374
OG0008621	CQUJHB009437	AAEL010378
OG0008625	CQUJHB018389	AAEL010451
OG0008626	CQUJHB012498	AAEL010464
OG0008627	CQUJHB012236	AAEL010465
OG0008628	CQUJHB016465	AAEL010468
OG0008629	CQUJHB006798	AAEL010480
OG0008630	CQUJHB011090	AAEL010498
OG0008631	CQUJHB009434	AAEL010524
OG0008632	CQUJHB001644	AAEL010533
OG0008633	CQUJHB011752	AAEL010556
OG0008634	CQUJHB005785	AAEL010558
OG0008635	CQUJHB005088	AAEL010588
OG0008636	CQUJHB000314	AAEL010611
OG0008637	CQUJHB013629	AAEL010619
OG0008638	CQUJHB006872	AAEL010620
OG0008639	CQUJHB013423	AAEL010624
OG0008640	CQUJHB012470	AAEL010653
OG0008641	CQUJHB000503	AAEL010656
OG0008642	CQUJHB015242	AAEL010658
OG0008643	CQUJHB018161	AAEL010659
OG0008644	CQUJHB013913	AAEL010673
OG0008645	CQUJHB003048	AAEL010680
OG0008646	CQUJHB004692	AAEL010681
OG0008647	CQUJHB002708	AAEL010697
OG0008648	CQUJHB007604	AAEL010727
OG0008649	CQUJHB011587	AAEL010739
OG0008651	CQUJHB006717	AAEL010753
OG0008652	CQUJHB014909	AAEL010754
OG0008653	CQUJHB011382	AAEL010761
OG0008654	CQUJHB016635	AAEL010765
OG0008655	CQUJHB013562	AAEL010785
OG0008656	CQUJHB010533	AAEL010788
OG0008657	CQUJHB013267	AAEL010804
OG0008658	CQUJHB008795	AAEL010821
OG0008659	CQUJHB001904	AAEL010832
OG0008660	CQUJHB014802	AAEL010842
OG0008661	CQUJHB016313	AAEL010848
OG0008663	CQUJHB010765	AAEL010885
OG0008664	CQUJHB017054	AAEL010891
OG0008666	CQUJHB017456	AAEL010956
OG0008667	CQUJHB004854, CQUJHB017785, CQUJHB007621	AAEL011002
OG0008667	CQUJHB003972	AAEL010995
OG0008668	CQUJHB013627, CQUJHB006942, CQUJHB014423, CQUJHB001627	AAEL011001
OG0008669	CQUJHB005133	AAEL011031
OG0008670	CQUJHB006947	AAEL011048
OG0008671	CQUJHB018170	AAEL011050
OG0008672	CQUJHB006520	AAEL011059
OG0008673	CQUJHB000884	AAEL011069
OG0008674	CQUJHB008056	AAEL011106
OG0008675	CQUJHB001879	AAEL011135
OG0008676	CQUJHB001752	AAEL011162
OG0008678	CQUJHB011186	AAEL011174
OG0008679	CQUJHB017570	AAEL011179
OG0008680	CQUJHB004271	AAEL011183
OG0008681	CQUJHB016746	AAEL011186
OG0008683	CQUJHB015065	AAEL011234
OG0008684	CQUJHB000450	AAEL011248
OG0008685	CQUJHB005085	AAEL011253
OG0008687	CQUJHB015317	AAEL011261
OG0008691	CQUJHB010569	AAEL011287
OG0008692	CQUJHB006618	AAEL011293
OG0008693	CQUJHB012560	AAEL011295
OG0008695	CQUJHB011072	AAEL011318
OG0008696	CQUJHB012569	AAEL011326
OG0008697	CQUJHB014455	AAEL011328
OG0008698	CQUJHB016053	AAEL011375
OG0008699	CQUJHB001669	AAEL011397
OG0008700	CQUJHB008102	AAEL011414
OG0008701	CQUJHB015438	AAEL011423
OG0008702	CQUJHB016966	AAEL011429
OG0008703	CQUJHB012905	AAEL011439
OG0008704	CQUJHB014365	AAEL011468
OG0008705	CQUJHB006013	AAEL011478
OG0008706	CQUJHB009175	AAEL011487
OG0008707	CQUJHB006757	AAEL011501
OG0008708	CQUJHB001803	AAEL011506
OG0008709	CQUJHB013508	AAEL011527
OG0008710	CQUJHB002593	AAEL011537
OG0008711	CQUJHB014340	AAEL011556
OG0008712	CQUJHB014807	AAEL011568
OG0008713	CQUJHB013134	AAEL011579
OG0008714	CQUJHB006006	AAEL011587
OG0008715	CQUJHB006010	AAEL011597
OG0008717	CQUJHB004752	AAEL011599
OG0008718	CQUJHB009508	AAEL011602
OG0008719	CQUJHB000877	AAEL011636
OG0008720	CQUJHB002419	AAEL011651
OG0008721	CQUJHB015404	AAEL011653
OG0008722	CQUJHB015760	AAEL011716
OG0008724	CQUJHB008788	AAEL011719
OG0008725	CQUJHB013355	AAEL011738
OG0008726	CQUJHB006244	AAEL011740
OG0008727	CQUJHB002371	AAEL011778
OG0008728	CQUJHB013011	AAEL011793
OG0008729	CQUJHB007667	AAEL011801
OG0008730	CQUJHB017294	AAEL011809
OG0008731	CQUJHB016695	AAEL011830
OG0008734	CQUJHB013310	AAEL011888
OG0008735	CQUJHB001662	AAEL011890
OG0008736	CQUJHB003343	AAEL011901
OG0008737	CQUJHB003134	AAEL011903
OG0008738	CQUJHB011329	AAEL011910
OG0008744	CQUJHB017504	AAEL011979
OG0008745	CQUJHB001135	AAEL011985
OG0008746	CQUJHB008827	AAEL011986
OG0008747	CQUJHB011338	AAEL011987
OG0008748	CQUJHB011683	AAEL012008
OG0008749	CQUJHB010663	AAEL012010
OG0008750	CQUJHB001469	AAEL012013
OG0008751	CQUJHB001405	AAEL012037
OG0008752	CQUJHB015479	AAEL012064
OG0008753	CQUJHB000358	AAEL012073
OG0008754	CQUJHB013510	AAEL012076
OG0008755	CQUJHB014997	AAEL012077
OG0008756	CQUJHB015546	AAEL012078
OG0008757	CQUJHB017889	AAEL012079
OG0008758	CQUJHB012673	AAEL012082
OG0008759	CQUJHB002660	AAEL012083
OG0008760	CQUJHB008702	AAEL012084
OG0008761	CQUJHB010060	AAEL012089
OG0008762	CQUJHB001586	AAEL012105
OG0008763	CQUJHB005500	AAEL012126
OG0008768	CQUJHB011816	AAEL012151
OG0008769	CQUJHB011748	AAEL012164
OG0008770	CQUJHB002360	AAEL012167
OG0008771	CQUJHB007373	AAEL012168
OG0008772	CQUJHB011097	AAEL012199
OG0008773	CQUJHB018231	AAEL012207
OG0008774	CQUJHB001893	AAEL012237
OG0008775	CQUJHB014635	AAEL012238
OG0008776	CQUJHB005321	AAEL012243
OG0008781	CQUJHB012493	AAEL012276
OG0008782	CQUJHB007987	AAEL012297
OG0008783	CQUJHB006035	AAEL012327
OG0008784	CQUJHB005056	AAEL012337
OG0008785	CQUJHB016773	AAEL012360
OG0008786	CQUJHB005952	AAEL012361
OG0008787	CQUJHB003280	AAEL012363
OG0008788	CQUJHB003738	AAEL012368
OG0008790	CQUJHB018271	AAEL012381
OG0008791	CQUJHB018285	AAEL012383
OG0008792	CQUJHB017070	AAEL012384
OG0008796	CQUJHB005717	AAEL012447
OG0008798	CQUJHB007765	AAEL012450
OG0008802	CQUJHB017831	AAEL012478
OG0008803	CQUJHB000273	AAEL012486
OG0008804	CQUJHB000779	AAEL012507
OG0008805	CQUJHB008263	AAEL012566
OG0008806	CQUJHB017904	AAEL012575
OG0008807	CQUJHB011461	AAEL012616
OG0008808	CQUJHB016236	AAEL012629
OG0008809	CQUJHB018082	AAEL012660
OG0008810	CQUJHB006684	AAEL012674
OG0008811	CQUJHB005060	AAEL012681
OG0008812	CQUJHB004553	AAEL012687
OG0008813	CQUJHB014362	AAEL012693
OG0008814	CQUJHB007265	AAEL012748
OG0008815	CQUJHB004482	AAEL025072, AAEL012790
OG0008817	CQUJHB011274	AAEL012876
OG0008818	CQUJHB017998	AAEL012914
OG0008819	CQUJHB005513	AAEL012920
OG0008820	CQUJHB017710	AAEL012925
OG0008821	CQUJHB011365	AAEL012926
OG0008822	CQUJHB002153	AAEL012929
OG0008823	CQUJHB012196	AAEL012930
OG0008824	CQUJHB012675	AAEL012931
OG0008825	CQUJHB005374	AAEL012941
OG0008827	CQUJHB000910	AAEL012944
OG0008828	CQUJHB014874	AAEL012947
OG0008830	CQUJHB008777	AAEL012955
OG0008831	CQUJHB010780	AAEL012962
OG0008832	CQUJHB014402	AAEL012978
OG0008833	CQUJHB015939	AAEL012990
OG0008834	CQUJHB013692	AAEL013011
OG0008835	CQUJHB018189	AAEL013063
OG0008838	CQUJHB004646	AAEL013119
OG0008839	CQUJHB012926	AAEL013167
OG0008840	CQUJHB002867	AAEL013174
OG0008841	CQUJHB002399	AAEL013220
OG0008842	CQUJHB003164	AAEL013225
OG0008843	CQUJHB007221	AAEL013230
OG0008844	CQUJHB008889	AAEL013240
OG0008845	CQUJHB001151	AAEL013245
OG0008846	CQUJHB014124	AAEL013251
OG0008848	CQUJHB004893	AAEL013296
OG0008849	CQUJHB004924	AAEL013310
OG0008850	CQUJHB002703	AAEL013314
OG0008851	CQUJHB013406	AAEL013355
OG0008852	CQUJHB015675	AAEL013370
OG0008853	CQUJHB018351	AAEL013374
OG0008854	CQUJHB011904	AAEL013380
OG0008855	CQUJHB010735	AAEL013390
OG0008856	CQUJHB008600	AAEL013391
OG0008857	CQUJHB013642	AAEL013399
OG0008859	CQUJHB001647	AAEL013413
OG0008860	CQUJHB014488	AAEL013441
OG0008861	CQUJHB006642	AAEL013453
OG0008862	CQUJHB011121	AAEL013466
OG0008863	CQUJHB007550	AAEL013467
OG0008864	CQUJHB010608	AAEL013470
OG0008865	CQUJHB015389	AAEL013484
OG0008866	CQUJHB007041	AAEL013504
OG0008867	CQUJHB009953	AAEL013525
OG0008868	CQUJHB012891	AAEL013531
OG0008869	CQUJHB000299	AAEL013535
OG0008870	CQUJHB015845	AAEL013536
OG0008871	CQUJHB004938	AAEL013540
OG0008872	CQUJHB006549, CQUJHB001087	AAEL013542
OG0008873	CQUJHB017621	AAEL013608
OG0008874	CQUJHB007642	AAEL013612
OG0008875	CQUJHB010258	AAEL013617
OG0008876	CQUJHB002580	AAEL013627
OG0008877	CQUJHB011687	AAEL013633
OG0008878	CQUJHB010899	AAEL013639
OG0008882	CQUJHB003890	AAEL013713
OG0008883	CQUJHB003660	AAEL013723
OG0008884	CQUJHB006481	AAEL013727
OG0008885	CQUJHB013156	AAEL013731
OG0008886	CQUJHB006079	AAEL013741
OG0008887	CQUJHB011565	AAEL013760
OG0008888	CQUJHB011916	AAEL013766
OG0008889	CQUJHB016149	AAEL013768
OG0008890	CQUJHB013297	AAEL013771
OG0008892	CQUJHB001460	AAEL013793
OG0008893	CQUJHB005602	AAEL013857
OG0008894	CQUJHB005613	AAEL013877
OG0008895	CQUJHB017223	AAEL013884
OG0008896	CQUJHB013118	AAEL013896
OG0008897	CQUJHB004191	AAEL013906
OG0008899	CQUJHB012102	AAEL013963
OG0008900	CQUJHB010488	AAEL013964
OG0008901	CQUJHB012944	AAEL013966
OG0008902	CQUJHB008994	AAEL013980
OG0008904	CQUJHB005600	AAEL014031
OG0008905	CQUJHB012438	AAEL014038
OG0008906	CQUJHB000798	AAEL014041
OG0008907	CQUJHB008039	AAEL014045
OG0008908	CQUJHB007166	AAEL014092
OG0008909	CQUJHB017457	AAEL014096
OG0008910	CQUJHB014748	AAEL014098
OG0008911	CQUJHB013133	AAEL014099
OG0008912	CQUJHB007075	AAEL014113
OG0008913	CQUJHB002548	AAEL014134
OG0008914	CQUJHB009020	AAEL014135
OG0008915	CQUJHB011830	AAEL014136
OG0008916	CQUJHB011403	AAEL014141
OG0008917	CQUJHB007864	AAEL014146
OG0008918	CQUJHB001052	AAEL014174
OG0008919	CQUJHB007153	AAEL014177
OG0008921	CQUJHB010380	AAEL014205
OG0008922	CQUJHB014275	AAEL014215
OG0008923	CQUJHB011043	AAEL014226
OG0008924	CQUJHB001361	AAEL014237
OG0008925	CQUJHB000014	AAEL014253
OG0008926	CQUJHB003307	AAEL014258
OG0008927	CQUJHB017063	AAEL014281
OG0008928	CQUJHB000576	AAEL014286
OG0008929	CQUJHB008318	AAEL014331
OG0008930	CQUJHB001587	AAEL014344
OG0008931	CQUJHB014173	AAEL014368
OG0008932	CQUJHB005839	AAEL014369
OG0008933	CQUJHB004089	AAEL014375
OG0008934	CQUJHB015926	AAEL014378
OG0008935	CQUJHB015354	AAEL014382
OG0008936	CQUJHB012458	AAEL014414
OG0008938	CQUJHB012266	AAEL014425
OG0008939	CQUJHB002811	AAEL014450
OG0008940	CQUJHB004972	AAEL014492
OG0008941	CQUJHB011460	AAEL014522
OG0008942	CQUJHB017921	AAEL014546
OG0008943	CQUJHB003210	AAEL014564
OG0008944	CQUJHB006562	AAEL014624
OG0008945	CQUJHB000670	AAEL014630
OG0008947	CQUJHB005478	AAEL014649
OG0008948	CQUJHB000088	AAEL014655
OG0008949	CQUJHB016464	AAEL014672
OG0008950	CQUJHB015088	AAEL014697
OG0008951	CQUJHB009147, CQUJHB006770	AAEL014719
OG0008952	CQUJHB010118	AAEL014733
OG0008953	CQUJHB010196	AAEL014735
OG0008955	CQUJHB012066	AAEL014799
OG0008956	CQUJHB018352	AAEL014825
OG0008957	CQUJHB002816	AAEL014828
OG0008958	CQUJHB011584	AAEL014831
OG0008959	CQUJHB009725	AAEL014852
OG0008961	CQUJHB004351	AAEL014886
OG0008962	CQUJHB010334	AAEL014909
OG0008963	CQUJHB012710	AAEL014943
OG0008965	CQUJHB003649	AAEL014961
OG0008966	CQUJHB005311	AAEL014965
OG0008967	CQUJHB004565	AAEL014978
OG0008968	CQUJHB005165	AAEL014981
OG0008971	CQUJHB014629	AAEL015007
OG0008972	CQUJHB002729	AAEL015038
OG0008973	CQUJHB008630	AAEL015048
OG0008974	CQUJHB003197	AAEL015059
OG0008975	CQUJHB006748	AAEL015066
OG0008977	CQUJHB004732	AAEL015236
OG0008978	CQUJHB010705	AAEL015271
OG0008979	CQUJHB007294	AAEL015412
OG0008980	CQUJHB018183	AAEL015425
OG0008981	CQUJHB001758	AAEL015543
OG0008982	CQUJHB001830	AAEL015586
OG0008983	CQUJHB012607	AAEL016960
OG0008984	CQUJHB012121	AAEL017025
OG0008985	CQUJHB016376	AAEL017030
OG0008986	CQUJHB016335	AAEL017051
OG0008987	CQUJHB002538	AAEL017053
OG0008988	CQUJHB012688	AAEL017054
OG0008989	CQUJHB000653	AAEL017064
OG0008990	CQUJHB014222	AAEL017139
OG0008991	CQUJHB010202	AAEL017161
OG0008992	CQUJHB003002	AAEL017194
OG0008993	CQUJHB011468	AAEL017212
OG0008994	CQUJHB006094	AAEL017213
OG0008995	CQUJHB007233	AAEL017293
OG0008996	CQUJHB015890	AAEL017319
OG0008997	CQUJHB011806	AAEL017334
OG0008998	CQUJHB006692	AAEL017335
OG0008999	CQUJHB002117	AAEL017371
OG0009001	CQUJHB001987	AAEL017419
OG0009002	CQUJHB001000	AAEL017424
OG0009003	CQUJHB017206	AAEL017481
OG0009004	CQUJHB012331	AAEL017500
OG0009005	CQUJHB012711	AAEL017562
OG0009006	CQUJHB010844	AAEL017987
OG0009007	CQUJHB005140	AAEL018144
OG0009008	CQUJHB009255	AAEL018186
OG0009009	CQUJHB004463	AAEL018208
OG0009010	CQUJHB009724	AAEL018216
OG0009011	CQUJHB007984, CQUJHB008776	AAEL018255
OG0009012	CQUJHB013320	AAEL018257
OG0009013	CQUJHB016037	AAEL018266
OG0009014	CQUJHB010906	AAEL018270
OG0009015	CQUJHB014965	AAEL018301
OG0009016	CQUJHB004593	AAEL018314
OG0009017	CQUJHB011776	AAEL018319
OG0009018	CQUJHB008001	AAEL018323
OG0009019	CQUJHB005929	AAEL018334
OG0009020	CQUJHB015740	AAEL018340
OG0009021	CQUJHB006890	AAEL018343
OG0009022	CQUJHB008361	AAEL018351
OG0009023	CQUJHB007939	AAEL018695
OG0009024	CQUJHB013250	AAEL019404
OG0009025	CQUJHB005176	AAEL019435
OG0009026	CQUJHB008614	AAEL019453
OG0009027	CQUJHB010518	AAEL019481
OG0009029	CQUJHB017343	AAEL019512
OG0009030	CQUJHB017628	AAEL019519
OG0009032	CQUJHB004833	AAEL019545
OG0009033	CQUJHB018080	AAEL019554
OG0009034	CQUJHB015293	AAEL019560
OG0009035	CQUJHB002053	AAEL019564
OG0009036	CQUJHB007704	AAEL019582
OG0009037	CQUJHB008675	AAEL019612
OG0009038	CQUJHB015831	AAEL019616
OG0009039	CQUJHB007410	AAEL019639
OG0009040	CQUJHB007174	AAEL019654
OG0009041	CQUJHB002658	AAEL019660
OG0009042	CQUJHB005694	AAEL019669
OG0009043	CQUJHB013429	AAEL019689
OG0009044	CQUJHB014912	AAEL019691
OG0009045	CQUJHB012749	AAEL019692
OG0009047	CQUJHB014662	AAEL019707
OG0009048	CQUJHB018293	AAEL019715
OG0009049	CQUJHB016750	AAEL019727
OG0009050	CQUJHB008628	AAEL019741
OG0009051	CQUJHB007080	AAEL019763
OG0009052	CQUJHB005380	AAEL019766
OG0009053	CQUJHB011672	AAEL019771
OG0009054	CQUJHB009745	AAEL019786
OG0009055	CQUJHB001260	AAEL019796
OG0009056	CQUJHB016586	AAEL019822
OG0009058	CQUJHB014069	AAEL019831
OG0009059	CQUJHB010972	AAEL019836
OG0009062	CQUJHB010324	AAEL019867
OG0009063	CQUJHB006366	AAEL019925
OG0009064	CQUJHB004532	AAEL019956
OG0009065	CQUJHB002733	AAEL019980
OG0009066	CQUJHB012920	AAEL019998
OG0009067	CQUJHB014116	AAEL020004
OG0009068	CQUJHB013595	AAEL020007
OG0009070	CQUJHB002477	AAEL020117
OG0009072	CQUJHB010325	AAEL020158
OG0009074	CQUJHB011673	AAEL020230
OG0009075	CQUJHB007760	AAEL020265
OG0009076	CQUJHB014207	AAEL020290
OG0009077	CQUJHB010778	AAEL020302
OG0009078	CQUJHB011067	AAEL020303
OG0009079	CQUJHB004791	AAEL020317
OG0009080	CQUJHB013879	AAEL020332, AAEL023393
OG0009082	CQUJHB015204	AAEL020359
OG0009083	CQUJHB002055	AAEL020362
OG0009084	CQUJHB012056	AAEL020378
OG0009086	CQUJHB003503	AAEL020419
OG0009087	CQUJHB012499	AAEL020423
OG0009088	CQUJHB014408	AAEL020472
OG0009089	CQUJHB015568	AAEL020500
OG0009090	CQUJHB002854	AAEL020547
OG0009091	CQUJHB010490	AAEL020574
OG0009092	CQUJHB006280	AAEL020655
OG0009093	CQUJHB010402	AAEL020690
OG0009094	CQUJHB007546	AAEL020783
OG0009095	CQUJHB004433	AAEL020830
OG0009096	CQUJHB010521	AAEL020834
OG0009097	CQUJHB002082	AAEL020840
OG0009099	CQUJHB008981	AAEL020889
OG0009100	CQUJHB010024	AAEL020943
OG0009101	CQUJHB007585	AAEL021020
OG0009102	CQUJHB013126	AAEL021071
OG0009103	CQUJHB004392	AAEL021083
OG0009105	CQUJHB012520	AAEL021147
OG0009106	CQUJHB000660	AAEL021166
OG0009107	CQUJHB012299	AAEL021175
OG0009108	CQUJHB001616	AAEL021206
OG0009109	CQUJHB018044	AAEL021233
OG0009110	CQUJHB009954	AAEL021253
OG0009111	CQUJHB012534	AAEL021400
OG0009112	CQUJHB014769	AAEL021433
OG0009113	CQUJHB005395	AAEL021509
OG0009115	CQUJHB013847	AAEL029059, AAEL021562
OG0009116	CQUJHB003262	AAEL021568
OG0009118	CQUJHB015830	AAEL021608
OG0009120	CQUJHB009366	AAEL021656
OG0009121	CQUJHB000394	AAEL021667
OG0009122	CQUJHB009552	AAEL021738
OG0009123	CQUJHB004896	AAEL021782
OG0009126	CQUJHB008547	AAEL021870
OG0009127	CQUJHB015862	AAEL021878
OG0009128	CQUJHB009907	AAEL021963
OG0009129	CQUJHB010988	AAEL021973
OG0009130	CQUJHB005638	AAEL021995
OG0009131	CQUJHB012847	AAEL022016
OG0009132	CQUJHB004427	AAEL022025
OG0009133	CQUJHB001044	AAEL023472, AAEL023598, AAEL022030, AAEL024774
OG0009134	CQUJHB004462	AAEL022046
OG0009135	CQUJHB013021	AAEL022136
OG0009136	CQUJHB005666	AAEL022296
OG0009137	CQUJHB005622	AAEL022352
OG0009138	CQUJHB007176	AAEL022387
OG0009139	CQUJHB006037	AAEL022486
OG0009140	CQUJHB012424	AAEL022500
OG0009141	CQUJHB005376	AAEL022505
OG0009142	CQUJHB008439	AAEL022575
OG0009143	CQUJHB003551	AAEL022674
OG0009144	CQUJHB001974	AAEL022692
OG0009145	CQUJHB017084	AAEL022712
OG0009147	CQUJHB009529	AAEL022779
OG0009149	CQUJHB005430	AAEL022804
OG0009150	CQUJHB010611	AAEL022916
OG0009152	CQUJHB017412	AAEL022968
OG0009153	CQUJHB002770	AAEL022970
OG0009154	CQUJHB018339	AAEL023028
OG0009155	CQUJHB014819	AAEL023107
OG0009156	CQUJHB002595	AAEL023159
OG0009157	CQUJHB008078	AAEL023219
OG0009158	CQUJHB007644	AAEL023242
OG0009160	CQUJHB013659	AAEL023292
OG0009161	CQUJHB011527	AAEL023322
OG0009162	CQUJHB011472	AAEL023400
OG0009163	CQUJHB002739	AAEL023407
OG0009164	CQUJHB006441	AAEL023475
OG0009166	CQUJHB009919	AAEL023506
OG0009167	CQUJHB012603	AAEL023518
OG0009168	CQUJHB017086	AAEL023534
OG0009169	CQUJHB002237	AAEL023560
OG0009170	CQUJHB005673	AAEL023618
OG0009171	CQUJHB003220	AAEL023678
OG0009172	CQUJHB010273	AAEL023680
OG0009173	CQUJHB004317	AAEL023721
OG0009175	CQUJHB003299, CQUJHB004283, CQUJHB008061	AAEL023798
OG0009176	CQUJHB015108	AAEL023854
