Orthogroup	CquinquefasciatusJHB2020	AminimusMINIMUS1
OG0007306	CQUJHB003117	AMIN002978
OG0007307	CQUJHB003341	AMIN005260
OG0007308	CQUJHB000871	AMIN009016
OG0007309	CQUJHB004498	AMIN011068
OG0007310	CQUJHB014996	AMIN015989
OG0007311	CQUJHB012302	AMIN000765
OG0007312	CQUJHB012277	AMIN011157
OG0007313	CQUJHB001326	AMIN008046
OG0007314	CQUJHB016393	AMIN009030
OG0007315	CQUJHB005664	AMIN006429
OG0007316	CQUJHB016327	AMIN015831
OG0007317	CQUJHB003934	AMIN003402
OG0007318	CQUJHB002904	AMIN005857
OG0007319	CQUJHB013152	AMIN005430
OG0007320	CQUJHB015834	AMIN011611
OG0007321	CQUJHB013517	AMIN011486
OG0007322	CQUJHB009156	AMIN004610
OG0007323	CQUJHB004227	AMIN003207
OG0007325	CQUJHB016630	AMIN011450
OG0007326	CQUJHB017276	AMIN003996
OG0007327	CQUJHB015023	AMIN002022
OG0007328	CQUJHB012146	AMIN003596
OG0007329	CQUJHB001412	AMIN007079
OG0007330	CQUJHB000991	AMIN006228
OG0007331	CQUJHB005876	AMIN000841
OG0007332	CQUJHB007684	AMIN002588
OG0007334	CQUJHB003743	AMIN004309
OG0007335	CQUJHB017407	AMIN010733
OG0007336	CQUJHB004138	AMIN007579
OG0007337	CQUJHB015685	AMIN009514
OG0007338	CQUJHB006175	AMIN006352
OG0007339	CQUJHB001324	AMIN008809
OG0007340	CQUJHB002927	AMIN000095
OG0007341	CQUJHB003948	AMIN000115
OG0007342	CQUJHB008706	AMIN010956
OG0007343	CQUJHB001722	AMIN016168
OG0007344	CQUJHB010828	AMIN003625
OG0007345	CQUJHB010775	AMIN003242
OG0007346	CQUJHB007386	AMIN005452
OG0007348	CQUJHB003366	AMIN010660
OG0007350	CQUJHB012147	AMIN000982
OG0007351	CQUJHB001790	AMIN005770
OG0007352	CQUJHB001515	AMIN004887
OG0007353	CQUJHB001144	AMIN006541
OG0007354	CQUJHB018103	AMIN011222
OG0007355	CQUJHB001513	AMIN002145
OG0007356	CQUJHB013897	AMIN008713
OG0007357	CQUJHB013770	AMIN005969
OG0007358	CQUJHB014366	AMIN004622
OG0007359	CQUJHB005518	AMIN005062
OG0007360	CQUJHB000687	AMIN009065
OG0007361	CQUJHB009814	AMIN001326
OG0007362	CQUJHB006305	AMIN011147
OG0007363	CQUJHB004166	AMIN001776
OG0007364	CQUJHB007657	AMIN003641
OG0007365	CQUJHB016671	AMIN010290
OG0007366	CQUJHB002796	AMIN011184
OG0007367	CQUJHB012804	AMIN000938
OG0007368	CQUJHB008259	AMIN005750
OG0007369	CQUJHB005812	AMIN003976
OG0007370	CQUJHB010454	AMIN011013
OG0007371	CQUJHB013720	AMIN002595
OG0007372	CQUJHB006212	AMIN007678
OG0007373	CQUJHB011474	AMIN005308
OG0007374	CQUJHB001059	AMIN005816
OG0007375	CQUJHB008233	AMIN011374
OG0007376	CQUJHB006554	AMIN005737
OG0007377	CQUJHB017232	AMIN000578
OG0007378	CQUJHB017545	AMIN007747
OG0007379	CQUJHB016022, CQUJHB017589	AMIN003451
OG0007380	CQUJHB009692	AMIN011306
OG0007381	CQUJHB006909	AMIN008173
OG0007382	CQUJHB007776	AMIN010035
OG0007383	CQUJHB005959	AMIN005540
OG0007384	CQUJHB014797	AMIN003134
OG0007385	CQUJHB005990	AMIN001890
OG0007386	CQUJHB007718	AMIN002033
OG0007387	CQUJHB005829	AMIN007041
OG0007388	CQUJHB008212	AMIN003728
OG0007389	CQUJHB000857	AMIN001552
OG0007390	CQUJHB011220	AMIN007626
OG0007391	CQUJHB009335	AMIN011253
OG0007393	CQUJHB016736	AMIN002956
OG0007394	CQUJHB015955	AMIN003834
OG0007395	CQUJHB015526	AMIN008988
OG0007396	CQUJHB007441	AMIN008082
OG0007397	CQUJHB007646	AMIN005132
OG0007398	CQUJHB018319	AMIN008049
OG0007399	CQUJHB003661	AMIN015617
OG0007400	CQUJHB012754	AMIN000142
OG0007401	CQUJHB006564	AMIN010142
OG0007403	CQUJHB002431	AMIN008172
OG0007404	CQUJHB013104	AMIN000485
OG0007405	CQUJHB014817	AMIN010407
OG0007406	CQUJHB001867	AMIN010607
OG0007407	CQUJHB008481	AMIN011269
OG0007408	CQUJHB018444	AMIN004281
OG0007409	CQUJHB016703	AMIN007434
OG0007410	CQUJHB014903	AMIN002895
OG0007411	CQUJHB013552	AMIN001682
OG0007412	CQUJHB016320	AMIN000890
OG0007413	CQUJHB004813	AMIN003823
OG0007414	CQUJHB004063	AMIN010280
OG0007415	CQUJHB000292	AMIN010872
OG0007416	CQUJHB017169	AMIN000681
OG0007417	CQUJHB003291	AMIN001908
OG0007418	CQUJHB003856	AMIN011317
OG0007419	CQUJHB012446	AMIN004775
OG0007420	CQUJHB014728	AMIN007725
OG0007421	CQUJHB005927	AMIN008854
OG0007422	CQUJHB004946	AMIN003023
OG0007423	CQUJHB012137	AMIN010538
OG0007425	CQUJHB001480	AMIN005539
OG0007426	CQUJHB001921	AMIN008808
OG0007427	CQUJHB014416	AMIN010952
OG0007428	CQUJHB003144	AMIN007603
OG0007429	CQUJHB015854	AMIN010102
OG0007430	CQUJHB008860, CQUJHB016040	AMIN010562
OG0007431	CQUJHB013330	AMIN007343
OG0007432	CQUJHB006304	AMIN008210
OG0007433	CQUJHB014754	AMIN009556
OG0007434	CQUJHB001756	AMIN007281
OG0007435	CQUJHB014130	AMIN008967
OG0007436	CQUJHB012562	AMIN009962
OG0007437	CQUJHB008524	AMIN006513
OG0007438	CQUJHB016183	AMIN011623
OG0007439	CQUJHB009248	AMIN009533
OG0007440	CQUJHB007874	AMIN010674
OG0007441	CQUJHB005115	AMIN000222
OG0007442	CQUJHB012465	AMIN008490
OG0007443	CQUJHB014178	AMIN011477
OG0007444	CQUJHB005148	AMIN001967
OG0007445	CQUJHB011156	AMIN005691
OG0007446	CQUJHB015017	AMIN010438
OG0007447	CQUJHB016272	AMIN004561
OG0007448	CQUJHB007506	AMIN011254
OG0007449	CQUJHB008336	AMIN010889
OG0007450	CQUJHB005351	AMIN006771
OG0007451	CQUJHB014255	AMIN006726
OG0007452	CQUJHB018387	AMIN006552
OG0007453	CQUJHB002062	AMIN003064
OG0007454	CQUJHB006847	AMIN009193
OG0007455	CQUJHB014783	AMIN007406
OG0007456	CQUJHB012078, CQUJHB006957	AMIN010162
OG0007457	CQUJHB002858	AMIN010486
OG0007459	CQUJHB003993	AMIN003171
OG0007460	CQUJHB008819	AMIN000886
OG0007461	CQUJHB006822	AMIN010799
OG0007462	CQUJHB015538	AMIN000879
OG0007463	CQUJHB009515	AMIN009871
OG0007464	CQUJHB017076	AMIN001519
OG0007465	CQUJHB018144	AMIN001646
OG0007466	CQUJHB004874	AMIN001342
OG0007468	CQUJHB007679	AMIN004308
OG0007469	CQUJHB009444	AMIN007622
OG0007470	CQUJHB008870	AMIN011452
OG0007471	CQUJHB015177	AMIN011219
OG0007472	CQUJHB011858	AMIN005137
OG0007473	CQUJHB014948	AMIN011092
OG0007474	CQUJHB006252	AMIN008858
OG0007475	CQUJHB007435	AMIN004765
OG0007476	CQUJHB018015	AMIN007592
OG0007477	CQUJHB004696	AMIN011418
OG0007478	CQUJHB004749	AMIN005061
OG0007479	CQUJHB002301	AMIN008141
OG0007480	CQUJHB004344	AMIN007794
OG0007481	CQUJHB013371	AMIN005362
OG0007482	CQUJHB016595	AMIN015927
OG0007483	CQUJHB001247	AMIN010442
OG0007484	CQUJHB016866	AMIN000570
OG0007485	CQUJHB014532	AMIN008012
OG0007486	CQUJHB013602	AMIN010136
OG0007487	CQUJHB007081	AMIN005974
OG0007488	CQUJHB000791	AMIN011651
OG0007489	CQUJHB017167	AMIN004687
OG0007490	CQUJHB007109	AMIN005259
OG0007491	CQUJHB016777	AMIN010330
OG0007492	CQUJHB018458	AMIN003864
OG0007493	CQUJHB011478	AMIN005135
OG0007494	CQUJHB002644	AMIN002141
OG0007496	CQUJHB013837	AMIN007346
OG0007497	CQUJHB012969	AMIN004745
OG0007498	CQUJHB002782	AMIN010904
OG0007499	CQUJHB005325	AMIN007770
OG0007500	CQUJHB014923	AMIN004756
OG0007501	CQUJHB003812, CQUJHB016658	AMIN005270
OG0007503	CQUJHB017868	AMIN000612
OG0007504	CQUJHB007296	AMIN004484
OG0007505	CQUJHB003295	AMIN004990
OG0007506	CQUJHB012407	AMIN004361
OG0007507	CQUJHB014032	AMIN007914
OG0007508	CQUJHB001748	AMIN001556
OG0007509	CQUJHB012680	AMIN003640
OG0007510	CQUJHB008645	AMIN009723
OG0007511	CQUJHB004933	AMIN005641
OG0007512	CQUJHB009849	AMIN001598
OG0007513	CQUJHB004936	AMIN010362
OG0007514	CQUJHB014599	AMIN010854
OG0007515	CQUJHB014227	AMIN003813
OG0007516	CQUJHB003079	AMIN010504
OG0007517	CQUJHB005594	AMIN002463
OG0007518	CQUJHB004590	AMIN008896
OG0007519	CQUJHB018194	AMIN006224
OG0007520	CQUJHB003071	AMIN008138
OG0007521	CQUJHB000880	AMIN005233
OG0007522	CQUJHB006274	AMIN011390
OG0007523	CQUJHB012392	AMIN002104
OG0007524	CQUJHB016010	AMIN011647
OG0007525	CQUJHB003877	AMIN007410
OG0007527	CQUJHB003876	AMIN005341
OG0007528	CQUJHB003354	AMIN010833
OG0007530	CQUJHB018297	AMIN007841
OG0007531	CQUJHB014870	AMIN000342
OG0007532	CQUJHB002685	AMIN003836
OG0007533	CQUJHB016591	AMIN005313
OG0007534	CQUJHB014756	AMIN004213
OG0007536	CQUJHB006043	AMIN011076
OG0007537	CQUJHB006901	AMIN010077
OG0007538	CQUJHB004350	AMIN001893
OG0007539	CQUJHB003575	AMIN001962
OG0007540	CQUJHB003776	AMIN000341
OG0007541	CQUJHB007107	AMIN006268
OG0007542	CQUJHB007512	AMIN001789
OG0007543	CQUJHB001834	AMIN015746
OG0007544	CQUJHB018073	AMIN002752
OG0007545	CQUJHB013864	AMIN007471
OG0007546	CQUJHB009743	AMIN004458
OG0007547	CQUJHB013803	AMIN008208
OG0007548	CQUJHB014557	AMIN006609
OG0007549	CQUJHB017873	AMIN008644
OG0007550	CQUJHB003170	AMIN007193
OG0007551	CQUJHB002515	AMIN009714
OG0007552	CQUJHB009560	AMIN000204
OG0007553	CQUJHB005369	AMIN000610
OG0007554	CQUJHB001659	AMIN001501
OG0007555	CQUJHB007717	AMIN009825
OG0007556	CQUJHB008983	AMIN005978
OG0007557	CQUJHB001969	AMIN000074
OG0007558	CQUJHB012114	AMIN001725
OG0007559	CQUJHB013646	AMIN009266
OG0007560	CQUJHB014086	AMIN004989
OG0007561	CQUJHB001673	AMIN008056
OG0007562	CQUJHB012604	AMIN008231
OG0007563	CQUJHB005000	AMIN009437
OG0007564	CQUJHB000552	AMIN000104
OG0007565	CQUJHB007837	AMIN008174
OG0007566	CQUJHB017005	AMIN005609
OG0007567	CQUJHB000697	AMIN006160
OG0007568	CQUJHB000907	AMIN010725
OG0007569	CQUJHB007763	AMIN007136
OG0007570	CQUJHB016924	AMIN010855
OG0007571	CQUJHB017119	AMIN000369
OG0007572	CQUJHB013393	AMIN015743
OG0007573	CQUJHB014122	AMIN000047
OG0007574	CQUJHB001048	AMIN015738
OG0007575	CQUJHB000821	AMIN002861
OG0007576	CQUJHB010660	AMIN011321
OG0007577	CQUJHB006566	AMIN008823
OG0007578	CQUJHB010603	AMIN003016
OG0007579	CQUJHB017043	AMIN000328
OG0007580	CQUJHB003698	AMIN007238
OG0007581	CQUJHB001176	AMIN010321
OG0007583	CQUJHB014822	AMIN008953
OG0007584	CQUJHB000505	AMIN002497
OG0007585	CQUJHB013676	AMIN003519
OG0007586	CQUJHB005407	AMIN000526
OG0007587	CQUJHB018211	AMIN007399
OG0007588	CQUJHB017803	AMIN005217
OG0007589	CQUJHB018362	AMIN005812
OG0007590	CQUJHB012049	AMIN008457
OG0007591	CQUJHB013831	AMIN000119
OG0007592	CQUJHB003120	AMIN009267
OG0007593	CQUJHB016716	AMIN004618
OG0007594	CQUJHB015340	AMIN000896
OG0007595	CQUJHB006670	AMIN009510
OG0007596	CQUJHB012206	AMIN007256
OG0007597	CQUJHB003584	AMIN000753
OG0007598	CQUJHB001828	AMIN007212
OG0007599	CQUJHB015684	AMIN004686
OG0007600	CQUJHB001816	AMIN007555
OG0007601	CQUJHB005888	AMIN010978
OG0007602	CQUJHB013608	AMIN000783
OG0007603	CQUJHB007476	AMIN009913
OG0007604	CQUJHB010777	AMIN008337
OG0007605	CQUJHB008934	AMIN008463
OG0007606	CQUJHB002585	AMIN002902
OG0007607	CQUJHB013457	AMIN010921
OG0007608	CQUJHB007128	AMIN006644
OG0007609	CQUJHB000297	AMIN015988
OG0007610	CQUJHB017401	AMIN005718
OG0007611	CQUJHB011800	AMIN005280
OG0007612	CQUJHB003859	AMIN016105
OG0007613	CQUJHB003133	AMIN010200
OG0007614	CQUJHB017519	AMIN005368
OG0007615	CQUJHB005044	AMIN000329
OG0007616	CQUJHB002100	AMIN010622
OG0007617	CQUJHB009847	AMIN005591
OG0007618	CQUJHB003316	AMIN003795
OG0007619	CQUJHB017742	AMIN011503
OG0007620	CQUJHB005261	AMIN007340
OG0007621	CQUJHB015138	AMIN007550
OG0007622	CQUJHB001871	AMIN008060
OG0007623	CQUJHB005259	AMIN006266
OG0007624	CQUJHB002039	AMIN010897
OG0007625	CQUJHB012225	AMIN005534
OG0007626	CQUJHB016824	AMIN003359
OG0007627	CQUJHB002294	AMIN009923
OG0007628	CQUJHB003608	AMIN008922
OG0007629	CQUJHB001288	AMIN005844
OG0007630	CQUJHB009488	AMIN001749
OG0007631	CQUJHB002853	AMIN005123
OG0007632	CQUJHB011793	AMIN004855
OG0007633	CQUJHB007365	AMIN010936
OG0007634	CQUJHB013091	AMIN010866
OG0007635	CQUJHB005872	AMIN007315
OG0007636	CQUJHB009640	AMIN000250
OG0007637	CQUJHB002101	AMIN006912
OG0007638	CQUJHB003999	AMIN007278
OG0007639	CQUJHB000778	AMIN005349
OG0007640	CQUJHB002483	AMIN003578
OG0007641	CQUJHB014606	AMIN009382
OG0007642	CQUJHB005707	AMIN007704
OG0007643	CQUJHB010577	AMIN005173
OG0007644	CQUJHB013704	AMIN011266
OG0007645	CQUJHB012869	AMIN004920
OG0007646	CQUJHB007868	AMIN007284
OG0007647	CQUJHB011021	AMIN000625
OG0007648	CQUJHB002258	AMIN005854
OG0007649	CQUJHB007835	AMIN005165
OG0007650	CQUJHB004046	AMIN003693
OG0007651	CQUJHB012670	AMIN009553
OG0007652	CQUJHB010041	AMIN010039
OG0007653	CQUJHB006865	AMIN008811
OG0007654	CQUJHB010639	AMIN007132
OG0007655	CQUJHB002204	AMIN002758
OG0007656	CQUJHB010382	AMIN003294
OG0007657	CQUJHB010642	AMIN007537
OG0007658	CQUJHB012805	AMIN011129
OG0007659	CQUJHB007788	AMIN000631
OG0007660	CQUJHB015083	AMIN002707
OG0007661	CQUJHB018191	AMIN011034
OG0007662	CQUJHB006109	AMIN005800
OG0007663	CQUJHB008519	AMIN003743
OG0007664	CQUJHB001420	AMIN003333
OG0007665	CQUJHB010805	AMIN002654
OG0007666	CQUJHB015016	AMIN001862
OG0007667	CQUJHB003412	AMIN004140
OG0007668	CQUJHB011155	AMIN008086
OG0007669	CQUJHB011950	AMIN005453
OG0007670	CQUJHB016699	AMIN004700
OG0007671	CQUJHB011242	AMIN004803
OG0007672	CQUJHB002503	AMIN004135
OG0007674	CQUJHB013652	AMIN005645
OG0007675	CQUJHB007388	AMIN001435
OG0007676	CQUJHB001764	AMIN009949
OG0007677	CQUJHB017142	AMIN010005
OG0007678	CQUJHB002405	AMIN007372
OG0007679	CQUJHB001033	AMIN008675
OG0007680	CQUJHB005605	AMIN002054
OG0007681	CQUJHB016576	AMIN005813
OG0007682	CQUJHB003232	AMIN014201
OG0007683	CQUJHB015507	AMIN011612
OG0007684	CQUJHB001836	AMIN008545
OG0007685	CQUJHB015238	AMIN005086
OG0007686	CQUJHB015575	AMIN001029
OG0007687	CQUJHB010304	AMIN004609
OG0007688	CQUJHB009324	AMIN010555
OG0007689	CQUJHB003663	AMIN002539
OG0007690	CQUJHB012466	AMIN011173
OG0007691	CQUJHB016869	AMIN005297
OG0007692	CQUJHB016013	AMIN005103
OG0007693	CQUJHB008658, CQUJHB004978	AMIN006814
OG0007694	CQUJHB006230	AMIN006194
OG0007695	CQUJHB003623	AMIN001907
OG0007696	CQUJHB007136	AMIN008326
OG0007697	CQUJHB015289	AMIN002126
OG0007698	CQUJHB017307	AMIN001733
OG0007699	CQUJHB005570	AMIN004759
OG0007700	CQUJHB008563	AMIN009334
OG0007701	CQUJHB017440	AMIN005138
OG0007702	CQUJHB008252	AMIN008805
OG0007703	CQUJHB017053	AMIN010579
OG0007704	CQUJHB006588	AMIN007790
OG0007705	CQUJHB012635	AMIN008871
OG0007706	CQUJHB004204	AMIN003804
OG0007707	CQUJHB015624	AMIN002262
OG0007708	CQUJHB002353	AMIN004229
OG0007709	CQUJHB017209	AMIN007974
OG0007710	CQUJHB000582	AMIN002390
OG0007711	CQUJHB001367	AMIN015751
OG0007712	CQUJHB017872	AMIN010238
OG0007713	CQUJHB018081	AMIN001267
OG0007714	CQUJHB000901	AMIN003099
OG0007715	CQUJHB017349	AMIN003358
OG0007716	CQUJHB000041	AMIN008849
OG0007717	CQUJHB000551	AMIN009869
OG0007718	CQUJHB017111	AMIN008139
OG0007719	CQUJHB005730	AMIN010020
OG0007720	CQUJHB013125	AMIN007713
OG0007721	CQUJHB007790	AMIN011265
OG0007722	CQUJHB016709	AMIN006750
OG0007723	CQUJHB015629	AMIN011297
OG0007724	CQUJHB016298	AMIN008556
OG0007725	CQUJHB013312	AMIN001834
OG0007726	CQUJHB017821	AMIN002099
OG0007727	CQUJHB011301	AMIN003309
OG0007728	CQUJHB008745	AMIN009111
OG0007729	CQUJHB013785	AMIN002885
OG0007730	CQUJHB004567	AMIN003840
OG0007731	CQUJHB008029	AMIN006001
OG0007732	CQUJHB011356	AMIN006278
OG0007733	CQUJHB001888	AMIN007604
OG0007734	CQUJHB017953	AMIN010131
OG0007735	CQUJHB008139	AMIN001110
OG0007736	CQUJHB018181	AMIN003286
OG0007737	CQUJHB017471	AMIN008724
OG0007738	CQUJHB010958	AMIN006923
OG0007739	CQUJHB012258	AMIN008200
OG0007740	CQUJHB009469	AMIN003009
OG0007741	CQUJHB009701	AMIN003520
OG0007742	CQUJHB010440	AMIN001078
OG0007743	CQUJHB010746	AMIN005699
OG0007744	CQUJHB006706	AMIN004993
OG0007745	CQUJHB009352	AMIN004982
OG0007746	CQUJHB010399	AMIN000174
OG0007747	CQUJHB018413	AMIN007808
OG0007748	CQUJHB006365	AMIN001941
OG0007749	CQUJHB002794	AMIN003446
OG0007751	CQUJHB000377	AMIN002345
OG0007752	CQUJHB014778	AMIN016132
OG0007753	CQUJHB010591	AMIN001956
OG0007754	CQUJHB004323	AMIN007178
OG0007755	CQUJHB017271	AMIN011375
OG0007756	CQUJHB000774	AMIN008843
OG0007757	CQUJHB008051	AMIN005055
OG0007758	CQUJHB009706	AMIN000538
OG0007759	CQUJHB000230	AMIN003970, AMIN014236
OG0007760	CQUJHB014433	AMIN010323
OG0007761	CQUJHB016944	AMIN015750
OG0007762	CQUJHB004729	AMIN004176
OG0007763	CQUJHB002099	AMIN010400
OG0007764	CQUJHB007298	AMIN002586
OG0007765	CQUJHB010059	AMIN006949
OG0007766	CQUJHB005051	AMIN005654
OG0007767	CQUJHB000332	AMIN000769
OG0007768	CQUJHB003883	AMIN009762
OG0007769	CQUJHB013813, CQUJHB000046	AMIN008268
OG0007770	CQUJHB017476	AMIN003255
OG0007771	CQUJHB017173	AMIN005104
OG0007772	CQUJHB016931	AMIN005822
OG0007773	CQUJHB017253	AMIN005589
OG0007774	CQUJHB017238	AMIN003879
OG0007775	CQUJHB016179, CQUJHB015691	AMIN007034
OG0007776	CQUJHB014642	AMIN009883
OG0007778	CQUJHB006414	AMIN000835
OG0007781	CQUJHB017837, CQUJHB012567	AMIN000882
OG0007784	CQUJHB015863	AMIN005495
OG0007785	CQUJHB010847	AMIN004078
OG0007787	CQUJHB017693	AMIN008131
OG0007788	CQUJHB000537	AMIN001830
OG0007796	CQUJHB011455, CQUJHB001808, CQUJHB012564	AMIN000164
OG0007802	CQUJHB016607	AMIN008594
OG0007806	CQUJHB006411	AMIN003756, AMIN003757
OG0007810	CQUJHB020312	AMIN003336
OG0007812	CQUJHB011531, CQUJHB008940, CQUJHB001757	AMIN007919
OG0007826	CQUJHB000690, CQUJHB014653, CQUJHB009861, CQUJHB002914, CQUJHB004866, CQUJHB001698, CQUJHB007360, CQUJHB006474	AMIN011590
OG0007838	CQUJHB009594	AMIN000744
OG0007839	CQUJHB007196	AMIN000740
OG0007840	CQUJHB015780	AMIN003571
OG0007841	CQUJHB020272	AMIN000869
OG0007842	CQUJHB008105	AMIN004626
OG0007843	CQUJHB006656	AMIN003568
OG0007844	CQUJHB011624	AMIN000885
OG0007845	CQUJHB012200	AMIN009919
OG0007847	CQUJHB012838	AMIN009914
OG0007848	CQUJHB014176	AMIN002749
OG0007849	CQUJHB015946	AMIN009911
OG0007850	CQUJHB011961	AMIN002365
OG0007851	CQUJHB015811	AMIN008753
OG0007852	CQUJHB001812	AMIN001238
OG0007853	CQUJHB003106	AMIN007478
OG0007854	CQUJHB012976	AMIN008752
OG0007858	CQUJHB018187	AMIN011630
OG0007859	CQUJHB016378	AMIN010157
OG0007861	CQUJHB016775	AMIN008461
OG0007862	CQUJHB010634	AMIN008306
OG0007863	CQUJHB011258	AMIN006543
OG0007864	CQUJHB011060	AMIN010166
OG0007865	CQUJHB016684	AMIN006546
OG0007866	CQUJHB013437	AMIN008308
OG0007867	CQUJHB017738	AMIN006254
OG0007869	CQUJHB001116	AMIN009763
OG0007870	CQUJHB014837	AMIN006252
OG0007871	CQUJHB002939	AMIN003971
OG0007872	CQUJHB005549	AMIN009756
OG0007873	CQUJHB011890	AMIN009760
OG0007874	CQUJHB017023	AMIN015608
OG0007875	CQUJHB002236	AMIN008548
OG0007876	CQUJHB013691	AMIN000642
OG0007877	CQUJHB003384	AMIN008547
OG0007878	CQUJHB004431	AMIN016097
OG0007879	CQUJHB011552	AMIN000843
OG0007880	CQUJHB015499	AMIN003593
OG0007881	CQUJHB004580	AMIN003602
OG0007882	CQUJHB017565	AMIN015527
OG0007883	CQUJHB007778	AMIN000402
OG0007884	CQUJHB004090	AMIN009050
OG0007885	CQUJHB015762	AMIN000401
OG0007887	CQUJHB014425	AMIN005015
OG0007889	CQUJHB009198	AMIN015649
OG0007890	CQUJHB013295	AMIN003186
OG0007891	CQUJHB010364	AMIN015979
OG0007892	CQUJHB002984	AMIN008934
OG0007893	CQUJHB002679	AMIN008931
OG0007894	CQUJHB017124	AMIN007087
OG0007895	CQUJHB017191	AMIN007065
OG0007896	CQUJHB006015	AMIN007129
OG0007897	CQUJHB000920	AMIN010531
OG0007898	CQUJHB002810	AMIN010532
OG0007899	CQUJHB002270	AMIN001283
OG0007900	CQUJHB007475	AMIN006599
OG0007901	CQUJHB003563	AMIN006595
OG0007902	CQUJHB007210	AMIN000275
OG0007903	CQUJHB005882	AMIN007033
OG0007904	CQUJHB012189	AMIN009308
OG0007905	CQUJHB007525	AMIN007032
OG0007906	CQUJHB008965	AMIN008955
OG0007910	CQUJHB017460	AMIN008856
OG0007912	CQUJHB005168	AMIN011142
OG0007913	CQUJHB004246	AMIN000321
OG0007921	CQUJHB003655	AMIN006927
OG0007922	CQUJHB017530	AMIN006934
OG0007923	CQUJHB010809	AMIN002504
OG0007924	CQUJHB000742	AMIN016202
OG0007927	CQUJHB013819	AMIN009093
OG0007928	CQUJHB017105	AMIN009095
OG0007931	CQUJHB008367	AMIN009616
OG0007932	CQUJHB002193	AMIN009617
OG0007933	CQUJHB017739	AMIN001553
OG0007934	CQUJHB002051	AMIN001547
OG0007936	CQUJHB007425	AMIN001549
OG0007937	CQUJHB003462	AMIN007539
OG0007939	CQUJHB014267	AMIN002193
OG0007940	CQUJHB016331	AMIN010540
OG0007941	CQUJHB005315	AMIN002183
OG0007942	CQUJHB000754	AMIN015821
OG0007943	CQUJHB009373	AMIN010547
OG0007944	CQUJHB017600	AMIN009976
OG0007945	CQUJHB005989	AMIN007299
OG0007948	CQUJHB011678	AMIN010016
OG0007949	CQUJHB005908	AMIN010406
OG0007950	CQUJHB018281	AMIN010478
OG0007951	CQUJHB006859	AMIN010402
OG0007953	CQUJHB015751	AMIN011303
OG0007954	CQUJHB000888	AMIN007244
OG0007955	CQUJHB005156	AMIN001651
OG0007956	CQUJHB000809	AMIN005640
OG0007957	CQUJHB014350	AMIN008874
OG0007959	CQUJHB000254	AMIN010254
OG0007960	CQUJHB004144	AMIN010214
OG0007962	CQUJHB003926	AMIN014348
OG0007964	CQUJHB009453	AMIN006459
OG0007967	CQUJHB010781	AMIN001368
OG0007968	CQUJHB014260	AMIN006413
OG0007969	CQUJHB005569	AMIN001370
OG0007971	CQUJHB002579	AMIN006036
OG0007972	CQUJHB013075	AMIN006047
OG0007973	CQUJHB010741	AMIN011074
OG0007974	CQUJHB001638	AMIN011540
OG0007975	CQUJHB005786	AMIN011077
OG0007976	CQUJHB007794	AMIN011073
OG0007977	CQUJHB010368	AMIN005911
OG0007979	CQUJHB014341	AMIN001346
OG0007980	CQUJHB017819	AMIN006273
OG0007981	CQUJHB004606	AMIN011328
OG0007982	CQUJHB000289	AMIN001178
OG0007984	CQUJHB015565	AMIN009429
OG0007986	CQUJHB011175	AMIN009060
OG0007988	CQUJHB008684	AMIN010645
OG0007989	CQUJHB014411	AMIN009061
OG0007990	CQUJHB000708	AMIN007722
OG0007992	CQUJHB013107	AMIN006234
OG0007993	CQUJHB000009	AMIN006212
OG0007996	CQUJHB005646	AMIN006221
OG0007998	CQUJHB002755	AMIN004635
OG0007999	CQUJHB009049	AMIN003908
OG0008000	CQUJHB004702	AMIN003912
OG0008001	CQUJHB017041	AMIN004063
OG0008002	CQUJHB010619	AMIN003915
OG0008004	CQUJHB000058	AMIN003661
OG0008005	CQUJHB018382	AMIN004762
OG0008006	CQUJHB001028	AMIN005630
OG0008008	CQUJHB016969	AMIN005351
OG0008009	CQUJHB012559	AMIN009828
OG0008010	CQUJHB002826	AMIN009808
OG0008011	CQUJHB014925	AMIN015615
OG0008013	CQUJHB011025	AMIN009810
OG0008014	CQUJHB011336	AMIN009812
OG0008015	CQUJHB016328	AMIN007932
OG0008016	CQUJHB014625	AMIN004488
OG0008017	CQUJHB009161	AMIN007924
OG0008018	CQUJHB017176	AMIN009232
OG0008019	CQUJHB003317	AMIN009261
OG0008020	CQUJHB013051	AMIN004331
OG0008021	CQUJHB013757	AMIN004330
OG0008022	CQUJHB007267	AMIN002127
OG0008023	CQUJHB010025	AMIN002123
OG0008026	CQUJHB012528	AMIN001523
OG0008027	CQUJHB003591	AMIN001522
OG0008028	CQUJHB015044	AMIN002742
OG0008030	CQUJHB002787	AMIN004589
OG0008032	CQUJHB011100	AMIN005796
OG0008033	CQUJHB017616	AMIN003450
OG0008034	CQUJHB011240	AMIN002643
OG0008035	CQUJHB014263	AMIN004913
OG0008036	CQUJHB015735	AMIN003430
OG0008037	CQUJHB017071	AMIN005022
OG0008038	CQUJHB016731	AMIN015887
OG0008039	CQUJHB005254	AMIN006856
OG0008041	CQUJHB017484	AMIN001383
OG0008043	CQUJHB005163	AMIN001391
OG0008044	CQUJHB018423	AMIN001426
OG0008045	CQUJHB017681	AMIN001422
OG0008046	CQUJHB014012	AMIN004133
OG0008047	CQUJHB010757	AMIN010333
OG0008048	CQUJHB016666	AMIN000826
