Orthogroup	AfunestusAfunGA1	Aalbopictus_AalbF5
OG0008328	AFUN2_010118	LOC109421807
OG0008329	AFUN2_008299	LOC109421805
OG0008331	AFUN2_007582	LOC109404628
OG0008332	AFUN2_005032	LOC109404638
OG0008333	AFUN2_013975	LOC109398080, LOC115255804
OG0008334	AFUN2_005191	LOC109418985
OG0008335	AFUN2_009588	LOC109398194
OG0008336	AFUN2_003543	LOC109398638
OG0008338	AFUN2_010793	LOC109398295
OG0008339	AFUN2_003948	LOC109420401
OG0008340	AFUN2_003188	LOC109422747
OG0008341	AFUN2_007410	LOC109431878
OG0008342	AFUN2_010933	LOC109422753
OG0008343	AFUN2_011402	LOC109426592
OG0008344	AFUN2_003674	LOC109426582
OG0008345	AFUN2_006445	LOC109426587
OG0008346	AFUN2_007107	LOC109426594
OG0008347	AFUN2_005254	LOC109426580
OG0008348	AFUN2_006541	LOC109427172
OG0008349	AFUN2_001258	LOC109406569
OG0008350	AFUN2_010886	LOC109418792
OG0008351	AFUN2_001130	LOC109417077
OG0008353	AFUN2_008651	LOC109415077
OG0008354	AFUN2_012389	LOC109427511
OG0008355	AFUN2_005199	LOC109414171
OG0008356	AFUN2_013981	LOC109400128, LOC109621632
OG0008357	AFUN2_013082	LOC109423330
OG0008358	AFUN2_004084	LOC115253617
OG0008359	AFUN2_014622	LOC109421076
OG0008360	AFUN2_012640	LOC109431922
OG0008363	AFUN2_013340	LOC109408342
OG0008364	AFUN2_010374	LOC109405483
OG0008365	AFUN2_011347	LOC115261023
OG0008366	AFUN2_000492	LOC109430153
OG0008367	AFUN2_001475	LOC109398865
OG0008368	AFUN2_000623	LOC115261357
OG0008369	AFUN2_006456	LOC109414114
OG0008370	AFUN2_003241	LOC109417347
OG0008371	AFUN2_005064	LOC109421885
OG0008372	AFUN2_003112	LOC109426916, LOC115262587
OG0008375	AFUN2_001974	LOC109403201
OG0008376	AFUN2_014714	LOC109431741
OG0008377	AFUN2_002559	LOC115262664
OG0008378	AFUN2_007865	LOC109415663
OG0008380	AFUN2_010247	LOC109416385
OG0008381	AFUN2_013334	LOC115267359
OG0008382	AFUN2_010048	LOC115267392, LOC109416386
OG0008383	AFUN2_010610	LOC109409126
OG0008384	AFUN2_007374	LOC109409128
OG0008385	AFUN2_005193	LOC109421536
OG0008386	AFUN2_011714	LOC109421526
OG0008388	AFUN2_014165	LOC109397534
OG0008389	AFUN2_007086	LOC109432811
OG0008390	AFUN2_010045	LOC109420077
OG0008391	AFUN2_014739	LOC109416622
OG0008394	AFUN2_003512	LOC109417534, LOC115263026
OG0008396	AFUN2_009455	LOC109400368
OG0008397	AFUN2_011492	LOC109408857
OG0008398	AFUN2_003433	LOC109414711
OG0008399	AFUN2_007407	LOC115253452
OG0008400	AFUN2_012877	LOC109407536
OG0008401	AFUN2_004243	LOC109422586
OG0008402	AFUN2_010281	LOC109425150
OG0008403	AFUN2_011918	LOC109425147
OG0008404	AFUN2_005240	LOC115255815
OG0008405	AFUN2_002409	LOC109417714
OG0008406	AFUN2_002736	LOC109408290
OG0008407	AFUN2_002190	LOC109430375
OG0008408	AFUN2_006469	LOC109411129
OG0008409	AFUN2_001715	LOC109407255
OG0008410	AFUN2_007331	LOC134287981
OG0008411	AFUN2_002366	LOC109417417
OG0008412	AFUN2_011610	LOC134287979
OG0008413	AFUN2_014796	LOC109424110
OG0008414	AFUN2_008218	LOC115254562
OG0008415	AFUN2_013765	LOC109431142
OG0008416	AFUN2_013892	LOC109407679
OG0008417	AFUN2_003200	LOC109622871
OG0008418	AFUN2_012702	LOC109411713
OG0008419	AFUN2_011996	LOC134287325
OG0008420	AFUN2_011603	LOC109397180
OG0008421	AFUN2_004447	LOC109432080
OG0008422	AFUN2_013714	LOC109408223
OG0008425	AFUN2_012248	LOC109422686
OG0008426	AFUN2_007440	LOC109401125
OG0008427	AFUN2_011349	LOC115258266
OG0008428	AFUN2_014256	LOC109406360
OG0008429	AFUN2_001699	LOC109416096
OG0008430	AFUN2_003169	LOC109433512
OG0008431	AFUN2_000595	LOC109433481
OG0008432	AFUN2_010369	LOC109411740
OG0008433	AFUN2_012084	LOC109401205
OG0008434	AFUN2_010980	LOC109401317
OG0008435	AFUN2_009362	LOC109401273
OG0008436	AFUN2_006718	LOC109427066
OG0008437	AFUN2_000742	LOC115255347
OG0008438	AFUN2_004096	LOC109417701
OG0008439	AFUN2_008147	LOC109622844
OG0008440	AFUN2_011408	LOC109621841
OG0008441	AFUN2_002372	LOC109427503
OG0008442	AFUN2_001967	LOC109427498
OG0008443	AFUN2_011369	LOC109427502
OG0008444	AFUN2_012668	LOC109415649
OG0008445	AFUN2_003201	LOC115267879
OG0008446	AFUN2_003247	LOC109416672
OG0008447	AFUN2_004154	LOC115261841
OG0008448	AFUN2_011419	LOC115255725
OG0008449	AFUN2_011410	LOC109401932
OG0008450	AFUN2_011299	LOC109414682
OG0008451	AFUN2_007097	LOC134284148
OG0008452	AFUN2_009309	LOC134289724
OG0008453	AFUN2_009499	LOC109414557
OG0008454	AFUN2_013619	LOC109426343
OG0008455	AFUN2_005149	LOC109406105
OG0008456	AFUN2_003345	LOC115268884
OG0008457	AFUN2_007010	LOC109407238
OG0008458	AFUN2_004045	LOC115258092
OG0008459	AFUN2_008058	LOC109409759
OG0008460	AFUN2_005403	LOC109432131
OG0008461	AFUN2_014493	LOC109401336
OG0008462	AFUN2_012070	LOC109402340
OG0008463	AFUN2_004257	LOC115265342
OG0008464	AFUN2_002521	LOC109409995
OG0008465	AFUN2_009136	LOC109432989
OG0008466	AFUN2_002382	LOC109419991
OG0008467	AFUN2_010762	LOC109402074
OG0008468	AFUN2_013329	LOC109427331
OG0008469	AFUN2_002218	LOC109431251
OG0008470	AFUN2_003523	LOC109420152
OG0008471	AFUN2_002092	LOC109423237
OG0008472	AFUN2_013084	LOC109416850
OG0008474	AFUN2_011573	LOC109622400
OG0008475	AFUN2_004584	LOC109622582
OG0008476	AFUN2_007420	LOC109409075
OG0008477	AFUN2_007686	LOC109408903
OG0008478	AFUN2_013135	LOC109433591
OG0008479	AFUN2_013049	LOC109426840
OG0008480	AFUN2_002622	LOC109424156
OG0008481	AFUN2_013490	LOC109621965
OG0008483	AFUN2_014683	LOC115255161
OG0008484	AFUN2_012894	LOC109420740
OG0008485	AFUN2_013707	LOC109414727
OG0008486	AFUN2_007110	LOC109429984
OG0008487	AFUN2_000480	LOC109411105
OG0008488	AFUN2_006479	LOC109408244
OG0008489	AFUN2_009584	LOC109408169
OG0008490	AFUN2_006468	LOC109398831
OG0008491	AFUN2_007746	LOC109429204
OG0008492	AFUN2_001778	LOC109428255
OG0008493	AFUN2_009054	LOC109409697
OG0008494	AFUN2_003047	LOC115258883
OG0008495	AFUN2_001559	LOC109411236
OG0008496	AFUN2_007722	LOC109404499
OG0008497	AFUN2_011913	LOC109404483
OG0008498	AFUN2_014784	LOC109413098
OG0008499	AFUN2_011334	LOC109418514, LOC109413087
OG0008500	AFUN2_002894	LOC115257693
OG0008501	AFUN2_003703	LOC115257884
OG0008502	AFUN2_002354	LOC115257525
OG0008503	AFUN2_004472	LOC109428993
OG0008505	AFUN2_002094	LOC109430866
OG0008506	AFUN2_007501	LOC109408437
OG0008507	AFUN2_013896	LOC109408423
OG0008508	AFUN2_006688	LOC109408441
OG0008509	AFUN2_011411	LOC109419378
OG0008510	AFUN2_002551	LOC109419354
OG0008511	AFUN2_012613	LOC109419377
OG0008512	AFUN2_009804	LOC109408442
OG0008513	AFUN2_010778	LOC109426169
OG0008514	AFUN2_003021	LOC109418767, LOC109406490
OG0008515	AFUN2_012956	LOC115270006, LOC115270025
OG0008516	AFUN2_004305	LOC109404371
OG0008517	AFUN2_013380	LOC109622784
OG0008518	AFUN2_010881	LOC109417988
OG0008519	AFUN2_011342	LOC109404973
OG0008520	AFUN2_005647	LOC134287927
OG0008521	AFUN2_004258	LOC134287924
OG0008522	AFUN2_005388	LOC134287918
OG0008523	AFUN2_009925	LOC109411450
OG0008524	AFUN2_010170	LOC109405712
OG0008525	AFUN2_001372	LOC109429157
OG0008526	AFUN2_013331	LOC109398879
OG0008527	AFUN2_002540	LOC109429166, LOC109429165
OG0008528	AFUN2_006580	LOC109426834
OG0008529	AFUN2_006330	LOC109417877
OG0008530	AFUN2_001910	LOC109621465
OG0008531	AFUN2_001113	LOC109621463
OG0008532	AFUN2_005579	LOC109399857
OG0008533	AFUN2_003916	LOC109408031
OG0008534	AFUN2_009093	LOC115253635
OG0008535	AFUN2_011097	LOC109408032
OG0008536	AFUN2_002634	LOC109433105
OG0008537	AFUN2_001534	LOC109433066
OG0008538	AFUN2_001195	LOC109411250
OG0008539	AFUN2_003303	LOC109433049
OG0008540	AFUN2_004216	LOC109416702
OG0008541	AFUN2_012240	LOC109405114
OG0008542	AFUN2_001729	LOC115269374
OG0008543	AFUN2_003004	LOC115269373
OG0008544	AFUN2_006745	LOC109401170
OG0008545	AFUN2_013305	LOC109432457
OG0008546	AFUN2_011360	LOC109621638
OG0008547	AFUN2_002445	LOC109410611
OG0008548	AFUN2_011601	LOC109428053
OG0008549	AFUN2_010357	LOC109397735
OG0008550	AFUN2_012644	LOC109399564
OG0008551	AFUN2_008989	LOC109399552
OG0008552	AFUN2_000812	LOC109431502
OG0008554	AFUN2_011175	LOC109402341
OG0008555	AFUN2_001227	LOC109413944
OG0008556	AFUN2_006145	LOC115264094
OG0008557	AFUN2_007653	LOC109420003
OG0008558	AFUN2_002957	LOC109405844
OG0008559	AFUN2_001655	LOC109431704
OG0008560	AFUN2_009470	LOC115267506
OG0008561	AFUN2_010763	LOC109398018
OG0008563	AFUN2_007862	LOC115259770
OG0008564	AFUN2_006832	LOC109401872
OG0008565	AFUN2_013844	LOC109422358
OG0008566	AFUN2_002105	LOC109622208
OG0008567	AFUN2_002160	LOC109418266
OG0008568	AFUN2_004676	LOC109397789
OG0008569	AFUN2_014546	LOC109422621
OG0008570	AFUN2_007934	LOC109412880
OG0008571	AFUN2_011095	LOC109431049
OG0008572	AFUN2_005530	LOC109431051
OG0008573	AFUN2_010411	LOC109407805
OG0008574	AFUN2_008620	LOC109411563
OG0008575	AFUN2_003481	LOC109397808
OG0008576	AFUN2_006771	LOC109422118
OG0008577	AFUN2_013440	LOC109406738
OG0008578	AFUN2_007768	LOC115268955
OG0008579	AFUN2_008028	LOC109411936
OG0008580	AFUN2_001011	LOC109406739
OG0008581	AFUN2_009712	LOC109420866
OG0008582	AFUN2_005892	LOC109425389
OG0008583	AFUN2_004969	LOC109412875
OG0008584	AFUN2_001339	LOC109412868
OG0008585	AFUN2_001588	LOC109417810
OG0008586	AFUN2_010502	LOC109426770
OG0008587	AFUN2_008731	LOC109417617
OG0008588	AFUN2_003309	LOC109417813
OG0008589	AFUN2_013031	LOC109400092
OG0008590	AFUN2_003425	LOC115254326, LOC109621241
OG0008591	AFUN2_009177	LOC115254371
OG0008593	AFUN2_010221	LOC109423116
OG0008594	AFUN2_005984	LOC109425466
OG0008595	AFUN2_010967	LOC109430680
OG0008596	AFUN2_013065	LOC109399247
OG0008597	AFUN2_001916	LOC109429053
OG0008598	AFUN2_001586	LOC134288147
OG0008599	AFUN2_003854	LOC109433555
OG0008600	AFUN2_006903	LOC115254099
OG0008601	AFUN2_014554	LOC109401411
OG0008602	AFUN2_013152	LOC109401398
OG0008603	AFUN2_010968	LOC109412312
OG0008604	AFUN2_013591	LOC109422562
OG0008605	AFUN2_011019	LOC109412306
OG0008606	AFUN2_008783	LOC109431998
OG0008607	AFUN2_000768	LOC109416254
OG0008608	AFUN2_001075	LOC109416265
OG0008609	AFUN2_009187	LOC109405621
OG0008610	AFUN2_012805	LOC109418572
OG0008611	AFUN2_007210	LOC115254901
OG0008612	AFUN2_001115	LOC109416537
OG0008613	AFUN2_004773	LOC109425771
OG0008614	AFUN2_003810	LOC109407507
OG0008615	AFUN2_002994	LOC109423293
OG0008616	AFUN2_002075	LOC115265635
OG0008617	AFUN2_014104	LOC109416261
OG0008618	AFUN2_005035	LOC109431580
OG0008619	AFUN2_001555	LOC109408691
OG0008621	AFUN2_008862	LOC109403054
OG0008622	AFUN2_001050	LOC109416353
OG0008623	AFUN2_014748	LOC109416357
OG0008624	AFUN2_012432	LOC109416387, LOC109430030
OG0008625	AFUN2_009859	LOC109424641
OG0008626	AFUN2_014570	LOC109430715
OG0008627	AFUN2_007297	LOC109430733
OG0008628	AFUN2_000775	LOC115261525
OG0008629	AFUN2_009717	LOC115264135
OG0008630	AFUN2_007416	LOC109406512
OG0008631	AFUN2_011696	LOC109423316
OG0008632	AFUN2_001204	LOC109398617
OG0008633	AFUN2_004166	LOC115270043
OG0008634	AFUN2_007741	LOC109424608
OG0008635	AFUN2_004898	LOC109405163
OG0008636	AFUN2_003953	LOC109401281
OG0008637	AFUN2_006579	LOC109413598
OG0008639	AFUN2_002181	LOC109403606
OG0008640	AFUN2_000482	LOC109409724
OG0008641	AFUN2_013511	LOC109401330
OG0008642	AFUN2_004635	LOC109401534
OG0008643	AFUN2_010572	LOC109425735
OG0008644	AFUN2_008633	LOC109401545
OG0008645	AFUN2_003256	LOC109421490
OG0008646	AFUN2_008303	LOC109409183
OG0008647	AFUN2_012502	LOC109399517
OG0008648	AFUN2_002722	LOC109419580
OG0008649	AFUN2_010736	LOC115265602
OG0008650	AFUN2_004580	LOC109622706
OG0008651	AFUN2_006513	LOC115268680
OG0008652	AFUN2_001622	LOC109401290
OG0008653	AFUN2_001028	LOC109401316
OG0008654	AFUN2_012016	LOC109409303
OG0008655	AFUN2_002564	LOC115263731
OG0008656	AFUN2_005267	LOC109432126
OG0008657	AFUN2_000999	LOC109402816
OG0008658	AFUN2_013663	LOC109401487
OG0008659	AFUN2_006324	LOC109403237
OG0008660	AFUN2_009396	LOC109402742
OG0008661	AFUN2_002069	LOC109403234
OG0008662	AFUN2_001837	LOC109398676
OG0008664	AFUN2_005624	LOC109622449
OG0008665	AFUN2_012175	LOC109403647
OG0008666	AFUN2_007876	LOC109413056
OG0008669	AFUN2_006126	LOC115266850
OG0008670	AFUN2_011241	LOC109622114
OG0008671	AFUN2_000802	LOC109419691
OG0008672	AFUN2_003630	LOC115262712
OG0008674	AFUN2_003035	LOC109421775
OG0008675	AFUN2_011848	LOC109416013
OG0008677	AFUN2_004421	LOC109621925
OG0008678	AFUN2_014155	LOC109408683
OG0008680	AFUN2_005499	LOC115265614
OG0008681	AFUN2_002745	LOC109417635
OG0008682	AFUN2_005257	LOC109397818
OG0008683	AFUN2_007655	LOC109425050
OG0008684	AFUN2_006372	LOC109412721
OG0008685	AFUN2_003096	LOC109411862
OG0008686	AFUN2_004681	LOC109400453, LOC134287343
OG0008687	AFUN2_013005	LOC109408301
OG0008688	AFUN2_006658	LOC109415105
OG0008689	AFUN2_005972	LOC109407039
OG0008690	AFUN2_007669	LOC109415110
OG0008691	AFUN2_008116	LOC109431177
OG0008692	AFUN2_009519	LOC109431186
OG0008693	AFUN2_007712	LOC109424226
OG0008694	AFUN2_002896	LOC109426220
OG0008695	AFUN2_002130	LOC109412673
OG0008696	AFUN2_012705	LOC109399056
OG0008697	AFUN2_008761	LOC115257908
OG0008698	AFUN2_003956	LOC109401430
OG0008699	AFUN2_003075	LOC109417025
OG0008700	AFUN2_002528	LOC109416886
OG0008701	AFUN2_012344	LOC109428885
OG0008702	AFUN2_013193	LOC115261072
OG0008703	AFUN2_001943	LOC109415140
OG0008704	AFUN2_008963	LOC109422854
OG0008706	AFUN2_004725	LOC109412819
OG0008707	AFUN2_014162	LOC109426933
OG0008708	AFUN2_006339	LOC115265295
OG0008709	AFUN2_013265	LOC109400677
OG0008710	AFUN2_004496	LOC109400679
OG0008711	AFUN2_009407	LOC109412042
OG0008712	AFUN2_006499	LOC109414743
OG0008713	AFUN2_013080	LOC109411277
OG0008714	AFUN2_010025	LOC109421944
OG0008715	AFUN2_007738	LOC109404509
OG0008717	AFUN2_002874	LOC109416185
OG0008718	AFUN2_008512	LOC109406293
OG0008720	AFUN2_008810	LOC115255773
OG0008721	AFUN2_013953	LOC109428009, LOC109418238
OG0008722	AFUN2_010232	LOC109621915
OG0008723	AFUN2_014749	LOC109428359
OG0008724	AFUN2_007319	LOC109415224
OG0008725	AFUN2_011986	LOC109407903
OG0008726	AFUN2_005933	LOC109401282
OG0008727	AFUN2_010294	LOC109414179
OG0008728	AFUN2_005350	LOC109433159
OG0008729	AFUN2_000441	LOC115263794
OG0008730	AFUN2_011851	LOC109405774
OG0008732	AFUN2_009696	LOC109426544
OG0008733	AFUN2_003807	LOC109623147
OG0008735	AFUN2_005407	LOC109430133
OG0008736	AFUN2_013194	LOC109623400
OG0008737	AFUN2_003509	LOC109429618
OG0008738	AFUN2_007516	LOC109409838
OG0008739	AFUN2_013275	LOC109411146
OG0008740	AFUN2_007288	LOC109408206
OG0008742	AFUN2_005803	LOC109411133
OG0008743	AFUN2_012629	LOC109411138
OG0008744	AFUN2_011877	LOC109402436
OG0008745	AFUN2_012969	LOC109405470
OG0008746	AFUN2_014448	LOC109402450
OG0008747	AFUN2_012771	LOC109419092
OG0008748	AFUN2_014443	LOC134284272
OG0008749	AFUN2_000605	LOC134291611
OG0008750	AFUN2_008418	LOC109412510
OG0008751	AFUN2_000869	LOC109399854
OG0008752	AFUN2_007388	LOC115253603
OG0008753	AFUN2_006587	LOC109406157
OG0008754	AFUN2_010569	LOC109401778
OG0008755	AFUN2_008419	LOC109406137
OG0008756	AFUN2_014195	LOC109401784
OG0008757	AFUN2_012546	LOC109406136
OG0008758	AFUN2_005595	LOC109406160
OG0008759	AFUN2_009511	LOC109406135
OG0008760	AFUN2_002098	LOC109401782
OG0008761	AFUN2_002026	LOC115253473
OG0008762	AFUN2_007704	LOC115267166
OG0008763	AFUN2_000332	LOC109404807
OG0008764	AFUN2_013093	LOC109415571
OG0008765	AFUN2_002428	LOC109415572
OG0008766	AFUN2_007158	LOC109431478
OG0008767	AFUN2_003120	LOC109431512
OG0008768	AFUN2_010481	LOC109414485
OG0008770	AFUN2_010272	LOC115270277
OG0008771	AFUN2_005363	LOC115270263
OG0008772	AFUN2_006149	LOC109422843
OG0008773	AFUN2_001604	LOC109419344
OG0008774	AFUN2_003929	LOC109412153
OG0008775	AFUN2_009464	LOC109412158
OG0008776	AFUN2_001133	LOC109431413
OG0008777	AFUN2_010817	LOC109431824
OG0008778	AFUN2_010708	LOC109431831
OG0008779	AFUN2_013134	LOC109431814
OG0008780	AFUN2_006954	LOC109431815
OG0008781	AFUN2_009156	LOC115256971
OG0008782	AFUN2_010126	LOC134285053
OG0008783	AFUN2_011136	LOC109432652
OG0008784	AFUN2_003470	LOC109621516
OG0008785	AFUN2_007493	LOC109408007
OG0008786	AFUN2_006328	LOC109405153
OG0008787	AFUN2_007937	LOC109405151
OG0008788	AFUN2_011372	LOC109408011
OG0008789	AFUN2_011317	LOC109402723
OG0008790	AFUN2_011485	LOC115269864
OG0008791	AFUN2_011834	LOC109429501
OG0008792	AFUN2_005569	LOC109406843
OG0008793	AFUN2_011440	LOC109425515
OG0008794	AFUN2_000529	LOC109417286
OG0008795	AFUN2_012809	LOC109417289
OG0008796	AFUN2_011805	LOC109417046
OG0008797	AFUN2_013204	LOC109417290
OG0008798	AFUN2_003540	LOC134287884
OG0008799	AFUN2_006983	LOC115253729
OG0008800	AFUN2_005889	LOC109421817
OG0008801	AFUN2_008681	LOC109408213
OG0008802	AFUN2_001430	LOC109411155
OG0008803	AFUN2_009071	LOC115269328
OG0008804	AFUN2_000982	LOC109412496, LOC109420800
OG0008805	AFUN2_003627	LOC109402384
OG0008806	AFUN2_003511	LOC109402471
OG0008807	AFUN2_002687	LOC109412141
OG0008808	AFUN2_005185	LOC109429382
OG0008809	AFUN2_011381	LOC109622404
OG0008810	AFUN2_009690	LOC109417953
OG0008811	AFUN2_006727	LOC109418288
OG0008812	AFUN2_010020	LOC109418300
OG0008813	AFUN2_006237	LOC109418285
OG0008814	AFUN2_005839	LOC115268230
OG0008815	AFUN2_010562	LOC109401099, LOC115266114
OG0008816	AFUN2_001792	LOC109413865
OG0008817	AFUN2_008332	LOC109405267
OG0008818	AFUN2_014454	LOC115263181
OG0008819	AFUN2_007654	LOC109418753
OG0008820	AFUN2_002402	LOC109399943
OG0008821	AFUN2_013013	LOC109399965
OG0008822	AFUN2_000338	LOC109427452
OG0008823	AFUN2_007417	LOC134287665, LOC109427477
OG0008826	AFUN2_001567	LOC109428774
OG0008827	AFUN2_001972	LOC109428755
OG0008828	AFUN2_013673	LOC109424536
OG0008829	AFUN2_001946	LOC109428775
OG0008830	AFUN2_013855	LOC109400970
OG0008831	AFUN2_013766	LOC109405103
OG0008832	AFUN2_005988	LOC115270030
OG0008833	AFUN2_013518	LOC109401148
OG0008834	AFUN2_005554	LOC109398694
OG0008835	AFUN2_009490	LOC109428719
OG0008836	AFUN2_002074	LOC109428475
OG0008837	AFUN2_010429	LOC109431476
OG0008838	AFUN2_004075	LOC109404369
OG0008839	AFUN2_000850	LOC109403038
OG0008840	AFUN2_012236	LOC109427669
OG0008841	AFUN2_011694	LOC134291821
OG0008842	AFUN2_012715	LOC134289627
OG0008843	AFUN2_007278	LOC109413114
OG0008844	AFUN2_011598	LOC109430195
OG0008845	AFUN2_003412	LOC109430124
OG0008846	AFUN2_004035	LOC109427566
OG0008847	AFUN2_013316	LOC115260011
OG0008848	AFUN2_006556	LOC109412860
OG0008849	AFUN2_001482	LOC109410893
OG0008850	AFUN2_006448	LOC109410892
OG0008851	AFUN2_000556	LOC109427912
OG0008852	AFUN2_013683	LOC115255583
OG0008853	AFUN2_009697	LOC109400188
OG0008854	AFUN2_005253	LOC109399534
OG0008855	AFUN2_006356	LOC109429192
OG0008856	AFUN2_002706	LOC109398862
OG0008857	AFUN2_012728	LOC115269343
OG0008858	AFUN2_006598, AFUN2_007022	LOC109415595
OG0008859	AFUN2_007240	LOC109417571
OG0008860	AFUN2_007811	LOC109424175
OG0008861	AFUN2_001286	LOC109412037
OG0008862	AFUN2_013456	LOC109417689
OG0008863	AFUN2_010794	LOC109417687
OG0008865	AFUN2_002506	LOC109423355
OG0008866	AFUN2_002705	LOC109430232
OG0008867	AFUN2_006873	LOC109406946
OG0008868	AFUN2_003666	LOC109424428
OG0008869	AFUN2_002997	LOC109424444
OG0008870	AFUN2_006978	LOC109433241
OG0008872	AFUN2_002971	LOC115262361
OG0008873	AFUN2_006542	LOC109422132
OG0008874	AFUN2_007906	LOC109416146
OG0008875	AFUN2_001442	LOC109416145
OG0008877	AFUN2_003193	LOC109414702
OG0008878	AFUN2_011165	LOC109407200, LOC115258560
OG0008879	AFUN2_002195	LOC109411130
OG0008880	AFUN2_005090	LOC109408197
OG0008881	AFUN2_009400	LOC109405528
OG0008882	AFUN2_012674	LOC134284269
OG0008883	AFUN2_011061	LOC109400406
OG0008884	AFUN2_008941	LOC115266883, LOC115257587
OG0008885	AFUN2_003100	LOC115257375
OG0008886	AFUN2_002224	LOC109426796
OG0008887	AFUN2_006621	LOC109432294, LOC115267805
OG0008888	AFUN2_011139	LOC115257151
OG0008889	AFUN2_006508	LOC115266747
OG0008890	AFUN2_001163	LOC109400660
OG0008891	AFUN2_007399	LOC109420625
OG0008892	AFUN2_008814	LOC109428060
OG0008893	AFUN2_004825	LOC109418643
OG0008894	AFUN2_009931	LOC109421413
OG0008895	AFUN2_002694	LOC109398406
OG0008896	AFUN2_001769	LOC109417340
OG0008897	AFUN2_003849	LOC109404025
OG0008899	AFUN2_013775	LOC109421719
OG0008900	AFUN2_008171	LOC115258089
OG0008901	AFUN2_010526	LOC109426266
OG0008903	AFUN2_004030	LOC109621926
OG0008904	AFUN2_009355	LOC109429667
OG0008905	AFUN2_013044	LOC109415588
OG0008907	AFUN2_011014	LOC109400412
OG0008908	AFUN2_003554	LOC109406023
OG0008912	AFUN2_013577	LOC109401218
OG0008913	AFUN2_000898	LOC109405387
OG0008914	AFUN2_004370	LOC109411234
OG0008915	AFUN2_010857	LOC109411233
OG0008916	AFUN2_010654	LOC115253445
OG0008917	AFUN2_009884	LOC109401284
OG0008918	AFUN2_005604	LOC109411518
OG0008919	AFUN2_003369	LOC109418824
OG0008920	AFUN2_007783	LOC109404608, LOC109411777
OG0008921	AFUN2_010495	LOC109420928
OG0008922	AFUN2_011428	LOC109398697
OG0008924	AFUN2_001612	LOC109414259
OG0008925	AFUN2_009339	LOC109401271
OG0008926	AFUN2_010064	LOC109401182
OG0008927	AFUN2_011632	LOC109427575
OG0008928	AFUN2_003624	LOC109432696
OG0008929	AFUN2_007047	LOC109401893
OG0008930	AFUN2_003900	LOC109400267, LOC109423629
OG0008931	AFUN2_011308	LOC115268465
OG0008932	AFUN2_000376	LOC109430468
OG0008933	AFUN2_005261	LOC109429471
OG0008934	AFUN2_012301	LOC109415467
OG0008936	AFUN2_009306	LOC109405422
OG0008937	AFUN2_012827	LOC109422241
OG0008938	AFUN2_004601	LOC109622744
OG0008939	AFUN2_010988	LOC109417982
OG0008940	AFUN2_004981	LOC109429796
OG0008941	AFUN2_003538	LOC109407133
OG0008942	AFUN2_001295	LOC109419662
OG0008943	AFUN2_009745	LOC109622250
OG0008944	AFUN2_010512	LOC109429077
OG0008945	AFUN2_007486	LOC109397080
OG0008946	AFUN2_000819	LOC109402732
OG0008947	AFUN2_002333	LOC109429055
OG0008948	AFUN2_001938	LOC109415184
OG0008949	AFUN2_013680	LOC115268529
OG0008950	AFUN2_005679	LOC109401505
OG0008951	AFUN2_012578	LOC109415237
OG0008952	AFUN2_000394	LOC109414310
OG0008953	AFUN2_012169	LOC109407243
OG0008955	AFUN2_001170	LOC109405868
OG0008956	AFUN2_004650	LOC109428949
OG0008957	AFUN2_001671	LOC109428950
OG0008958	AFUN2_004220	LOC109408825
OG0008959	AFUN2_004505	LOC115268466
OG0008961	AFUN2_010203	LOC109400686
OG0008962	AFUN2_014135	LOC109402412, LOC109423538
OG0008963	AFUN2_013516	LOC109411962
OG0008964	AFUN2_011968	LOC109623054
OG0008965	AFUN2_014274	LOC109413462
OG0008966	AFUN2_010007	LOC109402403
OG0008967	AFUN2_009963	LOC109404382
OG0008968	AFUN2_007041	LOC109411260
OG0008969	AFUN2_014426	LOC109400219, LOC134284710
OG0008970	AFUN2_014724	LOC109400257
OG0008971	AFUN2_011115	LOC109429097
OG0008972	AFUN2_005097	LOC115264342
OG0008973	AFUN2_014198	LOC109400497
OG0008974	AFUN2_013641	LOC109414248
OG0008975	AFUN2_009103	LOC115253425
OG0008976	AFUN2_008702	LOC109428376
OG0008977	AFUN2_009937	LOC109622566
OG0008978	AFUN2_006826	LOC109419263
OG0008979	AFUN2_001673	LOC109399384
OG0008980	AFUN2_010390	LOC109410777
OG0008981	AFUN2_005029	LOC109401303
OG0008982	AFUN2_007826	LOC115260183
OG0008983	AFUN2_013776	LOC109400757
OG0008984	AFUN2_002751	LOC109410811
OG0008985	AFUN2_011742	LOC109428038
OG0008986	AFUN2_003089	LOC109401794
OG0008987	AFUN2_007099	LOC109421029
OG0008988	AFUN2_008601	LOC109413137
OG0008989	AFUN2_005922	LOC109426230
OG0008990	AFUN2_001116	LOC109397607
OG0008991	AFUN2_013724	LOC115265269
OG0008992	AFUN2_009220	LOC109427305
OG0008993	AFUN2_013876	LOC109420460
OG0008994	AFUN2_010386	LOC109400064
OG0008995	AFUN2_001145	LOC115257070, LOC109422546
OG0008996	AFUN2_007809	LOC115261167
OG0008997	AFUN2_001137	LOC109415384
OG0008998	AFUN2_012032	LOC109416018
OG0008999	AFUN2_001509	LOC109404811
OG0009000	AFUN2_011422	LOC134291160
OG0009001	AFUN2_004526	LOC109417743
OG0009002	AFUN2_010989	LOC115262701
OG0009003	AFUN2_009489	LOC109400736
