Orthogroup	AfunestusAfunGA1	AsinensisChina
OG0006898	AFUN2_012361	ASIC003287
OG0006899	AFUN2_013987	ASIC002137
OG0006900	AFUN2_010792	ASIC017405
OG0006901	AFUN2_007395	ASIC005568
OG0006902	AFUN2_007907	ASIC013930
OG0006903	AFUN2_000720	ASIC016932
OG0006904	AFUN2_010483	ASIC011483
OG0006905	AFUN2_005900	ASIC015558
OG0006906	AFUN2_006620	ASIC006389
OG0006907	AFUN2_003108	ASIC007344
OG0006908	AFUN2_014058	ASIC021651
OG0006909	AFUN2_000792	ASIC018231
OG0006910	AFUN2_000514	ASIC004073
OG0006911	AFUN2_012990	ASIC008054
OG0006912	AFUN2_008484	ASIC007248
OG0006913	AFUN2_007182	ASIC015524
OG0006914	AFUN2_000759	ASIC007844
OG0006915	AFUN2_009228	ASIC003519
OG0006916	AFUN2_004901	ASIC012906
OG0006917	AFUN2_002905	ASIC016765
OG0006918	AFUN2_002704	ASIC019320
OG0006919	AFUN2_012009	ASIC011033
OG0006920	AFUN2_002577	ASIC020154
OG0006921	AFUN2_003488	ASIC009540
OG0006922	AFUN2_003756	ASIC012878
OG0006923	AFUN2_014510	ASIC017627
OG0006924	AFUN2_010995	ASIC012690
OG0006925	AFUN2_001117	ASIC017927
OG0006926	AFUN2_002728	ASIC011454
OG0006927	AFUN2_012340	ASIC020119
OG0006928	AFUN2_009573	ASIC007423, ASIC007422
OG0006929	AFUN2_012157	ASIC015644
OG0006930	AFUN2_014170	ASIC003212
OG0006931	AFUN2_001515	ASIC010293
OG0006932	AFUN2_011018	ASIC010296
OG0006933	AFUN2_000434	ASIC002884
OG0006934	AFUN2_011990	ASIC021267
OG0006935	AFUN2_000854	ASIC012632
OG0006936	AFUN2_002646	ASIC000862
OG0006937	AFUN2_006370	ASIC004462
OG0006938	AFUN2_004420	ASIC020960
OG0006939	AFUN2_013978	ASIC021002
OG0006940	AFUN2_009235	ASIC010015
OG0006941	AFUN2_013307	ASIC009325
OG0006942	AFUN2_008653	ASIC016266
OG0006943	AFUN2_003167	ASIC021412
OG0006944	AFUN2_011844	ASIC017292
OG0006945	AFUN2_009882	ASIC018469
OG0006946	AFUN2_004177	ASIC002273
OG0006947	AFUN2_014808	ASIC008065
OG0006948	AFUN2_013295	ASIC015042
OG0006949	AFUN2_008224	ASIC000852
OG0006950	AFUN2_006057	ASIC015394
OG0006951	AFUN2_007066	ASIC012695
OG0006952	AFUN2_006377	ASIC011481
OG0006953	AFUN2_009346	ASIC004639
OG0006954	AFUN2_007545	ASIC017522
OG0006955	AFUN2_012957	ASIC009815
OG0006956	AFUN2_010127	ASIC015821
OG0006957	AFUN2_006669	ASIC016656
OG0006958	AFUN2_002040	ASIC019261
OG0006959	AFUN2_007168	ASIC019266
OG0006960	AFUN2_004999	ASIC014212
OG0006961	AFUN2_005204	ASIC014991
OG0006962	AFUN2_009430	ASIC013813
OG0006963	AFUN2_001621	ASIC014548
OG0006964	AFUN2_003918	ASIC019886
OG0006965	AFUN2_002151	ASIC017568
OG0006966	AFUN2_001165	ASIC007441
OG0006967	AFUN2_005912	ASIC006981
OG0006968	AFUN2_004815	ASIC015655
OG0006969	AFUN2_012912	ASIC010807
OG0006970	AFUN2_002111	ASIC003489
OG0006971	AFUN2_013684	ASIC010438
OG0006972	AFUN2_011762	ASIC008219
OG0006974	AFUN2_011515	ASIC010107
OG0006975	AFUN2_014735	ASIC001078
OG0006976	AFUN2_010442	ASIC019568
OG0006977	AFUN2_001225	ASIC011466
OG0006978	AFUN2_010715	ASIC013553
OG0006979	AFUN2_004587	ASIC016849
OG0006980	AFUN2_012462	ASIC017055
OG0006981	AFUN2_007628	ASIC007519
OG0006982	AFUN2_003850	ASIC010959
OG0006983	AFUN2_001730	ASIC011549
OG0006984	AFUN2_004021	ASIC010746
OG0006985	AFUN2_002886	ASIC022138
OG0006986	AFUN2_001795	ASIC017146
OG0006987	AFUN2_014803	ASIC003887
OG0006988	AFUN2_010887	ASIC002497
OG0006989	AFUN2_000657	ASIC016216
OG0006990	AFUN2_007917	ASIC022298
OG0006992	AFUN2_013596	ASIC016351
OG0006993	AFUN2_006431	ASIC007808
OG0006994	AFUN2_010822	ASIC010291
OG0006995	AFUN2_007936	ASIC021335
OG0006996	AFUN2_006937	ASIC014293
OG0006997	AFUN2_005039	ASIC014408
OG0006998	AFUN2_014219	ASIC017838
OG0006999	AFUN2_001440	ASIC017893
OG0007000	AFUN2_002056	ASIC014997
OG0007001	AFUN2_006179	ASIC016308
OG0007002	AFUN2_001332	ASIC014272
OG0007003	AFUN2_013328	ASIC013267
OG0007004	AFUN2_006994	ASIC008901
OG0007005	AFUN2_005305	ASIC018942
OG0007006	AFUN2_010226	ASIC011308
OG0007007	AFUN2_012768	ASIC019425
OG0007008	AFUN2_013144	ASIC005797
OG0007009	AFUN2_009240	ASIC011761
OG0007010	AFUN2_008433	ASIC010605
OG0007011	AFUN2_000917	ASIC021099
OG0007012	AFUN2_007073	ASIC009076
OG0007013	AFUN2_003239	ASIC007185
OG0007014	AFUN2_004443	ASIC016362
OG0007015	AFUN2_009647	ASIC001340
OG0007016	AFUN2_011960	ASIC011510
OG0007017	AFUN2_001306	ASIC015780
OG0007018	AFUN2_006600	ASIC020359
OG0007019	AFUN2_013369	ASIC020360
OG0007020	AFUN2_009533	ASIC013174
OG0007021	AFUN2_004113	ASIC013025
OG0007022	AFUN2_013402	ASIC009792
OG0007023	AFUN2_004427	ASIC013444
OG0007024	AFUN2_009308	ASIC019944
OG0007025	AFUN2_014512	ASIC003125
OG0007026	AFUN2_011746	ASIC006902
OG0007027	AFUN2_005127	ASIC012867
OG0007028	AFUN2_010996	ASIC020303
OG0007029	AFUN2_007757	ASIC014610
OG0007030	AFUN2_009874	ASIC003847
OG0007032	AFUN2_003197	ASIC018796
OG0007033	AFUN2_014257	ASIC020533
OG0007034	AFUN2_009950	ASIC006580
OG0007035	AFUN2_008307	ASIC019502
OG0007036	AFUN2_003217	ASIC003931
OG0007037	AFUN2_003957	ASIC013004
OG0007038	AFUN2_004042	ASIC010177
OG0007039	AFUN2_007964	ASIC009646
OG0007040	AFUN2_004607	ASIC017617
OG0007041	AFUN2_010737	ASIC010424
OG0007042	AFUN2_002212	ASIC006972
OG0007043	AFUN2_014569	ASIC000331
OG0007044	AFUN2_005775	ASIC006670
OG0007046	AFUN2_010204	ASIC006562
OG0007047	AFUN2_001074	ASIC010443
OG0007048	AFUN2_007802	ASIC021197
OG0007049	AFUN2_003115	ASIC004280
OG0007050	AFUN2_009194	ASIC015457
OG0007051	AFUN2_007824	ASIC017315
OG0007052	AFUN2_008900	ASIC009158
OG0007053	AFUN2_014491	ASIC015395
OG0007054	AFUN2_010119	ASIC003821
OG0007055	AFUN2_011511	ASIC022312
OG0007056	AFUN2_002159	ASIC003540
OG0007057	AFUN2_007059	ASIC019897
OG0007058	AFUN2_001504	ASIC017279
OG0007059	AFUN2_009475	ASIC010428
OG0007060	AFUN2_010602	ASIC014681, ASIC014748
OG0007061	AFUN2_011168	ASIC014924
OG0007063	AFUN2_001197	ASIC020099
OG0007064	AFUN2_004017	ASIC009673
OG0007065	AFUN2_002472	ASIC011316
OG0007066	AFUN2_009148	ASIC004590
OG0007067	AFUN2_000886	ASIC017974
OG0007068	AFUN2_005091	ASIC006591
OG0007069	AFUN2_008769	ASIC010769
OG0007070	AFUN2_007251	ASIC004237
OG0007071	AFUN2_005181	ASIC015204
OG0007072	AFUN2_000695	ASIC004511
OG0007073	AFUN2_007990	ASIC003100
OG0007074	AFUN2_010665	ASIC012195
OG0007075	AFUN2_011472	ASIC004063
OG0007076	AFUN2_003109	ASIC011846
OG0007077	AFUN2_011414	ASIC007902
OG0007078	AFUN2_006973	ASIC016571
OG0007079	AFUN2_012401	ASIC021656
OG0007080	AFUN2_006200	ASIC010432
OG0007081	AFUN2_001954	ASIC013411
OG0007082	AFUN2_004366	ASIC004923
OG0007083	AFUN2_011296	ASIC000479
OG0007084	AFUN2_006286	ASIC004999
OG0007085	AFUN2_011755	ASIC020176
OG0007086	AFUN2_014041	ASIC017880
OG0007087	AFUN2_007794	ASIC013064
OG0007088	AFUN2_008464	ASIC019054
OG0007089	AFUN2_004128	ASIC004145
OG0007090	AFUN2_013560	ASIC019457
OG0007092	AFUN2_013470	ASIC001421
OG0007093	AFUN2_010202	ASIC018685
OG0007094	AFUN2_012198	ASIC013438
OG0007095	AFUN2_008266	ASIC019667
OG0007096	AFUN2_012451	ASIC019851
OG0007097	AFUN2_003383	ASIC010823
OG0007098	AFUN2_004914	ASIC018801
OG0007099	AFUN2_006488	ASIC018642
OG0007100	AFUN2_011596	ASIC020487
OG0007101	AFUN2_008143	ASIC016188
OG0007102	AFUN2_002589	ASIC003506
OG0007103	AFUN2_000696	ASIC006078
OG0007105	AFUN2_001081	ASIC007446
OG0007106	AFUN2_013785	ASIC014834
OG0007107	AFUN2_002604	ASIC004935
OG0007108	AFUN2_004338	ASIC014553
OG0007109	AFUN2_008082	ASIC015995
OG0007110	AFUN2_009139	ASIC015192
OG0007111	AFUN2_014624	ASIC003102
OG0007112	AFUN2_007844	ASIC008631
OG0007113	AFUN2_008760	ASIC013309
OG0007114	AFUN2_013615	ASIC006637
OG0007115	AFUN2_010816	ASIC016998
OG0007116	AFUN2_014689	ASIC009154
OG0007117	AFUN2_014312	ASIC006087
OG0007118	AFUN2_003234	ASIC014980
OG0007119	AFUN2_004077	ASIC006457
OG0007120	AFUN2_012071	ASIC013009
OG0007121	AFUN2_013675	ASIC020976
OG0007122	AFUN2_011039	ASIC020980
OG0007123	AFUN2_013903, AFUN2_012974	ASIC011462
OG0007124	AFUN2_001070	ASIC009398
OG0007125	AFUN2_007431	ASIC020846
OG0007126	AFUN2_012703	ASIC016022
OG0007127	AFUN2_005768	ASIC000635
OG0007128	AFUN2_010150	ASIC003881
OG0007129	AFUN2_003499	ASIC011527
OG0007130	AFUN2_011635	ASIC004559
OG0007131	AFUN2_000700	ASIC010691
OG0007132	AFUN2_008518	ASIC003435
OG0007133	AFUN2_007190	ASIC011372
OG0007134	AFUN2_002350	ASIC016724
OG0007135	AFUN2_005520	ASIC012450
OG0007136	AFUN2_013096	ASIC011011
OG0007137	AFUN2_013218	ASIC022385
OG0007138	AFUN2_012920	ASIC019782
OG0007139	AFUN2_003616	ASIC019942
OG0007140	AFUN2_001992	ASIC003004
OG0007141	AFUN2_012077	ASIC019697
OG0007142	AFUN2_001554	ASIC004731
OG0007143	AFUN2_008644	ASIC006619
OG0007144	AFUN2_005677	ASIC000812
OG0007145	AFUN2_012725	ASIC016200
OG0007146	AFUN2_013894	ASIC005659
OG0007147	AFUN2_008676	ASIC012235
OG0007148	AFUN2_010734	ASIC015109
OG0007149	AFUN2_012799	ASIC005964
OG0007150	AFUN2_013420	ASIC008904
OG0007151	AFUN2_008465	ASIC013887
OG0007152	AFUN2_011426	ASIC007772
OG0007153	AFUN2_000722	ASIC006636
OG0007154	AFUN2_006987	ASIC006526
OG0007155	AFUN2_011142	ASIC011564
OG0007156	AFUN2_007893	ASIC012707
OG0007157	AFUN2_008162	ASIC006865
OG0007158	AFUN2_013585	ASIC011411
OG0007159	AFUN2_014439	ASIC021211
OG0007160	AFUN2_001557	ASIC011808
OG0007161	AFUN2_002584	ASIC004124
OG0007162	AFUN2_013323	ASIC012330
OG0007163	AFUN2_012542	ASIC016036
OG0007164	AFUN2_013227	ASIC021892
OG0007165	AFUN2_006924	ASIC004905
OG0007166	AFUN2_000669	ASIC019510
OG0007167	AFUN2_005317	ASIC009895
OG0007168	AFUN2_012124	ASIC010420
OG0007169	AFUN2_001511	ASIC019142
OG0007170	AFUN2_000397	ASIC019179
OG0007171	AFUN2_007747	ASIC018294
OG0007172	AFUN2_010224	ASIC017475
OG0007173	AFUN2_007910	ASIC008742, ASIC008744
OG0007175	AFUN2_004324	ASIC002442
OG0007176	AFUN2_012888	ASIC005075
OG0007177	AFUN2_009354	ASIC018147
OG0007178	AFUN2_003908	ASIC018319
OG0007179	AFUN2_013827	ASIC003947
OG0007180	AFUN2_009419	ASIC022083
OG0007181	AFUN2_012659	ASIC005242
OG0007182	AFUN2_000744	ASIC022297
OG0007183	AFUN2_014080	ASIC018604
OG0007184	AFUN2_007666	ASIC018330
OG0007185	AFUN2_011899	ASIC006219
OG0007186	AFUN2_005346	ASIC016636
OG0007187	AFUN2_004172	ASIC010299
OG0007188	AFUN2_011787	ASIC006056
OG0007189	AFUN2_000399	ASIC014914
OG0007190	AFUN2_002836	ASIC010928
OG0007191	AFUN2_010274	ASIC021059
OG0007192	AFUN2_005528	ASIC003739
OG0007193	AFUN2_010174	ASIC021363
OG0007194	AFUN2_009618	ASIC020125
OG0007195	AFUN2_010485	ASIC005654
OG0007196	AFUN2_000778	ASIC019552
OG0007197	AFUN2_013667	ASIC015103
OG0007198	AFUN2_000584	ASIC017049
OG0007199	AFUN2_012260	ASIC019515
OG0007200	AFUN2_010153	ASIC014465
OG0007201	AFUN2_001350	ASIC013675
OG0007202	AFUN2_012041	ASIC007173
OG0007203	AFUN2_001827	ASIC003571
OG0007204	AFUN2_013381	ASIC019797
OG0007205	AFUN2_013299	ASIC008395
OG0007206	AFUN2_005048	ASIC014707
OG0007207	AFUN2_006412	ASIC010266
OG0007208	AFUN2_007235	ASIC014622
OG0007209	AFUN2_008135	ASIC010345
OG0007210	AFUN2_011817	ASIC014430
OG0007211	AFUN2_007562	ASIC016452
OG0007212	AFUN2_007915	ASIC016476
OG0007213	AFUN2_011963	ASIC021727
OG0007214	AFUN2_000764	ASIC007874
OG0007215	AFUN2_003328	ASIC021168
OG0007216	AFUN2_009899	ASIC007558
OG0007217	AFUN2_012879	ASIC009022
OG0007218	AFUN2_005680	ASIC014336
OG0007219	AFUN2_003364	ASIC006467
OG0007220	AFUN2_009216	ASIC008723
OG0007221	AFUN2_002932	ASIC005332
OG0007222	AFUN2_011452	ASIC019595
OG0007223	AFUN2_009862	ASIC014368
OG0007224	AFUN2_005846	ASIC007619
OG0007225	AFUN2_009175	ASIC005606
OG0007226	AFUN2_007948	ASIC012201
OG0007227	AFUN2_003937	ASIC007460
OG0007228	AFUN2_004463	ASIC011762
OG0007229	AFUN2_010264	ASIC019808
OG0007230	AFUN2_013677	ASIC011804
OG0007231	AFUN2_007011	ASIC012245
OG0007233	AFUN2_008838	ASIC013574
OG0007234	AFUN2_004111	ASIC009071
OG0007235	AFUN2_004893	ASIC020792
OG0007236	AFUN2_003007	ASIC020361
OG0007238	AFUN2_012721	ASIC012766
OG0007239	AFUN2_009094	ASIC015091
OG0007240	AFUN2_005069	ASIC019247
OG0007242	AFUN2_008412	ASIC002904
OG0007243	AFUN2_013223	ASIC019780
OG0007244	AFUN2_008415	ASIC002502
OG0007245	AFUN2_001852	ASIC009637
OG0007246	AFUN2_008938	ASIC011063
OG0007247	AFUN2_001496	ASIC020538
OG0007248	AFUN2_007520	ASIC004454
OG0007249	AFUN2_010072	ASIC009719
OG0007250	AFUN2_014179	ASIC017071
OG0007252	AFUN2_008698	ASIC008772
OG0007253	AFUN2_003518	ASIC021038
OG0007254	AFUN2_010587	ASIC011820
OG0007255	AFUN2_014142	ASIC016412
OG0007256	AFUN2_012952	ASIC014345
OG0007257	AFUN2_001199	ASIC015675
OG0007258	AFUN2_008400	ASIC013081
OG0007259	AFUN2_012000	ASIC005681
OG0007260	AFUN2_004456	ASIC021617
OG0007261	AFUN2_001545	ASIC005757
OG0007262	AFUN2_008311	ASIC016887
OG0007263	AFUN2_012875	ASIC020308
OG0007264	AFUN2_010545	ASIC011732
OG0007265	AFUN2_007732	ASIC003344
OG0007267	AFUN2_005687	ASIC022342
OG0007268	AFUN2_009535	ASIC008481
OG0007269	AFUN2_002892	ASIC004940
OG0007270	AFUN2_009199	ASIC009828
OG0007271	AFUN2_014731	ASIC002474
OG0007272	AFUN2_000548	ASIC018321
OG0007273	AFUN2_004951	ASIC008668
OG0007274	AFUN2_003863	ASIC009894
OG0007275	AFUN2_000630	ASIC008303
OG0007276	AFUN2_006265	ASIC018329
OG0007277	AFUN2_001745	ASIC009528
OG0007278	AFUN2_001403	ASIC019811
OG0007279	AFUN2_001931	ASIC007708
OG0007280	AFUN2_004542	ASIC022078
OG0007281	AFUN2_011240	ASIC011064
OG0007282	AFUN2_001162	ASIC008802
OG0007283	AFUN2_006613	ASIC017633
OG0007284	AFUN2_008685	ASIC006247
OG0007285	AFUN2_006028	ASIC002567
OG0007286	AFUN2_012350	ASIC019860
OG0007287	AFUN2_006724	ASIC007647
OG0007288	AFUN2_009397	ASIC020457
OG0007290	AFUN2_010188	ASIC005758
OG0007291	AFUN2_012271	ASIC016441
OG0007292	AFUN2_001315	ASIC021397
OG0007293	AFUN2_006829	ASIC014091
OG0007294	AFUN2_013970	ASIC005205
OG0007295	AFUN2_008225	ASIC005366
OG0007296	AFUN2_003257	ASIC011914
OG0007297	AFUN2_010821	ASIC016377
OG0007298	AFUN2_007444	ASIC022178
OG0007299	AFUN2_006332	ASIC018822
OG0007300	AFUN2_001006	ASIC006774
OG0007301	AFUN2_012905	ASIC018939
OG0007303	AFUN2_007638	ASIC006220
OG0007304	AFUN2_002718	ASIC007389
OG0007305	AFUN2_007736	ASIC007094
OG0007306	AFUN2_013692	ASIC005532
OG0007307	AFUN2_008032	ASIC003112
OG0007308	AFUN2_007548	ASIC015481
OG0007309	AFUN2_007767	ASIC018468
OG0007310	AFUN2_011327	ASIC002547
OG0007311	AFUN2_001250	ASIC012525
OG0007312	AFUN2_008643	ASIC016374
OG0007313	AFUN2_003271	ASIC018732
OG0007314	AFUN2_003765	ASIC015454
OG0007315	AFUN2_001136	ASIC007419
OG0007317	AFUN2_013701	ASIC004912
OG0007318	AFUN2_008196	ASIC009476
OG0007319	AFUN2_005287	ASIC020363
OG0007320	AFUN2_010586	ASIC014927
OG0007321	AFUN2_014497	ASIC005069
OG0007322	AFUN2_003994	ASIC015129
OG0007323	AFUN2_005893	ASIC010485
OG0007325	AFUN2_010606	ASIC016439
OG0007326	AFUN2_008474	ASIC021996
OG0007327	AFUN2_008174	ASIC005381
OG0007328	AFUN2_001690	ASIC008095
OG0007329	AFUN2_012880	ASIC007431
OG0007330	AFUN2_009595	ASIC006980
OG0007331	AFUN2_013505	ASIC001079
OG0007332	AFUN2_006085	ASIC008912
OG0007333	AFUN2_010487	ASIC010619
OG0007334	AFUN2_001998	ASIC018341
OG0007335	AFUN2_005278	ASIC016106
OG0007336	AFUN2_003228	ASIC012209
OG0007337	AFUN2_013247	ASIC017233
OG0007338	AFUN2_002070	ASIC014206
OG0007339	AFUN2_006979	ASIC020514
OG0007340	AFUN2_011947	ASIC014334
OG0007341	AFUN2_005083	ASIC010891
OG0007342	AFUN2_013510	ASIC011605
OG0007343	AFUN2_003402	ASIC004312
OG0007344	AFUN2_008442	ASIC021004
OG0007345	AFUN2_013250	ASIC020600
OG0007346	AFUN2_006051	ASIC017065
OG0007347	AFUN2_009031	ASIC016103
OG0007348	AFUN2_014716	ASIC019237
OG0007349	AFUN2_003814	ASIC014536
OG0007350	AFUN2_003828	ASIC009380
OG0007351	AFUN2_008352	ASIC009614
OG0007353	AFUN2_003327	ASIC002916
OG0007354	AFUN2_003344	ASIC016575
OG0007355	AFUN2_003294	ASIC005139
OG0007356	AFUN2_012846	ASIC004983
OG0007357	AFUN2_014098	ASIC013579
OG0007358	AFUN2_010446	ASIC015106
OG0007359	AFUN2_006833	ASIC005257
OG0007360	AFUN2_003158	ASIC010324
OG0007361	AFUN2_013543	ASIC002645
OG0007362	AFUN2_009986	ASIC016391
OG0007363	AFUN2_014389	ASIC006730
OG0007364	AFUN2_012531	ASIC013978
OG0007365	AFUN2_011705	ASIC003699
OG0007366	AFUN2_008428	ASIC016841
OG0007367	AFUN2_005453	ASIC005507
OG0007368	AFUN2_002973	ASIC007714
OG0007369	AFUN2_014592	ASIC021933
OG0007370	AFUN2_008248	ASIC015140
OG0007371	AFUN2_001480	ASIC008900
OG0007372	AFUN2_002977	ASIC018877
OG0007373	AFUN2_006329	ASIC010225
OG0007374	AFUN2_004733	ASIC007580
OG0007375	AFUN2_013938	ASIC002901
OG0007376	AFUN2_009646	ASIC017014
OG0007377	AFUN2_003311	ASIC013212
OG0007378	AFUN2_010743	ASIC019598
OG0007379	AFUN2_012304	ASIC004400
OG0007380	AFUN2_006472	ASIC019268
OG0007381	AFUN2_011974	ASIC010408
OG0007382	AFUN2_010983	ASIC019617
OG0007383	AFUN2_012222	ASIC006800
OG0007384	AFUN2_006591	ASIC002920
OG0007385	AFUN2_011741	ASIC007218
OG0007386	AFUN2_008100	ASIC020446
OG0007387	AFUN2_007364	ASIC022313
OG0007388	AFUN2_010266	ASIC008017
OG0007389	AFUN2_009756	ASIC005919
OG0007390	AFUN2_000989	ASIC013780
OG0007391	AFUN2_000874	ASIC011044
OG0007393	AFUN2_005042	ASIC011327
OG0007394	AFUN2_011894	ASIC002733
OG0007395	AFUN2_010384	ASIC015521
OG0007396	AFUN2_004282	ASIC002999
OG0007397	AFUN2_007322	ASIC009705
OG0007398	AFUN2_014335	ASIC018739
OG0007399	AFUN2_009225	ASIC018149
OG0007400	AFUN2_001789	ASIC009426
OG0007401	AFUN2_010639	ASIC021621
OG0007402	AFUN2_011928	ASIC019878
OG0007403	AFUN2_008084	ASIC010405
OG0007404	AFUN2_010108	ASIC008186
OG0007405	AFUN2_007651	ASIC019836
OG0007406	AFUN2_008498	ASIC007746
OG0007407	AFUN2_011671	ASIC018948
OG0007408	AFUN2_014606	ASIC018322
OG0007409	AFUN2_010534	ASIC011274
OG0007410	AFUN2_002801	ASIC002017
OG0007411	AFUN2_003710	ASIC006090
OG0007412	AFUN2_002451	ASIC003211
OG0007413	AFUN2_001613	ASIC002561
OG0007414	AFUN2_009423	ASIC003722
OG0007415	AFUN2_005061	ASIC018803
OG0007416	AFUN2_010414	ASIC010079
OG0007417	AFUN2_005457	ASIC007188
OG0007418	AFUN2_014409	ASIC018980
OG0007419	AFUN2_012379	ASIC012647
OG0007420	AFUN2_013848	ASIC016803
OG0007421	AFUN2_014380	ASIC017489
OG0007422	AFUN2_002630	ASIC020041
OG0007423	AFUN2_004732	ASIC021336
OG0007424	AFUN2_007558	ASIC005203
OG0007425	AFUN2_009372	ASIC006801
OG0007426	AFUN2_010986	ASIC020515
OG0007428	AFUN2_010589	ASIC018608
OG0007429	AFUN2_000408	ASIC019136
OG0007430	AFUN2_009378	ASIC007782
OG0007431	AFUN2_001272	ASIC012287
OG0007432	AFUN2_005729	ASIC005097
OG0007433	AFUN2_008467	ASIC014675
OG0007434	AFUN2_012072	ASIC014912
OG0007435	AFUN2_013998	ASIC017952
OG0007436	AFUN2_011037	ASIC021144
OG0007437	AFUN2_009554	ASIC013879
OG0007438	AFUN2_010288	ASIC018593
OG0007439	AFUN2_013416	ASIC017206
OG0007440	AFUN2_013127	ASIC016699
OG0007441	AFUN2_002161	ASIC013938
OG0007442	AFUN2_006676	ASIC014456
OG0007443	AFUN2_013877	ASIC016534
OG0007444	AFUN2_002765	ASIC007127
OG0007445	AFUN2_006697	ASIC010292
OG0007446	AFUN2_011667	ASIC019783
OG0007447	AFUN2_002129	ASIC014843
OG0007448	AFUN2_004941	ASIC011045
OG0007449	AFUN2_013687	ASIC018833
OG0007450	AFUN2_001845	ASIC005725
OG0007451	AFUN2_012204	ASIC008600
OG0007452	AFUN2_003099	ASIC015877
OG0007453	AFUN2_007752	ASIC020211
OG0007454	AFUN2_009038	ASIC010354
OG0007455	AFUN2_000516	ASIC016764
OG0007456	AFUN2_014178	ASIC012990
OG0007457	AFUN2_013463	ASIC019699
OG0007459	AFUN2_010997	ASIC020962
OG0007460	AFUN2_003973	ASIC012011, ASIC012012
OG0007461	AFUN2_006467	ASIC012425
OG0007462	AFUN2_004788	ASIC011993, ASIC011992
OG0007463	AFUN2_011022	ASIC012771
OG0007464	AFUN2_007678	ASIC005719
OG0007465	AFUN2_002553	ASIC004213, ASIC010755
OG0007466	AFUN2_010368	ASIC006478
OG0007468	AFUN2_007577	ASIC018340
OG0007469	AFUN2_003692	ASIC019586
OG0007470	AFUN2_007756	ASIC016437
OG0007472	AFUN2_005330	ASIC005231
OG0007473	AFUN2_009857	ASIC018527
OG0007474	AFUN2_009462	ASIC000897, ASIC000898
OG0007476	AFUN2_005344	ASIC018638
OG0007477	AFUN2_011637	ASIC016033
OG0007478	AFUN2_001499	ASIC005256
OG0007479	AFUN2_004744	ASIC014953
OG0007480	AFUN2_008848	ASIC017445
OG0007482	AFUN2_001619	ASIC001456
OG0007483	AFUN2_007175	ASIC019775
OG0007484	AFUN2_009229	ASIC020829
OG0007485	AFUN2_004767	ASIC016642
OG0007486	AFUN2_003282	ASIC021604
OG0007487	AFUN2_007729	ASIC003443
OG0007489	AFUN2_006323	ASIC011942
OG0007490	AFUN2_005566	ASIC005365
OG0007491	AFUN2_012788	ASIC003742
OG0007492	AFUN2_007040	ASIC011116
OG0007493	AFUN2_002701	ASIC005229
OG0007494	AFUN2_007591	ASIC005126
OG0007495	AFUN2_006263	ASIC008722
OG0007496	AFUN2_013454	ASIC012205
OG0007497	AFUN2_001903	ASIC020591
OG0007498	AFUN2_012842	ASIC002447
OG0007499	AFUN2_010006	ASIC009897
OG0007500	AFUN2_007845	ASIC020602
OG0007501	AFUN2_002185	ASIC003483
OG0007502	AFUN2_009078	ASIC005991, ASIC005989, ASIC005028
OG0007503	AFUN2_011020	ASIC014090
OG0007504	AFUN2_005374	ASIC022210
OG0007505	AFUN2_011711	ASIC011222
OG0007506	AFUN2_001443	ASIC014768
OG0007507	AFUN2_007795	ASIC001025
OG0007508	AFUN2_011315	ASIC005862
OG0007509	AFUN2_004296	ASIC013973
OG0007510	AFUN2_009645	ASIC006676
OG0007511	AFUN2_006392	ASIC007102
OG0007512	AFUN2_014547	ASIC010676
OG0007513	AFUN2_003534	ASIC003775
OG0007514	AFUN2_011662	ASIC011053
OG0007515	AFUN2_010505	ASIC019998
OG0007516	AFUN2_000975	ASIC019685
OG0007517	AFUN2_005686	ASIC000729
OG0007518	AFUN2_007129	ASIC008124
OG0007519	AFUN2_002360	ASIC006968
OG0007520	AFUN2_002715	ASIC014959
OG0007522	AFUN2_012025	ASIC003090
OG0007523	AFUN2_001367	ASIC003994
OG0007524	AFUN2_011133	ASIC018648
OG0007525	AFUN2_005054	ASIC016754
OG0007526	AFUN2_001625	ASIC014533
OG0007527	AFUN2_012171	ASIC003948
OG0007529	AFUN2_001111	ASIC021793
OG0007530	AFUN2_009994	ASIC019509
OG0007531	AFUN2_001510	ASIC009761
OG0007532	AFUN2_006344	ASIC002727
OG0007533	AFUN2_009456	ASIC000585
OG0007534	AFUN2_014760	ASIC021809
OG0007536	AFUN2_004151	ASIC018472
OG0007537	AFUN2_001560	ASIC019052
OG0007538	AFUN2_006394	ASIC007212
OG0007539	AFUN2_000933	ASIC007121
OG0007540	AFUN2_012036	ASIC009763
OG0007541	AFUN2_004529	ASIC016241
OG0007542	AFUN2_010036	ASIC006649
OG0007543	AFUN2_012468	ASIC012907
OG0007544	AFUN2_005385	ASIC016611
OG0007545	AFUN2_012528	ASIC011844
OG0007546	AFUN2_001089	ASIC022363
OG0007547	AFUN2_010437	ASIC017942
OG0007548	AFUN2_010016	ASIC005241
OG0007549	AFUN2_010477	ASIC019953
OG0007550	AFUN2_001710	ASIC008681
OG0007551	AFUN2_014029	ASIC006661
OG0007552	AFUN2_012056	ASIC021724
OG0007553	AFUN2_001870	ASIC014087
OG0007554	AFUN2_013989	ASIC017253
OG0007555	AFUN2_009322	ASIC006097
OG0007556	AFUN2_009649	ASIC003438
OG0007557	AFUN2_005366	ASIC017938
