Orthogroup	AfunestusAfunGA1	AaegyptiLVP_AGWG
OG0007851	AFUN2_004797	AAEL000174
OG0007852	AFUN2_001689	AAEL000178
OG0007853	AFUN2_001708	AAEL000182
OG0007854	AFUN2_013208	AAEL000187
OG0007855	AFUN2_004320	AAEL000191
OG0007856	AFUN2_005009	AAEL000227
OG0007857	AFUN2_006160	AAEL000234
OG0007858	AFUN2_002489	AAEL000256
OG0007859	AFUN2_008840	AAEL000257
OG0007860	AFUN2_003314	AAEL000260
OG0007861	AFUN2_000875	AAEL000268
OG0007862	AFUN2_012829	AAEL000276
OG0007863	AFUN2_014521	AAEL000285
OG0007864	AFUN2_004092	AAEL000288
OG0007865	AFUN2_003190	AAEL000290
OG0007866	AFUN2_011135	AAEL000297
OG0007867	AFUN2_006062	AAEL000304
OG0007868	AFUN2_003218	AAEL000330
OG0007869	AFUN2_010958	AAEL000334
OG0007870	AFUN2_002066	AAEL000335
OG0007871	AFUN2_007925	AAEL000348
OG0007872	AFUN2_007818	AAEL000354
OG0007873	AFUN2_012854	AAEL000382
OG0007874	AFUN2_007579	AAEL000385
OG0007875	AFUN2_009138	AAEL000394
OG0007876	AFUN2_001804	AAEL000401
OG0007877	AFUN2_010340	AAEL000406
OG0007878	AFUN2_014455	AAEL000407
OG0007879	AFUN2_004637	AAEL000410
OG0007880	AFUN2_000750	AAEL000441
OG0007881	AFUN2_006989	AAEL000467
OG0007882	AFUN2_014214	AAEL000471
OG0007883	AFUN2_007353	AAEL000476
OG0007884	AFUN2_001426	AAEL000504
OG0007885	AFUN2_014674	AAEL000512
OG0007886	AFUN2_006258	AAEL000541
OG0007887	AFUN2_000577	AAEL000562
OG0007888	AFUN2_007527	AAEL000564
OG0007889	AFUN2_009276	AAEL000568
OG0007890	AFUN2_002146	AAEL000572
OG0007891	AFUN2_012293	AAEL000652
OG0007892	AFUN2_014692	AAEL000656
OG0007893	AFUN2_008214	AAEL000663
OG0007894	AFUN2_000708	AAEL000685
OG0007895	AFUN2_001038	AAEL000697
OG0007896	AFUN2_006713	AAEL000699
OG0007897	AFUN2_005688	AAEL000744
OG0007898	AFUN2_009655	AAEL000751
OG0007899	AFUN2_006800	AAEL000786
OG0007900	AFUN2_009106	AAEL000829
OG0007901	AFUN2_014261	AAEL000844
OG0007902	AFUN2_008306	AAEL000847
OG0007903	AFUN2_012831	AAEL000855
OG0007904	AFUN2_011674	AAEL000869
OG0007905	AFUN2_004080	AAEL000871
OG0007906	AFUN2_013882	AAEL000903
OG0007907	AFUN2_003651	AAEL000923
OG0007908	AFUN2_001576	AAEL000947, AAEL026893
OG0007909	AFUN2_008109	AAEL000952, AAEL022371
OG0007910	AFUN2_007414	AAEL000970
OG0007911	AFUN2_009981	AAEL000983
OG0007912	AFUN2_008897	AAEL000985
OG0007913	AFUN2_002247	AAEL001031
OG0007914	AFUN2_004977	AAEL001062
OG0007915	AFUN2_001763	AAEL001068
OG0007916	AFUN2_008205	AAEL001074
OG0007917	AFUN2_012336	AAEL001088
OG0007918	AFUN2_007157	AAEL001090
OG0007919	AFUN2_006186	AAEL001094
OG0007920	AFUN2_008590	AAEL001106
OG0007921	AFUN2_001358	AAEL001116
OG0007922	AFUN2_004924	AAEL001124
OG0007923	AFUN2_012398	AAEL001132
OG0007924	AFUN2_001474	AAEL001156
OG0007925	AFUN2_013866	AAEL001159
OG0007926	AFUN2_007253	AAEL001173
OG0007927	AFUN2_003106	AAEL001175
OG0007928	AFUN2_004382	AAEL001178
OG0007929	AFUN2_006397	AAEL001185
OG0007930	AFUN2_004032	AAEL001187
OG0007931	AFUN2_003079	AAEL001201
OG0007932	AFUN2_013787	AAEL001210
OG0007933	AFUN2_003395	AAEL001233
OG0007934	AFUN2_013513	AAEL001235
OG0007935	AFUN2_013554	AAEL001236
OG0007936	AFUN2_010228	AAEL001243
OG0007937	AFUN2_013977	AAEL001260
OG0007938	AFUN2_011718	AAEL001270
OG0007939	AFUN2_009482	AAEL001324
OG0007940	AFUN2_007894	AAEL001326
OG0007941	AFUN2_011106	AAEL001334
OG0007942	AFUN2_012105	AAEL001345
OG0007943	AFUN2_005024	AAEL001355
OG0007944	AFUN2_002327	AAEL001361
OG0007945	AFUN2_002557	AAEL001363
OG0007946	AFUN2_010182	AAEL001371
OG0007947	AFUN2_007039	AAEL001382
OG0007948	AFUN2_013999	AAEL001391
OG0007949	AFUN2_007026	AAEL001405
OG0007950	AFUN2_013303	AAEL001412
OG0007951	AFUN2_001450	AAEL023310, AAEL001434
OG0007952	AFUN2_005613	AAEL001447
OG0007953	AFUN2_004567	AAEL001452
OG0007954	AFUN2_011114	AAEL001476
OG0007955	AFUN2_001637	AAEL001479
OG0007956	AFUN2_004544	AAEL001485
OG0007957	AFUN2_000521	AAEL001524
OG0007958	AFUN2_003682	AAEL001532
OG0007959	AFUN2_012757	AAEL001544
OG0007960	AFUN2_002004	AAEL001562
OG0007961	AFUN2_000838	AAEL001580
OG0007962	AFUN2_001485	AAEL001594
OG0007963	AFUN2_013128	AAEL001612
OG0007964	AFUN2_005156	AAEL001616
OG0007965	AFUN2_006219	AAEL001626
OG0007966	AFUN2_004327	AAEL001627
OG0007967	AFUN2_003071	AAEL001645
OG0007968	AFUN2_008745	AAEL001657
OG0007969	AFUN2_003285	AAEL001667
OG0007970	AFUN2_000372	AAEL001694, AAEL001686
OG0007971	AFUN2_004041	AAEL001708
OG0007972	AFUN2_003129	AAEL001719
OG0007973	AFUN2_010011	AAEL001754
OG0007974	AFUN2_013610	AAEL001775
OG0007975	AFUN2_001781	AAEL001778
OG0007976	AFUN2_013672	AAEL001779
OG0007977	AFUN2_000703	AAEL001817
OG0007978	AFUN2_008178	AAEL001830
OG0007979	AFUN2_001868	AAEL001833
OG0007980	AFUN2_002241	AAEL001837
OG0007981	AFUN2_001317	AAEL001846
OG0007982	AFUN2_008953	AAEL001871
OG0007983	AFUN2_012264	AAEL001894
OG0007984	AFUN2_008136	AAEL001903
OG0007985	AFUN2_004701	AAEL001905
OG0007986	AFUN2_011571	AAEL001918
OG0007987	AFUN2_003011	AAEL001922
OG0007988	AFUN2_003607	AAEL001929
OG0007989	AFUN2_002752	AAEL001938
OG0007990	AFUN2_004656	AAEL001943
OG0007992	AFUN2_014342	AAEL001959
OG0007993	AFUN2_007740	AAEL001963
OG0007994	AFUN2_012118	AAEL001997
OG0007995	AFUN2_008240	AAEL002002
OG0007996	AFUN2_002805	AAEL002012
OG0007997	AFUN2_008545	AAEL002056
OG0007998	AFUN2_002671	AAEL002094
OG0007999	AFUN2_010510	AAEL002098
OG0008000	AFUN2_002139	AAEL002108
OG0008001	AFUN2_003641	AAEL002117
OG0008002	AFUN2_003245	AAEL002119
OG0008003	AFUN2_008255	AAEL002129
OG0008004	AFUN2_012749	AAEL002131
OG0008005	AFUN2_013860	AAEL002140
OG0008006	AFUN2_009521	AAEL002153
OG0008007	AFUN2_000341	AAEL002155
OG0008008	AFUN2_008364	AAEL002161
OG0008009	AFUN2_005740	AAEL002183
OG0008010	AFUN2_013685	AAEL002195
OG0008011	AFUN2_012119	AAEL002219
OG0008012	AFUN2_010324	AAEL002225
OG0008013	AFUN2_000569	AAEL002234
OG0008014	AFUN2_004309	AAEL002235
OG0008015	AFUN2_011375	AAEL002249
OG0008016	AFUN2_012002	AAEL002254
OG0008017	AFUN2_005806	AAEL002263
OG0008018	AFUN2_009915	AAEL002303
OG0008019	AFUN2_012755	AAEL002304
OG0008020	AFUN2_003891	AAEL002309
OG0008021	AFUN2_013757	AAEL002311
OG0008022	AFUN2_003034	AAEL002321
OG0008023	AFUN2_014035	AAEL002348
OG0008024	AFUN2_005286	AAEL002354
OG0008025	AFUN2_008851	AAEL002361
OG0008026	AFUN2_005281	AAEL002374
OG0008027	AFUN2_002053	AAEL002402
OG0008028	AFUN2_008275	AAEL002418
OG0008030	AFUN2_001960	AAEL002485
OG0008031	AFUN2_001128	AAEL002520
OG0008032	AFUN2_012273	AAEL002526
OG0008033	AFUN2_011801	AAEL002550
OG0008036	AFUN2_003811	AAEL002572
OG0008037	AFUN2_012474	AAEL002579
OG0008038	AFUN2_001784	AAEL002593
OG0008039	AFUN2_007422	AAEL002626
OG0008040	AFUN2_007930	AAEL002627
OG0008041	AFUN2_005268	AAEL002636
OG0008043	AFUN2_007384	AAEL002654
OG0008044	AFUN2_007222	AAEL002656
OG0008045	AFUN2_014513	AAEL002657
OG0008046	AFUN2_004772	AAEL002674
OG0008047	AFUN2_012234	AAEL002699
OG0008048	AFUN2_006011	AAEL002716
OG0008051	AFUN2_011653	AAEL002753
OG0008052	AFUN2_000654	AAEL002777
OG0008053	AFUN2_002518	AAEL002779
OG0008054	AFUN2_002779	AAEL002786
OG0008055	AFUN2_006536	AAEL002788
OG0008056	AFUN2_012932	AAEL002803
OG0008057	AFUN2_014730	AAEL002816
OG0008058	AFUN2_014269	AAEL002820
OG0008059	AFUN2_005431	AAEL002836
OG0008060	AFUN2_012841	AAEL002844
OG0008061	AFUN2_010017	AAEL002847
OG0008062	AFUN2_002162	AAEL002866
OG0008063	AFUN2_007671	AAEL002893
OG0008064	AFUN2_003808	AAEL002898
OG0008065	AFUN2_014662	AAEL002900
OG0008067	AFUN2_004664	AAEL002986
OG0008068	AFUN2_002405	AAEL003005
OG0008069	AFUN2_001759	AAEL003034
OG0008070	AFUN2_013151	AAEL003039
OG0008071	AFUN2_013217	AAEL003043
OG0008072	AFUN2_008690	AAEL003058
OG0008073	AFUN2_007560	AAEL003065
OG0008074	AFUN2_012093	AAEL003097
OG0008075	AFUN2_007543	AAEL003107
OG0008077	AFUN2_007536	AAEL003112
OG0008078	AFUN2_004865	AAEL003127
OG0008079	AFUN2_000928	AAEL003137
OG0008080	AFUN2_000995	AAEL003213
OG0008081	AFUN2_012498	AAEL003217
OG0008082	AFUN2_009525	AAEL003221
OG0008083	AFUN2_008555	AAEL003255
OG0008084	AFUN2_000871	AAEL003271
OG0008085	AFUN2_012859	AAEL003284
OG0008086	AFUN2_001866	AAEL003291
OG0008087	AFUN2_012298	AAEL003295
OG0008088	AFUN2_012988	AAEL003302
OG0008089	AFUN2_004909	AAEL003316
OG0008090	AFUN2_002906	AAEL003345
OG0008091	AFUN2_011003	AAEL003352
OG0008092	AFUN2_003148	AAEL003361
OG0008093	AFUN2_001643	AAEL003426
OG0008094	AFUN2_003175	AAEL003435
OG0008095	AFUN2_004340	AAEL003462
OG0008096	AFUN2_008327	AAEL003464
OG0008097	AFUN2_005364	AAEL003490
OG0008098	AFUN2_008217	AAEL003501
OG0008099	AFUN2_014340	AAEL003548
OG0008100	AFUN2_003661	AAEL003549
OG0008101	AFUN2_011231	AAEL003560
OG0008102	AFUN2_000856	AAEL003569
OG0008103	AFUN2_006308	AAEL003576
OG0008104	AFUN2_002818	AAEL003597
OG0008105	AFUN2_008526	AAEL003624
OG0008106	AFUN2_001262	AAEL003645
OG0008107	AFUN2_013315	AAEL003680
OG0008108	AFUN2_002686	AAEL003681
OG0008109	AFUN2_007835	AAEL003714
OG0008110	AFUN2_004423	AAEL003758
OG0008111	AFUN2_013969	AAEL003766
OG0008112	AFUN2_003852	AAEL003768
OG0008113	AFUN2_013985	AAEL003779
OG0008114	AFUN2_009387	AAEL003789
OG0008115	AFUN2_011456	AAEL003791
OG0008116	AFUN2_006628	AAEL003886
OG0008117	AFUN2_008264	AAEL003889
OG0008118	AFUN2_002054	AAEL003894
OG0008119	AFUN2_003479	AAEL003899
OG0008120	AFUN2_009637	AAEL003905
OG0008121	AFUN2_009040	AAEL003907
OG0008122	AFUN2_013744	AAEL003912
OG0008123	AFUN2_003604	AAEL003917
OG0008124	AFUN2_001062	AAEL003921
OG0008125	AFUN2_004126	AAEL003924
OG0008126	AFUN2_006971	AAEL003942
OG0008127	AFUN2_003597	AAEL003944
OG0008128	AFUN2_011612	AAEL003950
OG0008129	AFUN2_002231	AAEL003955
OG0008130	AFUN2_002614	AAEL003970
OG0008131	AFUN2_001380	AAEL003978
OG0008132	AFUN2_006419	AAEL004000
OG0008133	AFUN2_006507	AAEL004006
OG0008134	AFUN2_006936	AAEL004022
OG0008135	AFUN2_012609	AAEL004026
OG0008136	AFUN2_006260	AAEL004039
OG0008137	AFUN2_002374	AAEL004040
OG0008138	AFUN2_005841	AAEL004053
OG0008139	AFUN2_012903	AAEL004054
OG0008140	AFUN2_005400	AAEL004055
OG0008141	AFUN2_010037	AAEL004063
OG0008142	AFUN2_012549	AAEL004073
OG0008143	AFUN2_012607	AAEL004076
OG0008144	AFUN2_005750	AAEL004105
OG0008145	AFUN2_009149	AAEL004107
OG0008146	AFUN2_008833	AAEL004113
OG0008147	AFUN2_005827	AAEL004132
OG0008148	AFUN2_012534	AAEL004141
OG0008149	AFUN2_001725	AAEL004146
OG0008150	AFUN2_010471	AAEL004161
OG0008151	AFUN2_007931	AAEL004168
OG0008152	AFUN2_006407	AAEL004176
OG0008153	AFUN2_013271	AAEL004179
OG0008154	AFUN2_007146	AAEL004183
OG0008155	AFUN2_007164	AAEL004199
OG0008156	AFUN2_006615	AAEL004200
OG0008157	AFUN2_001330	AAEL004209
OG0008158	AFUN2_014105	AAEL004249
OG0008159	AFUN2_004793	AAEL004252
OG0008160	AFUN2_010422	AAEL004293
OG0008161	AFUN2_011633	AAEL004325
OG0008162	AFUN2_002048	AAEL004326
OG0008163	AFUN2_003568	AAEL004352
OG0008164	AFUN2_003987	AAEL004356
OG0008165	AFUN2_004805	AAEL004361
OG0008166	AFUN2_010862	AAEL004396
OG0008167	AFUN2_006026	AAEL004407
OG0008168	AFUN2_013639	AAEL004409
OG0008169	AFUN2_006002	AAEL004423
OG0008170	AFUN2_007051	AAEL004439
OG0008171	AFUN2_004753	AAEL004460
OG0008172	AFUN2_005856	AAEL004479
OG0008173	AFUN2_013950	AAEL004488
OG0008174	AFUN2_003631	AAEL004511
OG0008175	AFUN2_008010	AAEL004551
OG0008176	AFUN2_007263	AAEL004558
OG0008177	AFUN2_005446	AAEL004561
OG0008178	AFUN2_012834	AAEL004570
OG0008179	AFUN2_012825	AAEL004571
OG0008180	AFUN2_011807	AAEL004589
OG0008181	AFUN2_013598	AAEL004591
OG0008182	AFUN2_008656	AAEL004607
OG0008183	AFUN2_005000	AAEL004620
OG0008184	AFUN2_011425	AAEL004625
OG0008185	AFUN2_012494	AAEL004630
OG0008186	AFUN2_005722	AAEL004643
OG0008187	AFUN2_003823	AAEL004648
OG0008188	AFUN2_009108	AAEL004659
OG0008189	AFUN2_002068	AAEL004662
OG0008190	AFUN2_011750	AAEL004680
OG0008191	AFUN2_002112	AAEL004686
OG0008192	AFUN2_009654	AAEL004793
OG0008193	AFUN2_011796	AAEL004837
OG0008194	AFUN2_002400	AAEL004843
OG0008195	AFUN2_012792	AAEL004844
OG0008196	AFUN2_009045	AAEL004846
OG0008197	AFUN2_003019	AAEL004854
OG0008198	AFUN2_001248	AAEL004857
OG0008199	AFUN2_012146	AAEL004863
OG0008200	AFUN2_005709	AAEL004865
OG0008201	AFUN2_009577	AAEL004866
OG0008202	AFUN2_009117	AAEL004876
OG0008203	AFUN2_008611	AAEL004879
OG0008204	AFUN2_001980	AAEL004885
OG0008205	AFUN2_011678	AAEL004899
OG0008206	AFUN2_013076	AAEL004905
OG0008207	AFUN2_009710	AAEL004919
OG0008208	AFUN2_002254	AAEL004951
OG0008209	AFUN2_008197	AAEL004960
OG0008210	AFUN2_014172	AAEL004976
OG0008211	AFUN2_014036	AAEL004983
OG0008212	AFUN2_014273	AAEL004986
OG0008213	AFUN2_008962	AAEL005013
OG0008214	AFUN2_006960	AAEL005032
OG0008215	AFUN2_007999	AAEL005034
OG0008216	AFUN2_009310	AAEL005041
OG0008217	AFUN2_003103	AAEL005048
OG0008218	AFUN2_005477	AAEL005060
OG0008219	AFUN2_000506	AAEL005061
OG0008220	AFUN2_012596	AAEL005086
OG0008221	AFUN2_006612	AAEL005138
OG0008222	AFUN2_009742	AAEL005141, AAEL022857
OG0008224	AFUN2_005444	AAEL005163
OG0008225	AFUN2_008543	AAEL005171
OG0008226	AFUN2_002442	AAEL005179
OG0008227	AFUN2_002954	AAEL005185
OG0008228	AFUN2_008254	AAEL005186
OG0008229	AFUN2_008594	AAEL005191
OG0008230	AFUN2_006013	AAEL005197
OG0008231	AFUN2_005781	AAEL005202
OG0008232	AFUN2_008137	AAEL005207
OG0008233	AFUN2_014046	AAEL005214
OG0008234	AFUN2_014288	AAEL005218
OG0008235	AFUN2_012184	AAEL005220
OG0008236	AFUN2_001593	AAEL005229
OG0008237	AFUN2_005914	AAEL005237
OG0008238	AFUN2_013664	AAEL005238
OG0008239	AFUN2_003143	AAEL005239
OG0008240	AFUN2_003881	AAEL005242
OG0008241	AFUN2_003892	AAEL005243
OG0008242	AFUN2_008495	AAEL005263
OG0008243	AFUN2_011553	AAEL005316
OG0008244	AFUN2_001505	AAEL005336
OG0008245	AFUN2_012039	AAEL005342
OG0008246	AFUN2_005948	AAEL005345
OG0008247	AFUN2_008294	AAEL005353
OG0008248	AFUN2_004331	AAEL005363
OG0008249	AFUN2_009641	AAEL005364
OG0008250	AFUN2_005864	AAEL005379
OG0008251	AFUN2_008063	AAEL005391
OG0008252	AFUN2_011103	AAEL005471
OG0008253	AFUN2_009391	AAEL005484
OG0008254	AFUN2_002789	AAEL005500
OG0008255	AFUN2_005967	AAEL005548
OG0008256	AFUN2_013881	AAEL005580
OG0008257	AFUN2_009315	AAEL005593
OG0008258	AFUN2_011589	AAEL005595
OG0008259	AFUN2_014449	AAEL005600
OG0008260	AFUN2_009632	AAEL005612
OG0008261	AFUN2_014565	AAEL005615
OG0008262	AFUN2_003979	AAEL005616
OG0008263	AFUN2_003680	AAEL005617
OG0008264	AFUN2_008085	AAEL005630
OG0008265	AFUN2_014014	AAEL005648
OG0008266	AFUN2_002214	AAEL005651
OG0008267	AFUN2_007822	AAEL005674
OG0008268	AFUN2_005109	AAEL005677
OG0008269	AFUN2_002794	AAEL005729
OG0008270	AFUN2_005454	AAEL005735
OG0008271	AFUN2_003296	AAEL005779
OG0008272	AFUN2_005929	AAEL005789
OG0008274	AFUN2_013700	AAEL005834
OG0008275	AFUN2_003643	AAEL005849
OG0008276	AFUN2_006345	AAEL005903
OG0008277	AFUN2_000523	AAEL005914
OG0008278	AFUN2_005710	AAEL005924
OG0008279	AFUN2_009273	AAEL005944
OG0008280	AFUN2_001017	AAEL005957
OG0008281	AFUN2_008353	AAEL005958
OG0008282	AFUN2_005945	AAEL005960
OG0008283	AFUN2_006896	AAEL005967
OG0008284	AFUN2_002289	AAEL005969
OG0008285	AFUN2_010194	AAEL005979
OG0008286	AFUN2_003830	AAEL005991
OG0008287	AFUN2_001793	AAEL005992
OG0008288	AFUN2_002305	AAEL006004
OG0008289	AFUN2_008580	AAEL006017
OG0008290	AFUN2_002355	AAEL006020
OG0008291	AFUN2_002587	AAEL006032
OG0008292	AFUN2_003308	AAEL006033
OG0008293	AFUN2_013430	AAEL006042
OG0008294	AFUN2_003977	AAEL006053
OG0008295	AFUN2_006951	AAEL006054
OG0008296	AFUN2_011172	AAEL006070
OG0008298	AFUN2_002835	AAEL006093
OG0008299	AFUN2_006400	AAEL006131
OG0008300	AFUN2_004626	AAEL006143
OG0008301	AFUN2_002819	AAEL006156
OG0008303	AFUN2_009036	AAEL006172
OG0008304	AFUN2_007057	AAEL006176
OG0008305	AFUN2_009268	AAEL006177
OG0008306	AFUN2_013755	AAEL006188
OG0008307	AFUN2_013114	AAEL006191
OG0008308	AFUN2_003081	AAEL006206
OG0008309	AFUN2_005263	AAEL006209
OG0008310	AFUN2_011401	AAEL006232
OG0008311	AFUN2_008990	AAEL006238
OG0008312	AFUN2_008054	AAEL006240
OG0008314	AFUN2_013230	AAEL006247
OG0008315	AFUN2_006747	AAEL006253
OG0008316	AFUN2_002541	AAEL006270
OG0008317	AFUN2_014025	AAEL006293
OG0008318	AFUN2_010234	AAEL006314
OG0008319	AFUN2_010112	AAEL006363
OG0008320	AFUN2_005882	AAEL006377
OG0008321	AFUN2_014115	AAEL006404
OG0008322	AFUN2_009061	AAEL006415
OG0008323	AFUN2_013143	AAEL006428
OG0008325	AFUN2_007495	AAEL006450
OG0008326	AFUN2_007349	AAEL006457
OG0008327	AFUN2_003286	AAEL006472
OG0008328	AFUN2_010118	AAEL006479
OG0008329	AFUN2_008299	AAEL006488
OG0008331	AFUN2_007582	AAEL006519
OG0008332	AFUN2_005032	AAEL006521
OG0008333	AFUN2_013975	AAEL006537
OG0008334	AFUN2_005191	AAEL006538
OG0008335	AFUN2_009588	AAEL006542
OG0008336	AFUN2_003543	AAEL006566
OG0008338	AFUN2_010793	AAEL006602
OG0008339	AFUN2_003948	AAEL006637
OG0008340	AFUN2_003188	AAEL006640
OG0008341	AFUN2_007410	AAEL006647
OG0008342	AFUN2_010933	AAEL006661
OG0008343	AFUN2_011402	AAEL006721
OG0008344	AFUN2_003674	AAEL006726
OG0008345	AFUN2_006445	AAEL006728
OG0008346	AFUN2_007107	AAEL006748
OG0008347	AFUN2_005254	AAEL006750
OG0008348	AFUN2_006541	AAEL006753
OG0008349	AFUN2_001258	AAEL006754
OG0008350	AFUN2_010886	AAEL006758
OG0008351	AFUN2_001130	AAEL006769
OG0008353	AFUN2_008651	AAEL006809
OG0008354	AFUN2_012389	AAEL006832
OG0008355	AFUN2_005199	AAEL006841
OG0008356	AFUN2_013981	AAEL006860
OG0008357	AFUN2_013082	AAEL006887
OG0008358	AFUN2_004084	AAEL006899
OG0008359	AFUN2_014622	AAEL006904
OG0008360	AFUN2_012640	AAEL006918
OG0008361	AFUN2_003897	AAEL006921
OG0008362	AFUN2_006451	AAEL006923
OG0008363	AFUN2_013340	AAEL006932
OG0008364	AFUN2_010374	AAEL006944
OG0008365	AFUN2_011347	AAEL006982
OG0008366	AFUN2_000492	AAEL006983
OG0008367	AFUN2_001475	AAEL006988
OG0008368	AFUN2_000623	AAEL007006
OG0008369	AFUN2_006456	AAEL007009
OG0008370	AFUN2_003241	AAEL007022
OG0008371	AFUN2_005064	AAEL007034
OG0008372	AFUN2_003112	AAEL007054
OG0008374	AFUN2_004335	AAEL007067
OG0008375	AFUN2_001974	AAEL007096
OG0008376	AFUN2_014714	AAEL007103
OG0008377	AFUN2_002559	AAEL007121
OG0008378	AFUN2_007865	AAEL007135
OG0008379	AFUN2_012916	AAEL007171
OG0008380	AFUN2_010247	AAEL007198
OG0008381	AFUN2_013334	AAEL007202
OG0008382	AFUN2_010048	AAEL007217
OG0008383	AFUN2_010610	AAEL007229
OG0008384	AFUN2_007374	AAEL007233
OG0008385	AFUN2_005193	AAEL007236
OG0008386	AFUN2_011714	AAEL007245
OG0008387	AFUN2_007012	AAEL007264
OG0008388	AFUN2_014165	AAEL007273
OG0008389	AFUN2_007086	AAEL007280
OG0008390	AFUN2_010045	AAEL007291
OG0008391	AFUN2_014739	AAEL007299
OG0008392	AFUN2_005513	AAEL007312
OG0008393	AFUN2_011878	AAEL007315
OG0008394	AFUN2_003512	AAEL007344
OG0008395	AFUN2_010753	AAEL007360
OG0008396	AFUN2_009455	AAEL007363
OG0008397	AFUN2_011492	AAEL007386
OG0008398	AFUN2_003433	AAEL007388
OG0008399	AFUN2_007407	AAEL007395
OG0008400	AFUN2_012877	AAEL007403
OG0008401	AFUN2_004243	AAEL007431
OG0008402	AFUN2_010281	AAEL007445
OG0008403	AFUN2_011918	AAEL007453
OG0008404	AFUN2_005240	AAEL007466
OG0008405	AFUN2_002409	AAEL007500
OG0008406	AFUN2_002736	AAEL007501
OG0008407	AFUN2_002190	AAEL007518
OG0008408	AFUN2_006469	AAEL007532
OG0008409	AFUN2_001715	AAEL007536
OG0008410	AFUN2_007331	AAEL007584
OG0008411	AFUN2_002366	AAEL007595
OG0008412	AFUN2_011610	AAEL007598
OG0008413	AFUN2_014796	AAEL007636
OG0008414	AFUN2_008218	AAEL007650
OG0008415	AFUN2_013765	AAEL007655
OG0008416	AFUN2_013892	AAEL007677
OG0008417	AFUN2_003200	AAEL007686
OG0008418	AFUN2_012702	AAEL007703
OG0008419	AFUN2_011996	AAEL007736
OG0008420	AFUN2_011603	AAEL007741
OG0008421	AFUN2_004447	AAEL007760
OG0008422	AFUN2_013714	AAEL007764
OG0008424	AFUN2_005759	AAEL007779
OG0008425	AFUN2_012248	AAEL007803
OG0008426	AFUN2_007440	AAEL007813
OG0008427	AFUN2_011349	AAEL007822
OG0008428	AFUN2_014256	AAEL007824
OG0008429	AFUN2_001699	AAEL007835
OG0008430	AFUN2_003169	AAEL007878
OG0008431	AFUN2_000595	AAEL007881
OG0008432	AFUN2_010369	AAEL007895
OG0008433	AFUN2_012084	AAEL007929
OG0008434	AFUN2_010980	AAEL007934
OG0008435	AFUN2_009362	AAEL007939
OG0008436	AFUN2_006718	AAEL007940
OG0008437	AFUN2_000742	AAEL007947
OG0008438	AFUN2_004096	AAEL007952
OG0008439	AFUN2_008147	AAEL007956
OG0008440	AFUN2_011408	AAEL007971
OG0008441	AFUN2_002372	AAEL008028
OG0008442	AFUN2_001967	AAEL008031
OG0008443	AFUN2_011369	AAEL008032
OG0008444	AFUN2_012668	AAEL008039
OG0008445	AFUN2_003201	AAEL008052
OG0008446	AFUN2_003247	AAEL008067
OG0008447	AFUN2_004154	AAEL008070
OG0008448	AFUN2_011419	AAEL008090
OG0008449	AFUN2_011410	AAEL008095
OG0008450	AFUN2_011299	AAEL008096
OG0008451	AFUN2_007097	AAEL008100
OG0008452	AFUN2_009309	AAEL008106
OG0008453	AFUN2_009499	AAEL008120
OG0008454	AFUN2_013619	AAEL008164
OG0008455	AFUN2_005149	AAEL008170
OG0008456	AFUN2_003345	AAEL008174
OG0008457	AFUN2_007010	AAEL008178
OG0008458	AFUN2_004045	AAEL008182
OG0008459	AFUN2_008058	AAEL008201
OG0008460	AFUN2_005403	AAEL008214
OG0008461	AFUN2_014493	AAEL008227
OG0008462	AFUN2_012070	AAEL008279
OG0008463	AFUN2_004257	AAEL008291
OG0008464	AFUN2_002521	AAEL008292
OG0008465	AFUN2_009136	AAEL008303
OG0008466	AFUN2_002382	AAEL008325
OG0008467	AFUN2_010762	AAEL008342
OG0008468	AFUN2_013329	AAEL008369
OG0008469	AFUN2_002218	AAEL008376
OG0008470	AFUN2_003523	AAEL008394
OG0008471	AFUN2_002092	AAEL008421
OG0008472	AFUN2_013084	AAEL008426
OG0008474	AFUN2_011573	AAEL008482
OG0008475	AFUN2_004584	AAEL008486
OG0008476	AFUN2_007420	AAEL008489
OG0008477	AFUN2_007686	AAEL008491
OG0008478	AFUN2_013135	AAEL008497
OG0008479	AFUN2_013049	AAEL008514
OG0008480	AFUN2_002622	AAEL008569
OG0008481	AFUN2_013490	AAEL008585
OG0008482	AFUN2_011676	AAEL008588
OG0008483	AFUN2_014683	AAEL008598
OG0008484	AFUN2_012894	AAEL008604
OG0008485	AFUN2_013707	AAEL008620
OG0008486	AFUN2_007110	AAEL008621
OG0008487	AFUN2_000480	AAEL008636
OG0008488	AFUN2_006479	AAEL008638
OG0008489	AFUN2_009584	AAEL008639
OG0008490	AFUN2_006468	AAEL008662
OG0008491	AFUN2_007746	AAEL008663
OG0008492	AFUN2_001778	AAEL008673
OG0008493	AFUN2_009054	AAEL008684
OG0008494	AFUN2_003047	AAEL008686
OG0008495	AFUN2_001559	AAEL008708
OG0008496	AFUN2_007722	AAEL008718
OG0008497	AFUN2_011913	AAEL008719
OG0008498	AFUN2_014784	AAEL008733
OG0008499	AFUN2_011334	AAEL008736
OG0008500	AFUN2_002894	AAEL008739
OG0008501	AFUN2_003703	AAEL008740
OG0008502	AFUN2_002354	AAEL008742
OG0008503	AFUN2_004472	AAEL008753
OG0008505	AFUN2_002094	AAEL008766
