Orthogroup	AfunestusAfunGA1	AminimusMINIMUS1
OG0007340	AFUN2_011947	AMIN000095
OG0007341	AFUN2_005083	AMIN000115
OG0007342	AFUN2_013510	AMIN010956
OG0007343	AFUN2_003402	AMIN016168
OG0007344	AFUN2_008442	AMIN003625
OG0007345	AFUN2_013250	AMIN003242
OG0007346	AFUN2_006051	AMIN005452
OG0007347	AFUN2_009031	AMIN010731
OG0007348	AFUN2_014716	AMIN010660
OG0007350	AFUN2_003828	AMIN000982
OG0007351	AFUN2_008352	AMIN005770
OG0007352	AFUN2_014220	AMIN004887
OG0007353	AFUN2_003327	AMIN006541
OG0007354	AFUN2_003344	AMIN011222
OG0007355	AFUN2_003294	AMIN002145
OG0007356	AFUN2_012846	AMIN008713
OG0007357	AFUN2_014098	AMIN005969
OG0007358	AFUN2_010446	AMIN004622
OG0007359	AFUN2_006833	AMIN005062
OG0007360	AFUN2_003158	AMIN009065
OG0007361	AFUN2_013543	AMIN001326
OG0007362	AFUN2_009986	AMIN011147
OG0007363	AFUN2_014389	AMIN001776
OG0007364	AFUN2_012531	AMIN003641
OG0007365	AFUN2_011705	AMIN010290
OG0007366	AFUN2_008428	AMIN011184
OG0007367	AFUN2_005453	AMIN000938
OG0007368	AFUN2_002973	AMIN005750
OG0007369	AFUN2_014592	AMIN003976
OG0007370	AFUN2_008248	AMIN011013
OG0007371	AFUN2_001480	AMIN002595
OG0007372	AFUN2_002977	AMIN007678
OG0007373	AFUN2_006329	AMIN005308
OG0007374	AFUN2_004733	AMIN005816
OG0007375	AFUN2_013938	AMIN011374
OG0007376	AFUN2_009646	AMIN005737
OG0007377	AFUN2_003311	AMIN000578
OG0007378	AFUN2_010743	AMIN007747
OG0007379	AFUN2_012304	AMIN003451
OG0007380	AFUN2_006472	AMIN011306
OG0007381	AFUN2_011974	AMIN008173
OG0007382	AFUN2_010983	AMIN010035
OG0007383	AFUN2_012222	AMIN005540
OG0007384	AFUN2_006591	AMIN003134
OG0007385	AFUN2_011741	AMIN001890
OG0007386	AFUN2_008100	AMIN002033
OG0007387	AFUN2_007364	AMIN007041
OG0007388	AFUN2_010266	AMIN003728
OG0007389	AFUN2_009756	AMIN001552
OG0007390	AFUN2_000989	AMIN007626
OG0007391	AFUN2_000874	AMIN011253
OG0007393	AFUN2_005042	AMIN002956
OG0007394	AFUN2_011894	AMIN003834
OG0007395	AFUN2_010384	AMIN008988
OG0007396	AFUN2_004282	AMIN008082
OG0007397	AFUN2_007322	AMIN005132
OG0007398	AFUN2_014335	AMIN008049
OG0007399	AFUN2_009225	AMIN015617
OG0007400	AFUN2_001789	AMIN000142
OG0007401	AFUN2_010639	AMIN010142
OG0007402	AFUN2_011928	AMIN007760
OG0007403	AFUN2_008084	AMIN008172
OG0007404	AFUN2_010108	AMIN000485
OG0007405	AFUN2_007651	AMIN010407
OG0007406	AFUN2_008498	AMIN010607
OG0007407	AFUN2_011671	AMIN011269
OG0007408	AFUN2_014606	AMIN004281
OG0007409	AFUN2_010534	AMIN007434
OG0007410	AFUN2_002801	AMIN002895
OG0007411	AFUN2_003710	AMIN001682
OG0007412	AFUN2_002451	AMIN000890
OG0007413	AFUN2_001613	AMIN003823
OG0007414	AFUN2_009423	AMIN010280
OG0007415	AFUN2_005061	AMIN010872
OG0007416	AFUN2_010414	AMIN000681
OG0007417	AFUN2_005457	AMIN001908
OG0007418	AFUN2_014409	AMIN011317
OG0007419	AFUN2_012379	AMIN004775
OG0007420	AFUN2_013848	AMIN007725
OG0007421	AFUN2_014380	AMIN008854
OG0007422	AFUN2_002630	AMIN003023
OG0007423	AFUN2_004732	AMIN010538
OG0007424	AFUN2_007558	AMIN006608
OG0007425	AFUN2_009372	AMIN005539
OG0007426	AFUN2_010986	AMIN008808
OG0007427	AFUN2_005055	AMIN010952
OG0007428	AFUN2_010589	AMIN007603
OG0007429	AFUN2_000408	AMIN010102
OG0007430	AFUN2_009378	AMIN010562
OG0007431	AFUN2_001272	AMIN007343
OG0007432	AFUN2_005729	AMIN008210
OG0007433	AFUN2_008467	AMIN009556
OG0007434	AFUN2_012072	AMIN007281
OG0007435	AFUN2_013998	AMIN008967
OG0007436	AFUN2_011037	AMIN009962
OG0007437	AFUN2_009554	AMIN006513
OG0007438	AFUN2_010288	AMIN011623
OG0007439	AFUN2_013416	AMIN009533
OG0007440	AFUN2_013127	AMIN010674
OG0007441	AFUN2_002161	AMIN000222
OG0007442	AFUN2_006676	AMIN008490
OG0007443	AFUN2_013877	AMIN011477
OG0007444	AFUN2_002765	AMIN001967
OG0007445	AFUN2_006697	AMIN005691
OG0007446	AFUN2_011667	AMIN010438
OG0007447	AFUN2_002129	AMIN004561
OG0007448	AFUN2_004941	AMIN011254
OG0007449	AFUN2_013687	AMIN010889
OG0007450	AFUN2_001845	AMIN006771
OG0007451	AFUN2_012204	AMIN006726
OG0007452	AFUN2_003099	AMIN006552
OG0007453	AFUN2_007752	AMIN003064
OG0007454	AFUN2_009038	AMIN009193
OG0007455	AFUN2_000516	AMIN007406
OG0007456	AFUN2_014178	AMIN010162
OG0007457	AFUN2_013463	AMIN010486
OG0007459	AFUN2_010997	AMIN003171
OG0007460	AFUN2_003973	AMIN000886
OG0007461	AFUN2_006467	AMIN010799
OG0007462	AFUN2_004788	AMIN000879
OG0007463	AFUN2_011022	AMIN009871
OG0007464	AFUN2_007678	AMIN001519
OG0007465	AFUN2_002553	AMIN001646
OG0007466	AFUN2_010368	AMIN001342
OG0007468	AFUN2_007577	AMIN004308
OG0007469	AFUN2_003692	AMIN007622
OG0007470	AFUN2_007756	AMIN011452
OG0007471	AFUN2_001695	AMIN011219
OG0007472	AFUN2_005330	AMIN005137
OG0007473	AFUN2_009857	AMIN011092
OG0007474	AFUN2_009462	AMIN008858
OG0007475	AFUN2_001458	AMIN004765
OG0007476	AFUN2_005344	AMIN007592
OG0007477	AFUN2_011637	AMIN011418
OG0007478	AFUN2_001499	AMIN005061
OG0007479	AFUN2_004744	AMIN008141
OG0007480	AFUN2_008848	AMIN007794
OG0007481	AFUN2_004391	AMIN005362
OG0007482	AFUN2_001619	AMIN015927
OG0007483	AFUN2_007175	AMIN010442
OG0007484	AFUN2_009229	AMIN000570
OG0007485	AFUN2_004767	AMIN008012
OG0007486	AFUN2_003282	AMIN010136
OG0007487	AFUN2_007729	AMIN005974
OG0007488	AFUN2_006238	AMIN011651
OG0007489	AFUN2_006323	AMIN004687
OG0007490	AFUN2_005566	AMIN005259
OG0007491	AFUN2_012788	AMIN010330
OG0007492	AFUN2_007040	AMIN003864
OG0007493	AFUN2_002701	AMIN005135
OG0007494	AFUN2_007591	AMIN002141
OG0007495	AFUN2_006263	AMIN002763
OG0007496	AFUN2_013454	AMIN007346
OG0007497	AFUN2_001903	AMIN004745
OG0007498	AFUN2_012842	AMIN010904
OG0007499	AFUN2_010006	AMIN007770
OG0007500	AFUN2_007845	AMIN004756
OG0007501	AFUN2_002185	AMIN005270
OG0007502	AFUN2_009078	AMIN001309
OG0007503	AFUN2_011020	AMIN000612
OG0007504	AFUN2_005374	AMIN004484
OG0007505	AFUN2_011711	AMIN004990
OG0007506	AFUN2_001443	AMIN004361
OG0007507	AFUN2_007795	AMIN007914
OG0007508	AFUN2_011315	AMIN001556
OG0007509	AFUN2_004296	AMIN003640
OG0007510	AFUN2_009645	AMIN009723
OG0007511	AFUN2_006392	AMIN005641
OG0007512	AFUN2_014547	AMIN001598
OG0007513	AFUN2_003534	AMIN010362
OG0007514	AFUN2_011662	AMIN010854
OG0007515	AFUN2_010505	AMIN003813
OG0007516	AFUN2_000975	AMIN010504
OG0007517	AFUN2_005686	AMIN002463
OG0007518	AFUN2_007129	AMIN008896
OG0007519	AFUN2_002360	AMIN006224
OG0007520	AFUN2_002715	AMIN008138
OG0007521	AFUN2_008847	AMIN005233
OG0007522	AFUN2_012025	AMIN011390
OG0007523	AFUN2_001367	AMIN002104
OG0007524	AFUN2_011133	AMIN011647
OG0007525	AFUN2_005054	AMIN007410
OG0007526	AFUN2_001625	AMIN001060
OG0007527	AFUN2_012171	AMIN005341
OG0007528	AFUN2_004991	AMIN010833
OG0007529	AFUN2_001111	AMIN004202, AMIN005389
OG0007530	AFUN2_009994	AMIN007841
OG0007531	AFUN2_001510	AMIN000342
OG0007532	AFUN2_006344	AMIN003836
OG0007533	AFUN2_009456	AMIN005313
OG0007534	AFUN2_014760	AMIN004213
OG0007536	AFUN2_004151	AMIN011076
OG0007537	AFUN2_001560	AMIN010077
OG0007538	AFUN2_006394	AMIN001893
OG0007539	AFUN2_000933	AMIN001962
OG0007540	AFUN2_012036	AMIN000341
OG0007541	AFUN2_004529	AMIN006268
OG0007542	AFUN2_010036	AMIN001789
OG0007543	AFUN2_012468	AMIN015746
OG0007544	AFUN2_005385	AMIN002752
OG0007545	AFUN2_012528	AMIN007471
OG0007546	AFUN2_001089	AMIN004458
OG0007547	AFUN2_010437	AMIN008208
OG0007548	AFUN2_010016	AMIN006609
OG0007549	AFUN2_010477	AMIN008644
OG0007550	AFUN2_001710	AMIN007193
OG0007551	AFUN2_014029	AMIN009714
OG0007552	AFUN2_012056	AMIN000204
OG0007553	AFUN2_001870	AMIN000610
OG0007554	AFUN2_013989	AMIN001501
OG0007555	AFUN2_009322	AMIN009825
OG0007556	AFUN2_009649	AMIN005978
OG0007557	AFUN2_005366	AMIN000074
OG0007558	AFUN2_006325	AMIN001725
OG0007559	AFUN2_003611	AMIN009266
OG0007560	AFUN2_006137	AMIN004989
OG0007561	AFUN2_001806	AMIN008056
OG0007562	AFUN2_001647	AMIN008231
OG0007563	AFUN2_006000	AMIN009437
OG0007564	AFUN2_005121	AMIN000104
OG0007565	AFUN2_000639	AMIN008174
OG0007566	AFUN2_001753	AMIN005609
OG0007567	AFUN2_010428	AMIN006160
OG0007568	AFUN2_004236	AMIN010725
OG0007569	AFUN2_010727	AMIN007136
OG0007570	AFUN2_008563	AMIN010855
OG0007571	AFUN2_011373	AMIN000369
OG0007572	AFUN2_009067	AMIN015743
OG0007573	AFUN2_003964	AMIN000047
OG0007574	AFUN2_005898	AMIN015738
OG0007575	AFUN2_003595	AMIN002861
OG0007576	AFUN2_008009	AMIN011321
OG0007577	AFUN2_009153	AMIN008823
OG0007578	AFUN2_007237	AMIN003016
OG0007579	AFUN2_010597	AMIN000328
OG0007580	AFUN2_009165	AMIN007238
OG0007581	AFUN2_007706	AMIN010321
OG0007582	AFUN2_000831	AMIN006839
OG0007583	AFUN2_004044	AMIN008953
OG0007584	AFUN2_011809	AMIN002497
OG0007585	AFUN2_001461	AMIN003519
OG0007586	AFUN2_004896	AMIN000526
OG0007587	AFUN2_005108	AMIN007399
OG0007588	AFUN2_001244	AMIN005217
OG0007589	AFUN2_014169	AMIN005812
OG0007590	AFUN2_000815	AMIN008457
OG0007591	AFUN2_006555	AMIN000119
OG0007592	AFUN2_005345	AMIN009267
OG0007593	AFUN2_013288	AMIN004618
OG0007594	AFUN2_014720	AMIN000896
OG0007595	AFUN2_011439	AMIN009510
OG0007596	AFUN2_004574	AMIN007256
OG0007597	AFUN2_005537	AMIN000753
OG0007598	AFUN2_003914	AMIN007212
OG0007599	AFUN2_012334	AMIN004686
OG0007600	AFUN2_013085	AMIN007555
OG0007601	AFUN2_011187	AMIN010978
OG0007602	AFUN2_001327	AMIN000783
OG0007603	AFUN2_008229	AMIN009913
OG0007604	AFUN2_003357	AMIN008337
OG0007605	AFUN2_012806	AMIN008463
OG0007606	AFUN2_009318	AMIN002902
OG0007607	AFUN2_011548	AMIN010921
OG0007608	AFUN2_006779	AMIN006644
OG0007609	AFUN2_001912	AMIN015988
OG0007610	AFUN2_006032	AMIN005718
OG0007611	AFUN2_002052	AMIN005280
OG0007612	AFUN2_013480	AMIN016105
OG0007613	AFUN2_013579	AMIN010200
OG0007614	AFUN2_012152	AMIN005368
OG0007615	AFUN2_000839	AMIN000329
OG0007616	AFUN2_010696	AMIN010622
OG0007617	AFUN2_012959	AMIN005591
OG0007618	AFUN2_010452	AMIN003795
OG0007619	AFUN2_001134	AMIN011503
OG0007620	AFUN2_010268	AMIN007340
OG0007621	AFUN2_014148	AMIN007550
OG0007622	AFUN2_000801	AMIN008060
OG0007623	AFUN2_011035	AMIN006266
OG0007624	AFUN2_003371	AMIN010897
OG0007625	AFUN2_004554	AMIN005534
OG0007626	AFUN2_008159	AMIN003359
OG0007627	AFUN2_008694	AMIN009923
OG0007628	AFUN2_010812	AMIN008922
OG0007629	AFUN2_013177	AMIN005844
OG0007630	AFUN2_000481	AMIN001749
OG0007631	AFUN2_010026	AMIN005123
OG0007632	AFUN2_000472	AMIN004855
OG0007633	AFUN2_007670	AMIN010936
OG0007634	AFUN2_013633	AMIN010866
OG0007635	AFUN2_005141	AMIN007315
OG0007636	AFUN2_004227	AMIN000250
OG0007637	AFUN2_012978	AMIN006912
OG0007638	AFUN2_004238	AMIN007278
OG0007639	AFUN2_003606	AMIN005349
OG0007640	AFUN2_007087	AMIN003578
OG0007641	AFUN2_004485	AMIN009382
OG0007642	AFUN2_001801	AMIN007704
OG0007643	AFUN2_007245	AMIN005173
OG0007644	AFUN2_003380	AMIN011266
OG0007645	AFUN2_007881	AMIN004920
OG0007646	AFUN2_012911	AMIN007284
OG0007647	AFUN2_007895	AMIN000625
OG0007648	AFUN2_008325	AMIN005854
OG0007649	AFUN2_000650	AMIN005165
OG0007650	AFUN2_006354	AMIN003693
OG0007651	AFUN2_001633	AMIN009553
OG0007652	AFUN2_012143	AMIN010039
OG0007653	AFUN2_014032	AMIN008811
OG0007654	AFUN2_008578	AMIN007132
OG0007655	AFUN2_006912	AMIN002758
OG0007656	AFUN2_013129	AMIN003294
OG0007657	AFUN2_007247	AMIN007537
OG0007658	AFUN2_007880	AMIN011129
OG0007659	AFUN2_001732	AMIN000631
OG0007660	AFUN2_004417	AMIN002707
OG0007661	AFUN2_013253	AMIN011034
OG0007662	AFUN2_006770	AMIN005800
OG0007663	AFUN2_002659	AMIN003743
OG0007664	AFUN2_009813	AMIN003333
OG0007665	AFUN2_012781	AMIN002654
OG0007666	AFUN2_010393	AMIN001862
OG0007667	AFUN2_011405	AMIN004140
OG0007668	AFUN2_011189	AMIN008086
OG0007669	AFUN2_013861	AMIN005453
OG0007670	AFUN2_008227	AMIN004700
OG0007671	AFUN2_005724	AMIN004803
OG0007672	AFUN2_010713	AMIN004135
OG0007674	AFUN2_013754	AMIN005645
OG0007675	AFUN2_005877	AMIN001435
OG0007676	AFUN2_010474	AMIN009949
OG0007677	AFUN2_002163	AMIN010005
OG0007678	AFUN2_009454	AMIN007372
OG0007679	AFUN2_010951	AMIN008675
OG0007680	AFUN2_001107	AMIN002054
OG0007681	AFUN2_014800	AMIN005813
OG0007682	AFUN2_010355	AMIN014201
OG0007683	AFUN2_001901	AMIN011612
OG0007684	AFUN2_002128	AMIN008545
OG0007685	AFUN2_013414	AMIN005086
OG0007686	AFUN2_008513	AMIN001029
OG0007687	AFUN2_013525	AMIN004609
OG0007688	AFUN2_001572	AMIN010555
OG0007689	AFUN2_009593	AMIN002539
OG0007690	AFUN2_004426	AMIN011173
OG0007691	AFUN2_001701	AMIN005297
OG0007692	AFUN2_007606	AMIN005103
OG0007693	AFUN2_010013	AMIN006814
OG0007694	AFUN2_012536	AMIN006194
OG0007695	AFUN2_008860	AMIN001907
OG0007696	AFUN2_012874	AMIN008326
OG0007697	AFUN2_007290	AMIN002126
OG0007698	AFUN2_014719	AMIN001733
OG0007699	AFUN2_005974	AMIN004759
OG0007700	AFUN2_005196	AMIN009334
OG0007701	AFUN2_012726	AMIN005138
OG0007702	AFUN2_014387	AMIN008805
OG0007703	AFUN2_001325	AMIN010579
OG0007704	AFUN2_005355	AMIN007790
OG0007705	AFUN2_014685	AMIN008871
OG0007706	AFUN2_007163	AMIN003804
OG0007707	AFUN2_004553	AMIN002262
OG0007708	AFUN2_009160	AMIN004229
OG0007709	AFUN2_009765	AMIN007974
OG0007710	AFUN2_013195	AMIN002390
OG0007711	AFUN2_012299	AMIN015751
OG0007712	AFUN2_004393	AMIN010238
OG0007713	AFUN2_006656	AMIN001267
OG0007714	AFUN2_002182	AMIN003099
OG0007715	AFUN2_009368	AMIN003358
OG0007716	AFUN2_013919	AMIN008849
OG0007717	AFUN2_001259	AMIN009869
OG0007718	AFUN2_000518	AMIN008139
OG0007719	AFUN2_013165	AMIN010020
OG0007720	AFUN2_002042	AMIN007713
OG0007721	AFUN2_006239	AMIN011265
OG0007722	AFUN2_001294	AMIN006750
OG0007723	AFUN2_000398	AMIN011297
OG0007724	AFUN2_010772	AMIN008556
OG0007725	AFUN2_011288	AMIN001834
OG0007726	AFUN2_004144	AMIN002099
OG0007727	AFUN2_001298	AMIN003309
OG0007728	AFUN2_011149	AMIN009111
OG0007729	AFUN2_004632	AMIN002885
OG0007730	AFUN2_005636	AMIN003840
OG0007731	AFUN2_003317	AMIN006001
OG0007732	AFUN2_004031	AMIN006278
OG0007733	AFUN2_013207	AMIN007604
OG0007734	AFUN2_013386	AMIN010131
OG0007735	AFUN2_012691	AMIN001110
OG0007736	AFUN2_007544	AMIN003286
OG0007737	AFUN2_013840	AMIN008724
OG0007738	AFUN2_011721	AMIN006923
OG0007739	AFUN2_007135	AMIN008200
OG0007740	AFUN2_010985	AMIN003009
OG0007741	AFUN2_009863	AMIN003520
OG0007742	AFUN2_013441	AMIN001078
OG0007743	AFUN2_004056	AMIN005699
OG0007744	AFUN2_004207	AMIN004993
OG0007745	AFUN2_001270	AMIN004982
OG0007746	AFUN2_007196	AMIN000174
OG0007747	AFUN2_008358	AMIN007808
OG0007748	AFUN2_011874	AMIN001941
OG0007749	AFUN2_005700	AMIN003446
OG0007751	AFUN2_014042	AMIN002345
OG0007752	AFUN2_014362	AMIN016132
OG0007753	AFUN2_012182	AMIN001956
OG0007754	AFUN2_011770	AMIN007178
OG0007755	AFUN2_001302	AMIN011375
OG0007756	AFUN2_008873	AMIN008843
OG0007757	AFUN2_013733	AMIN005055
OG0007758	AFUN2_002125	AMIN000538
OG0007759	AFUN2_003333	AMIN003970
OG0007759	AFUN2_007816	AMIN014236
OG0007760	AFUN2_007259	AMIN010323
OG0007761	AFUN2_007618	AMIN015750
OG0007762	AFUN2_004097	AMIN004176
OG0007763	AFUN2_007260	AMIN010400
OG0007764	AFUN2_001470	AMIN002586
OG0007765	AFUN2_007898	AMIN006949
OG0007766	AFUN2_012886	AMIN005654
OG0007767	AFUN2_007188	AMIN000769
OG0007768	AFUN2_002964	AMIN009762
OG0007769	AFUN2_012754	AMIN008268
OG0007770	AFUN2_001138	AMIN003255
OG0007771	AFUN2_007449	AMIN005104
OG0007772	AFUN2_012723	AMIN005822
OG0007773	AFUN2_008856	AMIN005589
OG0007774	AFUN2_011111	AMIN003879
OG0007775	AFUN2_006864	AMIN007034
OG0007778	AFUN2_010424	AMIN000835
OG0007781	AFUN2_007202	AMIN000882
OG0007784	AFUN2_008965	AMIN005495
OG0007785	AFUN2_014127	AMIN004078
OG0007787	AFUN2_008597	AMIN008131
OG0007788	AFUN2_003673	AMIN001830
OG0007796	AFUN2_006767	AMIN000164
OG0007802	AFUN2_012090	AMIN008594
OG0007803	AFUN2_008716	AMIN006012
OG0007804	AFUN2_002814	AMIN015994
OG0007805	AFUN2_003119	AMIN006417
OG0007806	AFUN2_013184	AMIN003756, AMIN003757
OG0007809	AFUN2_002255, AFUN2_011926, AFUN2_001303, AFUN2_001615, AFUN2_010255, AFUN2_012067	AMIN001454
OG0007810	AFUN2_014627	AMIN003336
OG0007812	AFUN2_007330	AMIN007919
OG0007814	AFUN2_001859, AFUN2_009376	AMIN010582
OG0007815	AFUN2_013922, AFUN2_000567	AMIN003058, AMIN003057
OG0007816	AFUN2_010315, AFUN2_008397	AMIN006745
OG0007817	AFUN2_011622	AMIN002566
OG0007817	AFUN2_001921	AMIN002567
OG0007818	AFUN2_001663	AMIN000868
OG0007819	AFUN2_006163	AMIN015912
OG0007819	AFUN2_003284	AMIN015911
OG0007820	AFUN2_004027, AFUN2_001797	AMIN003321
OG0007838	AFUN2_004824	AMIN000744
OG0007839	AFUN2_001249	AMIN000740
OG0007840	AFUN2_011085	AMIN003571
OG0007841	AFUN2_014514	AMIN000869
OG0007842	AFUN2_014343	AMIN004626
OG0007843	AFUN2_003724	AMIN003568
OG0007844	AFUN2_005811	AMIN000885
OG0007845	AFUN2_009012	AMIN009919
OG0007846	AFUN2_005445	AMIN002644
OG0007847	AFUN2_004854	AMIN009914
OG0007848	AFUN2_004267	AMIN002749
OG0007849	AFUN2_003965	AMIN009911
OG0007850	AFUN2_003683	AMIN002365
OG0007851	AFUN2_004797	AMIN008753
OG0007852	AFUN2_001689	AMIN001238
OG0007853	AFUN2_001708	AMIN007478
OG0007854	AFUN2_013208	AMIN008752
OG0007856	AFUN2_005009	AMIN011629
OG0007857	AFUN2_006160	AMIN011631
OG0007858	AFUN2_002489	AMIN011630
OG0007859	AFUN2_008840	AMIN010157
OG0007861	AFUN2_000875	AMIN008461
OG0007862	AFUN2_012829	AMIN008306
OG0007863	AFUN2_014521	AMIN006543
OG0007864	AFUN2_004092	AMIN010166
OG0007865	AFUN2_003190	AMIN006546
OG0007866	AFUN2_011135	AMIN008308
OG0007867	AFUN2_006062	AMIN006254
OG0007869	AFUN2_010958	AMIN009763
OG0007870	AFUN2_002066	AMIN006252
OG0007871	AFUN2_007925	AMIN003971
OG0007872	AFUN2_007818	AMIN009756
OG0007873	AFUN2_012854	AMIN009760
OG0007874	AFUN2_007579	AMIN015608
OG0007875	AFUN2_009138	AMIN008548
OG0007876	AFUN2_001804	AMIN000642
OG0007877	AFUN2_010340	AMIN008547
OG0007878	AFUN2_014455	AMIN016097
OG0007879	AFUN2_004637	AMIN000843
OG0007880	AFUN2_000750	AMIN003593
OG0007881	AFUN2_006989	AMIN003602
OG0007882	AFUN2_014214	AMIN015527
OG0007883	AFUN2_007353	AMIN000402
OG0007884	AFUN2_001426	AMIN009050
OG0007885	AFUN2_014674	AMIN000401
OG0007887	AFUN2_000577	AMIN005015
OG0007889	AFUN2_009276	AMIN015649
OG0007890	AFUN2_002146	AMIN003186
OG0007891	AFUN2_012293	AMIN015979
OG0007892	AFUN2_014692	AMIN008934
OG0007893	AFUN2_008214	AMIN008931
OG0007894	AFUN2_000708	AMIN007087
OG0007895	AFUN2_001038	AMIN007065
OG0007896	AFUN2_006713	AMIN007129
OG0007897	AFUN2_005688	AMIN010531
OG0007898	AFUN2_009655	AMIN010532
OG0007899	AFUN2_006800	AMIN001283
OG0007900	AFUN2_009106	AMIN006599
OG0007901	AFUN2_014261	AMIN006595
OG0007902	AFUN2_008306	AMIN000275
OG0007903	AFUN2_012831	AMIN007033
OG0007904	AFUN2_011674	AMIN009308
OG0007905	AFUN2_004080	AMIN007032
OG0007906	AFUN2_013882	AMIN008955
OG0007910	AFUN2_007414	AMIN008856
OG0007912	AFUN2_008897	AMIN011142
OG0007913	AFUN2_002247	AMIN000321
OG0007914	AFUN2_004977	AMIN004182
OG0007915	AFUN2_001763	AMIN004193
OG0007916	AFUN2_008205	AMIN004189
OG0007918	AFUN2_007157	AMIN004191
OG0007919	AFUN2_006186	AMIN006611
OG0007921	AFUN2_001358	AMIN006927
OG0007922	AFUN2_004924	AMIN006934
OG0007923	AFUN2_012398	AMIN002504
OG0007924	AFUN2_001474	AMIN016202
OG0007926	AFUN2_007253	AMIN001472
OG0007927	AFUN2_003106	AMIN009093
OG0007928	AFUN2_004382	AMIN009095
OG0007930	AFUN2_004032	AMIN009724
OG0007931	AFUN2_003079	AMIN009616
OG0007932	AFUN2_013787	AMIN009617
OG0007933	AFUN2_003395	AMIN001553
OG0007934	AFUN2_013513	AMIN001547
OG0007936	AFUN2_010228	AMIN001549
OG0007937	AFUN2_013977	AMIN007539
OG0007939	AFUN2_009482	AMIN002193
OG0007940	AFUN2_007894	AMIN010540
OG0007941	AFUN2_011106	AMIN002183
OG0007942	AFUN2_012105	AMIN015821
OG0007943	AFUN2_005024	AMIN010547
OG0007944	AFUN2_002327	AMIN009976
OG0007945	AFUN2_002557	AMIN007299
OG0007948	AFUN2_013999	AMIN010016
OG0007949	AFUN2_007026	AMIN010406
OG0007950	AFUN2_013303	AMIN010478
OG0007951	AFUN2_001450	AMIN010402
OG0007952	AFUN2_005613	AMIN005599
OG0007953	AFUN2_004567	AMIN011303
OG0007954	AFUN2_011114	AMIN007244
OG0007955	AFUN2_001637	AMIN001651
OG0007956	AFUN2_004544	AMIN005640
OG0007957	AFUN2_000521	AMIN008874
OG0007959	AFUN2_012757	AMIN010254
OG0007960	AFUN2_002004	AMIN010214
OG0007962	AFUN2_001485	AMIN014348
OG0007963	AFUN2_013128	AMIN000603
OG0007964	AFUN2_005156	AMIN006459
OG0007966	AFUN2_004327	AMIN007110
OG0007967	AFUN2_003071	AMIN001368
OG0007968	AFUN2_008745	AMIN006413
OG0007969	AFUN2_003285	AMIN001370
OG0007971	AFUN2_004041	AMIN006036
OG0007972	AFUN2_003129	AMIN006047
OG0007973	AFUN2_010011	AMIN011074
OG0007974	AFUN2_013610	AMIN011540
OG0007975	AFUN2_001781	AMIN011077
OG0007976	AFUN2_013672	AMIN011073
OG0007977	AFUN2_000703	AMIN005911
OG0007978	AFUN2_008178	AMIN001689
OG0007979	AFUN2_001868	AMIN001346
OG0007980	AFUN2_002241	AMIN006273
OG0007981	AFUN2_001317	AMIN011328
OG0007982	AFUN2_008953	AMIN001178
OG0007983	AFUN2_012264	AMIN009684
OG0007984	AFUN2_008136	AMIN009429
OG0007986	AFUN2_011571	AMIN009060
OG0007988	AFUN2_003607	AMIN010645
OG0007989	AFUN2_002752	AMIN009061
OG0007990	AFUN2_004656	AMIN007722
OG0007992	AFUN2_014342	AMIN006234
OG0007993	AFUN2_007740	AMIN006212
OG0007996	AFUN2_002805	AMIN006221
OG0007998	AFUN2_002671	AMIN004635
OG0007999	AFUN2_010510	AMIN003908
OG0008000	AFUN2_002139	AMIN003912
OG0008001	AFUN2_003641	AMIN004063
OG0008002	AFUN2_003245	AMIN003915
OG0008004	AFUN2_012749	AMIN003661
OG0008005	AFUN2_013860	AMIN004762
OG0008006	AFUN2_009521	AMIN005630
OG0008008	AFUN2_008364	AMIN005351
OG0008009	AFUN2_005740	AMIN009828
OG0008010	AFUN2_013685	AMIN009808
OG0008011	AFUN2_012119	AMIN015615
OG0008013	AFUN2_000569	AMIN009810
OG0008014	AFUN2_004309	AMIN009812
OG0008015	AFUN2_011375	AMIN007932
OG0008016	AFUN2_012002	AMIN004488
OG0008017	AFUN2_005806	AMIN007924
OG0008018	AFUN2_009915	AMIN009232
OG0008019	AFUN2_012755	AMIN009261
OG0008020	AFUN2_003891	AMIN004331
OG0008021	AFUN2_013757	AMIN004330
OG0008022	AFUN2_003034	AMIN002127
OG0008023	AFUN2_014035	AMIN002123
OG0008024	AFUN2_005286	AMIN002116
OG0008025	AFUN2_008851	AMIN011283
OG0008026	AFUN2_005281	AMIN001523
OG0008027	AFUN2_002053	AMIN001522
OG0008028	AFUN2_008275	AMIN002742
OG0008030	AFUN2_001960	AMIN004589
OG0008031	AFUN2_001128	AMIN002013
OG0008032	AFUN2_012273	AMIN005796
OG0008033	AFUN2_011801	AMIN003450
OG0008036	AFUN2_003811	AMIN003430
OG0008037	AFUN2_012474	AMIN005022
OG0008038	AFUN2_001784	AMIN015887
OG0008039	AFUN2_007422	AMIN006856
OG0008040	AFUN2_007930	AMIN005025
OG0008041	AFUN2_005268	AMIN001383
OG0008043	AFUN2_007384	AMIN001391
OG0008044	AFUN2_007222	AMIN001426
OG0008045	AFUN2_014513	AMIN001422
OG0008046	AFUN2_004772	AMIN004133
OG0008047	AFUN2_012234	AMIN010333
