Orthogroup	Species	LlongipalpisASM	Orthologs
OG0007772	AaegyptiLVP_AGWG	LOC129788677	AAEL029035
OG0007773	CquinquefasciatusJHB2020	LOC129791455	CQUJHB017253
OG0007773	Aalbopictus_AalbF5	LOC129791455	LOC109407380
OG0007773	AaegyptiLVP_AGWG	LOC129791455	AAEL029068
OG0007773	AsinensisChina	LOC129791455	ASIC010271
OG0007773	AdirusWRAIR2	LOC129791455	ADIR001405
OG0007773	AgambiaePEST	LOC129791455	AGAP029047
OG0007773	AstephensiUCISS2018	LOC129791455	ASTEI20_037088
OG0007773	AfunestusAfunGA1	LOC129791455	AFUN2_008856
OG0007773	AminimusMINIMUS1	LOC129791455	AMIN005589
OG0007774	CquinquefasciatusJHB2020	LOC129791438	CQUJHB017238
OG0007774	AaegyptiLVP_AGWG	LOC129791438	AAEL029112
OG0007774	Aalbopictus_AalbF5	LOC129791438	LOC109622450
OG0007774	AminimusMINIMUS1	LOC129791438	AMIN003879
OG0007774	AfunestusAfunGA1	LOC129791438	AFUN2_011111
OG0007774	AstephensiUCISS2018	LOC129791438	ASTEI20_031784
OG0007774	AgambiaePEST	LOC129791438	AGAP003396
OG0007774	AdirusWRAIR2	LOC129791438	ADIR008264
OG0007774	AsinensisChina	LOC129791438	ASIC014104
OG0007775	AfunestusAfunGA1	LOC129795085	AFUN2_006864
OG0007775	AminimusMINIMUS1	LOC129795085	AMIN007034
OG0007775	AstephensiUCISS2018	LOC129795085	ASTEI20_043601
OG0007775	AdirusWRAIR2	LOC129795085	ADIR011570
OG0007775	AgambiaePEST	LOC129795085	AGAP010783
OG0007775	CquinquefasciatusJHB2020	LOC129795085	CQUJHB016179, CQUJHB015691
OG0007775	Aalbopictus_AalbF5	LOC129795085	LOC109397105, LOC134291778
OG0007778	Aalbopictus_AalbF5	LOC129788639	LOC115257294, LOC109400362
OG0007778	CquinquefasciatusJHB2020	LOC129788639	CQUJHB006414
OG0007778	AdirusWRAIR2	LOC129788639	ADIR008940
OG0007778	AminimusMINIMUS1	LOC129788639	AMIN000835
OG0007778	AsinensisChina	LOC129788639	ASIC002844
OG0007778	AstephensiUCISS2018	LOC129788639	ASTEI20_033030
OG0007778	AgambiaePEST	LOC129788639	AGAP002234
OG0007778	AfunestusAfunGA1	LOC129788639	AFUN2_010424
OG0007781	CquinquefasciatusJHB2020	LOC129797683	CQUJHB017837, CQUJHB012567
OG0007781	Aalbopictus_AalbF5	LOC129797683	LOC109408866
OG0007781	AdirusWRAIR2	LOC129797683	ADIR010638
OG0007781	AsinensisChina	LOC129797683	ASIC011999
OG0007781	AminimusMINIMUS1	LOC129797683	AMIN000882
OG0007781	AfunestusAfunGA1	LOC129797683	AFUN2_007202
OG0007781	AstephensiUCISS2018	LOC129797683	ASTEI20_032930
OG0007781	AgambiaePEST	LOC129797683	AGAP003515
OG0007782	Aalbopictus_AalbF5	LOC129790656	LOC115268935, LOC115261862, LOC134291374, LOC109410016
OG0007782	AfunestusAfunGA1	LOC129790656	AFUN2_006284, AFUN2_012377, AFUN2_003505, AFUN2_011588
OG0007782	AstephensiUCISS2018	LOC129790656	ASTEI20_034871
OG0007784	Aalbopictus_AalbF5	LOC129785836	LOC115260965, LOC109412946
OG0007784	CquinquefasciatusJHB2020	LOC129785836	CQUJHB015863
OG0007784	AsinensisChina	LOC129785836	ASIC004449
OG0007784	AdirusWRAIR2	LOC129785836	ADIR001229
OG0007784	AminimusMINIMUS1	LOC129785836	AMIN005495
OG0007784	AfunestusAfunGA1	LOC129785836	AFUN2_008965
OG0007784	AstephensiUCISS2018	LOC129785836	ASTEI20_043075
OG0007784	AgambiaePEST	LOC129785836	AGAP013476
OG0007785	AdirusWRAIR2	LOC129794638	ADIR005482
OG0007785	AstephensiUCISS2018	LOC129794638	ASTEI20_040251
OG0007785	AfunestusAfunGA1	LOC129794638	AFUN2_014127
OG0007785	AminimusMINIMUS1	LOC129794638	AMIN004078
OG0007785	AgambiaePEST	LOC129794638	AGAP012883, AGAP004271
OG0007785	AsinensisChina	LOC129794638	ASIC020122
OG0007785	Aalbopictus_AalbF5	LOC129794638	LOC109414514
OG0007785	CquinquefasciatusJHB2020	LOC129794638	CQUJHB010847
OG0007787	AminimusMINIMUS1	LOC129797373	AMIN008131
OG0007787	AdirusWRAIR2	LOC129797373	ADIR009188
OG0007787	AsinensisChina	LOC129797373	ASIC014968
OG0007787	AstephensiUCISS2018	LOC129797373	ASTEI20_033150
OG0007787	AfunestusAfunGA1	LOC129797373	AFUN2_008597
OG0007787	AgambiaePEST	LOC129797373	AGAP004790, AGAP004788
OG0007787	CquinquefasciatusJHB2020	LOC129797373	CQUJHB017693
OG0007787	Aalbopictus_AalbF5	LOC129797373	LOC109424729
OG0007794	CquinquefasciatusJHB2020	LOC129795478, LOC129791416, LOC129792555, LOC129791226	CQUJHB003410, CQUJHB000858
OG0007794	Aalbopictus_AalbF5	LOC129795478, LOC129791416, LOC129792555, LOC129791226	LOC134286813, LOC134286940, LOC115266787, LOC115269830
OG0007796	Aalbopictus_AalbF5	LOC129793773	LOC115269127
OG0007796	CquinquefasciatusJHB2020	LOC129793773	CQUJHB011455, CQUJHB001808, CQUJHB012564
OG0007796	AdirusWRAIR2	LOC129793773	ADIR010681
OG0007796	AgambiaePEST	LOC129793773	AGAP003558
OG0007796	AminimusMINIMUS1	LOC129793773	AMIN000164
OG0007796	AfunestusAfunGA1	LOC129793773	AFUN2_006767
OG0007796	AstephensiUCISS2018	LOC129793773	ASTEI20_034283
OG0007802	CquinquefasciatusJHB2020	LOC129789261, LOC129789693	CQUJHB016607
OG0007802	Aalbopictus_AalbF5	LOC129789261, LOC129789693	LOC134291890
OG0007802	AsinensisChina	LOC129789261, LOC129789693	ASIC018100
OG0007802	AminimusMINIMUS1	LOC129789261, LOC129789693	AMIN008594
OG0007802	AfunestusAfunGA1	LOC129789261, LOC129789693	AFUN2_012090
OG0007802	AstephensiUCISS2018	LOC129789261, LOC129789693	ASTEI20_039277
OG0007802	AgambiaePEST	LOC129789261, LOC129789693	AGAP011915
OG0007802	AdirusWRAIR2	LOC129789261, LOC129789693	ADIR001955
OG0007813	AdirusWRAIR2	LOC129792057, LOC129792054	ADIR014689, ADIR008214
OG0007813	AfunestusAfunGA1	LOC129792057, LOC129792054	AFUN2_005227
OG0007813	AstephensiUCISS2018	LOC129792057, LOC129792054	ASTEI20_034178
OG0007813	AgambiaePEST	LOC129792057, LOC129792054	AGAP007292, AGAP012677, AGAP007291, AGAP007293
OG0007826	CquinquefasciatusJHB2020	LOC129796593	CQUJHB000690, CQUJHB014653, CQUJHB009861, CQUJHB002914, CQUJHB004866, CQUJHB001698, CQUJHB007360, CQUJHB006474
OG0007826	AminimusMINIMUS1	LOC129796593	AMIN011590
OG0007838	AaegyptiLVP_AGWG	LOC129787581	AAEL000001
OG0007838	Aalbopictus_AalbF5	LOC129787581	LOC109415496
OG0007838	CquinquefasciatusJHB2020	LOC129787581	CQUJHB009594
OG0007838	AgambiaePEST	LOC129787581	AGAP002923
OG0007838	AdirusWRAIR2	LOC129787581	ADIR002644
OG0007838	AstephensiUCISS2018	LOC129787581	ASTEI20_045303
OG0007838	AminimusMINIMUS1	LOC129787581	AMIN000744
OG0007838	AfunestusAfunGA1	LOC129787581	AFUN2_004824
OG0007839	AgambiaePEST	LOC129797335	AGAP002918
OG0007839	AminimusMINIMUS1	LOC129797335	AMIN000740
OG0007839	AfunestusAfunGA1	LOC129797335	AFUN2_001249
OG0007839	AstephensiUCISS2018	LOC129797335	ASTEI20_032112
OG0007839	AdirusWRAIR2	LOC129797335	ADIR002649
OG0007839	AaegyptiLVP_AGWG	LOC129797335	AAEL000005
OG0007839	Aalbopictus_AalbF5	LOC129797335	LOC115267743
OG0007839	CquinquefasciatusJHB2020	LOC129797335	CQUJHB007196
OG0007840	AgambiaePEST	LOC129797750	AGAP002742
OG0007840	AstephensiUCISS2018	LOC129797750	ASTEI20_033148
OG0007840	AfunestusAfunGA1	LOC129797750	AFUN2_011085
OG0007840	AminimusMINIMUS1	LOC129797750	AMIN003571
OG0007840	AdirusWRAIR2	LOC129797750	ADIR009915
OG0007840	Aalbopictus_AalbF5	LOC129797750	LOC109400877
OG0007840	AaegyptiLVP_AGWG	LOC129797750	AAEL000050
OG0007840	CquinquefasciatusJHB2020	LOC129797750	CQUJHB015780
OG0007842	CquinquefasciatusJHB2020	LOC129787916	CQUJHB008105
OG0007842	Aalbopictus_AalbF5	LOC129787916	LOC109412580
OG0007842	AaegyptiLVP_AGWG	LOC129787916	AAEL000084
OG0007842	AgambiaePEST	LOC129787916	AGAP003154
OG0007842	AstephensiUCISS2018	LOC129787916	ASTEI20_031071
OG0007842	AdirusWRAIR2	LOC129787916	ADIR006710
OG0007842	AfunestusAfunGA1	LOC129787916	AFUN2_014343
OG0007842	AminimusMINIMUS1	LOC129787916	AMIN004626
OG0007843	AstephensiUCISS2018	LOC129796800	ASTEI20_032964
OG0007843	AfunestusAfunGA1	LOC129796800	AFUN2_003724
OG0007843	AminimusMINIMUS1	LOC129796800	AMIN003568
OG0007843	AgambiaePEST	LOC129796800	AGAP002744
OG0007843	AsinensisChina	LOC129796800	ASIC010652
OG0007843	Aalbopictus_AalbF5	LOC129796800	LOC109400874
OG0007843	AaegyptiLVP_AGWG	LOC129796800	AAEL000094
OG0007843	CquinquefasciatusJHB2020	LOC129796800	CQUJHB006656
OG0007846	AdirusWRAIR2	LOC129788876	ADIR006641
OG0007846	AgambiaePEST	LOC129788876	AGAP004080
OG0007846	AminimusMINIMUS1	LOC129788876	AMIN002644
OG0007846	AfunestusAfunGA1	LOC129788876	AFUN2_005445
OG0007846	AstephensiUCISS2018	LOC129788876	ASTEI20_032526
OG0007846	AsinensisChina	LOC129788876	ASIC003492
OG0007846	AaegyptiLVP_AGWG	LOC129788876	AAEL000134
OG0007846	Aalbopictus_AalbF5	LOC129788876	LOC115254340
OG0007848	AgambiaePEST	LOC129786394	AGAP002477
OG0007848	AstephensiUCISS2018	LOC129786394	ASTEI20_031677
OG0007848	AfunestusAfunGA1	LOC129786394	AFUN2_004267
OG0007848	AminimusMINIMUS1	LOC129786394	AMIN002749
OG0007848	AsinensisChina	LOC129786394	ASIC021028
OG0007848	CquinquefasciatusJHB2020	LOC129786394	CQUJHB014176
OG0007848	AaegyptiLVP_AGWG	LOC129786394	AAEL000147
OG0007848	Aalbopictus_AalbF5	LOC129786394	LOC109621636
OG0007849	AaegyptiLVP_AGWG	LOC129796504	AAEL000152
OG0007849	Aalbopictus_AalbF5	LOC129796504	LOC109407938
OG0007849	CquinquefasciatusJHB2020	LOC129796504	CQUJHB015946
OG0007849	AgambiaePEST	LOC129796504	AGAP006071
OG0007849	AminimusMINIMUS1	LOC129796504	AMIN009911
OG0007849	AsinensisChina	LOC129796504	ASIC019020
OG0007849	AstephensiUCISS2018	LOC129796504	ASTEI20_037752
OG0007849	AfunestusAfunGA1	LOC129796504	AFUN2_003965
OG0007852	Aalbopictus_AalbF5	LOC129786373	LOC115264539
OG0007852	AaegyptiLVP_AGWG	LOC129786373	AAEL000178
OG0007852	CquinquefasciatusJHB2020	LOC129786373	CQUJHB001812
OG0007852	AgambiaePEST	LOC129786373	AGAP010488
OG0007852	AminimusMINIMUS1	LOC129786373	AMIN001238
OG0007852	AfunestusAfunGA1	LOC129786373	AFUN2_001689
OG0007852	AstephensiUCISS2018	LOC129786373	ASTEI20_037408
OG0007852	AdirusWRAIR2	LOC129786373	ADIR005655
OG0007853	AminimusMINIMUS1	LOC129795324	AMIN007478
OG0007853	AfunestusAfunGA1	LOC129795324	AFUN2_001708
OG0007853	AdirusWRAIR2	LOC129795324	ADIR009128
OG0007853	AgambiaePEST	LOC129795324	AGAP004710
OG0007853	CquinquefasciatusJHB2020	LOC129795324	CQUJHB003106
OG0007853	Aalbopictus_AalbF5	LOC129795324	LOC134291424, LOC134289877
OG0007853	AaegyptiLVP_AGWG	LOC129795324	AAEL000182
OG0007855	AstephensiUCISS2018	LOC129786789	ASTEI20_040818
OG0007855	AfunestusAfunGA1	LOC129786789	AFUN2_004320
OG0007855	AgambiaePEST	LOC129786789	AGAP028621
OG0007855	AsinensisChina	LOC129786789	ASIC012747
OG0007855	CquinquefasciatusJHB2020	LOC129786789	CQUJHB010665
OG0007855	Aalbopictus_AalbF5	LOC129786789	LOC115253739, LOC134291518
OG0007855	AaegyptiLVP_AGWG	LOC129786789	AAEL000191
OG0007856	AaegyptiLVP_AGWG	LOC129792478	AAEL000227
OG0007856	Aalbopictus_AalbF5	LOC129792478	LOC134288118
OG0007856	AsinensisChina	LOC129792478	ASIC009185
OG0007856	AminimusMINIMUS1	LOC129792478	AMIN011629
OG0007856	AfunestusAfunGA1	LOC129792478	AFUN2_005009
OG0007856	AdirusWRAIR2	LOC129792478	ADIR011530
OG0007856	AgambiaePEST	LOC129792478	AGAP004845
OG0007856	AstephensiUCISS2018	LOC129792478	ASTEI20_039733
OG0007857	AaegyptiLVP_AGWG	LOC129787007, LOC129787013	AAEL000234
OG0007857	AsinensisChina	LOC129787007, LOC129787013	ASIC009183
OG0007857	AstephensiUCISS2018	LOC129787007, LOC129787013	ASTEI20_042413
OG0007857	AdirusWRAIR2	LOC129787007, LOC129787013	ADIR011532
OG0007857	AgambiaePEST	LOC129787007, LOC129787013	AGAP004847
OG0007857	AminimusMINIMUS1	LOC129787007, LOC129787013	AMIN011631
OG0007857	AfunestusAfunGA1	LOC129787007, LOC129787013	AFUN2_006160
OG0007858	AaegyptiLVP_AGWG	LOC129792479	AAEL000256
OG0007858	CquinquefasciatusJHB2020	LOC129792479	CQUJHB018187
OG0007858	AminimusMINIMUS1	LOC129792479	AMIN011630
OG0007858	AstephensiUCISS2018	LOC129792479	ASTEI20_032784
OG0007858	AfunestusAfunGA1	LOC129792479	AFUN2_002489
OG0007858	AgambiaePEST	LOC129792479	AGAP004846
OG0007858	AsinensisChina	LOC129792479	ASIC009184
OG0007858	AdirusWRAIR2	LOC129792479	ADIR011531
OG0007860	AaegyptiLVP_AGWG	LOC129796634	AAEL000260
OG0007860	Aalbopictus_AalbF5	LOC129796634	LOC109422363
OG0007860	CquinquefasciatusJHB2020	LOC129796634	CQUJHB015858
OG0007860	AgambiaePEST	LOC129796634	AGAP010348, AGAP012593
OG0007860	AdirusWRAIR2	LOC129796634	ADIR009754
OG0007860	AfunestusAfunGA1	LOC129796634	AFUN2_003314
OG0007860	AstephensiUCISS2018	LOC129796634	ASTEI20_037634
OG0007862	Aalbopictus_AalbF5	LOC129797099	LOC109422375
OG0007862	AaegyptiLVP_AGWG	LOC129797099	AAEL000276
OG0007862	CquinquefasciatusJHB2020	LOC129797099	CQUJHB010634
OG0007862	AsinensisChina	LOC129797099	ASIC019370
OG0007862	AgambiaePEST	LOC129797099	AGAP012134
OG0007862	AfunestusAfunGA1	LOC129797099	AFUN2_012829
OG0007862	AminimusMINIMUS1	LOC129797099	AMIN008306
OG0007862	AstephensiUCISS2018	LOC129797099	ASTEI20_037080
OG0007863	CquinquefasciatusJHB2020	LOC129795864	CQUJHB011258
OG0007863	AaegyptiLVP_AGWG	LOC129795864	AAEL000285
OG0007863	Aalbopictus_AalbF5	LOC129795864	LOC134291873
OG0007863	AdirusWRAIR2	LOC129795864	ADIR009753
OG0007863	AgambiaePEST	LOC129795864	AGAP010349
OG0007863	AminimusMINIMUS1	LOC129795864	AMIN006543
OG0007863	AfunestusAfunGA1	LOC129795864	AFUN2_014521
OG0007863	AstephensiUCISS2018	LOC129795864	ASTEI20_034681
OG0007864	AaegyptiLVP_AGWG	LOC129792178	AAEL000288
OG0007864	CquinquefasciatusJHB2020	LOC129792178	CQUJHB011060
OG0007864	AdirusWRAIR2	LOC129792178	ADIR006907
OG0007864	AminimusMINIMUS1	LOC129792178	AMIN010166
OG0007864	AstephensiUCISS2018	LOC129792178	ASTEI20_030921
OG0007864	AsinensisChina	LOC129792178	ASIC012984
OG0007864	AfunestusAfunGA1	LOC129792178	AFUN2_004092
OG0007864	AgambiaePEST	LOC129792178	AGAP005674
OG0007866	AgambiaePEST	LOC129795725	AGAP012136
OG0007866	AstephensiUCISS2018	LOC129795725	ASTEI20_033990
OG0007866	AfunestusAfunGA1	LOC129795725	AFUN2_011135
OG0007866	AminimusMINIMUS1	LOC129795725	AMIN008308
OG0007866	AdirusWRAIR2	LOC129795725	ADIR000049
OG0007866	CquinquefasciatusJHB2020	LOC129795725	CQUJHB013437
OG0007866	Aalbopictus_AalbF5	LOC129795725	LOC109424468
OG0007866	AaegyptiLVP_AGWG	LOC129795725	AAEL000297
OG0007867	AstephensiUCISS2018	LOC129789919	ASTEI20_044525
OG0007867	AdirusWRAIR2	LOC129789919	ADIR011032
OG0007867	AminimusMINIMUS1	LOC129789919	AMIN006254
OG0007867	AgambiaePEST	LOC129789919	AGAP008014
OG0007867	AfunestusAfunGA1	LOC129789919	AFUN2_006062
OG0007867	Aalbopictus_AalbF5	LOC129789919	LOC109420683
OG0007867	AaegyptiLVP_AGWG	LOC129789919	AAEL000304
OG0007867	CquinquefasciatusJHB2020	LOC129789919	CQUJHB017738
OG0007868	AsinensisChina	LOC129793144	ASIC019559
OG0007868	AdirusWRAIR2	LOC129793144	ADIR007556
OG0007868	AfunestusAfunGA1	LOC129793144	AFUN2_003218
OG0007868	AstephensiUCISS2018	LOC129793144	ASTEI20_039710
OG0007868	AgambiaePEST	LOC129793144	AGAP006575
OG0007868	Aalbopictus_AalbF5	LOC129793144	LOC109400752
OG0007868	AaegyptiLVP_AGWG	LOC129793144	AAEL000330
OG0007868	CquinquefasciatusJHB2020	LOC129793144	CQUJHB002300
OG0007875	CquinquefasciatusJHB2020	LOC129795084	CQUJHB002236
OG0007875	Aalbopictus_AalbF5	LOC129795084	LOC109425968
OG0007875	AaegyptiLVP_AGWG	LOC129795084	AAEL000394
OG0007875	AgambiaePEST	LOC129795084	AGAP011035
OG0007875	AfunestusAfunGA1	LOC129795084	AFUN2_009138
OG0007875	AstephensiUCISS2018	LOC129795084	ASTEI20_042332
OG0007875	AdirusWRAIR2	LOC129795084	ADIR002029
OG0007875	AminimusMINIMUS1	LOC129795084	AMIN008548
OG0007877	AgambiaePEST	LOC129795301	AGAP011037
OG0007877	AminimusMINIMUS1	LOC129795301	AMIN008547
OG0007877	AfunestusAfunGA1	LOC129795301	AFUN2_010340
OG0007877	AstephensiUCISS2018	LOC129795301	ASTEI20_039304
OG0007877	AdirusWRAIR2	LOC129795301	ADIR002031
OG0007877	CquinquefasciatusJHB2020	LOC129795301	CQUJHB003384
OG0007877	AaegyptiLVP_AGWG	LOC129795301	AAEL000406
OG0007877	Aalbopictus_AalbF5	LOC129795301	LOC109407642
OG0007878	AstephensiUCISS2018	LOC129796900	ASTEI20_043559
OG0007878	AfunestusAfunGA1	LOC129796900	AFUN2_014455
OG0007878	AminimusMINIMUS1	LOC129796900	AMIN016097
OG0007878	AgambiaePEST	LOC129796900	AGAP002087
OG0007878	AdirusWRAIR2	LOC129796900	ADIR006458
OG0007878	CquinquefasciatusJHB2020	LOC129796900	CQUJHB004431
OG0007878	Aalbopictus_AalbF5	LOC129796900	LOC109411665
OG0007878	AaegyptiLVP_AGWG	LOC129796900	AAEL000407
OG0007879	CquinquefasciatusJHB2020	LOC129795703	CQUJHB011552
OG0007879	Aalbopictus_AalbF5	LOC129795703	LOC115269140
OG0007879	AaegyptiLVP_AGWG	LOC129795703	AAEL000410
OG0007879	AsinensisChina	LOC129795703	ASIC001083
OG0007879	AgambiaePEST	LOC129795703	AGAP003553
OG0007879	AstephensiUCISS2018	LOC129795703	ASTEI20_043004
OG0007879	AfunestusAfunGA1	LOC129795703	AFUN2_004637
OG0007879	AminimusMINIMUS1	LOC129795703	AMIN000843
OG0007881	AaegyptiLVP_AGWG	LOC129795179	AAEL000467
OG0007881	Aalbopictus_AalbF5	LOC129795179	LOC109404433
OG0007881	CquinquefasciatusJHB2020	LOC129795179	CQUJHB004580
OG0007881	AstephensiUCISS2018	LOC129795179	ASTEI20_034569
OG0007881	AdirusWRAIR2	LOC129795179	ADIR010142
OG0007881	AgambiaePEST	LOC129795179	AGAP002713
OG0007881	AminimusMINIMUS1	LOC129795179	AMIN003602
OG0007881	AfunestusAfunGA1	LOC129795179	AFUN2_006989
OG0007882	AaegyptiLVP_AGWG	LOC129796339	AAEL000471
OG0007882	Aalbopictus_AalbF5	LOC129796339	LOC109427261
OG0007882	CquinquefasciatusJHB2020	LOC129796339	CQUJHB017565
OG0007882	AsinensisChina	LOC129796339	ASIC021491
OG0007882	AstephensiUCISS2018	LOC129796339	ASTEI20_041669
OG0007882	AfunestusAfunGA1	LOC129796339	AFUN2_014214
OG0007882	AminimusMINIMUS1	LOC129796339	AMIN015527
OG0007882	AgambiaePEST	LOC129796339	AGAP003205
OG0007884	Aalbopictus_AalbF5	LOC129795460	LOC115264680
OG0007884	AaegyptiLVP_AGWG	LOC129795460	AAEL000504
OG0007884	CquinquefasciatusJHB2020	LOC129795460	CQUJHB004090
OG0007884	AgambiaePEST	LOC129795460	AGAP028523
OG0007884	AdirusWRAIR2	LOC129795460	ADIR000291
OG0007884	AminimusMINIMUS1	LOC129795460	AMIN009050
OG0007884	AfunestusAfunGA1	LOC129795460	AFUN2_001426
OG0007884	AstephensiUCISS2018	LOC129795460	ASTEI20_031918
OG0007887	AgambiaePEST	LOC129795721	AGAP010460
OG0007887	AfunestusAfunGA1	LOC129795721	AFUN2_000577
OG0007887	AminimusMINIMUS1	LOC129795721	AMIN005015
OG0007887	AstephensiUCISS2018	LOC129795721	ASTEI20_032977
OG0007887	AdirusWRAIR2	LOC129795721	ADIR005752
OG0007887	Aalbopictus_AalbF5	LOC129795721	LOC109407646
OG0007887	AaegyptiLVP_AGWG	LOC129795721	AAEL000562
OG0007887	CquinquefasciatusJHB2020	LOC129795721	CQUJHB014425
OG0007888	Aalbopictus_AalbF5	LOC129785951	LOC109421743
OG0007888	AaegyptiLVP_AGWG	LOC129785951	AAEL000564
OG0007888	CquinquefasciatusJHB2020	LOC129785951	CQUJHB002171
OG0007888	AsinensisChina	LOC129785951	ASIC008727, ASIC008726
OG0007888	AfunestusAfunGA1	LOC129785951	AFUN2_007527
OG0007888	AstephensiUCISS2018	LOC129785951	ASTEI20_037085
OG0007888	AgambiaePEST	LOC129785951	AGAP001604
OG0007889	Aalbopictus_AalbF5	LOC129792222	LOC109406083
OG0007889	AaegyptiLVP_AGWG	LOC129792222	AAEL000568
OG0007889	CquinquefasciatusJHB2020	LOC129792222	CQUJHB009198
OG0007889	AsinensisChina	LOC129792222	ASIC018808
OG0007889	AfunestusAfunGA1	LOC129792222	AFUN2_009276
OG0007889	AminimusMINIMUS1	LOC129792222	AMIN015649
OG0007889	AstephensiUCISS2018	LOC129792222	ASTEI20_043903
OG0007889	AgambiaePEST	LOC129792222	AGAP005559
OG0007890	AdirusWRAIR2	LOC129796301	ADIR003419
OG0007890	AfunestusAfunGA1	LOC129796301	AFUN2_002146
OG0007890	AminimusMINIMUS1	LOC129796301	AMIN003186
OG0007890	AstephensiUCISS2018	LOC129796301	ASTEI20_034159
OG0007890	AgambiaePEST	LOC129796301	AGAP001763
OG0007890	CquinquefasciatusJHB2020	LOC129796301	CQUJHB013295
OG0007890	AaegyptiLVP_AGWG	LOC129796301	AAEL000572
OG0007890	Aalbopictus_AalbF5	LOC129796301	LOC109421754
OG0007891	CquinquefasciatusJHB2020	LOC129794805	CQUJHB010364
OG0007891	Aalbopictus_AalbF5	LOC129794805	LOC109425899
OG0007891	AaegyptiLVP_AGWG	LOC129794805	AAEL000652
OG0007891	AsinensisChina	LOC129794805	ASIC018224
OG0007891	AdirusWRAIR2	LOC129794805	ADIR000553
OG0007891	AgambiaePEST	LOC129794805	AGAP012409
OG0007891	AminimusMINIMUS1	LOC129794805	AMIN015979
OG0007891	AfunestusAfunGA1	LOC129794805	AFUN2_012293
OG0007892	AfunestusAfunGA1	LOC129793883	AFUN2_014692
OG0007892	AstephensiUCISS2018	LOC129793883	ASTEI20_031150
OG0007892	AminimusMINIMUS1	LOC129793883	AMIN008934
OG0007892	AgambiaePEST	LOC129793883	AGAP012389
OG0007892	AdirusWRAIR2	LOC129793883	ADIR000565
OG0007892	Aalbopictus_AalbF5	LOC129793883	LOC109426049
OG0007892	AaegyptiLVP_AGWG	LOC129793883	AAEL000656
OG0007892	CquinquefasciatusJHB2020	LOC129793883	CQUJHB002984
OG0007893	AfunestusAfunGA1	LOC129795200	AFUN2_008214
OG0007893	AstephensiUCISS2018	LOC129795200	ASTEI20_043251
OG0007893	AdirusWRAIR2	LOC129795200	ADIR000568
OG0007893	AminimusMINIMUS1	LOC129795200	AMIN008931
OG0007893	AgambiaePEST	LOC129795200	AGAP012392
OG0007893	AaegyptiLVP_AGWG	LOC129795200	AAEL000663
OG0007893	Aalbopictus_AalbF5	LOC129795200	LOC109426045
OG0007893	CquinquefasciatusJHB2020	LOC129795200	CQUJHB002679
OG0007894	AstephensiUCISS2018	LOC129790670	ASTEI20_037515
OG0007894	AminimusMINIMUS1	LOC129790670	AMIN007087
OG0007894	AfunestusAfunGA1	LOC129790670	AFUN2_000708
OG0007894	AgambiaePEST	LOC129790670	AGAP007914
OG0007894	AdirusWRAIR2	LOC129790670	ADIR005915
OG0007894	CquinquefasciatusJHB2020	LOC129790670	CQUJHB017124
OG0007894	Aalbopictus_AalbF5	LOC129790670	LOC109415438
OG0007894	AaegyptiLVP_AGWG	LOC129790670	AAEL000685
OG0007895	Aalbopictus_AalbF5	LOC129789973	LOC109429910
OG0007895	AaegyptiLVP_AGWG	LOC129789973	AAEL000697
OG0007895	CquinquefasciatusJHB2020	LOC129789973	CQUJHB017191
OG0007895	AdirusWRAIR2	LOC129789973	ADIR005892
OG0007895	AgambiaePEST	LOC129789973	AGAP007936
OG0007895	AstephensiUCISS2018	LOC129789973	ASTEI20_035968
OG0007895	AfunestusAfunGA1	LOC129789973	AFUN2_001038
OG0007895	AminimusMINIMUS1	LOC129789973	AMIN007065
OG0007896	AaegyptiLVP_AGWG	LOC129789401	AAEL000699
OG0007896	Aalbopictus_AalbF5	LOC129789401	LOC109429894
OG0007896	CquinquefasciatusJHB2020	LOC129789401	CQUJHB006015
OG0007896	AsinensisChina	LOC129789401	ASIC007458
OG0007896	AgambiaePEST	LOC129789401	AGAP007875
OG0007896	AfunestusAfunGA1	LOC129789401	AFUN2_006713
OG0007896	AminimusMINIMUS1	LOC129789401	AMIN007129
OG0007896	AstephensiUCISS2018	LOC129789401	ASTEI20_034111
OG0007897	CquinquefasciatusJHB2020	LOC129797771	CQUJHB000920
OG0007897	Aalbopictus_AalbF5	LOC129797771	LOC109407754
OG0007897	AaegyptiLVP_AGWG	LOC129797771	AAEL000744
OG0007897	AgambiaePEST	LOC129797771	AGAP007339
OG0007897	AdirusWRAIR2	LOC129797771	ADIR008171
OG0007897	AstephensiUCISS2018	LOC129797771	ASTEI20_045666
OG0007897	AfunestusAfunGA1	LOC129797771	AFUN2_005688
OG0007897	AminimusMINIMUS1	LOC129797771	AMIN010531
OG0007901	AgambiaePEST	LOC129796222	AGAP010397
OG0007901	AminimusMINIMUS1	LOC129796222	AMIN006595
OG0007901	AfunestusAfunGA1	LOC129796222	AFUN2_014261
OG0007901	AstephensiUCISS2018	LOC129796222	ASTEI20_036024
OG0007901	AsinensisChina	LOC129796222	ASIC013906
OG0007901	CquinquefasciatusJHB2020	LOC129796222	CQUJHB003563
OG0007901	AaegyptiLVP_AGWG	LOC129796222	AAEL000844
OG0007901	Aalbopictus_AalbF5	LOC129796222	LOC109426481
OG0007902	CquinquefasciatusJHB2020	LOC129796255	CQUJHB007210
OG0007902	AdirusWRAIR2	LOC129796255	ADIR003368
