Orthogroup	AdirusWRAIR2	AaegyptiLVP_AGWG
OG0006677	ADIR006984	AAEL013940
OG0006678	ADIR005152	AAEL013950
OG0006679	ADIR004817	AAEL013952
OG0006680	ADIR010225	AAEL013960
OG0006681	ADIR009901	AAEL013967
OG0006682	ADIR004325	AAEL013969
OG0006683	ADIR004324	AAEL013970
OG0006684	ADIR010822	AAEL013971
OG0006685	ADIR015760	AAEL013982
OG0006686	ADIR000195	AAEL013985
OG0006687	ADIR007921	AAEL013992
OG0006688	ADIR009385	AAEL014003
OG0006689	ADIR004455	AAEL014006
OG0006690	ADIR001754	AAEL014014
OG0006691	ADIR010143	AAEL014016
OG0006692	ADIR007409	AAEL014024
OG0006693	ADIR007408	AAEL014028
OG0006694	ADIR009074	AAEL014032
OG0006695	ADIR010494	AAEL014037
OG0006696	ADIR002221	AAEL014040
OG0006697	ADIR006731	AAEL014046
OG0006698	ADIR009872	AAEL014057
OG0006699	ADIR009994	AAEL014063
OG0006700	ADIR005086	AAEL014064
OG0006701	ADIR006177	AAEL014067
OG0006702	ADIR006180	AAEL014068
OG0006703	ADIR006176	AAEL014069
OG0006704	ADIR005087	AAEL014070
OG0006705	ADIR006182	AAEL014071
OG0006706	ADIR009891	AAEL014072
OG0006707	ADIR007210	AAEL014084
OG0006708	ADIR008716	AAEL014094
OG0006709	ADIR000895	AAEL014130
OG0006710	ADIR008330	AAEL014142
OG0006711	ADIR010201	AAEL014144
OG0006712	ADIR001850	AAEL014151
OG0006713	ADIR001848	AAEL014152
OG0006714	ADIR002077	AAEL014153
OG0006715	ADIR002081	AAEL014154
OG0006716	ADIR002083	AAEL014161
OG0006717	ADIR007375	AAEL014169
OG0006718	ADIR007377	AAEL014171
OG0006719	ADIR011237	AAEL014183
OG0006720	ADIR004881	AAEL014187
OG0006721	ADIR001346	AAEL014198
OG0006722	ADIR001347	AAEL014201
OG0006723	ADIR002075	AAEL014203
OG0006724	ADIR002074	AAEL014204
OG0006725	ADIR004663	AAEL014208
OG0006726	ADIR000336	AAEL014212
OG0006727	ADIR004497	AAEL014227
OG0006728	ADIR001548	AAEL014243
OG0006729	ADIR011091	AAEL014250
OG0006730	ADIR006158	AAEL014251
OG0006731	ADIR005254	AAEL014252
OG0006732	ADIR005253	AAEL014255
OG0006733	ADIR007924	AAEL014256
OG0006734	ADIR008374	AAEL014265
OG0006735	ADIR000934	AAEL014273
OG0006736	ADIR000936, ADIR004733	AAEL014275
OG0006737	ADIR011314	AAEL014282
OG0006738	ADIR011317	AAEL014283
OG0006739	ADIR011316	AAEL014287
OG0006740	ADIR000408	AAEL014295
OG0006741	ADIR008735	AAEL014296
OG0006742	ADIR006478	AAEL014302
OG0006743	ADIR009252	AAEL014311
OG0006744	ADIR008157	AAEL014315
OG0006745	ADIR008158	AAEL014316
OG0006746	ADIR008155	AAEL014317
OG0006747	ADIR008720	AAEL014325
OG0006748	ADIR001075	AAEL014333
OG0006749	ADIR001676	AAEL014334
OG0006750	ADIR009392	AAEL014345
OG0006751	ADIR006337	AAEL014347
OG0006752	ADIR001473	AAEL014357
OG0006753	ADIR010527	AAEL014365
OG0006754	ADIR010526	AAEL014366
OG0006755	ADIR002832	AAEL014376
OG0006756	ADIR002834	AAEL014379
OG0006757	ADIR001486	AAEL014389
OG0006758	ADIR007385	AAEL014391
OG0006759	ADIR008399	AAEL014408
OG0006760	ADIR003277	AAEL014410
OG0006761	ADIR011333	AAEL014419
OG0006762	ADIR008424	AAEL014426
OG0006763	ADIR002406	AAEL014428
OG0006764	ADIR002959	AAEL014433
OG0006765	ADIR004671	AAEL014484
OG0006766	ADIR010927	AAEL014486
OG0006767	ADIR005936	AAEL014495
OG0006768	ADIR006949	AAEL014501
OG0006769	ADIR009213	AAEL014510
OG0006770	ADIR008900	AAEL014511
OG0006771	ADIR008791	AAEL014520
OG0006772	ADIR008995	AAEL014523
OG0006773	ADIR004453	AAEL014526
OG0006774	ADIR004454	AAEL014527
OG0006775	ADIR004451	AAEL014528
OG0006776	ADIR004452	AAEL014529
OG0006777	ADIR004783	AAEL014533
OG0006778	ADIR010875	AAEL014536
OG0006779	ADIR006983	AAEL014549
OG0006780	ADIR006980	AAEL014550
OG0006781	ADIR009311	AAEL014562
OG0006782	ADIR009262	AAEL014566
OG0006783	ADIR016057	AAEL014583
OG0006784	ADIR010981	AAEL014596
OG0006785	ADIR006178	AAEL014622
OG0006786	ADIR002977	AAEL014628
OG0006787	ADIR001570	AAEL014641
OG0006788	ADIR001569	AAEL014642
OG0006789	ADIR001572	AAEL014644
OG0006790	ADIR001573	AAEL014645
OG0006791	ADIR011717	AAEL014704
OG0006792	ADIR002930	AAEL014705
OG0006793	ADIR005935	AAEL014709
OG0006794	ADIR003797	AAEL014715
OG0006795	ADIR006719	AAEL014717
OG0006796	ADIR004595	AAEL014720
OG0006797	ADIR000692	AAEL014732
OG0006798	ADIR000693	AAEL014734
OG0006799	ADIR002279	AAEL014749
OG0006800	ADIR011126	AAEL014754
OG0006801	ADIR001383	AAEL014760
OG0006802	ADIR007745	AAEL014765
OG0006803	ADIR007731	AAEL014768
OG0006804	ADIR010957	AAEL014771
OG0006805	ADIR007848	AAEL014773
OG0006806	ADIR004851	AAEL014797
OG0006808	ADIR009041	AAEL014822
OG0006809	ADIR004334	AAEL014832
OG0006810	ADIR004333	AAEL014836
OG0006811	ADIR004472	AAEL014846
OG0006812	ADIR004816	AAEL014868
OG0006813	ADIR004248	AAEL014883
OG0006814	ADIR004256	AAEL014889
OG0006815	ADIR009853	AAEL014895
OG0006816	ADIR004828	AAEL014899
OG0006817	ADIR004829	AAEL014900
OG0006818	ADIR003776	AAEL014904
OG0006819	ADIR000248	AAEL014908
OG0006820	ADIR010446	AAEL014915
OG0006821	ADIR010866	AAEL014949
OG0006822	ADIR001591	AAEL014957
OG0006823	ADIR001590	AAEL014959
OG0006824	ADIR003602	AAEL014960
OG0006825	ADIR005939	AAEL014970
OG0006826	ADIR008731	AAEL014990
OG0006827	ADIR008729	AAEL014992
OG0006828	ADIR007488	AAEL014999
OG0006829	ADIR004065	AAEL015006
OG0006830	ADIR007736	AAEL015014
OG0006831	ADIR007353	AAEL015016
OG0006832	ADIR011672	AAEL015052
OG0006833	ADIR008004	AAEL015060
OG0006834	ADIR015934	AAEL015061
OG0006835	ADIR008006	AAEL015062
OG0006836	ADIR003692	AAEL015065
OG0006837	ADIR008623	AAEL015100
OG0006838	ADIR009082	AAEL015111
OG0006839	ADIR003787	AAEL015142
OG0006840	ADIR005215	AAEL015180
OG0006841	ADIR004139	AAEL015199
OG0006842	ADIR003076	AAEL015216
OG0006843	ADIR011655	AAEL015238
OG0006844	ADIR010896	AAEL015275
OG0006845	ADIR003563	AAEL015298
OG0006846	ADIR003981	AAEL015300
OG0006847	ADIR003656	AAEL015304
OG0006848	ADIR002883	AAEL015305
OG0006849	ADIR010437	AAEL015307
OG0006850	ADIR003798	AAEL015335
OG0006851	ADIR003799	AAEL015336
OG0006852	ADIR005134	AAEL015345
OG0006854	ADIR001409	AAEL015393
OG0006855	ADIR004775	AAEL015394
OG0006856	ADIR001007	AAEL015411
OG0006857	ADIR001656	AAEL015416
OG0006858	ADIR008478	AAEL015455
OG0006859	ADIR003960	AAEL015458
OG0006860	ADIR007625	AAEL015472
OG0006861	ADIR000684	AAEL015493
OG0006862	ADIR011670	AAEL015559
OG0006863	ADIR007537	AAEL015593
OG0006864	ADIR008509	AAEL015603
OG0006865	ADIR001728	AAEL015607
OG0006866	ADIR010696	AAEL015631
OG0006867	ADIR007258	AAEL015651
OG0006868	ADIR011683	AAEL015653
OG0006869	ADIR000256	AAEL016972
OG0006870	ADIR004835	AAEL016984
OG0006871	ADIR009918	AAEL016986
OG0006872	ADIR007990	AAEL016992
OG0006873	ADIR003201	AAEL016997
OG0006874	ADIR009327	AAEL016998
OG0006875	ADIR001487	AAEL016999
OG0006876	ADIR000046	AAEL017004
OG0006877	ADIR001218	AAEL017005
OG0006878	ADIR005945	AAEL017010
OG0006879	ADIR001219	AAEL017015
OG0006880	ADIR007187	AAEL017059
OG0006881	ADIR005489	AAEL017080
OG0006882	ADIR011212	AAEL017082
OG0006883	ADIR015666	AAEL017085
OG0006884	ADIR008110	AAEL017098
OG0006885	ADIR001422	AAEL017115
OG0006886	ADIR008107	AAEL017120
OG0006887	ADIR010343	AAEL017133
OG0006888	ADIR001109	AAEL017142
OG0006889	ADIR005949	AAEL017155
OG0006890	ADIR008658	AAEL017164
OG0006891	ADIR001761	AAEL017184
OG0006892	ADIR007117	AAEL017188
OG0006893	ADIR004762	AAEL017204
OG0006894	ADIR004831	AAEL017224
OG0006895	ADIR005275	AAEL028108, AAEL017258
OG0006896	ADIR002702	AAEL017263
OG0006897	ADIR000260	AAEL017272
OG0006898	ADIR015694	AAEL017280
OG0006899	ADIR003374	AAEL017282
OG0006900	ADIR007629	AAEL017300
OG0006901	ADIR009770	AAEL017315
OG0006902	ADIR002587	AAEL017329
OG0006903	ADIR001337	AAEL017331
OG0006904	ADIR010083	AAEL017332
OG0006905	ADIR001863	AAEL017338
OG0006906	ADIR006143	AAEL017368
OG0006907	ADIR006067	AAEL017374
OG0006908	ADIR008261	AAEL017385
OG0006909	ADIR002271	AAEL017395
OG0006910	ADIR002403	AAEL017421
OG0006911	ADIR008999	AAEL017437
OG0006912	ADIR006027	AAEL017445
OG0006913	ADIR000235	AAEL017447
OG0006914	ADIR008238	AAEL017462
OG0006915	ADIR005838	AAEL017503
OG0006916	ADIR016083	AAEL017516
OG0006917	ADIR003720	AAEL017526
OG0006918	ADIR000042	AAEL017543
OG0006919	ADIR008056	AAEL017560
OG0006920	ADIR005502	AAEL017986
OG0006921	ADIR003917	AAEL017994
OG0006922	ADIR006914	AAEL018011
OG0006923	ADIR010980	AAEL018032
OG0006924	ADIR003161	AAEL018039
OG0006925	ADIR000397	AAEL018040
OG0006926	ADIR010061	AAEL018048
OG0006927	ADIR005484	AAEL018050
OG0006928	ADIR005905	AAEL018052
OG0006929	ADIR000340	AAEL018054
OG0006930	ADIR010628	AAEL018056
OG0006931	ADIR001158	AAEL018059
OG0006932	ADIR001988	AAEL018112
OG0006933	ADIR008837	AAEL018119
OG0006934	ADIR016152	AAEL018121
OG0006935	ADIR002778	AAEL018124
OG0006936	ADIR002674	AAEL018125
OG0006937	ADIR001501	AAEL018127
OG0006938	ADIR006590	AAEL018130
OG0006939	ADIR010169	AAEL018132
OG0006940	ADIR011207	AAEL018136
OG0006941	ADIR005671	AAEL018146
OG0006942	ADIR007823	AAEL018150
OG0006943	ADIR005798	AAEL023530, AAEL018152
OG0006944	ADIR011253	AAEL018159
OG0006945	ADIR007893	AAEL018160
OG0006946	ADIR006528	AAEL018163
OG0006947	ADIR010592	AAEL018164
OG0006948	ADIR007838	AAEL018168
OG0006949	ADIR002668	AAEL018173
OG0006950	ADIR009539	AAEL018174
OG0006951	ADIR000085	AAEL018178
OG0006952	ADIR010081	AAEL018182
OG0006953	ADIR002623	AAEL018200
OG0006954	ADIR000155	AAEL018205
OG0006955	ADIR003195	AAEL018207
OG0006956	ADIR006216	AAEL018228
OG0006957	ADIR016053	AAEL018234
OG0006958	ADIR016159	AAEL018236
OG0006959	ADIR007995	AAEL018237
OG0006960	ADIR000673	AAEL018244
OG0006961	ADIR003177	AAEL018259
OG0006962	ADIR010233	AAEL018265
OG0006963	ADIR005179	AAEL018273
OG0006964	ADIR007348	AAEL018276
OG0006965	ADIR011144	AAEL018278
OG0006966	ADIR005938	AAEL018280
OG0006967	ADIR011057	AAEL018281
OG0006968	ADIR009580	AAEL018288
OG0006969	ADIR015692	AAEL018293
OG0006970	ADIR004575	AAEL018296
OG0006971	ADIR004588	AAEL018297
OG0006972	ADIR002478	AAEL018300
OG0006973	ADIR005820, ADIR005824	AAEL018308
OG0006974	ADIR008913	AAEL018312
OG0006975	ADIR010672	AAEL018313
OG0006976	ADIR007552	AAEL018318
OG0006977	ADIR010069	AAEL018322
OG0006978	ADIR011102	AAEL018329
OG0006979	ADIR007770	AAEL018333
OG0006980	ADIR000829	AAEL018339
OG0006981	ADIR004014	AAEL018341
OG0006982	ADIR011545	AAEL018342
OG0006983	ADIR009980	AAEL018344
OG0006984	ADIR006779	AAEL018348
OG0006985	ADIR005074	AAEL018350
OG0006986	ADIR005208	AAEL018353
OG0006987	ADIR005233	AAEL018354
OG0006988	ADIR006995	AAEL018703
OG0006989	ADIR011008	AAEL018707
OG0006990	ADIR009482	AAEL018710
OG0006991	ADIR002293	AAEL019408
OG0006992	ADIR004161	AAEL019410
OG0006993	ADIR008224	AAEL019416
OG0006994	ADIR001155	AAEL019422
OG0006995	ADIR008178	AAEL019423
OG0006996	ADIR005857	AAEL019426
OG0006997	ADIR011301	AAEL019427
OG0006998	ADIR000445	AAEL019428
OG0006999	ADIR015509	AAEL019431
OG0007000	ADIR003175	AAEL019434
OG0007001	ADIR007390	AAEL019436
OG0007002	ADIR008891	AAEL019437
OG0007003	ADIR009871	AAEL019441
OG0007004	ADIR005844	AAEL019447
OG0007005	ADIR008034	AAEL019452
OG0007006	ADIR009164	AAEL019455
OG0007007	ADIR009574	AAEL019458
OG0007008	ADIR005566	AAEL019459
OG0007009	ADIR004232	AAEL019460
OG0007010	ADIR000608	AAEL019461
OG0007011	ADIR010291	AAEL019464
OG0007012	ADIR010877	AAEL019466
OG0007013	ADIR005989	AAEL019477
OG0007014	ADIR004160	AAEL019478
OG0007015	ADIR009957	AAEL019483
OG0007016	ADIR009961	AAEL019485
OG0007017	ADIR011329	AAEL019487
OG0007018	ADIR001115	AAEL019492, AAEL026374
OG0007019	ADIR001116	AAEL020474, AAEL019493
OG0007020	ADIR006366	AAEL019495
OG0007021	ADIR004386	AAEL019503
OG0007022	ADIR010704	AAEL019508
OG0007023	ADIR004079	AAEL019509
OG0007024	ADIR001889	AAEL019511
OG0007025	ADIR003459	AAEL019513
OG0007026	ADIR004855	AAEL019516
OG0007027	ADIR009292	AAEL019518
OG0007028	ADIR015667	AAEL019521
OG0007029	ADIR000674	AAEL019522
OG0007030	ADIR010914	AAEL019523
OG0007031	ADIR007861, ADIR007856	AAEL019527
OG0007032	ADIR004347	AAEL019529
OG0007033	ADIR000119	AAEL019530
OG0007034	ADIR004915	AAEL019532
OG0007035	ADIR007593	AAEL019537
OG0007036	ADIR011679	AAEL019539
OG0007037	ADIR004374	AAEL019544
OG0007038	ADIR007107	AAEL019546
OG0007039	ADIR000857	AAEL019549
OG0007040	ADIR006761	AAEL019552
OG0007041	ADIR004346	AAEL019557
OG0007042	ADIR011213	AAEL019559
OG0007043	ADIR010659	AAEL019562
OG0007044	ADIR006269	AAEL019565
OG0007045	ADIR009932	AAEL020206, AAEL019567
OG0007046	ADIR004928	AAEL019572
OG0007047	ADIR001697	AAEL019575
OG0007048	ADIR003811	AAEL019576
OG0007049	ADIR002657	AAEL019579
OG0007050	ADIR000263	AAEL019580
OG0007051	ADIR011192	AAEL019583
OG0007052	ADIR009254	AAEL019590
OG0007053	ADIR009538	AAEL019594
OG0007054	ADIR007082	AAEL019597
OG0007055	ADIR009495	AAEL019598
OG0007056	ADIR005358	AAEL019601
OG0007057	ADIR007638	AAEL019604
OG0007058	ADIR010924	AAEL019605
OG0007059	ADIR004995	AAEL019606
OG0007060	ADIR003288	AAEL019607
OG0007061	ADIR011517	AAEL019608
OG0007062	ADIR007001	AAEL019618, AAEL025187
OG0007063	ADIR006484	AAEL019622
OG0007064	ADIR000877	AAEL019626
OG0007065	ADIR010814	AAEL019627
OG0007066	ADIR010532	AAEL019628
OG0007067	ADIR002258	AAEL019629
OG0007068	ADIR004906	AAEL019638
OG0007069	ADIR006797	AAEL019641
OG0007070	ADIR009616	AAEL019643
OG0007071	ADIR001758	AAEL019651
OG0007072	ADIR005005	AAEL019662
OG0007073	ADIR008839	AAEL019668
OG0007074	ADIR003846	AAEL019670
OG0007075	ADIR005298	AAEL019672
OG0007076	ADIR009123	AAEL019673
OG0007077	ADIR002163	AAEL019677
OG0007078	ADIR007741	AAEL019681
OG0007079	ADIR008260	AAEL019683
OG0007080	ADIR008877	AAEL019685
OG0007081	ADIR004048	AAEL019690
OG0007082	ADIR000510	AAEL019693
OG0007083	ADIR008430	AAEL019696
OG0007084	ADIR009641	AAEL019697
OG0007085	ADIR006734	AAEL019700
OG0007086	ADIR000417	AAEL019703
OG0007087	ADIR011166	AAEL019708
OG0007088	ADIR003623	AAEL019709
OG0007089	ADIR006205	AAEL019711
OG0007090	ADIR010767	AAEL019713
OG0007091	ADIR007913, ADIR007914	AAEL019720
OG0007092	ADIR002034	AAEL019728
OG0007093	ADIR016151	AAEL019731
OG0007094	ADIR004074	AAEL019739
OG0007095	ADIR003609	AAEL019740
OG0007096	ADIR006977	AAEL019742
OG0007097	ADIR004720	AAEL019744
OG0007098	ADIR008730	AAEL019745
OG0007099	ADIR008757	AAEL019746
OG0007100	ADIR001299	AAEL019747
OG0007101	ADIR004026	AAEL019748
OG0007102	ADIR006624	AAEL019752
OG0007103	ADIR011444	AAEL019753
OG0007104	ADIR008986	AAEL019755
OG0007105	ADIR011542	AAEL019764
OG0007106	ADIR004580	AAEL019769
OG0007107	ADIR000505	AAEL019770
OG0007108	ADIR005183	AAEL019772
OG0007109	ADIR002135	AAEL019774
OG0007110	ADIR007511	AAEL019776
OG0007111	ADIR008841	AAEL019780
OG0007112	ADIR009411	AAEL019782
OG0007113	ADIR008515	AAEL019783
OG0007114	ADIR006250	AAEL019785
OG0007115	ADIR001008	AAEL019787
OG0007116	ADIR009215	AAEL019788
OG0007117	ADIR011447	AAEL019793
OG0007118	ADIR009176	AAEL019794
OG0007119	ADIR006175	AAEL019800
OG0007120	ADIR004378	AAEL019802
OG0007121	ADIR008944	AAEL019804
OG0007122	ADIR008947	AAEL019805
OG0007123	ADIR010066	AAEL019807
OG0007124	ADIR010884	AAEL019818
OG0007125	ADIR009368	AAEL019819
OG0007126	ADIR004877	AAEL019826
OG0007127	ADIR000743	AAEL019827
OG0007128	ADIR005242	AAEL019832
OG0007129	ADIR009990	AAEL019838
OG0007130	ADIR010515	AAEL019841
OG0007131	ADIR009432	AAEL019854
OG0007132	ADIR011078	AAEL019859
OG0007133	ADIR003332	AAEL019860
OG0007134	ADIR004134	AAEL019864
OG0007135	ADIR008762	AAEL019865
OG0007136	ADIR016160	AAEL019869
OG0007137	ADIR006469	AAEL019880
OG0007138	ADIR007229	AAEL019885
OG0007139	ADIR009507	AAEL019887
OG0007140	ADIR006954	AAEL019895
OG0007141	ADIR007283	AAEL019896
OG0007142	ADIR011591	AAEL019898
OG0007143	ADIR004891	AAEL019904
OG0007144	ADIR002726	AAEL019905
OG0007145	ADIR004021	AAEL019916
OG0007146	ADIR002864	AAEL019917
OG0007147	ADIR003890	AAEL019918
OG0007148	ADIR006707	AAEL019921
OG0007149	ADIR010795	AAEL019922
OG0007150	ADIR005848	AAEL019927
OG0007151	ADIR005776	AAEL019932
OG0007152	ADIR016214, ADIR016213	AAEL019936
OG0007153	ADIR004884	AAEL019950
OG0007154	ADIR004946	AAEL019952
OG0007155	ADIR010094	AAEL019960
OG0007156	ADIR000078	AAEL019965
OG0007157	ADIR004832	AAEL019966
OG0007158	ADIR010043	AAEL019970
OG0007159	ADIR008585	AAEL019977
OG0007160	ADIR005604	AAEL019982
OG0007161	ADIR016109	AAEL019983
OG0007162	ADIR008871	AAEL019986
OG0007163	ADIR001668	AAEL019988
OG0007164	ADIR004434	AAEL019992
OG0007165	ADIR008290	AAEL020002
OG0007166	ADIR007328	AAEL020018
OG0007167	ADIR007352	AAEL020021
OG0007168	ADIR009229	AAEL020057
OG0007169	ADIR003655	AAEL020071
OG0007170	ADIR003679	AAEL020073
OG0007171	ADIR002230	AAEL020083
OG0007172	ADIR000149	AAEL020092
OG0007173	ADIR016095	AAEL020093
OG0007174	ADIR001259	AAEL020100, AAEL020508
OG0007175	ADIR006861	AAEL020110
OG0007176	ADIR001844	AAEL020113
OG0007177	ADIR015769	AAEL020123
OG0007178	ADIR002212	AAEL020132
OG0007179	ADIR011697	AAEL020162
OG0007180	ADIR005097	AAEL020186
OG0007181	ADIR001058	AAEL020203
OG0007182	ADIR009483	AAEL020217
OG0007183	ADIR009248	AAEL020233
OG0007184	ADIR002201	AAEL020238
OG0007185	ADIR010736	AAEL020256
OG0007186	ADIR008076	AAEL020261
OG0007187	ADIR000900	AAEL020264
OG0007188	ADIR000690	AAEL020307
OG0007189	ADIR003789	AAEL020311
OG0007190	ADIR010473	AAEL020313
OG0007191	ADIR008449	AAEL020340
OG0007192	ADIR015911	AAEL020341
OG0007193	ADIR003273	AAEL020347
OG0007194	ADIR008372	AAEL020363
OG0007195	ADIR003462	AAEL020368
OG0007196	ADIR007562	AAEL020382
OG0007197	ADIR006712	AAEL020387
OG0007198	ADIR015690	AAEL020390
OG0007199	ADIR007585	AAEL020432
OG0007200	ADIR010751	AAEL020441
OG0007201	ADIR004282	AAEL020456
OG0007202	ADIR005986	AAEL020457
OG0007203	ADIR005346	AAEL020459
OG0007204	ADIR007221	AAEL020466, AAEL024975
OG0007205	ADIR001502	AAEL020467
OG0007206	ADIR003298	AAEL020476
OG0007207	ADIR001166	AAEL020482
OG0007208	ADIR004758	AAEL020484
OG0007209	ADIR003278	AAEL020485
OG0007210	ADIR011289	AAEL020486
OG0007211	ADIR001652	AAEL020488
OG0007212	ADIR008613	AAEL020489
OG0007213	ADIR002575	AAEL020502
OG0007214	ADIR007950	AAEL020528
OG0007215	ADIR008739	AAEL020530
OG0007216	ADIR011649	AAEL020542
OG0007217	ADIR008332	AAEL024281
OG0007218	ADIR005886	AAEL020573
OG0007219	ADIR004679	AAEL020583
OG0007220	ADIR006495	AAEL020590, AAEL028182
OG0007221	ADIR003146	AAEL020592
OG0007222	ADIR003562	AAEL020597
OG0007223	ADIR011324	AAEL020615
OG0007224	ADIR001146	AAEL020617
OG0007225	ADIR005542	AAEL020631
OG0007226	ADIR003850	AAEL020636
OG0007227	ADIR005957	AAEL020638
OG0007228	ADIR004231	AAEL020642
OG0007229	ADIR007211	AAEL020646
OG0007230	ADIR009850	AAEL020654
OG0007231	ADIR003897	AAEL020696
OG0007232	ADIR011652	AAEL020709
OG0007233	ADIR011111	AAEL020747
OG0007234	ADIR010874	AAEL020761
OG0007235	ADIR006286	AAEL020769
OG0007236	ADIR001117	AAEL020822
OG0007237	ADIR007038	AAEL020827, AAEL022320
OG0007238	ADIR008526	AAEL020848
OG0007239	ADIR007489	AAEL020878
OG0007240	ADIR007933	AAEL024572, AAEL020884
OG0007241	ADIR003874	AAEL020903
OG0007242	ADIR007790	AAEL020915
OG0007243	ADIR007230	AAEL020929
OG0007244	ADIR006991	AAEL020936
OG0007245	ADIR001439	AAEL020950
OG0007246	ADIR008705	AAEL025695, AAEL020969
OG0007247	ADIR009326	AAEL021008
OG0007248	ADIR001232	AAEL021015
OG0007249	ADIR003955	AAEL021022
OG0007250	ADIR001448	AAEL021024
OG0007251	ADIR011657	AAEL021061
OG0007252	ADIR009904	AAEL021073
OG0007253	ADIR008443	AAEL021090, AAEL021135
OG0007254	ADIR009833	AAEL021092
OG0007255	ADIR007821	AAEL021093
OG0007256	ADIR011274	AAEL021097
OG0007257	ADIR010428	AAEL021138
OG0007258	ADIR000595	AAEL021145
OG0007259	ADIR003450	AAEL021151
OG0007260	ADIR003695	AAEL021171
OG0007261	ADIR005547	AAEL021176
OG0007262	ADIR007750	AAEL026039, AAEL021196
OG0007263	ADIR011651	AAEL021200
OG0007264	ADIR008962	AAEL021240
OG0007265	ADIR002757	AAEL021256
OG0007266	ADIR002408	AAEL021258, AAEL026944
OG0007267	ADIR000016	AAEL021261
OG0007268	ADIR005231	AAEL021263
OG0007269	ADIR000501	AAEL021278
OG0007270	ADIR003191	AAEL021284
OG0007271	ADIR001906	AAEL021291
OG0007272	ADIR002210	AAEL021301
OG0007273	ADIR009423	AAEL021307
OG0007274	ADIR003801	AAEL021323
OG0007275	ADIR002684	AAEL021333
OG0007276	ADIR002203	AAEL021353
OG0007277	ADIR004626	AAEL021367
OG0007278	ADIR007209	AAEL021394
OG0007279	ADIR001373	AAEL021395
OG0007280	ADIR005103	AAEL021410
OG0007281	ADIR008704	AAEL021417
OG0007282	ADIR008255	AAEL021418
OG0007283	ADIR011262	AAEL021429
OG0007284	ADIR001386	AAEL021432
OG0007285	ADIR002921	AAEL021449
OG0007286	ADIR015898	AAEL021473
OG0007287	ADIR000804	AAEL021479
OG0007288	ADIR001042	AAEL021491
OG0007290	ADIR005548	AAEL021520
OG0007291	ADIR001646	AAEL021532
OG0007292	ADIR009011	AAEL021533
OG0007293	ADIR003485	AAEL021555
OG0007294	ADIR011642	AAEL021556
OG0007295	ADIR000791	AAEL021570
OG0007296	ADIR000185	AAEL021581
OG0007297	ADIR007803	AAEL021595
OG0007298	ADIR002065	AAEL021605
OG0007299	ADIR008573	AAEL021611
OG0007300	ADIR000921	AAEL021618
OG0007301	ADIR008037	AAEL021621, AAEL024175
OG0007302	ADIR015718	AAEL021641
OG0007303	ADIR010739	AAEL021659
OG0007304	ADIR006087	AAEL021679
OG0007305	ADIR000863	AAEL021698
OG0007306	ADIR002895	AAEL021708
OG0007307	ADIR000786	AAEL021728
OG0007308	ADIR000252	AAEL021732
OG0007309	ADIR007894	AAEL021733
OG0007310	ADIR006843	AAEL021741
OG0007311	ADIR008519	AAEL021746
OG0007312	ADIR007800	AAEL021756
OG0007313	ADIR007714	AAEL021789
OG0007314	ADIR000267	AAEL021793
OG0007315	ADIR005902	AAEL021828
OG0007316	ADIR014869	AAEL021868
OG0007317	ADIR010506	AAEL021877
OG0007318	ADIR005754	AAEL021904
OG0007319	ADIR000811	AAEL021953
OG0007320	ADIR011515	AAEL021982
OG0007321	ADIR001603	AAEL021986
OG0007322	ADIR006696	AAEL022001
OG0007323	ADIR003442	AAEL022008
OG0007325	ADIR001645	AAEL022068
OG0007326	ADIR010284	AAEL022076
OG0007327	ADIR001087	AAEL022080
OG0007328	ADIR010138	AAEL022082
OG0007329	ADIR005909	AAEL022091
OG0007330	ADIR011058	AAEL022098
OG0007331	ADIR010680	AAEL022104
OG0007332	ADIR005851	AAEL022105
OG0007333	ADIR011210	AAEL022126
OG0007334	ADIR002176	AAEL022129
OG0007335	ADIR009797	AAEL022149
OG0007336	ADIR003857	AAEL022154
OG0007337	ADIR005119	AAEL022162
OG0007338	ADIR010939	AAEL022163
OG0007339	ADIR000113	AAEL022168
OG0007340	ADIR005883	AAEL022174
OG0007341	ADIR009076	AAEL022179
OG0007342	ADIR007479	AAEL022180
OG0007343	ADIR015814	AAEL022189, AAEL022613
OG0007344	ADIR010170	AAEL022229
OG0007345	ADIR002886	AAEL022232
OG0007346	ADIR001444	AAEL022268
OG0007347	ADIR009799	AAEL022277, AAEL024576
OG0007348	ADIR007939	AAEL022286
OG0007350	ADIR010901	AAEL022309
OG0007351	ADIR006753	AAEL022328
OG0007352	ADIR006745	AAEL022363
OG0007353	ADIR009756	AAEL022373
OG0007354	ADIR007737	AAEL022385
OG0007355	ADIR001103	AAEL022397
OG0007356	ADIR009647	AAEL022398, AAEL024450
OG0007357	ADIR011093	AAEL022402
OG0007358	ADIR006709	AAEL022413
OG0007359	ADIR001261	AAEL022443
OG0007360	ADIR000310	AAEL022452
OG0007361	ADIR004672	AAEL022460
OG0007362	ADIR007810	AAEL022465
OG0007364	ADIR010187	AAEL022490
OG0007365	ADIR007164	AAEL022496
OG0007366	ADIR007774	AAEL022497
OG0007367	ADIR008309	AAEL022535
OG0007368	ADIR000893	AAEL022538
OG0007369	ADIR010265	AAEL022540
OG0007370	ADIR007538	AAEL022593
OG0007371	ADIR005843	AAEL022595
