Orthogroup	AdirusWRAIR2	AminimusMINIMUS1
OG0008133	ADIR005816	AMIN003138
OG0008134	ADIR005821	AMIN003144
OG0008135	ADIR006389	AMIN002700
OG0008136	ADIR005828	AMIN003150
OG0008137	ADIR002527	AMIN002920
OG0008138	ADIR000705	AMIN009127
OG0008139	ADIR004465	AMIN005764
OG0008140	ADIR009488	AMIN008677
OG0008141	ADIR001199	AMIN000819
OG0008142	ADIR004199	AMIN007736
OG0008143	ADIR004466	AMIN005765
OG0008144	ADIR000429	AMIN006911
OG0008145	ADIR003783	AMIN007285
OG0008147	ADIR008915	AMIN000147
OG0008148	ADIR002487	AMIN000517
OG0008149	ADIR002488	AMIN000518
OG0008151	ADIR006952	AMIN008078
OG0008153	ADIR000999	AMIN005070
OG0008155	ADIR009219	AMIN008169, AMIN008170
OG0008156	ADIR010283	AMIN003995
OG0008157	ADIR001853	AMIN008762
OG0008159	ADIR008249	AMIN014809
OG0008160	ADIR004806	AMIN001507
OG0008161	ADIR004957	AMIN001026
OG0008162	ADIR009968	AMIN002218
OG0008164	ADIR003325	AMIN003812
OG0008165	ADIR003231	AMIN002829
OG0008166	ADIR006602	AMIN002602
OG0008167	ADIR000377	AMIN001294
OG0008168	ADIR000368	AMIN001279
OG0008169	ADIR001746	AMIN008450
OG0008170	ADIR001747	AMIN008449
OG0008171	ADIR009120	AMIN007464
OG0008172	ADIR006449	AMIN003745
OG0008173	ADIR006086	AMIN001815
OG0008175	ADIR002407	AMIN003366
OG0008178	ADIR002854	AMIN000576
OG0008180	ADIR007612	AMIN007865
OG0008181	ADIR007604	AMIN007858
OG0008182	ADIR010746	AMIN015877
OG0008183	ADIR008297	AMIN000949
OG0008184	ADIR002619	AMIN003003
OG0008185	ADIR005436	AMIN004766
OG0008186	ADIR010745	AMIN015878
OG0008187	ADIR010357	AMIN003549
OG0008188	ADIR011597	AMIN007006
OG0008189	ADIR003708	AMIN007414
OG0008190	ADIR005515	AMIN004112
OG0008191	ADIR008425	AMIN016163
OG0008192	ADIR001342	AMIN002069
OG0008193	ADIR007373	AMIN007789
OG0008194	ADIR007763	AMIN011197
OG0008195	ADIR003611	AMIN010067
OG0008196	ADIR007762	AMIN011198
OG0008198	ADIR007382	AMIN007797
OG0008199	ADIR004428	AMIN004916
OG0008200	ADIR010365	AMIN003539
OG0008201	ADIR010366	AMIN003538
OG0008202	ADIR004423	AMIN004921
OG0008203	ADIR004427	AMIN004917
OG0008204	ADIR004425	AMIN004919
OG0008205	ADIR004273	AMIN007675
OG0008206	ADIR006928	AMIN007424
OG0008207	ADIR004019	AMIN001185
OG0008208	ADIR005240	AMIN009278
OG0008209	ADIR009680	AMIN004442
OG0008210	ADIR005002	AMIN001536
OG0008212	ADIR006330	AMIN006097
OG0008215	ADIR006149	AMIN009790
OG0008217	ADIR002990	AMIN004205
OG0008218	ADIR002986	AMIN015510
OG0008219	ADIR002985	AMIN004209
OG0008220	ADIR002987	AMIN004207
OG0008221	ADIR009768	AMIN006529
OG0008223	ADIR014487	AMIN006526
OG0008225	ADIR007143	AMIN010265
OG0008226	ADIR007781	AMIN011176
OG0008227	ADIR007133	AMIN010273
OG0008230	ADIR007131	AMIN010276
OG0008231	ADIR007129	AMIN010279
OG0008232	ADIR005130	AMIN009525
OG0008233	ADIR002509	AMIN002907
OG0008236	ADIR006531	AMIN002884
OG0008237	ADIR006533	AMIN002888
OG0008238	ADIR015703	AMIN004824
OG0008239	ADIR015897	AMIN002901
OG0008240	ADIR005356	AMIN004689
OG0008241	ADIR002585	AMIN000214
OG0008242	ADIR007444	AMIN007996
OG0008243	ADIR007005	AMIN010365
OG0008244	ADIR009430	AMIN001606
OG0008245	ADIR010732	AMIN003894
OG0008246	ADIR008529	AMIN001932
OG0008247	ADIR010716	AMIN003050
OG0008248	ADIR008528	AMIN001933
OG0008249	ADIR010717	AMIN003052
OG0008250	ADIR011489	AMIN009857
OG0008251	ADIR011502	AMIN009870
OG0008253	ADIR010109	AMIN002353
OG0008254	ADIR008996	AMIN003092
OG0008255	ADIR006794	AMIN016065
OG0008257	ADIR000339	AMIN008709
OG0008258	ADIR009985	AMIN002228
OG0008259	ADIR015972	AMIN015836
OG0008262	ADIR015971	AMIN002225
OG0008263	ADIR015964	AMIN015833
OG0008266	ADIR011187	AMIN001708
OG0008267	ADIR004262	AMIN007686
OG0008268	ADIR011294	AMIN006142
OG0008269	ADIR009693	AMIN007226
OG0008270	ADIR010916	AMIN009146
OG0008271	ADIR010303	AMIN002570
OG0008273	ADIR008444	AMIN002739
OG0008275	ADIR005236	AMIN009283
OG0008276	ADIR003533	AMIN000792
OG0008277	ADIR010655	AMIN000866
OG0008280	ADIR000298	AMIN009057
OG0008281	ADIR011259	AMIN006175
OG0008282	ADIR000299	AMIN009058
OG0008283	ADIR011257	AMIN006176
OG0008284	ADIR000297	AMIN009056
OG0008285	ADIR007400	AMIN011033
OG0008286	ADIR006511	AMIN002863
OG0008287	ADIR008344	AMIN000898
OG0008288	ADIR006003	AMIN001897
OG0008289	ADIR005269	AMIN009229
OG0008290	ADIR002429	AMIN003343
OG0008291	ADIR009757	AMIN006540
OG0008292	ADIR015781	AMIN003342
OG0008293	ADIR002431	AMIN003341
OG0008295	ADIR010519	AMIN003297
OG0008296	ADIR002879	AMIN000600
OG0008297	ADIR003391	AMIN000251
OG0008298	ADIR002104	AMIN004265
OG0008299	ADIR010385	AMIN003518
OG0008300	ADIR010387	AMIN003516
OG0008301	ADIR008487	AMIN004151
OG0008303	ADIR002804	AMIN000384
OG0008304	ADIR003031	AMIN002448
OG0008305	ADIR016016	AMIN016061
OG0008306	ADIR016017	AMIN016062
OG0008307	ADIR004448	AMIN004897
OG0008308	ADIR002542	AMIN002935
OG0008309	ADIR006723	AMIN004866
OG0008311	ADIR006842	AMIN009087
OG0008314	ADIR002463	AMIN000550
OG0008316	ADIR009814	AMIN011574
OG0008317	ADIR001104	AMIN002146
OG0008318	ADIR002735	AMIN002488
OG0008319	ADIR000809	AMIN005124
OG0008320	ADIR000284	AMIN009045
OG0008321	ADIR011432	AMIN005881
OG0008322	ADIR000610	AMIN006003
OG0008323	ADIR003588	AMIN010043
OG0008327	ADIR005653	AMIN001240
OG0008328	ADIR010050	AMIN002297
OG0008333	ADIR008120	AMIN007538
OG0008335	ADIR008804	AMIN011382
OG0008336	ADIR008809	AMIN011376
OG0008338	ADIR005982	AMIN006424
OG0008340	ADIR010007	AMIN002252
OG0008341	ADIR010001	AMIN002246
OG0008342	ADIR010003	AMIN002248
OG0008343	ADIR007726	AMIN008000
OG0008344	ADIR004167	AMIN011352
OG0008347	ADIR004165	AMIN011354
OG0008348	ADIR008817	AMIN011369
OG0008349	ADIR002913	AMIN004665
OG0008350	ADIR009644	AMIN008716
OG0008352	ADIR009636	AMIN008723
OG0008353	ADIR003366	AMIN000277
OG0008354	ADIR000812	AMIN005431
OG0008355	ADIR010348	AMIN002524
OG0008356	ADIR015937	AMIN003865
OG0008357	ADIR007123	AMIN010286
OG0008358	ADIR004051	AMIN001153
OG0008359	ADIR004056	AMIN001148
OG0008361	ADIR010327	AMIN002546
OG0008362	ADIR010329	AMIN002548
OG0008363	ADIR000123	AMIN008818
OG0008364	ADIR010502	AMIN003405
OG0008365	ADIR006189	AMIN009643
OG0008366	ADIR006195	AMIN009648
OG0008367	ADIR005500	AMIN004099
OG0008368	ADIR010537	AMIN003275
OG0008369	ADIR005499	AMIN004098
OG0008370	ADIR005837	AMIN003159
OG0008374	ADIR001828	AMIN008780
OG0008375	ADIR007495	AMIN010972
OG0008376	ADIR007864	AMIN011099
OG0008377	ADIR002101	AMIN004267
OG0008378	ADIR009925	AMIN016237
OG0008379	ADIR005559	AMIN003007
OG0008380	ADIR008285	AMIN003857
OG0008381	ADIR005534	AMIN004130
OG0008383	ADIR000615	AMIN001731
OG0008384	ADIR000614	AMIN001730
OG0008385	ADIR011467	AMIN015505
OG0008386	ADIR000613	AMIN001729
OG0008387	ADIR004186	AMIN011336
OG0008388	ADIR005155	AMIN009543
OG0008389	ADIR009860	AMIN002398
OG0008390	ADIR003999	AMIN007255
OG0008391	ADIR006481	AMIN002777
OG0008392	ADIR004710	AMIN001037
OG0008393	ADIR004948	AMIN001036
OG0008394	ADIR004722	AMIN001050
OG0008395	ADIR002788	AMIN000370
OG0008396	ADIR002789	AMIN000371
OG0008399	ADIR000497	AMIN009361
OG0008400	ADIR000337	AMIN008707
OG0008401	ADIR003839	AMIN007312
OG0008402	ADIR000737	AMIN006395
OG0008405	ADIR005404	AMIN004738
OG0008407	ADIR010632	AMIN000887
OG0008408	ADIR008857	AMIN011560
OG0008409	ADIR000682	AMIN001678
OG0008410	ADIR003466	AMIN003231
OG0008411	ADIR002899	AMIN002982
OG0008412	ADIR003467	AMIN003232
OG0008414	ADIR004991	AMIN001548
OG0008416	ADIR009528	AMIN006940
OG0008417	ADIR009366	AMIN006699
OG0008418	ADIR006012	AMIN001888
OG0008419	ADIR008845	AMIN011569
OG0008420	ADIR005214	AMIN006291
OG0008421	ADIR006522	AMIN002876
OG0008422	ADIR008637	AMIN011533
OG0008424	ADIR003406	AMIN000237
OG0008425	ADIR002555	AMIN002947
OG0008426	ADIR002559	AMIN002951
OG0008428	ADIR014908	AMIN003407
OG0008429	ADIR009065	AMIN000127
OG0008430	ADIR000470	AMIN006867
OG0008433	ADIR005257	AMIN009265
OG0008434	ADIR001911	AMIN008630
OG0008435	ADIR001910	AMIN008631
OG0008436	ADIR010104	AMIN002348
OG0008437	ADIR015886	AMIN016017
OG0008438	ADIR006285	AMIN009734
OG0008439	ADIR008117	AMIN010911
OG0008440	ADIR011205	AMIN001726
OG0008441	ADIR001255	AMIN002101
OG0008442	ADIR000870	AMIN005182
OG0008443	ADIR001254	AMIN002102
OG0008445	ADIR000151	AMIN008848
OG0008446	ADIR006740	AMIN004882
OG0008447	ADIR002474	AMIN000562
OG0008452	ADIR009867	AMIN016273
OG0008453	ADIR003247	AMIN000318
OG0008454	ADIR003039	AMIN000453
OG0008456	ADIR014255	AMIN000455
OG0008457	ADIR003052	AMIN000466
OG0008459	ADIR016034	AMIN011011
OG0008460	ADIR016036	AMIN016074
OG0008461	ADIR010624	AMIN004830
OG0008462	ADIR000025	AMIN008330
OG0008463	ADIR008782	AMIN010794
OG0008464	ADIR008779	AMIN010796
OG0008465	ADIR004629	AMIN005150
OG0008466	ADIR006773	AMIN001632
OG0008467	ADIR000868	AMIN005180
OG0008468	ADIR014916	AMIN004646
OG0008469	ADIR000031	AMIN008324
OG0008470	ADIR000040	AMIN008317
OG0008471	ADIR006673	AMIN004590
OG0008472	ADIR009006	AMIN003102
OG0008474	ADIR007093	AMIN010228
OG0008475	ADIR007017	AMIN010234
OG0008477	ADIR007016	AMIN010235
OG0008479	ADIR003847	AMIN007588
OG0008481	ADIR004468	AMIN002379
OG0008482	ADIR004471	AMIN002377
OG0008483	ADIR011128	AMIN005933
OG0008484	ADIR015993	AMIN016196
OG0008485	ADIR007717	AMIN008043
OG0008488	ADIR007891	AMIN011070
OG0008489	ADIR008061	AMIN011242
OG0008490	ADIR010542	AMIN003270
OG0008492	ADIR005182	AMIN009570
OG0008493	ADIR007787	AMIN011171
OG0008494	ADIR005032	AMIN009426
OG0008495	ADIR003213	AMIN002812
OG0008496	ADIR010150	AMIN003609
OG0008497	ADIR010149	AMIN003608
OG0008498	ADIR001891	AMIN008649
OG0008500	ADIR000212	AMIN009010
OG0008501	ADIR001892	AMIN008648
OG0008502	ADIR000245	AMIN015983
OG0008503	ADIR009448	AMIN006504
OG0008504	ADIR014823	AMIN006503
OG0008505	ADIR001693	AMIN011394
OG0008506	ADIR010590	AMIN016180
OG0008507	ADIR009010	AMIN003106
OG0008508	ADIR010589	AMIN004631
OG0008509	ADIR010555	AMIN016091
OG0008510	ADIR010599	AMIN004853
OG0008511	ADIR010560	AMIN015493
OG0008512	ADIR010557	AMIN000535
OG0008513	ADIR002427	AMIN003345
OG0008515	ADIR007646	AMIN007898
OG0008518	ADIR008570	AMIN010717
OG0008519	ADIR003475	AMIN000604
OG0008520	ADIR006340	AMIN006090
OG0008521	ADIR011469	AMIN009839
OG0008522	ADIR011471	AMIN009841
OG0008523	ADIR007794	AMIN011164
OG0008524	ADIR003413	AMIN003181
OG0008525	ADIR003513	AMIN003905
OG0008526	ADIR003519	AMIN003899
OG0008527	ADIR003518	AMIN003900
OG0008530	ADIR000434	AMIN006906
OG0008531	ADIR000550	AMIN008910
OG0008532	ADIR003340	AMIN000305
OG0008534	ADIR003587	AMIN010042
OG0008535	ADIR003585	AMIN010041
OG0008536	ADIR010947	AMIN006344
OG0008537	ADIR010936	AMIN006355
OG0008538	ADIR010941	AMIN006350
OG0008539	ADIR010944	AMIN006347
OG0008540	ADIR001748	AMIN008448
OG0008543	ADIR004394	AMIN005783
OG0008545	ADIR003079	AMIN000494
OG0008546	ADIR003081	AMIN000496
OG0008548	ADIR009888	AMIN002428
OG0008549	ADIR000958	AMIN005289
OG0008550	ADIR000407	AMIN008195
OG0008551	ADIR005617	AMIN009222
OG0008552	ADIR000858	AMIN005192
OG0008553	ADIR009126	AMIN007473
OG0008554	ADIR001799	AMIN008399
OG0008555	ADIR010271	AMIN003982
OG0008556	ADIR005434	AMIN004764
OG0008557	ADIR014352	AMIN014117
OG0008560	ADIR003886	AMIN010696
OG0008561	ADIR003876	AMIN010688
OG0008563	ADIR004440	AMIN004906
OG0008564	ADIR001090	AMIN005276
OG0008566	ADIR004187	AMIN011335
OG0008567	ADIR009881	AMIN002420
OG0008568	ADIR009137	AMIN007450
OG0008569	ADIR006517	AMIN002871
OG0008570	ADIR009073	AMIN000118
OG0008571	ADIR005597	AMIN006568
OG0008572	ADIR009732	AMIN006566
OG0008573	ADIR005593	AMIN006573
OG0008574	ADIR005595	AMIN006570
OG0008575	ADIR004132	AMIN005348
OG0008576	ADIR000800	AMIN005244
OG0008577	ADIR011719	AMIN000056
OG0008578	ADIR004087	AMIN001117
OG0008579	ADIR004086	AMIN001118
OG0008580	ADIR004076	AMIN001128
OG0008583	ADIR009070	AMIN000123
OG0008584	ADIR002584	AMIN000213
OG0008585	ADIR004293	AMIN007652
OG0008586	ADIR004291	AMIN007655
OG0008588	ADIR004289	AMIN007656
OG0008591	ADIR006667	AMIN004584
OG0008592	ADIR006888	AMIN016213
OG0008593	ADIR002399	AMIN003374
OG0008594	ADIR010499	AMIN003409
OG0008595	ADIR001640	AMIN011455
OG0008596	ADIR007308	AMIN010507
OG0008598	ADIR001602	AMIN011487
OG0008599	ADIR006210	AMIN009661
OG0008600	ADIR007860	AMIN011101
OG0008601	ADIR006783	AMIN001642
OG0008602	ADIR000713	AMIN006370
OG0008603	ADIR015816	AMIN016171
OG0008604	ADIR015819	AMIN016167
OG0008605	ADIR010020	AMIN002265
OG0008606	ADIR000323	AMIN008899
OG0008608	ADIR011359	AMIN007191
OG0008609	ADIR005115	AMIN009511
OG0008610	ADIR002050	AMIN008348
OG0008611	ADIR011276	AMIN006159
OG0008612	ADIR008551	AMIN007161
OG0008613	ADIR010771	AMIN008513
OG0008614	ADIR010762	AMIN008504
OG0008615	ADIR008197	AMIN010553
OG0008617	ADIR005092	AMIN009487
OG0008618	ADIR004379	AMIN004419
OG0008619	ADIR007844	AMIN011115
OG0008620	ADIR004181	AMIN011338
OG0008621	ADIR007843	AMIN011116
OG0008622	ADIR009029	AMIN004946
OG0008623	ADIR009039	AMIN000006
OG0008624	ADIR009089	AMIN000100
OG0008625	ADIR009197	AMIN008140
OG0008626	ADIR005422	AMIN004754
OG0008627	ADIR002614	AMIN002997
OG0008629	ADIR008341	AMIN000902
OG0008630	ADIR006117	AMIN001778
OG0008631	ADIR003614	AMIN010070
OG0008632	ADIR011401	AMIN009410
OG0008634	ADIR000917	AMIN005117
OG0008637	ADIR005249	AMIN009273
OG0008638	ADIR015729	AMIN005396
OG0008639	ADIR002956	AMIN000960
OG0008640	ADIR008220	AMIN010575
OG0008641	ADIR008759	AMIN010823
OG0008642	ADIR003802	AMIN010680
OG0008643	ADIR007941	AMIN010658
OG0008644	ADIR007350	AMIN007766
OG0008645	ADIR005105	AMIN009503
OG0008647	ADIR003561	AMIN007617
OG0008649	ADIR005083	AMIN009477
OG0008650	ADIR011255	AMIN006178
OG0008651	ADIR004114	AMIN007519
OG0008652	ADIR009827	AMIN007509
OG0008655	ADIR005341	AMIN004025
OG0008656	ADIR005338	AMIN004022
OG0008657	ADIR008923	AMIN000154
OG0008658	ADIR002627	AMIN015786
OG0008659	ADIR007497	AMIN010974
OG0008661	ADIR007496	AMIN010973
OG0008662	ADIR004730	AMIN015764
OG0008663	ADIR007276	AMIN010481
OG0008665	ADIR006942	AMIN008090
OG0008666	ADIR006381	AMIN002692
OG0008669	ADIR014191	AMIN004464
OG0008672	ADIR004494	AMIN002383
OG0008673	ADIR003976	AMIN001196
OG0008674	ADIR010125	AMIN003580
OG0008676	ADIR003379	AMIN000265
OG0008677	ADIR008572	AMIN015639
OG0008678	ADIR007420	AMIN007971
OG0008679	ADIR007418	AMIN007967
OG0008680	ADIR010692	AMIN003022
OG0008682	ADIR000956	AMIN002044
OG0008683	ADIR005314	AMIN003316
OG0008684	ADIR006743	AMIN004885
OG0008685	ADIR003345	AMIN000301
OG0008687	ADIR002417	AMIN003356
OG0008688	ADIR009796	AMIN010734
OG0008689	ADIR009803	AMIN010727
OG0008690	ADIR009798	AMIN010732
OG0008692	ADIR001417	AMIN005296
OG0008693	ADIR000662	AMIN005896
OG0008694	ADIR002512	AMIN002909
OG0008695	ADIR004669	AMIN001323
OG0008697	ADIR000075	AMIN008365
OG0008698	ADIR000725	AMIN006384
OG0008699	ADIR009386	AMIN006716
OG0008702	ADIR002762	AMIN002382
OG0008703	ADIR010108	AMIN002352
OG0008704	ADIR008080	AMIN008011
OG0008705	ADIR010566	AMIN000524
OG0008706	ADIR008222	AMIN010578
OG0008707	ADIR007724	AMIN008037
OG0008708	ADIR007721	AMIN008038
OG0008710	ADIR004137	AMIN010617
OG0008712	ADIR005575	AMIN000138
OG0008714	ADIR001840	AMIN008771
OG0008715	ADIR003469	AMIN003234
OG0008716	ADIR015580	AMIN002988
OG0008717	ADIR003376	AMIN000268
OG0008718	ADIR015579	AMIN015522
OG0008719	ADIR015711	AMIN009002
OG0008722	ADIR002102	AMIN004266
OG0008723	ADIR001484	AMIN005309
OG0008724	ADIR007119	AMIN008264
OG0008725	ADIR009492	AMIN008673
OG0008726	ADIR009752	AMIN006544
OG0008729	ADIR010707	AMIN014272
OG0008730	ADIR010313	AMIN002560
OG0008731	ADIR001382	AMIN005612
OG0008732	ADIR002982	AMIN004212
OG0008733	ADIR008773	AMIN010804
OG0008734	ADIR006214	AMIN009666
OG0008735	ADIR006215	AMIN009667
OG0008736	ADIR006093	AMIN001808
OG0008737	ADIR006096	AMIN001804
OG0008738	ADIR009627	AMIN008732
OG0008739	ADIR001606	AMIN011483
OG0008740	ADIR008689	AMIN010837
OG0008741	ADIR001605	AMIN011484
OG0008742	ADIR008690	AMIN010838
OG0008743	ADIR008692	AMIN015646
OG0008744	ADIR005867	AMIN000052
OG0008746	ADIR005868	AMIN000053
OG0008748	ADIR001874	AMIN006965
OG0008750	ADIR007175	AMIN010898
OG0008751	ADIR005870	AMIN000081
OG0008752	ADIR003461	AMIN003225
OG0008753	ADIR010588	AMIN004633
OG0008754	ADIR008954	AMIN000820
OG0008755	ADIR008958	AMIN000815
OG0008756	ADIR008959	AMIN000814
OG0008757	ADIR008960	AMIN000813
OG0008758	ADIR005505	AMIN004104
OG0008759	ADIR005506	AMIN004105
OG0008761	ADIR004624	AMIN005155
OG0008763	ADIR006127	AMIN001765
OG0008764	ADIR001233	AMIN005493
OG0008765	ADIR005197	AMIN001958
OG0008766	ADIR001334	AMIN002063
OG0008767	ADIR001500	AMIN005556
OG0008769	ADIR003772	AMIN007288
OG0008770	ADIR003774	AMIN007291
OG0008771	ADIR003769	AMIN007298
OG0008772	ADIR001559	AMIN007347
OG0008773	ADIR002388	AMIN003386
OG0008774	ADIR006501	AMIN002759
OG0008775	ADIR006503	AMIN002757
OG0008776	ADIR010194	AMIN003647
OG0008777	ADIR004967	AMIN001572
OG0008778	ADIR004966	AMIN001573
OG0008779	ADIR011158	AMIN001690
OG0008780	ADIR004968	AMIN001571
OG0008781	ADIR006948	AMIN008084
OG0008782	ADIR001038	AMIN005057
OG0008783	ADIR010774	AMIN004327
OG0008784	ADIR009745	AMIN006551
OG0008786	ADIR007841	AMIN011118
OG0008787	ADIR006873	AMIN007569
OG0008788	ADIR007842	AMIN011117
OG0008789	ADIR007665	AMIN007915
OG0008790	ADIR003200	AMIN002801
OG0008791	ADIR009940	AMIN002181
OG0008792	ADIR009939	AMIN002180
OG0008793	ADIR002910	AMIN004668
OG0008794	ADIR010189	AMIN003643
OG0008795	ADIR010192	AMIN003646
OG0008797	ADIR010191	AMIN003645
OG0008798	ADIR004779	AMIN006801
OG0008799	ADIR001300	AMIN002007
OG0008800	ADIR003942	AMIN005647
OG0008801	ADIR008633	AMIN011530
OG0008802	ADIR008639	AMIN011535
OG0008803	ADIR004406	AMIN004936
OG0008805	ADIR006620	AMIN002625
OG0008806	ADIR009053	AMIN000018
OG0008807	ADIR006494	AMIN002765
OG0008809	ADIR007078	AMIN010310
OG0008810	ADIR003848	AMIN007587
OG0008812	ADIR009900	AMIN002440
OG0008813	ADIR009895	AMIN002435
OG0008814	ADIR001715	AMIN008480
OG0008816	ADIR009205	AMIN008151
OG0008819	ADIR005657	AMIN001237
OG0008820	ADIR005459	AMIN004791
OG0008821	ADIR005457	AMIN004789
OG0008822	ADIR004960	AMIN001024
OG0008824	ADIR001377	AMIN005617
OG0008825	ADIR001376	AMIN005618
OG0008826	ADIR001745	AMIN008451
OG0008827	ADIR001788	AMIN008411
OG0008829	ADIR001744	AMIN008452
OG0008830	ADIR008507	AMIN000186
OG0008833	ADIR000522	AMIN009338
OG0008834	ADIR000687	AMIN001673
OG0008835	ADIR010989	AMIN006299
OG0008836	ADIR000996	AMIN005067
OG0008837	ADIR003375	AMIN000269
OG0008838	ADIR007596	AMIN007851
OG0008839	ADIR007575	AMIN007828
OG0008840	ADIR011372	AMIN007205
OG0008841	ADIR016118	AMIN009188
OG0008842	ADIR002172	AMIN009189
OG0008845	ADIR005360	AMIN004693
OG0008846	ADIR006162	AMIN009774
OG0008847	ADIR000994	AMIN005065
OG0008848	ADIR003297	AMIN003791
OG0008851	ADIR011347	AMIN009587
OG0008852	ADIR006798	AMIN001656
OG0008853	ADIR010115	AMIN002358
OG0008855	ADIR005513	AMIN004110
OG0008856	ADIR015876	AMIN015884
OG0008857	ADIR005476	AMIN004807
OG0008858	ADIR001370	AMIN005228
OG0008859	ADIR008669	AMIN007602
OG0008860	ADIR008598	AMIN009967
OG0008861	ADIR009155	AMIN008093
OG0008863	ADIR006317	AMIN009615
OG0008864	ADIR007356	AMIN007772
OG0008865	ADIR007041	AMIN010344
OG0008866	ADIR008854	AMIN011563
OG0008867	ADIR008420	AMIN002844
OG0008869	ADIR009271	AMIN007215
OG0008876	ADIR001401	AMIN005593
OG0008879	ADIR008697	AMIN015512
OG0008880	ADIR015608	AMIN015637
OG0008881	ADIR001265	AMIN005516
OG0008883	ADIR003343	AMIN000303
OG0008885	ADIR002268	AMIN008261
OG0008886	ADIR007738	AMIN011221
OG0008888	ADIR008410	AMIN000333
OG0008889	ADIR004728	AMIN001053
OG0008891	ADIR010958	AMIN006332
OG0008892	ADIR009894	AMIN002434
OG0008893	ADIR009104	AMIN007488
OG0008895	ADIR005192	AMIN002019
OG0008896	ADIR002761	AMIN000723
OG0008897	ADIR001937	AMIN008610
OG0008899	ADIR003131	AMIN003699
OG0008900	ADIR015960	AMIN015820
OG0008901	ADIR003132	AMIN003698
OG0008902	ADIR001712	AMIN008484
OG0008903	ADIR008568	AMIN015586
OG0008906	ADIR011351	AMIN009582
OG0008907	ADIR006733	AMIN004875
OG0008908	ADIR007920	AMIN009984
OG0008909	ADIR004201	AMIN007735
OG0008910	ADIR004202	AMIN007734
OG0008911	ADIR007355	AMIN007771
OG0008912	ADIR005252	AMIN009270
OG0008913	ADIR000896	AMIN005752
OG0008914	ADIR008145	AMIN009895
OG0008915	ADIR002746	AMIN002498
OG0008916	ADIR006301	AMIN009753
OG0008917	ADIR000234	AMIN008986
OG0008918	ADIR002905	AMIN002989
OG0008919	ADIR009634	AMIN008725
OG0008920	ADIR000618	AMIN001734
OG0008921	ADIR004664	AMIN001317
OG0008922	ADIR004864	AMIN001448
OG0008923	ADIR004496	AMIN002385
OG0008924	ADIR007991	AMIN011308
OG0008925	ADIR004525	AMIN009237
OG0008926	ADIR005251	AMIN009271
OG0008929	ADIR001077	AMIN005814
OG0008930	ADIR008346	AMIN000897
OG0008932	ADIR006452	AMIN003742
OG0008933	ADIR010390	AMIN003513
OG0008934	ADIR010114	AMIN002357
OG0008935	ADIR003752	AMIN016299
OG0008937	ADIR007347	AMIN007763
OG0008938	ADIR008423	AMIN002847
OG0008939	ADIR007751	AMIN011208
OG0008940	ADIR005932	AMIN007107
OG0008941	ADIR009026	AMIN003093
OG0008942	ADIR015899	AMIN016028
OG0008943	ADIR009265	AMIN000066
OG0008944	ADIR004068	AMIN001137
OG0008946	ADIR007642	AMIN007894
OG0008948	ADIR000864	AMIN005199
OG0008949	ADIR004217	AMIN007724
OG0008950	ADIR002634	AMIN000189
OG0008952	ADIR011396	AMIN009414
OG0008953	ADIR005126	AMIN009521
OG0008954	ADIR006596	AMIN003164
OG0008956	ADIR000398	AMIN008185
OG0008957	ADIR000689	AMIN009109
OG0008958	ADIR016130	AMIN004274
OG0008961	ADIR015852	AMIN015948
OG0008963	ADIR001773	AMIN008425
OG0008964	ADIR002911	AMIN004667
OG0008965	ADIR003604	AMIN010058
OG0008966	ADIR015693	AMIN000712
OG0008967	ADIR004309	AMIN007635
OG0008968	ADIR006338	AMIN006092
OG0008969	ADIR004401	AMIN004941
OG0008970	ADIR004402	AMIN004940
OG0008971	ADIR004066	AMIN001139
OG0008972	ADIR005788	AMIN006498
OG0008973	ADIR005403	AMIN004737
OG0008974	ADIR008005	AMIN011295
OG0008976	ADIR011666	AMIN005542
OG0008977	ADIR007220	AMIN010429
OG0008978	ADIR002385	AMIN003391
OG0008979	ADIR014668	AMIN010672
OG0008981	ADIR001908	AMIN008633
OG0008982	ADIR001380	AMIN005614
OG0008983	ADIR002976	AMIN004218
OG0008984	ADIR005098	AMIN009496
OG0008985	ADIR006234	AMIN009687
OG0008986	ADIR015968	AMIN015835
OG0008987	ADIR011295	AMIN006141
OG0008988	ADIR000067	AMIN008358
OG0008990	ADIR001016	AMIN005204
OG0008992	ADIR010235	AMIN003945
OG0008993	ADIR005963	AMIN007137
OG0008994	ADIR008899	AMIN002584
OG0008996	ADIR010686	AMIN000168
OG0008997	ADIR010226	AMIN003936
OG0008998	ADIR002802	AMIN000382
OG0009000	ADIR008516	AMIN000762
OG0009001	ADIR011238	AMIN006197
OG0009002	ADIR001907	AMIN008634
OG0009003	ADIR005412	AMIN004746
OG0009004	ADIR007932	AMIN010667
OG0009006	ADIR001022	AMIN001072
OG0009007	ADIR009361	AMIN006694
OG0009008	ADIR004085	AMIN001119
OG0009009	ADIR004593	AMIN005143
OG0009010	ADIR000729	AMIN006389
OG0009011	ADIR005541	AMIN004137
OG0009012	ADIR007572	AMIN007825
OG0009013	ADIR009892	AMIN002432
OG0009014	ADIR004203	AMIN007733
OG0009015	ADIR003090	AMIN000505
OG0009016	ADIR010141	AMIN003601
OG0009017	ADIR009698	AMIN007231
OG0009018	ADIR010568	AMIN003751
OG0009020	ADIR009333	AMIN006683
OG0009021	ADIR009573	AMIN008711
