Orthogroup	AdirusWRAIR2	AsinensisChina
OG0007075	ADIR005298	ASIC004063
OG0007076	ADIR009123	ASIC011846
OG0007077	ADIR002163	ASIC007902
OG0007078	ADIR007741	ASIC016571
OG0007079	ADIR008260	ASIC021656
OG0007080	ADIR008877	ASIC010432
OG0007081	ADIR004048	ASIC013411
OG0007082	ADIR000510	ASIC004923
OG0007083	ADIR008430	ASIC000479
OG0007084	ADIR009641	ASIC004999
OG0007085	ADIR006734	ASIC020176
OG0007086	ADIR000417	ASIC017880
OG0007087	ADIR011166	ASIC013064
OG0007088	ADIR003623	ASIC019054
OG0007089	ADIR006205	ASIC004145
OG0007090	ADIR010767	ASIC019457
OG0007092	ADIR002034	ASIC001421
OG0007093	ADIR016151	ASIC018685
OG0007094	ADIR004074	ASIC013438
OG0007095	ADIR003609	ASIC019667
OG0007096	ADIR006977	ASIC019851
OG0007097	ADIR004720	ASIC010823
OG0007098	ADIR008730	ASIC018801
OG0007099	ADIR008757	ASIC018642
OG0007100	ADIR001299	ASIC020487
OG0007101	ADIR004026	ASIC016188
OG0007102	ADIR006624	ASIC003506
OG0007103	ADIR011444	ASIC006078
OG0007105	ADIR011542	ASIC007446
OG0007106	ADIR004580	ASIC014834
OG0007107	ADIR000505	ASIC004935
OG0007108	ADIR005183	ASIC014553
OG0007109	ADIR002135	ASIC015995
OG0007110	ADIR007511	ASIC015192
OG0007111	ADIR008841	ASIC003102
OG0007112	ADIR009411	ASIC008631
OG0007113	ADIR008515	ASIC013309
OG0007114	ADIR006250	ASIC006637
OG0007115	ADIR001008	ASIC016998
OG0007116	ADIR009215	ASIC009154
OG0007117	ADIR011447	ASIC006087
OG0007118	ADIR009176	ASIC014980
OG0007119	ADIR006175	ASIC006457
OG0007120	ADIR004378	ASIC013009
OG0007121	ADIR008944	ASIC020976
OG0007122	ADIR008947	ASIC020980
OG0007123	ADIR010066	ASIC011462
OG0007124	ADIR010884	ASIC009398
OG0007125	ADIR009368	ASIC020846
OG0007126	ADIR004877	ASIC016022
OG0007127	ADIR000743	ASIC000635
OG0007128	ADIR005242	ASIC003881
OG0007129	ADIR009990	ASIC011527
OG0007130	ADIR010515	ASIC004559
OG0007131	ADIR009432	ASIC010691
OG0007132	ADIR011078	ASIC003435
OG0007133	ADIR003332	ASIC011372
OG0007134	ADIR004134	ASIC016724
OG0007135	ADIR008762	ASIC012450
OG0007136	ADIR016160	ASIC011011
OG0007137	ADIR006469	ASIC021457, ASIC022385
OG0007138	ADIR007229	ASIC019782
OG0007139	ADIR009507	ASIC019942
OG0007140	ADIR006954	ASIC003004
OG0007141	ADIR007283	ASIC019697
OG0007142	ADIR011591	ASIC004731
OG0007143	ADIR004891	ASIC006619
OG0007144	ADIR002726	ASIC000812
OG0007145	ADIR004021	ASIC016200
OG0007146	ADIR002864	ASIC005659
OG0007147	ADIR003890	ASIC012235
OG0007148	ADIR006707	ASIC015109
OG0007149	ADIR010795	ASIC005964
OG0007150	ADIR005848	ASIC008904
OG0007151	ADIR005776	ASIC013887
OG0007152	ADIR016213	ASIC007772
OG0007153	ADIR004884	ASIC006636
OG0007154	ADIR004946	ASIC006526
OG0007155	ADIR010094	ASIC011564
OG0007156	ADIR000078	ASIC012707
OG0007157	ADIR004832	ASIC006865
OG0007158	ADIR010043	ASIC011411
OG0007159	ADIR008585	ASIC021211
OG0007160	ADIR005604	ASIC011808
OG0007161	ADIR016109	ASIC004124
OG0007162	ADIR008871	ASIC012330
OG0007163	ADIR001668	ASIC016036
OG0007164	ADIR004434	ASIC021892
OG0007165	ADIR008290	ASIC004905
OG0007166	ADIR007328	ASIC019510
OG0007167	ADIR007352	ASIC009895
OG0007168	ADIR009229	ASIC010420
OG0007169	ADIR003655	ASIC019142
OG0007170	ADIR003679	ASIC019179
OG0007171	ADIR002230	ASIC018294
OG0007172	ADIR000149	ASIC017475
OG0007173	ADIR016095	ASIC008742, ASIC008744
OG0007175	ADIR006861	ASIC002442
OG0007176	ADIR001844	ASIC005075
OG0007177	ADIR015769	ASIC018147
OG0007178	ADIR002212	ASIC018319
OG0007179	ADIR011697	ASIC003947
OG0007180	ADIR005097	ASIC022083
OG0007181	ADIR001058	ASIC005242
OG0007182	ADIR009483	ASIC022297
OG0007183	ADIR009248	ASIC018604
OG0007184	ADIR002201	ASIC018330
OG0007185	ADIR010736	ASIC006219
OG0007186	ADIR008076	ASIC016636
OG0007187	ADIR000900	ASIC010299
OG0007188	ADIR000690	ASIC006056
OG0007189	ADIR003789	ASIC014914
OG0007190	ADIR010473	ASIC010928
OG0007191	ADIR008449	ASIC021059
OG0007192	ADIR015911	ASIC003739
OG0007193	ADIR003273	ASIC021363
OG0007194	ADIR008372	ASIC020125
OG0007195	ADIR003462	ASIC005654
OG0007196	ADIR007562	ASIC019552
OG0007197	ADIR006712	ASIC015103
OG0007198	ADIR015690	ASIC017049
OG0007199	ADIR007585	ASIC019515
OG0007200	ADIR010751	ASIC014465
OG0007201	ADIR004282	ASIC013675
OG0007202	ADIR005986	ASIC007173
OG0007203	ADIR005346	ASIC003571
OG0007204	ADIR007221	ASIC019797
OG0007205	ADIR001502	ASIC008395
OG0007206	ADIR003298	ASIC014707
OG0007207	ADIR001166	ASIC010266
OG0007208	ADIR004758	ASIC014622
OG0007209	ADIR003278	ASIC010345
OG0007210	ADIR011289	ASIC014430
OG0007211	ADIR001652	ASIC016452
OG0007212	ADIR008613	ASIC016476
OG0007213	ADIR002575	ASIC021727
OG0007214	ADIR007950	ASIC007874
OG0007215	ADIR008739	ASIC021168
OG0007216	ADIR011649	ASIC007558
OG0007217	ADIR008332	ASIC009022
OG0007218	ADIR005886	ASIC014336
OG0007219	ADIR004679	ASIC006467
OG0007220	ADIR006495	ASIC008723
OG0007221	ADIR003146	ASIC005332
OG0007222	ADIR003562	ASIC019595
OG0007223	ADIR011324	ASIC014368
OG0007224	ADIR001146	ASIC007619
OG0007225	ADIR005542	ASIC005606
OG0007226	ADIR003850	ASIC012201
OG0007227	ADIR005957	ASIC007460
OG0007228	ADIR004231	ASIC011762
OG0007229	ADIR007211	ASIC019808
OG0007230	ADIR009850	ASIC011804
OG0007231	ADIR003897	ASIC012245
OG0007233	ADIR011111	ASIC013574
OG0007234	ADIR010874	ASIC009071
OG0007235	ADIR006286	ASIC020792
OG0007236	ADIR001117	ASIC020361
OG0007238	ADIR008526	ASIC012766
OG0007239	ADIR007489	ASIC015091
OG0007240	ADIR007933	ASIC019247
OG0007242	ADIR007790	ASIC002904
OG0007243	ADIR007230	ASIC019780
OG0007244	ADIR006991	ASIC002502
OG0007245	ADIR001439	ASIC009637
OG0007246	ADIR008705	ASIC011063
OG0007247	ADIR009326	ASIC020538
OG0007248	ADIR001232	ASIC004454
OG0007249	ADIR003955	ASIC009719
OG0007250	ADIR001448	ASIC017071
OG0007252	ADIR009904	ASIC008772
OG0007253	ADIR008443	ASIC021038
OG0007254	ADIR009833	ASIC011820
OG0007255	ADIR007821	ASIC016412
OG0007256	ADIR011274	ASIC014346, ASIC014345
OG0007257	ADIR010428	ASIC015675
OG0007258	ADIR000595	ASIC013081
OG0007259	ADIR003450	ASIC005681
OG0007260	ADIR003695	ASIC021617
OG0007261	ADIR005547	ASIC005757
OG0007262	ADIR007750	ASIC016887
OG0007263	ADIR011651	ASIC020308
OG0007264	ADIR008962	ASIC011732
OG0007265	ADIR002757	ASIC003344
OG0007267	ADIR000016	ASIC022342
OG0007268	ADIR005231	ASIC008481
OG0007269	ADIR000501	ASIC004940
OG0007270	ADIR003191	ASIC009828
OG0007271	ADIR001906	ASIC002474
OG0007272	ADIR002210	ASIC018321
OG0007273	ADIR009423	ASIC008668
OG0007274	ADIR003801	ASIC009894
OG0007275	ADIR002684	ASIC008303
OG0007276	ADIR002203	ASIC018329
OG0007277	ADIR004626	ASIC009528
OG0007278	ADIR007209	ASIC019811
OG0007279	ADIR001373	ASIC007708
OG0007280	ADIR005103	ASIC022078
OG0007281	ADIR008704	ASIC011064
OG0007282	ADIR008255	ASIC008802
OG0007283	ADIR011262	ASIC017633
OG0007284	ADIR001386	ASIC006247
OG0007285	ADIR002921	ASIC002567
OG0007286	ADIR015898	ASIC019860
OG0007287	ADIR000804	ASIC007647
OG0007288	ADIR001042	ASIC020457
OG0007290	ADIR005548	ASIC005758
OG0007291	ADIR001646	ASIC016441
OG0007292	ADIR009011	ASIC021397
OG0007293	ADIR003485	ASIC014091
OG0007294	ADIR011642	ASIC005205
OG0007295	ADIR000791	ASIC005366
OG0007296	ADIR000185	ASIC011914
OG0007297	ADIR007803	ASIC016377
OG0007298	ADIR002065	ASIC022178
OG0007299	ADIR008573	ASIC018822
OG0007300	ADIR000921	ASIC006774
OG0007301	ADIR008037	ASIC018939
OG0007303	ADIR010739	ASIC006220
OG0007304	ADIR006087	ASIC007389
OG0007305	ADIR000863	ASIC007094
OG0007306	ADIR002895	ASIC005532
OG0007307	ADIR000786	ASIC003112
OG0007308	ADIR000252	ASIC015481
OG0007309	ADIR007894	ASIC018468
OG0007310	ADIR006843	ASIC002547
OG0007311	ADIR008519	ASIC012525
OG0007312	ADIR007800	ASIC016374
OG0007313	ADIR007714	ASIC018732
OG0007314	ADIR000267	ASIC015455, ASIC015454
OG0007315	ADIR005902	ASIC007419
OG0007317	ADIR010506	ASIC004912
OG0007318	ADIR005754	ASIC009476
OG0007319	ADIR000811	ASIC020363
OG0007320	ADIR011515	ASIC014927
OG0007321	ADIR001603	ASIC005069
OG0007322	ADIR006696	ASIC015129
OG0007323	ADIR003442	ASIC010485
OG0007325	ADIR001645	ASIC016439
OG0007326	ADIR010284	ASIC021996
OG0007327	ADIR001087	ASIC005381
OG0007328	ADIR010138	ASIC008095
OG0007329	ADIR005909	ASIC007431
OG0007330	ADIR011058	ASIC006980
OG0007331	ADIR010680	ASIC001079
OG0007332	ADIR005851	ASIC008912
OG0007333	ADIR011210	ASIC010619
OG0007334	ADIR002176	ASIC018341
OG0007335	ADIR009797	ASIC016106
OG0007336	ADIR003857	ASIC012209
OG0007337	ADIR005119	ASIC017233
OG0007338	ADIR010939	ASIC014206
OG0007339	ADIR000113	ASIC020514
OG0007340	ADIR005883	ASIC014334
OG0007341	ADIR009076	ASIC010891
OG0007342	ADIR007479	ASIC011605
OG0007343	ADIR015814	ASIC004312
OG0007344	ADIR010170	ASIC021004
OG0007345	ADIR002886	ASIC020600
OG0007346	ADIR001444	ASIC017065
OG0007347	ADIR009799	ASIC016103
OG0007348	ADIR007939	ASIC019237
OG0007350	ADIR010901	ASIC009380
OG0007351	ADIR006753	ASIC009614
OG0007353	ADIR009756	ASIC002916
OG0007354	ADIR007737	ASIC016575
OG0007355	ADIR001103	ASIC005139
OG0007356	ADIR009647	ASIC004983
OG0007357	ADIR011093	ASIC013579
OG0007358	ADIR006709	ASIC015106
OG0007359	ADIR001261	ASIC005257
OG0007360	ADIR000310	ASIC010324
OG0007361	ADIR004672	ASIC002645
OG0007362	ADIR007810	ASIC016391
OG0007364	ADIR010187	ASIC013978
OG0007365	ADIR007164	ASIC003699
OG0007366	ADIR007774	ASIC016841
OG0007367	ADIR008309	ASIC005507
OG0007368	ADIR000893	ASIC007714
OG0007369	ADIR010265	ASIC021933
OG0007370	ADIR007538	ASIC015140
OG0007371	ADIR005843	ASIC008900
OG0007372	ADIR004270	ASIC018877
OG0007373	ADIR001485	ASIC010225
OG0007374	ADIR001074	ASIC007580
OG0007375	ADIR008811	ASIC002901
OG0007376	ADIR001252	ASIC017014
OG0007377	ADIR002856	ASIC013212
OG0007378	ADIR007331	ASIC019598
OG0007379	ADIR010458	ASIC004400
OG0007380	ADIR007993	ASIC019268
OG0007381	ADIR009223	ASIC010408
OG0007382	ADIR003579	ASIC019617
OG0007383	ADIR011664	ASIC006800
OG0007384	ADIR005812	ASIC002920
OG0007385	ADIR006010	ASIC007218
OG0007386	ADIR004610	ASIC020446
OG0007387	ADIR011560	ASIC022313
OG0007388	ADIR003104	ASIC008017
OG0007389	ADIR004986	ASIC005919
OG0007390	ADIR004316	ASIC013780
OG0007391	ADIR016143	ASIC011044
OG0007393	ADIR002564	ASIC011327
OG0007394	ADIR002937	ASIC002733
OG0007395	ADIR000232	ASIC015521
OG0007396	ADIR006950	ASIC002999
OG0007397	ADIR001123	ASIC009705
OG0007398	ADIR007712	ASIC018739
OG0007399	ADIR015771	ASIC018149
OG0007400	ADIR005571	ASIC009426
OG0007401	ADIR003694	ASIC021621
OG0007402	ADIR007344	ASIC019878
OG0007403	ADIR009222	ASIC010405
OG0007404	ADIR003071	ASIC008186
OG0007405	ADIR007195	ASIC019836
OG0007406	ADIR008247	ASIC007746
OG0007407	ADIR016199	ASIC018948
OG0007408	ADIR002209	ASIC018322
OG0007409	ADIR009153	ASIC011274
OG0007410	ADIR006541	ASIC002017
OG0007411	ADIR000678	ASIC006090
OG0007412	ADIR010629	ASIC003211
OG0007413	ADIR002925	ASIC002561
OG0007414	ADIR007128	ASIC003722
OG0007415	ADIR008733	ASIC018803
OG0007416	ADIR006429	ASIC010079
OG0007417	ADIR005991	ASIC007188
OG0007418	ADIR007982	ASIC018980
OG0007419	ADIR005444	ASIC012647
OG0007420	ADIR004216	ASIC016803
OG0007421	ADIR000156	ASIC017489
OG0007422	ADIR010693	ASIC020041
OG0007423	ADIR016156	ASIC021336
OG0007424	ADIR011644	ASIC005203
OG0007425	ADIR011663	ASIC006801
OG0007426	ADIR000112	ASIC020515
OG0007428	ADIR008668	ASIC018608
OG0007429	ADIR003651	ASIC019136
OG0007430	ADIR008205	ASIC007782
OG0007431	ADIR001554	ASIC012287
OG0007432	ADIR009670	ASIC005097
OG0007433	ADIR005169	ASIC014675
OG0007434	ADIR003788	ASIC014912
OG0007435	ADIR009606	ASIC017952
OG0007436	ADIR008594	ASIC021144
OG0007437	ADIR009441	ASIC013879
OG0007438	ADIR011525	ASIC018593
OG0007439	ADIR005140	ASIC017206
OG0007440	ADIR007925	ASIC016699
OG0007441	ADIR002595	ASIC013938
OG0007442	ADIR001704	ASIC014456
OG0007443	ADIR001614	ASIC016534
OG0007444	ADIR005293	ASIC007127
OG0007445	ADIR001157	ASIC010292
OG0007446	ADIR007228	ASIC019783
OG0007447	ADIR006645	ASIC014843
OG0007448	ADIR008048	ASIC011045
OG0007449	ADIR007183	ASIC018833
OG0007450	ADIR009345	ASIC005725
OG0007451	ADIR009397	ASIC008600
OG0007452	ADIR009744	ASIC015877
OG0007453	ADIR008972	ASIC020211
OG0007454	ADIR010794	ASIC010354
OG0007455	ADIR003719	ASIC016764
OG0007456	ADIR006910	ASIC012990
OG0007457	ADIR007282	ASIC019699
OG0007459	ADIR006589	ASIC020962
OG0007460	ADIR010633	ASIC012011, ASIC012012
OG0007461	ADIR008776	ASIC012425
OG0007462	ADIR010643	ASIC011993, ASIC011992
OG0007463	ADIR011503	ASIC012771
OG0007464	ADIR005018	ASIC005719
OG0007465	ADIR006787	ASIC004213, ASIC010755
OG0007466	ADIR004685	ASIC006478
OG0007468	ADIR002177	ASIC018340
OG0007469	ADIR004319	ASIC019586
OG0007470	ADIR001643	ASIC016437
OG0007472	ADIR001505	ASIC005231
OG0007473	ADIR007872	ASIC018527
OG0007474	ADIR000158	ASIC000897, ASIC000898
OG0007476	ADIR008678	ASIC018638
OG0007477	ADIR001671	ASIC016033
OG0007478	ADIR001262	ASIC005256
OG0007479	ADIR009198	ASIC014953
OG0007480	ADIR007378	ASIC017445
OG0007482	ADIR000754	ASIC001456
OG0007483	ADIR007232	ASIC019775
OG0007484	ADIR002848	ASIC020829
OG0007485	ADIR008081	ASIC016642
OG0007486	ADIR003688	ASIC021604
OG0007487	ADIR011085	ASIC003443
OG0007489	ADIR002605	ASIC011942
OG0007490	ADIR000787	ASIC005365
OG0007491	ADIR007060	ASIC003742
OG0007492	ADIR008278	ASIC011116
OG0007493	ADIR001506	ASIC005229
OG0007494	ADIR000982	ASIC005126
OG0007495	ADIR006496	ASIC008722
OG0007496	ADIR015698	ASIC012205
OG0007497	ADIR005411	ASIC020591
OG0007498	ADIR007170	ASIC002447
OG0007499	ADIR007354	ASIC009897
OG0007500	ADIR005424	ASIC020602
OG0007501	ADIR001032	ASIC003483
OG0007502	ADIR000391	ASIC005991, ASIC005989, ASIC005028
OG0007503	ADIR003484	ASIC014090
OG0007504	ADIR002080	ASIC022210
OG0007505	ADIR005726	ASIC011222
OG0007506	ADIR002022	ASIC014768
OG0007507	ADIR007664	ASIC001025
OG0007508	ADIR004982	ASIC005862
OG0007509	ADIR010186	ASIC013973
OG0007510	ADIR006275	ASIC006676
OG0007511	ADIR003938	ASIC007102
OG0007512	ADIR015507	ASIC010676
OG0007513	ADIR007025	ASIC003775
OG0007514	ADIR008711	ASIC011053
OG0007515	ADIR002915	ASIC019998
OG0007516	ADIR007305	ASIC019685
OG0007517	ADIR003015	ASIC000729
OG0007518	ADIR000327	ASIC008124
OG0007519	ADIR011215	ASIC006968
OG0007520	ADIR009195	ASIC014959
OG0007522	ADIR008795	ASIC003090
OG0007523	ADIR001066	ASIC003994
OG0007524	ADIR009245	ASIC018648
OG0007525	ADIR003713	ASIC016754
OG0007526	ADIR004734	ASIC014533
OG0007527	ADIR011698	ASIC003948
OG0007529	ADIR002992	ASIC021793
OG0007530	ADIR007587	ASIC019509
OG0007531	ADIR008401	ASIC009761
OG0007532	ADIR002939	ASIC002727
OG0007533	ADIR001481	ASIC000585
OG0007534	ADIR002981	ASIC021809
OG0007536	ADIR007886	ASIC018472
OG0007537	ADIR003621	ASIC019052
OG0007538	ADIR006006	ASIC007212
OG0007539	ADIR001492	ASIC007121
OG0007540	ADIR008402	ASIC009763
OG0007541	ADIR011016	ASIC016241
OG0007542	ADIR015523	ASIC006649
OG0007543	ADIR016164	ASIC012907
OG0007544	ADIR006508	ASIC016611
OG0007545	ADIR009124	ASIC011844
OG0007546	ADIR000004	ASIC022363
OG0007547	ADIR009672	ASIC017942
OG0007548	ADIR005216	ASIC005241
OG0007549	ADIR001896	ASIC019953
OG0007550	ADIR011361	ASIC008681
OG0007551	ADIR006262	ASIC006661
OG0007552	ADIR002577	ASIC021724
OG0007553	ADIR003482	ASIC014087
OG0007554	ADIR004813	ASIC017253
OG0007555	ADIR011453	ASIC006097
OG0007556	ADIR011081	ASIC003438
OG0007557	ADIR009677	ASIC017938
OG0007558	ADIR011204	ASIC010005
OG0007559	ADIR005256	ASIC008472
OG0007560	ADIR005725	ASIC011220
OG0007561	ADIR007707	ASIC018752
OG0007562	ADIR002235	ASIC018284
OG0007563	ADIR005042	ASIC017311
OG0007564	ADIR009085	ASIC014239
OG0007565	ADIR009224	ASIC010409
OG0007566	ADIR001385	ASIC006248
OG0007567	ADIR011275	ASIC014343
OG0007568	ADIR009805	ASIC016095
OG0007569	ADIR005962	ASIC007467
OG0007570	ADIR008722	ASIC011052
OG0007571	ADIR002787	ASIC012624
OG0007572	ADIR009953	ASIC010578
OG0007573	ADIR005861	ASIC014300
OG0007574	ADIR015684	ASIC012435
OG0007575	ADIR006510	ASIC016644, ASIC016633
OG0007576	ADIR016157	ASIC018987
OG0007577	ADIR000127	ASIC017453
OG0007578	ADIR005551	ASIC005762
OG0007579	ADIR008412	ASIC014898
OG0007580	ADIR004015	ASIC017393
OG0007581	ADIR007067	ASIC003754
OG0007582	ADIR004741	ASIC014587
OG0007583	ADIR000529	ASIC018020
OG0007584	ADIR002745	ASIC000839
OG0007585	ADIR010384	ASIC004853
OG0007586	ADIR010564	ASIC008243
OG0007587	ADIR003729	ASIC016775
OG0007588	ADIR000842	ASIC006310
OG0007589	ADIR001078	ASIC005162
OG0007590	ADIR001739	ASIC014069
OG0007591	ADIR009072	ASIC010884
OG0007592	ADIR005255	ASIC008473
OG0007593	ADIR006704	ASIC015110
OG0007594	ADIR008347	ASIC003196
OG0007595	ADIR005114	ASIC017236
OG0007596	ADIR003998	ASIC007515
OG0007597	ADIR008508	ASIC013319
OG0007598	ADIR000763	ASIC009248
OG0007599	ADIR002606	ASIC011953
OG0007600	ADIR006863	ASIC002445
OG0007601	ADIR007501	ASIC015080
OG0007602	ADIR003542	ASIC012527
OG0007603	ADIR007969	ASIC019031
OG0007604	ADIR000017	ASIC022341
OG0007605	ADIR001733	ASIC019387
OG0007606	ADIR006548	ASIC009114
OG0007607	ADIR016153	ASIC011641
OG0007608	ADIR009297	ASIC012861
OG0007610	ADIR001277	ASIC007674
OG0007611	ADIR001046	ASIC020453
OG0007613	ADIR003870	ASIC012223
OG0007614	ADIR002379	ASIC017121
OG0007615	ADIR008411	ASIC014897
OG0007616	ADIR004144	ASIC016714
OG0007617	ADIR001403	ASIC010274
OG0007618	ADIR003301	ASIC014710
OG0007619	ADIR001587	ASIC016483
OG0007620	ADIR015671	ASIC012293
OG0007621	ADIR006859	ASIC002440
OG0007622	ADIR007703	ASIC018753
OG0007623	ADIR011019	ASIC016244
OG0007624	ADIR007176	ASIC011746
OG0007625	ADIR011659	ASIC004456
OG0007626	ADIR015776	ASIC004094
OG0007627	ADIR008827	ASIC019040
OG0007628	ADIR000536	ASIC018229
OG0007629	ADIR000940	ASIC009506
OG0007630	ADIR006140	ASIC006381
OG0007631	ADIR000807	ASIC006786
OG0007632	ADIR010597	ASIC008072
OG0007633	ADIR007461	ASIC011688
OG0007634	ADIR008726	ASIC018794
OG0007635	ADIR003836	ASIC012343
OG0007636	ADIR003393	ASIC020870
OG0007637	ADIR009559	ASIC019294
OG0007638	ADIR003791	ASIC014916
OG0007639	ADIR004131	ASIC016964
OG0007640	ADIR009923	ASIC008462
OG0007641	ADIR011428	ASIC012042
OG0007642	ADIR004241	ASIC011750
OG0007643	ADIR001438	ASIC009732
OG0007644	ADIR008035	ASIC018941
OG0007645	ADIR004424	ASIC021879
OG0007646	ADIR003784	ASIC014907
OG0007647	ADIR003171	ASIC015005
OG0007648	ADIR000948	ASIC009491
OG0007649	ADIR004617	ASIC003968
OG0007650	ADIR003137	ASIC002311
OG0007651	ADIR005166	ASIC014666
OG0007652	ADIR003583	ASIC019624
OG0007653	ADIR000115	ASIC020511
OG0007654	ADIR005958	ASIC007461
OG0007655	ADIR006502	ASIC016842
OG0007656	ADIR010521	ASIC004567
OG0007657	ADIR008119	ASIC012888
OG0007658	ADIR007830	ASIC015034
OG0007659	ADIR003178	ASIC014988, ASIC015014
OG0007660	ADIR006398	ASIC009107
OG0007661	ADIR007401	ASIC016282
OG0007662	ADIR004650, ADIR003967	ASIC009635
OG0007663	ADIR006451	ASIC022158
OG0007664	ADIR005331	ASIC004648
OG0007665	ADIR004560	ASIC011967
OG0007666	ADIR006034	ASIC007267
OG0007667	ADIR005543	ASIC005754
OG0007668	ADIR006946	ASIC003017
OG0007669	ADIR001445	ASIC017067
OG0007670	ADIR005367	ASIC020943
OG0007671	ADIR005472	ASIC020241
OG0007675	ADIR004879	ASIC005070
OG0007676	ADIR008583	ASIC021189
OG0007677	ADIR003825	ASIC021218
OG0007678	ADIR003760	ASIC000956
OG0007679	ADIR009490	ASIC022287
OG0007680	ADIR001197	ASIC016960
OG0007681	ADIR001076	ASIC005163
OG0007682	ADIR001126	ASIC013774
OG0007683	ADIR011516	ASIC014926
OG0007684	ADIR002032	ASIC009042
OG0007685	ADIR001472	ASIC006261
OG0007686	ADIR004954	ASIC008585
OG0007687	ADIR006695	ASIC015132
OG0007688	ADIR008199	ASIC007774
OG0007689	ADIR010334	ASIC010562
OG0007690	ADIR007785	ASIC016828
OG0007691	ADIR001416	ASIC010278
OG0007692	ADIR004646	ASIC019658
OG0007693	ADIR004768	ASIC014641
OG0007694	ADIR011241	ASIC006914
OG0007695	ADIR005992	ASIC007189
OG0007696	ADIR000029	ASIC015372
OG0007697	ADIR000967	ASIC020327
OG0007698	ADIR000617	ASIC013834
OG0007699	ADIR005430	ASIC020594
OG0007700	ADIR000526	ASIC018025
OG0007701	ADIR004597	ASIC007605
OG0007702	ADIR000108	ASIC020527
OG0007703	ADIR008223	ASIC007807
OG0007704	ADIR007374	ASIC017449
OG0007705	ADIR000172	ASIC020566
OG0007706	ADIR003312	ASIC005941
OG0007707	ADIR010017	ASIC011380
OG0007708	ADIR002141	ASIC016003
OG0007709	ADIR007423	ASIC011024
OG0007710	ADIR004501	ASIC012492
OG0007711	ADIR006853	ASIC005287
OG0007712	ADIR007013	ASIC003724
OG0007713	ADIR000356	ASIC015608
OG0007714	ADIR009001	ASIC002700
OG0007715	ADIR015682	ASIC004097
OG0007716	ADIR000152	ASIC017461
OG0007717	ADIR011501	ASIC012773
OG0007718	ADIR009196	ASIC014957
OG0007719	ADIR003565	ASIC019600
OG0007720	ADIR004230	ASIC011763
OG0007721	ADIR008036	ASIC018940
OG0007722	ADIR009421	ASIC008666
OG0007723	ADIR016149	ASIC016686
OG0007724	ADIR002350	ASIC018172
OG0007725	ADIR006069	ASIC007346
OG0007726	ADIR001256	ASIC000573
OG0007728	ADIR000691	ASIC009952
OG0007729	ADIR006532	ASIC002294
OG0007730	ADIR002943	ASIC012584
OG0007731	ADIR000612	ASIC010648
OG0007732	ADIR011006	ASIC013636
OG0007733	ADIR008667	ASIC018607
OG0007734	ADIR003682	ASIC021607
OG0007735	ADIR004096	ASIC013461
OG0007736	ADIR010528	ASIC004583
OG0007737	ADIR009635	ASIC005005
OG0007738	ADIR009547	ASIC015384
OG0007739	ADIR000412	ASIC017898
OG0007740	ADIR005557	ASIC005777
OG0007741	ADIR010383	ASIC004855
OG0007742	ADIR001018	ASIC006289
OG0007743	ADIR001165	ASIC010265
OG0007744	ADIR005729	ASIC011177
OG0007745	ADIR005717	ASIC008963
OG0007746	ADIR008494	ASIC004253, ASIC004254
OG0007747	ADIR007553	ASIC019562, ASIC019566
OG0007748	ADIR007289	ASIC014942
OG0007749	ADIR010463	ASIC013405
OG0007750	ADIR006413	ASIC021084
OG0007751	ADIR010102	ASIC011569
OG0007753	ADIR005199	ASIC017167
OG0007754	ADIR010852	ASIC014167
OG0007755	ADIR008810	ASIC002895
OG0007756	ADIR000146	ASIC017501
OG0007757	ADIR001040	ASIC005165
OG0007758	ADIR010553	ASIC002370
OG0007760	ADIR007065	ASIC003750
OG0007761	ADIR006985	ASIC019867
OG0007762	ADIR008461	ASIC002056
OG0007763	ADIR007188	ASIC019845
OG0007764	ADIR008897	ASIC008914
OG0007765	ADIR009519	ASIC015431
OG0007767	ADIR003553	ASIC012486
OG0007768	ADIR006309	ASIC010734
OG0007769	ADIR002273	ASIC018235, ASIC018234
OG0007770	ADIR002446	ASIC009005
OG0007771	ADIR004647	ASIC009544
OG0007772	ADIR001212	ASIC003986
OG0007773	ADIR001405	ASIC010271
OG0007774	ADIR008264	ASIC014104
OG0007776	ADIR006699, ADIR006700	ASIC015125
OG0007776	ADIR006701	ASIC015122
OG0007778	ADIR008940	ASIC002844
OG0007781	ADIR010638	ASIC011999
OG0007784	ADIR001229	ASIC004449
OG0007785	ADIR005482	ASIC020122
OG0007787	ADIR009188	ASIC014968
OG0007788	ADIR014516	ASIC005784, ASIC007351, ASIC005783
OG0007795	ADIR011636, ADIR014476	ASIC005323
OG0007802	ADIR001955	ASIC018100
OG0007803	ADIR000602	ASIC010627
OG0007804	ADIR000697	ASIC009939
OG0007804	ADIR000695	ASIC010007, ASIC009936, ASIC009935
OG0007806	ADIR003262	ASIC013826
OG0007806	ADIR003263	ASIC013818
OG0007808	ADIR015566, ADIR004296	ASIC013711, ASIC013712, ASIC013713
OG0007809	ADIR004858	ASIC006907
OG0007810	ADIR008984	ASIC009739
OG0007810	ADIR005334	ASIC004644
OG0007812	ADIR007669	ASIC003050, ASIC002168
OG0007814	ADIR008226	ASIC007821, ASIC007822
OG0007815	ADIR008963	ASIC011735
OG0007816	ADIR009416	ASIC008656, ASIC008657
