Orthogroup	AdirusWRAIR2	AfunestusAfunGA1
OG0007305	ADIR000863	AFUN2_007736
OG0007306	ADIR002895	AFUN2_013692
OG0007307	ADIR000786	AFUN2_008032
OG0007308	ADIR000252	AFUN2_007548
OG0007309	ADIR007894	AFUN2_007767
OG0007310	ADIR006843	AFUN2_011327
OG0007311	ADIR008519	AFUN2_001250
OG0007312	ADIR007800	AFUN2_008643
OG0007313	ADIR007714	AFUN2_003271
OG0007314	ADIR000267	AFUN2_003765
OG0007315	ADIR005902	AFUN2_001136
OG0007316	ADIR014869	AFUN2_009808
OG0007317	ADIR010506	AFUN2_013701
OG0007318	ADIR005754	AFUN2_008196
OG0007319	ADIR000811	AFUN2_005287
OG0007320	ADIR011515	AFUN2_010586
OG0007321	ADIR001603	AFUN2_014497
OG0007322	ADIR006696	AFUN2_003994
OG0007323	ADIR003442	AFUN2_005893
OG0007325	ADIR001645	AFUN2_010606
OG0007326	ADIR010284	AFUN2_008474
OG0007327	ADIR001087	AFUN2_008174
OG0007328	ADIR010138	AFUN2_001690
OG0007329	ADIR005909	AFUN2_012880
OG0007330	ADIR011058	AFUN2_009595
OG0007331	ADIR010680	AFUN2_013505
OG0007332	ADIR005851	AFUN2_006085
OG0007333	ADIR011210	AFUN2_010487
OG0007334	ADIR002176	AFUN2_001998
OG0007335	ADIR009797	AFUN2_005278
OG0007336	ADIR003857	AFUN2_003228
OG0007337	ADIR005119	AFUN2_013247
OG0007338	ADIR010939	AFUN2_002070
OG0007339	ADIR000113	AFUN2_006979
OG0007340	ADIR005883	AFUN2_011947
OG0007341	ADIR009076	AFUN2_005083
OG0007342	ADIR007479	AFUN2_013510
OG0007343	ADIR015814	AFUN2_003402
OG0007344	ADIR010170	AFUN2_008442
OG0007345	ADIR002886	AFUN2_013250
OG0007346	ADIR001444	AFUN2_006051
OG0007347	ADIR009799	AFUN2_009031
OG0007348	ADIR007939	AFUN2_014716
OG0007350	ADIR010901	AFUN2_003828
OG0007351	ADIR006753	AFUN2_008352
OG0007352	ADIR006745	AFUN2_014220
OG0007353	ADIR009756	AFUN2_003327
OG0007354	ADIR007737	AFUN2_003344
OG0007355	ADIR001103	AFUN2_003294
OG0007356	ADIR009647	AFUN2_012846
OG0007357	ADIR011093	AFUN2_014098
OG0007358	ADIR006709	AFUN2_010446
OG0007359	ADIR001261	AFUN2_006833
OG0007360	ADIR000310	AFUN2_003158
OG0007361	ADIR004672	AFUN2_013543
OG0007362	ADIR007810	AFUN2_009986
OG0007364	ADIR010187	AFUN2_012531
OG0007365	ADIR007164	AFUN2_011705
OG0007366	ADIR007774	AFUN2_008428
OG0007367	ADIR008309	AFUN2_005453
OG0007368	ADIR000893	AFUN2_002973
OG0007369	ADIR010265	AFUN2_014592
OG0007370	ADIR007538	AFUN2_008248
OG0007371	ADIR005843	AFUN2_001480
OG0007372	ADIR004270	AFUN2_002977
OG0007373	ADIR001485	AFUN2_006329
OG0007374	ADIR001074	AFUN2_004733
OG0007375	ADIR008811	AFUN2_013938
OG0007376	ADIR001252	AFUN2_009646
OG0007377	ADIR002856	AFUN2_003311
OG0007378	ADIR007331	AFUN2_010743
OG0007379	ADIR010458	AFUN2_012304
OG0007380	ADIR007993	AFUN2_006472
OG0007381	ADIR009223	AFUN2_011974
OG0007382	ADIR003579	AFUN2_010983
OG0007383	ADIR011664	AFUN2_012222
OG0007384	ADIR005812	AFUN2_006591
OG0007385	ADIR006010	AFUN2_011741
OG0007386	ADIR004610	AFUN2_008100
OG0007387	ADIR011560	AFUN2_007364
OG0007388	ADIR003104	AFUN2_010266
OG0007389	ADIR004986	AFUN2_009756
OG0007390	ADIR004316	AFUN2_000989
OG0007391	ADIR016143	AFUN2_000874
OG0007393	ADIR002564	AFUN2_005042
OG0007394	ADIR002937	AFUN2_011894
OG0007395	ADIR000232	AFUN2_010384
OG0007396	ADIR006950	AFUN2_004282
OG0007397	ADIR001123	AFUN2_007322
OG0007398	ADIR007712	AFUN2_014335
OG0007399	ADIR015771	AFUN2_009225
OG0007400	ADIR005571	AFUN2_001789
OG0007401	ADIR003694	AFUN2_010639
OG0007402	ADIR007344	AFUN2_011928
OG0007403	ADIR009222	AFUN2_008084
OG0007404	ADIR003071	AFUN2_010108
OG0007405	ADIR007195	AFUN2_007651
OG0007406	ADIR008247	AFUN2_008498
OG0007407	ADIR016199	AFUN2_011671
OG0007408	ADIR002209	AFUN2_014606
OG0007409	ADIR009153	AFUN2_010534
OG0007410	ADIR006541	AFUN2_002801
OG0007411	ADIR000678	AFUN2_003710
OG0007412	ADIR010629	AFUN2_002451
OG0007413	ADIR002925	AFUN2_001613
OG0007414	ADIR007128	AFUN2_009423
OG0007415	ADIR008733	AFUN2_005061
OG0007416	ADIR006429	AFUN2_010414
OG0007417	ADIR005991	AFUN2_005457
OG0007418	ADIR007982	AFUN2_014409
OG0007419	ADIR005444	AFUN2_012379
OG0007420	ADIR004216	AFUN2_013848
OG0007421	ADIR000156	AFUN2_014380
OG0007422	ADIR010693	AFUN2_002630
OG0007423	ADIR016156	AFUN2_004732
OG0007424	ADIR011644	AFUN2_007558
OG0007425	ADIR011663	AFUN2_009372
OG0007426	ADIR000112	AFUN2_010986
OG0007427	ADIR007475	AFUN2_005055
OG0007428	ADIR008668	AFUN2_010589
OG0007429	ADIR003651	AFUN2_000408
OG0007430	ADIR008205	AFUN2_009378
OG0007431	ADIR001554	AFUN2_001272
OG0007432	ADIR009670	AFUN2_005729
OG0007433	ADIR005169	AFUN2_008467
OG0007434	ADIR003788	AFUN2_012072
OG0007435	ADIR009606	AFUN2_013998
OG0007436	ADIR008594	AFUN2_011037
OG0007437	ADIR009441	AFUN2_009554
OG0007438	ADIR011525	AFUN2_010288
OG0007439	ADIR005140	AFUN2_013416
OG0007440	ADIR007925	AFUN2_013127
OG0007441	ADIR002595	AFUN2_002161
OG0007442	ADIR001704	AFUN2_006676
OG0007443	ADIR001614	AFUN2_013877
OG0007444	ADIR005293	AFUN2_002765
OG0007445	ADIR001157	AFUN2_006697
OG0007446	ADIR007228	AFUN2_011667
OG0007447	ADIR006645	AFUN2_002129
OG0007448	ADIR008048	AFUN2_004941
OG0007449	ADIR007183	AFUN2_013687
OG0007450	ADIR009345	AFUN2_001845
OG0007451	ADIR009397	AFUN2_012204
OG0007452	ADIR009744	AFUN2_003099
OG0007453	ADIR008972	AFUN2_007752
OG0007454	ADIR010794	AFUN2_009038
OG0007455	ADIR003719	AFUN2_000516
OG0007456	ADIR006910	AFUN2_014178
OG0007457	ADIR007282	AFUN2_013463
OG0007458	ADIR008794	AFUN2_009973
OG0007459	ADIR006589	AFUN2_010997
OG0007460	ADIR010633	AFUN2_003973
OG0007461	ADIR008776	AFUN2_006467
OG0007462	ADIR010643	AFUN2_004788
OG0007463	ADIR011503	AFUN2_011022
OG0007464	ADIR005018	AFUN2_007678
OG0007465	ADIR006787	AFUN2_002553
OG0007466	ADIR004685	AFUN2_010368
OG0007468	ADIR002177	AFUN2_007577
OG0007469	ADIR004319	AFUN2_003692
OG0007470	ADIR001643	AFUN2_007756
OG0007471	ADIR007740	AFUN2_001695
OG0007472	ADIR001505	AFUN2_005330
OG0007473	ADIR007872	AFUN2_009857
OG0007474	ADIR000158	AFUN2_009462
OG0007475	ADIR005435	AFUN2_001458
OG0007476	ADIR008678	AFUN2_005344
OG0007477	ADIR001671	AFUN2_011637
OG0007478	ADIR001262	AFUN2_001499
OG0007479	ADIR009198	AFUN2_004744
OG0007480	ADIR007378	AFUN2_008848
OG0007481	ADIR002384	AFUN2_004391
OG0007482	ADIR000754	AFUN2_001619
OG0007483	ADIR007232	AFUN2_007175
OG0007484	ADIR002848	AFUN2_009229
OG0007485	ADIR008081	AFUN2_004767
OG0007486	ADIR003688	AFUN2_003282
OG0007487	ADIR011085	AFUN2_007729
OG0007488	ADIR009240	AFUN2_006238
OG0007489	ADIR002605	AFUN2_006323
OG0007490	ADIR000787	AFUN2_005566
OG0007491	ADIR007060	AFUN2_012788
OG0007492	ADIR008278	AFUN2_007040
OG0007493	ADIR001506	AFUN2_002701
OG0007494	ADIR000982	AFUN2_007591
OG0007495	ADIR006496	AFUN2_006263
OG0007496	ADIR015698	AFUN2_013454
OG0007497	ADIR005411	AFUN2_001903
OG0007498	ADIR007170	AFUN2_012842
OG0007499	ADIR007354	AFUN2_010006
OG0007500	ADIR005424	AFUN2_007845
OG0007501	ADIR001032	AFUN2_002185
OG0007502	ADIR000391	AFUN2_009078
OG0007503	ADIR003484	AFUN2_011020
OG0007504	ADIR002080	AFUN2_005374
OG0007505	ADIR005726	AFUN2_011711
OG0007506	ADIR002022	AFUN2_001443
OG0007507	ADIR007664	AFUN2_007795
OG0007508	ADIR004982	AFUN2_011315
OG0007509	ADIR010186	AFUN2_004296
OG0007510	ADIR006275	AFUN2_009645
OG0007511	ADIR003938	AFUN2_006392
OG0007512	ADIR015507	AFUN2_014547
OG0007513	ADIR007025	AFUN2_003534
OG0007514	ADIR008711	AFUN2_011662
OG0007515	ADIR002915	AFUN2_010505
OG0007516	ADIR007305	AFUN2_000975
OG0007517	ADIR003015	AFUN2_005686
OG0007518	ADIR000327	AFUN2_007129
OG0007519	ADIR011215	AFUN2_002360
OG0007520	ADIR009195	AFUN2_002715
OG0007521	ADIR001366	AFUN2_008847
OG0007522	ADIR008795	AFUN2_012025
OG0007523	ADIR001066	AFUN2_001367
OG0007524	ADIR009245	AFUN2_011133
OG0007525	ADIR003713	AFUN2_005054
OG0007526	ADIR004734	AFUN2_001625
OG0007527	ADIR011698	AFUN2_012171
OG0007528	ADIR008687	AFUN2_004991
OG0007529	ADIR002992	AFUN2_001111
OG0007530	ADIR007587	AFUN2_009994
OG0007531	ADIR008401	AFUN2_001510
OG0007532	ADIR002939	AFUN2_006344
OG0007533	ADIR001481	AFUN2_009456
OG0007534	ADIR002981	AFUN2_014760
OG0007536	ADIR007886	AFUN2_004151
OG0007537	ADIR003621	AFUN2_001560
OG0007538	ADIR006006	AFUN2_006394
OG0007539	ADIR001492	AFUN2_000933
OG0007540	ADIR008402	AFUN2_012036
OG0007541	ADIR011016	AFUN2_004529
OG0007542	ADIR015523	AFUN2_010036
OG0007543	ADIR016164	AFUN2_012468
OG0007544	ADIR006508	AFUN2_005385
OG0007545	ADIR009124	AFUN2_012528
OG0007546	ADIR000004	AFUN2_001089
OG0007547	ADIR009672	AFUN2_010437
OG0007548	ADIR005216	AFUN2_010016
OG0007549	ADIR001896	AFUN2_010477
OG0007550	ADIR011361	AFUN2_001710
OG0007551	ADIR006262	AFUN2_014029
OG0007552	ADIR002577	AFUN2_012056
OG0007553	ADIR003482	AFUN2_001870
OG0007554	ADIR004813	AFUN2_013989
OG0007555	ADIR011453	AFUN2_009322
OG0007556	ADIR011081	AFUN2_009649
OG0007557	ADIR009677	AFUN2_005366
OG0007558	ADIR011204	AFUN2_006325
OG0007559	ADIR005256	AFUN2_003611
OG0007560	ADIR005725	AFUN2_006137
OG0007561	ADIR007707	AFUN2_001806
OG0007562	ADIR002235	AFUN2_001647
OG0007563	ADIR005042	AFUN2_006000
OG0007564	ADIR009085	AFUN2_005121
OG0007565	ADIR009224	AFUN2_000639
OG0007566	ADIR001385	AFUN2_001753
OG0007567	ADIR011275	AFUN2_010428
OG0007568	ADIR009805	AFUN2_004236
OG0007569	ADIR005962	AFUN2_010727
OG0007570	ADIR008722	AFUN2_008563
OG0007571	ADIR002787	AFUN2_011373
OG0007572	ADIR009953	AFUN2_009067
OG0007573	ADIR005861	AFUN2_003964
OG0007574	ADIR015684	AFUN2_005898
OG0007575	ADIR006510	AFUN2_003595
OG0007576	ADIR016157	AFUN2_008009
OG0007577	ADIR000127	AFUN2_009153
OG0007578	ADIR005551	AFUN2_007237
OG0007579	ADIR008412	AFUN2_010597
OG0007580	ADIR004015	AFUN2_009165
OG0007581	ADIR007067	AFUN2_007706
OG0007582	ADIR004741	AFUN2_000831
OG0007583	ADIR000529	AFUN2_004044
OG0007584	ADIR002745	AFUN2_011809
OG0007585	ADIR010384	AFUN2_001461
OG0007586	ADIR010564	AFUN2_004896
OG0007587	ADIR003729	AFUN2_005108
OG0007588	ADIR000842	AFUN2_001244
OG0007589	ADIR001078	AFUN2_014169
OG0007590	ADIR001739	AFUN2_000815
OG0007591	ADIR009072	AFUN2_006555
OG0007592	ADIR005255	AFUN2_005345
OG0007593	ADIR006704	AFUN2_013288
OG0007594	ADIR008347	AFUN2_014720
OG0007595	ADIR005114	AFUN2_011439
OG0007596	ADIR003998	AFUN2_004574
OG0007597	ADIR008508	AFUN2_005537
OG0007598	ADIR000763	AFUN2_003914
OG0007599	ADIR002606	AFUN2_012334
OG0007600	ADIR006863	AFUN2_013085
OG0007601	ADIR007501	AFUN2_011187
OG0007602	ADIR003542	AFUN2_001327
OG0007603	ADIR007969	AFUN2_008229
OG0007604	ADIR000017	AFUN2_003357
OG0007605	ADIR001733	AFUN2_012806
OG0007606	ADIR006548	AFUN2_009318
OG0007607	ADIR016153	AFUN2_011548
OG0007608	ADIR009297	AFUN2_006779
OG0007610	ADIR001277	AFUN2_006032
OG0007611	ADIR001046	AFUN2_002052
OG0007613	ADIR003870	AFUN2_013579
OG0007614	ADIR002379	AFUN2_012152
OG0007615	ADIR008411	AFUN2_000839
OG0007616	ADIR004144	AFUN2_010696
OG0007617	ADIR001403	AFUN2_012959
OG0007618	ADIR003301	AFUN2_010452
OG0007619	ADIR001587	AFUN2_001134
OG0007620	ADIR015671	AFUN2_010268
OG0007621	ADIR006859	AFUN2_014148
OG0007622	ADIR007703	AFUN2_000801
OG0007623	ADIR011019	AFUN2_011035
OG0007624	ADIR007176	AFUN2_003371
OG0007625	ADIR011659	AFUN2_004554
OG0007626	ADIR015776	AFUN2_008159
OG0007627	ADIR008827	AFUN2_008694
OG0007628	ADIR000536	AFUN2_010812
OG0007629	ADIR000940	AFUN2_013177
OG0007630	ADIR006140	AFUN2_000481
OG0007631	ADIR000807	AFUN2_010026
OG0007632	ADIR010597	AFUN2_000472
OG0007633	ADIR007461	AFUN2_007670
OG0007634	ADIR008726	AFUN2_013633
OG0007635	ADIR003836	AFUN2_005141
OG0007636	ADIR003393	AFUN2_004227
OG0007637	ADIR009559	AFUN2_012978
OG0007638	ADIR003791	AFUN2_004238
OG0007639	ADIR004131	AFUN2_003606
OG0007640	ADIR009923	AFUN2_007087
OG0007641	ADIR011428	AFUN2_004485
OG0007642	ADIR004241	AFUN2_001801
OG0007643	ADIR001438	AFUN2_007245
OG0007644	ADIR008035	AFUN2_003380
OG0007645	ADIR004424	AFUN2_007881
OG0007646	ADIR003784	AFUN2_012911
OG0007647	ADIR003171	AFUN2_007895
OG0007648	ADIR000948	AFUN2_008325
OG0007649	ADIR004617	AFUN2_000650
OG0007650	ADIR003137	AFUN2_006354
OG0007651	ADIR005166	AFUN2_001633
OG0007652	ADIR003583	AFUN2_012143
OG0007653	ADIR000115	AFUN2_014032
OG0007654	ADIR005958	AFUN2_008578
OG0007655	ADIR006502	AFUN2_006912
OG0007656	ADIR010521	AFUN2_013129
OG0007657	ADIR008119	AFUN2_007247
OG0007658	ADIR007830	AFUN2_007880
OG0007659	ADIR003178	AFUN2_001732
OG0007660	ADIR006398	AFUN2_004417
OG0007661	ADIR007401	AFUN2_013253
OG0007662	ADIR004650, ADIR003967	AFUN2_006770
OG0007663	ADIR006451	AFUN2_002659
OG0007664	ADIR005331	AFUN2_009813
OG0007665	ADIR004560	AFUN2_012781
OG0007666	ADIR006034	AFUN2_010393
OG0007667	ADIR005543	AFUN2_011405
OG0007668	ADIR006946	AFUN2_011189
OG0007669	ADIR001445	AFUN2_013861
OG0007670	ADIR005367	AFUN2_008227
OG0007671	ADIR005472	AFUN2_005724
OG0007672	ADIR005539	AFUN2_010713
OG0007674	ADIR003941	AFUN2_013754
OG0007675	ADIR004879	AFUN2_005877
OG0007676	ADIR008583	AFUN2_010474
OG0007677	ADIR003825	AFUN2_002163
OG0007678	ADIR003760	AFUN2_009454
OG0007679	ADIR009490	AFUN2_010951
OG0007680	ADIR001197	AFUN2_001107
OG0007681	ADIR001076	AFUN2_014800
OG0007682	ADIR001126	AFUN2_010355
OG0007683	ADIR011516	AFUN2_001901
OG0007684	ADIR002032	AFUN2_002128
OG0007685	ADIR001472	AFUN2_013414
OG0007686	ADIR004954	AFUN2_008513
OG0007687	ADIR006695	AFUN2_013525
OG0007688	ADIR008199	AFUN2_001572
OG0007689	ADIR010334	AFUN2_009593
OG0007690	ADIR007785	AFUN2_004426
OG0007691	ADIR001416	AFUN2_001701
OG0007692	ADIR004646	AFUN2_007606
OG0007693	ADIR004768	AFUN2_010013
OG0007694	ADIR011241	AFUN2_012536
OG0007695	ADIR005992	AFUN2_008860
OG0007696	ADIR000029	AFUN2_012874
OG0007697	ADIR000967	AFUN2_007290
OG0007698	ADIR000617	AFUN2_014719
OG0007699	ADIR005430	AFUN2_005974
OG0007700	ADIR000526	AFUN2_005196
OG0007701	ADIR004597	AFUN2_012726
OG0007702	ADIR000108	AFUN2_014387
OG0007703	ADIR008223	AFUN2_001325
OG0007704	ADIR007374	AFUN2_005355
OG0007705	ADIR000172	AFUN2_014685
OG0007706	ADIR003312	AFUN2_007163
OG0007707	ADIR010017	AFUN2_004553
OG0007708	ADIR002141	AFUN2_009160
OG0007709	ADIR007423	AFUN2_009765
OG0007710	ADIR004501	AFUN2_013195
OG0007711	ADIR006853	AFUN2_012299
OG0007712	ADIR007013	AFUN2_004393
OG0007713	ADIR000356	AFUN2_006656
OG0007714	ADIR009001	AFUN2_002182
OG0007715	ADIR015682	AFUN2_009368
OG0007716	ADIR000152	AFUN2_013919
OG0007717	ADIR011501	AFUN2_001259
OG0007718	ADIR009196	AFUN2_000518
OG0007719	ADIR003565	AFUN2_013165
OG0007720	ADIR004230	AFUN2_002042
OG0007721	ADIR008036	AFUN2_006239
OG0007722	ADIR009421	AFUN2_001294
OG0007723	ADIR016149	AFUN2_000398
OG0007724	ADIR002350	AFUN2_010772
OG0007725	ADIR006069	AFUN2_011288
OG0007726	ADIR001256	AFUN2_004144
OG0007727	ADIR005307	AFUN2_001298
OG0007728	ADIR000691	AFUN2_011149
OG0007729	ADIR006532	AFUN2_004632
OG0007730	ADIR002943	AFUN2_005636
OG0007731	ADIR000612	AFUN2_003317
OG0007732	ADIR011006	AFUN2_004031
OG0007733	ADIR008667	AFUN2_013207
OG0007734	ADIR003682	AFUN2_013386
OG0007735	ADIR004096	AFUN2_012691
OG0007736	ADIR010528	AFUN2_007544
OG0007737	ADIR009635	AFUN2_013840
OG0007738	ADIR009547	AFUN2_011721
OG0007739	ADIR000412	AFUN2_007135
OG0007740	ADIR005557	AFUN2_010985
OG0007741	ADIR010383	AFUN2_009863
OG0007742	ADIR001018	AFUN2_013441
OG0007743	ADIR001165	AFUN2_004056
OG0007744	ADIR005729	AFUN2_004207
OG0007745	ADIR005717	AFUN2_001270
OG0007746	ADIR008494	AFUN2_007196
OG0007747	ADIR007553	AFUN2_008358
OG0007748	ADIR007289	AFUN2_011874
OG0007749	ADIR010463	AFUN2_005700
OG0007750	ADIR006413	AFUN2_013117
OG0007751	ADIR010102	AFUN2_014042
OG0007752	ADIR016054	AFUN2_014362
OG0007753	ADIR005199	AFUN2_012182
OG0007754	ADIR010852	AFUN2_011770
OG0007755	ADIR008810	AFUN2_001302
OG0007756	ADIR000146	AFUN2_008873
OG0007757	ADIR001040	AFUN2_013733
OG0007758	ADIR010553	AFUN2_002125
OG0007760	ADIR007065	AFUN2_007259
OG0007761	ADIR006985	AFUN2_007618
OG0007762	ADIR008461	AFUN2_004097
OG0007763	ADIR007188	AFUN2_007260
OG0007764	ADIR008897	AFUN2_001470
OG0007765	ADIR009519	AFUN2_007898
OG0007767	ADIR003553	AFUN2_007188
OG0007768	ADIR006309	AFUN2_002964
OG0007769	ADIR002273	AFUN2_012754
OG0007770	ADIR002446	AFUN2_001138
OG0007771	ADIR004647	AFUN2_007449
OG0007772	ADIR001212	AFUN2_012723
OG0007773	ADIR001405	AFUN2_008856
OG0007774	ADIR008264	AFUN2_011111
OG0007775	ADIR011570	AFUN2_006864
OG0007776	ADIR006699, ADIR006700	AFUN2_009340
OG0007778	ADIR008940	AFUN2_010424
OG0007781	ADIR010638	AFUN2_007202
OG0007784	ADIR001229	AFUN2_008965
OG0007785	ADIR005482	AFUN2_014127
OG0007787	ADIR009188	AFUN2_008597
OG0007788	ADIR014516	AFUN2_003673
OG0007795	ADIR011636	AFUN2_009188
OG0007795	ADIR014476	AFUN2_006021, AFUN2_002457, AFUN2_014628, AFUN2_004347
OG0007796	ADIR010681	AFUN2_006767
OG0007802	ADIR001955	AFUN2_012090
OG0007803	ADIR000602	AFUN2_008716
OG0007804	ADIR000695	AFUN2_002814
OG0007805	ADIR000757, ADIR000756	AFUN2_003119
OG0007806	ADIR003262, ADIR003263	AFUN2_013184
OG0007809	ADIR004858	AFUN2_002255, AFUN2_011926, AFUN2_001303, AFUN2_001615, AFUN2_010255, AFUN2_012067
OG0007810	ADIR005334	AFUN2_014627
OG0007812	ADIR007669	AFUN2_007330
OG0007813	ADIR014689, ADIR008214	AFUN2_005227
OG0007814	ADIR008226	AFUN2_001859, AFUN2_009376
OG0007815	ADIR008963	AFUN2_013922, AFUN2_000567
OG0007816	ADIR009416	AFUN2_010315, AFUN2_008397
OG0007817	ADIR010306, ADIR010307	AFUN2_011622, AFUN2_001921
OG0007818	ADIR010653	AFUN2_001663, AFUN2_010348
OG0007819	ADIR015721	AFUN2_006163, AFUN2_003284
OG0007838	ADIR002644	AFUN2_004824
OG0007839	ADIR002649	AFUN2_001249
OG0007840	ADIR009915	AFUN2_011085
OG0007841	ADIR010652	AFUN2_014514
OG0007842	ADIR006710	AFUN2_014343
OG0007844	ADIR010634	AFUN2_005811
OG0007845	ADIR008824	AFUN2_009012
OG0007846	ADIR006641	AFUN2_005445
OG0007847	ADIR008821	AFUN2_004854
OG0007851	ADIR000203	AFUN2_004797
OG0007852	ADIR005655	AFUN2_001689
OG0007853	ADIR009128	AFUN2_001708
OG0007854	ADIR000204	AFUN2_013208
OG0007856	ADIR011530	AFUN2_005009
OG0007857	ADIR011532	AFUN2_006160
OG0007858	ADIR011531	AFUN2_002489
OG0007859	ADIR006915	AFUN2_008840
OG0007860	ADIR009754	AFUN2_003314
OG0007861	ADIR001735	AFUN2_000875
OG0007863	ADIR009753	AFUN2_014521
OG0007864	ADIR006907	AFUN2_004092
OG0007865	ADIR009750	AFUN2_003190
OG0007866	ADIR000049	AFUN2_011135
OG0007867	ADIR011032	AFUN2_006062
OG0007868	ADIR007556	AFUN2_003218
OG0007869	ADIR006310	AFUN2_010958
OG0007870	ADIR011035	AFUN2_002066
OG0007871	ADIR010261	AFUN2_007925
OG0007872	ADIR006303	AFUN2_007818
OG0007873	ADIR006308	AFUN2_012854
OG0007874	ADIR002033	AFUN2_007579
OG0007875	ADIR002029	AFUN2_009138
OG0007876	ADIR003188	AFUN2_001804
OG0007877	ADIR002031	AFUN2_010340
OG0007878	ADIR006458	AFUN2_014455
OG0007880	ADIR010135	AFUN2_000750
OG0007881	ADIR010142	AFUN2_006989
OG0007883	ADIR002822	AFUN2_007353
OG0007884	ADIR000291	AFUN2_001426
OG0007885	ADIR002821	AFUN2_014674
OG0007886	ADIR009466	AFUN2_006258
OG0007887	ADIR005752	AFUN2_000577
OG0007890	ADIR003419	AFUN2_002146
OG0007891	ADIR000553	AFUN2_012293
OG0007892	ADIR000565	AFUN2_014692
OG0007893	ADIR000568	AFUN2_008214
OG0007894	ADIR005915	AFUN2_000708
OG0007895	ADIR005892	AFUN2_001038
OG0007897	ADIR008171	AFUN2_005688
OG0007898	ADIR008172	AFUN2_009655
OG0007899	ADIR000373	AFUN2_006800
OG0007900	ADIR011631	AFUN2_009106
OG0007902	ADIR003368	AFUN2_008306
OG0007903	ADIR011571	AFUN2_012831
OG0007904	ADIR005637	AFUN2_011674
OG0007905	ADIR011572	AFUN2_004080
OG0007907	ADIR011576	AFUN2_003651
OG0007911	ADIR005550	AFUN2_009981
OG0007912	ADIR007817	AFUN2_008897
OG0007913	ADIR003244	AFUN2_002247
OG0007914	ADIR008456	AFUN2_004977
OG0007915	ADIR003002	AFUN2_001763
OG0007916	ADIR008450	AFUN2_008205
OG0007917	ADIR010178	AFUN2_012336
OG0007918	ADIR003004	AFUN2_007157
OG0007919	ADIR005218	AFUN2_006186
OG0007920	ADIR015741	AFUN2_008590
OG0007921	ADIR009541	AFUN2_001358
OG0007922	ADIR009535	AFUN2_004924
OG0007923	ADIR002752	AFUN2_012398
OG0007926	ADIR004842	AFUN2_007253
OG0007927	ADIR006831	AFUN2_003106
OG0007928	ADIR006829	AFUN2_004382
OG0007929	ADIR006272	AFUN2_006397
OG0007930	ADIR006276	AFUN2_004032
OG0007931	ADIR006316	AFUN2_003079
OG0007932	ADIR016066	AFUN2_013787
OG0007933	ADIR004985	AFUN2_003395
OG0007934	ADIR004992	AFUN2_013513
OG0007935	ADIR001037	AFUN2_013554
OG0007936	ADIR004988	AFUN2_010228
OG0007937	ADIR016003	AFUN2_013977
OG0007938	ADIR003786	AFUN2_011718
OG0007939	ADIR009952	AFUN2_009482
OG0007940	ADIR008175	AFUN2_007894
OG0007941	ADIR009942	AFUN2_011106
OG0007942	ADIR015962	AFUN2_012105
OG0007943	ADIR008191	AFUN2_005024
OG0007944	ADIR008607	AFUN2_002327
OG0007945	ADIR003768	AFUN2_002557
OG0007946	ADIR008248	AFUN2_010182
OG0007947	ADIR008244	AFUN2_007039
OG0007948	ADIR008863	AFUN2_013999
OG0007949	ADIR007194	AFUN2_007026
OG0007950	ADIR007274	AFUN2_013303
OG0007951	ADIR007190	AFUN2_001450
OG0007952	ADIR001395	AFUN2_005613
OG0007953	ADIR007996	AFUN2_004567
OG0007954	ADIR004010	AFUN2_011114
OG0007956	ADIR003937	AFUN2_004544
OG0007957	ADIR000174	AFUN2_000521
OG0007958	ADIR000176	AFUN2_003682
OG0007959	ADIR007154	AFUN2_012757
OG0007960	ADIR007105	AFUN2_002004
OG0007961	ADIR014615	AFUN2_000838
OG0007962	ADIR014382	AFUN2_001485
OG0007963	ADIR003474	AFUN2_013128
OG0007964	ADIR005784	AFUN2_005156
OG0007965	ADIR001794	AFUN2_006219
OG0007966	ADIR005934	AFUN2_004327
OG0007967	ADIR004943	AFUN2_003071
OG0007968	ADIR000750	AFUN2_008745
OG0007969	ADIR004941	AFUN2_003285
OG0007971	ADIR011167	AFUN2_004041
OG0007972	ADIR000574	AFUN2_003129
OG0007973	ADIR007888	AFUN2_010011
OG0007974	ADIR008644	AFUN2_013610
OG0007976	ADIR007889	AFUN2_013672
OG0007977	ADIR011151	AFUN2_000703
OG0007978	ADIR011157	AFUN2_008178
OG0007979	ADIR004690	AFUN2_001868
OG0007980	ADIR011010	AFUN2_002241
OG0007981	ADIR004197	AFUN2_001317
OG0007982	ADIR014349	AFUN2_008953
OG0007983	ADIR006231	AFUN2_012264
OG0007984	ADIR005035	AFUN2_008136
OG0007985	ADIR006245	AFUN2_004701
OG0007986	ADIR000305	AFUN2_011571
OG0007987	ADIR003724	AFUN2_003011
OG0007988	ADIR007953	AFUN2_003607
OG0007989	ADIR000306	AFUN2_002752
OG0007990	ADIR004219	AFUN2_004656
OG0007992	ADIR011053	AFUN2_014342
OG0007993	ADIR011225	AFUN2_007740
OG0007994	ADIR006274	AFUN2_012118
OG0007995	ADIR011059	AFUN2_008240
OG0007996	ADIR011218	AFUN2_002805
OG0007997	ADIR006892	AFUN2_008545
OG0007998	ADIR010585	AFUN2_002671
OG0007999	ADIR003510	AFUN2_010510
OG0008000	ADIR003507	AFUN2_002139
OG0008001	ADIR006558	AFUN2_003641
