Orthogroup	AdirusWRAIR2	AstephensiUCISS2018
OG0008136	ADIR005828	ASTEI20_037757
OG0008137	ADIR002527	ASTEI20_041897
OG0008138	ADIR000705	ASTEI20_033755
OG0008139	ADIR004465	ASTEI20_036323
OG0008140	ADIR009488	ASTEI20_031384
OG0008141	ADIR001199	ASTEI20_033200
OG0008142	ADIR004199	ASTEI20_032254
OG0008143	ADIR004466	ASTEI20_044490
OG0008144	ADIR000429	ASTEI20_037598
OG0008145	ADIR003783	ASTEI20_037286
OG0008147	ADIR008915	ASTEI20_040753
OG0008148	ADIR002487	ASTEI20_038093
OG0008149	ADIR002488	ASTEI20_043187
OG0008151	ADIR006952	ASTEI20_032081
OG0008153	ADIR000999	ASTEI20_033855
OG0008155	ADIR009219	ASTEI20_041273
OG0008156	ADIR010283	ASTEI20_037410
OG0008159	ADIR008249	ASTEI20_042433
OG0008160	ADIR004806	ASTEI20_034858
OG0008161	ADIR004957	ASTEI20_035646
OG0008162	ADIR009968	ASTEI20_037827
OG0008163	ADIR003226	ASTEI20_036870
OG0008164	ADIR003325	ASTEI20_033979
OG0008165	ADIR003231	ASTEI20_037313
OG0008166	ADIR006602	ASTEI20_044311
OG0008167	ADIR000377	ASTEI20_034864
OG0008168	ADIR000368	ASTEI20_042822
OG0008169	ADIR001746	ASTEI20_031617
OG0008170	ADIR001747	ASTEI20_043244
OG0008171	ADIR009120	ASTEI20_038972
OG0008172	ADIR006449	ASTEI20_039555
OG0008173	ADIR006086	ASTEI20_032980
OG0008175	ADIR002407	ASTEI20_034291
OG0008177	ADIR006727	ASTEI20_031174
OG0008180	ADIR007612	ASTEI20_043524
OG0008181	ADIR007604	ASTEI20_031631
OG0008182	ADIR010746	ASTEI20_035672
OG0008183	ADIR008297	ASTEI20_045130
OG0008184	ADIR002619	ASTEI20_041928
OG0008185	ADIR005436	ASTEI20_042207
OG0008186	ADIR010745	ASTEI20_034220
OG0008187	ADIR010357	ASTEI20_039585
OG0008188	ADIR011597	ASTEI20_044359
OG0008189	ADIR003708	ASTEI20_035879
OG0008190	ADIR005515	ASTEI20_043370
OG0008191	ADIR008425	ASTEI20_041500
OG0008192	ADIR001342	ASTEI20_031124
OG0008193	ADIR007373	ASTEI20_038159
OG0008194	ADIR007763	ASTEI20_033659
OG0008195	ADIR003611	ASTEI20_041670
OG0008196	ADIR007762	ASTEI20_044233
OG0008198	ADIR007382	ASTEI20_033847
OG0008199	ADIR004428	ASTEI20_046096
OG0008200	ADIR010365	ASTEI20_034584
OG0008201	ADIR010366	ASTEI20_045143
OG0008202	ADIR004423	ASTEI20_034031
OG0008203	ADIR004427	ASTEI20_037636
OG0008204	ADIR004425	ASTEI20_043017
OG0008205	ADIR004273	ASTEI20_040886
OG0008206	ADIR006928	ASTEI20_042538
OG0008207	ADIR004019	ASTEI20_040685
OG0008208	ADIR005240	ASTEI20_045136
OG0008209	ADIR009680	ASTEI20_038465
OG0008210	ADIR005002	ASTEI20_033850
OG0008212	ADIR006330	ASTEI20_046172
OG0008214	ADIR006151	ASTEI20_037554
OG0008215	ADIR006149	ASTEI20_043936
OG0008216	ADIR008246	ASTEI20_033432
OG0008217	ADIR002990	ASTEI20_040217
OG0008218	ADIR002986	ASTEI20_039360
OG0008219	ADIR002985	ASTEI20_043396
OG0008220	ADIR002987	ASTEI20_039037
OG0008221	ADIR009768	ASTEI20_032662
OG0008223	ADIR014487	ASTEI20_045360
OG0008225	ADIR007143	ASTEI20_042359
OG0008226	ADIR007781	ASTEI20_035713
OG0008227	ADIR007133	ASTEI20_043385
OG0008230	ADIR007131	ASTEI20_030958
OG0008232	ADIR005130	ASTEI20_043700
OG0008233	ADIR002509	ASTEI20_040681
OG0008234	ADIR006535	ASTEI20_044772
OG0008235	ADIR006530	ASTEI20_030820
OG0008236	ADIR006531	ASTEI20_033646
OG0008237	ADIR006533	ASTEI20_034437
OG0008238	ADIR015703	ASTEI20_031400
OG0008239	ADIR015897	ASTEI20_037438
OG0008240	ADIR005356	ASTEI20_042578
OG0008241	ADIR002585	ASTEI20_033055
OG0008242	ADIR007444	ASTEI20_040165
OG0008243	ADIR007005	ASTEI20_042616
OG0008244	ADIR009430	ASTEI20_041081
OG0008245	ADIR010732	ASTEI20_032505
OG0008246	ADIR008529	ASTEI20_043571
OG0008247	ADIR010716	ASTEI20_038058
OG0008248	ADIR008528	ASTEI20_040279
OG0008249	ADIR010717	ASTEI20_039605
OG0008250	ADIR011489	ASTEI20_038791
OG0008251	ADIR011502	ASTEI20_038812
OG0008252	ADIR009477	ASTEI20_032099
OG0008253	ADIR010109	ASTEI20_034897
OG0008254	ADIR008996	ASTEI20_041645
OG0008255	ADIR006794	ASTEI20_034961
OG0008256	ADIR009571	ASTEI20_037920
OG0008257	ADIR000339	ASTEI20_035126
OG0008258	ADIR009985	ASTEI20_031595
OG0008259	ADIR015972	ASTEI20_035002
OG0008261	ADIR000849	ASTEI20_041193
OG0008262	ADIR015971	ASTEI20_031015
OG0008263	ADIR015964	ASTEI20_044365
OG0008264	ADIR014975, ADIR011348	ASTEI20_034713
OG0008265	ADIR011186	ASTEI20_038438
OG0008266	ADIR011187	ASTEI20_039118
OG0008267	ADIR004262	ASTEI20_040502
OG0008268	ADIR011294	ASTEI20_041971
OG0008269	ADIR009693	ASTEI20_037116
OG0008270	ADIR010916	ASTEI20_036892
OG0008271	ADIR010303	ASTEI20_034913
OG0008275	ADIR005236	ASTEI20_041769
OG0008276	ADIR003533	ASTEI20_034847
OG0008277	ADIR010655	ASTEI20_040452
OG0008279	ADIR003428	ASTEI20_031077
OG0008280	ADIR000298	ASTEI20_035523
OG0008281	ADIR011259	ASTEI20_042763
OG0008282	ADIR000299	ASTEI20_034567
OG0008283	ADIR011257	ASTEI20_039512
OG0008284	ADIR000297	ASTEI20_039209
OG0008285	ADIR007400	ASTEI20_033250
OG0008286	ADIR006511	ASTEI20_033164
OG0008287	ADIR008344	ASTEI20_044877
OG0008288	ADIR006003	ASTEI20_035997
OG0008289	ADIR005269	ASTEI20_037431
OG0008290	ADIR002429	ASTEI20_045620
OG0008291	ADIR009757	ASTEI20_042901
OG0008292	ADIR015781	ASTEI20_045063
OG0008293	ADIR002431	ASTEI20_036111
OG0008294	ADIR010514	ASTEI20_031129
OG0008295	ADIR010519	ASTEI20_039792
OG0008296	ADIR002879	ASTEI20_037444
OG0008298	ADIR002104	ASTEI20_042585
OG0008299	ADIR010385	ASTEI20_038447
OG0008300	ADIR010387	ASTEI20_042606
OG0008301	ADIR008487	ASTEI20_035402
OG0008303	ADIR002804	ASTEI20_044808
OG0008304	ADIR003031	ASTEI20_037942
OG0008305	ADIR016016	ASTEI20_032588
OG0008306	ADIR016017	ASTEI20_033820
OG0008307	ADIR004448	ASTEI20_033072
OG0008308	ADIR002542	ASTEI20_036591
OG0008309	ADIR006723	ASTEI20_034966
OG0008311	ADIR006842	ASTEI20_034817
OG0008312	ADIR005322	ASTEI20_045567
OG0008314	ADIR002463	ASTEI20_037303
OG0008315	ADIR015791	ASTEI20_036200
OG0008316	ADIR009814	ASTEI20_045199
OG0008317	ADIR001104	ASTEI20_033953
OG0008318	ADIR002735	ASTEI20_033598
OG0008319	ADIR000809	ASTEI20_045423
OG0008320	ADIR000284	ASTEI20_044383
OG0008321	ADIR011432	ASTEI20_039956
OG0008322	ADIR000610	ASTEI20_045089
OG0008323	ADIR003588	ASTEI20_045909
OG0008325	ADIR006372	ASTEI20_041479
OG0008326	ADIR005650	ASTEI20_031581
OG0008327	ADIR005653	ASTEI20_039252
OG0008328	ADIR010050	ASTEI20_045003
OG0008331	ADIR005901	ASTEI20_040651
OG0008333	ADIR008120	ASTEI20_034338
OG0008334	ADIR008128	ASTEI20_031745
OG0008335	ADIR008804	ASTEI20_045486
OG0008336	ADIR008809	ASTEI20_035818
OG0008338	ADIR005982	ASTEI20_032712
OG0008339	ADIR002144	ASTEI20_039265
OG0008340	ADIR010007	ASTEI20_044855
OG0008341	ADIR010001	ASTEI20_030831
OG0008342	ADIR010003	ASTEI20_032281
OG0008343	ADIR007726	ASTEI20_039759
OG0008344	ADIR004167	ASTEI20_032596
OG0008345	ADIR004170	ASTEI20_036228
OG0008346	ADIR007727	ASTEI20_045714
OG0008347	ADIR004165	ASTEI20_033225
OG0008348	ADIR008817	ASTEI20_041739
OG0008349	ADIR002913	ASTEI20_034154
OG0008350	ADIR009644	ASTEI20_035167
OG0008351	ADIR009648	ASTEI20_034417
OG0008352	ADIR009636	ASTEI20_033294
OG0008353	ADIR003366	ASTEI20_035952
OG0008354	ADIR000812	ASTEI20_041392
OG0008355	ADIR010348	ASTEI20_042099
OG0008357	ADIR007123	ASTEI20_036431
OG0008358	ADIR004051	ASTEI20_045474
OG0008359	ADIR004056	ASTEI20_037503
OG0008360	ADIR010324	ASTEI20_041563
OG0008361	ADIR010327	ASTEI20_038958
OG0008362	ADIR010329	ASTEI20_034994
OG0008363	ADIR000123	ASTEI20_045892
OG0008364	ADIR010502	ASTEI20_045013
OG0008365	ADIR006189	ASTEI20_038632
OG0008366	ADIR006195	ASTEI20_031945
OG0008367	ADIR005500	ASTEI20_033265
OG0008368	ADIR010537	ASTEI20_036429
OG0008369	ADIR005499	ASTEI20_035624
OG0008370	ADIR005837	ASTEI20_035975
OG0008374	ADIR001828	ASTEI20_042817
OG0008375	ADIR007495	ASTEI20_036858
OG0008376	ADIR007864	ASTEI20_041457
OG0008377	ADIR002101	ASTEI20_042477
OG0008378	ADIR009925	ASTEI20_035175
OG0008379	ADIR005559	ASTEI20_039925
OG0008380	ADIR008285	ASTEI20_042398
OG0008381	ADIR005534	ASTEI20_044976
OG0008383	ADIR000615	ASTEI20_037345
OG0008384	ADIR000614	ASTEI20_041032
OG0008385	ADIR011467	ASTEI20_038581
OG0008386	ADIR000613	ASTEI20_044191
OG0008387	ADIR004186	ASTEI20_041450
OG0008388	ADIR005155	ASTEI20_042803
OG0008389	ADIR009860	ASTEI20_038709
OG0008390	ADIR003999	ASTEI20_042889
OG0008391	ADIR006481	ASTEI20_041424
OG0008392	ADIR004710	ASTEI20_038250
OG0008393	ADIR004948	ASTEI20_042240
OG0008394	ADIR004722	ASTEI20_031612
OG0008395	ADIR002788	ASTEI20_033596
OG0008396	ADIR002789	ASTEI20_042984
OG0008398	ADIR001348	ASTEI20_042546
OG0008399	ADIR000497	ASTEI20_041367
OG0008400	ADIR000337	ASTEI20_044972
OG0008401	ADIR003839	ASTEI20_033821
OG0008402	ADIR000737	ASTEI20_035866
OG0008405	ADIR005404	ASTEI20_034752
OG0008407	ADIR010632	ASTEI20_045126
OG0008408	ADIR008857	ASTEI20_043150
OG0008409	ADIR000682	ASTEI20_041244
OG0008410	ADIR003466	ASTEI20_031713
OG0008411	ADIR002899	ASTEI20_034364
OG0008412	ADIR003467	ASTEI20_042337
OG0008414	ADIR004991	ASTEI20_040619
OG0008415	ADIR002563	ASTEI20_037281
OG0008416	ADIR009528	ASTEI20_034703
OG0008417	ADIR009366	ASTEI20_038883
OG0008418	ADIR006012	ASTEI20_038508
OG0008419	ADIR008845	ASTEI20_033883
OG0008420	ADIR005214	ASTEI20_042016
OG0008421	ADIR006522	ASTEI20_043200
OG0008422	ADIR008637	ASTEI20_041320
OG0008424	ADIR003406	ASTEI20_031146
OG0008425	ADIR002555	ASTEI20_035726
OG0008426	ADIR002559	ASTEI20_030810
OG0008428	ADIR014908	ASTEI20_032897
OG0008429	ADIR009065	ASTEI20_045566
OG0008430	ADIR000470	ASTEI20_040421
OG0008432	ADIR005951	ASTEI20_036405
OG0008433	ADIR005257	ASTEI20_040687
OG0008434	ADIR001911	ASTEI20_044906
OG0008435	ADIR001910	ASTEI20_039194
OG0008436	ADIR010104	ASTEI20_045757
OG0008437	ADIR015886	ASTEI20_036053
OG0008438	ADIR006285	ASTEI20_042975
OG0008439	ADIR008117	ASTEI20_035598
OG0008440	ADIR011205	ASTEI20_034740
OG0008442	ADIR000870	ASTEI20_036346
OG0008445	ADIR000151	ASTEI20_045539
OG0008446	ADIR006740	ASTEI20_039064
OG0008447	ADIR002474	ASTEI20_032396
OG0008452	ADIR009867	ASTEI20_037400
OG0008453	ADIR003247	ASTEI20_035270
OG0008454	ADIR003039	ASTEI20_034608
OG0008456	ADIR014255	ASTEI20_031226
OG0008457	ADIR003052	ASTEI20_033466
OG0008458	ADIR007701	ASTEI20_036790
OG0008459	ADIR016034	ASTEI20_034989
OG0008460	ADIR016036	ASTEI20_045167
OG0008461	ADIR010624	ASTEI20_042910
OG0008462	ADIR000025	ASTEI20_045907
OG0008463	ADIR008782	ASTEI20_045794
OG0008464	ADIR008779	ASTEI20_044112
OG0008465	ADIR004629	ASTEI20_042043
OG0008466	ADIR006773	ASTEI20_031932
OG0008467	ADIR000868	ASTEI20_036441
OG0008468	ADIR014916	ASTEI20_045328
OG0008469	ADIR000031	ASTEI20_043494
OG0008470	ADIR000040	ASTEI20_044150
OG0008471	ADIR006673	ASTEI20_043006
OG0008472	ADIR009006	ASTEI20_045972
OG0008474	ADIR007093	ASTEI20_033555
OG0008475	ADIR007017	ASTEI20_032392
OG0008476	ADIR007083	ASTEI20_037678
OG0008479	ADIR003847	ASTEI20_036428
OG0008480	ADIR004223	ASTEI20_040388
OG0008481	ADIR004468	ASTEI20_041433
OG0008482	ADIR004471	ASTEI20_033491
OG0008483	ADIR011128	ASTEI20_040744
OG0008484	ADIR015993	ASTEI20_031110
OG0008485	ADIR007717	ASTEI20_037366
OG0008486	ADIR006063	ASTEI20_041877
OG0008487	ADIR016082	ASTEI20_039159
OG0008488	ADIR007891	ASTEI20_030950
OG0008489	ADIR008061	ASTEI20_032488
OG0008490	ADIR010542	ASTEI20_034672
OG0008492	ADIR005182	ASTEI20_032204
OG0008493	ADIR007787	ASTEI20_034032
OG0008494	ADIR005032	ASTEI20_043174
OG0008495	ADIR003213	ASTEI20_045296
OG0008496	ADIR010150	ASTEI20_045733
OG0008497	ADIR010149	ASTEI20_037398
OG0008498	ADIR001891	ASTEI20_035443
OG0008500	ADIR000212	ASTEI20_041398
OG0008501	ADIR001892	ASTEI20_038789
OG0008502	ADIR000245	ASTEI20_042385
OG0008503	ADIR009448	ASTEI20_034868
OG0008504	ADIR014823	ASTEI20_035034
OG0008505	ADIR001693	ASTEI20_043325
OG0008506	ADIR010590	ASTEI20_044253
OG0008507	ADIR009010	ASTEI20_043141
OG0008508	ADIR010589	ASTEI20_042161
OG0008509	ADIR010555	ASTEI20_034025
OG0008510	ADIR010599	ASTEI20_039338
OG0008511	ADIR010560	ASTEI20_033318
OG0008512	ADIR010557	ASTEI20_043149
OG0008513	ADIR002427	ASTEI20_038065
OG0008515	ADIR007646	ASTEI20_040026
OG0008516	ADIR004303	ASTEI20_037842
OG0008517	ADIR003899	ASTEI20_039811
OG0008518	ADIR008570	ASTEI20_043897
OG0008519	ADIR003475	ASTEI20_036330
OG0008520	ADIR006340	ASTEI20_035684
OG0008521	ADIR011469	ASTEI20_045170
OG0008522	ADIR011471	ASTEI20_044720
OG0008523	ADIR007794	ASTEI20_035581
OG0008524	ADIR003413	ASTEI20_043367
OG0008525	ADIR003513	ASTEI20_034051
OG0008526	ADIR003519	ASTEI20_040407
OG0008528	ADIR003831	ASTEI20_034447
OG0008530	ADIR000434	ASTEI20_045963
OG0008531	ADIR000550	ASTEI20_042953
OG0008532	ADIR003340	ASTEI20_041062
OG0008533	ADIR003586	ASTEI20_036224
OG0008534	ADIR003587	ASTEI20_034164
OG0008535	ADIR003585	ASTEI20_040167
OG0008536	ADIR010947	ASTEI20_045302
OG0008537	ADIR010936	ASTEI20_045162
OG0008538	ADIR010941	ASTEI20_035688
OG0008539	ADIR010944	ASTEI20_043550
OG0008540	ADIR001748	ASTEI20_036633
OG0008541	ADIR004419	ASTEI20_046028
OG0008543	ADIR004394	ASTEI20_036997
OG0008545	ADIR003079	ASTEI20_045809
OG0008546	ADIR003081	ASTEI20_037808
OG0008547	ADIR001979	ASTEI20_039767
OG0008548	ADIR009888	ASTEI20_045050
OG0008549	ADIR000958	ASTEI20_032009
OG0008550	ADIR000407	ASTEI20_035531
OG0008551	ADIR005617	ASTEI20_033835
OG0008552	ADIR000858	ASTEI20_042260
OG0008553	ADIR009126	ASTEI20_033496
OG0008554	ADIR001799	ASTEI20_045552
OG0008555	ADIR010271	ASTEI20_039587
OG0008556	ADIR005434	ASTEI20_037902
OG0008557	ADIR014352	ASTEI20_032701
OG0008559	ADIR003879	ASTEI20_034790
OG0008560	ADIR003886	ASTEI20_036576
OG0008561	ADIR003876	ASTEI20_038477
OG0008563	ADIR004440	ASTEI20_032047
OG0008564	ADIR001090	ASTEI20_031440
OG0008565	ADIR002233	ASTEI20_035892
OG0008566	ADIR004187	ASTEI20_042783
OG0008567	ADIR009881	ASTEI20_038367
OG0008568	ADIR009137	ASTEI20_032578
OG0008569	ADIR006517	ASTEI20_039148
OG0008570	ADIR009073	ASTEI20_037389
OG0008571	ADIR005597	ASTEI20_034122
OG0008572	ADIR009732	ASTEI20_041454
OG0008573	ADIR005593	ASTEI20_034341
OG0008574	ADIR005595	ASTEI20_032759
OG0008575	ADIR004132	ASTEI20_034076
OG0008576	ADIR000800	ASTEI20_037614
OG0008577	ADIR011719	ASTEI20_032465
OG0008578	ADIR004087	ASTEI20_040297
OG0008579	ADIR004086	ASTEI20_041964
OG0008580	ADIR004076	ASTEI20_044154
OG0008583	ADIR009070	ASTEI20_031074
OG0008584	ADIR002584	ASTEI20_035488
OG0008585	ADIR004293	ASTEI20_043813
OG0008586	ADIR004291	ASTEI20_035336
OG0008587	ADIR004286	ASTEI20_041623
OG0008588	ADIR004289	ASTEI20_038082
OG0008589	ADIR002603	ASTEI20_036518
OG0008591	ADIR006667	ASTEI20_034762
OG0008592	ADIR006888	ASTEI20_044732, ASTEI20_039985
OG0008593	ADIR002399	ASTEI20_043349
OG0008594	ADIR010499	ASTEI20_039254
OG0008595	ADIR001640	ASTEI20_039949
OG0008596	ADIR007308	ASTEI20_035178
OG0008597	ADIR007284	ASTEI20_038571
OG0008598	ADIR001602	ASTEI20_041743
OG0008599	ADIR006210	ASTEI20_036934
OG0008600	ADIR007860	ASTEI20_035193
OG0008601	ADIR006783	ASTEI20_038809
OG0008602	ADIR000713	ASTEI20_044065
OG0008603	ADIR015816	ASTEI20_039125
OG0008604	ADIR015819	ASTEI20_041965
OG0008605	ADIR010020	ASTEI20_041026
OG0008606	ADIR000323	ASTEI20_039505
OG0008607	ADIR011344	ASTEI20_031903
OG0008608	ADIR011359	ASTEI20_036832
OG0008609	ADIR005115	ASTEI20_045525
OG0008610	ADIR002050	ASTEI20_034352
OG0008611	ADIR011276	ASTEI20_042834
OG0008612	ADIR008551	ASTEI20_043615
OG0008613	ADIR010771	ASTEI20_037599
OG0008614	ADIR010762	ASTEI20_043862
OG0008615	ADIR008197	ASTEI20_037799
OG0008617	ADIR005092	ASTEI20_044420
OG0008618	ADIR004379	ASTEI20_043895
OG0008619	ADIR007844	ASTEI20_038054
OG0008620	ADIR004181	ASTEI20_034895
OG0008621	ADIR007843	ASTEI20_036066
OG0008622	ADIR009029	ASTEI20_044555
OG0008623	ADIR009039	ASTEI20_042000
OG0008624	ADIR009089	ASTEI20_032515
OG0008625	ADIR009197	ASTEI20_037727
OG0008626	ADIR005422	ASTEI20_036176
OG0008627	ADIR002614	ASTEI20_044807
OG0008629	ADIR008341	ASTEI20_045637
OG0008630	ADIR006117	ASTEI20_037037
OG0008631	ADIR003614	ASTEI20_033084
OG0008632	ADIR011401	ASTEI20_046082
OG0008633	ADIR004142	ASTEI20_043131
OG0008634	ADIR000917	ASTEI20_036179
OG0008636	ADIR005685	ASTEI20_034248
OG0008637	ADIR005249	ASTEI20_040712
OG0008638	ADIR015729	ASTEI20_032896
OG0008639	ADIR002956	ASTEI20_033391
OG0008640	ADIR008220	ASTEI20_034854
OG0008641	ADIR008759	ASTEI20_033862
OG0008642	ADIR003802	ASTEI20_045101
OG0008643	ADIR007941	ASTEI20_040620
OG0008644	ADIR007350	ASTEI20_033161
OG0008645	ADIR005105	ASTEI20_030836
OG0008646	ADIR005106	ASTEI20_036761
OG0008647	ADIR003561	ASTEI20_036173
OG0008648	ADIR005007	ASTEI20_039553
OG0008649	ADIR005083	ASTEI20_034173
OG0008650	ADIR011255	ASTEI20_044074
OG0008651	ADIR004114	ASTEI20_033654
OG0008652	ADIR009827	ASTEI20_033565
OG0008654	ADIR005013	ASTEI20_033625
OG0008655	ADIR005341	ASTEI20_042362
OG0008656	ADIR005338	ASTEI20_038520
OG0008657	ADIR008923	ASTEI20_038155
OG0008658	ADIR002627	ASTEI20_038714
OG0008659	ADIR007497	ASTEI20_037352
OG0008661	ADIR007496	ASTEI20_040838
OG0008662	ADIR004730	ASTEI20_045000
OG0008663	ADIR007276	ASTEI20_035751
OG0008665	ADIR006942	ASTEI20_041796
OG0008666	ADIR006381	ASTEI20_033003
OG0008669	ADIR014191	ASTEI20_031305
OG0008670	ADIR015907	ASTEI20_033046
OG0008672	ADIR004494	ASTEI20_042020
OG0008673	ADIR003976	ASTEI20_039384
OG0008674	ADIR010125	ASTEI20_038297
OG0008676	ADIR003379	ASTEI20_031398
OG0008677	ADIR008572	ASTEI20_031014
OG0008678	ADIR007420	ASTEI20_033166
OG0008679	ADIR007418	ASTEI20_034481
OG0008680	ADIR010692	ASTEI20_043873
OG0008682	ADIR000956	ASTEI20_043747
OG0008683	ADIR005314	ASTEI20_044640
OG0008684	ADIR006743	ASTEI20_042257
OG0008685	ADIR003345	ASTEI20_038021
OG0008686	ADIR002416	ASTEI20_042268
OG0008687	ADIR002417	ASTEI20_039433
OG0008688	ADIR009796	ASTEI20_039451
OG0008689	ADIR009803	ASTEI20_030949
OG0008690	ADIR009798	ASTEI20_039398
OG0008691	ADIR001130	ASTEI20_042760
OG0008692	ADIR001417	ASTEI20_041655
OG0008693	ADIR000662	ASTEI20_035971
OG0008694	ADIR002512	ASTEI20_035241
OG0008695	ADIR004669	ASTEI20_036699
OG0008696	ADIR004450	ASTEI20_040626
OG0008697	ADIR000075	ASTEI20_031220
OG0008698	ADIR000725	ASTEI20_038680
OG0008699	ADIR009386	ASTEI20_033111
OG0008700	ADIR000495	ASTEI20_033370
OG0008701	ADIR009517	ASTEI20_043161
OG0008702	ADIR002762	ASTEI20_044955
OG0008703	ADIR010108	ASTEI20_045346
OG0008704	ADIR008080	ASTEI20_044868
OG0008705	ADIR010566	ASTEI20_036418
OG0008706	ADIR008222	ASTEI20_035864
OG0008707	ADIR007724	ASTEI20_043976
OG0008708	ADIR007721	ASTEI20_039563
OG0008709	ADIR004138	ASTEI20_037351
OG0008710	ADIR004137	ASTEI20_037606
OG0008714	ADIR001840	ASTEI20_034466
OG0008715	ADIR003469	ASTEI20_042745
OG0008716	ADIR015580	ASTEI20_040250
OG0008717	ADIR003376	ASTEI20_037628
OG0008718	ADIR015579	ASTEI20_045945
OG0008719	ADIR015711	ASTEI20_031777
OG0008722	ADIR002102	ASTEI20_036646
OG0008723	ADIR001484	ASTEI20_045223
OG0008724	ADIR007119	ASTEI20_031283
OG0008725	ADIR009492	ASTEI20_034522
OG0008726	ADIR009752	ASTEI20_035339
OG0008727	ADIR010352	ASTEI20_041008
OG0008729	ADIR010707	ASTEI20_038282
OG0008730	ADIR010313	ASTEI20_032213
OG0008731	ADIR001382	ASTEI20_038721
OG0008732	ADIR002982	ASTEI20_033866
OG0008733	ADIR008773	ASTEI20_036527
OG0008735	ADIR006215	ASTEI20_032682
OG0008736	ADIR006093	ASTEI20_035426
OG0008737	ADIR006096	ASTEI20_032186
OG0008738	ADIR009627	ASTEI20_043764
OG0008739	ADIR001606	ASTEI20_032880
OG0008740	ADIR008689	ASTEI20_044358
OG0008741	ADIR001605	ASTEI20_043011
OG0008742	ADIR008690	ASTEI20_033554
OG0008743	ADIR008692	ASTEI20_033685
OG0008744	ADIR005867	ASTEI20_045959
OG0008745	ADIR006722	ASTEI20_042794
OG0008746	ADIR005868	ASTEI20_034943
OG0008748	ADIR001874	ASTEI20_035458
OG0008749	ADIR001873	ASTEI20_036065
OG0008750	ADIR007175	ASTEI20_043138
OG0008751	ADIR005870	ASTEI20_039462
OG0008752	ADIR003461	ASTEI20_039225
OG0008753	ADIR010588	ASTEI20_036966
OG0008754	ADIR008954	ASTEI20_036650
OG0008755	ADIR008958	ASTEI20_033558
OG0008756	ADIR008959	ASTEI20_041715
OG0008757	ADIR008960	ASTEI20_045710
OG0008758	ADIR005505	ASTEI20_031804
OG0008759	ADIR005506	ASTEI20_031940
OG0008760	ADIR005507	ASTEI20_039879
OG0008761	ADIR004624	ASTEI20_037445
OG0008763	ADIR006127	ASTEI20_044197
OG0008764	ADIR001233	ASTEI20_032813
OG0008765	ADIR005197	ASTEI20_031423
OG0008766	ADIR001334	ASTEI20_044153
OG0008767	ADIR001500	ASTEI20_042409
OG0008768	ADIR009259	ASTEI20_041870
OG0008769	ADIR003772	ASTEI20_041688
OG0008770	ADIR003774	ASTEI20_040643
OG0008771	ADIR003769	ASTEI20_032605
OG0008772	ADIR001559	ASTEI20_043341
OG0008773	ADIR002388	ASTEI20_041225
OG0008774	ADIR006501	ASTEI20_033054
OG0008775	ADIR006503	ASTEI20_041938
OG0008776	ADIR010194	ASTEI20_031660
OG0008777	ADIR004967	ASTEI20_038132
OG0008778	ADIR004966	ASTEI20_041169
OG0008779	ADIR011158	ASTEI20_042590
OG0008780	ADIR004968	ASTEI20_033746
OG0008781	ADIR006948	ASTEI20_043221
OG0008782	ADIR001038	ASTEI20_043938
OG0008783	ADIR010774	ASTEI20_045320
OG0008784	ADIR009745	ASTEI20_035285
OG0008785	ADIR006876	ASTEI20_039425
OG0008786	ADIR007841	ASTEI20_040985
OG0008787	ADIR006873	ASTEI20_031664
OG0008788	ADIR007842	ASTEI20_036022
OG0008789	ADIR007665	ASTEI20_034863
OG0008790	ADIR003200	ASTEI20_045708
OG0008791	ADIR009940	ASTEI20_030948
OG0008792	ADIR009939	ASTEI20_039034
OG0008793	ADIR002910	ASTEI20_043497
OG0008794	ADIR010189	ASTEI20_045709
OG0008795	ADIR010192	ASTEI20_033342
OG0008797	ADIR010191	ASTEI20_034684
OG0008798	ADIR004779	ASTEI20_039642
OG0008799	ADIR001300	ASTEI20_042152
OG0008800	ADIR003942	ASTEI20_041945
OG0008801	ADIR008633	ASTEI20_040012
OG0008802	ADIR008639	ASTEI20_037012
OG0008803	ADIR004406	ASTEI20_034358
OG0008804	ADIR007971	ASTEI20_036820
OG0008805	ADIR006620	ASTEI20_032724
OG0008807	ADIR006494	ASTEI20_045572
OG0008808	ADIR014346	ASTEI20_038288
OG0008809	ADIR007078	ASTEI20_041530
OG0008810	ADIR003848	ASTEI20_036950
OG0008811	ADIR015957	ASTEI20_035447
OG0008812	ADIR009900	ASTEI20_035227
OG0008813	ADIR009895	ASTEI20_039819
OG0008814	ADIR001715	ASTEI20_040600
OG0008816	ADIR009205	ASTEI20_045213
OG0008818	ADIR007404	ASTEI20_041552
OG0008819	ADIR005657	ASTEI20_033592
OG0008820	ADIR005459	ASTEI20_039136
OG0008821	ADIR005457	ASTEI20_039911
OG0008822	ADIR004960	ASTEI20_034960
OG0008823	ADIR004958	ASTEI20_044719
OG0008824	ADIR001377	ASTEI20_033351
OG0008825	ADIR001376	ASTEI20_035716
OG0008826	ADIR001745	ASTEI20_031171
OG0008827	ADIR001788	ASTEI20_040569
OG0008829	ADIR001744	ASTEI20_034234
OG0008830	ADIR008507	ASTEI20_032899
OG0008831	ADIR000520	ASTEI20_035202
OG0008834	ADIR000687	ASTEI20_031446
OG0008835	ADIR010989	ASTEI20_033323
OG0008836	ADIR000996	ASTEI20_039541
