Orthogroup	AdirusWRAIR2	CquinquefasciatusJHB2020
OG0006859	ADIR003960	CQUJHB008576
OG0006860	ADIR007625	CQUJHB016717
OG0006861	ADIR000684	CQUJHB012900
OG0006862	ADIR011670	CQUJHB016369
OG0006863	ADIR007537	CQUJHB005619
OG0006864	ADIR008509	CQUJHB010199
OG0006865	ADIR001728	CQUJHB003370
OG0006866	ADIR010696	CQUJHB011742
OG0006867	ADIR007258	CQUJHB002058
OG0006868	ADIR011683	CQUJHB015371
OG0006869	ADIR000256	CQUJHB015357
OG0006870	ADIR004835	CQUJHB012090
OG0006871	ADIR009918	CQUJHB001442
OG0006872	ADIR007990	CQUJHB012661
OG0006873	ADIR003201	CQUJHB008095
OG0006874	ADIR009327	CQUJHB011095
OG0006875	ADIR001487	CQUJHB014367
OG0006876	ADIR000046	CQUJHB011427
OG0006878	ADIR005945	CQUJHB003670
OG0006879	ADIR001219	CQUJHB011206
OG0006880	ADIR007187	CQUJHB007925
OG0006881	ADIR005489	CQUJHB012594
OG0006882	ADIR011212	CQUJHB002275
OG0006883	ADIR015666	CQUJHB007272
OG0006884	ADIR008110	CQUJHB001509
OG0006885	ADIR001422	CQUJHB008251
OG0006886	ADIR008107	CQUJHB001785
OG0006887	ADIR010343	CQUJHB017466
OG0006888	ADIR001109	CQUJHB005979
OG0006889	ADIR005949	CQUJHB005375
OG0006890	ADIR008658	CQUJHB001715
OG0006891	ADIR001761	CQUJHB008444
OG0006892	ADIR007117	CQUJHB006612
OG0006893	ADIR004762	CQUJHB000510
OG0006894	ADIR004831	CQUJHB011696
OG0006895	ADIR005275	CQUJHB012839
OG0006896	ADIR002702	CQUJHB003326
OG0006897	ADIR000260	CQUJHB010039
OG0006898	ADIR015694	CQUJHB015860
OG0006899	ADIR003374	CQUJHB016240
OG0006900	ADIR007629	CQUJHB014051
OG0006901	ADIR009770	CQUJHB010588
OG0006902	ADIR002587	CQUJHB015633
OG0006903	ADIR001337	CQUJHB013516
OG0006904	ADIR010083	CQUJHB013983
OG0006905	ADIR001863	CQUJHB008215
OG0006906	ADIR006143	CQUJHB005741
OG0006907	ADIR006067	CQUJHB010933
OG0006908	ADIR008261	CQUJHB016686
OG0006909	ADIR002271	CQUJHB015147
OG0006910	ADIR002403	CQUJHB003823
OG0006911	ADIR008999	CQUJHB007887
OG0006912	ADIR006027	CQUJHB000151
OG0006913	ADIR000235	CQUJHB002647
OG0006914	ADIR008238	CQUJHB002966
OG0006915	ADIR005838	CQUJHB008869
OG0006916	ADIR016083	CQUJHB010903
OG0006917	ADIR003720	CQUJHB006062
OG0006918	ADIR000042	CQUJHB017174
OG0006919	ADIR008056	CQUJHB006861
OG0006920	ADIR005502	CQUJHB003546
OG0006921	ADIR003917	CQUJHB006900
OG0006922	ADIR006914	CQUJHB005905
OG0006923	ADIR010980	CQUJHB001180
OG0006924	ADIR003161	CQUJHB012530
OG0006925	ADIR000397	CQUJHB013001
OG0006926	ADIR010061	CQUJHB003914
OG0006927	ADIR005484	CQUJHB016000
OG0006929	ADIR000340	CQUJHB000891
OG0006930	ADIR010628	CQUJHB003652
OG0006931	ADIR001158	CQUJHB018391
OG0006932	ADIR001988	CQUJHB002256
OG0006933	ADIR008837	CQUJHB007635
OG0006934	ADIR016152	CQUJHB009458
OG0006935	ADIR002778	CQUJHB009112
OG0006936	ADIR002674	CQUJHB011589
OG0006937	ADIR001501	CQUJHB004979
OG0006938	ADIR006590	CQUJHB008726
OG0006939	ADIR010169	CQUJHB009463
OG0006940	ADIR011207	CQUJHB002875
OG0006941	ADIR005671	CQUJHB015284
OG0006942	ADIR007823	CQUJHB012529
OG0006945	ADIR007893	CQUJHB011522
OG0006946	ADIR006528	CQUJHB004770
OG0006947	ADIR010592	CQUJHB002725
OG0006948	ADIR007838	CQUJHB005421
OG0006949	ADIR002668	CQUJHB015980
OG0006950	ADIR009539	CQUJHB009468
OG0006951	ADIR000085	CQUJHB012864
OG0006952	ADIR010081	CQUJHB014290
OG0006953	ADIR002623	CQUJHB003355
OG0006954	ADIR000155	CQUJHB007961
OG0006955	ADIR003195	CQUJHB009765
OG0006956	ADIR006216	CQUJHB000852
OG0006957	ADIR016053	CQUJHB017003
OG0006958	ADIR016159	CQUJHB001327
OG0006959	ADIR007995	CQUJHB013166
OG0006960	ADIR000673	CQUJHB005928
OG0006961	ADIR003177	CQUJHB016933, CQUJHB002421
OG0006962	ADIR010233	CQUJHB004931
OG0006963	ADIR005179	CQUJHB010882
OG0006965	ADIR011144	CQUJHB017991
OG0006966	ADIR005938	CQUJHB014475
OG0006967	ADIR011057	CQUJHB010715
OG0006968	ADIR009580	CQUJHB004869
OG0006969	ADIR015692	CQUJHB005289
OG0006970	ADIR004575	CQUJHB014805
OG0006971	ADIR004588	CQUJHB003271
OG0006972	ADIR002478	CQUJHB005132
OG0006973	ADIR005820, ADIR005824	CQUJHB008923
OG0006974	ADIR008913	CQUJHB011070
OG0006975	ADIR010672	CQUJHB000385
OG0006976	ADIR007552	CQUJHB004408
OG0006977	ADIR010069	CQUJHB004432
OG0006978	ADIR011102	CQUJHB017967
OG0006979	ADIR007770	CQUJHB009750
OG0006980	ADIR000829	CQUJHB005418
OG0006981	ADIR004014	CQUJHB003561
OG0006982	ADIR011545	CQUJHB000840
OG0006983	ADIR009980	CQUJHB009747
OG0006984	ADIR006779	CQUJHB006224
OG0006985	ADIR005074	CQUJHB016960
OG0006986	ADIR005208	CQUJHB001194
OG0006987	ADIR005233	CQUJHB015025
OG0006988	ADIR006995	CQUJHB009085
OG0006989	ADIR011008	CQUJHB005737
OG0006990	ADIR009482	CQUJHB013413
OG0006991	ADIR002293	CQUJHB011339
OG0006992	ADIR004161	CQUJHB004892
OG0006993	ADIR008224	CQUJHB002015
OG0006994	ADIR001155	CQUJHB006131
OG0006995	ADIR008178	CQUJHB003792
OG0006996	ADIR005857	CQUJHB006897
OG0006997	ADIR011301	CQUJHB015563
OG0006998	ADIR000445	CQUJHB001985
OG0006999	ADIR015509	CQUJHB012806
OG0007000	ADIR003175	CQUJHB018340, CQUJHB002745
OG0007001	ADIR007390	CQUJHB014288
OG0007002	ADIR008891	CQUJHB005842
OG0007003	ADIR009871	CQUJHB000961
OG0007004	ADIR005844	CQUJHB007329
OG0007005	ADIR008034	CQUJHB006797
OG0007006	ADIR009164	CQUJHB004366
OG0007007	ADIR009574	CQUJHB006702
OG0007008	ADIR005566	CQUJHB005065
OG0007009	ADIR004232	CQUJHB016569
OG0007010	ADIR000608	CQUJHB007922
OG0007011	ADIR010291	CQUJHB000182
OG0007012	ADIR010877	CQUJHB009897
OG0007013	ADIR005989	CQUJHB009481
OG0007014	ADIR004160	CQUJHB004598
OG0007015	ADIR009957	CQUJHB012966
OG0007016	ADIR009961	CQUJHB008284
OG0007017	ADIR011329	CQUJHB017865
OG0007018	ADIR001115	CQUJHB003813
OG0007020	ADIR006366	CQUJHB018424
OG0007021	ADIR004386	CQUJHB008973
OG0007022	ADIR010704	CQUJHB001406
OG0007023	ADIR004079	CQUJHB000781
OG0007024	ADIR001889	CQUJHB014345
OG0007025	ADIR003459	CQUJHB003101
OG0007026	ADIR004855	CQUJHB000550
OG0007027	ADIR009292	CQUJHB016542
OG0007028	ADIR015667	CQUJHB010574
OG0007029	ADIR000674	CQUJHB000092
OG0007030	ADIR010914	CQUJHB008814
OG0007031	ADIR007861, ADIR007856	CQUJHB015703
OG0007032	ADIR004347	CQUJHB017153
OG0007033	ADIR000119	CQUJHB001716
OG0007034	ADIR004915	CQUJHB000169
OG0007035	ADIR007593	CQUJHB005822
OG0007036	ADIR011679	CQUJHB015296
OG0007037	ADIR004374	CQUJHB014487
OG0007038	ADIR007107	CQUJHB012017
OG0007039	ADIR000857	CQUJHB018361
OG0007040	ADIR006761	CQUJHB009345
OG0007041	ADIR004346	CQUJHB008255
OG0007042	ADIR011213	CQUJHB008935
OG0007043	ADIR010659	CQUJHB003087
OG0007044	ADIR006269	CQUJHB006649
OG0007045	ADIR009932	CQUJHB006599
OG0007046	ADIR004928	CQUJHB009371
OG0007047	ADIR001697	CQUJHB002077
OG0007048	ADIR003811	CQUJHB009222
OG0007049	ADIR002657	CQUJHB012738
OG0007050	ADIR000263	CQUJHB016424
OG0007051	ADIR011192	CQUJHB006272
OG0007052	ADIR009254	CQUJHB016613
OG0007053	ADIR009538	CQUJHB012174
OG0007054	ADIR007082	CQUJHB017310
OG0007055	ADIR009495	CQUJHB004657
OG0007056	ADIR005358	CQUJHB014827
OG0007057	ADIR007638	CQUJHB018347
OG0007058	ADIR010924	CQUJHB017732
OG0007059	ADIR004995	CQUJHB001399
OG0007061	ADIR011517	CQUJHB010459
OG0007062	ADIR007001	CQUJHB012295
OG0007063	ADIR006484	CQUJHB003562
OG0007064	ADIR000877	CQUJHB003875
OG0007065	ADIR010814	CQUJHB003556
OG0007066	ADIR010532	CQUJHB007649
OG0007067	ADIR002258	CQUJHB010126
OG0007068	ADIR004906	CQUJHB007678
OG0007069	ADIR006797	CQUJHB002190
OG0007070	ADIR009616	CQUJHB005273
OG0007071	ADIR001758	CQUJHB016012
OG0007072	ADIR005005	CQUJHB014691
OG0007073	ADIR008839	CQUJHB012442
OG0007074	ADIR003846	CQUJHB005540
OG0007075	ADIR005298	CQUJHB014062
OG0007076	ADIR009123	CQUJHB002591
OG0007077	ADIR002163	CQUJHB004926
OG0007078	ADIR007741	CQUJHB008216
OG0007079	ADIR008260	CQUJHB006603
OG0007080	ADIR008877	CQUJHB002529
OG0007081	ADIR004048	CQUJHB007399
OG0007082	ADIR000510	CQUJHB017952
OG0007083	ADIR008430	CQUJHB014648
OG0007084	ADIR009641	CQUJHB010860
OG0007085	ADIR006734	CQUJHB009251
OG0007086	ADIR000417	CQUJHB013950
OG0007087	ADIR011166	CQUJHB009589
OG0007088	ADIR003623	CQUJHB010383
OG0007089	ADIR006205	CQUJHB003607
OG0007090	ADIR010767	CQUJHB012040
OG0007091	ADIR007913, ADIR007914	CQUJHB013890
OG0007092	ADIR002034	CQUJHB010585
OG0007093	ADIR016151	CQUJHB004951
OG0007094	ADIR004074	CQUJHB014319
OG0007096	ADIR006977	CQUJHB008867
OG0007097	ADIR004720	CQUJHB001025
OG0007098	ADIR008730	CQUJHB006201
OG0007099	ADIR008757	CQUJHB017548
OG0007100	ADIR001299	CQUJHB005713
OG0007101	ADIR004026	CQUJHB006889
OG0007102	ADIR006624	CQUJHB004065
OG0007103	ADIR011444	CQUJHB007466
OG0007104	ADIR008986	CQUJHB006031
OG0007105	ADIR011542	CQUJHB013056, CQUJHB003092
OG0007106	ADIR004580	CQUJHB010745
OG0007107	ADIR000505	CQUJHB013113
OG0007108	ADIR005183	CQUJHB014101
OG0007109	ADIR002135	CQUJHB000758
OG0007110	ADIR007511	CQUJHB013211
OG0007111	ADIR008841	CQUJHB013577
OG0007112	ADIR009411	CQUJHB005234
OG0007113	ADIR008515	CQUJHB015481
OG0007114	ADIR006250	CQUJHB015450
OG0007115	ADIR001008	CQUJHB002773
OG0007116	ADIR009215	CQUJHB002227
OG0007117	ADIR011447	CQUJHB003924
OG0007118	ADIR009176	CQUJHB011671
OG0007119	ADIR006175	CQUJHB009575
OG0007120	ADIR004378	CQUJHB007819
OG0007121	ADIR008944	CQUJHB016250
OG0007122	ADIR008947	CQUJHB015857
OG0007123	ADIR010066	CQUJHB000094
OG0007124	ADIR010884	CQUJHB014934
OG0007125	ADIR009368	CQUJHB000204
OG0007126	ADIR004877	CQUJHB011677
OG0007127	ADIR000743	CQUJHB000084
OG0007128	ADIR005242	CQUJHB004865
OG0007129	ADIR009990	CQUJHB013000
OG0007130	ADIR010515	CQUJHB004993
OG0007131	ADIR009432	CQUJHB003080
OG0007132	ADIR011078	CQUJHB002825
OG0007133	ADIR003332	CQUJHB017321
OG0007134	ADIR004134	CQUJHB001617
OG0007135	ADIR008762	CQUJHB017057
OG0007136	ADIR016160	CQUJHB000981
OG0007138	ADIR007229	CQUJHB002650
OG0007139	ADIR009507	CQUJHB013860
OG0007140	ADIR006954	CQUJHB013729
OG0007141	ADIR007283	CQUJHB006048
OG0007142	ADIR011591	CQUJHB008750
OG0007143	ADIR004891	CQUJHB015595
OG0007144	ADIR002726	CQUJHB008089
OG0007145	ADIR004021	CQUJHB009256
OG0007146	ADIR002864	CQUJHB015156
OG0007147	ADIR003890	CQUJHB002457
OG0007148	ADIR006707	CQUJHB018481
OG0007149	ADIR010795	CQUJHB016235
OG0007150	ADIR005848	CQUJHB005782
OG0007151	ADIR005776	CQUJHB003206
OG0007152	ADIR016214, ADIR016213	CQUJHB017975
OG0007153	ADIR004884	CQUJHB000749
OG0007154	ADIR004946	CQUJHB004308
OG0007155	ADIR010094	CQUJHB017976
OG0007156	ADIR000078	CQUJHB005747
OG0007157	ADIR004832	CQUJHB018126
OG0007158	ADIR010043	CQUJHB015105
OG0007159	ADIR008585	CQUJHB010217
OG0007160	ADIR005604	CQUJHB000566
OG0007161	ADIR016109	CQUJHB016069
OG0007162	ADIR008871	CQUJHB010449
OG0007163	ADIR001668	CQUJHB004043
OG0007164	ADIR004434	CQUJHB007229
OG0007165	ADIR008290	CQUJHB017679
OG0007166	ADIR007328	CQUJHB008136
OG0007167	ADIR007352	CQUJHB006542
OG0007168	ADIR009229	CQUJHB001652
OG0007169	ADIR003655	CQUJHB007488
OG0007170	ADIR003679	CQUJHB013936
OG0007171	ADIR002230	CQUJHB010386
OG0007172	ADIR000149	CQUJHB008734
OG0007173	ADIR016095	CQUJHB009079
OG0007174	ADIR001259	CQUJHB000163
OG0007175	ADIR006861	CQUJHB008372
OG0007176	ADIR001844	CQUJHB000208
OG0007177	ADIR015769	CQUJHB018462
OG0007178	ADIR002212	CQUJHB005043
OG0007179	ADIR011697	CQUJHB016458
OG0007180	ADIR005097	CQUJHB014884
OG0007181	ADIR001058	CQUJHB015036
OG0007182	ADIR009483	CQUJHB010285
OG0007183	ADIR009248	CQUJHB005943
OG0007184	ADIR002201	CQUJHB006651
OG0007185	ADIR010736	CQUJHB006990
OG0007186	ADIR008076	CQUJHB014581
OG0007187	ADIR000900	CQUJHB012714
OG0007188	ADIR000690	CQUJHB008603
OG0007189	ADIR003789	CQUJHB002887
OG0007190	ADIR010473	CQUJHB002627
OG0007191	ADIR008449	CQUJHB004531
OG0007192	ADIR015911	CQUJHB006963
OG0007193	ADIR003273	CQUJHB017604
OG0007194	ADIR008372	CQUJHB003353
OG0007195	ADIR003462	CQUJHB014672
OG0007196	ADIR007562	CQUJHB002349
OG0007197	ADIR006712	CQUJHB005238
OG0007198	ADIR015690	CQUJHB003947
OG0007199	ADIR007585	CQUJHB002317
OG0007200	ADIR010751	CQUJHB009229
OG0007201	ADIR004282	CQUJHB017399
OG0007202	ADIR005986	CQUJHB003069
OG0007203	ADIR005346	CQUJHB016694
OG0007204	ADIR007221	CQUJHB010231
OG0007205	ADIR001502	CQUJHB003124
OG0007206	ADIR003298	CQUJHB000802
OG0007207	ADIR001166	CQUJHB002199
OG0007208	ADIR004758	CQUJHB003713
OG0007209	ADIR003278	CQUJHB014640
OG0007210	ADIR011289	CQUJHB017918
OG0007211	ADIR001652	CQUJHB013848
OG0007212	ADIR008613	CQUJHB010524
OG0007213	ADIR002575	CQUJHB009171
OG0007214	ADIR007950	CQUJHB017203
OG0007215	ADIR008739	CQUJHB017298
OG0007216	ADIR011649	CQUJHB009541
OG0007217	ADIR008332	CQUJHB011767
OG0007218	ADIR005886	CQUJHB009982
OG0007219	ADIR004679	CQUJHB004356
OG0007221	ADIR003146	CQUJHB008533
OG0007222	ADIR003562	CQUJHB003842
OG0007223	ADIR011324	CQUJHB009536
OG0007224	ADIR001146	CQUJHB010180
OG0007225	ADIR005542	CQUJHB011295
OG0007226	ADIR003850	CQUJHB015581
OG0007227	ADIR005957	CQUJHB005090
OG0007228	ADIR004231	CQUJHB016372
OG0007229	ADIR007211	CQUJHB010087
OG0007230	ADIR009850	CQUJHB012835
OG0007231	ADIR003897	CQUJHB006756
OG0007232	ADIR011652	CQUJHB018469
OG0007233	ADIR011111	CQUJHB000839
OG0007234	ADIR010874	CQUJHB013501
OG0007235	ADIR006286	CQUJHB013889
OG0007236	ADIR001117	CQUJHB003131
OG0007237	ADIR007038	CQUJHB012241
OG0007238	ADIR008526	CQUJHB000917
OG0007239	ADIR007489	CQUJHB017496
OG0007241	ADIR003874	CQUJHB013111
OG0007242	ADIR007790	CQUJHB009831
OG0007243	ADIR007230	CQUJHB003084
OG0007244	ADIR006991	CQUJHB010103
OG0007245	ADIR001439	CQUJHB017709
OG0007247	ADIR009326	CQUJHB005960
OG0007249	ADIR003955	CQUJHB007651
OG0007250	ADIR001448	CQUJHB010438
OG0007251	ADIR011657	CQUJHB000943
OG0007252	ADIR009904	CQUJHB006239
OG0007253	ADIR008443	CQUJHB004239
OG0007254	ADIR009833	CQUJHB005913
OG0007255	ADIR007821	CQUJHB006860
OG0007256	ADIR011274	CQUJHB017671
OG0007257	ADIR010428	CQUJHB001637
OG0007258	ADIR000595	CQUJHB016345
OG0007259	ADIR003450	CQUJHB018306
OG0007260	ADIR003695	CQUJHB004284
OG0007261	ADIR005547	CQUJHB015694
OG0007262	ADIR007750	CQUJHB000462
OG0007263	ADIR011651	CQUJHB010853
OG0007264	ADIR008962	CQUJHB009134
OG0007265	ADIR002757	CQUJHB010371
OG0007266	ADIR002408	CQUJHB010109
OG0007267	ADIR000016	CQUJHB005920
OG0007268	ADIR005231	CQUJHB004002
OG0007269	ADIR000501	CQUJHB005722
OG0007270	ADIR003191	CQUJHB018157
OG0007271	ADIR001906	CQUJHB003618, CQUJHB009775
OG0007272	ADIR002210	CQUJHB013855
OG0007273	ADIR009423	CQUJHB011841
OG0007274	ADIR003801	CQUJHB016568
OG0007275	ADIR002684	CQUJHB015195
OG0007276	ADIR002203	CQUJHB012553
OG0007277	ADIR004626	CQUJHB004206
OG0007278	ADIR007209	CQUJHB013664
OG0007279	ADIR001373	CQUJHB014008
OG0007280	ADIR005103	CQUJHB002059, CQUJHB013973
OG0007281	ADIR008704	CQUJHB008334
OG0007282	ADIR008255	CQUJHB012794
OG0007283	ADIR011262	CQUJHB015837
OG0007284	ADIR001386	CQUJHB005450
OG0007285	ADIR002921	CQUJHB008960
OG0007286	ADIR015898	CQUJHB007313
OG0007287	ADIR000804	CQUJHB012771
OG0007288	ADIR001042	CQUJHB015075
OG0007290	ADIR005548	CQUJHB016099
OG0007291	ADIR001646	CQUJHB007948
OG0007292	ADIR009011	CQUJHB011869
OG0007293	ADIR003485	CQUJHB011046
OG0007294	ADIR011642	CQUJHB007983
OG0007295	ADIR000791	CQUJHB009327
OG0007296	ADIR000185	CQUJHB012425
OG0007297	ADIR007803	CQUJHB014154
OG0007298	ADIR002065	CQUJHB018112
OG0007299	ADIR008573	CQUJHB003334
OG0007301	ADIR008037	CQUJHB008300
OG0007302	ADIR015718	CQUJHB010915
OG0007303	ADIR010739	CQUJHB013555
OG0007304	ADIR006087	CQUJHB012098
OG0007305	ADIR000863	CQUJHB010123
OG0007306	ADIR002895	CQUJHB003117
OG0007307	ADIR000786	CQUJHB003341
OG0007308	ADIR000252	CQUJHB000871
OG0007309	ADIR007894	CQUJHB004498
OG0007310	ADIR006843	CQUJHB014996
OG0007311	ADIR008519	CQUJHB012302
OG0007312	ADIR007800	CQUJHB012277
OG0007313	ADIR007714	CQUJHB001326
OG0007314	ADIR000267	CQUJHB016393
OG0007315	ADIR005902	CQUJHB005664
OG0007316	ADIR014869	CQUJHB016327
OG0007317	ADIR010506	CQUJHB003934
OG0007318	ADIR005754	CQUJHB002904
OG0007319	ADIR000811	CQUJHB013152
OG0007320	ADIR011515	CQUJHB015834
OG0007321	ADIR001603	CQUJHB013517
OG0007322	ADIR006696	CQUJHB009156
OG0007323	ADIR003442	CQUJHB004227
OG0007325	ADIR001645	CQUJHB016630
OG0007326	ADIR010284	CQUJHB017276
OG0007327	ADIR001087	CQUJHB015023
OG0007328	ADIR010138	CQUJHB012146
OG0007329	ADIR005909	CQUJHB001412
OG0007330	ADIR011058	CQUJHB000991
OG0007331	ADIR010680	CQUJHB005876
OG0007332	ADIR005851	CQUJHB007684
OG0007333	ADIR011210	CQUJHB004548
OG0007334	ADIR002176	CQUJHB003743
OG0007335	ADIR009797	CQUJHB017407
OG0007336	ADIR003857	CQUJHB004138
OG0007337	ADIR005119	CQUJHB015685
OG0007338	ADIR010939	CQUJHB006175
OG0007339	ADIR000113	CQUJHB001324
OG0007340	ADIR005883	CQUJHB002927
OG0007341	ADIR009076	CQUJHB003948
OG0007342	ADIR007479	CQUJHB008706
OG0007343	ADIR015814	CQUJHB001722
OG0007344	ADIR010170	CQUJHB010828
OG0007345	ADIR002886	CQUJHB010775
OG0007346	ADIR001444	CQUJHB007386
OG0007348	ADIR007939	CQUJHB003366
OG0007350	ADIR010901	CQUJHB012147
OG0007351	ADIR006753	CQUJHB001790
OG0007352	ADIR006745	CQUJHB001515
OG0007353	ADIR009756	CQUJHB001144
OG0007354	ADIR007737	CQUJHB018103
OG0007355	ADIR001103	CQUJHB001513
OG0007356	ADIR009647	CQUJHB013897
OG0007357	ADIR011093	CQUJHB013770
OG0007358	ADIR006709	CQUJHB014366
OG0007359	ADIR001261	CQUJHB005518
OG0007360	ADIR000310	CQUJHB000687
OG0007361	ADIR004672	CQUJHB009814
OG0007362	ADIR007810	CQUJHB006305
OG0007364	ADIR010187	CQUJHB007657
OG0007365	ADIR007164	CQUJHB016671
OG0007366	ADIR007774	CQUJHB002796
OG0007367	ADIR008309	CQUJHB012804
OG0007368	ADIR000893	CQUJHB008259
OG0007369	ADIR010265	CQUJHB005812
OG0007370	ADIR007538	CQUJHB010454
OG0007371	ADIR005843	CQUJHB013720
OG0007372	ADIR004270	CQUJHB006212
OG0007373	ADIR001485	CQUJHB011474
OG0007374	ADIR001074	CQUJHB001059
OG0007375	ADIR008811	CQUJHB008233
OG0007376	ADIR001252	CQUJHB006554
OG0007377	ADIR002856	CQUJHB017232
OG0007378	ADIR007331	CQUJHB017545
OG0007379	ADIR010458	CQUJHB016022, CQUJHB017589
OG0007380	ADIR007993	CQUJHB009692
OG0007381	ADIR009223	CQUJHB006909
OG0007382	ADIR003579	CQUJHB007776
OG0007383	ADIR011664	CQUJHB005959
OG0007384	ADIR005812	CQUJHB014797
OG0007385	ADIR006010	CQUJHB005990
OG0007386	ADIR004610	CQUJHB007718
OG0007387	ADIR011560	CQUJHB005829
OG0007388	ADIR003104	CQUJHB008212
OG0007389	ADIR004986	CQUJHB000857
OG0007390	ADIR004316	CQUJHB011220
OG0007391	ADIR016143	CQUJHB009335
OG0007393	ADIR002564	CQUJHB016736
OG0007394	ADIR002937	CQUJHB015955
OG0007395	ADIR000232	CQUJHB015526
OG0007396	ADIR006950	CQUJHB007441
OG0007397	ADIR001123	CQUJHB007646
OG0007398	ADIR007712	CQUJHB018319
OG0007399	ADIR015771	CQUJHB003661
OG0007400	ADIR005571	CQUJHB012754
OG0007401	ADIR003694	CQUJHB006564
OG0007403	ADIR009222	CQUJHB002431
OG0007404	ADIR003071	CQUJHB013104
OG0007405	ADIR007195	CQUJHB014817
OG0007406	ADIR008247	CQUJHB001867
OG0007407	ADIR016199	CQUJHB008481
OG0007408	ADIR002209	CQUJHB018444
OG0007409	ADIR009153	CQUJHB016703
OG0007410	ADIR006541	CQUJHB014903
OG0007411	ADIR000678	CQUJHB013552
OG0007412	ADIR010629	CQUJHB016320
OG0007413	ADIR002925	CQUJHB004813
OG0007414	ADIR007128	CQUJHB004063
OG0007415	ADIR008733	CQUJHB000292
OG0007416	ADIR006429	CQUJHB017169
OG0007417	ADIR005991	CQUJHB003291
OG0007418	ADIR007982	CQUJHB003856
OG0007419	ADIR005444	CQUJHB012446
OG0007420	ADIR004216	CQUJHB014728
OG0007421	ADIR000156	CQUJHB005927
OG0007422	ADIR010693	CQUJHB004946
OG0007423	ADIR016156	CQUJHB012137
OG0007425	ADIR011663	CQUJHB001480
OG0007426	ADIR000112	CQUJHB001921
OG0007427	ADIR007475	CQUJHB014416
OG0007428	ADIR008668	CQUJHB003144
OG0007429	ADIR003651	CQUJHB015854
OG0007430	ADIR008205	CQUJHB008860, CQUJHB016040
OG0007431	ADIR001554	CQUJHB013330
OG0007432	ADIR009670	CQUJHB006304
OG0007433	ADIR005169	CQUJHB014754
OG0007434	ADIR003788	CQUJHB001756
OG0007435	ADIR009606	CQUJHB014130
OG0007436	ADIR008594	CQUJHB012562
OG0007437	ADIR009441	CQUJHB008524
OG0007438	ADIR011525	CQUJHB016183
OG0007439	ADIR005140	CQUJHB009248
OG0007440	ADIR007925	CQUJHB007874
OG0007441	ADIR002595	CQUJHB005115
OG0007442	ADIR001704	CQUJHB012465
OG0007443	ADIR001614	CQUJHB014178
OG0007444	ADIR005293	CQUJHB005148
OG0007445	ADIR001157	CQUJHB011156
OG0007446	ADIR007228	CQUJHB015017
OG0007447	ADIR006645	CQUJHB016272
OG0007448	ADIR008048	CQUJHB007506
OG0007449	ADIR007183	CQUJHB008336
OG0007450	ADIR009345	CQUJHB005351
OG0007451	ADIR009397	CQUJHB014255
OG0007452	ADIR009744	CQUJHB018387
OG0007453	ADIR008972	CQUJHB002062
OG0007454	ADIR010794	CQUJHB006847
OG0007455	ADIR003719	CQUJHB014783
OG0007456	ADIR006910	CQUJHB012078, CQUJHB006957
OG0007457	ADIR007282	CQUJHB002858
OG0007458	ADIR008794	CQUJHB003438, CQUJHB013337, CQUJHB013010, CQUJHB016394
OG0007459	ADIR006589	CQUJHB003993
OG0007460	ADIR010633	CQUJHB008819
OG0007461	ADIR008776	CQUJHB006822
OG0007462	ADIR010643	CQUJHB015538
OG0007463	ADIR011503	CQUJHB009515
OG0007464	ADIR005018	CQUJHB017076
OG0007465	ADIR006787	CQUJHB018144
OG0007466	ADIR004685	CQUJHB004874
OG0007468	ADIR002177	CQUJHB007679
OG0007469	ADIR004319	CQUJHB009444
OG0007470	ADIR001643	CQUJHB008870
OG0007471	ADIR007740	CQUJHB015177
OG0007472	ADIR001505	CQUJHB011858
OG0007473	ADIR007872	CQUJHB014948
OG0007474	ADIR000158	CQUJHB006252
OG0007475	ADIR005435	CQUJHB007435
OG0007476	ADIR008678	CQUJHB018015
OG0007477	ADIR001671	CQUJHB004696
OG0007478	ADIR001262	CQUJHB004749
OG0007479	ADIR009198	CQUJHB002301
OG0007480	ADIR007378	CQUJHB004344
OG0007481	ADIR002384	CQUJHB013371
OG0007482	ADIR000754	CQUJHB016595
OG0007483	ADIR007232	CQUJHB001247
OG0007484	ADIR002848	CQUJHB016866
OG0007485	ADIR008081	CQUJHB014532
OG0007486	ADIR003688	CQUJHB013602
OG0007487	ADIR011085	CQUJHB007081
OG0007488	ADIR009240	CQUJHB000791
OG0007489	ADIR002605	CQUJHB017167
OG0007490	ADIR000787	CQUJHB007109
OG0007491	ADIR007060	CQUJHB016777
OG0007492	ADIR008278	CQUJHB018458
OG0007493	ADIR001506	CQUJHB011478
OG0007494	ADIR000982	CQUJHB002644
OG0007496	ADIR015698	CQUJHB013837
OG0007497	ADIR005411	CQUJHB012969
OG0007498	ADIR007170	CQUJHB002782
OG0007499	ADIR007354	CQUJHB005325
OG0007500	ADIR005424	CQUJHB014923
OG0007501	ADIR001032	CQUJHB003812, CQUJHB016658
OG0007503	ADIR003484	CQUJHB017868
OG0007504	ADIR002080	CQUJHB007296
OG0007505	ADIR005726	CQUJHB003295
OG0007506	ADIR002022	CQUJHB012407
OG0007507	ADIR007664	CQUJHB014032
OG0007508	ADIR004982	CQUJHB001748
OG0007509	ADIR010186	CQUJHB012680
OG0007510	ADIR006275	CQUJHB008645
OG0007511	ADIR003938	CQUJHB004933
