Orthogroup	AdirusWRAIR2	AgambiaePEST
OG0007039	ADIR000857	AGAP000720
OG0007040	ADIR006761	AGAP007968
OG0007041	ADIR004346	AGAP005274
OG0007042	ADIR011213	AGAP008046
OG0007043	ADIR010659	AGAP003537
OG0007044	ADIR006269	AGAP009174
OG0007045	ADIR009932	AGAP001315
OG0007046	ADIR004928	AGAP008742
OG0007047	ADIR001697	AGAP005289
OG0007048	ADIR003811	AGAP007006
OG0007049	ADIR002657	AGAP002915
OG0007050	ADIR000263	AGAP011483
OG0007051	ADIR011192	AGAP029470
OG0007052	ADIR009254	AGAP029106
OG0007053	ADIR009538	AGAP012236
OG0007054	ADIR007082	AGAP007667
OG0007055	ADIR009495	AGAP010693
OG0007056	ADIR005358	AGAP003685
OG0007057	ADIR007638	AGAP006478
OG0007058	ADIR010924	AGAP008613
OG0007059	ADIR004995	AGAP009688
OG0007060	ADIR003288	AGAP003076
OG0007061	ADIR011517	AGAP004829
OG0007062	ADIR007001	AGAP007563
OG0007063	ADIR006484	AGAP003604
OG0007064	ADIR000877	AGAP000713
OG0007065	ADIR010814	AGAP011279
OG0007066	ADIR010532	AGAP013031
OG0007067	ADIR002258	AGAP012079
OG0007068	ADIR004906	AGAP008764
OG0007069	ADIR006797	AGAP008889
OG0007070	ADIR009616	AGAP011716
OG0007071	ADIR001758	AGAP011139
OG0007072	ADIR005005	AGAP028643
OG0007073	ADIR008839	AGAP029462
OG0007074	ADIR003846	AGAP005142
OG0007075	ADIR005298	AGAP029601
OG0007076	ADIR009123	AGAP004718
OG0007077	ADIR002163	AGAP011308
OG0007078	ADIR007741	AGAP007080
OG0007079	ADIR008260	AGAP003374
OG0007080	ADIR008877	AGAP005279
OG0007081	ADIR004048	AGAP010235
OG0007082	ADIR000510	AGAP012353
OG0007083	ADIR008430	AGAP029677
OG0007084	ADIR009641	AGAP029515
OG0007085	ADIR006734	AGAP004502
OG0007086	ADIR000417	AGAP010599
OG0007087	ADIR011166	AGAP008254
OG0007088	ADIR003623	AGAP006762
OG0007089	ADIR006205	AGAP009115
OG0007090	ADIR010767	AGAP029908
OG0007091	ADIR007913	AGAP029489
OG0007092	ADIR002034	AGAP029624
OG0007093	ADIR016151	AGAP006340
OG0007094	ADIR004074	AGAP010261
OG0007095	ADIR003609	AGAP006776
OG0007096	ADIR006977	AGAP029540
OG0007097	ADIR004720	AGAP029986
OG0007098	ADIR008730	AGAP005552
OG0007099	ADIR008757	AGAP005091
OG0007100	ADIR001299	AGAP013289
OG0007101	ADIR004026	AGAP010214
OG0007102	ADIR006624	AGAP004066
OG0007103	ADIR011444	AGAP029456
OG0007104	ADIR008986	AGAP002186
OG0007105	ADIR011542	AGAP007883
OG0007106	ADIR004580	AGAP002276
OG0007107	ADIR000505	AGAP012345
OG0007108	ADIR005183	AGAP029529
OG0007109	ADIR002135	AGAP011336
OG0007110	ADIR007511	AGAP005943
OG0007111	ADIR008841	AGAP006096
OG0007112	ADIR009411	AGAP029566
OG0007113	ADIR008515	AGAP001754
OG0007114	ADIR006250	AGAP009160
OG0007115	ADIR001008	AGAP000114
OG0007116	ADIR009215	AGAP004824
OG0007117	ADIR011447	AGAP008482
OG0007118	ADIR009176	AGAP004781
OG0007119	ADIR006175	AGAP009087
OG0007120	ADIR004378	AGAP011996
OG0007121	ADIR008944	AGAP002232
OG0007122	ADIR008947	AGAP002229
OG0007123	ADIR010066	AGAP001158
OG0007124	ADIR010884	AGAP008559
OG0007125	ADIR009368	AGAP010026
OG0007126	ADIR004877	AGAP008532
OG0007127	ADIR000743	AGAP029594
OG0007128	ADIR005242	AGAP010886
OG0007129	ADIR009990	AGAP001238
OG0007130	ADIR010515	AGAP001993
OG0007131	ADIR009432	AGAP008851
OG0007132	ADIR011078	AGAP029909
OG0007133	ADIR003332	AGAP003128
OG0007134	ADIR004134	AGAP029458
OG0007135	ADIR008762	AGAP005490
OG0007136	ADIR016160	AGAP007099
OG0007137	ADIR006469	AGAP003616
OG0007138	ADIR007229	AGAP007478
OG0007139	ADIR009507	AGAP029987
OG0007140	ADIR006954	AGAP006254
OG0007141	ADIR007283	AGAP007388
OG0007142	ADIR011591	AGAP010805
OG0007143	ADIR004891	AGAP008778
OG0007144	ADIR002726	AGAP003198
OG0007145	ADIR004021	AGAP029493
OG0007146	ADIR002864	AGAP001410
OG0007147	ADIR003890	AGAP029634
OG0007148	ADIR006707	AGAP002334
OG0007149	ADIR010795	AGAP029513
OG0007150	ADIR005848	AGAP004025
OG0007151	ADIR005776	AGAP010324
OG0007152	ADIR016213	AGAP029814
OG0007153	ADIR004884	AGAP008790
OG0007154	ADIR004946	AGAP008726
OG0007155	ADIR010094	AGAP001126
OG0007156	ADIR000078	AGAP011217
OG0007157	ADIR004832	AGAP009626
OG0007158	ADIR010043	AGAP029983
OG0007159	ADIR008585	AGAP029446
OG0007160	ADIR005604	AGAP004692
OG0007161	ADIR016109	AGAP002041
OG0007162	ADIR008871	AGAP005162
OG0007163	ADIR001668	AGAP004930
OG0007164	ADIR004434	AGAP004544
OG0007165	ADIR008290	AGAP003428
OG0007166	ADIR007328	AGAP029913
OG0007167	ADIR007352	AGAP006627
OG0007168	ADIR009229	AGAP004881
OG0007169	ADIR003655	AGAP006730
OG0007170	ADIR003679	AGAP006702
OG0007171	ADIR002230	AGAP012051
OG0007172	ADIR000149	AGAP011600
OG0007173	ADIR016095	AGAP028468
OG0007174	ADIR001259	AGAP000035
OG0007175	ADIR006861	AGAP005619
OG0007176	ADIR001844	AGAP011690
OG0007177	ADIR015769	AGAP011875
OG0007178	ADIR002212	AGAP011766
OG0007179	ADIR011697	AGAP001531
OG0007180	ADIR005097	AGAP009750
OG0007181	ADIR001058	AGAP000048
OG0007182	ADIR009483	AGAP010678
OG0007183	ADIR009248	AGAP004865
OG0007184	ADIR002201	AGAP011777
OG0007185	ADIR010736	AGAP013258
OG0007186	ADIR008076	AGAP006357
OG0007187	ADIR000900	AGAP000659
OG0007188	ADIR000690	AGAP008635
OG0007189	ADIR003789	AGAP005117
OG0007190	ADIR010473	AGAP001626
OG0007191	ADIR008449	AGAP002461
OG0007192	ADIR015911	AGAP007690
OG0007193	ADIR003273	AGAP003060
OG0007194	ADIR008372	AGAP004274
OG0007195	ADIR003462	AGAP002853
OG0007196	ADIR007562	AGAP006569
OG0007197	ADIR006712	AGAP003156
OG0007198	ADIR015690	AGAP000153
OG0007199	ADIR007585	AGAP006531
OG0007200	ADIR010751	AGAP011098
OG0007201	ADIR004282	AGAP006892
OG0007202	ADIR005986	AGAP009536
OG0007203	ADIR005346	AGAP003670
OG0007204	ADIR007221	AGAP007491
OG0007205	ADIR001502	AGAP000825
OG0007206	ADIR003298	AGAP003088
OG0007207	ADIR001166	AGAP000413
OG0007208	ADIR004758	AGAP009915
OG0007209	ADIR003278	AGAP003069
OG0007210	ADIR011289	AGAP008130
OG0007211	ADIR001652	AGAP029910
OG0007212	ADIR008613	AGAP012443
OG0007213	ADIR002575	AGAP003600
OG0007214	ADIR007950	AGAP007174
OG0007215	ADIR008739	AGAP006992
OG0007216	ADIR011649	AGAP000928
OG0007217	ADIR008332	AGAP029619
OG0007218	ADIR005886	AGAP012543
OG0007219	ADIR004679	AGAP028421
OG0007220	ADIR006495	AGAP003168
OG0007221	ADIR003146	AGAP002982
OG0007222	ADIR003562	AGAP006820
OG0007223	ADIR011324	AGAP009066
OG0007224	ADIR001146	AGAP000368
OG0007225	ADIR005542	AGAP004215
OG0007226	ADIR003850	AGAP005321
OG0007227	ADIR005957	AGAP007873
OG0007228	ADIR004231	AGAP006940
OG0007229	ADIR007211	AGAP007501
OG0007230	ADIR009850	AGAP004679
OG0007231	ADIR003897	AGAP005918
OG0007232	ADIR011652	AGAP012964
OG0007233	ADIR011111	AGAP008350
OG0007234	ADIR010874	AGAP008549
OG0007235	ADIR006286	AGAP009199
OG0007236	ADIR001117	AGAP000171
OG0007237	ADIR007038	AGAP029813
OG0007238	ADIR008526	AGAP009565
OG0007239	ADIR007489	AGAP005963
OG0007240	ADIR007933	AGAP009599
OG0007241	ADIR003874	AGAP028053, AGAP006128
OG0007242	ADIR007790	AGAP005826
OG0007243	ADIR007230	AGAP007477
OG0007244	ADIR006991	AGAP007550
OG0007245	ADIR001439	AGAP000726
OG0007246	ADIR008705	AGAP005527
OG0007247	ADIR009326	AGAP029424
OG0007248	ADIR001232	AGAP000342
OG0007249	ADIR003955	AGAP013067
OG0007250	ADIR001448	AGAP000139
OG0007251	ADIR011657	AGAP013317, AGAP000933
OG0007252	ADIR009904	AGAP002757
OG0007253	ADIR008443	AGAP013320
OG0007254	ADIR009833	AGAP004691
OG0007255	ADIR007821	AGAP005797
OG0007256	ADIR011274	AGAP008114
OG0007257	ADIR010428	AGAP001674
OG0007258	ADIR000595	AGAP008268
OG0007259	ADIR003450	AGAP002877
OG0007260	ADIR003695	AGAP006683
OG0007261	ADIR005547	AGAP004210
OG0007262	ADIR007750	AGAP005783
OG0007263	ADIR011651	AGAP000929
OG0007264	ADIR008962	AGAP002212
OG0007265	ADIR002757	AGAP002906
OG0007266	ADIR002408	AGAP029376
OG0007267	ADIR000016	AGAP012175
OG0007268	ADIR005231	AGAP010938
OG0007269	ADIR000501	AGAP012341
OG0007270	ADIR003191	AGAP013535
OG0007271	ADIR001906	AGAP010981
OG0007272	ADIR002210	AGAP011768
OG0007273	ADIR009423	AGAP009973
OG0007274	ADIR003801	AGAP006133
OG0007275	ADIR002684	AGAP001867
OG0007276	ADIR002203	AGAP011776
OG0007277	ADIR004626	AGAP000745
OG0007278	ADIR007209	AGAP007503
OG0007279	ADIR001373	AGAP000483
OG0007280	ADIR005103	AGAP009763
OG0007281	ADIR008704	AGAP005526
OG0007282	ADIR008255	AGAP004056
OG0007283	ADIR011262	AGAP008100
OG0007284	ADIR001386	AGAP000466
OG0007285	ADIR002921	AGAP013472
OG0007286	ADIR015898	AGAP007541
OG0007287	ADIR000804	AGAP000329
OG0007288	ADIR001042	AGAP000532
OG0007290	ADIR005548	AGAP004209
OG0007291	ADIR001646	AGAP004954
OG0007292	ADIR009011	AGAP002159
OG0007293	ADIR003485	AGAP002826
OG0007294	ADIR011642	AGAP000222
OG0007295	ADIR000791	AGAP000506
OG0007296	ADIR000185	AGAP028526
OG0007297	ADIR007803	AGAP005812
OG0007298	ADIR002065	AGAP010849
OG0007299	ADIR008573	AGAP005565
OG0007300	ADIR000921	AGAP000968
OG0007301	ADIR008037	AGAP007124
OG0007302	ADIR015718	AGAP010518
OG0007303	ADIR010739	AGAP000256
OG0007304	ADIR006087	AGAP009424
OG0007305	ADIR000863	AGAP000592
OG0007306	ADIR002895	AGAP004323
OG0007307	ADIR000786	AGAP000513
OG0007308	ADIR000252	AGAP028522
OG0007309	ADIR007894	AGAP005771
OG0007310	ADIR006843	AGAP008660
OG0007311	ADIR008519	AGAP001751
OG0007312	ADIR007800	AGAP005815
OG0007313	ADIR007714	AGAP029191
OG0007314	ADIR000267	AGAP011487
OG0007315	ADIR005902	AGAP007925
OG0007316	ADIR014869	AGAP001258
OG0007317	ADIR010506	AGAP001590
OG0007318	ADIR005754	AGAP000685
OG0007319	ADIR000811	AGAP000169
OG0007320	ADIR011515	AGAP004827
OG0007321	ADIR001603	AGAP005006
OG0007322	ADIR006696	AGAP002328
OG0007323	ADIR003442	AGAP013115
OG0007325	ADIR001645	AGAP004955
OG0007326	ADIR010284	AGAP029605
OG0007327	ADIR001087	AGAP000783
OG0007328	ADIR010138	AGAP002719
OG0007329	ADIR005909	AGAP007919
OG0007330	ADIR011058	AGAP008042
OG0007331	ADIR010680	AGAP003556
OG0007332	ADIR005851	AGAP003643
OG0007333	ADIR011210	AGAP008301
OG0007334	ADIR002176	AGAP011810
OG0007335	ADIR009797	AGAP005217
OG0007336	ADIR003857	AGAP005312
OG0007337	ADIR005119	AGAP009780
OG0007338	ADIR010939	AGAP007769
OG0007339	ADIR000113	AGAP011635
OG0007340	ADIR005883	AGAP004644
OG0007341	ADIR009076	AGAP004660
OG0007342	ADIR007479	AGAP005976
OG0007343	ADIR015814	AGAP003772
OG0007344	ADIR010170	AGAP002680
OG0007345	ADIR002886	AGAP013122
OG0007346	ADIR001444	AGAP000144
OG0007347	ADIR009799	AGAP005219
OG0007348	ADIR007939	AGAP007157
OG0007350	ADIR010901	AGAP008575
OG0007351	ADIR006753	AGAP029975
OG0007352	ADIR006745	AGAP004513
OG0007353	ADIR009756	AGAP010346
OG0007354	ADIR007737	AGAP007084
OG0007355	ADIR001103	AGAP000078
OG0007356	ADIR009647	AGAP011743
OG0007357	ADIR011093	AGAP008334
OG0007358	ADIR006709	AGAP002335
OG0007359	ADIR001261	AGAP000098
OG0007360	ADIR000310	AGAP011522
OG0007361	ADIR004672	AGAP008694
OG0007362	ADIR007810	AGAP005806
OG0007364	ADIR010187	AGAP002662
OG0007365	ADIR007164	AGAP007648
OG0007366	ADIR007774	AGAP005845
OG0007367	ADIR008309	AGAP003457
OG0007368	ADIR000893	AGAP001047
OG0007369	ADIR010265	AGAP002600
OG0007370	ADIR007538	AGAP005711
OG0007371	ADIR005843	AGAP004029
OG0007372	ADIR004270	AGAP006901
OG0007373	ADIR001485	AGAP000555
OG0007374	ADIR001074	AGAP000245
OG0007375	ADIR008811	AGAP005425
OG0007376	ADIR001252	AGAP000656
OG0007377	ADIR002856	AGAP001402
OG0007378	ADIR007331	AGAP006652
OG0007379	ADIR010458	AGAP001640
OG0007380	ADIR007993	AGAP006173
OG0007381	ADIR009223	AGAP004889
OG0007382	ADIR003579	AGAP006809
OG0007383	ADIR011664	AGAP000213
OG0007384	ADIR005812	AGAP002978
OG0007385	ADIR006010	AGAP029527
OG0007386	ADIR004610	AGAP029050
OG0007387	ADIR011560	AGAP010768
OG0007388	ADIR003104	AGAP003021
OG0007389	ADIR004986	AGAP009005
OG0007390	ADIR004316	AGAP006830
OG0007391	ADIR016143	AGAP007113
OG0007393	ADIR002564	AGAP003736
OG0007394	ADIR002937	AGAP013211
OG0007395	ADIR000232	AGAP011441
OG0007396	ADIR006950	AGAP006249
OG0007397	ADIR001123	AGAP000769
OG0007398	ADIR007712	AGAP006273
OG0007399	ADIR015771	AGAP011874
OG0007400	ADIR005571	AGAP002262
OG0007401	ADIR003694	AGAP006682
OG0007402	ADIR007344	AGAP006635
OG0007403	ADIR009222	AGAP004890
OG0007404	ADIR003071	AGAP001925
OG0007405	ADIR007195	AGAP007521
OG0007406	ADIR008247	AGAP007243
OG0007407	ADIR016199	AGAP029700
OG0007408	ADIR002209	AGAP011769
OG0007409	ADIR009153	AGAP004750
OG0007410	ADIR006541	AGAP013391
OG0007411	ADIR000678	AGAP028176
OG0007412	ADIR010629	AGAP003506
OG0007413	ADIR002925	AGAP004096
OG0007414	ADIR007128	AGAP007638
OG0007415	ADIR008733	AGAP005555
OG0007416	ADIR006429	AGAP001798
OG0007417	ADIR005991	AGAP009531
OG0007418	ADIR007982	AGAP006185
OG0007419	ADIR005444	AGAP013338
OG0007420	ADIR004216	AGAP006956
OG0007421	ADIR000156	AGAP011584
OG0007422	ADIR010693	AGAP003839
OG0007423	ADIR016156	AGAP007327
OG0007424	ADIR011644	AGAP000934
OG0007425	ADIR011663	AGAP000214
OG0007426	ADIR000112	AGAP011636
OG0007427	ADIR007475	AGAP005978
OG0007428	ADIR008668	AGAP005071
OG0007429	ADIR003651	AGAP006736
OG0007430	ADIR008205	AGAP007303
OG0007431	ADIR001554	AGAP005179
OG0007432	ADIR009670	AGAP028174
OG0007434	ADIR003788	AGAP005118
OG0007435	ADIR009606	AGAP011417
OG0007436	ADIR008594	AGAP006969
OG0007437	ADIR009441	AGAP012534
OG0007438	ADIR011525	AGAP029668
OG0007439	ADIR005140	AGAP009799
OG0007440	ADIR007925	AGAP006142
OG0007441	ADIR002595	AGAP002352
OG0007442	ADIR001704	AGAP011101
OG0007443	ADIR001614	AGAP029528
OG0007444	ADIR005293	AGAP000306
OG0007445	ADIR001157	AGAP000407
OG0007446	ADIR007228	AGAP007479
OG0007447	ADIR006645	AGAP002281
OG0007448	ADIR008048	AGAP007114
OG0007449	ADIR007183	AGAP005577
OG0007450	ADIR009345	AGAP009958
OG0007451	ADIR009397	AGAP010003
OG0007452	ADIR009744	AGAP010358
OG0007453	ADIR008972	AGAP002199
OG0007454	ADIR010794	AGAP011296
OG0007455	ADIR003719	AGAP005368
OG0007457	ADIR007282	AGAP007389
OG0007459	ADIR006589	AGAP002945
OG0007460	ADIR010633	AGAP003510
OG0007461	ADIR008776	AGAP005466
OG0007462	ADIR010643	AGAP003519
OG0007463	ADIR011503	AGAP009568
OG0007464	ADIR005018	AGAP009664
OG0007465	ADIR006787	AGAP028068
OG0007466	ADIR004685	AGAP028088
OG0007468	ADIR002177	AGAP011809
OG0007469	ADIR004319	AGAP006825
OG0007470	ADIR001643	AGAP004957
OG0007471	ADIR007740	AGAP007081
OG0007472	ADIR001505	AGAP000763
OG0007473	ADIR007872	AGAP007052
OG0007474	ADIR000158	AGAP027998
OG0007475	ADIR005435	AGAP004373
OG0007476	ADIR008678	AGAP005088
OG0007477	ADIR001671	AGAP004923
OG0007478	ADIR001262	AGAP000097
OG0007479	ADIR009198	AGAP004801
OG0007480	ADIR007378	AGAP006601
OG0007481	ADIR002384	AGAP000472
OG0007482	ADIR000754	AGAP007827
OG0007483	ADIR007232	AGAP007474
OG0007484	ADIR002848	AGAP001391
OG0007485	ADIR008081	AGAP006350
OG0007487	ADIR011085	AGAP008328
OG0007488	ADIR009240	AGAP004871
OG0007489	ADIR002605	AGAP002366
OG0007490	ADIR000787	AGAP000512
OG0007491	ADIR007060	AGAP007688
OG0007492	ADIR008278	AGAP003413
OG0007493	ADIR001506	AGAP000765
OG0007494	ADIR000982	AGAP000074
OG0007495	ADIR006496	AGAP003172, AGAP003170
OG0007496	ADIR015698	AGAP005183
OG0007497	ADIR005411	AGAP004348
OG0007498	ADIR007170	AGAP005599
OG0007499	ADIR007354	AGAP006625
OG0007500	ADIR005424	AGAP004363
OG0007501	ADIR001032	AGAP000522
OG0007502	ADIR000391	AGAP010571
OG0007503	ADIR003484	AGAP002828
OG0007504	ADIR002080	AGAP010872
OG0007505	ADIR005726	AGAP028121
OG0007506	ADIR002022	AGAP011027
OG0007507	ADIR007664	AGAP006452
OG0007508	ADIR004982	AGAP009008
OG0007509	ADIR010186	AGAP002663
OG0007510	ADIR006275	AGAP009180
OG0007511	ADIR003938	AGAP000273
OG0007512	ADIR015507	AGAP008842
OG0007513	ADIR007025	AGAP007725
OG0007514	ADIR008711	AGAP005532
OG0007515	ADIR002915	AGAP004090
OG0007516	ADIR007305	AGAP007367
OG0007517	ADIR003015	AGAP002080
OG0007518	ADIR000327	AGAP029600
OG0007519	ADIR011215	AGAP008047
OG0007520	ADIR009195	AGAP004798
OG0007521	ADIR001366	AGAP028591
OG0007522	ADIR008795	AGAP005448
OG0007523	ADIR001066	AGAP000043
OG0007524	ADIR009245	AGAP004866
OG0007525	ADIR003713	AGAP005376
OG0007526	ADIR004734	AGAP009063
OG0007527	ADIR011698	AGAP007760
OG0007528	ADIR008687	AGAP005507
OG0007529	ADIR002992	AGAP004154
OG0007530	ADIR007587	AGAP006528
OG0007531	ADIR008401	AGAP003303
OG0007532	ADIR002939	AGAP004108
OG0007533	ADIR001481	AGAP000589
OG0007534	ADIR002981	AGAP004144
OG0007536	ADIR007886	AGAP005778
OG0007537	ADIR003621	AGAP006764
OG0007538	ADIR006006	AGAP009518
OG0007539	ADIR001492	AGAP000309
OG0007541	ADIR011016	AGAP029532
OG0007542	ADIR015523	AGAP009377, AGAP009365
OG0007543	ADIR016164	AGAP006038
OG0007544	ADIR006508	AGAP003183
OG0007545	ADIR009124	AGAP029796
OG0007546	ADIR000004	AGAP012190
OG0007547	ADIR009672	AGAP028194
OG0007548	ADIR005216	AGAP000943
OG0007549	ADIR001896	AGAP029609
OG0007550	ADIR011361	AGAP008817
OG0007551	ADIR006262	AGAP009167
OG0007552	ADIR002577	AGAP003159
OG0007553	ADIR003482	AGAP002830
OG0007554	ADIR004813	AGAP009645
OG0007555	ADIR011453	AGAP008488
OG0007556	ADIR011081	AGAP008324
OG0007557	ADIR009677	AGAP012023
OG0007558	ADIR011204	AGAP009282
OG0007559	ADIR005256	AGAP010875
OG0007560	ADIR005725	AGAP010432
OG0007561	ADIR007707	AGAP006266
OG0007562	ADIR002235	AGAP029616
OG0007563	ADIR005042	AGAP008995
OG0007564	ADIR009085	AGAP004653
OG0007565	ADIR009224	AGAP004888
OG0007566	ADIR001385	AGAP000467
OG0007567	ADIR011275	AGAP008115
OG0007568	ADIR009805	AGAP005226
OG0007569	ADIR005962	AGAP007868
OG0007570	ADIR008722	AGAP005533
OG0007571	ADIR002787	AGAP003269
OG0007572	ADIR009953	AGAP001287
OG0007573	ADIR005861	AGAP004623
OG0007574	ADIR015684	AGAP005471
OG0007575	ADIR006510	AGAP003332
OG0007576	ADIR016157	AGAP029656
OG0007577	ADIR000127	AGAP011620
OG0007578	ADIR005551	AGAP004284
OG0007579	ADIR008412	AGAP003312
OG0007580	ADIR004015	AGAP010160
OG0007581	ADIR007067	AGAP007682
OG0007582	ADIR004741	AGAP028648
OG0007583	ADIR000529	AGAP012369
OG0007584	ADIR002745	AGAP013007
OG0007585	ADIR010384	AGAP001710
OG0007586	ADIR010564	AGAP001337
OG0007587	ADIR003729	AGAP005356
OG0007588	ADIR000842	AGAP000617
OG0007589	ADIR001078	AGAP000249
OG0007590	ADIR001739	AGAP029243
OG0007591	ADIR009072	AGAP004664
OG0007592	ADIR005255	AGAP010876
OG0007593	ADIR006704	AGAP002333
OG0007594	ADIR008347	AGAP003498
OG0007595	ADIR005114	AGAP009775
OG0007596	ADIR003998	AGAP010178
OG0007597	ADIR008508	AGAP002931
OG0007598	ADIR000763	AGAP007835
OG0007599	ADIR002606	AGAP002367
OG0007600	ADIR006863	AGAP005622
OG0007601	ADIR007501	AGAP005953
OG0007602	ADIR003542	AGAP002775
OG0007603	ADIR007969	AGAP006073
OG0007604	ADIR000017	AGAP012174
OG0007605	ADIR001733	AGAP011119
OG0007606	ADIR006548	AGAP003797
OG0007607	ADIR016153	AGAP006022
OG0007608	ADIR009297	AGAP010080
OG0007610	ADIR001277	AGAP000635
OG0007611	ADIR001046	AGAP000533
OG0007613	ADIR003870	AGAP005101
OG0007614	ADIR002379	AGAP001035
OG0007615	ADIR008411	AGAP003311
OG0007616	ADIR004144	AGAP007212
OG0007617	ADIR001403	AGAP000445
OG0007618	ADIR003301	AGAP003091
OG0007619	ADIR001587	AGAP005019
OG0007620	ADIR015671	AGAP005175
OG0007621	ADIR006859	AGAP005617
OG0007622	ADIR007703	AGAP006265
OG0007623	ADIR011019	AGAP007999
OG0007624	ADIR007176	AGAP005585
OG0007625	ADIR011659	AGAP000219
OG0007626	ADIR015776	AGAP013384
OG0007627	ADIR008827	AGAP006083
OG0007628	ADIR000536	AGAP012404
OG0007629	ADIR000940	AGAP013084
OG0007630	ADIR006140	AGAP009315
OG0007631	ADIR000807	AGAP000955
OG0007632	ADIR010597	AGAP004476
OG0007633	ADIR007461	AGAP005995
OG0007634	ADIR008726	AGAP005546
OG0007635	ADIR003836	AGAP005153
OG0007636	ADIR003393	AGAP003887
OG0007637	ADIR009559	AGAP012256
OG0007638	ADIR003791	AGAP005115
OG0007639	ADIR004131	AGAP000011
OG0007640	ADIR009923	AGAP002736
OG0007641	ADIR011428	AGAP008939
OG0007642	ADIR004241	AGAP006932
OG0007643	ADIR001438	AGAP000727
OG0007644	ADIR008035	AGAP007126
OG0007645	ADIR004424	AGAP004553
OG0007646	ADIR003784	AGAP005122
OG0007647	ADIR003171	AGAP002112
OG0007648	ADIR000948	AGAP000688
OG0007649	ADIR004617	AGAP000737
OG0007650	ADIR003137	AGAP002992
OG0007651	ADIR005166	AGAP009827
OG0007652	ADIR003583	AGAP006805
OG0007653	ADIR000115	AGAP028628
OG0007654	ADIR005958	AGAP007872
OG0007655	ADIR006502	AGAP013292
OG0007656	ADIR010521	AGAP001985
OG0007657	ADIR008119	AGAP006031
OG0007658	ADIR007830	AGAP007010
OG0007659	ADIR003178	AGAP013041
OG0007660	ADIR006398	AGAP002441
OG0007661	ADIR007401	AGAP005727
OG0007662	ADIR004650, ADIR003967	AGAP000875
OG0007663	ADIR006451	AGAP003038
OG0007664	ADIR005331	AGAP013079
OG0007665	ADIR004560	AGAP002391
OG0007666	ADIR006034	AGAP009487
OG0007667	ADIR005543	AGAP004213
OG0007668	ADIR006946	AGAP006245
OG0007669	ADIR001445	AGAP000143
OG0007670	ADIR005367	AGAP013001
OG0007671	ADIR005472	AGAP004419
OG0007672	ADIR005539	AGAP012739, AGAP004219
OG0007674	ADIR003941	AGAP000395
OG0007675	ADIR004879	AGAP008798
OG0007676	ADIR008583	AGAP006104
OG0007677	ADIR003825	AGAP005874
OG0007678	ADIR003760	AGAP005328
OG0007679	ADIR009490	AGAP010687
OG0007680	ADIR001197	AGAP000863
OG0007681	ADIR001076	AGAP000247
OG0007682	ADIR001126	AGAP008153
OG0007683	ADIR011516	AGAP004828
OG0007684	ADIR002032	AGAP011038
OG0007685	ADIR001472	AGAP000121
OG0007686	ADIR004954	AGAP009034
OG0007687	ADIR006695	AGAP012947
OG0007688	ADIR008199	AGAP007307
OG0007689	ADIR010334	AGAP002529
OG0007690	ADIR007785	AGAP005832
OG0007691	ADIR001416	AGAP000544
OG0007692	ADIR004646	AGAP000977
OG0007693	ADIR004768	AGAP009925
OG0007694	ADIR011241	AGAP008080
OG0007695	ADIR005992	AGAP028642
OG0007696	ADIR000029	AGAP012161
OG0007697	ADIR000967	AGAP000062
OG0007698	ADIR000617	AGAP009291
OG0007699	ADIR005430	AGAP004367
OG0007700	ADIR000526	AGAP012365
OG0007701	ADIR004597	AGAP000760
OG0007702	ADIR000108	AGAP011640
OG0007703	ADIR008223	AGAP007280
OG0007704	ADIR007374	AGAP006605
OG0007705	ADIR000172	AGAP011568
OG0007706	ADIR003312	AGAP003112
OG0007707	ADIR010017	AGAP001209
OG0007708	ADIR002141	AGAP011331
OG0007709	ADIR007423	AGAP006394
OG0007710	ADIR004501	AGAP001491
OG0007711	ADIR006853	AGAP008673
OG0007712	ADIR007013	AGAP007573
OG0007713	ADIR000356	AGAP010519
OG0007714	ADIR009001	AGAP002168
OG0007715	ADIR015682	AGAP002051
OG0007716	ADIR000152	AGAP011590
OG0007717	ADIR011501	AGAP009570
OG0007718	ADIR009196	AGAP004799
OG0007719	ADIR003565	AGAP006817
OG0007720	ADIR004230	AGAP006941
OG0007721	ADIR008036	AGAP007125
OG0007722	ADIR009421	AGAP009975
OG0007723	ADIR016149	AGAP006165
OG0007724	ADIR002350	AGAP029760
OG0007725	ADIR006069	AGAP009450
OG0007726	ADIR001256	AGAP000039
OG0007727	ADIR005307	AGAP002002
OG0007728	ADIR000691	AGAP008634
OG0007729	ADIR006532	AGAP003814
OG0007730	ADIR002943	AGAP004112
OG0007731	ADIR000612	AGAP013772
OG0007732	ADIR011006	AGAP007985
OG0007733	ADIR008667	AGAP005070
OG0007734	ADIR003682	AGAP006699
OG0007735	ADIR004096	AGAP010282
OG0007736	ADIR010528	AGAP001979
OG0007737	ADIR009635	AGAP011731
OG0007738	ADIR009547	AGAP012246
OG0007739	ADIR000412	AGAP010597
OG0007740	ADIR005557	AGAP004288
OG0007741	ADIR010383	AGAP001711
OG0007742	ADIR001018	AGAP000893
OG0007743	ADIR001165	AGAP000412
OG0007744	ADIR005729	AGAP010436
OG0007745	ADIR005717	AGAP028496
OG0007746	ADIR008494	AGAP028484
OG0007747	ADIR007553	AGAP006579
OG0007748	ADIR007289	AGAP000886
OG0007749	ADIR010463	AGAP001635
