Orthogroup	AstephensiUCISS2018	CquinquefasciatusJHB2020
OG0008128	ASTEI20_044775	CQUJHB017726
OG0008129	ASTEI20_031296	CQUJHB005970
OG0008130	ASTEI20_045942	CQUJHB003398
OG0008131	ASTEI20_043848	CQUJHB015081
OG0008132	ASTEI20_038646	CQUJHB002909
OG0008133	ASTEI20_044845	CQUJHB006243
OG0008134	ASTEI20_041446	CQUJHB013559
OG0008135	ASTEI20_037495	CQUJHB010042
OG0008136	ASTEI20_037757	CQUJHB015670
OG0008137	ASTEI20_041897	CQUJHB008146
OG0008142	ASTEI20_032254	CQUJHB008032
OG0008144	ASTEI20_037598	CQUJHB013154
OG0008145	ASTEI20_037286	CQUJHB017715
OG0008146	ASTEI20_044725	CQUJHB005054
OG0008147	ASTEI20_040753	CQUJHB006092
OG0008148	ASTEI20_038093	CQUJHB017493
OG0008149	ASTEI20_043187	CQUJHB009977
OG0008150	ASTEI20_033137	CQUJHB004585
OG0008151	ASTEI20_032081	CQUJHB009210
OG0008152	ASTEI20_044227	CQUJHB005617
OG0008153	ASTEI20_033855	CQUJHB012861
OG0008154	ASTEI20_031348	CQUJHB012767
OG0008155	ASTEI20_041273	CQUJHB017296
OG0008156	ASTEI20_037410	CQUJHB012015
OG0008158	ASTEI20_043277	CQUJHB008993
OG0008159	ASTEI20_042433	CQUJHB016034
OG0008160	ASTEI20_034858	CQUJHB000729, CQUJHB011184
OG0008161	ASTEI20_035646	CQUJHB016174
OG0008162	ASTEI20_037827	CQUJHB003314
OG0008163	ASTEI20_036870	CQUJHB006846
OG0008164	ASTEI20_033979	CQUJHB010840
OG0008165	ASTEI20_037313	CQUJHB004411
OG0008166	ASTEI20_044311	CQUJHB004806
OG0008167	ASTEI20_034864	CQUJHB004958
OG0008168	ASTEI20_042822	CQUJHB013829
OG0008171	ASTEI20_038972	CQUJHB001080
OG0008172	ASTEI20_039555	CQUJHB010527
OG0008173	ASTEI20_032980	CQUJHB007034
OG0008174	ASTEI20_038401	CQUJHB008619
OG0008175	ASTEI20_034291	CQUJHB013887
OG0008176	ASTEI20_039509	CQUJHB004058
OG0008177	ASTEI20_031174	CQUJHB015249
OG0008179	ASTEI20_033547	CQUJHB017249
OG0008180	ASTEI20_043524	CQUJHB015240
OG0008181	ASTEI20_031631	CQUJHB006376
OG0008184	ASTEI20_041928	CQUJHB013773
OG0008187	ASTEI20_039585	CQUJHB007878
OG0008188	ASTEI20_044359	CQUJHB005660
OG0008189	ASTEI20_035879	CQUJHB011821
OG0008190	ASTEI20_043370	CQUJHB001945
OG0008191	ASTEI20_041500	CQUJHB009177
OG0008192	ASTEI20_031124	CQUJHB008735
OG0008193	ASTEI20_038159	CQUJHB014931
OG0008197	ASTEI20_044902	CQUJHB012720
OG0008198	ASTEI20_033847	CQUJHB008281
OG0008199	ASTEI20_046096	CQUJHB005719
OG0008202	ASTEI20_034031	CQUJHB007468
OG0008203	ASTEI20_037636	CQUJHB014563
OG0008204	ASTEI20_043017	CQUJHB017433
OG0008205	ASTEI20_040886	CQUJHB007588
OG0008206	ASTEI20_042538	CQUJHB008992
OG0008207	ASTEI20_040685	CQUJHB003606
OG0008208	ASTEI20_045136	CQUJHB001366
OG0008209	ASTEI20_038465	CQUJHB007309
OG0008210	ASTEI20_033850	CQUJHB013583
OG0008211	ASTEI20_039443	CQUJHB013832
OG0008212	ASTEI20_046172	CQUJHB006750
OG0008213	ASTEI20_036846	CQUJHB018204
OG0008214	ASTEI20_037554	CQUJHB012666
OG0008215	ASTEI20_043936	CQUJHB005945
OG0008216	ASTEI20_033432	CQUJHB008532
OG0008221	ASTEI20_032662	CQUJHB011362
OG0008222	ASTEI20_033109	CQUJHB007254
OG0008223	ASTEI20_045360	CQUJHB002768, CQUJHB017986
OG0008224	ASTEI20_045326	CQUJHB003282
OG0008225	ASTEI20_042359	CQUJHB000093
OG0008226	ASTEI20_035713	CQUJHB012916
OG0008227	ASTEI20_043385	CQUJHB015471
OG0008228	ASTEI20_044715	CQUJHB012533, CQUJHB004735
OG0008229	ASTEI20_042935	CQUJHB007261
OG0008230	ASTEI20_030958	CQUJHB012436
OG0008232	ASTEI20_043700	CQUJHB014309
OG0008233	ASTEI20_040681	CQUJHB001113
OG0008234	ASTEI20_044772	CQUJHB010269
OG0008235	ASTEI20_030820	CQUJHB015584
OG0008236	ASTEI20_033646	CQUJHB013811
OG0008237	ASTEI20_034437	CQUJHB011064
OG0008238	ASTEI20_031400	CQUJHB016803
OG0008239	ASTEI20_037438	CQUJHB016948
OG0008240	ASTEI20_042578	CQUJHB009906
OG0008241	ASTEI20_033055	CQUJHB017929
OG0008242	ASTEI20_040165	CQUJHB017672
OG0008243	ASTEI20_042616	CQUJHB008374
OG0008244	ASTEI20_041081	CQUJHB017760
OG0008245	ASTEI20_032505	CQUJHB009351
OG0008246	ASTEI20_043571	CQUJHB003447
OG0008247	ASTEI20_038058	CQUJHB006036
OG0008248	ASTEI20_040279	CQUJHB005011
OG0008249	ASTEI20_039605	CQUJHB014010
OG0008250	ASTEI20_038791	CQUJHB007152
OG0008251	ASTEI20_038812	CQUJHB006328
OG0008252	ASTEI20_032099	CQUJHB011847
OG0008253	ASTEI20_034897	CQUJHB011253
OG0008254	ASTEI20_041645	CQUJHB005269
OG0008255	ASTEI20_034961	CQUJHB009828
OG0008256	ASTEI20_037920	CQUJHB005477
OG0008257	ASTEI20_035126	CQUJHB005123
OG0008258	ASTEI20_031595	CQUJHB002218
OG0008259	ASTEI20_035002	CQUJHB014589
OG0008260	ASTEI20_038528	CQUJHB006096
OG0008261	ASTEI20_041193	CQUJHB006884
OG0008262	ASTEI20_031015	CQUJHB014553
OG0008263	ASTEI20_044365	CQUJHB007451
OG0008264	ASTEI20_034713	CQUJHB010313
OG0008265	ASTEI20_038438	CQUJHB017443
OG0008266	ASTEI20_039118	CQUJHB005172
OG0008268	ASTEI20_041971	CQUJHB012612
OG0008269	ASTEI20_037116	CQUJHB005911
OG0008270	ASTEI20_036892	CQUJHB018272
OG0008271	ASTEI20_034913	CQUJHB007746
OG0008272	ASTEI20_041516	CQUJHB000647
OG0008274	ASTEI20_032367	CQUJHB003691
OG0008275	ASTEI20_041769	CQUJHB016260
OG0008276	ASTEI20_034847	CQUJHB001069
OG0008277	ASTEI20_040452	CQUJHB007091
OG0008278	ASTEI20_042913	CQUJHB011955
OG0008279	ASTEI20_031077	CQUJHB008558
OG0008280	ASTEI20_035523	CQUJHB002717
OG0008282	ASTEI20_034567	CQUJHB016435
OG0008284	ASTEI20_039209	CQUJHB004328
OG0008285	ASTEI20_033250	CQUJHB012901
OG0008286	ASTEI20_033164	CQUJHB010942
OG0008287	ASTEI20_044877	CQUJHB006987
OG0008288	ASTEI20_035997	CQUJHB008234
OG0008289	ASTEI20_037431	CQUJHB009795
OG0008291	ASTEI20_042901	CQUJHB017781
OG0008293	ASTEI20_036111	CQUJHB009748
OG0008294	ASTEI20_031129	CQUJHB010212
OG0008295	ASTEI20_039792	CQUJHB012482
OG0008296	ASTEI20_037444	CQUJHB014542
OG0008298	ASTEI20_042585	CQUJHB004681
OG0008299	ASTEI20_038447	CQUJHB004407
OG0008300	ASTEI20_042606	CQUJHB014967
OG0008301	ASTEI20_035402	CQUJHB008373
OG0008303	ASTEI20_044808	CQUJHB011525
OG0008304	ASTEI20_037942	CQUJHB000980
OG0008305	ASTEI20_032588	CQUJHB017563
OG0008306	ASTEI20_033820	CQUJHB014373
OG0008307	ASTEI20_033072	CQUJHB015657
OG0008308	ASTEI20_036591	CQUJHB005202
OG0008310	ASTEI20_043062, ASTEI20_042625	CQUJHB001495
OG0008311	ASTEI20_034817	CQUJHB009744
OG0008312	ASTEI20_045567	CQUJHB008041
OG0008314	ASTEI20_037303	CQUJHB000415
OG0008315	ASTEI20_036200	CQUJHB001138
OG0008316	ASTEI20_045199	CQUJHB000481
OG0008317	ASTEI20_033953	CQUJHB015234
OG0008318	ASTEI20_033598	CQUJHB009686
OG0008319	ASTEI20_045423	CQUJHB017373
OG0008320	ASTEI20_044383	CQUJHB006116
OG0008321	ASTEI20_039956	CQUJHB017156
OG0008322	ASTEI20_045089	CQUJHB010783
OG0008323	ASTEI20_045909	CQUJHB009082
OG0008325	ASTEI20_041479	CQUJHB005926
OG0008326	ASTEI20_031581	CQUJHB013144
OG0008327	ASTEI20_039252	CQUJHB014937
OG0008328	ASTEI20_045003	CQUJHB004863
OG0008329	ASTEI20_044018	CQUJHB005268
OG0008331	ASTEI20_040651	CQUJHB004057
OG0008332	ASTEI20_035114	CQUJHB015601
OG0008333	ASTEI20_034338	CQUJHB006794
OG0008334	ASTEI20_031745	CQUJHB008500
OG0008335	ASTEI20_045486	CQUJHB004822
OG0008336	ASTEI20_035818	CQUJHB006455
OG0008338	ASTEI20_032712	CQUJHB005264
OG0008339	ASTEI20_039265	CQUJHB002621
OG0008341	ASTEI20_030831	CQUJHB011142
OG0008342	ASTEI20_032281	CQUJHB017259
OG0008343	ASTEI20_039759	CQUJHB006500
OG0008344	ASTEI20_032596	CQUJHB015408
OG0008345	ASTEI20_036228	CQUJHB014247
OG0008346	ASTEI20_045714	CQUJHB004000
OG0008347	ASTEI20_033225	CQUJHB009837
OG0008348	ASTEI20_041739	CQUJHB013386
OG0008349	ASTEI20_034154	CQUJHB014209
OG0008350	ASTEI20_035167	CQUJHB015030
OG0008351	ASTEI20_034417	CQUJHB017869
OG0008352	ASTEI20_033294	CQUJHB007325
OG0008353	ASTEI20_035952	CQUJHB006450
OG0008354	ASTEI20_041392	CQUJHB004122
OG0008355	ASTEI20_042099	CQUJHB011246
OG0008357	ASTEI20_036431	CQUJHB010362
OG0008358	ASTEI20_045474	CQUJHB012636
OG0008359	ASTEI20_037503	CQUJHB006139
OG0008360	ASTEI20_041563	CQUJHB006226
OG0008361	ASTEI20_038958	CQUJHB014978
OG0008362	ASTEI20_034994	CQUJHB007866
OG0008363	ASTEI20_045892	CQUJHB009141
OG0008364	ASTEI20_045013	CQUJHB003860
OG0008365	ASTEI20_038632	CQUJHB004139
OG0008366	ASTEI20_031945	CQUJHB004428
OG0008367	ASTEI20_033265	CQUJHB007668
OG0008368	ASTEI20_036429	CQUJHB002934
OG0008369	ASTEI20_035624	CQUJHB002584
OG0008370	ASTEI20_035975	CQUJHB000025
OG0008371	ASTEI20_034351	CQUJHB013376
OG0008372	ASTEI20_038425	CQUJHB013753
OG0008373	ASTEI20_040832	CQUJHB006619
OG0008374	ASTEI20_042817	CQUJHB016683
OG0008375	ASTEI20_036858	CQUJHB004572
OG0008376	ASTEI20_041457	CQUJHB001619
OG0008377	ASTEI20_042477	CQUJHB001463
OG0008378	ASTEI20_035175	CQUJHB001624
OG0008379	ASTEI20_039925	CQUJHB001934
OG0008381	ASTEI20_044976	CQUJHB013727
OG0008383	ASTEI20_037345	CQUJHB003710
OG0008384	ASTEI20_041032	CQUJHB006045
OG0008385	ASTEI20_038581	CQUJHB004550
OG0008386	ASTEI20_044191	CQUJHB015623
OG0008387	ASTEI20_041450	CQUJHB006978
OG0008388	ASTEI20_042803	CQUJHB002870
OG0008390	ASTEI20_042889	CQUJHB017694
OG0008391	ASTEI20_041424	CQUJHB000591
OG0008392	ASTEI20_038250	CQUJHB013615
OG0008393	ASTEI20_042240	CQUJHB008415
OG0008394	ASTEI20_031612	CQUJHB009285
OG0008395	ASTEI20_033596	CQUJHB007734
OG0008396	ASTEI20_042984	CQUJHB012753
OG0008397	ASTEI20_043940	CQUJHB005181
OG0008398	ASTEI20_042546	CQUJHB002498
OG0008399	ASTEI20_041367	CQUJHB010413
OG0008401	ASTEI20_033821	CQUJHB001401
OG0008402	ASTEI20_035866	CQUJHB017714
OG0008403	ASTEI20_040101	CQUJHB000318
OG0008404	ASTEI20_042393	CQUJHB009938
OG0008405	ASTEI20_034752	CQUJHB003119
OG0008406	ASTEI20_038540	CQUJHB009909
OG0008407	ASTEI20_045126	CQUJHB017651
OG0008408	ASTEI20_043150	CQUJHB003488
OG0008409	ASTEI20_041244	CQUJHB005497
OG0008410	ASTEI20_031713	CQUJHB004940
OG0008411	ASTEI20_034364	CQUJHB008264
OG0008412	ASTEI20_042337	CQUJHB011158
OG0008413	ASTEI20_045752	CQUJHB000730
OG0008414	ASTEI20_040619	CQUJHB013256
OG0008415	ASTEI20_037281	CQUJHB001284
OG0008416	ASTEI20_034703	CQUJHB016985
OG0008417	ASTEI20_038883	CQUJHB017622
OG0008418	ASTEI20_038508	CQUJHB002897
OG0008420	ASTEI20_042016	CQUJHB013912
OG0008421	ASTEI20_043200	CQUJHB006295
OG0008423	ASTEI20_038989, ASTEI20_041116	CQUJHB001213
OG0008424	ASTEI20_031146	CQUJHB010031
OG0008425	ASTEI20_035726	CQUJHB016721
OG0008426	ASTEI20_030810	CQUJHB001051
OG0008427	ASTEI20_043123	CQUJHB014229
OG0008428	ASTEI20_032897	CQUJHB005084
OG0008429	ASTEI20_045566	CQUJHB008307
OG0008430	ASTEI20_040421	CQUJHB014250
OG0008431	ASTEI20_042258	CQUJHB015734
OG0008432	ASTEI20_036405	CQUJHB017867
OG0008433	ASTEI20_040687	CQUJHB012508
OG0008434	ASTEI20_044906	CQUJHB016016
OG0008435	ASTEI20_039194	CQUJHB006844
OG0008436	ASTEI20_045757	CQUJHB015503
OG0008437	ASTEI20_036053	CQUJHB010421
OG0008438	ASTEI20_042975	CQUJHB009214
OG0008439	ASTEI20_035598	CQUJHB004061
OG0008440	ASTEI20_034740	CQUJHB012027
OG0008442	ASTEI20_036346	CQUJHB018166
OG0008444	ASTEI20_036686	CQUJHB015852
OG0008445	ASTEI20_045539	CQUJHB015370
OG0008446	ASTEI20_039064	CQUJHB013422
OG0008447	ASTEI20_032396	CQUJHB001282
OG0008448	ASTEI20_045324	CQUJHB010316
OG0008449	ASTEI20_030986	CQUJHB001853
OG0008450	ASTEI20_038621	CQUJHB005316
OG0008451	ASTEI20_032847	CQUJHB003547
OG0008452	ASTEI20_037400	CQUJHB008362
OG0008453	ASTEI20_035270	CQUJHB016276
OG0008454	ASTEI20_034608	CQUJHB004847
OG0008455	ASTEI20_038630	CQUJHB012832
OG0008456	ASTEI20_031226	CQUJHB000832
OG0008457	ASTEI20_033466	CQUJHB008717
OG0008458	ASTEI20_036790	CQUJHB011462, CQUJHB009089
OG0008459	ASTEI20_034989	CQUJHB005615
OG0008460	ASTEI20_045167	CQUJHB015218
OG0008461	ASTEI20_042910	CQUJHB012715
OG0008462	ASTEI20_045907	CQUJHB005826
OG0008463	ASTEI20_045794	CQUJHB008660
OG0008464	ASTEI20_044112	CQUJHB010224
OG0008465	ASTEI20_042043	CQUJHB015410
OG0008466	ASTEI20_031932	CQUJHB011986
OG0008467	ASTEI20_036441	CQUJHB001262
OG0008468	ASTEI20_045328	CQUJHB015787
OG0008469	ASTEI20_043494	CQUJHB016182
OG0008470	ASTEI20_044150	CQUJHB014750
OG0008471	ASTEI20_043006	CQUJHB003041
OG0008472	ASTEI20_045972	CQUJHB003421
OG0008474	ASTEI20_033555	CQUJHB003431
OG0008475	ASTEI20_032392	CQUJHB013996
OG0008476	ASTEI20_037678	CQUJHB009378
OG0008478	ASTEI20_037162	CQUJHB009633
OG0008480	ASTEI20_040388	CQUJHB013284
OG0008481	ASTEI20_041433	CQUJHB015702
OG0008482	ASTEI20_033491	CQUJHB017146
OG0008483	ASTEI20_040744	CQUJHB014560
OG0008484	ASTEI20_031110	CQUJHB005039
OG0008485	ASTEI20_037366	CQUJHB016146
OG0008486	ASTEI20_041877	CQUJHB013697
OG0008487	ASTEI20_039159	CQUJHB004609
OG0008488	ASTEI20_030950	CQUJHB008737
OG0008489	ASTEI20_032488	CQUJHB011881
OG0008490	ASTEI20_034672	CQUJHB010539
OG0008491	ASTEI20_034166	CQUJHB004672, CQUJHB001801
OG0008492	ASTEI20_032204	CQUJHB011809
OG0008495	ASTEI20_045296	CQUJHB000068
OG0008496	ASTEI20_045733	CQUJHB001091
OG0008497	ASTEI20_037398	CQUJHB014823
OG0008498	ASTEI20_035443	CQUJHB015210
OG0008499	ASTEI20_036794	CQUJHB011758
OG0008500	ASTEI20_041398	CQUJHB007728
OG0008501	ASTEI20_038789	CQUJHB017703
OG0008502	ASTEI20_042385	CQUJHB002801
OG0008503	ASTEI20_034868	CQUJHB014232
OG0008504	ASTEI20_035034	CQUJHB011212
OG0008505	ASTEI20_043325	CQUJHB016114
OG0008506	ASTEI20_044253	CQUJHB012048
OG0008507	ASTEI20_043141	CQUJHB014325
OG0008508	ASTEI20_042161	CQUJHB015244
OG0008509	ASTEI20_034025	CQUJHB008369
OG0008511	ASTEI20_033318	CQUJHB000245
OG0008512	ASTEI20_043149	CQUJHB002616
OG0008513	ASTEI20_038065	CQUJHB003539
OG0008514	ASTEI20_037603	CQUJHB015504
OG0008516	ASTEI20_037842	CQUJHB002721
OG0008517	ASTEI20_039811	CQUJHB007896
OG0008519	ASTEI20_036330	CQUJHB014014
OG0008520	ASTEI20_035684	CQUJHB011181
OG0008521	ASTEI20_045170	CQUJHB013299
OG0008522	ASTEI20_044720	CQUJHB004697
OG0008523	ASTEI20_035581	CQUJHB002268
OG0008524	ASTEI20_043367	CQUJHB015455
OG0008525	ASTEI20_034051	CQUJHB009253
OG0008526	ASTEI20_040407	CQUJHB003672
OG0008528	ASTEI20_034447	CQUJHB008426
OG0008529	ASTEI20_040417	CQUJHB007911
OG0008530	ASTEI20_045963	CQUJHB005846
OG0008531	ASTEI20_042953	CQUJHB004939
OG0008532	ASTEI20_041062	CQUJHB015473
OG0008533	ASTEI20_036224	CQUJHB008358
OG0008534	ASTEI20_034164	CQUJHB010045
OG0008535	ASTEI20_040167	CQUJHB010480
OG0008536	ASTEI20_045302	CQUJHB015259
OG0008537	ASTEI20_045162	CQUJHB005556
OG0008538	ASTEI20_035688	CQUJHB017114
OG0008539	ASTEI20_043550	CQUJHB013445
OG0008541	ASTEI20_046028	CQUJHB001214
OG0008542	ASTEI20_036384	CQUJHB013448
OG0008543	ASTEI20_036997	CQUJHB014999
OG0008544	ASTEI20_037662, ASTEI20_043658	CQUJHB005033
OG0008545	ASTEI20_045809	CQUJHB004218
OG0008546	ASTEI20_037808	CQUJHB013756
OG0008547	ASTEI20_039767	CQUJHB017764
OG0008548	ASTEI20_045050	CQUJHB000034
OG0008549	ASTEI20_032009	CQUJHB012421
OG0008550	ASTEI20_035531	CQUJHB003362
OG0008551	ASTEI20_033835	CQUJHB012330
OG0008552	ASTEI20_042260	CQUJHB011668
OG0008553	ASTEI20_033496	CQUJHB012100
OG0008554	ASTEI20_045552	CQUJHB016958
OG0008555	ASTEI20_039587	CQUJHB014126
OG0008556	ASTEI20_037902	CQUJHB008206
OG0008557	ASTEI20_032701	CQUJHB011731
OG0008558	ASTEI20_044028	CQUJHB020395
OG0008559	ASTEI20_034790	CQUJHB015602
OG0008560	ASTEI20_036576	CQUJHB012874
OG0008561	ASTEI20_038477	CQUJHB018246
OG0008563	ASTEI20_032047	CQUJHB002156
OG0008564	ASTEI20_031440	CQUJHB005509
OG0008565	ASTEI20_035892	CQUJHB014201
OG0008566	ASTEI20_042783	CQUJHB009530
OG0008567	ASTEI20_038367	CQUJHB001980
OG0008568	ASTEI20_032578	CQUJHB005821
OG0008569	ASTEI20_039148	CQUJHB017521
OG0008571	ASTEI20_034122	CQUJHB004067
OG0008572	ASTEI20_041454	CQUJHB010406
OG0008573	ASTEI20_034341	CQUJHB004690
OG0008574	ASTEI20_032759	CQUJHB003928
OG0008575	ASTEI20_034076	CQUJHB004087
OG0008576	ASTEI20_037614	CQUJHB007890
OG0008577	ASTEI20_032465	CQUJHB000559
OG0008581	ASTEI20_045070	CQUJHB016645
OG0008582	ASTEI20_038426	CQUJHB011912
OG0008583	ASTEI20_031074	CQUJHB000021
OG0008584	ASTEI20_035488	CQUJHB010300
OG0008585	ASTEI20_043813	CQUJHB014330
OG0008586	ASTEI20_035336	CQUJHB016823
OG0008587	ASTEI20_041623	CQUJHB010176
OG0008588	ASTEI20_038082	CQUJHB008164
OG0008589	ASTEI20_036518	CQUJHB012224
OG0008590	ASTEI20_037056	CQUJHB008368
OG0008591	ASTEI20_034762	CQUJHB012946
OG0008592	ASTEI20_044732, ASTEI20_039985	CQUJHB016274
OG0008593	ASTEI20_043349	CQUJHB004231
OG0008594	ASTEI20_039254	CQUJHB013728
OG0008595	ASTEI20_039949	CQUJHB006154
OG0008596	ASTEI20_035178	CQUJHB004954
OG0008597	ASTEI20_038571	CQUJHB009783
OG0008599	ASTEI20_036934	CQUJHB009682
OG0008600	ASTEI20_035193	CQUJHB008989
OG0008601	ASTEI20_038809	CQUJHB014085
OG0008602	ASTEI20_044065	CQUJHB014643
OG0008603	ASTEI20_039125	CQUJHB001109
OG0008604	ASTEI20_041965	CQUJHB001277
OG0008605	ASTEI20_041026	CQUJHB004821
OG0008606	ASTEI20_039505	CQUJHB016310
OG0008607	ASTEI20_031903	CQUJHB000974
OG0008608	ASTEI20_036832	CQUJHB000844
OG0008609	ASTEI20_045525	CQUJHB006485
OG0008610	ASTEI20_034352	CQUJHB018074
OG0008612	ASTEI20_043615	CQUJHB003621
OG0008613	ASTEI20_037599	CQUJHB005153
OG0008614	ASTEI20_043862	CQUJHB001745
OG0008615	ASTEI20_037799	CQUJHB002426
OG0008616	ASTEI20_040558	CQUJHB006730
OG0008617	ASTEI20_044420	CQUJHB004322
OG0008618	ASTEI20_043895	CQUJHB001321
OG0008619	ASTEI20_038054	CQUJHB014244
OG0008620	ASTEI20_034895	CQUJHB005728
OG0008621	ASTEI20_036066	CQUJHB009437
OG0008625	ASTEI20_037727	CQUJHB018389
OG0008626	ASTEI20_036176	CQUJHB012498
OG0008627	ASTEI20_044807	CQUJHB012236
OG0008628	ASTEI20_031930	CQUJHB016465
OG0008629	ASTEI20_045637	CQUJHB006798
OG0008630	ASTEI20_037037	CQUJHB011090
OG0008631	ASTEI20_033084	CQUJHB009434
OG0008632	ASTEI20_046082	CQUJHB001644
OG0008633	ASTEI20_043131	CQUJHB011752
OG0008634	ASTEI20_036179	CQUJHB005785
OG0008635	ASTEI20_031544	CQUJHB005088
OG0008636	ASTEI20_034248	CQUJHB000314
OG0008637	ASTEI20_040712	CQUJHB013629
OG0008638	ASTEI20_032896	CQUJHB006872
OG0008639	ASTEI20_033391	CQUJHB013423
OG0008640	ASTEI20_034854	CQUJHB012470
OG0008641	ASTEI20_033862	CQUJHB000503
OG0008642	ASTEI20_045101	CQUJHB015242
OG0008643	ASTEI20_040620	CQUJHB018161
OG0008644	ASTEI20_033161	CQUJHB013913
OG0008645	ASTEI20_030836	CQUJHB003048
OG0008646	ASTEI20_036761	CQUJHB004692
OG0008647	ASTEI20_036173	CQUJHB002708
OG0008648	ASTEI20_039553	CQUJHB007604
OG0008649	ASTEI20_034173	CQUJHB011587
OG0008651	ASTEI20_033654	CQUJHB006717
OG0008652	ASTEI20_033565	CQUJHB014909
OG0008653	ASTEI20_045575	CQUJHB011382
OG0008654	ASTEI20_033625	CQUJHB016635
OG0008655	ASTEI20_042362	CQUJHB013562
OG0008656	ASTEI20_038520	CQUJHB010533
OG0008657	ASTEI20_038155	CQUJHB013267
OG0008658	ASTEI20_038714	CQUJHB008795
OG0008659	ASTEI20_037352	CQUJHB001904
OG0008660	ASTEI20_032675	CQUJHB014802
OG0008661	ASTEI20_040838	CQUJHB016313
OG0008663	ASTEI20_035751	CQUJHB010765
OG0008664	ASTEI20_045195	CQUJHB017054
OG0008666	ASTEI20_033003	CQUJHB017456
OG0008669	ASTEI20_031305	CQUJHB005133
OG0008670	ASTEI20_033046	CQUJHB006947
OG0008671	ASTEI20_031893	CQUJHB018170
OG0008672	ASTEI20_042020	CQUJHB006520
OG0008673	ASTEI20_039384	CQUJHB000884
OG0008674	ASTEI20_038297	CQUJHB008056
OG0008675	ASTEI20_041306	CQUJHB001879
OG0008676	ASTEI20_031398	CQUJHB001752
OG0008678	ASTEI20_033166	CQUJHB011186
OG0008679	ASTEI20_034481	CQUJHB017570
OG0008680	ASTEI20_043873	CQUJHB004271
OG0008681	ASTEI20_030834	CQUJHB016746
OG0008683	ASTEI20_044640	CQUJHB015065
OG0008684	ASTEI20_042257	CQUJHB000450
OG0008685	ASTEI20_038021	CQUJHB005085
OG0008687	ASTEI20_039433	CQUJHB015317
OG0008691	ASTEI20_042760	CQUJHB010569
OG0008692	ASTEI20_041655	CQUJHB006618
OG0008693	ASTEI20_035971	CQUJHB012560
OG0008695	ASTEI20_036699	CQUJHB011072
OG0008696	ASTEI20_040626	CQUJHB012569
OG0008697	ASTEI20_031220	CQUJHB014455
OG0008698	ASTEI20_038680	CQUJHB016053
OG0008699	ASTEI20_033111	CQUJHB001669
OG0008700	ASTEI20_033370	CQUJHB008102
OG0008701	ASTEI20_043161	CQUJHB015438
OG0008702	ASTEI20_044955	CQUJHB016966
OG0008703	ASTEI20_045346	CQUJHB012905
OG0008704	ASTEI20_044868	CQUJHB014365
OG0008705	ASTEI20_036418	CQUJHB006013
OG0008706	ASTEI20_035864	CQUJHB009175
OG0008707	ASTEI20_043976	CQUJHB006757
OG0008708	ASTEI20_039563	CQUJHB001803
OG0008709	ASTEI20_037351	CQUJHB013508
OG0008710	ASTEI20_037606	CQUJHB002593
OG0008711	ASTEI20_040344	CQUJHB014340
OG0008713	ASTEI20_040906	CQUJHB013134
OG0008714	ASTEI20_034466	CQUJHB006006
OG0008715	ASTEI20_042745	CQUJHB006010
OG0008717	ASTEI20_037628	CQUJHB004752
OG0008718	ASTEI20_045945	CQUJHB009508
OG0008719	ASTEI20_031777	CQUJHB000877
OG0008720	ASTEI20_033079	CQUJHB002419
OG0008721	ASTEI20_038875	CQUJHB015404
OG0008722	ASTEI20_036646	CQUJHB015760
OG0008724	ASTEI20_031283	CQUJHB008788
OG0008725	ASTEI20_034522	CQUJHB013355
OG0008726	ASTEI20_035339	CQUJHB006244
OG0008727	ASTEI20_041008	CQUJHB002371
OG0008728	ASTEI20_045777	CQUJHB013011
OG0008729	ASTEI20_038282	CQUJHB007667
OG0008730	ASTEI20_032213	CQUJHB017294
OG0008731	ASTEI20_038721	CQUJHB016695
OG0008734	ASTEI20_045573	CQUJHB013310
OG0008735	ASTEI20_032682	CQUJHB001662
OG0008736	ASTEI20_035426	CQUJHB003343
OG0008737	ASTEI20_032186	CQUJHB003134
OG0008738	ASTEI20_043764	CQUJHB011329
OG0008744	ASTEI20_045959	CQUJHB017504
OG0008745	ASTEI20_042794	CQUJHB001135
OG0008746	ASTEI20_034943	CQUJHB008827
OG0008747	ASTEI20_040443	CQUJHB011338
OG0008748	ASTEI20_035458	CQUJHB011683
OG0008749	ASTEI20_036065	CQUJHB010663
OG0008750	ASTEI20_043138	CQUJHB001469
OG0008751	ASTEI20_039462	CQUJHB001405
OG0008752	ASTEI20_039225	CQUJHB015479
OG0008753	ASTEI20_036966	CQUJHB000358
OG0008754	ASTEI20_036650	CQUJHB013510
OG0008755	ASTEI20_033558	CQUJHB014997
OG0008756	ASTEI20_041715	CQUJHB015546
OG0008757	ASTEI20_045710	CQUJHB017889
OG0008758	ASTEI20_031804	CQUJHB012673
OG0008759	ASTEI20_031940	CQUJHB002660
OG0008760	ASTEI20_039879	CQUJHB008702
OG0008761	ASTEI20_037445	CQUJHB010060
OG0008762	ASTEI20_040272	CQUJHB001586
OG0008763	ASTEI20_044197	CQUJHB005500
OG0008768	ASTEI20_041870	CQUJHB011816
OG0008769	ASTEI20_041688	CQUJHB011748
OG0008770	ASTEI20_040643	CQUJHB002360
OG0008771	ASTEI20_032605	CQUJHB007373
OG0008772	ASTEI20_043341	CQUJHB011097
OG0008773	ASTEI20_041225	CQUJHB018231
OG0008774	ASTEI20_033054	CQUJHB001893
