Orthogroup	AstephensiUCISS2018	AminimusMINIMUS1
OG0008579	ASTEI20_041964	AMIN001118
OG0008580	ASTEI20_044154	AMIN001128
OG0008581	ASTEI20_045070	AMIN010140
OG0008583	ASTEI20_031074	AMIN000123
OG0008584	ASTEI20_035488	AMIN000213
OG0008585	ASTEI20_043813	AMIN007652
OG0008586	ASTEI20_035336	AMIN007655
OG0008588	ASTEI20_038082	AMIN007656
OG0008591	ASTEI20_034762	AMIN004584
OG0008592	ASTEI20_044732, ASTEI20_039985	AMIN016213
OG0008593	ASTEI20_043349	AMIN003374
OG0008594	ASTEI20_039254	AMIN003409
OG0008595	ASTEI20_039949	AMIN011455
OG0008596	ASTEI20_035178	AMIN010507
OG0008598	ASTEI20_041743	AMIN011487
OG0008599	ASTEI20_036934	AMIN009661
OG0008600	ASTEI20_035193	AMIN011101
OG0008601	ASTEI20_038809	AMIN001642
OG0008602	ASTEI20_044065	AMIN006370
OG0008603	ASTEI20_039125	AMIN016171
OG0008604	ASTEI20_041965	AMIN016167
OG0008605	ASTEI20_041026	AMIN002265
OG0008606	ASTEI20_039505	AMIN008899
OG0008608	ASTEI20_036832	AMIN007191
OG0008609	ASTEI20_045525	AMIN009511
OG0008610	ASTEI20_034352	AMIN008348
OG0008611	ASTEI20_042834	AMIN006159
OG0008612	ASTEI20_043615	AMIN007161
OG0008613	ASTEI20_037599	AMIN008513
OG0008614	ASTEI20_043862	AMIN008504
OG0008615	ASTEI20_037799	AMIN010553
OG0008616	ASTEI20_040558	AMIN009782
OG0008617	ASTEI20_044420	AMIN009487
OG0008618	ASTEI20_043895	AMIN004419
OG0008619	ASTEI20_038054	AMIN011115
OG0008620	ASTEI20_034895	AMIN011338
OG0008621	ASTEI20_036066	AMIN011116
OG0008622	ASTEI20_044555	AMIN004946
OG0008623	ASTEI20_042000	AMIN000006
OG0008624	ASTEI20_032515	AMIN000100
OG0008625	ASTEI20_037727	AMIN008140
OG0008626	ASTEI20_036176	AMIN004754
OG0008627	ASTEI20_044807	AMIN002997
OG0008628	ASTEI20_031930	AMIN004678
OG0008629	ASTEI20_045637	AMIN000902
OG0008630	ASTEI20_037037	AMIN001778
OG0008631	ASTEI20_033084	AMIN010070
OG0008632	ASTEI20_046082	AMIN009410
OG0008634	ASTEI20_036179	AMIN005117
OG0008635	ASTEI20_031544	AMIN007566
OG0008637	ASTEI20_040712	AMIN009273
OG0008638	ASTEI20_032896	AMIN005396
OG0008639	ASTEI20_033391	AMIN000960
OG0008640	ASTEI20_034854	AMIN010575
OG0008641	ASTEI20_033862	AMIN010823
OG0008642	ASTEI20_045101	AMIN010680
OG0008643	ASTEI20_040620	AMIN010658
OG0008644	ASTEI20_033161	AMIN007766
OG0008645	ASTEI20_030836	AMIN009503
OG0008647	ASTEI20_036173	AMIN007617
OG0008649	ASTEI20_034173	AMIN009477
OG0008650	ASTEI20_044074	AMIN006178
OG0008651	ASTEI20_033654	AMIN007519
OG0008652	ASTEI20_033565	AMIN007509
OG0008653	ASTEI20_045575	AMIN000063
OG0008655	ASTEI20_042362	AMIN004025
OG0008656	ASTEI20_038520	AMIN004022
OG0008657	ASTEI20_038155	AMIN000154
OG0008658	ASTEI20_038714	AMIN015786
OG0008659	ASTEI20_037352	AMIN010974
OG0008660	ASTEI20_032675	AMIN014616
OG0008661	ASTEI20_040838	AMIN010973
OG0008662	ASTEI20_045000	AMIN015764
OG0008663	ASTEI20_035751	AMIN010481
OG0008664	ASTEI20_045195	AMIN003663
OG0008665	ASTEI20_041796	AMIN008090
OG0008666	ASTEI20_033003	AMIN002692
OG0008669	ASTEI20_031305	AMIN004464
OG0008671	ASTEI20_031893	AMIN010239
OG0008672	ASTEI20_042020	AMIN002383
OG0008673	ASTEI20_039384	AMIN001196
OG0008674	ASTEI20_038297	AMIN003580
OG0008675	ASTEI20_041306	AMIN002317
OG0008676	ASTEI20_031398	AMIN000265
OG0008677	ASTEI20_031014	AMIN015639
OG0008678	ASTEI20_033166	AMIN007971
OG0008679	ASTEI20_034481	AMIN007967
OG0008680	ASTEI20_043873	AMIN003022
OG0008681	ASTEI20_030834	AMIN000988
OG0008682	ASTEI20_043747	AMIN002044
OG0008683	ASTEI20_044640	AMIN003316
OG0008684	ASTEI20_042257	AMIN004885
OG0008685	ASTEI20_038021	AMIN000301
OG0008687	ASTEI20_039433	AMIN003356
OG0008688	ASTEI20_039451	AMIN010734
OG0008689	ASTEI20_030949	AMIN010727
OG0008690	ASTEI20_039398	AMIN010732
OG0008692	ASTEI20_041655	AMIN005296
OG0008693	ASTEI20_035971	AMIN005896
OG0008694	ASTEI20_035241	AMIN002909
OG0008695	ASTEI20_036699	AMIN001323
OG0008697	ASTEI20_031220	AMIN008365
OG0008698	ASTEI20_038680	AMIN006384
OG0008699	ASTEI20_033111	AMIN006716
OG0008702	ASTEI20_044955	AMIN002382
OG0008703	ASTEI20_045346	AMIN002352
OG0008704	ASTEI20_044868	AMIN008011
OG0008705	ASTEI20_036418	AMIN000524
OG0008706	ASTEI20_035864	AMIN010578
OG0008707	ASTEI20_043976	AMIN008037
OG0008708	ASTEI20_039563	AMIN008038
OG0008710	ASTEI20_037606	AMIN010617
OG0008711	ASTEI20_040344	AMIN008095
OG0008713	ASTEI20_040906	AMIN000361
OG0008714	ASTEI20_034466	AMIN008771
OG0008715	ASTEI20_042745	AMIN003234
OG0008716	ASTEI20_040250	AMIN002988
OG0008717	ASTEI20_037628	AMIN000268
OG0008718	ASTEI20_045945	AMIN015522
OG0008719	ASTEI20_031777	AMIN009002
OG0008720	ASTEI20_033079	AMIN015826
OG0008721	ASTEI20_038875	AMIN016283
OG0008722	ASTEI20_036646	AMIN004266
OG0008723	ASTEI20_045223	AMIN005309
OG0008724	ASTEI20_031283	AMIN008264
OG0008725	ASTEI20_034522	AMIN008673
OG0008726	ASTEI20_035339	AMIN006544
OG0008728	ASTEI20_045777	AMIN009036
OG0008729	ASTEI20_038282	AMIN014272
OG0008730	ASTEI20_032213	AMIN002560
OG0008731	ASTEI20_038721	AMIN005612
OG0008732	ASTEI20_033866	AMIN004212
OG0008733	ASTEI20_036527	AMIN010804
OG0008734	ASTEI20_045573	AMIN009666
OG0008735	ASTEI20_032682	AMIN009667
OG0008736	ASTEI20_035426	AMIN001808
OG0008737	ASTEI20_032186	AMIN001804
OG0008738	ASTEI20_043764	AMIN008732
OG0008739	ASTEI20_032880	AMIN011483
OG0008740	ASTEI20_044358	AMIN010837
OG0008741	ASTEI20_043011	AMIN011484
OG0008742	ASTEI20_033554	AMIN010838
OG0008743	ASTEI20_033685	AMIN015646
OG0008744	ASTEI20_045959	AMIN000052
OG0008746	ASTEI20_034943	AMIN000053
OG0008747	ASTEI20_040443	AMIN009544
OG0008748	ASTEI20_035458	AMIN006965
OG0008750	ASTEI20_043138	AMIN010898
OG0008751	ASTEI20_039462	AMIN000081
OG0008752	ASTEI20_039225	AMIN003225
OG0008753	ASTEI20_036966	AMIN004633
OG0008754	ASTEI20_036650	AMIN000820
OG0008755	ASTEI20_033558	AMIN000815
OG0008756	ASTEI20_041715	AMIN000814
OG0008757	ASTEI20_045710	AMIN000813
OG0008758	ASTEI20_031804	AMIN004104
OG0008759	ASTEI20_031940	AMIN004105
OG0008761	ASTEI20_037445	AMIN005155
OG0008762	ASTEI20_040272	AMIN005091
OG0008763	ASTEI20_044197	AMIN001765
OG0008764	ASTEI20_032813	AMIN005493
OG0008765	ASTEI20_031423	AMIN001958
OG0008766	ASTEI20_044153	AMIN002063
OG0008767	ASTEI20_042409	AMIN005556
OG0008769	ASTEI20_041688	AMIN007288
OG0008770	ASTEI20_040643	AMIN007291
OG0008771	ASTEI20_032605	AMIN007298
OG0008772	ASTEI20_043341	AMIN007347
OG0008773	ASTEI20_041225	AMIN003386
OG0008774	ASTEI20_033054	AMIN002759
OG0008775	ASTEI20_041938	AMIN002757
OG0008776	ASTEI20_031660	AMIN003647
OG0008777	ASTEI20_038132	AMIN001572
OG0008778	ASTEI20_041169	AMIN001573
OG0008779	ASTEI20_042590	AMIN001690
OG0008780	ASTEI20_033746	AMIN001571
OG0008781	ASTEI20_043221	AMIN008084
OG0008782	ASTEI20_043938	AMIN005057
OG0008783	ASTEI20_045320	AMIN004327
OG0008784	ASTEI20_035285	AMIN006551
OG0008786	ASTEI20_040985	AMIN011118
OG0008787	ASTEI20_031664	AMIN007569
OG0008788	ASTEI20_036022	AMIN011117
OG0008789	ASTEI20_034863	AMIN007915
OG0008790	ASTEI20_045708	AMIN002801
OG0008791	ASTEI20_030948	AMIN002181
OG0008792	ASTEI20_039034	AMIN002180
OG0008793	ASTEI20_043497	AMIN004668
OG0008794	ASTEI20_045709	AMIN003643
OG0008795	ASTEI20_033342	AMIN003646
OG0008796	ASTEI20_031115, ASTEI20_043573	AMIN000343
OG0008797	ASTEI20_034684	AMIN003645
OG0008798	ASTEI20_039642	AMIN006801
OG0008799	ASTEI20_042152	AMIN002007
OG0008800	ASTEI20_041945	AMIN005647
OG0008801	ASTEI20_040012	AMIN011530
OG0008802	ASTEI20_037012	AMIN011535
OG0008803	ASTEI20_034358	AMIN004936
OG0008805	ASTEI20_032724	AMIN002625
OG0008807	ASTEI20_045572	AMIN002765
OG0008809	ASTEI20_041530	AMIN010310
OG0008810	ASTEI20_036950	AMIN007587
OG0008812	ASTEI20_035227	AMIN002440
OG0008813	ASTEI20_039819	AMIN002435
OG0008814	ASTEI20_040600	AMIN008480
OG0008815	ASTEI20_039572	AMIN015869
OG0008816	ASTEI20_045213	AMIN008151
OG0008817	ASTEI20_037195	AMIN007514
OG0008819	ASTEI20_033592	AMIN001237
OG0008820	ASTEI20_039136	AMIN004791
OG0008821	ASTEI20_039911	AMIN004789
OG0008822	ASTEI20_034960	AMIN001024
OG0008824	ASTEI20_033351	AMIN005617
OG0008825	ASTEI20_035716	AMIN005618
OG0008826	ASTEI20_031171	AMIN008451
OG0008827	ASTEI20_040569	AMIN008411
OG0008828	ASTEI20_031760	AMIN003122
OG0008829	ASTEI20_034234	AMIN008452
OG0008830	ASTEI20_032899	AMIN000186
OG0008832	ASTEI20_038471	AMIN007824
OG0008834	ASTEI20_031446	AMIN001673
OG0008835	ASTEI20_033323	AMIN006299
OG0008836	ASTEI20_039541	AMIN005067
OG0008837	ASTEI20_045028	AMIN000269
OG0008838	ASTEI20_031433	AMIN007851
OG0008840	ASTEI20_034973	AMIN007205
OG0008841	ASTEI20_032829	AMIN009188
OG0008842	ASTEI20_031302	AMIN009189
OG0008845	ASTEI20_035428	AMIN004693
OG0008846	ASTEI20_035577	AMIN009774
OG0008847	ASTEI20_044733	AMIN005065
OG0008848	ASTEI20_034148	AMIN003791
OG0008849	ASTEI20_036838	AMIN016238
OG0008851	ASTEI20_039222	AMIN009587
OG0008852	ASTEI20_042031	AMIN001656
OG0008853	ASTEI20_039355	AMIN002358
OG0008854	ASTEI20_034144	AMIN007624
OG0008855	ASTEI20_031354	AMIN004110
OG0008856	ASTEI20_033674	AMIN015884
OG0008857	ASTEI20_042156	AMIN004807
OG0008858	ASTEI20_039139	AMIN005228
OG0008859	ASTEI20_045754	AMIN007602
OG0008860	ASTEI20_042143	AMIN009967
OG0008861	ASTEI20_038478	AMIN008093
OG0008863	ASTEI20_042298	AMIN009615
OG0008864	ASTEI20_040994	AMIN007772
OG0008865	ASTEI20_030801	AMIN010344
OG0008866	ASTEI20_036773	AMIN011563
OG0008867	ASTEI20_034515	AMIN002844
OG0008869	ASTEI20_038285	AMIN007215
OG0008870	ASTEI20_043638	AMIN016292
OG0008873	ASTEI20_045252	AMIN005655
OG0008874	ASTEI20_035449	AMIN003732
OG0008876	ASTEI20_036014	AMIN005593
OG0008877	ASTEI20_039264	AMIN005795
OG0008879	ASTEI20_038583	AMIN015512
OG0008880	ASTEI20_031427	AMIN015637
OG0008881	ASTEI20_036608	AMIN005516
OG0008883	ASTEI20_038196	AMIN000303
OG0008884	ASTEI20_037108	AMIN004445
OG0008885	ASTEI20_031319	AMIN008261
OG0008886	ASTEI20_041771	AMIN011221
OG0008887	ASTEI20_041331	AMIN008343
OG0008888	ASTEI20_043540	AMIN000333
OG0008889	ASTEI20_034520	AMIN001053
OG0008891	ASTEI20_037640	AMIN006332
OG0008892	ASTEI20_036097	AMIN002434
OG0008893	ASTEI20_033221	AMIN007488
OG0008895	ASTEI20_041304	AMIN002019
OG0008896	ASTEI20_035969	AMIN000723
OG0008897	ASTEI20_034421	AMIN008610
OG0008900	ASTEI20_044861	AMIN015820
OG0008901	ASTEI20_034027	AMIN003698
OG0008902	ASTEI20_034107	AMIN008484
OG0008903	ASTEI20_032463	AMIN015586
OG0008904	ASTEI20_044225	AMIN001770
OG0008906	ASTEI20_039583	AMIN009582
OG0008907	ASTEI20_033450	AMIN004875
OG0008908	ASTEI20_037140	AMIN009984
OG0008909	ASTEI20_033763	AMIN007735
OG0008910	ASTEI20_042094	AMIN007734
OG0008911	ASTEI20_034769	AMIN007771
OG0008912	ASTEI20_035009	AMIN009270
OG0008913	ASTEI20_045554	AMIN005752
OG0008914	ASTEI20_045579	AMIN009895
OG0008915	ASTEI20_038522	AMIN002498
OG0008916	ASTEI20_037684	AMIN009753
OG0008917	ASTEI20_039940	AMIN008986
OG0008918	ASTEI20_034622	AMIN002989
OG0008919	ASTEI20_035176	AMIN008725
OG0008920	ASTEI20_040591	AMIN001734
OG0008921	ASTEI20_042281	AMIN001317
OG0008922	ASTEI20_038962	AMIN001448
OG0008923	ASTEI20_044538	AMIN002385
OG0008924	ASTEI20_032220	AMIN011308
OG0008925	ASTEI20_041040	AMIN009237
OG0008926	ASTEI20_044500	AMIN009271
OG0008927	ASTEI20_032309	AMIN006118
OG0008928	ASTEI20_037516	AMIN006115
OG0008929	ASTEI20_041753	AMIN005814
OG0008932	ASTEI20_035396	AMIN003742
OG0008933	ASTEI20_040391	AMIN003513
OG0008934	ASTEI20_045407	AMIN002357
OG0008935	ASTEI20_031597, ASTEI20_040826	AMIN016299
OG0008937	ASTEI20_034845	AMIN007763
OG0008938	ASTEI20_034284	AMIN002847
OG0008939	ASTEI20_042157	AMIN011208
OG0008940	ASTEI20_037459	AMIN007107
OG0008941	ASTEI20_034524	AMIN003093
OG0008942	ASTEI20_045005	AMIN016028
OG0008943	ASTEI20_031899	AMIN000066
OG0008944	ASTEI20_043785	AMIN001137
OG0008946	ASTEI20_042126	AMIN007894
OG0008948	ASTEI20_040128	AMIN005199
OG0008949	ASTEI20_036149	AMIN007724
OG0008950	ASTEI20_035710	AMIN000189
OG0008951	ASTEI20_030953	AMIN006818
OG0008952	ASTEI20_036548	AMIN009414
OG0008953	ASTEI20_040373	AMIN009521
OG0008954	ASTEI20_037701	AMIN003164
OG0008955	ASTEI20_040010	AMIN001459
OG0008956	ASTEI20_044270	AMIN008185
OG0008957	ASTEI20_042503	AMIN009109
OG0008958	ASTEI20_044696	AMIN004274
OG0008959	ASTEI20_035919	AMIN011429
OG0008961	ASTEI20_033924	AMIN015948
OG0008963	ASTEI20_042650	AMIN008425
OG0008964	ASTEI20_035831	AMIN004667
OG0008965	ASTEI20_035567	AMIN010058
OG0008966	ASTEI20_044439	AMIN000712
OG0008967	ASTEI20_038101	AMIN007635
OG0008968	ASTEI20_043407	AMIN006092
OG0008969	ASTEI20_032259	AMIN004941
OG0008970	ASTEI20_037090	AMIN004940
OG0008971	ASTEI20_040106	AMIN001139
OG0008972	ASTEI20_032931	AMIN006498
OG0008973	ASTEI20_040232	AMIN004737
OG0008974	ASTEI20_042833	AMIN011295
OG0008976	ASTEI20_035690	AMIN005542
OG0008977	ASTEI20_039026	AMIN010429
OG0008978	ASTEI20_044265	AMIN003391
OG0008979	ASTEI20_038985	AMIN010672
OG0008982	ASTEI20_038651	AMIN005614
OG0008983	ASTEI20_038194	AMIN004218
OG0008984	ASTEI20_034035	AMIN009496
OG0008985	ASTEI20_032140	AMIN009687
OG0008986	ASTEI20_032108	AMIN015835
OG0008987	ASTEI20_044990	AMIN006141
OG0008988	ASTEI20_041557	AMIN008358
OG0008989	ASTEI20_031287	AMIN000388
OG0008990	ASTEI20_043489	AMIN005204
OG0008992	ASTEI20_037271	AMIN003945
OG0008993	ASTEI20_036756	AMIN007137
OG0008994	ASTEI20_043450	AMIN002584
OG0008995	ASTEI20_043072	AMIN002867
OG0008996	ASTEI20_037786	AMIN000168
OG0008997	ASTEI20_031931	AMIN003936
OG0008998	ASTEI20_031933	AMIN000382
OG0009000	ASTEI20_039711	AMIN000762
OG0009002	ASTEI20_041780	AMIN008634
OG0009003	ASTEI20_038964	AMIN004746
OG0009004	ASTEI20_043511	AMIN010667
OG0009005	ASTEI20_044315	AMIN005649
OG0009006	ASTEI20_038797	AMIN001072
OG0009007	ASTEI20_035315	AMIN006694
OG0009008	ASTEI20_034530	AMIN001119
OG0009009	ASTEI20_040862	AMIN005143
OG0009010	ASTEI20_036436	AMIN006389
OG0009011	ASTEI20_045187	AMIN004137
OG0009012	ASTEI20_042963	AMIN007825
OG0009013	ASTEI20_031282	AMIN002432
OG0009014	ASTEI20_037137	AMIN007733
OG0009015	ASTEI20_037394	AMIN000505
OG0009016	ASTEI20_034782	AMIN003601
OG0009017	ASTEI20_034404	AMIN007231
OG0009018	ASTEI20_031127	AMIN003751
OG0009019	ASTEI20_031067	AMIN004038
OG0009020	ASTEI20_036894	AMIN006683
OG0009021	ASTEI20_034250	AMIN008711
OG0009022	ASTEI20_045314	AMIN007236
OG0009023	ASTEI20_043098	AMIN004741
OG0009024	ASTEI20_041272	AMIN003618
OG0009025	ASTEI20_041126	AMIN011024
OG0009026	ASTEI20_035116	AMIN006584
OG0009028	ASTEI20_036603	AMIN003112
OG0009029	ASTEI20_039596	AMIN003604
OG0009030	ASTEI20_042085	AMIN000796
OG0009031	ASTEI20_034876	AMIN003783
OG0009032	ASTEI20_037601	AMIN004414
OG0009033	ASTEI20_040470	AMIN009806
OG0009034	ASTEI20_042278	AMIN004909
OG0009035	ASTEI20_032841	AMIN000548
OG0009036	ASTEI20_040450	AMIN007746
OG0009037	ASTEI20_043694	AMIN003375
OG0009038	ASTEI20_044019	AMIN006046
OG0009039	ASTEI20_042239	AMIN004719
OG0009040	ASTEI20_033102	AMIN008971
OG0009041	ASTEI20_041293	AMIN015490
OG0009042	ASTEI20_044753	AMIN009954
OG0009043	ASTEI20_045631	AMIN007100
OG0009044	ASTEI20_036272	AMIN001173
OG0009045	ASTEI20_042930	AMIN007632
OG0009046	ASTEI20_033583	AMIN006983
OG0009047	ASTEI20_033059	AMIN009360
OG0009048	ASTEI20_045437	AMIN009730
OG0009049	ASTEI20_037189	AMIN006457
OG0009050	ASTEI20_039756	AMIN002957
OG0009051	ASTEI20_043596	AMIN000257
OG0009052	ASTEI20_041784	AMIN004834
OG0009053	ASTEI20_038553	AMIN015763
OG0009054	ASTEI20_043485	AMIN005079
OG0009055	ASTEI20_037792	AMIN000238
OG0009056	ASTEI20_034023	AMIN004088
OG0009057	ASTEI20_042829	AMIN001439
OG0009059	ASTEI20_037593	AMIN010831
OG0009060	ASTEI20_040075	AMIN015864
OG0009061	ASTEI20_038334	AMIN002043
OG0009062	ASTEI20_039560	AMIN006990
OG0009063	ASTEI20_043558	AMIN000358
OG0009064	ASTEI20_038204	AMIN007918
OG0009065	ASTEI20_044509	AMIN002080
OG0009066	ASTEI20_041436	AMIN015677
OG0009067	ASTEI20_034720	AMIN015968
OG0009068	ASTEI20_045312	AMIN005740
OG0009070	ASTEI20_044634	AMIN010669
OG0009072	ASTEI20_036282	AMIN000720
OG0009073	ASTEI20_035044	AMIN005592
OG0009074	ASTEI20_031363	AMIN005240
OG0009076	ASTEI20_031928	AMIN004303
OG0009078	ASTEI20_039736	AMIN007083
OG0009079	ASTEI20_031494	AMIN001889
OG0009080	ASTEI20_043879	AMIN004850
OG0009083	ASTEI20_046109	AMIN000088
OG0009084	ASTEI20_032869	AMIN005049
OG0009086	ASTEI20_040273	AMIN010795
OG0009089	ASTEI20_031457	AMIN003870
OG0009090	ASTEI20_037268	AMIN016227
OG0009091	ASTEI20_041507	AMIN002661
OG0009092	ASTEI20_038650	AMIN002816
OG0009094	ASTEI20_044915	AMIN007009
OG0009095	ASTEI20_038926	AMIN002771
OG0009096	ASTEI20_044676	AMIN001278
OG0009097	ASTEI20_044878	AMIN000120
OG0009098	ASTEI20_040120	AMIN003718
OG0009099	ASTEI20_039152	AMIN001268
OG0009100	ASTEI20_041439	AMIN006270
OG0009101	ASTEI20_042965	AMIN016021
OG0009102	ASTEI20_038966	AMIN009014
OG0009103	ASTEI20_033742	AMIN004843
OG0009104	ASTEI20_033879	AMIN002018
OG0009105	ASTEI20_037040	AMIN004716
OG0009106	ASTEI20_042462	AMIN004103
OG0009107	ASTEI20_044908	AMIN004392
OG0009109	ASTEI20_043650	AMIN005369
OG0009110	ASTEI20_040325	AMIN002944
OG0009111	ASTEI20_033008	AMIN004510
OG0009112	ASTEI20_035856	AMIN001169
OG0009113	ASTEI20_045653	AMIN002941
OG0009114	ASTEI20_045047	AMIN007906
OG0009115	ASTEI20_043972	AMIN004833
OG0009116	ASTEI20_032326	AMIN010124
OG0009118	ASTEI20_044876	AMIN001802
OG0009119	ASTEI20_042662	AMIN004675
OG0009120	ASTEI20_039847	AMIN011131
OG0009121	ASTEI20_037064	AMIN007589
OG0009122	ASTEI20_032644	AMIN004971
OG0009123	ASTEI20_037815	AMIN001589
OG0009124	ASTEI20_037649	AMIN005913
OG0009125	ASTEI20_040490	AMIN001441
OG0009126	ASTEI20_040567	AMIN010095
OG0009127	ASTEI20_032413	AMIN010129
OG0009128	ASTEI20_045873	AMIN003572
OG0009129	ASTEI20_035323	AMIN005318
OG0009130	ASTEI20_042713	AMIN009498
OG0009131	ASTEI20_036536	AMIN009523
OG0009132	ASTEI20_035535	AMIN009380
OG0009134	ASTEI20_038996	AMIN002821
OG0009135	ASTEI20_031961	AMIN008058
OG0009136	ASTEI20_044750	AMIN005677
OG0009137	ASTEI20_040532	AMIN005497
OG0009138	ASTEI20_041672	AMIN005283
OG0009139	ASTEI20_040469	AMIN005402
OG0009140	ASTEI20_039780	AMIN007475
OG0009142	ASTEI20_034744	AMIN011199
OG0009143	ASTEI20_040874	AMIN011660
OG0009144	ASTEI20_037096	AMIN010984
OG0009146	ASTEI20_045035	AMIN003357
OG0009147	ASTEI20_044828	AMIN000146
OG0009148	ASTEI20_040127	AMIN015876
OG0009149	ASTEI20_040892	AMIN000929
OG0009150	ASTEI20_031201	AMIN001987
OG0009155	ASTEI20_042815	AMIN004969
OG0009156	ASTEI20_031228	AMIN005425
OG0009157	ASTEI20_037147	AMIN004283
OG0009158	ASTEI20_031607	AMIN005083
OG0009159	ASTEI20_044746	AMIN009419
OG0009160	ASTEI20_040529	AMIN000965
OG0009161	ASTEI20_038844	AMIN008611
OG0009162	ASTEI20_044928	AMIN007456
OG0009163	ASTEI20_034874	AMIN016242
OG0009164	ASTEI20_039061	AMIN008987
OG0009165	ASTEI20_035408	AMIN005600
OG0009166	ASTEI20_031091	AMIN015671
OG0009167	ASTEI20_034536	AMIN011616
OG0009168	ASTEI20_045577	AMIN009247
OG0009169	ASTEI20_044729	AMIN004602
OG0009170	ASTEI20_031733	AMIN001374
OG0009171	ASTEI20_039564	AMIN001497
OG0009172	ASTEI20_040782	AMIN004728
OG0009173	ASTEI20_044174	AMIN000794
OG0009174	ASTEI20_042858	AMIN010459
OG0009176	ASTEI20_045671	AMIN007887
OG0009177	ASTEI20_040389	AMIN003452
OG0009178	ASTEI20_036754	AMIN011392
OG0009179	ASTEI20_031686	AMIN002708
OG0009180	ASTEI20_041162	AMIN007644
OG0009182	ASTEI20_044843	AMIN007904
OG0009183	ASTEI20_035784	AMIN008129
OG0009185	ASTEI20_045956	AMIN000387
OG0009186	ASTEI20_032521	AMIN003644
OG0009187	ASTEI20_046021	AMIN007899
OG0009188	ASTEI20_043884	AMIN001612
OG0009190	ASTEI20_044636	AMIN001805
OG0009191	ASTEI20_039053	AMIN007719
OG0009192	ASTEI20_042396, ASTEI20_033896	AMIN002725
OG0009193	ASTEI20_035303	AMIN005668
OG0009194	ASTEI20_041009	AMIN001855
OG0009196	ASTEI20_031224	AMIN015768
OG0009197	ASTEI20_032433	AMIN007888
OG0009198	ASTEI20_041937	AMIN008070
OG0009199	ASTEI20_037945	AMIN010247
OG0009200	ASTEI20_038780	AMIN000380
OG0009201	ASTEI20_043077	AMIN004945
OG0009202	ASTEI20_036480	AMIN010015
OG0009203	ASTEI20_034605	AMIN001041
OG0009204	ASTEI20_040598	AMIN000035
OG0009205	ASTEI20_034029	AMIN003228
OG0009206	ASTEI20_033804	AMIN007657
OG0009207	ASTEI20_040640	AMIN010849
OG0009208	ASTEI20_034477	AMIN010577
OG0009209	ASTEI20_038304	AMIN007676
OG0009211	ASTEI20_032007	AMIN006865
OG0009212	ASTEI20_041801	AMIN004467
OG0009213	ASTEI20_044557	AMIN000207
OG0009214	ASTEI20_036140	AMIN011146
OG0009216	ASTEI20_037297	AMIN009798
OG0009217	ASTEI20_033451	AMIN005172
OG0009218	ASTEI20_033036	AMIN008420
OG0009219	ASTEI20_035611	AMIN003710
OG0009222	ASTEI20_038012	AMIN001081
OG0009223	ASTEI20_041150	AMIN004782
OG0009224	ASTEI20_045247	AMIN016243
OG0009225	ASTEI20_044545	AMIN001382
OG0009226	ASTEI20_041464	AMIN005778
OG0009227	ASTEI20_044633	AMIN016249
OG0009228	ASTEI20_036673	AMIN006045
OG0009229	ASTEI20_032317	AMIN001939
OG0009230	ASTEI20_041596	AMIN002792
OG0009231	ASTEI20_043547	AMIN016184
OG0009232	ASTEI20_042635	AMIN005767
OG0009233	ASTEI20_040631	AMIN002605
OG0009234	ASTEI20_033044	AMIN003182
OG0009235	ASTEI20_037273	AMIN002837
OG0009236	ASTEI20_039094	AMIN004912
OG0009238	ASTEI20_040082	AMIN009067
OG0009239	ASTEI20_033260	AMIN001109
OG0009241	ASTEI20_038900	AMIN015808
OG0009242	ASTEI20_038322	AMIN010068
OG0009243	ASTEI20_044996	AMIN002135
OG0009244	ASTEI20_040461	AMIN006950
OG0009245	ASTEI20_045113	AMIN001534
OG0009246	ASTEI20_034074	AMIN004397
OG0009247	ASTEI20_030806	AMIN003569
OG0009248	ASTEI20_039717	AMIN014359
OG0009249	ASTEI20_044394	AMIN001664
OG0009251	ASTEI20_034167	AMIN008571
OG0009252	ASTEI20_035876	AMIN004344
OG0009253	ASTEI20_042690	AMIN003835
OG0009254	ASTEI20_042948	AMIN002828
OG0009257	ASTEI20_045601	AMIN000900
OG0009258	ASTEI20_032498	AMIN005523
OG0009259	ASTEI20_033931	AMIN003859
OG0009261	ASTEI20_043099	AMIN003858
OG0009262	ASTEI20_032597	AMIN002032
OG0009263	ASTEI20_043058	AMIN011538
OG0009264	ASTEI20_037190	AMIN004676
OG0009265	ASTEI20_035640	AMIN000126
OG0009266	ASTEI20_041854	AMIN005325
OG0009267	ASTEI20_043947	AMIN001970
OG0009268	ASTEI20_046111	AMIN005441
OG0009269	ASTEI20_042751	AMIN011485
OG0009270	ASTEI20_034405	AMIN001025
OG0009271	ASTEI20_032356	AMIN002857
OG0009272	ASTEI20_037822	AMIN003433
OG0009273	ASTEI20_043281	AMIN007301
OG0009274	ASTEI20_044679	AMIN000057
OG0009275	ASTEI20_036597	AMIN004822
OG0009276	ASTEI20_035524	AMIN006760
OG0009277	ASTEI20_044639, ASTEI20_040609	AMIN002723
OG0009278	ASTEI20_043594	AMIN008292
OG0009279	ASTEI20_044180	AMIN003543
OG0009280	ASTEI20_040328	AMIN014629
OG0009281	ASTEI20_037239	AMIN005855
OG0009282	ASTEI20_031089	AMIN001944
OG0009283	ASTEI20_044436	AMIN010615
