Orthogroup	AstephensiUCISS2018	Aalbopictus_AalbF5
OG0007884	ASTEI20_031918	LOC115264680
OG0007885	ASTEI20_038619	LOC109433418
OG0007886	ASTEI20_036448	LOC109410675
OG0007887	ASTEI20_032977	LOC109407646
OG0007888	ASTEI20_037085	LOC109421743
OG0007889	ASTEI20_043903	LOC109406083
OG0007890	ASTEI20_034159	LOC109421754
OG0007892	ASTEI20_031150	LOC109426049
OG0007893	ASTEI20_043251	LOC109426045
OG0007894	ASTEI20_037515	LOC109415438
OG0007895	ASTEI20_035968	LOC109429910
OG0007896	ASTEI20_034111	LOC109429894
OG0007897	ASTEI20_045666	LOC109407754
OG0007898	ASTEI20_041268	LOC109418909
OG0007899	ASTEI20_042434	LOC109401681
OG0007900	ASTEI20_035889	LOC109426474
OG0007901	ASTEI20_036024	LOC109426481
OG0007902	ASTEI20_045265	LOC109408984
OG0007903	ASTEI20_043890	LOC109397145
OG0007904	ASTEI20_032814	LOC109432339
OG0007905	ASTEI20_036759	LOC109432268
OG0007906	ASTEI20_034015	LOC109432316
OG0007907	ASTEI20_043480	LOC109397161
OG0007908	ASTEI20_045272	LOC109403361
OG0007909	ASTEI20_040512, ASTEI20_039521	LOC109403359
OG0007910	ASTEI20_032911	LOC109403350
OG0007911	ASTEI20_033575	LOC109415608
OG0007912	ASTEI20_034888	LOC109420436
OG0007913	ASTEI20_039085	LOC109398744
OG0007914	ASTEI20_039561	LOC109404186
OG0007915	ASTEI20_032343	LOC109414673
OG0007916	ASTEI20_043941	LOC109424800
OG0007917	ASTEI20_033448, ASTEI20_039246	LOC109430277
OG0007918	ASTEI20_042530	LOC109424792
OG0007919	ASTEI20_039091	LOC109428427
OG0007920	ASTEI20_038230	LOC115262196
OG0007921	ASTEI20_045737	LOC109407560
OG0007922	ASTEI20_034289	LOC109407555
OG0007923	ASTEI20_040866	LOC109411231
OG0007924	ASTEI20_031591	LOC109409265
OG0007925	ASTEI20_033244	LOC134287812, LOC109409270
OG0007926	ASTEI20_033374	LOC109409247
OG0007927	ASTEI20_033366	LOC109419611
OG0007928	ASTEI20_035568	LOC109622829
OG0007929	ASTEI20_044744	LOC134286166, LOC109409253
OG0007930	ASTEI20_040494	LOC109419599
OG0007932	ASTEI20_046067	LOC109421664
OG0007933	ASTEI20_035132	LOC109420638
OG0007934	ASTEI20_036462	LOC109420642
OG0007935	ASTEI20_033809	LOC134285056
OG0007936	ASTEI20_036655	LOC115255089
OG0007937	ASTEI20_040893	LOC115263288
OG0007938	ASTEI20_036148	LOC109419419
OG0007939	ASTEI20_041535	LOC109431763
OG0007940	ASTEI20_034043	LOC109418950
OG0007941	ASTEI20_041514	LOC109429507
OG0007942	ASTEI20_044587	LOC109429506
OG0007943	ASTEI20_045093	LOC109418959
OG0007944	ASTEI20_030871	LOC115254257
OG0007945	ASTEI20_037370	LOC109430574
OG0007946	ASTEI20_039965	LOC109404945
OG0007947	ASTEI20_041492	LOC109404947
OG0007948	ASTEI20_036348	LOC109423686
OG0007949	ASTEI20_036927	LOC109418085
OG0007950	ASTEI20_036906	LOC109418079
OG0007952	ASTEI20_041853	LOC109422955
OG0007953	ASTEI20_039295	LOC109414288
OG0007954	ASTEI20_030848	LOC109401369
OG0007955	ASTEI20_044412	LOC109432862
OG0007956	ASTEI20_033840	LOC109401354
OG0007957	ASTEI20_030835	LOC109422422
OG0007958	ASTEI20_040114	LOC109417184
OG0007959	ASTEI20_038335	LOC109423566
OG0007960	ASTEI20_033696	LOC109408654
OG0007961	ASTEI20_041816	LOC109408528
OG0007962	ASTEI20_042915	LOC109426372
OG0007963	ASTEI20_037707	LOC109431485
OG0007964	ASTEI20_038564	LOC109431384
OG0007965	ASTEI20_032157	LOC109431490
OG0007966	ASTEI20_046133	LOC109427685
OG0007967	ASTEI20_044682	LOC109408103
OG0007968	ASTEI20_044053	LOC109408119
OG0007969	ASTEI20_034290	LOC109419082
OG0007970	ASTEI20_032568	LOC109426633, LOC115265670
OG0007971	ASTEI20_044637	LOC109416798
OG0007972	ASTEI20_032304	LOC109402297
OG0007973	ASTEI20_043782	LOC109431620
OG0007974	ASTEI20_036709	LOC109431638
OG0007975	ASTEI20_035302	LOC109431654
OG0007976	ASTEI20_043868	LOC109431682
OG0007977	ASTEI20_035636	LOC115259164
OG0007978	ASTEI20_046173	LOC109417135
OG0007979	ASTEI20_038188	LOC109419737
OG0007980	ASTEI20_045207	LOC109401725
OG0007981	ASTEI20_032261	LOC115270440
OG0007982	ASTEI20_039795	LOC109433083
OG0007983	ASTEI20_037619	LOC109428076
OG0007984	ASTEI20_040794	LOC109427832
OG0007985	ASTEI20_034186	LOC134288964
OG0007986	ASTEI20_037322	LOC109415904
OG0007987	ASTEI20_039878	LOC109428650
OG0007988	ASTEI20_036884	LOC109428644
OG0007989	ASTEI20_037347	LOC109412631
OG0007992	ASTEI20_031022	LOC109421433
OG0007993	ASTEI20_031130	LOC109421493
OG0007994	ASTEI20_035246	LOC109621331, LOC134287581
OG0007995	ASTEI20_038319	LOC109432548
OG0007996	ASTEI20_033984	LOC109421451
OG0007997	ASTEI20_039569, ASTEI20_036685	LOC109404953
OG0007998	ASTEI20_044213	LOC109429122
OG0007999	ASTEI20_037193	LOC109398868
OG0008000	ASTEI20_043602	LOC109398887
OG0008001	ASTEI20_033439	LOC109429252
OG0008002	ASTEI20_032559	LOC109429151
OG0008003	ASTEI20_035562	LOC115254068
OG0008004	ASTEI20_034808	LOC109409021
OG0008005	ASTEI20_040588	LOC109416831
OG0008006	ASTEI20_038032	LOC109428386
OG0008007	ASTEI20_035850	LOC115267213
OG0008008	ASTEI20_031732	LOC109415197
OG0008009	ASTEI20_037111	LOC109421304
OG0008010	ASTEI20_032951	LOC109427814
OG0008011	ASTEI20_035837	LOC109421299
OG0008012	ASTEI20_039764	LOC109621858
OG0008013	ASTEI20_034414	LOC109427802
OG0008014	ASTEI20_038222	LOC109421318
OG0008015	ASTEI20_039950	LOC109623133
OG0008016	ASTEI20_041165	LOC115260956
OG0008017	ASTEI20_045898, ASTEI20_044561	LOC115263511
OG0008019	ASTEI20_032697	LOC109403180
OG0008022	ASTEI20_037803	LOC109424988
OG0008023	ASTEI20_035989	LOC109415389
OG0008024	ASTEI20_035607	LOC109431146
OG0008025	ASTEI20_038484, ASTEI20_044272	LOC115267593
OG0008026	ASTEI20_045052	LOC115258768
OG0008027	ASTEI20_031286	LOC115258767
OG0008028	ASTEI20_033412	LOC109423465
OG0008030	ASTEI20_039618	LOC109405736
OG0008031	ASTEI20_041973	LOC109398425
OG0008032	ASTEI20_036627	LOC109398378, LOC134285078
OG0008033	ASTEI20_045190	LOC109425322
OG0008034	ASTEI20_032119	LOC109419814
OG0008035	ASTEI20_044438	LOC109425314
OG0008036	ASTEI20_034596	LOC109425346
OG0008037	ASTEI20_036491	LOC109403448
OG0008038	ASTEI20_037783	LOC109403404
OG0008039	ASTEI20_041624	LOC109416739
OG0008040	ASTEI20_033986	LOC109403424
OG0008041	ASTEI20_034208	LOC109427860
OG0008043	ASTEI20_039943	LOC109424552
OG0008044	ASTEI20_042632	LOC109622325
OG0008045	ASTEI20_039822	LOC115267565
OG0008046	ASTEI20_043864	LOC115256245
OG0008047	ASTEI20_031890	LOC109407840
OG0008048	ASTEI20_034990	LOC109416441
OG0008049	ASTEI20_043209, ASTEI20_035413	LOC109410365
OG0008051	ASTEI20_046105	LOC109417846, LOC134287344
OG0008052	ASTEI20_032775	LOC109419329
OG0008053	ASTEI20_031056	LOC109408469
OG0008054	ASTEI20_032462	LOC109403863
OG0008055	ASTEI20_042491	LOC109419331
OG0008056	ASTEI20_034933	LOC109403977
OG0008057	ASTEI20_042255	LOC109412786
OG0008059	ASTEI20_039176	LOC134291853
OG0008060	ASTEI20_037520	LOC134290049
OG0008061	ASTEI20_035819	LOC109424345
OG0008062	ASTEI20_042238	LOC109623098
OG0008063	ASTEI20_039549	LOC109422941
OG0008064	ASTEI20_031054	LOC109422943
OG0008065	ASTEI20_036691	LOC109403530
OG0008066	ASTEI20_032017	LOC109403528
OG0008068	ASTEI20_043775	LOC109419235
OG0008069	ASTEI20_037321	LOC109412952
OG0008070	ASTEI20_032139	LOC109418604
OG0008071	ASTEI20_036311	LOC109424929
OG0008072	ASTEI20_045391	LOC109426255
OG0008073	ASTEI20_045858	LOC109414228
OG0008074	ASTEI20_034766	LOC109414816
OG0008075	ASTEI20_031513	LOC109623044
OG0008076	ASTEI20_033734	LOC109417164
OG0008077	ASTEI20_036285	LOC109401031
OG0008078	ASTEI20_036888	LOC109418709
OG0008079	ASTEI20_040326	LOC109415945
OG0008080	ASTEI20_043013	LOC109416061
OG0008081	ASTEI20_038142	LOC109414237
OG0008082	ASTEI20_040691	LOC109419850
OG0008083	ASTEI20_034579	LOC109420713
OG0008084	ASTEI20_034137	LOC109402945
OG0008085	ASTEI20_040545	LOC115268238
OG0008086	ASTEI20_035268	LOC115268098
OG0008087	ASTEI20_039994	LOC109428852
OG0008088	ASTEI20_032340	LOC109409867
OG0008089	ASTEI20_041328	LOC115267763
OG0008090	ASTEI20_033167, ASTEI20_034237	LOC109427591
OG0008091	ASTEI20_039332	LOC109429944
OG0008092	ASTEI20_035895	LOC134289960
OG0008093	ASTEI20_036218	LOC109398945
OG0008094	ASTEI20_039402	LOC115268126
OG0008095	ASTEI20_040157	LOC109407818
OG0008096	ASTEI20_046180	LOC109431316
OG0008097	ASTEI20_030918	LOC109425528
OG0008098	ASTEI20_046102	LOC109401355
OG0008099	ASTEI20_032849	LOC109416899
OG0008100	ASTEI20_031471	LOC109416897
OG0008101	ASTEI20_039281	LOC109430633
OG0008102	ASTEI20_036236	LOC115258186
OG0008103	ASTEI20_038555	LOC115266549
OG0008104	ASTEI20_032339	LOC115269053
OG0008105	ASTEI20_039671	LOC109426937
OG0008106	ASTEI20_039858	LOC109430324
OG0008107	ASTEI20_038898	LOC109398624
OG0008110	ASTEI20_041584	LOC109403851
OG0008111	ASTEI20_042387	LOC134285673
OG0008112	ASTEI20_040376	LOC109398457
OG0008113	ASTEI20_040154	LOC109430724
OG0008114	ASTEI20_044098	LOC109397861
OG0008115	ASTEI20_043665	LOC109402690
OG0008116	ASTEI20_037017	LOC134289550
OG0008117	ASTEI20_038443	LOC109404882
OG0008118	ASTEI20_042113	LOC109404840
OG0008119	ASTEI20_030912	LOC109414512
OG0008120	ASTEI20_038586	LOC109623068
OG0008121	ASTEI20_043107	LOC109414933
OG0008122	ASTEI20_042617	LOC109424334
OG0008123	ASTEI20_043802	LOC109623070
OG0008124	ASTEI20_042769	LOC109417128
OG0008125	ASTEI20_033269	LOC109427301
OG0008126	ASTEI20_042973	LOC109428105
OG0008127	ASTEI20_036995	LOC109418322
OG0008128	ASTEI20_044775	LOC109422326
OG0008129	ASTEI20_031296	LOC109424426
OG0008130	ASTEI20_045942	LOC109424429
OG0008131	ASTEI20_043848	LOC115270321
OG0008132	ASTEI20_038646	LOC115257389
OG0008133	ASTEI20_044845	LOC109403328
OG0008134	ASTEI20_041446	LOC109403315
OG0008135	ASTEI20_037495	LOC109412246
OG0008136	ASTEI20_037757	LOC109403318
OG0008137	ASTEI20_041897	LOC109412243
OG0008138	ASTEI20_033755	LOC109431360
OG0008139	ASTEI20_036323	LOC109427757
OG0008140	ASTEI20_031384	LOC109431338, LOC115260708
OG0008141	ASTEI20_033200	LOC109427775
OG0008142	ASTEI20_032254	LOC109622204
OG0008143	ASTEI20_044490	LOC115260709
OG0008144	ASTEI20_037598	LOC109425926
OG0008145	ASTEI20_037286	LOC115254030
OG0008146	ASTEI20_044725	LOC109425945
OG0008147	ASTEI20_040753	LOC109402845
OG0008148	ASTEI20_038093	LOC115254042
OG0008149	ASTEI20_043187	LOC109422651
OG0008150	ASTEI20_033137	LOC109406439
OG0008151	ASTEI20_032081	LOC109430241
OG0008152	ASTEI20_044227	LOC109403775
OG0008153	ASTEI20_033855	LOC109431184
OG0008154	ASTEI20_031348	LOC109622618
OG0008155	ASTEI20_041273	LOC109416939
OG0008156	ASTEI20_037410	LOC115266708
OG0008158	ASTEI20_043277	LOC115270128
OG0008159	ASTEI20_042433	LOC109413532
OG0008160	ASTEI20_034858	LOC109425089
OG0008161	ASTEI20_035646	LOC109427514
OG0008162	ASTEI20_037827	LOC109401508
OG0008163	ASTEI20_036870	LOC109425582
OG0008165	ASTEI20_037313	LOC109411498
OG0008166	ASTEI20_044311	LOC109429337
OG0008167	ASTEI20_034864	LOC115257682
OG0008169	ASTEI20_031617	LOC115269424
OG0008170	ASTEI20_043244	LOC109424520
OG0008171	ASTEI20_038972	LOC134291440
OG0008172	ASTEI20_039555	LOC109409579
OG0008173	ASTEI20_032980	LOC115262101
OG0008174	ASTEI20_038401	LOC109397520
OG0008175	ASTEI20_034291	LOC109406924
OG0008176	ASTEI20_039509	LOC109412098
OG0008177	ASTEI20_031174	LOC134285562, LOC109400417
OG0008179	ASTEI20_033547	LOC115266520
OG0008180	ASTEI20_043524	LOC134283915
OG0008181	ASTEI20_031631	LOC109399288
OG0008182	ASTEI20_035672	LOC109404012
OG0008183	ASTEI20_045130	LOC109413335
OG0008184	ASTEI20_041928	LOC109404037
OG0008185	ASTEI20_042207	LOC109432069
OG0008186	ASTEI20_034220	LOC109432047
OG0008187	ASTEI20_039585	LOC109432038
OG0008188	ASTEI20_044359	LOC109420325
OG0008189	ASTEI20_035879	LOC109406421
OG0008191	ASTEI20_041500	LOC109623012
OG0008193	ASTEI20_038159	LOC134283908
OG0008194	ASTEI20_033659	LOC115270153
OG0008195	ASTEI20_041670	LOC109414872
OG0008196	ASTEI20_044233	LOC109413469
OG0008197	ASTEI20_044902	LOC109414878
OG0008198	ASTEI20_033847	LOC109410801
OG0008199	ASTEI20_046096	LOC109405429
OG0008200	ASTEI20_034584	LOC109415927
OG0008201	ASTEI20_045143	LOC109415925
OG0008202	ASTEI20_034031	LOC109405405
OG0008203	ASTEI20_037636	LOC109408289
OG0008204	ASTEI20_043017	LOC109405409
OG0008205	ASTEI20_040886	LOC109420241
OG0008206	ASTEI20_042538	LOC109420256
OG0008207	ASTEI20_040685	LOC134287963
OG0008208	ASTEI20_045136	LOC109407851
OG0008209	ASTEI20_038465	LOC109428935
OG0008210	ASTEI20_033850	LOC109621977
OG0008211	ASTEI20_039443	LOC115264941
OG0008212	ASTEI20_046172	LOC109621961
OG0008213	ASTEI20_036846	LOC115253453
OG0008214	ASTEI20_037554	LOC109429677
OG0008215	ASTEI20_043936	LOC109406546
OG0008216	ASTEI20_033432	LOC109429707
OG0008217	ASTEI20_040217	LOC109424818
OG0008218	ASTEI20_039360	LOC109424826
OG0008219	ASTEI20_043396	LOC109424828
OG0008220	ASTEI20_039037	LOC109414621
OG0008221	ASTEI20_032662	LOC115267827
OG0008222	ASTEI20_033109	LOC134289652
OG0008223	ASTEI20_045360	LOC115267837
OG0008224	ASTEI20_045326	LOC115266664
OG0008225	ASTEI20_042359	LOC109409657
OG0008226	ASTEI20_035713	LOC109409688
OG0008227	ASTEI20_043385	LOC109409663
OG0008228	ASTEI20_044715	LOC115265367
OG0008229	ASTEI20_042935	LOC115265364, LOC109406061
OG0008230	ASTEI20_030958	LOC109406060
OG0008232	ASTEI20_043700	LOC109409654
OG0008233	ASTEI20_040681	LOC109415779
OG0008234	ASTEI20_044772	LOC109423719
OG0008235	ASTEI20_030820	LOC109423643
OG0008236	ASTEI20_033646	LOC109415338
OG0008237	ASTEI20_034437	LOC109415339
OG0008238	ASTEI20_031400	LOC109415782
OG0008239	ASTEI20_037438	LOC115254178
OG0008240	ASTEI20_042578	LOC115263724
OG0008241	ASTEI20_033055	LOC109431959
OG0008242	ASTEI20_040165	LOC115260243
OG0008243	ASTEI20_042616	LOC109419680
OG0008244	ASTEI20_041081	LOC109411286
OG0008245	ASTEI20_032505	LOC109419128
OG0008247	ASTEI20_038058	LOC115261548
OG0008248	ASTEI20_040279	LOC115255108
OG0008249	ASTEI20_039605	LOC109419134
OG0008250	ASTEI20_038791	LOC109400994
OG0008251	ASTEI20_038812	LOC109400980
OG0008252	ASTEI20_032099	LOC109433502
OG0008253	ASTEI20_034897	LOC115254171
OG0008254	ASTEI20_041645	LOC134287788
OG0008255	ASTEI20_034961	LOC109421034
OG0008256	ASTEI20_037920	LOC109407584
OG0008257	ASTEI20_035126	LOC109425911
OG0008258	ASTEI20_031595	LOC109406116
OG0008259	ASTEI20_035002	LOC115261213
OG0008260	ASTEI20_038528	LOC109422513
OG0008261	ASTEI20_041193	LOC109422007
OG0008262	ASTEI20_031015	LOC109406121
OG0008263	ASTEI20_044365	LOC109406142
OG0008264	ASTEI20_034713	LOC109416136, LOC109397922
OG0008265	ASTEI20_038438	LOC109402100
OG0008266	ASTEI20_039118	LOC109402109
OG0008267	ASTEI20_040502	LOC109425682
OG0008268	ASTEI20_041971	LOC115258911
OG0008269	ASTEI20_037116	LOC109429390
OG0008270	ASTEI20_036892	LOC109621356
OG0008271	ASTEI20_034913	LOC109433376
OG0008272	ASTEI20_041516	LOC109400933, LOC109422793
OG0008274	ASTEI20_032367	LOC109423013
OG0008275	ASTEI20_041769	LOC134291575
OG0008276	ASTEI20_034847	LOC109429175
OG0008277	ASTEI20_040452	LOC109398834
OG0008278	ASTEI20_042913	LOC115260368, LOC109424001
OG0008279	ASTEI20_031077	LOC109421097
OG0008280	ASTEI20_035523	LOC109401563
OG0008281	ASTEI20_042763	LOC109419965
OG0008282	ASTEI20_034567	LOC115264652
OG0008283	ASTEI20_039512	LOC109419964
OG0008284	ASTEI20_039209	LOC109412618
OG0008285	ASTEI20_033250	LOC109621685
OG0008286	ASTEI20_033164	LOC109402818
OG0008287	ASTEI20_044877	LOC115264125
OG0008288	ASTEI20_035997	LOC109416812
OG0008289	ASTEI20_037431	LOC109421942
OG0008290	ASTEI20_045620	LOC109418444
OG0008291	ASTEI20_042901	LOC109432666
OG0008292	ASTEI20_045063	LOC109426175
OG0008293	ASTEI20_036111	LOC115263432
OG0008294	ASTEI20_031129	LOC109427107
OG0008295	ASTEI20_039792	LOC109400184
OG0008296	ASTEI20_037444	LOC109431948
OG0008298	ASTEI20_042585	LOC115262576
OG0008299	ASTEI20_038447	LOC109415667
OG0008300	ASTEI20_042606	LOC109415674
OG0008301	ASTEI20_035402	LOC109413687
OG0008303	ASTEI20_044808	LOC109426226
OG0008304	ASTEI20_037942	LOC109426243
OG0008305	ASTEI20_032588	LOC109426228
OG0008306	ASTEI20_033820	LOC134284013, LOC109424052
OG0008307	ASTEI20_033072	LOC109425248
OG0008308	ASTEI20_036591	LOC109422557
OG0008309	ASTEI20_034966	LOC109425249
OG0008310	ASTEI20_043062, ASTEI20_042625	LOC109418312
OG0008311	ASTEI20_034817	LOC109427872
OG0008312	ASTEI20_045567	LOC109428095
OG0008314	ASTEI20_037303	LOC109416234
OG0008315	ASTEI20_036200	LOC109427051
OG0008316	ASTEI20_045199	LOC109408913
OG0008317	ASTEI20_033953	LOC115261967
OG0008318	ASTEI20_033598	LOC109414189
OG0008319	ASTEI20_045423	LOC109414063
OG0008320	ASTEI20_044383	LOC109414062
OG0008321	ASTEI20_039956	LOC109407329
OG0008322	ASTEI20_045089	LOC109421638
OG0008323	ASTEI20_045909	LOC109405170
OG0008325	ASTEI20_041479	LOC109402498
OG0008326	ASTEI20_031581	LOC115254161
OG0008327	ASTEI20_039252	LOC109399404
OG0008328	ASTEI20_045003	LOC109421807
OG0008329	ASTEI20_044018	LOC109421805
OG0008331	ASTEI20_040651	LOC109404628
OG0008332	ASTEI20_035114	LOC109404638
OG0008333	ASTEI20_034338	LOC109398080, LOC115255804
OG0008334	ASTEI20_031745	LOC109418985
OG0008335	ASTEI20_045486	LOC109398194
OG0008336	ASTEI20_035818	LOC109398638
OG0008338	ASTEI20_032712	LOC109398295
OG0008339	ASTEI20_039265	LOC109420401
OG0008340	ASTEI20_044855	LOC109422747
OG0008341	ASTEI20_030831	LOC109431878
OG0008342	ASTEI20_032281	LOC109422753
OG0008343	ASTEI20_039759	LOC109426592
OG0008344	ASTEI20_032596	LOC109426582
OG0008345	ASTEI20_036228	LOC109426587
OG0008346	ASTEI20_045714	LOC109426594
OG0008347	ASTEI20_033225	LOC109426580
OG0008348	ASTEI20_041739	LOC109427172
OG0008349	ASTEI20_034154	LOC109406569
OG0008350	ASTEI20_035167	LOC109418792
OG0008351	ASTEI20_034417	LOC109417077
OG0008352	ASTEI20_033294	LOC109418820
OG0008353	ASTEI20_035952	LOC109415077
OG0008354	ASTEI20_041392	LOC109427511
OG0008355	ASTEI20_042099	LOC109414171
OG0008357	ASTEI20_036431	LOC109423330
OG0008358	ASTEI20_045474	LOC115253617
OG0008359	ASTEI20_037503	LOC109421076
OG0008360	ASTEI20_041563	LOC109431922
OG0008363	ASTEI20_045892	LOC109408342
OG0008364	ASTEI20_045013	LOC109405483
OG0008365	ASTEI20_038632	LOC115261023
OG0008366	ASTEI20_031945	LOC109430153
OG0008367	ASTEI20_033265	LOC109398865
OG0008368	ASTEI20_036429	LOC115261357
OG0008369	ASTEI20_035624	LOC109414114
OG0008370	ASTEI20_035975	LOC109417347
OG0008371	ASTEI20_034351	LOC109421885
OG0008372	ASTEI20_038425	LOC109426916, LOC115262587
OG0008373	ASTEI20_040832	LOC109621238, LOC134284212
OG0008375	ASTEI20_036858	LOC109403201
OG0008376	ASTEI20_041457	LOC109431741
OG0008377	ASTEI20_042477	LOC115262664
OG0008378	ASTEI20_035175	LOC109415663
OG0008380	ASTEI20_042398	LOC109416385
OG0008381	ASTEI20_044976	LOC115267359
OG0008382	ASTEI20_031619	LOC115267392, LOC109416386
OG0008383	ASTEI20_037345	LOC109409126
OG0008384	ASTEI20_041032	LOC109409128
OG0008385	ASTEI20_038581	LOC109421536
OG0008386	ASTEI20_044191	LOC109421526
OG0008388	ASTEI20_042803	LOC109397534
OG0008389	ASTEI20_038709	LOC109432811
OG0008390	ASTEI20_042889	LOC109420077
OG0008391	ASTEI20_041424	LOC109416622
OG0008394	ASTEI20_031612	LOC109417534, LOC115263026
OG0008396	ASTEI20_042984	LOC109400368
OG0008397	ASTEI20_043940	LOC109408857
OG0008398	ASTEI20_042546	LOC109414711
OG0008399	ASTEI20_041367	LOC115253452
OG0008400	ASTEI20_044972	LOC109407536
OG0008401	ASTEI20_033821	LOC109422586
OG0008402	ASTEI20_035866	LOC109425150
OG0008403	ASTEI20_040101	LOC109425147
OG0008404	ASTEI20_042393	LOC115255815
OG0008405	ASTEI20_034752	LOC109417714
OG0008406	ASTEI20_038540	LOC109408290
OG0008407	ASTEI20_045126	LOC109430375
OG0008408	ASTEI20_043150	LOC109411129
OG0008409	ASTEI20_041244	LOC109407255
OG0008410	ASTEI20_031713	LOC134287981
OG0008411	ASTEI20_034364	LOC109417417
OG0008412	ASTEI20_042337	LOC134287979
OG0008413	ASTEI20_045752	LOC109424110
OG0008414	ASTEI20_040619	LOC115254562
OG0008415	ASTEI20_037281	LOC109431142
OG0008416	ASTEI20_034703	LOC109407679
OG0008417	ASTEI20_038883	LOC109622871
OG0008418	ASTEI20_038508	LOC109411713
OG0008419	ASTEI20_033883	LOC134287325
OG0008420	ASTEI20_042016	LOC109397180
OG0008421	ASTEI20_043200	LOC109432080
OG0008422	ASTEI20_041320	LOC109408223
OG0008423	ASTEI20_038989, ASTEI20_041116	LOC109408413, LOC109408414
OG0008425	ASTEI20_035726	LOC109422686
OG0008426	ASTEI20_030810	LOC109401125
OG0008427	ASTEI20_043123	LOC115258266
OG0008428	ASTEI20_032897	LOC109406360
OG0008429	ASTEI20_045566	LOC109416096
OG0008430	ASTEI20_040421	LOC109433512
OG0008431	ASTEI20_042258	LOC109433481
OG0008432	ASTEI20_036405	LOC109411740
OG0008433	ASTEI20_040687	LOC109401205
OG0008434	ASTEI20_044906	LOC109401317
OG0008435	ASTEI20_039194	LOC109401273
OG0008436	ASTEI20_045757	LOC109427066
OG0008437	ASTEI20_036053	LOC115255347
OG0008438	ASTEI20_042975	LOC109417701
OG0008439	ASTEI20_035598	LOC109622844
OG0008440	ASTEI20_034740	LOC109621841
OG0008442	ASTEI20_036346	LOC109427498
OG0008444	ASTEI20_036686	LOC109415649
OG0008445	ASTEI20_045539	LOC115267879
OG0008446	ASTEI20_039064	LOC109416672
OG0008447	ASTEI20_032396	LOC115261841
OG0008448	ASTEI20_045324	LOC115255725
OG0008449	ASTEI20_030986	LOC109401932
OG0008450	ASTEI20_038621	LOC109414682
OG0008451	ASTEI20_032847	LOC134284148
OG0008452	ASTEI20_037400	LOC134289724
OG0008453	ASTEI20_035270	LOC109414557
OG0008454	ASTEI20_034608	LOC109426343
OG0008455	ASTEI20_038630	LOC109406105
OG0008456	ASTEI20_031226	LOC115268884
OG0008457	ASTEI20_033466	LOC109407238
OG0008458	ASTEI20_036790	LOC115258092
OG0008459	ASTEI20_034989	LOC109409759
OG0008460	ASTEI20_045167	LOC109432131
OG0008461	ASTEI20_042910	LOC109401336
OG0008462	ASTEI20_045907	LOC109402340
OG0008463	ASTEI20_045794	LOC115265342
OG0008464	ASTEI20_044112	LOC109409995
OG0008465	ASTEI20_042043	LOC109432989
OG0008466	ASTEI20_031932	LOC109419991
OG0008467	ASTEI20_036441	LOC109402074
OG0008468	ASTEI20_045328	LOC109427331
OG0008469	ASTEI20_043494	LOC109431251
OG0008470	ASTEI20_044150	LOC109420152
OG0008471	ASTEI20_043006	LOC109423237
OG0008472	ASTEI20_045972	LOC109416850
OG0008474	ASTEI20_033555	LOC109622400
OG0008475	ASTEI20_032392	LOC109622582
OG0008476	ASTEI20_037678	LOC109409075
OG0008478	ASTEI20_037162	LOC109433591
OG0008479	ASTEI20_036428	LOC109426840
OG0008480	ASTEI20_040388	LOC109424156
OG0008481	ASTEI20_041433	LOC109621965
OG0008483	ASTEI20_040744	LOC115255161
OG0008484	ASTEI20_031110	LOC109420740
OG0008485	ASTEI20_037366	LOC109414727
OG0008486	ASTEI20_041877	LOC109429984
OG0008487	ASTEI20_039159	LOC109411105
OG0008488	ASTEI20_030950	LOC109408244
OG0008489	ASTEI20_032488	LOC109408169
OG0008490	ASTEI20_034672	LOC109398831
OG0008491	ASTEI20_034166	LOC109429204
OG0008492	ASTEI20_032204	LOC109428255
OG0008493	ASTEI20_034032	LOC109409697
OG0008494	ASTEI20_043174	LOC115258883
OG0008495	ASTEI20_045296	LOC109411236
OG0008496	ASTEI20_045733	LOC109404499
OG0008497	ASTEI20_037398	LOC109404483
OG0008498	ASTEI20_035443	LOC109413098
OG0008499	ASTEI20_036794	LOC109418514, LOC109413087
OG0008500	ASTEI20_041398	LOC115257693
OG0008501	ASTEI20_038789	LOC115257884
OG0008502	ASTEI20_042385	LOC115257525
OG0008503	ASTEI20_034868	LOC109428993
OG0008504	ASTEI20_035034	LOC109428992
OG0008505	ASTEI20_043325	LOC109430866
OG0008506	ASTEI20_044253	LOC109408437
OG0008507	ASTEI20_043141	LOC109408423
OG0008508	ASTEI20_042161	LOC109408441
OG0008509	ASTEI20_034025	LOC109419378
OG0008510	ASTEI20_039338	LOC109419354
OG0008511	ASTEI20_033318	LOC109419377
OG0008512	ASTEI20_043149	LOC109408442
OG0008513	ASTEI20_038065	LOC109426169
OG0008514	ASTEI20_037603	LOC109418767, LOC109406490
OG0008515	ASTEI20_040026	LOC115270006, LOC115270025
OG0008516	ASTEI20_037842	LOC109404371
OG0008517	ASTEI20_039811	LOC109622784
OG0008518	ASTEI20_043897	LOC109417988
OG0008519	ASTEI20_036330	LOC109404973
OG0008520	ASTEI20_035684	LOC134287927
OG0008521	ASTEI20_045170	LOC134287924
OG0008522	ASTEI20_044720	LOC134287918
OG0008523	ASTEI20_035581	LOC109411450
OG0008524	ASTEI20_043367	LOC109405712
