Orthogroup	AstephensiUCISS2018	AsinensisChina
OG0006717	ASTEI20_040358	ASIC017448
OG0006718	ASTEI20_035787	ASIC017446
OG0006719	ASTEI20_033893	ASIC006928
OG0006720	ASTEI20_044411	ASIC005737
OG0006721	ASTEI20_046132	ASIC016913
OG0006722	ASTEI20_032659	ASIC016912
OG0006723	ASTEI20_040526	ASIC022204
OG0006724	ASTEI20_032048	ASIC022202
OG0006725	ASTEI20_044571	ASIC002630
OG0006726	ASTEI20_043857	ASIC019435
OG0006727	ASTEI20_040338	ASIC020685
OG0006728	ASTEI20_038510	ASIC012298, ASIC012297
OG0006729	ASTEI20_030947	ASIC003449
OG0006730	ASTEI20_037825	ASIC006428
OG0006731	ASTEI20_038814	ASIC008474
OG0006732	ASTEI20_038828	ASIC008475
OG0006733	ASTEI20_045581	ASIC016702
OG0006734	ASTEI20_033888	ASIC003518
OG0006735	ASTEI20_046130	ASIC004348
OG0006736	ASTEI20_033919	ASIC009518
OG0006737	ASTEI20_031227	ASIC014381
OG0006738	ASTEI20_030988	ASIC014376
OG0006739	ASTEI20_031253	ASIC014379
OG0006740	ASTEI20_043318	ASIC017916
OG0006741	ASTEI20_042097	ASIC018805
OG0006742	ASTEI20_043093	ASIC021440
OG0006743	ASTEI20_040692	ASIC014939
OG0006744	ASTEI20_040403	ASIC012951
OG0006745	ASTEI20_034813	ASIC021264
OG0006746	ASTEI20_041966	ASIC012949
OG0006747	ASTEI20_044515	ASIC018773
OG0006748	ASTEI20_039766	ASIC005164
OG0006749	ASTEI20_043347	ASIC016168
OG0006750	ASTEI20_041441	ASIC008594
OG0006751	ASTEI20_035261	ASIC012612
OG0006752	ASTEI20_039164	ASIC007096
OG0006753	ASTEI20_033758	ASIC004579
OG0006754	ASTEI20_035084	ASIC004576
OG0006755	ASTEI20_043752	ASIC021510
OG0006756	ASTEI20_044429	ASIC021507
OG0006757	ASTEI20_041585	ASIC020842
OG0006758	ASTEI20_039490	ASIC017427
OG0006759	ASTEI20_036570	ASIC009757
OG0006760	ASTEI20_034212	ASIC010346
OG0006761	ASTEI20_031065	ASIC012138
OG0006762	ASTEI20_031189	ASIC008924
OG0006763	ASTEI20_034509	ASIC004080
OG0006764	ASTEI20_038799	ASIC006125
OG0006765	ASTEI20_032745	ASIC002643
OG0006766	ASTEI20_037114	ASIC017274
OG0006767	ASTEI20_045074	ASIC007438
OG0006768	ASTEI20_037092	ASIC002998
OG0006769	ASTEI20_038594	ASIC009133
OG0006770	ASTEI20_040113	ASIC008803
OG0006771	ASTEI20_032616	ASIC003088
OG0006772	ASTEI20_033159	ASIC008045
OG0006773	ASTEI20_040293	ASIC001358
OG0006774	ASTEI20_036786	ASIC001355
OG0006775	ASTEI20_034089	ASIC001360
OG0006776	ASTEI20_045651	ASIC001359
OG0006777	ASTEI20_034390	ASIC017327
OG0006778	ASTEI20_044433	ASIC009072
OG0006779	ASTEI20_039487	ASIC019863
OG0006780	ASTEI20_040749	ASIC019859
OG0006781	ASTEI20_043085	ASIC012853
OG0006782	ASTEI20_034332	ASIC013468
OG0006783	ASTEI20_031978	ASIC008019
OG0006784	ASTEI20_031486	ASIC017626
OG0006785	ASTEI20_037359	ASIC006451
OG0006786	ASTEI20_037060	ASIC006160
OG0006787	ASTEI20_037559	ASIC019033
OG0006788	ASTEI20_035004	ASIC019022
OG0006789	ASTEI20_040290	ASIC019055
OG0006790	ASTEI20_046040	ASIC019067
OG0006791	ASTEI20_035574	ASIC013498
OG0006792	ASTEI20_034012	ASIC002573
OG0006793	ASTEI20_039697	ASIC007437
OG0006794	ASTEI20_030935	ASIC009891
OG0006795	ASTEI20_042037	ASIC015185
OG0006796	ASTEI20_031966	ASIC007607
OG0006797	ASTEI20_032802	ASIC009963
OG0006798	ASTEI20_039317	ASIC009974
OG0006799	ASTEI20_043581	ASIC018245
OG0006800	ASTEI20_044332	ASIC013599
OG0006801	ASTEI20_035170	ASIC006250
OG0006802	ASTEI20_030849	ASIC016893
OG0006803	ASTEI20_036043	ASIC016632
OG0006804	ASTEI20_037523	ASIC017668
OG0006805	ASTEI20_035945	ASIC021145
OG0006806	ASTEI20_040142	ASIC006896
OG0006808	ASTEI20_041317	ASIC014285
OG0006809	ASTEI20_035063	ASIC002439
OG0006810	ASTEI20_033921	ASIC002438
OG0006811	ASTEI20_040332	ASIC009845
OG0006812	ASTEI20_036515	ASIC017250
OG0006813	ASTEI20_037859	ASIC018841
OG0006814	ASTEI20_033247	ASIC018847
OG0006815	ASTEI20_031805	ASIC011805
OG0006816	ASTEI20_038858	ASIC012125
OG0006817	ASTEI20_039079	ASIC012124
OG0006818	ASTEI20_044397	ASIC019047
OG0006819	ASTEI20_041132	ASIC015486
OG0006820	ASTEI20_033097, ASTEI20_034239	ASIC004408
OG0006821	ASTEI20_033016	ASIC009057
OG0006822	ASTEI20_032538	ASIC016490
OG0006823	ASTEI20_035826	ASIC016488
OG0006824	ASTEI20_045688	ASIC019659
OG0006825	ASTEI20_045930	ASIC007442
OG0006826	ASTEI20_042695	ASIC018802
OG0006827	ASTEI20_044743	ASIC018799
OG0006828	ASTEI20_031799	ASIC011626
OG0006829	ASTEI20_032145	ASIC013428
OG0006830	ASTEI20_034199	ASIC016576
OG0006831	ASTEI20_038567	ASIC009896
OG0006832	ASTEI20_046047	ASIC006294
OG0006833	ASTEI20_033522	ASIC016685
OG0006834	ASTEI20_044064	ASIC016682
OG0006835	ASTEI20_042993	ASIC016683
OG0006836	ASTEI20_045789	ASIC021614
OG0006837	ASTEI20_036671	ASIC016478
OG0006839	ASTEI20_031401	ASIC014910
OG0006840	ASTEI20_044494	ASIC017136
OG0006841	ASTEI20_042022	ASIC016718
OG0006842	ASTEI20_044956	ASIC008195
OG0006843	ASTEI20_039132	ASIC009555
OG0006845	ASTEI20_040878	ASIC019596
OG0006846	ASTEI20_046055	ASIC013547
OG0006847	ASTEI20_043207	ASIC019143
OG0006848	ASTEI20_038290	ASIC007712
OG0006849	ASTEI20_035467	ASIC015710
OG0006850	ASTEI20_033798	ASIC009892
OG0006851	ASTEI20_043761	ASIC009893
OG0006852	ASTEI20_043483	ASIC017217
OG0006854	ASTEI20_038432	ASIC007098
OG0006856	ASTEI20_035927	ASIC016999
OG0006857	ASTEI20_039704	ASIC016077
OG0006858	ASTEI20_045374	ASIC007056
OG0006859	ASTEI20_037227	ASIC007547
OG0006860	ASTEI20_035928	ASIC017421
OG0006861	ASTEI20_044646	ASIC006049
OG0006862	ASTEI20_040634	ASIC005219
OG0006863	ASTEI20_040568	ASIC015142
OG0006864	ASTEI20_032120	ASIC013316, ASIC013318
OG0006865	ASTEI20_033356	ASIC019399
OG0006867	ASTEI20_031477	ASIC019738
OG0006868	ASTEI20_040046	ASIC003934
OG0006869	ASTEI20_039031	ASIC015474
OG0006870	ASTEI20_041818	ASIC006873
OG0006871	ASTEI20_042052	ASIC004741
OG0006872	ASTEI20_043164	ASIC018958
OG0006873	ASTEI20_041874	ASIC009801
OG0006874	ASTEI20_032645	ASIC020539
OG0006875	ASTEI20_031644	ASIC009585
OG0006876	ASTEI20_042030	ASIC019313
OG0006877	ASTEI20_042943	ASIC003917
OG0006878	ASTEI20_033851	ASIC007170
OG0006879	ASTEI20_043841	ASIC006825
OG0006880	ASTEI20_040706	ASIC019846
OG0006881	ASTEI20_039590	ASIC020113
OG0006883	ASTEI20_034529	ASIC018435
OG0006884	ASTEI20_032902	ASIC011636
OG0006885	ASTEI20_033473	ASIC010230
OG0006886	ASTEI20_038380	ASIC011643
OG0006887	ASTEI20_039976	ASIC010576
OG0006888	ASTEI20_032121	ASIC020349
OG0006889	ASTEI20_040356	ASIC007158
OG0006890	ASTEI20_034333	ASIC016119
OG0006891	ASTEI20_038587	ASIC015209
OG0006892	ASTEI20_038925	ASIC003693
OG0006893	ASTEI20_039890	ASIC014627
OG0006894	ASTEI20_031833	ASIC006862
OG0006895	ASTEI20_041362	ASIC000167
OG0006896	ASTEI20_037596	ASIC008269
OG0006897	ASTEI20_042224	ASIC015462
OG0006898	ASTEI20_044966	ASIC003287
OG0006899	ASTEI20_038346	ASIC002137
OG0006900	ASTEI20_031638	ASIC017405
OG0006901	ASTEI20_040136	ASIC005568
OG0006902	ASTEI20_032791	ASIC013930
OG0006903	ASTEI20_036936	ASIC016932
OG0006904	ASTEI20_034054	ASIC011483
OG0006905	ASTEI20_032550	ASIC015558
OG0006906	ASTEI20_043855	ASIC006389
OG0006907	ASTEI20_042886	ASIC007344
OG0006908	ASTEI20_037132	ASIC021651
OG0006909	ASTEI20_035401	ASIC018231
OG0006910	ASTEI20_031346	ASIC004073
OG0006911	ASTEI20_033789	ASIC008054
OG0006912	ASTEI20_034725	ASIC007248
OG0006913	ASTEI20_038455	ASIC015524
OG0006914	ASTEI20_040324	ASIC007844
OG0006915	ASTEI20_041092	ASIC003519
OG0006916	ASTEI20_033935	ASIC012906
OG0006917	ASTEI20_044054	ASIC016765
OG0006918	ASTEI20_031203	ASIC019320
OG0006919	ASTEI20_040756	ASIC011033
OG0006920	ASTEI20_043196	ASIC020154
OG0006921	ASTEI20_039269	ASIC009540
OG0006922	ASTEI20_031869	ASIC012878
OG0006923	ASTEI20_033289	ASIC017627
OG0006924	ASTEI20_041253	ASIC012690
OG0006925	ASTEI20_032424	ASIC017927
OG0006926	ASTEI20_044366	ASIC011454
OG0006927	ASTEI20_032175	ASIC020119
OG0006928	ASTEI20_036408	ASIC007423, ASIC007422
OG0006929	ASTEI20_037480	ASIC015644
OG0006930	ASTEI20_043310	ASIC003212
OG0006931	ASTEI20_045793	ASIC010293
OG0006932	ASTEI20_043110	ASIC010296
OG0006933	ASTEI20_045716	ASIC002884
OG0006934	ASTEI20_040617	ASIC021267
OG0006935	ASTEI20_031416	ASIC012632
OG0006936	ASTEI20_043769	ASIC000862
OG0006937	ASTEI20_032216	ASIC004462
OG0006938	ASTEI20_035450	ASIC020960
OG0006939	ASTEI20_045341	ASIC021002
OG0006940	ASTEI20_043464	ASIC010015
OG0006941	ASTEI20_031053	ASIC009325
OG0006942	ASTEI20_041543	ASIC016266
OG0006943	ASTEI20_039428	ASIC021412
OG0006944	ASTEI20_032060, ASTEI20_045452	ASIC017292
OG0006945	ASTEI20_045817	ASIC018469
OG0006946	ASTEI20_041399	ASIC002273
OG0006947	ASTEI20_035484	ASIC008065
OG0006948	ASTEI20_043744	ASIC015042
OG0006949	ASTEI20_032619	ASIC000852
OG0006950	ASTEI20_042557	ASIC015394
OG0006951	ASTEI20_043400	ASIC012695
OG0006952	ASTEI20_033553	ASIC011481
OG0006953	ASTEI20_035224	ASIC004639
OG0006954	ASTEI20_033113	ASIC017522
OG0006955	ASTEI20_036524	ASIC009815
OG0006956	ASTEI20_037663	ASIC015821
OG0006957	ASTEI20_045033	ASIC016656
OG0006958	ASTEI20_031411	ASIC019261
OG0006959	ASTEI20_041260	ASIC019266
OG0006960	ASTEI20_042976	ASIC014212
OG0006961	ASTEI20_036544	ASIC014991
OG0006962	ASTEI20_038485	ASIC013813
OG0006963	ASTEI20_040441	ASIC014548
OG0006964	ASTEI20_042747	ASIC019886
OG0006965	ASTEI20_041665	ASIC017568
OG0006966	ASTEI20_036465	ASIC007441
OG0006967	ASTEI20_035730	ASIC006981
OG0006968	ASTEI20_040444	ASIC015655
OG0006969	ASTEI20_032787	ASIC010807
OG0006970	ASTEI20_031860	ASIC003489
OG0006971	ASTEI20_036615	ASIC010438
OG0006974	ASTEI20_045537	ASIC010107
OG0006975	ASTEI20_033860	ASIC001078
OG0006976	ASTEI20_036163	ASIC019568
OG0006977	ASTEI20_039810	ASIC011466
OG0006978	ASTEI20_036198	ASIC013553
OG0006979	ASTEI20_036521	ASIC016849
OG0006980	ASTEI20_044380	ASIC017055
OG0006981	ASTEI20_040132	ASIC007519
OG0006982	ASTEI20_045315	ASIC010959
OG0006983	ASTEI20_036737	ASIC011549
OG0006984	ASTEI20_043992	ASIC010746
OG0006985	ASTEI20_037912	ASIC022138
OG0006986	ASTEI20_031980	ASIC017146
OG0006987	ASTEI20_032570	ASIC003887
OG0006988	ASTEI20_032554	ASIC002497
OG0006989	ASTEI20_041570	ASIC016216
OG0006990	ASTEI20_031552	ASIC022298
OG0006992	ASTEI20_038649	ASIC016351
OG0006993	ASTEI20_040080	ASIC007808
OG0006994	ASTEI20_033839	ASIC010291
OG0006995	ASTEI20_043459	ASIC021335
OG0006996	ASTEI20_042977	ASIC014293
OG0006997	ASTEI20_038242	ASIC014408
OG0006998	ASTEI20_037780	ASIC017838
OG0006999	ASTEI20_034656	ASIC017893
OG0007000	ASTEI20_037255	ASIC014997
OG0007001	ASTEI20_044116	ASIC016308
OG0007002	ASTEI20_035358	ASIC014272
OG0007003	ASTEI20_031012	ASIC013267
OG0007004	ASTEI20_033141	ASIC008901
OG0007005	ASTEI20_037008	ASIC018942
OG0007006	ASTEI20_033947	ASIC011308
OG0007007	ASTEI20_041566	ASIC019425
OG0007008	ASTEI20_043234	ASIC005797
OG0007009	ASTEI20_037569	ASIC011761
OG0007010	ASTEI20_039285	ASIC010605
OG0007011	ASTEI20_031495	ASIC021099
OG0007012	ASTEI20_040394	ASIC009076
OG0007013	ASTEI20_034807	ASIC007185
OG0007014	ASTEI20_040859	ASIC016362
OG0007015	ASTEI20_039343	ASIC001340
OG0007016	ASTEI20_044066	ASIC011510
OG0007017	ASTEI20_034262	ASIC015780
OG0007019	ASTEI20_043837	ASIC020360
OG0007020	ASTEI20_037746	ASIC013174
OG0007021	ASTEI20_038017	ASIC013025
OG0007022	ASTEI20_038440	ASIC009792
OG0007023	ASTEI20_044248	ASIC013444
OG0007024	ASTEI20_031196	ASIC019944
OG0007025	ASTEI20_045392	ASIC003125
OG0007026	ASTEI20_040745	ASIC006902
OG0007027	ASTEI20_034644	ASIC012867
OG0007028	ASTEI20_032865	ASIC020303
OG0007029	ASTEI20_037579	ASIC014610
OG0007030	ASTEI20_038633	ASIC003847
OG0007032	ASTEI20_038061	ASIC018796
OG0007033	ASTEI20_041533	ASIC020533
OG0007034	ASTEI20_045758	ASIC006580
OG0007035	ASTEI20_038345	ASIC019502
OG0007036	ASTEI20_033092	ASIC003931
OG0007037	ASTEI20_037337	ASIC013004
OG0007038	ASTEI20_042216	ASIC010177
OG0007039	ASTEI20_035463	ASIC009646
OG0007040	ASTEI20_037588	ASIC017617
OG0007041	ASTEI20_043212	ASIC010424
OG0007042	ASTEI20_034375	ASIC006972
OG0007043	ASTEI20_039826	ASIC000331
OG0007044	ASTEI20_042055	ASIC006670
OG0007046	ASTEI20_034066	ASIC006562
OG0007047	ASTEI20_031894	ASIC010443
OG0007048	ASTEI20_042699	ASIC021197
OG0007049	ASTEI20_042811	ASIC004280
OG0007050	ASTEI20_031914	ASIC015457
OG0007051	ASTEI20_033528	ASIC017315
OG0007052	ASTEI20_036451	ASIC009158
OG0007053	ASTEI20_038829	ASIC015395
OG0007054	ASTEI20_045334	ASIC003821
OG0007055	ASTEI20_032246	ASIC022312
OG0007056	ASTEI20_045823	ASIC003540
OG0007057	ASTEI20_044350	ASIC019897
OG0007058	ASTEI20_031929	ASIC017279
OG0007059	ASTEI20_037449	ASIC010428
OG0007060	ASTEI20_044609	ASIC014681, ASIC014748
OG0007061	ASTEI20_040622	ASIC014924
OG0007063	ASTEI20_030942	ASIC020099
OG0007064	ASTEI20_036195	ASIC009673
OG0007065	ASTEI20_040699	ASIC011316
OG0007066	ASTEI20_032126	ASIC004590
OG0007067	ASTEI20_033445	ASIC017974
OG0007068	ASTEI20_039843	ASIC006591
OG0007069	ASTEI20_032684	ASIC010769
OG0007070	ASTEI20_041101	ASIC004237
OG0007071	ASTEI20_044218	ASIC015204
OG0007072	ASTEI20_042418	ASIC004511
OG0007073	ASTEI20_044177	ASIC003100
OG0007074	ASTEI20_031338	ASIC012195
OG0007075	ASTEI20_036947	ASIC004063
OG0007077	ASTEI20_034036	ASIC007902
OG0007078	ASTEI20_043179	ASIC016571
OG0007079	ASTEI20_042078	ASIC021656
OG0007080	ASTEI20_034490	ASIC010432
OG0007081	ASTEI20_040428	ASIC013411
OG0007082	ASTEI20_033171	ASIC004923
OG0007083	ASTEI20_044716	ASIC000479
OG0007084	ASTEI20_044304	ASIC004999
OG0007085	ASTEI20_031285	ASIC020176
OG0007086	ASTEI20_033957	ASIC017880
OG0007087	ASTEI20_033459	ASIC013064
OG0007088	ASTEI20_032116	ASIC019054
OG0007089	ASTEI20_040254	ASIC004145
OG0007090	ASTEI20_041223	ASIC019457
OG0007092	ASTEI20_041097	ASIC001421
OG0007093	ASTEI20_033631	ASIC018685
OG0007094	ASTEI20_045779	ASIC013438
OG0007095	ASTEI20_032299	ASIC019667
OG0007096	ASTEI20_032830	ASIC019851
OG0007097	ASTEI20_035434	ASIC010823
OG0007098	ASTEI20_035625	ASIC018801
OG0007099	ASTEI20_042275	ASIC018642
OG0007100	ASTEI20_039388	ASIC020487
OG0007101	ASTEI20_040539	ASIC016188
OG0007102	ASTEI20_044832	ASIC003506
OG0007103	ASTEI20_031561	ASIC006078
OG0007105	ASTEI20_035153	ASIC007446
OG0007106	ASTEI20_044462	ASIC014834
OG0007107	ASTEI20_041104	ASIC004935
OG0007108	ASTEI20_032558	ASIC014553
OG0007109	ASTEI20_038830	ASIC015995
OG0007110	ASTEI20_035944	ASIC015192
OG0007111	ASTEI20_042316	ASIC003102
OG0007112	ASTEI20_044249	ASIC008631
OG0007113	ASTEI20_037731	ASIC013309
OG0007114	ASTEI20_036350	ASIC006637
OG0007115	ASTEI20_034833	ASIC016998
OG0007116	ASTEI20_041353	ASIC009154
OG0007117	ASTEI20_036537	ASIC006087
OG0007118	ASTEI20_032942	ASIC014980
OG0007119	ASTEI20_038381	ASIC006457
OG0007120	ASTEI20_037428	ASIC013009
OG0007121	ASTEI20_044518	ASIC020976
OG0007122	ASTEI20_044528	ASIC020980
OG0007123	ASTEI20_035351	ASIC011462
OG0007124	ASTEI20_035384	ASIC009398
OG0007125	ASTEI20_036257	ASIC020846
OG0007126	ASTEI20_045938	ASIC016022
OG0007127	ASTEI20_041422	ASIC000635
OG0007128	ASTEI20_039068	ASIC003881
OG0007129	ASTEI20_031485	ASIC011527
OG0007130	ASTEI20_031512	ASIC004559
OG0007131	ASTEI20_038500	ASIC010691
OG0007132	ASTEI20_034922	ASIC003435
OG0007133	ASTEI20_035559	ASIC011372
OG0007134	ASTEI20_044492	ASIC016724
OG0007135	ASTEI20_033500	ASIC012450
OG0007136	ASTEI20_037381	ASIC011011
OG0007137	ASTEI20_040938	ASIC022385
OG0007138	ASTEI20_043750	ASIC019782
OG0007139	ASTEI20_041036	ASIC019942
OG0007140	ASTEI20_036307	ASIC003004
OG0007141	ASTEI20_041052	ASIC019697
OG0007142	ASTEI20_033523	ASIC004731
OG0007143	ASTEI20_033364	ASIC006619
OG0007144	ASTEI20_031770	ASIC000812
OG0007145	ASTEI20_034517	ASIC016200
OG0007146	ASTEI20_043503	ASIC005659
OG0007147	ASTEI20_037223	ASIC012235
OG0007148	ASTEI20_044295	ASIC015109
OG0007149	ASTEI20_032012	ASIC005964
OG0007150	ASTEI20_033031	ASIC008904
OG0007151	ASTEI20_034855	ASIC013887
OG0007152	ASTEI20_042320	ASIC007772
OG0007153	ASTEI20_045991	ASIC006636
OG0007154	ASTEI20_043369	ASIC006526
OG0007155	ASTEI20_036834	ASIC011564
OG0007156	ASTEI20_045740	ASIC012707
OG0007157	ASTEI20_033635	ASIC006865
OG0007158	ASTEI20_036573	ASIC011411
OG0007159	ASTEI20_040027	ASIC021211
OG0007160	ASTEI20_041924	ASIC011808
OG0007161	ASTEI20_044196	ASIC004124
OG0007162	ASTEI20_031206	ASIC012330
OG0007163	ASTEI20_040174	ASIC016036
OG0007164	ASTEI20_035154	ASIC021892
OG0007165	ASTEI20_040596	ASIC004905
OG0007166	ASTEI20_036055	ASIC019510
OG0007167	ASTEI20_044819	ASIC009895
OG0007168	ASTEI20_041039	ASIC010420
OG0007169	ASTEI20_045040	ASIC019142
OG0007170	ASTEI20_040655	ASIC019179
OG0007171	ASTEI20_031710	ASIC018294
OG0007172	ASTEI20_034160	ASIC017475
OG0007173	ASTEI20_045804	ASIC008742, ASIC008744
OG0007175	ASTEI20_036621	ASIC002442
OG0007176	ASTEI20_035086	ASIC005075
OG0007177	ASTEI20_045300	ASIC018147
OG0007178	ASTEI20_037855	ASIC018319
OG0007179	ASTEI20_033816	ASIC003947
OG0007180	ASTEI20_039032	ASIC022083
OG0007181	ASTEI20_045812	ASIC005242
OG0007182	ASTEI20_034496	ASIC022297
OG0007183	ASTEI20_032208	ASIC018604
OG0007184	ASTEI20_030998	ASIC018330
OG0007185	ASTEI20_043939	ASIC006219
OG0007186	ASTEI20_038634	ASIC016636
OG0007187	ASTEI20_038396	ASIC010299
OG0007188	ASTEI20_035829	ASIC006056
OG0007189	ASTEI20_035382	ASIC014914
OG0007190	ASTEI20_042183	ASIC010928
OG0007191	ASTEI20_035346	ASIC021059
OG0007192	ASTEI20_031420	ASIC003739
OG0007193	ASTEI20_043668	ASIC021363
OG0007194	ASTEI20_038589	ASIC020125
OG0007195	ASTEI20_034800	ASIC005654
OG0007196	ASTEI20_038591	ASIC019552
OG0007197	ASTEI20_046081	ASIC015103
OG0007198	ASTEI20_035570	ASIC017049
OG0007199	ASTEI20_038321	ASIC019515
OG0007200	ASTEI20_037740	ASIC014465
OG0007201	ASTEI20_044303	ASIC013675
OG0007202	ASTEI20_044495	ASIC007173
OG0007203	ASTEI20_032933	ASIC003571
OG0007204	ASTEI20_034485	ASIC019797
OG0007205	ASTEI20_037311	ASIC008395
OG0007206	ASTEI20_046045	ASIC014707
OG0007207	ASTEI20_040881	ASIC010266
OG0007208	ASTEI20_036246	ASIC014622
OG0007209	ASTEI20_039606	ASIC010345
OG0007210	ASTEI20_039702	ASIC014430
OG0007211	ASTEI20_044351	ASIC016452
OG0007212	ASTEI20_040820	ASIC016476
OG0007213	ASTEI20_033671	ASIC021727
OG0007214	ASTEI20_041862	ASIC007874
OG0007215	ASTEI20_031583	ASIC021168
OG0007216	ASTEI20_041873	ASIC007558
OG0007217	ASTEI20_043712	ASIC009022
OG0007218	ASTEI20_033849	ASIC014336
OG0007219	ASTEI20_031934	ASIC006467
OG0007220	ASTEI20_032699	ASIC008723
OG0007221	ASTEI20_036628	ASIC005332
OG0007222	ASTEI20_033399	ASIC019595
OG0007223	ASTEI20_039806	ASIC014368
OG0007224	ASTEI20_038629	ASIC007619
OG0007225	ASTEI20_038189	ASIC005606
OG0007226	ASTEI20_040869	ASIC012201
OG0007227	ASTEI20_040877	ASIC007460
OG0007228	ASTEI20_038209	ASIC011762
OG0007229	ASTEI20_044232	ASIC019808
OG0007230	ASTEI20_033970	ASIC011804
OG0007231	ASTEI20_041185	ASIC012245
OG0007233	ASTEI20_039872	ASIC013574
OG0007234	ASTEI20_038871	ASIC009071
OG0007235	ASTEI20_033465	ASIC020792
OG0007236	ASTEI20_035891	ASIC020361
OG0007238	ASTEI20_042508	ASIC012766
OG0007239	ASTEI20_043770	ASIC015091
OG0007240	ASTEI20_045446	ASIC019247
OG0007242	ASTEI20_043662	ASIC002904
OG0007243	ASTEI20_036551	ASIC019780
OG0007244	ASTEI20_043384	ASIC002502
OG0007245	ASTEI20_043231	ASIC009637
OG0007246	ASTEI20_041059	ASIC011063
OG0007247	ASTEI20_031942	ASIC020538
OG0007248	ASTEI20_035734	ASIC004454
OG0007249	ASTEI20_040480	ASIC009719
OG0007250	ASTEI20_039813	ASIC017071
OG0007252	ASTEI20_035260	ASIC008772
OG0007253	ASTEI20_036779	ASIC021038
OG0007254	ASTEI20_031851	ASIC011820
OG0007255	ASTEI20_037843	ASIC016412
OG0007256	ASTEI20_040173	ASIC014345
OG0007257	ASTEI20_042854	ASIC015675
OG0007258	ASTEI20_041323	ASIC013081
OG0007259	ASTEI20_033710	ASIC005681
OG0007260	ASTEI20_041098	ASIC021617
OG0007261	ASTEI20_044617	ASIC005757
OG0007262	ASTEI20_032073	ASIC016887
OG0007263	ASTEI20_039033	ASIC020308
OG0007264	ASTEI20_031122	ASIC011732
OG0007265	ASTEI20_043352	ASIC003344
OG0007267	ASTEI20_035546	ASIC022342
OG0007268	ASTEI20_043588	ASIC008481
OG0007269	ASTEI20_045993	ASIC004940
OG0007270	ASTEI20_043128	ASIC009828
OG0007271	ASTEI20_031198	ASIC002474
OG0007272	ASTEI20_041947	ASIC018321
OG0007273	ASTEI20_040137	ASIC008668
OG0007274	ASTEI20_045685	ASIC009894
OG0007275	ASTEI20_039729	ASIC008303
OG0007276	ASTEI20_030928	ASIC018329
OG0007277	ASTEI20_044151	ASIC009528
OG0007278	ASTEI20_031191	ASIC019811
OG0007279	ASTEI20_035122	ASIC007708
OG0007280	ASTEI20_031865	ASIC022078
OG0007281	ASTEI20_034487	ASIC011064
OG0007282	ASTEI20_039861	ASIC008802
OG0007283	ASTEI20_041501	ASIC017633
OG0007284	ASTEI20_039691	ASIC006247
OG0007285	ASTEI20_042367	ASIC002567
OG0007286	ASTEI20_032785	ASIC019860
OG0007287	ASTEI20_041724	ASIC007647
OG0007288	ASTEI20_045659	ASIC020457
OG0007290	ASTEI20_038218	ASIC005758
OG0007291	ASTEI20_042299	ASIC016441
OG0007292	ASTEI20_045664	ASIC021397
OG0007293	ASTEI20_045138	ASIC014091
OG0007294	ASTEI20_044884	ASIC005205
OG0007295	ASTEI20_037728	ASIC005366
OG0007296	ASTEI20_036271	ASIC011914
OG0007297	ASTEI20_034661	ASIC016377
OG0007298	ASTEI20_044595	ASIC022178
OG0007299	ASTEI20_033066	ASIC018822
OG0007300	ASTEI20_032210	ASIC006774
OG0007301	ASTEI20_039004	ASIC018939
OG0007303	ASTEI20_046049	ASIC006220
OG0007304	ASTEI20_035773	ASIC007389
OG0007305	ASTEI20_042229	ASIC007094
OG0007306	ASTEI20_032480	ASIC005532
OG0007307	ASTEI20_043121	ASIC003112
OG0007308	ASTEI20_039051	ASIC015481
OG0007309	ASTEI20_036060	ASIC018468
OG0007310	ASTEI20_045073	ASIC002547
OG0007311	ASTEI20_032816	ASIC012525
OG0007312	ASTEI20_044685	ASIC016374
OG0007313	ASTEI20_031210	ASIC018732
OG0007314	ASTEI20_033678	ASIC015454
OG0007315	ASTEI20_040033	ASIC007419
OG0007317	ASTEI20_043930	ASIC004912
OG0007318	ASTEI20_043502	ASIC009476
OG0007319	ASTEI20_030968	ASIC020363
OG0007320	ASTEI20_037478	ASIC014927
OG0007321	ASTEI20_031855	ASIC005069
OG0007322	ASTEI20_032400	ASIC015129
OG0007323	ASTEI20_045277	ASIC010485
OG0007325	ASTEI20_036001	ASIC016439
OG0007326	ASTEI20_038336	ASIC021996
OG0007327	ASTEI20_042790	ASIC005381
OG0007328	ASTEI20_034802	ASIC008095
OG0007329	ASTEI20_032495	ASIC007431
OG0007330	ASTEI20_046037	ASIC006980
OG0007331	ASTEI20_035943	ASIC001079
OG0007332	ASTEI20_037718	ASIC008912
OG0007333	ASTEI20_036344	ASIC010619
OG0007334	ASTEI20_031473, ASTEI20_041360	ASIC018341
OG0007335	ASTEI20_030915	ASIC016106
OG0007336	ASTEI20_046155	ASIC012209
OG0007337	ASTEI20_032354	ASIC017233
OG0007338	ASTEI20_038074	ASIC014206
OG0007339	ASTEI20_039958	ASIC020514
OG0007340	ASTEI20_045694	ASIC014334
OG0007341	ASTEI20_036664	ASIC010891
OG0007342	ASTEI20_032969	ASIC011605
OG0007343	ASTEI20_036806	ASIC004312
OG0007344	ASTEI20_031971	ASIC021004
OG0007345	ASTEI20_041012	ASIC020600
OG0007346	ASTEI20_042555	ASIC017065
OG0007347	ASTEI20_043467	ASIC016103
