Orthogroup	AstephensiUCISS2018	AfunestusAfunGA1
OG0008683	ASTEI20_044640	AFUN2_007655
OG0008684	ASTEI20_042257	AFUN2_006372
OG0008685	ASTEI20_038021	AFUN2_003096
OG0008686	ASTEI20_042268	AFUN2_004681
OG0008687	ASTEI20_039433	AFUN2_013005
OG0008688	ASTEI20_039451	AFUN2_006658
OG0008689	ASTEI20_030949	AFUN2_005972
OG0008690	ASTEI20_039398	AFUN2_007669
OG0008691	ASTEI20_042760	AFUN2_008116
OG0008692	ASTEI20_041655	AFUN2_009519
OG0008693	ASTEI20_035971	AFUN2_007712
OG0008694	ASTEI20_035241	AFUN2_002896
OG0008695	ASTEI20_036699	AFUN2_002130
OG0008696	ASTEI20_040626	AFUN2_012705
OG0008697	ASTEI20_031220	AFUN2_008761
OG0008698	ASTEI20_038680	AFUN2_003956
OG0008699	ASTEI20_033111	AFUN2_003075
OG0008700	ASTEI20_033370	AFUN2_002528
OG0008701	ASTEI20_043161	AFUN2_012344
OG0008702	ASTEI20_044955	AFUN2_013193
OG0008703	ASTEI20_045346	AFUN2_001943
OG0008704	ASTEI20_044868	AFUN2_008963
OG0008705	ASTEI20_036418	AFUN2_001271
OG0008706	ASTEI20_035864	AFUN2_004725
OG0008707	ASTEI20_043976	AFUN2_014162
OG0008708	ASTEI20_039563	AFUN2_006339
OG0008709	ASTEI20_037351	AFUN2_013265
OG0008710	ASTEI20_037606	AFUN2_004496
OG0008711	ASTEI20_040344	AFUN2_009407
OG0008713	ASTEI20_040906	AFUN2_013080
OG0008714	ASTEI20_034466	AFUN2_010025
OG0008715	ASTEI20_042745	AFUN2_007738
OG0008717	ASTEI20_037628	AFUN2_002874
OG0008718	ASTEI20_045945	AFUN2_008512
OG0008719	ASTEI20_031777	AFUN2_012197
OG0008720	ASTEI20_033079	AFUN2_008810
OG0008721	ASTEI20_038875	AFUN2_013953
OG0008722	ASTEI20_036646	AFUN2_010232
OG0008723	ASTEI20_045223	AFUN2_014749
OG0008724	ASTEI20_031283	AFUN2_007319
OG0008725	ASTEI20_034522	AFUN2_011986
OG0008726	ASTEI20_035339	AFUN2_005933
OG0008727	ASTEI20_041008	AFUN2_010294
OG0008728	ASTEI20_045777	AFUN2_005350
OG0008729	ASTEI20_038282	AFUN2_000441
OG0008730	ASTEI20_032213	AFUN2_011851
OG0008731	ASTEI20_038721	AFUN2_004828
OG0008732	ASTEI20_033866	AFUN2_009696
OG0008733	ASTEI20_036527	AFUN2_003807
OG0008734	ASTEI20_045573	AFUN2_012096
OG0008735	ASTEI20_032682	AFUN2_005407
OG0008736	ASTEI20_035426	AFUN2_013194
OG0008737	ASTEI20_032186	AFUN2_003509
OG0008738	ASTEI20_043764	AFUN2_007516
OG0008739	ASTEI20_032880	AFUN2_013275
OG0008740	ASTEI20_044358	AFUN2_007288
OG0008741	ASTEI20_043011	AFUN2_013674
OG0008742	ASTEI20_033554	AFUN2_005803
OG0008743	ASTEI20_033685	AFUN2_012629
OG0008744	ASTEI20_045959	AFUN2_011877
OG0008745	ASTEI20_042794	AFUN2_012969
OG0008746	ASTEI20_034943	AFUN2_014448
OG0008747	ASTEI20_040443	AFUN2_012771
OG0008748	ASTEI20_035458	AFUN2_014443
OG0008749	ASTEI20_036065	AFUN2_000605
OG0008750	ASTEI20_043138	AFUN2_008418
OG0008751	ASTEI20_039462	AFUN2_000869
OG0008752	ASTEI20_039225	AFUN2_007388
OG0008753	ASTEI20_036966	AFUN2_006587
OG0008754	ASTEI20_036650	AFUN2_010569
OG0008755	ASTEI20_033558	AFUN2_008419
OG0008756	ASTEI20_041715	AFUN2_014195
OG0008757	ASTEI20_045710	AFUN2_012546
OG0008758	ASTEI20_031804	AFUN2_005595
OG0008759	ASTEI20_031940	AFUN2_009511
OG0008760	ASTEI20_039879	AFUN2_002098
OG0008761	ASTEI20_037445	AFUN2_002026
OG0008762	ASTEI20_040272	AFUN2_007704
OG0008763	ASTEI20_044197	AFUN2_000332
OG0008764	ASTEI20_032813	AFUN2_013093
OG0008765	ASTEI20_031423	AFUN2_002428
OG0008766	ASTEI20_044153	AFUN2_007158
OG0008767	ASTEI20_042409	AFUN2_003120
OG0008768	ASTEI20_041870	AFUN2_010481
OG0008769	ASTEI20_041688	AFUN2_000467
OG0008770	ASTEI20_040643	AFUN2_010272
OG0008771	ASTEI20_032605	AFUN2_005363
OG0008772	ASTEI20_043341	AFUN2_006149
OG0008773	ASTEI20_041225	AFUN2_001604
OG0008774	ASTEI20_033054	AFUN2_003929
OG0008775	ASTEI20_041938	AFUN2_009464
OG0008776	ASTEI20_031660	AFUN2_001133
OG0008777	ASTEI20_038132	AFUN2_010817
OG0008778	ASTEI20_041169	AFUN2_010708
OG0008779	ASTEI20_042590	AFUN2_013134
OG0008780	ASTEI20_033746	AFUN2_006954
OG0008781	ASTEI20_043221	AFUN2_009156
OG0008782	ASTEI20_043938	AFUN2_010126
OG0008783	ASTEI20_045320	AFUN2_011136
OG0008784	ASTEI20_035285	AFUN2_003470
OG0008785	ASTEI20_039425	AFUN2_007493
OG0008786	ASTEI20_040985	AFUN2_006328
OG0008787	ASTEI20_031664	AFUN2_007937
OG0008788	ASTEI20_036022	AFUN2_011372
OG0008789	ASTEI20_034863	AFUN2_011317
OG0008790	ASTEI20_045708	AFUN2_011485
OG0008791	ASTEI20_030948	AFUN2_011834
OG0008792	ASTEI20_039034	AFUN2_005569
OG0008793	ASTEI20_043497	AFUN2_011440
OG0008794	ASTEI20_045709	AFUN2_000529
OG0008795	ASTEI20_033342	AFUN2_012809
OG0008796	ASTEI20_031115, ASTEI20_043573	AFUN2_011805
OG0008797	ASTEI20_034684	AFUN2_013204
OG0008798	ASTEI20_039642	AFUN2_003540
OG0008799	ASTEI20_042152	AFUN2_006983
OG0008800	ASTEI20_041945	AFUN2_005889
OG0008801	ASTEI20_040012	AFUN2_008681
OG0008802	ASTEI20_037012	AFUN2_001430
OG0008803	ASTEI20_034358	AFUN2_009071
OG0008804	ASTEI20_036820	AFUN2_000982
OG0008805	ASTEI20_032724	AFUN2_003627
OG0008807	ASTEI20_045572	AFUN2_002687
OG0008808	ASTEI20_038288	AFUN2_005185
OG0008809	ASTEI20_041530	AFUN2_011381
OG0008810	ASTEI20_036950	AFUN2_009690
OG0008811	ASTEI20_035447	AFUN2_006727
OG0008812	ASTEI20_035227	AFUN2_010020
OG0008813	ASTEI20_039819	AFUN2_006237
OG0008814	ASTEI20_040600	AFUN2_005839
OG0008815	ASTEI20_039572	AFUN2_010562
OG0008816	ASTEI20_045213	AFUN2_001792
OG0008817	ASTEI20_037195	AFUN2_008332
OG0008818	ASTEI20_041552	AFUN2_014454
OG0008819	ASTEI20_033592	AFUN2_007654
OG0008820	ASTEI20_039136	AFUN2_002402
OG0008821	ASTEI20_039911	AFUN2_013013
OG0008822	ASTEI20_034960	AFUN2_000338
OG0008823	ASTEI20_044719	AFUN2_007417
OG0008824	ASTEI20_033351	AFUN2_014609
OG0008825	ASTEI20_035716	AFUN2_012074
OG0008826	ASTEI20_031171	AFUN2_001567
OG0008827	ASTEI20_040569	AFUN2_001972
OG0008828	ASTEI20_031760	AFUN2_013673
OG0008829	ASTEI20_034234	AFUN2_001946
OG0008830	ASTEI20_032899	AFUN2_013855
OG0008831	ASTEI20_035202	AFUN2_013766
OG0008832	ASTEI20_038471	AFUN2_005988
OG0008834	ASTEI20_031446	AFUN2_005554
OG0008835	ASTEI20_033323	AFUN2_009490
OG0008836	ASTEI20_039541	AFUN2_002074
OG0008837	ASTEI20_045028	AFUN2_010429
OG0008838	ASTEI20_031433	AFUN2_004075
OG0008840	ASTEI20_034973	AFUN2_012236
OG0008841	ASTEI20_032829	AFUN2_011694
OG0008842	ASTEI20_031302	AFUN2_012715
OG0008843	ASTEI20_045048	AFUN2_007278
OG0008844	ASTEI20_036154	AFUN2_011598
OG0008845	ASTEI20_035428	AFUN2_003412
OG0008846	ASTEI20_035577	AFUN2_004035
OG0008847	ASTEI20_044733	AFUN2_013316
OG0008848	ASTEI20_034148	AFUN2_006556
OG0008849	ASTEI20_036838	AFUN2_001482
OG0008850	ASTEI20_040016	AFUN2_006448
OG0008851	ASTEI20_039222	AFUN2_000556
OG0008852	ASTEI20_042031	AFUN2_013683
OG0008853	ASTEI20_039355	AFUN2_009697
OG0008854	ASTEI20_034144	AFUN2_005253
OG0008855	ASTEI20_031354	AFUN2_006356
OG0008856	ASTEI20_033674	AFUN2_002706
OG0008857	ASTEI20_042156	AFUN2_012728
OG0008858	ASTEI20_039139	AFUN2_006598, AFUN2_007022
OG0008859	ASTEI20_045754	AFUN2_007240
OG0008860	ASTEI20_042143	AFUN2_007811
OG0008861	ASTEI20_038478	AFUN2_001286
OG0008862	ASTEI20_031261	AFUN2_013456
OG0008863	ASTEI20_042298	AFUN2_010794
OG0008864	ASTEI20_040994	AFUN2_005730
OG0008865	ASTEI20_030801	AFUN2_002506
OG0008866	ASTEI20_036773	AFUN2_002705
OG0008867	ASTEI20_034515	AFUN2_006873
OG0008868	ASTEI20_045214	AFUN2_003666
OG0008869	ASTEI20_038285	AFUN2_002997
OG0008870	ASTEI20_043638	AFUN2_006978
OG0008871	ASTEI20_040505	AFUN2_003940
OG0008872	ASTEI20_031948	AFUN2_002971
OG0008873	ASTEI20_045252	AFUN2_006542
OG0008874	ASTEI20_035449	AFUN2_007906
OG0008875	ASTEI20_044654	AFUN2_001442
OG0008876	ASTEI20_036014	AFUN2_007997
OG0008877	ASTEI20_039264	AFUN2_003193
OG0008878	ASTEI20_040327	AFUN2_011165
OG0008879	ASTEI20_038583	AFUN2_002195
OG0008880	ASTEI20_031427	AFUN2_005090
OG0008881	ASTEI20_036608	AFUN2_009400
OG0008882	ASTEI20_033377	AFUN2_012674
OG0008883	ASTEI20_038196	AFUN2_011061
OG0008884	ASTEI20_037108	AFUN2_008941
OG0008885	ASTEI20_031319	AFUN2_003100
OG0008886	ASTEI20_041771	AFUN2_002224
OG0008887	ASTEI20_041331	AFUN2_006621
OG0008888	ASTEI20_043540	AFUN2_011139
OG0008889	ASTEI20_034520	AFUN2_006508
OG0008890	ASTEI20_045769	AFUN2_001163
OG0008891	ASTEI20_037640	AFUN2_007399
OG0008892	ASTEI20_036097	AFUN2_008814
OG0008893	ASTEI20_033221	AFUN2_004825
OG0008894	ASTEI20_037483	AFUN2_009931
OG0008895	ASTEI20_041304	AFUN2_002694
OG0008896	ASTEI20_035969	AFUN2_001769
OG0008897	ASTEI20_034421	AFUN2_003849
OG0008900	ASTEI20_044861	AFUN2_008171
OG0008901	ASTEI20_034027	AFUN2_010526
OG0008902	ASTEI20_034107	AFUN2_009039
OG0008903	ASTEI20_032463	AFUN2_004030
OG0008904	ASTEI20_044225	AFUN2_009355
OG0008905	ASTEI20_039417	AFUN2_013044
OG0008906	ASTEI20_039583	AFUN2_006897
OG0008907	ASTEI20_033450	AFUN2_011014
OG0008908	ASTEI20_037140	AFUN2_003554
OG0008909	ASTEI20_033763	AFUN2_011882
OG0008910	ASTEI20_042094	AFUN2_000773
OG0008911	ASTEI20_034769	AFUN2_014617
OG0008912	ASTEI20_035009	AFUN2_013577
OG0008913	ASTEI20_045554	AFUN2_000898
OG0008914	ASTEI20_045579	AFUN2_004370
OG0008915	ASTEI20_038522	AFUN2_010857
OG0008916	ASTEI20_037684	AFUN2_010654
OG0008917	ASTEI20_039940	AFUN2_009884
OG0008918	ASTEI20_034622	AFUN2_005604
OG0008919	ASTEI20_035176	AFUN2_003369
OG0008920	ASTEI20_040591	AFUN2_007783
OG0008921	ASTEI20_042281	AFUN2_010495
OG0008922	ASTEI20_038962	AFUN2_011428
OG0008923	ASTEI20_044538	AFUN2_009275
OG0008924	ASTEI20_032220	AFUN2_001612
OG0008925	ASTEI20_041040	AFUN2_009339
OG0008926	ASTEI20_044500	AFUN2_010064
OG0008927	ASTEI20_032309	AFUN2_011632
OG0008928	ASTEI20_037516	AFUN2_003624
OG0008929	ASTEI20_041753	AFUN2_007047
OG0008931	ASTEI20_044891	AFUN2_011308
OG0008932	ASTEI20_035396	AFUN2_000376
OG0008933	ASTEI20_040391	AFUN2_005261
OG0008934	ASTEI20_045407	AFUN2_012301
OG0008935	ASTEI20_031597, ASTEI20_040826	AFUN2_000551
OG0008936	ASTEI20_036449	AFUN2_009306
OG0008937	ASTEI20_034845	AFUN2_012827
OG0008938	ASTEI20_034284	AFUN2_004601
OG0008939	ASTEI20_042157	AFUN2_010988
OG0008940	ASTEI20_037459	AFUN2_004981
OG0008941	ASTEI20_034524	AFUN2_003538
OG0008942	ASTEI20_045005	AFUN2_001295
OG0008943	ASTEI20_031899	AFUN2_009745
OG0008944	ASTEI20_043785	AFUN2_010512
OG0008945	ASTEI20_044378	AFUN2_007486
OG0008946	ASTEI20_042126	AFUN2_000819
OG0008947	ASTEI20_038743	AFUN2_002333
OG0008948	ASTEI20_040128	AFUN2_001938
OG0008949	ASTEI20_036149	AFUN2_013680
OG0008950	ASTEI20_035710	AFUN2_005679
OG0008951	ASTEI20_030953	AFUN2_012578
OG0008952	ASTEI20_036548	AFUN2_000394
OG0008953	ASTEI20_040373	AFUN2_012169
OG0008954	ASTEI20_037701	AFUN2_007303
OG0008955	ASTEI20_040010	AFUN2_001170
OG0008956	ASTEI20_044270	AFUN2_004650
OG0008957	ASTEI20_042503	AFUN2_001671
OG0008958	ASTEI20_044696	AFUN2_004220
OG0008959	ASTEI20_035919	AFUN2_004505
OG0008961	ASTEI20_033924	AFUN2_010203
OG0008962	ASTEI20_045829, ASTEI20_040763	AFUN2_014135
OG0008963	ASTEI20_042650	AFUN2_013516
OG0008964	ASTEI20_035831	AFUN2_011968
OG0008965	ASTEI20_035567	AFUN2_014274
OG0008966	ASTEI20_044439	AFUN2_010007
OG0008967	ASTEI20_038101	AFUN2_009963
OG0008968	ASTEI20_043407	AFUN2_007041
OG0008969	ASTEI20_032259	AFUN2_014426
OG0008970	ASTEI20_037090	AFUN2_014724
OG0008971	ASTEI20_040106	AFUN2_011115
OG0008972	ASTEI20_032931	AFUN2_005097
OG0008973	ASTEI20_040232	AFUN2_014198
OG0008974	ASTEI20_042833	AFUN2_013641
OG0008975	ASTEI20_043772	AFUN2_009103
OG0008976	ASTEI20_035690	AFUN2_008702
OG0008977	ASTEI20_039026	AFUN2_009937
OG0008978	ASTEI20_044265	AFUN2_006826
OG0008979	ASTEI20_038985	AFUN2_001673
OG0008980	ASTEI20_041619	AFUN2_010390
OG0008982	ASTEI20_038651	AFUN2_007826
OG0008983	ASTEI20_038194	AFUN2_013776
OG0008984	ASTEI20_034035	AFUN2_002751
OG0008985	ASTEI20_032140	AFUN2_011742
OG0008986	ASTEI20_032108	AFUN2_003089
OG0008987	ASTEI20_044990	AFUN2_007099
OG0008988	ASTEI20_041557	AFUN2_008601
OG0008989	ASTEI20_031287	AFUN2_005922
OG0008990	ASTEI20_043489	AFUN2_001116
OG0008991	ASTEI20_033624	AFUN2_013724
OG0008992	ASTEI20_037271	AFUN2_009220
OG0008993	ASTEI20_036756	AFUN2_013876
OG0008994	ASTEI20_043450	AFUN2_010386
OG0008995	ASTEI20_043072	AFUN2_001145
OG0008996	ASTEI20_037786	AFUN2_007809
OG0008997	ASTEI20_031931	AFUN2_001137
OG0008998	ASTEI20_031933	AFUN2_012032
OG0008999	ASTEI20_044069	AFUN2_001509
OG0009000	ASTEI20_039711	AFUN2_011422
OG0009002	ASTEI20_041780	AFUN2_010989
OG0009003	ASTEI20_038964	AFUN2_009489
OG0009004	ASTEI20_043511	AFUN2_011445
OG0009005	ASTEI20_044315	AFUN2_001156
OG0009006	ASTEI20_038797	AFUN2_012302
OG0009007	ASTEI20_035315	AFUN2_011564
OG0009008	ASTEI20_034530	AFUN2_007324
OG0009009	ASTEI20_040862	AFUN2_011415
OG0009010	ASTEI20_036436	AFUN2_006066
OG0009011	ASTEI20_045187	AFUN2_004705
OG0009012	ASTEI20_042963	AFUN2_012934
OG0009013	ASTEI20_031282	AFUN2_004649
OG0009014	ASTEI20_037137	AFUN2_011404
OG0009015	ASTEI20_037394	AFUN2_001224
OG0009016	ASTEI20_034782	AFUN2_006454
OG0009017	ASTEI20_034404	AFUN2_014523
OG0009018	ASTEI20_031127	AFUN2_009009
OG0009019	ASTEI20_031067	AFUN2_009943
OG0009020	ASTEI20_036894	AFUN2_003472
OG0009021	ASTEI20_034250	AFUN2_010109
OG0009022	ASTEI20_045314	AFUN2_013476
OG0009023	ASTEI20_043098	AFUN2_014793
OG0009024	ASTEI20_041272	AFUN2_005947
OG0009025	ASTEI20_041126	AFUN2_000405
OG0009026	ASTEI20_035116	AFUN2_014578
OG0009027	ASTEI20_034143	AFUN2_003779
OG0009028	ASTEI20_036603	AFUN2_003913
OG0009029	ASTEI20_039596	AFUN2_009217
OG0009030	ASTEI20_042085	AFUN2_010640
OG0009031	ASTEI20_034876	AFUN2_009952
OG0009032	ASTEI20_037601	AFUN2_012704
OG0009033	ASTEI20_040470	AFUN2_013072
OG0009034	ASTEI20_042278	AFUN2_005440
OG0009035	ASTEI20_032841	AFUN2_004429
OG0009036	ASTEI20_040450	AFUN2_004776
OG0009037	ASTEI20_043694	AFUN2_003932
OG0009038	ASTEI20_044019	AFUN2_007103
OG0009039	ASTEI20_042239	AFUN2_003230
OG0009040	ASTEI20_033102	AFUN2_003173
OG0009041	ASTEI20_041293	AFUN2_013581
OG0009042	ASTEI20_044753	AFUN2_009206
OG0009043	ASTEI20_045631	AFUN2_011490
OG0009044	ASTEI20_036272	AFUN2_003275
OG0009045	ASTEI20_042930	AFUN2_009099
OG0009046	ASTEI20_033583	AFUN2_003975
OG0009047	ASTEI20_033059	AFUN2_011249
OG0009048	ASTEI20_045437	AFUN2_004293
OG0009049	ASTEI20_037189	AFUN2_000878
OG0009050	ASTEI20_039756	AFUN2_004731
OG0009051	ASTEI20_043596	AFUN2_007922
OG0009052	ASTEI20_041784	AFUN2_004225
OG0009053	ASTEI20_038553	AFUN2_006187
OG0009054	ASTEI20_043485	AFUN2_007796
OG0009055	ASTEI20_037792	AFUN2_008403
OG0009057	ASTEI20_042829	AFUN2_003495
OG0009058	ASTEI20_043027	AFUN2_010522
OG0009059	ASTEI20_037593	AFUN2_007546
OG0009060	ASTEI20_040075	AFUN2_009003
OG0009061	ASTEI20_038334	AFUN2_004636
OG0009062	ASTEI20_039560	AFUN2_011540
OG0009063	ASTEI20_043558	AFUN2_005150
OG0009064	ASTEI20_038204	AFUN2_012588
OG0009065	ASTEI20_044509	AFUN2_000925
OG0009066	ASTEI20_041436	AFUN2_005207
OG0009067	ASTEI20_034720	AFUN2_014249
OG0009068	ASTEI20_045312	AFUN2_005999
OG0009070	ASTEI20_044634	AFUN2_001157
OG0009072	ASTEI20_036282	AFUN2_008374
OG0009073	ASTEI20_035044	AFUN2_004598
OG0009074	ASTEI20_031363	AFUN2_006997
OG0009075	ASTEI20_031516	AFUN2_007637
OG0009076	ASTEI20_031928	AFUN2_004149
OG0009077	ASTEI20_036785	AFUN2_011845
OG0009078	ASTEI20_039736	AFUN2_002216
OG0009079	ASTEI20_031494	AFUN2_014308
OG0009080	ASTEI20_043879	AFUN2_014365
OG0009083	ASTEI20_046109	AFUN2_004581
OG0009084	ASTEI20_032869	AFUN2_007062
OG0009086	ASTEI20_040273	AFUN2_007873
OG0009087	ASTEI20_045368	AFUN2_012256
OG0009088	ASTEI20_045689	AFUN2_009772
OG0009089	ASTEI20_031457	AFUN2_013010
OG0009090	ASTEI20_037268	AFUN2_003981
OG0009091	ASTEI20_041507	AFUN2_012362
OG0009092	ASTEI20_038650	AFUN2_001005
OG0009093	ASTEI20_035686	AFUN2_002050
OG0009094	ASTEI20_044915	AFUN2_006485
OG0009095	ASTEI20_038926	AFUN2_005395
OG0009096	ASTEI20_044676	AFUN2_010334
OG0009097	ASTEI20_044878	AFUN2_010402
OG0009098	ASTEI20_040120	AFUN2_007641
OG0009099	ASTEI20_039152	AFUN2_009145
OG0009100	ASTEI20_041439	AFUN2_002018
OG0009101	ASTEI20_042965	AFUN2_000872
OG0009102	ASTEI20_038966	AFUN2_010750
OG0009103	ASTEI20_033742	AFUN2_002209
OG0009104	ASTEI20_033879	AFUN2_002821
OG0009105	ASTEI20_037040	AFUN2_004770
OG0009106	ASTEI20_042462	AFUN2_011083
OG0009107	ASTEI20_044908	AFUN2_002032
OG0009108	ASTEI20_044967	AFUN2_010257
OG0009109	ASTEI20_043650	AFUN2_004785
OG0009110	ASTEI20_040325	AFUN2_002917
OG0009111	ASTEI20_033008	AFUN2_012275
OG0009112	ASTEI20_035856	AFUN2_008272
OG0009113	ASTEI20_045653	AFUN2_005082
OG0009115	ASTEI20_043972	AFUN2_004659
OG0009118	ASTEI20_044876	AFUN2_003700
OG0009119	ASTEI20_042662	AFUN2_009629
OG0009120	ASTEI20_039847	AFUN2_010089
OG0009121	ASTEI20_037064	AFUN2_012927
OG0009122	ASTEI20_032644	AFUN2_009773
OG0009123	ASTEI20_037815	AFUN2_007211
OG0009124	ASTEI20_037649	AFUN2_003952
OG0009125	ASTEI20_040490	AFUN2_006610
OG0009126	ASTEI20_040567	AFUN2_014287
OG0009127	ASTEI20_032413	AFUN2_014150
OG0009128	ASTEI20_045873	AFUN2_007861
OG0009129	ASTEI20_035323	AFUN2_005541
OG0009130	ASTEI20_042713	AFUN2_004513
OG0009131	ASTEI20_036536	AFUN2_013949
OG0009132	ASTEI20_035535	AFUN2_013557
OG0009134	ASTEI20_038996	AFUN2_005389
OG0009135	ASTEI20_031961	AFUN2_002608
OG0009136	ASTEI20_044750	AFUN2_011644
OG0009137	ASTEI20_040532	AFUN2_003949
OG0009138	ASTEI20_041672	AFUN2_013924
OG0009139	ASTEI20_040469	AFUN2_006478
OG0009140	ASTEI20_039780	AFUN2_014259
OG0009141	ASTEI20_043334	AFUN2_005761
OG0009142	ASTEI20_034744	AFUN2_004200
OG0009143	ASTEI20_040874	AFUN2_006432
OG0009144	ASTEI20_037096	AFUN2_011569
OG0009145	ASTEI20_046003	AFUN2_001651
OG0009146	ASTEI20_045035	AFUN2_001638
OG0009147	ASTEI20_044828	AFUN2_006025
OG0009148	ASTEI20_040127	AFUN2_009127
OG0009149	ASTEI20_040892	AFUN2_010398
OG0009150	ASTEI20_031201	AFUN2_001416
OG0009153	ASTEI20_044132	AFUN2_000404
OG0009154	ASTEI20_036306	AFUN2_013318
OG0009155	ASTEI20_042815	AFUN2_013569
OG0009156	ASTEI20_031228	AFUN2_005851
OG0009157	ASTEI20_037147	AFUN2_003347
OG0009158	ASTEI20_031607	AFUN2_003845
OG0009159	ASTEI20_044746	AFUN2_003528
OG0009160	ASTEI20_040529	AFUN2_007681
OG0009161	ASTEI20_038844	AFUN2_003928
OG0009162	ASTEI20_044928	AFUN2_009060
OG0009163	ASTEI20_034874	AFUN2_000479
OG0009164	ASTEI20_039061	AFUN2_000766
OG0009165	ASTEI20_035408	AFUN2_004750
OG0009166	ASTEI20_031091	AFUN2_012380
OG0009167	ASTEI20_034536	AFUN2_009369
OG0009168	ASTEI20_045577	AFUN2_012507
OG0009169	ASTEI20_044729	AFUN2_006677
OG0009170	ASTEI20_031733	AFUN2_006046
OG0009171	ASTEI20_039564	AFUN2_010599
OG0009172	ASTEI20_040782	AFUN2_004786
OG0009173	ASTEI20_044174	AFUN2_000585
OG0009174	ASTEI20_042858	AFUN2_010271
OG0009176	ASTEI20_045671	AFUN2_007549
OG0009177	ASTEI20_040389	AFUN2_010426
OG0009178	ASTEI20_036754	AFUN2_014110
OG0009179	ASTEI20_031686	AFUN2_009105
OG0009180	ASTEI20_041162	AFUN2_006969
OG0009182	ASTEI20_044843	AFUN2_010464
OG0009183	ASTEI20_035784	AFUN2_010548
OG0009184	ASTEI20_034389	AFUN2_000439
OG0009185	ASTEI20_045956	AFUN2_005866
OG0009186	ASTEI20_032521	AFUN2_002900
OG0009187	ASTEI20_046021	AFUN2_001773
OG0009188	ASTEI20_043884	AFUN2_010263
OG0009189	ASTEI20_034615	AFUN2_013137
OG0009190	ASTEI20_044636	AFUN2_002812
OG0009191	ASTEI20_039053	AFUN2_003600
OG0009193	ASTEI20_035303	AFUN2_005186
OG0009194	ASTEI20_041009	AFUN2_008387
OG0009195	ASTEI20_038095	AFUN2_007478, AFUN2_011919, AFUN2_001737
OG0009196	ASTEI20_031224	AFUN2_003583
OG0009197	ASTEI20_032433	AFUN2_009047
OG0009198	ASTEI20_041937	AFUN2_001366
OG0009199	ASTEI20_037945	AFUN2_008057
OG0009200	ASTEI20_038780	AFUN2_003394
OG0009201	ASTEI20_043077	AFUN2_013347
OG0009202	ASTEI20_036480	AFUN2_001584
OG0009203	ASTEI20_034605	AFUN2_012524
OG0009204	ASTEI20_040598	AFUN2_008014
OG0009205	ASTEI20_034029	AFUN2_004477
OG0009206	ASTEI20_033804	AFUN2_001297
OG0009207	ASTEI20_040640	AFUN2_002267
OG0009208	ASTEI20_034477	AFUN2_011137
OG0009209	ASTEI20_038304	AFUN2_003934
OG0009210	ASTEI20_045283, ASTEI20_037763	AFUN2_009898
OG0009211	ASTEI20_032007	AFUN2_008994
OG0009212	ASTEI20_041801	AFUN2_010084
OG0009213	ASTEI20_044557	AFUN2_005014
OG0009214	ASTEI20_036140	AFUN2_004615
OG0009215	ASTEI20_035342	AFUN2_004721
OG0009216	ASTEI20_037297	AFUN2_010378
OG0009217	ASTEI20_033451	AFUN2_014758
OG0009218	ASTEI20_033036	AFUN2_014186
OG0009219	ASTEI20_035611	AFUN2_010387
OG0009221	ASTEI20_033429	AFUN2_009775, AFUN2_002650
OG0009222	ASTEI20_038012	AFUN2_001590
OG0009223	ASTEI20_041150	AFUN2_011595
OG0009224	ASTEI20_045247	AFUN2_008573
OG0009225	ASTEI20_044545	AFUN2_013426
OG0009226	ASTEI20_041464	AFUN2_011781
OG0009227	ASTEI20_044633	AFUN2_009274
OG0009228	ASTEI20_036673	AFUN2_006904
OG0009229	ASTEI20_032317	AFUN2_011778
OG0009230	ASTEI20_041596	AFUN2_003219
OG0009231	ASTEI20_043547	AFUN2_008068
OG0009232	ASTEI20_042635	AFUN2_002732
OG0009233	ASTEI20_040631	AFUN2_010244
OG0009234	ASTEI20_033044	AFUN2_014446
OG0009235	ASTEI20_037273	AFUN2_013401
OG0009236	ASTEI20_039094	AFUN2_010992
OG0009237	ASTEI20_042466	AFUN2_011977
OG0009238	ASTEI20_040082	AFUN2_005274
OG0009239	ASTEI20_033260	AFUN2_004890
OG0009240	ASTEI20_039242	AFUN2_005244
OG0009241	ASTEI20_038900	AFUN2_006199
OG0009243	ASTEI20_044996	AFUN2_006981
OG0009244	ASTEI20_040461	AFUN2_008749
OG0009245	ASTEI20_045113	AFUN2_013266
OG0009246	ASTEI20_034074	AFUN2_000673
OG0009247	ASTEI20_030806	AFUN2_003980
OG0009248	ASTEI20_039717	AFUN2_003216
OG0009249	ASTEI20_044394	AFUN2_009264
OG0009251	ASTEI20_034167	AFUN2_001284
OG0009252	ASTEI20_035876	AFUN2_009142
OG0009253	ASTEI20_042690	AFUN2_007885
OG0009254	ASTEI20_042948	AFUN2_008850
OG0009257	ASTEI20_045601	AFUN2_007733
OG0009258	ASTEI20_032498	AFUN2_012689
OG0009259	ASTEI20_033931	AFUN2_005755
OG0009260	ASTEI20_035288, ASTEI20_035974	AFUN2_010614
OG0009261	ASTEI20_043099	AFUN2_014307
OG0009262	ASTEI20_032597	AFUN2_011909
OG0009263	ASTEI20_043058	AFUN2_012870
OG0009264	ASTEI20_037190	AFUN2_003387
OG0009265	ASTEI20_035640	AFUN2_007363
OG0009266	ASTEI20_041854	AFUN2_008719
OG0009267	ASTEI20_043947	AFUN2_010805
OG0009268	ASTEI20_046111	AFUN2_004618
