Orthogroup	AstephensiUCISS2018	AgambiaePEST
OG0009104	ASTEI20_033879	AGAP000786
OG0009105	ASTEI20_037040	AGAP003712
OG0009106	ASTEI20_042462	AGAP013374
OG0009107	ASTEI20_044908	AGAP011973
OG0009108	ASTEI20_044967	AGAP028166
OG0009110	ASTEI20_040325	AGAP003748
OG0009111	ASTEI20_033008	AGAP001361
OG0009112	ASTEI20_035856	AGAP010222
OG0009113	ASTEI20_045653	AGAP028485
OG0009114	ASTEI20_045047	AGAP029187
OG0009115	ASTEI20_043972	AGAP013508
OG0009116	ASTEI20_032326	AGAP006706
OG0009118	ASTEI20_044876	AGAP009404, AGAP028209
OG0009119	ASTEI20_042662	AGAP002379
OG0009120	ASTEI20_039847	AGAP005793
OG0009121	ASTEI20_037064	AGAP005093
OG0009122	ASTEI20_032644	AGAP010416
OG0009123	ASTEI20_037815	AGAP008833
OG0009124	ASTEI20_037649	AGAP008397
OG0009125	ASTEI20_040490	AGAP029621
OG0009126	ASTEI20_040567	AGAP028400
OG0009127	ASTEI20_032413	AGAP006701
OG0009128	ASTEI20_045873	AGAP002741
OG0009129	ASTEI20_035323	AGAP029439
OG0009130	ASTEI20_042713	AGAP009759
OG0009131	ASTEI20_036536	AGAP009789
OG0009132	ASTEI20_035535	AGAP008937
OG0009134	ASTEI20_038996	AGAP004000
OG0009135	ASTEI20_031961	AGAP006267
OG0009136	ASTEI20_044750	AGAP000369
OG0009137	ASTEI20_040532	AGAP000345
OG0009138	ASTEI20_041672	AGAP000535
OG0009139	ASTEI20_040469	AGAP000996
OG0009140	ASTEI20_039780	AGAP004714
OG0009141	ASTEI20_043334	AGAP002880
OG0009142	ASTEI20_034744	AGAP005859
OG0009143	ASTEI20_040874	AGAP004879
OG0009144	ASTEI20_037096	AGAP005946
OG0009145	ASTEI20_046003	AGAP000759
OG0009146	ASTEI20_045035	AGAP002050
OG0009147	ASTEI20_044828	AGAP028473
OG0009148	ASTEI20_040127	AGAP001736
OG0009149	ASTEI20_040892	AGAP029087
OG0009150	ASTEI20_031201	AGAP013022
OG0009153	ASTEI20_044132	AGAP008314
OG0009154	ASTEI20_036306	AGAP006125
OG0009155	ASTEI20_042815	AGAP010413
OG0009156	ASTEI20_031228	AGAP029604
OG0009157	ASTEI20_037147	AGAP011771
OG0009158	ASTEI20_031607	AGAP000119
OG0009159	ASTEI20_044746	AGAP008977
OG0009160	ASTEI20_040529	AGAP004130
OG0009161	ASTEI20_038844	AGAP011935
OG0009162	ASTEI20_044928	AGAP004730
OG0009163	ASTEI20_034874	AGAP001322
OG0009164	ASTEI20_039061	AGAP011440
OG0009165	ASTEI20_035408	AGAP000457
OG0009166	ASTEI20_031091	AGAP005522
OG0009167	ASTEI20_034536	AGAP004831
OG0009168	ASTEI20_045577	AGAP010960
OG0009169	ASTEI20_044729	AGAP002321
OG0009170	ASTEI20_031733	AGAP008735
OG0009171	ASTEI20_039564	AGAP009641
OG0009172	ASTEI20_040782	AGAP004331
OG0009173	ASTEI20_044174	AGAP013343
OG0009174	ASTEI20_042858	AGAP007439
OG0009176	ASTEI20_045671	AGAP006480
OG0009177	ASTEI20_040389	AGAP001643
OG0009178	ASTEI20_036754	AGAP028438
OG0009179	ASTEI20_031686	AGAP002442
OG0009180	ASTEI20_041162	AGAP006871
OG0009182	ASTEI20_044843	AGAP006465
OG0009183	ASTEI20_035784	AGAP004787
OG0009184	ASTEI20_034389	AGAP029370
OG0009185	ASTEI20_045956	AGAP003241
OG0009186	ASTEI20_032521	AGAP002658
OG0009187	ASTEI20_046021	AGAP006470
OG0009188	ASTEI20_043884	AGAP008855
OG0009189	ASTEI20_034615	AGAP011681
OG0009190	ASTEI20_044636	AGAP009407
OG0009191	ASTEI20_039053	AGAP006947
OG0009192	ASTEI20_042396, ASTEI20_033896	AGAP002453
OG0009193	ASTEI20_035303	AGAP000382
OG0009194	ASTEI20_041009	AGAP009480
OG0009196	ASTEI20_031224	AGAP029583
OG0009197	ASTEI20_032433	AGAP006479
OG0009198	ASTEI20_041937	AGAP006259
OG0009199	ASTEI20_037945	AGAP007607
OG0009200	ASTEI20_038780	AGAP013184
OG0009201	ASTEI20_043077	AGAP004580
OG0009202	ASTEI20_036480	AGAP029360
OG0009203	ASTEI20_034605	AGAP028066
OG0009205	ASTEI20_034029	AGAP002852
OG0009206	ASTEI20_033804	AGAP006884
OG0009207	ASTEI20_040640	AGAP005525
OG0009208	ASTEI20_034477	AGAP012658, AGAP007283
OG0009209	ASTEI20_038304	AGAP006900
OG0009210	ASTEI20_045283, ASTEI20_037763	AGAP010576
OG0009211	ASTEI20_032007	AGAP012310
OG0009212	ASTEI20_041801	AGAP029056
OG0009213	ASTEI20_044557	AGAP002336
OG0009214	ASTEI20_036140	AGAP005805
OG0009216	ASTEI20_037297	AGAP008442
OG0009217	ASTEI20_033451	AGAP000728
OG0009218	ASTEI20_033036	AGAP028513
OG0009219	ASTEI20_035611	AGAP003001
OG0009221	ASTEI20_033429	AGAP010082, AGAP010085
OG0009222	ASTEI20_038012	AGAP000898
OG0009223	ASTEI20_041150	AGAP004397
OG0009224	ASTEI20_045247	AGAP001319
OG0009225	ASTEI20_044545	AGAP008745
OG0009226	ASTEI20_041464	AGAP001051
OG0009227	ASTEI20_044633	AGAP001225
OG0009228	ASTEI20_036673	AGAP008242
OG0009229	ASTEI20_032317	AGAP000888
OG0009230	ASTEI20_041596	AGAP003621
OG0009231	ASTEI20_043547	AGAP001008
OG0009232	ASTEI20_042635	AGAP001091
OG0009233	ASTEI20_040631	AGAP004036
OG0009234	ASTEI20_033044	AGAP002936
OG0009235	ASTEI20_037273	AGAP003313
OG0009236	ASTEI20_039094	AGAP028407
OG0009237	ASTEI20_042466	AGAP012863, AGAP010433
OG0009238	ASTEI20_040082	AGAP011524
OG0009239	ASTEI20_033260	AGAP010283
OG0009240	ASTEI20_039242	AGAP001998
OG0009241	ASTEI20_038900	AGAP010203
OG0009242	ASTEI20_038322	AGAP006773
OG0009243	ASTEI20_044996	AGAP007278
OG0009244	ASTEI20_040461	AGAP028543
OG0009245	ASTEI20_045113	AGAP001045
OG0009246	ASTEI20_034074	AGAP028130
OG0009247	ASTEI20_030806	AGAP013298
OG0009248	ASTEI20_039717	AGAP028586
OG0009249	ASTEI20_044394	AGAP028054
OG0009251	ASTEI20_034167	AGAP011884
OG0009252	ASTEI20_035876	AGAP011836
OG0009253	ASTEI20_042690	AGAP013446
OG0009254	ASTEI20_042948	AGAP003994
OG0009257	ASTEI20_045601	AGAP003492
OG0009258	ASTEI20_032498	AGAP012975
OG0009259	ASTEI20_033931	AGAP003418
OG0009260	ASTEI20_035288, ASTEI20_035974	AGAP029107
OG0009261	ASTEI20_043099	AGAP013445
OG0009262	ASTEI20_032597	AGAP000205
OG0009263	ASTEI20_043058	AGAP028210
OG0009264	ASTEI20_037190	AGAP002378
OG0009265	ASTEI20_035640	AGAP004665
OG0009266	ASTEI20_041854	AGAP013413
OG0009267	ASTEI20_043947	AGAP000303
OG0009268	ASTEI20_046111	AGAP000156
OG0009269	ASTEI20_042751	AGAP005005
OG0009270	ASTEI20_034405	AGAP028111
OG0009271	ASTEI20_032356	AGAP003329
OG0009273	ASTEI20_043281	AGAP005138
OG0009274	ASTEI20_044679	AGAP010302
OG0009275	ASTEI20_036597	AGAP004440
OG0009276	ASTEI20_035524	AGAP028573
OG0009277	ASTEI20_044639, ASTEI20_040609	AGAP013339
OG0009279	ASTEI20_044180	AGAP001735
OG0009280	ASTEI20_040328	AGAP028129
OG0009281	ASTEI20_037239	AGAP000687
OG0009282	ASTEI20_031089	AGAP000882
OG0009283	ASTEI20_044436	AGAP029058
OG0009284	ASTEI20_032998	AGAP006242
OG0009285	ASTEI20_033004	AGAP029673
OG0009286	ASTEI20_041182	AGAP007256
OG0009287	ASTEI20_031181	AGAP002981
OG0009288	ASTEI20_034267	AGAP001493
OG0009289	ASTEI20_043262	AGAP013309
OG0009290	ASTEI20_035455	AGAP003108
OG0009291	ASTEI20_038585	AGAP003933
OG0009292	ASTEI20_033190	AGAP013145
OG0009293	ASTEI20_039784	AGAP006748
OG0009294	ASTEI20_043974	AGAP029402
OG0009295	ASTEI20_036130	AGAP011118
OG0009296	ASTEI20_042634	AGAP013506
OG0009297	ASTEI20_034920	AGAP006471
OG0009298	ASTEI20_046178	AGAP029293
OG0009299	ASTEI20_039930	AGAP001873
OG0009300	ASTEI20_033360	AGAP009661
OG0009301	ASTEI20_035461	AGAP008961
OG0009302	ASTEI20_040045	AGAP007107
OG0009305	ASTEI20_039630	AGAP009324
OG0009306	ASTEI20_034476	AGAP001790
OG0009307	ASTEI20_043583	AGAP011704
OG0009308	ASTEI20_044327	AGAP028651, AGAP010263
OG0009309	ASTEI20_046065	AGAP007483
OG0009311	ASTEI20_041549	AGAP003123
OG0009313	ASTEI20_036612	AGAP000657
OG0009314	ASTEI20_045814, ASTEI20_039468	AGAP005340
OG0009315	ASTEI20_036732	AGAP002633
OG0009316	ASTEI20_037791	AGAP004191
OG0009317	ASTEI20_036071	AGAP005192
OG0009319	ASTEI20_039272	AGAP005073
OG0009320	ASTEI20_030837	AGAP003847
OG0009323	ASTEI20_045969	AGAP007066
OG0009325	ASTEI20_036976	AGAP001474
OG0009326	ASTEI20_043408	AGAP007584
OG0009327	ASTEI20_040306, ASTEI20_033050	AGAP007703
OG0009328	ASTEI20_037970	AGAP013430
OG0009334	ASTEI20_037373	AGAP013435
OG0009336	ASTEI20_034962	AGAP002642
OG0009337	ASTEI20_033627	AGAP000316
OG0009342	ASTEI20_034819, ASTEI20_036472	AGAP002484
OG0009343	ASTEI20_034113	AGAP029935
OG0009353	ASTEI20_046046	AGAP011619
OG0009354	ASTEI20_045681, ASTEI20_036588	AGAP011955
OG0009355	ASTEI20_041513	AGAP000854
OG0009356	ASTEI20_040350	AGAP010856
OG0009356	ASTEI20_043291	AGAP029611
OG0009359	ASTEI20_035052	AGAP006348
OG0009360	ASTEI20_037328, ASTEI20_040873	AGAP005457, AGAP005458
OG0009361	ASTEI20_036356	AGAP013751, AGAP013743
OG0009363	ASTEI20_035752	AGAP028566, AGAP028567
OG0009364	ASTEI20_033608	AGAP009855
OG0009365	ASTEI20_042952, ASTEI20_043699	AGAP008139, AGAP008140, AGAP013729
OG0009366	ASTEI20_033946	AGAP006525
OG0009366	ASTEI20_041158	AGAP006524
OG0009367	ASTEI20_033786	AGAP029923
OG0009368	ASTEI20_035508	AGAP002863
OG0009369	ASTEI20_038850, ASTEI20_039223	AGAP012544, AGAP011949, AGAP011950
OG0009370	ASTEI20_044813	AGAP006785, AGAP008739, AGAP006690, AGAP006689, AGAP006697, AGAP029371, AGAP006712, AGAP006870
OG0009372	ASTEI20_042164	AGAP028697, AGAP028619, AGAP029934, AGAP010914, AGAP028695
OG0009372	ASTEI20_031734, ASTEI20_044573	AGAP029933
OG0009387	ASTEI20_038005	AGAP002907
OG0009389	ASTEI20_036994	AGAP003483
OG0009390	ASTEI20_045246	AGAP003199
OG0009392	ASTEI20_037858	AGAP028205
OG0009393	ASTEI20_044239	AGAP011202
OG0009394	ASTEI20_036556	AGAP000367
OG0009396	ASTEI20_038036	AGAP000364
OG0009397	ASTEI20_037736	AGAP005675
OG0009398	ASTEI20_035304	AGAP010684, AGAP012594
OG0009399	ASTEI20_039591	AGAP008013
OG0009400	ASTEI20_036634	AGAP029550
OG0009401	ASTEI20_042821	AGAP003552
OG0009402	ASTEI20_041483	AGAP003549
OG0009403	ASTEI20_032963	AGAP002670
OG0009404	ASTEI20_035457	AGAP004248
OG0009405	ASTEI20_044475	AGAP011321
OG0009406	ASTEI20_044166	AGAP011323
OG0009407	ASTEI20_039307	AGAP001610
OG0009408	ASTEI20_035689	AGAP007368
OG0009409	ASTEI20_040990	AGAP000690
OG0009410	ASTEI20_036742	AGAP012393
OG0009412	ASTEI20_035144	AGAP007913
OG0009414	ASTEI20_039984	AGAP028055
OG0009415	ASTEI20_035328	AGAP007940
OG0009416	ASTEI20_036935	AGAP002751
OG0009418	ASTEI20_035492	AGAP011758
OG0009419	ASTEI20_041529	AGAP010606
OG0009420	ASTEI20_042486	AGAP011898
OG0009421	ASTEI20_041327	AGAP004159
OG0009422	ASTEI20_039479	AGAP010498
OG0009423	ASTEI20_042808	AGAP004158
OG0009424	ASTEI20_037406	AGAP002499
OG0009425	ASTEI20_042448	AGAP012245
OG0009426	ASTEI20_044548	AGAP008930
OG0009427	ASTEI20_033114	AGAP004945
OG0009431	ASTEI20_041309	AGAP007454
OG0009432	ASTEI20_045690	AGAP011552
OG0009433	ASTEI20_037048	AGAP007599
OG0009434	ASTEI20_044062, ASTEI20_043961	AGAP007707
OG0009435	ASTEI20_035637	AGAP007620
OG0009436	ASTEI20_041930	AGAP007612
OG0009437	ASTEI20_037121	AGAP028185
OG0009438	ASTEI20_034592	AGAP004451
OG0009439	ASTEI20_041093	AGAP010081
OG0009440	ASTEI20_037000	AGAP007831
OG0009441	ASTEI20_043029	AGAP013722
OG0009444	ASTEI20_038722	AGAP005310
OG0009445	ASTEI20_034098	AGAP006119
OG0009446	ASTEI20_035236	AGAP008238
OG0009447	ASTEI20_043586	AGAP005054
OG0009448	ASTEI20_032076	AGAP008398
OG0009449	ASTEI20_040623	AGAP010212
OG0009450	ASTEI20_043814	AGAP009151
OG0009451	ASTEI20_037773	AGAP008040
OG0009452	ASTEI20_044574	AGAP008045
OG0009454	ASTEI20_035757	AGAP008717
OG0009455	ASTEI20_033679	AGAP002818
OG0009456	ASTEI20_040330	AGAP029381
OG0009457	ASTEI20_040863	AGAP003109
OG0009459	ASTEI20_046066	AGAP010732
OG0009460	ASTEI20_045104	AGAP006719
OG0009461	ASTEI20_042627	AGAP009068
OG0009462	ASTEI20_041153	AGAP002362
OG0009463	ASTEI20_042823	AGAP001631
OG0009465	ASTEI20_036095	AGAP003941
OG0009466	ASTEI20_039320	AGAP013405
OG0009467	ASTEI20_035151	AGAP004410
OG0009468	ASTEI20_040011	AGAP011831
OG0009471	ASTEI20_037432, ASTEI20_044347	AGAP002459
OG0009472	ASTEI20_036021	AGAP012076
OG0009473	ASTEI20_043760, ASTEI20_043204	AGAP005342
OG0009474	ASTEI20_043059	AGAP009874
OG0009475	ASTEI20_043660	AGAP005268
OG0009476	ASTEI20_039627	AGAP008525
OG0009478	ASTEI20_038897	AGAP008270
OG0009479	ASTEI20_045361	AGAP013489
OG0009480	ASTEI20_041210	AGAP002117
OG0009481	ASTEI20_045516	AGAP010387
OG0009482	ASTEI20_035024	AGAP029397
OG0009483	ASTEI20_039913	AGAP013335
OG0009484	ASTEI20_036726	AGAP008271
OG0009485	ASTEI20_039771	AGAP001334
OG0009486	ASTEI20_035529	AGAP009913
OG0009487	ASTEI20_039917	AGAP001333
OG0009488	ASTEI20_035662	AGAP003522
OG0009489	ASTEI20_034121	AGAP003647
OG0009490	ASTEI20_045790	AGAP010752
OG0009491	ASTEI20_043070	AGAP029592
OG0009492	ASTEI20_037206	AGAP013361
OG0009493	ASTEI20_041461	AGAP002776
OG0009494	ASTEI20_040259	AGAP010769
OG0009495	ASTEI20_039170	AGAP001611
OG0009496	ASTEI20_035798	AGAP000375
OG0009497	ASTEI20_039299	AGAP009077
OG0009498	ASTEI20_039820	AGAP012852, AGAP029733
OG0009499	ASTEI20_038173	AGAP005566
OG0009500	ASTEI20_043343	AGAP007976
OG0009501	ASTEI20_034225	AGAP013423
OG0009502	ASTEI20_032639	AGAP029921
OG0009503	ASTEI20_030892	AGAP003048
OG0009504	ASTEI20_036651	AGAP004722
OG0009506	ASTEI20_038662	AGAP009612
OG0009507	ASTEI20_031852	AGAP013008
OG0009508	ASTEI20_041091	AGAP001398
OG0009509	ASTEI20_038442	AGAP001393
OG0009510	ASTEI20_039233	AGAP001405
OG0009511	ASTEI20_032089	AGAP001734
OG0009512	ASTEI20_042209	AGAP003162
OG0009513	ASTEI20_041280	AGAP009996
OG0009514	ASTEI20_036098	AGAP029593
OG0009516	ASTEI20_033061	AGAP003071
OG0009517	ASTEI20_042978	AGAP001731
OG0009518	ASTEI20_045606	AGAP004555
OG0009519	ASTEI20_035060	AGAP005393
OG0009521	ASTEI20_045807	AGAP004914
OG0009522	ASTEI20_044709	AGAP010961
OG0009523	ASTEI20_033657	AGAP010962, AGAP010964
OG0009525	ASTEI20_033346	AGAP009339
OG0009526	ASTEI20_040515	AGAP004151
OG0009528	ASTEI20_034079	AGAP005842
OG0009529	ASTEI20_033015	AGAP006236
OG0009530	ASTEI20_039270	AGAP000398
OG0009531	ASTEI20_033033	AGAP003358
OG0009532	ASTEI20_037423	AGAP009631
OG0009533	ASTEI20_034736	AGAP011275
OG0009534	ASTEI20_039517	AGAP028727
OG0009535	ASTEI20_038496	AGAP001206
OG0009536	ASTEI20_040134	AGAP009262
OG0009537	ASTEI20_040381	AGAP002840
OG0009538	ASTEI20_031689	AGAP010157
OG0009539	ASTEI20_039836	AGAP028743
OG0009540	ASTEI20_034093	AGAP002791
OG0009541	ASTEI20_031461	AGAP008094
OG0009543	ASTEI20_044025	AGAP029869
OG0009544	ASTEI20_035174	AGAP002035
OG0009546	ASTEI20_034124	AGAP003238
OG0009547	ASTEI20_039260	AGAP004063
OG0009549	ASTEI20_042912	AGAP007476
OG0009550	ASTEI20_040888	AGAP001127
OG0009551	ASTEI20_045947	AGAP005242
OG0009552	ASTEI20_036416	AGAP005256
OG0009553	ASTEI20_041144	AGAP005229
OG0009554	ASTEI20_035314, ASTEI20_040149	AGAP028193, AGAP011976
OG0009555	ASTEI20_039003	AGAP029463, AGAP012648
OG0009556	ASTEI20_030996	AGAP010497
OG0009557	ASTEI20_042184	AGAP029303
OG0009558	ASTEI20_039531	AGAP010496
OG0009559	ASTEI20_040188	AGAP001177
OG0009560	ASTEI20_036109	AGAP001166
OG0009561	ASTEI20_043860	AGAP009499
OG0009562	ASTEI20_043308	AGAP009495
OG0009563	ASTEI20_044364	AGAP009494
OG0009565	ASTEI20_031211	AGAP007915
OG0009566	ASTEI20_032469	AGAP009888
OG0009567	ASTEI20_034174	AGAP004911
OG0009568	ASTEI20_038153	AGAP003278
OG0009569	ASTEI20_043298	AGAP000878
OG0009570	ASTEI20_031299	AGAP002514
OG0009571	ASTEI20_032237	AGAP007652
OG0009572	ASTEI20_033942	AGAP010244
OG0009573	ASTEI20_045400	AGAP010240
OG0009575	ASTEI20_043982	AGAP002542
OG0009576	ASTEI20_031377	AGAP002540
OG0009577	ASTEI20_037441	AGAP003605
OG0009578	ASTEI20_037690	AGAP000826
OG0009579	ASTEI20_045024	AGAP002141
OG0009580	ASTEI20_038572	AGAP009101
OG0009581	ASTEI20_034131	AGAP009106
OG0009582	ASTEI20_039229	AGAP009103
OG0009583	ASTEI20_037632	AGAP009102
OG0009584	ASTEI20_038457	AGAP012376
OG0009586	ASTEI20_032976	AGAP004621
OG0009588	ASTEI20_044697	AGAP008616
OG0009589	ASTEI20_041075	AGAP003606
OG0009590	ASTEI20_034391	AGAP028575
OG0009591	ASTEI20_036193	AGAP002403
OG0009592	ASTEI20_046069	AGAP012261
OG0009593	ASTEI20_032590	AGAP012220
OG0009594	ASTEI20_033552	AGAP008765
OG0009595	ASTEI20_038249	AGAP028124
OG0009596	ASTEI20_045699	AGAP004316
OG0009597	ASTEI20_037194	AGAP001189
OG0009598	ASTEI20_036219	AGAP000238
OG0009599	ASTEI20_034588	AGAP010028
OG0009601	ASTEI20_041080	AGAP011032
OG0009602	ASTEI20_034243	AGAP000014
OG0009603	ASTEI20_033637	AGAP013059
OG0009604	ASTEI20_043749	AGAP007910
OG0009605	ASTEI20_043546	AGAP012188
OG0009606	ASTEI20_038248	AGAP001409
OG0009608	ASTEI20_042903	AGAP000160
OG0009610	ASTEI20_035012	AGAP001931
OG0009611	ASTEI20_033863	AGAP010288
OG0009612	ASTEI20_031714	AGAP005455
OG0009613	ASTEI20_030818	AGAP002312
OG0009614	ASTEI20_037397	AGAP013375
OG0009615	ASTEI20_039626	AGAP006950
OG0009616	ASTEI20_042446	AGAP011886
OG0009618	ASTEI20_032320	AGAP005829
OG0009619	ASTEI20_036299	AGAP008982
OG0009620	ASTEI20_038378	AGAP008724
OG0009621	ASTEI20_032652	AGAP003635
OG0009622	ASTEI20_040958	AGAP003149
OG0009623	ASTEI20_034794	AGAP004479
OG0009624	ASTEI20_033424	AGAP029426
OG0009625	ASTEI20_038220	AGAP011775
OG0009626	ASTEI20_035553	AGAP006866
OG0009627	ASTEI20_037958	AGAP006837
OG0009628	ASTEI20_045983	AGAP005905
OG0009629	ASTEI20_036467	AGAP005819
OG0009630	ASTEI20_034419	AGAP004752
OG0009631	ASTEI20_035852	AGAP000824
OG0009632	ASTEI20_036112	AGAP002801
OG0009633	ASTEI20_036162	AGAP007116
OG0009634	ASTEI20_033032	AGAP007507
OG0009635	ASTEI20_036583	AGAP004562
OG0009636	ASTEI20_031496	AGAP009316
OG0009637	ASTEI20_038969	AGAP008179
OG0009638	ASTEI20_032833	AGAP000301
OG0009639	ASTEI20_039306	AGAP012806, AGAP029204
OG0009641	ASTEI20_034272	AGAP028171
OG0009642	ASTEI20_032835	AGAP002191
OG0009644	ASTEI20_042809	AGAP000531
OG0009645	ASTEI20_046108	AGAP001530
OG0009646	ASTEI20_045821	AGAP009828
OG0009647	ASTEI20_034425	AGAP010311
OG0009648	ASTEI20_034685	AGAP004741
OG0009649	ASTEI20_034965	AGAP000497
OG0009650	ASTEI20_045041	AGAP028650
OG0009651	ASTEI20_036078	AGAP002984
OG0009653	ASTEI20_031035	AGAP029358
OG0009654	ASTEI20_037109	AGAP006878
OG0009655	ASTEI20_034399	AGAP013302
OG0009656	ASTEI20_039186	AGAP002070
OG0009657	ASTEI20_031343	AGAP001918
OG0009658	ASTEI20_032229	AGAP029278
OG0009660	ASTEI20_038256	AGAP005693
OG0009661	ASTEI20_039508	AGAP007039
OG0009662	ASTEI20_041550	AGAP007037
OG0009663	ASTEI20_035219	AGAP007787
OG0009664	ASTEI20_043935	AGAP001525
OG0009665	ASTEI20_043321	AGAP003778
OG0009666	ASTEI20_032178	AGAP013746
OG0009668	ASTEI20_038955	AGAP010232
OG0009669	ASTEI20_042998	AGAP009311
OG0009671	ASTEI20_034742	AGAP009741
OG0009672	ASTEI20_044638	AGAP006234
OG0009673	ASTEI20_045449	AGAP004585
OG0009674	ASTEI20_031582	AGAP004586
OG0009676	ASTEI20_036753	AGAP003495
OG0009677	ASTEI20_040746, ASTEI20_046095	AGAP005854
OG0009678	ASTEI20_042253	AGAP013755
OG0009679	ASTEI20_033983	AGAP010199
OG0009680	ASTEI20_039545	AGAP005495
OG0009681	ASTEI20_036406	AGAP028537
OG0009682	ASTEI20_043274	AGAP001432
OG0009683	ASTEI20_044360	AGAP006462
OG0009684	ASTEI20_032439	AGAP002357
OG0009685	ASTEI20_036747	AGAP011104
OG0009686	ASTEI20_038045, ASTEI20_038330	AGAP002075
OG0009687	ASTEI20_039782	AGAP003583
OG0009688	ASTEI20_035712	AGAP029082
OG0009689	ASTEI20_039737	AGAP013505
OG0009690	ASTEI20_044615	AGAP000652
OG0009691	ASTEI20_033790	AGAP000680
OG0009692	ASTEI20_039002	AGAP002738
OG0009693	ASTEI20_036540	AGAP010440
OG0009694	ASTEI20_033626	AGAP002049
OG0009695	ASTEI20_031121	AGAP012962
OG0009696	ASTEI20_037774	AGAP008690
OG0009697	ASTEI20_043722	AGAP011759
OG0009698	ASTEI20_036649	AGAP011614
OG0009699	ASTEI20_031763	AGAP000740
OG0009700	ASTEI20_034040	AGAP008901
OG0009701	ASTEI20_035956	AGAP012380
OG0009702	ASTEI20_038922	AGAP005038
OG0009703	ASTEI20_038035	AGAP011477
OG0009704	ASTEI20_039153	AGAP011475
OG0009705	ASTEI20_040257	AGAP011460
OG0009706	ASTEI20_033196	AGAP010409
OG0009707	ASTEI20_043090	AGAP002550
OG0009708	ASTEI20_045291	AGAP001524
OG0009709	ASTEI20_034430	AGAP010259
OG0009711	ASTEI20_044247	AGAP011924
OG0009712	ASTEI20_039140	AGAP013272
OG0009713	ASTEI20_034539	AGAP013313
OG0009714	ASTEI20_038759	AGAP003129
OG0009715	ASTEI20_041378	AGAP005865
OG0009716	ASTEI20_041017	AGAP029046
OG0009717	ASTEI20_043917	AGAP004625
OG0009718	ASTEI20_035389	AGAP011359
OG0009719	ASTEI20_044007	AGAP000131
OG0009720	ASTEI20_039493	AGAP006610
OG0009721	ASTEI20_038208	AGAP013165
OG0009722	ASTEI20_030932	AGAP013394
OG0009723	ASTEI20_040677	AGAP004579
OG0009724	ASTEI20_034157	AGAP004418
OG0009725	ASTEI20_042032	AGAP003295
OG0009726	ASTEI20_044710	AGAP012366
OG0009727	ASTEI20_045490	AGAP005935
OG0009728	ASTEI20_031024	AGAP008521
OG0009730	ASTEI20_043300	AGAP006339
OG0009731	ASTEI20_032438	AGAP008186
OG0009732	ASTEI20_039796	AGAP001551
OG0009733	ASTEI20_044097	AGAP027997
OG0009735	ASTEI20_040518	AGAP000897
OG0009737	ASTEI20_045495	AGAP004564
OG0009738	ASTEI20_042721	AGAP010248
OG0009739	ASTEI20_036586	AGAP010249
OG0009740	ASTEI20_033716	AGAP010247
OG0009741	ASTEI20_044316, ASTEI20_038749	AGAP001815
OG0009742	ASTEI20_034201	AGAP002285
OG0009743	ASTEI20_038430	AGAP002878
OG0009744	ASTEI20_042594	AGAP003086
OG0009745	ASTEI20_038546	AGAP003087
OG0009746	ASTEI20_032211	AGAP008888
OG0009749	ASTEI20_038056	AGAP007662
OG0009750	ASTEI20_043636	AGAP006129
OG0009751	ASTEI20_043054	AGAP005513
OG0009752	ASTEI20_032635	AGAP000272
OG0009753	ASTEI20_044740	AGAP013280
OG0009754	ASTEI20_031820	AGAP002624
OG0009755	ASTEI20_045944	AGAP006537
OG0009756	ASTEI20_035168	AGAP009304
OG0009757	ASTEI20_035341	AGAP002901
OG0009758	ASTEI20_046099	AGAP007546
OG0009759	ASTEI20_043219	AGAP002758
OG0009760	ASTEI20_041869	AGAP002504
OG0009762	ASTEI20_035473	AGAP001505
OG0009763	ASTEI20_036414	AGAP011693
OG0009764	ASTEI20_043035	AGAP009092
OG0009765	ASTEI20_041044	AGAP004022
OG0009766	ASTEI20_040582	AGAP008162
OG0009767	ASTEI20_034362	AGAP004840
OG0009768	ASTEI20_039655	AGAP010191
OG0009769	ASTEI20_034949	AGAP008023
OG0009770	ASTEI20_034587, ASTEI20_043537	AGAP000594
OG0009771	ASTEI20_045712	AGAP001521
OG0009772	ASTEI20_042012	AGAP009956
OG0009773	ASTEI20_038840	AGAP003486
OG0009774	ASTEI20_032209	AGAP001321
OG0009775	ASTEI20_039420	AGAP011760
OG0009776	ASTEI20_039008	AGAP006618
OG0009777	ASTEI20_044236	AGAP006400
OG0009778	ASTEI20_032622	AGAP004816
OG0009779	ASTEI20_039970	AGAP006896
OG0009780	ASTEI20_042649	AGAP013385
OG0009781	ASTEI20_032653	AGAP006708
OG0009784	ASTEI20_039376	AGAP006228
OG0009785	ASTEI20_036933	AGAP005369
OG0009786	ASTEI20_043643	AGAP001529
OG0009787	ASTEI20_035262	AGAP008008
OG0009788	ASTEI20_034218	AGAP028223
OG0009789	ASTEI20_033929	AGAP000237
OG0009790	ASTEI20_033116	AGAP004611
OG0009791	ASTEI20_032308	AGAP005994
OG0009792	ASTEI20_034376	AGAP011763
OG0009793	ASTEI20_034505	AGAP010371
OG0009794	ASTEI20_042556	AGAP005872
OG0009795	ASTEI20_040456, ASTEI20_037307	AGAP029523
OG0009797	ASTEI20_034739	AGAP028161
OG0009799	ASTEI20_044550	AGAP000017
OG0009800	ASTEI20_045470	AGAP007489
OG0009801	ASTEI20_031671	AGAP002043
