Orthogroup	AstephensiUCISS2018	LlongipalpisASM
OG0007206	ASTEI20_046045	LOC129786977
OG0007207	ASTEI20_040881	LOC129789581
OG0007208	ASTEI20_036246	LOC129797442
OG0007209	ASTEI20_039606	LOC129797832
OG0007210	ASTEI20_039702	LOC129790182
OG0007211	ASTEI20_044351	LOC129792948
OG0007212	ASTEI20_040820	LOC129794143
OG0007213	ASTEI20_033671	LOC129786850
OG0007214	ASTEI20_041862	LOC129793293
OG0007215	ASTEI20_031583	LOC129794226
OG0007216	ASTEI20_041873	LOC129787456
OG0007217	ASTEI20_043712	LOC129786411
OG0007218	ASTEI20_033849	LOC129790462
OG0007219	ASTEI20_031934	LOC129790488
OG0007220	ASTEI20_032699	LOC129787167
OG0007221	ASTEI20_036628	LOC129789335
OG0007222	ASTEI20_033399	LOC129792914
OG0007223	ASTEI20_039806	LOC129790477
OG0007224	ASTEI20_038629	LOC129789825
OG0007225	ASTEI20_038189	LOC129785940
OG0007226	ASTEI20_040869	LOC129792916
OG0007227	ASTEI20_040877	LOC129790641
OG0007228	ASTEI20_038209	LOC129790905
OG0007229	ASTEI20_044232	LOC129792545
OG0007230	ASTEI20_033970	LOC129796914
OG0007231	ASTEI20_041185	LOC129794111
OG0007232	ASTEI20_042919	LOC129789878
OG0007233	ASTEI20_039872	LOC129790653
OG0007234	ASTEI20_038871	LOC129788606
OG0007235	ASTEI20_033465	LOC129794754
OG0007236	ASTEI20_035891	LOC129788667
OG0007237	ASTEI20_042941	LOC129791544
OG0007238	ASTEI20_042508	LOC129791291
OG0007239	ASTEI20_043770	LOC129792517
OG0007240	ASTEI20_045446	LOC129795008
OG0007241	ASTEI20_043294	LOC129793561
OG0007242	ASTEI20_043662	LOC129792067
OG0007243	ASTEI20_036551	LOC129793447
OG0007244	ASTEI20_043384	LOC129794190
OG0007245	ASTEI20_043231	LOC129790963
OG0007246	ASTEI20_041059	LOC129792482
OG0007247	ASTEI20_031942	LOC129789090
OG0007248	ASTEI20_035734	LOC129793814, LOC129793804
OG0007250	ASTEI20_039813	LOC129786295
OG0007251	ASTEI20_042796	LOC129792302
OG0007252	ASTEI20_035260	LOC129786432
OG0007254	ASTEI20_031851	LOC129797522
OG0007255	ASTEI20_037843	LOC129792956
OG0007257	ASTEI20_042854	LOC129787531
OG0007258	ASTEI20_041323	LOC129788067
OG0007259	ASTEI20_033710	LOC129795809
OG0007260	ASTEI20_041098	LOC129793554
OG0007261	ASTEI20_044617	LOC129787852
OG0007263	ASTEI20_039033	LOC129789840
OG0007264	ASTEI20_031122	LOC129791230
OG0007265	ASTEI20_043352	LOC129796783
OG0007266	ASTEI20_032231	LOC129792685
OG0007267	ASTEI20_035546	LOC129791395
OG0007268	ASTEI20_043588	LOC129797379
OG0007269	ASTEI20_045993	LOC129794769
OG0007270	ASTEI20_043128	LOC129795664
OG0007272	ASTEI20_041947	LOC129786159
OG0007273	ASTEI20_040137	LOC129793353
OG0007274	ASTEI20_045685	LOC129793338
OG0007275	ASTEI20_039729	LOC129797045
OG0007276	ASTEI20_030928	LOC129794887
OG0007277	ASTEI20_044151	LOC129786021
OG0007278	ASTEI20_031191	LOC129787248
OG0007279	ASTEI20_035122	LOC129787522
OG0007281	ASTEI20_034487	LOC129792351
OG0007282	ASTEI20_039861	LOC129797740
OG0007283	ASTEI20_041501	LOC129788915
OG0007284	ASTEI20_039691	LOC129787012
OG0007285	ASTEI20_042367	LOC129786238
OG0007286	ASTEI20_032785	LOC129791547
OG0007287	ASTEI20_041724	LOC129789685
OG0007288	ASTEI20_045659	LOC129789540
OG0007290	ASTEI20_038218	LOC129787846
OG0007291	ASTEI20_042299	LOC129791620
OG0007292	ASTEI20_045664	LOC129789307
OG0007293	ASTEI20_045138	LOC129789642
OG0007294	ASTEI20_044884	LOC129786396
OG0007295	ASTEI20_037728	LOC129791887
OG0007296	ASTEI20_036271	LOC129794784
OG0007297	ASTEI20_034661	LOC129791621
OG0007298	ASTEI20_044595	LOC129792454
OG0007299	ASTEI20_033066	LOC129796002
OG0007300	ASTEI20_032210	LOC129789106, LOC129788879
OG0007301	ASTEI20_039004	LOC129791636
OG0007302	ASTEI20_042350	LOC129795279
OG0007303	ASTEI20_046049	LOC129794088
OG0007304	ASTEI20_035773	LOC129788932
OG0007305	ASTEI20_042229	LOC129787486
OG0007306	ASTEI20_032480	LOC129787951
OG0007307	ASTEI20_043121	LOC129791713
OG0007308	ASTEI20_039051	LOC129796473
OG0007309	ASTEI20_036060	LOC129787384
OG0007310	ASTEI20_045073	LOC129793997
OG0007311	ASTEI20_032816	LOC129791433
OG0007312	ASTEI20_044685	LOC129791618
OG0007313	ASTEI20_031210	LOC129792666
OG0007315	ASTEI20_040033	LOC129790112
OG0007316	ASTEI20_032362	LOC129790278, LOC129796160
OG0007317	ASTEI20_043930	LOC129788072
OG0007318	ASTEI20_043502	LOC129787023
OG0007319	ASTEI20_030968	LOC129787513
OG0007320	ASTEI20_037478	LOC129793290
OG0007321	ASTEI20_031855	LOC129793702
OG0007322	ASTEI20_032400	LOC129792224
OG0007323	ASTEI20_045277	LOC129786424
OG0007325	ASTEI20_036001	LOC129791623
OG0007326	ASTEI20_038336	LOC129791655
OG0007327	ASTEI20_042790	LOC129790820
OG0007328	ASTEI20_034802	LOC129794990
OG0007329	ASTEI20_032495	LOC129788941
OG0007330	ASTEI20_046037	LOC129788878
OG0007331	ASTEI20_035943	LOC129785865
OG0007332	ASTEI20_037718	LOC129791240
OG0007333	ASTEI20_036344	LOC129789145
OG0007335	ASTEI20_030915	LOC129793717
OG0007336	ASTEI20_046155	LOC129792472
OG0007337	ASTEI20_032354	LOC129794668
OG0007338	ASTEI20_038074	LOC129795527
OG0007339	ASTEI20_039958	LOC129786164
OG0007340	ASTEI20_045694	LOC129788161
OG0007341	ASTEI20_036664	LOC129787871
OG0007342	ASTEI20_032969	LOC129792921
OG0007344	ASTEI20_031971	LOC129787031
OG0007345	ASTEI20_041012	LOC129787613
OG0007346	ASTEI20_042555	LOC129785873
OG0007347	ASTEI20_043467	LOC129786641
OG0007348	ASTEI20_031334	LOC129797280
OG0007349	ASTEI20_037665	LOC129790357
OG0007350	ASTEI20_046168	LOC129790735
OG0007351	ASTEI20_032547	LOC129790772
OG0007352	ASTEI20_033095	LOC129787151
OG0007353	ASTEI20_039337	LOC129796790
OG0007354	ASTEI20_037007	LOC129787728
OG0007355	ASTEI20_033783	LOC129791652
OG0007357	ASTEI20_039898	LOC129789317
OG0007358	ASTEI20_044308	LOC129786991
OG0007359	ASTEI20_032627	LOC129786311
OG0007360	ASTEI20_034599	LOC129786161
OG0007361	ASTEI20_037213	LOC129794099
OG0007362	ASTEI20_037806	LOC129793455
OG0007363	ASTEI20_042270	LOC129787392, LOC129793407
OG0007364	ASTEI20_038675	LOC129797093
OG0007365	ASTEI20_035490	LOC129793850
OG0007366	ASTEI20_035410	LOC129793524
OG0007367	ASTEI20_034580	LOC129789834
OG0007368	ASTEI20_044294	LOC129786687
OG0007369	ASTEI20_041341	LOC129786079
OG0007370	ASTEI20_040887	LOC129793022
OG0007371	ASTEI20_045584	LOC129789448
OG0007372	ASTEI20_034210	LOC129794246
OG0007373	ASTEI20_041838	LOC129790168
OG0007374	ASTEI20_042734	LOC129789963
OG0007375	ASTEI20_037484	LOC129787188
OG0007376	ASTEI20_031634	LOC129788401
OG0007377	ASTEI20_041314	LOC129794884
OG0007378	ASTEI20_040638	LOC129792079
OG0007380	ASTEI20_042108	LOC129787457
OG0007381	ASTEI20_032541	LOC129792137
OG0007382	ASTEI20_043767	LOC129794207
OG0007383	ASTEI20_033530	LOC129790022
OG0007384	ASTEI20_036471	LOC129786973
OG0007385	ASTEI20_042400	LOC129790045
OG0007386	ASTEI20_032803	LOC129786086
OG0007387	ASTEI20_034427	LOC129796404
OG0007388	ASTEI20_036194	LOC129787369
OG0007389	ASTEI20_032508	LOC129788884
OG0007390	ASTEI20_045426	LOC129794296
OG0007391	ASTEI20_039757	LOC129791932
OG0007393	ASTEI20_031259	LOC129786925
OG0007395	ASTEI20_036494	LOC129794336
OG0007396	ASTEI20_041505	LOC129793057
OG0007397	ASTEI20_045649	LOC129790922
OG0007398	ASTEI20_032274	LOC129795508
OG0007399	ASTEI20_038298	LOC129795814
OG0007400	ASTEI20_040748	LOC129797145
OG0007401	ASTEI20_038023	LOC129791839
OG0007402	ASTEI20_031422, ASTEI20_043125	LOC129793967
OG0007403	ASTEI20_036375	LOC129792122
OG0007404	ASTEI20_042358	LOC129794966
OG0007405	ASTEI20_037396	LOC129791571
OG0007406	ASTEI20_037631	LOC129788704
OG0007407	ASTEI20_037167	LOC129792894
OG0007408	ASTEI20_045805	LOC129786403
OG0007409	ASTEI20_044674	LOC129795426
OG0007410	ASTEI20_035777	LOC129797530
OG0007412	ASTEI20_036587	LOC129786919
OG0007413	ASTEI20_037279	LOC129786805
OG0007414	ASTEI20_037247	LOC129793610
OG0007415	ASTEI20_037171	LOC129792778
OG0007416	ASTEI20_042246	LOC129786011
OG0007417	ASTEI20_034088	LOC129788995
OG0007419	ASTEI20_037437	LOC129791871
OG0007420	ASTEI20_038253	LOC129793491
OG0007421	ASTEI20_041603	LOC129794989
OG0007422	ASTEI20_038579	LOC129794437
OG0007423	ASTEI20_045011	LOC129792615
OG0007424	ASTEI20_039214	LOC129787896
OG0007425	ASTEI20_033492	LOC129788852
OG0007426	ASTEI20_039070	LOC129796409
OG0007427	ASTEI20_032913	LOC129793224, LOC129787195
OG0007428	ASTEI20_032620	LOC129793532
OG0007429	ASTEI20_040342	LOC129793584
OG0007432	ASTEI20_032567	LOC129786575
OG0007433	ASTEI20_044641	LOC129789192
OG0007434	ASTEI20_042279	LOC129792279
OG0007435	ASTEI20_041527	LOC129796141
OG0007436	ASTEI20_035530	LOC129793514
OG0007437	ASTEI20_032167	LOC129794532
OG0007438	ASTEI20_045591	LOC129794012
OG0007439	ASTEI20_032284	LOC129789563
OG0007440	ASTEI20_036546	LOC129792945
OG0007441	ASTEI20_037074	LOC129786677
OG0007442	ASTEI20_043889	LOC129795167
OG0007443	ASTEI20_040413	LOC129792106
OG0007444	ASTEI20_037950	LOC129787929
OG0007445	ASTEI20_036382	LOC129788812
OG0007446	ASTEI20_041477	LOC129796850
OG0007447	ASTEI20_045086	LOC129791723
OG0007448	ASTEI20_031874	LOC129791806
OG0007449	ASTEI20_037010	LOC129792720
OG0007450	ASTEI20_045132	LOC129791457
OG0007451	ASTEI20_035711	LOC129793165
OG0007452	ASTEI20_033828	LOC129789888
OG0007453	ASTEI20_042860	LOC129787529
OG0007454	ASTEI20_033181	LOC129787981
OG0007455	ASTEI20_032100	LOC129792816
OG0007456	ASTEI20_045932	LOC129792177
OG0007458	ASTEI20_032166	LOC129794231
OG0007459	ASTEI20_043381	LOC129787048
OG0007461	ASTEI20_045243	LOC129794323
OG0007462	ASTEI20_037778	LOC129787968
OG0007463	ASTEI20_040514	LOC129789228
OG0007464	ASTEI20_042103	LOC129790817
OG0007466	ASTEI20_043548	LOC129789985
OG0007469	ASTEI20_033224	LOC129793147
OG0007470	ASTEI20_035265	LOC129791820
OG0007471	ASTEI20_033397, ASTEI20_042587	LOC129793209
OG0007472	ASTEI20_033425	LOC129786666
OG0007473	ASTEI20_044628	LOC129791518
OG0007475	ASTEI20_041980	LOC129787202
OG0007476	ASTEI20_042852	LOC129793841
OG0007477	ASTEI20_043038	LOC129791532
OG0007478	ASTEI20_039815	LOC129786312
OG0007479	ASTEI20_034102	LOC129796037
OG0007480	ASTEI20_036800	LOC129793159
OG0007481	ASTEI20_037463	LOC129789310, LOC129789464
OG0007482	ASTEI20_036458	LOC129791915
OG0007483	ASTEI20_045122	LOC129792554
OG0007484	ASTEI20_040577	LOC129786202
OG0007487	ASTEI20_037333	LOC129789385
OG0007488	ASTEI20_033042, ASTEI20_031123	LOC129793711
OG0007489	ASTEI20_045629	LOC129787418
OG0007490	ASTEI20_041742	LOC129789394
OG0007491	ASTEI20_039954	LOC129794280
OG0007492	ASTEI20_044149	LOC129790292
OG0007493	ASTEI20_045535	LOC129789759
OG0007494	ASTEI20_039658	LOC129791187
OG0007496	ASTEI20_038070	LOC129787382
OG0007497	ASTEI20_032595	LOC129786756
OG0007498	ASTEI20_033006	LOC129792598
OG0007499	ASTEI20_044631	LOC129791466
OG0007500	ASTEI20_040397	LOC129787550
OG0007503	ASTEI20_045524	LOC129788703
OG0007504	ASTEI20_045904	LOC129795505
OG0007505	ASTEI20_039694	LOC129795041
OG0007506	ASTEI20_038460	LOC129794338
OG0007507	ASTEI20_031854	LOC129793827
OG0007508	ASTEI20_036161	LOC129789306
OG0007509	ASTEI20_040271	LOC129787451
OG0007510	ASTEI20_045900	LOC129790526
OG0007511	ASTEI20_045337	LOC129788934
OG0007512	ASTEI20_042302	LOC129795538
OG0007513	ASTEI20_040953	LOC129791822
OG0007514	ASTEI20_034573	LOC129791941
OG0007515	ASTEI20_037497	LOC129788088
OG0007516	ASTEI20_042945	LOC129792605
OG0007517	ASTEI20_045031	LOC129788423
OG0007518	ASTEI20_040648	LOC129795490
OG0007519	ASTEI20_036074	LOC129795439
OG0007520	ASTEI20_040022	LOC129796052
OG0007521	ASTEI20_045468	LOC129788676
OG0007522	ASTEI20_040969	LOC129794229
OG0007523	ASTEI20_044578	LOC129790674
OG0007524	ASTEI20_044027	LOC129791781
OG0007525	ASTEI20_041898	LOC129792228
OG0007527	ASTEI20_034957	LOC129787964
OG0007528	ASTEI20_038040	LOC129793542
OG0007529	ASTEI20_031907	LOC129787814
OG0007530	ASTEI20_035387	LOC129792075
OG0007531	ASTEI20_031956	LOC129797537
OG0007532	ASTEI20_043076	LOC129788206
OG0007533	ASTEI20_041762	LOC129789638
OG0007534	ASTEI20_036580	LOC129787811
OG0007536	ASTEI20_032989	LOC129791667
OG0007537	ASTEI20_038446	LOC129791913
OG0007538	ASTEI20_044572	LOC129790051
OG0007539	ASTEI20_034516	LOC129790143
OG0007540	ASTEI20_034626, ASTEI20_032758	LOC129790145
OG0007541	ASTEI20_034814	LOC129785830
OG0007543	ASTEI20_040810	LOC129793161
OG0007544	ASTEI20_036844	LOC129787628
OG0007545	ASTEI20_046032	LOC129786374
OG0007546	ASTEI20_046165	LOC129795997
OG0007547	ASTEI20_031507	LOC129791220
OG0007548	ASTEI20_041282	LOC129790363
OG0007549	ASTEI20_044404	LOC129795435
OG0007550	ASTEI20_045431	LOC129794119
OG0007551	ASTEI20_039375	LOC129794056
OG0007552	ASTEI20_032058	LOC129786853
OG0007553	ASTEI20_041029	LOC129790668
OG0007554	ASTEI20_045531	LOC129791004
OG0007555	ASTEI20_037913	LOC129788383
OG0007556	ASTEI20_044694	LOC129791465
OG0007557	ASTEI20_031878	LOC129794828
OG0007558	ASTEI20_032771	LOC129791624
OG0007559	ASTEI20_043399	LOC129796922
OG0007560	ASTEI20_031387	LOC129796536
OG0007561	ASTEI20_042741	LOC129791705
OG0007562	ASTEI20_036768	LOC129796308
OG0007563	ASTEI20_036439	LOC129788053
OG0007564	ASTEI20_031702	LOC129787797
OG0007565	ASTEI20_031965	LOC129792095
OG0007566	ASTEI20_035897	LOC129791078
OG0007567	ASTEI20_034617	LOC129791125
OG0007568	ASTEI20_035591	LOC129792138
OG0007569	ASTEI20_042461	LOC129794110
OG0007570	ASTEI20_045860	LOC129785939
OG0007571	ASTEI20_043033	LOC129797163
OG0007572	ASTEI20_035692	LOC129794082
OG0007573	ASTEI20_040896	LOC129787541
OG0007574	ASTEI20_033467	LOC129791776
OG0007576	ASTEI20_038938	LOC129791784
OG0007577	ASTEI20_044616	LOC129790122
OG0007578	ASTEI20_041520	LOC129787025
OG0007579	ASTEI20_043538	LOC129797860
OG0007580	ASTEI20_039424	LOC129792893
OG0007581	ASTEI20_033212	LOC129793755
OG0007582	ASTEI20_034370	LOC129793624, LOC129790709
OG0007583	ASTEI20_042340	LOC129795484
OG0007584	ASTEI20_038792	LOC129797475
OG0007585	ASTEI20_044057	LOC129796607
OG0007586	ASTEI20_036681	LOC129796993
OG0007587	ASTEI20_042593	LOC129791606
OG0007588	ASTEI20_036959	LOC129787652
OG0007589	ASTEI20_034545	LOC129789875
OG0007590	ASTEI20_044423	LOC129797432
OG0007591	ASTEI20_033263	LOC129787858
OG0007592	ASTEI20_040910	LOC129787540
OG0007593	ASTEI20_033392	LOC129797265
OG0007594	ASTEI20_034395	LOC129787409
OG0007595	ASTEI20_032329	LOC129790544
OG0007597	ASTEI20_031511	LOC129790378
OG0007598	ASTEI20_036512	LOC129791449
OG0007599	ASTEI20_045212	LOC129787440
OG0007600	ASTEI20_043817	LOC129792836
OG0007601	ASTEI20_043218	LOC129795811
OG0007602	ASTEI20_038861	LOC129786009
OG0007603	ASTEI20_030962	LOC129792050
OG0007604	ASTEI20_031716	LOC129796109
OG0007605	ASTEI20_042521	LOC129796254
OG0007606	ASTEI20_042476	LOC129793469
OG0007607	ASTEI20_036641	LOC129793993
OG0007608	ASTEI20_044017	LOC129795491
OG0007610	ASTEI20_039441	LOC129789283
OG0007611	ASTEI20_042328	LOC129796651
OG0007612	ASTEI20_032084	LOC129797515
OG0007613	ASTEI20_035749	LOC129792338
OG0007614	ASTEI20_035429	LOC129791182
OG0007615	ASTEI20_039191	LOC129785890
OG0007616	ASTEI20_033874	LOC129793737
OG0007617	ASTEI20_044599	LOC129788727
OG0007618	ASTEI20_041770	LOC129786234
OG0007619	ASTEI20_040975	LOC129794206
OG0007620	ASTEI20_037149	LOC129787497
OG0007621	ASTEI20_038867	LOC129793302
OG0007622	ASTEI20_037719	LOC129791704
OG0007623	ASTEI20_042549	LOC129788945
OG0007624	ASTEI20_036453	LOC129791978
OG0007625	ASTEI20_042558	LOC129790598
OG0007626	ASTEI20_034741	LOC129787077
OG0007627	ASTEI20_032080	LOC129793475
OG0007628	ASTEI20_039274	LOC129794626
OG0007630	ASTEI20_040431	LOC129790072
OG0007631	ASTEI20_045165	LOC129792579
OG0007632	ASTEI20_043919	LOC129797153
OG0007633	ASTEI20_036611	LOC129794279
OG0007634	ASTEI20_035652	LOC129792483
OG0007635	ASTEI20_040315	LOC129792246
OG0007636	ASTEI20_045910	LOC129797866
OG0007637	ASTEI20_040811	LOC129796586
OG0007638	ASTEI20_040220	LOC129791819
OG0007639	ASTEI20_044789	LOC129790271
OG0007640	ASTEI20_042310	LOC129793169
OG0007641	ASTEI20_031350	LOC129789302
OG0007642	ASTEI20_032441	LOC129792480
OG0007643	ASTEI20_032255	LOC129788933
OG0007644	ASTEI20_039086	LOC129791572
OG0007645	ASTEI20_036596	LOC129786540
OG0007646	ASTEI20_043557	LOC129791774
OG0007648	ASTEI20_041381	LOC129790908
OG0007649	ASTEI20_043252	LOC129788734
OG0007650	ASTEI20_038601	LOC129797247
OG0007651	ASTEI20_032253	LOC129788385
OG0007652	ASTEI20_031754	LOC129793382
OG0007653	ASTEI20_039395	LOC129794729
OG0007654	ASTEI20_038557	LOC129794157
OG0007655	ASTEI20_045542	LOC129787748
OG0007656	ASTEI20_036638	LOC129788718
OG0007657	ASTEI20_044535	LOC129786030
OG0007658	ASTEI20_043466	LOC129792796
OG0007660	ASTEI20_043780	LOC129797469
OG0007661	ASTEI20_038357	LOC129794277
OG0007663	ASTEI20_031244	LOC129796935
OG0007664	ASTEI20_043465	LOC129797212
OG0007665	ASTEI20_041063	LOC129786013
OG0007666	ASTEI20_044607	LOC129790659
OG0007668	ASTEI20_032601	LOC129792819
OG0007669	ASTEI20_045509	LOC129786418
OG0007670	ASTEI20_040913	LOC129787882
OG0007671	ASTEI20_034629	LOC129791867
OG0007672	ASTEI20_045342	LOC129794569
OG0007674	ASTEI20_042444	LOC129794074
OG0007675	ASTEI20_035701	LOC129789485
OG0007676	ASTEI20_035211	LOC129789100
OG0007677	ASTEI20_032328	LOC129792930
OG0007678	ASTEI20_040103	LOC129792494
OG0007679	ASTEI20_035385	LOC129787121
OG0007680	ASTEI20_046070	LOC129790465
OG0007681	ASTEI20_033321	LOC129791234
OG0007682	ASTEI20_039523	LOC129789399
OG0007683	ASTEI20_036907	LOC129793501
OG0007684	ASTEI20_040504	LOC129795303
OG0007685	ASTEI20_035642	LOC129787892
OG0007686	ASTEI20_042071	LOC129785831
OG0007688	ASTEI20_044814	LOC129791567
OG0007689	ASTEI20_033418	LOC129786400
OG0007690	ASTEI20_037873	LOC129793130
OG0007691	ASTEI20_037079	LOC129788759
OG0007692	ASTEI20_042127	LOC129787891
OG0007693	ASTEI20_038504	LOC129790046
OG0007694	ASTEI20_044039	LOC129794244
OG0007695	ASTEI20_035096	LOC129791842
OG0007696	ASTEI20_036039	LOC129795455
OG0007697	ASTEI20_032409	LOC129793795
OG0007698	ASTEI20_031194	LOC129788732
OG0007699	ASTEI20_032158	LOC129797426
OG0007700	ASTEI20_032056	LOC129796701
OG0007701	ASTEI20_042233	LOC129786989
OG0007702	ASTEI20_035978	LOC129795285
OG0007703	ASTEI20_039130	LOC129794286
OG0007704	ASTEI20_031521	LOC129794341
OG0007705	ASTEI20_042824	LOC129789353
OG0007706	ASTEI20_045275	LOC129797785
OG0007707	ASTEI20_043171	LOC129786402
OG0007708	ASTEI20_041689	LOC129796525
OG0007709	ASTEI20_039021	LOC129785849
OG0007710	ASTEI20_040215	LOC129786514
OG0007711	ASTEI20_042129	LOC129789660
OG0007712	ASTEI20_037604	LOC129787006
OG0007713	ASTEI20_040261	LOC129796354
OG0007714	ASTEI20_033040	LOC129791286
OG0007715	ASTEI20_032015	LOC129787079
OG0007716	ASTEI20_035192	LOC129792570
OG0007717	ASTEI20_042525	LOC129786613
OG0007719	ASTEI20_035475	LOC129793952
OG0007720	ASTEI20_033028	LOC129793363
OG0007721	ASTEI20_042929	LOC129791595
OG0007722	ASTEI20_032130	LOC129788950
OG0007723	ASTEI20_033371	LOC129792553
OG0007724	ASTEI20_032836	LOC129795449
OG0007725	ASTEI20_037487	LOC129790129
OG0007726	ASTEI20_036158	LOC129790619
OG0007727	ASTEI20_042286	LOC129788428
OG0007728	ASTEI20_037667	LOC129788070
OG0007729	ASTEI20_033735	LOC129797721
OG0007730	ASTEI20_032968	LOC129787526
OG0007731	ASTEI20_036852	LOC129791326
OG0007732	ASTEI20_037782	LOC129790729
OG0007733	ASTEI20_045729	LOC129792629
OG0007734	ASTEI20_035534	LOC129793269
OG0007735	ASTEI20_033507	LOC129789592
OG0007736	ASTEI20_043157	LOC129797424
OG0007737	ASTEI20_033774	LOC129795463
OG0007738	ASTEI20_041257	LOC129786081
OG0007739	ASTEI20_037229	LOC129796044
OG0007740	ASTEI20_044736	LOC129787032
OG0007741	ASTEI20_037057	LOC129797736
OG0007742	ASTEI20_037094	LOC129790092
OG0007743	ASTEI20_038264	LOC129790706
OG0007744	ASTEI20_032040	LOC129795459
OG0007745	ASTEI20_042236	LOC129794683
OG0007748	ASTEI20_038251	LOC129786479
OG0007750	ASTEI20_041474, ASTEI20_035366	LOC129787521
OG0007751	ASTEI20_037308	LOC129796778
OG0007752	ASTEI20_037249	LOC129792718
OG0007753	ASTEI20_044962	LOC129790704
OG0007754	ASTEI20_039715	LOC129793448
OG0007755	ASTEI20_035392	LOC129790502
OG0007757	ASTEI20_036975	LOC129789829
OG0007758	ASTEI20_032667	LOC129786891
OG0007760	ASTEI20_038131	LOC129792375
OG0007761	ASTEI20_034609	LOC129794060
OG0007762	ASTEI20_045518	LOC129796351
OG0007763	ASTEI20_035497	LOC129792371
OG0007764	ASTEI20_032943	LOC129786215
OG0007765	ASTEI20_031166	LOC129795447
OG0007766	ASTEI20_035476	LOC129789661
OG0007767	ASTEI20_032641	LOC129786621
OG0007768	ASTEI20_042908	LOC129788438
OG0007770	ASTEI20_040925	LOC129787614
OG0007771	ASTEI20_036582	LOC129789143
OG0007772	ASTEI20_041941	LOC129788677
OG0007773	ASTEI20_037088	LOC129791455
OG0007774	ASTEI20_031784	LOC129791438
OG0007775	ASTEI20_043601	LOC129795085
OG0007778	ASTEI20_033030	LOC129788639
OG0007781	ASTEI20_032930	LOC129797683
OG0007782	ASTEI20_034871	LOC129790656
OG0007784	ASTEI20_043075	LOC129785836
OG0007785	ASTEI20_040251	LOC129794638
OG0007787	ASTEI20_033150	LOC129797373
OG0007796	ASTEI20_034283	LOC129793773
OG0007802	ASTEI20_039277	LOC129789261, LOC129789693
OG0007813	ASTEI20_034178	LOC129792057, LOC129792054
OG0007838	ASTEI20_045303	LOC129787581
OG0007839	ASTEI20_032112	LOC129797335
OG0007840	ASTEI20_033148	LOC129797750
OG0007842	ASTEI20_031071	LOC129787916
OG0007843	ASTEI20_032964	LOC129796800
OG0007846	ASTEI20_032526	LOC129788876
OG0007848	ASTEI20_031677	LOC129786394
OG0007849	ASTEI20_037752	LOC129796504
OG0007852	ASTEI20_037408	LOC129786373
OG0007855	ASTEI20_040818	LOC129786789
OG0007856	ASTEI20_039733	LOC129792478
OG0007857	ASTEI20_042413	LOC129787007, LOC129787013
OG0007858	ASTEI20_032784	LOC129792479
OG0007860	ASTEI20_037634	LOC129796634
OG0007862	ASTEI20_037080	LOC129797099
OG0007863	ASTEI20_034681	LOC129795864
OG0007864	ASTEI20_030921	LOC129792178
OG0007866	ASTEI20_033990	LOC129795725
OG0007867	ASTEI20_044525	LOC129789919
OG0007868	ASTEI20_039710	LOC129793144
OG0007875	ASTEI20_042332	LOC129795084
OG0007877	ASTEI20_039304	LOC129795301
OG0007878	ASTEI20_043559	LOC129796900
OG0007879	ASTEI20_043004	LOC129795703
OG0007881	ASTEI20_034569	LOC129795179
OG0007882	ASTEI20_041669	LOC129796339
OG0007884	ASTEI20_031918	LOC129795460
OG0007887	ASTEI20_032977	LOC129795721
OG0007888	ASTEI20_037085	LOC129785951
OG0007889	ASTEI20_043903	LOC129792222
OG0007890	ASTEI20_034159	LOC129796301
OG0007892	ASTEI20_031150	LOC129793883
OG0007893	ASTEI20_043251	LOC129795200
OG0007894	ASTEI20_037515	LOC129790670
OG0007895	ASTEI20_035968	LOC129789973
OG0007896	ASTEI20_034111	LOC129789401
OG0007897	ASTEI20_045666	LOC129797771
OG0007901	ASTEI20_036024	LOC129796222
OG0007902	ASTEI20_045265	LOC129796255
OG0007903	ASTEI20_043890	LOC129794576
OG0007904	ASTEI20_032814	LOC129794587
OG0007906	ASTEI20_034015	LOC129788035
OG0007907	ASTEI20_043480	LOC129787688
OG0007908	ASTEI20_045272	LOC129796884
OG0007909	ASTEI20_040512, ASTEI20_039521	LOC129792957
OG0007910	ASTEI20_032911	LOC129796700
OG0007911	ASTEI20_033575	LOC129787854
OG0007914	ASTEI20_039561	LOC129796572
OG0007915	ASTEI20_032343	LOC129787796
OG0007916	ASTEI20_043941	LOC129793637
OG0007917	ASTEI20_033448, ASTEI20_039246	LOC129791902
OG0007918	ASTEI20_042530	LOC129787804
OG0007919	ASTEI20_039091	LOC129791775
OG0007920	ASTEI20_038230	LOC129790346
OG0007922	ASTEI20_034289	LOC129795858
OG0007923	ASTEI20_040866	LOC129797704
OG0007924	ASTEI20_031591	LOC129786012
OG0007925	ASTEI20_033244	LOC129790353
OG0007926	ASTEI20_033374	LOC129795551
OG0007930	ASTEI20_040494	LOC129794633
OG0007931	ASTEI20_044947	LOC129790069
OG0007932	ASTEI20_046067	LOC129787057
OG0007934	ASTEI20_036462	LOC129788447
OG0007935	ASTEI20_033809	LOC129790972
OG0007936	ASTEI20_036655	LOC129788410
OG0007937	ASTEI20_040893	LOC129795417
OG0007938	ASTEI20_036148	LOC129791773
OG0007939	ASTEI20_041535	LOC129794140
OG0007941	ASTEI20_041514	LOC129794851
OG0007942	ASTEI20_044587	LOC129786119
OG0007944	ASTEI20_030871	LOC129793339
OG0007945	ASTEI20_037370	LOC129793301
