Orthogroup	AstephensiUCISS2018	AdirusWRAIR2
OG0008136	ASTEI20_037757	ADIR005828
OG0008137	ASTEI20_041897	ADIR002527
OG0008138	ASTEI20_033755	ADIR000705
OG0008139	ASTEI20_036323	ADIR004465
OG0008140	ASTEI20_031384	ADIR009488
OG0008141	ASTEI20_033200	ADIR001199
OG0008142	ASTEI20_032254	ADIR004199
OG0008143	ASTEI20_044490	ADIR004466
OG0008144	ASTEI20_037598	ADIR000429
OG0008145	ASTEI20_037286	ADIR003783
OG0008147	ASTEI20_040753	ADIR008915
OG0008148	ASTEI20_038093	ADIR002487
OG0008149	ASTEI20_043187	ADIR002488
OG0008151	ASTEI20_032081	ADIR006952
OG0008153	ASTEI20_033855	ADIR000999
OG0008155	ASTEI20_041273	ADIR009219
OG0008156	ASTEI20_037410	ADIR010283
OG0008159	ASTEI20_042433	ADIR008249
OG0008160	ASTEI20_034858	ADIR004806
OG0008161	ASTEI20_035646	ADIR004957
OG0008162	ASTEI20_037827	ADIR009968
OG0008163	ASTEI20_036870	ADIR003226
OG0008164	ASTEI20_033979	ADIR003325
OG0008165	ASTEI20_037313	ADIR003231
OG0008166	ASTEI20_044311	ADIR006602
OG0008167	ASTEI20_034864	ADIR000377
OG0008168	ASTEI20_042822	ADIR000368
OG0008169	ASTEI20_031617	ADIR001746
OG0008170	ASTEI20_043244	ADIR001747
OG0008171	ASTEI20_038972	ADIR009120
OG0008172	ASTEI20_039555	ADIR006449
OG0008173	ASTEI20_032980	ADIR006086
OG0008175	ASTEI20_034291	ADIR002407
OG0008177	ASTEI20_031174	ADIR006727
OG0008180	ASTEI20_043524	ADIR007612
OG0008181	ASTEI20_031631	ADIR007604
OG0008182	ASTEI20_035672	ADIR010746
OG0008183	ASTEI20_045130	ADIR008297
OG0008184	ASTEI20_041928	ADIR002619
OG0008185	ASTEI20_042207	ADIR005436
OG0008186	ASTEI20_034220	ADIR010745
OG0008187	ASTEI20_039585	ADIR010357
OG0008188	ASTEI20_044359	ADIR011597
OG0008189	ASTEI20_035879	ADIR003708
OG0008190	ASTEI20_043370	ADIR005515
OG0008191	ASTEI20_041500	ADIR008425
OG0008192	ASTEI20_031124	ADIR001342
OG0008193	ASTEI20_038159	ADIR007373
OG0008194	ASTEI20_033659	ADIR007763
OG0008195	ASTEI20_041670	ADIR003611
OG0008196	ASTEI20_044233	ADIR007762
OG0008198	ASTEI20_033847	ADIR007382
OG0008199	ASTEI20_046096	ADIR004428
OG0008200	ASTEI20_034584	ADIR010365
OG0008201	ASTEI20_045143	ADIR010366
OG0008202	ASTEI20_034031	ADIR004423
OG0008203	ASTEI20_037636	ADIR004427
OG0008204	ASTEI20_043017	ADIR004425
OG0008205	ASTEI20_040886	ADIR004273
OG0008206	ASTEI20_042538	ADIR006928
OG0008207	ASTEI20_040685	ADIR004019
OG0008208	ASTEI20_045136	ADIR005240
OG0008209	ASTEI20_038465	ADIR009680
OG0008210	ASTEI20_033850	ADIR005002
OG0008212	ASTEI20_046172	ADIR006330
OG0008214	ASTEI20_037554	ADIR006151
OG0008215	ASTEI20_043936	ADIR006149
OG0008216	ASTEI20_033432	ADIR008246
OG0008217	ASTEI20_040217	ADIR002990
OG0008218	ASTEI20_039360	ADIR002986
OG0008219	ASTEI20_043396	ADIR002985
OG0008220	ASTEI20_039037	ADIR002987
OG0008221	ASTEI20_032662	ADIR009768
OG0008223	ASTEI20_045360	ADIR014487
OG0008225	ASTEI20_042359	ADIR007143
OG0008226	ASTEI20_035713	ADIR007781
OG0008227	ASTEI20_043385	ADIR007133
OG0008230	ASTEI20_030958	ADIR007131
OG0008232	ASTEI20_043700	ADIR005130
OG0008233	ASTEI20_040681	ADIR002509
OG0008234	ASTEI20_044772	ADIR006535
OG0008235	ASTEI20_030820	ADIR006530
OG0008236	ASTEI20_033646	ADIR006531
OG0008237	ASTEI20_034437	ADIR006533
OG0008238	ASTEI20_031400	ADIR015703
OG0008239	ASTEI20_037438	ADIR015897
OG0008240	ASTEI20_042578	ADIR005356
OG0008241	ASTEI20_033055	ADIR002585
OG0008242	ASTEI20_040165	ADIR007444
OG0008243	ASTEI20_042616	ADIR007005
OG0008244	ASTEI20_041081	ADIR009430
OG0008245	ASTEI20_032505	ADIR010732
OG0008246	ASTEI20_043571	ADIR008529
OG0008247	ASTEI20_038058	ADIR010716
OG0008248	ASTEI20_040279	ADIR008528
OG0008249	ASTEI20_039605	ADIR010717
OG0008250	ASTEI20_038791	ADIR011489
OG0008251	ASTEI20_038812	ADIR011502
OG0008252	ASTEI20_032099	ADIR009477
OG0008253	ASTEI20_034897	ADIR010109
OG0008254	ASTEI20_041645	ADIR008996
OG0008255	ASTEI20_034961	ADIR006794
OG0008256	ASTEI20_037920	ADIR009571
OG0008257	ASTEI20_035126	ADIR000339
OG0008258	ASTEI20_031595	ADIR009985
OG0008259	ASTEI20_035002	ADIR015972
OG0008261	ASTEI20_041193	ADIR000849
OG0008262	ASTEI20_031015	ADIR015971
OG0008263	ASTEI20_044365	ADIR015964
OG0008264	ASTEI20_034713	ADIR014975, ADIR011348
OG0008265	ASTEI20_038438	ADIR011186
OG0008266	ASTEI20_039118	ADIR011187
OG0008267	ASTEI20_040502	ADIR004262
OG0008268	ASTEI20_041971	ADIR011294
OG0008269	ASTEI20_037116	ADIR009693
OG0008270	ASTEI20_036892	ADIR010916
OG0008271	ASTEI20_034913	ADIR010303
OG0008275	ASTEI20_041769	ADIR005236
OG0008276	ASTEI20_034847	ADIR003533
OG0008277	ASTEI20_040452	ADIR010655
OG0008279	ASTEI20_031077	ADIR003428
OG0008280	ASTEI20_035523	ADIR000298
OG0008281	ASTEI20_042763	ADIR011259
OG0008282	ASTEI20_034567	ADIR000299
OG0008283	ASTEI20_039512	ADIR011257
OG0008284	ASTEI20_039209	ADIR000297
OG0008285	ASTEI20_033250	ADIR007400
OG0008286	ASTEI20_033164	ADIR006511
OG0008287	ASTEI20_044877	ADIR008344
OG0008288	ASTEI20_035997	ADIR006003
OG0008289	ASTEI20_037431	ADIR005269
OG0008290	ASTEI20_045620	ADIR002429
OG0008291	ASTEI20_042901	ADIR009757
OG0008292	ASTEI20_045063	ADIR015781
OG0008293	ASTEI20_036111	ADIR002431
OG0008294	ASTEI20_031129	ADIR010514
OG0008295	ASTEI20_039792	ADIR010519
OG0008296	ASTEI20_037444	ADIR002879
OG0008298	ASTEI20_042585	ADIR002104
OG0008299	ASTEI20_038447	ADIR010385
OG0008300	ASTEI20_042606	ADIR010387
OG0008301	ASTEI20_035402	ADIR008487
OG0008303	ASTEI20_044808	ADIR002804
OG0008304	ASTEI20_037942	ADIR003031
OG0008305	ASTEI20_032588	ADIR016016
OG0008306	ASTEI20_033820	ADIR016017
OG0008307	ASTEI20_033072	ADIR004448
OG0008308	ASTEI20_036591	ADIR002542
OG0008309	ASTEI20_034966	ADIR006723
OG0008311	ASTEI20_034817	ADIR006842
OG0008312	ASTEI20_045567	ADIR005322
OG0008314	ASTEI20_037303	ADIR002463
OG0008315	ASTEI20_036200	ADIR015791
OG0008316	ASTEI20_045199	ADIR009814
OG0008317	ASTEI20_033953	ADIR001104
OG0008318	ASTEI20_033598	ADIR002735
OG0008319	ASTEI20_045423	ADIR000809
OG0008320	ASTEI20_044383	ADIR000284
OG0008321	ASTEI20_039956	ADIR011432
OG0008322	ASTEI20_045089	ADIR000610
OG0008323	ASTEI20_045909	ADIR003588
OG0008325	ASTEI20_041479	ADIR006372
OG0008326	ASTEI20_031581	ADIR005650
OG0008327	ASTEI20_039252	ADIR005653
OG0008328	ASTEI20_045003	ADIR010050
OG0008331	ASTEI20_040651	ADIR005901
OG0008333	ASTEI20_034338	ADIR008120
OG0008334	ASTEI20_031745	ADIR008128
OG0008335	ASTEI20_045486	ADIR008804
OG0008336	ASTEI20_035818	ADIR008809
OG0008338	ASTEI20_032712	ADIR005982
OG0008339	ASTEI20_039265	ADIR002144
OG0008340	ASTEI20_044855	ADIR010007
OG0008341	ASTEI20_030831	ADIR010001
OG0008342	ASTEI20_032281	ADIR010003
OG0008343	ASTEI20_039759	ADIR007726
OG0008344	ASTEI20_032596	ADIR004167
OG0008345	ASTEI20_036228	ADIR004170
OG0008346	ASTEI20_045714	ADIR007727
OG0008347	ASTEI20_033225	ADIR004165
OG0008348	ASTEI20_041739	ADIR008817
OG0008349	ASTEI20_034154	ADIR002913
OG0008350	ASTEI20_035167	ADIR009644
OG0008351	ASTEI20_034417	ADIR009648
OG0008352	ASTEI20_033294	ADIR009636
OG0008353	ASTEI20_035952	ADIR003366
OG0008354	ASTEI20_041392	ADIR000812
OG0008355	ASTEI20_042099	ADIR010348
OG0008357	ASTEI20_036431	ADIR007123
OG0008358	ASTEI20_045474	ADIR004051
OG0008359	ASTEI20_037503	ADIR004056
OG0008360	ASTEI20_041563	ADIR010324
OG0008361	ASTEI20_038958	ADIR010327
OG0008362	ASTEI20_034994	ADIR010329
OG0008363	ASTEI20_045892	ADIR000123
OG0008364	ASTEI20_045013	ADIR010502
OG0008365	ASTEI20_038632	ADIR006189
OG0008366	ASTEI20_031945	ADIR006195
OG0008367	ASTEI20_033265	ADIR005500
OG0008368	ASTEI20_036429	ADIR010537
OG0008369	ASTEI20_035624	ADIR005499
OG0008370	ASTEI20_035975	ADIR005837
OG0008374	ASTEI20_042817	ADIR001828
OG0008375	ASTEI20_036858	ADIR007495
OG0008376	ASTEI20_041457	ADIR007864
OG0008377	ASTEI20_042477	ADIR002101
OG0008378	ASTEI20_035175	ADIR009925
OG0008379	ASTEI20_039925	ADIR005559
OG0008380	ASTEI20_042398	ADIR008285
OG0008381	ASTEI20_044976	ADIR005534
OG0008383	ASTEI20_037345	ADIR000615
OG0008384	ASTEI20_041032	ADIR000614
OG0008385	ASTEI20_038581	ADIR011467
OG0008386	ASTEI20_044191	ADIR000613
OG0008387	ASTEI20_041450	ADIR004186
OG0008388	ASTEI20_042803	ADIR005155
OG0008389	ASTEI20_038709	ADIR009860
OG0008390	ASTEI20_042889	ADIR003999
OG0008391	ASTEI20_041424	ADIR006481
OG0008392	ASTEI20_038250	ADIR004710
OG0008393	ASTEI20_042240	ADIR004948
OG0008394	ASTEI20_031612	ADIR004722
OG0008395	ASTEI20_033596	ADIR002788
OG0008396	ASTEI20_042984	ADIR002789
OG0008398	ASTEI20_042546	ADIR001348
OG0008399	ASTEI20_041367	ADIR000497
OG0008400	ASTEI20_044972	ADIR000337
OG0008401	ASTEI20_033821	ADIR003839
OG0008402	ASTEI20_035866	ADIR000737
OG0008405	ASTEI20_034752	ADIR005404
OG0008407	ASTEI20_045126	ADIR010632
OG0008408	ASTEI20_043150	ADIR008857
OG0008409	ASTEI20_041244	ADIR000682
OG0008410	ASTEI20_031713	ADIR003466
OG0008411	ASTEI20_034364	ADIR002899
OG0008412	ASTEI20_042337	ADIR003467
OG0008414	ASTEI20_040619	ADIR004991
OG0008415	ASTEI20_037281	ADIR002563
OG0008416	ASTEI20_034703	ADIR009528
OG0008417	ASTEI20_038883	ADIR009366
OG0008418	ASTEI20_038508	ADIR006012
OG0008419	ASTEI20_033883	ADIR008845
OG0008420	ASTEI20_042016	ADIR005214
OG0008421	ASTEI20_043200	ADIR006522
OG0008422	ASTEI20_041320	ADIR008637
OG0008424	ASTEI20_031146	ADIR003406
OG0008425	ASTEI20_035726	ADIR002555
OG0008426	ASTEI20_030810	ADIR002559
OG0008428	ASTEI20_032897	ADIR014908
OG0008429	ASTEI20_045566	ADIR009065
OG0008430	ASTEI20_040421	ADIR000470
OG0008432	ASTEI20_036405	ADIR005951
OG0008433	ASTEI20_040687	ADIR005257
OG0008434	ASTEI20_044906	ADIR001911
OG0008435	ASTEI20_039194	ADIR001910
OG0008436	ASTEI20_045757	ADIR010104
OG0008437	ASTEI20_036053	ADIR015886
OG0008438	ASTEI20_042975	ADIR006285
OG0008439	ASTEI20_035598	ADIR008117
OG0008440	ASTEI20_034740	ADIR011205
OG0008442	ASTEI20_036346	ADIR000870
OG0008445	ASTEI20_045539	ADIR000151
OG0008446	ASTEI20_039064	ADIR006740
OG0008447	ASTEI20_032396	ADIR002474
OG0008452	ASTEI20_037400	ADIR009867
OG0008453	ASTEI20_035270	ADIR003247
OG0008454	ASTEI20_034608	ADIR003039
OG0008456	ASTEI20_031226	ADIR014255
OG0008457	ASTEI20_033466	ADIR003052
OG0008458	ASTEI20_036790	ADIR007701
OG0008459	ASTEI20_034989	ADIR016034
OG0008460	ASTEI20_045167	ADIR016036
OG0008461	ASTEI20_042910	ADIR010624
OG0008462	ASTEI20_045907	ADIR000025
OG0008463	ASTEI20_045794	ADIR008782
OG0008464	ASTEI20_044112	ADIR008779
OG0008465	ASTEI20_042043	ADIR004629
OG0008466	ASTEI20_031932	ADIR006773
OG0008467	ASTEI20_036441	ADIR000868
OG0008468	ASTEI20_045328	ADIR014916
OG0008469	ASTEI20_043494	ADIR000031
OG0008470	ASTEI20_044150	ADIR000040
OG0008471	ASTEI20_043006	ADIR006673
OG0008472	ASTEI20_045972	ADIR009006
OG0008474	ASTEI20_033555	ADIR007093
OG0008475	ASTEI20_032392	ADIR007017
OG0008476	ASTEI20_037678	ADIR007083
OG0008479	ASTEI20_036428	ADIR003847
OG0008480	ASTEI20_040388	ADIR004223
OG0008481	ASTEI20_041433	ADIR004468
OG0008482	ASTEI20_033491	ADIR004471
OG0008483	ASTEI20_040744	ADIR011128
OG0008484	ASTEI20_031110	ADIR015993
OG0008485	ASTEI20_037366	ADIR007717
OG0008486	ASTEI20_041877	ADIR006063
OG0008487	ASTEI20_039159	ADIR016082
OG0008488	ASTEI20_030950	ADIR007891
OG0008489	ASTEI20_032488	ADIR008061
OG0008490	ASTEI20_034672	ADIR010542
OG0008492	ASTEI20_032204	ADIR005182
OG0008493	ASTEI20_034032	ADIR007787
OG0008494	ASTEI20_043174	ADIR005032
OG0008495	ASTEI20_045296	ADIR003213
OG0008496	ASTEI20_045733	ADIR010150
OG0008497	ASTEI20_037398	ADIR010149
OG0008498	ASTEI20_035443	ADIR001891
OG0008500	ASTEI20_041398	ADIR000212
OG0008501	ASTEI20_038789	ADIR001892
OG0008502	ASTEI20_042385	ADIR000245
OG0008503	ASTEI20_034868	ADIR009448
OG0008504	ASTEI20_035034	ADIR014823
OG0008505	ASTEI20_043325	ADIR001693
OG0008506	ASTEI20_044253	ADIR010590
OG0008507	ASTEI20_043141	ADIR009010
OG0008508	ASTEI20_042161	ADIR010589
OG0008509	ASTEI20_034025	ADIR010555
OG0008510	ASTEI20_039338	ADIR010599
OG0008511	ASTEI20_033318	ADIR010560
OG0008512	ASTEI20_043149	ADIR010557
OG0008513	ASTEI20_038065	ADIR002427
OG0008515	ASTEI20_040026	ADIR007646
OG0008516	ASTEI20_037842	ADIR004303
OG0008517	ASTEI20_039811	ADIR003899
OG0008518	ASTEI20_043897	ADIR008570
OG0008519	ASTEI20_036330	ADIR003475
OG0008520	ASTEI20_035684	ADIR006340
OG0008521	ASTEI20_045170	ADIR011469
OG0008522	ASTEI20_044720	ADIR011471
OG0008523	ASTEI20_035581	ADIR007794
OG0008524	ASTEI20_043367	ADIR003413
OG0008525	ASTEI20_034051	ADIR003513
OG0008526	ASTEI20_040407	ADIR003519
OG0008528	ASTEI20_034447	ADIR003831
OG0008530	ASTEI20_045963	ADIR000434
OG0008531	ASTEI20_042953	ADIR000550
OG0008532	ASTEI20_041062	ADIR003340
OG0008533	ASTEI20_036224	ADIR003586
OG0008534	ASTEI20_034164	ADIR003587
OG0008535	ASTEI20_040167	ADIR003585
OG0008536	ASTEI20_045302	ADIR010947
OG0008537	ASTEI20_045162	ADIR010936
OG0008538	ASTEI20_035688	ADIR010941
OG0008539	ASTEI20_043550	ADIR010944
OG0008540	ASTEI20_036633	ADIR001748
OG0008541	ASTEI20_046028	ADIR004419
OG0008543	ASTEI20_036997	ADIR004394
OG0008545	ASTEI20_045809	ADIR003079
OG0008546	ASTEI20_037808	ADIR003081
OG0008547	ASTEI20_039767	ADIR001979
OG0008548	ASTEI20_045050	ADIR009888
OG0008549	ASTEI20_032009	ADIR000958
OG0008550	ASTEI20_035531	ADIR000407
OG0008551	ASTEI20_033835	ADIR005617
OG0008552	ASTEI20_042260	ADIR000858
OG0008553	ASTEI20_033496	ADIR009126
OG0008554	ASTEI20_045552	ADIR001799
OG0008555	ASTEI20_039587	ADIR010271
OG0008556	ASTEI20_037902	ADIR005434
OG0008557	ASTEI20_032701	ADIR014352
OG0008559	ASTEI20_034790	ADIR003879
OG0008560	ASTEI20_036576	ADIR003886
OG0008561	ASTEI20_038477	ADIR003876
OG0008563	ASTEI20_032047	ADIR004440
OG0008564	ASTEI20_031440	ADIR001090
OG0008565	ASTEI20_035892	ADIR002233
OG0008566	ASTEI20_042783	ADIR004187
OG0008567	ASTEI20_038367	ADIR009881
OG0008568	ASTEI20_032578	ADIR009137
OG0008569	ASTEI20_039148	ADIR006517
OG0008570	ASTEI20_037389	ADIR009073
OG0008571	ASTEI20_034122	ADIR005597
OG0008572	ASTEI20_041454	ADIR009732
OG0008573	ASTEI20_034341	ADIR005593
OG0008574	ASTEI20_032759	ADIR005595
OG0008575	ASTEI20_034076	ADIR004132
OG0008576	ASTEI20_037614	ADIR000800
OG0008577	ASTEI20_032465	ADIR011719
OG0008578	ASTEI20_040297	ADIR004087
OG0008579	ASTEI20_041964	ADIR004086
OG0008580	ASTEI20_044154	ADIR004076
OG0008583	ASTEI20_031074	ADIR009070
OG0008584	ASTEI20_035488	ADIR002584
OG0008585	ASTEI20_043813	ADIR004293
OG0008586	ASTEI20_035336	ADIR004291
OG0008587	ASTEI20_041623	ADIR004286
OG0008588	ASTEI20_038082	ADIR004289
OG0008589	ASTEI20_036518	ADIR002603
OG0008591	ASTEI20_034762	ADIR006667
OG0008592	ASTEI20_044732, ASTEI20_039985	ADIR006888
OG0008593	ASTEI20_043349	ADIR002399
OG0008594	ASTEI20_039254	ADIR010499
OG0008595	ASTEI20_039949	ADIR001640
OG0008596	ASTEI20_035178	ADIR007308
OG0008597	ASTEI20_038571	ADIR007284
OG0008598	ASTEI20_041743	ADIR001602
OG0008599	ASTEI20_036934	ADIR006210
OG0008600	ASTEI20_035193	ADIR007860
OG0008601	ASTEI20_038809	ADIR006783
OG0008602	ASTEI20_044065	ADIR000713
OG0008603	ASTEI20_039125	ADIR015816
OG0008604	ASTEI20_041965	ADIR015819
OG0008605	ASTEI20_041026	ADIR010020
OG0008606	ASTEI20_039505	ADIR000323
OG0008607	ASTEI20_031903	ADIR011344
OG0008608	ASTEI20_036832	ADIR011359
OG0008609	ASTEI20_045525	ADIR005115
OG0008610	ASTEI20_034352	ADIR002050
OG0008611	ASTEI20_042834	ADIR011276
OG0008612	ASTEI20_043615	ADIR008551
OG0008613	ASTEI20_037599	ADIR010771
OG0008614	ASTEI20_043862	ADIR010762
OG0008615	ASTEI20_037799	ADIR008197
OG0008617	ASTEI20_044420	ADIR005092
OG0008618	ASTEI20_043895	ADIR004379
OG0008619	ASTEI20_038054	ADIR007844
OG0008620	ASTEI20_034895	ADIR004181
OG0008621	ASTEI20_036066	ADIR007843
OG0008622	ASTEI20_044555	ADIR009029
OG0008623	ASTEI20_042000	ADIR009039
OG0008624	ASTEI20_032515	ADIR009089
OG0008625	ASTEI20_037727	ADIR009197
OG0008626	ASTEI20_036176	ADIR005422
OG0008627	ASTEI20_044807	ADIR002614
OG0008629	ASTEI20_045637	ADIR008341
OG0008630	ASTEI20_037037	ADIR006117
OG0008631	ASTEI20_033084	ADIR003614
OG0008632	ASTEI20_046082	ADIR011401
OG0008633	ASTEI20_043131	ADIR004142
OG0008634	ASTEI20_036179	ADIR000917
OG0008636	ASTEI20_034248	ADIR005685
OG0008637	ASTEI20_040712	ADIR005249
OG0008638	ASTEI20_032896	ADIR015729
OG0008639	ASTEI20_033391	ADIR002956
OG0008640	ASTEI20_034854	ADIR008220
OG0008641	ASTEI20_033862	ADIR008759
OG0008642	ASTEI20_045101	ADIR003802
OG0008643	ASTEI20_040620	ADIR007941
OG0008644	ASTEI20_033161	ADIR007350
OG0008645	ASTEI20_030836	ADIR005105
OG0008646	ASTEI20_036761	ADIR005106
OG0008647	ASTEI20_036173	ADIR003561
OG0008648	ASTEI20_039553	ADIR005007
OG0008649	ASTEI20_034173	ADIR005083
OG0008650	ASTEI20_044074	ADIR011255
OG0008651	ASTEI20_033654	ADIR004114
OG0008652	ASTEI20_033565	ADIR009827
OG0008654	ASTEI20_033625	ADIR005013
OG0008655	ASTEI20_042362	ADIR005341
OG0008656	ASTEI20_038520	ADIR005338
OG0008657	ASTEI20_038155	ADIR008923
OG0008658	ASTEI20_038714	ADIR002627
OG0008659	ASTEI20_037352	ADIR007497
OG0008661	ASTEI20_040838	ADIR007496
OG0008662	ASTEI20_045000	ADIR004730
OG0008663	ASTEI20_035751	ADIR007276
OG0008665	ASTEI20_041796	ADIR006942
OG0008666	ASTEI20_033003	ADIR006381
OG0008669	ASTEI20_031305	ADIR014191
OG0008670	ASTEI20_033046	ADIR015907
OG0008672	ASTEI20_042020	ADIR004494
OG0008673	ASTEI20_039384	ADIR003976
OG0008674	ASTEI20_038297	ADIR010125
OG0008676	ASTEI20_031398	ADIR003379
OG0008677	ASTEI20_031014	ADIR008572
OG0008678	ASTEI20_033166	ADIR007420
OG0008679	ASTEI20_034481	ADIR007418
OG0008680	ASTEI20_043873	ADIR010692
OG0008682	ASTEI20_043747	ADIR000956
OG0008683	ASTEI20_044640	ADIR005314
OG0008684	ASTEI20_042257	ADIR006743
OG0008685	ASTEI20_038021	ADIR003345
OG0008686	ASTEI20_042268	ADIR002416
OG0008687	ASTEI20_039433	ADIR002417
OG0008688	ASTEI20_039451	ADIR009796
OG0008689	ASTEI20_030949	ADIR009803
OG0008690	ASTEI20_039398	ADIR009798
OG0008691	ASTEI20_042760	ADIR001130
OG0008692	ASTEI20_041655	ADIR001417
OG0008693	ASTEI20_035971	ADIR000662
OG0008694	ASTEI20_035241	ADIR002512
OG0008695	ASTEI20_036699	ADIR004669
OG0008696	ASTEI20_040626	ADIR004450
OG0008697	ASTEI20_031220	ADIR000075
OG0008698	ASTEI20_038680	ADIR000725
OG0008699	ASTEI20_033111	ADIR009386
OG0008700	ASTEI20_033370	ADIR000495
OG0008701	ASTEI20_043161	ADIR009517
OG0008702	ASTEI20_044955	ADIR002762
OG0008703	ASTEI20_045346	ADIR010108
OG0008704	ASTEI20_044868	ADIR008080
OG0008705	ASTEI20_036418	ADIR010566
OG0008706	ASTEI20_035864	ADIR008222
OG0008707	ASTEI20_043976	ADIR007724
OG0008708	ASTEI20_039563	ADIR007721
OG0008709	ASTEI20_037351	ADIR004138
OG0008710	ASTEI20_037606	ADIR004137
OG0008714	ASTEI20_034466	ADIR001840
OG0008715	ASTEI20_042745	ADIR003469
OG0008716	ASTEI20_040250	ADIR015580
OG0008717	ASTEI20_037628	ADIR003376
OG0008718	ASTEI20_045945	ADIR015579
OG0008719	ASTEI20_031777	ADIR015711
OG0008722	ASTEI20_036646	ADIR002102
OG0008723	ASTEI20_045223	ADIR001484
OG0008724	ASTEI20_031283	ADIR007119
OG0008725	ASTEI20_034522	ADIR009492
OG0008726	ASTEI20_035339	ADIR009752
OG0008727	ASTEI20_041008	ADIR010352
OG0008729	ASTEI20_038282	ADIR010707
OG0008730	ASTEI20_032213	ADIR010313
OG0008731	ASTEI20_038721	ADIR001382
OG0008732	ASTEI20_033866	ADIR002982
OG0008733	ASTEI20_036527	ADIR008773
OG0008735	ASTEI20_032682	ADIR006215
OG0008736	ASTEI20_035426	ADIR006093
OG0008737	ASTEI20_032186	ADIR006096
OG0008738	ASTEI20_043764	ADIR009627
OG0008739	ASTEI20_032880	ADIR001606
OG0008740	ASTEI20_044358	ADIR008689
OG0008741	ASTEI20_043011	ADIR001605
OG0008742	ASTEI20_033554	ADIR008690
OG0008743	ASTEI20_033685	ADIR008692
OG0008744	ASTEI20_045959	ADIR005867
OG0008745	ASTEI20_042794	ADIR006722
OG0008746	ASTEI20_034943	ADIR005868
OG0008748	ASTEI20_035458	ADIR001874
OG0008749	ASTEI20_036065	ADIR001873
OG0008750	ASTEI20_043138	ADIR007175
OG0008751	ASTEI20_039462	ADIR005870
OG0008752	ASTEI20_039225	ADIR003461
OG0008753	ASTEI20_036966	ADIR010588
OG0008754	ASTEI20_036650	ADIR008954
OG0008755	ASTEI20_033558	ADIR008958
OG0008756	ASTEI20_041715	ADIR008959
OG0008757	ASTEI20_045710	ADIR008960
OG0008758	ASTEI20_031804	ADIR005505
OG0008759	ASTEI20_031940	ADIR005506
OG0008760	ASTEI20_039879	ADIR005507
OG0008761	ASTEI20_037445	ADIR004624
OG0008763	ASTEI20_044197	ADIR006127
OG0008764	ASTEI20_032813	ADIR001233
OG0008765	ASTEI20_031423	ADIR005197
OG0008766	ASTEI20_044153	ADIR001334
OG0008767	ASTEI20_042409	ADIR001500
OG0008768	ASTEI20_041870	ADIR009259
OG0008769	ASTEI20_041688	ADIR003772
OG0008770	ASTEI20_040643	ADIR003774
OG0008771	ASTEI20_032605	ADIR003769
OG0008772	ASTEI20_043341	ADIR001559
OG0008773	ASTEI20_041225	ADIR002388
OG0008774	ASTEI20_033054	ADIR006501
OG0008775	ASTEI20_041938	ADIR006503
OG0008776	ASTEI20_031660	ADIR010194
OG0008777	ASTEI20_038132	ADIR004967
OG0008778	ASTEI20_041169	ADIR004966
OG0008779	ASTEI20_042590	ADIR011158
OG0008780	ASTEI20_033746	ADIR004968
OG0008781	ASTEI20_043221	ADIR006948
OG0008782	ASTEI20_043938	ADIR001038
OG0008783	ASTEI20_045320	ADIR010774
OG0008784	ASTEI20_035285	ADIR009745
OG0008785	ASTEI20_039425	ADIR006876
OG0008786	ASTEI20_040985	ADIR007841
OG0008787	ASTEI20_031664	ADIR006873
OG0008788	ASTEI20_036022	ADIR007842
OG0008789	ASTEI20_034863	ADIR007665
OG0008790	ASTEI20_045708	ADIR003200
OG0008791	ASTEI20_030948	ADIR009940
OG0008792	ASTEI20_039034	ADIR009939
OG0008793	ASTEI20_043497	ADIR002910
OG0008794	ASTEI20_045709	ADIR010189
OG0008795	ASTEI20_033342	ADIR010192
OG0008797	ASTEI20_034684	ADIR010191
OG0008798	ASTEI20_039642	ADIR004779
OG0008799	ASTEI20_042152	ADIR001300
OG0008800	ASTEI20_041945	ADIR003942
OG0008801	ASTEI20_040012	ADIR008633
OG0008802	ASTEI20_037012	ADIR008639
OG0008803	ASTEI20_034358	ADIR004406
OG0008804	ASTEI20_036820	ADIR007971
OG0008805	ASTEI20_032724	ADIR006620
OG0008807	ASTEI20_045572	ADIR006494
OG0008808	ASTEI20_038288	ADIR014346
OG0008809	ASTEI20_041530	ADIR007078
OG0008810	ASTEI20_036950	ADIR003848
OG0008811	ASTEI20_035447	ADIR015957
OG0008812	ASTEI20_035227	ADIR009900
OG0008813	ASTEI20_039819	ADIR009895
OG0008814	ASTEI20_040600	ADIR001715
OG0008816	ASTEI20_045213	ADIR009205
OG0008818	ASTEI20_041552	ADIR007404
OG0008819	ASTEI20_033592	ADIR005657
OG0008820	ASTEI20_039136	ADIR005459
OG0008821	ASTEI20_039911	ADIR005457
OG0008822	ASTEI20_034960	ADIR004960
OG0008823	ASTEI20_044719	ADIR004958
OG0008824	ASTEI20_033351	ADIR001377
OG0008825	ASTEI20_035716	ADIR001376
OG0008826	ASTEI20_031171	ADIR001745
OG0008827	ASTEI20_040569	ADIR001788
OG0008829	ASTEI20_034234	ADIR001744
OG0008830	ASTEI20_032899	ADIR008507
OG0008831	ASTEI20_035202	ADIR000520
OG0008834	ASTEI20_031446	ADIR000687
OG0008835	ASTEI20_033323	ADIR010989
OG0008836	ASTEI20_039541	ADIR000996
