Orthogroup	AstephensiUCISS2018	AaegyptiLVP_AGWG
OG0007496	ASTEI20_038070	AAEL024454
OG0007497	ASTEI20_032595	AAEL024479
OG0007498	ASTEI20_033006	AAEL024490
OG0007499	ASTEI20_044631	AAEL024500
OG0007500	ASTEI20_040397	AAEL024508
OG0007501	ASTEI20_045610	AAEL024519
OG0007502	ASTEI20_039687, ASTEI20_036394	AAEL024524
OG0007503	ASTEI20_045524	AAEL024535
OG0007504	ASTEI20_045904	AAEL024563
OG0007505	ASTEI20_039694	AAEL024566
OG0007506	ASTEI20_038460	AAEL024568
OG0007507	ASTEI20_031854	AAEL024583
OG0007508	ASTEI20_036161	AAEL024593
OG0007509	ASTEI20_040271	AAEL024602
OG0007510	ASTEI20_045900	AAEL024653
OG0007511	ASTEI20_045337	AAEL024655
OG0007512	ASTEI20_042302	AAEL024675
OG0007513	ASTEI20_040953	AAEL024700
OG0007514	ASTEI20_034573	AAEL024709
OG0007515	ASTEI20_037497	AAEL024720
OG0007516	ASTEI20_042945	AAEL024732
OG0007517	ASTEI20_045031	AAEL024741
OG0007518	ASTEI20_040648	AAEL024756
OG0007519	ASTEI20_036074	AAEL024814
OG0007520	ASTEI20_040022	AAEL024841
OG0007521	ASTEI20_045468	AAEL024842, AAEL027739
OG0007522	ASTEI20_040969	AAEL024847
OG0007523	ASTEI20_044578	AAEL024849
OG0007524	ASTEI20_044027	AAEL024852
OG0007525	ASTEI20_041898	AAEL024853
OG0007526	ASTEI20_031566, ASTEI20_043743	AAEL024884
OG0007527	ASTEI20_034957	AAEL024913
OG0007528	ASTEI20_038040	AAEL024921
OG0007529	ASTEI20_031907	AAEL024930
OG0007530	ASTEI20_035387	AAEL024936
OG0007531	ASTEI20_031956	AAEL024953
OG0007532	ASTEI20_043076	AAEL024958
OG0007533	ASTEI20_041762	AAEL024973
OG0007534	ASTEI20_036580	AAEL024980
OG0007536	ASTEI20_032989	AAEL025001
OG0007537	ASTEI20_038446	AAEL025004
OG0007538	ASTEI20_044572	AAEL025006
OG0007539	ASTEI20_034516	AAEL025030
OG0007540	ASTEI20_034626, ASTEI20_032758	AAEL025042
OG0007541	ASTEI20_034814	AAEL025051
OG0007542	ASTEI20_045163	AAEL025053
OG0007543	ASTEI20_040810	AAEL025065
OG0007544	ASTEI20_036844	AAEL025078
OG0007545	ASTEI20_046032	AAEL025080
OG0007546	ASTEI20_046165	AAEL025091
OG0007547	ASTEI20_031507	AAEL025122
OG0007548	ASTEI20_041282	AAEL025134
OG0007549	ASTEI20_044404	AAEL025150
OG0007550	ASTEI20_045431	AAEL025155
OG0007551	ASTEI20_039375	AAEL025171
OG0007552	ASTEI20_032058	AAEL025190
OG0007553	ASTEI20_041029	AAEL025199
OG0007554	ASTEI20_045531	AAEL025202
OG0007555	ASTEI20_037913	AAEL025216
OG0007556	ASTEI20_044694	AAEL025223
OG0007557	ASTEI20_031878	AAEL025228
OG0007558	ASTEI20_032771	AAEL025229
OG0007559	ASTEI20_043399	AAEL025246
OG0007560	ASTEI20_031387	AAEL025249
OG0007561	ASTEI20_042741	AAEL025258
OG0007562	ASTEI20_036768	AAEL025268
OG0007563	ASTEI20_036439	AAEL025309
OG0007564	ASTEI20_031702	AAEL025321
OG0007565	ASTEI20_031965	AAEL025390
OG0007566	ASTEI20_035897	AAEL025404
OG0007567	ASTEI20_034617	AAEL025416
OG0007568	ASTEI20_035591	AAEL025431
OG0007569	ASTEI20_042461	AAEL025437
OG0007570	ASTEI20_045860	AAEL025455
OG0007571	ASTEI20_043033	AAEL025471
OG0007572	ASTEI20_035692	AAEL025502
OG0007573	ASTEI20_040896	AAEL025509
OG0007574	ASTEI20_033467	AAEL025514
OG0007575	ASTEI20_042791	AAEL025517
OG0007576	ASTEI20_038938	AAEL025520
OG0007577	ASTEI20_044616	AAEL025532
OG0007578	ASTEI20_041520	AAEL025533
OG0007579	ASTEI20_043538	AAEL025569
OG0007580	ASTEI20_039424	AAEL025570
OG0007581	ASTEI20_033212	AAEL025591
OG0007582	ASTEI20_034370	AAEL025597
OG0007583	ASTEI20_042340	AAEL025600
OG0007584	ASTEI20_038792	AAEL025631
OG0007585	ASTEI20_044057	AAEL025635
OG0007586	ASTEI20_036681	AAEL025645
OG0007587	ASTEI20_042593	AAEL025652
OG0007588	ASTEI20_036959	AAEL025656
OG0007589	ASTEI20_034545	AAEL025658
OG0007590	ASTEI20_044423	AAEL025664
OG0007591	ASTEI20_033263	AAEL025694
OG0007592	ASTEI20_040910	AAEL025697
OG0007593	ASTEI20_033392	AAEL025704
OG0007594	ASTEI20_034395	AAEL025717
OG0007595	ASTEI20_032329	AAEL025736
OG0007596	ASTEI20_036366	AAEL026632, AAEL025740
OG0007597	ASTEI20_031511	AAEL025769
OG0007598	ASTEI20_036512	AAEL025801
OG0007599	ASTEI20_045212	AAEL025806
OG0007600	ASTEI20_043817	AAEL025808
OG0007601	ASTEI20_043218	AAEL025822
OG0007602	ASTEI20_038861	AAEL025836
OG0007603	ASTEI20_030962	AAEL025859
OG0007604	ASTEI20_031716	AAEL025882
OG0007605	ASTEI20_042521	AAEL025888
OG0007606	ASTEI20_042476	AAEL025908
OG0007607	ASTEI20_036641	AAEL025915
OG0007608	ASTEI20_044017	AAEL025922
OG0007609	ASTEI20_032383	AAEL028234, AAEL025938
OG0007610	ASTEI20_039441	AAEL025966
OG0007611	ASTEI20_042328	AAEL025969
OG0007612	ASTEI20_032084	AAEL025976
OG0007613	ASTEI20_035749	AAEL025983
OG0007614	ASTEI20_035429	AAEL026010
OG0007615	ASTEI20_039191	AAEL026018
OG0007616	ASTEI20_033874	AAEL026040
OG0007617	ASTEI20_044599	AAEL026043
OG0007618	ASTEI20_041770	AAEL026044
OG0007619	ASTEI20_040975	AAEL026055
OG0007620	ASTEI20_037149	AAEL026069
OG0007621	ASTEI20_038867	AAEL026075
OG0007622	ASTEI20_037719	AAEL026095
OG0007623	ASTEI20_042549	AAEL026104
OG0007624	ASTEI20_036453	AAEL026118
OG0007625	ASTEI20_042558	AAEL026214
OG0007626	ASTEI20_034741	AAEL026218
OG0007627	ASTEI20_032080	AAEL026229
OG0007628	ASTEI20_039274	AAEL026231
OG0007629	ASTEI20_035067	AAEL026233
OG0007630	ASTEI20_040431	AAEL026269
OG0007631	ASTEI20_045165	AAEL026274
OG0007632	ASTEI20_043919	AAEL026276
OG0007633	ASTEI20_036611	AAEL026338
OG0007634	ASTEI20_035652	AAEL026354
OG0007635	ASTEI20_040315	AAEL026357
OG0007636	ASTEI20_045910	AAEL026364
OG0007637	ASTEI20_040811	AAEL026410
OG0007638	ASTEI20_040220	AAEL026439
OG0007639	ASTEI20_044789	AAEL026440
OG0007640	ASTEI20_042310	AAEL026443
OG0007641	ASTEI20_031350	AAEL026470
OG0007642	ASTEI20_032441	AAEL026474
OG0007643	ASTEI20_032255	AAEL026486
OG0007644	ASTEI20_039086	AAEL026487
OG0007645	ASTEI20_036596	AAEL026488
OG0007646	ASTEI20_043557	AAEL026497
OG0007647	ASTEI20_037528	AAEL026545, AAEL026766
OG0007648	ASTEI20_041381	AAEL026560
OG0007649	ASTEI20_043252	AAEL026571
OG0007650	ASTEI20_038601	AAEL026619
OG0007651	ASTEI20_032253	AAEL026633
OG0007652	ASTEI20_031754	AAEL026651
OG0007653	ASTEI20_039395	AAEL026664
OG0007654	ASTEI20_038557	AAEL026700
OG0007655	ASTEI20_045542	AAEL026714
OG0007656	ASTEI20_036638	AAEL026750
OG0007657	ASTEI20_044535	AAEL026791
OG0007658	ASTEI20_043466	AAEL026811
OG0007659	ASTEI20_038231	AAEL026824
OG0007660	ASTEI20_043780	AAEL026826
OG0007661	ASTEI20_038357	AAEL026828
OG0007662	ASTEI20_046091	AAEL026835
OG0007663	ASTEI20_031244	AAEL026837
OG0007664	ASTEI20_043465	AAEL026843
OG0007665	ASTEI20_041063	AAEL026845
OG0007666	ASTEI20_044607	AAEL026852
OG0007667	ASTEI20_039997	AAEL026867
OG0007668	ASTEI20_032601	AAEL026920
OG0007669	ASTEI20_045509	AAEL026922
OG0007670	ASTEI20_040913	AAEL026928
OG0007671	ASTEI20_034629	AAEL026962
OG0007672	ASTEI20_045342	AAEL026966
OG0007674	ASTEI20_042444	AAEL026991, AAEL027089
OG0007675	ASTEI20_035701	AAEL027007
OG0007676	ASTEI20_035211	AAEL027034
OG0007677	ASTEI20_032328	AAEL027054
OG0007678	ASTEI20_040103	AAEL027061
OG0007679	ASTEI20_035385	AAEL027066
OG0007680	ASTEI20_046070	AAEL027067
OG0007681	ASTEI20_033321	AAEL027069
OG0007682	ASTEI20_039523	AAEL027088
OG0007683	ASTEI20_036907	AAEL027092
OG0007684	ASTEI20_040504	AAEL027096
OG0007685	ASTEI20_035642	AAEL027103
OG0007686	ASTEI20_042071	AAEL027111
OG0007687	ASTEI20_041999	AAEL027134
OG0007688	ASTEI20_044814	AAEL027135
OG0007689	ASTEI20_033418	AAEL027150
OG0007690	ASTEI20_037873	AAEL027175
OG0007691	ASTEI20_037079	AAEL027190
OG0007692	ASTEI20_042127	AAEL027193
OG0007693	ASTEI20_038504	AAEL027204
OG0007694	ASTEI20_044039	AAEL027210
OG0007695	ASTEI20_035096	AAEL027232
OG0007696	ASTEI20_036039	AAEL027238
OG0007697	ASTEI20_032409	AAEL027240
OG0007698	ASTEI20_031194	AAEL027249
OG0007699	ASTEI20_032158	AAEL027261
OG0007700	ASTEI20_032056	AAEL027277
OG0007701	ASTEI20_042233	AAEL027287
OG0007702	ASTEI20_035978	AAEL027307
OG0007703	ASTEI20_039130	AAEL027317
OG0007704	ASTEI20_031521	AAEL027319
OG0007705	ASTEI20_042824	AAEL027322
OG0007706	ASTEI20_045275	AAEL027326
OG0007707	ASTEI20_043171	AAEL027340
OG0007708	ASTEI20_041689	AAEL027342
OG0007709	ASTEI20_039021	AAEL027354
OG0007710	ASTEI20_040215	AAEL027361
OG0007711	ASTEI20_042129	AAEL027380
OG0007712	ASTEI20_037604	AAEL027384
OG0007713	ASTEI20_040261	AAEL027393
OG0007714	ASTEI20_033040	AAEL027398
OG0007715	ASTEI20_032015	AAEL027424
OG0007716	ASTEI20_035192	AAEL027429
OG0007717	ASTEI20_042525	AAEL027436
OG0007718	ASTEI20_033494	AAEL027447
OG0007719	ASTEI20_035475	AAEL027465
OG0007720	ASTEI20_033028	AAEL027472
OG0007721	ASTEI20_042929	AAEL027479
OG0007722	ASTEI20_032130	AAEL027483
OG0007723	ASTEI20_033371	AAEL027494
OG0007724	ASTEI20_032836	AAEL027504
OG0007725	ASTEI20_037487	AAEL027518
OG0007726	ASTEI20_036158	AAEL027520
OG0007727	ASTEI20_042286	AAEL027533
OG0007728	ASTEI20_037667	AAEL027554
OG0007729	ASTEI20_033735	AAEL027594
OG0007730	ASTEI20_032968	AAEL027597
OG0007731	ASTEI20_036852	AAEL027614
OG0007732	ASTEI20_037782	AAEL027658
OG0007733	ASTEI20_045729	AAEL027666
OG0007734	ASTEI20_035534	AAEL027674
OG0007735	ASTEI20_033507	AAEL027688
OG0007736	ASTEI20_043157	AAEL027694
OG0007737	ASTEI20_033774	AAEL027722
OG0007738	ASTEI20_041257	AAEL027731
OG0007739	ASTEI20_037229	AAEL027732
OG0007740	ASTEI20_044736	AAEL027751
OG0007741	ASTEI20_037057	AAEL027771
OG0007742	ASTEI20_037094	AAEL027790
OG0007743	ASTEI20_038264	AAEL027821
OG0007744	ASTEI20_032040	AAEL027868
OG0007745	ASTEI20_042236	AAEL027879
OG0007746	ASTEI20_032127	AAEL027899
OG0007747	ASTEI20_036808	AAEL027907
OG0007748	ASTEI20_038251	AAEL027910
OG0007749	ASTEI20_035941	AAEL027912
OG0007750	ASTEI20_041474, ASTEI20_035366	AAEL027938
OG0007751	ASTEI20_037308	AAEL027940
OG0007752	ASTEI20_037249	AAEL027972
OG0007753	ASTEI20_044962	AAEL028013
OG0007754	ASTEI20_039715	AAEL028037
OG0007755	ASTEI20_035392	AAEL028043
OG0007756	ASTEI20_042724	AAEL028048
OG0007757	ASTEI20_036975	AAEL028056
OG0007758	ASTEI20_032667	AAEL028079
OG0007759	ASTEI20_033421	AAEL028104
OG0007760	ASTEI20_038131	AAEL028107
OG0007761	ASTEI20_034609	AAEL028119
OG0007762	ASTEI20_045518	AAEL028170
OG0007763	ASTEI20_035497	AAEL028185
OG0007764	ASTEI20_032943	AAEL028211
OG0007765	ASTEI20_031166	AAEL028220
OG0007766	ASTEI20_035476	AAEL028236
OG0007767	ASTEI20_032641	AAEL028239
OG0007768	ASTEI20_042908	AAEL029004
OG0007770	ASTEI20_040925	AAEL029016
OG0007771	ASTEI20_036582	AAEL029017
OG0007772	ASTEI20_041941	AAEL029035
OG0007773	ASTEI20_037088	AAEL029068
OG0007774	ASTEI20_031784	AAEL029112
OG0007838	ASTEI20_045303	AAEL000001
OG0007839	ASTEI20_032112	AAEL000005
OG0007840	ASTEI20_033148	AAEL000050
OG0007841	ASTEI20_039601	AAEL000071
OG0007842	ASTEI20_031071	AAEL000084
OG0007843	ASTEI20_032964	AAEL000094
OG0007844	ASTEI20_033531	AAEL000113
OG0007845	ASTEI20_043137	AAEL000124
OG0007846	ASTEI20_032526	AAEL000134
OG0007847	ASTEI20_043657	AAEL000139
OG0007848	ASTEI20_031677	AAEL000147
OG0007849	ASTEI20_037752	AAEL000152
OG0007850	ASTEI20_041308, ASTEI20_032357	AAEL000164
OG0007851	ASTEI20_038543	AAEL000174
OG0007852	ASTEI20_037408	AAEL000178
OG0007854	ASTEI20_035888	AAEL000187
OG0007855	ASTEI20_040818	AAEL000191
OG0007856	ASTEI20_039733	AAEL000227
OG0007857	ASTEI20_042413	AAEL000234
OG0007858	ASTEI20_032784	AAEL000256
OG0007859	ASTEI20_032926	AAEL000257
OG0007860	ASTEI20_037634	AAEL000260
OG0007861	ASTEI20_040029	AAEL000268
OG0007862	ASTEI20_037080	AAEL000276
OG0007863	ASTEI20_034681	AAEL000285
OG0007864	ASTEI20_030921	AAEL000288
OG0007865	ASTEI20_034209	AAEL000290
OG0007866	ASTEI20_033990	AAEL000297
OG0007867	ASTEI20_044525	AAEL000304
OG0007868	ASTEI20_039710	AAEL000330
OG0007869	ASTEI20_037465	AAEL000334
OG0007870	ASTEI20_032643	AAEL000335
OG0007871	ASTEI20_035205	AAEL000348
OG0007872	ASTEI20_032548	AAEL000354
OG0007873	ASTEI20_045044	AAEL000382
OG0007874	ASTEI20_035914	AAEL000385
OG0007875	ASTEI20_042332	AAEL000394
OG0007876	ASTEI20_041224	AAEL000401
OG0007877	ASTEI20_039304	AAEL000406
OG0007878	ASTEI20_043559	AAEL000407
OG0007879	ASTEI20_043004	AAEL000410
OG0007880	ASTEI20_038851	AAEL000441
OG0007881	ASTEI20_034569	AAEL000467
OG0007882	ASTEI20_041669	AAEL000471
OG0007883	ASTEI20_036978	AAEL000476
OG0007884	ASTEI20_031918	AAEL000504
OG0007885	ASTEI20_038619	AAEL000512
OG0007886	ASTEI20_036448	AAEL000541
OG0007887	ASTEI20_032977	AAEL000562
OG0007888	ASTEI20_037085	AAEL000564
OG0007889	ASTEI20_043903	AAEL000568
OG0007890	ASTEI20_034159	AAEL000572
OG0007892	ASTEI20_031150	AAEL000656
OG0007893	ASTEI20_043251	AAEL000663
OG0007894	ASTEI20_037515	AAEL000685
OG0007895	ASTEI20_035968	AAEL000697
OG0007896	ASTEI20_034111	AAEL000699
OG0007897	ASTEI20_045666	AAEL000744
OG0007898	ASTEI20_041268	AAEL000751
OG0007899	ASTEI20_042434	AAEL000786
OG0007900	ASTEI20_035889	AAEL000829
OG0007901	ASTEI20_036024	AAEL000844
OG0007902	ASTEI20_045265	AAEL000847
OG0007903	ASTEI20_043890	AAEL000855
OG0007904	ASTEI20_032814	AAEL000869
OG0007905	ASTEI20_036759	AAEL000871
OG0007906	ASTEI20_034015	AAEL000903
OG0007907	ASTEI20_043480	AAEL000923
OG0007908	ASTEI20_045272	AAEL000947, AAEL026893
OG0007909	ASTEI20_040512, ASTEI20_039521	AAEL000952, AAEL022371
OG0007910	ASTEI20_032911	AAEL000970
OG0007911	ASTEI20_033575	AAEL000983
OG0007912	ASTEI20_034888	AAEL000985
OG0007913	ASTEI20_039085	AAEL001031
OG0007914	ASTEI20_039561	AAEL001062
OG0007915	ASTEI20_032343	AAEL001068
OG0007916	ASTEI20_043941	AAEL001074
OG0007917	ASTEI20_033448, ASTEI20_039246	AAEL001088
OG0007918	ASTEI20_042530	AAEL001090
OG0007919	ASTEI20_039091	AAEL001094
OG0007920	ASTEI20_038230	AAEL001106
OG0007921	ASTEI20_045737	AAEL001116
OG0007922	ASTEI20_034289	AAEL001124
OG0007923	ASTEI20_040866	AAEL001132
OG0007924	ASTEI20_031591	AAEL001156
OG0007925	ASTEI20_033244	AAEL001159
OG0007926	ASTEI20_033374	AAEL001173
OG0007927	ASTEI20_033366	AAEL001175
OG0007928	ASTEI20_035568	AAEL001178
OG0007929	ASTEI20_044744	AAEL001185
OG0007930	ASTEI20_040494	AAEL001187
OG0007931	ASTEI20_044947	AAEL001201
OG0007932	ASTEI20_046067	AAEL001210
OG0007933	ASTEI20_035132	AAEL001233
OG0007934	ASTEI20_036462	AAEL001235
OG0007935	ASTEI20_033809	AAEL001236
OG0007936	ASTEI20_036655	AAEL001243
OG0007937	ASTEI20_040893	AAEL001260
OG0007938	ASTEI20_036148	AAEL001270
OG0007939	ASTEI20_041535	AAEL001324
OG0007940	ASTEI20_034043	AAEL001326
OG0007941	ASTEI20_041514	AAEL001334
OG0007942	ASTEI20_044587	AAEL001345
OG0007943	ASTEI20_045093	AAEL001355
OG0007944	ASTEI20_030871	AAEL001361
OG0007945	ASTEI20_037370	AAEL001363
OG0007946	ASTEI20_039965	AAEL001371
OG0007947	ASTEI20_041492	AAEL001382
OG0007948	ASTEI20_036348	AAEL001391
OG0007949	ASTEI20_036927	AAEL001405
OG0007950	ASTEI20_036906	AAEL001412
OG0007951	ASTEI20_033194	AAEL023310, AAEL001434
OG0007952	ASTEI20_041853	AAEL001447
OG0007953	ASTEI20_039295	AAEL001452
OG0007954	ASTEI20_030848	AAEL001476
OG0007955	ASTEI20_044412	AAEL001479
OG0007956	ASTEI20_033840	AAEL001485
OG0007957	ASTEI20_030835	AAEL001524
OG0007958	ASTEI20_040114	AAEL001532
OG0007959	ASTEI20_038335	AAEL001544
OG0007960	ASTEI20_033696	AAEL001562
OG0007961	ASTEI20_041816	AAEL001580
OG0007962	ASTEI20_042915	AAEL001594
OG0007963	ASTEI20_037707	AAEL001612
OG0007964	ASTEI20_038564	AAEL001616
OG0007965	ASTEI20_032157	AAEL001626
OG0007966	ASTEI20_046133	AAEL001627
OG0007967	ASTEI20_044682	AAEL001645
OG0007968	ASTEI20_044053	AAEL001657
OG0007969	ASTEI20_034290	AAEL001667
OG0007970	ASTEI20_032568	AAEL001694, AAEL001686
OG0007971	ASTEI20_044637	AAEL001708
OG0007972	ASTEI20_032304	AAEL001719
OG0007973	ASTEI20_043782	AAEL001754
OG0007974	ASTEI20_036709	AAEL001775
OG0007975	ASTEI20_035302	AAEL001778
OG0007976	ASTEI20_043868	AAEL001779
OG0007977	ASTEI20_035636	AAEL001817
OG0007978	ASTEI20_046173	AAEL001830
OG0007979	ASTEI20_038188	AAEL001833
OG0007980	ASTEI20_045207	AAEL001837
OG0007981	ASTEI20_032261	AAEL001846
OG0007982	ASTEI20_039795	AAEL001871
OG0007983	ASTEI20_037619	AAEL001894
OG0007984	ASTEI20_040794	AAEL001903
OG0007985	ASTEI20_034186	AAEL001905
OG0007986	ASTEI20_037322	AAEL001918
OG0007987	ASTEI20_039878	AAEL001922
OG0007988	ASTEI20_036884	AAEL001929
OG0007989	ASTEI20_037347	AAEL001938
OG0007992	ASTEI20_031022	AAEL001959
OG0007993	ASTEI20_031130	AAEL001963
OG0007994	ASTEI20_035246	AAEL001997
OG0007995	ASTEI20_038319	AAEL002002
OG0007996	ASTEI20_033984	AAEL002012
OG0007997	ASTEI20_039569, ASTEI20_036685	AAEL002056
OG0007998	ASTEI20_044213	AAEL002094
OG0007999	ASTEI20_037193	AAEL002098
OG0008000	ASTEI20_043602	AAEL002108
OG0008001	ASTEI20_033439	AAEL002117
OG0008002	ASTEI20_032559	AAEL002119
OG0008003	ASTEI20_035562	AAEL002129
OG0008004	ASTEI20_034808	AAEL002131
OG0008005	ASTEI20_040588	AAEL002140
OG0008006	ASTEI20_038032	AAEL002153
OG0008007	ASTEI20_035850	AAEL002155
OG0008008	ASTEI20_031732	AAEL002161
OG0008009	ASTEI20_037111	AAEL002183
OG0008010	ASTEI20_032951	AAEL002195
OG0008011	ASTEI20_035837	AAEL002219
OG0008012	ASTEI20_039764	AAEL002225
OG0008013	ASTEI20_034414	AAEL002234
OG0008014	ASTEI20_038222	AAEL002235
OG0008015	ASTEI20_039950	AAEL002249
OG0008016	ASTEI20_041165	AAEL002254
OG0008017	ASTEI20_045898, ASTEI20_044561	AAEL002263
OG0008019	ASTEI20_032697	AAEL002304
OG0008020	ASTEI20_033623	AAEL002309
OG0008021	ASTEI20_038562	AAEL002311
OG0008022	ASTEI20_037803	AAEL002321
OG0008023	ASTEI20_035989	AAEL002348
OG0008024	ASTEI20_035607	AAEL002354
OG0008025	ASTEI20_038484, ASTEI20_044272	AAEL002361
OG0008026	ASTEI20_045052	AAEL002374
OG0008027	ASTEI20_031286	AAEL002402
OG0008028	ASTEI20_033412	AAEL002418
OG0008030	ASTEI20_039618	AAEL002485
OG0008031	ASTEI20_041973	AAEL002520
OG0008032	ASTEI20_036627	AAEL002526
OG0008033	ASTEI20_045190	AAEL002550
OG0008034	ASTEI20_032119	AAEL002551
OG0008035	ASTEI20_044438	AAEL002556
OG0008036	ASTEI20_034596	AAEL002572
OG0008037	ASTEI20_036491	AAEL002579
OG0008038	ASTEI20_037783	AAEL002593
OG0008039	ASTEI20_041624	AAEL002626
OG0008040	ASTEI20_033986	AAEL002627
OG0008041	ASTEI20_034208	AAEL002636
OG0008043	ASTEI20_039943	AAEL002654
OG0008044	ASTEI20_042632	AAEL002656
OG0008045	ASTEI20_039822	AAEL002657
OG0008046	ASTEI20_043864	AAEL002674
OG0008047	ASTEI20_031890	AAEL002699
OG0008048	ASTEI20_034990	AAEL002716
OG0008049	ASTEI20_043209, ASTEI20_035413	AAEL002726
OG0008051	ASTEI20_046105	AAEL002753
OG0008052	ASTEI20_032775	AAEL002777
OG0008053	ASTEI20_031056	AAEL002779
OG0008054	ASTEI20_032462	AAEL002786
OG0008055	ASTEI20_042491	AAEL002788
OG0008056	ASTEI20_034933	AAEL002803
OG0008057	ASTEI20_042255	AAEL002816
OG0008058	ASTEI20_031973	AAEL002820
OG0008059	ASTEI20_039176	AAEL002836
OG0008060	ASTEI20_037520	AAEL002844
OG0008061	ASTEI20_035819	AAEL002847
OG0008062	ASTEI20_042238	AAEL002866
OG0008063	ASTEI20_039549	AAEL002893
OG0008064	ASTEI20_031054	AAEL002898
OG0008065	ASTEI20_036691	AAEL002900
OG0008066	ASTEI20_032017	AAEL002912
OG0008068	ASTEI20_043775	AAEL003005
OG0008069	ASTEI20_037321	AAEL003034
OG0008070	ASTEI20_032139	AAEL003039
OG0008071	ASTEI20_036311	AAEL003043
OG0008072	ASTEI20_045391	AAEL003058
OG0008073	ASTEI20_045858	AAEL003065
OG0008074	ASTEI20_034766	AAEL003097
OG0008075	ASTEI20_031513	AAEL003107
OG0008076	ASTEI20_033734	AAEL003111
OG0008077	ASTEI20_036285	AAEL003112
OG0008078	ASTEI20_036888	AAEL003127
OG0008079	ASTEI20_040326	AAEL003137
OG0008080	ASTEI20_043013	AAEL003213
OG0008081	ASTEI20_038142	AAEL003217
OG0008082	ASTEI20_040691	AAEL003221
OG0008083	ASTEI20_034579	AAEL003255
OG0008084	ASTEI20_034137	AAEL003271
OG0008085	ASTEI20_040545	AAEL003284
OG0008086	ASTEI20_035268	AAEL003291
OG0008087	ASTEI20_039994	AAEL003295
OG0008088	ASTEI20_032340	AAEL003302
OG0008089	ASTEI20_041328	AAEL003316
OG0008090	ASTEI20_033167, ASTEI20_034237	AAEL003345
OG0008091	ASTEI20_039332	AAEL003352
OG0008092	ASTEI20_035895	AAEL003361
OG0008093	ASTEI20_036218	AAEL003426
OG0008094	ASTEI20_039402	AAEL003435
OG0008095	ASTEI20_040157	AAEL003462
OG0008096	ASTEI20_046180	AAEL003464
OG0008097	ASTEI20_030918	AAEL003490
OG0008098	ASTEI20_046102	AAEL003501
OG0008099	ASTEI20_032849	AAEL003548
OG0008100	ASTEI20_031471	AAEL003549
OG0008101	ASTEI20_039281	AAEL003560
OG0008102	ASTEI20_036236	AAEL003569
OG0008103	ASTEI20_038555	AAEL003576
OG0008104	ASTEI20_032339	AAEL003597
OG0008105	ASTEI20_039671	AAEL003624
OG0008106	ASTEI20_039858	AAEL003645
OG0008107	ASTEI20_038898	AAEL003680
OG0008110	ASTEI20_041584	AAEL003758
OG0008111	ASTEI20_042387	AAEL003766
OG0008112	ASTEI20_040376	AAEL003768
OG0008113	ASTEI20_040154	AAEL003779
OG0008114	ASTEI20_044098	AAEL003789
OG0008115	ASTEI20_043665	AAEL003791
OG0008116	ASTEI20_037017	AAEL003886
OG0008117	ASTEI20_038443	AAEL003889
OG0008118	ASTEI20_042113	AAEL003894
OG0008119	ASTEI20_030912	AAEL003899
OG0008120	ASTEI20_038586	AAEL003905
OG0008121	ASTEI20_043107	AAEL003907
OG0008122	ASTEI20_042617	AAEL003912
OG0008123	ASTEI20_043802	AAEL003917
OG0008124	ASTEI20_042769	AAEL003921
OG0008125	ASTEI20_033269	AAEL003924
OG0008126	ASTEI20_042973	AAEL003942
OG0008127	ASTEI20_036995	AAEL003944
OG0008128	ASTEI20_044775	AAEL003950
OG0008129	ASTEI20_031296	AAEL003955
OG0008130	ASTEI20_045942	AAEL003970
OG0008131	ASTEI20_043848	AAEL003978
OG0008132	ASTEI20_038646	AAEL004000
OG0008133	ASTEI20_044845	AAEL004006
OG0008134	ASTEI20_041446	AAEL004022
OG0008135	ASTEI20_037495	AAEL004026
OG0008136	ASTEI20_037757	AAEL004039
OG0008137	ASTEI20_041897	AAEL004040
OG0008138	ASTEI20_033755	AAEL004053
OG0008139	ASTEI20_036323	AAEL004054
OG0008140	ASTEI20_031384	AAEL004055
OG0008141	ASTEI20_033200	AAEL004063
OG0008142	ASTEI20_032254	AAEL004073
OG0008143	ASTEI20_044490	AAEL004076
OG0008144	ASTEI20_037598	AAEL004105
OG0008145	ASTEI20_037286	AAEL004107
OG0008146	ASTEI20_044725	AAEL004113
OG0008147	ASTEI20_040753	AAEL004132
OG0008148	ASTEI20_038093	AAEL004141
OG0008149	ASTEI20_043187	AAEL004146
OG0008150	ASTEI20_033137	AAEL004161
OG0008151	ASTEI20_032081	AAEL004168
OG0008152	ASTEI20_044227	AAEL004176
OG0008153	ASTEI20_033855	AAEL004179
OG0008154	ASTEI20_031348	AAEL004183
OG0008155	ASTEI20_041273	AAEL004199
OG0008156	ASTEI20_037410	AAEL004200
OG0008158	ASTEI20_043277	AAEL004249
OG0008159	ASTEI20_042433	AAEL004252
OG0008160	ASTEI20_034858	AAEL004293
OG0008161	ASTEI20_035646	AAEL004325
OG0008162	ASTEI20_037827	AAEL004326
OG0008163	ASTEI20_036870	AAEL004352
OG0008164	ASTEI20_033979	AAEL004356
OG0008165	ASTEI20_037313	AAEL004361
OG0008166	ASTEI20_044311	AAEL004396
OG0008167	ASTEI20_034864	AAEL004407
OG0008168	ASTEI20_042822	AAEL004409
OG0008169	ASTEI20_031617	AAEL004423
OG0008170	ASTEI20_043244	AAEL004439
OG0008171	ASTEI20_038972	AAEL004460
OG0008172	ASTEI20_039555	AAEL004479
