Orthogroup	Aalbopictus_AalbF5	AaegyptiLVP_AGWG
OG0007739	LOC109403341	AAEL027732
OG0007740	LOC109412405	AAEL027751
OG0007741	LOC109415665	AAEL027771
OG0007742	LOC109424976	AAEL027790
OG0007743	LOC109401876	AAEL027821
OG0007744	LOC109418769	AAEL027868
OG0007745	LOC109401225	AAEL027879
OG0007746	LOC109426664	AAEL027899
OG0007747	LOC109400761	AAEL027907
OG0007748	LOC109409472	AAEL027910
OG0007749	LOC115259568, LOC109419799	AAEL027912
OG0007750	LOC109622975	AAEL027938
OG0007751	LOC109411339	AAEL027940
OG0007752	LOC109414104, LOC115256060	AAEL027972
OG0007753	LOC109422780	AAEL028013
OG0007754	LOC109419762	AAEL028037
OG0007755	LOC109419974	AAEL028043
OG0007756	LOC109417173, LOC115267873	AAEL028048
OG0007757	LOC109401910	AAEL028056
OG0007758	LOC109408452	AAEL028079
OG0007759	LOC109398700	AAEL028104
OG0007760	LOC109423308	AAEL028107
OG0007761	LOC109410019	AAEL028119
OG0007762	LOC109424060	AAEL028170
OG0007763	LOC109418093	AAEL028185
OG0007764	LOC109398214	AAEL028211
OG0007765	LOC109407544	AAEL028220
OG0007766	LOC109428455, LOC109422166	AAEL028236
OG0007767	LOC109405984	AAEL028239
OG0007768	LOC109420665	AAEL029004
OG0007769	LOC115260380	AAEL029007
OG0007770	LOC109430492	AAEL029016
OG0007771	LOC109420443	AAEL029017
OG0007772	LOC109424964	AAEL029035
OG0007773	LOC109407380	AAEL029068
OG0007774	LOC109622450	AAEL029112
OG0007838	LOC109415496	AAEL000001
OG0007839	LOC115267743	AAEL000005
OG0007840	LOC109400877	AAEL000050
OG0007841	LOC109415515	AAEL000071
OG0007842	LOC109412580	AAEL000084
OG0007843	LOC109400874	AAEL000094
OG0007844	LOC109408863	AAEL000113
OG0007845	LOC109413873	AAEL000124
OG0007846	LOC115254340	AAEL000134
OG0007847	LOC109413874	AAEL000139
OG0007848	LOC109621636	AAEL000147
OG0007849	LOC109407938	AAEL000152
OG0007850	LOC109423387	AAEL000164
OG0007851	LOC109400240	AAEL000174
OG0007852	LOC115264539	AAEL000178
OG0007853	LOC134291424, LOC134289877	AAEL000182
OG0007854	LOC109405105	AAEL000187
OG0007855	LOC115253739, LOC134291518	AAEL000191
OG0007856	LOC134288118	AAEL000227
OG0007859	LOC109420281	AAEL000257
OG0007860	LOC109422363	AAEL000260
OG0007861	LOC109422378	AAEL000268
OG0007862	LOC109422375	AAEL000276
OG0007863	LOC134291873	AAEL000285
OG0007865	LOC109424406	AAEL000290
OG0007866	LOC109424468	AAEL000297
OG0007867	LOC109420683	AAEL000304
OG0007868	LOC109400752	AAEL000330
OG0007869	LOC109420660	AAEL000334
OG0007870	LOC109420684	AAEL000335
OG0007871	LOC109400734	AAEL000348
OG0007872	LOC109420591	AAEL000354
OG0007873	LOC109420585	AAEL000382
OG0007874	LOC109407639	AAEL000385
OG0007875	LOC109425968	AAEL000394
OG0007876	LOC115253962	AAEL000401
OG0007877	LOC109407642	AAEL000406
OG0007878	LOC109411665	AAEL000407
OG0007879	LOC115269140	AAEL000410
OG0007880	LOC109411670	AAEL000441
OG0007881	LOC109404433	AAEL000467
OG0007882	LOC109427261	AAEL000471
OG0007883	LOC109403715	AAEL000476
OG0007884	LOC115264680	AAEL000504
OG0007885	LOC109433418	AAEL000512
OG0007886	LOC109410675	AAEL000541
OG0007887	LOC109407646	AAEL000562
OG0007888	LOC109421743	AAEL000564
OG0007889	LOC109406083	AAEL000568
OG0007890	LOC109421754	AAEL000572
OG0007891	LOC109425899	AAEL000652
OG0007892	LOC109426049	AAEL000656
OG0007893	LOC109426045	AAEL000663
OG0007894	LOC109415438	AAEL000685
OG0007895	LOC109429910	AAEL000697
OG0007896	LOC109429894	AAEL000699
OG0007897	LOC109407754	AAEL000744
OG0007898	LOC109418909	AAEL000751
OG0007899	LOC109401681	AAEL000786
OG0007900	LOC109426474	AAEL000829
OG0007901	LOC109426481	AAEL000844
OG0007902	LOC109408984	AAEL000847
OG0007903	LOC109397145	AAEL000855
OG0007904	LOC109432339	AAEL000869
OG0007905	LOC109432268	AAEL000871
OG0007906	LOC109432316	AAEL000903
OG0007907	LOC109397161	AAEL000923
OG0007908	LOC109403361	AAEL000947, AAEL026893
OG0007909	LOC109403359	AAEL000952, AAEL022371
OG0007910	LOC109403350	AAEL000970
OG0007911	LOC109415608	AAEL000983
OG0007912	LOC109420436	AAEL000985
OG0007913	LOC109398744	AAEL001031
OG0007914	LOC109404186	AAEL001062
OG0007915	LOC109414673	AAEL001068
OG0007916	LOC109424800	AAEL001074
OG0007917	LOC109430277	AAEL001088
OG0007918	LOC109424792	AAEL001090
OG0007919	LOC109428427	AAEL001094
OG0007920	LOC115262196	AAEL001106
OG0007921	LOC109407560	AAEL001116
OG0007922	LOC109407555	AAEL001124
OG0007923	LOC109411231	AAEL001132
OG0007924	LOC109409265	AAEL001156
OG0007925	LOC134287812, LOC109409270	AAEL001159
OG0007926	LOC109409247	AAEL001173
OG0007927	LOC109419611	AAEL001175
OG0007928	LOC109622829	AAEL001178
OG0007929	LOC134286166, LOC109409253	AAEL001185
OG0007930	LOC109419599	AAEL001187
OG0007932	LOC109421664	AAEL001210
OG0007933	LOC109420638	AAEL001233
OG0007934	LOC109420642	AAEL001235
OG0007935	LOC134285056	AAEL001236
OG0007936	LOC115255089	AAEL001243
OG0007937	LOC115263288	AAEL001260
OG0007938	LOC109419419	AAEL001270
OG0007939	LOC109431763	AAEL001324
OG0007940	LOC109418950	AAEL001326
OG0007941	LOC109429507	AAEL001334
OG0007942	LOC109429506	AAEL001345
OG0007943	LOC109418959	AAEL001355
OG0007944	LOC115254257	AAEL001361
OG0007945	LOC109430574	AAEL001363
OG0007946	LOC109404945	AAEL001371
OG0007947	LOC109404947	AAEL001382
OG0007948	LOC109423686	AAEL001391
OG0007949	LOC109418085	AAEL001405
OG0007950	LOC109418079	AAEL001412
OG0007952	LOC109422955	AAEL001447
OG0007953	LOC109414288	AAEL001452
OG0007954	LOC109401369	AAEL001476
OG0007955	LOC109432862	AAEL001479
OG0007956	LOC109401354	AAEL001485
OG0007957	LOC109422422	AAEL001524
OG0007958	LOC109417184	AAEL001532
OG0007959	LOC109423566	AAEL001544
OG0007960	LOC109408654	AAEL001562
OG0007961	LOC109408528	AAEL001580
OG0007962	LOC109426372	AAEL001594
OG0007963	LOC109431485	AAEL001612
OG0007964	LOC109431384	AAEL001616
OG0007965	LOC109431490	AAEL001626
OG0007966	LOC109427685	AAEL001627
OG0007967	LOC109408103	AAEL001645
OG0007968	LOC109408119	AAEL001657
OG0007969	LOC109419082	AAEL001667
OG0007970	LOC109426633	AAEL001694
OG0007970	LOC115265670	AAEL001686
OG0007971	LOC109416798	AAEL001708
OG0007972	LOC109402297	AAEL001719
OG0007973	LOC109431620	AAEL001754
OG0007974	LOC109431638	AAEL001775
OG0007975	LOC109431654	AAEL001778
OG0007976	LOC109431682	AAEL001779
OG0007977	LOC115259164	AAEL001817
OG0007978	LOC109417135	AAEL001830
OG0007979	LOC109419737	AAEL001833
OG0007980	LOC109401725	AAEL001837
OG0007981	LOC115270440	AAEL001846
OG0007982	LOC109433083	AAEL001871
OG0007983	LOC109428076	AAEL001894
OG0007984	LOC109427832	AAEL001903
OG0007985	LOC134288964	AAEL001905
OG0007986	LOC109415904	AAEL001918
OG0007987	LOC109428650	AAEL001922
OG0007988	LOC109428644	AAEL001929
OG0007989	LOC109412631	AAEL001938
OG0007990	LOC109428689	AAEL001943
OG0007991	LOC115264754, LOC109416987, LOC109415909	AAEL020902, AAEL001949
OG0007992	LOC109421433	AAEL001959
OG0007993	LOC109421493	AAEL001963
OG0007994	LOC109621331, LOC134287581	AAEL001997
OG0007995	LOC109432548	AAEL002002
OG0007996	LOC109421451	AAEL002012
OG0007997	LOC109404953	AAEL002056
OG0007998	LOC109429122	AAEL002094
OG0007999	LOC109398868	AAEL002098
OG0008000	LOC109398887	AAEL002108
OG0008001	LOC109429252	AAEL002117
OG0008002	LOC109429151	AAEL002119
OG0008003	LOC115254068	AAEL002129
OG0008004	LOC109409021	AAEL002131
OG0008005	LOC109416831	AAEL002140
OG0008006	LOC109428386	AAEL002153
OG0008007	LOC115267213	AAEL002155
OG0008008	LOC109415197	AAEL002161
OG0008009	LOC109421304	AAEL002183
OG0008010	LOC109427814	AAEL002195
OG0008011	LOC109421299	AAEL002219
OG0008012	LOC109621858	AAEL002225
OG0008013	LOC109427802	AAEL002234
OG0008014	LOC109421318	AAEL002235
OG0008015	LOC109623133	AAEL002249
OG0008016	LOC115260956	AAEL002254
OG0008017	LOC115263511	AAEL002263
OG0008018	LOC109622185	AAEL002303
OG0008019	LOC109403180	AAEL002304
OG0008022	LOC109424988	AAEL002321
OG0008023	LOC109415389	AAEL002348
OG0008024	LOC109431146	AAEL002354
OG0008025	LOC115267593	AAEL002361
OG0008026	LOC115258768	AAEL002374
OG0008027	LOC115258767	AAEL002402
OG0008028	LOC109423465	AAEL002418
OG0008029	LOC109413012	AAEL019968
OG0008029	LOC109413010	AAEL021384
OG0008029	LOC115269559	AAEL002453
OG0008029	LOC109432971	AAEL019967
OG0008030	LOC109405736	AAEL002485
OG0008031	LOC109398425	AAEL002520
OG0008032	LOC109398378, LOC134285078	AAEL002526
OG0008033	LOC109425322	AAEL002550
OG0008034	LOC109419814	AAEL002551
OG0008035	LOC109425314	AAEL002556
OG0008036	LOC109425346	AAEL002572
OG0008037	LOC109403448	AAEL002579
OG0008038	LOC109403404	AAEL002593
OG0008039	LOC109416739	AAEL002626
OG0008040	LOC109403424	AAEL002627
OG0008041	LOC109427860	AAEL002636
OG0008042	LOC134290854, LOC109401945, LOC109402257, LOC115253764	AAEL022121, AAEL023915, AAEL026020, AAEL002641
OG0008043	LOC109424552	AAEL002654
OG0008044	LOC109622325	AAEL002656
OG0008045	LOC115267565	AAEL002657
OG0008046	LOC115256245	AAEL002674
OG0008047	LOC109407840	AAEL002699
OG0008048	LOC109416441	AAEL002716
OG0008049	LOC109410365	AAEL002726
OG0008050	LOC109426810	AAEL002751
OG0008050	LOC109426811	AAEL002739
OG0008050	LOC109426808	AAEL022370
OG0008050	LOC109417849	AAEL018286
OG0008051	LOC109417846, LOC134287344	AAEL002753
OG0008052	LOC109419329	AAEL002777
OG0008053	LOC109408469	AAEL002779
OG0008054	LOC109403863	AAEL002786
OG0008055	LOC109419331	AAEL002788
OG0008056	LOC109403977	AAEL002803
OG0008057	LOC109412786	AAEL002816
OG0008059	LOC134291853	AAEL002836
OG0008060	LOC134290049	AAEL002844
OG0008061	LOC109424345	AAEL002847
OG0008062	LOC109623098	AAEL002866
OG0008063	LOC109422941	AAEL002893
OG0008064	LOC109422943	AAEL002898
OG0008065	LOC109403530	AAEL002900
OG0008066	LOC109403528	AAEL002912
OG0008067	LOC109407474	AAEL002986
OG0008068	LOC109419235	AAEL003005
OG0008069	LOC109412952	AAEL003034
OG0008070	LOC109418604	AAEL003039
OG0008071	LOC109424929	AAEL003043
OG0008072	LOC109426255	AAEL003058
OG0008073	LOC109414228	AAEL003065
OG0008074	LOC109414816	AAEL003097
OG0008075	LOC109623044	AAEL003107
OG0008076	LOC109417164	AAEL003111
OG0008077	LOC109401031	AAEL003112
OG0008078	LOC109418709	AAEL003127
OG0008079	LOC109415945	AAEL003137
OG0008080	LOC109416061	AAEL003213
OG0008081	LOC109414237	AAEL003217
OG0008082	LOC109419850	AAEL003221
OG0008083	LOC109420713	AAEL003255
OG0008084	LOC109402945	AAEL003271
OG0008085	LOC115268238	AAEL003284
OG0008086	LOC115268098	AAEL003291
OG0008087	LOC109428852	AAEL003295
OG0008088	LOC109409867	AAEL003302
OG0008089	LOC115267763	AAEL003316
OG0008090	LOC109427591	AAEL003345
OG0008091	LOC109429944	AAEL003352
OG0008092	LOC134289960	AAEL003361
OG0008093	LOC109398945	AAEL003426
OG0008094	LOC115268126	AAEL003435
OG0008095	LOC109407818	AAEL003462
OG0008096	LOC109431316	AAEL003464
OG0008097	LOC109425528	AAEL003490
OG0008098	LOC109401355	AAEL003501
OG0008099	LOC109416899	AAEL003548
OG0008100	LOC109416897	AAEL003549
OG0008101	LOC109430633	AAEL003560
OG0008102	LOC115258186	AAEL003569
OG0008103	LOC115266549	AAEL003576
OG0008104	LOC115269053	AAEL003597
OG0008105	LOC109426937	AAEL003624
OG0008106	LOC109430324	AAEL003645
OG0008107	LOC109398624	AAEL003680
OG0008108	LOC109398642	AAEL003681
OG0008109	LOC109424267	AAEL003714
OG0008110	LOC109403851	AAEL003758
OG0008111	LOC134285673	AAEL003766
OG0008112	LOC109398457	AAEL003768
OG0008113	LOC109430724	AAEL003779
OG0008114	LOC109397861	AAEL003789
OG0008115	LOC109402690	AAEL003791
OG0008116	LOC134289550	AAEL003886
OG0008117	LOC109404882	AAEL003889
OG0008118	LOC109404840	AAEL003894
OG0008119	LOC109414512	AAEL003899
OG0008120	LOC109623068	AAEL003905
OG0008121	LOC109414933	AAEL003907
OG0008122	LOC109424334	AAEL003912
OG0008123	LOC109623070	AAEL003917
OG0008124	LOC109417128	AAEL003921
OG0008125	LOC109427301	AAEL003924
OG0008126	LOC109428105	AAEL003942
OG0008127	LOC109418322	AAEL003944
OG0008128	LOC109422326	AAEL003950
OG0008129	LOC109424426	AAEL003955
OG0008130	LOC109424429	AAEL003970
OG0008131	LOC115270321	AAEL003978
OG0008132	LOC115257389	AAEL004000
OG0008133	LOC109403328	AAEL004006
OG0008134	LOC109403315	AAEL004022
OG0008135	LOC109412246	AAEL004026
OG0008136	LOC109403318	AAEL004039
OG0008137	LOC109412243	AAEL004040
OG0008138	LOC109431360	AAEL004053
OG0008139	LOC109427757	AAEL004054
OG0008140	LOC109431338, LOC115260708	AAEL004055
OG0008141	LOC109427775	AAEL004063
OG0008142	LOC109622204	AAEL004073
OG0008143	LOC115260709	AAEL004076
OG0008144	LOC109425926	AAEL004105
OG0008145	LOC115254030	AAEL004107
OG0008146	LOC109425945	AAEL004113
OG0008147	LOC109402845	AAEL004132
OG0008148	LOC115254042	AAEL004141
OG0008149	LOC109422651	AAEL004146
OG0008150	LOC109406439	AAEL004161
OG0008151	LOC109430241	AAEL004168
OG0008152	LOC109403775	AAEL004176
OG0008153	LOC109431184	AAEL004179
OG0008154	LOC109622618	AAEL004183
OG0008155	LOC109416939	AAEL004199
OG0008156	LOC115266708	AAEL004200
OG0008157	LOC109413613	AAEL004209
OG0008158	LOC115270128	AAEL004249
OG0008159	LOC109413532	AAEL004252
OG0008160	LOC109425089	AAEL004293
OG0008161	LOC109427514	AAEL004325
OG0008162	LOC109401508	AAEL004326
OG0008163	LOC109425582	AAEL004352
OG0008165	LOC109411498	AAEL004361
OG0008166	LOC109429337	AAEL004396
OG0008167	LOC115257682	AAEL004407
OG0008169	LOC115269424	AAEL004423
OG0008170	LOC109424520	AAEL004439
OG0008171	LOC134291440	AAEL004460
OG0008172	LOC109409579	AAEL004479
OG0008173	LOC115262101	AAEL004488
OG0008174	LOC109397520	AAEL004511
OG0008175	LOC109406924	AAEL004551
OG0008176	LOC109412098	AAEL004558
OG0008177	LOC134285562, LOC109400417	AAEL004561
OG0008178	LOC115269276	AAEL004570
OG0008179	LOC115266520	AAEL004571
OG0008180	LOC134283915	AAEL004589
OG0008181	LOC109399288	AAEL004591
OG0008182	LOC109404012	AAEL004607
OG0008183	LOC109413335	AAEL004620
OG0008184	LOC109404037	AAEL004625
OG0008185	LOC109432069	AAEL004630
OG0008186	LOC109432047	AAEL004643
OG0008187	LOC109432038	AAEL004648
OG0008188	LOC109420325	AAEL004659
OG0008189	LOC109406421	AAEL004662
OG0008191	LOC109623012	AAEL004686
OG0008193	LOC134283908	AAEL004837
OG0008194	LOC115270153	AAEL004843
OG0008195	LOC109414872	AAEL004844
OG0008196	LOC109413469	AAEL004846
OG0008197	LOC109414878	AAEL004854
OG0008198	LOC109410801	AAEL004857
OG0008199	LOC109405429	AAEL004863
OG0008200	LOC109415927	AAEL004865
OG0008201	LOC109415925	AAEL004866
OG0008202	LOC109405405	AAEL004876
OG0008203	LOC109408289	AAEL004879
OG0008204	LOC109405409	AAEL004885
OG0008205	LOC109420241	AAEL004899
OG0008206	LOC109420256	AAEL004905
OG0008207	LOC134287963	AAEL004919
OG0008208	LOC109407851	AAEL004951
OG0008209	LOC109428935	AAEL004960
OG0008210	LOC109621977	AAEL004976
OG0008211	LOC115264941	AAEL004983
OG0008212	LOC109621961	AAEL004986
OG0008213	LOC115253453	AAEL005013
OG0008214	LOC109429677	AAEL005032
OG0008215	LOC109406546	AAEL005034
OG0008216	LOC109429707	AAEL005041
OG0008217	LOC109424818	AAEL005048
OG0008218	LOC109424826	AAEL005060
OG0008219	LOC109424828	AAEL005061
OG0008220	LOC109414621	AAEL005086
OG0008221	LOC115267827	AAEL005138
OG0008222	LOC134289652	AAEL005141, AAEL022857
OG0008223	LOC115267837	AAEL005152
OG0008224	LOC115266664	AAEL005163
OG0008225	LOC109409657	AAEL005171
OG0008226	LOC109409688	AAEL005179
OG0008227	LOC109409663	AAEL005185
OG0008228	LOC115265367	AAEL005186
OG0008229	LOC115265364, LOC109406061	AAEL005191
OG0008230	LOC109406060	AAEL005197
OG0008231	LOC109409670	AAEL005202
OG0008232	LOC109409654	AAEL005207
OG0008233	LOC109415779	AAEL005214
OG0008234	LOC109423719	AAEL005218
OG0008235	LOC109423643	AAEL005220
OG0008236	LOC109415338	AAEL005229
OG0008237	LOC109415339	AAEL005237
OG0008238	LOC109415782	AAEL005238
OG0008239	LOC115254178	AAEL005239
OG0008240	LOC115263724	AAEL005242
OG0008241	LOC109431959	AAEL005243
OG0008242	LOC115260243	AAEL005263
OG0008243	LOC109419680	AAEL005316
OG0008244	LOC109411286	AAEL005336
OG0008245	LOC109419128	AAEL005342
OG0008247	LOC115261548	AAEL005353
OG0008248	LOC115255108	AAEL005363
OG0008249	LOC109419134	AAEL005364
OG0008250	LOC109400994	AAEL005379
OG0008251	LOC109400980	AAEL005391
OG0008252	LOC109433502	AAEL005471
OG0008253	LOC115254171	AAEL005484
OG0008254	LOC134287788	AAEL005500
OG0008255	LOC109421034	AAEL005548
OG0008256	LOC109407584	AAEL005580
OG0008257	LOC109425911	AAEL005593
OG0008258	LOC109406116	AAEL005595
OG0008259	LOC115261213	AAEL005600
OG0008260	LOC109422513	AAEL005612
OG0008261	LOC109422007	AAEL005615
OG0008262	LOC109406121	AAEL005616
OG0008263	LOC109406142	AAEL005617
OG0008264	LOC109416136, LOC109397922	AAEL005630
OG0008265	LOC109402100	AAEL005648
OG0008266	LOC109402109	AAEL005651
OG0008267	LOC109425682	AAEL005674
OG0008268	LOC115258911	AAEL005677
OG0008269	LOC109429390	AAEL005729
OG0008270	LOC109621356	AAEL005735
OG0008271	LOC109433376	AAEL005779
OG0008272	LOC109400933, LOC109422793	AAEL005789
OG0008273	LOC109410072	AAEL005817
OG0008274	LOC109423013	AAEL005834
OG0008275	LOC134291575	AAEL005849
OG0008276	LOC109429175	AAEL005903
OG0008277	LOC109398834	AAEL005914
OG0008278	LOC115260368, LOC109424001	AAEL005924
OG0008279	LOC109421097	AAEL005944
OG0008280	LOC109401563	AAEL005957
OG0008281	LOC109419965	AAEL005958
OG0008282	LOC115264652	AAEL005960
OG0008283	LOC109419964	AAEL005967
OG0008284	LOC109412618	AAEL005969
OG0008285	LOC109621685	AAEL005979
OG0008286	LOC109402818	AAEL005991
OG0008287	LOC115264125	AAEL005992
OG0008288	LOC109416812	AAEL006004
OG0008289	LOC109421942	AAEL006017
OG0008290	LOC109418444	AAEL006020
OG0008291	LOC109432666	AAEL006032
OG0008292	LOC109426175	AAEL006033
OG0008293	LOC115263432	AAEL006042
OG0008294	LOC109427107	AAEL006053
OG0008295	LOC109400184	AAEL006054
OG0008296	LOC109431948	AAEL006070
OG0008297	LOC109415540	AAEL006081
OG0008298	LOC115262576	AAEL006093
OG0008299	LOC109415667	AAEL006131
OG0008300	LOC109415674	AAEL006143
OG0008301	LOC109413687	AAEL006156
OG0008302	LOC109425319, LOC109421871, LOC109421870, LOC109413796, LOC109413797, LOC109421869	AAEL006161
OG0008303	LOC109426226	AAEL006172
OG0008304	LOC109426243	AAEL006176
OG0008305	LOC109426228	AAEL006177
OG0008306	LOC134284013, LOC109424052	AAEL006188
OG0008307	LOC109425248	AAEL006191
OG0008308	LOC109422557	AAEL006206
OG0008309	LOC109425249	AAEL006209
OG0008310	LOC109418312	AAEL006232
OG0008311	LOC109427872	AAEL006238
OG0008312	LOC109428095	AAEL006240
OG0008313	LOC109428178	AAEL006241
OG0008313	LOC109401180, LOC109401201	AAEL014700
OG0008313	LOC109401272	AAEL012981
OG0008314	LOC109416234	AAEL006247
OG0008315	LOC109427051	AAEL006253
OG0008316	LOC109408913	AAEL006270
OG0008317	LOC115261967	AAEL006293
OG0008318	LOC109414189	AAEL006314
OG0008319	LOC109414063	AAEL006363
OG0008320	LOC109414062	AAEL006377
OG0008321	LOC109407329	AAEL006404
OG0008322	LOC109421638	AAEL006415
OG0008323	LOC109405170	AAEL006428
OG0008324	LOC115262128, LOC115262127, LOC134288868, LOC134288867, LOC115262126, LOC109402528, LOC109402229	AAEL006434
OG0008325	LOC109402498	AAEL006450
OG0008326	LOC115254161	AAEL006457
OG0008327	LOC109399404	AAEL006472
OG0008328	LOC109421807	AAEL006479
OG0008329	LOC109421805	AAEL006488
OG0008330	LOC109421806	AAEL006496
OG0008330	LOC109413936, LOC115271117	AAEL018135
OG0008331	LOC109404628	AAEL006519
OG0008332	LOC109404638	AAEL006521
OG0008333	LOC109398080, LOC115255804	AAEL006537
OG0008334	LOC109418985	AAEL006538
OG0008335	LOC109398194	AAEL006542
OG0008336	LOC109398638	AAEL006566
OG0008337	LOC115269488	AAEL015432
OG0008337	LOC115254234	AAEL006568
OG0008338	LOC109398295	AAEL006602
OG0008339	LOC109420401	AAEL006637
OG0008340	LOC109422747	AAEL006640
OG0008341	LOC109431878	AAEL006647
OG0008342	LOC109422753	AAEL006661
OG0008343	LOC109426592	AAEL006721
OG0008344	LOC109426582	AAEL006726
OG0008345	LOC109426587	AAEL006728
OG0008346	LOC109426594	AAEL006748
OG0008347	LOC109426580	AAEL006750
OG0008348	LOC109427172	AAEL006753
OG0008349	LOC109406569	AAEL006754
OG0008350	LOC109418792	AAEL006758
OG0008351	LOC109417077	AAEL006769
OG0008352	LOC109418820	AAEL006780
OG0008353	LOC109415077	AAEL006809
OG0008354	LOC109427511	AAEL006832
OG0008355	LOC109414171	AAEL006841
OG0008356	LOC109400128, LOC109621632	AAEL006860
OG0008357	LOC109423330	AAEL006887
OG0008358	LOC115253617	AAEL006899
OG0008359	LOC109421076	AAEL006904
OG0008360	LOC109431922	AAEL006918
OG0008363	LOC109408342	AAEL006932
OG0008364	LOC109405483	AAEL006944
OG0008365	LOC115261023	AAEL006982
OG0008366	LOC109430153	AAEL006983
OG0008367	LOC109398865	AAEL006988
OG0008368	LOC115261357	AAEL007006
OG0008369	LOC109414114	AAEL007009
OG0008370	LOC109417347	AAEL007022
OG0008371	LOC109421885	AAEL007034
OG0008372	LOC109426916, LOC115262587	AAEL007054
OG0008373	LOC109621238, LOC134284212	AAEL007059
OG0008375	LOC109403201	AAEL007096
OG0008376	LOC109431741	AAEL007103
OG0008377	LOC115262664	AAEL007121
OG0008378	LOC109415663	AAEL007135
OG0008380	LOC109416385	AAEL007198
OG0008381	LOC115267359	AAEL007202
OG0008382	LOC115267392, LOC109416386	AAEL007217
OG0008383	LOC109409126	AAEL007229
OG0008384	LOC109409128	AAEL007233
OG0008385	LOC109421536	AAEL007236
OG0008386	LOC109421526	AAEL007245
OG0008388	LOC109397534	AAEL007273
OG0008389	LOC109432811	AAEL007280
OG0008390	LOC109420077	AAEL007291
OG0008391	LOC109416622	AAEL007299
OG0008394	LOC109417534, LOC115263026	AAEL007344
OG0008396	LOC109400368	AAEL007363
OG0008397	LOC109408857	AAEL007386
OG0008398	LOC109414711	AAEL007388
OG0008399	LOC115253452	AAEL007395
OG0008400	LOC109407536	AAEL007403
OG0008401	LOC109422586	AAEL007431
OG0008402	LOC109425150	AAEL007445
OG0008403	LOC109425147	AAEL007453
OG0008404	LOC115255815	AAEL007466
OG0008405	LOC109417714	AAEL007500
OG0008406	LOC109408290	AAEL007501
OG0008407	LOC109430375	AAEL007518
OG0008408	LOC109411129	AAEL007532
OG0008409	LOC109407255	AAEL007536
OG0008410	LOC134287981	AAEL007584
OG0008411	LOC109417417	AAEL007595
OG0008412	LOC134287979	AAEL007598
OG0008413	LOC109424110	AAEL007636
OG0008414	LOC115254562	AAEL007650
OG0008415	LOC109431142	AAEL007655
OG0008416	LOC109407679	AAEL007677
OG0008417	LOC109622871	AAEL007686
OG0008418	LOC109411713	AAEL007703
OG0008419	LOC134287325	AAEL007736
OG0008420	LOC109397180	AAEL007741
OG0008421	LOC109432080	AAEL007760
OG0008422	LOC109408223	AAEL007764
OG0008423	LOC109408413, LOC109408414	AAEL007778
OG0008425	LOC109422686	AAEL007803
OG0008426	LOC109401125	AAEL007813
OG0008427	LOC115258266	AAEL007822
OG0008428	LOC109406360	AAEL007824
OG0008429	LOC109416096	AAEL007835
OG0008430	LOC109433512	AAEL007878
OG0008431	LOC109433481	AAEL007881
OG0008432	LOC109411740	AAEL007895
OG0008433	LOC109401205	AAEL007929
OG0008434	LOC109401317	AAEL007934
OG0008435	LOC109401273	AAEL007939
OG0008436	LOC109427066	AAEL007940
OG0008437	LOC115255347	AAEL007947
OG0008438	LOC109417701	AAEL007952
OG0008439	LOC109622844	AAEL007956
OG0008440	LOC109621841	AAEL007971
OG0008441	LOC109427503	AAEL008028
OG0008442	LOC109427498	AAEL008031
OG0008443	LOC109427502	AAEL008032
OG0008444	LOC109415649	AAEL008039
OG0008445	LOC115267879	AAEL008052
OG0008446	LOC109416672	AAEL008067
OG0008447	LOC115261841	AAEL008070
OG0008448	LOC115255725	AAEL008090
OG0008449	LOC109401932	AAEL008095
OG0008450	LOC109414682	AAEL008096
OG0008451	LOC134284148	AAEL008100
OG0008452	LOC134289724	AAEL008106
OG0008453	LOC109414557	AAEL008120
OG0008454	LOC109426343	AAEL008164
OG0008455	LOC109406105	AAEL008170
OG0008456	LOC115268884	AAEL008174
OG0008457	LOC109407238	AAEL008178
OG0008458	LOC115258092	AAEL008182
OG0008459	LOC109409759	AAEL008201
OG0008460	LOC109432131	AAEL008214
OG0008461	LOC109401336	AAEL008227
OG0008462	LOC109402340	AAEL008279
OG0008463	LOC115265342	AAEL008291
OG0008464	LOC109409995	AAEL008292
OG0008465	LOC109432989	AAEL008303
OG0008466	LOC109419991	AAEL008325
OG0008467	LOC109402074	AAEL008342
OG0008468	LOC109427331	AAEL008369
OG0008469	LOC109431251	AAEL008376
OG0008470	LOC109420152	AAEL008394
OG0008471	LOC109423237	AAEL008421
OG0008472	LOC109416850	AAEL008426
OG0008474	LOC109622400	AAEL008482
OG0008475	LOC109622582	AAEL008486
OG0008476	LOC109409075	AAEL008489
OG0008477	LOC109408903	AAEL008491
OG0008478	LOC109433591	AAEL008497
OG0008479	LOC109426840	AAEL008514
OG0008480	LOC109424156	AAEL008569
OG0008481	LOC109621965	AAEL008585
OG0008483	LOC115255161	AAEL008598
OG0008484	LOC109420740	AAEL008604
OG0008485	LOC109414727	AAEL008620
OG0008486	LOC109429984	AAEL008621
OG0008487	LOC109411105	AAEL008636
OG0008488	LOC109408244	AAEL008638
OG0008489	LOC109408169	AAEL008639
OG0008490	LOC109398831	AAEL008662
OG0008491	LOC109429204	AAEL008663
OG0008492	LOC109428255	AAEL008673
OG0008493	LOC109409697	AAEL008684
OG0008494	LOC115258883	AAEL008686
