Orthogroup	Aalbopictus_AalbF5	AdirusWRAIR2
OG0007911	LOC109415608	ADIR005550
OG0007912	LOC109420436	ADIR007817
OG0007913	LOC109398744	ADIR003244
OG0007914	LOC109404186	ADIR008456
OG0007915	LOC109414673	ADIR003002
OG0007916	LOC109424800	ADIR008450
OG0007917	LOC109430277	ADIR010178
OG0007918	LOC109424792	ADIR003004
OG0007919	LOC109428427	ADIR005218
OG0007920	LOC115262196	ADIR015741
OG0007921	LOC109407560	ADIR009541
OG0007922	LOC109407555	ADIR009535
OG0007923	LOC109411231	ADIR002752
OG0007926	LOC109409247	ADIR004842
OG0007927	LOC109419611	ADIR006831
OG0007928	LOC109622829	ADIR006829
OG0007929	LOC134286166, LOC109409253	ADIR006272
OG0007930	LOC109419599	ADIR006276
OG0007932	LOC109421664	ADIR016066
OG0007933	LOC109420638	ADIR004985
OG0007934	LOC109420642	ADIR004992
OG0007935	LOC134285056	ADIR001037
OG0007936	LOC115255089	ADIR004988
OG0007937	LOC115263288	ADIR016003
OG0007938	LOC109419419	ADIR003786
OG0007939	LOC109431763	ADIR009952
OG0007940	LOC109418950	ADIR008175
OG0007941	LOC109429507	ADIR009942
OG0007942	LOC109429506	ADIR015962
OG0007943	LOC109418959	ADIR008191
OG0007944	LOC115254257	ADIR008607
OG0007945	LOC109430574	ADIR003768
OG0007946	LOC109404945	ADIR008248
OG0007947	LOC109404947	ADIR008244
OG0007948	LOC109423686	ADIR008863
OG0007949	LOC109418085	ADIR007194
OG0007950	LOC109418079	ADIR007274
OG0007952	LOC109422955	ADIR001395
OG0007953	LOC109414288	ADIR007996
OG0007954	LOC109401369	ADIR004010
OG0007956	LOC109401354	ADIR003937
OG0007957	LOC109422422	ADIR000174
OG0007958	LOC109417184	ADIR000176
OG0007959	LOC109423566	ADIR007154
OG0007960	LOC109408654	ADIR007105
OG0007961	LOC109408528	ADIR014615
OG0007962	LOC109426372	ADIR014382
OG0007963	LOC109431485	ADIR003474
OG0007964	LOC109431384	ADIR005784
OG0007965	LOC109431490	ADIR001794
OG0007966	LOC109427685	ADIR005934
OG0007967	LOC109408103	ADIR004943
OG0007968	LOC109408119	ADIR000750
OG0007969	LOC109419082	ADIR004941
OG0007971	LOC109416798	ADIR011167
OG0007972	LOC109402297	ADIR000574
OG0007973	LOC109431620	ADIR007888
OG0007974	LOC109431638	ADIR008644
OG0007976	LOC109431682	ADIR007889
OG0007977	LOC115259164	ADIR011151
OG0007978	LOC109417135	ADIR011157
OG0007979	LOC109419737	ADIR004690
OG0007980	LOC109401725	ADIR011010
OG0007981	LOC115270440	ADIR004197
OG0007982	LOC109433083	ADIR014349
OG0007983	LOC109428076	ADIR006231
OG0007984	LOC109427832	ADIR005035
OG0007985	LOC134288964	ADIR006245
OG0007986	LOC109415904	ADIR000305
OG0007987	LOC109428650	ADIR003724
OG0007988	LOC109428644	ADIR007953
OG0007989	LOC109412631	ADIR000306
OG0007990	LOC109428689	ADIR004219
OG0007992	LOC109421433	ADIR011053
OG0007993	LOC109421493	ADIR011225
OG0007994	LOC109621331, LOC134287581	ADIR006274
OG0007995	LOC109432548	ADIR011059
OG0007996	LOC109421451	ADIR011218
OG0007997	LOC109404953	ADIR006892
OG0007998	LOC109429122	ADIR010585
OG0007999	LOC109398868	ADIR003510
OG0008000	LOC109398887	ADIR003507
OG0008001	LOC109429252	ADIR006558
OG0008002	LOC109429151	ADIR003503
OG0008003	LOC115254068	ADIR010584
OG0008004	LOC109409021	ADIR003497
OG0008006	LOC109428386	ADIR003925
OG0008007	LOC115267213	ADIR004608
OG0008008	LOC109415197	ADIR004129
OG0008009	LOC109421304	ADIR011457
OG0008010	LOC109427814	ADIR011437
OG0008011	LOC109421299	ADIR015572
OG0008012	LOC109621858	ADIR004210
OG0008013	LOC109427802	ADIR011439
OG0008014	LOC109421318	ADIR011441
OG0008015	LOC109623133	ADIR007680
OG0008016	LOC115260956	ADIR002086
OG0008017	LOC115263511	ADIR007674
OG0008018	LOC109622185	ADIR005273
OG0008022	LOC109424988	ADIR000968
OG0008023	LOC109415389	ADIR000964
OG0008024	LOC109431146	ADIR001056
OG0008025	LOC115267593	ADIR008019
OG0008026	LOC115258768	ADIR005014
OG0008027	LOC115258767	ADIR005015
OG0008028	LOC109423465	ADIR008441
OG0008030	LOC109405736	ADIR006672
OG0008031	LOC109398425	ADIR001294
OG0008033	LOC109425322	ADIR010459
OG0008034	LOC109419814	ADIR006639
OG0008035	LOC109425314	ADIR004432
OG0008036	LOC109425346	ADIR010478
OG0008037	LOC109403448	ADIR005682
OG0008038	LOC109403404	ADIR016127
OG0008039	LOC109416739	ADIR000481
OG0008040	LOC109403424	ADIR005679
OG0008041	LOC109427860	ADIR004925
OG0008043	LOC109424552	ADIR004918
OG0008044	LOC109622325	ADIR004887
OG0008045	LOC115267565	ADIR004890
OG0008046	LOC115256245	ADIR005537
OG0008047	LOC109407840	ADIR007057
OG0008048	LOC109416441	ADIR008949
OG0008049	LOC109410365	ADIR014049
OG0008052	LOC109419329	ADIR010255
OG0008053	LOC109408469	ADIR010257
OG0008054	LOC109403863	ADIR005466
OG0008055	LOC109419331	ADIR010258
OG0008056	LOC109403977	ADIR004568
OG0008057	LOC109412786	ADIR003349
OG0008059	LOC134291853	ADIR009592
OG0008060	LOC134290049	ADIR002275
OG0008061	LOC109424345	ADIR009584
OG0008062	LOC109623098	ADIR010426
OG0008064	LOC109422943	ADIR001408
OG0008065	LOC109403530	ADIR004605
OG0008066	LOC109403528	ADIR001404
OG0008067	LOC109407474	ADIR010730
OG0008068	LOC109419235	ADIR015706
OG0008069	LOC109412952	ADIR001288
OG0008070	LOC109418604	ADIR003714
OG0008071	LOC109424929	ADIR001267
OG0008072	LOC109426255	ADIR007905
OG0008073	LOC109414228	ADIR006971
OG0008074	LOC109414816	ADIR016161
OG0008075	LOC109623044	ADIR005394
OG0008076	LOC109417164	ADIR000072, ADIR000070
OG0008077	LOC109401031	ADIR006964
OG0008078	LOC109418709	ADIR009664
OG0008079	LOC109415945	ADIR002225
OG0008081	LOC109414237	ADIR004871
OG0008082	LOC109419850	ADIR011340
OG0008083	LOC109420713	ADIR011337
OG0008084	LOC109402945	ADIR009785
OG0008085	LOC115268238	ADIR009602
OG0008086	LOC115268098	ADIR011616
OG0008087	LOC109428852	ADIR005591
OG0008089	LOC115267763	ADIR011615
OG0008091	LOC109429944	ADIR011319
OG0008092	LOC134289960	ADIR002480
OG0008093	LOC109398945	ADIR000242
OG0008094	LOC115268126	ADIR002220
OG0008095	LOC109407818	ADIR008206
OG0008097	LOC109425528	ADIR010487
OG0008098	LOC109401355	ADIR010480
OG0008099	LOC109416899	ADIR011621
OG0008100	LOC109416897	ADIR009621
OG0008101	LOC109430633	ADIR003826
OG0008102	LOC115258186	ADIR006552
OG0008103	LOC115266549	ADIR010621
OG0008104	LOC115269053	ADIR001234
OG0008105	LOC109426937	ADIR002071
OG0008106	LOC109430324	ADIR003265
OG0008107	LOC109398624	ADIR004746
OG0008108	LOC109398642	ADIR004753
OG0008109	LOC109424267	ADIR003677
OG0008110	LOC109403851	ADIR006720
OG0008111	LOC134285673	ADIR010645
OG0008112	LOC109398457	ADIR005421
OG0008113	LOC109430724	ADIR004572
OG0008114	LOC109397861	ADIR001153
OG0008116	LOC134289550	ADIR002713
OG0008117	LOC109404882	ADIR015985
OG0008118	LOC109404840	ADIR015986
OG0008119	LOC109414512	ADIR010615
OG0008120	LOC109623068	ADIR010414
OG0008121	LOC109414933	ADIR010418
OG0008122	LOC109424334	ADIR015858
OG0008123	LOC109623070	ADIR010417
OG0008124	LOC109417128	ADIR004558
OG0008126	LOC109428105	ADIR010660
OG0008127	LOC109418322	ADIR008358
OG0008128	LOC109422326	ADIR009501
OG0008129	LOC109424426	ADIR009499
OG0008130	LOC109424429	ADIR009503
OG0008132	LOC115257389	ADIR001804
OG0008133	LOC109403328	ADIR005816
OG0008134	LOC109403315	ADIR005821
OG0008135	LOC109412246	ADIR006389
OG0008136	LOC109403318	ADIR005828
OG0008137	LOC109412243	ADIR002527
OG0008138	LOC109431360	ADIR000705
OG0008139	LOC109427757	ADIR004465
OG0008140	LOC109431338, LOC115260708	ADIR009488
OG0008141	LOC109427775	ADIR001199
OG0008142	LOC109622204	ADIR004199
OG0008143	LOC115260709	ADIR004466
OG0008144	LOC109425926	ADIR000429
OG0008145	LOC115254030	ADIR003783
OG0008147	LOC109402845	ADIR008915
OG0008148	LOC115254042	ADIR002487
OG0008149	LOC109422651	ADIR002488
OG0008151	LOC109430241	ADIR006952
OG0008153	LOC109431184	ADIR000999
OG0008155	LOC109416939	ADIR009219
OG0008156	LOC115266708	ADIR010283
OG0008157	LOC109413613	ADIR001853
OG0008159	LOC109413532	ADIR008249
OG0008160	LOC109425089	ADIR004806
OG0008161	LOC109427514	ADIR004957
OG0008162	LOC109401508	ADIR009968
OG0008163	LOC109425582	ADIR003226
OG0008165	LOC109411498	ADIR003231
OG0008166	LOC109429337	ADIR006602
OG0008167	LOC115257682	ADIR000377
OG0008169	LOC115269424	ADIR001746
OG0008170	LOC109424520	ADIR001747
OG0008171	LOC134291440	ADIR009120
OG0008172	LOC109409579	ADIR006449
OG0008173	LOC115262101	ADIR006086
OG0008175	LOC109406924	ADIR002407
OG0008177	LOC134285562, LOC109400417	ADIR006727
OG0008178	LOC115269276	ADIR002854
OG0008180	LOC134283915	ADIR007612
OG0008181	LOC109399288	ADIR007604
OG0008182	LOC109404012	ADIR010746
OG0008183	LOC109413335	ADIR008297
OG0008184	LOC109404037	ADIR002619
OG0008185	LOC109432069	ADIR005436
OG0008186	LOC109432047	ADIR010745
OG0008187	LOC109432038	ADIR010357
OG0008188	LOC109420325	ADIR011597
OG0008189	LOC109406421	ADIR003708
OG0008191	LOC109623012	ADIR008425
OG0008193	LOC134283908	ADIR007373
OG0008194	LOC115270153	ADIR007763
OG0008195	LOC109414872	ADIR003611
OG0008196	LOC109413469	ADIR007762
OG0008198	LOC109410801	ADIR007382
OG0008199	LOC109405429	ADIR004428
OG0008200	LOC109415927	ADIR010365
OG0008201	LOC109415925	ADIR010366
OG0008202	LOC109405405	ADIR004423
OG0008203	LOC109408289	ADIR004427
OG0008204	LOC109405409	ADIR004425
OG0008205	LOC109420241	ADIR004273
OG0008206	LOC109420256	ADIR006928
OG0008207	LOC134287963	ADIR004019
OG0008208	LOC109407851	ADIR005240
OG0008209	LOC109428935	ADIR009680
OG0008210	LOC109621977	ADIR005002
OG0008212	LOC109621961	ADIR006330
OG0008214	LOC109429677	ADIR006151
OG0008215	LOC109406546	ADIR006149
OG0008216	LOC109429707	ADIR008246
OG0008217	LOC109424818	ADIR002990
OG0008218	LOC109424826	ADIR002986
OG0008219	LOC109424828	ADIR002985
OG0008220	LOC109414621	ADIR002987
OG0008221	LOC115267827	ADIR009768
OG0008223	LOC115267837	ADIR014487
OG0008225	LOC109409657	ADIR007143
OG0008226	LOC109409688	ADIR007781
OG0008227	LOC109409663	ADIR007133
OG0008230	LOC109406060	ADIR007131
OG0008231	LOC109409670	ADIR007129
OG0008232	LOC109409654	ADIR005130
OG0008233	LOC109415779	ADIR002509
OG0008234	LOC109423719	ADIR006535
OG0008235	LOC109423643	ADIR006530
OG0008236	LOC109415338	ADIR006531
OG0008237	LOC109415339	ADIR006533
OG0008238	LOC109415782	ADIR015703
OG0008239	LOC115254178	ADIR015897
OG0008240	LOC115263724	ADIR005356
OG0008241	LOC109431959	ADIR002585
OG0008242	LOC115260243	ADIR007444
OG0008243	LOC109419680	ADIR007005
OG0008244	LOC109411286	ADIR009430
OG0008245	LOC109419128	ADIR010732
OG0008247	LOC115261548	ADIR010716
OG0008248	LOC115255108	ADIR008528
OG0008249	LOC109419134	ADIR010717
OG0008250	LOC109400994	ADIR011489
OG0008251	LOC109400980	ADIR011502
OG0008252	LOC109433502	ADIR009477
OG0008253	LOC115254171	ADIR010109
OG0008254	LOC134287788	ADIR008996
OG0008255	LOC109421034	ADIR006794
OG0008256	LOC109407584	ADIR009571
OG0008257	LOC109425911	ADIR000339
OG0008258	LOC109406116	ADIR009985
OG0008259	LOC115261213	ADIR015972
OG0008261	LOC109422007	ADIR000849
OG0008262	LOC109406121	ADIR015971
OG0008263	LOC109406142	ADIR015964
OG0008264	LOC109416136, LOC109397922	ADIR014975, ADIR011348
OG0008265	LOC109402100	ADIR011186
OG0008266	LOC109402109	ADIR011187
OG0008267	LOC109425682	ADIR004262
OG0008268	LOC115258911	ADIR011294
OG0008269	LOC109429390	ADIR009693
OG0008270	LOC109621356	ADIR010916
OG0008271	LOC109433376	ADIR010303
OG0008273	LOC109410072	ADIR008444
OG0008275	LOC134291575	ADIR005236
OG0008276	LOC109429175	ADIR003533
OG0008277	LOC109398834	ADIR010655
OG0008279	LOC109421097	ADIR003428
OG0008280	LOC109401563	ADIR000298
OG0008281	LOC109419965	ADIR011259
OG0008282	LOC115264652	ADIR000299
OG0008283	LOC109419964	ADIR011257
OG0008284	LOC109412618	ADIR000297
OG0008285	LOC109621685	ADIR007400
OG0008286	LOC109402818	ADIR006511
OG0008287	LOC115264125	ADIR008344
OG0008288	LOC109416812	ADIR006003
OG0008289	LOC109421942	ADIR005269
OG0008290	LOC109418444	ADIR002429
OG0008291	LOC109432666	ADIR009757
OG0008292	LOC109426175	ADIR015781
OG0008293	LOC115263432	ADIR002431
OG0008294	LOC109427107	ADIR010514
OG0008295	LOC109400184	ADIR010519
OG0008296	LOC109431948	ADIR002879
OG0008297	LOC109415540	ADIR003391
OG0008298	LOC115262576	ADIR002104
OG0008299	LOC109415667	ADIR010385
OG0008300	LOC109415674	ADIR010387
OG0008301	LOC109413687	ADIR008487
OG0008303	LOC109426226	ADIR002804
OG0008304	LOC109426243	ADIR003031
OG0008305	LOC109426228	ADIR016016
OG0008306	LOC134284013, LOC109424052	ADIR016017
OG0008307	LOC109425248	ADIR004448
OG0008308	LOC109422557	ADIR002542
OG0008309	LOC109425249	ADIR006723
OG0008311	LOC109427872	ADIR006842
OG0008312	LOC109428095	ADIR005322
OG0008314	LOC109416234	ADIR002463
OG0008315	LOC109427051	ADIR015791
OG0008316	LOC109408913	ADIR009814
OG0008317	LOC115261967	ADIR001104
OG0008318	LOC109414189	ADIR002735
OG0008319	LOC109414063	ADIR000809
OG0008320	LOC109414062	ADIR000284
OG0008321	LOC109407329	ADIR011432
OG0008322	LOC109421638	ADIR000610
OG0008323	LOC109405170	ADIR003588
OG0008325	LOC109402498	ADIR006372
OG0008326	LOC115254161	ADIR005650
OG0008327	LOC109399404	ADIR005653
OG0008328	LOC109421807	ADIR010050
OG0008331	LOC109404628	ADIR005901
OG0008333	LOC109398080, LOC115255804	ADIR008120
OG0008334	LOC109418985	ADIR008128
OG0008335	LOC109398194	ADIR008804
OG0008336	LOC109398638	ADIR008809
OG0008338	LOC109398295	ADIR005982
OG0008339	LOC109420401	ADIR002144
OG0008340	LOC109422747	ADIR010007
OG0008341	LOC109431878	ADIR010001
OG0008342	LOC109422753	ADIR010003
OG0008343	LOC109426592	ADIR007726
OG0008344	LOC109426582	ADIR004167
OG0008345	LOC109426587	ADIR004170
OG0008346	LOC109426594	ADIR007727
OG0008347	LOC109426580	ADIR004165
OG0008348	LOC109427172	ADIR008817
OG0008349	LOC109406569	ADIR002913
OG0008350	LOC109418792	ADIR009644
OG0008351	LOC109417077	ADIR009648
OG0008352	LOC109418820	ADIR009636
OG0008353	LOC109415077	ADIR003366
OG0008354	LOC109427511	ADIR000812
OG0008355	LOC109414171	ADIR010348
OG0008356	LOC109400128, LOC109621632	ADIR015937
OG0008357	LOC109423330	ADIR007123
OG0008358	LOC115253617	ADIR004051
OG0008359	LOC109421076	ADIR004056
OG0008360	LOC109431922	ADIR010324
OG0008363	LOC109408342	ADIR000123
OG0008364	LOC109405483	ADIR010502
OG0008365	LOC115261023	ADIR006189
OG0008366	LOC109430153	ADIR006195
OG0008367	LOC109398865	ADIR005500
OG0008368	LOC115261357	ADIR010537
OG0008369	LOC109414114	ADIR005499
OG0008370	LOC109417347	ADIR005837
OG0008375	LOC109403201	ADIR007495
OG0008376	LOC109431741	ADIR007864
OG0008377	LOC115262664	ADIR002101
OG0008378	LOC109415663	ADIR009925
OG0008380	LOC109416385	ADIR008285
OG0008381	LOC115267359	ADIR005534
OG0008383	LOC109409126	ADIR000615
OG0008384	LOC109409128	ADIR000614
OG0008385	LOC109421536	ADIR011467
OG0008386	LOC109421526	ADIR000613
OG0008388	LOC109397534	ADIR005155
OG0008389	LOC109432811	ADIR009860
OG0008390	LOC109420077	ADIR003999
OG0008391	LOC109416622	ADIR006481
OG0008394	LOC109417534, LOC115263026	ADIR004722
OG0008396	LOC109400368	ADIR002789
OG0008398	LOC109414711	ADIR001348
OG0008399	LOC115253452	ADIR000497
OG0008400	LOC109407536	ADIR000337
OG0008401	LOC109422586	ADIR003839
OG0008402	LOC109425150	ADIR000737
OG0008405	LOC109417714	ADIR005404
OG0008407	LOC109430375	ADIR010632
OG0008408	LOC109411129	ADIR008857
OG0008409	LOC109407255	ADIR000682
OG0008410	LOC134287981	ADIR003466
OG0008411	LOC109417417	ADIR002899
OG0008412	LOC134287979	ADIR003467
OG0008414	LOC115254562	ADIR004991
OG0008415	LOC109431142	ADIR002563
OG0008416	LOC109407679	ADIR009528
OG0008417	LOC109622871	ADIR009366
OG0008418	LOC109411713	ADIR006012
OG0008419	LOC134287325	ADIR008845
OG0008420	LOC109397180	ADIR005214
OG0008421	LOC109432080	ADIR006522
OG0008422	LOC109408223	ADIR008637
OG0008425	LOC109422686	ADIR002555
OG0008426	LOC109401125	ADIR002559
OG0008428	LOC109406360	ADIR014908
OG0008429	LOC109416096	ADIR009065
OG0008430	LOC109433512	ADIR000470
OG0008432	LOC109411740	ADIR005951
OG0008433	LOC109401205	ADIR005257
OG0008434	LOC109401317	ADIR001911
OG0008435	LOC109401273	ADIR001910
OG0008436	LOC109427066	ADIR010104
OG0008437	LOC115255347	ADIR015886
OG0008438	LOC109417701	ADIR006285
OG0008439	LOC109622844	ADIR008117
OG0008440	LOC109621841	ADIR011205
OG0008441	LOC109427503	ADIR001255
OG0008442	LOC109427498	ADIR000870
OG0008443	LOC109427502	ADIR001254
OG0008445	LOC115267879	ADIR000151
OG0008446	LOC109416672	ADIR006740
OG0008447	LOC115261841	ADIR002474
OG0008452	LOC134289724	ADIR009867
OG0008453	LOC109414557	ADIR003247
OG0008454	LOC109426343	ADIR003039
OG0008456	LOC115268884	ADIR014255
OG0008457	LOC109407238	ADIR003052
OG0008458	LOC115258092	ADIR007701
OG0008459	LOC109409759	ADIR016034
OG0008460	LOC109432131	ADIR016036
OG0008461	LOC109401336	ADIR010624
OG0008462	LOC109402340	ADIR000025
OG0008463	LOC115265342	ADIR008782
OG0008464	LOC109409995	ADIR008779
OG0008465	LOC109432989	ADIR004629
OG0008466	LOC109419991	ADIR006773
OG0008467	LOC109402074	ADIR000868
OG0008468	LOC109427331	ADIR014916
OG0008469	LOC109431251	ADIR000031
OG0008470	LOC109420152	ADIR000040
OG0008471	LOC109423237	ADIR006673
OG0008472	LOC109416850	ADIR009006
OG0008474	LOC109622400	ADIR007093
OG0008475	LOC109622582	ADIR007017
OG0008476	LOC109409075	ADIR007083
OG0008477	LOC109408903	ADIR007016
OG0008479	LOC109426840	ADIR003847
OG0008480	LOC109424156	ADIR004223
OG0008481	LOC109621965	ADIR004468
OG0008483	LOC115255161	ADIR011128
OG0008484	LOC109420740	ADIR015993
OG0008485	LOC109414727	ADIR007717
OG0008486	LOC109429984	ADIR006063
OG0008487	LOC109411105	ADIR016082
OG0008488	LOC109408244	ADIR007891
OG0008489	LOC109408169	ADIR008061
OG0008490	LOC109398831	ADIR010542
OG0008492	LOC109428255	ADIR005182
OG0008493	LOC109409697	ADIR007787
OG0008494	LOC115258883	ADIR005032
OG0008495	LOC109411236	ADIR003213
OG0008496	LOC109404499	ADIR010150
OG0008497	LOC109404483	ADIR010149
OG0008498	LOC109413098	ADIR001891
OG0008500	LOC115257693	ADIR000212
OG0008501	LOC115257884	ADIR001892
OG0008502	LOC115257525	ADIR000245
OG0008503	LOC109428993	ADIR009448
OG0008504	LOC109428992	ADIR014823
OG0008505	LOC109430866	ADIR001693
OG0008506	LOC109408437	ADIR010590
OG0008507	LOC109408423	ADIR009010
OG0008508	LOC109408441	ADIR010589
OG0008509	LOC109419378	ADIR010555
OG0008510	LOC109419354	ADIR010599
OG0008511	LOC109419377	ADIR010560
OG0008512	LOC109408442	ADIR010557
OG0008513	LOC109426169	ADIR002427
OG0008515	LOC115270006, LOC115270025	ADIR007646
OG0008516	LOC109404371	ADIR004303
OG0008517	LOC109622784	ADIR003899
OG0008518	LOC109417988	ADIR008570
OG0008519	LOC109404973	ADIR003475
OG0008520	LOC134287927	ADIR006340
OG0008521	LOC134287924	ADIR011469
OG0008522	LOC134287918	ADIR011471
OG0008523	LOC109411450	ADIR007794
OG0008524	LOC109405712	ADIR003413
OG0008525	LOC109429157	ADIR003513
OG0008526	LOC109398879	ADIR003519
OG0008527	LOC109429166, LOC109429165	ADIR003518
OG0008528	LOC109426834	ADIR003831
OG0008530	LOC109621465	ADIR000434
OG0008531	LOC109621463	ADIR000550
OG0008532	LOC109399857	ADIR003340
OG0008533	LOC109408031	ADIR003586
OG0008534	LOC115253635	ADIR003587
OG0008535	LOC109408032	ADIR003585
OG0008536	LOC109433105	ADIR010947
OG0008537	LOC109433066	ADIR010936
OG0008538	LOC109411250	ADIR010941
OG0008539	LOC109433049	ADIR010944
OG0008540	LOC109416702	ADIR001748
OG0008541	LOC109405114	ADIR004419
OG0008543	LOC115269373	ADIR004394
OG0008545	LOC109432457	ADIR003079
OG0008546	LOC109621638	ADIR003081
OG0008547	LOC109410611	ADIR001979
OG0008548	LOC109428053	ADIR009888
OG0008549	LOC109397735	ADIR000958
OG0008550	LOC109399564	ADIR000407
OG0008551	LOC109399552	ADIR005617
OG0008552	LOC109431502	ADIR000858
OG0008554	LOC109402341	ADIR001799
OG0008555	LOC109413944	ADIR010271
OG0008556	LOC115264094	ADIR005434
OG0008557	LOC109420003	ADIR014352
OG0008559	LOC109431704	ADIR003879
OG0008560	LOC115267506	ADIR003886
OG0008561	LOC109398018	ADIR003876
OG0008563	LOC115259770	ADIR004440
OG0008564	LOC109401872	ADIR001090
OG0008565	LOC109422358	ADIR002233
OG0008566	LOC109622208	ADIR004187
OG0008567	LOC109418266	ADIR009881
OG0008568	LOC109397789	ADIR009137
OG0008569	LOC109422621	ADIR006517
OG0008570	LOC109412880	ADIR009073
OG0008571	LOC109431049	ADIR005597
OG0008572	LOC109431051	ADIR009732
OG0008573	LOC109407805	ADIR005593
OG0008574	LOC109411563	ADIR005595
OG0008575	LOC109397808	ADIR004132
OG0008576	LOC109422118	ADIR000800
OG0008577	LOC109406738	ADIR011719
OG0008578	LOC115268955	ADIR004087
OG0008579	LOC109411936	ADIR004086
OG0008580	LOC109406739	ADIR004076
OG0008583	LOC109412875	ADIR009070
OG0008584	LOC109412868	ADIR002584
OG0008585	LOC109417810	ADIR004293
OG0008586	LOC109426770	ADIR004291
OG0008587	LOC109417617	ADIR004286
OG0008588	LOC109417813	ADIR004289
OG0008589	LOC109400092	ADIR002603
OG0008591	LOC115254371	ADIR006667
OG0008592	LOC115254252	ADIR006888
OG0008593	LOC109423116	ADIR002399
OG0008594	LOC109425466	ADIR010499
OG0008595	LOC109430680	ADIR001640
OG0008596	LOC109399247	ADIR007308
OG0008597	LOC109429053	ADIR007284
OG0008598	LOC134288147	ADIR001602
OG0008599	LOC109433555	ADIR006210
OG0008600	LOC115254099	ADIR007860
OG0008601	LOC109401411	ADIR006783
OG0008602	LOC109401398	ADIR000713
OG0008603	LOC109412312	ADIR015816
OG0008604	LOC109422562	ADIR015819
OG0008605	LOC109412306	ADIR010020
OG0008606	LOC109431998	ADIR000323
OG0008607	LOC109416254	ADIR011344
OG0008608	LOC109416265	ADIR011359
OG0008609	LOC109405621	ADIR005115
OG0008610	LOC109418572	ADIR002050
OG0008611	LOC115254901	ADIR011276
OG0008612	LOC109416537	ADIR008551
OG0008613	LOC109425771	ADIR010771
OG0008614	LOC109407507	ADIR010762
OG0008615	LOC109423293	ADIR008197
OG0008617	LOC109416261	ADIR005092
OG0008618	LOC109431580	ADIR004379
OG0008619	LOC109408691	ADIR007844
OG0008621	LOC109403054	ADIR007843
OG0008622	LOC109416353	ADIR009029
OG0008623	LOC109416357	ADIR009039
OG0008624	LOC109416387, LOC109430030	ADIR009089
OG0008625	LOC109424641	ADIR009197
OG0008626	LOC109430715	ADIR005422
OG0008627	LOC109430733	ADIR002614
OG0008629	LOC115264135	ADIR008341
OG0008630	LOC109406512	ADIR006117
OG0008631	LOC109423316	ADIR003614
OG0008632	LOC109398617	ADIR011401
OG0008633	LOC115270043	ADIR004142
OG0008634	LOC109424608	ADIR000917
OG0008636	LOC109401281	ADIR005685
OG0008637	LOC109413598	ADIR005249
OG0008638	LOC109402650	ADIR015729
OG0008639	LOC109403606	ADIR002956
OG0008640	LOC109409724	ADIR008220
OG0008641	LOC109401330	ADIR008759
OG0008642	LOC109401534	ADIR003802
OG0008643	LOC109425735	ADIR007941
OG0008644	LOC109401545	ADIR007350
OG0008645	LOC109421490	ADIR005105
OG0008646	LOC109409183	ADIR005106
OG0008647	LOC109399517	ADIR003561
OG0008648	LOC109419580	ADIR005007
OG0008649	LOC115265602	ADIR005083
OG0008650	LOC109622706	ADIR011255
OG0008651	LOC115268680	ADIR004114
OG0008652	LOC109401290	ADIR009827
OG0008654	LOC109409303	ADIR005013
OG0008655	LOC115263731	ADIR005341
OG0008656	LOC109432126	ADIR005338
OG0008657	LOC109402816	ADIR008923
OG0008658	LOC109401487	ADIR002627
OG0008659	LOC109403237	ADIR007497
OG0008661	LOC109403234	ADIR007496
OG0008662	LOC109398676	ADIR004730
OG0008665	LOC109403647	ADIR006942
OG0008666	LOC109413056	ADIR006381
OG0008669	LOC115266850	ADIR014191
OG0008670	LOC109622114	ADIR015907
OG0008672	LOC115262712	ADIR004494
OG0008673	LOC109420734	ADIR003976
OG0008674	LOC109421775	ADIR010125
OG0008676	LOC115254081	ADIR003379
OG0008677	LOC109621925	ADIR008572
OG0008678	LOC109408683	ADIR007420
OG0008680	LOC115265614	ADIR010692
OG0008682	LOC109397818	ADIR000956
OG0008683	LOC109425050	ADIR005314
OG0008684	LOC109412721	ADIR006743
OG0008685	LOC109411862	ADIR003345
OG0008686	LOC109400453, LOC134287343	ADIR002416
OG0008687	LOC109408301	ADIR002417
OG0008688	LOC109415105	ADIR009796
OG0008689	LOC109407039	ADIR009803
OG0008690	LOC109415110	ADIR009798
OG0008691	LOC109431177	ADIR001130
OG0008692	LOC109431186	ADIR001417
OG0008693	LOC109424226	ADIR000662
OG0008694	LOC109426220	ADIR002512
OG0008695	LOC109412673	ADIR004669
OG0008696	LOC109399056	ADIR004450
OG0008697	LOC115257908	ADIR000075
OG0008698	LOC109401430	ADIR000725
OG0008699	LOC109417025	ADIR009386
OG0008700	LOC109416886	ADIR000495
OG0008701	LOC109428885	ADIR009517
OG0008702	LOC115261072	ADIR002762
OG0008703	LOC109415140	ADIR010108
OG0008704	LOC109422854	ADIR008080
OG0008706	LOC109412819	ADIR008222
OG0008707	LOC109426933	ADIR007724
OG0008708	LOC115265295	ADIR007721
OG0008709	LOC109400677	ADIR004138
OG0008710	LOC109400679	ADIR004137
OG0008712	LOC109414743	ADIR005575
OG0008714	LOC109421944	ADIR001840
OG0008715	LOC109404509	ADIR003469
OG0008716	LOC109416180	ADIR015580
OG0008717	LOC109416185	ADIR003376
OG0008718	LOC109406293	ADIR015579
OG0008722	LOC109621915	ADIR002102
OG0008723	LOC109428359	ADIR001484
