Orthogroup	Aalbopictus_AalbF5	AstephensiUCISS2018
OG0007516	LOC109429040	ASTEI20_042945
OG0007517	LOC109404426	ASTEI20_045031
OG0007518	LOC109432009	ASTEI20_040648
OG0007519	LOC109432535	ASTEI20_036074
OG0007520	LOC109421953	ASTEI20_040022
OG0007521	LOC115260190	ASTEI20_045468
OG0007522	LOC115265339	ASTEI20_040969
OG0007523	LOC109422130	ASTEI20_044578
OG0007524	LOC109403802	ASTEI20_044027
OG0007525	LOC109416460	ASTEI20_041898
OG0007526	LOC109407262	ASTEI20_031566, ASTEI20_043743
OG0007527	LOC109401916	ASTEI20_034957
OG0007528	LOC109426844, LOC134288481	ASTEI20_038040
OG0007529	LOC109424815	ASTEI20_031907
OG0007530	LOC109404268	ASTEI20_035387
OG0007531	LOC109425509	ASTEI20_031956
OG0007532	LOC109400129	ASTEI20_043076
OG0007533	LOC109422962	ASTEI20_041762
OG0007534	LOC109414613	ASTEI20_036580
OG0007536	LOC109431614	ASTEI20_032989
OG0007537	LOC115269703	ASTEI20_038446
OG0007538	LOC109416813	ASTEI20_044572
OG0007539	LOC109431391	ASTEI20_034516
OG0007540	LOC109400065	ASTEI20_034626, ASTEI20_032758
OG0007541	LOC109420353	ASTEI20_034814
OG0007542	LOC109429646	ASTEI20_045163
OG0007543	LOC109398009	ASTEI20_040810
OG0007544	LOC109412161	ASTEI20_036844
OG0007545	LOC109397777	ASTEI20_046032
OG0007546	LOC109623319	ASTEI20_046165
OG0007547	LOC109425744	ASTEI20_031507
OG0007548	LOC109422034	ASTEI20_041282
OG0007549	LOC109413112	ASTEI20_044404
OG0007550	LOC109427534	ASTEI20_045431
OG0007551	LOC115262467	ASTEI20_039375
OG0007552	LOC109430021	ASTEI20_032058
OG0007553	LOC109411581	ASTEI20_041029
OG0007554	LOC109420936	ASTEI20_045531
OG0007555	LOC109621807	ASTEI20_037913
OG0007556	LOC109428433	ASTEI20_044694
OG0007557	LOC109426378	ASTEI20_031878
OG0007558	LOC109621883	ASTEI20_032771
OG0007559	LOC109401305	ASTEI20_043399
OG0007560	LOC109418761	ASTEI20_031387
OG0007561	LOC109428685	ASTEI20_042741
OG0007562	LOC109422356	ASTEI20_036768
OG0007563	LOC109419403	ASTEI20_036439
OG0007564	LOC109414609	ASTEI20_031702
OG0007565	LOC109416927	ASTEI20_031965
OG0007566	LOC109427657	ASTEI20_035897
OG0007567	LOC109415253	ASTEI20_034617
OG0007568	LOC109407040	ASTEI20_035591
OG0007569	LOC115270189	ASTEI20_042461
OG0007570	LOC109424534	ASTEI20_045860
OG0007571	LOC109430363	ASTEI20_043033
OG0007572	LOC109431761	ASTEI20_035692
OG0007573	LOC109403856	ASTEI20_040896
OG0007574	LOC109623145	ASTEI20_033467
OG0007575	LOC109422630	ASTEI20_042791
OG0007576	LOC115270442	ASTEI20_038938
OG0007577	LOC109421144	ASTEI20_044616
OG0007578	LOC109415605	ASTEI20_041520
OG0007579	LOC109423140	ASTEI20_043538
OG0007580	LOC109425117	ASTEI20_039424
OG0007581	LOC109423302	ASTEI20_033212
OG0007582	LOC115254025	ASTEI20_034370
OG0007583	LOC109432314	ASTEI20_042340
OG0007584	LOC109411235	ASTEI20_038792
OG0007585	LOC109415666	ASTEI20_044057
OG0007586	LOC115254158	ASTEI20_036681
OG0007587	LOC109422468	ASTEI20_042593
OG0007588	LOC109401912	ASTEI20_036959
OG0007589	LOC134284982	ASTEI20_034545
OG0007590	LOC109406321	ASTEI20_044423
OG0007591	LOC109405222	ASTEI20_033263
OG0007592	LOC109401240	ASTEI20_040910
OG0007593	LOC109423210	ASTEI20_033392
OG0007594	LOC109423626	ASTEI20_034395
OG0007595	LOC109405617	ASTEI20_032329
OG0007596	LOC109420076	ASTEI20_036366
OG0007597	LOC109406929	ASTEI20_031511
OG0007598	LOC109428695	ASTEI20_036512
OG0007599	LOC109429597	ASTEI20_045212
OG0007600	LOC109417869	ASTEI20_043817
OG0007601	LOC109403239	ASTEI20_043218
OG0007602	LOC109622356	ASTEI20_038861
OG0007603	LOC109407939	ASTEI20_030962
OG0007604	LOC109621473	ASTEI20_031716
OG0007605	LOC109422379	ASTEI20_042521
OG0007606	LOC109423866	ASTEI20_042476
OG0007607	LOC109413956	ASTEI20_036641
OG0007608	LOC109414482	ASTEI20_044017
OG0007609	LOC109427876	ASTEI20_032383
OG0007610	LOC109397198	ASTEI20_039441
OG0007611	LOC109409477	ASTEI20_042328
OG0007612	LOC134288904, LOC109417253	ASTEI20_032084
OG0007613	LOC109406007	ASTEI20_035749
OG0007614	LOC109422082	ASTEI20_035429
OG0007615	LOC109419102	ASTEI20_039191
OG0007616	LOC115270041	ASTEI20_033874
OG0007617	LOC109422953	ASTEI20_044599
OG0007618	LOC109430032	ASTEI20_041770
OG0007619	LOC109416682	ASTEI20_040975
OG0007620	LOC109430541	ASTEI20_037149
OG0007621	LOC115253630	ASTEI20_038867
OG0007622	LOC109401004	ASTEI20_037719
OG0007623	LOC109420405	ASTEI20_042549
OG0007624	LOC109420816	ASTEI20_036453
OG0007625	LOC109427791	ASTEI20_042558
OG0007626	LOC109400482	ASTEI20_034741
OG0007627	LOC109413839	ASTEI20_032080
OG0007628	LOC109426022	ASTEI20_039274
OG0007629	LOC134285323, LOC109402067	ASTEI20_035067
OG0007630	LOC109423939	ASTEI20_040431
OG0007631	LOC115256094	ASTEI20_045165
OG0007632	LOC109408430	ASTEI20_043919
OG0007633	LOC109413972	ASTEI20_036611
OG0007634	LOC109426171	ASTEI20_035652
OG0007635	LOC109425710	ASTEI20_040315
OG0007636	LOC109430297	ASTEI20_045910
OG0007637	LOC109425837	ASTEI20_040811
OG0007638	LOC109407996	ASTEI20_040220
OG0007639	LOC109410345	ASTEI20_044789
OG0007640	LOC109403689	ASTEI20_042310
OG0007641	LOC109407326	ASTEI20_031350
OG0007642	LOC109420819	ASTEI20_032441
OG0007643	LOC109401880	ASTEI20_032255
OG0007644	LOC109403658	ASTEI20_039086
OG0007645	LOC109408266	ASTEI20_036596
OG0007646	LOC109419418	ASTEI20_043557
OG0007647	LOC109409565	ASTEI20_037528
OG0007648	LOC109402049	ASTEI20_041381
OG0007649	LOC109401907	ASTEI20_043252
OG0007650	LOC109621877	ASTEI20_038601
OG0007651	LOC109405894	ASTEI20_032253
OG0007652	LOC109408028	ASTEI20_031754
OG0007653	LOC109426515	ASTEI20_039395
OG0007654	LOC109417547	ASTEI20_038557
OG0007655	LOC115254060	ASTEI20_045542
OG0007656	LOC115254164	ASTEI20_036638
OG0007657	LOC109418995	ASTEI20_044535
OG0007658	LOC115263171	ASTEI20_043466
OG0007659	LOC109411980	ASTEI20_038231
OG0007660	LOC109418396	ASTEI20_043780
OG0007661	LOC109621687	ASTEI20_038357
OG0007662	LOC109422996	ASTEI20_046091
OG0007663	LOC109430479	ASTEI20_031244
OG0007664	LOC109426145	ASTEI20_043465
OG0007665	LOC109417756	ASTEI20_041063
OG0007666	LOC109404623	ASTEI20_044607
OG0007667	LOC109416907	ASTEI20_039997
OG0007668	LOC109428653	ASTEI20_032601
OG0007669	LOC109423066	ASTEI20_045509
OG0007670	LOC109432155	ASTEI20_040913
OG0007671	LOC109398850	ASTEI20_034629
OG0007672	LOC109423569	ASTEI20_045342
OG0007674	LOC109431514	ASTEI20_042444
OG0007675	LOC109429868	ASTEI20_035701
OG0007676	LOC109430629	ASTEI20_035211
OG0007677	LOC109414268	ASTEI20_032328
OG0007678	LOC115258208	ASTEI20_040103
OG0007679	LOC134291872	ASTEI20_035385
OG0007680	LOC109431349	ASTEI20_046070
OG0007681	LOC115266760	ASTEI20_033321
OG0007682	LOC109428460	ASTEI20_039523
OG0007683	LOC109430809	ASTEI20_036907
OG0007684	LOC109407640	ASTEI20_040504
OG0007685	LOC109422942	ASTEI20_035642
OG0007686	LOC109427703	ASTEI20_042071
OG0007687	LOC109397310, LOC109423182	ASTEI20_041999
OG0007688	LOC109423294	ASTEI20_044814
OG0007689	LOC109414157	ASTEI20_033418
OG0007690	LOC109409693	ASTEI20_037873
OG0007691	LOC109415811	ASTEI20_037079
OG0007692	LOC109409851	ASTEI20_042127
OG0007694	LOC109420024	ASTEI20_044039
OG0007695	LOC109411730	ASTEI20_035096
OG0007696	LOC109420110	ASTEI20_036039
OG0007697	LOC109431130	ASTEI20_032409
OG0007698	LOC109421520	ASTEI20_031194
OG0007699	LOC109398209	ASTEI20_032158
OG0007700	LOC109418830	ASTEI20_032056
OG0007701	LOC109415238	ASTEI20_042233
OG0007702	LOC109408361	ASTEI20_035978
OG0007703	LOC109412806	ASTEI20_039130
OG0007704	LOC109413486	ASTEI20_031521
OG0007705	LOC109422441	ASTEI20_042824
OG0007706	LOC109397298	ASTEI20_045275
OG0007707	LOC115266109	ASTEI20_043171
OG0007708	LOC109420404	ASTEI20_041689
OG0007709	LOC109403070	ASTEI20_039021
OG0007710	LOC109430282	ASTEI20_040215
OG0007711	LOC109431107	ASTEI20_042129
OG0007712	LOC115265418	ASTEI20_037604
OG0007713	LOC109418655	ASTEI20_040261
OG0007714	LOC109405312	ASTEI20_033040
OG0007715	LOC109408294	ASTEI20_032015
OG0007716	LOC109414103	ASTEI20_035192
OG0007717	LOC109408287	ASTEI20_042525
OG0007718	LOC109424638, LOC134284319	ASTEI20_033494
OG0007719	LOC109412527	ASTEI20_035475
OG0007720	LOC109398055	ASTEI20_033028
OG0007721	LOC109407990	ASTEI20_042929
OG0007722	LOC109416253	ASTEI20_032130
OG0007723	LOC109414250	ASTEI20_033371
OG0007724	LOC109418842	ASTEI20_032836
OG0007725	LOC109429575	ASTEI20_037487
OG0007726	LOC109428426	ASTEI20_036158
OG0007727	LOC115256469, LOC109406978	ASTEI20_042286
OG0007728	LOC109622837	ASTEI20_037667
OG0007729	LOC109423651	ASTEI20_033735
OG0007730	LOC109397236	ASTEI20_032968
OG0007731	LOC109407357	ASTEI20_036852
OG0007732	LOC109415477	ASTEI20_037782
OG0007733	LOC109426682	ASTEI20_045729
OG0007734	LOC109411065	ASTEI20_035534
OG0007735	LOC115256148	ASTEI20_033507
OG0007736	LOC109427093	ASTEI20_043157
OG0007737	LOC109405808	ASTEI20_033774
OG0007738	LOC109407565	ASTEI20_041257
OG0007739	LOC109403341	ASTEI20_037229
OG0007740	LOC109412405	ASTEI20_044736
OG0007741	LOC109415665	ASTEI20_037057
OG0007742	LOC109424976	ASTEI20_037094
OG0007743	LOC109401876	ASTEI20_038264
OG0007744	LOC109418769	ASTEI20_032040
OG0007745	LOC109401225	ASTEI20_042236
OG0007746	LOC109426664	ASTEI20_032127
OG0007747	LOC109400761	ASTEI20_036808
OG0007748	LOC109409472	ASTEI20_038251
OG0007749	LOC115259568, LOC109419799	ASTEI20_035941
OG0007750	LOC109622975	ASTEI20_041474, ASTEI20_035366
OG0007751	LOC109411339	ASTEI20_037308
OG0007752	LOC109414104, LOC115256060	ASTEI20_037249
OG0007753	LOC109422780	ASTEI20_044962
OG0007754	LOC109419762	ASTEI20_039715
OG0007755	LOC109419974	ASTEI20_035392
OG0007756	LOC109417173, LOC115267873	ASTEI20_042724
OG0007757	LOC109401910	ASTEI20_036975
OG0007758	LOC109408452	ASTEI20_032667
OG0007759	LOC109398700	ASTEI20_033421
OG0007760	LOC109423308	ASTEI20_038131
OG0007761	LOC109410019	ASTEI20_034609
OG0007762	LOC109424060	ASTEI20_045518
OG0007763	LOC109418093	ASTEI20_035497
OG0007764	LOC109398214	ASTEI20_032943
OG0007765	LOC109407544	ASTEI20_031166
OG0007766	LOC109428455, LOC109422166	ASTEI20_035476
OG0007767	LOC109405984	ASTEI20_032641
OG0007768	LOC109420665	ASTEI20_042908
OG0007770	LOC109430492	ASTEI20_040925
OG0007771	LOC109420443	ASTEI20_036582
OG0007772	LOC109424964	ASTEI20_041941
OG0007773	LOC109407380	ASTEI20_037088
OG0007774	LOC109622450	ASTEI20_031784
OG0007775	LOC109397105, LOC134291778	ASTEI20_043601
OG0007778	LOC115257294, LOC109400362	ASTEI20_033030
OG0007780	LOC134290910, LOC134289567, LOC134291421, LOC109405254, LOC134286232, LOC134291402, LOC134285270, LOC134288959	ASTEI20_044848
OG0007781	LOC109408866	ASTEI20_032930
OG0007782	LOC134291374	ASTEI20_034871
OG0007784	LOC115260965, LOC109412946	ASTEI20_043075
OG0007785	LOC109414514	ASTEI20_040251
OG0007786	LOC109415761	ASTEI20_034619
OG0007787	LOC109424729	ASTEI20_033150
OG0007788	LOC109429581	ASTEI20_044026
OG0007796	LOC115269127	ASTEI20_034283
OG0007797	LOC134290709, LOC134292038, LOC134286127, LOC134290255, LOC134292134, LOC134284144	ASTEI20_042792
OG0007802	LOC134291890	ASTEI20_039277
OG0007838	LOC109415496	ASTEI20_045303
OG0007839	LOC115267743	ASTEI20_032112
OG0007840	LOC109400877	ASTEI20_033148
OG0007841	LOC109415515	ASTEI20_039601
OG0007842	LOC109412580	ASTEI20_031071
OG0007843	LOC109400874	ASTEI20_032964
OG0007844	LOC109408863	ASTEI20_033531
OG0007845	LOC109413873	ASTEI20_043137
OG0007846	LOC115254340	ASTEI20_032526
OG0007847	LOC109413874	ASTEI20_043657
OG0007848	LOC109621636	ASTEI20_031677
OG0007849	LOC109407938	ASTEI20_037752
OG0007850	LOC109423387	ASTEI20_041308, ASTEI20_032357
OG0007851	LOC109400240	ASTEI20_038543
OG0007852	LOC115264539	ASTEI20_037408
OG0007854	LOC109405105	ASTEI20_035888
OG0007855	LOC115253739, LOC134291518	ASTEI20_040818
OG0007856	LOC134288118	ASTEI20_039733
OG0007859	LOC109420281	ASTEI20_032926
OG0007860	LOC109422363	ASTEI20_037634
OG0007861	LOC109422378	ASTEI20_040029
OG0007862	LOC109422375	ASTEI20_037080
OG0007863	LOC134291873	ASTEI20_034681
OG0007865	LOC109424406	ASTEI20_034209
OG0007866	LOC109424468	ASTEI20_033990
OG0007867	LOC109420683	ASTEI20_044525
OG0007868	LOC109400752	ASTEI20_039710
OG0007869	LOC109420660	ASTEI20_037465
OG0007870	LOC109420684	ASTEI20_032643
OG0007871	LOC109400734	ASTEI20_035205
OG0007872	LOC109420591	ASTEI20_032548
OG0007873	LOC109420585	ASTEI20_045044
OG0007874	LOC109407639	ASTEI20_035914
OG0007875	LOC109425968	ASTEI20_042332
OG0007876	LOC115253962	ASTEI20_041224
OG0007877	LOC109407642	ASTEI20_039304
OG0007878	LOC109411665	ASTEI20_043559
OG0007879	LOC115269140	ASTEI20_043004
OG0007880	LOC109411670	ASTEI20_038851
OG0007881	LOC109404433	ASTEI20_034569
OG0007882	LOC109427261	ASTEI20_041669
OG0007883	LOC109403715	ASTEI20_036978
OG0007884	LOC115264680	ASTEI20_031918
OG0007885	LOC109433418	ASTEI20_038619
OG0007886	LOC109410675	ASTEI20_036448
OG0007887	LOC109407646	ASTEI20_032977
OG0007888	LOC109421743	ASTEI20_037085
OG0007889	LOC109406083	ASTEI20_043903
OG0007890	LOC109421754	ASTEI20_034159
OG0007892	LOC109426049	ASTEI20_031150
OG0007893	LOC109426045	ASTEI20_043251
OG0007894	LOC109415438	ASTEI20_037515
OG0007895	LOC109429910	ASTEI20_035968
OG0007896	LOC109429894	ASTEI20_034111
OG0007897	LOC109407754	ASTEI20_045666
OG0007898	LOC109418909	ASTEI20_041268
OG0007899	LOC109401681	ASTEI20_042434
OG0007900	LOC109426474	ASTEI20_035889
OG0007901	LOC109426481	ASTEI20_036024
OG0007902	LOC109408984	ASTEI20_045265
OG0007903	LOC109397145	ASTEI20_043890
OG0007904	LOC109432339	ASTEI20_032814
OG0007905	LOC109432268	ASTEI20_036759
OG0007906	LOC109432316	ASTEI20_034015
OG0007907	LOC109397161	ASTEI20_043480
OG0007908	LOC109403361	ASTEI20_045272
OG0007909	LOC109403359	ASTEI20_040512, ASTEI20_039521
OG0007910	LOC109403350	ASTEI20_032911
OG0007911	LOC109415608	ASTEI20_033575
OG0007912	LOC109420436	ASTEI20_034888
OG0007913	LOC109398744	ASTEI20_039085
OG0007914	LOC109404186	ASTEI20_039561
OG0007915	LOC109414673	ASTEI20_032343
OG0007916	LOC109424800	ASTEI20_043941
OG0007917	LOC109430277	ASTEI20_033448, ASTEI20_039246
OG0007918	LOC109424792	ASTEI20_042530
OG0007919	LOC109428427	ASTEI20_039091
OG0007920	LOC115262196	ASTEI20_038230
OG0007921	LOC109407560	ASTEI20_045737
OG0007922	LOC109407555	ASTEI20_034289
OG0007923	LOC109411231	ASTEI20_040866
OG0007924	LOC109409265	ASTEI20_031591
OG0007925	LOC134287812, LOC109409270	ASTEI20_033244
OG0007926	LOC109409247	ASTEI20_033374
OG0007927	LOC109419611	ASTEI20_033366
OG0007928	LOC109622829	ASTEI20_035568
OG0007929	LOC134286166, LOC109409253	ASTEI20_044744
OG0007930	LOC109419599	ASTEI20_040494
OG0007932	LOC109421664	ASTEI20_046067
OG0007933	LOC109420638	ASTEI20_035132
OG0007934	LOC109420642	ASTEI20_036462
OG0007935	LOC134285056	ASTEI20_033809
OG0007936	LOC115255089	ASTEI20_036655
OG0007937	LOC115263288	ASTEI20_040893
OG0007938	LOC109419419	ASTEI20_036148
OG0007939	LOC109431763	ASTEI20_041535
OG0007940	LOC109418950	ASTEI20_034043
OG0007941	LOC109429507	ASTEI20_041514
OG0007942	LOC109429506	ASTEI20_044587
OG0007943	LOC109418959	ASTEI20_045093
OG0007944	LOC115254257	ASTEI20_030871
OG0007945	LOC109430574	ASTEI20_037370
OG0007946	LOC109404945	ASTEI20_039965
OG0007947	LOC109404947	ASTEI20_041492
OG0007948	LOC109423686	ASTEI20_036348
OG0007949	LOC109418085	ASTEI20_036927
OG0007950	LOC109418079	ASTEI20_036906
OG0007952	LOC109422955	ASTEI20_041853
OG0007953	LOC109414288	ASTEI20_039295
OG0007954	LOC109401369	ASTEI20_030848
OG0007955	LOC109432862	ASTEI20_044412
OG0007956	LOC109401354	ASTEI20_033840
OG0007957	LOC109422422	ASTEI20_030835
OG0007958	LOC109417184	ASTEI20_040114
OG0007959	LOC109423566	ASTEI20_038335
OG0007960	LOC109408654	ASTEI20_033696
OG0007961	LOC109408528	ASTEI20_041816
OG0007962	LOC109426372	ASTEI20_042915
OG0007963	LOC109431485	ASTEI20_037707
OG0007964	LOC109431384	ASTEI20_038564
OG0007965	LOC109431490	ASTEI20_032157
OG0007966	LOC109427685	ASTEI20_046133
OG0007967	LOC109408103	ASTEI20_044682
OG0007968	LOC109408119	ASTEI20_044053
OG0007969	LOC109419082	ASTEI20_034290
OG0007970	LOC109426633, LOC115265670	ASTEI20_032568
OG0007971	LOC109416798	ASTEI20_044637
OG0007972	LOC109402297	ASTEI20_032304
OG0007973	LOC109431620	ASTEI20_043782
OG0007974	LOC109431638	ASTEI20_036709
OG0007975	LOC109431654	ASTEI20_035302
OG0007976	LOC109431682	ASTEI20_043868
OG0007977	LOC115259164	ASTEI20_035636
OG0007978	LOC109417135	ASTEI20_046173
OG0007979	LOC109419737	ASTEI20_038188
OG0007980	LOC109401725	ASTEI20_045207
OG0007981	LOC115270440	ASTEI20_032261
OG0007982	LOC109433083	ASTEI20_039795
OG0007983	LOC109428076	ASTEI20_037619
OG0007984	LOC109427832	ASTEI20_040794
OG0007985	LOC134288964	ASTEI20_034186
OG0007986	LOC109415904	ASTEI20_037322
OG0007987	LOC109428650	ASTEI20_039878
OG0007988	LOC109428644	ASTEI20_036884
OG0007989	LOC109412631	ASTEI20_037347
OG0007992	LOC109421433	ASTEI20_031022
OG0007993	LOC109421493	ASTEI20_031130
OG0007994	LOC109621331, LOC134287581	ASTEI20_035246
OG0007995	LOC109432548	ASTEI20_038319
OG0007996	LOC109421451	ASTEI20_033984
OG0007997	LOC109404953	ASTEI20_039569, ASTEI20_036685
OG0007998	LOC109429122	ASTEI20_044213
OG0007999	LOC109398868	ASTEI20_037193
OG0008000	LOC109398887	ASTEI20_043602
OG0008001	LOC109429252	ASTEI20_033439
OG0008002	LOC109429151	ASTEI20_032559
OG0008003	LOC115254068	ASTEI20_035562
OG0008004	LOC109409021	ASTEI20_034808
OG0008005	LOC109416831	ASTEI20_040588
OG0008006	LOC109428386	ASTEI20_038032
OG0008007	LOC115267213	ASTEI20_035850
OG0008008	LOC109415197	ASTEI20_031732
OG0008009	LOC109421304	ASTEI20_037111
OG0008010	LOC109427814	ASTEI20_032951
OG0008011	LOC109421299	ASTEI20_035837
OG0008012	LOC109621858	ASTEI20_039764
OG0008013	LOC109427802	ASTEI20_034414
OG0008014	LOC109421318	ASTEI20_038222
OG0008015	LOC109623133	ASTEI20_039950
OG0008016	LOC115260956	ASTEI20_041165
OG0008017	LOC115263511	ASTEI20_045898, ASTEI20_044561
OG0008019	LOC109403180	ASTEI20_032697
OG0008022	LOC109424988	ASTEI20_037803
OG0008023	LOC109415389	ASTEI20_035989
OG0008024	LOC109431146	ASTEI20_035607
OG0008025	LOC115267593	ASTEI20_038484, ASTEI20_044272
OG0008026	LOC115258768	ASTEI20_045052
OG0008027	LOC115258767	ASTEI20_031286
OG0008028	LOC109423465	ASTEI20_033412
OG0008030	LOC109405736	ASTEI20_039618
OG0008031	LOC109398425	ASTEI20_041973
OG0008032	LOC109398378, LOC134285078	ASTEI20_036627
OG0008033	LOC109425322	ASTEI20_045190
OG0008034	LOC109419814	ASTEI20_032119
OG0008035	LOC109425314	ASTEI20_044438
OG0008036	LOC109425346	ASTEI20_034596
OG0008037	LOC109403448	ASTEI20_036491
OG0008038	LOC109403404	ASTEI20_037783
OG0008039	LOC109416739	ASTEI20_041624
OG0008040	LOC109403424	ASTEI20_033986
OG0008041	LOC109427860	ASTEI20_034208
OG0008043	LOC109424552	ASTEI20_039943
OG0008044	LOC109622325	ASTEI20_042632
OG0008045	LOC115267565	ASTEI20_039822
OG0008046	LOC115256245	ASTEI20_043864
OG0008047	LOC109407840	ASTEI20_031890
OG0008048	LOC109416441	ASTEI20_034990
OG0008049	LOC109410365	ASTEI20_043209, ASTEI20_035413
OG0008051	LOC109417846, LOC134287344	ASTEI20_046105
OG0008052	LOC109419329	ASTEI20_032775
OG0008053	LOC109408469	ASTEI20_031056
OG0008054	LOC109403863	ASTEI20_032462
OG0008055	LOC109419331	ASTEI20_042491
OG0008056	LOC109403977	ASTEI20_034933
OG0008057	LOC109412786	ASTEI20_042255
OG0008059	LOC134291853	ASTEI20_039176
OG0008060	LOC134290049	ASTEI20_037520
OG0008061	LOC109424345	ASTEI20_035819
OG0008062	LOC109623098	ASTEI20_042238
OG0008063	LOC109422941	ASTEI20_039549
OG0008064	LOC109422943	ASTEI20_031054
OG0008065	LOC109403530	ASTEI20_036691
OG0008066	LOC109403528	ASTEI20_032017
OG0008068	LOC109419235	ASTEI20_043775
OG0008069	LOC109412952	ASTEI20_037321
OG0008070	LOC109418604	ASTEI20_032139
OG0008071	LOC109424929	ASTEI20_036311
OG0008072	LOC109426255	ASTEI20_045391
OG0008073	LOC109414228	ASTEI20_045858
OG0008074	LOC109414816	ASTEI20_034766
OG0008075	LOC109623044	ASTEI20_031513
OG0008076	LOC109417164	ASTEI20_033734
OG0008077	LOC109401031	ASTEI20_036285
OG0008078	LOC109418709	ASTEI20_036888
OG0008079	LOC109415945	ASTEI20_040326
OG0008080	LOC109416061	ASTEI20_043013
OG0008081	LOC109414237	ASTEI20_038142
OG0008082	LOC109419850	ASTEI20_040691
OG0008083	LOC109420713	ASTEI20_034579
OG0008084	LOC109402945	ASTEI20_034137
OG0008085	LOC115268238	ASTEI20_040545
OG0008086	LOC115268098	ASTEI20_035268
OG0008087	LOC109428852	ASTEI20_039994
OG0008088	LOC109409867	ASTEI20_032340
OG0008089	LOC115267763	ASTEI20_041328
OG0008090	LOC109427591	ASTEI20_033167, ASTEI20_034237
OG0008091	LOC109429944	ASTEI20_039332
OG0008092	LOC134289960	ASTEI20_035895
OG0008093	LOC109398945	ASTEI20_036218
OG0008094	LOC115268126	ASTEI20_039402
OG0008095	LOC109407818	ASTEI20_040157
OG0008096	LOC109431316	ASTEI20_046180
OG0008097	LOC109425528	ASTEI20_030918
OG0008098	LOC109401355	ASTEI20_046102
OG0008099	LOC109416899	ASTEI20_032849
OG0008100	LOC109416897	ASTEI20_031471
OG0008101	LOC109430633	ASTEI20_039281
OG0008102	LOC115258186	ASTEI20_036236
OG0008103	LOC115266549	ASTEI20_038555
OG0008104	LOC115269053	ASTEI20_032339
OG0008105	LOC109426937	ASTEI20_039671
OG0008106	LOC109430324	ASTEI20_039858
OG0008107	LOC109398624	ASTEI20_038898
OG0008110	LOC109403851	ASTEI20_041584
OG0008111	LOC134285673	ASTEI20_042387
OG0008112	LOC109398457	ASTEI20_040376
OG0008113	LOC109430724	ASTEI20_040154
OG0008114	LOC109397861	ASTEI20_044098
OG0008115	LOC109402690	ASTEI20_043665
OG0008116	LOC134289550	ASTEI20_037017
OG0008117	LOC109404882	ASTEI20_038443
OG0008118	LOC109404840	ASTEI20_042113
OG0008119	LOC109414512	ASTEI20_030912
OG0008120	LOC109623068	ASTEI20_038586
OG0008121	LOC109414933	ASTEI20_043107
OG0008122	LOC109424334	ASTEI20_042617
OG0008123	LOC109623070	ASTEI20_043802
OG0008124	LOC109417128	ASTEI20_042769
OG0008125	LOC109427301	ASTEI20_033269
OG0008126	LOC109428105	ASTEI20_042973
OG0008127	LOC109418322	ASTEI20_036995
OG0008128	LOC109422326	ASTEI20_044775
OG0008129	LOC109424426	ASTEI20_031296
OG0008130	LOC109424429	ASTEI20_045942
OG0008131	LOC115270321	ASTEI20_043848
OG0008132	LOC115257389	ASTEI20_038646
OG0008133	LOC109403328	ASTEI20_044845
OG0008134	LOC109403315	ASTEI20_041446
OG0008135	LOC109412246	ASTEI20_037495
OG0008136	LOC109403318	ASTEI20_037757
OG0008137	LOC109412243	ASTEI20_041897
OG0008138	LOC109431360	ASTEI20_033755
OG0008139	LOC109427757	ASTEI20_036323
OG0008140	LOC109431338, LOC115260708	ASTEI20_031384
OG0008141	LOC109427775	ASTEI20_033200
OG0008142	LOC109622204	ASTEI20_032254
OG0008143	LOC115260709	ASTEI20_044490
OG0008144	LOC109425926	ASTEI20_037598
OG0008145	LOC115254030	ASTEI20_037286
OG0008146	LOC109425945	ASTEI20_044725
OG0008147	LOC109402845	ASTEI20_040753
OG0008148	LOC115254042	ASTEI20_038093
OG0008149	LOC109422651	ASTEI20_043187
OG0008150	LOC109406439	ASTEI20_033137
OG0008151	LOC109430241	ASTEI20_032081
OG0008152	LOC109403775	ASTEI20_044227
OG0008153	LOC109431184	ASTEI20_033855
OG0008154	LOC109622618	ASTEI20_031348
OG0008155	LOC109416939	ASTEI20_041273
OG0008156	LOC115266708	ASTEI20_037410
OG0008158	LOC115270128	ASTEI20_043277
OG0008159	LOC109413532	ASTEI20_042433
OG0008160	LOC109425089	ASTEI20_034858
OG0008161	LOC109427514	ASTEI20_035646
OG0008162	LOC109401508	ASTEI20_037827
OG0008163	LOC109425582	ASTEI20_036870
OG0008165	LOC109411498	ASTEI20_037313
OG0008166	LOC109429337	ASTEI20_044311
OG0008167	LOC115257682	ASTEI20_034864
OG0008169	LOC115269424	ASTEI20_031617
OG0008170	LOC109424520	ASTEI20_043244
OG0008171	LOC134291440	ASTEI20_038972
OG0008172	LOC109409579	ASTEI20_039555
OG0008173	LOC115262101	ASTEI20_032980
OG0008174	LOC109397520	ASTEI20_038401
OG0008175	LOC109406924	ASTEI20_034291
OG0008176	LOC109412098	ASTEI20_039509
OG0008177	LOC134285562, LOC109400417	ASTEI20_031174
OG0008179	LOC115266520	ASTEI20_033547
OG0008180	LOC134283915	ASTEI20_043524
OG0008181	LOC109399288	ASTEI20_031631
OG0008182	LOC109404012	ASTEI20_035672
OG0008183	LOC109413335	ASTEI20_045130
OG0008184	LOC109404037	ASTEI20_041928
