Orthogroup	Aalbopictus_AalbF5	CquinquefasciatusJHB2020
OG0007034	LOC109433252	CQUJHB000169
OG0007035	LOC109404376	CQUJHB005822
OG0007036	LOC109415220	CQUJHB015296
OG0007037	LOC109622237	CQUJHB014487
OG0007038	LOC109408584	CQUJHB012017
OG0007039	LOC109427393	CQUJHB018361
OG0007040	LOC109428745	CQUJHB009345
OG0007041	LOC115253753	CQUJHB008255
OG0007042	LOC109432531	CQUJHB008935
OG0007043	LOC109428106	CQUJHB003087
OG0007044	LOC109409255	CQUJHB006649
OG0007045	LOC109431907	CQUJHB006599
OG0007046	LOC109427861	CQUJHB009371
OG0007047	LOC109423646	CQUJHB002077
OG0007048	LOC109415818	CQUJHB009222
OG0007049	LOC109408491	CQUJHB012738
OG0007050	LOC115257360	CQUJHB016424
OG0007051	LOC109419785	CQUJHB006272
OG0007052	LOC109402953, LOC109416083	CQUJHB016613
OG0007053	LOC109407558	CQUJHB012174
OG0007054	LOC109409093	CQUJHB017310
OG0007055	LOC109424416	CQUJHB004657
OG0007056	LOC109430557	CQUJHB014827
OG0007057	LOC109401345	CQUJHB018347
OG0007058	LOC109417673	CQUJHB017732
OG0007059	LOC115255110	CQUJHB001399
OG0007061	LOC109430795	CQUJHB010459
OG0007062	LOC109411815	CQUJHB012295
OG0007063	LOC109432845	CQUJHB003562
OG0007064	LOC109416786	CQUJHB003875
OG0007065	LOC109409918	CQUJHB003556
OG0007066	LOC134289553, LOC134284120	CQUJHB007649
OG0007067	LOC109424684	CQUJHB010126
OG0007068	LOC109400281	CQUJHB007678
OG0007069	LOC109433115	CQUJHB002190
OG0007070	LOC109413547	CQUJHB005273
OG0007071	LOC109414986	CQUJHB016012
OG0007072	LOC109409271	CQUJHB014691
OG0007073	LOC109420217	CQUJHB012442
OG0007074	LOC109431612	CQUJHB005540
OG0007075	LOC109419224	CQUJHB014062
OG0007076	LOC134291451	CQUJHB002591
OG0007077	LOC109397119	CQUJHB004926
OG0007078	LOC109426798	CQUJHB008216
OG0007079	LOC109427338	CQUJHB006603
OG0007080	LOC109416065	CQUJHB002529
OG0007081	LOC109398534	CQUJHB007399
OG0007082	LOC109425927	CQUJHB017952
OG0007083	LOC109408327	CQUJHB014648
OG0007084	LOC109405805	CQUJHB010860
OG0007085	LOC109400400	CQUJHB009251
OG0007086	LOC109403142	CQUJHB013950
OG0007087	LOC109416797	CQUJHB009589
OG0007088	LOC109403681	CQUJHB010383
OG0007089	LOC134287642	CQUJHB003607
OG0007090	LOC109425768	CQUJHB012040
OG0007091	LOC109414220	CQUJHB013890
OG0007092	LOC109425964	CQUJHB010585
OG0007093	LOC109406566	CQUJHB004951
OG0007094	LOC109411912	CQUJHB014319
OG0007096	LOC109410007	CQUJHB008867
OG0007097	LOC109410252	CQUJHB001025
OG0007098	LOC109426115	CQUJHB006201
OG0007099	LOC109417794	CQUJHB017548
OG0007100	LOC109422800	CQUJHB005713
OG0007101	LOC109420079	CQUJHB006889
OG0007102	LOC109425258	CQUJHB004065
OG0007103	LOC109421315	CQUJHB007466
OG0007104	LOC109405842	CQUJHB006031
OG0007105	LOC109398266	CQUJHB013056, CQUJHB003092
OG0007106	LOC109414654	CQUJHB010745
OG0007107	LOC115254207	CQUJHB013113
OG0007108	LOC115266350	CQUJHB014101
OG0007109	LOC115267895	CQUJHB000758
OG0007110	LOC109623115	CQUJHB013211
OG0007111	LOC109409975	CQUJHB013577
OG0007112	LOC109433275	CQUJHB005234
OG0007113	LOC134291546	CQUJHB015481
OG0007114	LOC109421249	CQUJHB015450
OG0007115	LOC109433653	CQUJHB002773
OG0007116	LOC109431646	CQUJHB002227
OG0007117	LOC109421313	CQUJHB003924
OG0007118	LOC109397413	CQUJHB011671
OG0007119	LOC109423908	CQUJHB009575
OG0007120	LOC109622239	CQUJHB007819
OG0007121	LOC109621281	CQUJHB016250
OG0007122	LOC109416442	CQUJHB015857
OG0007123	LOC109421792	CQUJHB000094
OG0007124	LOC109417642	CQUJHB014934
OG0007125	LOC109622866	CQUJHB000204
OG0007126	LOC109414139	CQUJHB011677
OG0007127	LOC109408110	CQUJHB000084
OG0007128	LOC109405861	CQUJHB004865
OG0007129	LOC109402762	CQUJHB013000
OG0007130	LOC109400186	CQUJHB004993
OG0007131	LOC109411287	CQUJHB003080
OG0007132	LOC109420963	CQUJHB002825
OG0007133	LOC109408473	CQUJHB017321
OG0007134	LOC115270035	CQUJHB001617
OG0007135	LOC109413869	CQUJHB017057
OG0007136	LOC109408165	CQUJHB000981
OG0007138	LOC109397838	CQUJHB002650
OG0007139	LOC109418535	CQUJHB013860
OG0007140	LOC134288434	CQUJHB013729
OG0007141	LOC109407830	CQUJHB006048
OG0007142	LOC109401648	CQUJHB008750
OG0007143	LOC109621350	CQUJHB015595
OG0007144	LOC109423379	CQUJHB008089
OG0007145	LOC109412362	CQUJHB009256
OG0007146	LOC115257165	CQUJHB015156
OG0007147	LOC109398038	CQUJHB002457
OG0007148	LOC109397277	CQUJHB018481
OG0007149	LOC109409885	CQUJHB016235
OG0007150	LOC109429326	CQUJHB005782
OG0007151	LOC109428914	CQUJHB003206
OG0007153	LOC109410817	CQUJHB000749
OG0007154	LOC109406911	CQUJHB004308
OG0007155	LOC109426949	CQUJHB017976
OG0007156	LOC109418595	CQUJHB005747
OG0007157	LOC109409613	CQUJHB018126
OG0007158	LOC109427974	CQUJHB015105
OG0007159	LOC109430601	CQUJHB010217
OG0007160	LOC109401709	CQUJHB000566
OG0007161	LOC109423574	CQUJHB016069
OG0007162	LOC109420851	CQUJHB010449
OG0007163	LOC109427701	CQUJHB004043
OG0007164	LOC109408315	CQUJHB007229
OG0007165	LOC109400045	CQUJHB017679
OG0007166	LOC109428702	CQUJHB008136
OG0007167	LOC109404596	CQUJHB006542
OG0007168	LOC115257976	CQUJHB001652
OG0007169	LOC109398053	CQUJHB007488
OG0007170	LOC109420858	CQUJHB013936
OG0007171	LOC134291860	CQUJHB010386
OG0007172	LOC109425587	CQUJHB008734
OG0007173	LOC109399760	CQUJHB009079
OG0007174	LOC109428420	CQUJHB000163
OG0007175	LOC109410789	CQUJHB008372
OG0007176	LOC109421945	CQUJHB000208
OG0007177	LOC109409848	CQUJHB018462
OG0007178	LOC109432689	CQUJHB005043
OG0007179	LOC109414690	CQUJHB016458
OG0007180	LOC134287627	CQUJHB014884
OG0007181	LOC109428533	CQUJHB015036
OG0007182	LOC115262627	CQUJHB010285
OG0007183	LOC115263302	CQUJHB005943
OG0007184	LOC109401825	CQUJHB006651
OG0007185	LOC109405519	CQUJHB006990
OG0007186	LOC109408012	CQUJHB014581
OG0007187	LOC109422974	CQUJHB012714
OG0007188	LOC109428232	CQUJHB008603
OG0007189	LOC109405147	CQUJHB002887
OG0007190	LOC109415421	CQUJHB002627
OG0007191	LOC109408847	CQUJHB004531
OG0007192	LOC109410161	CQUJHB006963
OG0007193	LOC109430296	CQUJHB017604
OG0007194	LOC109417350	CQUJHB003353
OG0007195	LOC134285835	CQUJHB014672
OG0007196	LOC109400737	CQUJHB002349
OG0007197	LOC109399960	CQUJHB005238
OG0007198	LOC115269571	CQUJHB003947
OG0007199	LOC109404272	CQUJHB002317
OG0007200	LOC109431443	CQUJHB009229
OG0007201	LOC109420166	CQUJHB017399
OG0007202	LOC109420392	CQUJHB003069
OG0007203	LOC115258417	CQUJHB016694
OG0007205	LOC109405507	CQUJHB003124
OG0007206	LOC109405220	CQUJHB000802
OG0007207	LOC109428468	CQUJHB002199
OG0007208	LOC109404609	CQUJHB003713
OG0007209	LOC115269183	CQUJHB014640
OG0007210	LOC115264812	CQUJHB017918
OG0007211	LOC109423842	CQUJHB013848
OG0007212	LOC115266603	CQUJHB010524
OG0007213	LOC115267366	CQUJHB009171
OG0007214	LOC109422494	CQUJHB017203
OG0007215	LOC109406018	CQUJHB017298
OG0007216	LOC109422054	CQUJHB009541
OG0007218	LOC109423479	CQUJHB009982
OG0007219	LOC109414343	CQUJHB004356
OG0007221	LOC109622057	CQUJHB008533
OG0007222	LOC109399485	CQUJHB003842
OG0007223	LOC109398279	CQUJHB009536
OG0007224	LOC109427666	CQUJHB010180
OG0007225	LOC109423600	CQUJHB011295
OG0007226	LOC109426843	CQUJHB015581
OG0007227	LOC109429896	CQUJHB005090
OG0007228	LOC109408938	CQUJHB016372
OG0007229	LOC109409553	CQUJHB010087
OG0007230	LOC109405265	CQUJHB012835
OG0007231	LOC109403644	CQUJHB006756
OG0007232	LOC115253964	CQUJHB018469
OG0007233	LOC109430623	CQUJHB000839
OG0007234	LOC109417654	CQUJHB013501
OG0007235	LOC115253935	CQUJHB013889
OG0007236	LOC109405489	CQUJHB003131
OG0007237	LOC109622112	CQUJHB012241
OG0007238	LOC109420658	CQUJHB000917
OG0007239	LOC109403226	CQUJHB017496
OG0007241	LOC109431655	CQUJHB013111
OG0007242	LOC109409699	CQUJHB009831
OG0007243	LOC109418133	CQUJHB003084
OG0007244	LOC109419671	CQUJHB010103
OG0007245	LOC134291013	CQUJHB017709
OG0007247	LOC109412376	CQUJHB005960
OG0007249	LOC109433605	CQUJHB007651
OG0007250	LOC109433598	CQUJHB010438
OG0007251	LOC109430084	CQUJHB000943
OG0007252	LOC109413914	CQUJHB006239
OG0007253	LOC109410075	CQUJHB004239
OG0007254	LOC109401266	CQUJHB005913
OG0007255	LOC109621845	CQUJHB006860
OG0007256	LOC109397072	CQUJHB017671
OG0007257	LOC109406630	CQUJHB001637
OG0007258	LOC109398549	CQUJHB016345
OG0007259	LOC109405196	CQUJHB018306
OG0007260	LOC109401023	CQUJHB004284
OG0007261	LOC109416915	CQUJHB015694
OG0007262	LOC109417983	CQUJHB000462
OG0007263	LOC109422055	CQUJHB010853
OG0007264	LOC109430493	CQUJHB009134
OG0007265	LOC109400860	CQUJHB010371
OG0007266	LOC109427357	CQUJHB010109
OG0007267	LOC109424496	CQUJHB005920
OG0007268	LOC109403149	CQUJHB004002
OG0007269	LOC109425886	CQUJHB005722
OG0007270	LOC115256309	CQUJHB018157
OG0007271	LOC109420337	CQUJHB003618, CQUJHB009775
OG0007272	LOC109432682	CQUJHB013855
OG0007273	LOC109423965	CQUJHB011841
OG0007274	LOC109404578	CQUJHB016568
OG0007275	LOC115254113	CQUJHB015195
OG0007276	LOC109408773	CQUJHB012553
OG0007277	LOC109397718	CQUJHB004206
OG0007278	LOC109409527	CQUJHB013664
OG0007279	LOC109431491	CQUJHB014008
OG0007280	LOC109621813	CQUJHB002059, CQUJHB013973
OG0007281	LOC109407423	CQUJHB008334
OG0007282	LOC115259840	CQUJHB012794
OG0007283	LOC134284716	CQUJHB015837
OG0007284	LOC109431516	CQUJHB005450
OG0007285	LOC109430003	CQUJHB008960
OG0007286	LOC109419661	CQUJHB007313
OG0007287	LOC109431392	CQUJHB012771
OG0007288	LOC109428432	CQUJHB015075
OG0007289	LOC134290366, LOC115256401, LOC134291716, LOC115262759, LOC115260484	CQUJHB009389
OG0007290	LOC109415607	CQUJHB016099
OG0007291	LOC109430663	CQUJHB007948
OG0007292	LOC109421801	CQUJHB011869
OG0007293	LOC109622759	CQUJHB011046
OG0007294	LOC109622444	CQUJHB007983
OG0007295	LOC109428466	CQUJHB009327
OG0007296	LOC109424501	CQUJHB012425
OG0007297	LOC109621717	CQUJHB014154
OG0007298	LOC109426891	CQUJHB018112
OG0007299	LOC109406069	CQUJHB003334
OG0007302	LOC109418654, LOC109414791	CQUJHB010915
OG0007303	LOC109408816	CQUJHB013555
OG0007304	LOC109429600	CQUJHB012098
OG0007305	LOC109428406	CQUJHB010123
OG0007306	LOC109397232	CQUJHB003117
OG0007307	LOC109428439	CQUJHB003341
OG0007308	LOC109424624	CQUJHB000871
OG0007309	LOC109410266	CQUJHB004498
OG0007310	LOC109427875	CQUJHB014996
OG0007311	LOC109622365	CQUJHB012302
OG0007312	LOC109621712	CQUJHB012277
OG0007313	LOC115256196	CQUJHB001326
OG0007314	LOC109420344	CQUJHB016393
OG0007315	LOC109411673	CQUJHB005664
OG0007316	LOC109414699	CQUJHB016327
OG0007317	LOC109405641	CQUJHB003934
OG0007318	LOC115253884	CQUJHB002904
OG0007319	LOC109401875	CQUJHB013152
OG0007320	LOC109416238	CQUJHB015834
OG0007321	LOC109407726	CQUJHB013517
OG0007322	LOC109397294	CQUJHB009156
OG0007323	LOC109430212	CQUJHB004227
OG0007325	LOC109417485	CQUJHB016630
OG0007326	LOC109433308	CQUJHB017276
OG0007327	LOC109400381	CQUJHB015023
OG0007328	LOC109428138	CQUJHB012146
OG0007329	LOC109429791	CQUJHB001412
OG0007330	LOC109421442	CQUJHB000991
OG0007331	LOC115261471	CQUJHB005876
OG0007332	LOC115267180	CQUJHB007684
OG0007333	LOC109401424, LOC115257139	CQUJHB004548
OG0007334	LOC109432675	CQUJHB003743
OG0007335	LOC109415008	CQUJHB017407
OG0007336	LOC109426668	CQUJHB004138
OG0007337	LOC109414320	CQUJHB015685
OG0007338	LOC109411253	CQUJHB006175
OG0007339	LOC109408357	CQUJHB001324
OG0007340	LOC109432167	CQUJHB002927
OG0007341	LOC109406960	CQUJHB003948
OG0007342	LOC109422689	CQUJHB008706
OG0007343	LOC109422714	CQUJHB001722
OG0007344	LOC109430292	CQUJHB010828
OG0007345	LOC109400529	CQUJHB010775
OG0007346	LOC109423065	CQUJHB007386
OG0007348	LOC109425736	CQUJHB003366
OG0007349	LOC115257640, LOC109433076	CQUJHB011291
OG0007350	LOC115256185	CQUJHB012147
OG0007351	LOC109422990	CQUJHB001790
OG0007352	LOC134285544, LOC109412716	CQUJHB001515
OG0007353	LOC109432691	CQUJHB001144
OG0007354	LOC115258005	CQUJHB018103
OG0007355	LOC115260636	CQUJHB001513
OG0007356	LOC109403280	CQUJHB013897
OG0007357	LOC109622172	CQUJHB013770
OG0007358	LOC115257176	CQUJHB014366
OG0007359	LOC109428482	CQUJHB005518
OG0007360	LOC115264641	CQUJHB000687
OG0007361	LOC109420917	CQUJHB009814
OG0007362	LOC109621718	CQUJHB006305
OG0007363	LOC115262112	CQUJHB004166
OG0007364	LOC109411406	CQUJHB007657
OG0007365	LOC109423258	CQUJHB016671
OG0007366	LOC109409682	CQUJHB002796
OG0007367	LOC109404006	CQUJHB012804
OG0007368	LOC109413222	CQUJHB008259
OG0007369	LOC109621289	CQUJHB005812
OG0007370	LOC109432284	CQUJHB010454
OG0007371	LOC109401829	CQUJHB013720
OG0007372	LOC109423129	CQUJHB006212
OG0007373	LOC109415232	CQUJHB011474
OG0007374	LOC115253718	CQUJHB001059
OG0007375	LOC109418021	CQUJHB008233
OG0007376	LOC109422038	CQUJHB006554
OG0007377	LOC115266519	CQUJHB017232
OG0007378	LOC115270170	CQUJHB017545
OG0007379	LOC109400494	CQUJHB016022, CQUJHB017589
OG0007380	LOC109414257	CQUJHB009692
OG0007381	LOC109403770	CQUJHB006909
OG0007382	LOC109412534	CQUJHB007776
OG0007383	LOC109427438	CQUJHB005959
OG0007384	LOC109433404	CQUJHB014797
OG0007385	LOC109416814	CQUJHB005990
OG0007386	LOC109402218	CQUJHB007718
OG0007387	LOC109623298	CQUJHB005829
OG0007388	LOC109416142	CQUJHB008212
OG0007389	LOC115255085	CQUJHB000857
OG0007390	LOC109404377	CQUJHB011220
OG0007391	LOC109430908	CQUJHB009335
OG0007392	LOC134287211	CQUJHB003992, CQUJHB004725
OG0007393	LOC109403282	CQUJHB016736
OG0007394	LOC109400044, LOC115263864	CQUJHB015955
OG0007395	LOC109424679	CQUJHB015526
OG0007396	LOC115263319	CQUJHB007441
OG0007397	LOC109408940	CQUJHB007646
OG0007398	LOC109415747	CQUJHB018319
OG0007399	LOC109401674	CQUJHB003661
OG0007400	LOC109414810	CQUJHB012754
OG0007401	LOC109401024	CQUJHB006564
OG0007403	LOC109403769	CQUJHB002431
OG0007404	LOC115262186	CQUJHB013104
OG0007405	LOC109621317	CQUJHB014817
OG0007406	LOC109415235	CQUJHB001867
OG0007407	LOC109418057	CQUJHB008481
OG0007408	LOC109416413	CQUJHB018444
OG0007409	LOC109412033	CQUJHB016703
OG0007410	LOC109423689	CQUJHB014903
OG0007411	LOC115258735	CQUJHB013552
OG0007412	LOC109408282	CQUJHB016320
OG0007413	LOC109399839	CQUJHB004813
OG0007414	LOC109423323	CQUJHB004063
OG0007415	LOC109426083	CQUJHB000292
OG0007416	LOC109431902	CQUJHB017169
OG0007417	LOC109398355	CQUJHB003291
OG0007418	LOC109422899	CQUJHB003856
OG0007419	LOC109403999	CQUJHB012446
OG0007420	LOC109407914	CQUJHB014728
OG0007421	LOC115253497	CQUJHB005927
OG0007422	LOC109413762	CQUJHB004946
OG0007423	LOC109418949	CQUJHB012137
OG0007425	LOC109410157	CQUJHB001480
OG0007426	LOC109408366	CQUJHB001921
OG0007427	LOC109422631	CQUJHB014416
OG0007428	LOC109426683	CQUJHB003144
OG0007429	LOC109398042	CQUJHB015854
OG0007430	LOC115258398	CQUJHB008860, CQUJHB016040
OG0007431	LOC109427470, LOC115254769	CQUJHB013330
OG0007432	LOC109425712	CQUJHB006304
OG0007433	LOC109428268	CQUJHB014754
OG0007434	LOC109405141	CQUJHB001756
OG0007435	LOC109397006	CQUJHB014130
OG0007436	LOC109424173	CQUJHB012562
OG0007437	LOC109428910	CQUJHB008524
OG0007438	LOC115263303	CQUJHB016183
OG0007439	LOC109622797	CQUJHB009248
OG0007440	LOC109404591	CQUJHB007874
OG0007441	LOC109417254	CQUJHB005115
OG0007442	LOC109431061	CQUJHB012465
OG0007443	LOC109424254	CQUJHB014178
OG0007444	LOC109402633	CQUJHB005148
OG0007445	LOC109433632	CQUJHB011156
OG0007446	LOC109418971	CQUJHB015017
OG0007447	LOC109429690	CQUJHB016272
OG0007448	LOC109430889	CQUJHB007506
OG0007449	LOC109426813	CQUJHB008336
OG0007450	LOC109404233	CQUJHB005351
OG0007451	LOC109409361	CQUJHB014255
OG0007452	LOC109398515	CQUJHB018387
OG0007453	LOC109405762	CQUJHB002062
OG0007454	LOC109409886	CQUJHB006847
OG0007455	LOC115270375	CQUJHB014783
OG0007456	LOC109397363	CQUJHB012078, CQUJHB006957
OG0007457	LOC109407828, LOC134285918	CQUJHB002858
OG0007458	LOC115260848	CQUJHB003438, CQUJHB013337, CQUJHB013010, CQUJHB016394
OG0007459	LOC109432116	CQUJHB003993
OG0007460	LOC109413260	CQUJHB008819
OG0007461	LOC109419634	CQUJHB006822
OG0007463	LOC109420662	CQUJHB009515
OG0007464	LOC115258752	CQUJHB017076
OG0007465	LOC109412398	CQUJHB018144
OG0007466	LOC109419741	CQUJHB004874
OG0007468	LOC109432646	CQUJHB007679
OG0007469	LOC109399478	CQUJHB009444
OG0007470	LOC115270213	CQUJHB008870
OG0007471	LOC109417842	CQUJHB015177
OG0007472	LOC109414694	CQUJHB011858
OG0007473	LOC115267513	CQUJHB014948
OG0007474	LOC109400001	CQUJHB006252
OG0007475	LOC115264097, LOC109402404	CQUJHB007435
OG0007476	LOC109417793	CQUJHB018015
OG0007477	LOC109397949	CQUJHB004696
OG0007478	LOC109428481	CQUJHB004749
OG0007479	LOC109408623	CQUJHB002301
OG0007480	LOC109413489	CQUJHB004344
OG0007481	LOC109397864	CQUJHB013371
OG0007482	LOC109408124	CQUJHB016595
OG0007483	LOC109418124	CQUJHB001247
OG0007484	LOC109412126	CQUJHB016866
OG0007485	LOC115254777, LOC109422849	CQUJHB014532
OG0007486	LOC109622037, LOC115259815	CQUJHB013602
OG0007487	LOC109428471	CQUJHB007081
OG0007488	LOC109407440	CQUJHB000791
OG0007489	LOC109430734	CQUJHB017167
OG0007490	LOC109428436	CQUJHB007109
OG0007491	LOC109409696	CQUJHB016777
OG0007492	LOC109432121	CQUJHB018458
OG0007493	LOC109417230	CQUJHB011478
OG0007494	LOC109432382	CQUJHB002644
OG0007496	LOC134283920	CQUJHB013837
OG0007497	LOC109423546	CQUJHB012969
OG0007498	LOC115253727	CQUJHB002782
OG0007499	LOC109425691	CQUJHB005325
OG0007500	LOC109400928	CQUJHB014923
OG0007501	LOC109406629	CQUJHB003812, CQUJHB016658
OG0007503	LOC109417893	CQUJHB017868
OG0007504	LOC109427038	CQUJHB007296
OG0007505	LOC134283905	CQUJHB003295
OG0007506	LOC115268208	CQUJHB012407
OG0007507	LOC109403225	CQUJHB014032
OG0007508	LOC115255079	CQUJHB001748
OG0007509	LOC109400488	CQUJHB012680
OG0007510	LOC109409249	CQUJHB008645
OG0007511	LOC109427762	CQUJHB004933
OG0007512	LOC109412019	CQUJHB009849
OG0007513	LOC109409922	CQUJHB004936
OG0007514	LOC109414474	CQUJHB014599
OG0007515	LOC109429924	CQUJHB014227
OG0007516	LOC109429040	CQUJHB003079
OG0007517	LOC109404426	CQUJHB005594
OG0007518	LOC109432009	CQUJHB004590
OG0007519	LOC109432535	CQUJHB018194
OG0007520	LOC109421953	CQUJHB003071
OG0007521	LOC115260190	CQUJHB000880
OG0007522	LOC115265339	CQUJHB006274
OG0007523	LOC109422130	CQUJHB012392
OG0007524	LOC109403802	CQUJHB016010
OG0007525	LOC109416460	CQUJHB003877
OG0007527	LOC109401916	CQUJHB003876
OG0007528	LOC109426844	CQUJHB003354
OG0007530	LOC109404268	CQUJHB018297
OG0007531	LOC109425509	CQUJHB014870
OG0007532	LOC109400129	CQUJHB002685
OG0007533	LOC109422962	CQUJHB016591
OG0007534	LOC109414613	CQUJHB014756
OG0007536	LOC109431614	CQUJHB006043
OG0007537	LOC115269703	CQUJHB006901
OG0007538	LOC109416813	CQUJHB004350
OG0007539	LOC109431391	CQUJHB003575
OG0007540	LOC109400065	CQUJHB003776
OG0007541	LOC109420353	CQUJHB007107
OG0007542	LOC109429646	CQUJHB007512
OG0007543	LOC109398009	CQUJHB001834
OG0007544	LOC109412161	CQUJHB018073
OG0007545	LOC109397777	CQUJHB013864
OG0007546	LOC109623319	CQUJHB009743
OG0007547	LOC109425744	CQUJHB013803
OG0007548	LOC109422034	CQUJHB014557
OG0007549	LOC109413112	CQUJHB017873
OG0007550	LOC109427534	CQUJHB003170
OG0007551	LOC115262467	CQUJHB002515
OG0007552	LOC109430021	CQUJHB009560
OG0007553	LOC109411581	CQUJHB005369
OG0007554	LOC109420936	CQUJHB001659
OG0007555	LOC109621807	CQUJHB007717
OG0007556	LOC109428433	CQUJHB008983
OG0007557	LOC109426378	CQUJHB001969
OG0007558	LOC109621883	CQUJHB012114
OG0007559	LOC109401305	CQUJHB013646
OG0007560	LOC109418761	CQUJHB014086
OG0007561	LOC109428685	CQUJHB001673
OG0007562	LOC109422356	CQUJHB012604
OG0007563	LOC109419403	CQUJHB005000
OG0007564	LOC109414609	CQUJHB000552
OG0007565	LOC109416927	CQUJHB007837
OG0007566	LOC109427657	CQUJHB017005
OG0007567	LOC109415253	CQUJHB000697
OG0007568	LOC109407040	CQUJHB000907
OG0007569	LOC115270189	CQUJHB007763
OG0007570	LOC109424534	CQUJHB016924
OG0007571	LOC109430363	CQUJHB017119
OG0007572	LOC109431761	CQUJHB013393
OG0007573	LOC109403856	CQUJHB014122
OG0007574	LOC109623145	CQUJHB001048
OG0007575	LOC109422630	CQUJHB000821
OG0007576	LOC115270442	CQUJHB010660
OG0007577	LOC109421144	CQUJHB006566
OG0007578	LOC109415605	CQUJHB010603
OG0007579	LOC109423140	CQUJHB017043
OG0007580	LOC109425117	CQUJHB003698
OG0007581	LOC109423302	CQUJHB001176
OG0007583	LOC109432314	CQUJHB014822
OG0007584	LOC109411235	CQUJHB000505
OG0007585	LOC109415666	CQUJHB013676
OG0007586	LOC115254158	CQUJHB005407
OG0007587	LOC109422468	CQUJHB018211
OG0007588	LOC109401912	CQUJHB017803
OG0007589	LOC134284982	CQUJHB018362
OG0007590	LOC109406321	CQUJHB012049
OG0007591	LOC109405222	CQUJHB013831
OG0007592	LOC109401240	CQUJHB003120
OG0007593	LOC109423210	CQUJHB016716
OG0007594	LOC109423626	CQUJHB015340
OG0007595	LOC109405617	CQUJHB006670
OG0007596	LOC109420076	CQUJHB012206
OG0007597	LOC109406929	CQUJHB003584
OG0007598	LOC109428695	CQUJHB001828
OG0007599	LOC109429597	CQUJHB015684
OG0007600	LOC109417869	CQUJHB001816
OG0007601	LOC109403239	CQUJHB005888
OG0007602	LOC109622356	CQUJHB013608
OG0007603	LOC109407939	CQUJHB007476
OG0007604	LOC109621473	CQUJHB010777
OG0007605	LOC109422379	CQUJHB008934
OG0007606	LOC109423866	CQUJHB002585
OG0007607	LOC109413956	CQUJHB013457
OG0007608	LOC109414482	CQUJHB007128
OG0007609	LOC109427876	CQUJHB000297
OG0007610	LOC109397198	CQUJHB017401
OG0007611	LOC109409477	CQUJHB011800
OG0007612	LOC134288904, LOC109417253	CQUJHB003859
OG0007613	LOC109406007	CQUJHB003133
OG0007614	LOC109422082	CQUJHB017519
OG0007615	LOC109419102	CQUJHB005044
OG0007616	LOC115270041	CQUJHB002100
OG0007617	LOC109422953	CQUJHB009847
OG0007618	LOC109430032	CQUJHB003316
OG0007619	LOC109416682	CQUJHB017742
OG0007620	LOC109430541	CQUJHB005261
OG0007621	LOC115253630	CQUJHB015138
OG0007622	LOC109401004	CQUJHB001871
OG0007623	LOC109420405	CQUJHB005259
OG0007624	LOC109420816	CQUJHB002039
OG0007625	LOC109427791	CQUJHB012225
OG0007626	LOC109400482	CQUJHB016824
OG0007627	LOC109413839	CQUJHB002294
OG0007628	LOC109426022	CQUJHB003608
OG0007629	LOC134285323, LOC109402067	CQUJHB001288
OG0007630	LOC109423939	CQUJHB009488
OG0007631	LOC115256094	CQUJHB002853
OG0007632	LOC109408430	CQUJHB011793
OG0007633	LOC109413972	CQUJHB007365
OG0007634	LOC109426171	CQUJHB013091
OG0007635	LOC109425710	CQUJHB005872
OG0007636	LOC109430297	CQUJHB009640
OG0007637	LOC109425837	CQUJHB002101
OG0007638	LOC109407996	CQUJHB003999
OG0007639	LOC109410345	CQUJHB000778
OG0007640	LOC109403689	CQUJHB002483
OG0007641	LOC109407326	CQUJHB014606
OG0007642	LOC109420819	CQUJHB005707
OG0007643	LOC109401880	CQUJHB010577
OG0007644	LOC109403658	CQUJHB013704
OG0007645	LOC109408266	CQUJHB012869
OG0007646	LOC109419418	CQUJHB007868
OG0007647	LOC109409565	CQUJHB011021
OG0007648	LOC109402049	CQUJHB002258
OG0007649	LOC109401907	CQUJHB007835
OG0007650	LOC109621877	CQUJHB004046
OG0007651	LOC109405894	CQUJHB012670
OG0007652	LOC109408028	CQUJHB010041
OG0007653	LOC109426515	CQUJHB006865
OG0007654	LOC109417547	CQUJHB010639
OG0007655	LOC115254060	CQUJHB002204
OG0007656	LOC115254164	CQUJHB010382
OG0007657	LOC109418995	CQUJHB010642
OG0007658	LOC115263171	CQUJHB012805
OG0007659	LOC109411980	CQUJHB007788
OG0007660	LOC109418396	CQUJHB015083
OG0007661	LOC109621687	CQUJHB018191
OG0007662	LOC109422996	CQUJHB006109
OG0007663	LOC109430479	CQUJHB008519
OG0007664	LOC109426145	CQUJHB001420
OG0007665	LOC109417756	CQUJHB010805
OG0007666	LOC109404623	CQUJHB015016
OG0007667	LOC109416907	CQUJHB003412
OG0007668	LOC109428653	CQUJHB011155
OG0007669	LOC109423066	CQUJHB011950
OG0007670	LOC109432155	CQUJHB016699
OG0007671	LOC109398850	CQUJHB011242
OG0007672	LOC109423569	CQUJHB002503
OG0007674	LOC109431514	CQUJHB013652
OG0007675	LOC109429868	CQUJHB007388
OG0007676	LOC109430629	CQUJHB001764
OG0007677	LOC109414268	CQUJHB017142
OG0007678	LOC115258208	CQUJHB002405
OG0007679	LOC134291872	CQUJHB001033
OG0007680	LOC109431349	CQUJHB005605
OG0007681	LOC115266760	CQUJHB016576
OG0007682	LOC109428460	CQUJHB003232
