Orthogroup	Aalbopictus_AalbF5	AsinensisChina
OG0006549	LOC109430172	ASIC006440
OG0006550	LOC109430174	ASIC006439
OG0006551	LOC109432568	ASIC006422
OG0006553	LOC109422116	ASIC017621
OG0006554	LOC115269198	ASIC003788
OG0006555	LOC115253949	ASIC013590
OG0006556	LOC109622780	ASIC014629
OG0006557	LOC109417679	ASIC014630
OG0006558	LOC109405208	ASIC005678
OG0006559	LOC109425671	ASIC021201
OG0006560	LOC109406996	ASIC007119
OG0006561	LOC115258025	ASIC009294
OG0006562	LOC109410825	ASIC014999, ASIC015000
OG0006563	LOC115263365	ASIC021695
OG0006564	LOC115263359	ASIC021694
OG0006565	LOC109419125, LOC134289697	ASIC021700
OG0006566	LOC109427011	ASIC004568
OG0006567	LOC109621269	ASIC011137
OG0006569	LOC109405858	ASIC006910
OG0006570	LOC109405396	ASIC017144
OG0006571	LOC115254507	ASIC002866
OG0006572	LOC109423312	ASIC002865
OG0006573	LOC109423265	ASIC002867
OG0006574	LOC134283942, LOC109407806	ASIC015621
OG0006575	LOC109398849	ASIC011275
OG0006576	LOC109398863	ASIC001572
OG0006577	LOC115269340	ASIC020233
OG0006578	LOC109398852	ASIC020240
OG0006579	LOC109398877	ASIC001570
OG0006580	LOC109429199	ASIC005411
OG0006581	LOC109405497	ASIC018091
OG0006582	LOC109430890	ASIC019209
OG0006583	LOC109430956	ASIC019208
OG0006584	LOC109423553	ASIC001891
OG0006585	LOC115263226	ASIC021135
OG0006586	LOC115267077	ASIC005522
OG0006587	LOC109399932	ASIC005526
OG0006588	LOC115267078	ASIC005521
OG0006589	LOC115257303	ASIC018785
OG0006590	LOC109404556	ASIC018783
OG0006591	LOC109423353	ASIC003802
OG0006592	LOC109423347	ASIC003683
OG0006593	LOC109423349	ASIC003800
OG0006594	LOC109423352	ASIC003691
OG0006595	LOC109423863	ASIC016549
OG0006596	LOC109423861	ASIC016550
OG0006597	LOC109423860	ASIC016551
OG0006598	LOC109411070	ASIC008108
OG0006599	LOC109417115	ASIC014880
OG0006600	LOC109417114	ASIC014881
OG0006601	LOC109412192	ASIC003971
OG0006602	LOC115258731	ASIC016255
OG0006603	LOC109424394	ASIC016249
OG0006604	LOC109433249	ASIC016252
OG0006605	LOC115253500	ASIC016481
OG0006606	LOC109433257	ASIC016254
OG0006607	LOC109424435	ASIC017333
OG0006608	LOC109433264	ASIC006581
OG0006609	LOC109398650	ASIC014600
OG0006610	LOC115253685	ASIC011155, ASIC011156
OG0006611	LOC109623144	ASIC012436
OG0006612	LOC109427318	ASIC018686
OG0006613	LOC109401307	ASIC002458
OG0006614	LOC109409609	ASIC018838
OG0006615	LOC109426379	ASIC019101
OG0006616	LOC109416206	ASIC008018
OG0006617	LOC109416148	ASIC008027
OG0006618	LOC109416210	ASIC008025
OG0006619	LOC109416212	ASIC008016, ASIC021437
OG0006620	LOC109420976	ASIC003444
OG0006621	LOC109420982	ASIC003445
OG0006622	LOC109407206	ASIC006893
OG0006623	LOC109407203	ASIC007434
OG0006624	LOC109405872	ASIC006891
OG0006625	LOC109407202	ASIC006897
OG0006626	LOC109402640	ASIC007128
OG0006628	LOC134285017, LOC109422046	ASIC016899
OG0006629	LOC109407993	ASIC011066
OG0006630	LOC109417715	ASIC020776
OG0006631	LOC115258121	ASIC009337
OG0006632	LOC109400405	ASIC020181
OG0006633	LOC115260075	ASIC022343
OG0006634	LOC109430283	ASIC013955
OG0006635	LOC109415558	ASIC013952
OG0006636	LOC109401051	ASIC008899
OG0006637	LOC109403613	ASIC012579
OG0006638	LOC115262638	ASIC013811
OG0006639	LOC109418340	ASIC013814
OG0006640	LOC115270378	ASIC019520
OG0006641	LOC109417536	ASIC020750
OG0006642	LOC109410770	ASIC019574
OG0006643	LOC109399409	ASIC016705
OG0006644	LOC109400633	ASIC016704
OG0006645	LOC109408764	ASIC018320
OG0006646	LOC109623416	ASIC012447
OG0006647	LOC109428058	ASIC012188
OG0006649	LOC109414688	ASIC003946
OG0006650	LOC115255743	ASIC003945
OG0006651	LOC109427655	ASIC016944
OG0006652	LOC109430085	ASIC016005
OG0006653	LOC109428414	ASIC016897
OG0006654	LOC109622735	ASIC016600
OG0006655	LOC109622734	ASIC021458
OG0006656	LOC115258666	ASIC020717
OG0006657	LOC109433651	ASIC000581
OG0006658	LOC109433658	ASIC003943
OG0006659	LOC109402233	ASIC009470
OG0006660	LOC109400229	ASIC015677
OG0006661	LOC109424776	ASIC009449
OG0006663	LOC109406267	ASIC012865
OG0006664	LOC109406269	ASIC012866
OG0006665	LOC109432365	ASIC017068
OG0006666	LOC109400634	ASIC016708
OG0006667	LOC109422031, LOC115253973	ASIC020394
OG0006669	LOC109414477	ASIC016544
OG0006670	LOC109426814	ASIC018836
OG0006671	LOC109426816	ASIC018830
OG0006672	LOC109426815	ASIC018835
OG0006673	LOC109401928	ASIC018068
OG0006674	LOC109401835	ASIC018067
OG0006675	LOC109426912	ASIC018018
OG0006676	LOC109417712	ASIC020778
OG0006677	LOC109419666	ASIC019864
OG0006678	LOC109622810	ASIC017192
OG0006679	LOC109412653	ASIC017249
OG0006680	LOC109414398	ASIC022257
OG0006681	LOC109421723	ASIC008765
OG0006682	LOC109423344	ASIC003689
OG0006683	LOC109423345	ASIC003688
OG0006684	LOC109423346	ASIC003685
OG0006685	LOC115264678	ASIC014494
OG0006686	LOC109401542	ASIC014497
OG0006687	LOC109406031	ASIC021179
OG0006688	LOC109417717	ASIC008536
OG0006689	LOC115259641	ASIC001353
OG0006690	LOC109406880	ASIC019277
OG0006691	LOC109406887	ASIC021375
OG0006693	LOC109430918	ASIC007478
OG0006694	LOC109405212	ASIC010886
OG0006695	LOC109415589	ASIC019398
OG0006696	LOC109431470	ASIC018305
OG0006697	LOC115253495	ASIC020171
OG0006698	LOC109426121	ASIC013260
OG0006699	LOC115266080	ASIC011522
OG0006700	LOC109404799	ASIC022111
OG0006701	LOC115265858	ASIC006453
OG0006702	LOC109423915	ASIC006448
OG0006703	LOC109423909	ASIC006454
OG0006704	LOC109423919	ASIC022109
OG0006705	LOC109404786	ASIC006446
OG0006706	LOC109418279	ASIC012189
OG0006707	LOC109409585	ASIC019810
OG0006708	LOC115267257	ASIC018784
OG0006709	LOC109405385	ASIC000599
OG0006710	LOC109418350	ASIC009028
OG0006711	LOC109418349	ASIC013995
OG0006712	LOC109413612	ASIC015527
OG0006713	LOC115262744	ASIC015525
OG0006714	LOC109427036	ASIC022209
OG0006715	LOC109623352	ASIC022211
OG0006716	LOC109427043	ASIC022215
OG0006717	LOC109413527	ASIC017448
OG0006718	LOC109410780	ASIC017446
OG0006719	LOC109420032	ASIC006928
OG0006720	LOC109417740	ASIC005737
OG0006721	LOC109403482	ASIC016913
OG0006722	LOC109433659	ASIC016912
OG0006723	LOC109623345	ASIC022204
OG0006724	LOC109623344	ASIC022202
OG0006725	LOC109412658	ASIC002630
OG0006726	LOC109401245	ASIC019435
OG0006727	LOC109432733	ASIC020685
OG0006728	LOC115254755	ASIC012298, ASIC012297
OG0006729	LOC115254139	ASIC003449
OG0006730	LOC109421967	ASIC006428
OG0006731	LOC109401304	ASIC008474
OG0006732	LOC109401196	ASIC008475
OG0006733	LOC109623292	ASIC016702
OG0006734	LOC115257286	ASIC003518
OG0006735	LOC109402081	ASIC004348
OG0006736	LOC109402079	ASIC009518
OG0006737	LOC109427574	ASIC014381
OG0006738	LOC109432680	ASIC014376
OG0006739	LOC109427558	ASIC014379
OG0006740	LOC109428448	ASIC017916
OG0006741	LOC115267615	ASIC018805
OG0006742	LOC109421957	ASIC021440
OG0006743	LOC115263285	ASIC014939
OG0006744	LOC109418923	ASIC012951
OG0006745	LOC109407770	ASIC021264
OG0006746	LOC109418921	ASIC012949
OG0006747	LOC109404944	ASIC018773
OG0006748	LOC109401894	ASIC005164
OG0006749	LOC109398085	ASIC016168
OG0006750	LOC109428264	ASIC008594
OG0006751	LOC109428262	ASIC012612
OG0006752	LOC109422059	ASIC007096
OG0006753	LOC109400195	ASIC004579
OG0006754	LOC109427095	ASIC004576
OG0006755	LOC109415472	ASIC021510
OG0006756	LOC115264700	ASIC021507
OG0006757	LOC109415234	ASIC020842
OG0006758	LOC109410771	ASIC017427
OG0006759	LOC109425506	ASIC009757
OG0006760	LOC109405431	ASIC010346
OG0006762	LOC109623011	ASIC008924
OG0006763	LOC109419596	ASIC004080
OG0006764	LOC109407028	ASIC006125
OG0006765	LOC109420918	ASIC002643
OG0006766	LOC109417672	ASIC017274
OG0006767	LOC109429800	ASIC007438
OG0006768	LOC109401844	ASIC002998
OG0006769	LOC109398004	ASIC009133
OG0006770	LOC109411497, LOC134285768	ASIC008803
OG0006771	LOC109420204	ASIC003088
OG0006772	LOC134287602	ASIC008045
OG0006773	LOC109411874	ASIC001358
OG0006774	LOC134291393	ASIC001355
OG0006775	LOC109425244	ASIC001360
OG0006776	LOC109399052	ASIC001359
OG0006777	LOC115255378	ASIC017327
OG0006778	LOC109417653	ASIC009072
OG0006779	LOC109410015	ASIC019863
OG0006780	LOC109419659	ASIC019859
OG0006781	LOC109414431	ASIC012853
OG0006782	LOC109622251	ASIC013468
OG0006783	LOC109428462	ASIC008019
OG0006784	LOC109414987	ASIC017626
OG0006785	LOC109423910	ASIC006451
OG0006786	LOC109397118	ASIC006160
OG0006787	LOC109430818	ASIC019033
OG0006788	LOC109430831	ASIC019022
OG0006789	LOC115263201	ASIC019055
OG0006790	LOC115263208	ASIC019067
OG0006791	LOC134284915, LOC109397900	ASIC013498
OG0006792	LOC115254576, LOC109406970	ASIC002573
OG0006793	LOC109429799	ASIC007437
OG0006794	LOC109398023	ASIC009891
OG0006795	LOC109405207	ASIC015185
OG0006796	LOC109428348	ASIC007607
OG0006797	LOC109414307	ASIC009963
OG0006798	LOC109407239	ASIC009974
OG0006799	LOC109428515	ASIC018245
OG0006800	LOC109420731	ASIC013599
OG0006801	LOC109424864	ASIC006250
OG0006802	LOC109409388	ASIC016893
OG0006803	LOC109410517	ASIC016632
OG0006804	LOC109623154	ASIC017668
OG0006805	LOC115263162	ASIC021145
OG0006806	LOC109405866	ASIC006896
OG0006808	LOC109405289	ASIC014285
OG0006809	LOC115263138	ASIC002439
OG0006810	LOC109416209	ASIC002438
OG0006811	LOC109404190	ASIC009845
OG0006812	LOC109420935	ASIC017250
OG0006813	LOC115268536	ASIC018841
OG0006814	LOC115253842	ASIC018847
OG0006815	LOC109413565	ASIC011805
OG0006816	LOC109400996	ASIC012125
OG0006817	LOC109400978	ASIC012124
OG0006818	LOC109413832	ASIC019047
OG0006819	LOC109421934	ASIC015486
OG0006820	LOC134285834	ASIC004408
OG0006821	LOC109417552	ASIC009057
OG0006822	LOC109416676	ASIC016490
OG0006823	LOC109416489	ASIC016488
OG0006824	LOC109414881	ASIC019659
OG0006825	LOC109429805	ASIC007442
OG0006826	LOC115253461	ASIC018802
OG0006827	LOC109398061	ASIC018799
OG0006828	LOC109403214	ASIC011626
OG0006829	LOC115268659	ASIC013428
OG0006830	LOC115258002	ASIC016576
OG0006831	LOC109400674	ASIC009896
OG0006832	LOC134285180	ASIC006294
OG0006833	LOC109414249	ASIC016685
OG0006834	LOC109423740	ASIC016682
OG0006835	LOC115265103	ASIC016683
OG0006836	LOC109420863	ASIC021614
OG0006837	LOC109621324	ASIC016478
OG0006839	LOC109405140	ASIC014910
OG0006840	LOC115269089	ASIC017136
OG0006841	LOC109399408	ASIC016718
OG0006842	LOC109406620	ASIC008195
OG0006843	LOC115253966	ASIC009555
OG0006845	LOC109404349	ASIC019596
OG0006846	LOC134287900	ASIC013547
OG0006847	LOC109399440	ASIC019143
OG0006848	LOC109405639	ASIC007712
OG0006849	LOC115264334	ASIC015710
OG0006850	LOC134288265	ASIC009892
OG0006851	LOC134288266	ASIC009893
OG0006852	LOC109621307	ASIC017217
OG0006853	LOC109431253	ASIC019818
OG0006854	LOC109422058	ASIC007098
OG0006856	LOC109433644	ASIC016999
OG0006857	LOC109419417	ASIC016077
OG0006858	LOC109424071	ASIC007056
OG0006859	LOC109433636	ASIC007547
OG0006860	LOC109429070	ASIC017421
OG0006861	LOC109414321	ASIC006049
OG0006862	LOC109428370	ASIC005219
OG0006863	LOC109409765	ASIC015142
OG0006864	LOC109406925	ASIC013316, ASIC013318
OG0006865	LOC109401683	ASIC019399
OG0006867	LOC134287439	ASIC019738
OG0006868	LOC134285146	ASIC003934
OG0006869	LOC109401295	ASIC015474
OG0006870	LOC109413713	ASIC006873
OG0006871	LOC109407071	ASIC004741
OG0006872	LOC109425701	ASIC018958
OG0006873	LOC115267628	ASIC009801
OG0006874	LOC109416187	ASIC020539
OG0006875	LOC109397595	ASIC009585
OG0006876	LOC109403455	ASIC019313
OG0006877	LOC109427444, LOC109410171	ASIC003917
OG0006878	LOC109411735	ASIC007170
OG0006879	LOC109410166	ASIC006825
OG0006880	LOC109418091	ASIC019846
OG0006881	LOC109428083	ASIC020113
OG0006883	LOC109410292	ASIC018435
OG0006884	LOC109413955	ASIC011636
OG0006885	LOC109432959	ASIC010230
OG0006886	LOC109413958	ASIC011643
OG0006887	LOC109423362	ASIC010576
OG0006888	LOC134285005	ASIC020349
OG0006889	LOC109420448	ASIC007158
OG0006890	LOC109431672	ASIC016119
OG0006891	LOC109419430	ASIC015209
OG0006892	LOC109423341	ASIC003693
OG0006893	LOC109622164	ASIC014627
OG0006894	LOC109408139	ASIC006862
OG0006895	LOC109622212	ASIC000167
OG0006896	LOC109399798	ASIC008269
OG0006897	LOC115257016	ASIC015462
OG0006898	LOC109408393	ASIC003287
OG0006899	LOC109404961	ASIC002137
OG0006900	LOC109419618	ASIC017405
OG0006901	LOC109400776	ASIC005568
OG0006902	LOC109621578	ASIC013930
OG0006903	LOC109416314	ASIC016932
OG0006904	LOC109418254	ASIC011483
OG0006905	LOC109413626	ASIC015558
OG0006906	LOC109430988	ASIC006389
OG0006907	LOC109429573	ASIC007344
OG0006908	LOC109427336	ASIC021651
OG0006909	LOC115260377	ASIC018231
OG0006910	LOC109419547	ASIC004073
OG0006911	LOC109397228	ASIC008054
OG0006912	LOC109404634	ASIC007248
OG0006913	LOC109413608	ASIC015524
OG0006914	LOC109409739	ASIC007844
OG0006915	LOC109405451	ASIC003519
OG0006916	LOC109418991	ASIC012906
OG0006917	LOC109403126	ASIC016765
OG0006918	LOC109420155	ASIC019320
OG0006919	LOC109400731	ASIC011033
OG0006920	LOC115261355	ASIC020154
OG0006921	LOC109413950	ASIC009540
OG0006922	LOC109397360	ASIC012878
OG0006923	LOC109428220	ASIC017627
OG0006924	LOC109413710	ASIC012690
OG0006925	LOC109428942	ASIC017927
OG0006926	LOC109421675	ASIC011454
OG0006927	LOC115262121	ASIC020119
OG0006928	LOC109411760	ASIC007423, ASIC007422
OG0006929	LOC109405634	ASIC015644
OG0006930	LOC109415279	ASIC003212
OG0006931	LOC109431113	ASIC010293
OG0006932	LOC109421864	ASIC010296
OG0006933	LOC109398227	ASIC002884
OG0006934	LOC109418925	ASIC021267
OG0006935	LOC109414129	ASIC012632
OG0006936	LOC109414162	ASIC000862
OG0006937	LOC109405486	ASIC004462
OG0006938	LOC115254050	ASIC020960
OG0006939	LOC109404504	ASIC021002
OG0006940	LOC115265578	ASIC010015
OG0006941	LOC109433210	ASIC009325
OG0006942	LOC109404759	ASIC016266
OG0006943	LOC109406001	ASIC021412
OG0006944	LOC109419958	ASIC017292
OG0006945	LOC109411096	ASIC018469
OG0006946	LOC115254250	ASIC002273
OG0006947	LOC109419384	ASIC008065
OG0006948	LOC109430909	ASIC015042
OG0006949	LOC109411219	ASIC000852
OG0006950	LOC109425818	ASIC015394
OG0006951	LOC109405281	ASIC012695
OG0006952	LOC109418261	ASIC011481
OG0006953	LOC109410453	ASIC004639
OG0006954	LOC109408362	ASIC017522
OG0006955	LOC109411141	ASIC009815
OG0006956	LOC109430179	ASIC015821
OG0006957	LOC109622630	ASIC016656
OG0006958	LOC115253786	ASIC019261
OG0006959	LOC109423749	ASIC019266
OG0006960	LOC109414334	ASIC014212
OG0006961	LOC109410929	ASIC014991
OG0006962	LOC109418338	ASIC013813
OG0006963	LOC109428257	ASIC014548
OG0006964	LOC109401421	ASIC019886
OG0006965	LOC109407366	ASIC017568
OG0006966	LOC109429859	ASIC007441
OG0006967	LOC109432528	ASIC006981
OG0006968	LOC109422269	ASIC015655
OG0006969	LOC109420669	ASIC010807
OG0006970	LOC109430339, LOC109412460	ASIC003489
OG0006971	LOC109415697	ASIC010438
OG0006972	LOC134291115, LOC134291305	ASIC008219
OG0006974	LOC109422636	ASIC010107
OG0006975	LOC109411600	ASIC001078
OG0006976	LOC109413506	ASIC019568
OG0006977	LOC109425542	ASIC011466
OG0006978	LOC109400338	ASIC013553
OG0006979	LOC109409677	ASIC016849
OG0006980	LOC109397708	ASIC017055
OG0006981	LOC109409635	ASIC007519
OG0006982	LOC109410662	ASIC010959
OG0006983	LOC109406132	ASIC011549
OG0006984	LOC109414019	ASIC010746
OG0006985	LOC109419322	ASIC022138
OG0006986	LOC109423010	ASIC017146
OG0006987	LOC109407855	ASIC003887
OG0006988	LOC115265357	ASIC002497
OG0006989	LOC109401722	ASIC016216
OG0006990	LOC109412058	ASIC022298
OG0006992	LOC109426573	ASIC016351
OG0006993	LOC109409728	ASIC007808
OG0006994	LOC109409427	ASIC010291
OG0006995	LOC109418946	ASIC021335
OG0006996	LOC115253705	ASIC014293
OG0006997	LOC109427584	ASIC014408
OG0006998	LOC109621471	ASIC017838
OG0006999	LOC109414899	ASIC017893
OG0007000	LOC109410792	ASIC014997
OG0007001	LOC109404755	ASIC016308
OG0007002	LOC115259710	ASIC014272
OG0007003	LOC109426120	ASIC013267
OG0007004	LOC109429325	ASIC008901
OG0007005	LOC109403791	ASIC018942
OG0007006	LOC109409861	ASIC011308
OG0007007	LOC109425852	ASIC019425
OG0007008	LOC109404503	ASIC005797
OG0007009	LOC109399472	ASIC011761
OG0007010	LOC115265592	ASIC010605
OG0007011	LOC115263581	ASIC021099
OG0007012	LOC109417651	ASIC009076
OG0007013	LOC109421495	ASIC007185
OG0007014	LOC109426568	ASIC016362
OG0007015	LOC109431757	ASIC001340
OG0007016	LOC109401451	ASIC011510
OG0007017	LOC109432671	ASIC015780
OG0007018	LOC109431765	ASIC020359
OG0007019	LOC109431661	ASIC020360
OG0007020	LOC109409200	ASIC013174
OG0007021	LOC109622245	ASIC013025
OG0007022	LOC109409049	ASIC009792
OG0007023	LOC109411920	ASIC013444
OG0007024	LOC109418536	ASIC019944
OG0007025	LOC109415284	ASIC003125
OG0007026	LOC115258558	ASIC006902
OG0007027	LOC109406727	ASIC012867
OG0007028	LOC109406602	ASIC020303
OG0007029	LOC109431463	ASIC014610
OG0007030	LOC109402501	ASIC003847
OG0007032	LOC109621272	ASIC018796
OG0007033	LOC109408351	ASIC020533
OG0007034	LOC109433252	ASIC006580
OG0007035	LOC109404376	ASIC019502
OG0007036	LOC109415220	ASIC003931
OG0007037	LOC109622237	ASIC013004
OG0007038	LOC109408584	ASIC010177
OG0007039	LOC109427393	ASIC009646
OG0007040	LOC109428745	ASIC017617
OG0007041	LOC115253753	ASIC010424
OG0007042	LOC109432531	ASIC006972
OG0007043	LOC109428106	ASIC000331
OG0007044	LOC109409255	ASIC006670
OG0007046	LOC109427861	ASIC006562
OG0007047	LOC109423646	ASIC010443
OG0007048	LOC109415818	ASIC021197
OG0007049	LOC109408491	ASIC004280
OG0007050	LOC115257360	ASIC015457
OG0007051	LOC109419785	ASIC017315
OG0007052	LOC109402953, LOC109416083	ASIC009158
OG0007053	LOC109407558	ASIC015395
OG0007054	LOC109409093	ASIC003821
OG0007055	LOC109424416	ASIC022312
OG0007056	LOC109430557	ASIC003540
OG0007057	LOC109401345	ASIC019897
OG0007058	LOC109417673	ASIC017279
OG0007059	LOC115255110	ASIC010428
OG0007060	LOC109622669	ASIC014681, ASIC014748
OG0007061	LOC109430795	ASIC014924
OG0007063	LOC109432845	ASIC020099
OG0007064	LOC109416786	ASIC009673
OG0007065	LOC109409918	ASIC011316
OG0007066	LOC134289553, LOC134284120	ASIC004590
OG0007067	LOC109424684	ASIC017974
OG0007068	LOC109400281	ASIC006591
OG0007069	LOC109433115	ASIC010769
OG0007070	LOC109413547	ASIC004237
OG0007071	LOC109414986	ASIC015204
OG0007072	LOC109409271	ASIC004511
OG0007073	LOC109420217	ASIC003100
OG0007074	LOC109431612	ASIC012195
OG0007075	LOC109419224	ASIC004063
OG0007076	LOC134291451	ASIC011846
OG0007077	LOC109397119	ASIC007902
OG0007078	LOC109426798	ASIC016571
OG0007079	LOC109427338	ASIC021656
OG0007080	LOC109416065	ASIC010432
OG0007081	LOC109398534	ASIC013411
OG0007082	LOC109425927	ASIC004923
OG0007083	LOC109408327	ASIC000479
OG0007084	LOC109405805	ASIC004999
OG0007085	LOC109400400	ASIC020176
OG0007086	LOC109403142	ASIC017880
OG0007087	LOC109416797	ASIC013064
OG0007088	LOC109403681	ASIC019054
OG0007089	LOC134287642	ASIC004145
OG0007090	LOC109425768	ASIC019457
OG0007092	LOC109425964	ASIC001421
OG0007093	LOC109406566	ASIC018685
OG0007094	LOC109411912	ASIC013438
OG0007095	LOC109413473, LOC134288878	ASIC019667
OG0007096	LOC109410007	ASIC019851
OG0007097	LOC109410252	ASIC010823
OG0007098	LOC109426115	ASIC018801
OG0007099	LOC109417794	ASIC018642
OG0007100	LOC109422800	ASIC020487
OG0007101	LOC109420079	ASIC016188
OG0007102	LOC109425258	ASIC003506
OG0007103	LOC109421315	ASIC006078
OG0007105	LOC109398266	ASIC007446
OG0007106	LOC109414654	ASIC014834
OG0007107	LOC115254207	ASIC004935
OG0007108	LOC115266350	ASIC014553
OG0007109	LOC115267895	ASIC015995
OG0007110	LOC109623115	ASIC015192
OG0007111	LOC109409975	ASIC003102
OG0007112	LOC109433275	ASIC008631
OG0007113	LOC134291546	ASIC013309
OG0007114	LOC109421249	ASIC006637
OG0007115	LOC109433653	ASIC016998
OG0007116	LOC109431646	ASIC009154
OG0007117	LOC109421313	ASIC006087
OG0007118	LOC109397413	ASIC014980
OG0007119	LOC109423908	ASIC006457
OG0007120	LOC109622239	ASIC013009
OG0007121	LOC109621281	ASIC020976
OG0007122	LOC109416442	ASIC020980
OG0007123	LOC109421792	ASIC011462
OG0007124	LOC109417642	ASIC009398
OG0007125	LOC109622866	ASIC020846
OG0007126	LOC109414139	ASIC016022
OG0007127	LOC109408110	ASIC000635
OG0007128	LOC109405861	ASIC003881
OG0007129	LOC109402762	ASIC011527
OG0007130	LOC109400186	ASIC004559
OG0007131	LOC109411287	ASIC010691
OG0007132	LOC109420963	ASIC003435
OG0007133	LOC109408473	ASIC011372
OG0007134	LOC115270035	ASIC016724
OG0007135	LOC109413869	ASIC012450
OG0007136	LOC109408165	ASIC011011
OG0007137	LOC109416430	ASIC021457, ASIC022385
OG0007138	LOC109397838	ASIC019782
OG0007139	LOC109418535	ASIC019942
OG0007140	LOC134288434	ASIC003004
OG0007141	LOC109407830	ASIC019697
OG0007142	LOC109401648	ASIC004731
OG0007143	LOC109621350	ASIC006619
OG0007144	LOC109423379	ASIC000812
OG0007145	LOC109412362	ASIC016200
OG0007146	LOC115257165	ASIC005659
OG0007147	LOC109398038	ASIC012235
OG0007148	LOC109397277	ASIC015109
OG0007149	LOC109409885	ASIC005964
OG0007150	LOC109429326	ASIC008904
OG0007151	LOC109428914	ASIC013887
OG0007153	LOC109410817	ASIC006636
OG0007154	LOC109406911	ASIC006526
OG0007155	LOC109426949	ASIC011564
OG0007156	LOC109418595	ASIC012707
OG0007157	LOC109409613	ASIC006865
OG0007158	LOC109427974	ASIC011411
OG0007159	LOC109430601	ASIC021211
OG0007160	LOC109401709	ASIC011808
OG0007161	LOC109423574	ASIC004124
OG0007162	LOC109420851	ASIC012330
OG0007163	LOC109427701	ASIC016036
OG0007164	LOC109408315	ASIC021892
OG0007165	LOC109400045	ASIC004905
OG0007166	LOC109428702	ASIC019510
OG0007167	LOC109404596	ASIC009895
OG0007168	LOC115257976	ASIC010420
OG0007169	LOC109398053	ASIC019142
OG0007170	LOC109420858	ASIC019179
OG0007171	LOC134291860	ASIC018294
OG0007172	LOC109425587	ASIC017475
OG0007173	LOC109399760	ASIC008742, ASIC008744
OG0007175	LOC109410789	ASIC002442
OG0007176	LOC109421945	ASIC005075
OG0007177	LOC109409848	ASIC018147
OG0007178	LOC109432689	ASIC018319
OG0007179	LOC109414690	ASIC003947
OG0007180	LOC134287627	ASIC022083
OG0007181	LOC109428533	ASIC005242
OG0007182	LOC115262627	ASIC022297
OG0007183	LOC115263302	ASIC018604
OG0007184	LOC109401825	ASIC018330
OG0007185	LOC109405519	ASIC006219
OG0007186	LOC109408012	ASIC016636
OG0007187	LOC109422974	ASIC010299
OG0007188	LOC109428232	ASIC006056
OG0007189	LOC109405147	ASIC014914
OG0007190	LOC109415421	ASIC010928
OG0007191	LOC109408847	ASIC021059
OG0007192	LOC109410161	ASIC003739
OG0007193	LOC109430296	ASIC021363
OG0007194	LOC109417350	ASIC020125
OG0007195	LOC134285835	ASIC005654
OG0007196	LOC109400737	ASIC019552
OG0007197	LOC109399960	ASIC015103
OG0007198	LOC115269571	ASIC017049
OG0007199	LOC109404272	ASIC019515
OG0007200	LOC109431443	ASIC014465
OG0007201	LOC109420166	ASIC013675
OG0007202	LOC109420392	ASIC007173
OG0007203	LOC115258417	ASIC003571
OG0007205	LOC109405507	ASIC008395
OG0007206	LOC109405220	ASIC014707
OG0007207	LOC109428468	ASIC010266
OG0007208	LOC109404609	ASIC014622
OG0007209	LOC115269183	ASIC010345
OG0007210	LOC115264812	ASIC014430
OG0007211	LOC109423842	ASIC016452
OG0007212	LOC115266603	ASIC016476
OG0007213	LOC115267366	ASIC021727
OG0007214	LOC109422494	ASIC007874
OG0007215	LOC109406018	ASIC021168
OG0007216	LOC109422054	ASIC007558
OG0007218	LOC109423479	ASIC014336
OG0007219	LOC109414343	ASIC006467
OG0007220	LOC109431241	ASIC008723
OG0007221	LOC109622057	ASIC005332
OG0007222	LOC109399485	ASIC019595
OG0007223	LOC109398279	ASIC014368
OG0007224	LOC109427666	ASIC007619
OG0007225	LOC109423600	ASIC005606
OG0007226	LOC109426843	ASIC012201
OG0007227	LOC109429896	ASIC007460
OG0007228	LOC109408938	ASIC011762
OG0007229	LOC109409553	ASIC019808
OG0007230	LOC109405265	ASIC011804
OG0007231	LOC109403644	ASIC012245
OG0007233	LOC109430623	ASIC013574
OG0007234	LOC109417654	ASIC009071
OG0007235	LOC115253935	ASIC020792
OG0007236	LOC109405489	ASIC020361
OG0007238	LOC109420658	ASIC012766
OG0007239	LOC109403226	ASIC015091
OG0007240	LOC109426653	ASIC019247
OG0007242	LOC109409699	ASIC002904
OG0007243	LOC109418133	ASIC019780
OG0007244	LOC109419671	ASIC002502
OG0007245	LOC134291013	ASIC009637
OG0007246	LOC109415021	ASIC011063
OG0007247	LOC109412376	ASIC020538
OG0007248	LOC109431480	ASIC004454
OG0007249	LOC109433605	ASIC009719
OG0007250	LOC109433598	ASIC017071
OG0007252	LOC109413914	ASIC008772
OG0007253	LOC109410075	ASIC021038
OG0007254	LOC109401266	ASIC011820
OG0007255	LOC109621845	ASIC016412
OG0007256	LOC109397072	ASIC014346, ASIC014345
OG0007257	LOC109406630	ASIC015675
OG0007258	LOC109398549	ASIC013081
OG0007259	LOC109405196	ASIC005681
OG0007260	LOC109401023	ASIC021617
OG0007261	LOC109416915	ASIC005757
OG0007262	LOC109417983	ASIC016887
OG0007263	LOC109422055	ASIC020308
OG0007264	LOC109430493	ASIC011732
OG0007265	LOC109400860	ASIC003344
OG0007267	LOC109424496	ASIC022342
OG0007268	LOC109403149	ASIC008481
