Orthogroup	Aalbopictus_AalbF5	LlongipalpisASM
OG0006533	LOC109420798, LOC115257234	LOC129792062
OG0006534	LOC109420805	LOC129797651
OG0006535	LOC109401157	LOC129796389
OG0006536	LOC109423852	LOC129794149
OG0006537	LOC109411193	LOC129794266
OG0006538	LOC109622834	LOC129790349
OG0006539	LOC109413122	LOC129795843
OG0006540	LOC109413115	LOC129792229
OG0006541	LOC109430158	LOC129787205
OG0006542	LOC109432628	LOC129793418
OG0006543	LOC109430176	LOC129793792
OG0006544	LOC109432638	LOC129791138
OG0006545	LOC109432653	LOC129791135
OG0006546	LOC109430175	LOC129795624
OG0006547	LOC109430178	LOC129789818
OG0006548	LOC109432587	LOC129788863
OG0006549	LOC109430172	LOC129796362
OG0006550	LOC109430174	LOC129795631
OG0006551	LOC109432568	LOC129794127
OG0006553	LOC109422116	LOC129797264
OG0006555	LOC115253949	LOC129789325
OG0006556	LOC109622780	LOC129791206
OG0006557	LOC109417679	LOC129789316
OG0006558	LOC109405208	LOC129797625
OG0006559	LOC109425671	LOC129792431
OG0006560	LOC109406996	LOC129792644
OG0006561	LOC115258025	LOC129796419
OG0006563	LOC115263365	LOC129786571
OG0006564	LOC115263359	LOC129786586
OG0006565	LOC109419125, LOC134289697	LOC129786566
OG0006566	LOC109427011	LOC129797712
OG0006567	LOC109621269	LOC129786820
OG0006569	LOC109405858	LOC129788711
OG0006570	LOC109405396	LOC129792998
OG0006571	LOC115254507	LOC129791680
OG0006572	LOC109423312	LOC129791686
OG0006573	LOC109423265	LOC129789907
OG0006575	LOC109398849	LOC129788820
OG0006576	LOC109398863	LOC129789358
OG0006577	LOC115269340	LOC129797083
OG0006578	LOC109398852	LOC129790195
OG0006579	LOC109398877	LOC129790212
OG0006580	LOC109429199	LOC129788816
OG0006581	LOC109405497	LOC129791150
OG0006582	LOC109430890	LOC129794197
OG0006583	LOC109430956	LOC129794199
OG0006584	LOC109423553	LOC129787837
OG0006585	LOC115263226	LOC129792172
OG0006586	LOC115267077	LOC129789071
OG0006587	LOC109399932	LOC129788973
OG0006588	LOC115267078	LOC129789074
OG0006589	LOC115257303	LOC129793683
OG0006590	LOC109404556	LOC129793686
OG0006591	LOC109423353	LOC129791790
OG0006592	LOC109423347	LOC129794219
OG0006593	LOC109423349	LOC129794118
OG0006594	LOC109423352	LOC129793533, LOC129794126
OG0006595	LOC109423863	LOC129792198
OG0006596	LOC109423861	LOC129791431
OG0006597	LOC109423860	LOC129791430
OG0006599	LOC109417115	LOC129785862
OG0006600	LOC109417114	LOC129797823
OG0006601	LOC109412192	LOC129790375
OG0006602	LOC115258731	LOC129792156
OG0006603	LOC109424394	LOC129789114
OG0006604	LOC109433249	LOC129792785
OG0006605	LOC115253500	LOC129788489
OG0006606	LOC109433257	LOC129791596
OG0006607	LOC109424435	LOC129790458
OG0006608	LOC109433264	LOC129789062
OG0006609	LOC109398650	LOC129793520
OG0006610	LOC115253685	LOC129786232
OG0006611	LOC109623144	LOC129792357
OG0006612	LOC109427318	LOC129791758
OG0006613	LOC109401307	LOC129796494
OG0006614	LOC109409609	LOC129796486
OG0006615	LOC109426379	LOC129792697
OG0006616	LOC109416206	LOC129787855
OG0006617	LOC109416148	LOC129787530
OG0006618	LOC109416210	LOC129787901
OG0006619	LOC109416212	LOC129794513
OG0006620	LOC109420976	LOC129792211
OG0006621	LOC109420982	LOC129786028
OG0006622	LOC109407206	LOC129788632
OG0006623	LOC109407203	LOC129797487
OG0006624	LOC109405872	LOC129796153
OG0006625	LOC109407202	LOC129795088
OG0006626	LOC109402640	LOC129787930
OG0006628	LOC134285017, LOC109422046	LOC129789960
OG0006629	LOC109407993	LOC129792831
OG0006630	LOC109417715	LOC129788798
OG0006631	LOC115258121	LOC129790210
OG0006632	LOC109400405	LOC129793744
OG0006633	LOC115260075	LOC129796148
OG0006634	LOC109430283	LOC129787040
OG0006635	LOC109415558	LOC129787037
OG0006636	LOC109401051	LOC129791021
OG0006637	LOC109403613	LOC129786288
OG0006638	LOC115262638	LOC129797238
OG0006639	LOC109418340	LOC129785968
OG0006640	LOC115270378	LOC129793156
OG0006641	LOC109417536	LOC129792202
OG0006642	LOC109410770	LOC129793323
OG0006643	LOC109399409	LOC129792673
OG0006644	LOC109400633	LOC129793768
OG0006645	LOC109408764	LOC129793320
OG0006646	LOC109623416	LOC129792247
OG0006647	LOC109428058	LOC129789713
OG0006649	LOC109414688	LOC129795707
OG0006650	LOC115255743	LOC129795620
OG0006651	LOC109427655	LOC129791081
OG0006652	LOC109430085	LOC129797077
OG0006653	LOC109428414	LOC129793764
OG0006654	LOC109622735	LOC129796990
OG0006655	LOC109622734	LOC129788142
OG0006656	LOC115258666	LOC129789131
OG0006657	LOC109433651	LOC129789728
OG0006658	LOC109433658	LOC129789857
OG0006659	LOC109402233	LOC129790893
OG0006660	LOC109400229	LOC129787510
OG0006661	LOC109424776	LOC129789281
OG0006662	LOC109417976, LOC134288466	LOC129786212
OG0006663	LOC109406267	LOC129794563
OG0006664	LOC109406269	LOC129794215
OG0006665	LOC109432365	LOC129787269
OG0006666	LOC109400634	LOC129795109
OG0006667	LOC109422031, LOC115253973	LOC129787092
OG0006668	LOC109424754, LOC115256571	LOC129789324
OG0006669	LOC109414477	LOC129789637
OG0006670	LOC109426814	LOC129791604
OG0006671	LOC109426816	LOC129786436
OG0006672	LOC109426815	LOC129791615
OG0006673	LOC109401928	LOC129794582
OG0006674	LOC109401835	LOC129793652
OG0006675	LOC109426912	LOC129791236
OG0006676	LOC109417712	LOC129788758
OG0006677	LOC109419666	LOC129794085
OG0006678	LOC109622810	LOC129797019
OG0006679	LOC109412653	LOC129792848
OG0006680	LOC109414398	LOC129785926
OG0006681	LOC109421723	LOC129793184
OG0006682	LOC109423344	LOC129791952
OG0006683	LOC109423345	LOC129794257
OG0006684	LOC109423346	LOC129788167
OG0006685	LOC115264678	LOC129795640
OG0006686	LOC109401542	LOC129796045
OG0006687	LOC109406031	LOC129795877
OG0006688	LOC109417717	LOC129789594
OG0006689	LOC115259641	LOC129789784
OG0006690	LOC109406880	LOC129788909
OG0006691	LOC109406887	LOC129795252
OG0006692	LOC109430919	LOC129792023
OG0006693	LOC109430918	LOC129792856
OG0006694	LOC109405212	LOC129787859
OG0006695	LOC109415589	LOC129788751
OG0006696	LOC109431470	LOC129789741
OG0006697	LOC115253495	LOC129787548
OG0006698	LOC109426121	LOC129797199
OG0006699	LOC115266080	LOC129787359
OG0006700	LOC109404799	LOC129790950
OG0006701	LOC115265858	LOC129788349
OG0006702	LOC109423915	LOC129788503
OG0006703	LOC109423909	LOC129788578
OG0006704	LOC109423919	LOC129790851
OG0006705	LOC109404786	LOC129790047
OG0006706	LOC109418279	LOC129797119
OG0006707	LOC109409585	LOC129790137
OG0006708	LOC115267257	LOC129793680
OG0006709	LOC109405385	LOC129786671
OG0006710	LOC109418350	LOC129787348
OG0006711	LOC109418349	LOC129797641
OG0006712	LOC109413612	LOC129795129
OG0006713	LOC115262744	LOC129786604
OG0006714	LOC109427036	LOC129792015
OG0006715	LOC109623352	LOC129786004
OG0006716	LOC109427043	LOC129795570
OG0006717	LOC109413527	LOC129793820
OG0006718	LOC109410780	LOC129793232
OG0006719	LOC109420032	LOC129793466
OG0006720	LOC109417740	LOC129789079
OG0006721	LOC109403482	LOC129787453
OG0006722	LOC109433659	LOC129787454
OG0006723	LOC109623345	LOC129795019
OG0006724	LOC109623344	LOC129795091
OG0006726	LOC109401245	LOC129795151
OG0006727	LOC109432733	LOC129786455
OG0006729	LOC115254139	LOC129797113
OG0006730	LOC109421967	LOC129790061
OG0006731	LOC109401304	LOC129797540
OG0006732	LOC109401196	LOC129795296
OG0006733	LOC109623292	LOC129790997
OG0006734	LOC115257286	LOC129796992
OG0006735	LOC109402081	LOC129790993
OG0006737	LOC109427574	LOC129795674
OG0006738	LOC109432680	LOC129788050
OG0006739	LOC109427558	LOC129795710
OG0006740	LOC109428448	LOC129789754
OG0006741	LOC115267615	LOC129797838
OG0006742	LOC109421957	LOC129792317
OG0006743	LOC115263285	LOC129792445
OG0006744	LOC109418923	LOC129792267
OG0006745	LOC109407770	LOC129792266
OG0006746	LOC109418921	LOC129793435
OG0006747	LOC109404944	LOC129792421
OG0006748	LOC109401894	LOC129791235
OG0006749	LOC109398085	LOC129792419
OG0006750	LOC109428264	LOC129790622
OG0006751	LOC109428262	LOC129791075
OG0006752	LOC109422059	LOC129788508
OG0006753	LOC109400195	LOC129797555
OG0006754	LOC109427095	LOC129797685
OG0006755	LOC109415472	LOC129797273
OG0006756	LOC115264700	LOC129797347
OG0006757	LOC109415234	LOC129795795
OG0006758	LOC109410771	LOC129793326
OG0006759	LOC109425506	LOC129797523
OG0006760	LOC109405431	LOC129797835
OG0006762	LOC109623011	LOC129794950
OG0006763	LOC109419596	LOC129792764
OG0006764	LOC109407028	LOC129786274
OG0006765	LOC109420918	LOC129792020
OG0006766	LOC109417672	LOC129789250
OG0006767	LOC109429800	LOC129794332
OG0006768	LOC109401844	LOC129790407
OG0006769	LOC109398004	LOC129791670
OG0006770	LOC109411497, LOC134285768	LOC129797091
OG0006771	LOC109420204	LOC129794230
OG0006772	LOC134287602	LOC129787173
OG0006773	LOC109411874	LOC129787478
OG0006774	LOC134291393	LOC129786443
OG0006775	LOC109425244	LOC129787966
OG0006776	LOC109399052	LOC129787996
OG0006778	LOC109417653	LOC129790624
OG0006779	LOC109410015	LOC129792970
OG0006780	LOC109419659	LOC129792942
OG0006781	LOC109414431	LOC129786730
OG0006782	LOC109622251	LOC129788147
OG0006783	LOC109428462	LOC129787942
OG0006784	LOC109414987	LOC129793725
OG0006785	LOC109423910	LOC129790179
OG0006786	LOC109397118	LOC129787198
OG0006787	LOC109430818	LOC129792734
OG0006788	LOC109430831	LOC129793939
OG0006789	LOC115263201	LOC129794304
OG0006790	LOC115263208	LOC129794205
OG0006791	LOC134284915, LOC109397900	LOC129791295
OG0006792	LOC115254576, LOC109406970	LOC129791711
OG0006793	LOC109429799	LOC129792577
OG0006794	LOC109398023	LOC129793951
OG0006795	LOC109405207	LOC129787102
OG0006796	LOC109428348	LOC129787484
OG0006797	LOC109414307	LOC129791161
OG0006798	LOC109407239	LOC129791156
OG0006799	LOC109428515	LOC129789134
OG0006800	LOC109420731	LOC129790586
OG0006801	LOC109424864	LOC129788890
OG0006803	LOC109410517	LOC129792715
OG0006804	LOC109623154	LOC129791188
OG0006805	LOC115263162	LOC129791848
OG0006806	LOC109405866	LOC129788642
OG0006808	LOC109405289	LOC129787277
OG0006809	LOC115263138	LOC129793303
OG0006810	LOC109416209	LOC129793305
OG0006811	LOC109404190	LOC129786490
OG0006812	LOC109420935	LOC129791003
OG0006813	LOC115268536	LOC129792770
OG0006814	LOC115253842	LOC129791996
OG0006815	LOC109413565	LOC129793653
OG0006816	LOC109400996	LOC129794334
OG0006817	LOC109400978	LOC129794243
OG0006818	LOC109413832	LOC129792634
OG0006819	LOC109421934	LOC129791325
OG0006820	LOC134285834	LOC129786681
OG0006821	LOC109417552	LOC129790000
OG0006822	LOC109416676	LOC129794203
OG0006823	LOC109416489	LOC129794204
OG0006824	LOC109414881	LOC129787897
OG0006825	LOC109429805	LOC129789347
OG0006826	LOC115253461	LOC129792780
OG0006827	LOC109398061	LOC129792587
OG0006828	LOC109403214	LOC129792933
OG0006829	LOC115268659	LOC129797114
OG0006830	LOC115258002	LOC129793141
OG0006831	LOC109400674	LOC129793358
OG0006832	LOC134285180	LOC129789463
OG0006833	LOC109414249	LOC129788440
OG0006834	LOC109423740	LOC129791993
OG0006835	LOC115265103	LOC129797111
OG0006836	LOC109420863	LOC129793471
OG0006837	LOC109621324	LOC129789621
OG0006838	LOC109406956	LOC129787876
OG0006839	LOC109405140	LOC129792277
OG0006840	LOC115269089	LOC129789301
OG0006841	LOC109399408	LOC129793060
OG0006842	LOC109406620	LOC129787924
OG0006843	LOC115253966	LOC129797792
OG0006844	LOC115255416	LOC129791259, LOC129790384
OG0006845	LOC109404349	LOC129792951
OG0006846	LOC134287900	LOC129786107
OG0006847	LOC109399440	LOC129792868
OG0006848	LOC109405639	LOC129796620
OG0006849	LOC115264334	LOC129797741
OG0006850	LOC134288265	LOC129791931
OG0006851	LOC134288266	LOC129791943
OG0006852	LOC109621307	LOC129789614
OG0006853	LOC109431253	LOC129795026, LOC129795023, LOC129796520, LOC129795005, LOC129795009, LOC129795003
OG0006854	LOC109422058	LOC129790001
OG0006855	LOC109410186	LOC129789532
OG0006856	LOC109433644	LOC129789856
OG0006857	LOC109419417	LOC129792633
OG0006858	LOC109424071	LOC129796791
OG0006859	LOC109433636	LOC129788990
OG0006860	LOC109429070	LOC129795059
OG0006861	LOC109414321	LOC129788464
OG0006862	LOC109428370	LOC129790867
OG0006863	LOC109409765	LOC129793116
OG0006864	LOC109406925	LOC129793756
OG0006865	LOC109401683	LOC129787598
OG0006866	LOC109410717	LOC129789367
OG0006867	LOC134287439	LOC129792125
OG0006868	LOC134285146	LOC129790592
OG0006869	LOC109401295	LOC129797689
OG0006870	LOC109413713	LOC129789725
OG0006871	LOC109407071	LOC129796862
OG0006872	LOC109425701	LOC129786431
OG0006873	LOC115267628	LOC129795602
OG0006874	LOC109416187	LOC129796474
OG0006875	LOC109397595	LOC129794081
OG0006876	LOC109403455	LOC129797221
OG0006877	LOC109427444, LOC109410171	LOC129785851
OG0006878	LOC109411735	LOC129788498
OG0006879	LOC109410166	LOC129785883
OG0006880	LOC109418091	LOC129793210
OG0006881	LOC109428083	LOC129795717
OG0006882	LOC109401390, LOC109432880	LOC129789133
OG0006883	LOC109410292	LOC129793038
OG0006884	LOC109413955	LOC129791863
OG0006885	LOC109432959	LOC129791239
OG0006886	LOC109413958	LOC129794002
OG0006887	LOC109423362	LOC129797668
OG0006888	LOC134285005	LOC129790029
OG0006889	LOC109420448	LOC129790804
OG0006890	LOC109431672	LOC129793180
OG0006891	LOC109419430	LOC129795114
OG0006892	LOC109423341	LOC129793998
OG0006893	LOC109622164	LOC129789343
OG0006894	LOC109408139	LOC129789603
OG0006896	LOC109399798	LOC129795014
OG0006897	LOC115257016	LOC129796792
OG0006898	LOC109408393	LOC129786446
OG0006899	LOC109404961	LOC129796380
OG0006900	LOC109419618	LOC129792368
OG0006901	LOC109400776	LOC129794987
OG0006902	LOC109621578	LOC129788555
OG0006903	LOC109416314	LOC129788991
OG0006904	LOC109418254	LOC129794931
OG0006905	LOC109413626	LOC129796057
OG0006906	LOC109430988	LOC129793370
OG0006907	LOC109429573	LOC129789634
OG0006908	LOC109427336	LOC129787105
OG0006909	LOC115260377	LOC129795067
OG0006910	LOC109419547	LOC129786259
OG0006911	LOC109397228	LOC129790238
OG0006912	LOC109404634	LOC129791070
OG0006913	LOC109413608	LOC129796878
OG0006914	LOC109409739	LOC129793374
OG0006915	LOC109405451	LOC129789663
OG0006916	LOC109418991	LOC129792748
OG0006917	LOC109403126	LOC129792799
OG0006918	LOC109420155	LOC129795566
OG0006919	LOC109400731	LOC129793953
OG0006920	LOC115261355	LOC129794988
OG0006921	LOC109413950	LOC129788048
OG0006922	LOC109397360	LOC129793826
OG0006923	LOC109428220	LOC129788927
OG0006924	LOC109413710	LOC129796555
OG0006925	LOC109428942	LOC129790102
OG0006926	LOC109421675	LOC129796789
OG0006927	LOC115262121	LOC129786664
OG0006928	LOC109411760	LOC129791270
OG0006929	LOC109405634	LOC129789308
OG0006930	LOC109415279	LOC129796953
OG0006931	LOC109431113	LOC129788944
OG0006932	LOC109421864	LOC129789571
OG0006933	LOC109398227	LOC129793122
OG0006934	LOC109418925	LOC129792270
OG0006935	LOC109414129	LOC129791841
OG0006936	LOC109414162	LOC129786882
OG0006937	LOC109405486	LOC129790120
OG0006938	LOC115254050	LOC129789625
OG0006939	LOC109404504	LOC129794907
OG0006940	LOC115265578	LOC129789946
OG0006941	LOC109433210	LOC129795456
OG0006942	LOC109404759	LOC129792904
OG0006943	LOC109406001	LOC129788961
OG0006944	LOC109419958	LOC129797465
OG0006945	LOC109411096	LOC129788017
OG0006946	LOC115254250	LOC129796442
OG0006947	LOC109419384	LOC129796059
OG0006948	LOC109430909	LOC129792787
OG0006949	LOC109411219	LOC129797130
OG0006950	LOC109425818	LOC129795787
OG0006951	LOC109405281	LOC129794619
OG0006952	LOC109418261	LOC129795155
OG0006953	LOC109410453	LOC129797208
OG0006954	LOC109408362	LOC129796656
OG0006955	LOC109411141	LOC129795714
OG0006956	LOC109430179	LOC129790790
OG0006957	LOC109622630	LOC129793612
OG0006958	LOC115253786	LOC129792592
OG0006959	LOC109423749	LOC129787414
OG0006960	LOC109414334	LOC129788937
OG0006962	LOC109418338	LOC129786602
OG0006963	LOC109428257	LOC129789333
OG0006964	LOC109401421	LOC129797485, LOC129792234
OG0006965	LOC109407366	LOC129790161
OG0006966	LOC109429859	LOC129789587
OG0006967	LOC109432528	LOC129790341
OG0006968	LOC109422269	LOC129794876
OG0006969	LOC109420669	LOC129790849
OG0006971	LOC109415697	LOC129787022
OG0006972	LOC134291115, LOC134291305	LOC129797193
OG0006973	LOC109406576	LOC129797011
OG0006974	LOC109422636	LOC129786144
OG0006975	LOC109411600	LOC129796521
OG0006976	LOC109413506	LOC129791900
OG0006977	LOC109425542	LOC129797165
OG0006978	LOC109400338	LOC129791086
OG0006979	LOC109409677	LOC129793643
OG0006980	LOC109397708	LOC129785823
OG0006981	LOC109409635	LOC129790455
OG0006982	LOC109410662	LOC129793897
OG0006983	LOC109406132	LOC129796983
OG0006984	LOC109414019	LOC129790118
OG0006985	LOC109419322	LOC129786429
OG0006986	LOC109423010	LOC129789418
OG0006987	LOC109407855	LOC129786359
OG0006988	LOC115265357	LOC129791796
OG0006989	LOC109401722	LOC129791337
OG0006990	LOC109412058	LOC129796094
OG0006991	LOC109407623	LOC129788892, LOC129793908
OG0006992	LOC109426573	LOC129792986
OG0006993	LOC109409728	LOC129794041
OG0006994	LOC109409427	LOC129788716
OG0006995	LOC109418946	LOC129792568
OG0006996	LOC115253705	LOC129786770
OG0006997	LOC109427584	LOC129791303
OG0006998	LOC109621471	LOC129794658
OG0006999	LOC109414899	LOC129797524
OG0007001	LOC109404755	LOC129791589
OG0007002	LOC115259710	LOC129787443
OG0007003	LOC109426120	LOC129786609
OG0007004	LOC109429325	LOC129791017
OG0007005	LOC109403791	LOC129791965
OG0007006	LOC109409861	LOC129796248
OG0007007	LOC109425852	LOC129793783
OG0007009	LOC109399472	LOC129793477
OG0007010	LOC115265592	LOC129788660
OG0007011	LOC115263581	LOC129786410
OG0007012	LOC109417651	LOC129790620
OG0007013	LOC109421495	LOC129788472
OG0007014	LOC109426568	LOC129791576
OG0007015	LOC109431757	LOC129794517
OG0007016	LOC109401451	LOC129793914
OG0007017	LOC109432671	LOC129791132
OG0007018	LOC109431765	LOC129789812
OG0007019	LOC109431661	LOC129789811
OG0007020	LOC109409200	LOC129791033
OG0007021	LOC109622245	LOC129795781
OG0007022	LOC109409049	LOC129787501
OG0007023	LOC109411920	LOC129796135
OG0007024	LOC109418536	LOC129795963
OG0007025	LOC109415284	LOC129797457
OG0007026	LOC115258558	LOC129788940
OG0007027	LOC109406727	LOC129796956
OG0007028	LOC109406602	LOC129791814
OG0007029	LOC109431463	LOC129786412
OG0007030	LOC109402501	LOC129789865
OG0007031	LOC115263159	LOC129793279
OG0007032	LOC109621272	LOC129791563
OG0007033	LOC109408351	LOC129794694
OG0007034	LOC109433252	LOC129791025
OG0007035	LOC109404376	LOC129793396
OG0007036	LOC109415220	LOC129790018
OG0007037	LOC109622237	LOC129794852
OG0007038	LOC109408584	LOC129793174
OG0007039	LOC109427393	LOC129789577
OG0007040	LOC109428745	LOC129788378
OG0007041	LOC115253753	LOC129787976
OG0007042	LOC109432531	LOC129789032
OG0007043	LOC109428106	LOC129792133
OG0007044	LOC109409255	LOC129788873
OG0007045	LOC109431907	LOC129797269
OG0007046	LOC109427861	LOC129790142
OG0007047	LOC109423646	LOC129793745
OG0007048	LOC109415818	LOC129793135
OG0007049	LOC109408491	LOC129794957
OG0007050	LOC115257360	LOC129786554
OG0007051	LOC109419785	LOC129788387
OG0007053	LOC109407558	LOC129795830
OG0007054	LOC109409093	LOC129785843
OG0007055	LOC109424416	LOC129787021
OG0007056	LOC109430557	LOC129785835
OG0007057	LOC109401345	LOC129793197
OG0007058	LOC109417673	LOC129791193
OG0007059	LOC115255110	LOC129793896
OG0007060	LOC109622669	LOC129797824
OG0007061	LOC109430795	LOC129793519
OG0007062	LOC109411815	LOC129793468
OG0007063	LOC109432845	LOC129794034
OG0007064	LOC109416786	LOC129791106
OG0007065	LOC109409918	LOC129796079
OG0007067	LOC109424684	LOC129795342
OG0007068	LOC109400281	LOC129790534
OG0007069	LOC109433115	LOC129789872
OG0007070	LOC109413547	LOC129789782
OG0007071	LOC109414986	LOC129785941
OG0007072	LOC109409271	LOC129790157
OG0007073	LOC109420217	LOC129793595
OG0007074	LOC109431612	LOC129789006
OG0007075	LOC109419224	LOC129787216
OG0007076	LOC134291451	LOC129786370, LOC129796108
OG0007077	LOC109397119	LOC129795061
OG0007078	LOC109426798	LOC129793178
OG0007079	LOC109427338	LOC129787097
OG0007080	LOC109416065	LOC129788248
OG0007081	LOC109398534	LOC129790216
OG0007082	LOC109425927	LOC129796049
OG0007083	LOC109408327	LOC129786398
OG0007084	LOC109405805	LOC129796660
OG0007085	LOC109400400	LOC129786260
OG0007086	LOC109403142	LOC129789257
OG0007087	LOC109416797	LOC129788985
OG0007088	LOC109403681	LOC129792571
OG0007089	LOC134287642	LOC129790125
OG0007090	LOC109425768	LOC129795969
OG0007091	LOC109414220	LOC129793017
OG0007092	LOC109425964	LOC129796547
OG0007093	LOC109406566	LOC129791748
OG0007094	LOC109411912	LOC129795896
OG0007095	LOC109413473, LOC134288878	LOC129792169
OG0007096	LOC109410007	LOC129793641
OG0007097	LOC109410252	LOC129797481
OG0007098	LOC109426115	LOC129792781
OG0007099	LOC109417794	LOC129793830
OG0007100	LOC109422800	LOC129790542
OG0007101	LOC109420079	LOC129788445
OG0007102	LOC109425258	LOC129786401
OG0007103	LOC109421315	LOC129787683
OG0007104	LOC109405842	LOC129796626
OG0007106	LOC109414654	LOC129792474
OG0007107	LOC115254207	LOC129795343
OG0007108	LOC115266350	LOC129788382
OG0007109	LOC115267895	LOC129796543
OG0007110	LOC109623115	LOC129793094
OG0007111	LOC109409975	LOC129793189
OG0007112	LOC109433275	LOC129789165
OG0007113	LOC134291546	LOC129795389
OG0007114	LOC109421249	LOC129790530
OG0007115	LOC109433653	LOC129789846
OG0007116	LOC109431646	LOC129791658
OG0007117	LOC109421313	LOC129789277
OG0007118	LOC109397413	LOC129796427
OG0007119	LOC109423908	LOC129788573
OG0007120	LOC109622239	LOC129795099
OG0007121	LOC109621281	LOC129785984
OG0007122	LOC109416442	LOC129785983
OG0007124	LOC109417642	LOC129790107
OG0007125	LOC109622866	LOC129789564
OG0007126	LOC109414139	LOC129789883
OG0007127	LOC109408110	LOC129790647
OG0007128	LOC109405861	LOC129797033
OG0007129	LOC109402762	LOC129791419
OG0007130	LOC109400186	LOC129789821
OG0007131	LOC109411287	LOC129790007
OG0007132	LOC109420963	LOC129790999
OG0007133	LOC109408473	LOC129786358
OG0007134	LOC115270035	LOC129792180
OG0007135	LOC109413869	LOC129792366
OG0007136	LOC109408165	LOC129787935
OG0007137	LOC109416430	LOC129790041
OG0007138	LOC109397838	LOC129793594
OG0007139	LOC109418535	LOC129795967
OG0007140	LOC134288434	LOC129791808
OG0007141	LOC109407830	LOC129794052
OG0007142	LOC109401648	LOC129796519
OG0007143	LOC109621350	LOC129788424
OG0007144	LOC109423379	LOC129797299
OG0007145	LOC109412362	LOC129791785
OG0007146	LOC115257165	LOC129786826
OG0007147	LOC109398038	LOC129793347
OG0007148	LOC109397277	LOC129797260
OG0007149	LOC109409885	LOC129792717
OG0007150	LOC109429326	LOC129791018
OG0007151	LOC109428914	LOC129796068
OG0007153	LOC109410817	LOC129790529
OG0007154	LOC109406911	LOC129790541
OG0007155	LOC109426949	LOC129796858
OG0007156	LOC109418595	LOC129792757
OG0007157	LOC109409613	LOC129788834
OG0007158	LOC109427974	LOC129786643
OG0007159	LOC109430601	LOC129791553
OG0007160	LOC109401709	LOC129797369
OG0007161	LOC109423574	LOC129787937
OG0007162	LOC109420851	LOC129787489
OG0007163	LOC109427701	LOC129789409
OG0007164	LOC109408315	LOC129789296
OG0007165	LOC109400045	LOC129787338
OG0007166	LOC109428702	LOC129792081
OG0007167	LOC109404596	LOC129791906
OG0007168	LOC115257976	LOC129797478
OG0007169	LOC109398053	LOC129792866
OG0007170	LOC109420858	LOC129793273
OG0007171	LOC134291860	LOC129794469
OG0007172	LOC109425587	LOC129796249
OG0007173	LOC109399760	LOC129797733
OG0007174	LOC109428420	LOC129790642
OG0007175	LOC109410789	LOC129791536
OG0007176	LOC109421945	LOC129790899
OG0007177	LOC109409848	LOC129796384
OG0007178	LOC109432689	LOC129796559
OG0007179	LOC109414690	LOC129787958
OG0007180	LOC134287627	LOC129788837
OG0007181	LOC109428533	LOC129787934
OG0007182	LOC115262627	LOC129795170
OG0007183	LOC115263302	LOC129794014
OG0007184	LOC109401825	LOC129791366
OG0007185	LOC109405519	LOC129788907
OG0007186	LOC109408012	LOC129792096
OG0007187	LOC109422974	LOC129791060
OG0007188	LOC109428232	LOC129788513
OG0007189	LOC109405147	LOC129792276
OG0007190	LOC109415421	LOC129797779
OG0007191	LOC109408847	LOC129787469
OG0007192	LOC109410161	LOC129794042
OG0007193	LOC109430296	LOC129797842
OG0007194	LOC109417350	LOC129796891
OG0007195	LOC134285835	LOC129797754
OG0007196	LOC109400737	LOC129793058
OG0007197	LOC109399960	LOC129786651
OG0007198	LOC115269571	LOC129797852
OG0007199	LOC109404272	LOC129792834
OG0007200	LOC109431443	LOC129788696
OG0007201	LOC109420166	LOC129793201
OG0007202	LOC109420392	LOC129792923
OG0007203	LOC115258417	LOC129789925
OG0007205	LOC109405507	LOC129788846
OG0007206	LOC109405220	LOC129786977
OG0007207	LOC109428468	LOC129789581
OG0007208	LOC109404609	LOC129797442
OG0007209	LOC115269183	LOC129797832
OG0007210	LOC115264812	LOC129790182
OG0007211	LOC109423842	LOC129792948
OG0007212	LOC115266603	LOC129794143
OG0007213	LOC115267366	LOC129786850
OG0007214	LOC109422494	LOC129793293
OG0007215	LOC109406018	LOC129794226
OG0007216	LOC109422054	LOC129787456
OG0007218	LOC109423479	LOC129790462
OG0007219	LOC109414343	LOC129790488
OG0007220	LOC109431241	LOC129787167
OG0007221	LOC109622057	LOC129789335
OG0007222	LOC109399485	LOC129792914
OG0007223	LOC109398279	LOC129790477
OG0007224	LOC109427666	LOC129789825
OG0007225	LOC109423600	LOC129785940
OG0007226	LOC109426843	LOC129792916
OG0007227	LOC109429896	LOC129790641
OG0007228	LOC109408938	LOC129790905
OG0007229	LOC109409553	LOC129792545
OG0007230	LOC109405265	LOC129796914
OG0007231	LOC109403644	LOC129794111
OG0007232	LOC115253964	LOC129789878
OG0007233	LOC109430623	LOC129790653
OG0007234	LOC109417654	LOC129788606
OG0007235	LOC115253935	LOC129794754
OG0007236	LOC109405489	LOC129788667
OG0007237	LOC109622112	LOC129791544
OG0007238	LOC109420658	LOC129791291
OG0007239	LOC109403226	LOC129792517
OG0007240	LOC109426653	LOC129795008
OG0007241	LOC109431655	LOC129793561
OG0007242	LOC109409699	LOC129792067
OG0007243	LOC109418133	LOC129793447
OG0007244	LOC109419671	LOC129794190
OG0007245	LOC134291013	LOC129790963
OG0007246	LOC109415021	LOC129792482
OG0007247	LOC109412376	LOC129789090
OG0007248	LOC109431480	LOC129793814, LOC129793804
OG0007250	LOC109433598	LOC129786295
