Orthogroup	Aalbopictus_AalbF5	AgambiaePEST
OG0008137	LOC109412243	AGAP003779
OG0008138	LOC109431360	AGAP008619
OG0008139	LOC109427757	AGAP001076
OG0008140	LOC109431338, LOC115260708	AGAP010685
OG0008141	LOC109427775	AGAP002221
OG0008142	LOC109622204	AGAP006661
OG0008143	LOC115260709	AGAP009012
OG0008144	LOC109425926	AGAP012257
OG0008145	LOC115254030	AGAP005123
OG0008146	LOC109425945	AGAP011056
OG0008147	LOC109402845	AGAP002258
OG0008148	LOC115254042	AGAP001957
OG0008149	LOC109422651	AGAP001958
OG0008150	LOC109406439	AGAP004885
OG0008151	LOC109430241	AGAP006251
OG0008152	LOC109403775	AGAP004886
OG0008153	LOC109431184	AGAP000107
OG0008154	LOC109622618	AGAP004933
OG0008155	LOC109416939	AGAP004893
OG0008156	LOC115266708	AGAP002580
OG0008157	LOC109413613	AGAP029644
OG0008158	LOC115270128	AGAP007249
OG0008159	LOC109413532	AGAP007241
OG0008160	LOC109425089	AGAP029421
OG0008161	LOC109427514	AGAP009031
OG0008162	LOC109401508	AGAP001259
OG0008163	LOC109425582	AGAP013118
OG0008165	LOC109411498	AGAP003993
OG0008166	LOC109429337	AGAP013324
OG0008167	LOC115257682	AGAP010550
OG0008169	LOC115269424	AGAP011131
OG0008170	LOC109424520	AGAP011132
OG0008171	LOC134291440	AGAP029687
OG0008172	LOC109409579	AGAP013029
OG0008173	LOC115262101	AGAP009426
OG0008174	LOC109397520	AGAP009614
OG0008175	LOC109406924	AGAP002059
OG0008176	LOC109412098	AGAP001406
OG0008177	LOC134285562, LOC109400417	AGAP004495
OG0008178	LOC115269276	AGAP001400
OG0008179	LOC115266520	AGAP005215
OG0008180	LOC134283915	AGAP006508
OG0008181	LOC109399288	AGAP006514
OG0008182	LOC109404012	AGAP001737
OG0008183	LOC109413335	AGAP003437
OG0008184	LOC109404037	AGAP004295
OG0008185	LOC109432069	AGAP004374
OG0008186	LOC109432047	AGAP001738
OG0008187	LOC109432038	AGAP001741
OG0008188	LOC109420325	AGAP029156
OG0008189	LOC109406421	AGAP005379
OG0008193	LOC134283908	AGAP006606
OG0008194	LOC115270153	AGAP005857
OG0008195	LOC109414872	AGAP006774
OG0008196	LOC109413469	AGAP005858
OG0008197	LOC109414878	AGAP006681
OG0008198	LOC109410801	AGAP006596
OG0008199	LOC109405429	AGAP004549
OG0008200	LOC109415927	AGAP001730
OG0008201	LOC109415925	AGAP001729
OG0008202	LOC109405405	AGAP004554
OG0008203	LOC109408289	AGAP004550
OG0008204	LOC109405409	AGAP004552
OG0008205	LOC109420241	AGAP006899
OG0008206	LOC109420256	AGAP005394
OG0008207	LOC134287963	AGAP010205
OG0008208	LOC109407851	AGAP010887
OG0008209	LOC109428935	AGAP012017
OG0008210	LOC109621977	AGAP009682
OG0008211	LOC115264941	AGAP009992
OG0008212	LOC109621961	AGAP008181
OG0008213	LOC115253453	AGAP008438, AGAP012637
OG0008214	LOC109429677	AGAP008432
OG0008215	LOC109406546	AGAP008434
OG0008216	LOC109429707	AGAP007244
OG0008217	LOC109424818	AGAP004153
OG0008218	LOC109424826	AGAP004149
OG0008219	LOC109424828	AGAP004147
OG0008220	LOC109414621	AGAP004150
OG0008221	LOC115267827	AGAP010334
OG0008222	LOC134289652	AGAP011346
OG0008223	LOC115267837	AGAP010332
OG0008224	LOC115266664	AGAP002330
OG0008225	LOC109409657	AGAP007625
OG0008226	LOC109409688	AGAP005838
OG0008227	LOC109409663	AGAP007632
OG0008228	LOC115265367	AGAP007628
OG0008229	LOC115265364, LOC109406061	AGAP005851
OG0008230	LOC109406060	AGAP007634
OG0008231	LOC109409670	AGAP007637
OG0008232	LOC109409654	AGAP009791
OG0008233	LOC109415779	AGAP003793
OG0008234	LOC109423719	AGAP003809
OG0008235	LOC109423643	AGAP003816
OG0008236	LOC109415338	AGAP003815
OG0008237	LOC109415339	AGAP003810
OG0008238	LOC109415782	AGAP004443
OG0008239	LOC115254178	AGAP003798
OG0008240	LOC115263724	AGAP003681
OG0008241	LOC109431959	AGAP002342
OG0008242	LOC115260243	AGAP006372
OG0008243	LOC109419680	AGAP007564
OG0008244	LOC109411286	AGAP008849
OG0008245	LOC109419128	AGAP003371
OG0008247	LOC115261548	AGAP003357
OG0008248	LOC115255108	AGAP009562
OG0008249	LOC109419134	AGAP003359
OG0008250	LOC109400994	AGAP029403
OG0008251	LOC109400980	AGAP009569
OG0008252	LOC109433502	AGAP029139
OG0008253	LOC115254171	AGAP001110
OG0008254	LOC134287788	AGAP002175
OG0008255	LOC109421034	AGAP008886
OG0008256	LOC109407584	AGAP010629
OG0008257	LOC109425911	AGAP010640
OG0008258	LOC109406116	AGAP013332
OG0008259	LOC115261213	AGAP001253
OG0008260	LOC109422513	AGAP001239
OG0008261	LOC109422007	AGAP000724
OG0008262	LOC109406121	AGAP001244
OG0008263	LOC109406142	AGAP001257
OG0008265	LOC109402100	AGAP009263
OG0008266	LOC109402109	AGAP009264
OG0008267	LOC109425682	AGAP006908
OG0008268	LOC115258911	AGAP008134
OG0008269	LOC109429390	AGAP010146
OG0008270	LOC109621356	AGAP008600
OG0008271	LOC109433376	AGAP002559
OG0008272	LOC109400933, LOC109422793	AGAP000183
OG0008273	LOC109410072	AGAP002468
OG0008274	LOC109423013	AGAP000667
OG0008275	LOC134291575	AGAP010892
OG0008276	LOC109429175	AGAP002783
OG0008277	LOC109398834	AGAP003533
OG0008278	LOC115260368, LOC109424001	AGAP004183, AGAP004184
OG0008279	LOC109421097	AGAP002893
OG0008280	LOC109401563	AGAP011512
OG0008281	LOC109419965	AGAP008097
OG0008283	LOC109419964	AGAP008095
OG0008284	LOC109412618	AGAP011511
OG0008285	LOC109621685	AGAP005725
OG0008287	LOC115264125	AGAP013468
OG0008288	LOC109416812	AGAP009521
OG0008289	LOC109421942	AGAP028500
OG0008290	LOC109418444	AGAP002036
OG0008291	LOC109432666	AGAP010345
OG0008292	LOC109426175	AGAP002037
OG0008293	LOC115263432	AGAP002033
OG0008294	LOC109427107	AGAP013039
OG0008295	LOC109400184	AGAP001987
OG0008296	LOC109431948	AGAP001420
OG0008297	LOC109415540	AGAP003889
OG0008298	LOC115262576	AGAP011370
OG0008299	LOC109415667	AGAP001708
OG0008300	LOC109415674	AGAP001706
OG0008301	LOC109413687	AGAP004202
OG0008303	LOC109426226	AGAP003242
OG0008304	LOC109426243	AGAP001556
OG0008305	LOC109426228	AGAP003264
OG0008306	LOC134284013, LOC109424052	AGAP003263
OG0008307	LOC109425248	AGAP004524
OG0008309	LOC109425249	AGAP004491
OG0008310	LOC109418312	AGAP001562
OG0008311	LOC109427872	AGAP008659
OG0008312	LOC109428095	AGAP002016
OG0008314	LOC109416234	AGAP001368
OG0008315	LOC109427051	AGAP001366
OG0008316	LOC109408913	AGAP005236
OG0008317	LOC115261967	AGAP000079
OG0008318	LOC109414189	AGAP003186
OG0008319	LOC109414063	AGAP000954
OG0008320	LOC109414062	AGAP011503
OG0008321	LOC109407329	AGAP008936
OG0008322	LOC109421638	AGAP008297
OG0008323	LOC109405170	AGAP006799
OG0008325	LOC109402498	AGAP008226
OG0008326	LOC115254161	AGAP010492
OG0008327	LOC109399404	AGAP010490
OG0008328	LOC109421807	AGAP001181
OG0008329	LOC109421805	AGAP001179
OG0008331	LOC109404628	AGAP007926
OG0008332	LOC109404638	AGAP007922
OG0008333	LOC109398080, LOC115255804	AGAP006032
OG0008334	LOC109418985	AGAP006040
OG0008335	LOC109398194	AGAP005434
OG0008336	LOC109398638	AGAP005428
OG0008338	LOC109398295	AGAP007949
OG0008339	LOC109420401	AGAP011327
OG0008340	LOC109422747	AGAP001223
OG0008341	LOC109431878	AGAP001229
OG0008342	LOC109422753	AGAP001228
OG0008343	LOC109426592	AGAP006366
OG0008344	LOC109426582	AGAP006241
OG0008345	LOC109426587	AGAP006238
OG0008346	LOC109426594	AGAP006365
OG0008347	LOC109426580	AGAP005407
OG0008348	LOC109427172	AGAP005420
OG0008349	LOC109406569	AGAP004088
OG0008350	LOC109418792	AGAP028536
OG0008351	LOC109417077	AGAP011744
OG0008352	LOC109418820	AGAP011732
OG0008353	LOC109415077	AGAP003921
OG0008354	LOC109427511	AGAP000168
OG0008355	LOC109414171	AGAP002515
OG0008356	LOC109400128, LOC109621632	AGAP003412
OG0008357	LOC109423330	AGAP007644
OG0008358	LOC115253617	AGAP010239
OG0008359	LOC109421076	AGAP028188
OG0008360	LOC109431922	AGAP002541
OG0008363	LOC109408342	AGAP011625
OG0008364	LOC109405483	AGAP001593
OG0008365	LOC115261023	AGAP028206
OG0008366	LOC109430153	AGAP009108
OG0008367	LOC109398865	AGAP004254
OG0008368	LOC115261357	AGAP001964
OG0008369	LOC109414114	AGAP004255
OG0008370	LOC109417347	AGAP002958
OG0008371	LOC109421885	AGAP000970
OG0008372	LOC109426916, LOC115262587	AGAP012374
OG0008373	LOC109621238, LOC134284212	AGAP012607, AGAP011445
OG0008375	LOC109403201	AGAP005959
OG0008376	LOC109431741	AGAP007045
OG0008377	LOC115262664	AGAP011373
OG0008378	LOC109415663	AGAP001325
OG0008380	LOC109416385	AGAP003420
OG0008381	LOC115267359	AGAP004224
OG0008382	LOC115267392, LOC109416386	AGAP013345, AGAP003419
OG0008383	LOC109409126	AGAP009288
OG0008384	LOC109409128	AGAP009286
OG0008385	LOC109421536	AGAP009604
OG0008386	LOC109421526	AGAP009285
OG0008388	LOC109397534	AGAP009810
OG0008389	LOC109432811	AGAP001500
OG0008390	LOC109420077	AGAP010177
OG0008391	LOC109416622	AGAP003607
OG0008394	LOC109417534, LOC115263026	AGAP009052
OG0008396	LOC109400368	AGAP003267
OG0008397	LOC109408857	AGAP002466
OG0008398	LOC109414711	AGAP013101
OG0008399	LOC115253452	AGAP012336
OG0008400	LOC109407536	AGAP010641
OG0008401	LOC109422586	AGAP005149
OG0008402	LOC109425150	AGAP007804
OG0008403	LOC109425147	AGAP007973
OG0008404	LOC115255815	AGAP007481
OG0008405	LOC109417714	AGAP004339
OG0008406	LOC109408290	AGAP002933
OG0008407	LOC109430375	AGAP003509
OG0008408	LOC109411129	AGAP005893
OG0008409	LOC109407255	AGAP008907
OG0008410	LOC134287981	AGAP002846
OG0008411	LOC109417417	AGAP004319
OG0008412	LOC134287979	AGAP002845
OG0008413	LOC109424110	AGAP003125
OG0008414	LOC115254562	AGAP009694
OG0008415	LOC109431142	AGAP003737
OG0008416	LOC109407679	AGAP012227
OG0008417	LOC109622871	AGAP010030
OG0008418	LOC109411713	AGAP028568
OG0008419	LOC134287325	AGAP005902
OG0008420	LOC109397180	AGAP000946
OG0008421	LOC109432080	AGAP003344
OG0008422	LOC109408223	AGAP005043
OG0008423	LOC109408413, LOC109408414	AGAP003878
OG0008425	LOC109422686	AGAP003745
OG0008426	LOC109401125	AGAP003740
OG0008427	LOC115258266	AGAP002169
OG0008428	LOC109406360	AGAP001595
OG0008429	LOC109416096	AGAP012519
OG0008430	LOC109433512	AGAP012308
OG0008431	LOC109433481	AGAP012186
OG0008432	LOC109411740	AGAP029922
OG0008434	LOC109401317	AGAP011960
OG0008435	LOC109401273	AGAP011961
OG0008436	LOC109427066	AGAP001115
OG0008437	LOC115255347	AGAP009197
OG0008438	LOC109417701	AGAP009198
OG0008439	LOC109622844	AGAP006029
OG0008440	LOC109621841	AGAP009283
OG0008441	LOC109427503	AGAP000040
OG0008442	LOC109427498	AGAP000715
OG0008443	LOC109427502	AGAP000041
OG0008444	LOC109415649	AGAP002010
OG0008445	LOC115267879	AGAP011599, AGAP011592
OG0008446	LOC109416672	AGAP004508
OG0008447	LOC115261841	AGAP001382
OG0008448	LOC115255725	AGAP012429
OG0008449	LOC109401932	AGAP010271
OG0008450	LOC109414682	AGAP000448
OG0008451	LOC134284148	AGAP001514
OG0008452	LOC134289724	AGAP001511
OG0008453	LOC109414557	AGAP003974
OG0008454	LOC109426343	AGAP001883
OG0008455	LOC109406105	AGAP001887
OG0008456	LOC115268884	AGAP001885
OG0008457	LOC109407238	AGAP001901
OG0008458	LOC115258092	AGAP005733
OG0008459	LOC109409759	AGAP005709
OG0008460	LOC109432131	AGAP005708
OG0008461	LOC109401336	AGAP004450
OG0008462	LOC109402340	AGAP012166
OG0008463	LOC115265342	AGAP005462
OG0008464	LOC109409995	AGAP005464
OG0008465	LOC109432989	AGAP000749
OG0008466	LOC109419991	AGAP008870
OG0008467	LOC109402074	AGAP000718
OG0008468	LOC109427331	AGAP028724
OG0008469	LOC109431251	AGAP012159
OG0008470	LOC109420152	AGAP012145
OG0008471	LOC109423237	AGAP002310
OG0008472	LOC109416850	AGAP029491
OG0008474	LOC109622400	AGAP007582
OG0008475	LOC109622582	AGAP007577
OG0008476	LOC109409075	AGAP007666
OG0008477	LOC109408903	AGAP007576
OG0008478	LOC109433591	AGAP009132
OG0008479	LOC109426840	AGAP005324
OG0008480	LOC109424156	AGAP006948
OG0008481	LOC109621965	AGAP001482
OG0008483	LOC115255161	AGAP008369
OG0008484	LOC109420740	AGAP008373
OG0008485	LOC109414727	AGAP006278
OG0008486	LOC109429984	AGAP009459
OG0008487	LOC109411105	AGAP007098
OG0008488	LOC109408244	AGAP005774
OG0008489	LOC109408169	AGAP007103
OG0008490	LOC109398831	AGAP001451
OG0008491	LOC109429204	AGAP011125
OG0008492	LOC109428255	AGAP009846
OG0008493	LOC109409697	AGAP005830
OG0008494	LOC115258883	AGAP008983
OG0008495	LOC109411236	AGAP004014
OG0008496	LOC109404499	AGAP002704
OG0008497	LOC109404483	AGAP002706
OG0008498	LOC109413098	AGAP010713
OG0008499	LOC109418514, LOC109413087	AGAP012041
OG0008500	LOC115257693	AGAP011463
OG0008501	LOC115257884	AGAP010714
OG0008502	LOC115257525	AGAP028626
OG0008503	LOC109428993	AGAP012495
OG0008504	LOC109428992	AGAP012496
OG0008505	LOC109430866	AGAP029369
OG0008506	LOC109408437	AGAP013365
OG0008507	LOC109408423	AGAP002162
OG0008508	LOC109408441	AGAP003150
OG0008509	LOC109419378	AGAP001346
OG0008510	LOC109419354	AGAP004474
OG0008511	LOC109419377	AGAP001343
OG0008512	LOC109408442	AGAP001345
OG0008513	LOC109426169	AGAP013178
OG0008515	LOC115270006, LOC115270025	AGAP013092
OG0008516	LOC109404371	AGAP006867
OG0008517	LOC109622784	AGAP005916
OG0008518	LOC109417988	AGAP005906
OG0008519	LOC109404973	AGAP002835
OG0008520	LOC134287927	AGAP008190
OG0008521	LOC134287924	AGAP009602
OG0008522	LOC134287918	AGAP009600
OG0008523	LOC109411450	AGAP005822
OG0008524	LOC109405712	AGAP002937
OG0008525	LOC109429157	AGAP002802
OG0008526	LOC109398879	AGAP002795
OG0008527	LOC109429166, LOC109429165	AGAP002796
OG0008528	LOC109426834	AGAP005159
OG0008529	LOC109417877	AGAP005158
OG0008530	LOC109621465	AGAP012265
OG0008531	LOC109621463	AGAP012419
OG0008532	LOC109399857	AGAP029680
OG0008533	LOC109408031	AGAP006802
OG0008534	LOC115253635	AGAP006800
OG0008535	LOC109408032	AGAP006804
OG0008536	LOC109433105	AGAP007762
OG0008537	LOC109433066	AGAP007773
OG0008538	LOC109411250	AGAP007767
OG0008539	LOC109433049	AGAP007764
OG0008540	LOC109416702	AGAP011133
OG0008541	LOC109405114	AGAP004559
OG0008542	LOC115269374	AGAP004895
OG0008544	LOC109401170	AGAP010568
OG0008545	LOC109432457	AGAP001935
OG0008546	LOC109621638	AGAP001937
OG0008547	LOC109410611	AGAP011887
OG0008548	LOC109428053	AGAP001536
OG0008549	LOC109397735	AGAP000538
OG0008550	LOC109399564	AGAP010593
OG0008551	LOC109399552	AGAP010740
OG0008552	LOC109431502	AGAP000707
OG0008554	LOC109402341	AGAP011186
OG0008555	LOC109413944	AGAP002595
OG0008556	LOC115264094	AGAP004372
OG0008557	LOC109420003	AGAP013748, AGAP010227
OG0008558	LOC109405844	AGAP002190
OG0008559	LOC109431704	AGAP029690
OG0008560	LOC115267506	AGAP005930
OG0008561	LOC109398018	AGAP006127
OG0008563	LOC115259770	AGAP004534
OG0008564	LOC109401872	AGAP000530
OG0008565	LOC109422358	AGAP012053
OG0008566	LOC109622208	AGAP028453
OG0008567	LOC109418266	AGAP013519
OG0008568	LOC109397789	AGAP004735
OG0008569	LOC109422621	AGAP003338
OG0008570	LOC109412880	AGAP004662
OG0008571	LOC109431049	AGAP028693
OG0008572	LOC109431051	AGAP010372
OG0008573	LOC109407805	AGAP010379
OG0008574	LOC109411563	AGAP028146
OG0008575	LOC109397808	AGAP000010
OG0008576	LOC109422118	AGAP000499
OG0008577	LOC109406738	AGAP010303
OG0008578	LOC115268955	AGAP010275
OG0008579	LOC109411936	AGAP010274
OG0008580	LOC109406739	AGAP010264
OG0008581	LOC109420866	AGAP006684
OG0008582	LOC109425389	AGAP003938
OG0008583	LOC109412875	AGAP004668
OG0008584	LOC109412868	AGAP002341
OG0008585	LOC109417810	AGAP006879
OG0008586	LOC109426770	AGAP006882
OG0008587	LOC109417617	AGAP006887
OG0008588	LOC109417813	AGAP006883
OG0008589	LOC109400092	AGAP002363
OG0008590	LOC115254326, LOC109621241	AGAP004099
OG0008591	LOC115254371	AGAP029581
OG0008592	LOC115254252	AGAP005646
OG0008593	LOC109423116	AGAP002067
OG0008594	LOC109425466	AGAP001597
OG0008595	LOC109430680	AGAP004960
OG0008596	LOC109399247	AGAP007366
OG0008597	LOC109429053	AGAP007387
OG0008598	LOC134288147	AGAP005007
OG0008599	LOC109433555	AGAP009118
OG0008600	LOC115254099	AGAP007042
OG0008601	LOC109401411	AGAP008877
OG0008602	LOC109401398	AGAP007785
OG0008603	LOC109412312	AGAP003773
OG0008604	LOC109422562	AGAP003776
OG0008605	LOC109412306	AGAP013518
OG0008606	LOC109431998	AGAP011540
OG0008607	LOC109416254	AGAP009866
OG0008608	LOC109416265	AGAP008815
OG0008609	LOC109405621	AGAP009776
OG0008610	LOC109418572	AGAP011249
OG0008611	LOC115254901	AGAP008116
OG0008612	LOC109416537	AGAP007846
OG0008613	LOC109425771	AGAP011079
OG0008614	LOC109407507	AGAP011087
OG0008615	LOC109423293	AGAP007309
OG0008616	LOC115265635	AGAP008424
OG0008617	LOC109416261	AGAP009745
OG0008618	LOC109431580	AGAP011997
OG0008619	LOC109408691	AGAP007028
OG0008621	LOC109403054	AGAP007027
OG0008622	LOC109416353	AGAP004584
OG0008623	LOC109416357	AGAP004587
OG0008624	LOC109416387, LOC109430030	AGAP002756
OG0008625	LOC109424641	AGAP004800
OG0008626	LOC109430715	AGAP004362
OG0008627	LOC109430733	AGAP004301
OG0008628	LOC115261525	AGAP002375
OG0008629	LOC115264135	AGAP003490
OG0008630	LOC109406512	AGAP013753
OG0008631	LOC109423316	AGAP006771
OG0008632	LOC109398617	AGAP028090
OG0008633	LOC115270043	AGAP007214
OG0008634	LOC109424608	AGAP000964
OG0008635	LOC109405163	AGAP005631
OG0008636	LOC109401281	AGAP010464
OG0008637	LOC109413598	AGAP010883
OG0008638	LOC109402650	AGAP001007
OG0008639	LOC109403606	AGAP004126
OG0008640	LOC109409724	AGAP007285
OG0008641	LOC109401330	AGAP005496
OG0008642	LOC109401534	AGAP006134
OG0008643	LOC109425735	AGAP007160
OG0008644	LOC109401545	AGAP006630
OG0008645	LOC109421490	AGAP009766
OG0008646	LOC109409183	AGAP009768
OG0008647	LOC109399517	AGAP006821
OG0008648	LOC109419580	AGAP009673
OG0008649	LOC115265602	AGAP009735
OG0008650	LOC109622706	AGAP008093
OG0008651	LOC115268680	AGAP012500
OG0008652	LOC109401290	AGAP012515
OG0008653	LOC109401316	AGAP012521
OG0008654	LOC109409303	AGAP009668
OG0008655	LOC115263731	AGAP003665
OG0008656	LOC109432126	AGAP003664
OG0008657	LOC109402816	AGAP002250
OG0008658	LOC109401487	AGAP003592
OG0008659	LOC109403237	AGAP005957
OG0008660	LOC109402742	AGAP006458, AGAP006457
OG0008661	LOC109403234	AGAP005958
OG0008662	LOC109398676	AGAP009061
OG0008664	LOC109622449	AGAP002821
OG0008665	LOC109403647	AGAP005405
OG0008666	LOC109413056	AGAP002428
OG0008669	LOC115266850	AGAP010846
OG0008670	LOC109622114	AGAP007714
OG0008671	LOC109419691	AGAP007571
OG0008672	LOC115262712	AGAP001490
OG0008673	LOC109420734	AGAP010197
OG0008674	LOC109421775	AGAP002735
OG0008675	LOC109416013	AGAP001152
OG0008676	LOC115254081	AGAP003902
OG0008677	LOC109621925	AGAP005904
OG0008678	LOC109408683	AGAP006399
OG0008680	LOC115265614	AGAP003841
OG0008681	LOC109417635	AGAP008571
OG0008682	LOC109397818	AGAP000678
OG0008683	LOC109425050	AGAP002007
OG0008684	LOC109412721	AGAP004510
OG0008685	LOC109411862	AGAP003944
OG0008686	LOC109400453, LOC134287343	AGAP013427
OG0008687	LOC109408301	AGAP002048
OG0008688	LOC109415105	AGAP005216
OG0008689	LOC109407039	AGAP005223
OG0008690	LOC109415110	AGAP005218
OG0008691	LOC109431177	AGAP000884
OG0008692	LOC109431186	AGAP000543
OG0008693	LOC109424226	AGAP008921
OG0008694	LOC109426220	AGAP003790
OG0008695	LOC109412673	AGAP008691
OG0008696	LOC109399056	AGAP004522
OG0008697	LOC115257908	AGAP028516
OG0008698	LOC109401430	AGAP007795
OG0008699	LOC109417025	AGAP010013
OG0008700	LOC109416886	AGAP012334
OG0008701	LOC109428885	AGAP012218
OG0008702	LOC115261072	AGAP001484
OG0008703	LOC109415140	AGAP001112
OG0008704	LOC109422854	AGAP006353
OG0008706	LOC109412819	AGAP007281
OG0008707	LOC109426933	AGAP013248
OG0008708	LOC115265295	AGAP006282
OG0008709	LOC109400677	AGAP007218
OG0008710	LOC109400679	AGAP007219
OG0008711	LOC109412042	AGAP004755
OG0008712	LOC109414743	AGAP002265
OG0008713	LOC109411277	AGAP013539, AGAP003281
OG0008714	LOC109421944	AGAP011687
OG0008715	LOC109404509	AGAP002841
OG0008716	LOC109416180	AGAP029199
OG0008717	LOC109416185	AGAP003905
OG0008718	LOC109406293	AGAP004314
OG0008720	LOC115255773	AGAP001261
OG0008721	LOC109428009, LOC109418238	AGAP001522
OG0008722	LOC109621915	AGAP011371
OG0008723	LOC109428359	AGAP000556
OG0008724	LOC109415224	AGAP000480
OG0008725	LOC109407903	AGAP010690
OG0008726	LOC109401282	AGAP010350
OG0008727	LOC109414179	AGAP002509
OG0008728	LOC109433159	AGAP011494
OG0008729	LOC115263794	AGAP003351
OG0008730	LOC109405774	AGAP002551
OG0008732	LOC109426544	AGAP004145
OG0008733	LOC109623147	AGAP005470
OG0008735	LOC109430133	AGAP028095
OG0008736	LOC109623400	AGAP009414
OG0008737	LOC109429618	AGAP009406
OG0008738	LOC109409838	AGAP011724
OG0008739	LOC109411146	AGAP005003
OG0008740	LOC109408206	AGAP005509
OG0008742	LOC109411133	AGAP005510
OG0008743	LOC109411138	AGAP005511
OG0008744	LOC109402436	AGAP004629
OG0008745	LOC109405470	AGAP004490
OG0008746	LOC109402450	AGAP004630
OG0008747	LOC109419092	AGAP009812
OG0008749	LOC134291611	AGAP012587
OG0008750	LOC109412510	AGAP005586
OG0008751	LOC109399854	AGAP004633
OG0008752	LOC115253603	AGAP002857
OG0008753	LOC109406157	AGAP003148
OG0008754	LOC109401778	AGAP002222
OG0008755	LOC109406137	AGAP002217
OG0008756	LOC109401784	AGAP002216
OG0008757	LOC109406136	AGAP002215
OG0008758	LOC109406160	AGAP013480
OG0008759	LOC109406135	AGAP004246
OG0008760	LOC109401782	AGAP004245
OG0008761	LOC115253473	AGAP000743
OG0008762	LOC115267166	AGAP000127
OG0008763	LOC109404807	AGAP009335
OG0008764	LOC109415571	AGAP000341
OG0008765	LOC109415572	AGAP013392
OG0008766	LOC109431478	AGAP000856
OG0008767	LOC109431512	AGAP000830
OG0008768	LOC109414485	AGAP004853
OG0008770	LOC115270277	AGAP005128
OG0008771	LOC115270263	AGAP005135
OG0008772	LOC109422843	AGAP005185
OG0008773	LOC109419344	AGAP001569
OG0008774	LOC109412153	AGAP003177
OG0008775	LOC109412158	AGAP003178
OG0008776	LOC109431413	AGAP002655
OG0008777	LOC109431824	AGAP009023
OG0008778	LOC109431831	AGAP009024
OG0008779	LOC109431814	AGAP008407
OG0008780	LOC109431815	AGAP009022
OG0008781	LOC115256971	AGAP006247
OG0008782	LOC134285053	AGAP000092
OG0008783	LOC109432652	AGAP011820
OG0008784	LOC109621516	AGAP029666
OG0008785	LOC109408007	AGAP005635
OG0008786	LOC109405153	AGAP007025
OG0008787	LOC109405151	AGAP005633
OG0008788	LOC109408011	AGAP007026
OG0008789	LOC109402723	AGAP006451
OG0008790	LOC115269864	AGAP003630
OG0008792	LOC109406843	AGAP029646
OG0008793	LOC109425515	AGAP004085
OG0008794	LOC109417286	AGAP002659
OG0008795	LOC109417289	AGAP002656
OG0008797	LOC109417290	AGAP002657
OG0008798	LOC134287884	AGAP009934
OG0008799	LOC115253729	AGAP000795
OG0008800	LOC109421817	AGAP000394
OG0008801	LOC109408213	AGAP005040
OG0008802	LOC109411155	AGAP005045
OG0008803	LOC115269328	AGAP004574
OG0008804	LOC109412496, LOC109420800	AGAP006070
OG0008805	LOC109402384	AGAP004060
OG0008806	LOC109402471	AGAP004599
OG0008807	LOC109412141	AGAP003167
OG0008808	LOC109429382	AGAP010159
OG0008809	LOC109622404	AGAP007671
OG0008810	LOC109417953	AGAP005323
OG0008811	LOC109418288	AGAP001545
OG0008812	LOC109418300	AGAP013243
OG0008813	LOC109418285	AGAP001544
OG0008814	LOC115268230	AGAP028409
OG0008815	LOC109401099, LOC115266114	AGAP003749
OG0008816	LOC109413865	AGAP004812
OG0008817	LOC109405267	AGAP004678
OG0008818	LOC115263181	AGAP005729
OG0008819	LOC109418753	AGAP010486
OG0008820	LOC109399943	AGAP004405
OG0008821	LOC109399965	AGAP004403
OG0008822	LOC109427452	AGAP009029
OG0008823	LOC134287665, LOC109427477	AGAP009030
OG0008826	LOC109428774	AGAP028410
OG0008827	LOC109428755	AGAP011173
OG0008828	LOC109424536	AGAP002143
OG0008829	LOC109428775	AGAP011130
OG0008830	LOC109400970	AGAP003580
OG0008831	LOC109405103	AGAP012358, AGAP012892
OG0008832	LOC115270030	AGAP006547
OG0008833	LOC109401148	AGAP012361
OG0008834	LOC109398694	AGAP028197
OG0008835	LOC109428719	AGAP007970
OG0008836	LOC109428475	AGAP000102
OG0008837	LOC109431476	AGAP003906
OG0008838	LOC109404369	AGAP006518
OG0008839	LOC109403038	AGAP006542
OG0008840	LOC109427669	AGAP028025
OG0008841	LOC134291821	AGAP011301
OG0008842	LOC134289627	AGAP011300
OG0008843	LOC109413114	AGAP010719
OG0008844	LOC109430195	AGAP003699, AGAP003697
OG0008845	LOC109430124	AGAP003686
OG0008846	LOC109427566	AGAP028190
OG0008847	LOC115260011	AGAP000100
OG0008848	LOC109412860	AGAP013263
OG0008849	LOC109410893	AGAP001326
OG0008850	LOC109410892	AGAP002107
OG0008851	LOC109427912	AGAP009862
OG0008852	LOC115255583	AGAP028228
OG0008853	LOC109400188	AGAP001106
OG0008854	LOC109399534	AGAP006828
OG0008855	LOC109429192	AGAP004239
OG0008856	LOC109398862	AGAP004241
OG0008857	LOC115269343	AGAP004424
OG0008858	LOC109415595	AGAP000485
OG0008859	LOC109417571	AGAP005072
OG0008860	LOC109424175	AGAP006974
OG0008861	LOC109412037	AGAP004753
OG0008862	LOC109417689	AGAP028730
OG0008863	LOC109417687	AGAP009070
OG0008865	LOC109423355	AGAP007711
OG0008866	LOC109430232	AGAP005896
OG0008867	LOC109406946	AGAP003319
OG0008868	LOC109424428	AGAP008002
OG0008869	LOC109424444	AGAP010134
OG0008870	LOC109433241	AGAP013742
