Orthogroup	Aalbopictus_AalbF5	AfunestusAfunGA1
OG0007260	LOC109401023	AFUN2_004456
OG0007261	LOC109416915	AFUN2_001545
OG0007262	LOC109417983	AFUN2_008311
OG0007263	LOC109422055	AFUN2_012875
OG0007264	LOC109430493	AFUN2_010545
OG0007265	LOC109400860	AFUN2_007732
OG0007266	LOC109427357	AFUN2_013260
OG0007267	LOC109424496	AFUN2_005687
OG0007268	LOC109403149	AFUN2_009535
OG0007269	LOC109425886	AFUN2_002892
OG0007270	LOC115256309	AFUN2_009199
OG0007271	LOC109420337	AFUN2_014731
OG0007272	LOC109432682	AFUN2_000548
OG0007273	LOC109423965	AFUN2_004951
OG0007274	LOC109404578	AFUN2_003863
OG0007275	LOC115254113	AFUN2_000630
OG0007276	LOC109408773	AFUN2_006265
OG0007277	LOC109397718	AFUN2_001745
OG0007278	LOC109409527	AFUN2_001403
OG0007279	LOC109431491	AFUN2_001931
OG0007280	LOC109621813	AFUN2_004542
OG0007281	LOC109407423	AFUN2_011240
OG0007282	LOC115259840	AFUN2_001162
OG0007283	LOC134284716	AFUN2_006613
OG0007284	LOC109431516	AFUN2_008685
OG0007285	LOC109430003	AFUN2_006028
OG0007286	LOC109419661	AFUN2_012350
OG0007287	LOC109431392	AFUN2_006724
OG0007288	LOC109428432	AFUN2_009397
OG0007290	LOC109415607	AFUN2_010188
OG0007291	LOC109430663	AFUN2_012271
OG0007292	LOC109421801	AFUN2_001315
OG0007293	LOC109622759	AFUN2_006829
OG0007294	LOC109622444	AFUN2_013970
OG0007295	LOC109428466	AFUN2_008225
OG0007296	LOC109424501	AFUN2_003257
OG0007297	LOC109621717	AFUN2_010821
OG0007298	LOC109426891	AFUN2_007444
OG0007299	LOC109406069	AFUN2_006332
OG0007300	LOC109425028	AFUN2_001006
OG0007302	LOC109418654, LOC109414791	AFUN2_002940
OG0007303	LOC109408816	AFUN2_007638
OG0007304	LOC109429600	AFUN2_002718
OG0007305	LOC109428406	AFUN2_007736
OG0007306	LOC109397232	AFUN2_013692
OG0007307	LOC109428439	AFUN2_008032
OG0007308	LOC109424624	AFUN2_007548
OG0007309	LOC109410266	AFUN2_007767
OG0007310	LOC109427875	AFUN2_011327
OG0007311	LOC109622365	AFUN2_001250
OG0007312	LOC109621712	AFUN2_008643
OG0007313	LOC115256196	AFUN2_003271
OG0007314	LOC109420344	AFUN2_003765
OG0007315	LOC109411673	AFUN2_001136
OG0007316	LOC109414699	AFUN2_009808
OG0007317	LOC109405641	AFUN2_013701
OG0007318	LOC115253884	AFUN2_008196
OG0007319	LOC109401875	AFUN2_005287
OG0007320	LOC109416238	AFUN2_010586
OG0007321	LOC109407726	AFUN2_014497
OG0007322	LOC109397294	AFUN2_003994
OG0007323	LOC109430212	AFUN2_005893
OG0007325	LOC109417485	AFUN2_010606
OG0007326	LOC109433308	AFUN2_008474
OG0007327	LOC109400381	AFUN2_008174
OG0007328	LOC109428138	AFUN2_001690
OG0007329	LOC109429791	AFUN2_012880
OG0007330	LOC109421442	AFUN2_009595
OG0007331	LOC115261471	AFUN2_013505
OG0007332	LOC115267180	AFUN2_006085
OG0007333	LOC109401424, LOC115257139	AFUN2_010487
OG0007334	LOC109432675	AFUN2_001998
OG0007335	LOC109415008	AFUN2_005278
OG0007336	LOC109426668	AFUN2_003228
OG0007337	LOC109414320	AFUN2_013247
OG0007338	LOC109411253	AFUN2_002070
OG0007339	LOC109408357	AFUN2_006979
OG0007340	LOC109432167	AFUN2_011947
OG0007341	LOC109406960	AFUN2_005083
OG0007342	LOC109422689	AFUN2_013510
OG0007343	LOC109422714	AFUN2_003402
OG0007344	LOC109430292	AFUN2_008442
OG0007345	LOC109400529	AFUN2_013250
OG0007346	LOC109423065	AFUN2_006051
OG0007347	LOC109415006	AFUN2_009031
OG0007348	LOC109425736	AFUN2_014716
OG0007349	LOC115257640, LOC109433076	AFUN2_003814
OG0007350	LOC115256185	AFUN2_003828
OG0007351	LOC109422990	AFUN2_008352
OG0007352	LOC134285544, LOC109412716	AFUN2_014220
OG0007353	LOC109432691	AFUN2_003327
OG0007354	LOC115258005	AFUN2_003344
OG0007355	LOC115260636	AFUN2_003294
OG0007356	LOC109403280	AFUN2_012846
OG0007357	LOC109622172	AFUN2_014098
OG0007358	LOC115257176	AFUN2_010446
OG0007359	LOC109428482	AFUN2_006833
OG0007360	LOC115264641	AFUN2_003158
OG0007361	LOC109420917	AFUN2_013543
OG0007362	LOC109621718	AFUN2_009986
OG0007363	LOC115262112	AFUN2_014389
OG0007364	LOC109411406	AFUN2_012531
OG0007365	LOC109423258	AFUN2_011705
OG0007366	LOC109409682	AFUN2_008428
OG0007367	LOC109404006	AFUN2_005453
OG0007368	LOC109413222	AFUN2_002973
OG0007369	LOC109621289	AFUN2_014592
OG0007370	LOC109432284	AFUN2_008248
OG0007371	LOC109401829	AFUN2_001480
OG0007372	LOC109423129	AFUN2_002977
OG0007373	LOC109415232	AFUN2_006329
OG0007374	LOC115253718	AFUN2_004733
OG0007375	LOC109418021	AFUN2_013938
OG0007376	LOC109422038	AFUN2_009646
OG0007377	LOC115266519	AFUN2_003311
OG0007378	LOC115270170	AFUN2_010743
OG0007379	LOC109400494	AFUN2_012304
OG0007380	LOC109414257	AFUN2_006472
OG0007381	LOC109403770	AFUN2_011974
OG0007382	LOC109412534	AFUN2_010983
OG0007383	LOC109427438	AFUN2_012222
OG0007384	LOC109433404	AFUN2_006591
OG0007385	LOC109416814	AFUN2_011741
OG0007386	LOC109402218	AFUN2_008100
OG0007387	LOC109623298	AFUN2_007364
OG0007388	LOC109416142	AFUN2_010266
OG0007389	LOC115255085	AFUN2_009756
OG0007390	LOC109404377	AFUN2_000989
OG0007391	LOC109430908	AFUN2_000874
OG0007393	LOC109403282	AFUN2_005042
OG0007394	LOC109400044, LOC115263864	AFUN2_011894
OG0007395	LOC109424679	AFUN2_010384
OG0007396	LOC115263319	AFUN2_004282
OG0007397	LOC109408940	AFUN2_007322
OG0007398	LOC109415747	AFUN2_014335
OG0007399	LOC109401674	AFUN2_009225
OG0007400	LOC109414810	AFUN2_001789
OG0007401	LOC109401024	AFUN2_010639
OG0007402	LOC109430558	AFUN2_011928
OG0007403	LOC109403769	AFUN2_008084
OG0007404	LOC115262186	AFUN2_010108
OG0007405	LOC109621317	AFUN2_007651
OG0007406	LOC109415235	AFUN2_008498
OG0007407	LOC109418057	AFUN2_011671
OG0007408	LOC109416413	AFUN2_014606
OG0007409	LOC109412033	AFUN2_010534
OG0007410	LOC109423689	AFUN2_002801
OG0007411	LOC115258735	AFUN2_003710
OG0007412	LOC109408282	AFUN2_002451
OG0007413	LOC109399839	AFUN2_001613
OG0007414	LOC109423323	AFUN2_009423
OG0007415	LOC109426083	AFUN2_005061
OG0007416	LOC109431902	AFUN2_010414
OG0007417	LOC109398355	AFUN2_005457
OG0007418	LOC109422899	AFUN2_014409
OG0007419	LOC109403999	AFUN2_012379
OG0007420	LOC109407914	AFUN2_013848
OG0007421	LOC115253497	AFUN2_014380
OG0007422	LOC109413762	AFUN2_002630
OG0007423	LOC109418949	AFUN2_004732
OG0007424	LOC109427460, LOC115256595	AFUN2_007558
OG0007425	LOC109410157	AFUN2_009372
OG0007426	LOC109408366	AFUN2_010986
OG0007427	LOC109422631	AFUN2_005055
OG0007428	LOC109426683	AFUN2_010589
OG0007429	LOC109398042	AFUN2_000408
OG0007430	LOC115258398	AFUN2_009378
OG0007431	LOC109427470, LOC115254769	AFUN2_001272
OG0007432	LOC109425712	AFUN2_005729
OG0007433	LOC109428268	AFUN2_008467
OG0007434	LOC109405141	AFUN2_012072
OG0007435	LOC109397006	AFUN2_013998
OG0007436	LOC109424173	AFUN2_011037
OG0007437	LOC109428910	AFUN2_009554
OG0007438	LOC115263303	AFUN2_010288
OG0007439	LOC109622797	AFUN2_013416
OG0007440	LOC109404591	AFUN2_013127
OG0007441	LOC109417254	AFUN2_002161
OG0007442	LOC109431061	AFUN2_006676
OG0007443	LOC109424254	AFUN2_013877
OG0007444	LOC109402633	AFUN2_002765
OG0007445	LOC109433632	AFUN2_006697
OG0007446	LOC109418971	AFUN2_011667
OG0007447	LOC109429690	AFUN2_002129
OG0007448	LOC109430889	AFUN2_004941
OG0007449	LOC109426813	AFUN2_013687
OG0007450	LOC109404233	AFUN2_001845
OG0007451	LOC109409361	AFUN2_012204
OG0007452	LOC109398515	AFUN2_003099
OG0007453	LOC109405762	AFUN2_007752
OG0007454	LOC109409886	AFUN2_009038
OG0007455	LOC115270375	AFUN2_000516
OG0007456	LOC109397363	AFUN2_014178
OG0007457	LOC109407828, LOC134285918	AFUN2_013463
OG0007458	LOC115260848	AFUN2_009973
OG0007459	LOC109432116	AFUN2_010997
OG0007460	LOC109413260	AFUN2_003973
OG0007461	LOC109419634	AFUN2_006467
OG0007463	LOC109420662	AFUN2_011022
OG0007464	LOC115258752	AFUN2_007678
OG0007465	LOC109412398	AFUN2_002553
OG0007466	LOC109419741	AFUN2_010368
OG0007468	LOC109432646	AFUN2_007577
OG0007469	LOC109399478	AFUN2_003692
OG0007470	LOC115270213	AFUN2_007756
OG0007471	LOC109417842	AFUN2_001695
OG0007472	LOC109414694	AFUN2_005330
OG0007473	LOC115267513	AFUN2_009857
OG0007474	LOC109400001	AFUN2_009462
OG0007475	LOC115264097, LOC109402404	AFUN2_001458
OG0007476	LOC109417793	AFUN2_005344
OG0007477	LOC109397949	AFUN2_011637
OG0007478	LOC109428481	AFUN2_001499
OG0007479	LOC109408623	AFUN2_004744
OG0007480	LOC109413489	AFUN2_008848
OG0007481	LOC109397864	AFUN2_004391
OG0007482	LOC109408124	AFUN2_001619
OG0007483	LOC109418124	AFUN2_007175
OG0007484	LOC109412126	AFUN2_009229
OG0007485	LOC115254777, LOC109422849	AFUN2_004767
OG0007486	LOC109622037, LOC115259815	AFUN2_003282
OG0007487	LOC109428471	AFUN2_007729
OG0007488	LOC109407440	AFUN2_006238
OG0007489	LOC109430734	AFUN2_006323
OG0007490	LOC109428436	AFUN2_005566
OG0007491	LOC109409696	AFUN2_012788
OG0007492	LOC109432121	AFUN2_007040
OG0007493	LOC109417230	AFUN2_002701
OG0007494	LOC109432382	AFUN2_007591
OG0007495	LOC109412143	AFUN2_006263
OG0007496	LOC134283920	AFUN2_013454
OG0007497	LOC109423546	AFUN2_001903
OG0007498	LOC115253727	AFUN2_012842
OG0007499	LOC109425691	AFUN2_010006
OG0007500	LOC109400928	AFUN2_007845
OG0007501	LOC109406629	AFUN2_002185
OG0007503	LOC109417893	AFUN2_011020
OG0007504	LOC109427038	AFUN2_005374
OG0007505	LOC134283905	AFUN2_011711
OG0007506	LOC115268208	AFUN2_001443
OG0007507	LOC109403225	AFUN2_007795
OG0007508	LOC115255079	AFUN2_011315
OG0007509	LOC109400488	AFUN2_004296
OG0007510	LOC109409249	AFUN2_009645
OG0007511	LOC109427762	AFUN2_006392
OG0007512	LOC109412019	AFUN2_014547
OG0007513	LOC109409922	AFUN2_003534
OG0007514	LOC109414474	AFUN2_011662
OG0007515	LOC109429924	AFUN2_010505
OG0007516	LOC109429040	AFUN2_000975
OG0007517	LOC109404426	AFUN2_005686
OG0007518	LOC109432009	AFUN2_007129
OG0007519	LOC109432535	AFUN2_002360
OG0007520	LOC109421953	AFUN2_002715
OG0007521	LOC115260190	AFUN2_008847
OG0007522	LOC115265339	AFUN2_012025
OG0007523	LOC109422130	AFUN2_001367
OG0007524	LOC109403802	AFUN2_011133
OG0007525	LOC109416460	AFUN2_005054
OG0007526	LOC109407262	AFUN2_001625
OG0007527	LOC109401916	AFUN2_012171
OG0007528	LOC109426844, LOC134288481	AFUN2_004991
OG0007529	LOC109424815	AFUN2_001111
OG0007530	LOC109404268	AFUN2_009994
OG0007531	LOC109425509	AFUN2_001510
OG0007532	LOC109400129	AFUN2_006344
OG0007533	LOC109422962	AFUN2_009456
OG0007534	LOC109414613	AFUN2_014760
OG0007536	LOC109431614	AFUN2_004151
OG0007537	LOC115269703	AFUN2_001560
OG0007538	LOC109416813	AFUN2_006394
OG0007539	LOC109431391	AFUN2_000933
OG0007540	LOC109400065	AFUN2_012036
OG0007541	LOC109420353	AFUN2_004529
OG0007542	LOC109429646	AFUN2_010036
OG0007543	LOC109398009	AFUN2_012468
OG0007544	LOC109412161	AFUN2_005385
OG0007545	LOC109397777	AFUN2_012528
OG0007546	LOC109623319	AFUN2_001089
OG0007547	LOC109425744	AFUN2_010437
OG0007548	LOC109422034	AFUN2_010016
OG0007549	LOC109413112	AFUN2_010477
OG0007550	LOC109427534	AFUN2_001710
OG0007551	LOC115262467	AFUN2_014029
OG0007552	LOC109430021	AFUN2_012056
OG0007553	LOC109411581	AFUN2_001870
OG0007554	LOC109420936	AFUN2_013989
OG0007555	LOC109621807	AFUN2_009322
OG0007556	LOC109428433	AFUN2_009649
OG0007557	LOC109426378	AFUN2_005366
OG0007558	LOC109621883	AFUN2_006325
OG0007559	LOC109401305	AFUN2_003611
OG0007560	LOC109418761	AFUN2_006137
OG0007561	LOC109428685	AFUN2_001806
OG0007562	LOC109422356	AFUN2_001647
OG0007563	LOC109419403	AFUN2_006000
OG0007564	LOC109414609	AFUN2_005121
OG0007565	LOC109416927	AFUN2_000639
OG0007566	LOC109427657	AFUN2_001753
OG0007567	LOC109415253	AFUN2_010428
OG0007568	LOC109407040	AFUN2_004236
OG0007569	LOC115270189	AFUN2_010727
OG0007570	LOC109424534	AFUN2_008563
OG0007571	LOC109430363	AFUN2_011373
OG0007572	LOC109431761	AFUN2_009067
OG0007573	LOC109403856	AFUN2_003964
OG0007574	LOC109623145	AFUN2_005898
OG0007575	LOC109422630	AFUN2_003595
OG0007576	LOC115270442	AFUN2_008009
OG0007577	LOC109421144	AFUN2_009153
OG0007578	LOC109415605	AFUN2_007237
OG0007579	LOC109423140	AFUN2_010597
OG0007580	LOC109425117	AFUN2_009165
OG0007581	LOC109423302	AFUN2_007706
OG0007582	LOC115254025	AFUN2_000831
OG0007583	LOC109432314	AFUN2_004044
OG0007584	LOC109411235	AFUN2_011809
OG0007585	LOC109415666	AFUN2_001461
OG0007586	LOC115254158	AFUN2_004896
OG0007587	LOC109422468	AFUN2_005108
OG0007588	LOC109401912	AFUN2_001244
OG0007589	LOC134284982	AFUN2_014169
OG0007590	LOC109406321	AFUN2_000815
OG0007591	LOC109405222	AFUN2_006555
OG0007592	LOC109401240	AFUN2_005345
OG0007593	LOC109423210	AFUN2_013288
OG0007594	LOC109423626	AFUN2_014720
OG0007595	LOC109405617	AFUN2_011439
OG0007596	LOC109420076	AFUN2_004574
OG0007597	LOC109406929	AFUN2_005537
OG0007598	LOC109428695	AFUN2_003914
OG0007599	LOC109429597	AFUN2_012334
OG0007600	LOC109417869	AFUN2_013085
OG0007601	LOC109403239	AFUN2_011187
OG0007602	LOC109622356	AFUN2_001327
OG0007603	LOC109407939	AFUN2_008229
OG0007604	LOC109621473	AFUN2_003357
OG0007605	LOC109422379	AFUN2_012806
OG0007606	LOC109423866	AFUN2_009318
OG0007607	LOC109413956	AFUN2_011548
OG0007608	LOC109414482	AFUN2_006779
OG0007609	LOC109427876	AFUN2_001912
OG0007610	LOC109397198	AFUN2_006032
OG0007611	LOC109409477	AFUN2_002052
OG0007612	LOC134288904, LOC109417253	AFUN2_013480
OG0007613	LOC109406007	AFUN2_013579
OG0007614	LOC109422082	AFUN2_012152
OG0007615	LOC109419102	AFUN2_000839
OG0007616	LOC115270041	AFUN2_010696
OG0007617	LOC109422953	AFUN2_012959
OG0007618	LOC109430032	AFUN2_010452
OG0007619	LOC109416682	AFUN2_001134
OG0007620	LOC109430541	AFUN2_010268
OG0007621	LOC115253630	AFUN2_014148
OG0007622	LOC109401004	AFUN2_000801
OG0007623	LOC109420405	AFUN2_011035
OG0007624	LOC109420816	AFUN2_003371
OG0007625	LOC109427791	AFUN2_004554
OG0007626	LOC109400482	AFUN2_008159
OG0007627	LOC109413839	AFUN2_008694
OG0007628	LOC109426022	AFUN2_010812
OG0007629	LOC134285323, LOC109402067	AFUN2_013177
OG0007630	LOC109423939	AFUN2_000481
OG0007631	LOC115256094	AFUN2_010026
OG0007632	LOC109408430	AFUN2_000472
OG0007633	LOC109413972	AFUN2_007670
OG0007634	LOC109426171	AFUN2_013633
OG0007635	LOC109425710	AFUN2_005141
OG0007636	LOC109430297	AFUN2_004227
OG0007637	LOC109425837	AFUN2_012978
OG0007638	LOC109407996	AFUN2_004238
OG0007639	LOC109410345	AFUN2_003606
OG0007640	LOC109403689	AFUN2_007087
OG0007641	LOC109407326	AFUN2_004485
OG0007642	LOC109420819	AFUN2_001801
OG0007643	LOC109401880	AFUN2_007245
OG0007644	LOC109403658	AFUN2_003380
OG0007645	LOC109408266	AFUN2_007881
OG0007646	LOC109419418	AFUN2_012911
OG0007647	LOC109409565	AFUN2_007895
OG0007648	LOC109402049	AFUN2_008325
OG0007649	LOC109401907	AFUN2_000650
OG0007650	LOC109621877	AFUN2_006354
OG0007651	LOC109405894	AFUN2_001633
OG0007652	LOC109408028	AFUN2_012143
OG0007653	LOC109426515	AFUN2_014032
OG0007654	LOC109417547	AFUN2_008578
OG0007655	LOC115254060	AFUN2_006912
OG0007656	LOC115254164	AFUN2_013129
OG0007657	LOC109418995	AFUN2_007247
OG0007658	LOC115263171	AFUN2_007880
OG0007659	LOC109411980	AFUN2_001732
OG0007660	LOC109418396	AFUN2_004417
OG0007661	LOC109621687	AFUN2_013253
OG0007662	LOC109422996	AFUN2_006770
OG0007663	LOC109430479	AFUN2_002659
OG0007664	LOC109426145	AFUN2_009813
OG0007665	LOC109417756	AFUN2_012781
OG0007666	LOC109404623	AFUN2_010393
OG0007667	LOC109416907	AFUN2_011405
OG0007668	LOC109428653	AFUN2_011189
OG0007669	LOC109423066	AFUN2_013861
OG0007670	LOC109432155	AFUN2_008227
OG0007671	LOC109398850	AFUN2_005724
OG0007672	LOC109423569	AFUN2_010713
OG0007674	LOC109431514	AFUN2_013754
OG0007675	LOC109429868	AFUN2_005877
OG0007676	LOC109430629	AFUN2_010474
OG0007677	LOC109414268	AFUN2_002163
OG0007678	LOC115258208	AFUN2_009454
OG0007679	LOC134291872	AFUN2_010951
OG0007680	LOC109431349	AFUN2_001107
OG0007681	LOC115266760	AFUN2_014800
OG0007682	LOC109428460	AFUN2_010355
OG0007683	LOC109430809	AFUN2_001901
OG0007684	LOC109407640	AFUN2_002128
OG0007685	LOC109422942	AFUN2_013414
OG0007686	LOC109427703	AFUN2_008513
OG0007687	LOC109397310, LOC109423182	AFUN2_013525
OG0007688	LOC109423294	AFUN2_001572
OG0007689	LOC109414157	AFUN2_009593
OG0007690	LOC109409693	AFUN2_004426
OG0007691	LOC109415811	AFUN2_001701
OG0007692	LOC109409851	AFUN2_007606
OG0007694	LOC109420024	AFUN2_012536
OG0007695	LOC109411730	AFUN2_008860
OG0007696	LOC109420110	AFUN2_012874
OG0007697	LOC109431130	AFUN2_007290
OG0007698	LOC109421520	AFUN2_014719
OG0007699	LOC109398209	AFUN2_005974
OG0007700	LOC109418830	AFUN2_005196
OG0007701	LOC109415238	AFUN2_012726
OG0007702	LOC109408361	AFUN2_014387
OG0007703	LOC109412806	AFUN2_001325
OG0007704	LOC109413486	AFUN2_005355
OG0007705	LOC109422441	AFUN2_014685
OG0007706	LOC109397298	AFUN2_007163
OG0007707	LOC115266109	AFUN2_004553
OG0007708	LOC109420404	AFUN2_009160
OG0007709	LOC109403070	AFUN2_009765
OG0007710	LOC109430282	AFUN2_013195
OG0007711	LOC109431107	AFUN2_012299
OG0007712	LOC115265418	AFUN2_004393
OG0007713	LOC109418655	AFUN2_006656
OG0007714	LOC109405312	AFUN2_002182
OG0007715	LOC109408294	AFUN2_009368
OG0007716	LOC109414103	AFUN2_013919
OG0007717	LOC109408287	AFUN2_001259
OG0007718	LOC109424638, LOC134284319	AFUN2_000518
OG0007719	LOC109412527	AFUN2_013165
OG0007720	LOC109398055	AFUN2_002042
OG0007721	LOC109407990	AFUN2_006239
OG0007722	LOC109416253	AFUN2_001294
OG0007723	LOC109414250	AFUN2_000398
OG0007724	LOC109418842	AFUN2_010772
OG0007725	LOC109429575	AFUN2_011288
OG0007726	LOC109428426	AFUN2_004144
OG0007727	LOC115256469, LOC109406978	AFUN2_001298
OG0007728	LOC109622837	AFUN2_011149
OG0007729	LOC109423651	AFUN2_004632
OG0007730	LOC109397236	AFUN2_005636
OG0007731	LOC109407357	AFUN2_003317
OG0007732	LOC109415477	AFUN2_004031
OG0007733	LOC109426682	AFUN2_013207
OG0007734	LOC109411065	AFUN2_013386
OG0007735	LOC115256148	AFUN2_012691
OG0007736	LOC109427093	AFUN2_007544
OG0007737	LOC109405808	AFUN2_013840
OG0007738	LOC109407565	AFUN2_011721
OG0007739	LOC109403341	AFUN2_007135
OG0007740	LOC109412405	AFUN2_010985
OG0007741	LOC109415665	AFUN2_009863
OG0007742	LOC109424976	AFUN2_013441
OG0007743	LOC109401876	AFUN2_004056
OG0007744	LOC109418769	AFUN2_004207
OG0007745	LOC109401225	AFUN2_001270
OG0007746	LOC109426664	AFUN2_007196
OG0007747	LOC109400761	AFUN2_008358
OG0007748	LOC109409472	AFUN2_011874
OG0007749	LOC115259568, LOC109419799	AFUN2_005700
OG0007750	LOC109622975	AFUN2_013117
OG0007751	LOC109411339	AFUN2_014042
OG0007752	LOC109414104, LOC115256060	AFUN2_014362
OG0007753	LOC109422780	AFUN2_012182
OG0007754	LOC109419762	AFUN2_011770
OG0007755	LOC109419974	AFUN2_001302
OG0007756	LOC109417173, LOC115267873	AFUN2_008873
OG0007757	LOC109401910	AFUN2_013733
OG0007758	LOC109408452	AFUN2_002125
OG0007759	LOC109398700	AFUN2_003333, AFUN2_007816
OG0007760	LOC109423308	AFUN2_007259
OG0007761	LOC109410019	AFUN2_007618
OG0007762	LOC109424060	AFUN2_004097
OG0007763	LOC109418093	AFUN2_007260
OG0007764	LOC109398214	AFUN2_001470
OG0007765	LOC109407544	AFUN2_007898
OG0007766	LOC109428455, LOC109422166	AFUN2_012886
OG0007767	LOC109405984	AFUN2_007188
OG0007768	LOC109420665	AFUN2_002964
OG0007769	LOC115260380	AFUN2_012754
OG0007770	LOC109430492	AFUN2_001138
OG0007771	LOC109420443	AFUN2_007449
OG0007772	LOC109424964	AFUN2_012723
OG0007773	LOC109407380	AFUN2_008856
OG0007774	LOC109622450	AFUN2_011111
OG0007775	LOC109397105, LOC134291778	AFUN2_006864
OG0007776	LOC109397273	AFUN2_009340
OG0007778	LOC115257294, LOC109400362	AFUN2_010424
OG0007781	LOC109408866	AFUN2_007202
OG0007782	LOC134291374	AFUN2_006284
OG0007782	LOC109410016	AFUN2_012377, AFUN2_003505, AFUN2_011588
OG0007784	LOC115260965, LOC109412946	AFUN2_008965
OG0007785	LOC109414514	AFUN2_014127
OG0007786	LOC109415761	AFUN2_013606, AFUN2_008579
OG0007787	LOC109424729	AFUN2_008597
OG0007788	LOC109429581	AFUN2_003673
OG0007795	LOC134284937	AFUN2_009188
OG0007795	LOC115268958	AFUN2_006021, AFUN2_002457, AFUN2_014628, AFUN2_004347
OG0007796	LOC115269127	AFUN2_006767
OG0007802	LOC134291890	AFUN2_012090
OG0007838	LOC109415496	AFUN2_004824
OG0007839	LOC115267743	AFUN2_001249
OG0007840	LOC109400877	AFUN2_011085
OG0007841	LOC109415515	AFUN2_014514
OG0007842	LOC109412580	AFUN2_014343
OG0007843	LOC109400874	AFUN2_003724
OG0007844	LOC109408863	AFUN2_005811
OG0007845	LOC109413873	AFUN2_009012
OG0007846	LOC115254340	AFUN2_005445
OG0007847	LOC109413874	AFUN2_004854
OG0007848	LOC109621636	AFUN2_004267
OG0007849	LOC109407938	AFUN2_003965
OG0007850	LOC109423387	AFUN2_003683
OG0007851	LOC109400240	AFUN2_004797
OG0007852	LOC115264539	AFUN2_001689
OG0007853	LOC134291424, LOC134289877	AFUN2_001708
OG0007854	LOC109405105	AFUN2_013208
OG0007855	LOC115253739, LOC134291518	AFUN2_004320
OG0007856	LOC134288118	AFUN2_005009
OG0007859	LOC109420281	AFUN2_008840
OG0007860	LOC109422363	AFUN2_003314
OG0007861	LOC109422378	AFUN2_000875
OG0007862	LOC109422375	AFUN2_012829
OG0007863	LOC134291873	AFUN2_014521
OG0007865	LOC109424406	AFUN2_003190
OG0007866	LOC109424468	AFUN2_011135
OG0007867	LOC109420683	AFUN2_006062
OG0007868	LOC109400752	AFUN2_003218
OG0007869	LOC109420660	AFUN2_010958
OG0007870	LOC109420684	AFUN2_002066
OG0007871	LOC109400734	AFUN2_007925
OG0007872	LOC109420591	AFUN2_007818
OG0007873	LOC109420585	AFUN2_012854
OG0007874	LOC109407639	AFUN2_007579
OG0007875	LOC109425968	AFUN2_009138
OG0007876	LOC115253962	AFUN2_001804
OG0007877	LOC109407642	AFUN2_010340
OG0007878	LOC109411665	AFUN2_014455
OG0007879	LOC115269140	AFUN2_004637
OG0007880	LOC109411670	AFUN2_000750
OG0007881	LOC109404433	AFUN2_006989
OG0007882	LOC109427261	AFUN2_014214
OG0007883	LOC109403715	AFUN2_007353
OG0007884	LOC115264680	AFUN2_001426
OG0007885	LOC109433418	AFUN2_014674
OG0007886	LOC109410675	AFUN2_006258
OG0007887	LOC109407646	AFUN2_000577
OG0007888	LOC109421743	AFUN2_007527
OG0007889	LOC109406083	AFUN2_009276
OG0007890	LOC109421754	AFUN2_002146
OG0007891	LOC109425899	AFUN2_012293
OG0007892	LOC109426049	AFUN2_014692
OG0007893	LOC109426045	AFUN2_008214
OG0007894	LOC109415438	AFUN2_000708
OG0007895	LOC109429910	AFUN2_001038
OG0007896	LOC109429894	AFUN2_006713
OG0007897	LOC109407754	AFUN2_005688
OG0007898	LOC109418909	AFUN2_009655
OG0007899	LOC109401681	AFUN2_006800
OG0007900	LOC109426474	AFUN2_009106
OG0007901	LOC109426481	AFUN2_014261
OG0007902	LOC109408984	AFUN2_008306
OG0007903	LOC109397145	AFUN2_012831
OG0007904	LOC109432339	AFUN2_011674
OG0007905	LOC109432268	AFUN2_004080
OG0007906	LOC109432316	AFUN2_013882
OG0007907	LOC109397161	AFUN2_003651
OG0007908	LOC109403361	AFUN2_001576
OG0007909	LOC109403359	AFUN2_008109
OG0007910	LOC109403350	AFUN2_007414
OG0007911	LOC109415608	AFUN2_009981
OG0007912	LOC109420436	AFUN2_008897
OG0007913	LOC109398744	AFUN2_002247
OG0007914	LOC109404186	AFUN2_004977
OG0007915	LOC109414673	AFUN2_001763
OG0007916	LOC109424800	AFUN2_008205
OG0007917	LOC109430277	AFUN2_012336
OG0007918	LOC109424792	AFUN2_007157
OG0007919	LOC109428427	AFUN2_006186
OG0007920	LOC115262196	AFUN2_008590
OG0007921	LOC109407560	AFUN2_001358
OG0007922	LOC109407555	AFUN2_004924
OG0007923	LOC109411231	AFUN2_012398
OG0007924	LOC109409265	AFUN2_001474
OG0007925	LOC134287812, LOC109409270	AFUN2_013866
OG0007926	LOC109409247	AFUN2_007253
OG0007927	LOC109419611	AFUN2_003106
OG0007928	LOC109622829	AFUN2_004382
OG0007929	LOC134286166, LOC109409253	AFUN2_006397
OG0007930	LOC109419599	AFUN2_004032
OG0007932	LOC109421664	AFUN2_013787
OG0007933	LOC109420638	AFUN2_003395
OG0007934	LOC109420642	AFUN2_013513
OG0007935	LOC134285056	AFUN2_013554
OG0007936	LOC115255089	AFUN2_010228
OG0007937	LOC115263288	AFUN2_013977
OG0007938	LOC109419419	AFUN2_011718
OG0007939	LOC109431763	AFUN2_009482
OG0007940	LOC109418950	AFUN2_007894
OG0007941	LOC109429507	AFUN2_011106
OG0007942	LOC109429506	AFUN2_012105
OG0007943	LOC109418959	AFUN2_005024
OG0007944	LOC115254257	AFUN2_002327
