Orthogroup	AminimusMINIMUS1	AstephensiUCISS2018
OG0007971	AMIN006036	ASTEI20_044637
OG0007972	AMIN006047	ASTEI20_032304
OG0007973	AMIN011074	ASTEI20_043782
OG0007974	AMIN011540	ASTEI20_036709
OG0007975	AMIN011077	ASTEI20_035302
OG0007976	AMIN011073	ASTEI20_043868
OG0007977	AMIN005911	ASTEI20_035636
OG0007978	AMIN001689	ASTEI20_046173
OG0007979	AMIN001346	ASTEI20_038188
OG0007980	AMIN006273	ASTEI20_045207
OG0007981	AMIN011328	ASTEI20_032261
OG0007982	AMIN001178	ASTEI20_039795
OG0007983	AMIN009684	ASTEI20_037619
OG0007984	AMIN009429	ASTEI20_040794
OG0007986	AMIN009060	ASTEI20_037322
OG0007988	AMIN010645	ASTEI20_036884
OG0007989	AMIN009061	ASTEI20_037347
OG0007992	AMIN006234	ASTEI20_031022
OG0007993	AMIN006212	ASTEI20_031130
OG0007996	AMIN006221	ASTEI20_033984
OG0007998	AMIN004635	ASTEI20_044213
OG0007999	AMIN003908	ASTEI20_037193
OG0008000	AMIN003912	ASTEI20_043602
OG0008001	AMIN004063	ASTEI20_033439
OG0008002	AMIN003915	ASTEI20_032559
OG0008004	AMIN003661	ASTEI20_034808
OG0008005	AMIN004762	ASTEI20_040588
OG0008006	AMIN005630	ASTEI20_038032
OG0008008	AMIN005351	ASTEI20_031732
OG0008009	AMIN009828	ASTEI20_037111
OG0008010	AMIN009808	ASTEI20_032951
OG0008011	AMIN015615	ASTEI20_035837
OG0008013	AMIN009810	ASTEI20_034414
OG0008014	AMIN009812	ASTEI20_038222
OG0008015	AMIN007932	ASTEI20_039950
OG0008016	AMIN004488	ASTEI20_041165
OG0008017	AMIN007924	ASTEI20_045898, ASTEI20_044561
OG0008019	AMIN009261	ASTEI20_032697
OG0008020	AMIN004331	ASTEI20_033623
OG0008021	AMIN004330	ASTEI20_038562
OG0008022	AMIN002127	ASTEI20_037803
OG0008023	AMIN002123	ASTEI20_035989
OG0008024	AMIN002116	ASTEI20_035607
OG0008025	AMIN011283	ASTEI20_038484, ASTEI20_044272
OG0008026	AMIN001523	ASTEI20_045052
OG0008027	AMIN001522	ASTEI20_031286
OG0008028	AMIN002742	ASTEI20_033412
OG0008030	AMIN004589	ASTEI20_039618
OG0008031	AMIN002013	ASTEI20_041973
OG0008032	AMIN005796	ASTEI20_036627
OG0008033	AMIN003450	ASTEI20_045190
OG0008034	AMIN002643	ASTEI20_032119
OG0008035	AMIN004913	ASTEI20_044438
OG0008036	AMIN003430	ASTEI20_034596
OG0008037	AMIN005022	ASTEI20_036491
OG0008038	AMIN015887	ASTEI20_037783
OG0008039	AMIN006856	ASTEI20_041624
OG0008040	AMIN005025	ASTEI20_033986
OG0008041	AMIN001383	ASTEI20_034208
OG0008043	AMIN001391	ASTEI20_039943
OG0008044	AMIN001426	ASTEI20_042632
OG0008045	AMIN001422	ASTEI20_039822
OG0008046	AMIN004133	ASTEI20_043864
OG0008047	AMIN010333	ASTEI20_031890
OG0008048	AMIN000826	ASTEI20_034990
OG0008049	AMIN006010	ASTEI20_043209, ASTEI20_035413
OG0008051	AMIN016208	ASTEI20_046105
OG0008052	AMIN003965	ASTEI20_032775
OG0008053	AMIN003966	ASTEI20_031056
OG0008054	AMIN004798	ASTEI20_032462
OG0008055	AMIN003967	ASTEI20_042491
OG0008056	AMIN002662	ASTEI20_034933
OG0008057	AMIN000298	ASTEI20_042255
OG0008058	AMIN009324	ASTEI20_031973
OG0008059	AMIN009325	ASTEI20_039176
OG0008060	AMIN008270	ASTEI20_037520
OG0008061	AMIN009322	ASTEI20_035819
OG0008063	AMIN005085	ASTEI20_039549
OG0008064	AMIN005586	ASTEI20_031054
OG0008066	AMIN005590	ASTEI20_032017
OG0008068	AMIN016082	ASTEI20_043775
OG0008069	AMIN005731	ASTEI20_037321
OG0008070	AMIN007409	ASTEI20_032139
OG0008071	AMIN005521	ASTEI20_036311
OG0008072	AMIN011054	ASTEI20_045391
OG0008074	AMIN011274	ASTEI20_034766
OG0008075	AMIN004731	ASTEI20_031513
OG0008076	AMIN008361	ASTEI20_033734
OG0008077	AMIN008066	ASTEI20_036285
OG0008079	AMIN004503	ASTEI20_040326
OG0008080	AMIN010768	ASTEI20_043013
OG0008081	AMIN001442	ASTEI20_038142
OG0008082	AMIN009592	ASTEI20_040691
OG0008083	AMIN009596	ASTEI20_034579
OG0008085	AMIN008964	ASTEI20_040545
OG0008086	AMIN006579	ASTEI20_035268
OG0008087	AMIN006575	ASTEI20_039994
OG0008088	AMIN009178	ASTEI20_032340
OG0008089	AMIN006578	ASTEI20_041328
OG0008091	AMIN006112	ASTEI20_039332
OG0008092	AMIN000510	ASTEI20_035895
OG0008093	AMIN008977	ASTEI20_036218
OG0008094	AMIN004498	ASTEI20_039402
OG0008095	AMIN010563	ASTEI20_040157
OG0008096	AMIN015650	ASTEI20_046180
OG0008097	AMIN003422	ASTEI20_030918
OG0008098	AMIN003428	ASTEI20_046102
OG0008099	AMIN006585	ASTEI20_032849
OG0008100	AMIN008737	ASTEI20_031471
OG0008101	AMIN010006	ASTEI20_039281
OG0008102	AMIN004068	ASTEI20_036236
OG0008103	AMIN004832	ASTEI20_038555
OG0008104	AMIN005491	ASTEI20_032339
OG0008105	AMIN004475	ASTEI20_039671
OG0008106	AMIN003759	ASTEI20_039858
OG0008110	AMIN004863	ASTEI20_041584
OG0008111	AMIN000876	ASTEI20_042387
OG0008112	AMIN004753	ASTEI20_040376
OG0008113	AMIN002996	ASTEI20_040154
OG0008114	AMIN005689	ASTEI20_044098
OG0008115	AMIN005681	ASTEI20_043665
OG0008116	AMIN015666	ASTEI20_037017
OG0008117	AMIN015896	ASTEI20_038443
OG0008118	AMIN015895	ASTEI20_042113
OG0008119	AMIN004838	ASTEI20_030912
OG0008120	AMIN003492	ASTEI20_038586
OG0008121	AMIN003489	ASTEI20_043107
OG0008122	AMIN015894	ASTEI20_042617
OG0008123	AMIN003490	ASTEI20_043802
OG0008124	AMIN002652	ASTEI20_042769
OG0008125	AMIN003948	ASTEI20_033269
OG0008126	AMIN000862	ASTEI20_042973
OG0008127	AMIN004823	ASTEI20_036995
OG0008128	AMIN008665	ASTEI20_044775
OG0008129	AMIN008667	ASTEI20_031296
OG0008130	AMIN008661	ASTEI20_045942
OG0008131	AMIN007420	ASTEI20_043848
OG0008132	AMIN008397	ASTEI20_038646
OG0008133	AMIN003138	ASTEI20_044845
OG0008134	AMIN003144	ASTEI20_041446
OG0008135	AMIN002700	ASTEI20_037495
OG0008136	AMIN003150	ASTEI20_037757
OG0008137	AMIN002920	ASTEI20_041897
OG0008138	AMIN009127	ASTEI20_033755
OG0008139	AMIN005764	ASTEI20_036323
OG0008140	AMIN008677	ASTEI20_031384
OG0008141	AMIN000819	ASTEI20_033200
OG0008142	AMIN007736	ASTEI20_032254
OG0008143	AMIN005765	ASTEI20_044490
OG0008144	AMIN006911	ASTEI20_037598
OG0008145	AMIN007285	ASTEI20_037286
OG0008146	AMIN015523	ASTEI20_044725
OG0008147	AMIN000147	ASTEI20_040753
OG0008148	AMIN000517	ASTEI20_038093
OG0008149	AMIN000518	ASTEI20_043187
OG0008150	AMIN008177	ASTEI20_033137
OG0008151	AMIN008078	ASTEI20_032081
OG0008152	AMIN008176	ASTEI20_044227
OG0008153	AMIN005070	ASTEI20_033855
OG0008155	AMIN008170	ASTEI20_041273
OG0008156	AMIN003995	ASTEI20_037410
OG0008158	AMIN010601	ASTEI20_043277
OG0008159	AMIN014809	ASTEI20_042433
OG0008160	AMIN001507	ASTEI20_034858
OG0008161	AMIN001026	ASTEI20_035646
OG0008162	AMIN002218	ASTEI20_037827
OG0008164	AMIN003812	ASTEI20_033979
OG0008165	AMIN002829	ASTEI20_037313
OG0008166	AMIN002602	ASTEI20_044311
OG0008167	AMIN001294	ASTEI20_034864
OG0008168	AMIN001279	ASTEI20_042822
OG0008169	AMIN008450	ASTEI20_031617
OG0008170	AMIN008449	ASTEI20_043244
OG0008171	AMIN007464	ASTEI20_038972
OG0008172	AMIN003745	ASTEI20_039555
OG0008173	AMIN001815	ASTEI20_032980
OG0008174	AMIN001469	ASTEI20_038401
OG0008175	AMIN003366	ASTEI20_034291
OG0008176	AMIN000582	ASTEI20_039509
OG0008179	AMIN010735	ASTEI20_033547
OG0008180	AMIN007865	ASTEI20_043524
OG0008181	AMIN007858	ASTEI20_031631
OG0008182	AMIN015877	ASTEI20_035672
OG0008183	AMIN000949	ASTEI20_045130
OG0008184	AMIN003003	ASTEI20_041928
OG0008185	AMIN004766	ASTEI20_042207
OG0008186	AMIN015878	ASTEI20_034220
OG0008187	AMIN003549	ASTEI20_039585
OG0008188	AMIN007006	ASTEI20_044359
OG0008189	AMIN007414	ASTEI20_035879
OG0008190	AMIN004112	ASTEI20_043370
OG0008191	AMIN016163	ASTEI20_041500
OG0008192	AMIN002069	ASTEI20_031124
OG0008193	AMIN007789	ASTEI20_038159
OG0008194	AMIN011197	ASTEI20_033659
OG0008195	AMIN010067	ASTEI20_041670
OG0008196	AMIN011198	ASTEI20_044233
OG0008197	AMIN010143	ASTEI20_044902
OG0008198	AMIN007797	ASTEI20_033847
OG0008199	AMIN004916	ASTEI20_046096
OG0008200	AMIN003539	ASTEI20_034584
OG0008201	AMIN003538	ASTEI20_045143
OG0008202	AMIN004921	ASTEI20_034031
OG0008203	AMIN004917	ASTEI20_037636
OG0008204	AMIN004919	ASTEI20_043017
OG0008205	AMIN007675	ASTEI20_040886
OG0008206	AMIN007424	ASTEI20_042538
OG0008207	AMIN001185	ASTEI20_040685
OG0008208	AMIN009278	ASTEI20_045136
OG0008209	AMIN004442	ASTEI20_038465
OG0008210	AMIN001536	ASTEI20_033850
OG0008211	AMIN006736	ASTEI20_039443
OG0008212	AMIN006097	ASTEI20_046172
OG0008213	AMIN009794	ASTEI20_036846
OG0008215	AMIN009790	ASTEI20_043936
OG0008217	AMIN004205, AMIN004204	ASTEI20_040217
OG0008218	AMIN015510	ASTEI20_039360
OG0008219	AMIN004209	ASTEI20_043396
OG0008220	AMIN004207	ASTEI20_039037
OG0008221	AMIN006529	ASTEI20_032662
OG0008223	AMIN006526	ASTEI20_045360
OG0008224	AMIN016177	ASTEI20_045326
OG0008225	AMIN010265	ASTEI20_042359
OG0008226	AMIN011176	ASTEI20_035713
OG0008227	AMIN010273	ASTEI20_043385
OG0008230	AMIN010276	ASTEI20_030958
OG0008232	AMIN009525	ASTEI20_043700
OG0008233	AMIN002907	ASTEI20_040681
OG0008236	AMIN002884	ASTEI20_033646
OG0008237	AMIN002888	ASTEI20_034437
OG0008238	AMIN004824	ASTEI20_031400
OG0008239	AMIN002901	ASTEI20_037438
OG0008240	AMIN004689	ASTEI20_042578
OG0008241	AMIN000214	ASTEI20_033055
OG0008242	AMIN007996	ASTEI20_040165
OG0008243	AMIN010365	ASTEI20_042616
OG0008244	AMIN001606	ASTEI20_041081
OG0008245	AMIN003894	ASTEI20_032505
OG0008246	AMIN001932	ASTEI20_043571
OG0008247	AMIN003050	ASTEI20_038058
OG0008248	AMIN001933	ASTEI20_040279
OG0008249	AMIN003052	ASTEI20_039605
OG0008250	AMIN009857	ASTEI20_038791
OG0008251	AMIN009870	ASTEI20_038812
OG0008253	AMIN002353	ASTEI20_034897
OG0008254	AMIN003092	ASTEI20_041645
OG0008255	AMIN016065	ASTEI20_034961
OG0008257	AMIN008709	ASTEI20_035126
OG0008258	AMIN002228	ASTEI20_031595
OG0008259	AMIN015836	ASTEI20_035002
OG0008260	AMIN015761	ASTEI20_038528
OG0008262	AMIN002225	ASTEI20_031015
OG0008263	AMIN015833	ASTEI20_044365
OG0008266	AMIN001708	ASTEI20_039118
OG0008267	AMIN007686	ASTEI20_040502
OG0008268	AMIN006142	ASTEI20_041971
OG0008269	AMIN007226	ASTEI20_037116
OG0008270	AMIN009146	ASTEI20_036892
OG0008271	AMIN002570	ASTEI20_034913
OG0008272	AMIN005418	ASTEI20_041516
OG0008274	AMIN005775	ASTEI20_032367
OG0008275	AMIN009283	ASTEI20_041769
OG0008276	AMIN000792	ASTEI20_034847
OG0008277	AMIN000866	ASTEI20_040452
OG0008278	AMIN004171	ASTEI20_042913
OG0008280	AMIN009057	ASTEI20_035523
OG0008281	AMIN006175	ASTEI20_042763
OG0008282	AMIN009058	ASTEI20_034567
OG0008283	AMIN006176	ASTEI20_039512
OG0008284	AMIN009056	ASTEI20_039209
OG0008285	AMIN011033	ASTEI20_033250
OG0008286	AMIN002863	ASTEI20_033164
OG0008287	AMIN000898	ASTEI20_044877
OG0008288	AMIN001897	ASTEI20_035997
OG0008289	AMIN009229	ASTEI20_037431
OG0008290	AMIN003343	ASTEI20_045620
OG0008291	AMIN006540	ASTEI20_042901
OG0008292	AMIN003342	ASTEI20_045063
OG0008293	AMIN003341	ASTEI20_036111
OG0008295	AMIN003297	ASTEI20_039792
OG0008296	AMIN000600	ASTEI20_037444
OG0008298	AMIN004265	ASTEI20_042585
OG0008299	AMIN003518	ASTEI20_038447
OG0008300	AMIN003516	ASTEI20_042606
OG0008301	AMIN004151	ASTEI20_035402
OG0008303	AMIN000384	ASTEI20_044808
OG0008304	AMIN002448	ASTEI20_037942
OG0008305	AMIN016061	ASTEI20_032588
OG0008306	AMIN016062	ASTEI20_033820
OG0008307	AMIN004897	ASTEI20_033072
OG0008308	AMIN002935	ASTEI20_036591
OG0008309	AMIN004866	ASTEI20_034966
OG0008311	AMIN009087	ASTEI20_034817
OG0008314	AMIN000550	ASTEI20_037303
OG0008316	AMIN011574	ASTEI20_045199
OG0008317	AMIN002146	ASTEI20_033953
OG0008318	AMIN002488	ASTEI20_033598
OG0008319	AMIN005124	ASTEI20_045423
OG0008320	AMIN009045	ASTEI20_044383
OG0008321	AMIN005881	ASTEI20_039956
OG0008322	AMIN006003	ASTEI20_045089
OG0008323	AMIN010043	ASTEI20_045909
OG0008327	AMIN001240	ASTEI20_039252
OG0008328	AMIN002297	ASTEI20_045003
OG0008329	AMIN016255	ASTEI20_044018
OG0008332	AMIN007074	ASTEI20_035114
OG0008333	AMIN007538	ASTEI20_034338
OG0008335	AMIN011382	ASTEI20_045486
OG0008336	AMIN011376	ASTEI20_035818
OG0008338	AMIN006424	ASTEI20_032712
OG0008340	AMIN002252	ASTEI20_044855
OG0008341	AMIN002246	ASTEI20_030831
OG0008342	AMIN002248	ASTEI20_032281
OG0008343	AMIN008000	ASTEI20_039759
OG0008344	AMIN011352	ASTEI20_032596
OG0008347	AMIN011354	ASTEI20_033225
OG0008348	AMIN011369	ASTEI20_041739
OG0008349	AMIN004665	ASTEI20_034154
OG0008350	AMIN008716	ASTEI20_035167
OG0008352	AMIN008723	ASTEI20_033294
OG0008353	AMIN000277	ASTEI20_035952
OG0008354	AMIN005431	ASTEI20_041392
OG0008355	AMIN002524	ASTEI20_042099
OG0008357	AMIN010286	ASTEI20_036431
OG0008358	AMIN001153	ASTEI20_045474
OG0008359	AMIN001148	ASTEI20_037503
OG0008361	AMIN002546	ASTEI20_038958
OG0008362	AMIN002548	ASTEI20_034994
OG0008363	AMIN008818	ASTEI20_045892
OG0008364	AMIN003405	ASTEI20_045013
OG0008365	AMIN009643	ASTEI20_038632
OG0008366	AMIN009648	ASTEI20_031945
OG0008367	AMIN004099	ASTEI20_033265
OG0008368	AMIN003275	ASTEI20_036429
OG0008369	AMIN004098	ASTEI20_035624
OG0008370	AMIN003159	ASTEI20_035975
OG0008371	AMIN005111	ASTEI20_034351
OG0008373	AMIN008992	ASTEI20_040832
OG0008374	AMIN008780	ASTEI20_042817
OG0008375	AMIN010972	ASTEI20_036858
OG0008376	AMIN011099	ASTEI20_041457
OG0008377	AMIN004267	ASTEI20_042477
OG0008378	AMIN016237	ASTEI20_035175
OG0008379	AMIN003007	ASTEI20_039925
OG0008380	AMIN003857	ASTEI20_042398
OG0008381	AMIN004130	ASTEI20_044976
OG0008383	AMIN001731	ASTEI20_037345
OG0008384	AMIN001730	ASTEI20_041032
OG0008385	AMIN015505	ASTEI20_038581
OG0008386	AMIN001729	ASTEI20_044191
OG0008387	AMIN011336	ASTEI20_041450
OG0008388	AMIN009543	ASTEI20_042803
OG0008389	AMIN002398	ASTEI20_038709
OG0008390	AMIN007255	ASTEI20_042889
OG0008391	AMIN002777	ASTEI20_041424
OG0008392	AMIN001037	ASTEI20_038250
OG0008393	AMIN001036	ASTEI20_042240
OG0008394	AMIN001050	ASTEI20_031612
OG0008395	AMIN000370	ASTEI20_033596
OG0008396	AMIN000371	ASTEI20_042984
OG0008397	AMIN002737	ASTEI20_043940
OG0008399	AMIN009361	ASTEI20_041367
OG0008400	AMIN008707	ASTEI20_044972
OG0008401	AMIN007312	ASTEI20_033821
OG0008402	AMIN006395	ASTEI20_035866
OG0008403	AMIN006295	ASTEI20_040101
OG0008405	AMIN004738	ASTEI20_034752
OG0008406	AMIN000754	ASTEI20_038540
OG0008407	AMIN000887	ASTEI20_045126
OG0008408	AMIN011560	ASTEI20_043150
OG0008409	AMIN001678	ASTEI20_041244
OG0008410	AMIN003231	ASTEI20_031713
OG0008411	AMIN002982	ASTEI20_034364
OG0008412	AMIN003232	ASTEI20_042337
OG0008413	AMIN004657	ASTEI20_045752
OG0008414	AMIN001548	ASTEI20_040619
OG0008416	AMIN006940	ASTEI20_034703
OG0008417	AMIN006699	ASTEI20_038883
OG0008418	AMIN001888	ASTEI20_038508
OG0008419	AMIN011569	ASTEI20_033883
OG0008420	AMIN006291	ASTEI20_042016
OG0008421	AMIN002876	ASTEI20_043200
OG0008422	AMIN011533	ASTEI20_041320
OG0008423	AMIN000239	ASTEI20_038989, ASTEI20_041116
OG0008424	AMIN000237	ASTEI20_031146
OG0008425	AMIN002947	ASTEI20_035726
OG0008426	AMIN002951	ASTEI20_030810
OG0008427	AMIN003098	ASTEI20_043123
OG0008428	AMIN003407	ASTEI20_032897
OG0008429	AMIN000127	ASTEI20_045566
OG0008430	AMIN006867	ASTEI20_040421
OG0008431	AMIN004454	ASTEI20_042258
OG0008433	AMIN009265	ASTEI20_040687
OG0008434	AMIN008630	ASTEI20_044906
OG0008435	AMIN008631	ASTEI20_039194
OG0008436	AMIN002348	ASTEI20_045757
OG0008437	AMIN016017	ASTEI20_036053
OG0008438	AMIN009734	ASTEI20_042975
OG0008439	AMIN010911	ASTEI20_035598
OG0008440	AMIN001726	ASTEI20_034740
OG0008442	AMIN005182	ASTEI20_036346
OG0008444	AMIN003319	ASTEI20_036686
OG0008445	AMIN008848	ASTEI20_045539
OG0008446	AMIN004882	ASTEI20_039064
OG0008447	AMIN000562	ASTEI20_032396
OG0008448	AMIN005794	ASTEI20_045324
OG0008449	AMIN005779	ASTEI20_030986
OG0008450	AMIN005594	ASTEI20_038621
OG0008451	AMIN016281	ASTEI20_032847
OG0008452	AMIN016273	ASTEI20_037400
OG0008453	AMIN000318	ASTEI20_035270
OG0008454	AMIN000453	ASTEI20_034608
OG0008455	AMIN000457	ASTEI20_038630
OG0008456	AMIN000455	ASTEI20_031226
OG0008457	AMIN000466	ASTEI20_033466
OG0008459	AMIN011011	ASTEI20_034989
OG0008460	AMIN016074	ASTEI20_045167
OG0008461	AMIN004830	ASTEI20_042910
OG0008462	AMIN008330	ASTEI20_045907
OG0008463	AMIN010794	ASTEI20_045794
OG0008464	AMIN010796	ASTEI20_044112
OG0008465	AMIN005150	ASTEI20_042043
OG0008466	AMIN001632	ASTEI20_031932
OG0008467	AMIN005180	ASTEI20_036441
OG0008468	AMIN004646	ASTEI20_045328
OG0008469	AMIN008324	ASTEI20_043494
OG0008470	AMIN008317	ASTEI20_044150
OG0008471	AMIN004590	ASTEI20_043006
OG0008472	AMIN003102	ASTEI20_045972
OG0008474	AMIN010228	ASTEI20_033555
OG0008475	AMIN010234	ASTEI20_032392
OG0008478	AMIN009678	ASTEI20_037162
OG0008479	AMIN007588	ASTEI20_036428
OG0008481	AMIN002379	ASTEI20_041433
OG0008482	AMIN002377	ASTEI20_033491
OG0008483	AMIN005933	ASTEI20_040744
OG0008484	AMIN016196	ASTEI20_031110
OG0008485	AMIN008043	ASTEI20_037366
OG0008488	AMIN011070	ASTEI20_030950
OG0008489	AMIN011242	ASTEI20_032488
OG0008490	AMIN003270	ASTEI20_034672
OG0008492	AMIN009570	ASTEI20_032204
OG0008493	AMIN011171	ASTEI20_034032
OG0008494	AMIN009426	ASTEI20_043174
OG0008495	AMIN002812	ASTEI20_045296
OG0008496	AMIN003609	ASTEI20_045733
OG0008497	AMIN003608	ASTEI20_037398
OG0008498	AMIN008649	ASTEI20_035443
OG0008500	AMIN009010	ASTEI20_041398
OG0008501	AMIN008648	ASTEI20_038789
OG0008502	AMIN015983	ASTEI20_042385
OG0008503	AMIN006504	ASTEI20_034868
OG0008504	AMIN006503	ASTEI20_035034
OG0008505	AMIN011394	ASTEI20_043325
OG0008506	AMIN016180	ASTEI20_044253
OG0008507	AMIN003106	ASTEI20_043141
OG0008508	AMIN004631	ASTEI20_042161
OG0008509	AMIN016091	ASTEI20_034025
OG0008510	AMIN004853	ASTEI20_039338
OG0008511	AMIN015493	ASTEI20_033318
OG0008512	AMIN000535	ASTEI20_043149
OG0008513	AMIN003345	ASTEI20_038065
OG0008514	AMIN004991	ASTEI20_037603
OG0008515	AMIN007898	ASTEI20_040026
OG0008518	AMIN010717	ASTEI20_043897
OG0008519	AMIN000604	ASTEI20_036330
OG0008520	AMIN006090	ASTEI20_035684
OG0008521	AMIN009839	ASTEI20_045170
OG0008522	AMIN009841	ASTEI20_044720
OG0008523	AMIN011164	ASTEI20_035581
OG0008524	AMIN003181	ASTEI20_043367
OG0008525	AMIN003905	ASTEI20_034051
OG0008526	AMIN003899	ASTEI20_040407
OG0008529	AMIN007320	ASTEI20_040417
OG0008530	AMIN006906	ASTEI20_045963
OG0008531	AMIN008910	ASTEI20_042953
OG0008532	AMIN000305	ASTEI20_041062
OG0008534	AMIN010042	ASTEI20_034164
OG0008535	AMIN010041	ASTEI20_040167
OG0008536	AMIN006344	ASTEI20_045302
OG0008537	AMIN006355	ASTEI20_045162
OG0008538	AMIN006350	ASTEI20_035688
OG0008539	AMIN006347	ASTEI20_043550
OG0008540	AMIN008448	ASTEI20_036633
OG0008542	AMIN005785	ASTEI20_036384
OG0008543	AMIN005783	ASTEI20_036997
OG0008545	AMIN000494	ASTEI20_045809
OG0008546	AMIN000496	ASTEI20_037808
OG0008548	AMIN002428	ASTEI20_045050
OG0008549	AMIN005289	ASTEI20_032009
OG0008550	AMIN008195	ASTEI20_035531
OG0008551	AMIN009222	ASTEI20_033835
OG0008552	AMIN005192	ASTEI20_042260
OG0008553	AMIN007473	ASTEI20_033496
OG0008554	AMIN008399	ASTEI20_045552
OG0008555	AMIN003982	ASTEI20_039587
OG0008556	AMIN004764	ASTEI20_037902
OG0008557	AMIN014117	ASTEI20_032701
OG0008558	AMIN003078	ASTEI20_044028
OG0008560	AMIN010696	ASTEI20_036576
OG0008561	AMIN010688	ASTEI20_038477
OG0008563	AMIN004906	ASTEI20_032047
OG0008564	AMIN005276	ASTEI20_031440
OG0008566	AMIN011335	ASTEI20_042783
OG0008567	AMIN002420	ASTEI20_038367
OG0008568	AMIN007450	ASTEI20_032578
OG0008569	AMIN002871	ASTEI20_039148
OG0008570	AMIN000118	ASTEI20_037389
OG0008571	AMIN006568	ASTEI20_034122
OG0008572	AMIN006566	ASTEI20_041454
OG0008573	AMIN006573	ASTEI20_034341
OG0008574	AMIN006570	ASTEI20_032759
OG0008575	AMIN005348	ASTEI20_034076
OG0008576	AMIN005244	ASTEI20_037614
OG0008577	AMIN000056	ASTEI20_032465
OG0008578	AMIN001117	ASTEI20_040297
OG0008579	AMIN001118	ASTEI20_041964
OG0008580	AMIN001128	ASTEI20_044154
OG0008581	AMIN010140	ASTEI20_045070
OG0008583	AMIN000123	ASTEI20_031074
OG0008584	AMIN000213	ASTEI20_035488
OG0008585	AMIN007652	ASTEI20_043813
OG0008586	AMIN007655	ASTEI20_035336
OG0008588	AMIN007656	ASTEI20_038082
OG0008591	AMIN004584	ASTEI20_034762
OG0008592	AMIN016213	ASTEI20_044732, ASTEI20_039985
OG0008593	AMIN003374	ASTEI20_043349
OG0008594	AMIN003409	ASTEI20_039254
OG0008595	AMIN011455	ASTEI20_039949
OG0008596	AMIN010507	ASTEI20_035178
OG0008598	AMIN011487	ASTEI20_041743
OG0008599	AMIN009661	ASTEI20_036934
OG0008600	AMIN011101	ASTEI20_035193
OG0008601	AMIN001642	ASTEI20_038809
OG0008602	AMIN006370	ASTEI20_044065
OG0008603	AMIN016171	ASTEI20_039125
OG0008604	AMIN016167	ASTEI20_041965
OG0008605	AMIN002265	ASTEI20_041026
OG0008606	AMIN008899	ASTEI20_039505
OG0008608	AMIN007191	ASTEI20_036832
OG0008609	AMIN009511	ASTEI20_045525
OG0008610	AMIN008348	ASTEI20_034352
OG0008611	AMIN006159	ASTEI20_042834
OG0008612	AMIN007161	ASTEI20_043615
OG0008613	AMIN008513	ASTEI20_037599
OG0008614	AMIN008504	ASTEI20_043862
OG0008615	AMIN010553	ASTEI20_037799
OG0008616	AMIN009782	ASTEI20_040558
OG0008617	AMIN009487	ASTEI20_044420
OG0008618	AMIN004419	ASTEI20_043895
OG0008619	AMIN011115	ASTEI20_038054
OG0008620	AMIN011338	ASTEI20_034895
OG0008621	AMIN011116	ASTEI20_036066
OG0008622	AMIN004946	ASTEI20_044555
OG0008623	AMIN000006	ASTEI20_042000
OG0008624	AMIN000100	ASTEI20_032515
OG0008625	AMIN008140	ASTEI20_037727
OG0008626	AMIN004754	ASTEI20_036176
OG0008627	AMIN002997	ASTEI20_044807
OG0008628	AMIN004678	ASTEI20_031930
OG0008629	AMIN000902	ASTEI20_045637
OG0008630	AMIN001778	ASTEI20_037037
OG0008631	AMIN010070	ASTEI20_033084
OG0008632	AMIN009410	ASTEI20_046082
OG0008634	AMIN005117	ASTEI20_036179
OG0008635	AMIN007566	ASTEI20_031544
OG0008637	AMIN009273	ASTEI20_040712
OG0008638	AMIN005396	ASTEI20_032896
OG0008639	AMIN000960	ASTEI20_033391
OG0008640	AMIN010575	ASTEI20_034854
OG0008641	AMIN010823	ASTEI20_033862
OG0008642	AMIN010680	ASTEI20_045101
OG0008643	AMIN010658	ASTEI20_040620
OG0008644	AMIN007766	ASTEI20_033161
OG0008645	AMIN009503	ASTEI20_030836
OG0008647	AMIN007617	ASTEI20_036173
OG0008649	AMIN009477	ASTEI20_034173
OG0008650	AMIN006178	ASTEI20_044074
OG0008651	AMIN007519	ASTEI20_033654
OG0008652	AMIN007509	ASTEI20_033565
OG0008653	AMIN000063	ASTEI20_045575
OG0008655	AMIN004025	ASTEI20_042362
OG0008656	AMIN004022	ASTEI20_038520
OG0008657	AMIN000154	ASTEI20_038155
OG0008658	AMIN015786	ASTEI20_038714
OG0008659	AMIN010974	ASTEI20_037352
OG0008660	AMIN014616	ASTEI20_032675
OG0008661	AMIN010973	ASTEI20_040838
OG0008662	AMIN015764	ASTEI20_045000
OG0008663	AMIN010481	ASTEI20_035751
OG0008664	AMIN003663	ASTEI20_045195
OG0008665	AMIN008090	ASTEI20_041796
OG0008666	AMIN002692	ASTEI20_033003
OG0008669	AMIN004464	ASTEI20_031305
OG0008671	AMIN010239	ASTEI20_031893
OG0008672	AMIN002383	ASTEI20_042020
OG0008673	AMIN001196	ASTEI20_039384
OG0008674	AMIN003580	ASTEI20_038297
OG0008675	AMIN002317	ASTEI20_041306
OG0008676	AMIN000265	ASTEI20_031398
OG0008677	AMIN015639	ASTEI20_031014
OG0008678	AMIN007971	ASTEI20_033166
OG0008679	AMIN007967	ASTEI20_034481
OG0008680	AMIN003022	ASTEI20_043873
