Orthogroup	AminimusMINIMUS1	CquinquefasciatusJHB2020
OG0007405	AMIN010407	CQUJHB014817
OG0007406	AMIN010607	CQUJHB001867
OG0007407	AMIN011269	CQUJHB008481
OG0007408	AMIN004281	CQUJHB018444
OG0007409	AMIN007434	CQUJHB016703
OG0007410	AMIN002895	CQUJHB014903
OG0007411	AMIN001682	CQUJHB013552
OG0007412	AMIN000890	CQUJHB016320
OG0007413	AMIN003823	CQUJHB004813
OG0007414	AMIN010280	CQUJHB004063
OG0007415	AMIN010872	CQUJHB000292
OG0007416	AMIN000681	CQUJHB017169
OG0007417	AMIN001908	CQUJHB003291
OG0007418	AMIN011317	CQUJHB003856
OG0007419	AMIN004775	CQUJHB012446
OG0007420	AMIN007725	CQUJHB014728
OG0007421	AMIN008854	CQUJHB005927
OG0007422	AMIN003023	CQUJHB004946
OG0007423	AMIN010538	CQUJHB012137
OG0007425	AMIN005539	CQUJHB001480
OG0007426	AMIN008808	CQUJHB001921
OG0007427	AMIN010952	CQUJHB014416
OG0007428	AMIN007603	CQUJHB003144
OG0007429	AMIN010102	CQUJHB015854
OG0007430	AMIN010562	CQUJHB008860, CQUJHB016040
OG0007431	AMIN007343	CQUJHB013330
OG0007432	AMIN008210	CQUJHB006304
OG0007433	AMIN009556	CQUJHB014754
OG0007434	AMIN007281	CQUJHB001756
OG0007435	AMIN008967	CQUJHB014130
OG0007436	AMIN009962	CQUJHB012562
OG0007437	AMIN006513	CQUJHB008524
OG0007438	AMIN011623	CQUJHB016183
OG0007439	AMIN009533	CQUJHB009248
OG0007440	AMIN010674	CQUJHB007874
OG0007441	AMIN000222	CQUJHB005115
OG0007442	AMIN008490	CQUJHB012465
OG0007443	AMIN011477	CQUJHB014178
OG0007444	AMIN001967	CQUJHB005148
OG0007445	AMIN005691	CQUJHB011156
OG0007446	AMIN010438	CQUJHB015017
OG0007447	AMIN004561	CQUJHB016272
OG0007448	AMIN011254	CQUJHB007506
OG0007449	AMIN010889	CQUJHB008336
OG0007450	AMIN006771	CQUJHB005351
OG0007451	AMIN006726	CQUJHB014255
OG0007452	AMIN006552	CQUJHB018387
OG0007453	AMIN003064	CQUJHB002062
OG0007454	AMIN009193	CQUJHB006847
OG0007455	AMIN007406	CQUJHB014783
OG0007456	AMIN010162	CQUJHB012078, CQUJHB006957
OG0007457	AMIN010486	CQUJHB002858
OG0007459	AMIN003171	CQUJHB003993
OG0007460	AMIN000886	CQUJHB008819
OG0007461	AMIN010799	CQUJHB006822
OG0007462	AMIN000879	CQUJHB015538
OG0007463	AMIN009871	CQUJHB009515
OG0007464	AMIN001519	CQUJHB017076
OG0007465	AMIN001646	CQUJHB018144
OG0007466	AMIN001342	CQUJHB004874
OG0007468	AMIN004308	CQUJHB007679
OG0007469	AMIN007622	CQUJHB009444
OG0007470	AMIN011452	CQUJHB008870
OG0007471	AMIN011219	CQUJHB015177
OG0007472	AMIN005137	CQUJHB011858
OG0007473	AMIN011092	CQUJHB014948
OG0007474	AMIN008858	CQUJHB006252
OG0007475	AMIN004765	CQUJHB007435
OG0007476	AMIN007592	CQUJHB018015
OG0007477	AMIN011418	CQUJHB004696
OG0007478	AMIN005061	CQUJHB004749
OG0007479	AMIN008141	CQUJHB002301
OG0007480	AMIN007794	CQUJHB004344
OG0007481	AMIN005362	CQUJHB013371
OG0007482	AMIN015927	CQUJHB016595
OG0007483	AMIN010442	CQUJHB001247
OG0007484	AMIN000570	CQUJHB016866
OG0007485	AMIN008012	CQUJHB014532
OG0007486	AMIN010136	CQUJHB013602
OG0007487	AMIN005974	CQUJHB007081
OG0007488	AMIN011651	CQUJHB000791
OG0007489	AMIN004687	CQUJHB017167
OG0007490	AMIN005259	CQUJHB007109
OG0007491	AMIN010330	CQUJHB016777
OG0007492	AMIN003864	CQUJHB018458
OG0007493	AMIN005135	CQUJHB011478
OG0007494	AMIN002141	CQUJHB002644
OG0007496	AMIN007346	CQUJHB013837
OG0007497	AMIN004745	CQUJHB012969
OG0007498	AMIN010904	CQUJHB002782
OG0007499	AMIN007770	CQUJHB005325
OG0007500	AMIN004756	CQUJHB014923
OG0007501	AMIN005270	CQUJHB003812, CQUJHB016658
OG0007503	AMIN000612	CQUJHB017868
OG0007504	AMIN004484	CQUJHB007296
OG0007505	AMIN004990	CQUJHB003295
OG0007506	AMIN004361	CQUJHB012407
OG0007507	AMIN007914	CQUJHB014032
OG0007508	AMIN001556	CQUJHB001748
OG0007509	AMIN003640	CQUJHB012680
OG0007510	AMIN009723	CQUJHB008645
OG0007511	AMIN005641	CQUJHB004933
OG0007512	AMIN001598	CQUJHB009849
OG0007513	AMIN010362	CQUJHB004936
OG0007514	AMIN010854	CQUJHB014599
OG0007515	AMIN003813	CQUJHB014227
OG0007516	AMIN010504	CQUJHB003079
OG0007517	AMIN002463	CQUJHB005594
OG0007518	AMIN008896	CQUJHB004590
OG0007519	AMIN006224	CQUJHB018194
OG0007520	AMIN008138	CQUJHB003071
OG0007521	AMIN005233	CQUJHB000880
OG0007522	AMIN011390	CQUJHB006274
OG0007523	AMIN002104	CQUJHB012392
OG0007524	AMIN011647	CQUJHB016010
OG0007525	AMIN007410	CQUJHB003877
OG0007527	AMIN005341	CQUJHB003876
OG0007528	AMIN010833	CQUJHB003354
OG0007530	AMIN007841	CQUJHB018297
OG0007531	AMIN000342	CQUJHB014870
OG0007532	AMIN003836	CQUJHB002685
OG0007533	AMIN005313	CQUJHB016591
OG0007534	AMIN004213	CQUJHB014756
OG0007536	AMIN011076	CQUJHB006043
OG0007537	AMIN010077	CQUJHB006901
OG0007538	AMIN001893	CQUJHB004350
OG0007539	AMIN001962	CQUJHB003575
OG0007540	AMIN000341	CQUJHB003776
OG0007541	AMIN006268	CQUJHB007107
OG0007542	AMIN001789	CQUJHB007512
OG0007543	AMIN015746	CQUJHB001834
OG0007544	AMIN002752	CQUJHB018073
OG0007545	AMIN007471	CQUJHB013864
OG0007546	AMIN004458	CQUJHB009743
OG0007547	AMIN008208	CQUJHB013803
OG0007548	AMIN006609	CQUJHB014557
OG0007549	AMIN008644	CQUJHB017873
OG0007550	AMIN007193	CQUJHB003170
OG0007551	AMIN009714	CQUJHB002515
OG0007552	AMIN000204	CQUJHB009560
OG0007553	AMIN000610	CQUJHB005369
OG0007554	AMIN001501	CQUJHB001659
OG0007555	AMIN009825	CQUJHB007717
OG0007556	AMIN005978	CQUJHB008983
OG0007557	AMIN000074	CQUJHB001969
OG0007558	AMIN001725	CQUJHB012114
OG0007559	AMIN009266	CQUJHB013646
OG0007560	AMIN004989	CQUJHB014086
OG0007561	AMIN008056	CQUJHB001673
OG0007562	AMIN008231	CQUJHB012604
OG0007563	AMIN009437	CQUJHB005000
OG0007564	AMIN000104	CQUJHB000552
OG0007565	AMIN008174	CQUJHB007837
OG0007566	AMIN005609	CQUJHB017005
OG0007567	AMIN006160	CQUJHB000697
OG0007568	AMIN010725	CQUJHB000907
OG0007569	AMIN007136	CQUJHB007763
OG0007570	AMIN010855	CQUJHB016924
OG0007571	AMIN000369	CQUJHB017119
OG0007572	AMIN015743	CQUJHB013393
OG0007573	AMIN000047	CQUJHB014122
OG0007574	AMIN015738	CQUJHB001048
OG0007575	AMIN002861	CQUJHB000821
OG0007576	AMIN011321	CQUJHB010660
OG0007577	AMIN008823	CQUJHB006566
OG0007578	AMIN003016	CQUJHB010603
OG0007579	AMIN000328	CQUJHB017043
OG0007580	AMIN007238	CQUJHB003698
OG0007581	AMIN010321	CQUJHB001176
OG0007583	AMIN008953	CQUJHB014822
OG0007584	AMIN002497	CQUJHB000505
OG0007585	AMIN003519	CQUJHB013676
OG0007586	AMIN000526	CQUJHB005407
OG0007587	AMIN007399	CQUJHB018211
OG0007588	AMIN005217	CQUJHB017803
OG0007589	AMIN005812	CQUJHB018362
OG0007590	AMIN008457	CQUJHB012049
OG0007591	AMIN000119	CQUJHB013831
OG0007592	AMIN009267	CQUJHB003120
OG0007593	AMIN004618	CQUJHB016716
OG0007594	AMIN000896	CQUJHB015340
OG0007595	AMIN009510	CQUJHB006670
OG0007596	AMIN007256	CQUJHB012206
OG0007597	AMIN000753	CQUJHB003584
OG0007598	AMIN007212	CQUJHB001828
OG0007599	AMIN004686	CQUJHB015684
OG0007600	AMIN007555	CQUJHB001816
OG0007601	AMIN010978	CQUJHB005888
OG0007602	AMIN000783	CQUJHB013608
OG0007603	AMIN009913	CQUJHB007476
OG0007604	AMIN008337	CQUJHB010777
OG0007605	AMIN008463	CQUJHB008934
OG0007606	AMIN002902	CQUJHB002585
OG0007607	AMIN010921	CQUJHB013457
OG0007608	AMIN006644	CQUJHB007128
OG0007609	AMIN015988	CQUJHB000297
OG0007610	AMIN005718	CQUJHB017401
OG0007611	AMIN005280	CQUJHB011800
OG0007612	AMIN016105	CQUJHB003859
OG0007613	AMIN010200	CQUJHB003133
OG0007614	AMIN005368	CQUJHB017519
OG0007615	AMIN000329	CQUJHB005044
OG0007616	AMIN010622	CQUJHB002100
OG0007617	AMIN005591	CQUJHB009847
OG0007618	AMIN003795	CQUJHB003316
OG0007619	AMIN011503	CQUJHB017742
OG0007620	AMIN007340	CQUJHB005261
OG0007621	AMIN007550	CQUJHB015138
OG0007622	AMIN008060	CQUJHB001871
OG0007623	AMIN006266	CQUJHB005259
OG0007624	AMIN010897	CQUJHB002039
OG0007625	AMIN005534	CQUJHB012225
OG0007626	AMIN003359	CQUJHB016824
OG0007627	AMIN009923	CQUJHB002294
OG0007628	AMIN008922	CQUJHB003608
OG0007629	AMIN005844	CQUJHB001288
OG0007630	AMIN001749	CQUJHB009488
OG0007631	AMIN005123	CQUJHB002853
OG0007632	AMIN004855	CQUJHB011793
OG0007633	AMIN010936	CQUJHB007365
OG0007634	AMIN010866	CQUJHB013091
OG0007635	AMIN007315	CQUJHB005872
OG0007636	AMIN000250	CQUJHB009640
OG0007637	AMIN006912	CQUJHB002101
OG0007638	AMIN007278	CQUJHB003999
OG0007639	AMIN005349	CQUJHB000778
OG0007640	AMIN003578	CQUJHB002483
OG0007641	AMIN009382	CQUJHB014606
OG0007642	AMIN007704	CQUJHB005707
OG0007643	AMIN005173	CQUJHB010577
OG0007644	AMIN011266	CQUJHB013704
OG0007645	AMIN004920	CQUJHB012869
OG0007646	AMIN007284	CQUJHB007868
OG0007647	AMIN000625	CQUJHB011021
OG0007648	AMIN005854	CQUJHB002258
OG0007649	AMIN005165	CQUJHB007835
OG0007650	AMIN003693	CQUJHB004046
OG0007651	AMIN009553	CQUJHB012670
OG0007652	AMIN010039	CQUJHB010041
OG0007653	AMIN008811	CQUJHB006865
OG0007654	AMIN007132	CQUJHB010639
OG0007655	AMIN002758	CQUJHB002204
OG0007656	AMIN003294	CQUJHB010382
OG0007657	AMIN007537	CQUJHB010642
OG0007658	AMIN011129	CQUJHB012805
OG0007659	AMIN000631	CQUJHB007788
OG0007660	AMIN002707	CQUJHB015083
OG0007661	AMIN011034	CQUJHB018191
OG0007662	AMIN005800	CQUJHB006109
OG0007663	AMIN003743	CQUJHB008519
OG0007664	AMIN003333	CQUJHB001420
OG0007665	AMIN002654	CQUJHB010805
OG0007666	AMIN001862	CQUJHB015016
OG0007667	AMIN004140	CQUJHB003412
OG0007668	AMIN008086	CQUJHB011155
OG0007669	AMIN005453	CQUJHB011950
OG0007670	AMIN004700	CQUJHB016699
OG0007671	AMIN004803	CQUJHB011242
OG0007672	AMIN004135	CQUJHB002503
OG0007674	AMIN005645	CQUJHB013652
OG0007675	AMIN001435	CQUJHB007388
OG0007676	AMIN009949	CQUJHB001764
OG0007677	AMIN010005	CQUJHB017142
OG0007678	AMIN007372	CQUJHB002405
OG0007679	AMIN008675	CQUJHB001033
OG0007680	AMIN002054	CQUJHB005605
OG0007681	AMIN005813	CQUJHB016576
OG0007682	AMIN014201	CQUJHB003232
OG0007683	AMIN011612	CQUJHB015507
OG0007684	AMIN008545	CQUJHB001836
OG0007685	AMIN005086	CQUJHB015238
OG0007686	AMIN001029	CQUJHB015575
OG0007687	AMIN004609	CQUJHB010304
OG0007688	AMIN010555	CQUJHB009324
OG0007689	AMIN002539	CQUJHB003663
OG0007690	AMIN011173	CQUJHB012466
OG0007691	AMIN005297	CQUJHB016869
OG0007692	AMIN005103	CQUJHB016013
OG0007693	AMIN006814	CQUJHB008658, CQUJHB004978
OG0007694	AMIN006194	CQUJHB006230
OG0007695	AMIN001907	CQUJHB003623
OG0007696	AMIN008326	CQUJHB007136
OG0007697	AMIN002126	CQUJHB015289
OG0007698	AMIN001733	CQUJHB017307
OG0007699	AMIN004759	CQUJHB005570
OG0007700	AMIN009334	CQUJHB008563
OG0007701	AMIN005138	CQUJHB017440
OG0007702	AMIN008805	CQUJHB008252
OG0007703	AMIN010579	CQUJHB017053
OG0007704	AMIN007790	CQUJHB006588
OG0007705	AMIN008871	CQUJHB012635
OG0007706	AMIN003804	CQUJHB004204
OG0007707	AMIN002262	CQUJHB015624
OG0007708	AMIN004229	CQUJHB002353
OG0007709	AMIN007974	CQUJHB017209
OG0007710	AMIN002390	CQUJHB000582
OG0007711	AMIN015751	CQUJHB001367
OG0007712	AMIN010238	CQUJHB017872
OG0007713	AMIN001267	CQUJHB018081
OG0007714	AMIN003099	CQUJHB000901
OG0007715	AMIN003358	CQUJHB017349
OG0007716	AMIN008849	CQUJHB000041
OG0007717	AMIN009869	CQUJHB000551
OG0007718	AMIN008139	CQUJHB017111
OG0007719	AMIN010020	CQUJHB005730
OG0007720	AMIN007713	CQUJHB013125
OG0007721	AMIN011265	CQUJHB007790
OG0007722	AMIN006750	CQUJHB016709
OG0007723	AMIN011297	CQUJHB015629
OG0007724	AMIN008556	CQUJHB016298
OG0007725	AMIN001834	CQUJHB013312
OG0007726	AMIN002099	CQUJHB017821
OG0007727	AMIN003309	CQUJHB011301
OG0007728	AMIN009111	CQUJHB008745
OG0007729	AMIN002885	CQUJHB013785
OG0007730	AMIN003840	CQUJHB004567
OG0007731	AMIN006001	CQUJHB008029
OG0007732	AMIN006278	CQUJHB011356
OG0007733	AMIN007604	CQUJHB001888
OG0007734	AMIN010131	CQUJHB017953
OG0007735	AMIN001110	CQUJHB008139
OG0007736	AMIN003286	CQUJHB018181
OG0007737	AMIN008724	CQUJHB017471
OG0007738	AMIN006923	CQUJHB010958
OG0007739	AMIN008200	CQUJHB012258
OG0007740	AMIN003009	CQUJHB009469
OG0007741	AMIN003520	CQUJHB009701
OG0007742	AMIN001078	CQUJHB010440
OG0007743	AMIN005699	CQUJHB010746
OG0007744	AMIN004993	CQUJHB006706
OG0007745	AMIN004982	CQUJHB009352
OG0007746	AMIN000174	CQUJHB010399
OG0007747	AMIN007808	CQUJHB018413
OG0007748	AMIN001941	CQUJHB006365
OG0007749	AMIN003446	CQUJHB002794
OG0007751	AMIN002345	CQUJHB000377
OG0007752	AMIN016132	CQUJHB014778
OG0007753	AMIN001956	CQUJHB010591
OG0007754	AMIN007178	CQUJHB004323
OG0007755	AMIN011375	CQUJHB017271
OG0007756	AMIN008843	CQUJHB000774
OG0007757	AMIN005055	CQUJHB008051
OG0007758	AMIN000538	CQUJHB009706
OG0007759	AMIN003970, AMIN014236	CQUJHB000230
OG0007760	AMIN010323	CQUJHB014433
OG0007761	AMIN015750	CQUJHB016944
OG0007762	AMIN004176	CQUJHB004729
OG0007763	AMIN010400	CQUJHB002099
OG0007764	AMIN002586	CQUJHB007298
OG0007765	AMIN006949	CQUJHB010059
OG0007766	AMIN005654	CQUJHB005051
OG0007767	AMIN000769	CQUJHB000332
OG0007768	AMIN009762	CQUJHB003883
OG0007769	AMIN008268	CQUJHB013813, CQUJHB000046
OG0007770	AMIN003255	CQUJHB017476
OG0007771	AMIN005104	CQUJHB017173
OG0007772	AMIN005822	CQUJHB016931
OG0007773	AMIN005589	CQUJHB017253
OG0007774	AMIN003879	CQUJHB017238
OG0007775	AMIN007034	CQUJHB016179, CQUJHB015691
OG0007776	AMIN009883	CQUJHB014642
OG0007778	AMIN000835	CQUJHB006414
OG0007781	AMIN000882	CQUJHB017837, CQUJHB012567
OG0007784	AMIN005495	CQUJHB015863
OG0007785	AMIN004078	CQUJHB010847
OG0007787	AMIN008131	CQUJHB017693
OG0007788	AMIN001830	CQUJHB000537
OG0007796	AMIN000164	CQUJHB011455, CQUJHB001808, CQUJHB012564
OG0007802	AMIN008594	CQUJHB016607
OG0007806	AMIN003756, AMIN003757	CQUJHB006411
OG0007810	AMIN003336	CQUJHB020312
OG0007812	AMIN007919	CQUJHB011531, CQUJHB008940, CQUJHB001757
OG0007826	AMIN011590	CQUJHB000690, CQUJHB014653, CQUJHB009861, CQUJHB002914, CQUJHB004866, CQUJHB001698, CQUJHB007360, CQUJHB006474
OG0007838	AMIN000744	CQUJHB009594
OG0007839	AMIN000740	CQUJHB007196
OG0007840	AMIN003571	CQUJHB015780
OG0007841	AMIN000869	CQUJHB020272
OG0007842	AMIN004626	CQUJHB008105
OG0007843	AMIN003568	CQUJHB006656
OG0007844	AMIN000885	CQUJHB011624
OG0007845	AMIN009919	CQUJHB012200
OG0007847	AMIN009914	CQUJHB012838
OG0007848	AMIN002749	CQUJHB014176
OG0007849	AMIN009911	CQUJHB015946
OG0007850	AMIN002365	CQUJHB011961
OG0007851	AMIN008753	CQUJHB015811
OG0007852	AMIN001238	CQUJHB001812
OG0007853	AMIN007478	CQUJHB003106
OG0007854	AMIN008752	CQUJHB012976
OG0007858	AMIN011630	CQUJHB018187
OG0007859	AMIN010157	CQUJHB016378
OG0007861	AMIN008461	CQUJHB016775
OG0007862	AMIN008306	CQUJHB010634
OG0007863	AMIN006543	CQUJHB011258
OG0007864	AMIN010166	CQUJHB011060
OG0007865	AMIN006546	CQUJHB016684
OG0007866	AMIN008308	CQUJHB013437
OG0007867	AMIN006254	CQUJHB017738
OG0007869	AMIN009763	CQUJHB001116
OG0007870	AMIN006252	CQUJHB014837
OG0007871	AMIN003971	CQUJHB002939
OG0007872	AMIN009756	CQUJHB005549
OG0007873	AMIN009760	CQUJHB011890
OG0007874	AMIN015608	CQUJHB017023
OG0007875	AMIN008548	CQUJHB002236
OG0007876	AMIN000642	CQUJHB013691
OG0007877	AMIN008547	CQUJHB003384
OG0007878	AMIN016097	CQUJHB004431
OG0007879	AMIN000843	CQUJHB011552
OG0007880	AMIN003593	CQUJHB015499
OG0007881	AMIN003602	CQUJHB004580
OG0007882	AMIN015527	CQUJHB017565
OG0007883	AMIN000402	CQUJHB007778
OG0007884	AMIN009050	CQUJHB004090
OG0007885	AMIN000401	CQUJHB015762
OG0007887	AMIN005015	CQUJHB014425
OG0007889	AMIN015649	CQUJHB009198
OG0007890	AMIN003186	CQUJHB013295
OG0007891	AMIN015979	CQUJHB010364
OG0007892	AMIN008934	CQUJHB002984
OG0007893	AMIN008931	CQUJHB002679
OG0007894	AMIN007087	CQUJHB017124
OG0007895	AMIN007065	CQUJHB017191
OG0007896	AMIN007129	CQUJHB006015
OG0007897	AMIN010531	CQUJHB000920
OG0007898	AMIN010532	CQUJHB002810
OG0007899	AMIN001283	CQUJHB002270
OG0007900	AMIN006599	CQUJHB007475
OG0007901	AMIN006595	CQUJHB003563
OG0007902	AMIN000275	CQUJHB007210
OG0007903	AMIN007033	CQUJHB005882
OG0007904	AMIN009308	CQUJHB012189
OG0007905	AMIN007032	CQUJHB007525
OG0007906	AMIN008955	CQUJHB008965
OG0007910	AMIN008856	CQUJHB017460
OG0007912	AMIN011142	CQUJHB005168
OG0007913	AMIN000321	CQUJHB004246
OG0007921	AMIN006927	CQUJHB003655
OG0007922	AMIN006934	CQUJHB017530
OG0007923	AMIN002504	CQUJHB010809
OG0007924	AMIN016202	CQUJHB000742
OG0007927	AMIN009093	CQUJHB013819
OG0007928	AMIN009095	CQUJHB017105
OG0007931	AMIN009616	CQUJHB008367
OG0007932	AMIN009617	CQUJHB002193
OG0007933	AMIN001553	CQUJHB017739
OG0007934	AMIN001547	CQUJHB002051
OG0007936	AMIN001549	CQUJHB007425
OG0007937	AMIN007539	CQUJHB003462
OG0007939	AMIN002193	CQUJHB014267
OG0007940	AMIN010540	CQUJHB016331
OG0007941	AMIN002183	CQUJHB005315
OG0007942	AMIN015821	CQUJHB000754
OG0007943	AMIN010547	CQUJHB009373
OG0007944	AMIN009976	CQUJHB017600
OG0007945	AMIN007299	CQUJHB005989
OG0007948	AMIN010016	CQUJHB011678
OG0007949	AMIN010406	CQUJHB005908
OG0007950	AMIN010478	CQUJHB018281
OG0007951	AMIN010402	CQUJHB006859
OG0007953	AMIN011303	CQUJHB015751
OG0007954	AMIN007244	CQUJHB000888
OG0007955	AMIN001651	CQUJHB005156
OG0007956	AMIN005640	CQUJHB000809
OG0007957	AMIN008874	CQUJHB014350
OG0007959	AMIN010254	CQUJHB000254
OG0007960	AMIN010214	CQUJHB004144
OG0007962	AMIN014348	CQUJHB003926
OG0007964	AMIN006459	CQUJHB009453
OG0007967	AMIN001368	CQUJHB010781
OG0007968	AMIN006413	CQUJHB014260
OG0007969	AMIN001370	CQUJHB005569
OG0007971	AMIN006036	CQUJHB002579
OG0007972	AMIN006047	CQUJHB013075
OG0007973	AMIN011074	CQUJHB010741
OG0007974	AMIN011540	CQUJHB001638
OG0007975	AMIN011077	CQUJHB005786
OG0007976	AMIN011073	CQUJHB007794
OG0007977	AMIN005911	CQUJHB010368
OG0007979	AMIN001346	CQUJHB014341
OG0007980	AMIN006273	CQUJHB017819
OG0007981	AMIN011328	CQUJHB004606
OG0007982	AMIN001178	CQUJHB000289
OG0007984	AMIN009429	CQUJHB015565
OG0007986	AMIN009060	CQUJHB011175
OG0007988	AMIN010645	CQUJHB008684
OG0007989	AMIN009061	CQUJHB014411
OG0007990	AMIN007722	CQUJHB000708
OG0007992	AMIN006234	CQUJHB013107
OG0007993	AMIN006212	CQUJHB000009
OG0007996	AMIN006221	CQUJHB005646
OG0007998	AMIN004635	CQUJHB002755
OG0007999	AMIN003908	CQUJHB009049
OG0008000	AMIN003912	CQUJHB004702
OG0008001	AMIN004063	CQUJHB017041
OG0008002	AMIN003915	CQUJHB010619
OG0008004	AMIN003661	CQUJHB000058
OG0008005	AMIN004762	CQUJHB018382
OG0008006	AMIN005630	CQUJHB001028
OG0008008	AMIN005351	CQUJHB016969
OG0008009	AMIN009828	CQUJHB012559
OG0008010	AMIN009808	CQUJHB002826
OG0008011	AMIN015615	CQUJHB014925
OG0008013	AMIN009810	CQUJHB011025
OG0008014	AMIN009812	CQUJHB011336
OG0008015	AMIN007932	CQUJHB016328
OG0008016	AMIN004488	CQUJHB014625
OG0008017	AMIN007924	CQUJHB009161
OG0008018	AMIN009232	CQUJHB017176
OG0008019	AMIN009261	CQUJHB003317
OG0008020	AMIN004331	CQUJHB013051
OG0008021	AMIN004330	CQUJHB013757
OG0008022	AMIN002127	CQUJHB007267
OG0008023	AMIN002123	CQUJHB010025
OG0008026	AMIN001523	CQUJHB012528
OG0008027	AMIN001522	CQUJHB003591
OG0008028	AMIN002742	CQUJHB015044
OG0008030	AMIN004589	CQUJHB002787
OG0008032	AMIN005796	CQUJHB011100
OG0008033	AMIN003450	CQUJHB017616
OG0008034	AMIN002643	CQUJHB011240
OG0008035	AMIN004913	CQUJHB014263
OG0008036	AMIN003430	CQUJHB015735
OG0008037	AMIN005022	CQUJHB017071
OG0008038	AMIN015887	CQUJHB016731
OG0008039	AMIN006856	CQUJHB005254
OG0008041	AMIN001383	CQUJHB017484
OG0008043	AMIN001391	CQUJHB005163
OG0008044	AMIN001426	CQUJHB018423
OG0008045	AMIN001422	CQUJHB017681
OG0008046	AMIN004133	CQUJHB014012
OG0008047	AMIN010333	CQUJHB010757
OG0008048	AMIN000826	CQUJHB016666
OG0008049	AMIN006010	CQUJHB000746
OG0008051	AMIN016208	CQUJHB012570
OG0008054	AMIN004798	CQUJHB000515
OG0008056	AMIN002662	CQUJHB005350
OG0008057	AMIN000298	CQUJHB008132
OG0008058	AMIN009324	CQUJHB018463
OG0008059	AMIN009325	CQUJHB011008
OG0008061	AMIN009322	CQUJHB005809
OG0008063	AMIN005085	CQUJHB016961
OG0008064	AMIN005586	CQUJHB013232
OG0008066	AMIN005590	CQUJHB011270
OG0008067	AMIN003897	CQUJHB013522
OG0008068	AMIN016082	CQUJHB010851
OG0008069	AMIN005731	CQUJHB013062
OG0008071	AMIN005521	CQUJHB005433
OG0008072	AMIN011054	CQUJHB012826
OG0008074	AMIN011274	CQUJHB008288
OG0008075	AMIN004731	CQUJHB001502
OG0008076	AMIN008361	CQUJHB017845
OG0008077	AMIN008066	CQUJHB017483
OG0008079	AMIN004503	CQUJHB010744
OG0008080	AMIN010768	CQUJHB009767
OG0008081	AMIN001442	CQUJHB001443
OG0008082	AMIN009592	CQUJHB013696
OG0008083	AMIN009596	CQUJHB016890
OG0008085	AMIN008964	CQUJHB010877
OG0008086	AMIN006579	CQUJHB017370
OG0008087	AMIN006575	CQUJHB013782
OG0008088	AMIN009178	CQUJHB004881
OG0008089	AMIN006578	CQUJHB015648
OG0008091	AMIN006112	CQUJHB003865
OG0008092	AMIN000510	CQUJHB010801
OG0008093	AMIN008977	CQUJHB014914
OG0008094	AMIN004498	CQUJHB002607
OG0008095	AMIN010563	CQUJHB000109
OG0008096	AMIN015650	CQUJHB012784
OG0008097	AMIN003422	CQUJHB006238
OG0008098	AMIN003428	CQUJHB002014
OG0008099	AMIN006585	CQUJHB001216
OG0008100	AMIN008737	CQUJHB003868
OG0008101	AMIN010006	CQUJHB005048
OG0008102	AMIN004068	CQUJHB014203
OG0008103	AMIN004832	CQUJHB009882
OG0008104	AMIN005491	CQUJHB009722
OG0008105	AMIN004475	CQUJHB001323
OG0008106	AMIN003759	CQUJHB015159
OG0008108	AMIN006829	CQUJHB002523
OG0008109	AMIN010126	CQUJHB006620
OG0008112	AMIN004753	CQUJHB012181
OG0008113	AMIN002996	CQUJHB017643
OG0008114	AMIN005689	CQUJHB001580
OG0008115	AMIN005681	CQUJHB009108
OG0008116	AMIN015666	CQUJHB003005
OG0008117	AMIN015896	CQUJHB005725
OG0008118	AMIN015895	CQUJHB013451
OG0008119	AMIN004838	CQUJHB002021
OG0008121	AMIN003489	CQUJHB014234
OG0008122	AMIN015894	CQUJHB008678
OG0008123	AMIN003490	CQUJHB000311
OG0008124	AMIN002652	CQUJHB017393
OG0008125	AMIN003948	CQUJHB011061
OG0008126	AMIN000862	CQUJHB011885
OG0008127	AMIN004823	CQUJHB016549
OG0008128	AMIN008665	CQUJHB017726
OG0008129	AMIN008667	CQUJHB005970
OG0008130	AMIN008661	CQUJHB003398
OG0008131	AMIN007420	CQUJHB015081
OG0008132	AMIN008397	CQUJHB002909
OG0008133	AMIN003138	CQUJHB006243
OG0008134	AMIN003144	CQUJHB013559
OG0008135	AMIN002700	CQUJHB010042
OG0008136	AMIN003150	CQUJHB015670
OG0008137	AMIN002920	CQUJHB008146
OG0008142	AMIN007736	CQUJHB008032
OG0008144	AMIN006911	CQUJHB013154
OG0008145	AMIN007285	CQUJHB017715
OG0008146	AMIN015523	CQUJHB005054
OG0008147	AMIN000147	CQUJHB006092
OG0008148	AMIN000517	CQUJHB017493
OG0008149	AMIN000518	CQUJHB009977
OG0008150	AMIN008177	CQUJHB004585
OG0008151	AMIN008078	CQUJHB009210
OG0008152	AMIN008176	CQUJHB005617
OG0008153	AMIN005070	CQUJHB012861
OG0008155	AMIN008169, AMIN008170	CQUJHB017296
OG0008156	AMIN003995	CQUJHB012015
OG0008157	AMIN008762	CQUJHB013867
OG0008158	AMIN010601	CQUJHB008993
OG0008159	AMIN014809	CQUJHB016034
OG0008160	AMIN001507	CQUJHB000729, CQUJHB011184
OG0008161	AMIN001026	CQUJHB016174
OG0008162	AMIN002218	CQUJHB003314
OG0008164	AMIN003812	CQUJHB010840
