Orthogroup	AminimusMINIMUS1	AgambiaePEST
OG0008380	AMIN003857	AGAP003420
OG0008381	AMIN004130	AGAP004224
OG0008383	AMIN001731	AGAP009288
OG0008384	AMIN001730	AGAP009286
OG0008385	AMIN015505	AGAP009604
OG0008386	AMIN001729	AGAP009285
OG0008387	AMIN011336	AGAP006214
OG0008388	AMIN009543	AGAP009810
OG0008389	AMIN002398	AGAP001500
OG0008390	AMIN007255	AGAP010177
OG0008391	AMIN002777	AGAP003607
OG0008392	AMIN001037	AGAP009041
OG0008393	AMIN001036	AGAP009039
OG0008394	AMIN001050	AGAP009052
OG0008395	AMIN000370	AGAP003268
OG0008396	AMIN000371	AGAP003267
OG0008397	AMIN002737	AGAP002466
OG0008399	AMIN009361	AGAP012336
OG0008400	AMIN008707	AGAP010641
OG0008401	AMIN007312	AGAP005149
OG0008402	AMIN006395	AGAP007804
OG0008403	AMIN006295	AGAP007973
OG0008405	AMIN004738	AGAP004339
OG0008406	AMIN000754	AGAP002933
OG0008407	AMIN000887	AGAP003509
OG0008408	AMIN011560	AGAP005893
OG0008409	AMIN001678	AGAP008907
OG0008410	AMIN003231	AGAP002846
OG0008411	AMIN002982	AGAP004319
OG0008412	AMIN003232	AGAP002845
OG0008413	AMIN004657	AGAP003125
OG0008414	AMIN001548	AGAP009694
OG0008416	AMIN006940	AGAP012227
OG0008417	AMIN006699	AGAP010030
OG0008418	AMIN001888	AGAP028568
OG0008419	AMIN011569	AGAP005902
OG0008420	AMIN006291	AGAP000946
OG0008421	AMIN002876	AGAP003344
OG0008422	AMIN011533	AGAP005043
OG0008423	AMIN000239	AGAP003878
OG0008424	AMIN000237	AGAP003876
OG0008425	AMIN002947	AGAP003745
OG0008426	AMIN002951	AGAP003740
OG0008427	AMIN003098	AGAP002169
OG0008428	AMIN003407	AGAP001595
OG0008429	AMIN000127	AGAP012519
OG0008430	AMIN006867	AGAP012308
OG0008431	AMIN004454	AGAP012186
OG0008434	AMIN008630	AGAP011960
OG0008435	AMIN008631	AGAP011961
OG0008436	AMIN002348	AGAP001115
OG0008437	AMIN016017	AGAP009197
OG0008438	AMIN009734	AGAP009198
OG0008439	AMIN010911	AGAP006029
OG0008440	AMIN001726	AGAP009283
OG0008441	AMIN002101	AGAP000040
OG0008442	AMIN005182	AGAP000715
OG0008443	AMIN002102	AGAP000041
OG0008444	AMIN003319	AGAP002010
OG0008445	AMIN008848	AGAP011599, AGAP011592
OG0008446	AMIN004882	AGAP004508
OG0008447	AMIN000562	AGAP001382
OG0008448	AMIN005794	AGAP012429
OG0008449	AMIN005779	AGAP010271
OG0008450	AMIN005594	AGAP000448
OG0008451	AMIN016281	AGAP001514
OG0008452	AMIN016273	AGAP001511
OG0008453	AMIN000318	AGAP003974
OG0008454	AMIN000453	AGAP001883
OG0008455	AMIN000457	AGAP001887
OG0008456	AMIN000455	AGAP001885
OG0008457	AMIN000466	AGAP001901
OG0008459	AMIN011011	AGAP005709
OG0008460	AMIN016074	AGAP005708
OG0008461	AMIN004830	AGAP004450
OG0008462	AMIN008330	AGAP012166
OG0008463	AMIN010794	AGAP005462
OG0008464	AMIN010796	AGAP005464
OG0008465	AMIN005150	AGAP000749
OG0008466	AMIN001632	AGAP008870
OG0008467	AMIN005180	AGAP000718
OG0008468	AMIN004646	AGAP028724
OG0008469	AMIN008324	AGAP012159
OG0008470	AMIN008317	AGAP012145
OG0008471	AMIN004590	AGAP002310
OG0008472	AMIN003102	AGAP029491
OG0008474	AMIN010228	AGAP007582
OG0008475	AMIN010234	AGAP007577
OG0008477	AMIN010235	AGAP007576
OG0008478	AMIN009678	AGAP009132
OG0008479	AMIN007588	AGAP005324
OG0008481	AMIN002379	AGAP001482
OG0008482	AMIN002377	AGAP001477
OG0008483	AMIN005933	AGAP008369
OG0008484	AMIN016196	AGAP008373
OG0008485	AMIN008043	AGAP006278
OG0008488	AMIN011070	AGAP005774
OG0008489	AMIN011242	AGAP007103
OG0008490	AMIN003270	AGAP001451
OG0008492	AMIN009570	AGAP009846
OG0008493	AMIN011171	AGAP005830
OG0008494	AMIN009426	AGAP008983
OG0008495	AMIN002812	AGAP004014
OG0008496	AMIN003609	AGAP002704
OG0008497	AMIN003608	AGAP002706
OG0008498	AMIN008649	AGAP010713
OG0008500	AMIN009010	AGAP011463
OG0008501	AMIN008648	AGAP010714
OG0008502	AMIN015983	AGAP028626
OG0008503	AMIN006504	AGAP012495
OG0008504	AMIN006503	AGAP012496
OG0008505	AMIN011394	AGAP029369
OG0008506	AMIN016180	AGAP013365
OG0008507	AMIN003106	AGAP002162
OG0008508	AMIN004631	AGAP003150
OG0008509	AMIN016091	AGAP001346
OG0008510	AMIN004853	AGAP004474
OG0008511	AMIN015493	AGAP001343
OG0008512	AMIN000535	AGAP001345
OG0008513	AMIN003345	AGAP013178
OG0008515	AMIN007898	AGAP013092
OG0008518	AMIN010717	AGAP005906
OG0008519	AMIN000604	AGAP002835
OG0008520	AMIN006090	AGAP008190
OG0008521	AMIN009839	AGAP009602
OG0008522	AMIN009841	AGAP009600
OG0008523	AMIN011164	AGAP005822
OG0008524	AMIN003181	AGAP002937
OG0008525	AMIN003905	AGAP002802
OG0008526	AMIN003899	AGAP002795
OG0008527	AMIN003900	AGAP002796
OG0008529	AMIN007320	AGAP005158
OG0008530	AMIN006906	AGAP012265
OG0008531	AMIN008910	AGAP012419
OG0008532	AMIN000305	AGAP029680
OG0008534	AMIN010042	AGAP006800
OG0008535	AMIN010041	AGAP006804
OG0008536	AMIN006344	AGAP007762
OG0008537	AMIN006355	AGAP007773
OG0008538	AMIN006350	AGAP007767
OG0008539	AMIN006347	AGAP007764
OG0008540	AMIN008448	AGAP011133
OG0008542	AMIN005785	AGAP004895
OG0008545	AMIN000494	AGAP001935
OG0008546	AMIN000496	AGAP001937
OG0008548	AMIN002428	AGAP001536
OG0008549	AMIN005289	AGAP000538
OG0008550	AMIN008195	AGAP010593
OG0008551	AMIN009222	AGAP010740
OG0008552	AMIN005192	AGAP000707
OG0008553	AMIN007473	AGAP004716
OG0008554	AMIN008399	AGAP011186
OG0008555	AMIN003982	AGAP002595
OG0008556	AMIN004764	AGAP004372
OG0008557	AMIN014117	AGAP013748, AGAP010227
OG0008558	AMIN003078	AGAP002190
OG0008560	AMIN010696	AGAP005930
OG0008561	AMIN010688	AGAP006127
OG0008563	AMIN004906	AGAP004534
OG0008564	AMIN005276	AGAP000530
OG0008566	AMIN011335	AGAP028453
OG0008567	AMIN002420	AGAP013519
OG0008568	AMIN007450	AGAP004735
OG0008569	AMIN002871	AGAP003338
OG0008570	AMIN000118	AGAP004662
OG0008571	AMIN006568	AGAP028693
OG0008572	AMIN006566	AGAP010372
OG0008573	AMIN006573	AGAP010379
OG0008574	AMIN006570	AGAP028146
OG0008575	AMIN005348	AGAP000010
OG0008576	AMIN005244	AGAP000499
OG0008577	AMIN000056	AGAP010303
OG0008578	AMIN001117	AGAP010275
OG0008579	AMIN001118	AGAP010274
OG0008580	AMIN001128	AGAP010264
OG0008581	AMIN010140	AGAP006684
OG0008583	AMIN000123	AGAP004668
OG0008584	AMIN000213	AGAP002341
OG0008585	AMIN007652	AGAP006879
OG0008586	AMIN007655	AGAP006882
OG0008588	AMIN007656	AGAP006883
OG0008591	AMIN004584	AGAP029581
OG0008592	AMIN016213	AGAP005646
OG0008593	AMIN003374	AGAP002067
OG0008594	AMIN003409	AGAP001597
OG0008595	AMIN011455	AGAP004960
OG0008596	AMIN010507	AGAP007366
OG0008598	AMIN011487	AGAP005007
OG0008599	AMIN009661	AGAP009118
OG0008600	AMIN011101	AGAP007042
OG0008601	AMIN001642	AGAP008877
OG0008602	AMIN006370	AGAP007785
OG0008603	AMIN016171	AGAP003773
OG0008604	AMIN016167	AGAP003776
OG0008605	AMIN002265	AGAP013518
OG0008606	AMIN008899	AGAP011540
OG0008608	AMIN007191	AGAP008815
OG0008609	AMIN009511	AGAP009776
OG0008610	AMIN008348	AGAP011249
OG0008611	AMIN006159	AGAP008116
OG0008612	AMIN007161	AGAP007846
OG0008613	AMIN008513	AGAP011079
OG0008614	AMIN008504	AGAP011087
OG0008615	AMIN010553	AGAP007309
OG0008616	AMIN009782	AGAP008424
OG0008617	AMIN009487	AGAP009745
OG0008618	AMIN004419	AGAP011997
OG0008619	AMIN011115	AGAP007028
OG0008620	AMIN011338	AGAP006219
OG0008621	AMIN011116	AGAP007027
OG0008622	AMIN004946	AGAP004584
OG0008623	AMIN000006	AGAP004587
OG0008624	AMIN000100	AGAP002756
OG0008625	AMIN008140	AGAP004800
OG0008626	AMIN004754	AGAP004362
OG0008627	AMIN002997	AGAP004301
OG0008628	AMIN004678	AGAP002375
OG0008629	AMIN000902	AGAP003490
OG0008630	AMIN001778	AGAP013753
OG0008631	AMIN010070	AGAP006771
OG0008632	AMIN009410	AGAP028090
OG0008634	AMIN005117	AGAP000964
OG0008635	AMIN007566	AGAP005631
OG0008637	AMIN009273	AGAP010883
OG0008638	AMIN005396	AGAP001007
OG0008639	AMIN000960	AGAP004126
OG0008640	AMIN010575	AGAP007285
OG0008641	AMIN010823	AGAP005496
OG0008642	AMIN010680	AGAP006134
OG0008643	AMIN010658	AGAP007160
OG0008644	AMIN007766	AGAP006630
OG0008645	AMIN009503	AGAP009766
OG0008647	AMIN007617	AGAP006821
OG0008649	AMIN009477	AGAP009735
OG0008650	AMIN006178	AGAP008093
OG0008651	AMIN007519	AGAP012500
OG0008652	AMIN007509	AGAP012515
OG0008653	AMIN000063	AGAP012521
OG0008655	AMIN004025	AGAP003665
OG0008656	AMIN004022	AGAP003664
OG0008657	AMIN000154	AGAP002250
OG0008658	AMIN015786	AGAP003592
OG0008659	AMIN010974	AGAP005957
OG0008660	AMIN014616	AGAP006458, AGAP006457
OG0008661	AMIN010973	AGAP005958
OG0008662	AMIN015764	AGAP009061
OG0008663	AMIN010481	AGAP007394
OG0008664	AMIN003663	AGAP002821
OG0008665	AMIN008090	AGAP005405
OG0008666	AMIN002692	AGAP002428
OG0008669	AMIN004464	AGAP010846
OG0008671	AMIN010239	AGAP007571
OG0008672	AMIN002383	AGAP001490
OG0008673	AMIN001196	AGAP010197
OG0008674	AMIN003580	AGAP002735
OG0008675	AMIN002317	AGAP001152
OG0008676	AMIN000265	AGAP003902
OG0008677	AMIN015639	AGAP005904
OG0008678	AMIN007971	AGAP006399
OG0008679	AMIN007967	AGAP006402
OG0008680	AMIN003022	AGAP003841
OG0008681	AMIN000988	AGAP008571
OG0008682	AMIN002044	AGAP000678
OG0008683	AMIN003316	AGAP002007
OG0008684	AMIN004885	AGAP004510
OG0008685	AMIN000301	AGAP003944
OG0008687	AMIN003356	AGAP002048
OG0008688	AMIN010734	AGAP005216
OG0008689	AMIN010727	AGAP005223
OG0008690	AMIN010732	AGAP005218
OG0008692	AMIN005296	AGAP000543
OG0008693	AMIN005896	AGAP008921
OG0008694	AMIN002909	AGAP003790
OG0008695	AMIN001323	AGAP008691
OG0008697	AMIN008365	AGAP028516
OG0008698	AMIN006384	AGAP007795
OG0008699	AMIN006716	AGAP010013
OG0008702	AMIN002382	AGAP001484
OG0008703	AMIN002352	AGAP001112
OG0008704	AMIN008011	AGAP006353
OG0008705	AMIN000524	AGAP001335
OG0008706	AMIN010578	AGAP007281
OG0008707	AMIN008037	AGAP013248
OG0008708	AMIN008038	AGAP006282
OG0008710	AMIN010617	AGAP007219
OG0008711	AMIN008095	AGAP004755
OG0008712	AMIN000138	AGAP002265
OG0008713	AMIN000361	AGAP013539, AGAP003281
OG0008714	AMIN008771	AGAP011687
OG0008715	AMIN003234	AGAP002841
OG0008716	AMIN002988	AGAP029199
OG0008717	AMIN000268	AGAP003905
OG0008718	AMIN015522	AGAP004314
OG0008719	AMIN009002	AGAP028723
OG0008720	AMIN015826	AGAP001261
OG0008721	AMIN016283	AGAP001522
OG0008722	AMIN004266	AGAP011371
OG0008723	AMIN005309	AGAP000556
OG0008724	AMIN008264	AGAP000480
OG0008725	AMIN008673	AGAP010690
OG0008726	AMIN006544	AGAP010350
OG0008728	AMIN009036	AGAP011494
OG0008729	AMIN014272	AGAP003351
OG0008730	AMIN002560	AGAP002551
OG0008731	AMIN005612	AGAP000470
OG0008732	AMIN004212	AGAP004145
OG0008733	AMIN010804	AGAP005470
OG0008734	AMIN009666	AGAP009122, AGAP028031
OG0008735	AMIN009667	AGAP028095
OG0008736	AMIN001808	AGAP009414
OG0008737	AMIN001804	AGAP009406
OG0008738	AMIN008732	AGAP011724
OG0008739	AMIN011483	AGAP005003
OG0008740	AMIN010837	AGAP005509
OG0008741	AMIN011484	AGAP005004
OG0008742	AMIN010838	AGAP005510
OG0008743	AMIN015646	AGAP005511
OG0008744	AMIN000052	AGAP004629
OG0008746	AMIN000053	AGAP004630
OG0008747	AMIN009544	AGAP009812
OG0008750	AMIN010898	AGAP005586
OG0008751	AMIN000081	AGAP004633
OG0008752	AMIN003225	AGAP002857
OG0008753	AMIN004633	AGAP003148
OG0008754	AMIN000820	AGAP002222
OG0008755	AMIN000815	AGAP002217
OG0008756	AMIN000814	AGAP002216
OG0008757	AMIN000813	AGAP002215
OG0008758	AMIN004104	AGAP013480
OG0008759	AMIN004105	AGAP004246
OG0008761	AMIN005155	AGAP000743
OG0008762	AMIN005091	AGAP000127
OG0008763	AMIN001765	AGAP009335
OG0008764	AMIN005493	AGAP000341
OG0008765	AMIN001958	AGAP013392
OG0008766	AMIN002063	AGAP000856
OG0008767	AMIN005556	AGAP000830
OG0008769	AMIN007288	AGAP005126
OG0008770	AMIN007291	AGAP005128
OG0008771	AMIN007298	AGAP005135
OG0008772	AMIN007347	AGAP005185
OG0008773	AMIN003386	AGAP001569
OG0008774	AMIN002759	AGAP003177
OG0008775	AMIN002757	AGAP003178
OG0008776	AMIN003647	AGAP002655
OG0008777	AMIN001572	AGAP009023
OG0008778	AMIN001573	AGAP009024
OG0008779	AMIN001690	AGAP008407
OG0008780	AMIN001571	AGAP009022
OG0008781	AMIN008084	AGAP006247
OG0008782	AMIN005057	AGAP000092
OG0008783	AMIN004327	AGAP011820
OG0008784	AMIN006551	AGAP029666
OG0008786	AMIN011118	AGAP007025
OG0008787	AMIN007569	AGAP005633
OG0008788	AMIN011117	AGAP007026
OG0008789	AMIN007915	AGAP006451
OG0008790	AMIN002801	AGAP003630
OG0008792	AMIN002180	AGAP029646
OG0008793	AMIN004668	AGAP004085
OG0008794	AMIN003643	AGAP002659
OG0008795	AMIN003646	AGAP002656
OG0008797	AMIN003645	AGAP002657
OG0008798	AMIN006801	AGAP009934
OG0008799	AMIN002007	AGAP000795
OG0008800	AMIN005647	AGAP000394
OG0008801	AMIN011530	AGAP005040
OG0008802	AMIN011535	AGAP005045
OG0008803	AMIN004936	AGAP004574
OG0008805	AMIN002625	AGAP004060
OG0008806	AMIN000018	AGAP004599
OG0008807	AMIN002765	AGAP003167
OG0008809	AMIN010310	AGAP007671
OG0008810	AMIN007587	AGAP005323
OG0008812	AMIN002440	AGAP013243
OG0008813	AMIN002435	AGAP001544
OG0008814	AMIN008480	AGAP028409
OG0008815	AMIN015869	AGAP003749
OG0008816	AMIN008151	AGAP004812
OG0008817	AMIN007514	AGAP004678
OG0008819	AMIN001237	AGAP010486
OG0008820	AMIN004791	AGAP004405
OG0008821	AMIN004789	AGAP004403
OG0008822	AMIN001024	AGAP009029
OG0008824	AMIN005617	AGAP001042
OG0008825	AMIN005618	AGAP001041
OG0008826	AMIN008451	AGAP028410
OG0008827	AMIN008411	AGAP011173
OG0008828	AMIN003122	AGAP002143
OG0008829	AMIN008452	AGAP011130
OG0008830	AMIN000186	AGAP003580
OG0008832	AMIN007824	AGAP006547
OG0008833	AMIN009338	AGAP012361
OG0008834	AMIN001673	AGAP028197
OG0008835	AMIN006299	AGAP007970
OG0008836	AMIN005067	AGAP000102
OG0008837	AMIN000269	AGAP003906
OG0008838	AMIN007851	AGAP006518
OG0008839	AMIN007828	AGAP006542
OG0008840	AMIN007205	AGAP028025
OG0008841	AMIN009188	AGAP011301
OG0008842	AMIN009189	AGAP011300
OG0008845	AMIN004693	AGAP003686
OG0008846	AMIN009774	AGAP028190
OG0008847	AMIN005065	AGAP000100
OG0008848	AMIN003791	AGAP013263
OG0008849	AMIN016238	AGAP001326
OG0008851	AMIN009587	AGAP009862
OG0008852	AMIN001656	AGAP028228
OG0008853	AMIN002358	AGAP001106
OG0008854	AMIN007624	AGAP006828
OG0008855	AMIN004110	AGAP004239
OG0008856	AMIN015884	AGAP004241
OG0008857	AMIN004807	AGAP004424
OG0008858	AMIN005228	AGAP000485
OG0008859	AMIN007602	AGAP005072
OG0008860	AMIN009967	AGAP006974
OG0008861	AMIN008093	AGAP004753
OG0008863	AMIN009615	AGAP009070
OG0008864	AMIN007772	AGAP006623
OG0008865	AMIN010344	AGAP007711
OG0008866	AMIN011563	AGAP005896
OG0008867	AMIN002844	AGAP003319
OG0008869	AMIN007215	AGAP010134
OG0008870	AMIN016292	AGAP013742
OG0008873	AMIN005655	AGAP000387
OG0008874	AMIN003732	AGAP003027
OG0008876	AMIN005593	AGAP000447
OG0008877	AMIN005795	AGAP001068
OG0008879	AMIN015512	AGAP005518
OG0008880	AMIN015637	AGAP005515
OG0008881	AMIN005516	AGAP000235
OG0008883	AMIN000303	AGAP003945
OG0008884	AMIN004445	AGAP012178
OG0008885	AMIN008261	AGAP012093
OG0008886	AMIN011221	AGAP007083
OG0008887	AMIN008343	AGAP011253
OG0008888	AMIN000333	AGAP003308
OG0008889	AMIN001053	AGAP009059
OG0008891	AMIN006332	AGAP007745
OG0008892	AMIN002434	AGAP001543
OG0008893	AMIN007488	AGAP004700
OG0008895	AMIN002019	AGAP000785
OG0008896	AMIN000723	AGAP002902
OG0008897	AMIN008610	AGAP011934
OG0008899	AMIN003699	AGAP002997
OG0008900	AMIN015820	AGAP001311
OG0008901	AMIN003698	AGAP002996
OG0008902	AMIN008484	AGAP011107
OG0008903	AMIN015586	AGAP005910
OG0008904	AMIN001770	AGAP009341
OG0008906	AMIN009582	AGAP009860
OG0008907	AMIN004875	AGAP004501
OG0008908	AMIN009984	AGAP006999
OG0008909	AMIN007735	AGAP006663
OG0008910	AMIN007734	AGAP028452
OG0008911	AMIN007771	AGAP006624
OG0008912	AMIN009270	AGAP010879
OG0008914	AMIN009895	AGAP006057
OG0008915	AMIN002498	AGAP002486
OG0008916	AMIN009753	AGAP009221
OG0008917	AMIN008986	AGAP011439
OG0008918	AMIN002989	AGAP004312
OG0008919	AMIN008725	AGAP011730
OG0008920	AMIN001734	AGAP009292
OG0008921	AMIN001317	AGAP008683
OG0008922	AMIN001448	AGAP008516
OG0008923	AMIN002385	AGAP001486
OG0008924	AMIN011308	AGAP006175
OG0008925	AMIN009237	AGAP010723
OG0008926	AMIN009271	AGAP029468
OG0008927	AMIN006118	AGAP008157
OG0008928	AMIN006115	AGAP008160
OG0008929	AMIN005814	AGAP000248
OG0008930	AMIN000897	AGAP003496
OG0008932	AMIN003742	AGAP003037
OG0008933	AMIN003513	AGAP001703
OG0008934	AMIN002357	AGAP001107
OG0008935	AMIN016299	AGAP005334
OG0008937	AMIN007763	AGAP006633
OG0008938	AMIN002847	AGAP003320
OG0008939	AMIN011208	AGAP005784
OG0008940	AMIN007107	AGAP007893
OG0008941	AMIN003093	AGAP002174
OG0008942	AMIN016028	AGAP007540
OG0008943	AMIN000066	AGAP010307
OG0008944	AMIN001137	AGAP010255
OG0008946	AMIN007894	AGAP006474
OG0008948	AMIN005199	AGAP013410
OG0008949	AMIN007724	AGAP006955
OG0008950	AMIN000189	AGAP003585
OG0008951	AMIN006818	AGAP009922
OG0008952	AMIN009414	AGAP008970
OG0008953	AMIN009521	AGAP009787
OG0008954	AMIN003164	AGAP002953
OG0008955	AMIN001459	AGAP008503
OG0008956	AMIN008185	AGAP010585
OG0008957	AMIN009109	AGAP028076
OG0008958	AMIN004274	AGAP011761
OG0008959	AMIN011429	AGAP004936
OG0008961	AMIN015948	AGAP006966
OG0008963	AMIN008425	AGAP011157
OG0008964	AMIN004667	AGAP004086
OG0008965	AMIN010058	AGAP006783
OG0008966	AMIN000712	AGAP002896
OG0008967	AMIN007635	AGAP006839
OG0008968	AMIN006092	AGAP008187
OG0008969	AMIN004941	AGAP029906
OG0008970	AMIN004940	AGAP004576
OG0008971	AMIN001139	AGAP010253
OG0008972	AMIN006498	AGAP001058
OG0008973	AMIN004737	AGAP004338
OG0008974	AMIN011295	AGAP006163
OG0008976	AMIN005542	AGAP000209
OG0008977	AMIN010429	AGAP007492
OG0008978	AMIN003391	AGAP001573
OG0008979	AMIN010672	AGAP006144
OG0008981	AMIN008633	AGAP011963
OG0008982	AMIN005614	AGAP001044
OG0008983	AMIN004218	AGAP013524
OG0008984	AMIN009496	AGAP027993
OG0008985	AMIN009687	AGAP009142
OG0008986	AMIN015835	AGAP001251
OG0008987	AMIN006141	AGAP008135
OG0008988	AMIN008358	AGAP028623
OG0008989	AMIN000388	AGAP003240
OG0008990	AMIN005204	AGAP013348
OG0008992	AMIN003945	AGAP013538
OG0008993	AMIN007137	AGAP007867
OG0008994	AMIN002584	AGAP003648
OG0008995	AMIN002867	AGAP003334
OG0008996	AMIN000168	AGAP003567
OG0008997	AMIN003936	AGAP002629
OG0008998	AMIN000382	AGAP003244
OG0009000	AMIN000762	AGAP001753
OG0009001	AMIN006197	AGAP029602
OG0009002	AMIN008634	AGAP010982
OG0009003	AMIN004746	AGAP004349
OG0009004	AMIN010667	AGAP006149
OG0009005	AMIN005649	AGAP000392
OG0009006	AMIN001072	AGAP000892
OG0009007	AMIN006694	AGAP029531
OG0009008	AMIN001119	AGAP010273
OG0009009	AMIN005143	AGAP000756
OG0009010	AMIN006389	AGAP007799
OG0009011	AMIN004137	AGAP029805
OG0009012	AMIN007825	AGAP028608
OG0009013	AMIN002432	AGAP029582
OG0009014	AMIN007733	AGAP006116
OG0009015	AMIN000505	AGAP001945
OG0009016	AMIN003601	AGAP002715
OG0009017	AMIN007231	AGAP010152
OG0009018	AMIN003751	AGAP003043
OG0009019	AMIN004038	AGAP003680
OG0009020	AMIN006683	AGAP010048
OG0009021	AMIN008711	AGAP029628
OG0009022	AMIN007236	AGAP010158
OG0009023	AMIN004741	AGAP004341
OG0009024	AMIN003618	AGAP002690
OG0009025	AMIN011024	AGAP005717
OG0009026	AMIN006584	AGAP010388
OG0009028	AMIN003112	AGAP002153
OG0009029	AMIN003604	AGAP002711
OG0009030	AMIN000796	AGAP002787
OG0009031	AMIN003783	AGAP003077
OG0009033	AMIN009806	AGAP008467
OG0009034	AMIN004909	AGAP004541
OG0009035	AMIN000548	AGAP001365
OG0009036	AMIN007746	AGAP006653
OG0009037	AMIN003375	AGAP002068
OG0009038	AMIN006046	AGAP029580
OG0009039	AMIN004719	AGAP003714
OG0009040	AMIN008971	AGAP011421
OG0009041	AMIN015490	AGAP002135
OG0009042	AMIN009954	AGAP006108
OG0009043	AMIN007100	AGAP007899
OG0009045	AMIN007632	AGAP006835
OG0009046	AMIN006983	AGAP010825
OG0009047	AMIN009360	AGAP028639
OG0009048	AMIN009730	AGAP009189
OG0009049	AMIN006457	AGAP004674
OG0009050	AMIN002957	AGAP029573
OG0009051	AMIN000257	AGAP003895
OG0009052	AMIN004834	AGAP004453
OG0009053	AMIN015763	AGAP008656
OG0009054	AMIN005079	AGAP000115
OG0009055	AMIN000238	AGAP003877
OG0009056	AMIN004088	AGAP012999
OG0009057	AMIN001439	AGAP029574
OG0009059	AMIN010831	AGAP005506
OG0009060	AMIN015864	AGAP013201
OG0009061	AMIN002043	AGAP012986
OG0009062	AMIN006990	AGAP010817
OG0009063	AMIN000358	AGAP003283
OG0009064	AMIN007918	AGAP006448
OG0009065	AMIN002080	AGAP000013
OG0009066	AMIN015677	AGAP012195
OG0009067	AMIN015968	AGAP028021
OG0009068	AMIN005740	AGAP028578
OG0009070	AMIN010669	AGAP006147
OG0009072	AMIN000720	AGAP002899
OG0009073	AMIN005592	AGAP000446
OG0009074	AMIN005240	AGAP013262
OG0009076	AMIN004303	AGAP011802
OG0009078	AMIN007083	AGAP007917
OG0009079	AMIN001889	AGAP028599
OG0009080	AMIN004850	AGAP004469
OG0009083	AMIN000088	AGAP004638
OG0009084	AMIN005049	AGAP029617
OG0009086	AMIN010795	AGAP005463
OG0009089	AMIN003870	AGAP003406
OG0009090	AMIN016227	AGAP001330
OG0009091	AMIN002661	AGAP013414
OG0009092	AMIN002816	AGAP004008
OG0009094	AMIN007009	AGAP029151
OG0009095	AMIN002771	AGAP003160
OG0009096	AMIN001278	AGAP010542
OG0009097	AMIN000120	AGAP004667
OG0009098	AMIN003718	AGAP003010
OG0009099	AMIN001268	AGAP010520
OG0009100	AMIN006270	AGAP013715
OG0009101	AMIN016021	AGAP009206
OG0009102	AMIN009014	AGAP011472
OG0009103	AMIN004843	AGAP004462
OG0009104	AMIN002018	AGAP000786
OG0009105	AMIN004716	AGAP003712
OG0009106	AMIN004103	AGAP013374
OG0009107	AMIN004392	AGAP011973
OG0009110	AMIN002944	AGAP003748
OG0009111	AMIN004510	AGAP001361
OG0009112	AMIN001169	AGAP010222
OG0009113	AMIN002941	AGAP028485
OG0009114	AMIN007906	AGAP029187
OG0009115	AMIN004833	AGAP013508
OG0009116	AMIN010124	AGAP006706
OG0009118	AMIN001802	AGAP009404, AGAP028209
OG0009119	AMIN004675	AGAP002379
OG0009120	AMIN011131	AGAP005793
OG0009121	AMIN007589	AGAP005093
OG0009122	AMIN004971	AGAP010416
OG0009123	AMIN001589	AGAP008833
OG0009124	AMIN005913	AGAP008397
OG0009125	AMIN001441	AGAP029621
OG0009126	AMIN010095	AGAP028400
OG0009127	AMIN010129	AGAP006701
OG0009128	AMIN003572	AGAP002741
OG0009129	AMIN005318	AGAP029439
OG0009130	AMIN009498	AGAP009759
OG0009131	AMIN009523	AGAP009789
OG0009132	AMIN009380	AGAP008937
OG0009134	AMIN002821	AGAP004000
OG0009135	AMIN008058	AGAP006267
OG0009136	AMIN005677	AGAP000369
OG0009137	AMIN005497	AGAP000345
OG0009138	AMIN005283	AGAP000535
OG0009139	AMIN005402	AGAP000996
OG0009140	AMIN007475	AGAP004714
OG0009142	AMIN011199	AGAP005859
OG0009143	AMIN011660	AGAP004879
OG0009144	AMIN010984	AGAP005946
OG0009146	AMIN003357	AGAP002050
OG0009147	AMIN000146	AGAP028473
OG0009148	AMIN015876	AGAP001736
OG0009149	AMIN000929	AGAP029087
OG0009150	AMIN001987	AGAP013022
OG0009155	AMIN004969	AGAP010413
OG0009156	AMIN005425	AGAP029604
OG0009157	AMIN004283	AGAP011771
OG0009158	AMIN005083	AGAP000119
OG0009159	AMIN009419	AGAP008977
OG0009160	AMIN000965	AGAP004130
OG0009161	AMIN008611	AGAP011935
OG0009162	AMIN007456	AGAP004730
OG0009163	AMIN016242	AGAP001322
OG0009164	AMIN008987	AGAP011440
OG0009165	AMIN005600	AGAP000457
OG0009166	AMIN015671	AGAP005522
OG0009167	AMIN011616	AGAP004831
OG0009168	AMIN009247	AGAP010960
OG0009169	AMIN004602	AGAP002321
OG0009170	AMIN001374	AGAP008735
OG0009171	AMIN001497	AGAP009641
OG0009172	AMIN004728	AGAP004331
OG0009173	AMIN000794	AGAP013343
OG0009174	AMIN010459	AGAP007439
OG0009176	AMIN007887	AGAP006480
OG0009177	AMIN003452	AGAP001643
OG0009178	AMIN011392	AGAP028438
OG0009179	AMIN002708	AGAP002442
OG0009180	AMIN007644	AGAP006871
OG0009182	AMIN007904	AGAP006465
OG0009183	AMIN008129	AGAP004787
OG0009185	AMIN000387	AGAP003241
OG0009186	AMIN003644	AGAP002658
OG0009187	AMIN007899	AGAP006470
OG0009188	AMIN001612	AGAP008855
