Orthogroup	AminimusMINIMUS1	AfunestusAfunGA1
OG0007361	AMIN001326	AFUN2_013543
OG0007362	AMIN011147	AFUN2_009986
OG0007363	AMIN001776	AFUN2_014389
OG0007364	AMIN003641	AFUN2_012531
OG0007365	AMIN010290	AFUN2_011705
OG0007366	AMIN011184	AFUN2_008428
OG0007367	AMIN000938	AFUN2_005453
OG0007368	AMIN005750	AFUN2_002973
OG0007369	AMIN003976	AFUN2_014592
OG0007370	AMIN011013	AFUN2_008248
OG0007371	AMIN002595	AFUN2_001480
OG0007372	AMIN007678	AFUN2_002977
OG0007373	AMIN005308	AFUN2_006329
OG0007374	AMIN005816	AFUN2_004733
OG0007375	AMIN011374	AFUN2_013938
OG0007376	AMIN005737	AFUN2_009646
OG0007377	AMIN000578	AFUN2_003311
OG0007378	AMIN007747	AFUN2_010743
OG0007379	AMIN003451	AFUN2_012304
OG0007380	AMIN011306	AFUN2_006472
OG0007381	AMIN008173	AFUN2_011974
OG0007382	AMIN010035	AFUN2_010983
OG0007383	AMIN005540	AFUN2_012222
OG0007384	AMIN003134	AFUN2_006591
OG0007385	AMIN001890	AFUN2_011741
OG0007386	AMIN002033	AFUN2_008100
OG0007387	AMIN007041	AFUN2_007364
OG0007388	AMIN003728	AFUN2_010266
OG0007389	AMIN001552	AFUN2_009756
OG0007390	AMIN007626	AFUN2_000989
OG0007391	AMIN011253	AFUN2_000874
OG0007393	AMIN002956	AFUN2_005042
OG0007394	AMIN003834	AFUN2_011894
OG0007395	AMIN008988	AFUN2_010384
OG0007396	AMIN008082	AFUN2_004282
OG0007397	AMIN005132	AFUN2_007322
OG0007398	AMIN008049	AFUN2_014335
OG0007399	AMIN015617	AFUN2_009225
OG0007400	AMIN000142	AFUN2_001789
OG0007401	AMIN010142	AFUN2_010639
OG0007402	AMIN007760	AFUN2_011928
OG0007403	AMIN008172	AFUN2_008084
OG0007404	AMIN000485	AFUN2_010108
OG0007405	AMIN010407	AFUN2_007651
OG0007406	AMIN010607	AFUN2_008498
OG0007407	AMIN011269	AFUN2_011671
OG0007408	AMIN004281	AFUN2_014606
OG0007409	AMIN007434	AFUN2_010534
OG0007410	AMIN002895	AFUN2_002801
OG0007411	AMIN001682	AFUN2_003710
OG0007412	AMIN000890	AFUN2_002451
OG0007413	AMIN003823	AFUN2_001613
OG0007414	AMIN010280	AFUN2_009423
OG0007415	AMIN010872	AFUN2_005061
OG0007416	AMIN000681	AFUN2_010414
OG0007417	AMIN001908	AFUN2_005457
OG0007418	AMIN011317	AFUN2_014409
OG0007419	AMIN004775	AFUN2_012379
OG0007420	AMIN007725	AFUN2_013848
OG0007421	AMIN008854	AFUN2_014380
OG0007422	AMIN003023	AFUN2_002630
OG0007423	AMIN010538	AFUN2_004732
OG0007424	AMIN006608	AFUN2_007558
OG0007425	AMIN005539	AFUN2_009372
OG0007426	AMIN008808	AFUN2_010986
OG0007427	AMIN010952	AFUN2_005055
OG0007428	AMIN007603	AFUN2_010589
OG0007429	AMIN010102	AFUN2_000408
OG0007430	AMIN010562	AFUN2_009378
OG0007431	AMIN007343	AFUN2_001272
OG0007432	AMIN008210	AFUN2_005729
OG0007433	AMIN009556	AFUN2_008467
OG0007434	AMIN007281	AFUN2_012072
OG0007435	AMIN008967	AFUN2_013998
OG0007436	AMIN009962	AFUN2_011037
OG0007437	AMIN006513	AFUN2_009554
OG0007438	AMIN011623	AFUN2_010288
OG0007439	AMIN009533	AFUN2_013416
OG0007440	AMIN010674	AFUN2_013127
OG0007441	AMIN000222	AFUN2_002161
OG0007442	AMIN008490	AFUN2_006676
OG0007443	AMIN011477	AFUN2_013877
OG0007444	AMIN001967	AFUN2_002765
OG0007445	AMIN005691	AFUN2_006697
OG0007446	AMIN010438	AFUN2_011667
OG0007447	AMIN004561	AFUN2_002129
OG0007448	AMIN011254	AFUN2_004941
OG0007449	AMIN010889	AFUN2_013687
OG0007450	AMIN006771	AFUN2_001845
OG0007451	AMIN006726	AFUN2_012204
OG0007452	AMIN006552	AFUN2_003099
OG0007453	AMIN003064	AFUN2_007752
OG0007454	AMIN009193	AFUN2_009038
OG0007455	AMIN007406	AFUN2_000516
OG0007456	AMIN010162	AFUN2_014178
OG0007457	AMIN010486	AFUN2_013463
OG0007459	AMIN003171	AFUN2_010997
OG0007460	AMIN000886	AFUN2_003973
OG0007461	AMIN010799	AFUN2_006467
OG0007462	AMIN000879	AFUN2_004788
OG0007463	AMIN009871	AFUN2_011022
OG0007464	AMIN001519	AFUN2_007678
OG0007465	AMIN001646	AFUN2_002553
OG0007466	AMIN001342	AFUN2_010368
OG0007468	AMIN004308	AFUN2_007577
OG0007469	AMIN007622	AFUN2_003692
OG0007470	AMIN011452	AFUN2_007756
OG0007471	AMIN011219	AFUN2_001695
OG0007472	AMIN005137	AFUN2_005330
OG0007473	AMIN011092	AFUN2_009857
OG0007474	AMIN008858	AFUN2_009462
OG0007475	AMIN004765	AFUN2_001458
OG0007476	AMIN007592	AFUN2_005344
OG0007477	AMIN011418	AFUN2_011637
OG0007478	AMIN005061	AFUN2_001499
OG0007479	AMIN008141	AFUN2_004744
OG0007480	AMIN007794	AFUN2_008848
OG0007481	AMIN005362	AFUN2_004391
OG0007482	AMIN015927	AFUN2_001619
OG0007483	AMIN010442	AFUN2_007175
OG0007484	AMIN000570	AFUN2_009229
OG0007485	AMIN008012	AFUN2_004767
OG0007486	AMIN010136	AFUN2_003282
OG0007487	AMIN005974	AFUN2_007729
OG0007488	AMIN011651	AFUN2_006238
OG0007489	AMIN004687	AFUN2_006323
OG0007490	AMIN005259	AFUN2_005566
OG0007491	AMIN010330	AFUN2_012788
OG0007492	AMIN003864	AFUN2_007040
OG0007493	AMIN005135	AFUN2_002701
OG0007494	AMIN002141	AFUN2_007591
OG0007495	AMIN002763	AFUN2_006263
OG0007496	AMIN007346	AFUN2_013454
OG0007497	AMIN004745	AFUN2_001903
OG0007498	AMIN010904	AFUN2_012842
OG0007499	AMIN007770	AFUN2_010006
OG0007500	AMIN004756	AFUN2_007845
OG0007501	AMIN005270	AFUN2_002185
OG0007502	AMIN001309	AFUN2_009078
OG0007503	AMIN000612	AFUN2_011020
OG0007504	AMIN004484	AFUN2_005374
OG0007505	AMIN004990	AFUN2_011711
OG0007506	AMIN004361	AFUN2_001443
OG0007507	AMIN007914	AFUN2_007795
OG0007508	AMIN001556	AFUN2_011315
OG0007509	AMIN003640	AFUN2_004296
OG0007510	AMIN009723	AFUN2_009645
OG0007511	AMIN005641	AFUN2_006392
OG0007512	AMIN001598	AFUN2_014547
OG0007513	AMIN010362	AFUN2_003534
OG0007514	AMIN010854	AFUN2_011662
OG0007515	AMIN003813	AFUN2_010505
OG0007516	AMIN010504	AFUN2_000975
OG0007517	AMIN002463	AFUN2_005686
OG0007518	AMIN008896	AFUN2_007129
OG0007519	AMIN006224	AFUN2_002360
OG0007520	AMIN008138	AFUN2_002715
OG0007521	AMIN005233	AFUN2_008847
OG0007522	AMIN011390	AFUN2_012025
OG0007523	AMIN002104	AFUN2_001367
OG0007524	AMIN011647	AFUN2_011133
OG0007525	AMIN007410	AFUN2_005054
OG0007526	AMIN001060	AFUN2_001625
OG0007527	AMIN005341	AFUN2_012171
OG0007528	AMIN010833	AFUN2_004991
OG0007529	AMIN004202, AMIN005389	AFUN2_001111
OG0007530	AMIN007841	AFUN2_009994
OG0007531	AMIN000342	AFUN2_001510
OG0007532	AMIN003836	AFUN2_006344
OG0007533	AMIN005313	AFUN2_009456
OG0007534	AMIN004213	AFUN2_014760
OG0007536	AMIN011076	AFUN2_004151
OG0007537	AMIN010077	AFUN2_001560
OG0007538	AMIN001893	AFUN2_006394
OG0007539	AMIN001962	AFUN2_000933
OG0007540	AMIN000341	AFUN2_012036
OG0007541	AMIN006268	AFUN2_004529
OG0007542	AMIN001789	AFUN2_010036
OG0007543	AMIN015746	AFUN2_012468
OG0007544	AMIN002752	AFUN2_005385
OG0007545	AMIN007471	AFUN2_012528
OG0007546	AMIN004458	AFUN2_001089
OG0007547	AMIN008208	AFUN2_010437
OG0007548	AMIN006609	AFUN2_010016
OG0007549	AMIN008644	AFUN2_010477
OG0007550	AMIN007193	AFUN2_001710
OG0007551	AMIN009714	AFUN2_014029
OG0007552	AMIN000204	AFUN2_012056
OG0007553	AMIN000610	AFUN2_001870
OG0007554	AMIN001501	AFUN2_013989
OG0007555	AMIN009825	AFUN2_009322
OG0007556	AMIN005978	AFUN2_009649
OG0007557	AMIN000074	AFUN2_005366
OG0007558	AMIN001725	AFUN2_006325
OG0007559	AMIN009266	AFUN2_003611
OG0007560	AMIN004989	AFUN2_006137
OG0007561	AMIN008056	AFUN2_001806
OG0007562	AMIN008231	AFUN2_001647
OG0007563	AMIN009437	AFUN2_006000
OG0007564	AMIN000104	AFUN2_005121
OG0007565	AMIN008174	AFUN2_000639
OG0007566	AMIN005609	AFUN2_001753
OG0007567	AMIN006160	AFUN2_010428
OG0007568	AMIN010725	AFUN2_004236
OG0007569	AMIN007136	AFUN2_010727
OG0007570	AMIN010855	AFUN2_008563
OG0007571	AMIN000369	AFUN2_011373
OG0007572	AMIN015743	AFUN2_009067
OG0007573	AMIN000047	AFUN2_003964
OG0007574	AMIN015738	AFUN2_005898
OG0007575	AMIN002861	AFUN2_003595
OG0007576	AMIN011321	AFUN2_008009
OG0007577	AMIN008823	AFUN2_009153
OG0007578	AMIN003016	AFUN2_007237
OG0007579	AMIN000328	AFUN2_010597
OG0007580	AMIN007238	AFUN2_009165
OG0007581	AMIN010321	AFUN2_007706
OG0007582	AMIN006839	AFUN2_000831
OG0007583	AMIN008953	AFUN2_004044
OG0007584	AMIN002497	AFUN2_011809
OG0007585	AMIN003519	AFUN2_001461
OG0007586	AMIN000526	AFUN2_004896
OG0007587	AMIN007399	AFUN2_005108
OG0007588	AMIN005217	AFUN2_001244
OG0007589	AMIN005812	AFUN2_014169
OG0007590	AMIN008457	AFUN2_000815
OG0007591	AMIN000119	AFUN2_006555
OG0007592	AMIN009267	AFUN2_005345
OG0007593	AMIN004618	AFUN2_013288
OG0007594	AMIN000896	AFUN2_014720
OG0007595	AMIN009510	AFUN2_011439
OG0007596	AMIN007256	AFUN2_004574
OG0007597	AMIN000753	AFUN2_005537
OG0007598	AMIN007212	AFUN2_003914
OG0007599	AMIN004686	AFUN2_012334
OG0007600	AMIN007555	AFUN2_013085
OG0007601	AMIN010978	AFUN2_011187
OG0007602	AMIN000783	AFUN2_001327
OG0007603	AMIN009913	AFUN2_008229
OG0007604	AMIN008337	AFUN2_003357
OG0007605	AMIN008463	AFUN2_012806
OG0007606	AMIN002902	AFUN2_009318
OG0007607	AMIN010921	AFUN2_011548
OG0007608	AMIN006644	AFUN2_006779
OG0007609	AMIN015988	AFUN2_001912
OG0007610	AMIN005718	AFUN2_006032
OG0007611	AMIN005280	AFUN2_002052
OG0007612	AMIN016105	AFUN2_013480
OG0007613	AMIN010200	AFUN2_013579
OG0007614	AMIN005368	AFUN2_012152
OG0007615	AMIN000329	AFUN2_000839
OG0007616	AMIN010622	AFUN2_010696
OG0007617	AMIN005591	AFUN2_012959
OG0007618	AMIN003795	AFUN2_010452
OG0007619	AMIN011503	AFUN2_001134
OG0007620	AMIN007340	AFUN2_010268
OG0007621	AMIN007550	AFUN2_014148
OG0007622	AMIN008060	AFUN2_000801
OG0007623	AMIN006266	AFUN2_011035
OG0007624	AMIN010897	AFUN2_003371
OG0007625	AMIN005534	AFUN2_004554
OG0007626	AMIN003359	AFUN2_008159
OG0007627	AMIN009923	AFUN2_008694
OG0007628	AMIN008922	AFUN2_010812
OG0007629	AMIN005844	AFUN2_013177
OG0007630	AMIN001749	AFUN2_000481
OG0007631	AMIN005123	AFUN2_010026
OG0007632	AMIN004855	AFUN2_000472
OG0007633	AMIN010936	AFUN2_007670
OG0007634	AMIN010866	AFUN2_013633
OG0007635	AMIN007315	AFUN2_005141
OG0007636	AMIN000250	AFUN2_004227
OG0007637	AMIN006912	AFUN2_012978
OG0007638	AMIN007278	AFUN2_004238
OG0007639	AMIN005349	AFUN2_003606
OG0007640	AMIN003578	AFUN2_007087
OG0007641	AMIN009382	AFUN2_004485
OG0007642	AMIN007704	AFUN2_001801
OG0007643	AMIN005173	AFUN2_007245
OG0007644	AMIN011266	AFUN2_003380
OG0007645	AMIN004920	AFUN2_007881
OG0007646	AMIN007284	AFUN2_012911
OG0007647	AMIN000625	AFUN2_007895
OG0007648	AMIN005854	AFUN2_008325
OG0007649	AMIN005165	AFUN2_000650
OG0007650	AMIN003693	AFUN2_006354
OG0007651	AMIN009553	AFUN2_001633
OG0007652	AMIN010039	AFUN2_012143
OG0007653	AMIN008811	AFUN2_014032
OG0007654	AMIN007132	AFUN2_008578
OG0007655	AMIN002758	AFUN2_006912
OG0007656	AMIN003294	AFUN2_013129
OG0007657	AMIN007537	AFUN2_007247
OG0007658	AMIN011129	AFUN2_007880
OG0007659	AMIN000631	AFUN2_001732
OG0007660	AMIN002707	AFUN2_004417
OG0007661	AMIN011034	AFUN2_013253
OG0007662	AMIN005800	AFUN2_006770
OG0007663	AMIN003743	AFUN2_002659
OG0007664	AMIN003333	AFUN2_009813
OG0007665	AMIN002654	AFUN2_012781
OG0007666	AMIN001862	AFUN2_010393
OG0007667	AMIN004140	AFUN2_011405
OG0007668	AMIN008086	AFUN2_011189
OG0007669	AMIN005453	AFUN2_013861
OG0007670	AMIN004700	AFUN2_008227
OG0007671	AMIN004803	AFUN2_005724
OG0007672	AMIN004135	AFUN2_010713
OG0007674	AMIN005645	AFUN2_013754
OG0007675	AMIN001435	AFUN2_005877
OG0007676	AMIN009949	AFUN2_010474
OG0007677	AMIN010005	AFUN2_002163
OG0007678	AMIN007372	AFUN2_009454
OG0007679	AMIN008675	AFUN2_010951
OG0007680	AMIN002054	AFUN2_001107
OG0007681	AMIN005813	AFUN2_014800
OG0007682	AMIN014201	AFUN2_010355
OG0007683	AMIN011612	AFUN2_001901
OG0007684	AMIN008545	AFUN2_002128
OG0007685	AMIN005086	AFUN2_013414
OG0007686	AMIN001029	AFUN2_008513
OG0007687	AMIN004609	AFUN2_013525
OG0007688	AMIN010555	AFUN2_001572
OG0007689	AMIN002539	AFUN2_009593
OG0007690	AMIN011173	AFUN2_004426
OG0007691	AMIN005297	AFUN2_001701
OG0007692	AMIN005103	AFUN2_007606
OG0007693	AMIN006814	AFUN2_010013
OG0007694	AMIN006194	AFUN2_012536
OG0007695	AMIN001907	AFUN2_008860
OG0007696	AMIN008326	AFUN2_012874
OG0007697	AMIN002126	AFUN2_007290
OG0007698	AMIN001733	AFUN2_014719
OG0007699	AMIN004759	AFUN2_005974
OG0007700	AMIN009334	AFUN2_005196
OG0007701	AMIN005138	AFUN2_012726
OG0007702	AMIN008805	AFUN2_014387
OG0007703	AMIN010579	AFUN2_001325
OG0007704	AMIN007790	AFUN2_005355
OG0007705	AMIN008871	AFUN2_014685
OG0007706	AMIN003804	AFUN2_007163
OG0007707	AMIN002262	AFUN2_004553
OG0007708	AMIN004229	AFUN2_009160
OG0007709	AMIN007974	AFUN2_009765
OG0007710	AMIN002390	AFUN2_013195
OG0007711	AMIN015751	AFUN2_012299
OG0007712	AMIN010238	AFUN2_004393
OG0007713	AMIN001267	AFUN2_006656
OG0007714	AMIN003099	AFUN2_002182
OG0007715	AMIN003358	AFUN2_009368
OG0007716	AMIN008849	AFUN2_013919
OG0007717	AMIN009869	AFUN2_001259
OG0007718	AMIN008139	AFUN2_000518
OG0007719	AMIN010020	AFUN2_013165
OG0007720	AMIN007713	AFUN2_002042
OG0007721	AMIN011265	AFUN2_006239
OG0007722	AMIN006750	AFUN2_001294
OG0007723	AMIN011297	AFUN2_000398
OG0007724	AMIN008556	AFUN2_010772
OG0007725	AMIN001834	AFUN2_011288
OG0007726	AMIN002099	AFUN2_004144
OG0007727	AMIN003309	AFUN2_001298
OG0007728	AMIN009111	AFUN2_011149
OG0007729	AMIN002885	AFUN2_004632
OG0007730	AMIN003840	AFUN2_005636
OG0007731	AMIN006001	AFUN2_003317
OG0007732	AMIN006278	AFUN2_004031
OG0007733	AMIN007604	AFUN2_013207
OG0007734	AMIN010131	AFUN2_013386
OG0007735	AMIN001110	AFUN2_012691
OG0007736	AMIN003286	AFUN2_007544
OG0007737	AMIN008724	AFUN2_013840
OG0007738	AMIN006923	AFUN2_011721
OG0007739	AMIN008200	AFUN2_007135
OG0007740	AMIN003009	AFUN2_010985
OG0007741	AMIN003520	AFUN2_009863
OG0007742	AMIN001078	AFUN2_013441
OG0007743	AMIN005699	AFUN2_004056
OG0007744	AMIN004993	AFUN2_004207
OG0007745	AMIN004982	AFUN2_001270
OG0007746	AMIN000174	AFUN2_007196
OG0007747	AMIN007808	AFUN2_008358
OG0007748	AMIN001941	AFUN2_011874
OG0007749	AMIN003446	AFUN2_005700
OG0007751	AMIN002345	AFUN2_014042
OG0007752	AMIN016132	AFUN2_014362
OG0007753	AMIN001956	AFUN2_012182
OG0007754	AMIN007178	AFUN2_011770
OG0007755	AMIN011375	AFUN2_001302
OG0007756	AMIN008843	AFUN2_008873
OG0007757	AMIN005055	AFUN2_013733
OG0007758	AMIN000538	AFUN2_002125
OG0007759	AMIN003970	AFUN2_003333
OG0007759	AMIN014236	AFUN2_007816
OG0007760	AMIN010323	AFUN2_007259
OG0007761	AMIN015750	AFUN2_007618
OG0007762	AMIN004176	AFUN2_004097
OG0007763	AMIN010400	AFUN2_007260
OG0007764	AMIN002586	AFUN2_001470
OG0007765	AMIN006949	AFUN2_007898
OG0007766	AMIN005654	AFUN2_012886
OG0007767	AMIN000769	AFUN2_007188
OG0007768	AMIN009762	AFUN2_002964
OG0007769	AMIN008268	AFUN2_012754
OG0007770	AMIN003255	AFUN2_001138
OG0007771	AMIN005104	AFUN2_007449
OG0007772	AMIN005822	AFUN2_012723
OG0007773	AMIN005589	AFUN2_008856
OG0007774	AMIN003879	AFUN2_011111
OG0007775	AMIN007034	AFUN2_006864
OG0007778	AMIN000835	AFUN2_010424
OG0007781	AMIN000882	AFUN2_007202
OG0007784	AMIN005495	AFUN2_008965
OG0007785	AMIN004078	AFUN2_014127
OG0007787	AMIN008131	AFUN2_008597
OG0007788	AMIN001830	AFUN2_003673
OG0007796	AMIN000164	AFUN2_006767
OG0007802	AMIN008594	AFUN2_012090
OG0007803	AMIN006012	AFUN2_008716
OG0007804	AMIN015994	AFUN2_002814
OG0007805	AMIN006417	AFUN2_003119
OG0007806	AMIN003756, AMIN003757	AFUN2_013184
OG0007809	AMIN001454	AFUN2_002255, AFUN2_011926, AFUN2_001303, AFUN2_001615, AFUN2_010255, AFUN2_012067
OG0007810	AMIN003336	AFUN2_014627
OG0007812	AMIN007919	AFUN2_007330
OG0007814	AMIN010582	AFUN2_001859, AFUN2_009376
OG0007815	AMIN003058, AMIN003057	AFUN2_013922, AFUN2_000567
OG0007816	AMIN006745	AFUN2_010315, AFUN2_008397
OG0007817	AMIN002566	AFUN2_011622
OG0007817	AMIN002567	AFUN2_001921
OG0007818	AMIN000868	AFUN2_001663
OG0007819	AMIN015912	AFUN2_006163
OG0007819	AMIN015911	AFUN2_003284
OG0007820	AMIN003321	AFUN2_004027, AFUN2_001797
OG0007838	AMIN000744	AFUN2_004824
OG0007839	AMIN000740	AFUN2_001249
OG0007840	AMIN003571	AFUN2_011085
OG0007841	AMIN000869	AFUN2_014514
OG0007842	AMIN004626	AFUN2_014343
OG0007843	AMIN003568	AFUN2_003724
OG0007844	AMIN000885	AFUN2_005811
OG0007845	AMIN009919	AFUN2_009012
OG0007846	AMIN002644	AFUN2_005445
OG0007847	AMIN009914	AFUN2_004854
OG0007848	AMIN002749	AFUN2_004267
OG0007849	AMIN009911	AFUN2_003965
OG0007850	AMIN002365	AFUN2_003683
OG0007851	AMIN008753	AFUN2_004797
OG0007852	AMIN001238	AFUN2_001689
OG0007853	AMIN007478	AFUN2_001708
OG0007854	AMIN008752	AFUN2_013208
OG0007856	AMIN011629	AFUN2_005009
OG0007857	AMIN011631	AFUN2_006160
OG0007858	AMIN011630	AFUN2_002489
OG0007859	AMIN010157	AFUN2_008840
OG0007861	AMIN008461	AFUN2_000875
OG0007862	AMIN008306	AFUN2_012829
OG0007863	AMIN006543	AFUN2_014521
OG0007864	AMIN010166	AFUN2_004092
OG0007865	AMIN006546	AFUN2_003190
OG0007866	AMIN008308	AFUN2_011135
OG0007867	AMIN006254	AFUN2_006062
OG0007869	AMIN009763	AFUN2_010958
OG0007870	AMIN006252	AFUN2_002066
OG0007871	AMIN003971	AFUN2_007925
OG0007872	AMIN009756	AFUN2_007818
OG0007873	AMIN009760	AFUN2_012854
OG0007874	AMIN015608	AFUN2_007579
OG0007875	AMIN008548	AFUN2_009138
OG0007876	AMIN000642	AFUN2_001804
OG0007877	AMIN008547	AFUN2_010340
OG0007878	AMIN016097	AFUN2_014455
OG0007879	AMIN000843	AFUN2_004637
OG0007880	AMIN003593	AFUN2_000750
OG0007881	AMIN003602	AFUN2_006989
OG0007882	AMIN015527	AFUN2_014214
OG0007883	AMIN000402	AFUN2_007353
OG0007884	AMIN009050	AFUN2_001426
OG0007885	AMIN000401	AFUN2_014674
OG0007887	AMIN005015	AFUN2_000577
OG0007889	AMIN015649	AFUN2_009276
OG0007890	AMIN003186	AFUN2_002146
OG0007891	AMIN015979	AFUN2_012293
OG0007892	AMIN008934	AFUN2_014692
OG0007893	AMIN008931	AFUN2_008214
OG0007894	AMIN007087	AFUN2_000708
OG0007895	AMIN007065	AFUN2_001038
OG0007896	AMIN007129	AFUN2_006713
OG0007897	AMIN010531	AFUN2_005688
OG0007898	AMIN010532	AFUN2_009655
OG0007899	AMIN001283	AFUN2_006800
OG0007900	AMIN006599	AFUN2_009106
OG0007901	AMIN006595	AFUN2_014261
OG0007902	AMIN000275	AFUN2_008306
OG0007903	AMIN007033	AFUN2_012831
OG0007904	AMIN009308	AFUN2_011674
OG0007905	AMIN007032	AFUN2_004080
OG0007906	AMIN008955	AFUN2_013882
OG0007910	AMIN008856	AFUN2_007414
OG0007912	AMIN011142	AFUN2_008897
OG0007913	AMIN000321	AFUN2_002247
OG0007914	AMIN004182	AFUN2_004977
OG0007915	AMIN004193	AFUN2_001763
OG0007916	AMIN004189	AFUN2_008205
OG0007918	AMIN004191	AFUN2_007157
OG0007919	AMIN006611	AFUN2_006186
OG0007921	AMIN006927	AFUN2_001358
OG0007922	AMIN006934	AFUN2_004924
OG0007923	AMIN002504	AFUN2_012398
OG0007924	AMIN016202	AFUN2_001474
OG0007926	AMIN001472	AFUN2_007253
OG0007927	AMIN009093	AFUN2_003106
OG0007928	AMIN009095	AFUN2_004382
OG0007930	AMIN009724	AFUN2_004032
OG0007931	AMIN009616	AFUN2_003079
OG0007932	AMIN009617	AFUN2_013787
OG0007933	AMIN001553	AFUN2_003395
OG0007934	AMIN001547	AFUN2_013513
OG0007936	AMIN001549	AFUN2_010228
OG0007937	AMIN007539	AFUN2_013977
OG0007939	AMIN002193	AFUN2_009482
OG0007940	AMIN010540	AFUN2_007894
OG0007941	AMIN002183	AFUN2_011106
OG0007942	AMIN015821	AFUN2_012105
OG0007943	AMIN010547	AFUN2_005024
OG0007944	AMIN009976	AFUN2_002327
OG0007945	AMIN007299	AFUN2_002557
OG0007948	AMIN010016	AFUN2_013999
OG0007949	AMIN010406	AFUN2_007026
OG0007950	AMIN010478	AFUN2_013303
OG0007951	AMIN010402	AFUN2_001450
OG0007952	AMIN005599	AFUN2_005613
OG0007953	AMIN011303	AFUN2_004567
OG0007954	AMIN007244	AFUN2_011114
OG0007955	AMIN001651	AFUN2_001637
OG0007956	AMIN005640	AFUN2_004544
OG0007957	AMIN008874	AFUN2_000521
OG0007959	AMIN010254	AFUN2_012757
OG0007960	AMIN010214	AFUN2_002004
OG0007962	AMIN014348	AFUN2_001485
OG0007963	AMIN000603	AFUN2_013128
OG0007964	AMIN006459	AFUN2_005156
OG0007966	AMIN007110	AFUN2_004327
OG0007967	AMIN001368	AFUN2_003071
OG0007968	AMIN006413	AFUN2_008745
OG0007969	AMIN001370	AFUN2_003285
OG0007971	AMIN006036	AFUN2_004041
OG0007972	AMIN006047	AFUN2_003129
OG0007973	AMIN011074	AFUN2_010011
OG0007974	AMIN011540	AFUN2_013610
OG0007975	AMIN011077	AFUN2_001781
OG0007976	AMIN011073	AFUN2_013672
OG0007977	AMIN005911	AFUN2_000703
OG0007978	AMIN001689	AFUN2_008178
OG0007979	AMIN001346	AFUN2_001868
OG0007980	AMIN006273	AFUN2_002241
OG0007981	AMIN011328	AFUN2_001317
OG0007982	AMIN001178	AFUN2_008953
OG0007983	AMIN009684	AFUN2_012264
OG0007984	AMIN009429	AFUN2_008136
OG0007986	AMIN009060	AFUN2_011571
OG0007988	AMIN010645	AFUN2_003607
OG0007989	AMIN009061	AFUN2_002752
OG0007990	AMIN007722	AFUN2_004656
OG0007992	AMIN006234	AFUN2_014342
OG0007993	AMIN006212	AFUN2_007740
OG0007996	AMIN006221	AFUN2_002805
OG0007998	AMIN004635	AFUN2_002671
OG0007999	AMIN003908	AFUN2_010510
OG0008000	AMIN003912	AFUN2_002139
OG0008001	AMIN004063	AFUN2_003641
OG0008002	AMIN003915	AFUN2_003245
OG0008004	AMIN003661	AFUN2_012749
OG0008005	AMIN004762	AFUN2_013860
OG0008006	AMIN005630	AFUN2_009521
OG0008008	AMIN005351	AFUN2_008364
OG0008009	AMIN009828	AFUN2_005740
OG0008010	AMIN009808	AFUN2_013685
OG0008011	AMIN015615	AFUN2_012119
OG0008013	AMIN009810	AFUN2_000569
OG0008014	AMIN009812	AFUN2_004309
OG0008015	AMIN007932	AFUN2_011375
OG0008016	AMIN004488	AFUN2_012002
OG0008017	AMIN007924	AFUN2_005806
OG0008018	AMIN009232	AFUN2_009915
OG0008019	AMIN009261	AFUN2_012755
OG0008020	AMIN004331	AFUN2_003891
OG0008021	AMIN004330	AFUN2_013757
OG0008022	AMIN002127	AFUN2_003034
OG0008023	AMIN002123	AFUN2_014035
OG0008024	AMIN002116	AFUN2_005286
OG0008025	AMIN011283	AFUN2_008851
OG0008026	AMIN001523	AFUN2_005281
OG0008027	AMIN001522	AFUN2_002053
OG0008028	AMIN002742	AFUN2_008275
OG0008030	AMIN004589	AFUN2_001960
OG0008031	AMIN002013	AFUN2_001128
OG0008032	AMIN005796	AFUN2_012273
OG0008033	AMIN003450	AFUN2_011801
OG0008036	AMIN003430	AFUN2_003811
OG0008037	AMIN005022	AFUN2_012474
OG0008038	AMIN015887	AFUN2_001784
OG0008039	AMIN006856	AFUN2_007422
OG0008040	AMIN005025	AFUN2_007930
OG0008041	AMIN001383	AFUN2_005268
OG0008043	AMIN001391	AFUN2_007384
OG0008044	AMIN001426	AFUN2_007222
OG0008045	AMIN001422	AFUN2_014513
OG0008046	AMIN004133	AFUN2_004772
OG0008047	AMIN010333	AFUN2_012234
OG0008048	AMIN000826	AFUN2_006011
OG0008051	AMIN016208	AFUN2_011653
OG0008052	AMIN003965	AFUN2_000654
OG0008053	AMIN003966	AFUN2_002518
OG0008054	AMIN004798	AFUN2_002779
OG0008055	AMIN003967	AFUN2_006536
OG0008056	AMIN002662	AFUN2_012932
OG0008057	AMIN000298	AFUN2_014730
OG0008058	AMIN009324	AFUN2_014269
OG0008059	AMIN009325	AFUN2_005431
OG0008060	AMIN008270	AFUN2_012841
OG0008061	AMIN009322	AFUN2_010017
OG0008063	AMIN005085	AFUN2_007671
OG0008064	AMIN005586	AFUN2_003808
OG0008067	AMIN003897	AFUN2_004664
OG0008068	AMIN016082	AFUN2_002405
OG0008069	AMIN005731	AFUN2_001759
OG0008070	AMIN007409	AFUN2_013151
OG0008071	AMIN005521	AFUN2_013217
OG0008072	AMIN011054	AFUN2_008690
