Orthogroup	AminimusMINIMUS1	AaegyptiLVP_AGWG
OG0008255	AMIN016065	AAEL005548
OG0008257	AMIN008709	AAEL005593
OG0008258	AMIN002228	AAEL005595
OG0008259	AMIN015836	AAEL005600
OG0008260	AMIN015761	AAEL005612
OG0008262	AMIN002225	AAEL005616
OG0008263	AMIN015833	AAEL005617
OG0008266	AMIN001708	AAEL005651
OG0008267	AMIN007686	AAEL005674
OG0008268	AMIN006142	AAEL005677
OG0008269	AMIN007226	AAEL005729
OG0008270	AMIN009146	AAEL005735
OG0008271	AMIN002570	AAEL005779
OG0008272	AMIN005418	AAEL005789
OG0008273	AMIN002739	AAEL005817
OG0008274	AMIN005775	AAEL005834
OG0008275	AMIN009283	AAEL005849
OG0008276	AMIN000792	AAEL005903
OG0008277	AMIN000866	AAEL005914
OG0008278	AMIN004171	AAEL005924
OG0008280	AMIN009057	AAEL005957
OG0008281	AMIN006175	AAEL005958
OG0008282	AMIN009058	AAEL005960
OG0008283	AMIN006176	AAEL005967
OG0008284	AMIN009056	AAEL005969
OG0008285	AMIN011033	AAEL005979
OG0008286	AMIN002863	AAEL005991
OG0008287	AMIN000898	AAEL005992
OG0008288	AMIN001897	AAEL006004
OG0008289	AMIN009229	AAEL006017
OG0008290	AMIN003343	AAEL006020
OG0008291	AMIN006540	AAEL006032
OG0008292	AMIN003342	AAEL006033
OG0008293	AMIN003341	AAEL006042
OG0008295	AMIN003297	AAEL006054
OG0008296	AMIN000600	AAEL006070
OG0008298	AMIN004265	AAEL006093
OG0008299	AMIN003518	AAEL006131
OG0008300	AMIN003516	AAEL006143
OG0008301	AMIN004151	AAEL006156
OG0008303	AMIN000384	AAEL006172
OG0008304	AMIN002448	AAEL006176
OG0008305	AMIN016061	AAEL006177
OG0008306	AMIN016062	AAEL006188
OG0008307	AMIN004897	AAEL006191
OG0008308	AMIN002935	AAEL006206
OG0008309	AMIN004866	AAEL006209
OG0008311	AMIN009087	AAEL006238
OG0008314	AMIN000550	AAEL006247
OG0008316	AMIN011574	AAEL006270
OG0008317	AMIN002146	AAEL006293
OG0008318	AMIN002488	AAEL006314
OG0008319	AMIN005124	AAEL006363
OG0008320	AMIN009045	AAEL006377
OG0008321	AMIN005881	AAEL006404
OG0008322	AMIN006003	AAEL006415
OG0008323	AMIN010043	AAEL006428
OG0008327	AMIN001240	AAEL006472
OG0008328	AMIN002297	AAEL006479
OG0008329	AMIN016255	AAEL006488
OG0008332	AMIN007074	AAEL006521
OG0008333	AMIN007538	AAEL006537
OG0008335	AMIN011382	AAEL006542
OG0008336	AMIN011376	AAEL006566
OG0008338	AMIN006424	AAEL006602
OG0008340	AMIN002252	AAEL006640
OG0008341	AMIN002246	AAEL006647
OG0008342	AMIN002248	AAEL006661
OG0008343	AMIN008000	AAEL006721
OG0008344	AMIN011352	AAEL006726
OG0008347	AMIN011354	AAEL006750
OG0008348	AMIN011369	AAEL006753
OG0008349	AMIN004665	AAEL006754
OG0008350	AMIN008716	AAEL006758
OG0008352	AMIN008723	AAEL006780
OG0008353	AMIN000277	AAEL006809
OG0008354	AMIN005431	AAEL006832
OG0008355	AMIN002524	AAEL006841
OG0008356	AMIN003865	AAEL006860
OG0008357	AMIN010286	AAEL006887
OG0008358	AMIN001153	AAEL006899
OG0008359	AMIN001148	AAEL006904
OG0008361	AMIN002546	AAEL006921
OG0008362	AMIN002548	AAEL006923
OG0008363	AMIN008818	AAEL006932
OG0008364	AMIN003405	AAEL006944
OG0008365	AMIN009643	AAEL006982
OG0008366	AMIN009648	AAEL006983
OG0008367	AMIN004099	AAEL006988
OG0008368	AMIN003275	AAEL007006
OG0008369	AMIN004098	AAEL007009
OG0008370	AMIN003159	AAEL007022
OG0008371	AMIN005111	AAEL007034
OG0008373	AMIN008992	AAEL007059
OG0008374	AMIN008780	AAEL007067
OG0008375	AMIN010972	AAEL007096
OG0008376	AMIN011099	AAEL007103
OG0008377	AMIN004267	AAEL007121
OG0008378	AMIN016237	AAEL007135
OG0008379	AMIN003007	AAEL007171
OG0008380	AMIN003857	AAEL007198
OG0008381	AMIN004130	AAEL007202
OG0008383	AMIN001731	AAEL007229
OG0008384	AMIN001730	AAEL007233
OG0008385	AMIN015505	AAEL007236
OG0008386	AMIN001729	AAEL007245
OG0008387	AMIN011336	AAEL007264
OG0008388	AMIN009543	AAEL007273
OG0008389	AMIN002398	AAEL007280
OG0008390	AMIN007255	AAEL007291
OG0008391	AMIN002777	AAEL007299
OG0008392	AMIN001037	AAEL007312
OG0008393	AMIN001036	AAEL007315
OG0008394	AMIN001050	AAEL007344
OG0008395	AMIN000370	AAEL007360
OG0008396	AMIN000371	AAEL007363
OG0008397	AMIN002737	AAEL007386
OG0008399	AMIN009361	AAEL007395
OG0008400	AMIN008707	AAEL007403
OG0008401	AMIN007312	AAEL007431
OG0008402	AMIN006395	AAEL007445
OG0008403	AMIN006295	AAEL007453
OG0008405	AMIN004738	AAEL007500
OG0008406	AMIN000754	AAEL007501
OG0008407	AMIN000887	AAEL007518
OG0008408	AMIN011560	AAEL007532
OG0008409	AMIN001678	AAEL007536
OG0008410	AMIN003231	AAEL007584
OG0008411	AMIN002982	AAEL007595
OG0008412	AMIN003232	AAEL007598
OG0008413	AMIN004657	AAEL007636
OG0008414	AMIN001548	AAEL007650
OG0008416	AMIN006940	AAEL007677
OG0008417	AMIN006699	AAEL007686
OG0008418	AMIN001888	AAEL007703
OG0008419	AMIN011569	AAEL007736
OG0008420	AMIN006291	AAEL007741
OG0008421	AMIN002876	AAEL007760
OG0008422	AMIN011533	AAEL007764
OG0008423	AMIN000239	AAEL007778
OG0008424	AMIN000237	AAEL007779
OG0008425	AMIN002947	AAEL007803
OG0008426	AMIN002951	AAEL007813
OG0008427	AMIN003098	AAEL007822
OG0008428	AMIN003407	AAEL007824
OG0008429	AMIN000127	AAEL007835
OG0008430	AMIN006867	AAEL007878
OG0008431	AMIN004454	AAEL007881
OG0008433	AMIN009265	AAEL007929
OG0008434	AMIN008630	AAEL007934
OG0008435	AMIN008631	AAEL007939
OG0008436	AMIN002348	AAEL007940
OG0008437	AMIN016017	AAEL007947
OG0008438	AMIN009734	AAEL007952
OG0008439	AMIN010911	AAEL007956
OG0008440	AMIN001726	AAEL007971
OG0008441	AMIN002101	AAEL008028
OG0008442	AMIN005182	AAEL008031
OG0008443	AMIN002102	AAEL008032
OG0008444	AMIN003319	AAEL008039
OG0008445	AMIN008848	AAEL008052
OG0008446	AMIN004882	AAEL008067
OG0008447	AMIN000562	AAEL008070
OG0008448	AMIN005794	AAEL008090
OG0008449	AMIN005779	AAEL008095
OG0008450	AMIN005594	AAEL008096
OG0008451	AMIN016281	AAEL008100
OG0008452	AMIN016273	AAEL008106
OG0008453	AMIN000318	AAEL008120
OG0008454	AMIN000453	AAEL008164
OG0008455	AMIN000457	AAEL008170
OG0008456	AMIN000455	AAEL008174
OG0008457	AMIN000466	AAEL008178
OG0008459	AMIN011011	AAEL008201
OG0008460	AMIN016074	AAEL008214
OG0008461	AMIN004830	AAEL008227
OG0008462	AMIN008330	AAEL008279
OG0008463	AMIN010794	AAEL008291
OG0008464	AMIN010796	AAEL008292
OG0008465	AMIN005150	AAEL008303
OG0008466	AMIN001632	AAEL008325
OG0008467	AMIN005180	AAEL008342
OG0008468	AMIN004646	AAEL008369
OG0008469	AMIN008324	AAEL008376
OG0008470	AMIN008317	AAEL008394
OG0008471	AMIN004590	AAEL008421
OG0008472	AMIN003102	AAEL008426
OG0008474	AMIN010228	AAEL008482
OG0008475	AMIN010234	AAEL008486
OG0008477	AMIN010235	AAEL008491
OG0008478	AMIN009678	AAEL008497
OG0008479	AMIN007588	AAEL008514
OG0008481	AMIN002379	AAEL008585
OG0008482	AMIN002377	AAEL008588
OG0008483	AMIN005933	AAEL008598
OG0008484	AMIN016196	AAEL008604
OG0008485	AMIN008043	AAEL008620
OG0008488	AMIN011070	AAEL008638
OG0008489	AMIN011242	AAEL008639
OG0008490	AMIN003270	AAEL008662
OG0008492	AMIN009570	AAEL008673
OG0008493	AMIN011171	AAEL008684
OG0008494	AMIN009426	AAEL008686
OG0008495	AMIN002812	AAEL008708
OG0008496	AMIN003609	AAEL008718
OG0008497	AMIN003608	AAEL008719
OG0008498	AMIN008649	AAEL008733
OG0008500	AMIN009010	AAEL008739
OG0008501	AMIN008648	AAEL008740
OG0008502	AMIN015983	AAEL008742
OG0008503	AMIN006504	AAEL008753
OG0008504	AMIN006503	AAEL008756
OG0008505	AMIN011394	AAEL008766
OG0008506	AMIN016180	AAEL008789
OG0008507	AMIN003106	AAEL008798
OG0008508	AMIN004631	AAEL008799
OG0008509	AMIN016091	AAEL008801
OG0008510	AMIN004853	AAEL008809
OG0008511	AMIN015493	AAEL008815
OG0008512	AMIN000535	AAEL008817
OG0008513	AMIN003345	AAEL008832
OG0008514	AMIN004991	AAEL008867, AAEL008860
OG0008515	AMIN007898	AAEL008887
OG0008518	AMIN010717	AAEL009027
OG0008519	AMIN000604	AAEL009032
OG0008520	AMIN006090	AAEL009055
OG0008521	AMIN009839	AAEL009066
OG0008522	AMIN009841	AAEL009067
OG0008523	AMIN011164	AAEL009081
OG0008524	AMIN003181	AAEL009091
OG0008525	AMIN003905	AAEL009173
OG0008526	AMIN003899	AAEL009177
OG0008527	AMIN003900	AAEL009178
OG0008529	AMIN007320	AAEL009191
OG0008530	AMIN006906	AAEL009199
OG0008531	AMIN008910	AAEL009205
OG0008532	AMIN000305	AAEL009208
OG0008534	AMIN010042	AAEL009220
OG0008535	AMIN010041	AAEL009225
OG0008536	AMIN006344	AAEL009252
OG0008537	AMIN006355	AAEL009253
OG0008538	AMIN006350	AAEL009263
OG0008539	AMIN006347	AAEL009267
OG0008540	AMIN008448	AAEL009273
OG0008542	AMIN005785	AAEL009323
OG0008543	AMIN005783	AAEL009326
OG0008545	AMIN000494	AAEL009375
OG0008546	AMIN000496	AAEL009379
OG0008548	AMIN002428	AAEL009442
OG0008549	AMIN005289	AAEL009484
OG0008550	AMIN008195	AAEL009500
OG0008551	AMIN009222	AAEL009505
OG0008552	AMIN005192	AAEL009515
OG0008553	AMIN007473	AAEL021916, AAEL009545
OG0008554	AMIN008399	AAEL009551
OG0008555	AMIN003982	AAEL009564
OG0008556	AMIN004764	AAEL009574
OG0008557	AMIN014117	AAEL009590
OG0008558	AMIN003078	AAEL020462, AAEL009597
OG0008560	AMIN010696	AAEL009609
OG0008561	AMIN010688	AAEL009614
OG0008563	AMIN004906	AAEL009642
OG0008564	AMIN005276	AAEL009650
OG0008566	AMIN011335	AAEL009661
OG0008567	AMIN002420	AAEL009671
OG0008568	AMIN007450	AAEL009690
OG0008569	AMIN002871	AAEL009708
OG0008570	AMIN000118	AAEL009742
OG0008571	AMIN006568	AAEL009747
OG0008572	AMIN006566	AAEL009749
OG0008573	AMIN006573	AAEL009755
OG0008574	AMIN006570	AAEL009756
OG0008575	AMIN005348	AAEL009765
OG0008576	AMIN005244	AAEL009776
OG0008577	AMIN000056	AAEL009814
OG0008578	AMIN001117	AAEL009815
OG0008579	AMIN001118	AAEL009817
OG0008580	AMIN001128	AAEL009821
OG0008581	AMIN010140	AAEL009833
OG0008583	AMIN000123	AAEL009922
OG0008584	AMIN000213	AAEL009927
OG0008585	AMIN007652	AAEL009964
OG0008586	AMIN007655	AAEL009965
OG0008588	AMIN007656	AAEL009971
OG0008591	AMIN004584	AAEL010015
OG0008592	AMIN016213	AAEL010029
OG0008593	AMIN003374	AAEL010051
OG0008594	AMIN003409	AAEL010064
OG0008595	AMIN011455	AAEL010087
OG0008596	AMIN010507	AAEL010095
OG0008598	AMIN011487	AAEL010118
OG0008599	AMIN009661	AAEL010120
OG0008600	AMIN011101	AAEL010134
OG0008601	AMIN001642	AAEL010138
OG0008602	AMIN006370	AAEL010149
OG0008603	AMIN016171	AAEL010160
OG0008604	AMIN016167	AAEL010164
OG0008605	AMIN002265	AAEL010172
OG0008606	AMIN008899	AAEL010201
OG0008608	AMIN007191	AAEL010232
OG0008609	AMIN009511	AAEL010243
OG0008610	AMIN008348	AAEL010246
OG0008611	AMIN006159	AAEL010264
OG0008612	AMIN007161	AAEL010286
OG0008613	AMIN008513	AAEL010300
OG0008614	AMIN008504	AAEL010310
OG0008615	AMIN010553	AAEL010330
OG0008616	AMIN009782	AAEL010333
OG0008617	AMIN009487	AAEL010348
OG0008618	AMIN004419	AAEL010360
OG0008619	AMIN011115	AAEL010366
OG0008620	AMIN011338	AAEL010374
OG0008621	AMIN011116	AAEL010378
OG0008622	AMIN004946	AAEL010404
OG0008623	AMIN000006	AAEL010407
OG0008624	AMIN000100	AAEL010416
OG0008625	AMIN008140	AAEL010451
OG0008626	AMIN004754	AAEL010464
OG0008627	AMIN002997	AAEL010465
OG0008628	AMIN004678	AAEL010468
OG0008629	AMIN000902	AAEL010480
OG0008630	AMIN001778	AAEL010498
OG0008631	AMIN010070	AAEL010524
OG0008632	AMIN009410	AAEL010533
OG0008634	AMIN005117	AAEL010558
OG0008635	AMIN007566	AAEL010588
OG0008637	AMIN009273	AAEL010619
OG0008638	AMIN005396	AAEL010620
OG0008639	AMIN000960	AAEL010624
OG0008640	AMIN010575	AAEL010653
OG0008641	AMIN010823	AAEL010656
OG0008642	AMIN010680	AAEL010658
OG0008643	AMIN010658	AAEL010659
OG0008644	AMIN007766	AAEL010673
OG0008645	AMIN009503	AAEL010680
OG0008647	AMIN007617	AAEL010697
OG0008649	AMIN009477	AAEL010739
OG0008650	AMIN006178	AAEL010745
OG0008651	AMIN007519	AAEL010753
OG0008652	AMIN007509	AAEL010754
OG0008653	AMIN000063	AAEL010761
OG0008655	AMIN004025	AAEL010785
OG0008656	AMIN004022	AAEL010788
OG0008657	AMIN000154	AAEL010804
OG0008658	AMIN015786	AAEL010821
OG0008659	AMIN010974	AAEL010832
OG0008660	AMIN014616	AAEL010842
OG0008661	AMIN010973	AAEL010848
OG0008662	AMIN015764	AAEL010881, AAEL024444
OG0008663	AMIN010481	AAEL010885
OG0008664	AMIN003663	AAEL010891
OG0008665	AMIN008090	AAEL010905
OG0008666	AMIN002692	AAEL010956
OG0008669	AMIN004464	AAEL011031
OG0008671	AMIN010239	AAEL011050
OG0008672	AMIN002383	AAEL011059
OG0008673	AMIN001196	AAEL011069
OG0008674	AMIN003580	AAEL011106
OG0008675	AMIN002317	AAEL011135
OG0008676	AMIN000265	AAEL011162
OG0008677	AMIN015639	AAEL011168
OG0008678	AMIN007971	AAEL011174
OG0008679	AMIN007967	AAEL011179
OG0008680	AMIN003022	AAEL011183
OG0008681	AMIN000988	AAEL011186
OG0008682	AMIN002044	AAEL011196
OG0008683	AMIN003316	AAEL011234
OG0008684	AMIN004885	AAEL011248
OG0008685	AMIN000301	AAEL011253
OG0008687	AMIN003356	AAEL011261
OG0008688	AMIN010734	AAEL011274
OG0008689	AMIN010727	AAEL011278
OG0008690	AMIN010732	AAEL011285
OG0008692	AMIN005296	AAEL011293
OG0008693	AMIN005896	AAEL011295
OG0008694	AMIN002909	AAEL011302
OG0008695	AMIN001323	AAEL011318
OG0008697	AMIN008365	AAEL011328
OG0008698	AMIN006384	AAEL011375
OG0008699	AMIN006716	AAEL011397
OG0008702	AMIN002382	AAEL011429
OG0008703	AMIN002352	AAEL011439
OG0008704	AMIN008011	AAEL011468
OG0008705	AMIN000524	AAEL011478
OG0008706	AMIN010578	AAEL011487
OG0008707	AMIN008037	AAEL011501
OG0008708	AMIN008038	AAEL011506
OG0008710	AMIN010617	AAEL011537
OG0008711	AMIN008095	AAEL011556
OG0008712	AMIN000138	AAEL011568
OG0008713	AMIN000361	AAEL011579
OG0008714	AMIN008771	AAEL011587
OG0008715	AMIN003234	AAEL011597
OG0008716	AMIN002988	AAEL011598, AAEL027784
OG0008717	AMIN000268	AAEL011599
OG0008718	AMIN015522	AAEL011602
OG0008719	AMIN009002	AAEL011636
OG0008720	AMIN015826	AAEL011651
OG0008721	AMIN016283	AAEL011653
OG0008722	AMIN004266	AAEL011716
OG0008723	AMIN005309	AAEL011718
OG0008724	AMIN008264	AAEL011719
OG0008725	AMIN008673	AAEL011738
OG0008726	AMIN006544	AAEL011740
OG0008728	AMIN009036	AAEL011793
OG0008729	AMIN014272	AAEL011801
OG0008730	AMIN002560	AAEL011809
OG0008731	AMIN005612	AAEL011830
OG0008732	AMIN004212	AAEL011832
OG0008733	AMIN010804	AAEL011867
OG0008734	AMIN009666	AAEL011888
OG0008735	AMIN009667	AAEL011890
OG0008736	AMIN001808	AAEL011901
OG0008737	AMIN001804	AAEL011903
OG0008738	AMIN008732	AAEL011910
OG0008739	AMIN011483	AAEL011949
OG0008740	AMIN010837	AAEL011950
OG0008741	AMIN011484	AAEL011952
OG0008742	AMIN010838	AAEL011953
OG0008743	AMIN015646	AAEL011954
OG0008744	AMIN000052	AAEL011979
OG0008746	AMIN000053	AAEL011986
OG0008747	AMIN009544	AAEL011987
OG0008748	AMIN006965	AAEL012008
OG0008750	AMIN010898	AAEL012013
OG0008751	AMIN000081	AAEL012037
OG0008752	AMIN003225	AAEL012064
OG0008753	AMIN004633	AAEL012073
OG0008754	AMIN000820	AAEL012076
OG0008755	AMIN000815	AAEL012077
OG0008756	AMIN000814	AAEL012078
OG0008757	AMIN000813	AAEL012079
OG0008758	AMIN004104	AAEL012082
OG0008759	AMIN004105	AAEL012083
OG0008761	AMIN005155	AAEL012089
OG0008762	AMIN005091	AAEL012105
OG0008763	AMIN001765	AAEL012126
OG0008764	AMIN005493	AAEL012135
OG0008765	AMIN001958	AAEL012137
OG0008766	AMIN002063	AAEL012140
OG0008767	AMIN005556	AAEL012143
OG0008769	AMIN007288	AAEL012164
OG0008770	AMIN007291	AAEL012167
OG0008771	AMIN007298	AAEL012168
OG0008772	AMIN007347	AAEL012199
OG0008773	AMIN003386	AAEL012207
OG0008774	AMIN002759	AAEL012237
OG0008775	AMIN002757	AAEL012238
OG0008776	AMIN003647	AAEL012243
OG0008777	AMIN001572	AAEL012261
OG0008778	AMIN001573	AAEL012265
OG0008779	AMIN001690	AAEL012267
OG0008780	AMIN001571	AAEL012268
OG0008781	AMIN008084	AAEL012276
OG0008782	AMIN005057	AAEL012297
OG0008783	AMIN004327	AAEL012327
OG0008784	AMIN006551	AAEL012337
OG0008786	AMIN011118	AAEL012361
OG0008787	AMIN007569	AAEL012363
OG0008788	AMIN011117	AAEL012368
OG0008789	AMIN007915	AAEL012375
OG0008790	AMIN002801	AAEL012381
OG0008791	AMIN002181	AAEL012383
OG0008792	AMIN002180	AAEL012384
OG0008793	AMIN004668	AAEL012438
OG0008794	AMIN003643	AAEL012440
OG0008795	AMIN003646	AAEL012442
OG0008796	AMIN000343	AAEL012447
OG0008797	AMIN003645	AAEL012448
OG0008798	AMIN006801	AAEL012450
OG0008799	AMIN002007	AAEL012458
OG0008800	AMIN005647	AAEL012460
OG0008801	AMIN011530	AAEL012476
OG0008802	AMIN011535	AAEL012478
OG0008803	AMIN004936	AAEL012486
OG0008805	AMIN002625	AAEL012566
OG0008806	AMIN000018	AAEL012575
OG0008807	AMIN002765	AAEL012616
OG0008809	AMIN010310	AAEL012660
OG0008810	AMIN007587	AAEL012674
OG0008812	AMIN002440	AAEL012687
OG0008813	AMIN002435	AAEL012693
OG0008814	AMIN008480	AAEL012748
OG0008815	AMIN015869	AAEL025072, AAEL012790
OG0008816	AMIN008151	AAEL012835
OG0008817	AMIN007514	AAEL012876
OG0008819	AMIN001237	AAEL012920
OG0008820	AMIN004791	AAEL012925
OG0008821	AMIN004789	AAEL012926
OG0008822	AMIN001024	AAEL012929
OG0008824	AMIN005617	AAEL012931
OG0008825	AMIN005618	AAEL012941
OG0008826	AMIN008451	AAEL012942
OG0008827	AMIN008411	AAEL012944
OG0008828	AMIN003122	AAEL012947
OG0008829	AMIN008452	AAEL012950
OG0008830	AMIN000186	AAEL012955
OG0008832	AMIN007824	AAEL012978
OG0008833	AMIN009338	AAEL012990
OG0008834	AMIN001673	AAEL013011
OG0008835	AMIN006299	AAEL013063
OG0008836	AMIN005067	AAEL013078
OG0008837	AMIN000269	AAEL013108
OG0008838	AMIN007851	AAEL013119
OG0008839	AMIN007828	AAEL013167
OG0008840	AMIN007205	AAEL013174
OG0008841	AMIN009188	AAEL013220
OG0008842	AMIN009189	AAEL013225
OG0008845	AMIN004693	AAEL013245
OG0008846	AMIN009774	AAEL013251
OG0008847	AMIN005065	AAEL013263
OG0008848	AMIN003791	AAEL013296
OG0008849	AMIN016238	AAEL013310
OG0008851	AMIN009587	AAEL013355
OG0008852	AMIN001656	AAEL013370
OG0008853	AMIN002358	AAEL013374
OG0008854	AMIN007624	AAEL013380
OG0008855	AMIN004110	AAEL013390
OG0008856	AMIN015884	AAEL013391
OG0008857	AMIN004807	AAEL013399
OG0008858	AMIN005228	AAEL013406
OG0008859	AMIN007602	AAEL013413
OG0008860	AMIN009967	AAEL013441
OG0008861	AMIN008093	AAEL013453
OG0008863	AMIN009615	AAEL013467
OG0008864	AMIN007772	AAEL013470
OG0008865	AMIN010344	AAEL013484
OG0008866	AMIN011563	AAEL013504
OG0008867	AMIN002844	AAEL013525
OG0008869	AMIN007215	AAEL013535
OG0008870	AMIN016292	AAEL013536
OG0008873	AMIN005655	AAEL013608
OG0008874	AMIN003732	AAEL013612
OG0008876	AMIN005593	AAEL013627
OG0008877	AMIN005795	AAEL013633
OG0008879	AMIN015512	AAEL013645
OG0008880	AMIN015637	AAEL013648
OG0008881	AMIN005516	AAEL013661
OG0008883	AMIN000303	AAEL013723
OG0008884	AMIN004445	AAEL013727
OG0008885	AMIN008261	AAEL013731
OG0008886	AMIN011221	AAEL013741
OG0008887	AMIN008343	AAEL013760
OG0008888	AMIN000333	AAEL013766
OG0008889	AMIN001053	AAEL013768
OG0008891	AMIN006332	AAEL013775, AAEL024607
OG0008892	AMIN002434	AAEL013793
OG0008893	AMIN007488	AAEL013857
OG0008895	AMIN002019	AAEL013884
OG0008896	AMIN000723	AAEL013896
OG0008897	AMIN008610	AAEL013906
OG0008899	AMIN003699	AAEL013963
OG0008900	AMIN015820	AAEL013964
OG0008901	AMIN003698	AAEL013966
OG0008902	AMIN008484	AAEL013980
OG0008903	AMIN015586	AAEL013995
OG0008904	AMIN001770	AAEL014031
OG0008906	AMIN009582	AAEL014041
OG0008907	AMIN004875	AAEL014045
OG0008908	AMIN009984	AAEL014092
OG0008909	AMIN007735	AAEL014096
OG0008910	AMIN007734	AAEL014098
OG0008911	AMIN007771	AAEL014099
OG0008912	AMIN009270	AAEL014113
OG0008913	AMIN005752	AAEL014134
OG0008914	AMIN009895	AAEL014135
OG0008915	AMIN002498	AAEL014136
OG0008916	AMIN009753	AAEL014141
OG0008917	AMIN008986	AAEL014146
OG0008918	AMIN002989	AAEL014174
OG0008919	AMIN008725	AAEL014177
OG0008920	AMIN001734	AAEL014193
OG0008921	AMIN001317	AAEL014205
OG0008922	AMIN001448	AAEL014215
OG0008923	AMIN002385	AAEL014226
OG0008924	AMIN011308	AAEL014237
OG0008925	AMIN009237	AAEL014253
OG0008926	AMIN009271	AAEL014258
OG0008927	AMIN006118	AAEL014281
OG0008928	AMIN006115	AAEL014286
OG0008929	AMIN005814	AAEL014331
OG0008930	AMIN000897	AAEL014344
OG0008932	AMIN003742	AAEL014369
OG0008933	AMIN003513	AAEL014375
OG0008934	AMIN002357	AAEL014378
OG0008935	AMIN016299	AAEL014382
OG0008937	AMIN007763	AAEL014422
OG0008938	AMIN002847	AAEL014425
OG0008939	AMIN011208	AAEL014450
OG0008940	AMIN007107	AAEL014492
OG0008941	AMIN003093	AAEL014522
OG0008942	AMIN016028	AAEL014546
OG0008943	AMIN000066	AAEL014564
OG0008944	AMIN001137	AAEL014624
OG0008946	AMIN007894	AAEL014636
OG0008948	AMIN005199	AAEL014655
OG0008949	AMIN007724	AAEL014672
OG0008950	AMIN000189	AAEL014697
OG0008951	AMIN006818	AAEL014719
OG0008952	AMIN009414	AAEL014733
OG0008953	AMIN009521	AAEL014735
OG0008954	AMIN003164	AAEL014763, AAEL022827
OG0008955	AMIN001459	AAEL014799
OG0008956	AMIN008185	AAEL014825
OG0008957	AMIN009109	AAEL014828
OG0008958	AMIN004274	AAEL014831
OG0008959	AMIN011429	AAEL014852
OG0008961	AMIN015948	AAEL014886
OG0008963	AMIN008425	AAEL014943
OG0008964	AMIN004667	AAEL014946
OG0008965	AMIN010058	AAEL014961
OG0008966	AMIN000712	AAEL014965
OG0008967	AMIN007635	AAEL014978
OG0008968	AMIN006092	AAEL014981
OG0008969	AMIN004941	AAEL014993
OG0008970	AMIN004940	AAEL014994
OG0008971	AMIN001139	AAEL015007
OG0008972	AMIN006498	AAEL015038
OG0008973	AMIN004737	AAEL015048
OG0008974	AMIN011295	AAEL015059
OG0008976	AMIN005542	AAEL015095
OG0008977	AMIN010429	AAEL015236
OG0008978	AMIN003391	AAEL015271
OG0008979	AMIN010672	AAEL015412
OG0008981	AMIN008633	AAEL015543
OG0008982	AMIN005614	AAEL015586
OG0008983	AMIN004218	AAEL016960
OG0008984	AMIN009496	AAEL017025
OG0008985	AMIN009687	AAEL017030
OG0008986	AMIN015835	AAEL017051
OG0008987	AMIN006141	AAEL017053
OG0008988	AMIN008358	AAEL017054
OG0008989	AMIN000388	AAEL017064
OG0008990	AMIN005204	AAEL017139
OG0008992	AMIN003945	AAEL017194
OG0008993	AMIN007137	AAEL017212
OG0008994	AMIN002584	AAEL017213
OG0008995	AMIN002867	AAEL017293
OG0008996	AMIN000168	AAEL017319
OG0008997	AMIN003936	AAEL017334
OG0008998	AMIN000382	AAEL017335
OG0009000	AMIN000762	AAEL017418
OG0009001	AMIN006197	AAEL017419
OG0009002	AMIN008634	AAEL017424
OG0009003	AMIN004746	AAEL017481
OG0009004	AMIN010667	AAEL017500
OG0009005	AMIN005649	AAEL017562
OG0009006	AMIN001072	AAEL017987
OG0009007	AMIN006694	AAEL018144
OG0009008	AMIN001119	AAEL018186
OG0009009	AMIN005143	AAEL018208
OG0009010	AMIN006389	AAEL018216
OG0009011	AMIN004137	AAEL018255
OG0009012	AMIN007825	AAEL018257
OG0009013	AMIN002432	AAEL018266
OG0009014	AMIN007733	AAEL018270
OG0009015	AMIN000505	AAEL018301
OG0009016	AMIN003601	AAEL018314
OG0009017	AMIN007231	AAEL018319
OG0009018	AMIN003751	AAEL018323
OG0009019	AMIN004038	AAEL018334
OG0009020	AMIN006683	AAEL018340
OG0009021	AMIN008711	AAEL018343
OG0009022	AMIN007236	AAEL018351
OG0009023	AMIN004741	AAEL018695
OG0009024	AMIN003618	AAEL019404
OG0009025	AMIN011024	AAEL019435
OG0009026	AMIN006584	AAEL019453
OG0009028	AMIN003112	AAEL019486
OG0009029	AMIN003604	AAEL019512
OG0009030	AMIN000796	AAEL019519
OG0009031	AMIN003783	AAEL019536
OG0009032	AMIN004414	AAEL019545
OG0009033	AMIN009806	AAEL019554
OG0009034	AMIN004909	AAEL019560
OG0009035	AMIN000548	AAEL019564
OG0009036	AMIN007746	AAEL019582
OG0009037	AMIN003375	AAEL019612
OG0009038	AMIN006046	AAEL019616
OG0009039	AMIN004719	AAEL019639
OG0009040	AMIN008971	AAEL019654
OG0009041	AMIN015490	AAEL019660
OG0009042	AMIN009954	AAEL019669
OG0009043	AMIN007100	AAEL019689
OG0009044	AMIN001173	AAEL019691
OG0009045	AMIN007632	AAEL019692
OG0009046	AMIN006983	AAEL019695
OG0009047	AMIN009360	AAEL019707
OG0009048	AMIN009730	AAEL019715
OG0009049	AMIN006457	AAEL019727
OG0009050	AMIN002957	AAEL019741
OG0009051	AMIN000257	AAEL019763
OG0009052	AMIN004834	AAEL019766
OG0009053	AMIN015763	AAEL019771
OG0009054	AMIN005079	AAEL019786
