Orthogroup	AminimusMINIMUS1	LlongipalpisASM
OG0007362	AMIN011147	LOC129793455
OG0007363	AMIN001776	LOC129787392, LOC129793407
OG0007364	AMIN003641	LOC129797093
OG0007365	AMIN010290	LOC129793850
OG0007366	AMIN011184	LOC129793524
OG0007367	AMIN000938	LOC129789834
OG0007368	AMIN005750	LOC129786687
OG0007369	AMIN003976	LOC129786079
OG0007370	AMIN011013	LOC129793022
OG0007371	AMIN002595	LOC129789448
OG0007372	AMIN007678	LOC129794246
OG0007373	AMIN005308	LOC129790168
OG0007374	AMIN005816	LOC129789963
OG0007375	AMIN011374	LOC129787188
OG0007376	AMIN005737	LOC129788401
OG0007377	AMIN000578	LOC129794884
OG0007378	AMIN007747	LOC129792079
OG0007380	AMIN011306	LOC129787457
OG0007381	AMIN008173	LOC129792137
OG0007382	AMIN010035	LOC129794207
OG0007383	AMIN005540	LOC129790022
OG0007384	AMIN003134	LOC129786973
OG0007385	AMIN001890	LOC129790045
OG0007386	AMIN002033	LOC129786086
OG0007387	AMIN007041	LOC129796404
OG0007388	AMIN003728	LOC129787369
OG0007389	AMIN001552	LOC129788884
OG0007390	AMIN007626	LOC129794296
OG0007391	AMIN011253	LOC129791932
OG0007393	AMIN002956	LOC129786925
OG0007395	AMIN008988	LOC129794336
OG0007396	AMIN008082	LOC129793057
OG0007397	AMIN005132	LOC129790922
OG0007398	AMIN008049	LOC129795508
OG0007399	AMIN015617	LOC129795814
OG0007400	AMIN000142	LOC129797145
OG0007401	AMIN010142	LOC129791839
OG0007402	AMIN007760	LOC129793967
OG0007403	AMIN008172	LOC129792122
OG0007404	AMIN000485	LOC129794966
OG0007405	AMIN010407	LOC129791571
OG0007406	AMIN010607	LOC129788704
OG0007407	AMIN011269	LOC129792894
OG0007408	AMIN004281	LOC129786403
OG0007409	AMIN007434	LOC129795426
OG0007410	AMIN002895	LOC129797530
OG0007412	AMIN000890	LOC129786919
OG0007413	AMIN003823	LOC129786805
OG0007414	AMIN010280	LOC129793610
OG0007415	AMIN010872	LOC129792778
OG0007416	AMIN000681	LOC129786011
OG0007417	AMIN001908	LOC129788995
OG0007419	AMIN004775	LOC129791871
OG0007420	AMIN007725	LOC129793491
OG0007421	AMIN008854	LOC129794989
OG0007422	AMIN003023	LOC129794437
OG0007423	AMIN010538	LOC129792615
OG0007424	AMIN006608	LOC129787896
OG0007425	AMIN005539	LOC129788852
OG0007426	AMIN008808	LOC129796409
OG0007427	AMIN010952	LOC129793224, LOC129787195
OG0007428	AMIN007603	LOC129793532
OG0007429	AMIN010102	LOC129793584
OG0007432	AMIN008210	LOC129786575
OG0007433	AMIN009556	LOC129789192
OG0007434	AMIN007281	LOC129792279
OG0007435	AMIN008967	LOC129796141
OG0007436	AMIN009962	LOC129793514
OG0007437	AMIN006513	LOC129794532
OG0007438	AMIN011623	LOC129794012
OG0007439	AMIN009533	LOC129789563
OG0007440	AMIN010674	LOC129792945
OG0007441	AMIN000222	LOC129786677
OG0007442	AMIN008490	LOC129795167
OG0007443	AMIN011477	LOC129792106
OG0007444	AMIN001967	LOC129787929
OG0007445	AMIN005691	LOC129788812
OG0007446	AMIN010438	LOC129796850
OG0007447	AMIN004561	LOC129791723
OG0007448	AMIN011254	LOC129791806
OG0007449	AMIN010889	LOC129792720
OG0007450	AMIN006771	LOC129791457
OG0007451	AMIN006726	LOC129793165
OG0007452	AMIN006552	LOC129789888
OG0007453	AMIN003064	LOC129787529
OG0007454	AMIN009193	LOC129787981
OG0007455	AMIN007406	LOC129792816
OG0007456	AMIN010162	LOC129792177
OG0007459	AMIN003171	LOC129787048
OG0007461	AMIN010799	LOC129794323
OG0007462	AMIN000879	LOC129787968
OG0007463	AMIN009871	LOC129789228
OG0007464	AMIN001519	LOC129790817
OG0007466	AMIN001342	LOC129789985
OG0007469	AMIN007622	LOC129793147
OG0007470	AMIN011452	LOC129791820
OG0007471	AMIN011219	LOC129793209
OG0007472	AMIN005137	LOC129786666
OG0007473	AMIN011092	LOC129791518
OG0007475	AMIN004765	LOC129787202
OG0007476	AMIN007592	LOC129793841
OG0007477	AMIN011418	LOC129791532
OG0007478	AMIN005061	LOC129786312
OG0007479	AMIN008141	LOC129796037
OG0007480	AMIN007794	LOC129793159
OG0007481	AMIN005362	LOC129789310, LOC129789464
OG0007482	AMIN015927	LOC129791915
OG0007483	AMIN010442	LOC129792554
OG0007484	AMIN000570	LOC129786202
OG0007487	AMIN005974	LOC129789385
OG0007488	AMIN011651	LOC129793711
OG0007489	AMIN004687	LOC129787418
OG0007490	AMIN005259	LOC129789394
OG0007491	AMIN010330	LOC129794280
OG0007492	AMIN003864	LOC129790292
OG0007493	AMIN005135	LOC129789759
OG0007494	AMIN002141	LOC129791187
OG0007496	AMIN007346	LOC129787382
OG0007497	AMIN004745	LOC129786756
OG0007498	AMIN010904	LOC129792598
OG0007499	AMIN007770	LOC129791466
OG0007500	AMIN004756	LOC129787550
OG0007503	AMIN000612	LOC129788703
OG0007504	AMIN004484	LOC129795505
OG0007505	AMIN004990	LOC129795041
OG0007506	AMIN004361	LOC129794338
OG0007507	AMIN007914	LOC129793827
OG0007508	AMIN001556	LOC129789306
OG0007509	AMIN003640	LOC129787451
OG0007510	AMIN009723	LOC129790526
OG0007511	AMIN005641	LOC129788934
OG0007512	AMIN001598	LOC129795538
OG0007513	AMIN010362	LOC129791822
OG0007514	AMIN010854	LOC129791941
OG0007515	AMIN003813	LOC129788088
OG0007516	AMIN010504	LOC129792605
OG0007517	AMIN002463	LOC129788423
OG0007518	AMIN008896	LOC129795490
OG0007519	AMIN006224	LOC129795439
OG0007520	AMIN008138	LOC129796052
OG0007521	AMIN005233	LOC129788676
OG0007522	AMIN011390	LOC129794229
OG0007523	AMIN002104	LOC129790674
OG0007524	AMIN011647	LOC129791781
OG0007525	AMIN007410	LOC129792228
OG0007527	AMIN005341	LOC129787964
OG0007528	AMIN010833	LOC129793542
OG0007529	AMIN004202, AMIN005389	LOC129787814
OG0007530	AMIN007841	LOC129792075
OG0007531	AMIN000342	LOC129797537
OG0007532	AMIN003836	LOC129788206
OG0007533	AMIN005313	LOC129789638
OG0007534	AMIN004213	LOC129787811
OG0007536	AMIN011076	LOC129791667
OG0007537	AMIN010077	LOC129791913
OG0007538	AMIN001893	LOC129790051
OG0007539	AMIN001962	LOC129790143
OG0007540	AMIN000341	LOC129790145
OG0007541	AMIN006268	LOC129785830
OG0007543	AMIN015746	LOC129793161
OG0007544	AMIN002752	LOC129787628
OG0007545	AMIN007471	LOC129786374
OG0007546	AMIN004458	LOC129795997
OG0007547	AMIN008208	LOC129791220
OG0007548	AMIN006609	LOC129790363
OG0007549	AMIN008644	LOC129795435
OG0007550	AMIN007193	LOC129794119
OG0007551	AMIN009714	LOC129794056
OG0007552	AMIN000204	LOC129786853
OG0007553	AMIN000610	LOC129790668
OG0007554	AMIN001501	LOC129791004
OG0007555	AMIN009825	LOC129788383
OG0007556	AMIN005978	LOC129791465
OG0007557	AMIN000074	LOC129794828
OG0007558	AMIN001725	LOC129791624
OG0007559	AMIN009266	LOC129796922
OG0007560	AMIN004989	LOC129796536
OG0007561	AMIN008056	LOC129791705
OG0007562	AMIN008231	LOC129796308
OG0007563	AMIN009437	LOC129788053
OG0007564	AMIN000104	LOC129787797
OG0007565	AMIN008174	LOC129792095
OG0007566	AMIN005609	LOC129791078
OG0007567	AMIN006160	LOC129791125
OG0007568	AMIN010725	LOC129792138
OG0007569	AMIN007136	LOC129794110
OG0007570	AMIN010855	LOC129785939
OG0007571	AMIN000369	LOC129797163
OG0007572	AMIN015743	LOC129794082
OG0007573	AMIN000047	LOC129787541
OG0007574	AMIN015738	LOC129791776
OG0007576	AMIN011321	LOC129791784
OG0007577	AMIN008823	LOC129790122
OG0007578	AMIN003016	LOC129787025
OG0007579	AMIN000328	LOC129797860
OG0007580	AMIN007238	LOC129792893
OG0007581	AMIN010321	LOC129793755
OG0007582	AMIN006839	LOC129793624, LOC129790709
OG0007583	AMIN008953	LOC129795484
OG0007584	AMIN002497	LOC129797475
OG0007585	AMIN003519	LOC129796607
OG0007586	AMIN000526	LOC129796993
OG0007587	AMIN007399	LOC129791606
OG0007588	AMIN005217	LOC129787652
OG0007589	AMIN005812	LOC129789875
OG0007590	AMIN008457	LOC129797432
OG0007591	AMIN000119	LOC129787858
OG0007592	AMIN009267	LOC129787540
OG0007593	AMIN004618	LOC129797265
OG0007594	AMIN000896	LOC129787409
OG0007595	AMIN009510	LOC129790544
OG0007597	AMIN000753	LOC129790378
OG0007598	AMIN007212	LOC129791449
OG0007599	AMIN004686	LOC129787440
OG0007600	AMIN007555	LOC129792836
OG0007601	AMIN010978	LOC129795811
OG0007602	AMIN000783	LOC129786009
OG0007603	AMIN009913	LOC129792050
OG0007604	AMIN008337	LOC129796109
OG0007605	AMIN008463	LOC129796254
OG0007606	AMIN002902	LOC129793469
OG0007607	AMIN010921	LOC129793993
OG0007608	AMIN006644	LOC129795491
OG0007610	AMIN005718	LOC129789283
OG0007611	AMIN005280	LOC129796651
OG0007612	AMIN016105	LOC129797515
OG0007613	AMIN010200	LOC129792338
OG0007614	AMIN005368	LOC129791182
OG0007615	AMIN000329	LOC129785890
OG0007616	AMIN010622	LOC129793737
OG0007617	AMIN005591	LOC129788727
OG0007618	AMIN003795	LOC129786234
OG0007619	AMIN011503	LOC129794206
OG0007620	AMIN007340	LOC129787497
OG0007621	AMIN007550	LOC129793302
OG0007622	AMIN008060	LOC129791704
OG0007623	AMIN006266	LOC129788945
OG0007624	AMIN010897	LOC129791978
OG0007625	AMIN005534	LOC129790598
OG0007626	AMIN003359	LOC129787077
OG0007627	AMIN009923	LOC129793475
OG0007628	AMIN008922	LOC129794626
OG0007630	AMIN001749	LOC129790072
OG0007631	AMIN005123	LOC129792579
OG0007632	AMIN004855	LOC129797153
OG0007633	AMIN010936	LOC129794279
OG0007634	AMIN010866	LOC129792483
OG0007635	AMIN007315	LOC129792246
OG0007636	AMIN000250	LOC129797866
OG0007637	AMIN006912	LOC129796586
OG0007638	AMIN007278	LOC129791819
OG0007639	AMIN005349	LOC129790271
OG0007640	AMIN003578	LOC129793169
OG0007641	AMIN009382	LOC129789302
OG0007642	AMIN007704	LOC129792480
OG0007643	AMIN005173	LOC129788933
OG0007644	AMIN011266	LOC129791572
OG0007645	AMIN004920	LOC129786540
OG0007646	AMIN007284	LOC129791774
OG0007648	AMIN005854	LOC129790908
OG0007649	AMIN005165	LOC129788734
OG0007650	AMIN003693	LOC129797247
OG0007651	AMIN009553	LOC129788385
OG0007652	AMIN010039	LOC129793382
OG0007653	AMIN008811	LOC129794729
OG0007654	AMIN007132	LOC129794157
OG0007655	AMIN002758	LOC129787748
OG0007656	AMIN003294	LOC129788718
OG0007657	AMIN007537	LOC129786030
OG0007658	AMIN011129	LOC129792796
OG0007660	AMIN002707	LOC129797469
OG0007661	AMIN011034	LOC129794277
OG0007663	AMIN003743	LOC129796935
OG0007664	AMIN003333	LOC129797212
OG0007665	AMIN002654	LOC129786013
OG0007666	AMIN001862	LOC129790659
OG0007668	AMIN008086	LOC129792819
OG0007669	AMIN005453	LOC129786418
OG0007670	AMIN004700	LOC129787882
OG0007671	AMIN004803	LOC129791867
OG0007672	AMIN004135	LOC129794569
OG0007674	AMIN005645	LOC129794074
OG0007675	AMIN001435	LOC129789485
OG0007676	AMIN009949	LOC129789100
OG0007677	AMIN010005	LOC129792930
OG0007678	AMIN007372	LOC129792494
OG0007679	AMIN008675	LOC129787121
OG0007680	AMIN002054	LOC129790465
OG0007681	AMIN005813	LOC129791234
OG0007682	AMIN014201	LOC129789399
OG0007683	AMIN011612	LOC129793501
OG0007684	AMIN008545	LOC129795303
OG0007685	AMIN005086	LOC129787892
OG0007686	AMIN001029	LOC129785831
OG0007688	AMIN010555	LOC129791567
OG0007689	AMIN002539	LOC129786400
OG0007690	AMIN011173	LOC129793130
OG0007691	AMIN005297	LOC129788759
OG0007692	AMIN005103	LOC129787891
OG0007693	AMIN006814	LOC129790046
OG0007694	AMIN006194	LOC129794244
OG0007695	AMIN001907	LOC129791842
OG0007696	AMIN008326	LOC129795455
OG0007697	AMIN002126	LOC129793795
OG0007698	AMIN001733	LOC129788732
OG0007699	AMIN004759	LOC129797426
OG0007700	AMIN009334	LOC129796701
OG0007701	AMIN005138	LOC129786989
OG0007702	AMIN008805	LOC129795285
OG0007703	AMIN010579	LOC129794286
OG0007704	AMIN007790	LOC129794341
OG0007705	AMIN008871	LOC129789353
OG0007706	AMIN003804	LOC129797785
OG0007707	AMIN002262	LOC129786402
OG0007708	AMIN004229	LOC129796525
OG0007709	AMIN007974	LOC129785849
OG0007710	AMIN002390	LOC129786514
OG0007711	AMIN015751	LOC129789660
OG0007712	AMIN010238	LOC129787006
OG0007713	AMIN001267	LOC129796354
OG0007714	AMIN003099	LOC129791286
OG0007715	AMIN003358	LOC129787079
OG0007716	AMIN008849	LOC129792570
OG0007717	AMIN009869	LOC129786613
OG0007719	AMIN010020	LOC129793952
OG0007720	AMIN007713	LOC129793363
OG0007721	AMIN011265	LOC129791595
OG0007722	AMIN006750	LOC129788950
OG0007723	AMIN011297	LOC129792553
OG0007724	AMIN008556	LOC129795449
OG0007725	AMIN001834	LOC129790129
OG0007726	AMIN002099	LOC129790619
OG0007727	AMIN003309	LOC129788428
OG0007728	AMIN009111	LOC129788070
OG0007729	AMIN002885	LOC129797721
OG0007730	AMIN003840	LOC129787526
OG0007731	AMIN006001	LOC129791326
OG0007732	AMIN006278	LOC129790729
OG0007733	AMIN007604	LOC129792629
OG0007734	AMIN010131	LOC129793269
OG0007735	AMIN001110	LOC129789592
OG0007736	AMIN003286	LOC129797424
OG0007737	AMIN008724	LOC129795463
OG0007738	AMIN006923	LOC129786081
OG0007739	AMIN008200	LOC129796044
OG0007740	AMIN003009	LOC129787032
OG0007741	AMIN003520	LOC129797736
OG0007742	AMIN001078	LOC129790092
OG0007743	AMIN005699	LOC129790706
OG0007744	AMIN004993	LOC129795459
OG0007745	AMIN004982	LOC129794683
OG0007748	AMIN001941	LOC129786479
OG0007751	AMIN002345	LOC129796778
OG0007752	AMIN016132	LOC129792718
OG0007753	AMIN001956	LOC129790704
OG0007754	AMIN007178	LOC129793448
OG0007755	AMIN011375	LOC129790502
OG0007757	AMIN005055	LOC129789829
OG0007758	AMIN000538	LOC129786891
OG0007760	AMIN010323	LOC129792375
OG0007761	AMIN015750	LOC129794060
OG0007762	AMIN004176	LOC129796351
OG0007763	AMIN010400	LOC129792371
OG0007764	AMIN002586	LOC129786215
OG0007765	AMIN006949	LOC129795447
OG0007766	AMIN005654	LOC129789661
OG0007767	AMIN000769	LOC129786621
OG0007768	AMIN009762	LOC129788438
OG0007770	AMIN003255	LOC129787614
OG0007771	AMIN005104	LOC129789143
OG0007772	AMIN005822	LOC129788677
OG0007773	AMIN005589	LOC129791455
OG0007774	AMIN003879	LOC129791438
OG0007775	AMIN007034	LOC129795085
OG0007778	AMIN000835	LOC129788639
OG0007781	AMIN000882	LOC129797683
OG0007784	AMIN005495	LOC129785836
OG0007785	AMIN004078	LOC129794638
OG0007787	AMIN008131	LOC129797373
OG0007796	AMIN000164	LOC129793773
OG0007802	AMIN008594	LOC129789261, LOC129789693
OG0007826	AMIN011590	LOC129796593
OG0007838	AMIN000744	LOC129787581
OG0007839	AMIN000740	LOC129797335
OG0007840	AMIN003571	LOC129797750
OG0007842	AMIN004626	LOC129787916
OG0007843	AMIN003568	LOC129796800
OG0007846	AMIN002644	LOC129788876
OG0007848	AMIN002749	LOC129786394
OG0007849	AMIN009911	LOC129796504
OG0007852	AMIN001238	LOC129786373
OG0007853	AMIN007478	LOC129795324
OG0007856	AMIN011629	LOC129792478
OG0007857	AMIN011631	LOC129787007, LOC129787013
OG0007858	AMIN011630	LOC129792479
OG0007862	AMIN008306	LOC129797099
OG0007863	AMIN006543	LOC129795864
OG0007864	AMIN010166	LOC129792178
OG0007866	AMIN008308	LOC129795725
OG0007867	AMIN006254	LOC129789919
OG0007875	AMIN008548	LOC129795084
OG0007877	AMIN008547	LOC129795301
OG0007878	AMIN016097	LOC129796900
OG0007879	AMIN000843	LOC129795703
OG0007881	AMIN003602	LOC129795179
OG0007882	AMIN015527	LOC129796339
OG0007884	AMIN009050	LOC129795460
OG0007887	AMIN005015	LOC129795721
OG0007889	AMIN015649	LOC129792222
OG0007890	AMIN003186	LOC129796301
OG0007891	AMIN015979	LOC129794805
OG0007892	AMIN008934	LOC129793883
OG0007893	AMIN008931	LOC129795200
OG0007894	AMIN007087	LOC129790670
OG0007895	AMIN007065	LOC129789973
OG0007896	AMIN007129	LOC129789401
OG0007897	AMIN010531	LOC129797771
OG0007901	AMIN006595	LOC129796222
OG0007902	AMIN000275	LOC129796255
OG0007903	AMIN007033	LOC129794576
OG0007904	AMIN009308	LOC129794587
OG0007906	AMIN008955	LOC129788035
OG0007910	AMIN008856	LOC129796700
OG0007914	AMIN004182	LOC129796572
OG0007915	AMIN004193	LOC129787796
OG0007916	AMIN004189	LOC129793637
OG0007918	AMIN004191	LOC129787804
OG0007919	AMIN006611	LOC129791775
OG0007922	AMIN006934	LOC129795858
OG0007923	AMIN002504	LOC129797704
OG0007924	AMIN016202	LOC129786012
OG0007926	AMIN001472	LOC129795551
OG0007930	AMIN009724	LOC129794633
OG0007931	AMIN009616	LOC129790069
OG0007932	AMIN009617	LOC129787057
OG0007934	AMIN001547	LOC129788447
OG0007936	AMIN001549	LOC129788410
OG0007937	AMIN007539	LOC129795417
OG0007939	AMIN002193	LOC129794140
OG0007941	AMIN002183	LOC129794851
OG0007942	AMIN015821	LOC129786119
OG0007944	AMIN009976	LOC129793339
OG0007945	AMIN007299	LOC129793301
OG0007949	AMIN010406	LOC129793240
OG0007950	AMIN010478	LOC129786959
OG0007952	AMIN005599	LOC129790056
OG0007954	AMIN007244	LOC129788537
OG0007955	AMIN001651	LOC129788420
OG0007957	AMIN008874	LOC129791969
OG0007959	AMIN010254	LOC129793947
OG0007960	AMIN010214	LOC129794089
OG0007963	AMIN000603	LOC129787498
OG0007964	AMIN006459	LOC129790174
OG0007966	AMIN007110	LOC129787574
OG0007968	AMIN006413	LOC129793606
OG0007971	AMIN006036	LOC129789162
OG0007973	AMIN011074	LOC129791697
OG0007974	AMIN011540	LOC129790805
OG0007975	AMIN011077	LOC129793733
OG0007976	AMIN011073	LOC129791687
OG0007977	AMIN005911	LOC129790451
OG0007978	AMIN001689	LOC129790463
OG0007980	AMIN006273	LOC129791362
OG0007982	AMIN001178	LOC129788454
OG0007983	AMIN009684	LOC129791420
OG0007986	AMIN009060	LOC129794640
OG0007988	AMIN010645	LOC129792876
OG0007990	AMIN007722	LOC129792985
OG0007992	AMIN006234	LOC129788842
OG0007998	AMIN004635	LOC129797344
OG0007999	AMIN003908	LOC129796054
OG0008000	AMIN003912	LOC129794787
OG0008002	AMIN003915	LOC129797062
OG0008004	AMIN003661	LOC129797315
OG0008005	AMIN004762	LOC129797787
OG0008009	AMIN009828	LOC129794792
OG0008011	AMIN015615	LOC129789446
OG0008015	AMIN007932	LOC129791590
OG0008018	AMIN009232	LOC129796405
OG0008019	AMIN009261	LOC129797376
OG0008020	AMIN004331	LOC129787803
OG0008021	AMIN004330	LOC129797357
OG0008023	AMIN002123	LOC129793920
OG0008024	AMIN002116	LOC129787950
OG0008025	AMIN011283	LOC129794142
OG0008026	AMIN001523	LOC129797159
OG0008028	AMIN002742	LOC129788044
OG0008031	AMIN002013	LOC129790938
OG0008032	AMIN005796	LOC129786188
OG0008034	AMIN002643	LOC129788955
OG0008035	AMIN004913	LOC129789843
OG0008036	AMIN003430	LOC129797737
OG0008037	AMIN005022	LOC129795075
OG0008052	AMIN003965	LOC129797366
OG0008053	AMIN003966	LOC129797664
OG0008054	AMIN004798	LOC129787788
OG0008055	AMIN003967	LOC129797539
OG0008056	AMIN002662	LOC129787798
OG0008058	AMIN009324	LOC129796978
OG0008060	AMIN008270	LOC129796462
OG0008063	AMIN005085	LOC129787899
OG0008064	AMIN005586	LOC129797139
OG0008066	AMIN005590	LOC129788763
OG0008067	AMIN003897	LOC129794606
OG0008070	AMIN007409	LOC129789681
OG0008071	AMIN005521	LOC129788345
OG0008074	AMIN011274	LOC129791556
OG0008077	AMIN008066	LOC129791725
OG0008080	AMIN010768	LOC129786468
OG0008086	AMIN006579	LOC129790935
OG0008088	AMIN009178	LOC129796243
OG0008091	AMIN006112	LOC129789484
OG0008094	AMIN004498	LOC129796517
OG0008096	AMIN015650	LOC129795727
OG0008098	AMIN003428	LOC129786871
OG0008099	AMIN006585	LOC129796546
OG0008100	AMIN008737	LOC129795939
OG0008101	AMIN010006	LOC129793390
OG0008104	AMIN005491	LOC129797566
OG0008106	AMIN003759	LOC129785871
OG0008108	AMIN006829	LOC129788507
OG0008109	AMIN010126	LOC129792303
OG0008110	AMIN004863	LOC129790884
OG0008111	AMIN000876	LOC129787881
OG0008112	AMIN004753	LOC129787941
OG0008114	AMIN005689	LOC129788811
OG0008115	AMIN005681	LOC129790076
OG0008119	AMIN004838	LOC129796117
OG0008120	AMIN003492	LOC129792167
OG0008121	AMIN003489	LOC129790139
OG0008122	AMIN015894	LOC129787470
OG0008123	AMIN003490	LOC129790393
OG0008124	AMIN002652	LOC129786627
OG0008125	AMIN003948	LOC129792655
OG0008126	AMIN000862	LOC129790809
OG0008127	AMIN004823	LOC129792751
OG0008130	AMIN008661	LOC129797078
OG0008131	AMIN007420	LOC129786368
OG0008133	AMIN003138	LOC129796799
OG0008134	AMIN003144	LOC129794530
OG0008136	AMIN003150	LOC129796974
OG0008137	AMIN002920	LOC129787112
OG0008138	AMIN009127	LOC129788596
OG0008139	AMIN005764	LOC129789881
OG0008140	AMIN008677	LOC129788742
OG0008141	AMIN000819	LOC129789038
OG0008143	AMIN005765	LOC129789704
OG0008144	AMIN006911	LOC129796237
OG0008145	AMIN007285	LOC129795101
OG0008146	AMIN015523	LOC129795135
OG0008147	AMIN000147	LOC129786171
OG0008148	AMIN000517	LOC129795828
OG0008150	AMIN008177	LOC129796408
OG0008151	AMIN008078	LOC129791683
OG0008152	AMIN008176	LOC129792674
OG0008153	AMIN005070	LOC129788375
OG0008157	AMIN008762	LOC129795141
OG0008158	AMIN010601	LOC129793629
OG0008159	AMIN014809	LOC129792186
OG0008161	AMIN001026	LOC129786138
OG0008164	AMIN003812	LOC129793759
OG0008168	AMIN001279	LOC129791875
OG0008169	AMIN008450	LOC129794198
OG0008170	AMIN008449	LOC129786720
OG0008171	AMIN007464	LOC129786347
OG0008172	AMIN003745	LOC129796934
OG0008174	AMIN001469	LOC129786208
OG0008175	AMIN003366	LOC129786556
OG0008176	AMIN000582	LOC129789552
OG0008178	AMIN000576	LOC129788034
OG0008179	AMIN010735	LOC129793074
OG0008180	AMIN007865	LOC129791886
OG0008182	AMIN015877	LOC129786843
OG0008183	AMIN000949	LOC129797088
OG0008185	AMIN004766	LOC129786990
OG0008186	AMIN015878	LOC129786230
OG0008189	AMIN007414	LOC129792235
OG0008190	AMIN004112	LOC129787394
OG0008191	AMIN016163	LOC129787434
OG0008192	AMIN002069	LOC129791090
OG0008193	AMIN007789	LOC129794342
OG0008194	AMIN011197	LOC129792175
OG0008195	AMIN010067	LOC129792173
OG0008196	AMIN011198	LOC129793819
OG0008197	AMIN010143	LOC129794165
OG0008200	AMIN003539	LOC129787971
OG0008201	AMIN003538	LOC129787989
OG0008203	AMIN004917	LOC129786545
OG0008211	AMIN006736	LOC129791958
OG0008212	AMIN006097	LOC129792745
OG0008218	AMIN015510	LOC129787825
OG0008219	AMIN004209	LOC129787818
OG0008220	AMIN004207	LOC129787834
OG0008224	AMIN016177	LOC129787241
OG0008225	AMIN010265	LOC129792792
OG0008230	AMIN010276	LOC129793208
OG0008231	AMIN010279	LOC129793611
OG0008232	AMIN009525	LOC129790840
OG0008237	AMIN002888	LOC129797726
OG0008238	AMIN004824	LOC129796371
OG0008239	AMIN002901	LOC129793465
OG0008242	AMIN007996	LOC129791992
OG0008243	AMIN010365	LOC129797755
OG0008244	AMIN001606	LOC129790006
OG0008245	AMIN003894	LOC129786040
OG0008246	AMIN001932	LOC129793770
OG0008250	AMIN009857	LOC129789933
OG0008253	AMIN002353	LOC129797303
OG0008254	AMIN003092	LOC129787171
OG0008259	AMIN015836	LOC129797222
OG0008260	AMIN015761	LOC129792619
OG0008263	AMIN015833	LOC129797014
OG0008266	AMIN001708	LOC129790564
OG0008267	AMIN007686	LOC129792191
OG0008270	AMIN009146	LOC129789969
OG0008271	AMIN002570	LOC129787629
OG0008273	AMIN002739	LOC129793312, LOC129790403
OG0008274	AMIN005775	LOC129787597
OG0008275	AMIN009283	LOC129786029
OG0008277	AMIN000866	LOC129797063
OG0008280	AMIN009057	LOC129795604
OG0008281	AMIN006175	LOC129792047
OG0008282	AMIN009058	LOC129795668
OG0008283	AMIN006176	LOC129792044
OG0008285	AMIN011033	LOC129792925
OG0008286	AMIN002863	LOC129794623
OG0008290	AMIN003343	LOC129790831
OG0008291	AMIN006540	LOC129788813
OG0008292	AMIN003342	LOC129796828
OG0008295	AMIN003297	LOC129789136
OG0008297	AMIN000251	LOC129786980
OG0008303	AMIN000384	LOC129796345
OG0008305	AMIN016061	LOC129796633
OG0008307	AMIN004897	LOC129785959
OG0008308	AMIN002935	LOC129792926
OG0008309	AMIN004866	LOC129787765
OG0008316	AMIN011574	LOC129794013
OG0008319	AMIN005124	LOC129792496
OG0008321	AMIN005881	LOC129792680
OG0008322	AMIN006003	LOC129791315
OG0008323	AMIN010043	LOC129794171
OG0008329	AMIN016255	LOC129786570
OG0008332	AMIN007074	LOC129789152
OG0008335	AMIN011382	LOC129787843
OG0008336	AMIN011376	LOC129789787
OG0008338	AMIN006424	LOC129789166
OG0008340	AMIN002252	LOC129787245
OG0008341	AMIN002246	LOC129797353
OG0008343	AMIN008000	LOC129792530
OG0008352	AMIN008723	LOC129795517
OG0008353	AMIN000277	LOC129792546
OG0008356	AMIN003865	LOC129790421
OG0008357	AMIN010286	LOC129793694
OG0008359	AMIN001148	LOC129792455
OG0008361	AMIN002546	LOC129797720
OG0008362	AMIN002548	LOC129797659
OG0008363	AMIN008818	LOC129795524
OG0008364	AMIN003405	LOC129789098
OG0008365	AMIN009643	LOC129790250
OG0008367	AMIN004099	LOC129795497
OG0008370	AMIN003159	LOC129786981
OG0008371	AMIN005111	LOC129792801
OG0008374	AMIN008780	LOC129794520
OG0008378	AMIN016237	LOC129786626
OG0008379	AMIN003007	LOC129797355
OG0008380	AMIN003857	LOC129797821
OG0008381	AMIN004130	LOC129786006
OG0008383	AMIN001731	LOC129797709
OG0008384	AMIN001730	LOC129791219
OG0008385	AMIN015505	LOC129790268
OG0008386	AMIN001729	LOC129789828
OG0008387	AMIN011336	LOC129787780
OG0008388	AMIN009543	LOC129790986
OG0008389	AMIN002398	LOC129796395
OG0008390	AMIN007255	LOC129788799
OG0008391	AMIN002777	LOC129797484
OG0008392	AMIN001037	LOC129797427
OG0008393	AMIN001036	LOC129790990
OG0008395	AMIN000370	LOC129797166
OG0008396	AMIN000371	LOC129797171
OG0008397	AMIN002737	LOC129787450
OG0008403	AMIN006295	LOC129791045
OG0008405	AMIN004738	LOC129790036
OG0008406	AMIN000754	LOC129785840
OG0008407	AMIN000887	LOC129786383
OG0008409	AMIN001678	LOC129793724
OG0008410	AMIN003231	LOC129795150
OG0008412	AMIN003232	LOC129786017
OG0008413	AMIN004657	LOC129786369
OG0008414	AMIN001548	LOC129791158
OG0008416	AMIN006940	LOC129793450
OG0008417	AMIN006699	LOC129788885
OG0008419	AMIN011569	LOC129791754
OG0008421	AMIN002876	LOC129789472
OG0008422	AMIN011533	LOC129790156
