Orthogroup	AminimusMINIMUS1	AdirusWRAIR2
OG0008365	AMIN009643	ADIR006189
OG0008366	AMIN009648	ADIR006195
OG0008367	AMIN004099	ADIR005500
OG0008368	AMIN003275	ADIR010537
OG0008369	AMIN004098	ADIR005499
OG0008370	AMIN003159	ADIR005837
OG0008374	AMIN008780	ADIR001828
OG0008375	AMIN010972	ADIR007495
OG0008376	AMIN011099	ADIR007864
OG0008377	AMIN004267	ADIR002101
OG0008378	AMIN016237	ADIR009925
OG0008379	AMIN003007	ADIR005559
OG0008380	AMIN003857	ADIR008285
OG0008381	AMIN004130	ADIR005534
OG0008383	AMIN001731	ADIR000615
OG0008384	AMIN001730	ADIR000614
OG0008385	AMIN015505	ADIR011467
OG0008386	AMIN001729	ADIR000613
OG0008387	AMIN011336	ADIR004186
OG0008388	AMIN009543	ADIR005155
OG0008389	AMIN002398	ADIR009860
OG0008390	AMIN007255	ADIR003999
OG0008391	AMIN002777	ADIR006481
OG0008392	AMIN001037	ADIR004710
OG0008393	AMIN001036	ADIR004948
OG0008394	AMIN001050	ADIR004722
OG0008395	AMIN000370	ADIR002788
OG0008396	AMIN000371	ADIR002789
OG0008399	AMIN009361	ADIR000497
OG0008400	AMIN008707	ADIR000337
OG0008401	AMIN007312	ADIR003839
OG0008402	AMIN006395	ADIR000737
OG0008405	AMIN004738	ADIR005404
OG0008407	AMIN000887	ADIR010632
OG0008408	AMIN011560	ADIR008857
OG0008409	AMIN001678	ADIR000682
OG0008410	AMIN003231	ADIR003466
OG0008411	AMIN002982	ADIR002899
OG0008412	AMIN003232	ADIR003467
OG0008414	AMIN001548	ADIR004991
OG0008416	AMIN006940	ADIR009528
OG0008417	AMIN006699	ADIR009366
OG0008418	AMIN001888	ADIR006012
OG0008419	AMIN011569	ADIR008845
OG0008420	AMIN006291	ADIR005214
OG0008421	AMIN002876	ADIR006522
OG0008422	AMIN011533	ADIR008637
OG0008424	AMIN000237	ADIR003406
OG0008425	AMIN002947	ADIR002555
OG0008426	AMIN002951	ADIR002559
OG0008428	AMIN003407	ADIR014908
OG0008429	AMIN000127	ADIR009065
OG0008430	AMIN006867	ADIR000470
OG0008433	AMIN009265	ADIR005257
OG0008434	AMIN008630	ADIR001911
OG0008435	AMIN008631	ADIR001910
OG0008436	AMIN002348	ADIR010104
OG0008437	AMIN016017	ADIR015886
OG0008438	AMIN009734	ADIR006285
OG0008439	AMIN010911	ADIR008117
OG0008440	AMIN001726	ADIR011205
OG0008441	AMIN002101	ADIR001255
OG0008442	AMIN005182	ADIR000870
OG0008443	AMIN002102	ADIR001254
OG0008445	AMIN008848	ADIR000151
OG0008446	AMIN004882	ADIR006740
OG0008447	AMIN000562	ADIR002474
OG0008452	AMIN016273	ADIR009867
OG0008453	AMIN000318	ADIR003247
OG0008454	AMIN000453	ADIR003039
OG0008456	AMIN000455	ADIR014255
OG0008457	AMIN000466	ADIR003052
OG0008459	AMIN011011	ADIR016034
OG0008460	AMIN016074	ADIR016036
OG0008461	AMIN004830	ADIR010624
OG0008462	AMIN008330	ADIR000025
OG0008463	AMIN010794	ADIR008782
OG0008464	AMIN010796	ADIR008779
OG0008465	AMIN005150	ADIR004629
OG0008466	AMIN001632	ADIR006773
OG0008467	AMIN005180	ADIR000868
OG0008468	AMIN004646	ADIR014916
OG0008469	AMIN008324	ADIR000031
OG0008470	AMIN008317	ADIR000040
OG0008471	AMIN004590	ADIR006673
OG0008472	AMIN003102	ADIR009006
OG0008474	AMIN010228	ADIR007093
OG0008475	AMIN010234	ADIR007017
OG0008477	AMIN010235	ADIR007016
OG0008479	AMIN007588	ADIR003847
OG0008481	AMIN002379	ADIR004468
OG0008482	AMIN002377	ADIR004471
OG0008483	AMIN005933	ADIR011128
OG0008484	AMIN016196	ADIR015993
OG0008485	AMIN008043	ADIR007717
OG0008488	AMIN011070	ADIR007891
OG0008489	AMIN011242	ADIR008061
OG0008490	AMIN003270	ADIR010542
OG0008492	AMIN009570	ADIR005182
OG0008493	AMIN011171	ADIR007787
OG0008494	AMIN009426	ADIR005032
OG0008495	AMIN002812	ADIR003213
OG0008496	AMIN003609	ADIR010150
OG0008497	AMIN003608	ADIR010149
OG0008498	AMIN008649	ADIR001891
OG0008500	AMIN009010	ADIR000212
OG0008501	AMIN008648	ADIR001892
OG0008502	AMIN015983	ADIR000245
OG0008503	AMIN006504	ADIR009448
OG0008504	AMIN006503	ADIR014823
OG0008505	AMIN011394	ADIR001693
OG0008506	AMIN016180	ADIR010590
OG0008507	AMIN003106	ADIR009010
OG0008508	AMIN004631	ADIR010589
OG0008509	AMIN016091	ADIR010555
OG0008510	AMIN004853	ADIR010599
OG0008511	AMIN015493	ADIR010560
OG0008512	AMIN000535	ADIR010557
OG0008513	AMIN003345	ADIR002427
OG0008515	AMIN007898	ADIR007646
OG0008518	AMIN010717	ADIR008570
OG0008519	AMIN000604	ADIR003475
OG0008520	AMIN006090	ADIR006340
OG0008521	AMIN009839	ADIR011469
OG0008522	AMIN009841	ADIR011471
OG0008523	AMIN011164	ADIR007794
OG0008524	AMIN003181	ADIR003413
OG0008525	AMIN003905	ADIR003513
OG0008526	AMIN003899	ADIR003519
OG0008527	AMIN003900	ADIR003518
OG0008530	AMIN006906	ADIR000434
OG0008531	AMIN008910	ADIR000550
OG0008532	AMIN000305	ADIR003340
OG0008534	AMIN010042	ADIR003587
OG0008535	AMIN010041	ADIR003585
OG0008536	AMIN006344	ADIR010947
OG0008537	AMIN006355	ADIR010936
OG0008538	AMIN006350	ADIR010941
OG0008539	AMIN006347	ADIR010944
OG0008540	AMIN008448	ADIR001748
OG0008543	AMIN005783	ADIR004394
OG0008545	AMIN000494	ADIR003079
OG0008546	AMIN000496	ADIR003081
OG0008548	AMIN002428	ADIR009888
OG0008549	AMIN005289	ADIR000958
OG0008550	AMIN008195	ADIR000407
OG0008551	AMIN009222	ADIR005617
OG0008552	AMIN005192	ADIR000858
OG0008553	AMIN007473	ADIR009126
OG0008554	AMIN008399	ADIR001799
OG0008555	AMIN003982	ADIR010271
OG0008556	AMIN004764	ADIR005434
OG0008557	AMIN014117	ADIR014352
OG0008560	AMIN010696	ADIR003886
OG0008561	AMIN010688	ADIR003876
OG0008563	AMIN004906	ADIR004440
OG0008564	AMIN005276	ADIR001090
OG0008566	AMIN011335	ADIR004187
OG0008567	AMIN002420	ADIR009881
OG0008568	AMIN007450	ADIR009137
OG0008569	AMIN002871	ADIR006517
OG0008570	AMIN000118	ADIR009073
OG0008571	AMIN006568	ADIR005597
OG0008572	AMIN006566	ADIR009732
OG0008573	AMIN006573	ADIR005593
OG0008574	AMIN006570	ADIR005595
OG0008575	AMIN005348	ADIR004132
OG0008576	AMIN005244	ADIR000800
OG0008577	AMIN000056	ADIR011719
OG0008578	AMIN001117	ADIR004087
OG0008579	AMIN001118	ADIR004086
OG0008580	AMIN001128	ADIR004076
OG0008583	AMIN000123	ADIR009070
OG0008584	AMIN000213	ADIR002584
OG0008585	AMIN007652	ADIR004293
OG0008586	AMIN007655	ADIR004291
OG0008588	AMIN007656	ADIR004289
OG0008591	AMIN004584	ADIR006667
OG0008592	AMIN016213	ADIR006888
OG0008593	AMIN003374	ADIR002399
OG0008594	AMIN003409	ADIR010499
OG0008595	AMIN011455	ADIR001640
OG0008596	AMIN010507	ADIR007308
OG0008598	AMIN011487	ADIR001602
OG0008599	AMIN009661	ADIR006210
OG0008600	AMIN011101	ADIR007860
OG0008601	AMIN001642	ADIR006783
OG0008602	AMIN006370	ADIR000713
OG0008603	AMIN016171	ADIR015816
OG0008604	AMIN016167	ADIR015819
OG0008605	AMIN002265	ADIR010020
OG0008606	AMIN008899	ADIR000323
OG0008608	AMIN007191	ADIR011359
OG0008609	AMIN009511	ADIR005115
OG0008610	AMIN008348	ADIR002050
OG0008611	AMIN006159	ADIR011276
OG0008612	AMIN007161	ADIR008551
OG0008613	AMIN008513	ADIR010771
OG0008614	AMIN008504	ADIR010762
OG0008615	AMIN010553	ADIR008197
OG0008617	AMIN009487	ADIR005092
OG0008618	AMIN004419	ADIR004379
OG0008619	AMIN011115	ADIR007844
OG0008620	AMIN011338	ADIR004181
OG0008621	AMIN011116	ADIR007843
OG0008622	AMIN004946	ADIR009029
OG0008623	AMIN000006	ADIR009039
OG0008624	AMIN000100	ADIR009089
OG0008625	AMIN008140	ADIR009197
OG0008626	AMIN004754	ADIR005422
OG0008627	AMIN002997	ADIR002614
OG0008629	AMIN000902	ADIR008341
OG0008630	AMIN001778	ADIR006117
OG0008631	AMIN010070	ADIR003614
OG0008632	AMIN009410	ADIR011401
OG0008634	AMIN005117	ADIR000917
OG0008637	AMIN009273	ADIR005249
OG0008638	AMIN005396	ADIR015729
OG0008639	AMIN000960	ADIR002956
OG0008640	AMIN010575	ADIR008220
OG0008641	AMIN010823	ADIR008759
OG0008642	AMIN010680	ADIR003802
OG0008643	AMIN010658	ADIR007941
OG0008644	AMIN007766	ADIR007350
OG0008645	AMIN009503	ADIR005105
OG0008647	AMIN007617	ADIR003561
OG0008649	AMIN009477	ADIR005083
OG0008650	AMIN006178	ADIR011255
OG0008651	AMIN007519	ADIR004114
OG0008652	AMIN007509	ADIR009827
OG0008655	AMIN004025	ADIR005341
OG0008656	AMIN004022	ADIR005338
OG0008657	AMIN000154	ADIR008923
OG0008658	AMIN015786	ADIR002627
OG0008659	AMIN010974	ADIR007497
OG0008661	AMIN010973	ADIR007496
OG0008662	AMIN015764	ADIR004730
OG0008663	AMIN010481	ADIR007276
OG0008665	AMIN008090	ADIR006942
OG0008666	AMIN002692	ADIR006381
OG0008669	AMIN004464	ADIR014191
OG0008672	AMIN002383	ADIR004494
OG0008673	AMIN001196	ADIR003976
OG0008674	AMIN003580	ADIR010125
OG0008676	AMIN000265	ADIR003379
OG0008677	AMIN015639	ADIR008572
OG0008678	AMIN007971	ADIR007420
OG0008679	AMIN007967	ADIR007418
OG0008680	AMIN003022	ADIR010692
OG0008682	AMIN002044	ADIR000956
OG0008683	AMIN003316	ADIR005314
OG0008684	AMIN004885	ADIR006743
OG0008685	AMIN000301	ADIR003345
OG0008687	AMIN003356	ADIR002417
OG0008688	AMIN010734	ADIR009796
OG0008689	AMIN010727	ADIR009803
OG0008690	AMIN010732	ADIR009798
OG0008692	AMIN005296	ADIR001417
OG0008693	AMIN005896	ADIR000662
OG0008694	AMIN002909	ADIR002512
OG0008695	AMIN001323	ADIR004669
OG0008697	AMIN008365	ADIR000075
OG0008698	AMIN006384	ADIR000725
OG0008699	AMIN006716	ADIR009386
OG0008702	AMIN002382	ADIR002762
OG0008703	AMIN002352	ADIR010108
OG0008704	AMIN008011	ADIR008080
OG0008705	AMIN000524	ADIR010566
OG0008706	AMIN010578	ADIR008222
OG0008707	AMIN008037	ADIR007724
OG0008708	AMIN008038	ADIR007721
OG0008710	AMIN010617	ADIR004137
OG0008712	AMIN000138	ADIR005575
OG0008714	AMIN008771	ADIR001840
OG0008715	AMIN003234	ADIR003469
OG0008716	AMIN002988	ADIR015580
OG0008717	AMIN000268	ADIR003376
OG0008718	AMIN015522	ADIR015579
OG0008719	AMIN009002	ADIR015711
OG0008722	AMIN004266	ADIR002102
OG0008723	AMIN005309	ADIR001484
OG0008724	AMIN008264	ADIR007119
OG0008725	AMIN008673	ADIR009492
OG0008726	AMIN006544	ADIR009752
OG0008729	AMIN014272	ADIR010707
OG0008730	AMIN002560	ADIR010313
OG0008731	AMIN005612	ADIR001382
OG0008732	AMIN004212	ADIR002982
OG0008733	AMIN010804	ADIR008773
OG0008734	AMIN009666	ADIR006214
OG0008735	AMIN009667	ADIR006215
OG0008736	AMIN001808	ADIR006093
OG0008737	AMIN001804	ADIR006096
OG0008738	AMIN008732	ADIR009627
OG0008739	AMIN011483	ADIR001606
OG0008740	AMIN010837	ADIR008689
OG0008741	AMIN011484	ADIR001605
OG0008742	AMIN010838	ADIR008690
OG0008743	AMIN015646	ADIR008692
OG0008744	AMIN000052	ADIR005867
OG0008746	AMIN000053	ADIR005868
OG0008748	AMIN006965	ADIR001874
OG0008750	AMIN010898	ADIR007175
OG0008751	AMIN000081	ADIR005870
OG0008752	AMIN003225	ADIR003461
OG0008753	AMIN004633	ADIR010588
OG0008754	AMIN000820	ADIR008954
OG0008755	AMIN000815	ADIR008958
OG0008756	AMIN000814	ADIR008959
OG0008757	AMIN000813	ADIR008960
OG0008758	AMIN004104	ADIR005505
OG0008759	AMIN004105	ADIR005506
OG0008761	AMIN005155	ADIR004624
OG0008763	AMIN001765	ADIR006127
OG0008764	AMIN005493	ADIR001233
OG0008765	AMIN001958	ADIR005197
OG0008766	AMIN002063	ADIR001334
OG0008767	AMIN005556	ADIR001500
OG0008769	AMIN007288	ADIR003772
OG0008770	AMIN007291	ADIR003774
OG0008771	AMIN007298	ADIR003769
OG0008772	AMIN007347	ADIR001559
OG0008773	AMIN003386	ADIR002388
OG0008774	AMIN002759	ADIR006501
OG0008775	AMIN002757	ADIR006503
OG0008776	AMIN003647	ADIR010194
OG0008777	AMIN001572	ADIR004967
OG0008778	AMIN001573	ADIR004966
OG0008779	AMIN001690	ADIR011158
OG0008780	AMIN001571	ADIR004968
OG0008781	AMIN008084	ADIR006948
OG0008782	AMIN005057	ADIR001038
OG0008783	AMIN004327	ADIR010774
OG0008784	AMIN006551	ADIR009745
OG0008786	AMIN011118	ADIR007841
OG0008787	AMIN007569	ADIR006873
OG0008788	AMIN011117	ADIR007842
OG0008789	AMIN007915	ADIR007665
OG0008790	AMIN002801	ADIR003200
OG0008791	AMIN002181	ADIR009940
OG0008792	AMIN002180	ADIR009939
OG0008793	AMIN004668	ADIR002910
OG0008794	AMIN003643	ADIR010189
OG0008795	AMIN003646	ADIR010192
OG0008797	AMIN003645	ADIR010191
OG0008798	AMIN006801	ADIR004779
OG0008799	AMIN002007	ADIR001300
OG0008800	AMIN005647	ADIR003942
OG0008801	AMIN011530	ADIR008633
OG0008802	AMIN011535	ADIR008639
OG0008803	AMIN004936	ADIR004406
OG0008805	AMIN002625	ADIR006620
OG0008806	AMIN000018	ADIR009053
OG0008807	AMIN002765	ADIR006494
OG0008809	AMIN010310	ADIR007078
OG0008810	AMIN007587	ADIR003848
OG0008812	AMIN002440	ADIR009900
OG0008813	AMIN002435	ADIR009895
OG0008814	AMIN008480	ADIR001715
OG0008816	AMIN008151	ADIR009205
OG0008819	AMIN001237	ADIR005657
OG0008820	AMIN004791	ADIR005459
OG0008821	AMIN004789	ADIR005457
OG0008822	AMIN001024	ADIR004960
OG0008824	AMIN005617	ADIR001377
OG0008825	AMIN005618	ADIR001376
OG0008826	AMIN008451	ADIR001745
OG0008827	AMIN008411	ADIR001788
OG0008829	AMIN008452	ADIR001744
OG0008830	AMIN000186	ADIR008507
OG0008833	AMIN009338	ADIR000522
OG0008834	AMIN001673	ADIR000687
OG0008835	AMIN006299	ADIR010989
OG0008836	AMIN005067	ADIR000996
OG0008837	AMIN000269	ADIR003375
OG0008838	AMIN007851	ADIR007596
OG0008839	AMIN007828	ADIR007575
OG0008840	AMIN007205	ADIR011372
OG0008841	AMIN009188	ADIR016118
OG0008842	AMIN009189	ADIR002172
OG0008845	AMIN004693	ADIR005360
OG0008846	AMIN009774	ADIR006162
OG0008847	AMIN005065	ADIR000994
OG0008848	AMIN003791	ADIR003297
OG0008851	AMIN009587	ADIR011347
OG0008852	AMIN001656	ADIR006798
OG0008853	AMIN002358	ADIR010115
OG0008855	AMIN004110	ADIR005513
OG0008856	AMIN015884	ADIR015876
OG0008857	AMIN004807	ADIR005476
OG0008858	AMIN005228	ADIR001370
OG0008859	AMIN007602	ADIR008669
OG0008860	AMIN009967	ADIR008598
OG0008861	AMIN008093	ADIR009155
OG0008863	AMIN009615	ADIR006317
OG0008864	AMIN007772	ADIR007356
OG0008865	AMIN010344	ADIR007041
OG0008866	AMIN011563	ADIR008854
OG0008867	AMIN002844	ADIR008420
OG0008869	AMIN007215	ADIR009271
OG0008876	AMIN005593	ADIR001401
OG0008879	AMIN015512	ADIR008697
OG0008880	AMIN015637	ADIR015608
OG0008881	AMIN005516	ADIR001265
OG0008883	AMIN000303	ADIR003343
OG0008885	AMIN008261	ADIR002268
OG0008886	AMIN011221	ADIR007738
OG0008888	AMIN000333	ADIR008410
OG0008889	AMIN001053	ADIR004728
OG0008891	AMIN006332	ADIR010958
OG0008892	AMIN002434	ADIR009894
OG0008893	AMIN007488	ADIR009104
OG0008895	AMIN002019	ADIR005192
OG0008896	AMIN000723	ADIR002761
OG0008897	AMIN008610	ADIR001937
OG0008899	AMIN003699	ADIR003131
OG0008900	AMIN015820	ADIR015960
OG0008901	AMIN003698	ADIR003132
OG0008902	AMIN008484	ADIR001712
OG0008903	AMIN015586	ADIR008568
OG0008906	AMIN009582	ADIR011351
OG0008907	AMIN004875	ADIR006733
OG0008908	AMIN009984	ADIR007920
OG0008909	AMIN007735	ADIR004201
OG0008910	AMIN007734	ADIR004202
OG0008911	AMIN007771	ADIR007355
OG0008912	AMIN009270	ADIR005252
OG0008913	AMIN005752	ADIR000896
OG0008914	AMIN009895	ADIR008145
OG0008915	AMIN002498	ADIR002746
OG0008916	AMIN009753	ADIR006301
OG0008917	AMIN008986	ADIR000234
OG0008918	AMIN002989	ADIR002905
OG0008919	AMIN008725	ADIR009634
OG0008920	AMIN001734	ADIR000618
OG0008921	AMIN001317	ADIR004664
OG0008922	AMIN001448	ADIR004864
OG0008923	AMIN002385	ADIR004496
OG0008924	AMIN011308	ADIR007991
OG0008925	AMIN009237	ADIR004525
OG0008926	AMIN009271	ADIR005251
OG0008929	AMIN005814	ADIR001077
OG0008930	AMIN000897	ADIR008346
OG0008932	AMIN003742	ADIR006452
OG0008933	AMIN003513	ADIR010390
OG0008934	AMIN002357	ADIR010114
OG0008935	AMIN016299	ADIR003752
OG0008937	AMIN007763	ADIR007347
OG0008938	AMIN002847	ADIR008423
OG0008939	AMIN011208	ADIR007751
OG0008940	AMIN007107	ADIR005932
OG0008941	AMIN003093	ADIR009026
OG0008942	AMIN016028	ADIR015899
OG0008943	AMIN000066	ADIR009265
OG0008944	AMIN001137	ADIR004068
OG0008946	AMIN007894	ADIR007642
OG0008948	AMIN005199	ADIR000864
OG0008949	AMIN007724	ADIR004217
OG0008950	AMIN000189	ADIR002634
OG0008952	AMIN009414	ADIR011396
OG0008953	AMIN009521	ADIR005126
OG0008954	AMIN003164	ADIR006596
OG0008956	AMIN008185	ADIR000398
OG0008957	AMIN009109	ADIR000689
OG0008958	AMIN004274	ADIR016130
OG0008961	AMIN015948	ADIR015852
OG0008963	AMIN008425	ADIR001773
OG0008964	AMIN004667	ADIR002911
OG0008965	AMIN010058	ADIR003604
OG0008966	AMIN000712	ADIR015693
OG0008967	AMIN007635	ADIR004309
OG0008968	AMIN006092	ADIR006338
OG0008969	AMIN004941	ADIR004401
OG0008970	AMIN004940	ADIR004402
OG0008971	AMIN001139	ADIR004066
OG0008972	AMIN006498	ADIR005788
OG0008973	AMIN004737	ADIR005403
OG0008974	AMIN011295	ADIR008005
OG0008976	AMIN005542	ADIR011666
OG0008977	AMIN010429	ADIR007220
OG0008978	AMIN003391	ADIR002385
OG0008979	AMIN010672	ADIR014668
OG0008981	AMIN008633	ADIR001908
OG0008982	AMIN005614	ADIR001380
OG0008983	AMIN004218	ADIR002976
OG0008984	AMIN009496	ADIR005098
OG0008985	AMIN009687	ADIR006234
OG0008986	AMIN015835	ADIR015968
OG0008987	AMIN006141	ADIR011295
OG0008988	AMIN008358	ADIR000067
OG0008990	AMIN005204	ADIR001016
OG0008992	AMIN003945	ADIR010235
OG0008993	AMIN007137	ADIR005963
OG0008994	AMIN002584	ADIR008899
OG0008996	AMIN000168	ADIR010686
OG0008997	AMIN003936	ADIR010226
OG0008998	AMIN000382	ADIR002802
OG0009000	AMIN000762	ADIR008516
OG0009001	AMIN006197	ADIR011238
OG0009002	AMIN008634	ADIR001907
OG0009003	AMIN004746	ADIR005412
OG0009004	AMIN010667	ADIR007932
OG0009006	AMIN001072	ADIR001022
OG0009007	AMIN006694	ADIR009361
OG0009008	AMIN001119	ADIR004085
OG0009009	AMIN005143	ADIR004593
OG0009010	AMIN006389	ADIR000729
OG0009011	AMIN004137	ADIR005541
OG0009012	AMIN007825	ADIR007572
OG0009013	AMIN002432	ADIR009892
OG0009014	AMIN007733	ADIR004203
OG0009015	AMIN000505	ADIR003090
OG0009016	AMIN003601	ADIR010141
OG0009017	AMIN007231	ADIR009698
OG0009018	AMIN003751	ADIR010568
OG0009020	AMIN006683	ADIR009333
OG0009021	AMIN008711	ADIR009573
OG0009022	AMIN007236	ADIR009703
OG0009023	AMIN004741	ADIR005407
OG0009024	AMIN003618	ADIR010159
OG0009025	AMIN011024	ADIR007391
OG0009026	AMIN006584	ADIR011620
OG0009028	AMIN003112	ADIR009017
OG0009029	AMIN003604	ADIR015514
OG0009030	AMIN000796	ADIR003528
OG0009031	AMIN003783	ADIR003289
OG0009032	AMIN004414	ADIR004373
OG0009033	AMIN009806	ADIR011434
OG0009034	AMIN004909	ADIR004436
OG0009035	AMIN000548	ADIR015790
OG0009036	AMIN007746	ADIR008170
OG0009037	AMIN003375	ADIR002398
OG0009038	AMIN006046	ADIR011181
OG0009039	AMIN004719	ADIR005382
OG0009040	AMIN008971	ADIR009611
OG0009041	AMIN015490	ADIR005807
OG0009042	AMIN009954	ADIR008587
OG0009043	AMIN007100	ADIR014500
OG0009044	AMIN001173	ADIR004031
OG0009045	AMIN007632	ADIR004311
OG0009046	AMIN006983	ADIR009471
OG0009047	AMIN009360	ADIR000498
OG0009048	AMIN009730	ADIR015881
OG0009049	AMIN006457	ADIR005786
OG0009050	AMIN002957	ADIR002565
OG0009051	AMIN000257	ADIR003386
OG0009052	AMIN004834	ADIR010619
OG0009053	AMIN015763	ADIR006838
OG0009054	AMIN005079	ADIR001009
OG0009055	AMIN000238	ADIR003405
OG0009056	AMIN004088	ADIR005490
OG0009057	AMIN001439	ADIR004874
OG0009059	AMIN010831	ADIR008685
OG0009060	AMIN015864	ADIR015830
OG0009061	AMIN002043	ADIR001423
OG0009062	AMIN006990	ADIR009463
OG0009063	AMIN000358	ADIR002773
OG0009064	AMIN007918	ADIR007668
OG0009065	AMIN002080	ADIR001239
OG0009066	AMIN015677	ADIR015598
OG0009068	AMIN005740	ADIR000882
OG0009070	AMIN010669	ADIR007930
OG0009072	AMIN000720	ADIR002767
OG0009073	AMIN005592	ADIR001402
OG0009074	AMIN005240	ADIR001360
OG0009076	AMIN004303	ADIR002183
OG0009079	AMIN001889	ADIR006011
OG0009080	AMIN004850	ADIR010603
OG0009083	AMIN000088	ADIR005876
OG0009084	AMIN005049	ADIR001096
OG0009086	AMIN010795	ADIR008781
OG0009089	AMIN003870	ADIR008273
OG0009090	AMIN016227	ADIR004491
OG0009091	AMIN002661	ADIR004567
OG0009092	AMIN002816	ADIR003216
OG0009094	AMIN007009	ADIR011595
OG0009095	AMIN002771	ADIR006486
OG0009097	AMIN000120	ADIR009071
OG0009098	AMIN003718	ADIR003114
OG0009099	AMIN001268	ADIR011723
OG0009100	AMIN006270	ADIR011014
OG0009101	AMIN016021	ADIR015890
OG0009102	AMIN009014	ADIR000249
OG0009103	AMIN004843	ADIR010609
OG0009104	AMIN002018	ADIR005191
OG0009105	AMIN004716	ADIR015874
OG0009106	AMIN004103	ADIR005504
OG0009109	AMIN005369	ADIR002376
OG0009110	AMIN002944	ADIR002551
OG0009111	AMIN004510	ADIR009924
OG0009112	AMIN001169	ADIR004035
OG0009113	AMIN002941	ADIR002548
OG0009114	AMIN007906	ADIR007653
OG0009115	AMIN004833	ADIR010620
OG0009116	AMIN010124	ADIR003675
OG0009119	AMIN004675	ADIR004550
OG0009120	AMIN011131	ADIR007827
OG0009121	AMIN007589	ADIR008755
OG0009122	AMIN004971	ADIR005707
OG0009123	AMIN001589	ADIR011380
OG0009124	AMIN005913	ADIR011149
OG0009125	AMIN001441	ADIR004872
OG0009126	AMIN010095	ADIR003642
OG0009127	AMIN010129	ADIR003680
OG0009128	AMIN003572	ADIR009916
OG0009129	AMIN005318	ADIR005781
OG0009130	AMIN009498	ADIR005100
OG0009131	AMIN009523	ADIR005128
OG0009132	AMIN009380	ADIR011430
OG0009134	AMIN002821	ADIR003221
OG0009135	AMIN008058	ADIR007705
OG0009136	AMIN005677	ADIR001145
OG0009137	AMIN005497	ADIR001227
OG0009138	AMIN005283	ADIR001049
OG0009139	AMIN005402	ADIR000911
OG0009140	AMIN007475	ADIR014793
OG0009142	AMIN011199	ADIR007761
OG0009143	AMIN011660	ADIR009231
OG0009144	AMIN010984	ADIR007509
OG0009146	AMIN003357	ADIR015777
OG0009147	AMIN000146	ADIR008914
OG0009148	AMIN015876	ADIR010360
OG0009149	AMIN000929	ADIR008317
OG0009150	AMIN001987	ADIR001469
OG0009155	AMIN004969	ADIR005705
OG0009156	AMIN005425	ADIR001113
OG0009157	AMIN004283	ADIR002205
OG0009158	AMIN005083	ADIR004633
OG0009159	AMIN009419	ADIR005024
OG0009160	AMIN000965	ADIR002960
OG0009161	AMIN008611	ADIR001936
OG0009162	AMIN007456	ADIR009132
OG0009164	AMIN008987	ADIR000233
OG0009165	AMIN005600	ADIR001394
OG0009167	AMIN011616	ADIR011519
OG0009168	AMIN009247	ADIR004513
OG0009169	AMIN004602	ADIR006685
OG0009170	AMIN001374	ADIR004938
OG0009171	AMIN001497	ADIR004818
OG0009172	AMIN004728	ADIR005391
OG0009173	AMIN000794	ADIR003530
OG0009174	AMIN010459	ADIR007251
OG0009176	AMIN007887	ADIR007636
OG0009177	AMIN003452	ADIR010457
OG0009178	AMIN011392	ADIR001695
OG0009179	AMIN002708	ADIR006399
OG0009180	AMIN007644	ADIR004300
OG0009182	AMIN007904	ADIR007652
OG0009183	AMIN008129	ADIR009185
OG0009185	AMIN000387	ADIR002806
OG0009186	AMIN003644	ADIR010190
OG0009187	AMIN007899	ADIR007647
OG0009188	AMIN001612	ADIR009435
OG0009190	AMIN001805	ADIR006095
OG0009191	AMIN007719	ADIR004224
OG0009192	AMIN002725	ADIR006410
OG0009193	AMIN005668	ADIR003956
OG0009194	AMIN001855	ADIR006047
OG0009196	AMIN015768	ADIR010359
OG0009197	AMIN007888	ADIR007637
OG0009198	AMIN008070	ADIR006961
OG0009199	AMIN010247	ADIR007114
OG0009200	AMIN000380	ADIR002798
OG0009201	AMIN004945	ADIR006850
OG0009202	AMIN010015	ADIR008864
OG0009205	AMIN003228	ADIR003463
OG0009206	AMIN007657	ADIR004288
OG0009207	AMIN010849	ADIR008703
OG0009208	AMIN010577	ADIR008221
OG0009209	AMIN007676	ADIR004272
OG0009211	AMIN006865	ADIR000472
OG0009212	AMIN004467	ADIR002064
OG0009213	AMIN000207	ADIR002579
OG0009214	AMIN011146	ADIR007812
OG0009216	AMIN009798	ADIR000632
OG0009217	AMIN005172	ADIR001436
OG0009218	AMIN008420	ADIR001779
OG0009222	AMIN001081	ADIR001535
OG0009223	AMIN004782	ADIR005450
OG0009224	AMIN016243	ADIR009929
OG0009225	AMIN001382	ADIR004926
OG0009227	AMIN016249	ADIR010005
OG0009228	AMIN006045	ADIR011180
OG0009229	AMIN001939	ADIR001105
OG0009231	AMIN016184	ADIR015727
OG0009233	AMIN002605	ADIR006604
OG0009234	AMIN003182	ADIR003414
OG0009235	AMIN002837	ADIR008413
OG0009236	AMIN004912	ADIR004433
OG0009238	AMIN009067	ADIR000312
OG0009239	AMIN001109	ADIR004097
OG0009241	AMIN015808	ADIR004017
OG0009242	AMIN010068	ADIR003612
OG0009243	AMIN002135	ADIR000977
OG0009244	AMIN006950	ADIR009518
OG0009246	AMIN004397	ADIR001993
OG0009247	AMIN003569	ADIR009913
OG0009248	AMIN014359	ADIR010591
