Orthogroup	AminimusMINIMUS1	AsinensisChina
OG0007081	AMIN001156	ASIC013411
OG0007082	AMIN009347	ASIC004923
OG0007083	AMIN002855	ASIC000479
OG0007084	AMIN008719	ASIC004999
OG0007085	AMIN004876	ASIC020176
OG0007086	AMIN008205	ASIC017880
OG0007087	AMIN015766	ASIC013064
OG0007088	AMIN010079	ASIC019054
OG0007089	AMIN009657	ASIC004145
OG0007090	AMIN008510	ASIC019457
OG0007092	AMIN008543	ASIC001421
OG0007093	AMIN008025	ASIC018685
OG0007094	AMIN001130	ASIC013438
OG0007095	AMIN010065	ASIC019667
OG0007096	AMIN010395	ASIC019851
OG0007097	AMIN001047	ASIC010823
OG0007098	AMIN010870	ASIC018801
OG0007099	AMIN007591	ASIC018642
OG0007100	AMIN002008	ASIC020487
OG0007101	AMIN015807	ASIC016188
OG0007102	AMIN002630	ASIC003506
OG0007103	AMIN009816	ASIC006078
OG0007105	AMIN007120	ASIC007446
OG0007106	AMIN004555	ASIC014834
OG0007107	AMIN009353	ASIC004935
OG0007108	AMIN009571	ASIC014553
OG0007109	AMIN004235	ASIC015995
OG0007110	AMIN010986	ASIC015192
OG0007111	AMIN016207	ASIC003102
OG0007112	AMIN006741	ASIC008631
OG0007113	AMIN000761	ASIC013309
OG0007114	AMIN009702	ASIC006637
OG0007115	AMIN005078	ASIC016998
OG0007116	AMIN008165	ASIC009154
OG0007117	AMIN009820	ASIC006087
OG0007118	AMIN008120	ASIC014980
OG0007119	AMIN009630	ASIC006457
OG0007120	AMIN004418	ASIC013009
OG0007121	AMIN000830	ASIC020976
OG0007122	AMIN000828	ASIC020980
OG0007123	AMIN002311	ASIC011462
OG0007124	AMIN000998	ASIC009398
OG0007125	AMIN006701	ASIC020846
OG0007126	AMIN001437	ASIC016022
OG0007127	AMIN006404	ASIC000635
OG0007128	AMIN009277	ASIC003881
OG0007129	AMIN016231	ASIC011527
OG0007130	AMIN003301	ASIC004559
OG0007131	AMIN001609	ASIC010691
OG0007132	AMIN016159	ASIC003435
OG0007133	AMIN004655	ASIC011372
OG0007134	AMIN010614	ASIC016724
OG0007135	AMIN010819	ASIC012450
OG0007136	AMIN011235	ASIC011011
OG0007137	AMIN002787	ASIC022385
OG0007138	AMIN010439	ASIC019782
OG0007139	AMIN008656	ASIC019942
OG0007140	AMIN008077	ASIC003004
OG0007141	AMIN010487	ASIC019697
OG0007142	AMIN007014	ASIC004731
OG0007143	AMIN001421	ASIC006619
OG0007144	AMIN002477	ASIC000812
OG0007145	AMIN001183	ASIC016200
OG0007146	AMIN000586	ASIC005659
OG0007147	AMIN015769	ASIC012235
OG0007148	AMIN016158	ASIC015109
OG0007149	AMIN009194	ASIC005964
OG0007150	AMIN002592	ASIC008904
OG0007151	AMIN006518	ASIC013887
OG0007152	AMIN010552	ASIC007772
OG0007153	AMIN001430	ASIC006636
OG0007154	AMIN001364	ASIC006526
OG0007155	AMIN002337	ASIC011564
OG0007156	AMIN008367	ASIC012707
OG0007157	AMIN001482	ASIC006865
OG0007158	AMIN016230	ASIC011411
OG0007159	AMIN009951	ASIC021211
OG0007160	AMIN007497	ASIC011808
OG0007161	AMIN003348	ASIC004124
OG0007162	AMIN007324	ASIC012330
OG0007163	AMIN011421	ASIC016036
OG0007164	AMIN004911	ASIC021892
OG0007165	AMIN003852	ASIC004905
OG0007166	AMIN010528	ASIC019510
OG0007167	AMIN007768	ASIC009895
OG0007168	AMIN008182	ASIC010420
OG0007169	AMIN010106	ASIC019142
OG0007170	AMIN010128	ASIC019179
OG0007171	AMIN008229	ASIC018294
OG0007172	AMIN008846	ASIC017475
OG0007175	AMIN007552	ASIC002442
OG0007176	AMIN008768	ASIC005075
OG0007177	AMIN015619	ASIC018147
OG0007178	AMIN004278	ASIC018319
OG0007179	AMIN005340	ASIC003947
OG0007180	AMIN009491	ASIC022083
OG0007181	AMIN002111	ASIC005242
OG0007182	AMIN008684	ASIC022297
OG0007183	AMIN011645	ASIC018604
OG0007184	AMIN004287	ASIC018330
OG0007185	AMIN005678	ASIC006219
OG0007186	AMIN008007	ASIC016636
OG0007187	AMIN005756	ASIC010299
OG0007188	AMIN009110	ASIC006056
OG0007189	AMIN007280	ASIC014914
OG0007190	AMIN003435	ASIC010928
OG0007191	AMIN002731	ASIC021059
OG0007192	AMIN010331	ASIC003739
OG0007193	AMIN003768	ASIC021363
OG0007194	AMIN004074	ASIC020125
OG0007195	AMIN003227	ASIC005654
OG0007196	AMIN007816	ASIC019552
OG0007197	AMIN004624	ASIC015103
OG0007198	AMIN005445	ASIC017049
OG0007199	AMIN007839	ASIC019515
OG0007200	AMIN008494	ASIC014465
OG0007201	AMIN007664	ASIC013675
OG0007202	AMIN001912	ASIC007173
OG0007203	AMIN004030	ASIC003571
OG0007204	AMIN010430	ASIC019797
OG0007205	AMIN005554	ASIC008395
OG0007206	AMIN003792	ASIC014707
OG0007207	AMIN005700	ASIC010266
OG0007208	AMIN006825	ASIC014622
OG0007209	AMIN003773	ASIC010345
OG0007210	AMIN006146	ASIC014430
OG0007211	AMIN011442	ASIC016452
OG0007212	AMIN011510	ASIC016476
OG0007213	AMIN000203	ASIC021727
OG0007214	AMIN010648	ASIC007874
OG0007215	AMIN009977	ASIC021168
OG0007216	AMIN001225	ASIC007558
OG0007217	AMIN000913	ASIC009022
OG0007218	AMIN000098	ASIC014336
OG0007219	AMIN001335	ASIC006467
OG0007220	AMIN002764	ASIC008723
OG0007221	AMIN003685	ASIC005332
OG0007222	AMIN007616	ASIC019595
OG0007223	AMIN009611	ASIC014368
OG0007224	AMIN005676	ASIC007619
OG0007225	AMIN004138	ASIC005606
OG0007226	AMIN007585	ASIC012201
OG0007227	AMIN007131	ASIC007460
OG0007228	AMIN007712	ASIC011762
OG0007229	AMIN010422	ASIC019808
OG0007230	AMIN007515	ASIC011804
OG0007231	AMIN010708	ASIC012245
OG0007233	AMIN005949	ASIC013574
OG0007234	AMIN001009	ASIC009071
OG0007235	AMIN016019	ASIC020792
OG0007236	AMIN005428	ASIC020361
OG0007238	AMIN001936	ASIC012766
OG0007239	AMIN010966	ASIC015091
OG0007240	AMIN009842	ASIC019247
OG0007242	AMIN011168	ASIC002904
OG0007243	AMIN010440	ASIC019780
OG0007244	AMIN010380	ASIC002502
OG0007245	AMIN005174	ASIC009637
OG0007246	AMIN010851	ASIC011063
OG0007247	AMIN006676	ASIC020538
OG0007248	AMIN005492	ASIC004454
OG0007249	AMIN005667, AMIN005666	ASIC009719
OG0007250	AMIN005456	ASIC017071
OG0007252	AMIN003558	ASIC008772
OG0007253	AMIN002740	ASIC021038
OG0007254	AMIN007501	ASIC011820
OG0007255	AMIN011138	ASIC016412
OG0007256	AMIN006161	ASIC014345
OG0007257	AMIN003482	ASIC015675
OG0007258	AMIN006021	ASIC013081
OG0007259	AMIN003214	ASIC005681
OG0007260	AMIN010141	ASIC021617
OG0007261	AMIN004144	ASIC005757
OG0007262	AMIN011209	ASIC016887
OG0007263	AMIN001226	ASIC020308
OG0007264	AMIN003056	ASIC011732
OG0007265	AMIN000727	ASIC003344
OG0007267	AMIN008338	ASIC022342
OG0007268	AMIN009258	ASIC008481
OG0007269	AMIN009357	ASIC004940
OG0007270	AMIN000645	ASIC009828
OG0007271	AMIN008635	ASIC002474
OG0007272	AMIN004280	ASIC018321
OG0007273	AMIN006752	ASIC008668
OG0007274	AMIN010681	ASIC009894
OG0007275	AMIN000441	ASIC008303
OG0007276	AMIN004286	ASIC018329
OG0007277	AMIN005153	ASIC009528
OG0007278	AMIN010420	ASIC019811
OG0007279	AMIN005225	ASIC007708
OG0007280	AMIN009501	ASIC022078
OG0007281	AMIN010850	ASIC011064
OG0007282	AMIN002622	ASIC008802
OG0007283	AMIN006172	ASIC017633
OG0007284	AMIN005608	ASIC006247
OG0007285	AMIN003819	ASIC002567
OG0007286	AMIN016029	ASIC019860
OG0007287	AMIN005481	ASIC007647
OG0007288	AMIN005277	ASIC020457
OG0007290	AMIN015752	ASIC005758
OG0007291	AMIN011449	ASIC016441
OG0007292	AMIN003107	ASIC021397
OG0007293	AMIN000613	ASIC014091
OG0007294	AMIN005532	ASIC005205
OG0007295	AMIN005255	ASIC005366
OG0007296	AMIN008886	ASIC011914
OG0007297	AMIN011154	ASIC016377
OG0007298	AMIN004468	ASIC022178
OG0007299	AMIN010882	ASIC018822
OG0007300	AMIN005113	ASIC006774
OG0007301	AMIN011264	ASIC018939
OG0007303	AMIN005679	ASIC006220
OG0007304	AMIN001814	ASIC007389
OG0007305	AMIN005197	ASIC007094
OG0007306	AMIN002978	ASIC005532
OG0007307	AMIN005260	ASIC003112
OG0007308	AMIN009016	ASIC015481
OG0007309	AMIN011068	ASIC018468
OG0007310	AMIN015989	ASIC002547
OG0007311	AMIN000765	ASIC012525
OG0007312	AMIN011157	ASIC016374
OG0007313	AMIN008046	ASIC018732
OG0007314	AMIN009030	ASIC015454
OG0007315	AMIN006429	ASIC007419
OG0007317	AMIN003402	ASIC004912
OG0007318	AMIN005857	ASIC009476
OG0007319	AMIN005430	ASIC020363
OG0007320	AMIN011611	ASIC014927
OG0007321	AMIN011486	ASIC005069
OG0007322	AMIN004610	ASIC015129
OG0007323	AMIN003207	ASIC010485
OG0007325	AMIN011450	ASIC016439
OG0007326	AMIN003996	ASIC021996
OG0007327	AMIN002022	ASIC005381
OG0007328	AMIN003596	ASIC008095
OG0007329	AMIN007079	ASIC007431
OG0007330	AMIN006228	ASIC006980
OG0007331	AMIN000841	ASIC001079
OG0007332	AMIN002588	ASIC008912
OG0007334	AMIN004309	ASIC018341
OG0007335	AMIN010733	ASIC016106
OG0007336	AMIN007579	ASIC012209
OG0007337	AMIN009514	ASIC017233
OG0007338	AMIN006352	ASIC014206
OG0007339	AMIN008809	ASIC020514
OG0007340	AMIN000095	ASIC014334
OG0007341	AMIN000115	ASIC010891
OG0007342	AMIN010956	ASIC011605
OG0007343	AMIN016168	ASIC004312
OG0007344	AMIN003625	ASIC021004
OG0007345	AMIN003242	ASIC020600
OG0007346	AMIN005452	ASIC017065
OG0007347	AMIN010731	ASIC016103
OG0007348	AMIN010660	ASIC019237
OG0007350	AMIN000982	ASIC009380
OG0007351	AMIN005770	ASIC009614
OG0007353	AMIN006541	ASIC002916
OG0007354	AMIN011222	ASIC016575
OG0007355	AMIN002145	ASIC005139
OG0007356	AMIN008713	ASIC004983
OG0007357	AMIN005969	ASIC013579
OG0007358	AMIN004622	ASIC015106
OG0007359	AMIN005062	ASIC005257
OG0007360	AMIN009065	ASIC010324
OG0007361	AMIN001326	ASIC002645
OG0007362	AMIN011147	ASIC016391
OG0007363	AMIN001776	ASIC006730
OG0007364	AMIN003641	ASIC013978
OG0007365	AMIN010290	ASIC003699
OG0007366	AMIN011184	ASIC016841
OG0007367	AMIN000938	ASIC005507
OG0007368	AMIN005750	ASIC007714
OG0007369	AMIN003976	ASIC021933
OG0007370	AMIN011013	ASIC015140
OG0007371	AMIN002595	ASIC008900
OG0007372	AMIN007678	ASIC018877
OG0007373	AMIN005308	ASIC010225
OG0007374	AMIN005816	ASIC007580
OG0007375	AMIN011374	ASIC002901
OG0007376	AMIN005737	ASIC017014
OG0007377	AMIN000578	ASIC013212
OG0007378	AMIN007747	ASIC019598
OG0007379	AMIN003451	ASIC004400
OG0007380	AMIN011306	ASIC019268
OG0007381	AMIN008173	ASIC010408
OG0007382	AMIN010035	ASIC019617
OG0007383	AMIN005540	ASIC006800
OG0007384	AMIN003134	ASIC002920
OG0007385	AMIN001890	ASIC007218
OG0007386	AMIN002033	ASIC020446
OG0007387	AMIN007041	ASIC022313
OG0007388	AMIN003728	ASIC008017
OG0007389	AMIN001552	ASIC005919
OG0007390	AMIN007626	ASIC013780
OG0007391	AMIN011253	ASIC011044
OG0007393	AMIN002956	ASIC011327
OG0007394	AMIN003834	ASIC002733
OG0007395	AMIN008988	ASIC015521
OG0007396	AMIN008082	ASIC002999
OG0007397	AMIN005132	ASIC009705
OG0007398	AMIN008049	ASIC018739
OG0007399	AMIN015617	ASIC018149
OG0007400	AMIN000142	ASIC009426
OG0007401	AMIN010142	ASIC021621
OG0007402	AMIN007760	ASIC019878
OG0007403	AMIN008172	ASIC010405
OG0007404	AMIN000485	ASIC008186
OG0007405	AMIN010407	ASIC019836
OG0007406	AMIN010607	ASIC007746
OG0007407	AMIN011269	ASIC018948
OG0007408	AMIN004281	ASIC018322
OG0007409	AMIN007434	ASIC011274
OG0007410	AMIN002895	ASIC002017
OG0007411	AMIN001682	ASIC006090
OG0007412	AMIN000890	ASIC003211
OG0007413	AMIN003823	ASIC002561
OG0007414	AMIN010280	ASIC003722
OG0007415	AMIN010872	ASIC018803
OG0007416	AMIN000681	ASIC010079
OG0007417	AMIN001908	ASIC007188
OG0007418	AMIN011317	ASIC018980
OG0007419	AMIN004775	ASIC012647
OG0007420	AMIN007725	ASIC016803
OG0007421	AMIN008854	ASIC017489
OG0007422	AMIN003023	ASIC020041
OG0007423	AMIN010538	ASIC021336
OG0007424	AMIN006608	ASIC005203
OG0007425	AMIN005539	ASIC006801
OG0007426	AMIN008808	ASIC020515
OG0007428	AMIN007603	ASIC018608
OG0007429	AMIN010102	ASIC019136
OG0007430	AMIN010562	ASIC007782
OG0007431	AMIN007343	ASIC012287
OG0007432	AMIN008210	ASIC005097
OG0007433	AMIN009556	ASIC014675
OG0007434	AMIN007281	ASIC014912
OG0007435	AMIN008967	ASIC017952
OG0007436	AMIN009962	ASIC021144
OG0007437	AMIN006513	ASIC013879
OG0007438	AMIN011623	ASIC018593
OG0007439	AMIN009533	ASIC017206
OG0007440	AMIN010674	ASIC016699
OG0007441	AMIN000222	ASIC013938
OG0007442	AMIN008490	ASIC014456
OG0007443	AMIN011477	ASIC016534
OG0007444	AMIN001967	ASIC007127
OG0007445	AMIN005691	ASIC010292
OG0007446	AMIN010438	ASIC019783
OG0007447	AMIN004561	ASIC014843
OG0007448	AMIN011254	ASIC011045
OG0007449	AMIN010889	ASIC018833
OG0007450	AMIN006771	ASIC005725
OG0007451	AMIN006726	ASIC008600
OG0007452	AMIN006552	ASIC015877
OG0007453	AMIN003064	ASIC020211
OG0007454	AMIN009193	ASIC010354
OG0007455	AMIN007406	ASIC016764
OG0007456	AMIN010162	ASIC012990
OG0007457	AMIN010486	ASIC019699
OG0007459	AMIN003171	ASIC020962
OG0007460	AMIN000886	ASIC012011, ASIC012012
OG0007461	AMIN010799	ASIC012425
OG0007462	AMIN000879	ASIC011993, ASIC011992
OG0007463	AMIN009871	ASIC012771
OG0007464	AMIN001519	ASIC005719
OG0007465	AMIN001646	ASIC004213, ASIC010755
OG0007466	AMIN001342	ASIC006478
OG0007468	AMIN004308	ASIC018340
OG0007469	AMIN007622	ASIC019586
OG0007470	AMIN011452	ASIC016437
OG0007472	AMIN005137	ASIC005231
OG0007473	AMIN011092	ASIC018527
OG0007474	AMIN008858	ASIC000897, ASIC000898
OG0007476	AMIN007592	ASIC018638
OG0007477	AMIN011418	ASIC016033
OG0007478	AMIN005061	ASIC005256
OG0007479	AMIN008141	ASIC014953
OG0007480	AMIN007794	ASIC017445
OG0007482	AMIN015927	ASIC001456
OG0007483	AMIN010442	ASIC019775
OG0007484	AMIN000570	ASIC020829
OG0007485	AMIN008012	ASIC016642
OG0007486	AMIN010136	ASIC021604
OG0007487	AMIN005974	ASIC003443
OG0007489	AMIN004687	ASIC011942
OG0007490	AMIN005259	ASIC005365
OG0007491	AMIN010330	ASIC003742
OG0007492	AMIN003864	ASIC011116
OG0007493	AMIN005135	ASIC005229
OG0007494	AMIN002141	ASIC005126
OG0007495	AMIN002763	ASIC008722
OG0007496	AMIN007346	ASIC012205
OG0007497	AMIN004745	ASIC020591
OG0007498	AMIN010904	ASIC002447
OG0007499	AMIN007770	ASIC009897
OG0007500	AMIN004756	ASIC020602
OG0007501	AMIN005270	ASIC003483
OG0007502	AMIN001309	ASIC005991, ASIC005989, ASIC005028
OG0007503	AMIN000612	ASIC014090
OG0007504	AMIN004484	ASIC022210
OG0007505	AMIN004990	ASIC011222
OG0007506	AMIN004361	ASIC014768
OG0007507	AMIN007914	ASIC001025
OG0007508	AMIN001556	ASIC005862
OG0007509	AMIN003640	ASIC013973
OG0007510	AMIN009723	ASIC006676
OG0007511	AMIN005641	ASIC007102
OG0007512	AMIN001598	ASIC010676
OG0007513	AMIN010362	ASIC003775
OG0007514	AMIN010854	ASIC011053
OG0007515	AMIN003813	ASIC019998
OG0007516	AMIN010504	ASIC019685
OG0007517	AMIN002463	ASIC000729
OG0007518	AMIN008896	ASIC008124
OG0007519	AMIN006224	ASIC006968
OG0007520	AMIN008138	ASIC014959
OG0007522	AMIN011390	ASIC003090
OG0007523	AMIN002104	ASIC003994
OG0007524	AMIN011647	ASIC018648
OG0007525	AMIN007410	ASIC016754
OG0007526	AMIN001060, AMIN001059	ASIC014533
OG0007527	AMIN005341	ASIC003948
OG0007529	AMIN004202, AMIN005389	ASIC021793
OG0007530	AMIN007841	ASIC019509
OG0007531	AMIN000342	ASIC009761
OG0007532	AMIN003836	ASIC002727
OG0007533	AMIN005313	ASIC000585
OG0007534	AMIN004213	ASIC021809
OG0007536	AMIN011076	ASIC018472
OG0007537	AMIN010077	ASIC019052
OG0007538	AMIN001893	ASIC007212
OG0007539	AMIN001962	ASIC007121
OG0007540	AMIN000341	ASIC009763
OG0007541	AMIN006268	ASIC016241
OG0007542	AMIN001789	ASIC006649
OG0007543	AMIN015746	ASIC012907
OG0007544	AMIN002752	ASIC016611
OG0007545	AMIN007471	ASIC011844
OG0007546	AMIN004458	ASIC022363
OG0007547	AMIN008208	ASIC017942
OG0007548	AMIN006609	ASIC005241
OG0007549	AMIN008644	ASIC019953
OG0007550	AMIN007193	ASIC008681
OG0007551	AMIN009714	ASIC006661
OG0007552	AMIN000204	ASIC021724
OG0007553	AMIN000610	ASIC014087
OG0007554	AMIN001501	ASIC017253
OG0007555	AMIN009825	ASIC006097
OG0007556	AMIN005978	ASIC003438
OG0007557	AMIN000074	ASIC017938
OG0007558	AMIN001725	ASIC010005
OG0007559	AMIN009266	ASIC008472
OG0007560	AMIN004989	ASIC011220
OG0007561	AMIN008056	ASIC018752
OG0007562	AMIN008231	ASIC018284
OG0007563	AMIN009437	ASIC017311
OG0007564	AMIN000104	ASIC014239
OG0007565	AMIN008174	ASIC010409
OG0007566	AMIN005609	ASIC006248
OG0007567	AMIN006160	ASIC014343
OG0007568	AMIN010725	ASIC016095
OG0007569	AMIN007136	ASIC007467
OG0007570	AMIN010855	ASIC011052
OG0007571	AMIN000369	ASIC012624
OG0007572	AMIN015743	ASIC010578
OG0007573	AMIN000047	ASIC014300
OG0007574	AMIN015738	ASIC012435
OG0007575	AMIN002861	ASIC016633
OG0007576	AMIN011321	ASIC018987
OG0007577	AMIN008823	ASIC017453
OG0007578	AMIN003016	ASIC005762
OG0007579	AMIN000328	ASIC014898
OG0007580	AMIN007238	ASIC017393
OG0007581	AMIN010321	ASIC003754
OG0007582	AMIN006839	ASIC014587
OG0007583	AMIN008953	ASIC018020
OG0007584	AMIN002497	ASIC000839
OG0007585	AMIN003519	ASIC004853
OG0007586	AMIN000526	ASIC008243
OG0007587	AMIN007399	ASIC016775
OG0007588	AMIN005217	ASIC006310
OG0007589	AMIN005812	ASIC005162
OG0007590	AMIN008457	ASIC014069
OG0007591	AMIN000119	ASIC010884
OG0007592	AMIN009267	ASIC008473
OG0007593	AMIN004618	ASIC015110
OG0007594	AMIN000896	ASIC003196
OG0007595	AMIN009510	ASIC017236
OG0007596	AMIN007256	ASIC007515
OG0007597	AMIN000753	ASIC013319
OG0007598	AMIN007212	ASIC009248
OG0007599	AMIN004686	ASIC011953
OG0007600	AMIN007555	ASIC002445
OG0007601	AMIN010978	ASIC015080
OG0007602	AMIN000783	ASIC012527
OG0007603	AMIN009913	ASIC019031
OG0007604	AMIN008337	ASIC022341
OG0007605	AMIN008463	ASIC019387
OG0007606	AMIN002902	ASIC009114
OG0007607	AMIN010921	ASIC011641
OG0007608	AMIN006644	ASIC012861
OG0007609	AMIN015988	ASIC002549, ASIC002548
OG0007610	AMIN005718	ASIC007674
OG0007611	AMIN005280	ASIC020453
OG0007612	AMIN016105	ASIC005675
OG0007613	AMIN010200	ASIC012223
OG0007614	AMIN005368	ASIC017121
OG0007615	AMIN000329	ASIC014897
OG0007616	AMIN010622	ASIC016714
OG0007617	AMIN005591	ASIC010274
OG0007618	AMIN003795	ASIC014710
OG0007619	AMIN011503	ASIC016483
OG0007620	AMIN007340	ASIC012293
OG0007621	AMIN007550	ASIC002440
OG0007622	AMIN008060	ASIC018753
OG0007623	AMIN006266	ASIC016244
OG0007624	AMIN010897	ASIC011746
OG0007625	AMIN005534	ASIC004456
OG0007626	AMIN003359	ASIC004094
OG0007627	AMIN009923	ASIC019040
OG0007628	AMIN008922	ASIC018229
OG0007629	AMIN005844	ASIC009506
OG0007630	AMIN001749	ASIC006381
OG0007631	AMIN005123	ASIC006786
OG0007632	AMIN004855	ASIC008072
OG0007633	AMIN010936	ASIC011688
OG0007634	AMIN010866	ASIC018794
OG0007635	AMIN007315	ASIC012343
OG0007636	AMIN000250	ASIC020870
OG0007637	AMIN006912	ASIC019294
OG0007638	AMIN007278	ASIC014916
OG0007639	AMIN005349	ASIC016964
OG0007640	AMIN003578	ASIC008462
OG0007641	AMIN009382	ASIC012042
OG0007642	AMIN007704	ASIC011750
OG0007643	AMIN005173	ASIC009732
OG0007644	AMIN011266	ASIC018941
OG0007645	AMIN004920	ASIC021879
OG0007646	AMIN007284	ASIC014907
OG0007647	AMIN000625	ASIC015005
OG0007648	AMIN005854	ASIC009491
OG0007649	AMIN005165	ASIC003968
OG0007650	AMIN003693	ASIC002311
OG0007651	AMIN009553	ASIC014666
OG0007652	AMIN010039	ASIC019624
OG0007653	AMIN008811	ASIC020511
OG0007654	AMIN007132	ASIC007461
OG0007655	AMIN002758	ASIC016842
OG0007656	AMIN003294	ASIC004567
OG0007657	AMIN007537	ASIC012888
OG0007658	AMIN011129	ASIC015034
OG0007659	AMIN000631	ASIC014988, ASIC015014
OG0007660	AMIN002707	ASIC009107
OG0007661	AMIN011034	ASIC016282
OG0007662	AMIN005800	ASIC009635
OG0007663	AMIN003743	ASIC022158
OG0007664	AMIN003333	ASIC004648
OG0007665	AMIN002654	ASIC011967
OG0007666	AMIN001862	ASIC007267
OG0007667	AMIN004140	ASIC005754
OG0007668	AMIN008086	ASIC003017
OG0007669	AMIN005453	ASIC017067
OG0007670	AMIN004700	ASIC020943
OG0007671	AMIN004803	ASIC020241
OG0007675	AMIN001435	ASIC005070
OG0007676	AMIN009949	ASIC021189
OG0007677	AMIN010005	ASIC021218
OG0007678	AMIN007372	ASIC000956
OG0007679	AMIN008675	ASIC022287
OG0007680	AMIN002054	ASIC016960
OG0007681	AMIN005813	ASIC005163
OG0007682	AMIN014201	ASIC013774
OG0007683	AMIN011612	ASIC014926
OG0007684	AMIN008545	ASIC009042
OG0007685	AMIN005086	ASIC006261
OG0007686	AMIN001029	ASIC008585
OG0007687	AMIN004609	ASIC015132
OG0007688	AMIN010555	ASIC007774
OG0007689	AMIN002539	ASIC010562
OG0007690	AMIN011173	ASIC016828
OG0007691	AMIN005297	ASIC010278
OG0007692	AMIN005103	ASIC019658
OG0007693	AMIN006814	ASIC014641
OG0007694	AMIN006194	ASIC006914
OG0007695	AMIN001907	ASIC007189
OG0007696	AMIN008326	ASIC015372
OG0007697	AMIN002126	ASIC020327
OG0007698	AMIN001733	ASIC013834
OG0007699	AMIN004759	ASIC020594
OG0007700	AMIN009334	ASIC018025
OG0007701	AMIN005138	ASIC007605
OG0007702	AMIN008805	ASIC020527
OG0007703	AMIN010579	ASIC007807
OG0007704	AMIN007790	ASIC017449
OG0007705	AMIN008871	ASIC020566
OG0007706	AMIN003804	ASIC005941
OG0007707	AMIN002262	ASIC011380
OG0007708	AMIN004229	ASIC016003
OG0007709	AMIN007974	ASIC011024
OG0007710	AMIN002390	ASIC012492
OG0007711	AMIN015751	ASIC005287
OG0007712	AMIN010238	ASIC003724
OG0007713	AMIN001267	ASIC015608
OG0007714	AMIN003099	ASIC002700
OG0007715	AMIN003358	ASIC004097
OG0007716	AMIN008849	ASIC017461
OG0007717	AMIN009869	ASIC012773
OG0007718	AMIN008139	ASIC014957
OG0007719	AMIN010020	ASIC019600
OG0007720	AMIN007713	ASIC011763
OG0007721	AMIN011265	ASIC018940
OG0007722	AMIN006750	ASIC008666
OG0007723	AMIN011297	ASIC016686
OG0007724	AMIN008556	ASIC018172
OG0007725	AMIN001834	ASIC007346
OG0007726	AMIN002099	ASIC000573
OG0007728	AMIN009111	ASIC009952
OG0007729	AMIN002885	ASIC002294
OG0007730	AMIN003840	ASIC012584
OG0007731	AMIN006001	ASIC010648
OG0007732	AMIN006278	ASIC013636
OG0007733	AMIN007604	ASIC018607
OG0007734	AMIN010131	ASIC021607
OG0007735	AMIN001110	ASIC013461
OG0007736	AMIN003286	ASIC004583
OG0007737	AMIN008724	ASIC005005
OG0007738	AMIN006923	ASIC015384
OG0007739	AMIN008200	ASIC017898
OG0007740	AMIN003009	ASIC005777
OG0007741	AMIN003520	ASIC004855
OG0007742	AMIN001078	ASIC006289
OG0007743	AMIN005699	ASIC010265
OG0007744	AMIN004993	ASIC011177
OG0007745	AMIN004982	ASIC008963
OG0007746	AMIN000174	ASIC004253, ASIC004254
OG0007747	AMIN007808	ASIC019562, ASIC019566
OG0007748	AMIN001941	ASIC014942
OG0007749	AMIN003446	ASIC013405
OG0007751	AMIN002345	ASIC011569
OG0007753	AMIN001956	ASIC017167
OG0007754	AMIN007178	ASIC014167
OG0007755	AMIN011375	ASIC002895
OG0007756	AMIN008843	ASIC017501
OG0007757	AMIN005055	ASIC005165
OG0007758	AMIN000538	ASIC002370
OG0007760	AMIN010323	ASIC003750
OG0007761	AMIN015750	ASIC019867
OG0007762	AMIN004176	ASIC002056
OG0007763	AMIN010400	ASIC019845
OG0007764	AMIN002586	ASIC008914
OG0007765	AMIN006949	ASIC015431
OG0007766	AMIN005654	ASIC009550
OG0007767	AMIN000769	ASIC012486
OG0007768	AMIN009762	ASIC010734
OG0007769	AMIN008268	ASIC018235, ASIC018234
OG0007770	AMIN003255	ASIC009005
OG0007771	AMIN005104	ASIC009544
OG0007772	AMIN005822	ASIC003986
OG0007773	AMIN005589	ASIC010271
OG0007774	AMIN003879	ASIC014104
OG0007776	AMIN009883	ASIC015122
OG0007778	AMIN000835	ASIC002844
OG0007781	AMIN000882	ASIC011999
OG0007784	AMIN005495	ASIC004449
OG0007785	AMIN004078	ASIC020122
OG0007787	AMIN008131	ASIC014968
OG0007788	AMIN001830	ASIC005784, ASIC007351, ASIC005783
OG0007802	AMIN008594	ASIC018100
OG0007803	AMIN006012	ASIC010627
OG0007804	AMIN015994	ASIC010007, ASIC009936, ASIC009935
OG0007806	AMIN003756	ASIC013826
OG0007806	AMIN003757	ASIC013818
OG0007808	AMIN015630, AMIN015629	ASIC013711, ASIC013712, ASIC013713
OG0007809	AMIN001454	ASIC006907
OG0007810	AMIN003336	ASIC004644
OG0007812	AMIN007919	ASIC003050, ASIC002168
OG0007814	AMIN010582	ASIC007821, ASIC007822
OG0007815	AMIN003058, AMIN003057	ASIC011735
OG0007816	AMIN006745	ASIC008656, ASIC008657
OG0007818	AMIN000868	ASIC000329
OG0007819	AMIN015912, AMIN015911	ASIC010613
OG0007841	AMIN000869	ASIC000330
OG0007843	AMIN003568	ASIC010652
OG0007844	AMIN000885	ASIC012004
OG0007845	AMIN009919	ASIC019036
OG0007846	AMIN002644	ASIC003492
OG0007847	AMIN009914	ASIC019032
OG0007848	AMIN002749	ASIC021028
OG0007849	AMIN009911	ASIC019020
