Orthogroup	AminimusMINIMUS1	Aalbopictus_AalbF5
OG0007869	AMIN009763	LOC109420660
OG0007870	AMIN006252	LOC109420684
OG0007871	AMIN003971	LOC109400734
OG0007872	AMIN009756	LOC109420591
OG0007873	AMIN009760	LOC109420585
OG0007874	AMIN015608	LOC109407639
OG0007875	AMIN008548	LOC109425968
OG0007876	AMIN000642	LOC115253962
OG0007877	AMIN008547	LOC109407642
OG0007878	AMIN016097	LOC109411665
OG0007879	AMIN000843	LOC115269140
OG0007880	AMIN003593	LOC109411670
OG0007881	AMIN003602	LOC109404433
OG0007882	AMIN015527	LOC109427261
OG0007883	AMIN000402	LOC109403715
OG0007884	AMIN009050	LOC115264680
OG0007885	AMIN000401	LOC109433418
OG0007887	AMIN005015	LOC109407646
OG0007889	AMIN015649	LOC109406083
OG0007890	AMIN003186	LOC109421754
OG0007891	AMIN015979	LOC109425899
OG0007892	AMIN008934	LOC109426049
OG0007893	AMIN008931	LOC109426045
OG0007894	AMIN007087	LOC109415438
OG0007895	AMIN007065	LOC109429910
OG0007896	AMIN007129	LOC109429894
OG0007897	AMIN010531	LOC109407754
OG0007898	AMIN010532	LOC109418909
OG0007899	AMIN001283	LOC109401681
OG0007900	AMIN006599	LOC109426474
OG0007901	AMIN006595	LOC109426481
OG0007902	AMIN000275	LOC109408984
OG0007903	AMIN007033	LOC109397145
OG0007904	AMIN009308	LOC109432339
OG0007905	AMIN007032	LOC109432268
OG0007906	AMIN008955	LOC109432316
OG0007910	AMIN008856	LOC109403350
OG0007912	AMIN011142	LOC109420436
OG0007913	AMIN000321	LOC109398744
OG0007914	AMIN004182	LOC109404186
OG0007915	AMIN004193	LOC109414673
OG0007916	AMIN004189	LOC109424800
OG0007918	AMIN004191	LOC109424792
OG0007919	AMIN006611	LOC109428427
OG0007921	AMIN006927	LOC109407560
OG0007922	AMIN006934	LOC109407555
OG0007923	AMIN002504	LOC109411231
OG0007924	AMIN016202	LOC109409265
OG0007926	AMIN001472	LOC109409247
OG0007927	AMIN009093	LOC109419611
OG0007928	AMIN009095	LOC109622829
OG0007930	AMIN009724	LOC109419599
OG0007932	AMIN009617	LOC109421664
OG0007933	AMIN001553	LOC109420638
OG0007934	AMIN001547	LOC109420642
OG0007936	AMIN001549	LOC115255089
OG0007937	AMIN007539	LOC115263288
OG0007939	AMIN002193	LOC109431763
OG0007940	AMIN010540	LOC109418950
OG0007941	AMIN002183	LOC109429507
OG0007942	AMIN015821	LOC109429506
OG0007943	AMIN010547	LOC109418959
OG0007944	AMIN009976	LOC115254257
OG0007945	AMIN007299	LOC109430574
OG0007948	AMIN010016	LOC109423686
OG0007949	AMIN010406	LOC109418085
OG0007950	AMIN010478	LOC109418079
OG0007952	AMIN005599	LOC109422955
OG0007953	AMIN011303	LOC109414288
OG0007954	AMIN007244	LOC109401369
OG0007955	AMIN001651	LOC109432862
OG0007956	AMIN005640	LOC109401354
OG0007957	AMIN008874	LOC109422422
OG0007959	AMIN010254	LOC109423566
OG0007960	AMIN010214	LOC109408654
OG0007962	AMIN014348	LOC109426372
OG0007963	AMIN000603	LOC109431485
OG0007964	AMIN006459	LOC109431384
OG0007966	AMIN007110	LOC109427685
OG0007967	AMIN001368	LOC109408103
OG0007968	AMIN006413	LOC109408119
OG0007969	AMIN001370	LOC109419082
OG0007971	AMIN006036	LOC109416798
OG0007972	AMIN006047	LOC109402297
OG0007973	AMIN011074	LOC109431620
OG0007974	AMIN011540	LOC109431638
OG0007975	AMIN011077	LOC109431654
OG0007976	AMIN011073	LOC109431682
OG0007977	AMIN005911	LOC115259164
OG0007978	AMIN001689	LOC109417135
OG0007979	AMIN001346	LOC109419737
OG0007980	AMIN006273	LOC109401725
OG0007981	AMIN011328	LOC115270440
OG0007982	AMIN001178	LOC109433083
OG0007983	AMIN009684	LOC109428076
OG0007984	AMIN009429	LOC109427832
OG0007986	AMIN009060	LOC109415904
OG0007988	AMIN010645	LOC109428644
OG0007989	AMIN009061	LOC109412631
OG0007990	AMIN007722	LOC109428689
OG0007992	AMIN006234	LOC109421433
OG0007993	AMIN006212	LOC109421493
OG0007996	AMIN006221	LOC109421451
OG0007998	AMIN004635	LOC109429122
OG0007999	AMIN003908	LOC109398868
OG0008000	AMIN003912	LOC109398887
OG0008001	AMIN004063	LOC109429252
OG0008002	AMIN003915	LOC109429151
OG0008004	AMIN003661	LOC109409021
OG0008005	AMIN004762	LOC109416831
OG0008006	AMIN005630	LOC109428386
OG0008008	AMIN005351	LOC109415197
OG0008009	AMIN009828	LOC109421304
OG0008010	AMIN009808	LOC109427814
OG0008011	AMIN015615	LOC109421299
OG0008013	AMIN009810	LOC109427802
OG0008014	AMIN009812	LOC109421318
OG0008015	AMIN007932	LOC109623133
OG0008016	AMIN004488	LOC115260956
OG0008017	AMIN007924	LOC115263511
OG0008018	AMIN009232	LOC109622185
OG0008019	AMIN009261	LOC109403180
OG0008022	AMIN002127	LOC109424988
OG0008023	AMIN002123	LOC109415389
OG0008024	AMIN002116	LOC109431146
OG0008025	AMIN011283	LOC115267593
OG0008026	AMIN001523	LOC115258768
OG0008027	AMIN001522	LOC115258767
OG0008028	AMIN002742	LOC109423465
OG0008030	AMIN004589	LOC109405736
OG0008031	AMIN002013	LOC109398425
OG0008032	AMIN005796	LOC109398378, LOC134285078
OG0008033	AMIN003450	LOC109425322
OG0008034	AMIN002643	LOC109419814
OG0008035	AMIN004913	LOC109425314
OG0008036	AMIN003430	LOC109425346
OG0008037	AMIN005022	LOC109403448
OG0008038	AMIN015887	LOC109403404
OG0008039	AMIN006856	LOC109416739
OG0008040	AMIN005025	LOC109403424
OG0008041	AMIN001383	LOC109427860
OG0008043	AMIN001391	LOC109424552
OG0008044	AMIN001426	LOC109622325
OG0008045	AMIN001422	LOC115267565
OG0008046	AMIN004133	LOC115256245
OG0008047	AMIN010333	LOC109407840
OG0008048	AMIN000826	LOC109416441
OG0008049	AMIN006010	LOC109410365
OG0008051	AMIN016208	LOC109417846, LOC134287344
OG0008052	AMIN003965	LOC109419329
OG0008053	AMIN003966	LOC109408469
OG0008054	AMIN004798	LOC109403863
OG0008055	AMIN003967	LOC109419331
OG0008056	AMIN002662	LOC109403977
OG0008057	AMIN000298	LOC109412786
OG0008059	AMIN009325	LOC134291853
OG0008060	AMIN008270	LOC134290049
OG0008061	AMIN009322	LOC109424345
OG0008063	AMIN005085	LOC109422941
OG0008064	AMIN005586	LOC109422943
OG0008066	AMIN005590	LOC109403528
OG0008067	AMIN003897	LOC109407474
OG0008068	AMIN016082	LOC109419235
OG0008069	AMIN005731	LOC109412952
OG0008070	AMIN007409	LOC109418604
OG0008071	AMIN005521	LOC109424929
OG0008072	AMIN011054	LOC109426255
OG0008074	AMIN011274	LOC109414816
OG0008075	AMIN004731	LOC109623044
OG0008076	AMIN008361	LOC109417164
OG0008077	AMIN008066	LOC109401031
OG0008079	AMIN004503	LOC109415945
OG0008080	AMIN010768	LOC109416061
OG0008081	AMIN001442	LOC109414237
OG0008082	AMIN009592	LOC109419850
OG0008083	AMIN009596	LOC109420713
OG0008085	AMIN008964	LOC115268238
OG0008086	AMIN006579	LOC115268098
OG0008087	AMIN006575	LOC109428852
OG0008088	AMIN009178	LOC109409867
OG0008089	AMIN006578	LOC115267763
OG0008091	AMIN006112	LOC109429944
OG0008092	AMIN000510	LOC134289960
OG0008093	AMIN008977	LOC109398945
OG0008094	AMIN004498	LOC115268126
OG0008095	AMIN010563	LOC109407818
OG0008096	AMIN015650	LOC109431316
OG0008097	AMIN003422	LOC109425528
OG0008098	AMIN003428	LOC109401355
OG0008099	AMIN006585	LOC109416899
OG0008100	AMIN008737	LOC109416897
OG0008101	AMIN010006	LOC109430633
OG0008102	AMIN004068	LOC115258186
OG0008103	AMIN004832	LOC115266549
OG0008104	AMIN005491	LOC115269053
OG0008105	AMIN004475	LOC109426937
OG0008106	AMIN003759	LOC109430324
OG0008108	AMIN006829	LOC109398642
OG0008109	AMIN010126	LOC109424267
OG0008110	AMIN004863	LOC109403851
OG0008111	AMIN000876	LOC134285673
OG0008112	AMIN004753	LOC109398457
OG0008113	AMIN002996	LOC109430724
OG0008114	AMIN005689	LOC109397861
OG0008115	AMIN005681	LOC109402690
OG0008116	AMIN015666	LOC134289550
OG0008117	AMIN015896	LOC109404882
OG0008118	AMIN015895	LOC109404840
OG0008119	AMIN004838	LOC109414512
OG0008120	AMIN003492	LOC109623068
OG0008121	AMIN003489	LOC109414933
OG0008122	AMIN015894	LOC109424334
OG0008123	AMIN003490	LOC109623070
OG0008124	AMIN002652	LOC109417128
OG0008125	AMIN003948	LOC109427301
OG0008126	AMIN000862	LOC109428105
OG0008127	AMIN004823	LOC109418322
OG0008128	AMIN008665	LOC109422326
OG0008129	AMIN008667	LOC109424426
OG0008130	AMIN008661	LOC109424429
OG0008131	AMIN007420	LOC115270321
OG0008132	AMIN008397	LOC115257389
OG0008133	AMIN003138	LOC109403328
OG0008134	AMIN003144	LOC109403315
OG0008135	AMIN002700	LOC109412246
OG0008136	AMIN003150	LOC109403318
OG0008137	AMIN002920	LOC109412243
OG0008138	AMIN009127	LOC109431360
OG0008139	AMIN005764	LOC109427757
OG0008140	AMIN008677	LOC109431338, LOC115260708
OG0008141	AMIN000819	LOC109427775
OG0008142	AMIN007736	LOC109622204
OG0008143	AMIN005765	LOC115260709
OG0008144	AMIN006911	LOC109425926
OG0008145	AMIN007285	LOC115254030
OG0008146	AMIN015523	LOC109425945
OG0008147	AMIN000147	LOC109402845
OG0008148	AMIN000517	LOC115254042
OG0008149	AMIN000518	LOC109422651
OG0008150	AMIN008177	LOC109406439
OG0008151	AMIN008078	LOC109430241
OG0008152	AMIN008176	LOC109403775
OG0008153	AMIN005070	LOC109431184
OG0008155	AMIN008169, AMIN008170	LOC109416939
OG0008156	AMIN003995	LOC115266708
OG0008157	AMIN008762	LOC109413613
OG0008158	AMIN010601	LOC115270128
OG0008159	AMIN014809	LOC109413532
OG0008160	AMIN001507	LOC109425089
OG0008161	AMIN001026	LOC109427514
OG0008162	AMIN002218	LOC109401508
OG0008165	AMIN002829	LOC109411498
OG0008166	AMIN002602	LOC109429337
OG0008167	AMIN001294	LOC115257682
OG0008169	AMIN008450	LOC115269424
OG0008170	AMIN008449	LOC109424520
OG0008171	AMIN007464	LOC134291440
OG0008172	AMIN003745	LOC109409579
OG0008173	AMIN001815	LOC115262101
OG0008174	AMIN001469	LOC109397520
OG0008175	AMIN003366	LOC109406924
OG0008176	AMIN000582	LOC109412098
OG0008178	AMIN000576	LOC115269276
OG0008179	AMIN010735	LOC115266520
OG0008180	AMIN007865	LOC134283915
OG0008181	AMIN007858	LOC109399288
OG0008182	AMIN015877	LOC109404012
OG0008183	AMIN000949	LOC109413335
OG0008184	AMIN003003	LOC109404037
OG0008185	AMIN004766	LOC109432069
OG0008186	AMIN015878	LOC109432047
OG0008187	AMIN003549	LOC109432038
OG0008188	AMIN007006	LOC109420325
OG0008189	AMIN007414	LOC109406421
OG0008191	AMIN016163	LOC109623012
OG0008193	AMIN007789	LOC134283908
OG0008194	AMIN011197	LOC115270153
OG0008195	AMIN010067	LOC109414872
OG0008196	AMIN011198	LOC109413469
OG0008197	AMIN010143	LOC109414878
OG0008198	AMIN007797	LOC109410801
OG0008199	AMIN004916	LOC109405429
OG0008200	AMIN003539	LOC109415927
OG0008201	AMIN003538	LOC109415925
OG0008202	AMIN004921	LOC109405405
OG0008203	AMIN004917	LOC109408289
OG0008204	AMIN004919	LOC109405409
OG0008205	AMIN007675	LOC109420241
OG0008206	AMIN007424	LOC109420256
OG0008207	AMIN001185	LOC134287963
OG0008208	AMIN009278	LOC109407851
OG0008209	AMIN004442	LOC109428935
OG0008210	AMIN001536	LOC109621977
OG0008211	AMIN006736	LOC115264941
OG0008212	AMIN006097	LOC109621961
OG0008213	AMIN009794	LOC115253453
OG0008215	AMIN009790	LOC109406546
OG0008217	AMIN004205, AMIN004204	LOC109424818
OG0008218	AMIN015510	LOC109424826
OG0008219	AMIN004209	LOC109424828
OG0008220	AMIN004207	LOC109414621
OG0008221	AMIN006529	LOC115267827
OG0008223	AMIN006526	LOC115267837
OG0008224	AMIN016177	LOC115266664
OG0008225	AMIN010265	LOC109409657
OG0008226	AMIN011176	LOC109409688
OG0008227	AMIN010273	LOC109409663
OG0008230	AMIN010276	LOC109406060
OG0008231	AMIN010279	LOC109409670
OG0008232	AMIN009525	LOC109409654
OG0008233	AMIN002907	LOC109415779
OG0008236	AMIN002884	LOC109415338
OG0008237	AMIN002888	LOC109415339
OG0008238	AMIN004824	LOC109415782
OG0008239	AMIN002901	LOC115254178
OG0008240	AMIN004689	LOC115263724
OG0008241	AMIN000214	LOC109431959
OG0008242	AMIN007996	LOC115260243
OG0008243	AMIN010365	LOC109419680
OG0008244	AMIN001606	LOC109411286
OG0008245	AMIN003894	LOC109419128
OG0008247	AMIN003050	LOC115261548
OG0008248	AMIN001933	LOC115255108
OG0008249	AMIN003052	LOC109419134
OG0008250	AMIN009857	LOC109400994
OG0008251	AMIN009870	LOC109400980
OG0008253	AMIN002353	LOC115254171
OG0008254	AMIN003092	LOC134287788
OG0008255	AMIN016065	LOC109421034
OG0008257	AMIN008709	LOC109425911
OG0008258	AMIN002228	LOC109406116
OG0008259	AMIN015836	LOC115261213
OG0008260	AMIN015761	LOC109422513
OG0008262	AMIN002225	LOC109406121
OG0008263	AMIN015833	LOC109406142
OG0008266	AMIN001708	LOC109402109
OG0008267	AMIN007686	LOC109425682
OG0008268	AMIN006142	LOC115258911
OG0008269	AMIN007226	LOC109429390
OG0008270	AMIN009146	LOC109621356
OG0008271	AMIN002570	LOC109433376
OG0008272	AMIN005418	LOC109400933, LOC109422793
OG0008273	AMIN002739	LOC109410072
OG0008274	AMIN005775	LOC109423013
OG0008275	AMIN009283	LOC134291575
OG0008276	AMIN000792	LOC109429175
OG0008277	AMIN000866	LOC109398834
OG0008278	AMIN004171	LOC115260368, LOC109424001
OG0008280	AMIN009057	LOC109401563
OG0008281	AMIN006175	LOC109419965
OG0008282	AMIN009058	LOC115264652
OG0008283	AMIN006176	LOC109419964
OG0008284	AMIN009056	LOC109412618
OG0008285	AMIN011033	LOC109621685
OG0008286	AMIN002863	LOC109402818
OG0008287	AMIN000898	LOC115264125
OG0008288	AMIN001897	LOC109416812
OG0008289	AMIN009229	LOC109421942
OG0008290	AMIN003343	LOC109418444
OG0008291	AMIN006540	LOC109432666
OG0008292	AMIN003342	LOC109426175
OG0008293	AMIN003341	LOC115263432
OG0008295	AMIN003297	LOC109400184
OG0008296	AMIN000600	LOC109431948
OG0008297	AMIN000251	LOC109415540
OG0008298	AMIN004265	LOC115262576
OG0008299	AMIN003518	LOC109415667
OG0008300	AMIN003516	LOC109415674
OG0008301	AMIN004151	LOC109413687
OG0008303	AMIN000384	LOC109426226
OG0008304	AMIN002448	LOC109426243
OG0008305	AMIN016061	LOC109426228
OG0008306	AMIN016062	LOC134284013, LOC109424052
OG0008307	AMIN004897	LOC109425248
OG0008308	AMIN002935	LOC109422557
OG0008309	AMIN004866	LOC109425249
OG0008311	AMIN009087	LOC109427872
OG0008314	AMIN000550	LOC109416234
OG0008316	AMIN011574	LOC109408913
OG0008317	AMIN002146	LOC115261967
OG0008318	AMIN002488	LOC109414189
OG0008319	AMIN005124	LOC109414063
OG0008320	AMIN009045	LOC109414062
OG0008321	AMIN005881	LOC109407329
OG0008322	AMIN006003	LOC109421638
OG0008323	AMIN010043	LOC109405170
OG0008327	AMIN001240	LOC109399404
OG0008328	AMIN002297	LOC109421807
OG0008329	AMIN016255	LOC109421805
OG0008332	AMIN007074	LOC109404638
OG0008333	AMIN007538	LOC109398080, LOC115255804
OG0008335	AMIN011382	LOC109398194
OG0008336	AMIN011376	LOC109398638
OG0008338	AMIN006424	LOC109398295
OG0008340	AMIN002252	LOC109422747
OG0008341	AMIN002246	LOC109431878
OG0008342	AMIN002248	LOC109422753
OG0008343	AMIN008000	LOC109426592
OG0008344	AMIN011352	LOC109426582
OG0008347	AMIN011354	LOC109426580
OG0008348	AMIN011369	LOC109427172
OG0008349	AMIN004665	LOC109406569
OG0008350	AMIN008716	LOC109418792
OG0008352	AMIN008723	LOC109418820
OG0008353	AMIN000277	LOC109415077
OG0008354	AMIN005431	LOC109427511
OG0008355	AMIN002524	LOC109414171
OG0008356	AMIN003865	LOC109400128, LOC109621632
OG0008357	AMIN010286	LOC109423330
OG0008358	AMIN001153	LOC115253617
OG0008359	AMIN001148	LOC109421076
OG0008363	AMIN008818	LOC109408342
OG0008364	AMIN003405	LOC109405483
OG0008365	AMIN009643	LOC115261023
OG0008366	AMIN009648	LOC109430153
OG0008367	AMIN004099	LOC109398865
OG0008368	AMIN003275	LOC115261357
OG0008369	AMIN004098	LOC109414114
OG0008370	AMIN003159	LOC109417347
OG0008371	AMIN005111	LOC109421885
OG0008373	AMIN008992	LOC109621238, LOC134284212
OG0008375	AMIN010972	LOC109403201
OG0008376	AMIN011099	LOC109431741
OG0008377	AMIN004267	LOC115262664
OG0008378	AMIN016237	LOC109415663
OG0008380	AMIN003857	LOC109416385
OG0008381	AMIN004130	LOC115267359
OG0008383	AMIN001731	LOC109409126
OG0008384	AMIN001730	LOC109409128
OG0008385	AMIN015505	LOC109421536
OG0008386	AMIN001729	LOC109421526
OG0008388	AMIN009543	LOC109397534
OG0008389	AMIN002398	LOC109432811
OG0008390	AMIN007255	LOC109420077
OG0008391	AMIN002777	LOC109416622
OG0008394	AMIN001050	LOC109417534, LOC115263026
OG0008396	AMIN000371	LOC109400368
OG0008397	AMIN002737	LOC109408857
OG0008399	AMIN009361	LOC115253452
OG0008400	AMIN008707	LOC109407536
OG0008401	AMIN007312	LOC109422586
OG0008402	AMIN006395	LOC109425150
OG0008403	AMIN006295	LOC109425147
OG0008405	AMIN004738	LOC109417714
OG0008406	AMIN000754	LOC109408290
OG0008407	AMIN000887	LOC109430375
OG0008408	AMIN011560	LOC109411129
OG0008409	AMIN001678	LOC109407255
OG0008410	AMIN003231	LOC134287981
OG0008411	AMIN002982	LOC109417417
OG0008412	AMIN003232	LOC134287979
OG0008413	AMIN004657	LOC109424110
OG0008414	AMIN001548	LOC115254562
OG0008416	AMIN006940	LOC109407679
OG0008417	AMIN006699	LOC109622871
OG0008418	AMIN001888	LOC109411713
OG0008419	AMIN011569	LOC134287325
OG0008420	AMIN006291	LOC109397180
OG0008421	AMIN002876	LOC109432080
OG0008422	AMIN011533	LOC109408223
OG0008423	AMIN000239	LOC109408413, LOC109408414
OG0008425	AMIN002947	LOC109422686
OG0008426	AMIN002951	LOC109401125
OG0008427	AMIN003098	LOC115258266
OG0008428	AMIN003407	LOC109406360
OG0008429	AMIN000127	LOC109416096
OG0008430	AMIN006867	LOC109433512
OG0008431	AMIN004454	LOC109433481
OG0008433	AMIN009265	LOC109401205
OG0008434	AMIN008630	LOC109401317
OG0008435	AMIN008631	LOC109401273
OG0008436	AMIN002348	LOC109427066
OG0008437	AMIN016017	LOC115255347
OG0008438	AMIN009734	LOC109417701
OG0008439	AMIN010911	LOC109622844
OG0008440	AMIN001726	LOC109621841
OG0008441	AMIN002101	LOC109427503
OG0008442	AMIN005182	LOC109427498
OG0008443	AMIN002102	LOC109427502
OG0008444	AMIN003319	LOC109415649
OG0008445	AMIN008848	LOC115267879
OG0008446	AMIN004882	LOC109416672
OG0008447	AMIN000562	LOC115261841
OG0008448	AMIN005794	LOC115255725
OG0008449	AMIN005779	LOC109401932
OG0008450	AMIN005594	LOC109414682
OG0008451	AMIN016281	LOC134284148
OG0008452	AMIN016273	LOC134289724
OG0008453	AMIN000318	LOC109414557
OG0008454	AMIN000453	LOC109426343
OG0008455	AMIN000457	LOC109406105
OG0008456	AMIN000455	LOC115268884
OG0008457	AMIN000466	LOC109407238
OG0008459	AMIN011011	LOC109409759
OG0008460	AMIN016074	LOC109432131
OG0008461	AMIN004830	LOC109401336
OG0008462	AMIN008330	LOC109402340
OG0008463	AMIN010794	LOC115265342
OG0008464	AMIN010796	LOC109409995
OG0008465	AMIN005150	LOC109432989
OG0008466	AMIN001632	LOC109419991
OG0008467	AMIN005180	LOC109402074
OG0008468	AMIN004646	LOC109427331
OG0008469	AMIN008324	LOC109431251
OG0008470	AMIN008317	LOC109420152
OG0008471	AMIN004590	LOC109423237
OG0008472	AMIN003102	LOC109416850
OG0008474	AMIN010228	LOC109622400
OG0008475	AMIN010234	LOC109622582
OG0008477	AMIN010235	LOC109408903
OG0008478	AMIN009678	LOC109433591
OG0008479	AMIN007588	LOC109426840
OG0008481	AMIN002379	LOC109621965
OG0008483	AMIN005933	LOC115255161
OG0008484	AMIN016196	LOC109420740
OG0008485	AMIN008043	LOC109414727
OG0008488	AMIN011070	LOC109408244
OG0008489	AMIN011242	LOC109408169
OG0008490	AMIN003270	LOC109398831
OG0008492	AMIN009570	LOC109428255
OG0008493	AMIN011171	LOC109409697
OG0008494	AMIN009426	LOC115258883
OG0008495	AMIN002812	LOC109411236
OG0008496	AMIN003609	LOC109404499
OG0008497	AMIN003608	LOC109404483
OG0008498	AMIN008649	LOC109413098
OG0008500	AMIN009010	LOC115257693
OG0008501	AMIN008648	LOC115257884
OG0008502	AMIN015983	LOC115257525
OG0008503	AMIN006504	LOC109428993
OG0008504	AMIN006503	LOC109428992
OG0008505	AMIN011394	LOC109430866
OG0008506	AMIN016180	LOC109408437
OG0008507	AMIN003106	LOC109408423
OG0008508	AMIN004631	LOC109408441
OG0008509	AMIN016091	LOC109419378
OG0008510	AMIN004853	LOC109419354
OG0008511	AMIN015493	LOC109419377
OG0008512	AMIN000535	LOC109408442
OG0008513	AMIN003345	LOC109426169
OG0008514	AMIN004991	LOC109418767, LOC109406490
OG0008515	AMIN007898	LOC115270006, LOC115270025
OG0008518	AMIN010717	LOC109417988
OG0008519	AMIN000604	LOC109404973
OG0008520	AMIN006090	LOC134287927
OG0008521	AMIN009839	LOC134287924
OG0008522	AMIN009841	LOC134287918
OG0008523	AMIN011164	LOC109411450
OG0008524	AMIN003181	LOC109405712
OG0008525	AMIN003905	LOC109429157
OG0008526	AMIN003899	LOC109398879
OG0008527	AMIN003900	LOC109429166, LOC109429165
OG0008529	AMIN007320	LOC109417877
OG0008530	AMIN006906	LOC109621465
OG0008531	AMIN008910	LOC109621463
OG0008532	AMIN000305	LOC109399857
OG0008534	AMIN010042	LOC115253635
OG0008535	AMIN010041	LOC109408032
OG0008536	AMIN006344	LOC109433105
OG0008537	AMIN006355	LOC109433066
OG0008538	AMIN006350	LOC109411250
OG0008539	AMIN006347	LOC109433049
OG0008540	AMIN008448	LOC109416702
OG0008542	AMIN005785	LOC115269374
OG0008543	AMIN005783	LOC115269373
OG0008545	AMIN000494	LOC109432457
OG0008546	AMIN000496	LOC109621638
OG0008548	AMIN002428	LOC109428053
OG0008549	AMIN005289	LOC109397735
OG0008550	AMIN008195	LOC109399564
OG0008551	AMIN009222	LOC109399552
OG0008552	AMIN005192	LOC109431502
OG0008554	AMIN008399	LOC109402341
OG0008555	AMIN003982	LOC109413944
OG0008556	AMIN004764	LOC115264094
OG0008557	AMIN014117	LOC109420003
OG0008558	AMIN003078	LOC109405844
OG0008560	AMIN010696	LOC115267506
OG0008561	AMIN010688	LOC109398018
OG0008563	AMIN004906	LOC115259770
OG0008564	AMIN005276	LOC109401872
OG0008566	AMIN011335	LOC109622208
OG0008567	AMIN002420	LOC109418266
OG0008568	AMIN007450	LOC109397789
OG0008569	AMIN002871	LOC109422621
OG0008570	AMIN000118	LOC109412880
OG0008571	AMIN006568	LOC109431049
OG0008572	AMIN006566	LOC109431051
OG0008573	AMIN006573	LOC109407805
OG0008574	AMIN006570	LOC109411563
OG0008575	AMIN005348	LOC109397808
OG0008576	AMIN005244	LOC109422118
OG0008577	AMIN000056	LOC109406738
OG0008578	AMIN001117	LOC115268955
OG0008579	AMIN001118	LOC109411936
OG0008580	AMIN001128	LOC109406739
OG0008581	AMIN010140	LOC109420866
OG0008583	AMIN000123	LOC109412875
OG0008584	AMIN000213	LOC109412868
OG0008585	AMIN007652	LOC109417810
OG0008586	AMIN007655	LOC109426770
OG0008588	AMIN007656	LOC109417813
OG0008591	AMIN004584	LOC115254371
OG0008592	AMIN016213	LOC115254252
OG0008593	AMIN003374	LOC109423116
OG0008594	AMIN003409	LOC109425466
OG0008595	AMIN011455	LOC109430680
OG0008596	AMIN010507	LOC109399247
OG0008598	AMIN011487	LOC134288147
OG0008599	AMIN009661	LOC109433555
OG0008600	AMIN011101	LOC115254099
OG0008601	AMIN001642	LOC109401411
OG0008602	AMIN006370	LOC109401398
OG0008603	AMIN016171	LOC109412312
OG0008604	AMIN016167	LOC109422562
OG0008605	AMIN002265	LOC109412306
OG0008606	AMIN008899	LOC109431998
OG0008608	AMIN007191	LOC109416265
OG0008609	AMIN009511	LOC109405621
OG0008610	AMIN008348	LOC109418572
OG0008611	AMIN006159	LOC115254901
OG0008612	AMIN007161	LOC109416537
OG0008613	AMIN008513	LOC109425771
OG0008614	AMIN008504	LOC109407507
OG0008615	AMIN010553	LOC109423293
OG0008616	AMIN009782	LOC115265635
OG0008617	AMIN009487	LOC109416261
OG0008618	AMIN004419	LOC109431580
OG0008619	AMIN011115	LOC109408691
OG0008621	AMIN011116	LOC109403054
OG0008622	AMIN004946	LOC109416353
OG0008623	AMIN000006	LOC109416357
OG0008624	AMIN000100	LOC109416387, LOC109430030
OG0008625	AMIN008140	LOC109424641
OG0008626	AMIN004754	LOC109430715
OG0008627	AMIN002997	LOC109430733
OG0008628	AMIN004678	LOC115261525
OG0008629	AMIN000902	LOC115264135
OG0008630	AMIN001778	LOC109406512
OG0008631	AMIN010070	LOC109423316
OG0008632	AMIN009410	LOC109398617
OG0008634	AMIN005117	LOC109424608
OG0008635	AMIN007566	LOC109405163
OG0008637	AMIN009273	LOC109413598
OG0008638	AMIN005396	LOC109402650
OG0008639	AMIN000960	LOC109403606
OG0008640	AMIN010575	LOC109409724
OG0008641	AMIN010823	LOC109401330
OG0008642	AMIN010680	LOC109401534
OG0008643	AMIN010658	LOC109425735
OG0008644	AMIN007766	LOC109401545
OG0008645	AMIN009503	LOC109421490
OG0008647	AMIN007617	LOC109399517
OG0008649	AMIN009477	LOC115265602
OG0008650	AMIN006178	LOC109622706
OG0008651	AMIN007519	LOC115268680
OG0008652	AMIN007509	LOC109401290
OG0008653	AMIN000063	LOC109401316
OG0008655	AMIN004025	LOC115263731
OG0008656	AMIN004022	LOC109432126
OG0008657	AMIN000154	LOC109402816
OG0008658	AMIN015786	LOC109401487
OG0008659	AMIN010974	LOC109403237
OG0008660	AMIN014616	LOC109402742
OG0008661	AMIN010973	LOC109403234
OG0008662	AMIN015764	LOC109398676
OG0008664	AMIN003663	LOC109622449
OG0008665	AMIN008090	LOC109403647
OG0008666	AMIN002692	LOC109413056
OG0008669	AMIN004464	LOC115266850
OG0008671	AMIN010239	LOC109419691
OG0008672	AMIN002383	LOC115262712
OG0008673	AMIN001196	LOC109420734
OG0008674	AMIN003580	LOC109421775
OG0008675	AMIN002317	LOC109416013
OG0008676	AMIN000265	LOC115254081
OG0008677	AMIN015639	LOC109621925
OG0008678	AMIN007971	LOC109408683
OG0008680	AMIN003022	LOC115265614
OG0008681	AMIN000988	LOC109417635
OG0008682	AMIN002044	LOC109397818
OG0008683	AMIN003316	LOC109425050
OG0008684	AMIN004885	LOC109412721
OG0008685	AMIN000301	LOC109411862
OG0008687	AMIN003356	LOC109408301
OG0008688	AMIN010734	LOC109415105
OG0008689	AMIN010727	LOC109407039
OG0008690	AMIN010732	LOC109415110
OG0008692	AMIN005296	LOC109431186
OG0008693	AMIN005896	LOC109424226
OG0008694	AMIN002909	LOC109426220
OG0008695	AMIN001323	LOC109412673
