Orthogroup	AaegyptiLVP_AGWG	AgambiaePEST
OG0007530	AAEL024936	AGAP006528
OG0007531	AAEL024953	AGAP003303
OG0007532	AAEL024958	AGAP004108
OG0007533	AAEL024973	AGAP000589
OG0007534	AAEL024980	AGAP004144
OG0007536	AAEL025001	AGAP005778
OG0007537	AAEL025004	AGAP006764
OG0007538	AAEL025006	AGAP009518
OG0007539	AAEL025030	AGAP000309
OG0007541	AAEL025051	AGAP029532
OG0007542	AAEL025053	AGAP009377, AGAP009365
OG0007543	AAEL025065	AGAP006038
OG0007544	AAEL025078	AGAP003183
OG0007545	AAEL025080	AGAP029796
OG0007546	AAEL025091	AGAP012190
OG0007547	AAEL025122	AGAP028194
OG0007548	AAEL025134	AGAP000943
OG0007549	AAEL025150	AGAP029609
OG0007550	AAEL025155	AGAP008817
OG0007551	AAEL025171	AGAP009167
OG0007552	AAEL025190	AGAP003159
OG0007553	AAEL025199	AGAP002830
OG0007554	AAEL025202	AGAP009645
OG0007555	AAEL025216	AGAP008488
OG0007556	AAEL025223	AGAP008324
OG0007557	AAEL025228	AGAP012023
OG0007558	AAEL025229	AGAP009282
OG0007559	AAEL025246	AGAP010875
OG0007560	AAEL025249	AGAP010432
OG0007561	AAEL025258	AGAP006266
OG0007562	AAEL025268	AGAP029616
OG0007563	AAEL025309	AGAP008995
OG0007564	AAEL025321	AGAP004653
OG0007565	AAEL025390	AGAP004888
OG0007566	AAEL025404	AGAP000467
OG0007567	AAEL025416	AGAP008115
OG0007568	AAEL025431	AGAP005226
OG0007569	AAEL025437	AGAP007868
OG0007570	AAEL025455	AGAP005533
OG0007571	AAEL025471	AGAP003269
OG0007572	AAEL025502	AGAP001287
OG0007573	AAEL025509	AGAP004623
OG0007574	AAEL025514	AGAP005471
OG0007575	AAEL025517	AGAP003332
OG0007576	AAEL025520	AGAP029656
OG0007577	AAEL025532	AGAP011620
OG0007578	AAEL025533	AGAP004284
OG0007579	AAEL025569	AGAP003312
OG0007580	AAEL025570	AGAP010160
OG0007581	AAEL025591	AGAP007682
OG0007582	AAEL025597	AGAP028648
OG0007583	AAEL025600	AGAP012369
OG0007584	AAEL025631	AGAP013007
OG0007585	AAEL025635	AGAP001710
OG0007586	AAEL025645	AGAP001337
OG0007587	AAEL025652	AGAP005356
OG0007588	AAEL025656	AGAP000617
OG0007589	AAEL025658	AGAP000249
OG0007590	AAEL025664	AGAP029243
OG0007591	AAEL025694	AGAP004664
OG0007592	AAEL025697	AGAP010876
OG0007593	AAEL025704	AGAP002333
OG0007594	AAEL025717	AGAP003498
OG0007595	AAEL025736	AGAP009775
OG0007596	AAEL026632, AAEL025740	AGAP010178
OG0007597	AAEL025769	AGAP002931
OG0007598	AAEL025801	AGAP007835
OG0007599	AAEL025806	AGAP002367
OG0007600	AAEL025808	AGAP005622
OG0007601	AAEL025822	AGAP005953
OG0007602	AAEL025836	AGAP002775
OG0007603	AAEL025859	AGAP006073
OG0007604	AAEL025882	AGAP012174
OG0007605	AAEL025888	AGAP011119
OG0007606	AAEL025908	AGAP003797
OG0007607	AAEL025915	AGAP006022
OG0007608	AAEL025922	AGAP010080
OG0007609	AAEL028234, AAEL025938	AGAP008661
OG0007610	AAEL025966	AGAP000635
OG0007611	AAEL025969	AGAP000533
OG0007612	AAEL025976	AGAP029190
OG0007613	AAEL025983	AGAP005101
OG0007614	AAEL026010	AGAP001035
OG0007615	AAEL026018	AGAP003311
OG0007616	AAEL026040	AGAP007212
OG0007617	AAEL026043	AGAP000445
OG0007618	AAEL026044	AGAP003091
OG0007619	AAEL026055	AGAP005019
OG0007620	AAEL026069	AGAP005175
OG0007621	AAEL026075	AGAP005617
OG0007622	AAEL026095	AGAP006265
OG0007623	AAEL026104	AGAP007999
OG0007624	AAEL026118	AGAP005585
OG0007625	AAEL026214	AGAP000219
OG0007626	AAEL026218	AGAP013384
OG0007627	AAEL026229	AGAP006083
OG0007628	AAEL026231	AGAP012404
OG0007629	AAEL026233	AGAP013084
OG0007630	AAEL026269	AGAP009315
OG0007631	AAEL026274	AGAP000955
OG0007632	AAEL026276	AGAP004476
OG0007633	AAEL026338	AGAP005995
OG0007634	AAEL026354	AGAP005546
OG0007635	AAEL026357	AGAP005153
OG0007636	AAEL026364	AGAP003887
OG0007637	AAEL026410	AGAP012256
OG0007638	AAEL026439	AGAP005115
OG0007639	AAEL026440	AGAP000011
OG0007640	AAEL026443	AGAP002736
OG0007641	AAEL026470	AGAP008939
OG0007642	AAEL026474	AGAP006932
OG0007643	AAEL026486	AGAP000727
OG0007644	AAEL026487	AGAP007126
OG0007645	AAEL026488	AGAP004553
OG0007646	AAEL026497	AGAP005122
OG0007647	AAEL026545, AAEL026766	AGAP002112
OG0007648	AAEL026560	AGAP000688
OG0007649	AAEL026571	AGAP000737
OG0007650	AAEL026619	AGAP002992
OG0007651	AAEL026633	AGAP009827
OG0007652	AAEL026651	AGAP006805
OG0007653	AAEL026664	AGAP028628
OG0007654	AAEL026700	AGAP007872
OG0007655	AAEL026714	AGAP013292
OG0007656	AAEL026750	AGAP001985
OG0007657	AAEL026791	AGAP006031
OG0007658	AAEL026811	AGAP007010
OG0007659	AAEL026824	AGAP013041
OG0007660	AAEL026826	AGAP002441
OG0007661	AAEL026828	AGAP005727
OG0007662	AAEL026835	AGAP000875
OG0007663	AAEL026837	AGAP003038
OG0007664	AAEL026843	AGAP013079
OG0007665	AAEL026845	AGAP002391
OG0007666	AAEL026852	AGAP009487
OG0007667	AAEL026867	AGAP004213
OG0007668	AAEL026920	AGAP006245
OG0007669	AAEL026922	AGAP000143
OG0007670	AAEL026928	AGAP013001
OG0007671	AAEL026962	AGAP004419
OG0007672	AAEL026966	AGAP012739, AGAP004219
OG0007674	AAEL026991, AAEL027089	AGAP000395
OG0007675	AAEL027007	AGAP008798
OG0007676	AAEL027034	AGAP006104
OG0007677	AAEL027054	AGAP005874
OG0007678	AAEL027061	AGAP005328
OG0007679	AAEL027066	AGAP010687
OG0007680	AAEL027067	AGAP000863
OG0007681	AAEL027069	AGAP000247
OG0007682	AAEL027088	AGAP008153
OG0007683	AAEL027092	AGAP004828
OG0007684	AAEL027096	AGAP011038
OG0007685	AAEL027103	AGAP000121
OG0007686	AAEL027111	AGAP009034
OG0007687	AAEL027134	AGAP012947
OG0007688	AAEL027135	AGAP007307
OG0007689	AAEL027150	AGAP002529
OG0007690	AAEL027175	AGAP005832
OG0007691	AAEL027190	AGAP000544
OG0007692	AAEL027193	AGAP000977
OG0007693	AAEL027204	AGAP009925
OG0007694	AAEL027210	AGAP008080
OG0007695	AAEL027232	AGAP028642
OG0007696	AAEL027238	AGAP012161
OG0007697	AAEL027240	AGAP000062
OG0007698	AAEL027249	AGAP009291
OG0007699	AAEL027261	AGAP004367
OG0007700	AAEL027277	AGAP012365
OG0007701	AAEL027287	AGAP000760
OG0007702	AAEL027307	AGAP011640
OG0007703	AAEL027317	AGAP007280
OG0007704	AAEL027319	AGAP006605
OG0007705	AAEL027322	AGAP011568
OG0007706	AAEL027326	AGAP003112
OG0007707	AAEL027340	AGAP001209
OG0007708	AAEL027342	AGAP011331
OG0007709	AAEL027354	AGAP006394
OG0007710	AAEL027361	AGAP001491
OG0007711	AAEL027380	AGAP008673
OG0007712	AAEL027384	AGAP007573
OG0007713	AAEL027393	AGAP010519
OG0007714	AAEL027398	AGAP002168
OG0007715	AAEL027424	AGAP002051
OG0007716	AAEL027429	AGAP011590
OG0007717	AAEL027436	AGAP009570
OG0007718	AAEL027447	AGAP004799
OG0007719	AAEL027465	AGAP006817
OG0007720	AAEL027472	AGAP006941
OG0007721	AAEL027479	AGAP007125
OG0007722	AAEL027483	AGAP009975
OG0007723	AAEL027494	AGAP006165
OG0007724	AAEL027504	AGAP029760
OG0007725	AAEL027518	AGAP009450
OG0007726	AAEL027520	AGAP000039
OG0007727	AAEL027533	AGAP002002
OG0007728	AAEL027554	AGAP008634
OG0007729	AAEL027594	AGAP003814
OG0007730	AAEL027597	AGAP004112
OG0007731	AAEL027614	AGAP013772
OG0007732	AAEL027658	AGAP007985
OG0007733	AAEL027666	AGAP005070
OG0007734	AAEL027674	AGAP006699
OG0007735	AAEL027688	AGAP010282
OG0007736	AAEL027694	AGAP001979
OG0007737	AAEL027722	AGAP011731
OG0007738	AAEL027731	AGAP012246
OG0007739	AAEL027732	AGAP010597
OG0007740	AAEL027751	AGAP004288
OG0007741	AAEL027771	AGAP001711
OG0007742	AAEL027790	AGAP000893
OG0007743	AAEL027821	AGAP000412
OG0007744	AAEL027868	AGAP010436
OG0007745	AAEL027879	AGAP028496
OG0007746	AAEL027899	AGAP028484
OG0007747	AAEL027907	AGAP006579
OG0007748	AAEL027910	AGAP000886
OG0007749	AAEL027912	AGAP001635
OG0007750	AAEL027938	AGAP002456
OG0007751	AAEL027940	AGAP001118
OG0007752	AAEL027972	AGAP000957
OG0007753	AAEL028013	AGAP000313
OG0007754	AAEL028037	AGAP029905
OG0007755	AAEL028043	AGAP005427
OG0007756	AAEL028048	AGAP011605
OG0007757	AAEL028056	AGAP000090
OG0007758	AAEL028079	AGAP001348
OG0007759	AAEL028104	AGAP013156, AGAP029945
OG0007760	AAEL028107	AGAP007683
OG0007761	AAEL028119	AGAP007545
OG0007762	AAEL028170	AGAP004178
OG0007763	AAEL028185	AGAP007530
OG0007764	AAEL028211	AGAP003645
OG0007765	AAEL028220	AGAP012219
OG0007766	AAEL028236	AGAP000388
OG0007767	AAEL028239	AGAP001747
OG0007768	AAEL029004	AGAP009234
OG0007770	AAEL029016	AGAP001442
OG0007771	AAEL029017	AGAP000975
OG0007772	AAEL029035	AGAP000358
OG0007773	AAEL029068	AGAP029047
OG0007774	AAEL029112	AGAP003396
OG0007838	AAEL000001	AGAP002923
OG0007839	AAEL000005	AGAP002918
OG0007840	AAEL000050	AGAP002742
OG0007841	AAEL000071	AGAP003530
OG0007842	AAEL000084	AGAP003154
OG0007843	AAEL000094	AGAP002744
OG0007844	AAEL000113	AGAP003512
OG0007845	AAEL000124	AGAP006080
OG0007846	AAEL000134	AGAP004080
OG0007847	AAEL000139	AGAP006074
OG0007848	AAEL000147	AGAP002477
OG0007849	AAEL000152	AGAP006071
OG0007850	AAEL000164	AGAP001098
OG0007851	AAEL000174	AGAP011708
OG0007852	AAEL000178	AGAP010488
OG0007853	AAEL000182	AGAP004710
OG0007854	AAEL000187	AGAP029507
OG0007855	AAEL000191	AGAP028621
OG0007856	AAEL000227	AGAP004845
OG0007857	AAEL000234	AGAP004847
OG0007858	AAEL000256	AGAP004846
OG0007859	AAEL000257	AGAP005683
OG0007860	AAEL000260	AGAP010348, AGAP012593
OG0007861	AAEL000268	AGAP011121
OG0007862	AAEL000276	AGAP012134
OG0007863	AAEL000285	AGAP010349
OG0007864	AAEL000288	AGAP005674
OG0007865	AAEL000290	AGAP010352
OG0007866	AAEL000297	AGAP012136
OG0007867	AAEL000304	AGAP008014
OG0007868	AAEL000330	AGAP006575
OG0007869	AAEL000334	AGAP009232
OG0007870	AAEL000335	AGAP008015
OG0007871	AAEL000348	AGAP002604
OG0007872	AAEL000354	AGAP009225
OG0007873	AAEL000382	AGAP028114
OG0007874	AAEL000385	AGAP012503, AGAP011041
OG0007875	AAEL000394	AGAP011035
OG0007876	AAEL000401	AGAP002098
OG0007877	AAEL000406	AGAP011037
OG0007878	AAEL000407	AGAP002087
OG0007879	AAEL000410	AGAP003553
OG0007880	AAEL000441	AGAP002724
OG0007881	AAEL000467	AGAP002713
OG0007882	AAEL000471	AGAP003205
OG0007883	AAEL000476	AGAP003225
OG0007884	AAEL000504	AGAP028523
OG0007885	AAEL000512	AGAP003226
OG0007886	AAEL000541	AGAP010821
OG0007887	AAEL000562	AGAP010460
OG0007888	AAEL000564	AGAP001604
OG0007889	AAEL000568	AGAP005559
OG0007890	AAEL000572	AGAP001763
OG0007891	AAEL000652	AGAP012409
OG0007892	AAEL000656	AGAP012389
OG0007893	AAEL000663	AGAP012392
OG0007894	AAEL000685	AGAP007914
OG0007895	AAEL000697	AGAP007936
OG0007896	AAEL000699	AGAP007875
OG0007897	AAEL000744	AGAP007339
OG0007898	AAEL000751	AGAP007338
OG0007899	AAEL000786	AGAP010548
OG0007900	AAEL000829	AGAP010401
OG0007901	AAEL000844	AGAP010397
OG0007902	AAEL000847	AGAP003919
OG0007903	AAEL000855	AGAP010784
OG0007904	AAEL000869	AGAP010926
OG0007905	AAEL000871	AGAP010785
OG0007906	AAEL000903	AGAP029323
OG0007907	AAEL000923	AGAP010789
OG0007908	AAEL000947, AAEL026893	AGAP028143
OG0007909	AAEL000952, AAEL022371	AGAP010574
OG0007910	AAEL000970	AGAP011583
OG0007911	AAEL000983	AGAP004283
OG0007912	AAEL000985	AGAP005801
OG0007913	AAEL001031	AGAP003977
OG0007914	AAEL001062	AGAP004170
OG0007915	AAEL001068	AGAP004162
OG0007916	AAEL001074	AGAP004166
OG0007917	AAEL001088	AGAP002671
OG0007918	AAEL001090	AGAP004163
OG0007919	AAEL001094	AGAP000941
OG0007920	AAEL001106	AGAP005177
OG0007921	AAEL001116	AGAP012239
OG0007923	AAEL001132	AGAP002491
OG0007924	AAEL001156	AGAP008338
OG0007925	AAEL001159	AGAP009842
OG0007926	AAEL001173	AGAP009617
OG0007927	AAEL001175	AGAP008651
OG0007928	AAEL001178	AGAP008649
OG0007929	AAEL001185	AGAP009177
OG0007930	AAEL001187	AGAP012645
OG0007931	AAEL001201	AGAP009071
OG0007932	AAEL001210	AGAP009072
OG0007933	AAEL001233	AGAP009006
OG0007934	AAEL001235	AGAP009695
OG0007935	AAEL001236	AGAP000093
OG0007936	AAEL001243	AGAP009699
OG0007937	AAEL001260	AGAP005604
OG0007938	AAEL001270	AGAP005120
OG0007939	AAEL001324	AGAP001290
OG0007940	AAEL001326	AGAP007326
OG0007941	AAEL001334	AGAP013277
OG0007942	AAEL001345	AGAP001301
OG0007943	AAEL001355	AGAP007317
OG0007944	AAEL001361	AGAP006990
OG0007945	AAEL001363	AGAP005136
OG0007946	AAEL001371	AGAP007242
OG0007947	AAEL001382	AGAP007246
OG0007948	AAEL001391	AGAP005887
OG0007949	AAEL001405	AGAP007522
OG0007950	AAEL001412	AGAP007397
OG0007951	AAEL023310, AAEL001434	AGAP007525
OG0007952	AAEL001447	AGAP000456
OG0007953	AAEL001452	AGAP006170
OG0007954	AAEL001476	AGAP029467
OG0007955	AAEL001479	AGAP008884
OG0007956	AAEL001485	AGAP000274
OG0007957	AAEL001524	AGAP011565
OG0007958	AAEL001532	AGAP011563
OG0007959	AAEL001544	AGAP007614
OG0007960	AAEL001562	AGAP007595
OG0007961	AAEL001580	AGAP007603
OG0007962	AAEL001594	AGAP012007
OG0007963	AAEL001612	AGAP002836
OG0007964	AAEL001616	AGAP012684
OG0007965	AAEL001626	AGAP011178
OG0007966	AAEL001627	AGAP007889
OG0007967	AAEL001645	AGAP008729
OG0007968	AAEL001657	AGAP007825
OG0007969	AAEL001667	AGAP008731
OG0007970	AAEL001694, AAEL001686	AGAP005315
OG0007971	AAEL001708	AGAP008253
OG0007972	AAEL001719	AGAP008239
OG0007973	AAEL001754	AGAP005776
OG0007974	AAEL001775	AGAP005049
OG0007975	AAEL001778	AGAP007068
OG0007976	AAEL001779	AGAP005775
OG0007977	AAEL001817	AGAP008399
OG0007978	AAEL001830	AGAP008406
OG0007979	AAEL001833	AGAP008704
OG0007980	AAEL001837	AGAP007991
OG0007981	AAEL001846	AGAP029691
OG0007982	AAEL001871	AGAP010213
OG0007983	AAEL001894	AGAP009138
OG0007984	AAEL001903	AGAP028000
OG0007985	AAEL001905	AGAP009155
OG0007986	AAEL001918	AGAP011517
OG0007987	AAEL001922	AGAP005363
OG0007988	AAEL001929	AGAP007177
OG0007989	AAEL001938	AGAP011518
OG0007990	AAEL001943	AGAP006953
OG0007992	AAEL001959	AGAP008036
OG0007993	AAEL001963	AGAP008059
OG0007994	AAEL001997	AGAP009179
OG0007995	AAEL002002	AGAP008043
OG0007996	AAEL002012	AGAP008050
OG0007997	AAEL002056	AGAP005651
OG0007998	AAEL002094	AGAP003145
OG0007999	AAEL002098	AGAP002805
OG0008000	AAEL002108	AGAP002808
OG0008001	AAEL002117	AGAP013134
OG0008002	AAEL002119	AGAP002812
OG0008003	AAEL002129	AGAP003143
OG0008004	AAEL002131	AGAP002819
OG0008005	AAEL002140	AGAP004370
OG0008006	AAEL002153	AGAP000286
OG0008007	AAEL002155	AGAP000671
OG0008008	AAEL002161	AGAP000624
OG0008009	AAEL002183	AGAP008491
OG0008010	AAEL002195	AGAP008469
OG0008011	AAEL002219	AGAP008493
OG0008012	AAEL002225	AGAP006964
OG0008013	AAEL002234	AGAP008471
OG0008014	AAEL002235	AGAP008473
OG0008015	AAEL002249	AGAP006438
OG0008016	AAEL002254	AGAP029132
OG0008017	AAEL002263	AGAP006442
OG0008018	AAEL002303	AGAP010729
OG0008019	AAEL002304	AGAP010935
OG0008020	AAEL002309	AGAP011824
OG0008021	AAEL002311	AGAP028538
OG0008022	AAEL002321	AGAP000063
OG0008023	AAEL002348	AGAP000057
OG0008024	AAEL002354	AGAP000051
OG0008025	AAEL002361	AGAP007144
OG0008026	AAEL002374	AGAP009667
OG0008027	AAEL002402	AGAP009666
OG0008028	AAEL002418	AGAP002470
OG0008030	AAEL002485	AGAP002309
OG0008031	AAEL002520	AGAP000790
OG0008033	AAEL002550	AGAP001639
OG0008034	AAEL002551	AGAP004078
OG0008035	AAEL002556	AGAP004545
OG0008036	AAEL002572	AGAP001622
OG0008037	AAEL002579	AGAP010465
OG0008038	AAEL002593	AGAP011780
OG0008039	AAEL002626	AGAP012319
OG0008040	AAEL002627	AGAP010466
OG0008041	AAEL002636	AGAP008746
OG0008043	AAEL002654	AGAP008752
OG0008044	AAEL002656	AGAP008782
OG0008045	AAEL002657	AGAP008779
OG0008046	AAEL002674	AGAP004221
OG0008047	AAEL002699	AGAP007693
OG0008048	AAEL002716	AGAP002228
OG0008049	AAEL002726	AGAP028120
OG0008051	AAEL002753	AGAP005659
OG0008052	AAEL002777	AGAP002609
OG0008053	AAEL002779	AGAP002608
OG0008054	AAEL002786	AGAP004411
OG0008055	AAEL002788	AGAP002607
OG0008056	AAEL002803	AGAP002398
OG0008057	AAEL002816	AGAP003942
OG0008058	AAEL002820	AGAP029452
OG0008059	AAEL002836	AGAP011401
OG0008060	AAEL002844	AGAP012101
OG0008061	AAEL002847	AGAP011398
OG0008062	AAEL002866	AGAP001677
OG0008063	AAEL002893	AGAP013279
OG0008064	AAEL002898	AGAP000439
OG0008065	AAEL002900	AGAP000911
OG0008066	AAEL002912	AGAP000444
OG0008067	AAEL002986	AGAP003369
OG0008068	AAEL003005	AGAP013434
OG0008069	AAEL003034	AGAP000648
OG0008070	AAEL003039	AGAP005375
OG0008071	AAEL003043	AGAP000233
OG0008072	AAEL003058	AGAP005754
OG0008073	AAEL003065	AGAP005735
OG0008074	AAEL003097	AGAP007133
OG0008075	AAEL003107	AGAP004334
OG0008076	AAEL003111	AGAP011229
OG0008077	AAEL003112	AGAP006261
OG0008078	AAEL003127	AGAP012029
OG0008079	AAEL003137	AGAP029659
OG0008080	AAEL003213	AGAP005282
OG0008081	AAEL003217	AGAP008526
OG0008082	AAEL003221	AGAP009870
OG0008083	AAEL003255	AGAP028422
OG0008084	AAEL003271	AGAP005271
OG0008085	AAEL003284	AGAP011415
OG0008086	AAEL003291	AGAP010385
OG0008087	AAEL003295	AGAP010381
OG0008088	AAEL003302	AGAP011310
OG0008089	AAEL003316	AGAP010384
OG0008090	AAEL003345	AGAP008141
OG0008091	AAEL003352	AGAP008163
OG0008092	AAEL003361	AGAP001949
OG0008093	AAEL003426	AGAP011426
OG0008094	AAEL003435	AGAP011753
OG0008095	AAEL003462	AGAP007302
OG0008096	AAEL003464	AGAP012207
OG0008097	AAEL003490	AGAP001614
OG0008098	AAEL003501	AGAP001620
OG0008099	AAEL003548	AGAP010389
OG0008100	AAEL003549	AGAP011721
OG0008101	AAEL003560	AGAP005878
OG0008102	AAEL003569	AGAP003848
OG0008103	AAEL003576	AGAP004452
OG0008104	AAEL003597	AGAP000340
OG0008105	AAEL003624	AGAP010863
OG0008106	AAEL003645	AGAP003051
OG0008107	AAEL003680	AGAP009902
OG0008108	AAEL003681	AGAP029875
OG0008109	AAEL003714	AGAP006704
OG0008110	AAEL003758	AGAP004487
OG0008111	AAEL003766	AGAP012974
OG0008112	AAEL003768	AGAP004361
OG0008113	AAEL003779	AGAP004302
OG0008114	AAEL003789	AGAP000271
OG0008115	AAEL003791	AGAP000261
OG0008116	AAEL003886	AGAP001822
OG0008117	AAEL003889	AGAP004455
OG0008118	AAEL003894	AGAP004456
OG0008119	AAEL003899	AGAP004457
OG0008120	AAEL003905	AGAP001684
OG0008121	AAEL003907	AGAP001681
OG0008122	AAEL003912	AGAP002385
OG0008123	AAEL003917	AGAP001682
OG0008124	AAEL003921	AGAP002389
OG0008125	AAEL003924	AGAP002619
OG0008126	AAEL003942	AGAP003538
OG0008127	AAEL003944	AGAP004441
OG0008128	AAEL003950	AGAP010699
OG0008129	AAEL003955	AGAP010697
OG0008130	AAEL003970	AGAP029720
OG0008131	AAEL003978	AGAP005390
OG0008132	AAEL004000	AGAP011187
OG0008133	AAEL004006	AGAP002974
OG0008134	AAEL004022	AGAP013509
OG0008135	AAEL004026	AGAP002433
OG0008136	AAEL004039	AGAP002967
OG0008137	AAEL004040	AGAP003779
OG0008138	AAEL004053	AGAP008619
OG0008139	AAEL004054	AGAP001076
OG0008140	AAEL004055	AGAP010685
OG0008141	AAEL004063	AGAP002221
OG0008142	AAEL004073	AGAP006661
OG0008143	AAEL004076	AGAP009012
OG0008144	AAEL004105	AGAP012257
OG0008145	AAEL004107	AGAP005123
OG0008146	AAEL004113	AGAP011056
OG0008147	AAEL004132	AGAP002258
OG0008148	AAEL004141	AGAP001957
OG0008149	AAEL004146	AGAP001958
OG0008150	AAEL004161	AGAP004885
OG0008151	AAEL004168	AGAP006251
OG0008152	AAEL004176	AGAP004886
OG0008153	AAEL004179	AGAP000107
OG0008154	AAEL004183	AGAP004933
OG0008155	AAEL004199	AGAP004893
OG0008156	AAEL004200	AGAP002580
OG0008157	AAEL004209	AGAP029644
OG0008158	AAEL004249	AGAP007249
OG0008159	AAEL004252	AGAP007241
OG0008160	AAEL004293	AGAP029421
OG0008161	AAEL004325	AGAP009031
OG0008162	AAEL004326	AGAP001259
OG0008163	AAEL004352	AGAP013118
OG0008164	AAEL004356	AGAP013357
OG0008165	AAEL004361	AGAP003993
OG0008166	AAEL004396	AGAP013324
OG0008167	AAEL004407	AGAP010550
OG0008168	AAEL004409	AGAP010543
OG0008169	AAEL004423	AGAP011131
OG0008170	AAEL004439	AGAP011132
OG0008171	AAEL004460	AGAP029687
OG0008172	AAEL004479	AGAP013029
OG0008173	AAEL004488	AGAP009426
OG0008174	AAEL004511	AGAP009614
OG0008175	AAEL004551	AGAP002059
OG0008176	AAEL004558	AGAP001406
OG0008177	AAEL004561	AGAP004495
OG0008178	AAEL004570	AGAP001400
OG0008179	AAEL004571	AGAP005215
OG0008180	AAEL004589	AGAP006508
OG0008181	AAEL004591	AGAP006514
OG0008182	AAEL004607	AGAP001737
OG0008183	AAEL004620	AGAP003437
OG0008184	AAEL004625	AGAP004295
OG0008185	AAEL004630	AGAP004374
OG0008186	AAEL004643	AGAP001738
OG0008187	AAEL004648	AGAP001741
OG0008188	AAEL004659	AGAP029156
OG0008189	AAEL004662	AGAP005379
OG0008190	AAEL004680	AGAP004237
OG0008192	AAEL004793	AGAP000848
OG0008193	AAEL004837	AGAP006606
OG0008194	AAEL004843	AGAP005857
OG0008195	AAEL004844	AGAP006774
OG0008196	AAEL004846	AGAP005858
OG0008197	AAEL004854	AGAP006681
OG0008198	AAEL004857	AGAP006596
OG0008199	AAEL004863	AGAP004549
OG0008200	AAEL004865	AGAP001730
OG0008201	AAEL004866	AGAP001729
OG0008202	AAEL004876	AGAP004554
OG0008203	AAEL004879	AGAP004550
OG0008204	AAEL004885	AGAP004552
OG0008205	AAEL004899	AGAP006899
OG0008206	AAEL004905	AGAP005394
OG0008207	AAEL004919	AGAP010205
OG0008208	AAEL004951	AGAP010887
OG0008209	AAEL004960	AGAP012017
OG0008210	AAEL004976	AGAP009682
OG0008211	AAEL004983	AGAP009992
OG0008212	AAEL004986	AGAP008181
OG0008213	AAEL005013	AGAP008438, AGAP012637
OG0008214	AAEL005032	AGAP008432
OG0008215	AAEL005034	AGAP008434
OG0008216	AAEL005041	AGAP007244
OG0008217	AAEL005048	AGAP004153
OG0008218	AAEL005060	AGAP004149
OG0008219	AAEL005061	AGAP004147
OG0008220	AAEL005086	AGAP004150
OG0008221	AAEL005138	AGAP010334
OG0008222	AAEL005141, AAEL022857	AGAP011346
OG0008223	AAEL005152	AGAP010332
OG0008224	AAEL005163	AGAP002330
OG0008225	AAEL005171	AGAP007625
OG0008226	AAEL005179	AGAP005838
OG0008227	AAEL005185	AGAP007632
OG0008228	AAEL005186	AGAP007628
OG0008229	AAEL005191	AGAP005851
OG0008230	AAEL005197	AGAP007634
OG0008231	AAEL005202	AGAP007637
OG0008232	AAEL005207	AGAP009791
OG0008233	AAEL005214	AGAP003793
OG0008234	AAEL005218	AGAP003809
OG0008235	AAEL005220	AGAP003816
OG0008236	AAEL005229	AGAP003815
OG0008237	AAEL005237	AGAP003810
OG0008238	AAEL005238	AGAP004443
OG0008239	AAEL005239	AGAP003798
OG0008240	AAEL005242	AGAP003681
OG0008241	AAEL005243	AGAP002342
OG0008242	AAEL005263	AGAP006372
OG0008243	AAEL005316	AGAP007564
OG0008244	AAEL005336	AGAP008849
OG0008245	AAEL005342	AGAP003371
OG0008246	AAEL005345	AGAP029412
OG0008247	AAEL005353	AGAP003357
OG0008248	AAEL005363	AGAP009562
OG0008249	AAEL005364	AGAP003359
OG0008250	AAEL005379	AGAP029403
OG0008251	AAEL005391	AGAP009569
OG0008252	AAEL005471	AGAP029139
OG0008253	AAEL005484	AGAP001110
OG0008254	AAEL005500	AGAP002175
OG0008255	AAEL005548	AGAP008886
OG0008256	AAEL005580	AGAP010629
OG0008257	AAEL005593	AGAP010640
OG0008258	AAEL005595	AGAP013332
OG0008259	AAEL005600	AGAP001253
OG0008260	AAEL005612	AGAP001239
OG0008261	AAEL005615	AGAP000724
OG0008262	AAEL005616	AGAP001244
OG0008263	AAEL005617	AGAP001257
OG0008265	AAEL005648	AGAP009263
OG0008266	AAEL005651	AGAP009264
OG0008267	AAEL005674	AGAP006908
OG0008268	AAEL005677	AGAP008134
OG0008269	AAEL005729	AGAP010146
OG0008270	AAEL005735	AGAP008600
OG0008271	AAEL005779	AGAP002559
OG0008272	AAEL005789	AGAP000183
OG0008273	AAEL005817	AGAP002468
OG0008274	AAEL005834	AGAP000667
OG0008275	AAEL005849	AGAP010892
OG0008276	AAEL005903	AGAP002783
OG0008277	AAEL005914	AGAP003533
OG0008278	AAEL005924	AGAP004183, AGAP004184
OG0008279	AAEL005944	AGAP002893
OG0008280	AAEL005957	AGAP011512
OG0008281	AAEL005958	AGAP008097
OG0008283	AAEL005967	AGAP008095
OG0008284	AAEL005969	AGAP011511
OG0008285	AAEL005979	AGAP005725
OG0008287	AAEL005992	AGAP013468
OG0008288	AAEL006004	AGAP009521
OG0008289	AAEL006017	AGAP028500
OG0008290	AAEL006020	AGAP002036
OG0008291	AAEL006032	AGAP010345
OG0008292	AAEL006033	AGAP002037
OG0008293	AAEL006042	AGAP002033
OG0008294	AAEL006053	AGAP013039
OG0008295	AAEL006054	AGAP001987
OG0008296	AAEL006070	AGAP001420
OG0008298	AAEL006093	AGAP011370
OG0008299	AAEL006131	AGAP001708
