Orthogroup	AaegyptiLVP_AGWG	LlongipalpisASM
OG0007616	AAEL026040	LOC129793737
OG0007617	AAEL026043	LOC129788727
OG0007618	AAEL026044	LOC129786234
OG0007619	AAEL026055	LOC129794206
OG0007620	AAEL026069	LOC129787497
OG0007621	AAEL026075	LOC129793302
OG0007622	AAEL026095	LOC129791704
OG0007623	AAEL026104	LOC129788945
OG0007624	AAEL026118	LOC129791978
OG0007625	AAEL026214	LOC129790598
OG0007626	AAEL026218	LOC129787077
OG0007627	AAEL026229	LOC129793475
OG0007628	AAEL026231	LOC129794626
OG0007630	AAEL026269	LOC129790072
OG0007631	AAEL026274	LOC129792579
OG0007632	AAEL026276	LOC129797153
OG0007633	AAEL026338	LOC129794279
OG0007634	AAEL026354	LOC129792483
OG0007635	AAEL026357	LOC129792246
OG0007636	AAEL026364	LOC129797866
OG0007637	AAEL026410	LOC129796586
OG0007638	AAEL026439	LOC129791819
OG0007639	AAEL026440	LOC129790271
OG0007640	AAEL026443	LOC129793169
OG0007641	AAEL026470	LOC129789302
OG0007642	AAEL026474	LOC129792480
OG0007643	AAEL026486	LOC129788933
OG0007644	AAEL026487	LOC129791572
OG0007645	AAEL026488	LOC129786540
OG0007646	AAEL026497	LOC129791774
OG0007648	AAEL026560	LOC129790908
OG0007649	AAEL026571	LOC129788734
OG0007650	AAEL026619	LOC129797247
OG0007651	AAEL026633	LOC129788385
OG0007652	AAEL026651	LOC129793382
OG0007653	AAEL026664	LOC129794729
OG0007654	AAEL026700	LOC129794157
OG0007655	AAEL026714	LOC129787748
OG0007656	AAEL026750	LOC129788718
OG0007657	AAEL026791	LOC129786030
OG0007658	AAEL026811	LOC129792796
OG0007660	AAEL026826	LOC129797469
OG0007661	AAEL026828	LOC129794277
OG0007663	AAEL026837	LOC129796935
OG0007664	AAEL026843	LOC129797212
OG0007665	AAEL026845	LOC129786013
OG0007666	AAEL026852	LOC129790659
OG0007668	AAEL026920	LOC129792819
OG0007669	AAEL026922	LOC129786418
OG0007670	AAEL026928	LOC129787882
OG0007671	AAEL026962	LOC129791867
OG0007672	AAEL026966	LOC129794569
OG0007673	AAEL026977	LOC129795679
OG0007674	AAEL026991, AAEL027089	LOC129794074
OG0007675	AAEL027007	LOC129789485
OG0007676	AAEL027034	LOC129789100
OG0007677	AAEL027054	LOC129792930
OG0007678	AAEL027061	LOC129792494
OG0007679	AAEL027066	LOC129787121
OG0007680	AAEL027067	LOC129790465
OG0007681	AAEL027069	LOC129791234
OG0007682	AAEL027088	LOC129789399
OG0007683	AAEL027092	LOC129793501
OG0007684	AAEL027096	LOC129795303
OG0007685	AAEL027103	LOC129787892
OG0007686	AAEL027111	LOC129785831
OG0007688	AAEL027135	LOC129791567
OG0007689	AAEL027150	LOC129786400
OG0007690	AAEL027175	LOC129793130
OG0007691	AAEL027190	LOC129788759
OG0007692	AAEL027193	LOC129787891
OG0007693	AAEL027204	LOC129790046
OG0007694	AAEL027210	LOC129794244
OG0007695	AAEL027232	LOC129791842
OG0007696	AAEL027238	LOC129795455
OG0007697	AAEL027240	LOC129793795
OG0007698	AAEL027249	LOC129788732
OG0007699	AAEL027261	LOC129797426
OG0007700	AAEL027277	LOC129796701
OG0007701	AAEL027287	LOC129786989
OG0007702	AAEL027307	LOC129795285
OG0007703	AAEL027317	LOC129794286
OG0007704	AAEL027319	LOC129794341
OG0007705	AAEL027322	LOC129789353
OG0007706	AAEL027326	LOC129797785
OG0007707	AAEL027340	LOC129786402
OG0007708	AAEL027342	LOC129796525
OG0007709	AAEL027354	LOC129785849
OG0007710	AAEL027361	LOC129786514
OG0007711	AAEL027380	LOC129789660
OG0007712	AAEL027384	LOC129787006
OG0007713	AAEL027393	LOC129796354
OG0007714	AAEL027398	LOC129791286
OG0007715	AAEL027424	LOC129787079
OG0007716	AAEL027429	LOC129792570
OG0007717	AAEL027436	LOC129786613
OG0007719	AAEL027465	LOC129793952
OG0007720	AAEL027472	LOC129793363
OG0007721	AAEL027479	LOC129791595
OG0007722	AAEL027483	LOC129788950
OG0007723	AAEL027494	LOC129792553
OG0007724	AAEL027504	LOC129795449
OG0007725	AAEL027518	LOC129790129
OG0007726	AAEL027520	LOC129790619
OG0007727	AAEL027533	LOC129788428
OG0007728	AAEL027554	LOC129788070
OG0007729	AAEL027594	LOC129797721
OG0007730	AAEL027597	LOC129787526
OG0007731	AAEL027614	LOC129791326
OG0007732	AAEL027658	LOC129790729
OG0007733	AAEL027666	LOC129792629
OG0007734	AAEL027674	LOC129793269
OG0007735	AAEL027688	LOC129789592
OG0007736	AAEL027694	LOC129797424
OG0007737	AAEL027722	LOC129795463
OG0007738	AAEL027731	LOC129786081
OG0007739	AAEL027732	LOC129796044
OG0007740	AAEL027751	LOC129787032
OG0007741	AAEL027771	LOC129797736
OG0007742	AAEL027790	LOC129790092
OG0007743	AAEL027821	LOC129790706
OG0007744	AAEL027868	LOC129795459
OG0007745	AAEL027879	LOC129794683
OG0007748	AAEL027910	LOC129786479
OG0007750	AAEL027938	LOC129787521
OG0007751	AAEL027940	LOC129796778
OG0007752	AAEL027972	LOC129792718
OG0007753	AAEL028013	LOC129790704
OG0007754	AAEL028037	LOC129793448
OG0007755	AAEL028043	LOC129790502
OG0007757	AAEL028056	LOC129789829
OG0007758	AAEL028079	LOC129786891
OG0007760	AAEL028107	LOC129792375
OG0007761	AAEL028119	LOC129794060
OG0007762	AAEL028170	LOC129796351
OG0007763	AAEL028185	LOC129792371
OG0007764	AAEL028211	LOC129786215
OG0007765	AAEL028220	LOC129795447
OG0007766	AAEL028236	LOC129789661
OG0007767	AAEL028239	LOC129786621
OG0007768	AAEL029004	LOC129788438
OG0007770	AAEL029016	LOC129787614
OG0007771	AAEL029017	LOC129789143
OG0007772	AAEL029035	LOC129788677
OG0007773	AAEL029068	LOC129791455
OG0007774	AAEL029112	LOC129791438
OG0007838	AAEL000001	LOC129787581
OG0007839	AAEL000005	LOC129797335
OG0007840	AAEL000050	LOC129797750
OG0007842	AAEL000084	LOC129787916
OG0007843	AAEL000094	LOC129796800
OG0007846	AAEL000134	LOC129788876
OG0007848	AAEL000147	LOC129786394
OG0007849	AAEL000152	LOC129796504
OG0007852	AAEL000178	LOC129786373
OG0007853	AAEL000182	LOC129795324
OG0007855	AAEL000191	LOC129786789
OG0007856	AAEL000227	LOC129792478
OG0007857	AAEL000234	LOC129787007, LOC129787013
OG0007858	AAEL000256	LOC129792479
OG0007860	AAEL000260	LOC129796634
OG0007862	AAEL000276	LOC129797099
OG0007863	AAEL000285	LOC129795864
OG0007864	AAEL000288	LOC129792178
OG0007866	AAEL000297	LOC129795725
OG0007867	AAEL000304	LOC129789919
OG0007868	AAEL000330	LOC129793144
OG0007875	AAEL000394	LOC129795084
OG0007877	AAEL000406	LOC129795301
OG0007878	AAEL000407	LOC129796900
OG0007879	AAEL000410	LOC129795703
OG0007881	AAEL000467	LOC129795179
OG0007882	AAEL000471	LOC129796339
OG0007884	AAEL000504	LOC129795460
OG0007887	AAEL000562	LOC129795721
OG0007888	AAEL000564	LOC129785951
OG0007889	AAEL000568	LOC129792222
OG0007890	AAEL000572	LOC129796301
OG0007891	AAEL000652	LOC129794805
OG0007892	AAEL000656	LOC129793883
OG0007893	AAEL000663	LOC129795200
OG0007894	AAEL000685	LOC129790670
OG0007895	AAEL000697	LOC129789973
OG0007896	AAEL000699	LOC129789401
OG0007897	AAEL000744	LOC129797771
OG0007901	AAEL000844	LOC129796222
OG0007902	AAEL000847	LOC129796255
OG0007903	AAEL000855	LOC129794576
OG0007904	AAEL000869	LOC129794587
OG0007906	AAEL000903	LOC129788035
OG0007907	AAEL000923	LOC129787688
OG0007908	AAEL000947, AAEL026893	LOC129796884
OG0007909	AAEL000952, AAEL022371	LOC129792957
OG0007910	AAEL000970	LOC129796700
OG0007911	AAEL000983	LOC129787854
OG0007914	AAEL001062	LOC129796572
OG0007915	AAEL001068	LOC129787796
OG0007916	AAEL001074	LOC129793637
OG0007917	AAEL001088	LOC129791902
OG0007918	AAEL001090	LOC129787804
OG0007919	AAEL001094	LOC129791775
OG0007920	AAEL001106	LOC129790346
OG0007922	AAEL001124	LOC129795858
OG0007923	AAEL001132	LOC129797704
OG0007924	AAEL001156	LOC129786012
OG0007925	AAEL001159	LOC129790353
OG0007926	AAEL001173	LOC129795551
OG0007930	AAEL001187	LOC129794633
OG0007931	AAEL001201	LOC129790069
OG0007932	AAEL001210	LOC129787057
OG0007934	AAEL001235	LOC129788447
OG0007935	AAEL001236	LOC129790972
OG0007936	AAEL001243	LOC129788410
OG0007937	AAEL001260	LOC129795417
OG0007938	AAEL001270	LOC129791773
OG0007939	AAEL001324	LOC129794140
OG0007941	AAEL001334	LOC129794851
OG0007942	AAEL001345	LOC129786119
OG0007944	AAEL001361	LOC129793339
OG0007945	AAEL001363	LOC129793301
OG0007946	AAEL001371	LOC129792182
OG0007947	AAEL001382	LOC129791641
OG0007949	AAEL001405	LOC129793240
OG0007950	AAEL001412	LOC129786959
OG0007952	AAEL001447	LOC129790056
OG0007954	AAEL001476	LOC129788537
OG0007955	AAEL001479	LOC129788420
OG0007957	AAEL001524	LOC129791969
OG0007958	AAEL001532	LOC129795108
OG0007959	AAEL001544	LOC129793947
OG0007960	AAEL001562	LOC129794089
OG0007961	AAEL001580	LOC129792503
OG0007963	AAEL001612	LOC129787498
OG0007964	AAEL001616	LOC129790174
OG0007965	AAEL001626	LOC129793905
OG0007966	AAEL001627	LOC129787574
OG0007968	AAEL001657	LOC129793606
OG0007971	AAEL001708	LOC129789162
OG0007973	AAEL001754	LOC129791697
OG0007974	AAEL001775	LOC129790805
OG0007975	AAEL001778	LOC129793733
OG0007976	AAEL001779	LOC129791687
OG0007977	AAEL001817	LOC129790451
OG0007978	AAEL001830	LOC129790463
OG0007980	AAEL001837	LOC129791362
OG0007982	AAEL001871	LOC129788454
OG0007983	AAEL001894	LOC129791420
OG0007985	AAEL001905	LOC129789182
OG0007986	AAEL001918	LOC129794640
OG0007987	AAEL001922	LOC129789102
OG0007988	AAEL001929	LOC129792876
OG0007990	AAEL001943	LOC129792985
OG0007992	AAEL001959	LOC129788842
OG0007995	AAEL002002	LOC129788891
OG0007997	AAEL002056	LOC129792657
OG0007998	AAEL002094	LOC129797344
OG0007999	AAEL002098	LOC129796054
OG0008000	AAEL002108	LOC129794787
OG0008002	AAEL002119	LOC129797062
OG0008003	AAEL002129	LOC129790723
OG0008004	AAEL002131	LOC129797315
OG0008005	AAEL002140	LOC129797787
OG0008007	AAEL002155	LOC129787643
OG0008009	AAEL002183	LOC129794792
OG0008011	AAEL002219	LOC129789446
OG0008012	AAEL002225	LOC129790387
OG0008015	AAEL002249	LOC129791590
OG0008018	AAEL002303	LOC129796405
OG0008019	AAEL002304	LOC129797376
OG0008020	AAEL002309	LOC129787803
OG0008021	AAEL002311	LOC129797357
OG0008023	AAEL002348	LOC129793920
OG0008024	AAEL002354	LOC129787950
OG0008025	AAEL002361	LOC129794142
OG0008026	AAEL002374	LOC129797159
OG0008028	AAEL002418	LOC129788044
OG0008031	AAEL002520	LOC129790938
OG0008032	AAEL002526	LOC129786188
OG0008034	AAEL002551	LOC129788955
OG0008035	AAEL002556	LOC129789843
OG0008036	AAEL002572	LOC129797737
OG0008037	AAEL002579	LOC129795075
OG0008052	AAEL002777	LOC129797366
OG0008053	AAEL002779	LOC129797664
OG0008054	AAEL002786	LOC129787788
OG0008055	AAEL002788	LOC129797539
OG0008056	AAEL002803	LOC129787798
OG0008058	AAEL002820	LOC129796978
OG0008060	AAEL002844	LOC129796462
OG0008062	AAEL002866	LOC129790256
OG0008063	AAEL002893	LOC129787899
OG0008064	AAEL002898	LOC129797139
OG0008065	AAEL002900	LOC129789421
OG0008066	AAEL002912	LOC129788763
OG0008067	AAEL002986	LOC129794606
OG0008070	AAEL003039	LOC129789681
OG0008071	AAEL003043	LOC129788345
OG0008073	AAEL003065	LOC129794000
OG0008074	AAEL003097	LOC129791556
OG0008077	AAEL003112	LOC129791725
OG0008078	AAEL003127	LOC129796174
OG0008080	AAEL003213	LOC129786468
OG0008084	AAEL003271	LOC129788001
OG0008086	AAEL003291	LOC129790935
OG0008088	AAEL003302	LOC129796243
OG0008090	AAEL003345	LOC129791304
OG0008091	AAEL003352	LOC129789484
OG0008094	AAEL003435	LOC129796517
OG0008096	AAEL003464	LOC129795727
OG0008098	AAEL003501	LOC129786871
OG0008099	AAEL003548	LOC129796546
OG0008100	AAEL003549	LOC129795939
OG0008101	AAEL003560	LOC129793390
OG0008104	AAEL003597	LOC129797566
OG0008106	AAEL003645	LOC129785871
OG0008107	AAEL003680	LOC129793627
OG0008108	AAEL003681	LOC129788507
OG0008109	AAEL003714	LOC129792303
OG0008110	AAEL003758	LOC129790884
OG0008111	AAEL003766	LOC129787881
OG0008112	AAEL003768	LOC129787941
OG0008114	AAEL003789	LOC129788811
OG0008115	AAEL003791	LOC129790076
OG0008119	AAEL003899	LOC129796117
OG0008120	AAEL003905	LOC129792167
OG0008121	AAEL003907	LOC129790139
OG0008122	AAEL003912	LOC129787470
OG0008123	AAEL003917	LOC129790393
OG0008124	AAEL003921	LOC129786627
OG0008125	AAEL003924	LOC129792655
OG0008126	AAEL003942	LOC129790809
OG0008127	AAEL003944	LOC129792751
OG0008130	AAEL003970	LOC129797078
OG0008131	AAEL003978	LOC129786368
OG0008133	AAEL004006	LOC129796799
OG0008134	AAEL004022	LOC129794530
OG0008136	AAEL004039	LOC129796974
OG0008137	AAEL004040	LOC129787112
OG0008138	AAEL004053	LOC129788596
OG0008139	AAEL004054	LOC129789881
OG0008140	AAEL004055	LOC129788742
OG0008141	AAEL004063	LOC129789038
OG0008143	AAEL004076	LOC129789704
OG0008144	AAEL004105	LOC129796237
OG0008145	AAEL004107	LOC129795101
OG0008146	AAEL004113	LOC129795135
OG0008147	AAEL004132	LOC129786171
OG0008148	AAEL004141	LOC129795828
OG0008150	AAEL004161	LOC129796408
OG0008151	AAEL004168	LOC129791683
OG0008152	AAEL004176	LOC129792674
OG0008153	AAEL004179	LOC129788375
OG0008154	AAEL004183	LOC129794258, LOC129788569
OG0008157	AAEL004209	LOC129795141
OG0008158	AAEL004249	LOC129793629
OG0008159	AAEL004252	LOC129792186
OG0008161	AAEL004325	LOC129786138
OG0008163	AAEL004352	LOC129793133
OG0008164	AAEL004356	LOC129793759
OG0008168	AAEL004409	LOC129791875
OG0008169	AAEL004423	LOC129794198
OG0008170	AAEL004439	LOC129786720
OG0008171	AAEL004460	LOC129786347
OG0008172	AAEL004479	LOC129796934
OG0008174	AAEL004511	LOC129786208
OG0008175	AAEL004551	LOC129786556
OG0008176	AAEL004558	LOC129789552
OG0008177	AAEL004561	LOC129789968
OG0008178	AAEL004570	LOC129788034
OG0008179	AAEL004571	LOC129793074
OG0008180	AAEL004589	LOC129791886
OG0008182	AAEL004607	LOC129786843
OG0008183	AAEL004620	LOC129797088
OG0008185	AAEL004630	LOC129786990
OG0008186	AAEL004643	LOC129786230
OG0008189	AAEL004662	LOC129792235
OG0008190	AAEL004680	LOC129787394
OG0008191	AAEL004686	LOC129787434
OG0008192	AAEL004793	LOC129791090
OG0008193	AAEL004837	LOC129794342
OG0008194	AAEL004843	LOC129792175
OG0008195	AAEL004844	LOC129792173
OG0008196	AAEL004846	LOC129793819
OG0008197	AAEL004854	LOC129794165
OG0008200	AAEL004865	LOC129787971
OG0008201	AAEL004866	LOC129787989
OG0008203	AAEL004879	LOC129786545
OG0008211	AAEL004983	LOC129791958
OG0008212	AAEL004986	LOC129792745
OG0008214	AAEL005032	LOC129789927
OG0008216	AAEL005041	LOC129788640
OG0008218	AAEL005060	LOC129787825
OG0008219	AAEL005061	LOC129787818
OG0008220	AAEL005086	LOC129787834
OG0008222	AAEL005141, AAEL022857	LOC129795370
OG0008224	AAEL005163	LOC129787241
OG0008225	AAEL005171	LOC129792792
OG0008228	AAEL005186	LOC129792337
OG0008229	AAEL005191	LOC129792120
OG0008230	AAEL005197	LOC129793208
OG0008231	AAEL005202	LOC129793611
OG0008232	AAEL005207	LOC129790840
OG0008234	AAEL005218	LOC129797696
OG0008235	AAEL005220	LOC129797783
OG0008237	AAEL005237	LOC129797726
OG0008238	AAEL005238	LOC129796371
OG0008239	AAEL005239	LOC129793465
OG0008242	AAEL005263	LOC129791992
OG0008243	AAEL005316	LOC129797755
OG0008244	AAEL005336	LOC129790006
OG0008245	AAEL005342	LOC129786040
OG0008246	AAEL005345	LOC129793770
OG0008250	AAEL005379	LOC129789933
OG0008252	AAEL005471	LOC129796901
OG0008253	AAEL005484	LOC129797303
OG0008254	AAEL005500	LOC129787171
OG0008256	AAEL005580	LOC129795713
OG0008259	AAEL005600	LOC129797222
OG0008260	AAEL005612	LOC129792619
OG0008261	AAEL005615	LOC129790868
OG0008263	AAEL005617	LOC129797014
OG0008265	AAEL005648	LOC129790079
OG0008266	AAEL005651	LOC129790564
OG0008267	AAEL005674	LOC129792191
OG0008270	AAEL005735	LOC129789969
OG0008271	AAEL005779	LOC129787629
OG0008273	AAEL005817	LOC129793312, LOC129790403
OG0008274	AAEL005834	LOC129787597
OG0008275	AAEL005849	LOC129786029
OG0008277	AAEL005914	LOC129797063
OG0008279	AAEL005944	LOC129786731
OG0008280	AAEL005957	LOC129795604
OG0008281	AAEL005958	LOC129792047
OG0008282	AAEL005960	LOC129795668
OG0008283	AAEL005967	LOC129792044
OG0008285	AAEL005979	LOC129792925
OG0008286	AAEL005991	LOC129794623
OG0008290	AAEL006020	LOC129790831
OG0008291	AAEL006032	LOC129788813
OG0008292	AAEL006033	LOC129796828
OG0008294	AAEL006053	LOC129790533
OG0008295	AAEL006054	LOC129789136
OG0008297	AAEL006081	LOC129786980
OG0008303	AAEL006172	LOC129796345
OG0008305	AAEL006177	LOC129796633
OG0008307	AAEL006191	LOC129785959
OG0008308	AAEL006206	LOC129792926
OG0008309	AAEL006209	LOC129787765
OG0008310	AAEL006232	LOC129795584
OG0008312	AAEL006240	LOC129787318
OG0008313	AAEL006241, AAEL014700, AAEL012981	LOC129787773
OG0008315	AAEL006253	LOC129789255
OG0008316	AAEL006270	LOC129794013
OG0008319	AAEL006363	LOC129792496
OG0008321	AAEL006404	LOC129792680
OG0008322	AAEL006415	LOC129791315
OG0008323	AAEL006428	LOC129794171
OG0008325	AAEL006450	LOC129789757
OG0008326	AAEL006457	LOC129796014
OG0008329	AAEL006488	LOC129786570
OG0008331	AAEL006519	LOC129790201
OG0008332	AAEL006521	LOC129789152
OG0008334	AAEL006538	LOC129793243
OG0008335	AAEL006542	LOC129787843
OG0008336	AAEL006566	LOC129789787
OG0008338	AAEL006602	LOC129789166
OG0008339	AAEL006637	LOC129794594
OG0008340	AAEL006640	LOC129787245
OG0008341	AAEL006647	LOC129797353
OG0008343	AAEL006721	LOC129792530
OG0008345	AAEL006728	LOC129792779
OG0008346	AAEL006748	LOC129788795
OG0008351	AAEL006769	LOC129794919
OG0008352	AAEL006780	LOC129795517
OG0008353	AAEL006809	LOC129792546
OG0008356	AAEL006860	LOC129790421
OG0008357	AAEL006887	LOC129793694
OG0008359	AAEL006904	LOC129792455
OG0008360	AAEL006918	LOC129787624
OG0008361	AAEL006921	LOC129797720
OG0008362	AAEL006923	LOC129797659
OG0008363	AAEL006932	LOC129795524
OG0008364	AAEL006944	LOC129789098
OG0008365	AAEL006982	LOC129790250
OG0008367	AAEL006988	LOC129795497
OG0008370	AAEL007022	LOC129786981
OG0008371	AAEL007034	LOC129792801
OG0008372	AAEL007054	LOC129795322
OG0008374	AAEL007067	LOC129794520
OG0008378	AAEL007135	LOC129786626
OG0008379	AAEL007171	LOC129797355
OG0008380	AAEL007198	LOC129797821
OG0008381	AAEL007202	LOC129786006
OG0008382	AAEL007217	LOC129797820
OG0008383	AAEL007229	LOC129797709
OG0008384	AAEL007233	LOC129791219
OG0008385	AAEL007236	LOC129790268
OG0008386	AAEL007245	LOC129789828
OG0008387	AAEL007264	LOC129787780
OG0008388	AAEL007273	LOC129790986
OG0008389	AAEL007280	LOC129796395
OG0008390	AAEL007291	LOC129788799
OG0008391	AAEL007299	LOC129797484
OG0008392	AAEL007312	LOC129797427
OG0008393	AAEL007315	LOC129790990
OG0008395	AAEL007360	LOC129797166
OG0008396	AAEL007363	LOC129797171
OG0008397	AAEL007386	LOC129787450
OG0008398	AAEL007388	LOC129786719
OG0008403	AAEL007453	LOC129791045
OG0008404	AAEL007466	LOC129793250, LOC129793249
OG0008405	AAEL007500	LOC129790036
OG0008406	AAEL007501	LOC129785840
OG0008407	AAEL007518	LOC129786383
OG0008409	AAEL007536	LOC129793724
OG0008410	AAEL007584	LOC129795150
OG0008412	AAEL007598	LOC129786017
OG0008413	AAEL007636	LOC129786369
OG0008414	AAEL007650	LOC129791158
OG0008415	AAEL007655	LOC129791253
OG0008416	AAEL007677	LOC129793450
OG0008417	AAEL007686	LOC129788885
OG0008419	AAEL007736	LOC129791754
OG0008421	AAEL007760	LOC129789472
OG0008422	AAEL007764	LOC129790156
OG0008423	AAEL007778	LOC129786064
OG0008424	AAEL007779	LOC129787962
OG0008425	AAEL007803	LOC129797270
OG0008427	AAEL007822	LOC129790398
OG0008428	AAEL007824	LOC129787272
OG0008429	AAEL007835	LOC129790170
OG0008431	AAEL007881	LOC129795995
OG0008432	AAEL007895	LOC129787020
OG0008433	AAEL007929	LOC129787623
OG0008435	AAEL007939	LOC129789373
OG0008441	AAEL008028	LOC129788814
OG0008442	AAEL008031	LOC129789921
OG0008443	AAEL008032	LOC129788815
OG0008444	AAEL008039	LOC129795215
OG0008446	AAEL008067	LOC129792236
OG0008447	AAEL008070	LOC129791714
OG0008448	AAEL008090	LOC129791317
OG0008449	AAEL008095	LOC129786001
OG0008450	AAEL008096	LOC129788686
OG0008451	AAEL008100	LOC129787576
OG0008453	AAEL008120	LOC129786323
OG0008455	AAEL008170	LOC129794799
OG0008457	AAEL008178	LOC129796067
OG0008463	AAEL008291	LOC129793660
OG0008464	AAEL008292	LOC129794294
OG0008465	AAEL008303	LOC129786168
OG0008466	AAEL008325	LOC129787767
OG0008468	AAEL008369	LOC129786630
OG0008470	AAEL008394	LOC129792149
OG0008471	AAEL008421	LOC129787908
OG0008472	AAEL008426	LOC129789639
OG0008475	AAEL008486	LOC129787490
OG0008476	AAEL008489	LOC129785886
OG0008477	AAEL008491	LOC129787716
OG0008478	AAEL008497	LOC129790397
OG0008479	AAEL008514	LOC129792991
OG0008480	AAEL008569	LOC129793864
OG0008481	AAEL008585	LOC129788674
OG0008482	AAEL008588	LOC129786469
OG0008486	AAEL008621	LOC129790782
OG0008487	AAEL008636	LOC129788012
OG0008488	AAEL008638	LOC129787970
OG0008490	AAEL008662	LOC129787404
OG0008491	AAEL008663	LOC129789987
OG0008493	AAEL008684	LOC129793127
OG0008494	AAEL008686	LOC129793355
OG0008497	AAEL008719	LOC129795762
OG0008499	AAEL008736	LOC129795379
OG0008501	AAEL008740	LOC129795978
OG0008504	AAEL008756	LOC129786537
OG0008506	AAEL008789	LOC129796461
OG0008509	AAEL008801	LOC129795700
OG0008510	AAEL008809	LOC129794493
OG0008513	AAEL008832	LOC129786339
OG0008516	AAEL008970	LOC129794300
OG0008517	AAEL009026	LOC129794166
OG0008518	AAEL009027	LOC129793121
OG0008520	AAEL009055	LOC129790471
OG0008521	AAEL009066	LOC129790468
OG0008525	AAEL009173	LOC129795936
OG0008526	AAEL009177	LOC129794636
OG0008528	AAEL009180	LOC129790225
OG0008529	AAEL009191	LOC129787345
OG0008531	AAEL009205	LOC129794612
OG0008533	AAEL009217	LOC129793214
OG0008535	AAEL009225	LOC129793537
OG0008536	AAEL009252	LOC129788628
OG0008539	AAEL009267	LOC129791938
OG0008540	AAEL009273	LOC129791880
OG0008541	AAEL009317	LOC129790295
OG0008542	AAEL009323	LOC129792599
OG0008543	AAEL009326	LOC129791825
OG0008544	AAEL009368	LOC129795886
OG0008546	AAEL009379	LOC129792024
OG0008547	AAEL009399	LOC129795891
OG0008548	AAEL009442	LOC129797219
OG0008552	AAEL009515	LOC129788146
OG0008556	AAEL009574	LOC129787201
OG0008559	AAEL009603	LOC129793565
OG0008560	AAEL009609	LOC129792287
OG0008561	AAEL009614	LOC129793563
OG0008565	AAEL009658	LOC129796304
OG0008567	AAEL009671	LOC129795757
OG0008570	AAEL009742	LOC129787860
OG0008571	AAEL009747	LOC129787163
OG0008575	AAEL009765	LOC129789917
OG0008577	AAEL009814	LOC129787539
OG0008578	AAEL009815	LOC129786569
OG0008579	AAEL009817	LOC129796961
OG0008580	AAEL009821	LOC129796976
OG0008581	AAEL009833	LOC129793662
OG0008582	AAEL009904	LOC129796841, LOC129788195
OG0008583	AAEL009922	LOC129786527
OG0008584	AAEL009927	LOC129795355
OG0008585	AAEL009964	LOC129796276
OG0008586	AAEL009965	LOC129794153
OG0008587	AAEL009969	LOC129794188
OG0008589	AAEL009995	LOC129787845
OG0008590	AAEL010005	LOC129787851
OG0008591	AAEL010015	LOC129793760
OG0008592	AAEL010029	LOC129791608
OG0008594	AAEL010064	LOC129791061
OG0008595	AAEL010087	LOC129794141
OG0008596	AAEL010095	LOC129792703
OG0008597	AAEL010107	LOC129792114
OG0008598	AAEL010118	LOC129792940
OG0008599	AAEL010120	LOC129790297
OG0008607	AAEL010227	LOC129788836
OG0008610	AAEL010246	LOC129797105
OG0008611	AAEL010264	LOC129791124
OG0008612	AAEL010286	LOC129789530
OG0008615	AAEL010330	LOC129792055
OG0008616	AAEL010333	LOC129787926
OG0008620	AAEL010374	LOC129796296
OG0008621	AAEL010378	LOC129794256
OG0008622	AAEL010404	LOC129793679
OG0008623	AAEL010407	LOC129791968
OG0008624	AAEL010416	LOC129794872
OG0008626	AAEL010464	LOC129787396
OG0008627	AAEL010465	LOC129788003
OG0008628	AAEL010468	LOC129786541
OG0008631	AAEL010524	LOC129792273
OG0008632	AAEL010533	LOC129791402
OG0008633	AAEL010556	LOC129792335
OG0008634	AAEL010558	LOC129789785
OG0008635	AAEL010588	LOC129788744
OG0008636	AAEL010611	LOC129795104
OG0008637	AAEL010619	LOC129796770
OG0008638	AAEL010620	LOC129792759
OG0008640	AAEL010653	LOC129793265
OG0008646	AAEL010681	LOC129793754
OG0008647	AAEL010697	LOC129792953
OG0008648	AAEL010727	LOC129790327
OG0008650	AAEL010745	LOC129791888
OG0008651	AAEL010753	LOC129797728
OG0008652	AAEL010754	LOC129786543
OG0008653	AAEL010761	LOC129797814
OG0008654	AAEL010765	LOC129790568
OG0008657	AAEL010804	LOC129787055
OG0008658	AAEL010821	LOC129790077
OG0008659	AAEL010832	LOC129795234
OG0008663	AAEL010885	LOC129792861
OG0008664	AAEL010891	LOC129790392
OG0008665	AAEL010905	LOC129792773
OG0008666	AAEL010956	LOC129786524
OG0008668	AAEL011001	LOC129796142, LOC129789290, LOC129789214
OG0008670	AAEL011048	LOC129794290
OG0008671	AAEL011050	LOC129788004
OG0008673	AAEL011069	LOC129789076
OG0008675	AAEL011135	LOC129797177
OG0008676	AAEL011162	LOC129797005
OG0008677	AAEL011168	LOC129792844
OG0008679	AAEL011179	LOC129794237
OG0008681	AAEL011186	LOC129791260
OG0008682	AAEL011196	LOC129790019
OG0008684	AAEL011248	LOC129787081
OG0008685	AAEL011253	LOC129787298
OG0008688	AAEL011274	LOC129793149
OG0008689	AAEL011278	LOC129794162
OG0008690	AAEL011285	LOC129791682
OG0008691	AAEL011287	LOC129797101
OG0008694	AAEL011302	LOC129790766, LOC129796352
OG0008696	AAEL011326	LOC129786201
OG0008699	AAEL011397	LOC129789148
OG0008700	AAEL011414	LOC129786184
OG0008701	AAEL011423	LOC129786045
OG0008702	AAEL011429	LOC129786473
OG0008703	AAEL011439	LOC129794468
