Orthogroup	AaegyptiLVP_AGWG	Aalbopictus_AalbF5
OG0009220	AAEL025555	LOC109409014
OG0009221	AAEL025560	LOC109411152
OG0009222	AAEL025729	LOC109409444
OG0009223	AAEL025750	LOC109421111
OG0009224	AAEL025807	LOC115271083
OG0009225	AAEL025809	LOC109424543
OG0009226	AAEL025815	LOC109401895
OG0009227	AAEL025845	LOC109431833
OG0009228	AAEL025868	LOC109398300
OG0009229	AAEL025929	LOC109428444
OG0009230	AAEL025979	LOC109410905
OG0009231	AAEL026004	LOC109406600
OG0009232	AAEL026028	LOC109427410
OG0009233	AAEL026038	LOC109399009
OG0009234	AAEL026093	LOC109408499
OG0009235	AAEL026109	LOC109419151, LOC109423139
OG0009236	AAEL026128	LOC109623085
OG0009237	AAEL026160	LOC109403413
OG0009238	AAEL026330	LOC109432946
OG0009239	AAEL026367	LOC109621322
OG0009240	AAEL026382	LOC115266789
OG0009241	AAEL026406	LOC109413765
OG0009242	AAEL026415	LOC115265773
OG0009243	AAEL026432	LOC109402251
OG0009244	AAEL026461	LOC115268103
OG0009245	AAEL026468	LOC109422131
OG0009246	AAEL026490	LOC109426010
OG0009247	AAEL026496	LOC115261346
OG0009248	AAEL026501	LOC109408513
OG0009249	AAEL026514	LOC109433050
OG0009250	AAEL026518	LOC115256375, LOC115258780, LOC134289713, LOC115258770, LOC134284852, LOC134291881, LOC109432633, LOC134287512
OG0009251	AAEL026522	LOC109431307
OG0009252	AAEL026548	LOC115257895
OG0009253	AAEL026608	LOC109400058
OG0009254	AAEL026727	LOC109425555
OG0009255	AAEL026736	LOC109424346
OG0009256	AAEL026744	LOC115256802, LOC109428408
OG0009258	AAEL026862	LOC115257039
OG0009259	AAEL026878	LOC115267364
OG0009260	AAEL026906	LOC109414483
OG0009261	AAEL026926	LOC115267387
OG0009262	AAEL027078	LOC109402224
OG0009263	AAEL027145	LOC109408251
OG0009264	AAEL027199	LOC109412873
OG0009265	AAEL027264	LOC109411508
OG0009266	AAEL027343	LOC134285189, LOC109421969
OG0009267	AAEL027371	LOC109432998
OG0009268	AAEL027399	LOC109404900
OG0009269	AAEL027408	LOC109408212
OG0009270	AAEL027541	LOC109414670
OG0009271	AAEL027562	LOC109621580
OG0009272	AAEL027571	LOC115266814
OG0009273	AAEL027585	LOC115270260
OG0009274	AAEL027601	LOC109411988
OG0009275	AAEL027611	LOC109418319
OG0009276	AAEL027651	LOC115264985
OG0009277	AAEL027675	LOC115263981
OG0009278	AAEL027686	LOC109407709
OG0009279	AAEL027705	LOC109432059
OG0009280	AAEL027767, AAEL027934	LOC109397047, LOC115260033
OG0009281	AAEL027798	LOC109405093
OG0009282	AAEL027809	LOC109428461
OG0009283	AAEL027814	LOC109400662
OG0009284	AAEL027864	LOC115270955
OG0009285	AAEL027869	LOC109406599
OG0009286	AAEL027949	LOC109409735
OG0009287	AAEL027977	LOC109413665
OG0009288	AAEL028002	LOC109428528
OG0009289	AAEL028086	LOC109404459
OG0009290	AAEL028092	LOC109412593
OG0009292	AAEL028101	LOC109403728
OG0009294	AAEL028221	LOC109398552
OG0009295	AAEL028237	LOC109401644
OG0009296	AAEL028247	LOC109405556
OG0009297	AAEL029013	LOC109400727
OG0009298	AAEL029102	LOC109399110
OG0009299	AAEL029117	LOC134289493, LOC134289490
OG0009387	AAEL000021	LOC109415485
OG0009388	AAEL000026	LOC109416755
OG0009389	AAEL000101	LOC109621631
OG0009390	AAEL000163	LOC109423378
OG0009391	AAEL000166	LOC109409549
OG0009392	AAEL000172	LOC109400448
OG0009393	AAEL000196	LOC109405386
OG0009394	AAEL000219	LOC109424954
OG0009395	AAEL000238	LOC115253681
OG0009396	AAEL000251	LOC109413217
OG0009397	AAEL000281	LOC115265307
OG0009398	AAEL000292	LOC134290057
OG0009399	AAEL000311	LOC115264418
OG0009401	AAEL000436	LOC109427223
OG0009402	AAEL000459, AAEL021314	LOC115261426
OG0009403	AAEL000469	LOC109411608
OG0009404	AAEL000495	LOC109401758
OG0009405	AAEL000542	LOC109621484
OG0009406	AAEL000561	LOC109407693
OG0009407	AAEL000566	LOC109421750
OG0009408	AAEL000585	LOC109421758
OG0009409	AAEL000626	LOC109406346
OG0009410	AAEL000645	LOC109425900
OG0009411	AAEL000649	LOC109426024
OG0009412	AAEL000679	LOC109429927
OG0009413	AAEL000683	LOC109429890
OG0009414	AAEL000687	LOC109429550
OG0009415	AAEL000713	LOC109429541
OG0009416	AAEL000809	LOC109622067
OG0009417	AAEL000836	LOC109426489
OG0009418	AAEL000857	LOC115267810
OG0009419	AAEL000941	LOC109622277
OG0009420	AAEL000943	LOC109403348
OG0009422	AAEL001080	LOC109428430
OG0009424	AAEL001134	LOC115262194
OG0009425	AAEL001140	LOC109407564
OG0009426	AAEL001202	LOC109407335
OG0009427	AAEL001250	LOC109430792
OG0009428	AAEL001287	LOC109429636
OG0009428	AAEL001306	LOC109429637
OG0009429	AAEL001314	LOC109414924
OG0009430	AAEL001328	LOC109418958
OG0009431	AAEL001420	LOC109413015
OG0009432	AAEL001515	LOC109422403
OG0009433	AAEL001564	LOC109408557
OG0009434	AAEL001568	LOC109423361
OG0009436	AAEL001577	LOC109408350
OG0009437	AAEL001587	LOC109431579
OG0009438	AAEL001607	LOC109427680
OG0009439	AAEL001631	LOC109431400
OG0009440	AAEL001639	LOC109408126
OG0009441	AAEL001644	LOC109408121
OG0009442	AAEL001666	LOC109419060
OG0009443	AAEL001685	LOC115265693
OG0009444	AAEL001690	LOC109426670
OG0009445	AAEL001705	LOC109426651
OG0009446	AAEL001730	LOC109415860
OG0009447	AAEL001789	LOC109431726
OG0009448	AAEL001826	LOC109407727
OG0009449	AAEL001838	LOC109433084
OG0009450	AAEL001891	LOC109427907
OG0009451	AAEL001958	LOC109421436
OG0009452	AAEL001972	LOC109421440
OG0009453	AAEL001989	LOC109432520
OG0009453	AAEL002003, AAEL001994	LOC109432501, LOC109432519, LOC109432502, LOC109432523
OG0009454	AAEL002065	LOC109420015
OG0009455	AAEL002088	LOC115253599
OG0009456	AAEL002105	LOC109398829
OG0009457	AAEL002137	LOC109412594
OG0009458	AAEL002184	LOC109421343
OG0009459	AAEL002282	LOC109403184
OG0009460	AAEL002362	LOC115267594
OG0009461	AAEL002388	LOC115254015
OG0009462	AAEL002562	LOC109419806
OG0009464	AAEL002677	LOC109622311, LOC109410843, LOC109410847, LOC109410822, LOC115263937, LOC109410846, LOC109621354
OG0009465	AAEL002812	LOC109412787
OG0009466	AAEL002814	LOC109403871
OG0009467	AAEL002817	LOC109404027
OG0009468	AAEL002843	LOC109424388
OG0009469	AAEL024609, AAEL023938, AAEL024345, AAEL024604, AAEL021494, AAEL014020, AAEL002855	LOC115265865
OG0009470	AAEL002874	LOC109416867
OG0009471	AAEL002950	LOC115253989
OG0009472	AAEL002974	LOC109425700
OG0009473	AAEL003090	LOC109423732
OG0009474	AAEL003235	LOC109420715
OG0009475	AAEL003257	LOC109416104
OG0009476	AAEL003265	LOC115255134
OG0009477	AAEL003341	LOC109424746
OG0009477	AAEL003329	LOC109424760
OG0009478	AAEL003355	LOC109429948
OG0009479	AAEL003360	LOC134289872, LOC134290108
OG0009480	AAEL003394	LOC109401961
OG0009481	AAEL003508	LOC109411428
OG0009482	AAEL003515	LOC109408038
OG0009483	AAEL003613	LOC109419141
OG0009484	AAEL003635	LOC134290184, LOC134291537
OG0009486	AAEL003701	LOC109404656
OG0009487	AAEL003703	LOC134290006
OG0009488	AAEL003763	LOC134287541
OG0009489	AAEL003785	LOC109430726
OG0009490	AAEL003825	LOC109409921
OG0009491	AAEL003865	LOC109399111
OG0009492	AAEL003927	LOC109428104
OG0009493	AAEL003938	LOC109427300
OG0009494	AAEL004042	LOC109431348
OG0009495	AAEL004050	LOC109431404
OG0009496	AAEL004065	LOC109427769
OG0009497	AAEL004069	LOC109427777
OG0009498	AAEL004096	LOC109425953
OG0009499	AAEL004154	LOC109406059
OG0009500	AAEL004301	LOC109425144
OG0009501	AAEL004382	LOC115257096
OG0009502	AAEL004448	LOC115257285, LOC115257284
OG0009503	AAEL004455	LOC109430453
OG0009504	AAEL004465	LOC134291441
OG0009505	AAEL004466	LOC109430499
OG0009506	AAEL004529	LOC115258755
OG0009507	AAEL004552	LOC109406932
OG0009508	AAEL004553	LOC109412112
OG0009509	AAEL004574	LOC109412124
OG0009510	AAEL004579	LOC115266720
OG0009511	AAEL004633	LOC109404021
OG0009512	AAEL004690	LOC109412134
OG0009513	AAEL004779	LOC109400287
OG0009514	AAEL004825	LOC109417087
OG0009515	AAEL004870	LOC115264182
OG0009516	AAEL004872	LOC115257293
OG0009517	AAEL004875	LOC109411503
OG0009518	AAEL024078, AAEL004883	LOC115257278
OG0009519	AAEL004902	LOC109397340
OG0009520	AAEL004907	LOC109420248
OG0009521	AAEL004939	LOC134287044
OG0009522	AAEL004941	LOC109428976
OG0009523	AAEL004957	LOC109428974
OG0009524	AAEL005024	LOC109429736
OG0009526	AAEL005080	LOC109414622
OG0009527	AAEL005136, AAEL026601	LOC134291839
OG0009528	AAEL005183	LOC115265375
OG0009529	AAEL005273	LOC109410039
OG0009530	AAEL005279	LOC109405341
OG0009531	AAEL005349	LOC115262190
OG0009532	AAEL005388	LOC109408241
OG0009533	AAEL005469	LOC109410666
OG0009534	AAEL005554	LOC109425756
OG0009535	AAEL005624	LOC115262292
OG0009536	AAEL005660	LOC109402097
OG0009537	AAEL005721	LOC109404492, LOC115254080
OG0009538	AAEL005747	LOC115266946
OG0009539	AAEL005777	LOC109422819
OG0009540	AAEL005898	LOC109398884
OG0009541	AAEL005965	LOC134287714
OG0009542	AAEL005966	LOC109401538
OG0009543	AAEL025059, AAEL020692, AAEL006037	LOC109421943
OG0009544	AAEL006043	LOC109418448
OG0009545	AAEL006109	LOC134291603, LOC115262662
OG0009546	AAEL006171	LOC115253881
OG0009547	AAEL006193	LOC109412297
OG0009548	AAEL006202	LOC109412278
OG0009549	AAEL006221	LOC109418127
OG0009551	AAEL006279	LOC134284476
OG0009552	AAEL006280	LOC109408242
OG0009553	AAEL006283	LOC109416504
OG0009554	AAEL006328	LOC109426009
OG0009555	AAEL006334	LOC109425987
OG0009556	AAEL006463	LOC109399334
OG0009557	AAEL006464	LOC109405539
OG0009558	AAEL006473	LOC109399345
OG0009559	AAEL006492	LOC109422206
OG0009560	AAEL006501	LOC109421797
OG0009561	AAEL006523	LOC115262179
OG0009562	AAEL006525	LOC109411690
OG0009563	AAEL006533	LOC109411682
OG0009564	AAEL006613	LOC115253886
OG0009565	AAEL006615	LOC109398348
OG0009566	AAEL006628	LOC109398326
OG0009567	AAEL006639	LOC109422755
OG0009568	AAEL006787	LOC109414128
OG0009569	AAEL006817	LOC109427350
OG0009570	AAEL006838	LOC109414173
OG0009571	AAEL006882	LOC115265162
OG0009572	AAEL006900	LOC109421079
OG0009573	AAEL006902	LOC109398533
OG0009574	AAEL026902, AAEL023855, AAEL023073, AAEL006906, AAEL028125	LOC134284023, LOC134290191
OG0009577	AAEL006929	LOC109416635
OG0009578	AAEL006950	LOC109405510
OG0009579	AAEL006951	LOC109405642
OG0009580	AAEL006961	LOC109430164
OG0009581	AAEL006964	LOC109430151
OG0009582	AAEL006970	LOC115265230
OG0009583	AAEL006980	LOC115253863
OG0009584	AAEL007061	LOC115262689
OG0009586	AAEL007188	LOC115263304
OG0009587	AAEL007241	LOC109421540, LOC109409148
OG0009588	AAEL007244	LOC109421530
OG0009589	AAEL007296	LOC109432843
OG0009590	AAEL007314	LOC109416501
OG0009591	AAEL007364	LOC115253496
OG0009592	AAEL007390	LOC109407533
OG0009593	AAEL007391	LOC109425743
OG0009594	AAEL007434	LOC109425165
OG0009595	AAEL007437	LOC109400358
OG0009596	AAEL007587	LOC134285838
OG0009598	AAEL007659	LOC109415715
OG0009599	AAEL007683	LOC115258071
OG0009600	AAEL007685	LOC115254005, LOC109622882
OG0009601	AAEL007706	LOC109411786
OG0009602	AAEL007758	LOC109397190
OG0009603	AAEL007785	LOC115270104
OG0009604	AAEL007849	LOC109429883
OG0009605	AAEL007868	LOC109410641
OG0009606	AAEL008013	LOC115253511
OG0009607	AAEL008127	LOC109414524
OG0009608	AAEL008205	LOC109409813
OG0009610	AAEL021362, AAEL008254	LOC109414201
OG0009611	AAEL008263	LOC115253487
OG0009612	AAEL008293	LOC115260842
OG0009614	AAEL008422	LOC109430721
OG0009615	AAEL008561	LOC109424159
OG0009616	AAEL008582	LOC109431996
OG0009617	AAEL008665	LOC109427849
OG0009618	AAEL008678	LOC109411476
OG0009619	AAEL008693	LOC115258668
OG0009620	AAEL008697	LOC115257348
OG0009621	AAEL008707	LOC109411178
OG0009622	AAEL008797	LOC109408440
OG0009623	AAEL008806	LOC109419388
OG0009624	AAEL008910	LOC115267250
OG0009625	AAEL008914	LOC109621714
OG0009626	AAEL009005	LOC115270368
OG0009627	AAEL009011	LOC109404327
OG0009628	AAEL009036	LOC115268497
OG0009629	AAEL009082	LOC109411451
OG0009630	AAEL009156	LOC109405320
OG0009632	AAEL009174	LOC109429162
OG0009633	AAEL009274	LOC109419435
OG0009634	AAEL009288	LOC109409482
OG0009635	AAEL009314, AAEL024256	LOC109415404
OG0009636	AAEL009338	LOC115265629
OG0009637	AAEL009432	LOC109424474
OG0009638	AAEL009477	LOC109397693
OG0009640	AAEL009569	LOC109433284
OG0009641	AAEL009586	LOC109417769
OG0009642	AAEL009599	LOC109410505
OG0009643	AAEL009625	LOC109419159
OG0009644	AAEL009657	LOC109414679
OG0009645	AAEL009667	LOC109428046
OG0009646	AAEL009680	LOC115258128
OG0009647	AAEL009685	LOC109397784
OG0009648	AAEL009689	LOC109397760
OG0009649	AAEL009778	LOC109422122
OG0009650	AAEL009823	LOC109406729
OG0009651	AAEL009890	LOC109405053
OG0009652	AAEL009936	LOC109420965
OG0009653	AAEL009952	LOC109427084
OG0009654	AAEL009961	LOC109426766
OG0009655	AAEL009990	LOC109423490
OG0009657	AAEL010066	LOC109425453
OG0009658	AAEL010076	LOC115266460
OG0009659	AAEL021669	LOC109399259
OG0009659	AAEL010104	LOC109399260
OG0009659	AAEL014239, AAEL023083	LOC109429059
OG0009661	AAEL010128	LOC115263158
OG0009662	AAEL010132	LOC109424149
OG0009663	AAEL010150	LOC109401371
OG0009664	AAEL010176	LOC109422726
OG0009665	AAEL010186	LOC115266103
OG0009666	AAEL010263	LOC109415355
OG0009667	AAEL010270	LOC115255233
OG0009668	AAEL010290	LOC109416528
OG0009669	AAEL010337	LOC109431003
OG0009670	AAEL010344	LOC109423940
OG0009671	AAEL010346	LOC115265636
OG0009672	AAEL010376	LOC109408670
OG0009673	AAEL010419	LOC109416354
OG0009674	AAEL010423	LOC115267363
OG0009675	AAEL010462	LOC134283918
OG0009676	AAEL010478	LOC109423631
OG0009677	AAEL010531	LOC109423269
OG0009678	AAEL010634	LOC109420831
OG0009679	AAEL010639	LOC109421191
OG0009680	AAEL010669	LOC109423359
OG0009681	AAEL010752	LOC109401187
OG0009682	AAEL010817	LOC109401472
OG0009683	AAEL010834	LOC109403238
OG0009684	AAEL010895	LOC109400504
OG0009685	AAEL011004	LOC109425860
OG0009686	AAEL011118	LOC109415993
OG0009687	AAEL011126	LOC109415973
OG0009688	AAEL011156	LOC109416160
OG0009689	AAEL011160	LOC109404999
OG0009690	AAEL011198	LOC109397826
OG0009691	AAEL011200	LOC109405348
OG0009692	AAEL011222	LOC134288082
OG0009693	AAEL011233	LOC109415838, LOC115257589
OG0009694	AAEL011263	LOC109400444, LOC109408307
OG0009695	AAEL011268	LOC109408298
OG0009696	AAEL011311	LOC109420900
OG0009697	AAEL011316	LOC109408742
OG0009698	AAEL011337	LOC109410590
OG0009699	AAEL011367	LOC109397655
OG0009700	AAEL011370	LOC109404660
OG0009701	AAEL011433	LOC109415142
OG0009702	AAEL011440	LOC109414983
OG0009703	AAEL011553	LOC109412054
OG0009704	AAEL011557	LOC109424662
OG0009705	AAEL011639	LOC109418506
OG0009706	AAEL011730	LOC109428361
OG0009707	AAEL011810	LOC109433369
OG0009708	AAEL011818	LOC109401897
OG0009709	AAEL011825	LOC109411955
OG0009710	AAEL011854	LOC115270417
OG0009711	AAEL011924	LOC109418987
OG0009712	AAEL011930	LOC109405433
OG0009713	AAEL011935	LOC109402458
OG0009714	AAEL011946	LOC109432422
OG0009715	AAEL011973	LOC109423754
OG0009716	AAEL011980	LOC109405452
OG0009717	AAEL011982	LOC109402430
OG0009718	AAEL012007	LOC134284271
OG0009719	AAEL012103	LOC115267159
OG0009720	AAEL012184	LOC115266751
OG0009721	AAEL012208	LOC109419389
OG0009722	AAEL012220	LOC115255905
OG0009723	AAEL012339, AAEL023423	LOC109423610
OG0009724	AAEL012387	LOC115260814
OG0009725	AAEL012418	LOC109430498
OG0009726	AAEL012500	LOC109418829
OG0009727	AAEL012511	LOC109402582
OG0009728	AAEL012518	LOC109407043, LOC134284002
OG0009729	AAEL012526	LOC109421048
OG0009731	AAEL012543	LOC109428263
OG0009732	AAEL012675	LOC109428072
OG0009733	AAEL012767	LOC109405759
OG0009734	AAEL012881	LOC109405271
OG0009736	AAEL012952	LOC109428751
OG0009737	AAEL013026	LOC109430370
OG0009738	AAEL013088	LOC115258866
OG0009739	AAEL013092	LOC115253814
OG0009740	AAEL013103	LOC115258865
OG0009741	AAEL013201	LOC134292030
OG0009742	AAEL013244	LOC109432169
OG0009743	AAEL026466, AAEL013287	LOC109412858
OG0009744	AAEL013288, AAEL013300	LOC109405219
OG0009745	AAEL013295	LOC109405205
OG0009746	AAEL013371	LOC115256687
OG0009747	AAEL013425	LOC109422531
OG0009748	AAEL013434	LOC109424643
OG0009748	AAEL013433	LOC109412940
OG0009749	AAEL013483	LOC109423348
OG0009750	AAEL013593	LOC109409933
OG0009751	AAEL013649	LOC109411137
OG0009752	AAEL013679	LOC109428364
OG0009753	AAEL013689	LOC109403652
OG0009754	AAEL013756	LOC109427307
OG0009755	AAEL013763	LOC109417186
OG0009756	AAEL013879	LOC115265568
OG0009757	AAEL013898	LOC109414140
OG0009758	AAEL013942	LOC109419668
OG0009759	AAEL013965	LOC109421721
OG0009760	AAEL013968	LOC109425447
OG0009761	AAEL013987	LOC115264689
OG0009762	AAEL014029	LOC109430955
OG0009764	AAEL014242	LOC109423874
OG0009765	AAEL014267	LOC109402383
OG0009766	AAEL014280	LOC109427572
OG0009768	AAEL014589	LOC134287001
OG0009769	AAEL014635	LOC109621343
OG0009770	AAEL014656	LOC109428521
OG0009771	AAEL014698	LOC109401504
OG0009772	AAEL014739	LOC115258741
OG0009773	AAEL014816	LOC115264134
OG0009774	AAEL014821	LOC109405306
OG0009775	AAEL014827	LOC109408740
OG0009776	AAEL014934	LOC109415874
OG0009778	AAEL015107	LOC109412520
OG0009779	AAEL015288	LOC109420193
OG0009780	AAEL015338	LOC115259554
OG0009781	AAEL015456	LOC109428737
OG0009782	AAEL017038	LOC109402836
OG0009785	AAEL017075	LOC109404332
OG0009786	AAEL017113	LOC109418264
OG0009787	AAEL017290	LOC109622895
OG0009788	AAEL017367	LOC109411429
OG0009790	AAEL017524	LOC109421884
OG0009791	AAEL017998	LOC115254552
OG0009792	AAEL018055	LOC109432246
OG0009794	AAEL018303	LOC109414264
OG0009795	AAEL019443	LOC109423356
OG0009796	AAEL019451	LOC109419679
OG0009797	AAEL019510	LOC115257893
OG0009798	AAEL019558	LOC115264192
OG0009799	AAEL019586	LOC109397187
OG0009800	AAEL019592	LOC109622480
OG0009802	AAEL019623	LOC109404475
OG0009803	AAEL019646	LOC109411142
OG0009805	AAEL019664	LOC109414648
OG0009806	AAEL019684	LOC115264193
OG0009807	AAEL019811	LOC109417359
OG0009808	AAEL019834	LOC109420348
OG0009809	AAEL019881	LOC109407532
OG0009810	AAEL019926	LOC115261348
OG0009811	AAEL019946	LOC109398118
OG0009813	AAEL020061	LOC109411625
OG0009814	AAEL020116	LOC115268075
OG0009815	AAEL020219	LOC109405190
OG0009816	AAEL020279	LOC109422724
OG0009817	AAEL020285	LOC109398999
OG0009818	AAEL020450	LOC109415814
OG0009819	AAEL020561	LOC109420786
OG0009821	AAEL020680	LOC109422850
OG0009822	AAEL020715	LOC109424793
OG0009823	AAEL020758, AAEL027207, AAEL023277	LOC109416228
OG0009824	AAEL020775	LOC109421174
OG0009825	AAEL021104, AAEL020790	LOC134286781, LOC134288507
OG0009826	AAEL020934, AAEL022713	LOC115259828
OG0009828	AAEL021194	LOC134286957
OG0009829	AAEL021239	LOC109417348
OG0009830	AAEL027967	LOC109428319
OG0009830	AAEL021270, AAEL023553	LOC115266341
OG0009831	AAEL021424	LOC134288042
OG0009832	AAEL021839	LOC109423519
OG0009833	AAEL021879	LOC109402337
OG0009834	AAEL025699, AAEL022052	LOC109414853, LOC109415842, LOC134290078
OG0009834	AAEL022984	LOC109398301
OG0009835	AAEL022132	LOC109415812
OG0009836	AAEL022181	LOC109623360
OG0009837	AAEL022190	LOC109408115
OG0009839	AAEL022298	LOC134284405, LOC109622881, LOC109397533, LOC134285236, LOC115256013, LOC115268010, LOC134291281
OG0009840	AAEL022342	LOC109397272
OG0009841	AAEL022384	LOC109623237
OG0009842	AAEL022515, AAEL025739	LOC115258519
OG0009843	AAEL022590	LOC109403803
OG0009845	AAEL022835	LOC115265809, LOC115265805, LOC115265806, LOC115265808, LOC115265804, LOC115265807, LOC115265810
OG0009846	AAEL022932	LOC109416749
OG0009847	AAEL022986	LOC109407168
OG0009848	AAEL023026	LOC115265021
OG0009849	AAEL023110	LOC115260462, LOC109422807
OG0009850	AAEL023113	LOC109404274
OG0009851	AAEL023144	LOC109425786
OG0009852	AAEL023212	LOC115264988
OG0009853	AAEL023258	LOC109397703
OG0009854	AAEL023523	LOC109405035
OG0009855	AAEL023591	LOC115256000
OG0009856	AAEL023644	LOC109397880
OG0009858	AAEL023709	LOC109397721
OG0009859	AAEL023822	LOC109426214
OG0009860	AAEL023966	LOC109413414, LOC115264262, LOC115264256, LOC109406760, LOC115264255, LOC109403953
OG0009861	AAEL027785, AAEL023975	LOC115255944
OG0009862	AAEL024055	LOC109432417
OG0009863	AAEL024189	LOC134289573, LOC109432260
OG0009864	AAEL024306	LOC109412850
OG0009865	AAEL024325	LOC109426667
OG0009866	AAEL024377	LOC134287781
OG0009867	AAEL024425	LOC109402152
OG0009868	AAEL024880	LOC109420790
OG0009870	AAEL025217	LOC109430636
OG0009871	AAEL025237	LOC109432168
OG0009872	AAEL025375	LOC109405218
OG0009873	AAEL025401	LOC115268117, LOC134291989, LOC109430307, LOC115259482, LOC109420173, LOC134285264, LOC115267420
OG0009874	AAEL025467	LOC109402376
OG0009875	AAEL025574	LOC109424044
OG0009876	AAEL025867	LOC109425839
OG0009877	AAEL025889	LOC109397032
OG0009878	AAEL026000	LOC109414091
OG0009879	AAEL026094	LOC109414208
OG0009880	AAEL026174	LOC134287971
OG0009881	AAEL029037, AAEL026177	LOC115269546
OG0009882	AAEL026220	LOC109422469
OG0009885	AAEL026396	LOC109423271
OG0009886	AAEL026441	LOC134288092
OG0009887	AAEL026591	LOC109408055
OG0009888	AAEL026842	LOC115268215
OG0009889	AAEL027164	LOC115253502
OG0009890	AAEL027233	LOC109423268
OG0009891	AAEL027402	LOC109424268
OG0009892	AAEL027407	LOC115255793
OG0009893	AAEL027434	LOC115254258
OG0009894	AAEL027439	LOC109421255
OG0009895	AAEL027506	LOC109414150
OG0009896	AAEL027545	LOC109417844
OG0009897	AAEL027780	LOC115266171
OG0009898	AAEL027905	LOC109426523
OG0009899	AAEL028001	LOC109418631
OG0009900	AAEL028052	LOC109409078
OG0009903	AAEL028168	LOC109423937
OG0010019	AAEL000211	LOC134291429
OG0010020	AAEL000316	LOC109414381
OG0010021	AAEL000332	LOC109420659
OG0010022	AAEL000420	LOC109428137
OG0010024	AAEL000500	LOC109403738
OG0010025	AAEL000578	LOC109414033
OG0010026	AAEL000661	LOC109426030
OG0010027	AAEL000805	LOC109426473
OG0010028	AAEL000812	LOC109408993
OG0010029	AAEL000958	LOC109410752
OG0010030	AAEL000980	LOC109416914
OG0010031	AAEL001037	LOC109410394
OG0010034	AAEL026503, AAEL001130	LOC134291083
OG0010036	AAEL001400	LOC109418081
OG0010037	AAEL001417	LOC109418118
OG0010038	AAEL001556	LOC109408743
OG0010039	AAEL001596	LOC109423541
OG0010040	AAEL001615	LOC109431499
OG0010041	AAEL001658	LOC109408154
OG0010042	AAEL001863	LOC109408643
OG0010043	AAEL001893	LOC109427810
OG0010044	AAEL001900	LOC109427936
OG0010044	AAEL001895	LOC109427927
OG0010045	AAEL001916	LOC109428631
OG0010047	AAEL002196	LOC109432435
OG0010048	AAEL002356	LOC115269776
OG0010049	AAEL022446, AAEL002440	LOC109406687, LOC109622387
OG0010050	AAEL010863	LOC115254442, LOC115269595
OG0010050	AAEL008464, AAEL002462	LOC109415742
OG0010053	AAEL002625	LOC109403463
OG0010054	AAEL002722	LOC109410371
OG0010055	AAEL002797	LOC115269975
OG0010056	AAEL002811	LOC115259220
OG0010057	AAEL002854	LOC134290035, LOC109422265, LOC134290698, LOC109422264
OG0010058	AAEL003016, AAEL027953, AAEL022145, AAEL026789, AAEL024585, AAEL003004	LOC109399856
OG0010059	AAEL003113	LOC109420870
OG0010060	AAEL003405	LOC109403727
OG0010061	AAEL003456	LOC109432021
OG0010062	AAEL003563	LOC109429093
OG0010063	AAEL003640	LOC109426934
OG0010064	AAEL003644	LOC109426878
OG0010065	AAEL003691	LOC109404641
OG0010066	AAEL003713	LOC115270173
OG0010067	AAEL003764	LOC134285672
OG0010068	AAEL003869	LOC134289551
OG0010069	AAEL003897	LOC134284095
OG0010071	AAEL004203	LOC109433300
OG0010072	AAEL004318	LOC115254145
OG0010072	AAEL004316, AAEL022250	LOC109410429
OG0010073	AAEL004342	LOC134291993
OG0010073	AAEL004343	LOC134291994
OG0010074	AAEL004348	LOC109426456, LOC109402147
OG0010075	AAEL004384	LOC109411478
OG0010076	AAEL004434	LOC109417152
OG0010077	AAEL004569	LOC109431079
OG0010078	AAEL004685	LOC109412138
OG0010080	AAEL004711	LOC109419761
OG0010081	AAEL004775	LOC109400348
OG0010082	AAEL004867	LOC109405419
OG0010083	AAEL004930	LOC109412353
OG0010084	AAEL004956	LOC109408723
OG0010085	AAEL013211	LOC109412500
OG0010085	AAEL004970	LOC115264944
OG0010086	AAEL005005	LOC115268091, LOC109429013, LOC134291736, LOC134291738, LOC109408813, LOC109428995
OG0010087	AAEL005030	LOC109429725
OG0010088	AAEL005093	LOC109413880, LOC109401985, LOC115270913
OG0010089	AAEL005143	LOC109400800
OG0010091	AAEL005896	LOC109398802
OG0010092	AAEL005900	LOC109398894
OG0010093	AAEL006044	LOC109400166, LOC115266198, LOC109427103, LOC109426977
OG0010094	AAEL006135	LOC109413671
OG0010095	AAEL006197	LOC109425240
OG0010096	AAEL006311	LOC109430543
OG0010098	AAEL006421	LOC109407370
OG0010098	AAEL006429	LOC115265209, LOC109421637
OG0010098	AAEL006430	LOC109407369
OG0010099	AAEL012067	LOC115264067, LOC109423648
OG0010099	AAEL006483	LOC109421710
OG0010100	AAEL006494	LOC134291021
OG0010101	AAEL006643	LOC109422754
OG0010102	AAEL006704	LOC109421140, LOC115268309
OG0010103	AAEL006903	LOC115258684
OG0010104	AAEL006907	LOC109398530
OG0010105	AAEL007013, AAEL022577	LOC109407548, LOC109430796, LOC109417355
OG0010106	AAEL007068	LOC109426882
OG0010107	AAEL007243	LOC109421521
OG0010108	AAEL007301	LOC115256794, LOC115263785, LOC115271043
OG0010109	AAEL007367	LOC109414502
OG0010110	AAEL007432	LOC109423401
OG0010111	AAEL007444	LOC109425161
OG0010112	AAEL007508	LOC109430379
OG0010113	AAEL007652	LOC109415599
