Orthogroup	AaegyptiLVP_AGWG	AsinensisChina
OG0007940	AAEL001326	ASIC007795
OG0007943	AAEL001355	ASIC007763
OG0007946	AAEL001371	ASIC007748
OG0007947	AAEL001382	ASIC007744
OG0007948	AAEL001391	ASIC012387
OG0007951	AAEL023310, AAEL001434	ASIC019841
OG0007952	AAEL001447	ASIC006233
OG0007953	AAEL001452	ASIC019264
OG0007955	AAEL001479	ASIC010763
OG0007956	AAEL001485	ASIC007103
OG0007958	AAEL001532	ASIC002973
OG0007961	AAEL001580	ASIC010182
OG0007962	AAEL001594	ASIC013031
OG0007963	AAEL001612	ASIC014076
OG0007965	AAEL001626	ASIC004789
OG0007966	AAEL001627	ASIC007436
OG0007967	AAEL001645	ASIC006530
OG0007969	AAEL001667	ASIC006532
OG0007970	AAEL001694, AAEL001686	ASIC012207
OG0007972	AAEL001719	ASIC013155
OG0007975	AAEL001778	ASIC018474
OG0007978	AAEL001830	ASIC017747
OG0007979	AAEL001833	ASIC006487
OG0007981	AAEL001846	ASIC018715
OG0007983	AAEL001894	ASIC015839
OG0007984	AAEL001903	ASIC015767
OG0007985	AAEL001905	ASIC015757
OG0007987	AAEL001922	ASIC016769
OG0007989	AAEL001938	ASIC010325
OG0007990	AAEL001943	ASIC016801
OG0007993	AAEL001963	ASIC006952
OG0007994	AAEL001997	ASIC006675
OG0007995	AAEL002002	ASIC006979
OG0007996	AAEL002012	ASIC006965
OG0008001	AAEL002117	ASIC020008
OG0008003	AAEL002129	ASIC011331
OG0008005	AAEL002140	ASIC009870
OG0008006	AAEL002153	ASIC005156
OG0008007	AAEL002155	ASIC020450
OG0008008	AAEL002161	ASIC016986
OG0008010	AAEL002195	ASIC012062
OG0008012	AAEL002225	ASIC006103
OG0008013	AAEL002234	ASIC012061
OG0008014	AAEL002235	ASIC006075
OG0008016	AAEL002254	ASIC015574
OG0008018	AAEL002303	ASIC000165
OG0008019	AAEL002304	ASIC008484
OG0008020	AAEL002309	ASIC018198
OG0008021	AAEL002311	ASIC018197
OG0008022	AAEL002321	ASIC020326
OG0008024	AAEL002354	ASIC020342
OG0008027	AAEL002402	ASIC008501
OG0008030	AAEL002485	ASIC002487
OG0008031	AAEL002520	ASIC005209
OG0008032	AAEL002526	ASIC010258
OG0008033	AAEL002550	ASIC004401
OG0008034	AAEL002551	ASIC003494
OG0008035	AAEL002556	ASIC021889
OG0008038	AAEL002593	ASIC018399
OG0008039	AAEL002626	ASIC018385
OG0008040	AAEL002627	ASIC009308, ASIC009307
OG0008041	AAEL002636	ASIC006567
OG0008043	AAEL002654	ASIC006578
OG0008044	AAEL002656	ASIC006628
OG0008045	AAEL002657	ASIC006622
OG0008046	AAEL002674	ASIC006178
OG0008047	AAEL002699	ASIC019746
OG0008048	AAEL002716	ASIC010209
OG0008049	AAEL002726	ASIC010615
OG0008051	AAEL002753	ASIC012968
OG0008052	AAEL002777	ASIC021858
OG0008053	AAEL002779	ASIC021860
OG0008055	AAEL002788	ASIC021862
OG0008057	AAEL002816	ASIC020882
OG0008058	AAEL002820	ASIC015364
OG0008059	AAEL002836	ASIC015365
OG0008060	AAEL002844	ASIC018238
OG0008061	AAEL002847	ASIC015361
OG0008062	AAEL002866	ASIC005269
OG0008063	AAEL002893	ASIC006258
OG0008065	AAEL002900	ASIC009469
OG0008066	AAEL002912	ASIC010273
OG0008067	AAEL002986	ASIC021685
OG0008068	AAEL003005	ASIC008981
OG0008069	AAEL003034	ASIC006211
OG0008070	AAEL003039	ASIC016756
OG0008072	AAEL003058	ASIC018441
OG0008073	AAEL003065	ASIC018408
OG0008075	AAEL003107	ASIC020930
OG0008076	AAEL003111	ASIC012748
OG0008078	AAEL003127	ASIC005101
OG0008079	AAEL003137	ASIC018299
OG0008080	AAEL003213	ASIC010434
OG0008081	AAEL003217	ASIC001508
OG0008082	AAEL003221	ASIC012035
OG0008083	AAEL003255	ASIC012032
OG0008084	AAEL003271	ASIC018647
OG0008085	AAEL003284	ASIC017960
OG0008087	AAEL003295	ASIC015897
OG0008088	AAEL003302	ASIC007899
OG0008089	AAEL003316	ASIC001937
OG0008090	AAEL003345	ASIC014410
OG0008092	AAEL003361	ASIC008221
OG0008093	AAEL003426	ASIC005088
OG0008095	AAEL003462	ASIC007785
OG0008096	AAEL003464	ASIC017760
OG0008097	AAEL003490	ASIC012556
OG0008102	AAEL003569	ASIC003587
OG0008103	AAEL003576	ASIC001114
OG0008105	AAEL003624	ASIC022198
OG0008107	AAEL003680	ASIC014608
OG0008108	AAEL003681	ASIC014616
OG0008109	AAEL003714	ASIC019175
OG0008110	AAEL003758	ASIC015174
OG0008111	AAEL003766	ASIC011989
OG0008113	AAEL003779	ASIC003486
OG0008115	AAEL003791	ASIC010276
OG0008116	AAEL003886	ASIC008211
OG0008117	AAEL003889	ASIC020162
OG0008118	AAEL003894	ASIC020161
OG0008120	AAEL003905	ASIC009777
OG0008125	AAEL003924	ASIC013803
OG0008128	AAEL003950	ASIC019965
OG0008129	AAEL003955	ASIC019963
OG0008131	AAEL003978	ASIC016729
OG0008132	AAEL004000	ASIC015958
OG0008135	AAEL004026	ASIC005457
OG0008138	AAEL004053	ASIC017271
OG0008139	AAEL004054	ASIC007557
OG0008141	AAEL004063	ASIC016966
OG0008142	AAEL004073	ASIC018693
OG0008143	AAEL004076	ASIC007546
OG0008146	AAEL004113	ASIC019493
OG0008149	AAEL004146	ASIC008232
OG0008150	AAEL004161	ASIC010412
OG0008152	AAEL004176	ASIC010411
OG0008154	AAEL004183	ASIC016048
OG0008156	AAEL004200	ASIC021995
OG0008157	AAEL004209	ASIC015545
OG0008158	AAEL004249	ASIC007848
OG0008162	AAEL004326	ASIC011487
OG0008163	AAEL004352	ASIC013359
OG0008164	AAEL004356	ASIC013258
OG0008165	AAEL004361	ASIC013349
OG0008166	AAEL004396	ASIC008888
OG0008167	AAEL004407	ASIC005973
OG0008168	AAEL004409	ASIC015415
OG0008169	AAEL004423	ASIC019290
OG0008170	AAEL004439	ASIC019289
OG0008173	AAEL004488	ASIC007385
OG0008174	AAEL004511	ASIC006886
OG0008176	AAEL004558	ASIC013322
OG0008178	AAEL004570	ASIC020818
OG0008179	AAEL004571	ASIC016110
OG0008181	AAEL004591	ASIC019916
OG0008182	AAEL004607	ASIC011134
OG0008183	AAEL004620	ASIC021560
OG0008184	AAEL004625	ASIC003599
OG0008185	AAEL004630	ASIC021741
OG0008186	AAEL004643	ASIC011135
OG0008187	AAEL004648	ASIC011147
OG0008188	AAEL004659	ASIC003402
OG0008190	AAEL004680	ASIC001586
OG0008191	AAEL004686	ASIC008923
OG0008192	AAEL004793	ASIC016925
OG0008194	AAEL004843	ASIC016863
OG0008195	AAEL004844	ASIC019670
OG0008196	AAEL004846	ASIC016865
OG0008197	AAEL004854	ASIC021620
OG0008198	AAEL004857	ASIC017433
OG0008199	AAEL004863	ASIC021884
OG0008200	AAEL004865	ASIC010507
OG0008201	AAEL004866	ASIC010506
OG0008202	AAEL004876	ASIC021878
OG0008204	AAEL004885	ASIC021880
OG0008205	AAEL004899	ASIC003265
OG0008206	AAEL004905	ASIC015017
OG0008207	AAEL004919	ASIC016202
OG0008208	AAEL004951	ASIC003893
OG0008209	AAEL004960	ASIC017934
OG0008210	AAEL004976	ASIC004513
OG0008211	AAEL004983	ASIC008624
OG0008213	AAEL005013	ASIC006393
OG0008214	AAEL005032	ASIC006414
OG0008215	AAEL005034	ASIC006409
OG0008216	AAEL005041	ASIC007183
OG0008217	AAEL005048	ASIC021796
OG0008218	AAEL005060	ASIC021803
OG0008219	AAEL005061	ASIC021806
OG0008220	AAEL005086	ASIC021802
OG0008221	AAEL005138	ASIC005570
OG0008222	AAEL005141, AAEL022857	ASIC004809
OG0008223	AAEL005152	ASIC005567
OG0008224	AAEL005163	ASIC015118
OG0008226	AAEL005179	ASIC016834
OG0008227	AAEL005185	ASIC003730
OG0008228	AAEL005186	ASIC003734
OG0008229	AAEL005191	ASIC016855
OG0008231	AAEL005202	ASIC003723
OG0008233	AAEL005214	ASIC009119
OG0008234	AAEL005218	ASIC002267
OG0008235	AAEL005220	ASIC002296
OG0008236	AAEL005229	ASIC002295
OG0008240	AAEL005242	ASIC003544
OG0008241	AAEL005243	ASIC013934
OG0008246	AAEL005345	ASIC012760
OG0008247	AAEL005353	ASIC021711
OG0008248	AAEL005363	ASIC012764
OG0008249	AAEL005364	ASIC021706
OG0008251	AAEL005391	ASIC012772
OG0008252	AAEL005471	ASIC013666
OG0008255	AAEL005548	ASIC010765
OG0008256	AAEL005580	ASIC019418
OG0008257	AAEL005593	ASIC019428
OG0008258	AAEL005595	ASIC011534
OG0008260	AAEL005612	ASIC011530
OG0008261	AAEL005615	ASIC009641
OG0008262	AAEL005616	ASIC011540
OG0008264	AAEL005630	ASIC012045
OG0008265	AAEL005648	ASIC017299
OG0008267	AAEL005674	ASIC018861
OG0008268	AAEL005677	ASIC014424
OG0008269	AAEL005729	ASIC017355
OG0008272	AAEL005789	ASIC005234
OG0008273	AAEL005817	ASIC021039
OG0008274	AAEL005834	ASIC009596
OG0008276	AAEL005903	ASIC004171
OG0008279	AAEL005944	ASIC004162
OG0008281	AAEL005958	ASIC017674
OG0008282	AAEL005960	ASIC010315
OG0008283	AAEL005967	ASIC017675
OG0008284	AAEL005969	ASIC010319
OG0008286	AAEL005991	ASIC016655
OG0008287	AAEL005992	ASIC003203
OG0008288	AAEL006004	ASIC007208
OG0008289	AAEL006017	ASIC000174
OG0008290	AAEL006020	ASIC008997
OG0008292	AAEL006033	ASIC008996
OG0008293	AAEL006042	ASIC008993
OG0008294	AAEL006053	ASIC004558
OG0008296	AAEL006070	ASIC009859
OG0008297	AAEL006081	ASIC020874
OG0008298	AAEL006093	ASIC015238
OG0008299	AAEL006131	ASIC004852
OG0008300	AAEL006143	ASIC004850
OG0008301	AAEL006156	ASIC007047
OG0008304	AAEL006176	ASIC010340
OG0008308	AAEL006206	ASIC020623
OG0008309	AAEL006209	ASIC015119
OG0008310	AAEL006232	ASIC000727
OG0008311	AAEL006238	ASIC002546
OG0008312	AAEL006240	ASIC004661
OG0008314	AAEL006247	ASIC012673
OG0008315	AAEL006253	ASIC012664
OG0008317	AAEL006293	ASIC005140
OG0008318	AAEL006314	ASIC000824
OG0008320	AAEL006377	ASIC008382
OG0008325	AAEL006450	ASIC013100
OG0008326	AAEL006457	ASIC015318
OG0008327	AAEL006472	ASIC015274
OG0008328	AAEL006479	ASIC011435
OG0008329	AAEL006488	ASIC011437
OG0008331	AAEL006519	ASIC007417
OG0008332	AAEL006521	ASIC007424
OG0008334	AAEL006538	ASIC012909
OG0008339	AAEL006637	ASIC016007
OG0008340	AAEL006640	ASIC011414
OG0008342	AAEL006661	ASIC011469
OG0008344	AAEL006726	ASIC003119
OG0008345	AAEL006728	ASIC003115
OG0008346	AAEL006748	ASIC016627
OG0008347	AAEL006750	ASIC003121
OG0008348	AAEL006753	ASIC016332
OG0008349	AAEL006754	ASIC019995
OG0008350	AAEL006758	ASIC004988
OG0008351	AAEL006769	ASIC004981
OG0008352	AAEL006780	ASIC005003
OG0008354	AAEL006832	ASIC007563
OG0008355	AAEL006841	ASIC000875
OG0008358	AAEL006899	ASIC013413
OG0008360	AAEL006918	ASIC001839
OG0008361	AAEL006921	ASIC001843
OG0008362	AAEL006923	ASIC001841
OG0008366	AAEL006983	ASIC002679
OG0008368	AAEL007006	ASIC004602
OG0008369	AAEL007009	ASIC020148
OG0008371	AAEL007034	ASIC006779
OG0008372	AAEL007054	ASIC018013
OG0008373	AAEL007059	ASIC015516
OG0008374	AAEL007067	ASIC005052
OG0008375	AAEL007096	ASIC015086
OG0008376	AAEL007103	ASIC018550
OG0008377	AAEL007121	ASIC015259
OG0008379	AAEL007171	ASIC005780
OG0008380	AAEL007198	ASIC011127
OG0008382	AAEL007217	ASIC011125
OG0008387	AAEL007264	ASIC018895
OG0008389	AAEL007280	ASIC013289
OG0008392	AAEL007312	ASIC010852
OG0008393	AAEL007315	ASIC010853
OG0008395	AAEL007360	ASIC012626
OG0008397	AAEL007386	ASIC021042
OG0008398	AAEL007388	ASIC016911
OG0008399	AAEL007395	ASIC015432
OG0008400	AAEL007403	ASIC019433, ASIC019431
OG0008401	AAEL007431	ASIC012348
OG0008402	AAEL007445	ASIC020663
OG0008403	AAEL007453	ASIC017596
OG0008404	AAEL007466	ASIC019786
OG0008406	AAEL007501	ASIC013317
OG0008408	AAEL007532	ASIC012376
OG0008411	AAEL007595	ASIC013936
OG0008413	AAEL007636	ASIC011373
OG0008415	AAEL007655	ASIC020849
OG0008418	AAEL007703	ASIC007220
OG0008419	AAEL007736	ASIC002386
OG0008420	AAEL007741	ASIC017137
OG0008422	AAEL007764	ASIC019223
OG0008424	AAEL007779	ASIC021425
OG0008426	AAEL007813	ASIC011231
OG0008427	AAEL007822	ASIC002698
OG0008430	AAEL007878	ASIC017786
OG0008431	AAEL007881	ASIC022361
OG0008432	AAEL007895	ASIC007156
OG0008433	AAEL007929	ASIC008471
OG0008434	AAEL007934	ASIC002455
OG0008436	AAEL007940	ASIC011573
OG0008437	AAEL007947	ASIC020795
OG0008438	AAEL007952	ASIC020793
OG0008439	AAEL007956	ASIC012974
OG0008440	AAEL007971	ASIC010009
OG0008441	AAEL008028	ASIC003914
OG0008443	AAEL008032	ASIC003913
OG0008444	AAEL008039	ASIC004675
OG0008448	AAEL008090	ASIC007589
OG0008449	AAEL008095	ASIC020305
OG0008450	AAEL008096	ASIC006225
OG0008451	AAEL008100	ASIC013268
OG0008452	AAEL008106	ASIC013277
OG0008454	AAEL008164	ASIC008320
OG0008455	AAEL008170	ASIC008331
OG0008456	AAEL008174	ASIC008326
OG0008458	AAEL008182	ASIC010463
OG0008459	AAEL008201	ASIC015144
OG0008460	AAEL008214	ASIC015145
OG0008461	AAEL008227	ASIC011112
OG0008462	AAEL008279	ASIC015380
OG0008467	AAEL008342	ASIC009648
OG0008469	AAEL008376	ASIC019337
OG0008474	AAEL008482	ASIC016813
OG0008476	AAEL008489	ASIC003823
OG0008477	AAEL008491	ASIC003737
OG0008478	AAEL008497	ASIC015794
OG0008479	AAEL008514	ASIC012196
OG0008480	AAEL008569	ASIC016796
OG0008482	AAEL008588	ASIC009844
OG0008483	AAEL008598	ASIC013608
OG0008484	AAEL008604	ASIC013611
OG0008485	AAEL008620	ASIC018722
OG0008486	AAEL008621	ASIC007339
OG0008487	AAEL008636	ASIC011010
OG0008489	AAEL008639	ASIC011023
OG0008491	AAEL008663	ASIC002369
OG0008492	AAEL008673	ASIC014552
OG0008493	AAEL008684	ASIC002907
OG0008494	AAEL008686	ASIC005729
OG0008495	AAEL008708	ASIC020096
OG0008496	AAEL008718	ASIC001364
OG0008498	AAEL008733	ASIC019947
OG0008499	AAEL008736	ASIC004972
OG0008500	AAEL008739	ASIC015494
OG0008502	AAEL008742	ASIC015491
OG0008503	AAEL008753	ASIC013894
OG0008504	AAEL008756	ASIC013895
OG0008505	AAEL008766	ASIC019200
OG0008507	AAEL008798	ASIC021400
OG0008508	AAEL008799	ASIC008077
OG0008510	AAEL008809	ASIC005418
OG0008511	AAEL008815	ASIC008250
OG0008512	AAEL008817	ASIC008257
OG0008514	AAEL008867, AAEL008860	ASIC011175
OG0008515	AAEL008887	ASIC000285
OG0008516	AAEL008970	ASIC013737
OG0008517	AAEL009026	ASIC012248
OG0008518	AAEL009027	ASIC012261
OG0008519	AAEL009032	ASIC014077
OG0008522	AAEL009067	ASIC004337
OG0008523	AAEL009081	ASIC016352
OG0008524	AAEL009091	ASIC009413
OG0008528	AAEL009180	ASIC012334
OG0008529	AAEL009191	ASIC012335
OG0008530	AAEL009199	ASIC017860
OG0008532	AAEL009208	ASIC004222
OG0008533	AAEL009217	ASIC019626
OG0008534	AAEL009220	ASIC019628
OG0008537	AAEL009253	ASIC014200
OG0008538	AAEL009263	ASIC014208
OG0008540	AAEL009273	ASIC019288
OG0008541	AAEL009317	ASIC021869
OG0008542	AAEL009323	ASIC005197
OG0008543	AAEL009326	ASIC005186
OG0008544	AAEL009368	ASIC005992
OG0008545	AAEL009375	ASIC008206
OG0008547	AAEL009399	ASIC018135
OG0008549	AAEL009484	ASIC010235
OG0008550	AAEL009500	ASIC017917
OG0008551	AAEL009505	ASIC015330
OG0008553	AAEL021916, AAEL009545	ASIC011843
OG0008554	AAEL009551	ASIC015985
OG0008555	AAEL009564	ASIC021944
OG0008558	AAEL020462, AAEL009597	ASIC009738
OG0008559	AAEL009603	ASIC009884
OG0008563	AAEL009642	ASIC021901
OG0008564	AAEL009650	ASIC016910
OG0008565	AAEL009658	ASIC018287
OG0008566	AAEL009661	ASIC018891
OG0008568	AAEL009690	ASIC011287
OG0008569	AAEL009708	ASIC002286
OG0008570	AAEL009742	ASIC010885
OG0008572	AAEL009749	ASIC015889
OG0008573	AAEL009755	ASIC015895
OG0008574	AAEL009756	ASIC015893
OG0008576	AAEL009776	ASIC016967
OG0008578	AAEL009815	ASIC013452
OG0008579	AAEL009817	ASIC013451
OG0008580	AAEL009821	ASIC013440
OG0008581	AAEL009833	ASIC021616
OG0008582	AAEL009904	ASIC020859
OG0008587	AAEL009969	ASIC013698
OG0008588	AAEL009971	ASIC013704
OG0008589	AAEL009995	ASIC005546
OG0008590	AAEL010005	ASIC002559
OG0008593	AAEL010051	ASIC004069
OG0008597	AAEL010107	ASIC019696
OG0008598	AAEL010118	ASIC016516
OG0008600	AAEL010134	ASIC018572
OG0008601	AAEL010138	ASIC010751
OG0008602	AAEL010149	ASIC004882
OG0008603	AAEL010160	ASIC004311
OG0008604	AAEL010164	ASIC004308
OG0008605	AAEL010172	ASIC011594
OG0008606	AAEL010201	ASIC008140
OG0008607	AAEL010227	ASIC012040
OG0008608	AAEL010232	ASIC008678
OG0008609	AAEL010243	ASIC017235
OG0008611	AAEL010264	ASIC014342
OG0008613	AAEL010300	ASIC019460
OG0008614	AAEL010310	ASIC019440
OG0008616	AAEL010333	ASIC006421
OG0008617	AAEL010348	ASIC022101
OG0008618	AAEL010360	ASIC013010
OG0008619	AAEL010366	ASIC018917
OG0008620	AAEL010374	ASIC018903
OG0008622	AAEL010404	ASIC014252
OG0008623	AAEL010407	ASIC014263
OG0008625	AAEL010451	ASIC014954
OG0008628	AAEL010468	ASIC011946
OG0008629	AAEL010480	ASIC006034
OG0008630	AAEL010498	ASIC006728
OG0008633	AAEL010556	ASIC016716
OG0008635	AAEL010588	ASIC015053
OG0008636	AAEL010611	ASIC009299
OG0008638	AAEL010620	ASIC015435
OG0008639	AAEL010624	ASIC006175
OG0008641	AAEL010656	ASIC012456
OG0008642	AAEL010658	ASIC019893
OG0008643	AAEL010659	ASIC007879
OG0008644	AAEL010673	ASIC019891
OG0008645	AAEL010680	ASIC022075
OG0008646	AAEL010681	ASIC022064
OG0008648	AAEL010727	ASIC004512
OG0008649	AAEL010739	ASIC022115
OG0008650	AAEL010745	ASIC017692
OG0008653	AAEL010761	ASIC013490
OG0008654	AAEL010765	ASIC008488
OG0008655	AAEL010785	ASIC003590
OG0008656	AAEL010788	ASIC003593
OG0008660	AAEL010842	ASIC001036
OG0008661	AAEL010848	ASIC015085
OG0008662	AAEL010881, AAEL024444	ASIC012027
OG0008663	AAEL010885	ASIC019710
OG0008664	AAEL010891	ASIC014103
OG0008665	AAEL010905	ASIC003008
OG0008669	AAEL011031	ASIC022168
OG0008670	AAEL011048	ASIC003799
OG0008671	AAEL011050	ASIC003680
OG0008672	AAEL011059	ASIC020688
OG0008673	AAEL011069	ASIC013537
OG0008674	AAEL011106	ASIC008461
OG0008675	AAEL011135	ASIC011470
OG0008676	AAEL011162	ASIC002142
OG0008677	AAEL011168	ASIC012263
OG0008678	AAEL011174	ASIC003624
OG0008679	AAEL011179	ASIC003632
OG0008680	AAEL011183	ASIC020039
OG0008681	AAEL011186	ASIC009402
OG0008682	AAEL011196	ASIC009471
OG0008683	AAEL011234	ASIC004686
OG0008686	AAEL023091, AAEL011259	ASIC004105
OG0008687	AAEL011261	ASIC004106
OG0008688	AAEL011274	ASIC016108
OG0008689	AAEL011278	ASIC016098
OG0008690	AAEL011285	ASIC016105
OG0008691	AAEL011287	ASIC007086
OG0008692	AAEL011293	ASIC010289
OG0008693	AAEL011295	ASIC014153
OG0008695	AAEL011318	ASIC002641
OG0008696	AAEL011326	ASIC021924
OG0008697	AAEL011328	ASIC012711
OG0008698	AAEL011375	ASIC004861
OG0008700	AAEL011414	ASIC018015
OG0008701	AAEL011423	ASIC017970
OG0008704	AAEL011468	ASIC016641
OG0008705	AAEL011478	ASIC008240
OG0008706	AAEL011487	ASIC007805
OG0008708	AAEL011506	ASIC018710
OG0008709	AAEL011527	ASIC016719
OG0008710	AAEL011537	ASIC016720
OG0008711	AAEL011556	ASIC011271
OG0008712	AAEL011568	ASIC014870
OG0008713	AAEL011579	ASIC009258
OG0008715	AAEL011597	ASIC014070
OG0008716	AAEL011598, AAEL027784	ASIC014063, ASIC014064
OG0008717	AAEL011599	ASIC002139
OG0008718	AAEL011602	ASIC014065
OG0008719	AAEL011636	ASIC015503
OG0008720	AAEL011651	ASIC011488
OG0008722	AAEL011716	ASIC015228
OG0008723	AAEL011718	ASIC009584
OG0008724	AAEL011719	ASIC018019
OG0008725	AAEL011738	ASIC022345
OG0008727	AAEL011778	ASIC000870
OG0008728	AAEL011793	ASIC015441
OG0008730	AAEL011809	ASIC021550
OG0008731	AAEL011830	ASIC006251
OG0008732	AAEL011832	ASIC012336
OG0008733	AAEL011867	ASIC012434
OG0008734	AAEL011888	ASIC015754
OG0008736	AAEL011901	ASIC007398
OG0008738	AAEL011910	ASIC010476
OG0008739	AAEL011949	ASIC016519
OG0008740	AAEL011950	ASIC011085
OG0008741	AAEL011952	ASIC016518
OG0008742	AAEL011953	ASIC011084
OG0008743	AAEL011954	ASIC011083
OG0008745	AAEL011985	ASIC015130
OG0008747	AAEL011987	ASIC017190
OG0008748	AAEL012008	ASIC017870
OG0008749	AAEL012010	ASIC017759
OG0008750	AAEL012013	ASIC011745
OG0008751	AAEL012037	ASIC014310
OG0008753	AAEL012073	ASIC008075
OG0008754	AAEL012076	ASIC011788
OG0008755	AAEL012077	ASIC011723
OG0008756	AAEL012078	ASIC011724
OG0008757	AAEL012079	ASIC011727
OG0008758	AAEL012082	ASIC005631
OG0008760	AAEL012084	ASIC000396
OG0008761	AAEL012089	ASIC009532
OG0008762	AAEL012105	ASIC020432
OG0008763	AAEL012126	ASIC006742
OG0008765	AAEL012137	ASIC007118
OG0008766	AAEL012140	ASIC016938
OG0008767	AAEL012143	ASIC004461
OG0008768	AAEL012151	ASIC009177
OG0008769	AAEL012164	ASIC014902
OG0008771	AAEL012168	ASIC014922
OG0008772	AAEL012199	ASIC019216
OG0008775	AAEL012238	ASIC016853
OG0008776	AAEL012243	ASIC013984
OG0008777	AAEL012261	ASIC005914
OG0008778	AAEL012265	ASIC005915
OG0008779	AAEL012267	ASIC017746
OG0008780	AAEL012268	ASIC005912
OG0008782	AAEL012297	ASIC020497
OG0008784	AAEL012337	ASIC015904
OG0008785	AAEL012360	ASIC015048
OG0008788	AAEL012368	ASIC015047
OG0008789	AAEL012375	ASIC001027
OG0008790	AAEL012381	ASIC009804
OG0008791	AAEL012383	ASIC010539
OG0008792	AAEL012384	ASIC010542
OG0008793	AAEL012438	ASIC014057
OG0008794	AAEL012440	ASIC013980
OG0008795	AAEL012442	ASIC013983
OG0008796	AAEL012447	ASIC009760
OG0008797	AAEL012448	ASIC013982
OG0008799	AAEL012458	ASIC020486
OG0008800	AAEL012460	ASIC009541
OG0008801	AAEL012476	ASIC019229
OG0008802	AAEL012478	ASIC019222
OG0008805	AAEL012566	ASIC003513
OG0008806	AAEL012575	ASIC014250
OG0008808	AAEL012629	ASIC017392
OG0008809	AAEL012660	ASIC003816
OG0008810	AAEL012674	ASIC012198
OG0008811	AAEL012681	ASIC012155
OG0008812	AAEL012687	ASIC008761
OG0008813	AAEL012693	ASIC012154
OG0008814	AAEL012748	ASIC014461
OG0008816	AAEL012835	ASIC009150
OG0008817	AAEL012876	ASIC011803
OG0008818	AAEL012914	ASIC007483
OG0008819	AAEL012920	ASIC002594
OG0008820	AAEL012925	ASIC012637
OG0008824	AAEL012931	ASIC016931
OG0008825	AAEL012941	ASIC016942
OG0008826	AAEL012942	ASIC019291
OG0008828	AAEL012947	ASIC021388
OG0008829	AAEL012950	ASIC019292
OG0008830	AAEL012955	ASIC013203
OG0008832	AAEL012978	ASIC019540
OG0008833	AAEL012990	ASIC002462
OG0008834	AAEL013011	ASIC006052
OG0008835	AAEL013063	ASIC017613
OG0008836	AAEL013078	ASIC000799
OG0008837	AAEL013108	ASIC002138
OG0008839	AAEL013167	ASIC019535
OG0008840	AAEL013174	ASIC008573
OG0008843	AAEL013230	ASIC019958
OG0008844	AAEL013240	ASIC020942
OG0008845	AAEL013245	ASIC003530
OG0008847	AAEL013263	ASIC000978
OG0008848	AAEL013296	ASIC014704
OG0008849	AAEL013310	ASIC008359
OG0008850	AAEL013314	ASIC014996
OG0008851	AAEL013355	ASIC012044
OG0008852	AAEL013370	ASIC010770
OG0008853	AAEL013374	ASIC011584
OG0008854	AAEL013380	ASIC013784
OG0008856	AAEL013391	ASIC001571
OG0008857	AAEL013399	ASIC020234
OG0008858	AAEL013406	ASIC007701
OG0008859	AAEL013413	ASIC018613
OG0008860	AAEL013441	ASIC021150
OG0008862	AAEL013466	ASIC017329
OG0008863	AAEL013467	ASIC009247
OG0008864	AAEL013470	ASIC009899
OG0008866	AAEL013504	ASIC012383
OG0008868	AAEL013531	ASIC016251
OG0008870	AAEL013536	ASIC016248
OG0008871	AAEL013540	ASIC018650
OG0008872	AAEL013542	ASIC000813
OG0008873	AAEL013608	ASIC009551
OG0008874	AAEL013612	ASIC008023
OG0008875	AAEL013617	ASIC008020
OG0008876	AAEL013627	ASIC006223
OG0008877	AAEL013633	ASIC006286
OG0008878	AAEL013639	ASIC006895
OG0008879	AAEL013645	ASIC011074
OG0008880	AAEL013648	ASIC011078
OG0008881	AAEL013661	ASIC006364
OG0008882	AAEL013713	ASIC015255
OG0008884	AAEL013727	ASIC022346
OG0008885	AAEL013731	ASIC017985
OG0008886	AAEL013741	ASIC016574
OG0008887	AAEL013760	ASIC003652
OG0008890	AAEL013771	ASIC018849
OG0008891	AAEL013775, AAEL024607	ASIC017663
OG0008892	AAEL013793	ASIC012152
OG0008893	AAEL013857	ASIC011826
OG0008894	AAEL013877	ASIC006853
OG0008895	AAEL013884	ASIC006790
OG0008897	AAEL013906	ASIC018065
OG0008899	AAEL013963	ASIC001956
OG0008902	AAEL013980	ASIC014505
OG0008903	AAEL013995	ASIC012258
OG0008904	AAEL014031	ASIC006737
OG0008905	AAEL014038	ASIC005384
OG0008906	AAEL014041	ASIC012049
OG0008907	AAEL014045	ASIC020173
OG0008908	AAEL014092	ASIC021177
OG0008909	AAEL014096	ASIC018671
OG0008910	AAEL014098	ASIC018660
OG0008911	AAEL014099	ASIC009898
OG0008912	AAEL014113	ASIC008476
OG0008913	AAEL014134	ASIC000598
OG0008914	AAEL014135	ASIC012932
OG0008915	AAEL014136	ASIC000840
OG0008916	AAEL014141	ASIC020754
OG0008917	AAEL014146	ASIC015523
OG0008918	AAEL014174	ASIC014062
OG0008920	AAEL014193	ASIC013835
OG0008921	AAEL014205	ASIC002631
OG0008923	AAEL014226	ASIC020686
OG0008927	AAEL014281	ASIC014380
OG0008928	AAEL014286	ASIC014377
OG0008930	AAEL014344	ASIC003201
OG0008931	AAEL014368	ASIC008038
OG0008934	AAEL014378	ASIC011582
OG0008935	AAEL014382	ASIC000969
OG0008936	AAEL014414	ASIC014708
OG0008937	AAEL014422	ASIC019885
