Orthogroup	AaegyptiLVP_AGWG	AdirusWRAIR2
OG0006731	AAEL014252	ADIR005254
OG0006732	AAEL014255	ADIR005253
OG0006733	AAEL014256	ADIR007924
OG0006734	AAEL014265	ADIR008374
OG0006735	AAEL014273	ADIR000934
OG0006736	AAEL014275	ADIR000936, ADIR004733
OG0006737	AAEL014282	ADIR011314
OG0006738	AAEL014283	ADIR011317
OG0006739	AAEL014287	ADIR011316
OG0006740	AAEL014295	ADIR000408
OG0006741	AAEL014296	ADIR008735
OG0006742	AAEL014302	ADIR006478
OG0006743	AAEL014311	ADIR009252
OG0006744	AAEL014315	ADIR008157
OG0006745	AAEL014316	ADIR008158
OG0006746	AAEL014317	ADIR008155
OG0006747	AAEL014325	ADIR008720
OG0006748	AAEL014333	ADIR001075
OG0006749	AAEL014334	ADIR001676
OG0006750	AAEL014345	ADIR009392
OG0006751	AAEL014347	ADIR006337
OG0006752	AAEL014357	ADIR001473
OG0006753	AAEL014365	ADIR010527
OG0006754	AAEL014366	ADIR010526
OG0006755	AAEL014376	ADIR002832
OG0006756	AAEL014379	ADIR002834
OG0006757	AAEL014389	ADIR001486
OG0006758	AAEL014391	ADIR007385
OG0006759	AAEL014408	ADIR008399
OG0006760	AAEL014410	ADIR003277
OG0006761	AAEL014419	ADIR011333
OG0006762	AAEL014426	ADIR008424
OG0006763	AAEL014428	ADIR002406
OG0006764	AAEL014433	ADIR002959
OG0006765	AAEL014484	ADIR004671
OG0006766	AAEL014486	ADIR010927
OG0006767	AAEL014495	ADIR005936
OG0006768	AAEL014501	ADIR006949
OG0006769	AAEL014510	ADIR009213
OG0006770	AAEL014511	ADIR008900
OG0006771	AAEL014520	ADIR008791
OG0006772	AAEL014523	ADIR008995
OG0006773	AAEL014526	ADIR004453
OG0006774	AAEL014527	ADIR004454
OG0006775	AAEL014528	ADIR004451
OG0006776	AAEL014529	ADIR004452
OG0006777	AAEL014533	ADIR004783
OG0006778	AAEL014536	ADIR010875
OG0006779	AAEL014549	ADIR006983
OG0006780	AAEL014550	ADIR006980
OG0006781	AAEL014562	ADIR009311
OG0006782	AAEL014566	ADIR009262
OG0006783	AAEL014583	ADIR016057
OG0006784	AAEL014596	ADIR010981
OG0006785	AAEL014622	ADIR006178
OG0006786	AAEL014628	ADIR002977
OG0006787	AAEL014641	ADIR001570
OG0006788	AAEL014642	ADIR001569
OG0006789	AAEL014644	ADIR001572
OG0006790	AAEL014645	ADIR001573
OG0006791	AAEL014704	ADIR011717
OG0006792	AAEL014705	ADIR002930
OG0006793	AAEL014709	ADIR005935
OG0006794	AAEL014715	ADIR003797
OG0006795	AAEL014717	ADIR006719
OG0006796	AAEL014720	ADIR004595
OG0006797	AAEL014732	ADIR000692
OG0006798	AAEL014734	ADIR000693
OG0006799	AAEL014749	ADIR002279
OG0006800	AAEL014754	ADIR011126
OG0006801	AAEL014760	ADIR001383
OG0006802	AAEL014765	ADIR007745
OG0006803	AAEL014768	ADIR007731
OG0006804	AAEL014771	ADIR010957
OG0006805	AAEL014773	ADIR007848
OG0006806	AAEL014797	ADIR004851
OG0006808	AAEL014822	ADIR009041
OG0006809	AAEL014832	ADIR004334
OG0006810	AAEL014836	ADIR004333
OG0006811	AAEL014846	ADIR004472
OG0006812	AAEL014868	ADIR004816
OG0006813	AAEL014883	ADIR004248
OG0006814	AAEL014889	ADIR004256
OG0006815	AAEL014895	ADIR009853
OG0006816	AAEL014899	ADIR004828
OG0006817	AAEL014900	ADIR004829
OG0006818	AAEL014904	ADIR003776
OG0006819	AAEL014908	ADIR000248
OG0006820	AAEL014915	ADIR010446
OG0006821	AAEL014949	ADIR010866
OG0006822	AAEL014957	ADIR001591
OG0006823	AAEL014959	ADIR001590
OG0006824	AAEL014960	ADIR003602
OG0006825	AAEL014970	ADIR005939
OG0006826	AAEL014990	ADIR008731
OG0006827	AAEL014992	ADIR008729
OG0006828	AAEL014999	ADIR007488
OG0006829	AAEL015006	ADIR004065
OG0006830	AAEL015014	ADIR007736
OG0006831	AAEL015016	ADIR007353
OG0006832	AAEL015052	ADIR011672
OG0006833	AAEL015060	ADIR008004
OG0006834	AAEL015061	ADIR015934
OG0006835	AAEL015062	ADIR008006
OG0006836	AAEL015065	ADIR003692
OG0006837	AAEL015100	ADIR008623
OG0006838	AAEL015111	ADIR009082
OG0006839	AAEL015142	ADIR003787
OG0006840	AAEL015180	ADIR005215
OG0006841	AAEL015199	ADIR004139
OG0006842	AAEL015216	ADIR003076
OG0006843	AAEL015238	ADIR011655
OG0006844	AAEL015275	ADIR010896
OG0006845	AAEL015298	ADIR003563
OG0006846	AAEL015300	ADIR003981
OG0006847	AAEL015304	ADIR003656
OG0006848	AAEL015305	ADIR002883
OG0006849	AAEL015307	ADIR010437
OG0006850	AAEL015335	ADIR003798
OG0006851	AAEL015336	ADIR003799
OG0006852	AAEL015345	ADIR005134
OG0006854	AAEL015393	ADIR001409
OG0006855	AAEL015394	ADIR004775
OG0006856	AAEL015411	ADIR001007
OG0006857	AAEL015416	ADIR001656
OG0006858	AAEL015455	ADIR008478
OG0006859	AAEL015458	ADIR003960
OG0006860	AAEL015472	ADIR007625
OG0006861	AAEL015493	ADIR000684
OG0006862	AAEL015559	ADIR011670
OG0006863	AAEL015593	ADIR007537
OG0006864	AAEL015603	ADIR008509
OG0006865	AAEL015607	ADIR001728
OG0006866	AAEL015631	ADIR010696
OG0006867	AAEL015651	ADIR007258
OG0006868	AAEL015653	ADIR011683
OG0006869	AAEL016972	ADIR000256
OG0006870	AAEL016984	ADIR004835
OG0006871	AAEL016986	ADIR009918
OG0006872	AAEL016992	ADIR007990
OG0006873	AAEL016997	ADIR003201
OG0006874	AAEL016998	ADIR009327
OG0006875	AAEL016999	ADIR001487
OG0006876	AAEL017004	ADIR000046
OG0006877	AAEL017005	ADIR001218
OG0006878	AAEL017010	ADIR005945
OG0006879	AAEL017015	ADIR001219
OG0006880	AAEL017059	ADIR007187
OG0006881	AAEL017080	ADIR005489
OG0006882	AAEL017082	ADIR011212
OG0006883	AAEL017085	ADIR015666
OG0006884	AAEL017098	ADIR008110
OG0006885	AAEL017115	ADIR001422
OG0006886	AAEL017120	ADIR008107
OG0006887	AAEL017133	ADIR010343
OG0006888	AAEL017142	ADIR001109
OG0006889	AAEL017155	ADIR005949
OG0006890	AAEL017164	ADIR008658
OG0006891	AAEL017184	ADIR001761
OG0006892	AAEL017188	ADIR007117
OG0006893	AAEL017204	ADIR004762
OG0006894	AAEL017224	ADIR004831
OG0006895	AAEL028108, AAEL017258	ADIR005275
OG0006896	AAEL017263	ADIR002702
OG0006897	AAEL017272	ADIR000260
OG0006898	AAEL017280	ADIR015694
OG0006899	AAEL017282	ADIR003374
OG0006900	AAEL017300	ADIR007629
OG0006901	AAEL017315	ADIR009770
OG0006902	AAEL017329	ADIR002587
OG0006903	AAEL017331	ADIR001337
OG0006904	AAEL017332	ADIR010083
OG0006905	AAEL017338	ADIR001863
OG0006906	AAEL017368	ADIR006143
OG0006907	AAEL017374	ADIR006067
OG0006908	AAEL017385	ADIR008261
OG0006909	AAEL017395	ADIR002271
OG0006910	AAEL017421	ADIR002403
OG0006911	AAEL017437	ADIR008999
OG0006912	AAEL017445	ADIR006027
OG0006913	AAEL017447	ADIR000235
OG0006914	AAEL017462	ADIR008238
OG0006915	AAEL017503	ADIR005838
OG0006916	AAEL017516	ADIR016083
OG0006917	AAEL017526	ADIR003720
OG0006918	AAEL017543	ADIR000042
OG0006919	AAEL017560	ADIR008056
OG0006920	AAEL017986	ADIR005502
OG0006921	AAEL017994	ADIR003917
OG0006922	AAEL018011	ADIR006914
OG0006923	AAEL018032	ADIR010980
OG0006924	AAEL018039	ADIR003161
OG0006925	AAEL018040	ADIR000397
OG0006926	AAEL018048	ADIR010061
OG0006927	AAEL018050	ADIR005484
OG0006928	AAEL018052	ADIR005905
OG0006929	AAEL018054	ADIR000340
OG0006930	AAEL018056	ADIR010628
OG0006931	AAEL018059	ADIR001158
OG0006932	AAEL018112	ADIR001988
OG0006933	AAEL018119	ADIR008837
OG0006934	AAEL018121	ADIR016152
OG0006935	AAEL018124	ADIR002778
OG0006936	AAEL018125	ADIR002674
OG0006937	AAEL018127	ADIR001501
OG0006938	AAEL018130	ADIR006590
OG0006939	AAEL018132	ADIR010169
OG0006940	AAEL018136	ADIR011207
OG0006941	AAEL018146	ADIR005671
OG0006942	AAEL018150	ADIR007823
OG0006943	AAEL023530, AAEL018152	ADIR005798
OG0006944	AAEL018159	ADIR011253
OG0006945	AAEL018160	ADIR007893
OG0006946	AAEL018163	ADIR006528
OG0006947	AAEL018164	ADIR010592
OG0006948	AAEL018168	ADIR007838
OG0006949	AAEL018173	ADIR002668
OG0006950	AAEL018174	ADIR009539
OG0006951	AAEL018178	ADIR000085
OG0006952	AAEL018182	ADIR010081
OG0006953	AAEL018200	ADIR002623
OG0006954	AAEL018205	ADIR000155
OG0006955	AAEL018207	ADIR003195
OG0006956	AAEL018228	ADIR006216
OG0006957	AAEL018234	ADIR016053
OG0006958	AAEL018236	ADIR016159
OG0006959	AAEL018237	ADIR007995
OG0006960	AAEL018244	ADIR000673
OG0006961	AAEL018259	ADIR003177
OG0006962	AAEL018265	ADIR010233
OG0006963	AAEL018273	ADIR005179
OG0006964	AAEL018276	ADIR007348
OG0006965	AAEL018278	ADIR011144
OG0006966	AAEL018280	ADIR005938
OG0006967	AAEL018281	ADIR011057
OG0006968	AAEL018288	ADIR009580
OG0006969	AAEL018293	ADIR015692
OG0006970	AAEL018296	ADIR004575
OG0006971	AAEL018297	ADIR004588
OG0006972	AAEL018300	ADIR002478
OG0006973	AAEL018308	ADIR005820, ADIR005824
OG0006974	AAEL018312	ADIR008913
OG0006975	AAEL018313	ADIR010672
OG0006976	AAEL018318	ADIR007552
OG0006977	AAEL018322	ADIR010069
OG0006978	AAEL018329	ADIR011102
OG0006979	AAEL018333	ADIR007770
OG0006980	AAEL018339	ADIR000829
OG0006981	AAEL018341	ADIR004014
OG0006982	AAEL018342	ADIR011545
OG0006983	AAEL018344	ADIR009980
OG0006984	AAEL018348	ADIR006779
OG0006985	AAEL018350	ADIR005074
OG0006986	AAEL018353	ADIR005208
OG0006987	AAEL018354	ADIR005233
OG0006988	AAEL018703	ADIR006995
OG0006989	AAEL018707	ADIR011008
OG0006990	AAEL018710	ADIR009482
OG0006991	AAEL019408	ADIR002293
OG0006992	AAEL019410	ADIR004161
OG0006993	AAEL019416	ADIR008224
OG0006994	AAEL019422	ADIR001155
OG0006995	AAEL019423	ADIR008178
OG0006996	AAEL019426	ADIR005857
OG0006997	AAEL019427	ADIR011301
OG0006998	AAEL019428	ADIR000445
OG0006999	AAEL019431	ADIR015509
OG0007000	AAEL019434	ADIR003175
OG0007001	AAEL019436	ADIR007390
OG0007002	AAEL019437	ADIR008891
OG0007003	AAEL019441	ADIR009871
OG0007004	AAEL019447	ADIR005844
OG0007005	AAEL019452	ADIR008034
OG0007006	AAEL019455	ADIR009164
OG0007007	AAEL019458	ADIR009574
OG0007008	AAEL019459	ADIR005566
OG0007009	AAEL019460	ADIR004232
OG0007010	AAEL019461	ADIR000608
OG0007011	AAEL019464	ADIR010291
OG0007012	AAEL019466	ADIR010877
OG0007013	AAEL019477	ADIR005989
OG0007014	AAEL019478	ADIR004160
OG0007015	AAEL019483	ADIR009957
OG0007016	AAEL019485	ADIR009961
OG0007017	AAEL019487	ADIR011329
OG0007018	AAEL019492, AAEL026374	ADIR001115
OG0007019	AAEL020474, AAEL019493	ADIR001116
OG0007020	AAEL019495	ADIR006366
OG0007021	AAEL019503	ADIR004386
OG0007022	AAEL019508	ADIR010704
OG0007023	AAEL019509	ADIR004079
OG0007024	AAEL019511	ADIR001889
OG0007025	AAEL019513	ADIR003459
OG0007026	AAEL019516	ADIR004855
OG0007027	AAEL019518	ADIR009292
OG0007028	AAEL019521	ADIR015667
OG0007029	AAEL019522	ADIR000674
OG0007030	AAEL019523	ADIR010914
OG0007031	AAEL019527	ADIR007861, ADIR007856
OG0007032	AAEL019529	ADIR004347
OG0007033	AAEL019530	ADIR000119
OG0007034	AAEL019532	ADIR004915
OG0007035	AAEL019537	ADIR007593
OG0007036	AAEL019539	ADIR011679
OG0007037	AAEL019544	ADIR004374
OG0007038	AAEL019546	ADIR007107
OG0007039	AAEL019549	ADIR000857
OG0007040	AAEL019552	ADIR006761
OG0007041	AAEL019557	ADIR004346
OG0007042	AAEL019559	ADIR011213
OG0007043	AAEL019562	ADIR010659
OG0007044	AAEL019565	ADIR006269
OG0007045	AAEL020206, AAEL019567	ADIR009932
OG0007046	AAEL019572	ADIR004928
OG0007047	AAEL019575	ADIR001697
OG0007048	AAEL019576	ADIR003811
OG0007049	AAEL019579	ADIR002657
OG0007050	AAEL019580	ADIR000263
OG0007051	AAEL019583	ADIR011192
OG0007052	AAEL019590	ADIR009254
OG0007053	AAEL019594	ADIR009538
OG0007054	AAEL019597	ADIR007082
OG0007055	AAEL019598	ADIR009495
OG0007056	AAEL019601	ADIR005358
OG0007057	AAEL019604	ADIR007638
OG0007058	AAEL019605	ADIR010924
OG0007059	AAEL019606	ADIR004995
OG0007060	AAEL019607	ADIR003288
OG0007061	AAEL019608	ADIR011517
OG0007062	AAEL019618, AAEL025187	ADIR007001
OG0007063	AAEL019622	ADIR006484
OG0007064	AAEL019626	ADIR000877
OG0007065	AAEL019627	ADIR010814
OG0007066	AAEL019628	ADIR010532
OG0007067	AAEL019629	ADIR002258
OG0007068	AAEL019638	ADIR004906
OG0007069	AAEL019641	ADIR006797
OG0007070	AAEL019643	ADIR009616
OG0007071	AAEL019651	ADIR001758
OG0007072	AAEL019662	ADIR005005
OG0007073	AAEL019668	ADIR008839
OG0007074	AAEL019670	ADIR003846
OG0007075	AAEL019672	ADIR005298
OG0007076	AAEL019673	ADIR009123
OG0007077	AAEL019677	ADIR002163
OG0007078	AAEL019681	ADIR007741
OG0007079	AAEL019683	ADIR008260
OG0007080	AAEL019685	ADIR008877
OG0007081	AAEL019690	ADIR004048
OG0007082	AAEL019693	ADIR000510
OG0007083	AAEL019696	ADIR008430
OG0007084	AAEL019697	ADIR009641
OG0007085	AAEL019700	ADIR006734
OG0007086	AAEL019703	ADIR000417
OG0007087	AAEL019708	ADIR011166
OG0007088	AAEL019709	ADIR003623
OG0007089	AAEL019711	ADIR006205
OG0007090	AAEL019713	ADIR010767
OG0007091	AAEL019720	ADIR007913, ADIR007914
OG0007092	AAEL019728	ADIR002034
OG0007093	AAEL019731	ADIR016151
OG0007094	AAEL019739	ADIR004074
OG0007095	AAEL019740	ADIR003609
OG0007096	AAEL019742	ADIR006977
OG0007097	AAEL019744	ADIR004720
OG0007098	AAEL019745	ADIR008730
OG0007099	AAEL019746	ADIR008757
OG0007100	AAEL019747	ADIR001299
OG0007101	AAEL019748	ADIR004026
OG0007102	AAEL019752	ADIR006624
OG0007103	AAEL019753	ADIR011444
OG0007104	AAEL019755	ADIR008986
OG0007105	AAEL019764	ADIR011542
OG0007106	AAEL019769	ADIR004580
OG0007107	AAEL019770	ADIR000505
OG0007108	AAEL019772	ADIR005183
OG0007109	AAEL019774	ADIR002135
OG0007110	AAEL019776	ADIR007511
OG0007111	AAEL019780	ADIR008841
OG0007112	AAEL019782	ADIR009411
OG0007113	AAEL019783	ADIR008515
OG0007114	AAEL019785	ADIR006250
OG0007115	AAEL019787	ADIR001008
OG0007116	AAEL019788	ADIR009215
OG0007117	AAEL019793	ADIR011447
OG0007118	AAEL019794	ADIR009176
OG0007119	AAEL019800	ADIR006175
OG0007120	AAEL019802	ADIR004378
OG0007121	AAEL019804	ADIR008944
OG0007122	AAEL019805	ADIR008947
OG0007123	AAEL019807	ADIR010066
OG0007124	AAEL019818	ADIR010884
OG0007125	AAEL019819	ADIR009368
OG0007126	AAEL019826	ADIR004877
OG0007127	AAEL019827	ADIR000743
OG0007128	AAEL019832	ADIR005242
OG0007129	AAEL019838	ADIR009990
OG0007130	AAEL019841	ADIR010515
OG0007131	AAEL019854	ADIR009432
OG0007132	AAEL019859	ADIR011078
OG0007133	AAEL019860	ADIR003332
OG0007134	AAEL019864	ADIR004134
OG0007135	AAEL019865	ADIR008762
OG0007136	AAEL019869	ADIR016160
OG0007137	AAEL019880	ADIR006469
OG0007138	AAEL019885	ADIR007229
OG0007139	AAEL019887	ADIR009507
OG0007140	AAEL019895	ADIR006954
OG0007141	AAEL019896	ADIR007283
OG0007142	AAEL019898	ADIR011591
OG0007143	AAEL019904	ADIR004891
OG0007144	AAEL019905	ADIR002726
OG0007145	AAEL019916	ADIR004021
OG0007146	AAEL019917	ADIR002864
OG0007147	AAEL019918	ADIR003890
OG0007148	AAEL019921	ADIR006707
OG0007149	AAEL019922	ADIR010795
OG0007150	AAEL019927	ADIR005848
OG0007151	AAEL019932	ADIR005776
OG0007152	AAEL019936	ADIR016214, ADIR016213
OG0007153	AAEL019950	ADIR004884
OG0007154	AAEL019952	ADIR004946
OG0007155	AAEL019960	ADIR010094
OG0007156	AAEL019965	ADIR000078
OG0007157	AAEL019966	ADIR004832
OG0007158	AAEL019970	ADIR010043
OG0007159	AAEL019977	ADIR008585
OG0007160	AAEL019982	ADIR005604
OG0007161	AAEL019983	ADIR016109
OG0007162	AAEL019986	ADIR008871
OG0007163	AAEL019988	ADIR001668
OG0007164	AAEL019992	ADIR004434
OG0007165	AAEL020002	ADIR008290
OG0007166	AAEL020018	ADIR007328
OG0007167	AAEL020021	ADIR007352
OG0007168	AAEL020057	ADIR009229
OG0007169	AAEL020071	ADIR003655
OG0007170	AAEL020073	ADIR003679
OG0007171	AAEL020083	ADIR002230
OG0007172	AAEL020092	ADIR000149
OG0007173	AAEL020093	ADIR016095
OG0007174	AAEL020100, AAEL020508	ADIR001259
OG0007175	AAEL020110	ADIR006861
OG0007176	AAEL020113	ADIR001844
OG0007177	AAEL020123	ADIR015769
OG0007178	AAEL020132	ADIR002212
OG0007179	AAEL020162	ADIR011697
OG0007180	AAEL020186	ADIR005097
OG0007181	AAEL020203	ADIR001058
OG0007182	AAEL020217	ADIR009483
OG0007183	AAEL020233	ADIR009248
OG0007184	AAEL020238	ADIR002201
OG0007185	AAEL020256	ADIR010736
OG0007186	AAEL020261	ADIR008076
OG0007187	AAEL020264	ADIR000900
OG0007188	AAEL020307	ADIR000690
OG0007189	AAEL020311	ADIR003789
OG0007190	AAEL020313	ADIR010473
OG0007191	AAEL020340	ADIR008449
OG0007192	AAEL020341	ADIR015911
OG0007193	AAEL020347	ADIR003273
OG0007194	AAEL020363	ADIR008372
OG0007195	AAEL020368	ADIR003462
OG0007196	AAEL020382	ADIR007562
OG0007197	AAEL020387	ADIR006712
OG0007198	AAEL020390	ADIR015690
OG0007199	AAEL020432	ADIR007585
OG0007200	AAEL020441	ADIR010751
OG0007201	AAEL020456	ADIR004282
OG0007202	AAEL020457	ADIR005986
OG0007203	AAEL020459	ADIR005346
OG0007204	AAEL020466, AAEL024975	ADIR007221
OG0007205	AAEL020467	ADIR001502
OG0007206	AAEL020476	ADIR003298
OG0007207	AAEL020482	ADIR001166
OG0007208	AAEL020484	ADIR004758
OG0007209	AAEL020485	ADIR003278
OG0007210	AAEL020486	ADIR011289
OG0007211	AAEL020488	ADIR001652
OG0007212	AAEL020489	ADIR008613
OG0007213	AAEL020502	ADIR002575
OG0007214	AAEL020528	ADIR007950
OG0007215	AAEL020530	ADIR008739
OG0007216	AAEL020542	ADIR011649
OG0007217	AAEL024281	ADIR008332
OG0007218	AAEL020573	ADIR005886
OG0007219	AAEL020583	ADIR004679
OG0007220	AAEL020590, AAEL028182	ADIR006495
OG0007221	AAEL020592	ADIR003146
OG0007222	AAEL020597	ADIR003562
OG0007223	AAEL020615	ADIR011324
OG0007224	AAEL020617	ADIR001146
OG0007225	AAEL020631	ADIR005542
OG0007226	AAEL020636	ADIR003850
OG0007227	AAEL020638	ADIR005957
OG0007228	AAEL020642	ADIR004231
OG0007229	AAEL020646	ADIR007211
OG0007230	AAEL020654	ADIR009850
OG0007231	AAEL020696	ADIR003897
OG0007232	AAEL020709	ADIR011652
OG0007233	AAEL020747	ADIR011111
OG0007234	AAEL020761	ADIR010874
OG0007235	AAEL020769	ADIR006286
OG0007236	AAEL020822	ADIR001117
OG0007237	AAEL020827, AAEL022320	ADIR007038
OG0007238	AAEL020848	ADIR008526
OG0007239	AAEL020878	ADIR007489
OG0007240	AAEL024572, AAEL020884	ADIR007933
OG0007241	AAEL020903	ADIR003874
OG0007242	AAEL020915	ADIR007790
OG0007243	AAEL020929	ADIR007230
OG0007244	AAEL020936	ADIR006991
OG0007245	AAEL020950	ADIR001439
OG0007246	AAEL025695, AAEL020969	ADIR008705
OG0007247	AAEL021008	ADIR009326
OG0007248	AAEL021015	ADIR001232
OG0007249	AAEL021022	ADIR003955
OG0007250	AAEL021024	ADIR001448
OG0007251	AAEL021061	ADIR011657
OG0007252	AAEL021073	ADIR009904
OG0007253	AAEL021090, AAEL021135	ADIR008443
OG0007254	AAEL021092	ADIR009833
OG0007255	AAEL021093	ADIR007821
OG0007256	AAEL021097	ADIR011274
OG0007257	AAEL021138	ADIR010428
OG0007258	AAEL021145	ADIR000595
OG0007259	AAEL021151	ADIR003450
OG0007260	AAEL021171	ADIR003695
OG0007261	AAEL021176	ADIR005547
OG0007262	AAEL026039, AAEL021196	ADIR007750
OG0007263	AAEL021200	ADIR011651
OG0007264	AAEL021240	ADIR008962
OG0007265	AAEL021256	ADIR002757
OG0007266	AAEL021258, AAEL026944	ADIR002408
OG0007267	AAEL021261	ADIR000016
OG0007268	AAEL021263	ADIR005231
OG0007269	AAEL021278	ADIR000501
OG0007270	AAEL021284	ADIR003191
OG0007271	AAEL021291	ADIR001906
OG0007272	AAEL021301	ADIR002210
OG0007273	AAEL021307	ADIR009423
OG0007274	AAEL021323	ADIR003801
OG0007275	AAEL021333	ADIR002684
OG0007276	AAEL021353	ADIR002203
OG0007277	AAEL021367	ADIR004626
OG0007278	AAEL021394	ADIR007209
OG0007279	AAEL021395	ADIR001373
OG0007280	AAEL021410	ADIR005103
OG0007281	AAEL021417	ADIR008704
OG0007282	AAEL021418	ADIR008255
OG0007283	AAEL021429	ADIR011262
OG0007284	AAEL021432	ADIR001386
OG0007285	AAEL021449	ADIR002921
OG0007286	AAEL021473	ADIR015898
OG0007287	AAEL021479	ADIR000804
OG0007288	AAEL021491	ADIR001042
OG0007290	AAEL021520	ADIR005548
OG0007291	AAEL021532	ADIR001646
OG0007292	AAEL021533	ADIR009011
OG0007293	AAEL021555	ADIR003485
OG0007294	AAEL021556	ADIR011642
OG0007295	AAEL021570	ADIR000791
OG0007296	AAEL021581	ADIR000185
OG0007297	AAEL021595	ADIR007803
OG0007298	AAEL021605	ADIR002065
OG0007299	AAEL021611	ADIR008573
OG0007300	AAEL021618	ADIR000921
OG0007301	AAEL021621, AAEL024175	ADIR008037
OG0007302	AAEL021641	ADIR015718
OG0007303	AAEL021659	ADIR010739
OG0007304	AAEL021679	ADIR006087
OG0007305	AAEL021698	ADIR000863
OG0007306	AAEL021708	ADIR002895
OG0007307	AAEL021728	ADIR000786
OG0007308	AAEL021732	ADIR000252
OG0007309	AAEL021733	ADIR007894
OG0007310	AAEL021741	ADIR006843
OG0007311	AAEL021746	ADIR008519
OG0007312	AAEL021756	ADIR007800
OG0007313	AAEL021789	ADIR007714
OG0007314	AAEL021793	ADIR000267
OG0007315	AAEL021828	ADIR005902
OG0007316	AAEL021868	ADIR014869
OG0007317	AAEL021877	ADIR010506
OG0007318	AAEL021904	ADIR005754
OG0007319	AAEL021953	ADIR000811
OG0007320	AAEL021982	ADIR011515
OG0007321	AAEL021986	ADIR001603
OG0007322	AAEL022001	ADIR006696
OG0007323	AAEL022008	ADIR003442
OG0007325	AAEL022068	ADIR001645
OG0007326	AAEL022076	ADIR010284
OG0007327	AAEL022080	ADIR001087
OG0007328	AAEL022082	ADIR010138
OG0007329	AAEL022091	ADIR005909
OG0007330	AAEL022098	ADIR011058
OG0007331	AAEL022104	ADIR010680
OG0007332	AAEL022105	ADIR005851
OG0007333	AAEL022126	ADIR011210
OG0007334	AAEL022129	ADIR002176
OG0007335	AAEL022149	ADIR009797
OG0007336	AAEL022154	ADIR003857
OG0007337	AAEL022162	ADIR005119
OG0007338	AAEL022163	ADIR010939
OG0007339	AAEL022168	ADIR000113
OG0007340	AAEL022174	ADIR005883
OG0007341	AAEL022179	ADIR009076
OG0007342	AAEL022180	ADIR007479
OG0007343	AAEL022189, AAEL022613	ADIR015814
OG0007344	AAEL022229	ADIR010170
OG0007345	AAEL022232	ADIR002886
OG0007346	AAEL022268	ADIR001444
OG0007347	AAEL022277, AAEL024576	ADIR009799
OG0007348	AAEL022286	ADIR007939
OG0007350	AAEL022309	ADIR010901
OG0007351	AAEL022328	ADIR006753
OG0007352	AAEL022363	ADIR006745
OG0007353	AAEL022373	ADIR009756
OG0007354	AAEL022385	ADIR007737
OG0007355	AAEL022397	ADIR001103
OG0007356	AAEL022398, AAEL024450	ADIR009647
OG0007357	AAEL022402	ADIR011093
OG0007358	AAEL022413	ADIR006709
OG0007359	AAEL022443	ADIR001261
OG0007360	AAEL022452	ADIR000310
OG0007361	AAEL022460	ADIR004672
OG0007362	AAEL022465	ADIR007810
OG0007364	AAEL022490	ADIR010187
OG0007365	AAEL022496	ADIR007164
OG0007366	AAEL022497	ADIR007774
OG0007367	AAEL022535	ADIR008309
OG0007368	AAEL022538	ADIR000893
OG0007369	AAEL022540	ADIR010265
OG0007370	AAEL022593	ADIR007538
OG0007371	AAEL022595	ADIR005843
OG0007372	AAEL022609	ADIR004270
OG0007373	AAEL022615	ADIR001485
OG0007374	AAEL022631	ADIR001074
OG0007375	AAEL022661	ADIR008811
OG0007376	AAEL022680	ADIR001252
OG0007377	AAEL022687	ADIR002856
OG0007378	AAEL022689	ADIR007331
OG0007379	AAEL022693	ADIR010458
OG0007380	AAEL022698	ADIR007993
OG0007381	AAEL022725	ADIR009223
OG0007382	AAEL022729	ADIR003579
OG0007383	AAEL022735	ADIR011664
OG0007384	AAEL022746	ADIR005812
OG0007385	AAEL022793	ADIR006010
OG0007386	AAEL022806	ADIR004610
OG0007387	AAEL022812	ADIR011560
OG0007388	AAEL022819	ADIR003104
OG0007389	AAEL022844	ADIR004986
OG0007390	AAEL022845	ADIR004316
OG0007391	AAEL022867	ADIR016143
OG0007393	AAEL022872	ADIR002564
OG0007394	AAEL022873	ADIR002937
OG0007395	AAEL022882	ADIR000232
OG0007396	AAEL022891	ADIR006950
OG0007397	AAEL022930	ADIR001123
OG0007398	AAEL022941	ADIR007712
OG0007399	AAEL022945	ADIR015771
OG0007400	AAEL022948	ADIR005571
OG0007401	AAEL022990	ADIR003694
OG0007402	AAEL023007	ADIR007344
OG0007403	AAEL023037	ADIR009222
OG0007404	AAEL023046	ADIR003071
OG0007405	AAEL023060	ADIR007195
OG0007406	AAEL023069	ADIR008247
OG0007407	AAEL023076	ADIR016199
OG0007408	AAEL023096	ADIR002209
OG0007409	AAEL023098	ADIR009153
OG0007410	AAEL023104	ADIR006541
OG0007411	AAEL023165	ADIR000678
OG0007412	AAEL023169	ADIR010629
OG0007413	AAEL023182	ADIR002925
OG0007414	AAEL023188	ADIR007128
OG0007415	AAEL023217	ADIR008733
OG0007416	AAEL023229	ADIR006429
OG0007417	AAEL023253	ADIR005991
OG0007418	AAEL023270, AAEL026459	ADIR007982
OG0007419	AAEL023323	ADIR005444
OG0007420	AAEL023329	ADIR004216
OG0007421	AAEL023332	ADIR000156
OG0007422	AAEL023335	ADIR010693
OG0007423	AAEL023348	ADIR016156
OG0007424	AAEL023365	ADIR011644
OG0007425	AAEL023379	ADIR011663
OG0007426	AAEL023382	ADIR000112
