Orthogroup	AaegyptiLVP_AGWG	AfunestusAfunGA1
OG0007275	AAEL021333	AFUN2_000630
OG0007276	AAEL021353	AFUN2_006265
OG0007277	AAEL021367	AFUN2_001745
OG0007278	AAEL021394	AFUN2_001403
OG0007279	AAEL021395	AFUN2_001931
OG0007280	AAEL021410	AFUN2_004542
OG0007281	AAEL021417	AFUN2_011240
OG0007282	AAEL021418	AFUN2_001162
OG0007283	AAEL021429	AFUN2_006613
OG0007284	AAEL021432	AFUN2_008685
OG0007285	AAEL021449	AFUN2_006028
OG0007286	AAEL021473	AFUN2_012350
OG0007287	AAEL021479	AFUN2_006724
OG0007288	AAEL021491	AFUN2_009397
OG0007290	AAEL021520	AFUN2_010188
OG0007291	AAEL021532	AFUN2_012271
OG0007292	AAEL021533	AFUN2_001315
OG0007293	AAEL021555	AFUN2_006829
OG0007294	AAEL021556	AFUN2_013970
OG0007295	AAEL021570	AFUN2_008225
OG0007296	AAEL021581	AFUN2_003257
OG0007297	AAEL021595	AFUN2_010821
OG0007298	AAEL021605	AFUN2_007444
OG0007299	AAEL021611	AFUN2_006332
OG0007300	AAEL021618	AFUN2_001006
OG0007301	AAEL021621, AAEL024175	AFUN2_012905
OG0007302	AAEL021641	AFUN2_002940
OG0007303	AAEL021659	AFUN2_007638
OG0007304	AAEL021679	AFUN2_002718
OG0007305	AAEL021698	AFUN2_007736
OG0007306	AAEL021708	AFUN2_013692
OG0007307	AAEL021728	AFUN2_008032
OG0007308	AAEL021732	AFUN2_007548
OG0007309	AAEL021733	AFUN2_007767
OG0007310	AAEL021741	AFUN2_011327
OG0007311	AAEL021746	AFUN2_001250
OG0007312	AAEL021756	AFUN2_008643
OG0007313	AAEL021789	AFUN2_003271
OG0007314	AAEL021793	AFUN2_003765
OG0007315	AAEL021828	AFUN2_001136
OG0007316	AAEL021868	AFUN2_009808
OG0007317	AAEL021877	AFUN2_013701
OG0007318	AAEL021904	AFUN2_008196
OG0007319	AAEL021953	AFUN2_005287
OG0007320	AAEL021982	AFUN2_010586
OG0007321	AAEL021986	AFUN2_014497
OG0007322	AAEL022001	AFUN2_003994
OG0007323	AAEL022008	AFUN2_005893
OG0007325	AAEL022068	AFUN2_010606
OG0007326	AAEL022076	AFUN2_008474
OG0007327	AAEL022080	AFUN2_008174
OG0007328	AAEL022082	AFUN2_001690
OG0007329	AAEL022091	AFUN2_012880
OG0007330	AAEL022098	AFUN2_009595
OG0007331	AAEL022104	AFUN2_013505
OG0007332	AAEL022105	AFUN2_006085
OG0007333	AAEL022126	AFUN2_010487
OG0007334	AAEL022129	AFUN2_001998
OG0007335	AAEL022149	AFUN2_005278
OG0007336	AAEL022154	AFUN2_003228
OG0007337	AAEL022162	AFUN2_013247
OG0007338	AAEL022163	AFUN2_002070
OG0007339	AAEL022168	AFUN2_006979
OG0007340	AAEL022174	AFUN2_011947
OG0007341	AAEL022179	AFUN2_005083
OG0007342	AAEL022180	AFUN2_013510
OG0007343	AAEL022189, AAEL022613	AFUN2_003402
OG0007344	AAEL022229	AFUN2_008442
OG0007345	AAEL022232	AFUN2_013250
OG0007346	AAEL022268	AFUN2_006051
OG0007347	AAEL022277, AAEL024576	AFUN2_009031
OG0007348	AAEL022286	AFUN2_014716
OG0007349	AAEL023176, AAEL022304	AFUN2_003814
OG0007350	AAEL022309	AFUN2_003828
OG0007351	AAEL022328	AFUN2_008352
OG0007352	AAEL022363	AFUN2_014220
OG0007353	AAEL022373	AFUN2_003327
OG0007354	AAEL022385	AFUN2_003344
OG0007355	AAEL022397	AFUN2_003294
OG0007356	AAEL022398, AAEL024450	AFUN2_012846
OG0007357	AAEL022402	AFUN2_014098
OG0007358	AAEL022413	AFUN2_010446
OG0007359	AAEL022443	AFUN2_006833
OG0007360	AAEL022452	AFUN2_003158
OG0007361	AAEL022460	AFUN2_013543
OG0007362	AAEL022465	AFUN2_009986
OG0007363	AAEL022478	AFUN2_014389
OG0007364	AAEL022490	AFUN2_012531
OG0007365	AAEL022496	AFUN2_011705
OG0007366	AAEL022497	AFUN2_008428
OG0007367	AAEL022535	AFUN2_005453
OG0007368	AAEL022538	AFUN2_002973
OG0007369	AAEL022540	AFUN2_014592
OG0007370	AAEL022593	AFUN2_008248
OG0007371	AAEL022595	AFUN2_001480
OG0007372	AAEL022609	AFUN2_002977
OG0007373	AAEL022615	AFUN2_006329
OG0007374	AAEL022631	AFUN2_004733
OG0007375	AAEL022661	AFUN2_013938
OG0007376	AAEL022680	AFUN2_009646
OG0007377	AAEL022687	AFUN2_003311
OG0007378	AAEL022689	AFUN2_010743
OG0007379	AAEL022693	AFUN2_012304
OG0007380	AAEL022698	AFUN2_006472
OG0007381	AAEL022725	AFUN2_011974
OG0007382	AAEL022729	AFUN2_010983
OG0007383	AAEL022735	AFUN2_012222
OG0007384	AAEL022746	AFUN2_006591
OG0007385	AAEL022793	AFUN2_011741
OG0007386	AAEL022806	AFUN2_008100
OG0007387	AAEL022812	AFUN2_007364
OG0007388	AAEL022819	AFUN2_010266
OG0007389	AAEL022844	AFUN2_009756
OG0007390	AAEL022845	AFUN2_000989
OG0007391	AAEL022867	AFUN2_000874
OG0007393	AAEL022872	AFUN2_005042
OG0007394	AAEL022873	AFUN2_011894
OG0007395	AAEL022882	AFUN2_010384
OG0007396	AAEL022891	AFUN2_004282
OG0007397	AAEL022930	AFUN2_007322
OG0007398	AAEL022941	AFUN2_014335
OG0007399	AAEL022945	AFUN2_009225
OG0007400	AAEL022948	AFUN2_001789
OG0007401	AAEL022990	AFUN2_010639
OG0007402	AAEL023007	AFUN2_011928
OG0007403	AAEL023037	AFUN2_008084
OG0007404	AAEL023046	AFUN2_010108
OG0007405	AAEL023060	AFUN2_007651
OG0007406	AAEL023069	AFUN2_008498
OG0007407	AAEL023076	AFUN2_011671
OG0007408	AAEL023096	AFUN2_014606
OG0007409	AAEL023098	AFUN2_010534
OG0007410	AAEL023104	AFUN2_002801
OG0007411	AAEL023165	AFUN2_003710
OG0007412	AAEL023169	AFUN2_002451
OG0007413	AAEL023182	AFUN2_001613
OG0007414	AAEL023188	AFUN2_009423
OG0007415	AAEL023217	AFUN2_005061
OG0007416	AAEL023229	AFUN2_010414
OG0007417	AAEL023253	AFUN2_005457
OG0007418	AAEL023270, AAEL026459	AFUN2_014409
OG0007419	AAEL023323	AFUN2_012379
OG0007420	AAEL023329	AFUN2_013848
OG0007421	AAEL023332	AFUN2_014380
OG0007422	AAEL023335	AFUN2_002630
OG0007423	AAEL023348	AFUN2_004732
OG0007424	AAEL023365	AFUN2_007558
OG0007425	AAEL023379	AFUN2_009372
OG0007426	AAEL023382	AFUN2_010986
OG0007427	AAEL023413	AFUN2_005055
OG0007428	AAEL023441	AFUN2_010589
OG0007429	AAEL023444	AFUN2_000408
OG0007430	AAEL023481	AFUN2_009378
OG0007431	AAEL023482	AFUN2_001272
OG0007432	AAEL023491	AFUN2_005729
OG0007433	AAEL023493, AAEL025935	AFUN2_008467
OG0007434	AAEL023494	AFUN2_012072
OG0007435	AAEL023495	AFUN2_013998
OG0007436	AAEL023508	AFUN2_011037
OG0007437	AAEL023517	AFUN2_009554
OG0007438	AAEL023521	AFUN2_010288
OG0007439	AAEL023524	AFUN2_013416
OG0007440	AAEL023581	AFUN2_013127
OG0007441	AAEL023585	AFUN2_002161
OG0007442	AAEL023586	AFUN2_006676
OG0007443	AAEL023600	AFUN2_013877
OG0007444	AAEL023603	AFUN2_002765
OG0007445	AAEL023629	AFUN2_006697
OG0007446	AAEL023657	AFUN2_011667
OG0007447	AAEL023675	AFUN2_002129
OG0007448	AAEL023676	AFUN2_004941
OG0007449	AAEL023679	AFUN2_013687
OG0007450	AAEL023684	AFUN2_001845
OG0007451	AAEL023701	AFUN2_012204
OG0007452	AAEL023730	AFUN2_003099
OG0007453	AAEL023732	AFUN2_007752
OG0007454	AAEL023746	AFUN2_009038
OG0007455	AAEL023768	AFUN2_000516
OG0007456	AAEL023802	AFUN2_014178
OG0007457	AAEL023825	AFUN2_013463
OG0007458	AAEL023846	AFUN2_009973
OG0007459	AAEL023850	AFUN2_010997
OG0007460	AAEL023877	AFUN2_003973
OG0007461	AAEL023890	AFUN2_006467
OG0007462	AAEL023895	AFUN2_004788
OG0007463	AAEL023900	AFUN2_011022
OG0007464	AAEL023902	AFUN2_007678
OG0007465	AAEL023929	AFUN2_002553
OG0007466	AAEL023948	AFUN2_010368
OG0007468	AAEL023981	AFUN2_007577
OG0007469	AAEL023985	AFUN2_003692
OG0007470	AAEL024003	AFUN2_007756
OG0007471	AAEL024010	AFUN2_001695
OG0007472	AAEL024053	AFUN2_005330
OG0007473	AAEL024113	AFUN2_009857
OG0007474	AAEL024136	AFUN2_009462
OG0007475	AAEL024147	AFUN2_001458
OG0007476	AAEL024153	AFUN2_005344
OG0007477	AAEL024160	AFUN2_011637
OG0007478	AAEL024179	AFUN2_001499
OG0007479	AAEL024186	AFUN2_004744
OG0007480	AAEL024195	AFUN2_008848
OG0007481	AAEL024210	AFUN2_004391
OG0007482	AAEL024228	AFUN2_001619
OG0007483	AAEL024235	AFUN2_007175
OG0007484	AAEL024264	AFUN2_009229
OG0007485	AAEL024291	AFUN2_004767
OG0007486	AAEL024296, AAEL026885	AFUN2_003282
OG0007487	AAEL024326	AFUN2_007729
OG0007488	AAEL024330	AFUN2_006238
OG0007489	AAEL024359	AFUN2_006323
OG0007490	AAEL024396	AFUN2_005566
OG0007491	AAEL024411	AFUN2_012788
OG0007492	AAEL024412	AFUN2_007040
OG0007493	AAEL024429	AFUN2_002701
OG0007494	AAEL024430	AFUN2_007591
OG0007495	AAEL024447, AAEL028006	AFUN2_006263
OG0007496	AAEL024454	AFUN2_013454
OG0007497	AAEL024479	AFUN2_001903
OG0007498	AAEL024490	AFUN2_012842
OG0007499	AAEL024500	AFUN2_010006
OG0007500	AAEL024508	AFUN2_007845
OG0007501	AAEL024519	AFUN2_002185
OG0007502	AAEL024524	AFUN2_009078
OG0007503	AAEL024535	AFUN2_011020
OG0007504	AAEL024563	AFUN2_005374
OG0007505	AAEL024566	AFUN2_011711
OG0007506	AAEL024568	AFUN2_001443
OG0007507	AAEL024583	AFUN2_007795
OG0007508	AAEL024593	AFUN2_011315
OG0007509	AAEL024602	AFUN2_004296
OG0007510	AAEL024653	AFUN2_009645
OG0007511	AAEL024655	AFUN2_006392
OG0007512	AAEL024675	AFUN2_014547
OG0007513	AAEL024700	AFUN2_003534
OG0007514	AAEL024709	AFUN2_011662
OG0007515	AAEL024720	AFUN2_010505
OG0007516	AAEL024732	AFUN2_000975
OG0007517	AAEL024741	AFUN2_005686
OG0007518	AAEL024756	AFUN2_007129
OG0007519	AAEL024814	AFUN2_002360
OG0007520	AAEL024841	AFUN2_002715
OG0007521	AAEL024842, AAEL027739	AFUN2_008847
OG0007522	AAEL024847	AFUN2_012025
OG0007523	AAEL024849	AFUN2_001367
OG0007524	AAEL024852	AFUN2_011133
OG0007525	AAEL024853	AFUN2_005054
OG0007526	AAEL024884	AFUN2_001625
OG0007527	AAEL024913	AFUN2_012171
OG0007528	AAEL024921	AFUN2_004991
OG0007529	AAEL024930	AFUN2_001111
OG0007530	AAEL024936	AFUN2_009994
OG0007531	AAEL024953	AFUN2_001510
OG0007532	AAEL024958	AFUN2_006344
OG0007533	AAEL024973	AFUN2_009456
OG0007534	AAEL024980	AFUN2_014760
OG0007536	AAEL025001	AFUN2_004151
OG0007537	AAEL025004	AFUN2_001560
OG0007538	AAEL025006	AFUN2_006394
OG0007539	AAEL025030	AFUN2_000933
OG0007540	AAEL025042	AFUN2_012036
OG0007541	AAEL025051	AFUN2_004529
OG0007542	AAEL025053	AFUN2_010036
OG0007543	AAEL025065	AFUN2_012468
OG0007544	AAEL025078	AFUN2_005385
OG0007545	AAEL025080	AFUN2_012528
OG0007546	AAEL025091	AFUN2_001089
OG0007547	AAEL025122	AFUN2_010437
OG0007548	AAEL025134	AFUN2_010016
OG0007549	AAEL025150	AFUN2_010477
OG0007550	AAEL025155	AFUN2_001710
OG0007551	AAEL025171	AFUN2_014029
OG0007552	AAEL025190	AFUN2_012056
OG0007553	AAEL025199	AFUN2_001870
OG0007554	AAEL025202	AFUN2_013989
OG0007555	AAEL025216	AFUN2_009322
OG0007556	AAEL025223	AFUN2_009649
OG0007557	AAEL025228	AFUN2_005366
OG0007558	AAEL025229	AFUN2_006325
OG0007559	AAEL025246	AFUN2_003611
OG0007560	AAEL025249	AFUN2_006137
OG0007561	AAEL025258	AFUN2_001806
OG0007562	AAEL025268	AFUN2_001647
OG0007563	AAEL025309	AFUN2_006000
OG0007564	AAEL025321	AFUN2_005121
OG0007565	AAEL025390	AFUN2_000639
OG0007566	AAEL025404	AFUN2_001753
OG0007567	AAEL025416	AFUN2_010428
OG0007568	AAEL025431	AFUN2_004236
OG0007569	AAEL025437	AFUN2_010727
OG0007570	AAEL025455	AFUN2_008563
OG0007571	AAEL025471	AFUN2_011373
OG0007572	AAEL025502	AFUN2_009067
OG0007573	AAEL025509	AFUN2_003964
OG0007574	AAEL025514	AFUN2_005898
OG0007575	AAEL025517	AFUN2_003595
OG0007576	AAEL025520	AFUN2_008009
OG0007577	AAEL025532	AFUN2_009153
OG0007578	AAEL025533	AFUN2_007237
OG0007579	AAEL025569	AFUN2_010597
OG0007580	AAEL025570	AFUN2_009165
OG0007581	AAEL025591	AFUN2_007706
OG0007582	AAEL025597	AFUN2_000831
OG0007583	AAEL025600	AFUN2_004044
OG0007584	AAEL025631	AFUN2_011809
OG0007585	AAEL025635	AFUN2_001461
OG0007586	AAEL025645	AFUN2_004896
OG0007587	AAEL025652	AFUN2_005108
OG0007588	AAEL025656	AFUN2_001244
OG0007589	AAEL025658	AFUN2_014169
OG0007590	AAEL025664	AFUN2_000815
OG0007591	AAEL025694	AFUN2_006555
OG0007592	AAEL025697	AFUN2_005345
OG0007593	AAEL025704	AFUN2_013288
OG0007594	AAEL025717	AFUN2_014720
OG0007595	AAEL025736	AFUN2_011439
OG0007596	AAEL026632, AAEL025740	AFUN2_004574
OG0007597	AAEL025769	AFUN2_005537
OG0007598	AAEL025801	AFUN2_003914
OG0007599	AAEL025806	AFUN2_012334
OG0007600	AAEL025808	AFUN2_013085
OG0007601	AAEL025822	AFUN2_011187
OG0007602	AAEL025836	AFUN2_001327
OG0007603	AAEL025859	AFUN2_008229
OG0007604	AAEL025882	AFUN2_003357
OG0007605	AAEL025888	AFUN2_012806
OG0007606	AAEL025908	AFUN2_009318
OG0007607	AAEL025915	AFUN2_011548
OG0007608	AAEL025922	AFUN2_006779
OG0007609	AAEL028234, AAEL025938	AFUN2_001912
OG0007610	AAEL025966	AFUN2_006032
OG0007611	AAEL025969	AFUN2_002052
OG0007612	AAEL025976	AFUN2_013480
OG0007613	AAEL025983	AFUN2_013579
OG0007614	AAEL026010	AFUN2_012152
OG0007615	AAEL026018	AFUN2_000839
OG0007616	AAEL026040	AFUN2_010696
OG0007617	AAEL026043	AFUN2_012959
OG0007618	AAEL026044	AFUN2_010452
OG0007619	AAEL026055	AFUN2_001134
OG0007620	AAEL026069	AFUN2_010268
OG0007621	AAEL026075	AFUN2_014148
OG0007622	AAEL026095	AFUN2_000801
OG0007623	AAEL026104	AFUN2_011035
OG0007624	AAEL026118	AFUN2_003371
OG0007625	AAEL026214	AFUN2_004554
OG0007626	AAEL026218	AFUN2_008159
OG0007627	AAEL026229	AFUN2_008694
OG0007628	AAEL026231	AFUN2_010812
OG0007629	AAEL026233	AFUN2_013177
OG0007630	AAEL026269	AFUN2_000481
OG0007631	AAEL026274	AFUN2_010026
OG0007632	AAEL026276	AFUN2_000472
OG0007633	AAEL026338	AFUN2_007670
OG0007634	AAEL026354	AFUN2_013633
OG0007635	AAEL026357	AFUN2_005141
OG0007636	AAEL026364	AFUN2_004227
OG0007637	AAEL026410	AFUN2_012978
OG0007638	AAEL026439	AFUN2_004238
OG0007639	AAEL026440	AFUN2_003606
OG0007640	AAEL026443	AFUN2_007087
OG0007641	AAEL026470	AFUN2_004485
OG0007642	AAEL026474	AFUN2_001801
OG0007643	AAEL026486	AFUN2_007245
OG0007644	AAEL026487	AFUN2_003380
OG0007645	AAEL026488	AFUN2_007881
OG0007646	AAEL026497	AFUN2_012911
OG0007647	AAEL026545, AAEL026766	AFUN2_007895
OG0007648	AAEL026560	AFUN2_008325
OG0007649	AAEL026571	AFUN2_000650
OG0007650	AAEL026619	AFUN2_006354
OG0007651	AAEL026633	AFUN2_001633
OG0007652	AAEL026651	AFUN2_012143
OG0007653	AAEL026664	AFUN2_014032
OG0007654	AAEL026700	AFUN2_008578
OG0007655	AAEL026714	AFUN2_006912
OG0007656	AAEL026750	AFUN2_013129
OG0007657	AAEL026791	AFUN2_007247
OG0007658	AAEL026811	AFUN2_007880
OG0007659	AAEL026824	AFUN2_001732
OG0007660	AAEL026826	AFUN2_004417
OG0007661	AAEL026828	AFUN2_013253
OG0007662	AAEL026835	AFUN2_006770
OG0007663	AAEL026837	AFUN2_002659
OG0007664	AAEL026843	AFUN2_009813
OG0007665	AAEL026845	AFUN2_012781
OG0007666	AAEL026852	AFUN2_010393
OG0007667	AAEL026867	AFUN2_011405
OG0007668	AAEL026920	AFUN2_011189
OG0007669	AAEL026922	AFUN2_013861
OG0007670	AAEL026928	AFUN2_008227
OG0007671	AAEL026962	AFUN2_005724
OG0007672	AAEL026966	AFUN2_010713
OG0007674	AAEL026991, AAEL027089	AFUN2_013754
OG0007675	AAEL027007	AFUN2_005877
OG0007676	AAEL027034	AFUN2_010474
OG0007677	AAEL027054	AFUN2_002163
OG0007678	AAEL027061	AFUN2_009454
OG0007679	AAEL027066	AFUN2_010951
OG0007680	AAEL027067	AFUN2_001107
OG0007681	AAEL027069	AFUN2_014800
OG0007682	AAEL027088	AFUN2_010355
OG0007683	AAEL027092	AFUN2_001901
OG0007684	AAEL027096	AFUN2_002128
OG0007685	AAEL027103	AFUN2_013414
OG0007686	AAEL027111	AFUN2_008513
OG0007687	AAEL027134	AFUN2_013525
OG0007688	AAEL027135	AFUN2_001572
OG0007689	AAEL027150	AFUN2_009593
OG0007690	AAEL027175	AFUN2_004426
OG0007691	AAEL027190	AFUN2_001701
OG0007692	AAEL027193	AFUN2_007606
OG0007693	AAEL027204	AFUN2_010013
OG0007694	AAEL027210	AFUN2_012536
OG0007695	AAEL027232	AFUN2_008860
OG0007696	AAEL027238	AFUN2_012874
OG0007697	AAEL027240	AFUN2_007290
OG0007698	AAEL027249	AFUN2_014719
OG0007699	AAEL027261	AFUN2_005974
OG0007700	AAEL027277	AFUN2_005196
OG0007701	AAEL027287	AFUN2_012726
OG0007702	AAEL027307	AFUN2_014387
OG0007703	AAEL027317	AFUN2_001325
OG0007704	AAEL027319	AFUN2_005355
OG0007705	AAEL027322	AFUN2_014685
OG0007706	AAEL027326	AFUN2_007163
OG0007707	AAEL027340	AFUN2_004553
OG0007708	AAEL027342	AFUN2_009160
OG0007709	AAEL027354	AFUN2_009765
OG0007710	AAEL027361	AFUN2_013195
OG0007711	AAEL027380	AFUN2_012299
OG0007712	AAEL027384	AFUN2_004393
OG0007713	AAEL027393	AFUN2_006656
OG0007714	AAEL027398	AFUN2_002182
OG0007715	AAEL027424	AFUN2_009368
OG0007716	AAEL027429	AFUN2_013919
OG0007717	AAEL027436	AFUN2_001259
OG0007718	AAEL027447	AFUN2_000518
OG0007719	AAEL027465	AFUN2_013165
OG0007720	AAEL027472	AFUN2_002042
OG0007721	AAEL027479	AFUN2_006239
OG0007722	AAEL027483	AFUN2_001294
OG0007723	AAEL027494	AFUN2_000398
OG0007724	AAEL027504	AFUN2_010772
OG0007725	AAEL027518	AFUN2_011288
OG0007726	AAEL027520	AFUN2_004144
OG0007727	AAEL027533	AFUN2_001298
OG0007728	AAEL027554	AFUN2_011149
OG0007729	AAEL027594	AFUN2_004632
OG0007730	AAEL027597	AFUN2_005636
OG0007731	AAEL027614	AFUN2_003317
OG0007732	AAEL027658	AFUN2_004031
OG0007733	AAEL027666	AFUN2_013207
OG0007734	AAEL027674	AFUN2_013386
OG0007735	AAEL027688	AFUN2_012691
OG0007736	AAEL027694	AFUN2_007544
OG0007737	AAEL027722	AFUN2_013840
OG0007738	AAEL027731	AFUN2_011721
OG0007739	AAEL027732	AFUN2_007135
OG0007740	AAEL027751	AFUN2_010985
OG0007741	AAEL027771	AFUN2_009863
OG0007742	AAEL027790	AFUN2_013441
OG0007743	AAEL027821	AFUN2_004056
OG0007744	AAEL027868	AFUN2_004207
OG0007745	AAEL027879	AFUN2_001270
OG0007746	AAEL027899	AFUN2_007196
OG0007747	AAEL027907	AFUN2_008358
OG0007748	AAEL027910	AFUN2_011874
OG0007749	AAEL027912	AFUN2_005700
OG0007750	AAEL027938	AFUN2_013117
OG0007751	AAEL027940	AFUN2_014042
OG0007752	AAEL027972	AFUN2_014362
OG0007753	AAEL028013	AFUN2_012182
OG0007754	AAEL028037	AFUN2_011770
OG0007755	AAEL028043	AFUN2_001302
OG0007756	AAEL028048	AFUN2_008873
OG0007757	AAEL028056	AFUN2_013733
OG0007758	AAEL028079	AFUN2_002125
OG0007759	AAEL028104	AFUN2_003333, AFUN2_007816
OG0007760	AAEL028107	AFUN2_007259
OG0007761	AAEL028119	AFUN2_007618
OG0007762	AAEL028170	AFUN2_004097
OG0007763	AAEL028185	AFUN2_007260
OG0007764	AAEL028211	AFUN2_001470
OG0007765	AAEL028220	AFUN2_007898
OG0007766	AAEL028236	AFUN2_012886
OG0007767	AAEL028239	AFUN2_007188
OG0007768	AAEL029004	AFUN2_002964
OG0007769	AAEL029007	AFUN2_012754
OG0007770	AAEL029016	AFUN2_001138
OG0007771	AAEL029017	AFUN2_007449
OG0007772	AAEL029035	AFUN2_012723
OG0007773	AAEL029068	AFUN2_008856
OG0007774	AAEL029112	AFUN2_011111
OG0007838	AAEL000001	AFUN2_004824
OG0007839	AAEL000005	AFUN2_001249
OG0007840	AAEL000050	AFUN2_011085
OG0007841	AAEL000071	AFUN2_014514
OG0007842	AAEL000084	AFUN2_014343
OG0007843	AAEL000094	AFUN2_003724
OG0007844	AAEL000113	AFUN2_005811
OG0007845	AAEL000124	AFUN2_009012
OG0007846	AAEL000134	AFUN2_005445
OG0007847	AAEL000139	AFUN2_004854
OG0007848	AAEL000147	AFUN2_004267
OG0007849	AAEL000152	AFUN2_003965
OG0007850	AAEL000164	AFUN2_003683
OG0007851	AAEL000174	AFUN2_004797
OG0007852	AAEL000178	AFUN2_001689
OG0007853	AAEL000182	AFUN2_001708
OG0007854	AAEL000187	AFUN2_013208
OG0007855	AAEL000191	AFUN2_004320
OG0007856	AAEL000227	AFUN2_005009
OG0007857	AAEL000234	AFUN2_006160
OG0007858	AAEL000256	AFUN2_002489
OG0007859	AAEL000257	AFUN2_008840
OG0007860	AAEL000260	AFUN2_003314
OG0007861	AAEL000268	AFUN2_000875
OG0007862	AAEL000276	AFUN2_012829
OG0007863	AAEL000285	AFUN2_014521
OG0007864	AAEL000288	AFUN2_004092
OG0007865	AAEL000290	AFUN2_003190
OG0007866	AAEL000297	AFUN2_011135
OG0007867	AAEL000304	AFUN2_006062
OG0007868	AAEL000330	AFUN2_003218
OG0007869	AAEL000334	AFUN2_010958
OG0007870	AAEL000335	AFUN2_002066
OG0007871	AAEL000348	AFUN2_007925
OG0007872	AAEL000354	AFUN2_007818
OG0007873	AAEL000382	AFUN2_012854
OG0007874	AAEL000385	AFUN2_007579
OG0007875	AAEL000394	AFUN2_009138
OG0007876	AAEL000401	AFUN2_001804
OG0007877	AAEL000406	AFUN2_010340
OG0007878	AAEL000407	AFUN2_014455
OG0007879	AAEL000410	AFUN2_004637
OG0007880	AAEL000441	AFUN2_000750
OG0007881	AAEL000467	AFUN2_006989
OG0007882	AAEL000471	AFUN2_014214
OG0007883	AAEL000476	AFUN2_007353
OG0007884	AAEL000504	AFUN2_001426
OG0007885	AAEL000512	AFUN2_014674
OG0007886	AAEL000541	AFUN2_006258
OG0007887	AAEL000562	AFUN2_000577
OG0007888	AAEL000564	AFUN2_007527
OG0007889	AAEL000568	AFUN2_009276
OG0007890	AAEL000572	AFUN2_002146
OG0007891	AAEL000652	AFUN2_012293
OG0007892	AAEL000656	AFUN2_014692
OG0007893	AAEL000663	AFUN2_008214
OG0007894	AAEL000685	AFUN2_000708
OG0007895	AAEL000697	AFUN2_001038
OG0007896	AAEL000699	AFUN2_006713
OG0007897	AAEL000744	AFUN2_005688
OG0007898	AAEL000751	AFUN2_009655
OG0007899	AAEL000786	AFUN2_006800
OG0007900	AAEL000829	AFUN2_009106
OG0007901	AAEL000844	AFUN2_014261
OG0007902	AAEL000847	AFUN2_008306
OG0007903	AAEL000855	AFUN2_012831
OG0007904	AAEL000869	AFUN2_011674
OG0007905	AAEL000871	AFUN2_004080
OG0007906	AAEL000903	AFUN2_013882
OG0007907	AAEL000923	AFUN2_003651
OG0007908	AAEL000947, AAEL026893	AFUN2_001576
OG0007909	AAEL000952, AAEL022371	AFUN2_008109
OG0007910	AAEL000970	AFUN2_007414
OG0007911	AAEL000983	AFUN2_009981
OG0007912	AAEL000985	AFUN2_008897
OG0007913	AAEL001031	AFUN2_002247
OG0007914	AAEL001062	AFUN2_004977
OG0007915	AAEL001068	AFUN2_001763
OG0007916	AAEL001074	AFUN2_008205
OG0007917	AAEL001088	AFUN2_012336
OG0007918	AAEL001090	AFUN2_007157
OG0007919	AAEL001094	AFUN2_006186
OG0007920	AAEL001106	AFUN2_008590
OG0007921	AAEL001116	AFUN2_001358
OG0007922	AAEL001124	AFUN2_004924
OG0007923	AAEL001132	AFUN2_012398
OG0007924	AAEL001156	AFUN2_001474
OG0007925	AAEL001159	AFUN2_013866
OG0007926	AAEL001173	AFUN2_007253
OG0007927	AAEL001175	AFUN2_003106
OG0007928	AAEL001178	AFUN2_004382
OG0007929	AAEL001185	AFUN2_006397
OG0007930	AAEL001187	AFUN2_004032
OG0007931	AAEL001201	AFUN2_003079
OG0007932	AAEL001210	AFUN2_013787
OG0007933	AAEL001233	AFUN2_003395
OG0007934	AAEL001235	AFUN2_013513
OG0007935	AAEL001236	AFUN2_013554
OG0007936	AAEL001243	AFUN2_010228
OG0007937	AAEL001260	AFUN2_013977
OG0007938	AAEL001270	AFUN2_011718
OG0007939	AAEL001324	AFUN2_009482
OG0007940	AAEL001326	AFUN2_007894
OG0007941	AAEL001334	AFUN2_011106
OG0007942	AAEL001345	AFUN2_012105
OG0007943	AAEL001355	AFUN2_005024
OG0007944	AAEL001361	AFUN2_002327
OG0007945	AAEL001363	AFUN2_002557
OG0007946	AAEL001371	AFUN2_010182
OG0007947	AAEL001382	AFUN2_007039
OG0007948	AAEL001391	AFUN2_013999
OG0007949	AAEL001405	AFUN2_007026
OG0007950	AAEL001412	AFUN2_013303
OG0007951	AAEL023310, AAEL001434	AFUN2_001450
OG0007952	AAEL001447	AFUN2_005613
OG0007953	AAEL001452	AFUN2_004567
OG0007954	AAEL001476	AFUN2_011114
OG0007955	AAEL001479	AFUN2_001637
OG0007956	AAEL001485	AFUN2_004544
OG0007957	AAEL001524	AFUN2_000521
OG0007958	AAEL001532	AFUN2_003682
OG0007959	AAEL001544	AFUN2_012757
OG0007960	AAEL001562	AFUN2_002004
OG0007961	AAEL001580	AFUN2_000838
OG0007962	AAEL001594	AFUN2_001485
OG0007963	AAEL001612	AFUN2_013128
OG0007964	AAEL001616	AFUN2_005156
OG0007965	AAEL001626	AFUN2_006219
OG0007966	AAEL001627	AFUN2_004327
OG0007967	AAEL001645	AFUN2_003071
OG0007968	AAEL001657	AFUN2_008745
OG0007969	AAEL001667	AFUN2_003285
OG0007970	AAEL001694, AAEL001686	AFUN2_000372
OG0007971	AAEL001708	AFUN2_004041
