Orthogroup	AaegyptiLVP_AGWG	CquinquefasciatusJHB2020
OG0007568	AAEL025431	CQUJHB000907
OG0007569	AAEL025437	CQUJHB007763
OG0007570	AAEL025455	CQUJHB016924
OG0007571	AAEL025471	CQUJHB017119
OG0007572	AAEL025502	CQUJHB013393
OG0007573	AAEL025509	CQUJHB014122
OG0007574	AAEL025514	CQUJHB001048
OG0007575	AAEL025517	CQUJHB000821
OG0007576	AAEL025520	CQUJHB010660
OG0007577	AAEL025532	CQUJHB006566
OG0007578	AAEL025533	CQUJHB010603
OG0007579	AAEL025569	CQUJHB017043
OG0007580	AAEL025570	CQUJHB003698
OG0007581	AAEL025591	CQUJHB001176
OG0007583	AAEL025600	CQUJHB014822
OG0007584	AAEL025631	CQUJHB000505
OG0007585	AAEL025635	CQUJHB013676
OG0007586	AAEL025645	CQUJHB005407
OG0007587	AAEL025652	CQUJHB018211
OG0007588	AAEL025656	CQUJHB017803
OG0007589	AAEL025658	CQUJHB018362
OG0007590	AAEL025664	CQUJHB012049
OG0007591	AAEL025694	CQUJHB013831
OG0007592	AAEL025697	CQUJHB003120
OG0007593	AAEL025704	CQUJHB016716
OG0007594	AAEL025717	CQUJHB015340
OG0007595	AAEL025736	CQUJHB006670
OG0007596	AAEL026632, AAEL025740	CQUJHB012206
OG0007597	AAEL025769	CQUJHB003584
OG0007598	AAEL025801	CQUJHB001828
OG0007599	AAEL025806	CQUJHB015684
OG0007600	AAEL025808	CQUJHB001816
OG0007601	AAEL025822	CQUJHB005888
OG0007602	AAEL025836	CQUJHB013608
OG0007603	AAEL025859	CQUJHB007476
OG0007604	AAEL025882	CQUJHB010777
OG0007605	AAEL025888	CQUJHB008934
OG0007606	AAEL025908	CQUJHB002585
OG0007607	AAEL025915	CQUJHB013457
OG0007608	AAEL025922	CQUJHB007128
OG0007609	AAEL028234, AAEL025938	CQUJHB000297
OG0007610	AAEL025966	CQUJHB017401
OG0007611	AAEL025969	CQUJHB011800
OG0007612	AAEL025976	CQUJHB003859
OG0007613	AAEL025983	CQUJHB003133
OG0007614	AAEL026010	CQUJHB017519
OG0007615	AAEL026018	CQUJHB005044
OG0007616	AAEL026040	CQUJHB002100
OG0007617	AAEL026043	CQUJHB009847
OG0007618	AAEL026044	CQUJHB003316
OG0007619	AAEL026055	CQUJHB017742
OG0007620	AAEL026069	CQUJHB005261
OG0007621	AAEL026075	CQUJHB015138
OG0007622	AAEL026095	CQUJHB001871
OG0007623	AAEL026104	CQUJHB005259
OG0007624	AAEL026118	CQUJHB002039
OG0007625	AAEL026214	CQUJHB012225
OG0007626	AAEL026218	CQUJHB016824
OG0007627	AAEL026229	CQUJHB002294
OG0007628	AAEL026231	CQUJHB003608
OG0007629	AAEL026233	CQUJHB001288
OG0007630	AAEL026269	CQUJHB009488
OG0007631	AAEL026274	CQUJHB002853
OG0007632	AAEL026276	CQUJHB011793
OG0007633	AAEL026338	CQUJHB007365
OG0007634	AAEL026354	CQUJHB013091
OG0007635	AAEL026357	CQUJHB005872
OG0007636	AAEL026364	CQUJHB009640
OG0007637	AAEL026410	CQUJHB002101
OG0007638	AAEL026439	CQUJHB003999
OG0007639	AAEL026440	CQUJHB000778
OG0007640	AAEL026443	CQUJHB002483
OG0007641	AAEL026470	CQUJHB014606
OG0007642	AAEL026474	CQUJHB005707
OG0007643	AAEL026486	CQUJHB010577
OG0007644	AAEL026487	CQUJHB013704
OG0007645	AAEL026488	CQUJHB012869
OG0007646	AAEL026497	CQUJHB007868
OG0007647	AAEL026545, AAEL026766	CQUJHB011021
OG0007648	AAEL026560	CQUJHB002258
OG0007649	AAEL026571	CQUJHB007835
OG0007650	AAEL026619	CQUJHB004046
OG0007651	AAEL026633	CQUJHB012670
OG0007652	AAEL026651	CQUJHB010041
OG0007653	AAEL026664	CQUJHB006865
OG0007654	AAEL026700	CQUJHB010639
OG0007655	AAEL026714	CQUJHB002204
OG0007656	AAEL026750	CQUJHB010382
OG0007657	AAEL026791	CQUJHB010642
OG0007658	AAEL026811	CQUJHB012805
OG0007659	AAEL026824	CQUJHB007788
OG0007660	AAEL026826	CQUJHB015083
OG0007661	AAEL026828	CQUJHB018191
OG0007662	AAEL026835	CQUJHB006109
OG0007663	AAEL026837	CQUJHB008519
OG0007664	AAEL026843	CQUJHB001420
OG0007665	AAEL026845	CQUJHB010805
OG0007666	AAEL026852	CQUJHB015016
OG0007667	AAEL026867	CQUJHB003412
OG0007668	AAEL026920	CQUJHB011155
OG0007669	AAEL026922	CQUJHB011950
OG0007670	AAEL026928	CQUJHB016699
OG0007671	AAEL026962	CQUJHB011242
OG0007672	AAEL026966	CQUJHB002503
OG0007674	AAEL026991, AAEL027089	CQUJHB013652
OG0007675	AAEL027007	CQUJHB007388
OG0007676	AAEL027034	CQUJHB001764
OG0007677	AAEL027054	CQUJHB017142
OG0007678	AAEL027061	CQUJHB002405
OG0007679	AAEL027066	CQUJHB001033
OG0007680	AAEL027067	CQUJHB005605
OG0007681	AAEL027069	CQUJHB016576
OG0007682	AAEL027088	CQUJHB003232
OG0007683	AAEL027092	CQUJHB015507
OG0007684	AAEL027096	CQUJHB001836
OG0007685	AAEL027103	CQUJHB015238
OG0007686	AAEL027111	CQUJHB015575
OG0007687	AAEL027134	CQUJHB010304
OG0007688	AAEL027135	CQUJHB009324
OG0007689	AAEL027150	CQUJHB003663
OG0007690	AAEL027175	CQUJHB012466
OG0007691	AAEL027190	CQUJHB016869
OG0007692	AAEL027193	CQUJHB016013
OG0007693	AAEL027204	CQUJHB008658, CQUJHB004978
OG0007694	AAEL027210	CQUJHB006230
OG0007695	AAEL027232	CQUJHB003623
OG0007696	AAEL027238	CQUJHB007136
OG0007697	AAEL027240	CQUJHB015289
OG0007698	AAEL027249	CQUJHB017307
OG0007699	AAEL027261	CQUJHB005570
OG0007700	AAEL027277	CQUJHB008563
OG0007701	AAEL027287	CQUJHB017440
OG0007702	AAEL027307	CQUJHB008252
OG0007703	AAEL027317	CQUJHB017053
OG0007704	AAEL027319	CQUJHB006588
OG0007705	AAEL027322	CQUJHB012635
OG0007706	AAEL027326	CQUJHB004204
OG0007707	AAEL027340	CQUJHB015624
OG0007708	AAEL027342	CQUJHB002353
OG0007709	AAEL027354	CQUJHB017209
OG0007710	AAEL027361	CQUJHB000582
OG0007711	AAEL027380	CQUJHB001367
OG0007712	AAEL027384	CQUJHB017872
OG0007713	AAEL027393	CQUJHB018081
OG0007714	AAEL027398	CQUJHB000901
OG0007715	AAEL027424	CQUJHB017349
OG0007716	AAEL027429	CQUJHB000041
OG0007717	AAEL027436	CQUJHB000551
OG0007718	AAEL027447	CQUJHB017111
OG0007719	AAEL027465	CQUJHB005730
OG0007720	AAEL027472	CQUJHB013125
OG0007721	AAEL027479	CQUJHB007790
OG0007722	AAEL027483	CQUJHB016709
OG0007723	AAEL027494	CQUJHB015629
OG0007724	AAEL027504	CQUJHB016298
OG0007725	AAEL027518	CQUJHB013312
OG0007726	AAEL027520	CQUJHB017821
OG0007727	AAEL027533	CQUJHB011301
OG0007728	AAEL027554	CQUJHB008745
OG0007729	AAEL027594	CQUJHB013785
OG0007730	AAEL027597	CQUJHB004567
OG0007731	AAEL027614	CQUJHB008029
OG0007732	AAEL027658	CQUJHB011356
OG0007733	AAEL027666	CQUJHB001888
OG0007734	AAEL027674	CQUJHB017953
OG0007735	AAEL027688	CQUJHB008139
OG0007736	AAEL027694	CQUJHB018181
OG0007737	AAEL027722	CQUJHB017471
OG0007738	AAEL027731	CQUJHB010958
OG0007739	AAEL027732	CQUJHB012258
OG0007740	AAEL027751	CQUJHB009469
OG0007741	AAEL027771	CQUJHB009701
OG0007742	AAEL027790	CQUJHB010440
OG0007743	AAEL027821	CQUJHB010746
OG0007744	AAEL027868	CQUJHB006706
OG0007745	AAEL027879	CQUJHB009352
OG0007746	AAEL027899	CQUJHB010399
OG0007747	AAEL027907	CQUJHB018413
OG0007748	AAEL027910	CQUJHB006365
OG0007749	AAEL027912	CQUJHB002794
OG0007750	AAEL027938	CQUJHB017452
OG0007751	AAEL027940	CQUJHB000377
OG0007752	AAEL027972	CQUJHB014778
OG0007753	AAEL028013	CQUJHB010591
OG0007754	AAEL028037	CQUJHB004323
OG0007755	AAEL028043	CQUJHB017271
OG0007756	AAEL028048	CQUJHB000774
OG0007757	AAEL028056	CQUJHB008051
OG0007758	AAEL028079	CQUJHB009706
OG0007759	AAEL028104	CQUJHB000230
OG0007760	AAEL028107	CQUJHB014433
OG0007761	AAEL028119	CQUJHB016944
OG0007762	AAEL028170	CQUJHB004729
OG0007763	AAEL028185	CQUJHB002099
OG0007764	AAEL028211	CQUJHB007298
OG0007765	AAEL028220	CQUJHB010059
OG0007766	AAEL028236	CQUJHB005051
OG0007767	AAEL028239	CQUJHB000332
OG0007768	AAEL029004	CQUJHB003883
OG0007769	AAEL029007	CQUJHB013813
OG0007770	AAEL029016	CQUJHB017476
OG0007771	AAEL029017	CQUJHB017173
OG0007772	AAEL029035	CQUJHB016931
OG0007773	AAEL029068	CQUJHB017253
OG0007774	AAEL029112	CQUJHB017238
OG0007838	AAEL000001	CQUJHB009594
OG0007839	AAEL000005	CQUJHB007196
OG0007840	AAEL000050	CQUJHB015780
OG0007841	AAEL000071	CQUJHB020272
OG0007842	AAEL000084	CQUJHB008105
OG0007843	AAEL000094	CQUJHB006656
OG0007844	AAEL000113	CQUJHB011624
OG0007845	AAEL000124	CQUJHB012200
OG0007847	AAEL000139	CQUJHB012838
OG0007848	AAEL000147	CQUJHB014176
OG0007849	AAEL000152	CQUJHB015946
OG0007850	AAEL000164	CQUJHB011961
OG0007851	AAEL000174	CQUJHB015811
OG0007852	AAEL000178	CQUJHB001812
OG0007853	AAEL000182	CQUJHB003106
OG0007854	AAEL000187	CQUJHB012976
OG0007855	AAEL000191	CQUJHB010665
OG0007858	AAEL000256	CQUJHB018187
OG0007859	AAEL000257	CQUJHB016378
OG0007860	AAEL000260	CQUJHB015858
OG0007861	AAEL000268	CQUJHB016775
OG0007862	AAEL000276	CQUJHB010634
OG0007863	AAEL000285	CQUJHB011258
OG0007864	AAEL000288	CQUJHB011060
OG0007865	AAEL000290	CQUJHB016684
OG0007866	AAEL000297	CQUJHB013437
OG0007867	AAEL000304	CQUJHB017738
OG0007868	AAEL000330	CQUJHB002300
OG0007869	AAEL000334	CQUJHB001116
OG0007870	AAEL000335	CQUJHB014837
OG0007871	AAEL000348	CQUJHB002939
OG0007872	AAEL000354	CQUJHB005549
OG0007873	AAEL000382	CQUJHB011890
OG0007874	AAEL000385	CQUJHB017023
OG0007875	AAEL000394	CQUJHB002236
OG0007876	AAEL000401	CQUJHB013691
OG0007877	AAEL000406	CQUJHB003384
OG0007878	AAEL000407	CQUJHB004431
OG0007879	AAEL000410	CQUJHB011552
OG0007880	AAEL000441	CQUJHB015499
OG0007881	AAEL000467	CQUJHB004580
OG0007882	AAEL000471	CQUJHB017565
OG0007883	AAEL000476	CQUJHB007778
OG0007884	AAEL000504	CQUJHB004090
OG0007885	AAEL000512	CQUJHB015762
OG0007886	AAEL000541	CQUJHB018420
OG0007887	AAEL000562	CQUJHB014425
OG0007888	AAEL000564	CQUJHB002171
OG0007889	AAEL000568	CQUJHB009198
OG0007890	AAEL000572	CQUJHB013295
OG0007891	AAEL000652	CQUJHB010364
OG0007892	AAEL000656	CQUJHB002984
OG0007893	AAEL000663	CQUJHB002679
OG0007894	AAEL000685	CQUJHB017124
OG0007895	AAEL000697	CQUJHB017191
OG0007896	AAEL000699	CQUJHB006015
OG0007897	AAEL000744	CQUJHB000920
OG0007898	AAEL000751	CQUJHB002810
OG0007899	AAEL000786	CQUJHB002270
OG0007900	AAEL000829	CQUJHB007475
OG0007901	AAEL000844	CQUJHB003563
OG0007902	AAEL000847	CQUJHB007210
OG0007903	AAEL000855	CQUJHB005882
OG0007904	AAEL000869	CQUJHB012189
OG0007905	AAEL000871	CQUJHB007525
OG0007906	AAEL000903	CQUJHB008965
OG0007907	AAEL000923	CQUJHB002540
OG0007908	AAEL000947, AAEL026893	CQUJHB009521
OG0007909	AAEL000952, AAEL022371	CQUJHB014144
OG0007910	AAEL000970	CQUJHB017460
OG0007911	AAEL000983	CQUJHB012730
OG0007912	AAEL000985	CQUJHB005168
OG0007913	AAEL001031	CQUJHB004246
OG0007917	AAEL001088	CQUJHB012412
OG0007920	AAEL001106	CQUJHB011052
OG0007921	AAEL001116	CQUJHB003655
OG0007922	AAEL001124	CQUJHB017530
OG0007923	AAEL001132	CQUJHB010809
OG0007924	AAEL001156	CQUJHB000742
OG0007925	AAEL001159	CQUJHB015046
OG0007927	AAEL001175	CQUJHB013819
OG0007928	AAEL001178	CQUJHB017105
OG0007929	AAEL001185	CQUJHB004630
OG0007931	AAEL001201	CQUJHB008367
OG0007932	AAEL001210	CQUJHB002193
OG0007933	AAEL001233	CQUJHB017739
OG0007934	AAEL001235	CQUJHB002051
OG0007935	AAEL001236	CQUJHB010672
OG0007936	AAEL001243	CQUJHB007425
OG0007937	AAEL001260	CQUJHB003462
OG0007938	AAEL001270	CQUJHB012800
OG0007939	AAEL001324	CQUJHB014267
OG0007940	AAEL001326	CQUJHB016331
OG0007941	AAEL001334	CQUJHB005315
OG0007942	AAEL001345	CQUJHB000754
OG0007943	AAEL001355	CQUJHB009373
OG0007944	AAEL001361	CQUJHB017600
OG0007945	AAEL001363	CQUJHB005989
OG0007946	AAEL001371	CQUJHB004458
OG0007947	AAEL001382	CQUJHB015422
OG0007948	AAEL001391	CQUJHB011678
OG0007949	AAEL001405	CQUJHB005908
OG0007950	AAEL001412	CQUJHB018281
OG0007951	AAEL023310, AAEL001434	CQUJHB006859
OG0007953	AAEL001452	CQUJHB015751
OG0007954	AAEL001476	CQUJHB000888
OG0007955	AAEL001479	CQUJHB005156
OG0007956	AAEL001485	CQUJHB000809
OG0007957	AAEL001524	CQUJHB014350
OG0007958	AAEL001532	CQUJHB000657
OG0007959	AAEL001544	CQUJHB000254
OG0007960	AAEL001562	CQUJHB004144
OG0007961	AAEL001580	CQUJHB000042
OG0007962	AAEL001594	CQUJHB003926
OG0007964	AAEL001616	CQUJHB009453
OG0007965	AAEL001626	CQUJHB013089
OG0007967	AAEL001645	CQUJHB010781
OG0007968	AAEL001657	CQUJHB014260
OG0007969	AAEL001667	CQUJHB005569
OG0007970	AAEL001694, AAEL001686	CQUJHB010494
OG0007971	AAEL001708	CQUJHB002579
OG0007972	AAEL001719	CQUJHB013075
OG0007973	AAEL001754	CQUJHB010741
OG0007974	AAEL001775	CQUJHB001638
OG0007975	AAEL001778	CQUJHB005786
OG0007976	AAEL001779	CQUJHB007794
OG0007977	AAEL001817	CQUJHB010368
OG0007979	AAEL001833	CQUJHB014341
OG0007980	AAEL001837	CQUJHB017819
OG0007981	AAEL001846	CQUJHB004606
OG0007982	AAEL001871	CQUJHB000289
OG0007984	AAEL001903	CQUJHB015565
OG0007985	AAEL001905	CQUJHB009159
OG0007986	AAEL001918	CQUJHB011175
OG0007987	AAEL001922	CQUJHB014986
OG0007988	AAEL001929	CQUJHB008684
OG0007989	AAEL001938	CQUJHB014411
OG0007990	AAEL001943	CQUJHB000708
OG0007991	AAEL020902, AAEL001949	CQUJHB005074, CQUJHB015764, CQUJHB002303, CQUJHB010184
OG0007992	AAEL001959	CQUJHB013107
OG0007993	AAEL001963	CQUJHB000009
OG0007994	AAEL001997	CQUJHB006610
OG0007995	AAEL002002	CQUJHB018008
OG0007996	AAEL002012	CQUJHB005646
OG0007997	AAEL002056	CQUJHB002905
OG0007998	AAEL002094	CQUJHB002755
OG0007999	AAEL002098	CQUJHB009049
OG0008000	AAEL002108	CQUJHB004702
OG0008001	AAEL002117	CQUJHB017041
OG0008002	AAEL002119	CQUJHB010619
OG0008003	AAEL002129	CQUJHB002613
OG0008004	AAEL002131	CQUJHB000058
OG0008005	AAEL002140	CQUJHB018382
OG0008006	AAEL002153	CQUJHB001028
OG0008007	AAEL002155	CQUJHB010467
OG0008008	AAEL002161	CQUJHB016969
OG0008009	AAEL002183	CQUJHB012559
OG0008010	AAEL002195	CQUJHB002826
OG0008011	AAEL002219	CQUJHB014925
OG0008012	AAEL002225	CQUJHB014493
OG0008013	AAEL002234	CQUJHB011025
OG0008014	AAEL002235	CQUJHB011336
OG0008015	AAEL002249	CQUJHB016328
OG0008016	AAEL002254	CQUJHB014625
OG0008017	AAEL002263	CQUJHB009161
OG0008018	AAEL002303	CQUJHB017176
OG0008019	AAEL002304	CQUJHB003317
OG0008020	AAEL002309	CQUJHB013051
OG0008021	AAEL002311	CQUJHB013757
OG0008022	AAEL002321	CQUJHB007267
OG0008023	AAEL002348	CQUJHB010025
OG0008026	AAEL002374	CQUJHB012528
OG0008027	AAEL002402	CQUJHB003591
OG0008028	AAEL002418	CQUJHB015044
OG0008029	AAEL019968, AAEL021384, AAEL002453, AAEL019967	CQUJHB006437
OG0008030	AAEL002485	CQUJHB002787
OG0008032	AAEL002526	CQUJHB011100
OG0008033	AAEL002550	CQUJHB017616
OG0008034	AAEL002551	CQUJHB011240
OG0008035	AAEL002556	CQUJHB014263
OG0008036	AAEL002572	CQUJHB015735
OG0008037	AAEL002579	CQUJHB017071
OG0008038	AAEL002593	CQUJHB016731
OG0008039	AAEL002626	CQUJHB005254
OG0008041	AAEL002636	CQUJHB017484
OG0008042	AAEL022121, AAEL023915, AAEL026020, AAEL002641	CQUJHB013613
OG0008043	AAEL002654	CQUJHB005163
OG0008044	AAEL002656	CQUJHB018423
OG0008045	AAEL002657	CQUJHB017681
OG0008046	AAEL002674	CQUJHB014012
OG0008047	AAEL002699	CQUJHB010757
OG0008048	AAEL002716	CQUJHB016666
OG0008049	AAEL002726	CQUJHB000746
OG0008050	AAEL002751, AAEL002739, AAEL022370, AAEL018286	CQUJHB002089
OG0008051	AAEL002753	CQUJHB012570
OG0008054	AAEL002786	CQUJHB000515
OG0008056	AAEL002803	CQUJHB005350
OG0008057	AAEL002816	CQUJHB008132
OG0008058	AAEL002820	CQUJHB018463
OG0008059	AAEL002836	CQUJHB011008
OG0008061	AAEL002847	CQUJHB005809
OG0008062	AAEL002866	CQUJHB016305
OG0008063	AAEL002893	CQUJHB016961
OG0008064	AAEL002898	CQUJHB013232
OG0008065	AAEL002900	CQUJHB014414
OG0008066	AAEL002912	CQUJHB011270
OG0008067	AAEL002986	CQUJHB013522
OG0008068	AAEL003005	CQUJHB010851
OG0008069	AAEL003034	CQUJHB013062
OG0008071	AAEL003043	CQUJHB005433
OG0008072	AAEL003058	CQUJHB012826
OG0008073	AAEL003065	CQUJHB009887
OG0008074	AAEL003097	CQUJHB008288
OG0008075	AAEL003107	CQUJHB001502
OG0008076	AAEL003111	CQUJHB017845
OG0008077	AAEL003112	CQUJHB017483
OG0008078	AAEL003127	CQUJHB015035
OG0008079	AAEL003137	CQUJHB010744
OG0008080	AAEL003213	CQUJHB009767
OG0008081	AAEL003217	CQUJHB001443
OG0008082	AAEL003221	CQUJHB013696
OG0008083	AAEL003255	CQUJHB016890
OG0008084	AAEL003271	CQUJHB001315
OG0008085	AAEL003284	CQUJHB010877
OG0008086	AAEL003291	CQUJHB017370
OG0008087	AAEL003295	CQUJHB013782
OG0008088	AAEL003302	CQUJHB004881
OG0008089	AAEL003316	CQUJHB015648
OG0008090	AAEL003345	CQUJHB017850
OG0008091	AAEL003352	CQUJHB003865
OG0008092	AAEL003361	CQUJHB010801
OG0008093	AAEL003426	CQUJHB014914
OG0008094	AAEL003435	CQUJHB002607
OG0008095	AAEL003462	CQUJHB000109
OG0008096	AAEL003464	CQUJHB012784
OG0008097	AAEL003490	CQUJHB006238
OG0008098	AAEL003501	CQUJHB002014
OG0008099	AAEL003548	CQUJHB001216
OG0008100	AAEL003549	CQUJHB003868
OG0008101	AAEL003560	CQUJHB005048
OG0008102	AAEL003569	CQUJHB014203
OG0008103	AAEL003576	CQUJHB009882
OG0008104	AAEL003597	CQUJHB009722
OG0008105	AAEL003624	CQUJHB001323
OG0008106	AAEL003645	CQUJHB015159
OG0008107	AAEL003680	CQUJHB008794
OG0008108	AAEL003681	CQUJHB002523
OG0008109	AAEL003714	CQUJHB006620
OG0008112	AAEL003768	CQUJHB012181
OG0008113	AAEL003779	CQUJHB017643
OG0008114	AAEL003789	CQUJHB001580
OG0008115	AAEL003791	CQUJHB009108
OG0008116	AAEL003886	CQUJHB003005
OG0008117	AAEL003889	CQUJHB005725
OG0008118	AAEL003894	CQUJHB013451
OG0008119	AAEL003899	CQUJHB002021
OG0008121	AAEL003907	CQUJHB014234
OG0008122	AAEL003912	CQUJHB008678
OG0008123	AAEL003917	CQUJHB000311
OG0008124	AAEL003921	CQUJHB017393
OG0008125	AAEL003924	CQUJHB011061
OG0008126	AAEL003942	CQUJHB011885
OG0008127	AAEL003944	CQUJHB016549
OG0008128	AAEL003950	CQUJHB017726
OG0008129	AAEL003955	CQUJHB005970
OG0008130	AAEL003970	CQUJHB003398
OG0008131	AAEL003978	CQUJHB015081
OG0008132	AAEL004000	CQUJHB002909
OG0008133	AAEL004006	CQUJHB006243
OG0008134	AAEL004022	CQUJHB013559
OG0008135	AAEL004026	CQUJHB010042
OG0008136	AAEL004039	CQUJHB015670
OG0008137	AAEL004040	CQUJHB008146
OG0008142	AAEL004073	CQUJHB008032
OG0008144	AAEL004105	CQUJHB013154
OG0008145	AAEL004107	CQUJHB017715
OG0008146	AAEL004113	CQUJHB005054
OG0008147	AAEL004132	CQUJHB006092
OG0008148	AAEL004141	CQUJHB017493
OG0008149	AAEL004146	CQUJHB009977
OG0008150	AAEL004161	CQUJHB004585
OG0008151	AAEL004168	CQUJHB009210
OG0008152	AAEL004176	CQUJHB005617
OG0008153	AAEL004179	CQUJHB012861
OG0008154	AAEL004183	CQUJHB012767
OG0008155	AAEL004199	CQUJHB017296
OG0008156	AAEL004200	CQUJHB012015
OG0008157	AAEL004209	CQUJHB013867
OG0008158	AAEL004249	CQUJHB008993
OG0008159	AAEL004252	CQUJHB016034
OG0008160	AAEL004293	CQUJHB000729, CQUJHB011184
OG0008161	AAEL004325	CQUJHB016174
OG0008162	AAEL004326	CQUJHB003314
OG0008163	AAEL004352	CQUJHB006846
OG0008164	AAEL004356	CQUJHB010840
OG0008165	AAEL004361	CQUJHB004411
OG0008166	AAEL004396	CQUJHB004806
OG0008167	AAEL004407	CQUJHB004958
OG0008168	AAEL004409	CQUJHB013829
OG0008171	AAEL004460	CQUJHB001080
OG0008172	AAEL004479	CQUJHB010527
OG0008173	AAEL004488	CQUJHB007034
OG0008174	AAEL004511	CQUJHB008619
OG0008175	AAEL004551	CQUJHB013887
OG0008176	AAEL004558	CQUJHB004058
OG0008177	AAEL004561	CQUJHB015249
OG0008178	AAEL004570	CQUJHB014065
OG0008179	AAEL004571	CQUJHB017249
OG0008180	AAEL004589	CQUJHB015240
OG0008181	AAEL004591	CQUJHB006376
OG0008184	AAEL004625	CQUJHB013773
OG0008187	AAEL004648	CQUJHB007878
OG0008188	AAEL004659	CQUJHB005660
OG0008189	AAEL004662	CQUJHB011821
OG0008190	AAEL004680	CQUJHB001945
OG0008191	AAEL004686	CQUJHB009177
OG0008192	AAEL004793	CQUJHB008735
OG0008193	AAEL004837	CQUJHB014931
OG0008197	AAEL004854	CQUJHB012720
OG0008198	AAEL004857	CQUJHB008281
OG0008199	AAEL004863	CQUJHB005719
OG0008202	AAEL004876	CQUJHB007468
OG0008203	AAEL004879	CQUJHB014563
OG0008204	AAEL004885	CQUJHB017433
OG0008205	AAEL004899	CQUJHB007588
OG0008206	AAEL004905	CQUJHB008992
OG0008207	AAEL004919	CQUJHB003606
OG0008208	AAEL004951	CQUJHB001366
OG0008209	AAEL004960	CQUJHB007309
OG0008210	AAEL004976	CQUJHB013583
OG0008211	AAEL004983	CQUJHB013832
OG0008212	AAEL004986	CQUJHB006750
OG0008213	AAEL005013	CQUJHB018204
OG0008214	AAEL005032	CQUJHB012666
OG0008215	AAEL005034	CQUJHB005945
OG0008216	AAEL005041	CQUJHB008532
OG0008221	AAEL005138	CQUJHB011362
OG0008222	AAEL005141, AAEL022857	CQUJHB007254
OG0008223	AAEL005152	CQUJHB002768, CQUJHB017986
OG0008224	AAEL005163	CQUJHB003282
OG0008225	AAEL005171	CQUJHB000093
OG0008226	AAEL005179	CQUJHB012916
OG0008227	AAEL005185	CQUJHB015471
OG0008228	AAEL005186	CQUJHB012533
OG0008229	AAEL005191	CQUJHB007261
OG0008230	AAEL005197	CQUJHB012436
OG0008231	AAEL005202	CQUJHB002489
OG0008232	AAEL005207	CQUJHB014309
OG0008233	AAEL005214	CQUJHB001113
OG0008234	AAEL005218	CQUJHB010269
OG0008235	AAEL005220	CQUJHB015584
OG0008236	AAEL005229	CQUJHB013811
OG0008237	AAEL005237	CQUJHB011064
OG0008238	AAEL005238	CQUJHB016803
OG0008239	AAEL005239	CQUJHB016948
OG0008240	AAEL005242	CQUJHB009906
OG0008241	AAEL005243	CQUJHB017929
OG0008242	AAEL005263	CQUJHB017672
OG0008243	AAEL005316	CQUJHB008374
OG0008244	AAEL005336	CQUJHB017760
OG0008245	AAEL005342	CQUJHB009351
OG0008246	AAEL005345	CQUJHB003447
OG0008247	AAEL005353	CQUJHB006036
OG0008248	AAEL005363	CQUJHB005011
OG0008249	AAEL005364	CQUJHB014010
OG0008250	AAEL005379	CQUJHB007152
OG0008251	AAEL005391	CQUJHB006328
OG0008252	AAEL005471	CQUJHB011847
OG0008253	AAEL005484	CQUJHB011253
OG0008254	AAEL005500	CQUJHB005269
OG0008255	AAEL005548	CQUJHB009828
OG0008256	AAEL005580	CQUJHB005477
OG0008257	AAEL005593	CQUJHB005123
OG0008258	AAEL005595	CQUJHB002218
OG0008259	AAEL005600	CQUJHB014589
OG0008260	AAEL005612	CQUJHB006096
OG0008261	AAEL005615	CQUJHB006884
OG0008262	AAEL005616	CQUJHB014553
OG0008263	AAEL005617	CQUJHB007451
OG0008264	AAEL005630	CQUJHB010313
OG0008265	AAEL005648	CQUJHB017443
OG0008266	AAEL005651	CQUJHB005172
OG0008268	AAEL005677	CQUJHB012612
OG0008269	AAEL005729	CQUJHB005911
OG0008270	AAEL005735	CQUJHB018272
OG0008271	AAEL005779	CQUJHB007746
OG0008272	AAEL005789	CQUJHB000647
OG0008273	AAEL005817	CQUJHB007610
OG0008274	AAEL005834	CQUJHB003691
OG0008275	AAEL005849	CQUJHB016260
OG0008276	AAEL005903	CQUJHB001069
OG0008277	AAEL005914	CQUJHB007091
OG0008278	AAEL005924	CQUJHB011955
OG0008279	AAEL005944	CQUJHB008558
OG0008280	AAEL005957	CQUJHB002717
OG0008282	AAEL005960	CQUJHB016435
OG0008284	AAEL005969	CQUJHB004328
OG0008285	AAEL005979	CQUJHB012901
OG0008286	AAEL005991	CQUJHB010942
OG0008287	AAEL005992	CQUJHB006987
OG0008288	AAEL006004	CQUJHB008234
OG0008289	AAEL006017	CQUJHB009795
OG0008291	AAEL006032	CQUJHB017781
OG0008293	AAEL006042	CQUJHB009748
OG0008294	AAEL006053	CQUJHB010212
OG0008295	AAEL006054	CQUJHB012482
OG0008296	AAEL006070	CQUJHB014542
OG0008297	AAEL006081	CQUJHB002866
OG0008298	AAEL006093	CQUJHB004681
OG0008299	AAEL006131	CQUJHB004407
OG0008300	AAEL006143	CQUJHB014967
OG0008301	AAEL006156	CQUJHB008373
OG0008302	AAEL006161	CQUJHB016011, CQUJHB008445
OG0008303	AAEL006172	CQUJHB011525
OG0008304	AAEL006176	CQUJHB000980
OG0008305	AAEL006177	CQUJHB017563
OG0008306	AAEL006188	CQUJHB014373
OG0008307	AAEL006191	CQUJHB015657
OG0008308	AAEL006206	CQUJHB005202
OG0008310	AAEL006232	CQUJHB001495
