Orthogroup	AaegyptiLVP_AGWG	AminimusMINIMUS1
OG0007493	AAEL024429	AMIN005135
OG0007494	AAEL024430	AMIN002141
OG0007495	AAEL024447, AAEL028006	AMIN002763
OG0007496	AAEL024454	AMIN007346
OG0007497	AAEL024479	AMIN004745
OG0007498	AAEL024490	AMIN010904
OG0007499	AAEL024500	AMIN007770
OG0007500	AAEL024508	AMIN004756
OG0007501	AAEL024519	AMIN005270
OG0007502	AAEL024524	AMIN001309
OG0007503	AAEL024535	AMIN000612
OG0007504	AAEL024563	AMIN004484
OG0007505	AAEL024566	AMIN004990
OG0007506	AAEL024568	AMIN004361
OG0007507	AAEL024583	AMIN007914
OG0007508	AAEL024593	AMIN001556
OG0007509	AAEL024602	AMIN003640
OG0007510	AAEL024653	AMIN009723
OG0007511	AAEL024655	AMIN005641
OG0007512	AAEL024675	AMIN001598
OG0007513	AAEL024700	AMIN010362
OG0007514	AAEL024709	AMIN010854
OG0007515	AAEL024720	AMIN003813
OG0007516	AAEL024732	AMIN010504
OG0007517	AAEL024741	AMIN002463
OG0007518	AAEL024756	AMIN008896
OG0007519	AAEL024814	AMIN006224
OG0007520	AAEL024841	AMIN008138
OG0007521	AAEL024842, AAEL027739	AMIN005233
OG0007522	AAEL024847	AMIN011390
OG0007523	AAEL024849	AMIN002104
OG0007524	AAEL024852	AMIN011647
OG0007525	AAEL024853	AMIN007410
OG0007526	AAEL024884	AMIN001060, AMIN001059
OG0007527	AAEL024913	AMIN005341
OG0007528	AAEL024921	AMIN010833
OG0007529	AAEL024930	AMIN004202, AMIN005389
OG0007530	AAEL024936	AMIN007841
OG0007531	AAEL024953	AMIN000342
OG0007532	AAEL024958	AMIN003836
OG0007533	AAEL024973	AMIN005313
OG0007534	AAEL024980	AMIN004213
OG0007536	AAEL025001	AMIN011076
OG0007537	AAEL025004	AMIN010077
OG0007538	AAEL025006	AMIN001893
OG0007539	AAEL025030	AMIN001962
OG0007540	AAEL025042	AMIN000341
OG0007541	AAEL025051	AMIN006268
OG0007542	AAEL025053	AMIN001789
OG0007543	AAEL025065	AMIN015746
OG0007544	AAEL025078	AMIN002752
OG0007545	AAEL025080	AMIN007471
OG0007546	AAEL025091	AMIN004458
OG0007547	AAEL025122	AMIN008208
OG0007548	AAEL025134	AMIN006609
OG0007549	AAEL025150	AMIN008644
OG0007550	AAEL025155	AMIN007193
OG0007551	AAEL025171	AMIN009714
OG0007552	AAEL025190	AMIN000204
OG0007553	AAEL025199	AMIN000610
OG0007554	AAEL025202	AMIN001501
OG0007555	AAEL025216	AMIN009825
OG0007556	AAEL025223	AMIN005978
OG0007557	AAEL025228	AMIN000074
OG0007558	AAEL025229	AMIN001725
OG0007559	AAEL025246	AMIN009266
OG0007560	AAEL025249	AMIN004989
OG0007561	AAEL025258	AMIN008056
OG0007562	AAEL025268	AMIN008231
OG0007563	AAEL025309	AMIN009437
OG0007564	AAEL025321	AMIN000104
OG0007565	AAEL025390	AMIN008174
OG0007566	AAEL025404	AMIN005609
OG0007567	AAEL025416	AMIN006160
OG0007568	AAEL025431	AMIN010725
OG0007569	AAEL025437	AMIN007136
OG0007570	AAEL025455	AMIN010855
OG0007571	AAEL025471	AMIN000369
OG0007572	AAEL025502	AMIN015743
OG0007573	AAEL025509	AMIN000047
OG0007574	AAEL025514	AMIN015738
OG0007575	AAEL025517	AMIN002861
OG0007576	AAEL025520	AMIN011321
OG0007577	AAEL025532	AMIN008823
OG0007578	AAEL025533	AMIN003016
OG0007579	AAEL025569	AMIN000328
OG0007580	AAEL025570	AMIN007238
OG0007581	AAEL025591	AMIN010321
OG0007582	AAEL025597	AMIN006839
OG0007583	AAEL025600	AMIN008953
OG0007584	AAEL025631	AMIN002497
OG0007585	AAEL025635	AMIN003519
OG0007586	AAEL025645	AMIN000526
OG0007587	AAEL025652	AMIN007399
OG0007588	AAEL025656	AMIN005217
OG0007589	AAEL025658	AMIN005812
OG0007590	AAEL025664	AMIN008457
OG0007591	AAEL025694	AMIN000119
OG0007592	AAEL025697	AMIN009267
OG0007593	AAEL025704	AMIN004618
OG0007594	AAEL025717	AMIN000896
OG0007595	AAEL025736	AMIN009510
OG0007596	AAEL026632, AAEL025740	AMIN007256
OG0007597	AAEL025769	AMIN000753
OG0007598	AAEL025801	AMIN007212
OG0007599	AAEL025806	AMIN004686
OG0007600	AAEL025808	AMIN007555
OG0007601	AAEL025822	AMIN010978
OG0007602	AAEL025836	AMIN000783
OG0007603	AAEL025859	AMIN009913
OG0007604	AAEL025882	AMIN008337
OG0007605	AAEL025888	AMIN008463
OG0007606	AAEL025908	AMIN002902
OG0007607	AAEL025915	AMIN010921
OG0007608	AAEL025922	AMIN006644
OG0007609	AAEL028234, AAEL025938	AMIN015988
OG0007610	AAEL025966	AMIN005718
OG0007611	AAEL025969	AMIN005280
OG0007612	AAEL025976	AMIN016105
OG0007613	AAEL025983	AMIN010200
OG0007614	AAEL026010	AMIN005368
OG0007615	AAEL026018	AMIN000329
OG0007616	AAEL026040	AMIN010622
OG0007617	AAEL026043	AMIN005591
OG0007618	AAEL026044	AMIN003795
OG0007619	AAEL026055	AMIN011503
OG0007620	AAEL026069	AMIN007340
OG0007621	AAEL026075	AMIN007550
OG0007622	AAEL026095	AMIN008060
OG0007623	AAEL026104	AMIN006266
OG0007624	AAEL026118	AMIN010897
OG0007625	AAEL026214	AMIN005534
OG0007626	AAEL026218	AMIN003359
OG0007627	AAEL026229	AMIN009923
OG0007628	AAEL026231	AMIN008922
OG0007629	AAEL026233	AMIN005844
OG0007630	AAEL026269	AMIN001749
OG0007631	AAEL026274	AMIN005123
OG0007632	AAEL026276	AMIN004855
OG0007633	AAEL026338	AMIN010936
OG0007634	AAEL026354	AMIN010866
OG0007635	AAEL026357	AMIN007315
OG0007636	AAEL026364	AMIN000250
OG0007637	AAEL026410	AMIN006912
OG0007638	AAEL026439	AMIN007278
OG0007639	AAEL026440	AMIN005349
OG0007640	AAEL026443	AMIN003578
OG0007641	AAEL026470	AMIN009382
OG0007642	AAEL026474	AMIN007704
OG0007643	AAEL026486	AMIN005173
OG0007644	AAEL026487	AMIN011266
OG0007645	AAEL026488	AMIN004920
OG0007646	AAEL026497	AMIN007284
OG0007647	AAEL026545, AAEL026766	AMIN000625
OG0007648	AAEL026560	AMIN005854
OG0007649	AAEL026571	AMIN005165
OG0007650	AAEL026619	AMIN003693
OG0007651	AAEL026633	AMIN009553
OG0007652	AAEL026651	AMIN010039
OG0007653	AAEL026664	AMIN008811
OG0007654	AAEL026700	AMIN007132
OG0007655	AAEL026714	AMIN002758
OG0007656	AAEL026750	AMIN003294
OG0007657	AAEL026791	AMIN007537
OG0007658	AAEL026811	AMIN011129
OG0007659	AAEL026824	AMIN000631
OG0007660	AAEL026826	AMIN002707
OG0007661	AAEL026828	AMIN011034
OG0007662	AAEL026835	AMIN005800
OG0007663	AAEL026837	AMIN003743
OG0007664	AAEL026843	AMIN003333
OG0007665	AAEL026845	AMIN002654
OG0007666	AAEL026852	AMIN001862
OG0007667	AAEL026867	AMIN004140, AMIN004139
OG0007668	AAEL026920	AMIN008086
OG0007669	AAEL026922	AMIN005453
OG0007670	AAEL026928	AMIN004700
OG0007671	AAEL026962	AMIN004803
OG0007672	AAEL026966	AMIN004135
OG0007674	AAEL026991, AAEL027089	AMIN005645
OG0007675	AAEL027007	AMIN001435
OG0007676	AAEL027034	AMIN009949
OG0007677	AAEL027054	AMIN010005
OG0007678	AAEL027061	AMIN007372
OG0007679	AAEL027066	AMIN008675
OG0007680	AAEL027067	AMIN002054
OG0007681	AAEL027069	AMIN005813
OG0007682	AAEL027088	AMIN014201
OG0007683	AAEL027092	AMIN011612
OG0007684	AAEL027096	AMIN008545
OG0007685	AAEL027103	AMIN005086
OG0007686	AAEL027111	AMIN001029
OG0007687	AAEL027134	AMIN004609
OG0007688	AAEL027135	AMIN010555
OG0007689	AAEL027150	AMIN002539
OG0007690	AAEL027175	AMIN011173
OG0007691	AAEL027190	AMIN005297
OG0007692	AAEL027193	AMIN005103
OG0007693	AAEL027204	AMIN006814
OG0007694	AAEL027210	AMIN006194
OG0007695	AAEL027232	AMIN001907
OG0007696	AAEL027238	AMIN008326
OG0007697	AAEL027240	AMIN002126
OG0007698	AAEL027249	AMIN001733
OG0007699	AAEL027261	AMIN004759
OG0007700	AAEL027277	AMIN009334
OG0007701	AAEL027287	AMIN005138
OG0007702	AAEL027307	AMIN008805
OG0007703	AAEL027317	AMIN010579
OG0007704	AAEL027319	AMIN007790
OG0007705	AAEL027322	AMIN008871
OG0007706	AAEL027326	AMIN003804
OG0007707	AAEL027340	AMIN002262
OG0007708	AAEL027342	AMIN004229
OG0007709	AAEL027354	AMIN007974
OG0007710	AAEL027361	AMIN002390
OG0007711	AAEL027380	AMIN015751
OG0007712	AAEL027384	AMIN010238
OG0007713	AAEL027393	AMIN001267
OG0007714	AAEL027398	AMIN003099
OG0007715	AAEL027424	AMIN003358
OG0007716	AAEL027429	AMIN008849
OG0007717	AAEL027436	AMIN009869
OG0007718	AAEL027447	AMIN008139
OG0007719	AAEL027465	AMIN010020
OG0007720	AAEL027472	AMIN007713
OG0007721	AAEL027479	AMIN011265
OG0007722	AAEL027483	AMIN006750
OG0007723	AAEL027494	AMIN011297
OG0007724	AAEL027504	AMIN008556
OG0007725	AAEL027518	AMIN001834
OG0007726	AAEL027520	AMIN002099
OG0007727	AAEL027533	AMIN003309
OG0007728	AAEL027554	AMIN009111
OG0007729	AAEL027594	AMIN002885
OG0007730	AAEL027597	AMIN003840
OG0007731	AAEL027614	AMIN006001
OG0007732	AAEL027658	AMIN006278
OG0007733	AAEL027666	AMIN007604
OG0007734	AAEL027674	AMIN010131
OG0007735	AAEL027688	AMIN001110
OG0007736	AAEL027694	AMIN003286
OG0007737	AAEL027722	AMIN008724
OG0007738	AAEL027731	AMIN006923
OG0007739	AAEL027732	AMIN008200
OG0007740	AAEL027751	AMIN003009
OG0007741	AAEL027771	AMIN003520
OG0007742	AAEL027790	AMIN001078
OG0007743	AAEL027821	AMIN005699
OG0007744	AAEL027868	AMIN004993
OG0007745	AAEL027879	AMIN004982
OG0007746	AAEL027899	AMIN000174
OG0007747	AAEL027907	AMIN007808
OG0007748	AAEL027910	AMIN001941
OG0007749	AAEL027912	AMIN003446
OG0007751	AAEL027940	AMIN002345
OG0007752	AAEL027972	AMIN016132
OG0007753	AAEL028013	AMIN001956
OG0007754	AAEL028037	AMIN007178
OG0007755	AAEL028043	AMIN011375
OG0007756	AAEL028048	AMIN008843
OG0007757	AAEL028056	AMIN005055
OG0007758	AAEL028079	AMIN000538
OG0007759	AAEL028104	AMIN003970, AMIN014236
OG0007760	AAEL028107	AMIN010323
OG0007761	AAEL028119	AMIN015750
OG0007762	AAEL028170	AMIN004176
OG0007763	AAEL028185	AMIN010400
OG0007764	AAEL028211	AMIN002586
OG0007765	AAEL028220	AMIN006949
OG0007766	AAEL028236	AMIN005654
OG0007767	AAEL028239	AMIN000769
OG0007768	AAEL029004	AMIN009762
OG0007769	AAEL029007	AMIN008268
OG0007770	AAEL029016	AMIN003255
OG0007771	AAEL029017	AMIN005104
OG0007772	AAEL029035	AMIN005822
OG0007773	AAEL029068	AMIN005589
OG0007774	AAEL029112	AMIN003879
OG0007838	AAEL000001	AMIN000744
OG0007839	AAEL000005	AMIN000740
OG0007840	AAEL000050	AMIN003571
OG0007841	AAEL000071	AMIN000869
OG0007842	AAEL000084	AMIN004626
OG0007843	AAEL000094	AMIN003568
OG0007844	AAEL000113	AMIN000885
OG0007845	AAEL000124	AMIN009919
OG0007846	AAEL000134	AMIN002644
OG0007847	AAEL000139	AMIN009914
OG0007848	AAEL000147	AMIN002749
OG0007849	AAEL000152	AMIN009911
OG0007850	AAEL000164	AMIN002365
OG0007851	AAEL000174	AMIN008753
OG0007852	AAEL000178	AMIN001238
OG0007853	AAEL000182	AMIN007478
OG0007854	AAEL000187	AMIN008752
OG0007856	AAEL000227	AMIN011629
OG0007857	AAEL000234	AMIN011631
OG0007858	AAEL000256	AMIN011630
OG0007859	AAEL000257	AMIN010157
OG0007861	AAEL000268	AMIN008461
OG0007862	AAEL000276	AMIN008306
OG0007863	AAEL000285	AMIN006543
OG0007864	AAEL000288	AMIN010166
OG0007865	AAEL000290	AMIN006546
OG0007866	AAEL000297	AMIN008308
OG0007867	AAEL000304	AMIN006254
OG0007869	AAEL000334	AMIN009763
OG0007870	AAEL000335	AMIN006252
OG0007871	AAEL000348	AMIN003971
OG0007872	AAEL000354	AMIN009756
OG0007873	AAEL000382	AMIN009760
OG0007874	AAEL000385	AMIN015608
OG0007875	AAEL000394	AMIN008548
OG0007876	AAEL000401	AMIN000642
OG0007877	AAEL000406	AMIN008547
OG0007878	AAEL000407	AMIN016097
OG0007879	AAEL000410	AMIN000843
OG0007880	AAEL000441	AMIN003593
OG0007881	AAEL000467	AMIN003602
OG0007882	AAEL000471	AMIN015527
OG0007883	AAEL000476	AMIN000402
OG0007884	AAEL000504	AMIN009050
OG0007885	AAEL000512	AMIN000401
OG0007887	AAEL000562	AMIN005015
OG0007889	AAEL000568	AMIN015649
OG0007890	AAEL000572	AMIN003186
OG0007891	AAEL000652	AMIN015979
OG0007892	AAEL000656	AMIN008934
OG0007893	AAEL000663	AMIN008931
OG0007894	AAEL000685	AMIN007087
OG0007895	AAEL000697	AMIN007065
OG0007896	AAEL000699	AMIN007129
OG0007897	AAEL000744	AMIN010531
OG0007898	AAEL000751	AMIN010532
OG0007899	AAEL000786	AMIN001283
OG0007900	AAEL000829	AMIN006599
OG0007901	AAEL000844	AMIN006595
OG0007902	AAEL000847	AMIN000275
OG0007903	AAEL000855	AMIN007033
OG0007904	AAEL000869	AMIN009308
OG0007905	AAEL000871	AMIN007032
OG0007906	AAEL000903	AMIN008955
OG0007910	AAEL000970	AMIN008856
OG0007912	AAEL000985	AMIN011142
OG0007913	AAEL001031	AMIN000321
OG0007914	AAEL001062	AMIN004182
OG0007915	AAEL001068	AMIN004193
OG0007916	AAEL001074	AMIN004189
OG0007918	AAEL001090	AMIN004191
OG0007919	AAEL001094	AMIN006611
OG0007921	AAEL001116	AMIN006927
OG0007922	AAEL001124	AMIN006934
OG0007923	AAEL001132	AMIN002504
OG0007924	AAEL001156	AMIN016202
OG0007926	AAEL001173	AMIN001472
OG0007927	AAEL001175	AMIN009093
OG0007928	AAEL001178	AMIN009095
OG0007930	AAEL001187	AMIN009724
OG0007931	AAEL001201	AMIN009616
OG0007932	AAEL001210	AMIN009617
OG0007933	AAEL001233	AMIN001553
OG0007934	AAEL001235	AMIN001547
OG0007936	AAEL001243	AMIN001549
OG0007937	AAEL001260	AMIN007539
OG0007939	AAEL001324	AMIN002193
OG0007940	AAEL001326	AMIN010540
OG0007941	AAEL001334	AMIN002183
OG0007942	AAEL001345	AMIN015821
OG0007943	AAEL001355	AMIN010547
OG0007944	AAEL001361	AMIN009976
OG0007945	AAEL001363	AMIN007299
OG0007948	AAEL001391	AMIN010016
OG0007949	AAEL001405	AMIN010406
OG0007950	AAEL001412	AMIN010478
OG0007951	AAEL023310, AAEL001434	AMIN010402
OG0007952	AAEL001447	AMIN005599
OG0007953	AAEL001452	AMIN011303
OG0007954	AAEL001476	AMIN007244
OG0007955	AAEL001479	AMIN001651
OG0007956	AAEL001485	AMIN005640
OG0007957	AAEL001524	AMIN008874
OG0007959	AAEL001544	AMIN010254
OG0007960	AAEL001562	AMIN010214
OG0007962	AAEL001594	AMIN014348
OG0007963	AAEL001612	AMIN000603
OG0007964	AAEL001616	AMIN006459
OG0007966	AAEL001627	AMIN007110
OG0007967	AAEL001645	AMIN001368
OG0007968	AAEL001657	AMIN006413
OG0007969	AAEL001667	AMIN001370
OG0007971	AAEL001708	AMIN006036
OG0007972	AAEL001719	AMIN006047
OG0007973	AAEL001754	AMIN011074
OG0007974	AAEL001775	AMIN011540
OG0007975	AAEL001778	AMIN011077
OG0007976	AAEL001779	AMIN011073
OG0007977	AAEL001817	AMIN005911
OG0007978	AAEL001830	AMIN001689
OG0007979	AAEL001833	AMIN001346
OG0007980	AAEL001837	AMIN006273
OG0007981	AAEL001846	AMIN011328
OG0007982	AAEL001871	AMIN001178
OG0007983	AAEL001894	AMIN009684
OG0007984	AAEL001903	AMIN009429
OG0007986	AAEL001918	AMIN009060
OG0007988	AAEL001929	AMIN010645
OG0007989	AAEL001938	AMIN009061
OG0007990	AAEL001943	AMIN007722
OG0007992	AAEL001959	AMIN006234
OG0007993	AAEL001963	AMIN006212
OG0007996	AAEL002012	AMIN006221
OG0007998	AAEL002094	AMIN004635
OG0007999	AAEL002098	AMIN003908
OG0008000	AAEL002108	AMIN003912
OG0008001	AAEL002117	AMIN004063
OG0008002	AAEL002119	AMIN003915
OG0008004	AAEL002131	AMIN003661
OG0008005	AAEL002140	AMIN004762
OG0008006	AAEL002153	AMIN005630
OG0008008	AAEL002161	AMIN005351
OG0008009	AAEL002183	AMIN009828
OG0008010	AAEL002195	AMIN009808
OG0008011	AAEL002219	AMIN015615
OG0008013	AAEL002234	AMIN009810
OG0008014	AAEL002235	AMIN009812
OG0008015	AAEL002249	AMIN007932
OG0008016	AAEL002254	AMIN004488
OG0008017	AAEL002263	AMIN007924
OG0008018	AAEL002303	AMIN009232
OG0008019	AAEL002304	AMIN009261
OG0008020	AAEL002309	AMIN004331
OG0008021	AAEL002311	AMIN004330
OG0008022	AAEL002321	AMIN002127
OG0008023	AAEL002348	AMIN002123
OG0008024	AAEL002354	AMIN002116
OG0008025	AAEL002361	AMIN011283
OG0008026	AAEL002374	AMIN001523
OG0008027	AAEL002402	AMIN001522
OG0008028	AAEL002418	AMIN002742
OG0008030	AAEL002485	AMIN004589
OG0008031	AAEL002520	AMIN002013
OG0008032	AAEL002526	AMIN005796
OG0008033	AAEL002550	AMIN003450
OG0008034	AAEL002551	AMIN002643
OG0008035	AAEL002556	AMIN004913
OG0008036	AAEL002572	AMIN003430
OG0008037	AAEL002579	AMIN005022
OG0008038	AAEL002593	AMIN015887
OG0008039	AAEL002626	AMIN006856
OG0008040	AAEL002627	AMIN005025
OG0008041	AAEL002636	AMIN001383
OG0008043	AAEL002654	AMIN001391
OG0008044	AAEL002656	AMIN001426
OG0008045	AAEL002657	AMIN001422
OG0008046	AAEL002674	AMIN004133
OG0008047	AAEL002699	AMIN010333
OG0008048	AAEL002716	AMIN000826
OG0008049	AAEL002726	AMIN006010
OG0008051	AAEL002753	AMIN016208
OG0008052	AAEL002777	AMIN003965
OG0008053	AAEL002779	AMIN003966
OG0008054	AAEL002786	AMIN004798
OG0008055	AAEL002788	AMIN003967
OG0008056	AAEL002803	AMIN002662
OG0008057	AAEL002816	AMIN000298
OG0008058	AAEL002820	AMIN009324
OG0008059	AAEL002836	AMIN009325
OG0008060	AAEL002844	AMIN008270
OG0008061	AAEL002847	AMIN009322
OG0008063	AAEL002893	AMIN005085
OG0008064	AAEL002898	AMIN005586
OG0008066	AAEL002912	AMIN005590
OG0008067	AAEL002986	AMIN003897
OG0008068	AAEL003005	AMIN016082
OG0008069	AAEL003034	AMIN005731
OG0008070	AAEL003039	AMIN007409
OG0008071	AAEL003043	AMIN005521
OG0008072	AAEL003058	AMIN011054
OG0008074	AAEL003097	AMIN011274
OG0008075	AAEL003107	AMIN004731
OG0008076	AAEL003111	AMIN008361
OG0008077	AAEL003112	AMIN008066
OG0008079	AAEL003137	AMIN004503
OG0008080	AAEL003213	AMIN010768
OG0008081	AAEL003217	AMIN001442
OG0008082	AAEL003221	AMIN009592
OG0008083	AAEL003255	AMIN009596
OG0008085	AAEL003284	AMIN008964
OG0008086	AAEL003291	AMIN006579
OG0008087	AAEL003295	AMIN006575
OG0008088	AAEL003302	AMIN009178
OG0008089	AAEL003316	AMIN006578
OG0008091	AAEL003352	AMIN006112
OG0008092	AAEL003361	AMIN000510
OG0008093	AAEL003426	AMIN008977
OG0008094	AAEL003435	AMIN004498
OG0008095	AAEL003462	AMIN010563
OG0008096	AAEL003464	AMIN015650
OG0008097	AAEL003490	AMIN003422
OG0008098	AAEL003501	AMIN003428
OG0008099	AAEL003548	AMIN006585
OG0008100	AAEL003549	AMIN008737
OG0008101	AAEL003560	AMIN010006
OG0008102	AAEL003569	AMIN004068
OG0008103	AAEL003576	AMIN004832
OG0008104	AAEL003597	AMIN005491
OG0008105	AAEL003624	AMIN004475
OG0008106	AAEL003645	AMIN003759
OG0008108	AAEL003681	AMIN006829
OG0008109	AAEL003714	AMIN010126
OG0008110	AAEL003758	AMIN004863
OG0008111	AAEL003766	AMIN000876
OG0008112	AAEL003768	AMIN004753
OG0008113	AAEL003779	AMIN002996
OG0008114	AAEL003789	AMIN005689
OG0008115	AAEL003791	AMIN005681
OG0008116	AAEL003886	AMIN015666
OG0008117	AAEL003889	AMIN015896
OG0008118	AAEL003894	AMIN015895
OG0008119	AAEL003899	AMIN004838
OG0008120	AAEL003905	AMIN003492
OG0008121	AAEL003907	AMIN003489
OG0008122	AAEL003912	AMIN015894
OG0008123	AAEL003917	AMIN003490
OG0008124	AAEL003921	AMIN002652
OG0008125	AAEL003924	AMIN003948
OG0008126	AAEL003942	AMIN000862
OG0008127	AAEL003944	AMIN004823
OG0008128	AAEL003950	AMIN008665
OG0008129	AAEL003955	AMIN008667
OG0008130	AAEL003970	AMIN008661
OG0008131	AAEL003978	AMIN007420
OG0008132	AAEL004000	AMIN008397
OG0008133	AAEL004006	AMIN003138
OG0008134	AAEL004022	AMIN003144
OG0008135	AAEL004026	AMIN002700
OG0008136	AAEL004039	AMIN003150
OG0008137	AAEL004040	AMIN002920
OG0008138	AAEL004053	AMIN009127
OG0008139	AAEL004054	AMIN005764
OG0008140	AAEL004055	AMIN008677
OG0008141	AAEL004063	AMIN000819
OG0008142	AAEL004073	AMIN007736
OG0008143	AAEL004076	AMIN005765
OG0008144	AAEL004105	AMIN006911
OG0008145	AAEL004107	AMIN007285
OG0008146	AAEL004113	AMIN015523
OG0008147	AAEL004132	AMIN000147
OG0008148	AAEL004141	AMIN000517
OG0008149	AAEL004146	AMIN000518
OG0008150	AAEL004161	AMIN008177
OG0008151	AAEL004168	AMIN008078
OG0008152	AAEL004176	AMIN008176
OG0008153	AAEL004179	AMIN005070
OG0008155	AAEL004199	AMIN008169, AMIN008170
OG0008156	AAEL004200	AMIN003995
OG0008157	AAEL004209	AMIN008762
OG0008158	AAEL004249	AMIN010601
OG0008159	AAEL004252	AMIN014809
OG0008160	AAEL004293	AMIN001507
OG0008161	AAEL004325	AMIN001026
OG0008162	AAEL004326	AMIN002218
OG0008164	AAEL004356	AMIN003812
OG0008165	AAEL004361	AMIN002829
OG0008166	AAEL004396	AMIN002602
OG0008167	AAEL004407	AMIN001294
OG0008168	AAEL004409	AMIN001279
OG0008169	AAEL004423	AMIN008450
OG0008170	AAEL004439	AMIN008449
OG0008171	AAEL004460	AMIN007464
OG0008172	AAEL004479	AMIN003745
OG0008173	AAEL004488	AMIN001815
OG0008174	AAEL004511	AMIN001469
OG0008175	AAEL004551	AMIN003366
OG0008176	AAEL004558	AMIN000582
OG0008178	AAEL004570	AMIN000576
OG0008179	AAEL004571	AMIN010735
OG0008180	AAEL004589	AMIN007865
OG0008181	AAEL004591	AMIN007858
OG0008182	AAEL004607	AMIN015877
OG0008183	AAEL004620	AMIN000949
OG0008184	AAEL004625	AMIN003003
OG0008185	AAEL004630	AMIN004766
OG0008186	AAEL004643	AMIN015878
OG0008187	AAEL004648	AMIN003549
OG0008188	AAEL004659	AMIN007006
OG0008189	AAEL004662	AMIN007414
OG0008190	AAEL004680	AMIN004112
OG0008191	AAEL004686	AMIN016163
OG0008192	AAEL004793	AMIN002069
OG0008193	AAEL004837	AMIN007789
OG0008194	AAEL004843	AMIN011197
OG0008195	AAEL004844	AMIN010067
OG0008196	AAEL004846	AMIN011198
OG0008197	AAEL004854	AMIN010143
OG0008198	AAEL004857	AMIN007797
OG0008199	AAEL004863	AMIN004916
OG0008200	AAEL004865	AMIN003539
OG0008201	AAEL004866	AMIN003538
OG0008202	AAEL004876	AMIN004921
OG0008203	AAEL004879	AMIN004917
OG0008204	AAEL004885	AMIN004919
OG0008205	AAEL004899	AMIN007675
OG0008206	AAEL004905	AMIN007424
OG0008207	AAEL004919	AMIN001185
OG0008208	AAEL004951	AMIN009278
OG0008209	AAEL004960	AMIN004442
OG0008210	AAEL004976	AMIN001536
OG0008211	AAEL004983	AMIN006736
OG0008212	AAEL004986	AMIN006097
OG0008213	AAEL005013	AMIN009794
OG0008215	AAEL005034	AMIN009790
OG0008217	AAEL005048	AMIN004205, AMIN004204
OG0008218	AAEL005060	AMIN015510
OG0008219	AAEL005061	AMIN004209
OG0008220	AAEL005086	AMIN004207
OG0008221	AAEL005138	AMIN006529
OG0008223	AAEL005152	AMIN006526
OG0008224	AAEL005163	AMIN016177
OG0008225	AAEL005171	AMIN010265
OG0008226	AAEL005179	AMIN011176
OG0008227	AAEL005185	AMIN010273
OG0008230	AAEL005197	AMIN010276
OG0008231	AAEL005202	AMIN010279
OG0008232	AAEL005207	AMIN009525
OG0008233	AAEL005214	AMIN002907
OG0008236	AAEL005229	AMIN002884
OG0008237	AAEL005237	AMIN002888
OG0008238	AAEL005238	AMIN004824
OG0008239	AAEL005239	AMIN002901
OG0008240	AAEL005242	AMIN004689
OG0008241	AAEL005243	AMIN000214
OG0008242	AAEL005263	AMIN007996
OG0008243	AAEL005316	AMIN010365
OG0008244	AAEL005336	AMIN001606
OG0008245	AAEL005342	AMIN003894
OG0008246	AAEL005345	AMIN001932
OG0008247	AAEL005353	AMIN003050
OG0008248	AAEL005363	AMIN001933
OG0008249	AAEL005364	AMIN003052
OG0008250	AAEL005379	AMIN009857
OG0008251	AAEL005391	AMIN009870
OG0008253	AAEL005484	AMIN002353
OG0008254	AAEL005500	AMIN003092
OG0008255	AAEL005548	AMIN016065
OG0008257	AAEL005593	AMIN008709
OG0008258	AAEL005595	AMIN002228
OG0008259	AAEL005600	AMIN015836
OG0008260	AAEL005612	AMIN015761
OG0008262	AAEL005616	AMIN002225
OG0008263	AAEL005617	AMIN015833
OG0008266	AAEL005651	AMIN001708
OG0008267	AAEL005674	AMIN007686
OG0008268	AAEL005677	AMIN006142
OG0008269	AAEL005729	AMIN007226
OG0008270	AAEL005735	AMIN009146
OG0008271	AAEL005779	AMIN002570
OG0008272	AAEL005789	AMIN005418
OG0008273	AAEL005817	AMIN002739
OG0008274	AAEL005834	AMIN005775
OG0008275	AAEL005849	AMIN009283
OG0008276	AAEL005903	AMIN000792
OG0008277	AAEL005914	AMIN000866
OG0008278	AAEL005924	AMIN004171
OG0008280	AAEL005957	AMIN009057
OG0008281	AAEL005958	AMIN006175
OG0008282	AAEL005960	AMIN009058
OG0008283	AAEL005967	AMIN006176
OG0008284	AAEL005969	AMIN009056
OG0008285	AAEL005979	AMIN011033
OG0008286	AAEL005991	AMIN002863
OG0008287	AAEL005992	AMIN000898
OG0008288	AAEL006004	AMIN001897
OG0008289	AAEL006017	AMIN009229
OG0008290	AAEL006020	AMIN003343
OG0008291	AAEL006032	AMIN006540
OG0008292	AAEL006033	AMIN003342
OG0008293	AAEL006042	AMIN003341
OG0008295	AAEL006054	AMIN003297
OG0008296	AAEL006070	AMIN000600
OG0008298	AAEL006093	AMIN004265
OG0008299	AAEL006131	AMIN003518
OG0008300	AAEL006143	AMIN003516
OG0008301	AAEL006156	AMIN004151
OG0008303	AAEL006172	AMIN000384
OG0008304	AAEL006176	AMIN002448
OG0008305	AAEL006177	AMIN016061
OG0008306	AAEL006188	AMIN016062
OG0008307	AAEL006191	AMIN004897
OG0008308	AAEL006206	AMIN002935
OG0008309	AAEL006209	AMIN004866
OG0008311	AAEL006238	AMIN009087
