Orthogroup	LlongipalpisASM	AstephensiUCISS2018
OG0006855	LOC129789532	ASTEI20_036202, ASTEI20_031725
OG0006856	LOC129789856	ASTEI20_035927
OG0006857	LOC129792633	ASTEI20_039704
OG0006858	LOC129796791	ASTEI20_045374
OG0006859	LOC129788990	ASTEI20_037227
OG0006860	LOC129795059	ASTEI20_035928
OG0006861	LOC129788464	ASTEI20_044646
OG0006862	LOC129790867	ASTEI20_040634
OG0006863	LOC129793116	ASTEI20_040568
OG0006864	LOC129793756	ASTEI20_032120
OG0006865	LOC129787598	ASTEI20_033356
OG0006866	LOC129789367	ASTEI20_032636
OG0006867	LOC129792125	ASTEI20_031477
OG0006868	LOC129790592	ASTEI20_040046
OG0006869	LOC129797689	ASTEI20_039031
OG0006870	LOC129789725	ASTEI20_041818
OG0006871	LOC129796862	ASTEI20_042052
OG0006872	LOC129786431	ASTEI20_043164
OG0006873	LOC129795602	ASTEI20_041874
OG0006874	LOC129796474	ASTEI20_032645
OG0006875	LOC129794081	ASTEI20_031644
OG0006876	LOC129797221	ASTEI20_042030
OG0006877	LOC129785851	ASTEI20_042943
OG0006878	LOC129788498	ASTEI20_033851
OG0006879	LOC129785883	ASTEI20_043841
OG0006880	LOC129793210	ASTEI20_040706
OG0006881	LOC129795717	ASTEI20_039590
OG0006882	LOC129789133	ASTEI20_031572
OG0006883	LOC129793038	ASTEI20_034529
OG0006884	LOC129791863	ASTEI20_032902
OG0006885	LOC129791239	ASTEI20_033473
OG0006886	LOC129794002	ASTEI20_038380
OG0006887	LOC129797668	ASTEI20_039976
OG0006888	LOC129790029	ASTEI20_032121
OG0006889	LOC129790804	ASTEI20_040356
OG0006890	LOC129793180	ASTEI20_034333
OG0006891	LOC129795114	ASTEI20_038587
OG0006892	LOC129793998	ASTEI20_038925
OG0006893	LOC129789343	ASTEI20_039890
OG0006894	LOC129789603	ASTEI20_031833
OG0006896	LOC129795014	ASTEI20_037596
OG0006897	LOC129796792	ASTEI20_042224
OG0006898	LOC129786446	ASTEI20_044966
OG0006899	LOC129796380	ASTEI20_038346
OG0006900	LOC129792368	ASTEI20_031638
OG0006901	LOC129794987	ASTEI20_040136
OG0006902	LOC129788555	ASTEI20_032791
OG0006903	LOC129788991	ASTEI20_036936
OG0006904	LOC129794931	ASTEI20_034054
OG0006905	LOC129796057	ASTEI20_032550
OG0006906	LOC129793370	ASTEI20_043855
OG0006907	LOC129789634	ASTEI20_042886
OG0006908	LOC129787105	ASTEI20_037132
OG0006909	LOC129795067	ASTEI20_035401
OG0006910	LOC129786259	ASTEI20_031346
OG0006911	LOC129790238	ASTEI20_033789
OG0006912	LOC129791070	ASTEI20_034725
OG0006913	LOC129796878	ASTEI20_038455
OG0006914	LOC129793374	ASTEI20_040324
OG0006915	LOC129789663	ASTEI20_041092
OG0006916	LOC129792748	ASTEI20_033935
OG0006917	LOC129792799	ASTEI20_044054
OG0006918	LOC129795566	ASTEI20_031203
OG0006919	LOC129793953	ASTEI20_040756
OG0006920	LOC129794988	ASTEI20_043196
OG0006921	LOC129788048	ASTEI20_039269
OG0006922	LOC129793826	ASTEI20_031869
OG0006923	LOC129788927	ASTEI20_033289
OG0006924	LOC129796555	ASTEI20_041253
OG0006925	LOC129790102	ASTEI20_032424
OG0006926	LOC129796789	ASTEI20_044366
OG0006927	LOC129786664	ASTEI20_032175
OG0006928	LOC129791270	ASTEI20_036408
OG0006929	LOC129789308	ASTEI20_037480
OG0006930	LOC129796953	ASTEI20_043310
OG0006931	LOC129788944	ASTEI20_045793
OG0006932	LOC129789571	ASTEI20_043110
OG0006933	LOC129793122	ASTEI20_045716
OG0006934	LOC129792270	ASTEI20_040617
OG0006935	LOC129791841	ASTEI20_031416
OG0006936	LOC129786882	ASTEI20_043769
OG0006937	LOC129790120	ASTEI20_032216
OG0006938	LOC129789625	ASTEI20_035450
OG0006939	LOC129794907	ASTEI20_045341
OG0006940	LOC129789946	ASTEI20_043464
OG0006941	LOC129795456	ASTEI20_031053
OG0006942	LOC129792904	ASTEI20_041543
OG0006943	LOC129788961	ASTEI20_039428
OG0006944	LOC129797465	ASTEI20_032060, ASTEI20_045452
OG0006945	LOC129788017	ASTEI20_045817
OG0006946	LOC129796442	ASTEI20_041399
OG0006947	LOC129796059	ASTEI20_035484
OG0006948	LOC129792787	ASTEI20_043744
OG0006949	LOC129797130	ASTEI20_032619
OG0006950	LOC129795787	ASTEI20_042557
OG0006951	LOC129794619	ASTEI20_043400
OG0006952	LOC129795155	ASTEI20_033553
OG0006953	LOC129797208	ASTEI20_035224
OG0006954	LOC129796656	ASTEI20_033113
OG0006955	LOC129795714	ASTEI20_036524
OG0006956	LOC129790790	ASTEI20_037663
OG0006957	LOC129793612	ASTEI20_045033
OG0006958	LOC129792592	ASTEI20_031411
OG0006959	LOC129787414	ASTEI20_041260
OG0006960	LOC129788937	ASTEI20_042976
OG0006962	LOC129786602	ASTEI20_038485
OG0006963	LOC129789333	ASTEI20_040441
OG0006964	LOC129797485, LOC129792234	ASTEI20_042747
OG0006965	LOC129790161	ASTEI20_041665
OG0006966	LOC129789587	ASTEI20_036465
OG0006967	LOC129790341	ASTEI20_035730
OG0006968	LOC129794876	ASTEI20_040444
OG0006969	LOC129790849	ASTEI20_032787
OG0006971	LOC129787022	ASTEI20_036615
OG0006973	LOC129797011	ASTEI20_043289
OG0006974	LOC129786144	ASTEI20_045537
OG0006975	LOC129796521	ASTEI20_033860
OG0006976	LOC129791900	ASTEI20_036163
OG0006977	LOC129797165	ASTEI20_039810
OG0006978	LOC129791086	ASTEI20_036198
OG0006979	LOC129793643	ASTEI20_036521
OG0006980	LOC129785823	ASTEI20_044380
OG0006981	LOC129790455	ASTEI20_040132
OG0006982	LOC129793897	ASTEI20_045315
OG0006983	LOC129796983	ASTEI20_036737
OG0006984	LOC129790118	ASTEI20_043992
OG0006985	LOC129786429	ASTEI20_037912
OG0006986	LOC129789418	ASTEI20_031980
OG0006987	LOC129786359	ASTEI20_032570
OG0006988	LOC129791796	ASTEI20_032554
OG0006989	LOC129791337	ASTEI20_041570
OG0006990	LOC129796094	ASTEI20_031552
OG0006991	LOC129788892, LOC129793908	ASTEI20_031351
OG0006992	LOC129792986	ASTEI20_038649
OG0006993	LOC129794041	ASTEI20_040080
OG0006994	LOC129788716	ASTEI20_033839
OG0006995	LOC129792568	ASTEI20_043459
OG0006996	LOC129786770	ASTEI20_042977
OG0006997	LOC129791303	ASTEI20_038242
OG0006998	LOC129794658	ASTEI20_037780
OG0006999	LOC129797524	ASTEI20_034656
OG0007001	LOC129791589	ASTEI20_044116
OG0007002	LOC129787443	ASTEI20_035358
OG0007003	LOC129786609	ASTEI20_031012
OG0007004	LOC129791017	ASTEI20_033141
OG0007005	LOC129791965	ASTEI20_037008
OG0007006	LOC129796248	ASTEI20_033947
OG0007007	LOC129793783	ASTEI20_041566
OG0007009	LOC129793477	ASTEI20_037569
OG0007010	LOC129788660	ASTEI20_039285
OG0007011	LOC129786410	ASTEI20_031495
OG0007012	LOC129790620	ASTEI20_040394
OG0007013	LOC129788472	ASTEI20_034807
OG0007014	LOC129791576	ASTEI20_040859
OG0007015	LOC129794517	ASTEI20_039343
OG0007016	LOC129793914	ASTEI20_044066
OG0007017	LOC129791132	ASTEI20_034262
OG0007019	LOC129789811	ASTEI20_043837
OG0007020	LOC129791033	ASTEI20_037746
OG0007021	LOC129795781	ASTEI20_038017
OG0007022	LOC129787501	ASTEI20_038440
OG0007023	LOC129796135	ASTEI20_044248
OG0007024	LOC129795963	ASTEI20_031196
OG0007025	LOC129797457	ASTEI20_045392
OG0007026	LOC129788940	ASTEI20_040745
OG0007027	LOC129796956	ASTEI20_034644
OG0007028	LOC129791814	ASTEI20_032865
OG0007029	LOC129786412	ASTEI20_037579
OG0007030	LOC129789865	ASTEI20_038633
OG0007031	LOC129793279	ASTEI20_037739
OG0007032	LOC129791563	ASTEI20_038061
OG0007033	LOC129794694	ASTEI20_041533
OG0007034	LOC129791025	ASTEI20_045758
OG0007035	LOC129793396	ASTEI20_038345
OG0007036	LOC129790018	ASTEI20_033092
OG0007037	LOC129794852	ASTEI20_037337
OG0007038	LOC129793174	ASTEI20_042216
OG0007039	LOC129789577	ASTEI20_035463
OG0007040	LOC129788378	ASTEI20_037588
OG0007041	LOC129787976	ASTEI20_043212
OG0007042	LOC129789032	ASTEI20_034375
OG0007043	LOC129792133	ASTEI20_039826
OG0007044	LOC129788873	ASTEI20_042055
OG0007045	LOC129797269	ASTEI20_031792
OG0007046	LOC129790142	ASTEI20_034066
OG0007047	LOC129793745	ASTEI20_031894
OG0007048	LOC129793135	ASTEI20_042699
OG0007049	LOC129794957	ASTEI20_042811
OG0007050	LOC129786554	ASTEI20_031914
OG0007051	LOC129788387	ASTEI20_033528
OG0007053	LOC129795830	ASTEI20_038829
OG0007054	LOC129785843	ASTEI20_045334
OG0007055	LOC129787021	ASTEI20_032246
OG0007056	LOC129785835	ASTEI20_045823
OG0007057	LOC129793197	ASTEI20_044350
OG0007058	LOC129791193	ASTEI20_031929
OG0007059	LOC129793896	ASTEI20_037449
OG0007060	LOC129797824	ASTEI20_044609
OG0007061	LOC129793519	ASTEI20_040622
OG0007062	LOC129793468	ASTEI20_042725
OG0007063	LOC129794034	ASTEI20_030942
OG0007064	LOC129791106	ASTEI20_036195
OG0007065	LOC129796079	ASTEI20_040699
OG0007067	LOC129795342	ASTEI20_033445
OG0007068	LOC129790534	ASTEI20_039843
OG0007069	LOC129789872	ASTEI20_032684
OG0007070	LOC129789782	ASTEI20_041101
OG0007071	LOC129785941	ASTEI20_044218
OG0007072	LOC129790157	ASTEI20_042418
OG0007073	LOC129793595	ASTEI20_044177
OG0007074	LOC129789006	ASTEI20_031338
OG0007075	LOC129787216	ASTEI20_036947
OG0007077	LOC129795061	ASTEI20_034036
OG0007078	LOC129793178	ASTEI20_043179
OG0007079	LOC129787097	ASTEI20_042078
OG0007080	LOC129788248	ASTEI20_034490
OG0007081	LOC129790216	ASTEI20_040428
OG0007082	LOC129796049	ASTEI20_033171
OG0007083	LOC129786398	ASTEI20_044716
OG0007084	LOC129796660	ASTEI20_044304
OG0007085	LOC129786260	ASTEI20_031285
OG0007086	LOC129789257	ASTEI20_033957
OG0007087	LOC129788985	ASTEI20_033459
OG0007088	LOC129792571	ASTEI20_032116
OG0007089	LOC129790125	ASTEI20_040254
OG0007090	LOC129795969	ASTEI20_041223
OG0007091	LOC129793017	ASTEI20_044119
OG0007092	LOC129796547	ASTEI20_041097
OG0007093	LOC129791748	ASTEI20_033631
OG0007094	LOC129795896	ASTEI20_045779
OG0007095	LOC129792169	ASTEI20_032299
OG0007096	LOC129793641	ASTEI20_032830
OG0007097	LOC129797481	ASTEI20_035434
OG0007098	LOC129792781	ASTEI20_035625
OG0007099	LOC129793830	ASTEI20_042275
OG0007100	LOC129790542	ASTEI20_039388
OG0007101	LOC129788445	ASTEI20_040539
OG0007102	LOC129786401	ASTEI20_044832
OG0007103	LOC129787683	ASTEI20_031561
OG0007104	LOC129796626	ASTEI20_031628
OG0007106	LOC129792474	ASTEI20_044462
OG0007107	LOC129795343	ASTEI20_041104
OG0007108	LOC129788382	ASTEI20_032558
OG0007109	LOC129796543	ASTEI20_038830
OG0007110	LOC129793094	ASTEI20_035944
OG0007111	LOC129793189	ASTEI20_042316
OG0007112	LOC129789165	ASTEI20_044249
OG0007113	LOC129795389	ASTEI20_037731
OG0007114	LOC129790530	ASTEI20_036350
OG0007115	LOC129789846	ASTEI20_034833
OG0007116	LOC129791658	ASTEI20_041353
OG0007117	LOC129789277	ASTEI20_036537
OG0007118	LOC129796427	ASTEI20_032942
OG0007119	LOC129788573	ASTEI20_038381
OG0007120	LOC129795099	ASTEI20_037428
OG0007121	LOC129785984	ASTEI20_044518
OG0007122	LOC129785983	ASTEI20_044528
OG0007124	LOC129790107	ASTEI20_035384
OG0007125	LOC129789564	ASTEI20_036257
OG0007126	LOC129789883	ASTEI20_045938
OG0007127	LOC129790647	ASTEI20_041422
OG0007128	LOC129797033	ASTEI20_039068
OG0007129	LOC129791419	ASTEI20_031485
OG0007130	LOC129789821	ASTEI20_031512
OG0007131	LOC129790007	ASTEI20_038500
OG0007132	LOC129790999	ASTEI20_034922
OG0007133	LOC129786358	ASTEI20_035559
OG0007134	LOC129792180	ASTEI20_044492
OG0007135	LOC129792366	ASTEI20_033500
OG0007136	LOC129787935	ASTEI20_037381
OG0007137	LOC129790041	ASTEI20_040938
OG0007138	LOC129793594	ASTEI20_043750
OG0007139	LOC129795967	ASTEI20_041036
OG0007140	LOC129791808	ASTEI20_036307
OG0007141	LOC129794052	ASTEI20_041052
OG0007142	LOC129796519	ASTEI20_033523
OG0007143	LOC129788424	ASTEI20_033364
OG0007144	LOC129797299	ASTEI20_031770
OG0007145	LOC129791785	ASTEI20_034517
OG0007146	LOC129786826	ASTEI20_043503
OG0007147	LOC129793347	ASTEI20_037223
OG0007148	LOC129797260	ASTEI20_044295
OG0007149	LOC129792717	ASTEI20_032012
OG0007150	LOC129791018	ASTEI20_033031
OG0007151	LOC129796068	ASTEI20_034855
OG0007152	LOC129792046	ASTEI20_042320
OG0007153	LOC129790529	ASTEI20_045991
OG0007154	LOC129790541	ASTEI20_043369
OG0007155	LOC129796858	ASTEI20_036834
OG0007156	LOC129792757	ASTEI20_045740
OG0007157	LOC129788834	ASTEI20_033635
OG0007158	LOC129786643	ASTEI20_036573
OG0007159	LOC129791553	ASTEI20_040027
OG0007160	LOC129797369	ASTEI20_041924
OG0007161	LOC129787937	ASTEI20_044196
OG0007162	LOC129787489	ASTEI20_031206
OG0007163	LOC129789409	ASTEI20_040174
OG0007164	LOC129789296	ASTEI20_035154
OG0007165	LOC129787338	ASTEI20_040596
OG0007166	LOC129792081	ASTEI20_036055
OG0007167	LOC129791906	ASTEI20_044819
OG0007168	LOC129797478	ASTEI20_041039
OG0007169	LOC129792866	ASTEI20_045040
OG0007170	LOC129793273	ASTEI20_040655
OG0007171	LOC129794469	ASTEI20_031710
OG0007172	LOC129796249	ASTEI20_034160
OG0007173	LOC129797733	ASTEI20_045804
OG0007174	LOC129790642	ASTEI20_042414
OG0007175	LOC129791536	ASTEI20_036621
OG0007176	LOC129790899	ASTEI20_035086
OG0007177	LOC129796384	ASTEI20_045300
OG0007178	LOC129796559	ASTEI20_037855
OG0007179	LOC129787958	ASTEI20_033816
OG0007180	LOC129788837	ASTEI20_039032
OG0007181	LOC129787934	ASTEI20_045812
OG0007182	LOC129795170	ASTEI20_034496
OG0007183	LOC129794014	ASTEI20_032208
OG0007184	LOC129791366	ASTEI20_030998
OG0007185	LOC129788907	ASTEI20_043939
OG0007186	LOC129792096	ASTEI20_038634
OG0007187	LOC129791060	ASTEI20_038396
OG0007188	LOC129788513	ASTEI20_035829
OG0007189	LOC129792276	ASTEI20_035382
OG0007190	LOC129797779	ASTEI20_042183
OG0007191	LOC129787469	ASTEI20_035346
OG0007192	LOC129794042	ASTEI20_031420
OG0007193	LOC129797842	ASTEI20_043668
OG0007194	LOC129796891	ASTEI20_038589
OG0007195	LOC129797754	ASTEI20_034800
OG0007196	LOC129793058	ASTEI20_038591
OG0007197	LOC129786651	ASTEI20_046081
OG0007198	LOC129797852	ASTEI20_035570
OG0007199	LOC129792834	ASTEI20_038321
OG0007200	LOC129788696	ASTEI20_037740
OG0007201	LOC129793201	ASTEI20_044303
OG0007202	LOC129792923	ASTEI20_044495
OG0007203	LOC129789925	ASTEI20_032933
OG0007204	LOC129792910	ASTEI20_034485
OG0007205	LOC129788846	ASTEI20_037311
OG0007206	LOC129786977	ASTEI20_046045
OG0007207	LOC129789581	ASTEI20_040881
OG0007208	LOC129797442	ASTEI20_036246
OG0007209	LOC129797832	ASTEI20_039606
OG0007210	LOC129790182	ASTEI20_039702
OG0007211	LOC129792948	ASTEI20_044351
OG0007212	LOC129794143	ASTEI20_040820
OG0007213	LOC129786850	ASTEI20_033671
OG0007214	LOC129793293	ASTEI20_041862
OG0007215	LOC129794226	ASTEI20_031583
OG0007216	LOC129787456	ASTEI20_041873
OG0007217	LOC129786411	ASTEI20_043712
OG0007218	LOC129790462	ASTEI20_033849
OG0007219	LOC129790488	ASTEI20_031934
OG0007220	LOC129787167	ASTEI20_032699
OG0007221	LOC129789335	ASTEI20_036628
OG0007222	LOC129792914	ASTEI20_033399
OG0007223	LOC129790477	ASTEI20_039806
OG0007224	LOC129789825	ASTEI20_038629
OG0007225	LOC129785940	ASTEI20_038189
OG0007226	LOC129792916	ASTEI20_040869
OG0007227	LOC129790641	ASTEI20_040877
OG0007228	LOC129790905	ASTEI20_038209
OG0007229	LOC129792545	ASTEI20_044232
OG0007230	LOC129796914	ASTEI20_033970
OG0007231	LOC129794111	ASTEI20_041185
OG0007232	LOC129789878	ASTEI20_042919
OG0007233	LOC129790653	ASTEI20_039872
OG0007234	LOC129788606	ASTEI20_038871
OG0007235	LOC129794754	ASTEI20_033465
OG0007236	LOC129788667	ASTEI20_035891
OG0007237	LOC129791544	ASTEI20_042941
OG0007238	LOC129791291	ASTEI20_042508
OG0007239	LOC129792517	ASTEI20_043770
OG0007240	LOC129795008	ASTEI20_045446
OG0007241	LOC129793561	ASTEI20_043294
OG0007242	LOC129792067	ASTEI20_043662
OG0007243	LOC129793447	ASTEI20_036551
OG0007244	LOC129794190	ASTEI20_043384
OG0007245	LOC129790963	ASTEI20_043231
OG0007246	LOC129792482	ASTEI20_041059
OG0007247	LOC129789090	ASTEI20_031942
OG0007248	LOC129793814, LOC129793804	ASTEI20_035734
OG0007250	LOC129786295	ASTEI20_039813
OG0007251	LOC129792302	ASTEI20_042796
OG0007252	LOC129786432	ASTEI20_035260
OG0007254	LOC129797522	ASTEI20_031851
OG0007255	LOC129792956	ASTEI20_037843
OG0007257	LOC129787531	ASTEI20_042854
OG0007258	LOC129788067	ASTEI20_041323
OG0007259	LOC129795809	ASTEI20_033710
OG0007260	LOC129793554	ASTEI20_041098
OG0007261	LOC129787852	ASTEI20_044617
OG0007263	LOC129789840	ASTEI20_039033
OG0007264	LOC129791230	ASTEI20_031122
OG0007265	LOC129796783	ASTEI20_043352
OG0007266	LOC129792685	ASTEI20_032231
OG0007267	LOC129791395	ASTEI20_035546
OG0007268	LOC129797379	ASTEI20_043588
OG0007269	LOC129794769	ASTEI20_045993
OG0007270	LOC129795664	ASTEI20_043128
OG0007272	LOC129786159	ASTEI20_041947
OG0007273	LOC129793353	ASTEI20_040137
OG0007274	LOC129793338	ASTEI20_045685
OG0007275	LOC129797045	ASTEI20_039729
OG0007276	LOC129794887	ASTEI20_030928
OG0007277	LOC129786021	ASTEI20_044151
OG0007278	LOC129787248	ASTEI20_031191
OG0007279	LOC129787522	ASTEI20_035122
OG0007281	LOC129792351	ASTEI20_034487
OG0007282	LOC129797740	ASTEI20_039861
OG0007283	LOC129788915	ASTEI20_041501
OG0007284	LOC129787012	ASTEI20_039691
OG0007285	LOC129786238	ASTEI20_042367
OG0007286	LOC129791547	ASTEI20_032785
OG0007287	LOC129789685	ASTEI20_041724
OG0007288	LOC129789540	ASTEI20_045659
OG0007290	LOC129787846	ASTEI20_038218
OG0007291	LOC129791620	ASTEI20_042299
OG0007292	LOC129789307	ASTEI20_045664
OG0007293	LOC129789642	ASTEI20_045138
OG0007294	LOC129786396	ASTEI20_044884
OG0007295	LOC129791887	ASTEI20_037728
OG0007296	LOC129794784	ASTEI20_036271
OG0007297	LOC129791621	ASTEI20_034661
OG0007298	LOC129792454	ASTEI20_044595
OG0007299	LOC129796002	ASTEI20_033066
OG0007300	LOC129789106, LOC129788879	ASTEI20_032210
OG0007301	LOC129791636	ASTEI20_039004
OG0007302	LOC129795279	ASTEI20_042350
OG0007303	LOC129794088	ASTEI20_046049
OG0007304	LOC129788932	ASTEI20_035773
OG0007305	LOC129787486	ASTEI20_042229
OG0007306	LOC129787951	ASTEI20_032480
OG0007307	LOC129791713	ASTEI20_043121
OG0007308	LOC129796473	ASTEI20_039051
OG0007309	LOC129787384	ASTEI20_036060
OG0007310	LOC129793997	ASTEI20_045073
OG0007311	LOC129791433	ASTEI20_032816
OG0007312	LOC129791618	ASTEI20_044685
OG0007313	LOC129792666	ASTEI20_031210
OG0007315	LOC129790112	ASTEI20_040033
OG0007316	LOC129790278, LOC129796160	ASTEI20_032362
OG0007317	LOC129788072	ASTEI20_043930
OG0007318	LOC129787023	ASTEI20_043502
OG0007319	LOC129787513	ASTEI20_030968
OG0007320	LOC129793290	ASTEI20_037478
OG0007321	LOC129793702	ASTEI20_031855
OG0007322	LOC129792224	ASTEI20_032400
OG0007323	LOC129786424	ASTEI20_045277
OG0007325	LOC129791623	ASTEI20_036001
OG0007326	LOC129791655	ASTEI20_038336
OG0007327	LOC129790820	ASTEI20_042790
OG0007328	LOC129794990	ASTEI20_034802
OG0007329	LOC129788941	ASTEI20_032495
OG0007330	LOC129788878	ASTEI20_046037
OG0007331	LOC129785865	ASTEI20_035943
OG0007332	LOC129791240	ASTEI20_037718
OG0007333	LOC129789145	ASTEI20_036344
OG0007335	LOC129793717	ASTEI20_030915
OG0007336	LOC129792472	ASTEI20_046155
OG0007337	LOC129794668	ASTEI20_032354
OG0007338	LOC129795527	ASTEI20_038074
OG0007339	LOC129786164	ASTEI20_039958
OG0007340	LOC129788161	ASTEI20_045694
OG0007341	LOC129787871	ASTEI20_036664
OG0007342	LOC129792921	ASTEI20_032969
OG0007344	LOC129787031	ASTEI20_031971
OG0007345	LOC129787613	ASTEI20_041012
OG0007346	LOC129785873	ASTEI20_042555
OG0007347	LOC129786641	ASTEI20_043467
OG0007348	LOC129797280	ASTEI20_031334
OG0007349	LOC129790357	ASTEI20_037665
OG0007350	LOC129790735	ASTEI20_046168
OG0007351	LOC129790772	ASTEI20_032547
OG0007352	LOC129787151	ASTEI20_033095
OG0007353	LOC129796790	ASTEI20_039337
OG0007354	LOC129787728	ASTEI20_037007
OG0007355	LOC129791652	ASTEI20_033783
OG0007357	LOC129789317	ASTEI20_039898
OG0007358	LOC129786991	ASTEI20_044308
OG0007359	LOC129786311	ASTEI20_032627
OG0007360	LOC129786161	ASTEI20_034599
OG0007361	LOC129794099	ASTEI20_037213
OG0007362	LOC129793455	ASTEI20_037806
OG0007363	LOC129787392, LOC129793407	ASTEI20_042270
OG0007364	LOC129797093	ASTEI20_038675
OG0007365	LOC129793850	ASTEI20_035490
OG0007366	LOC129793524	ASTEI20_035410
OG0007367	LOC129789834	ASTEI20_034580
OG0007368	LOC129786687	ASTEI20_044294
OG0007369	LOC129786079	ASTEI20_041341
OG0007370	LOC129793022	ASTEI20_040887
OG0007371	LOC129789448	ASTEI20_045584
OG0007372	LOC129794246	ASTEI20_034210
OG0007373	LOC129790168	ASTEI20_041838
OG0007374	LOC129789963	ASTEI20_042734
OG0007375	LOC129787188	ASTEI20_037484
OG0007376	LOC129788401	ASTEI20_031634
OG0007377	LOC129794884	ASTEI20_041314
OG0007378	LOC129792079	ASTEI20_040638
OG0007380	LOC129787457	ASTEI20_042108
OG0007381	LOC129792137	ASTEI20_032541
OG0007382	LOC129794207	ASTEI20_043767
OG0007383	LOC129790022	ASTEI20_033530
OG0007384	LOC129786973	ASTEI20_036471
OG0007385	LOC129790045	ASTEI20_042400
OG0007386	LOC129786086	ASTEI20_032803
OG0007387	LOC129796404	ASTEI20_034427
OG0007388	LOC129787369	ASTEI20_036194
OG0007389	LOC129788884	ASTEI20_032508
OG0007390	LOC129794296	ASTEI20_045426
OG0007391	LOC129791932	ASTEI20_039757
OG0007393	LOC129786925	ASTEI20_031259
OG0007395	LOC129794336	ASTEI20_036494
OG0007396	LOC129793057	ASTEI20_041505
OG0007397	LOC129790922	ASTEI20_045649
OG0007398	LOC129795508	ASTEI20_032274
OG0007399	LOC129795814	ASTEI20_038298
OG0007400	LOC129797145	ASTEI20_040748
OG0007401	LOC129791839	ASTEI20_038023
OG0007402	LOC129793967	ASTEI20_031422, ASTEI20_043125
OG0007403	LOC129792122	ASTEI20_036375
OG0007404	LOC129794966	ASTEI20_042358
OG0007405	LOC129791571	ASTEI20_037396
OG0007406	LOC129788704	ASTEI20_037631
OG0007407	LOC129792894	ASTEI20_037167
OG0007408	LOC129786403	ASTEI20_045805
OG0007409	LOC129795426	ASTEI20_044674
OG0007410	LOC129797530	ASTEI20_035777
OG0007412	LOC129786919	ASTEI20_036587
OG0007413	LOC129786805	ASTEI20_037279
OG0007414	LOC129793610	ASTEI20_037247
OG0007415	LOC129792778	ASTEI20_037171
OG0007416	LOC129786011	ASTEI20_042246
OG0007417	LOC129788995	ASTEI20_034088
OG0007419	LOC129791871	ASTEI20_037437
OG0007420	LOC129793491	ASTEI20_038253
OG0007421	LOC129794989	ASTEI20_041603
OG0007422	LOC129794437	ASTEI20_038579
OG0007423	LOC129792615	ASTEI20_045011
OG0007424	LOC129787896	ASTEI20_039214
OG0007425	LOC129788852	ASTEI20_033492
OG0007426	LOC129796409	ASTEI20_039070
OG0007427	LOC129793224, LOC129787195	ASTEI20_032913
OG0007428	LOC129793532	ASTEI20_032620
OG0007429	LOC129793584	ASTEI20_040342
OG0007432	LOC129786575	ASTEI20_032567
OG0007433	LOC129789192	ASTEI20_044641
OG0007434	LOC129792279	ASTEI20_042279
OG0007435	LOC129796141	ASTEI20_041527
OG0007436	LOC129793514	ASTEI20_035530
OG0007437	LOC129794532	ASTEI20_032167
OG0007438	LOC129794012	ASTEI20_045591
OG0007439	LOC129789563	ASTEI20_032284
OG0007440	LOC129792945	ASTEI20_036546
OG0007441	LOC129786677	ASTEI20_037074
OG0007442	LOC129795167	ASTEI20_043889
OG0007443	LOC129792106	ASTEI20_040413
OG0007444	LOC129787929	ASTEI20_037950
OG0007445	LOC129788812	ASTEI20_036382
OG0007446	LOC129796850	ASTEI20_041477
OG0007447	LOC129791723	ASTEI20_045086
OG0007448	LOC129791806	ASTEI20_031874
OG0007449	LOC129792720	ASTEI20_037010
OG0007450	LOC129791457	ASTEI20_045132
OG0007451	LOC129793165	ASTEI20_035711
OG0007452	LOC129789888	ASTEI20_033828
OG0007453	LOC129787529	ASTEI20_042860
OG0007454	LOC129787981	ASTEI20_033181
OG0007455	LOC129792816	ASTEI20_032100
OG0007456	LOC129792177	ASTEI20_045932
OG0007458	LOC129794231	ASTEI20_032166
OG0007459	LOC129787048	ASTEI20_043381
OG0007461	LOC129794323	ASTEI20_045243
OG0007462	LOC129787968	ASTEI20_037778
OG0007463	LOC129789228	ASTEI20_040514
OG0007464	LOC129790817	ASTEI20_042103
OG0007466	LOC129789985	ASTEI20_043548
OG0007469	LOC129793147	ASTEI20_033224
OG0007470	LOC129791820	ASTEI20_035265
OG0007471	LOC129793209	ASTEI20_033397, ASTEI20_042587
OG0007472	LOC129786666	ASTEI20_033425
OG0007473	LOC129791518	ASTEI20_044628
OG0007475	LOC129787202	ASTEI20_041980
OG0007476	LOC129793841	ASTEI20_042852
OG0007477	LOC129791532	ASTEI20_043038
OG0007478	LOC129786312	ASTEI20_039815
OG0007479	LOC129796037	ASTEI20_034102
OG0007480	LOC129793159	ASTEI20_036800
OG0007481	LOC129789310, LOC129789464	ASTEI20_037463
OG0007482	LOC129791915	ASTEI20_036458
OG0007483	LOC129792554	ASTEI20_045122
OG0007484	LOC129786202	ASTEI20_040577
OG0007487	LOC129789385	ASTEI20_037333
OG0007488	LOC129793711	ASTEI20_033042, ASTEI20_031123
OG0007489	LOC129787418	ASTEI20_045629
OG0007490	LOC129789394	ASTEI20_041742
OG0007491	LOC129794280	ASTEI20_039954
OG0007492	LOC129790292	ASTEI20_044149
OG0007493	LOC129789759	ASTEI20_045535
OG0007494	LOC129791187	ASTEI20_039658
OG0007496	LOC129787382	ASTEI20_038070
