Orthogroup	LlongipalpisASM	AminimusMINIMUS1
OG0006349	LOC129794661	AMIN007292
OG0006350	LOC129791734	AMIN007297
OG0006351	LOC129793420	AMIN010034
OG0006352	LOC129793036	AMIN010036
OG0006353	LOC129793980	AMIN010033
OG0006354	LOC129791960	AMIN008010
OG0006355	LOC129791925	AMIN008009
OG0006356	LOC129789918, LOC129786784	AMIN003380
OG0006357	LOC129787480	AMIN003383
OG0006358	LOC129787224	AMIN003384
OG0006359	LOC129797103	AMIN001942
OG0006360	LOC129794177	AMIN000718
OG0006361	LOC129791334	AMIN006108
OG0006362	LOC129791515	AMIN002781
OG0006363	LOC129791146	AMIN003123
OG0006364	LOC129787147	AMIN000476
OG0006365	LOC129790372	AMIN000475
OG0006366	LOC129789127	AMIN006491
OG0006367	LOC129788743	AMIN007584
OG0006368	LOC129790504	AMIN005905
OG0006369	LOC129792826	AMIN007779
OG0006370	LOC129793306	AMIN007777
OG0006371	LOC129791809	AMIN007778
OG0006372	LOC129793304	AMIN007781
OG0006373	LOC129791732	AMIN008085
OG0006374	LOC129788466	AMIN001502
OG0006375	LOC129789924	AMIN005056
OG0006376	LOC129791908	AMIN010201
OG0006377	LOC129791750	AMIN010865
OG0006378	LOC129791753	AMIN007275
OG0006379	LOC129791930	AMIN007273
OG0006380	LOC129793578	AMIN010199
OG0006381	LOC129792016	AMIN007274
OG0006382	LOC129787062	AMIN011211
OG0006383	LOC129796583	AMIN004328
OG0006384	LOC129796600	AMIN009251
OG0006385	LOC129788627	AMIN009249
OG0006386	LOC129796093	AMIN001132
OG0006387	LOC129795873	AMIN006904
OG0006388	LOC129792681	AMIN008075
OG0006389	LOC129792107	AMIN007571
OG0006390	LOC129792098	AMIN007911
OG0006391	LOC129788631	AMIN009105
OG0006392	LOC129791349	AMIN003455
OG0006393	LOC129787354	AMIN000022
OG0006394	LOC129788069	AMIN002445
OG0006395	LOC129797863	AMIN000025
OG0006396	LOC129785841	AMIN000026
OG0006397	LOC129788333	AMIN003453
OG0006399	LOC129797585	AMIN008745
OG0006400	LOC129786463	AMIN011315
OG0006401	LOC129786608	AMIN000273
OG0006402	LOC129796941	AMIN003254
OG0006403	LOC129786078	AMIN000773
OG0006404	LOC129789736, LOC129791365	AMIN003642
OG0006405	LOC129797554	AMIN002992
OG0006406	LOC129787407	AMIN003651
OG0006407	LOC129787228	AMIN005858
OG0006408	LOC129790646	AMIN001955
OG0006409	LOC129793160	AMIN006643
OG0006410	LOC129797205	AMIN001102
OG0006411	LOC129793596	AMIN011532
OG0006412	LOC129795345	AMIN004937
OG0006414	LOC129795930	AMIN008728
OG0006415	LOC129793422	AMIN010993
OG0006416	LOC129792231	AMIN007412
OG0006417	LOC129792390	AMIN010992
OG0006418	LOC129791600	AMIN010994
OG0006419	LOC129789346	AMIN001446
OG0006420	LOC129788665	AMIN001508
OG0006421	LOC129789746	AMIN001171
OG0006422	LOC129789600	AMIN001172
OG0006423	LOC129789578	AMIN001174
OG0006424	LOC129790625	AMIN006721
OG0006425	LOC129791031	AMIN005946
OG0006426	LOC129787343	AMIN000017
OG0006427	LOC129790415	AMIN005904
OG0006428	LOC129789437	AMIN005903
OG0006429	LOC129792669	AMIN007690
OG0006430	LOC129797829	AMIN003781
OG0006431	LOC129791564	AMIN009897
OG0006432	LOC129791643	AMIN009899
OG0006433	LOC129787005	AMIN010311
OG0006434	LOC129787009	AMIN010309
OG0006435	LOC129787002	AMIN010312
OG0006436	LOC129787008	AMIN010308
OG0006437	LOC129795998	AMIN015845
OG0006438	LOC129795107	AMIN015844
OG0006439	LOC129793102	AMIN002436
OG0006440	LOC129789337	AMIN002438
OG0006441	LOC129793791	AMIN002439
OG0006442	LOC129793777	AMIN005278
OG0006443	LOC129787250	AMIN002073
OG0006444	LOC129786835	AMIN002360
OG0006446	LOC129797744	AMIN003700
OG0006447	LOC129791450	AMIN005475
OG0006448	LOC129787122	AMIN000471
OG0006449	LOC129787117	AMIN000470
OG0006450	LOC129795623	AMIN008481
OG0006451	LOC129790230	AMIN008188
OG0006452	LOC129795530	AMIN008479
OG0006453	LOC129787872	AMIN003065
OG0006454	LOC129786657	AMIN005755
OG0006455	LOC129797770	AMIN003284
OG0006456	LOC129787653	AMIN003282
OG0006457	LOC129786222	AMIN003240
OG0006458	LOC129791972	AMIN010706
OG0006459	LOC129792774	AMIN010845
OG0006460	LOC129791186	AMIN006796
OG0006461	LOC129788747	AMIN006795
OG0006462	LOC129790005	AMIN007211
OG0006463	LOC129791013	AMIN005322
OG0006464	LOC129787770	AMIN004867
OG0006465	LOC129785996	AMIN004898
OG0006466	LOC129786504	AMIN008372
OG0006467	LOC129796917	AMIN007513
OG0006468	LOC129796396	AMIN008373
OG0006469	LOC129789677	AMIN006705
OG0006470	LOC129795986	AMIN008344
OG0006471	LOC129792900	AMIN011036
OG0006472	LOC129787772	AMIN008410
OG0006473	LOC129796966	AMIN008409
OG0006474	LOC129787561	AMIN008414
OG0006475	LOC129792935	AMIN009526
OG0006476	LOC129787954	AMIN010896
OG0006477	LOC129793081	AMIN011251
OG0006478	LOC129793083	AMIN007823
OG0006480	LOC129796360	AMIN009336
OG0006481	LOC129796082	AMIN009337
OG0006482	LOC129795935	AMIN008143
OG0006483	LOC129796683	AMIN008331
OG0006484	LOC129794763	AMIN008332
OG0006485	LOC129793693	AMIN001014
OG0006486	LOC129793238	AMIN009130
OG0006487	LOC129796084	AMIN005976
OG0006488	LOC129793512	AMIN008946
OG0006489	LOC129787229	AMIN006154
OG0006490	LOC129788465	AMIN006155
OG0006491	LOC129788519	AMIN006300
OG0006492	LOC129789427	AMIN007250
OG0006493	LOC129789423	AMIN007251
OG0006494	LOC129788745	AMIN007252
OG0006495	LOC129789354	AMIN007248
OG0006497	LOC129788717	AMIN007253
OG0006498	LOC129787293	AMIN010444
OG0006499	LOC129786462	AMIN000027
OG0006500	LOC129787747	AMIN005068
OG0006501	LOC129787836	AMIN004136
OG0006502	LOC129797100	AMIN001141
OG0006503	LOC129789712	AMIN005482
OG0006504	LOC129795955	AMIN004113
OG0006505	LOC129790325	AMIN005557
OG0006506	LOC129789303	AMIN009190
OG0006507	LOC129789069	AMIN002062
OG0006508	LOC129793424	AMIN007847
OG0006509	LOC129792811	AMIN007850
OG0006510	LOC129796614	AMIN004436
OG0006511	LOC129794973	AMIN004433
OG0006512	LOC129792497	AMIN004432
OG0006513	LOC129790302	AMIN007321
OG0006515	LOC129788827	AMIN007323
OG0006516	LOC129792782	AMIN007788
OG0006517	LOC129788767	AMIN001563
OG0006518	LOC129789391	AMIN001561
OG0006519	LOC129795554	AMIN004496
OG0006520	LOC129791983	AMIN007826
OG0006521	LOC129791899	AMIN007827
OG0006522	LOC129788641	AMIN009434
OG0006523	LOC129785825	AMIN001028
OG0006524	LOC129785833	AMIN001588
OG0006525	LOC129785901	AMIN001587
OG0006526	LOC129785884	AMIN001586
OG0006527	LOC129797201	AMIN000821
OG0006529	LOC129792562	AMIN011245
OG0006530	LOC129796411	AMIN008333
OG0006531	LOC129788520	AMIN007135
OG0006532	LOC129792064	AMIN011326
OG0006534	LOC129797651	AMIN011659
OG0006535	LOC129796389	AMIN007508
OG0006536	LOC129794149	AMIN011463
OG0006537	LOC129794266	AMIN009191
OG0006538	LOC129790349	AMIN009524
OG0006539	LOC129795843	AMIN008376
OG0006541	LOC129787205	AMIN004566
OG0006542	LOC129793418	AMIN009775
OG0006543	LOC129793792	AMIN009780
OG0006544	LOC129791138	AMIN009776
OG0006545	LOC129791135	AMIN009777
OG0006546	LOC129795624	AMIN009771
OG0006547	LOC129789818	AMIN009779
OG0006548	LOC129788863	AMIN009773
OG0006549	LOC129796362	AMIN009769
OG0006550	LOC129795631	AMIN009770
OG0006551	LOC129794127	AMIN009772
OG0006553	LOC129797264	AMIN005064
OG0006555	LOC129789325	AMIN005968
OG0006556	LOC129791206	AMIN006820
OG0006557	LOC129789316	AMIN006819
OG0006558	LOC129797625	AMIN003216
OG0006559	LOC129792431	AMIN009992
OG0006560	LOC129792644	AMIN001960
OG0006561	LOC129796419	AMIN005012
OG0006563	LOC129786571	AMIN000807
OG0006564	LOC129786586	AMIN000806
OG0006565	LOC129786566	AMIN000809
OG0006566	LOC129797712	AMIN003293
OG0006567	LOC129786820	AMIN003873
OG0006569	LOC129788711	AMIN001452
OG0006570	LOC129792998	AMIN007442
OG0006571	LOC129791680	AMIN009926
OG0006572	LOC129791686	AMIN009925
OG0006573	LOC129789907	AMIN009927
OG0006575	LOC129788820	AMIN007435
OG0006576	LOC129789358	AMIN015883
OG0006577	LOC129797083	AMIN004808
OG0006578	LOC129790195	AMIN004804
OG0006579	LOC129790212	AMIN015885
OG0006580	LOC129788816	AMIN006462
OG0006581	LOC129791150	AMIN005552
OG0006582	LOC129794197	AMIN011401
OG0006583	LOC129794199	AMIN011400
OG0006584	LOC129787837	AMIN004134
OG0006585	LOC129792172	AMIN009955
OG0006586	LOC129789071	AMIN000225
OG0006587	LOC129788973	AMIN000224
OG0006588	LOC129789074	AMIN000226
OG0006589	LOC129793683	AMIN015601
OG0006590	LOC129793686	AMIN015500
OG0006591	LOC129791790	AMIN010345
OG0006592	LOC129794219	AMIN010301
OG0006593	LOC129794118	AMIN010346
OG0006595	LOC129792198	AMIN011468
OG0006596	LOC129791431	AMIN016138
OG0006597	LOC129791430	AMIN014873
OG0006599	LOC129785862	AMIN002839
OG0006600	LOC129797823	AMIN002840
OG0006601	LOC129790375	AMIN005644
OG0006602	LOC129792156	AMIN006259
OG0006603	LOC129789114	AMIN016291
OG0006604	LOC129792785	AMIN006262
OG0006605	LOC129788489	AMIN011505
OG0006606	LOC129791596	AMIN006260
OG0006607	LOC129790458	AMIN007217
OG0006608	LOC129789062	AMIN001395
OG0006609	LOC129793520	AMIN006836
OG0006610	LOC129786232	AMIN002444
OG0006611	LOC129792357	AMIN010808
OG0006612	LOC129791758	AMIN008026
OG0006613	LOC129796494	AMIN008628
OG0006614	LOC129796486	AMIN010895
OG0006615	LOC129792697	AMIN010098
OG0006616	LOC129787855	AMIN003730
OG0006617	LOC129787530	AMIN003734
OG0006618	LOC129787901	AMIN003733
OG0006620	LOC129792211	AMIN005973
OG0006621	LOC129786028	AMIN005972
OG0006622	LOC129788632	AMIN001463
OG0006623	LOC129797487	AMIN007106
OG0006624	LOC129796153	AMIN001464
OG0006625	LOC129795088	AMIN001460
OG0006626	LOC129787930	AMIN001968
OG0006628	LOC129789960	AMIN005050
OG0006629	LOC129792831	AMIN010848
OG0006630	LOC129788798	AMIN009745
OG0006631	LOC129790210	AMIN009289
OG0006632	LOC129793744	AMIN004879
OG0006633	LOC129796148	AMIN008339
OG0006634	LOC129787040	AMIN003632
OG0006635	LOC129787037	AMIN003630
OG0006636	LOC129791021	AMIN002596
OG0006637	LOC129786288	AMIN003850
OG0006638	LOC129797238	AMIN003944
OG0006639	LOC129785968	AMIN003942
OG0006640	LOC129793156	AMIN007835
OG0006641	LOC129792202	AMIN015803
OG0006642	LOC129793323	AMIN007801
OG0006643	LOC129792673	AMIN010675
OG0006644	LOC129793768	AMIN010676
OG0006645	LOC129793320	AMIN004279
OG0006646	LOC129792247	AMIN015507
OG0006647	LOC129789713	AMIN002430
OG0006649	LOC129795707	AMIN005339
OG0006650	LOC129795620	AMIN005337
OG0006651	LOC129791081	AMIN002060
OG0006652	LOC129797077	AMIN004227
OG0006653	LOC129793764	AMIN002092
OG0006654	LOC129796990	AMIN002753
OG0006655	LOC129788142	AMIN002789
OG0006656	LOC129789131	AMIN009405
OG0006657	LOC129789728	AMIN005323
OG0006658	LOC129789857	AMIN005335
OG0006659	LOC129790893	AMIN001095
OG0006660	LOC129787510	AMIN003481
OG0006661	LOC129789281	AMIN005267
OG0006662	LOC129786212	AMIN007941
OG0006663	LOC129794563	AMIN006642
OG0006664	LOC129794215	AMIN006641
OG0006665	LOC129787269	AMIN005454
OG0006666	LOC129795109	AMIN010626
OG0006668	LOC129789324	AMIN005269
OG0006669	LOC129789637	AMIN011515
OG0006670	LOC129791604	AMIN010894
OG0006671	LOC129786436	AMIN010887
OG0006672	LOC129791615	AMIN010893
OG0006673	LOC129794582	AMIN008609
OG0006674	LOC129793652	AMIN004520
OG0006675	LOC129791236	AMIN008952
OG0006676	LOC129788758	AMIN009744
OG0006677	LOC129794085	AMIN010387
OG0006678	LOC129797019	AMIN009540
OG0006679	LOC129792848	AMIN001498
OG0006680	LOC129785926	AMIN003935
OG0006681	LOC129793184	AMIN003555
OG0006682	LOC129791952	AMIN010298
OG0006683	LOC129794257	AMIN010299
OG0006684	LOC129788167	AMIN010300
OG0006685	LOC129795640	AMIN008483
OG0006686	LOC129796045	AMIN008695
OG0006687	LOC129795877	AMIN009985
OG0006688	LOC129789594	AMIN006715
OG0006689	LOC129789784	AMIN004891
OG0006690	LOC129788909	AMIN008443
OG0006691	LOC129795252	AMIN003603
OG0006692	LOC129792023	AMIN007956
OG0006693	LOC129792856	AMIN011039
OG0006694	LOC129787859	AMIN000117
OG0006695	LOC129788751	AMIN008265
OG0006696	LOC129789741	AMIN004499
OG0006697	LOC129787548	AMIN004873
OG0006698	LOC129797199	AMIN002409
OG0006699	LOC129787359	AMIN002238
OG0006700	LOC129790950	AMIN009481
OG0006701	LOC129788349	AMIN009628
OG0006702	LOC129788503	AMIN009625
OG0006703	LOC129788578	AMIN009629
OG0006704	LOC129790851	AMIN009482
OG0006705	LOC129790047	AMIN009765
OG0006706	LOC129797119	AMIN002431
OG0006707	LOC129790137	AMIN010421
OG0006708	LOC129793680	AMIN015602
OG0006709	LOC129786671	AMIN005751
OG0006710	LOC129787348	AMIN000916
OG0006711	LOC129797641	AMIN003916
OG0006712	LOC129795129	AMIN008765
OG0006713	LOC129786604	AMIN016204
OG0006714	LOC129792015	AMIN004482
OG0006716	LOC129795570	AMIN004486
OG0006717	LOC129793820	AMIN007791
OG0006718	LOC129793232	AMIN007793
OG0006719	LOC129793466	AMIN006198
OG0006720	LOC129789079	AMIN001433
OG0006721	LOC129787453	AMIN002074
OG0006722	LOC129787454	AMIN002075
OG0006723	LOC129795019	AMIN004480
OG0006724	LOC129795091	AMIN004479
OG0006726	LOC129795151	AMIN008705
OG0006727	LOC129786455	AMIN016220
OG0006729	LOC129797113	AMIN005970
OG0006730	LOC129790061	AMIN009778
OG0006731	LOC129797540	AMIN009268
OG0006732	LOC129795296	AMIN009269
OG0006733	LOC129790997	AMIN010677
OG0006734	LOC129796992	AMIN004072
OG0006735	LOC129790993	AMIN005837
OG0006737	LOC129795674	AMIN006119
OG0006738	LOC129788050	AMIN006114
OG0006739	LOC129795710	AMIN006117
OG0006740	LOC129789754	AMIN008196
OG0006741	LOC129797838	AMIN010873
OG0006742	LOC129792317	AMIN002780
OG0006743	LOC129792445	AMIN011642
OG0006744	LOC129792267	AMIN009906
OG0006745	LOC129792266	AMIN009907
OG0006746	LOC129793435	AMIN009904
OG0006747	LOC129792421	AMIN010857
OG0006748	LOC129791235	AMIN005815
OG0006749	LOC129792419	AMIN011413
OG0006750	LOC129790622	AMIN006722
OG0006751	LOC129791075	AMIN006093
OG0006752	LOC129788508	AMIN005088
OG0006753	LOC129797555	AMIN003288
OG0006754	LOC129797685	AMIN003289
OG0006755	LOC129797273	AMIN000665
OG0006756	LOC129797347	AMIN000663
OG0006757	LOC129795795	AMIN005307
OG0006758	LOC129793326	AMIN007800
OG0006759	LOC129797523	AMIN000344
OG0006760	LOC129797835	AMIN003772
OG0006761	LOC129795755, LOC129793673	AMIN009599
OG0006762	LOC129794950	AMIN002848
OG0006763	LOC129792764	AMIN003367
OG0006764	LOC129786274	AMIN000963
OG0006765	LOC129792020	AMIN001325
OG0006766	LOC129789250	AMIN009131
OG0006767	LOC129794332	AMIN007113
OG0006768	LOC129790407	AMIN008083
OG0006769	LOC129791670	AMIN008162
OG0006770	LOC129797091	AMIN002583
OG0006771	LOC129794230	AMIN010786
OG0006772	LOC129787173	AMIN003091
OG0006773	LOC129787478	AMIN004893
OG0006774	LOC129786443	AMIN004892
OG0006775	LOC129787966	AMIN004895
OG0006776	LOC129787996	AMIN004894
OG0006778	LOC129790624	AMIN001008
OG0006779	LOC129792970	AMIN010390
OG0006780	LOC129792942	AMIN010392
OG0006781	LOC129786730	AMIN015928
OG0006782	LOC129788147	AMIN001104
OG0006783	LOC129787942	AMIN003731
OG0006784	LOC129793725	AMIN006307
OG0006785	LOC129790179	AMIN009627
OG0006786	LOC129787198	AMIN004217
OG0006787	LOC129792734	AMIN007357
OG0006788	LOC129793939	AMIN007356
OG0006789	LOC129794304	AMIN016296
OG0006790	LOC129794205	AMIN016295
OG0006792	LOC129791711	AMIN003827
OG0006793	LOC129792577	AMIN007112
OG0006794	LOC129793951	AMIN010685
OG0006795	LOC129787102	AMIN004862
OG0006796	LOC129787484	AMIN005141
OG0006797	LOC129791161	AMIN009112
OG0006798	LOC129791156	AMIN009113
OG0006799	LOC129789134	AMIN008274
OG0006800	LOC129790586	AMIN005936
OG0006801	LOC129788890	AMIN005611
OG0006803	LOC129792715	AMIN008004
OG0006804	LOC129791188	AMIN006334
OG0006805	LOC129791848	AMIN015774
OG0006806	LOC129788642	AMIN001461
OG0006808	LOC129787277	AMIN000008
OG0006809	LOC129793303	AMIN007549
OG0006810	LOC129793305	AMIN007548
OG0006811	LOC129786490	AMIN016224
OG0006812	LOC129791003	AMIN001500
OG0006813	LOC129792770	AMIN007695
OG0006814	LOC129791996	AMIN007692
OG0006815	LOC129793653	AMIN007517
OG0006816	LOC129794334	AMIN001486
OG0006817	LOC129794243	AMIN001485
OG0006818	LOC129792634	AMIN007293
OG0006819	LOC129791325	AMIN009013
OG0006821	LOC129790000	AMIN001013
OG0006822	LOC129794203	AMIN011499
OG0006823	LOC129794204	AMIN011500
OG0006824	LOC129787897	AMIN010057
OG0006825	LOC129789347	AMIN007116
OG0006826	LOC129792780	AMIN010871
OG0006827	LOC129792587	AMIN010869
OG0006828	LOC129792933	AMIN010965
OG0006829	LOC129797114	AMIN001140
OG0006830	LOC129793141	AMIN011223
OG0006831	LOC129793358	AMIN007769
OG0006832	LOC129789463	AMIN005219
OG0006833	LOC129788440	AMIN011296
OG0006834	LOC129791993	AMIN011293
OG0006835	LOC129797111	AMIN011294
OG0006836	LOC129793471	AMIN010139
OG0006837	LOC129789621	AMIN011520
OG0006838	LOC129787876	AMIN000109, AMIN000108
OG0006839	LOC129792277	AMIN007282
OG0006840	LOC129789301	AMIN001230
OG0006841	LOC129793060	AMIN010618
OG0006842	LOC129787924	AMIN000491
OG0006843	LOC129797792	AMIN014123
OG0006844	LOC129791259, LOC129790384	AMIN000987
OG0006845	LOC129792951	AMIN011554
OG0006846	LOC129786107	AMIN001201
OG0006847	LOC129792868	AMIN010107
OG0006848	LOC129796620	AMIN003239
OG0006849	LOC129797741	AMIN003472
OG0006850	LOC129791931	AMIN010684
OG0006851	LOC129791943	AMIN010683
OG0006852	LOC129789614	AMIN009528
OG0006854	LOC129790001	AMIN005585
OG0006855	LOC129789532	AMIN006803
OG0006856	LOC129789856	AMIN005077
OG0006857	LOC129792633	AMIN011437
OG0006858	LOC129796791	AMIN004162
OG0006859	LOC129788990	AMIN005672
OG0006860	LOC129795059	AMIN007877
OG0006861	LOC129788464	AMIN001676
OG0006862	LOC129790867	AMIN005222
OG0006863	LOC129793116	AMIN011012
OG0006865	LOC129787598	AMIN008468
OG0006866	LOC129789367	AMIN003027
OG0006867	LOC129792125	AMIN010465
OG0006868	LOC129790592	AMIN005331
OG0006869	LOC129797689	AMIN009021
OG0006870	LOC129789725	AMIN001478
OG0006871	LOC129796862	AMIN003574
OG0006872	LOC129786431	AMIN011309
OG0006873	LOC129795602	AMIN002802
OG0006874	LOC129796474	AMIN006677
OG0006875	LOC129794081	AMIN005306
OG0006876	LOC129797221	AMIN008311
OG0006877	LOC129785851	AMIN005505
OG0006878	LOC129788498	AMIN001916
OG0006879	LOC129785883	AMIN005504
OG0006880	LOC129793210	AMIN010399
OG0006881	LOC129795717	AMIN004087
OG0006882	LOC129789133	AMIN005997
OG0006883	LOC129793038	AMIN016041
OG0006884	LOC129791863	AMIN010920
OG0006885	LOC129791239	AMIN005291
OG0006886	LOC129794002	AMIN010923
OG0006887	LOC129797668	AMIN002530
OG0006888	LOC129790029	AMIN005423
OG0006889	LOC129790804	AMIN001920
OG0006890	LOC129793180	AMIN007614
OG0006891	LOC129795114	AMIN008436
OG0006892	LOC129793998	AMIN010295
OG0006893	LOC129789343	AMIN006821
OG0006894	LOC129789603	AMIN001483
OG0006896	LOC129795014	AMIN000427
OG0006897	LOC129796792	AMIN009025
OG0006898	LOC129786446	AMIN000696
OG0006899	LOC129796380	AMIN000270
OG0006900	LOC129792368	AMIN007881
OG0006901	LOC129794987	AMIN006527
OG0006902	LOC129788555	AMIN000215
OG0006903	LOC129788991	AMIN002066
OG0006904	LOC129794931	AMIN002326
OG0006905	LOC129796057	AMIN006974
OG0006906	LOC129793370	AMIN001745
OG0006907	LOC129789634	AMIN001836
OG0006908	LOC129787105	AMIN003885
OG0006909	LOC129795067	AMIN008266
OG0006910	LOC129786259	AMIN003370
OG0006911	LOC129790238	AMIN003096
OG0006912	LOC129791070	AMIN001873
OG0006913	LOC129796878	AMIN008985
OG0006914	LOC129793374	AMIN010599
OG0006915	LOC129789663	AMIN003160
OG0006916	LOC129792748	AMIN015939
OG0006917	LOC129792799	AMIN007405
OG0006918	LOC129795566	AMIN008314
OG0006919	LOC129793953	AMIN011247
OG0006920	LOC129794988	AMIN004101
OG0006921	LOC129788048	AMIN005646
OG0006922	LOC129793826	AMIN010158
OG0006923	LOC129788927	AMIN006308
OG0006924	LOC129796555	AMIN015755
OG0006925	LOC129790102	AMIN008184
OG0006926	LOC129796789	AMIN002306
OG0006927	LOC129786664	AMIN004082
OG0006928	LOC129791270	AMIN006426
OG0006929	LOC129789308	AMIN009314
OG0006930	LOC129796953	AMIN000891
OG0006931	LOC129788944	AMIN005692
OG0006932	LOC129789571	AMIN005758
OG0006933	LOC129793122	AMIN009935
OG0006934	LOC129792270	AMIN009909
OG0006935	LOC129791841	AMIN000362
OG0006936	LOC129786882	AMIN002517
OG0006937	LOC129790120	AMIN005555
OG0006938	LOC129789625	AMIN003170
OG0006939	LOC129794907	AMIN003623
OG0006940	LOC129789946	AMIN001728
OG0006941	LOC129795456	AMIN005032
OG0006942	LOC129792904	AMIN011136
OG0006943	LOC129788961	AMIN003120
OG0006944	LOC129797465	AMIN006180
OG0006945	LOC129788017	AMIN014839
OG0006946	LOC129796442	AMIN002882
OG0006947	LOC129796059	AMIN004628
OG0006948	LOC129792787	AMIN011120
OG0006949	LOC129797130	AMIN002510
OG0006950	LOC129795787	AMIN006930
OG0006951	LOC129794619	AMIN008375
OG0006952	LOC129795155	AMIN002324
OG0006953	LOC129797208	AMIN000199
OG0006954	LOC129796656	AMIN008853
OG0006955	LOC129795714	AMIN002795
OG0006956	LOC129790790	AMIN009668
OG0006957	LOC129793612	AMIN015501
OG0006958	LOC129792592	AMIN011301
OG0006959	LOC129787414	AMIN011304
OG0006960	LOC129788937	AMIN001688
OG0006962	LOC129786602	AMIN003943
OG0006963	LOC129789333	AMIN009568
OG0006964	LOC129797485, LOC129792234	AMIN007764
OG0006965	LOC129790161	AMIN005918
OG0006966	LOC129789587	AMIN007115
OG0006967	LOC129790341	AMIN006229
OG0006968	LOC129794876	AMIN009319
OG0006969	LOC129790849	AMIN009757
OG0006971	LOC129787022	AMIN010764
OG0006972	LOC129797193	AMIN000508
OG0006973	LOC129797011	AMIN003147
OG0006974	LOC129786144	AMIN000145
OG0006975	LOC129796521	AMIN000851
OG0006976	LOC129791900	AMIN007807
OG0006977	LOC129797165	AMIN002314
OG0006978	LOC129791086	AMIN016155
OG0006979	LOC129793643	AMIN011188
OG0006980	LOC129785823	AMIN005448
OG0006981	LOC129790455	AMIN007240
OG0006982	LOC129793897	AMIN007055
OG0006983	LOC129796983	AMIN002221
OG0006984	LOC129790118	AMIN001638
OG0006985	LOC129786429	AMIN009468
OG0006986	LOC129789418	AMIN001948
OG0006987	LOC129786359	AMIN009285
OG0006988	LOC129791796	AMIN010376
OG0006989	LOC129791337	AMIN006276
OG0006990	LOC129796094	AMIN008685
OG0006991	LOC129788892, LOC129793908	AMIN008534
OG0006992	LOC129792986	AMIN011357
OG0006993	LOC129794041	AMIN010580
OG0006994	LOC129788716	AMIN005690
OG0006995	LOC129792568	AMIN010537
OG0006996	LOC129786770	AMIN000043
OG0006997	LOC129791303	AMIN006136
OG0006998	LOC129794658	AMIN006895
OG0006999	LOC129797524	AMIN015503
OG0007001	LOC129791589	AMIN011023
OG0007002	LOC129787443	AMIN000032
OG0007003	LOC129786609	AMIN002407
OG0007004	LOC129791017	AMIN002594
OG0007005	LOC129791965	AMIN011267
OG0007006	LOC129796248	AMIN008110
OG0007007	LOC129793783	AMIN008710
OG0007009	LOC129793477	AMIN007711
OG0007010	LOC129788660	AMIN006005
OG0007011	LOC129786410	AMIN004004
OG0007012	LOC129790620	AMIN001006
OG0007013	LOC129788472	AMIN001910
OG0007014	LOC129791576	AMIN011358
OG0007015	LOC129794517	AMIN002198
OG0007016	LOC129793914	AMIN002202
OG0007017	LOC129791132	AMIN009603
OG0007018	LOC129789812	AMIN015902
OG0007019	LOC129789811	AMIN015901
OG0007020	LOC129791033	AMIN006062
OG0007021	LOC129795781	AMIN004429
OG0007022	LOC129787501	AMIN003036
OG0007023	LOC129796135	AMIN001125
OG0007024	LOC129795963	AMIN008652
OG0007025	LOC129797457	AMIN016084
OG0007026	LOC129788940	AMIN001456
OG0007027	LOC129796956	AMIN006639
OG0007028	LOC129791814	AMIN005400
OG0007029	LOC129786412	AMIN007030
OG0007030	LOC129789865	AMIN009149
OG0007031	LOC129793279	AMIN011104
OG0007032	LOC129791563	AMIN010867
OG0007033	LOC129794694	AMIN008815
OG0007034	LOC129791025	AMIN001394
OG0007035	LOC129793396	AMIN007848
OG0007036	LOC129790018	AMIN005328
OG0007037	LOC129794852	AMIN004415
OG0007038	LOC129793174	AMIN010212
OG0007039	LOC129789577	AMIN005178
OG0007040	LOC129788378	AMIN006301
OG0007041	LOC129787976	AMIN010776
OG0007042	LOC129789032	AMIN006225
OG0007043	LOC129792133	AMIN000864
OG0007044	LOC129788873	AMIN009719
OG0007045	LOC129797269	AMIN002171
OG0007046	LOC129790142	AMIN001381
OG0007047	LOC129793745	AMIN010761
OG0007048	LOC129793135	AMIN009990
OG0007049	LOC129794957	AMIN000737
OG0007050	LOC129786554	AMIN009028
OG0007051	LOC129788387	AMIN001713
OG0007053	LOC129795830	AMIN006931
OG0007054	LOC129785843	AMIN010306
OG0007055	LOC129787021	AMIN008670
OG0007056	LOC129785835	AMIN004691
OG0007057	LOC129793197	AMIN007889
OG0007058	LOC129791193	AMIN009136
OG0007059	LOC129793896	AMIN001544
OG0007060	LOC129797824	AMIN003782
OG0007061	LOC129793519	AMIN011613
OG0007062	LOC129793468	AMIN010369
OG0007063	LOC129794034	AMIN002774
OG0007064	LOC129791106	AMIN005189
OG0007065	LOC129796079	AMIN009210
OG0007067	LOC129795342	AMIN008253
OG0007068	LOC129790534	AMIN001403
OG0007069	LOC129789872	AMIN001655
OG0007070	LOC129789782	AMIN008744
OG0007071	LOC129785941	AMIN008439
OG0007072	LOC129790157	AMIN001531
OG0007073	LOC129793595	AMIN009938
OG0007074	LOC129789006	AMIN007305
OG0007075	LOC129787216	AMIN003394
OG0007076	LOC129786370, LOC129796108	AMIN007468
OG0007077	LOC129795061	AMIN009180
OG0007078	LOC129793178	AMIN011218
OG0007079	LOC129787097	AMIN003887
OG0007080	LOC129788248	AMIN010770
OG0007081	LOC129790216	AMIN001156
