Orthogroup	LlongipalpisASM	Aalbopictus_AalbF5
OG0007363	LOC129787392, LOC129793407, LOC129793803	LOC115262112
OG0007364	LOC129797093	LOC109411406
OG0007365	LOC129793850	LOC109423258
OG0007366	LOC129793524	LOC109409682
OG0007367	LOC129789834	LOC109404006
OG0007368	LOC129786687	LOC109413222
OG0007369	LOC129786079	LOC109621289
OG0007370	LOC129793022	LOC109432284
OG0007371	LOC129789448	LOC109401829
OG0007372	LOC129794246	LOC109423129
OG0007373	LOC129790168	LOC109415232
OG0007374	LOC129789963	LOC115253718
OG0007375	LOC129787188	LOC109418021
OG0007376	LOC129788401	LOC109422038
OG0007377	LOC129794884	LOC115266519
OG0007378	LOC129792079	LOC115270170
OG0007380	LOC129787457	LOC109414257
OG0007381	LOC129792137	LOC109403770
OG0007382	LOC129794207	LOC109412534
OG0007383	LOC129790022	LOC109427438
OG0007384	LOC129786973	LOC109433404
OG0007385	LOC129790045	LOC109416814
OG0007386	LOC129786086	LOC109402218
OG0007387	LOC129796404	LOC109623298
OG0007388	LOC129787369	LOC109416142
OG0007389	LOC129788884	LOC115255085
OG0007390	LOC129794296	LOC109404377
OG0007391	LOC129791932	LOC109430908
OG0007392	LOC129795040	LOC134287211
OG0007393	LOC129786925	LOC109403282
OG0007395	LOC129794336	LOC109424679
OG0007396	LOC129793057	LOC115263319
OG0007397	LOC129790922	LOC109408940
OG0007398	LOC129795508	LOC109415747
OG0007399	LOC129795814	LOC109401674
OG0007400	LOC129797145	LOC109414810
OG0007401	LOC129791839	LOC109401024
OG0007402	LOC129793967	LOC109430558
OG0007403	LOC129792122	LOC109403769
OG0007404	LOC129794966	LOC115262186
OG0007405	LOC129791571	LOC109621317
OG0007406	LOC129788704	LOC109415235
OG0007407	LOC129792894	LOC109418057
OG0007408	LOC129786403	LOC109416413
OG0007409	LOC129795426	LOC109412033
OG0007410	LOC129797530	LOC109423689
OG0007412	LOC129786919	LOC109408282
OG0007413	LOC129786805	LOC109399839
OG0007414	LOC129793610	LOC109423323
OG0007415	LOC129792778	LOC109426083
OG0007416	LOC129786011	LOC109431902
OG0007417	LOC129788995	LOC109398355
OG0007419	LOC129791871	LOC109403999
OG0007420	LOC129793491	LOC109407914
OG0007421	LOC129794989	LOC115253497
OG0007422	LOC129794437	LOC109413762
OG0007423	LOC129792615	LOC109418949
OG0007424	LOC129787896	LOC109427460, LOC115256595
OG0007425	LOC129788852	LOC109410157
OG0007426	LOC129796409	LOC109408366
OG0007427	LOC129793224, LOC129787195	LOC109422631
OG0007428	LOC129793532	LOC109426683
OG0007429	LOC129793584	LOC109398042
OG0007432	LOC129786575	LOC109425712
OG0007433	LOC129789192	LOC109428268
OG0007434	LOC129792279	LOC109405141
OG0007435	LOC129796141	LOC109397006
OG0007436	LOC129793514	LOC109424173
OG0007437	LOC129794532	LOC109428910
OG0007438	LOC129794012	LOC115263303
OG0007439	LOC129789563	LOC109622797
OG0007440	LOC129792945	LOC109404591
OG0007441	LOC129786677	LOC109417254
OG0007442	LOC129795167	LOC109431061
OG0007443	LOC129792106	LOC109424254
OG0007444	LOC129787929	LOC109402633
OG0007445	LOC129788812	LOC109433632
OG0007446	LOC129796850	LOC109418971
OG0007447	LOC129791723	LOC109429690
OG0007448	LOC129791806	LOC109430889
OG0007449	LOC129792720	LOC109426813
OG0007450	LOC129791457	LOC109404233
OG0007451	LOC129793165	LOC109409361
OG0007452	LOC129789888	LOC109398515
OG0007453	LOC129787529	LOC109405762
OG0007454	LOC129787981	LOC109409886
OG0007455	LOC129792816	LOC115270375
OG0007456	LOC129792177	LOC109397363
OG0007458	LOC129794231	LOC115260848
OG0007459	LOC129787048	LOC109432116
OG0007461	LOC129794323	LOC109419634
OG0007463	LOC129789228	LOC109420662
OG0007464	LOC129790817	LOC115258752
OG0007466	LOC129789985	LOC109419741
OG0007469	LOC129793147	LOC109399478
OG0007470	LOC129791820	LOC115270213
OG0007471	LOC129793209	LOC109417842
OG0007472	LOC129786666	LOC109414694
OG0007473	LOC129791518	LOC115267513
OG0007475	LOC129787202	LOC115264097, LOC109402404
OG0007476	LOC129793841	LOC109417793
OG0007477	LOC129791532	LOC109397949
OG0007478	LOC129786312	LOC109428481
OG0007479	LOC129796037	LOC109408623
OG0007480	LOC129793159	LOC109413489
OG0007481	LOC129789310, LOC129789464	LOC109397864
OG0007482	LOC129791915	LOC109408124
OG0007483	LOC129792554	LOC109418124
OG0007484	LOC129786202	LOC109412126
OG0007487	LOC129789385	LOC109428471
OG0007488	LOC129793711	LOC109407440
OG0007489	LOC129787418	LOC109430734
OG0007490	LOC129789394	LOC109428436
OG0007491	LOC129794280	LOC109409696
OG0007492	LOC129790292	LOC109432121
OG0007493	LOC129789759	LOC109417230
OG0007494	LOC129791187	LOC109432382
OG0007496	LOC129787382	LOC134283920
OG0007497	LOC129786756	LOC109423546
OG0007498	LOC129792598	LOC115253727
OG0007499	LOC129791466	LOC109425691
OG0007500	LOC129787550	LOC109400928
OG0007503	LOC129788703	LOC109417893
OG0007504	LOC129795505	LOC109427038
OG0007505	LOC129795041	LOC134283905
OG0007506	LOC129794338	LOC115268208
OG0007507	LOC129793827	LOC109403225
OG0007508	LOC129789306	LOC115255079
OG0007509	LOC129787451	LOC109400488
OG0007510	LOC129790526	LOC109409249
OG0007511	LOC129788934	LOC109427762
OG0007512	LOC129795538	LOC109412019
OG0007513	LOC129791822	LOC109409922
OG0007514	LOC129791941	LOC109414474
OG0007515	LOC129788088	LOC109429924
OG0007516	LOC129792605	LOC109429040
OG0007517	LOC129788423	LOC109404426
OG0007518	LOC129795490	LOC109432009
OG0007519	LOC129795439	LOC109432535
OG0007520	LOC129796052	LOC109421953
OG0007521	LOC129788676	LOC115260190
OG0007522	LOC129794229	LOC115265339
OG0007523	LOC129790674	LOC109422130
OG0007524	LOC129791781	LOC109403802
OG0007525	LOC129792228	LOC109416460
OG0007527	LOC129787964	LOC109401916
OG0007528	LOC129793542	LOC109426844, LOC134288481
OG0007529	LOC129787814	LOC109424815
OG0007530	LOC129792075	LOC109404268
OG0007531	LOC129797537	LOC109425509
OG0007532	LOC129788206	LOC109400129
OG0007533	LOC129789638	LOC109422962
OG0007534	LOC129787811	LOC109414613
OG0007536	LOC129791667	LOC109431614
OG0007537	LOC129791913	LOC115269703
OG0007538	LOC129790051	LOC109416813
OG0007539	LOC129790143	LOC109431391
OG0007540	LOC129790145	LOC109400065
OG0007541	LOC129785830	LOC109420353
OG0007543	LOC129793161	LOC109398009
OG0007544	LOC129787628	LOC109412161
OG0007545	LOC129786374	LOC109397777
OG0007546	LOC129795997	LOC109623319
OG0007547	LOC129791220	LOC109425744
OG0007548	LOC129790363	LOC109422034
OG0007549	LOC129795435	LOC109413112
OG0007550	LOC129794119	LOC109427534
OG0007551	LOC129794056	LOC115262467
OG0007552	LOC129786853	LOC109430021
OG0007553	LOC129790668	LOC109411581
OG0007554	LOC129791004	LOC109420936
OG0007555	LOC129788383	LOC109621807
OG0007556	LOC129791465	LOC109428433
OG0007557	LOC129794828	LOC109426378
OG0007558	LOC129791624	LOC109621883
OG0007559	LOC129796922	LOC109401305
OG0007560	LOC129796536	LOC109418761
OG0007561	LOC129791705	LOC109428685
OG0007562	LOC129796308	LOC109422356
OG0007563	LOC129788053	LOC109419403
OG0007564	LOC129787797	LOC109414609
OG0007565	LOC129792095	LOC109416927
OG0007566	LOC129791078	LOC109427657
OG0007567	LOC129791125	LOC109415253
OG0007568	LOC129792138	LOC109407040
OG0007569	LOC129794110	LOC115270189
OG0007570	LOC129785939	LOC109424534
OG0007571	LOC129797163	LOC109430363
OG0007572	LOC129794082	LOC109431761
OG0007573	LOC129787541	LOC109403856
OG0007574	LOC129791776	LOC109623145
OG0007576	LOC129791784	LOC115270442
OG0007577	LOC129790122	LOC109421144
OG0007578	LOC129787025	LOC109415605
OG0007579	LOC129797860	LOC109423140
OG0007580	LOC129792893	LOC109425117
OG0007581	LOC129793755	LOC109423302
OG0007582	LOC129793624, LOC129790709	LOC115254025
OG0007583	LOC129795484	LOC109432314
OG0007584	LOC129797475	LOC109411235
OG0007585	LOC129796607	LOC109415666
OG0007586	LOC129796993	LOC115254158
OG0007587	LOC129791606	LOC109422468
OG0007588	LOC129787652	LOC109401912
OG0007589	LOC129789875	LOC134284982
OG0007590	LOC129797432	LOC109406321
OG0007591	LOC129787858	LOC109405222
OG0007592	LOC129787540	LOC109401240
OG0007593	LOC129797265	LOC109423210
OG0007594	LOC129787409	LOC109423626
OG0007595	LOC129790544	LOC109405617
OG0007597	LOC129790378	LOC109406929
OG0007598	LOC129791449	LOC109428695
OG0007599	LOC129787440	LOC109429597
OG0007600	LOC129792836	LOC109417869
OG0007601	LOC129795811	LOC109403239
OG0007602	LOC129786009	LOC109622356
OG0007603	LOC129792050	LOC109407939
OG0007604	LOC129796109	LOC109621473
OG0007605	LOC129796254	LOC109422379
OG0007606	LOC129793469	LOC109423866
OG0007607	LOC129793993	LOC109413956
OG0007608	LOC129795491	LOC109414482
OG0007610	LOC129789283	LOC109397198
OG0007611	LOC129796651	LOC109409477
OG0007612	LOC129797515	LOC134288904, LOC109417253
OG0007613	LOC129792338	LOC109406007
OG0007614	LOC129791182	LOC109422082
OG0007615	LOC129785890	LOC109419102
OG0007616	LOC129793737	LOC115270041
OG0007617	LOC129788727	LOC109422953
OG0007618	LOC129786234	LOC109430032
OG0007619	LOC129794206	LOC109416682
OG0007620	LOC129787497	LOC109430541
OG0007621	LOC129793302	LOC115253630
OG0007622	LOC129791704	LOC109401004
OG0007623	LOC129788945	LOC109420405
OG0007624	LOC129791978	LOC109420816
OG0007625	LOC129790598	LOC109427791
OG0007626	LOC129787077	LOC109400482
OG0007627	LOC129793475	LOC109413839
OG0007628	LOC129794626	LOC109426022
OG0007630	LOC129790072	LOC109423939
OG0007631	LOC129792579	LOC115256094
OG0007632	LOC129797153	LOC109408430
OG0007633	LOC129794279	LOC109413972
OG0007634	LOC129792483	LOC109426171
OG0007635	LOC129792246	LOC109425710
OG0007636	LOC129797866	LOC109430297
OG0007637	LOC129796586	LOC109425837
OG0007638	LOC129791819	LOC109407996
OG0007639	LOC129790271	LOC109410345
OG0007640	LOC129793169	LOC109403689
OG0007641	LOC129789302	LOC109407326
OG0007642	LOC129792480	LOC109420819
OG0007643	LOC129788933	LOC109401880
OG0007644	LOC129791572	LOC109403658
OG0007645	LOC129786540	LOC109408266
OG0007646	LOC129791774	LOC109419418
OG0007648	LOC129790908	LOC109402049
OG0007649	LOC129788734	LOC109401907
OG0007650	LOC129797247	LOC109621877
OG0007651	LOC129788385	LOC109405894
OG0007652	LOC129793382	LOC109408028
OG0007653	LOC129794729	LOC109426515
OG0007654	LOC129794157	LOC109417547
OG0007655	LOC129787748	LOC115254060
OG0007656	LOC129788718	LOC115254164
OG0007657	LOC129786030	LOC109418995
OG0007658	LOC129792796	LOC115263171
OG0007660	LOC129797469	LOC109418396
OG0007661	LOC129794277	LOC109621687
OG0007663	LOC129796935	LOC109430479
OG0007664	LOC129797212	LOC109426145
OG0007665	LOC129786013	LOC109417756
OG0007666	LOC129790659	LOC109404623
OG0007668	LOC129792819	LOC109428653
OG0007669	LOC129786418	LOC109423066
OG0007670	LOC129787882	LOC109432155
OG0007671	LOC129791867	LOC109398850
OG0007672	LOC129794569	LOC109423569
OG0007673	LOC129795679	LOC109400134, LOC115264504, LOC134291405, LOC134288543, LOC134291382, LOC134289856, LOC115258151, LOC109428733
OG0007674	LOC129794074	LOC109431514
OG0007675	LOC129789485	LOC109429868
OG0007676	LOC129789100	LOC109430629
OG0007677	LOC129792930	LOC109414268
OG0007678	LOC129792494	LOC115258208
OG0007679	LOC129787121	LOC134291872
OG0007680	LOC129790465	LOC109431349
OG0007681	LOC129791234	LOC115266760
OG0007682	LOC129789399	LOC109428460
OG0007683	LOC129793501	LOC109430809
OG0007684	LOC129795303	LOC109407640
OG0007685	LOC129787892	LOC109422942
OG0007686	LOC129785831	LOC109427703
OG0007688	LOC129791567	LOC109423294
OG0007689	LOC129786400	LOC109414157
OG0007690	LOC129793130	LOC109409693
OG0007691	LOC129788759	LOC109415811
OG0007692	LOC129787891	LOC109409851
OG0007694	LOC129794244	LOC109420024
OG0007695	LOC129791842	LOC109411730
OG0007696	LOC129795455	LOC109420110
OG0007697	LOC129793795	LOC109431130
OG0007698	LOC129788732	LOC109421520
OG0007699	LOC129797426	LOC109398209
OG0007700	LOC129796701	LOC109418830
OG0007701	LOC129786989	LOC109415238
OG0007702	LOC129795285	LOC109408361
OG0007703	LOC129794286	LOC109412806
OG0007704	LOC129794341	LOC109413486
OG0007705	LOC129789353	LOC109422441
OG0007706	LOC129797785	LOC109397298
OG0007707	LOC129786402	LOC115266109
OG0007708	LOC129796525	LOC109420404
OG0007709	LOC129785849	LOC109403070
OG0007710	LOC129786514	LOC109430282
OG0007711	LOC129789660	LOC109431107
OG0007712	LOC129787006	LOC115265418
OG0007713	LOC129796354	LOC109418655
OG0007714	LOC129791286	LOC109405312
OG0007715	LOC129787079	LOC109408294
OG0007716	LOC129792570	LOC109414103
OG0007717	LOC129786613	LOC109408287
OG0007719	LOC129793952	LOC109412527
OG0007720	LOC129793363	LOC109398055
OG0007721	LOC129791595	LOC109407990
OG0007722	LOC129788950	LOC109416253
OG0007723	LOC129792553	LOC109414250
OG0007724	LOC129795449	LOC109418842
OG0007725	LOC129790129	LOC109429575
OG0007726	LOC129790619	LOC109428426
OG0007727	LOC129788428	LOC115256469, LOC109406978
OG0007728	LOC129788070	LOC109622837
OG0007729	LOC129797721	LOC109423651
OG0007730	LOC129787526	LOC109397236
OG0007731	LOC129791326	LOC109407357
OG0007732	LOC129790729	LOC109415477
OG0007733	LOC129792629	LOC109426682
OG0007734	LOC129793269	LOC109411065
OG0007735	LOC129789592	LOC115256148
OG0007736	LOC129797424	LOC109427093
OG0007737	LOC129795463	LOC109405808
OG0007738	LOC129786081	LOC109407565
OG0007739	LOC129796044	LOC109403341
OG0007740	LOC129787032	LOC109412405
OG0007741	LOC129797736	LOC109415665
OG0007742	LOC129790092	LOC109424976
OG0007743	LOC129790706	LOC109401876
OG0007744	LOC129795459	LOC109418769
OG0007745	LOC129794683	LOC109401225
OG0007748	LOC129786479	LOC109409472
OG0007750	LOC129787521	LOC109622975
OG0007751	LOC129796778	LOC109411339
OG0007752	LOC129792718	LOC109414104, LOC115256060
OG0007753	LOC129790704	LOC109422780
OG0007754	LOC129793448	LOC109419762
OG0007755	LOC129790502	LOC109419974
OG0007757	LOC129789829	LOC109401910
OG0007758	LOC129786891	LOC109408452
OG0007760	LOC129792375	LOC109423308
OG0007761	LOC129794060	LOC109410019
OG0007762	LOC129796351	LOC109424060
OG0007763	LOC129792371	LOC109418093
OG0007764	LOC129786215	LOC109398214
OG0007765	LOC129795447	LOC109407544
OG0007766	LOC129789661	LOC109428455, LOC109422166
OG0007767	LOC129786621	LOC109405984
OG0007768	LOC129788438	LOC109420665
OG0007770	LOC129787614	LOC109430492
OG0007771	LOC129789143	LOC109420443
OG0007772	LOC129788677	LOC109424964
OG0007773	LOC129791455	LOC109407380
OG0007774	LOC129791438	LOC109622450
OG0007775	LOC129795085	LOC109397105, LOC134291778
OG0007778	LOC129788639	LOC115257294, LOC109400362
OG0007781	LOC129797683	LOC109408866
OG0007782	LOC129790656	LOC115268935, LOC115261862, LOC134291374, LOC109410016
OG0007784	LOC129785836	LOC115260965, LOC109412946
OG0007785	LOC129794638	LOC109414514
OG0007787	LOC129797373	LOC109424729
OG0007794	LOC129795478, LOC129791416, LOC129792555, LOC129791226	LOC134286813, LOC134286940, LOC115266787, LOC115269830
OG0007796	LOC129793773	LOC115269127
OG0007802	LOC129789261, LOC129789693	LOC134291890
OG0007838	LOC129787581	LOC109415496
OG0007839	LOC129797335	LOC115267743
OG0007840	LOC129797750	LOC109400877
OG0007842	LOC129787916	LOC109412580
OG0007843	LOC129796800	LOC109400874
OG0007846	LOC129788876	LOC115254340
OG0007848	LOC129786394	LOC109621636
OG0007849	LOC129796504	LOC109407938
OG0007852	LOC129786373	LOC115264539
OG0007853	LOC129795324	LOC134291424, LOC134289877
OG0007855	LOC129786789	LOC115253739, LOC134291518
OG0007856	LOC129792478	LOC134288118
OG0007860	LOC129796634	LOC109422363
OG0007862	LOC129797099	LOC109422375
OG0007863	LOC129795864	LOC134291873
OG0007866	LOC129795725	LOC109424468
OG0007867	LOC129789919	LOC109420683
OG0007868	LOC129793144	LOC109400752
OG0007875	LOC129795084	LOC109425968
OG0007877	LOC129795301	LOC109407642
OG0007878	LOC129796900	LOC109411665
OG0007879	LOC129795703	LOC115269140
OG0007881	LOC129795179	LOC109404433
OG0007882	LOC129796339	LOC109427261
OG0007884	LOC129795460	LOC115264680
OG0007887	LOC129795721	LOC109407646
OG0007888	LOC129785951	LOC109421743
OG0007889	LOC129792222	LOC109406083
OG0007890	LOC129796301	LOC109421754
OG0007891	LOC129794805	LOC109425899
OG0007892	LOC129793883	LOC109426049
OG0007893	LOC129795200	LOC109426045
OG0007894	LOC129790670	LOC109415438
OG0007895	LOC129789973	LOC109429910
OG0007896	LOC129789401	LOC109429894
OG0007897	LOC129797771	LOC109407754
OG0007901	LOC129796222	LOC109426481
OG0007902	LOC129796255	LOC109408984
OG0007903	LOC129794576	LOC109397145
OG0007904	LOC129794587	LOC109432339
OG0007906	LOC129788035	LOC109432316
OG0007907	LOC129787688	LOC109397161
OG0007908	LOC129796884	LOC109403361
OG0007909	LOC129792957	LOC109403359
OG0007910	LOC129796700	LOC109403350
OG0007911	LOC129787854	LOC109415608
OG0007914	LOC129796572	LOC109404186
OG0007915	LOC129787796	LOC109414673
OG0007916	LOC129793637	LOC109424800
OG0007917	LOC129791902	LOC109430277
OG0007918	LOC129787804	LOC109424792
OG0007919	LOC129791775	LOC109428427
OG0007920	LOC129790346	LOC115262196
OG0007922	LOC129795858	LOC109407555
OG0007923	LOC129797704	LOC109411231
OG0007924	LOC129786012	LOC109409265
OG0007925	LOC129790353	LOC134287812, LOC109409270
OG0007926	LOC129795551	LOC109409247
OG0007930	LOC129794633	LOC109419599
OG0007932	LOC129787057	LOC109421664
OG0007934	LOC129788447	LOC109420642
OG0007935	LOC129790972	LOC134285056
OG0007936	LOC129788410	LOC115255089
OG0007937	LOC129795417	LOC115263288
OG0007938	LOC129791773	LOC109419419
OG0007939	LOC129794140	LOC109431763
OG0007941	LOC129794851	LOC109429507
OG0007942	LOC129786119	LOC109429506
OG0007944	LOC129793339	LOC115254257
OG0007945	LOC129793301	LOC109430574
OG0007946	LOC129792182	LOC109404945
OG0007947	LOC129791641	LOC109404947
OG0007949	LOC129793240	LOC109418085
OG0007950	LOC129786959	LOC109418079
OG0007952	LOC129790056	LOC109422955
OG0007954	LOC129788537	LOC109401369
OG0007955	LOC129788420	LOC109432862
OG0007957	LOC129791969	LOC109422422
OG0007958	LOC129795108	LOC109417184
OG0007959	LOC129793947	LOC109423566
OG0007960	LOC129794089	LOC109408654
OG0007961	LOC129792503	LOC109408528
OG0007963	LOC129787498	LOC109431485
OG0007964	LOC129790174	LOC109431384
OG0007965	LOC129793905	LOC109431490
OG0007966	LOC129787574	LOC109427685
OG0007968	LOC129793606	LOC109408119
OG0007971	LOC129789162	LOC109416798
OG0007973	LOC129791697	LOC109431620
OG0007974	LOC129790805	LOC109431638
OG0007975	LOC129793733	LOC109431654
OG0007976	LOC129791687	LOC109431682
OG0007977	LOC129790451	LOC115259164
OG0007978	LOC129790463	LOC109417135
OG0007980	LOC129791362	LOC109401725
OG0007982	LOC129788454	LOC109433083
OG0007983	LOC129791420	LOC109428076
OG0007985	LOC129789182	LOC134288964
OG0007986	LOC129794640	LOC109415904
OG0007987	LOC129789102	LOC109428650
OG0007988	LOC129792876	LOC109428644
OG0007990	LOC129792985	LOC109428689
OG0007992	LOC129788842	LOC109421433
OG0007995	LOC129788891	LOC109432548
OG0007997	LOC129792657	LOC109404953
OG0007998	LOC129797344	LOC109429122
OG0007999	LOC129796054	LOC109398868
OG0008000	LOC129794787	LOC109398887
OG0008002	LOC129797062	LOC109429151
OG0008003	LOC129790723	LOC115254068
OG0008004	LOC129797315	LOC109409021
OG0008005	LOC129797787	LOC109416831
OG0008007	LOC129787643	LOC115267213
OG0008009	LOC129794792	LOC109421304
OG0008011	LOC129789446	LOC109421299
OG0008012	LOC129790387	LOC109621858
OG0008015	LOC129791590	LOC109623133
OG0008018	LOC129796405	LOC109622185
OG0008019	LOC129797376	LOC109403180
OG0008023	LOC129793920	LOC109415389
OG0008024	LOC129787950	LOC109431146
OG0008025	LOC129794142	LOC115267593
OG0008026	LOC129797159	LOC115258768
OG0008028	LOC129788044	LOC109423465
OG0008031	LOC129790938	LOC109398425
OG0008032	LOC129786188	LOC109398378, LOC134285078
OG0008034	LOC129788955	LOC109419814
OG0008035	LOC129789843	LOC109425314
OG0008036	LOC129797737	LOC109425346
OG0008037	LOC129795075	LOC109403448
OG0008052	LOC129797366	LOC109419329
OG0008053	LOC129797664	LOC109408469
OG0008054	LOC129787788	LOC109403863
OG0008055	LOC129797539	LOC109419331
OG0008056	LOC129787798	LOC109403977
OG0008060	LOC129796462	LOC134290049
OG0008062	LOC129790256	LOC109623098
OG0008063	LOC129787899	LOC109422941
OG0008064	LOC129797139	LOC109422943
OG0008065	LOC129789421	LOC109403530
OG0008066	LOC129788763	LOC109403528
OG0008067	LOC129794606	LOC109407474
OG0008070	LOC129789681	LOC109418604
OG0008071	LOC129788345	LOC109424929
OG0008073	LOC129794000	LOC109414228
OG0008074	LOC129791556	LOC109414816
OG0008077	LOC129791725	LOC109401031
OG0008078	LOC129796174	LOC109418709
OG0008080	LOC129786468	LOC109416061
OG0008084	LOC129788001	LOC109402945
OG0008086	LOC129790935	LOC115268098
OG0008088	LOC129796243	LOC109409867
OG0008090	LOC129791304	LOC109427591
OG0008091	LOC129789484	LOC109429944
OG0008094	LOC129796517	LOC115268126
OG0008096	LOC129795727	LOC109431316
OG0008098	LOC129786871	LOC109401355
OG0008099	LOC129796546	LOC109416899
OG0008100	LOC129795939	LOC109416897
OG0008101	LOC129793390	LOC109430633
OG0008104	LOC129797566	LOC115269053
OG0008106	LOC129785871	LOC109430324
OG0008107	LOC129793627	LOC109398624
OG0008108	LOC129788507	LOC109398642
OG0008109	LOC129792303	LOC109424267
OG0008110	LOC129790884	LOC109403851
OG0008111	LOC129787881	LOC134285673
OG0008112	LOC129787941	LOC109398457
OG0008114	LOC129788811	LOC109397861
OG0008115	LOC129790076	LOC109402690
OG0008119	LOC129796117	LOC109414512
OG0008120	LOC129792167	LOC109623068
OG0008121	LOC129790139	LOC109414933
OG0008122	LOC129787470	LOC109424334
OG0008123	LOC129790393	LOC109623070
OG0008124	LOC129786627	LOC109417128
OG0008125	LOC129792655	LOC109427301
OG0008126	LOC129790809	LOC109428105
OG0008127	LOC129792751	LOC109418322
OG0008130	LOC129797078	LOC109424429
OG0008131	LOC129786368	LOC115270321
OG0008133	LOC129796799	LOC109403328
OG0008134	LOC129794530	LOC109403315
OG0008136	LOC129796974	LOC109403318
OG0008137	LOC129787112	LOC109412243
OG0008138	LOC129788596	LOC109431360
OG0008139	LOC129789881	LOC109427757
OG0008140	LOC129788742	LOC109431338, LOC115260708
OG0008141	LOC129789038	LOC109427775
OG0008143	LOC129789704	LOC115260709
OG0008144	LOC129796237	LOC109425926
OG0008145	LOC129795101	LOC115254030
OG0008146	LOC129795135	LOC109425945
OG0008147	LOC129786171	LOC109402845
OG0008148	LOC129795828	LOC115254042
OG0008150	LOC129796408	LOC109406439
OG0008151	LOC129791683	LOC109430241
OG0008152	LOC129792674	LOC109403775
OG0008153	LOC129788375	LOC109431184
OG0008154	LOC129794258, LOC129788569	LOC109622618
OG0008157	LOC129795141	LOC109413613
OG0008158	LOC129793629	LOC115270128
OG0008159	LOC129792186	LOC109413532
OG0008161	LOC129786138	LOC109427514
OG0008163	LOC129793133	LOC109425582
OG0008169	LOC129794198	LOC115269424
OG0008170	LOC129786720	LOC109424520
OG0008171	LOC129786347	LOC134291440
OG0008172	LOC129796934	LOC109409579
OG0008174	LOC129786208	LOC109397520
OG0008175	LOC129786556	LOC109406924
OG0008176	LOC129789552	LOC109412098
OG0008177	LOC129789968	LOC134285562, LOC109400417
OG0008178	LOC129788034	LOC115269276
OG0008179	LOC129793074	LOC115266520
OG0008180	LOC129791886	LOC134283915
OG0008182	LOC129786843	LOC109404012
OG0008183	LOC129797088	LOC109413335
OG0008185	LOC129786990	LOC109432069
OG0008186	LOC129786230	LOC109432047
OG0008189	LOC129792235	LOC109406421
OG0008191	LOC129787434	LOC109623012
OG0008193	LOC129794342	LOC134283908
OG0008194	LOC129792175	LOC115270153
OG0008195	LOC129792173	LOC109414872
OG0008196	LOC129793819	LOC109413469
OG0008197	LOC129794165	LOC109414878
OG0008200	LOC129787971	LOC109415927
OG0008201	LOC129787989	LOC109415925
OG0008203	LOC129786545	LOC109408289
OG0008211	LOC129791958	LOC115264941
OG0008212	LOC129792745	LOC109621961
OG0008214	LOC129789927	LOC109429677
OG0008216	LOC129788640	LOC109429707
OG0008218	LOC129787825	LOC109424826
OG0008219	LOC129787818	LOC109424828
OG0008220	LOC129787834	LOC109414621
OG0008222	LOC129795370	LOC134289652
OG0008224	LOC129787241	LOC115266664
OG0008225	LOC129792792	LOC109409657
OG0008228	LOC129792337	LOC115265367
OG0008229	LOC129792120	LOC115265364, LOC109406061
OG0008230	LOC129793208	LOC109406060
OG0008231	LOC129793611	LOC109409670
OG0008232	LOC129790840	LOC109409654
OG0008234	LOC129797696	LOC109423719
OG0008235	LOC129797783	LOC109423643
OG0008237	LOC129797726	LOC109415339
OG0008238	LOC129796371	LOC109415782
OG0008239	LOC129793465	LOC115254178
OG0008242	LOC129791992	LOC115260243
OG0008243	LOC129797755	LOC109419680
OG0008244	LOC129790006	LOC109411286
OG0008245	LOC129786040	LOC109419128
OG0008250	LOC129789933	LOC109400994
OG0008252	LOC129796901	LOC109433502
OG0008253	LOC129797303	LOC115254171
OG0008254	LOC129787171	LOC134287788
OG0008256	LOC129795713	LOC109407584
OG0008259	LOC129797222	LOC115261213
OG0008260	LOC129792619	LOC109422513
OG0008261	LOC129790868	LOC109422007
OG0008263	LOC129797014	LOC109406142
OG0008265	LOC129790079	LOC109402100
OG0008266	LOC129790564	LOC109402109
OG0008267	LOC129792191	LOC109425682
OG0008270	LOC129789969	LOC109621356
OG0008271	LOC129787629	LOC109433376
OG0008273	LOC129793312, LOC129790403	LOC109410072
OG0008274	LOC129787597	LOC109423013
OG0008275	LOC129786029	LOC134291575
OG0008277	LOC129797063	LOC109398834
OG0008279	LOC129786731	LOC109421097
OG0008280	LOC129795604	LOC109401563
OG0008281	LOC129792047	LOC109419965
OG0008282	LOC129795668	LOC115264652
OG0008283	LOC129792044	LOC109419964
OG0008285	LOC129792925	LOC109621685
OG0008286	LOC129794623	LOC109402818
OG0008290	LOC129790831	LOC109418444
OG0008291	LOC129788813	LOC109432666
OG0008292	LOC129796828	LOC109426175
OG0008294	LOC129790533	LOC109427107
OG0008295	LOC129789136	LOC109400184
OG0008297	LOC129786980	LOC109415540
OG0008303	LOC129796345	LOC109426226
OG0008305	LOC129796633	LOC109426228
OG0008307	LOC129785959	LOC109425248
OG0008308	LOC129792926	LOC109422557
OG0008309	LOC129787765	LOC109425249
OG0008310	LOC129795584	LOC109418312
OG0008312	LOC129787318	LOC109428095
OG0008313	LOC129787773	LOC109428178, LOC109401180, LOC109401201, LOC109401272
OG0008315	LOC129789255	LOC109427051
OG0008316	LOC129794013	LOC109408913
OG0008319	LOC129792496	LOC109414063
OG0008321	LOC129792680	LOC109407329
OG0008322	LOC129791315	LOC109421638
OG0008323	LOC129794171	LOC109405170
