Orthogroup	LlongipalpisASM	AsinensisChina
OG0006954	LOC129796656	ASIC017522
OG0006955	LOC129795714	ASIC009815
OG0006956	LOC129790790	ASIC015821
OG0006957	LOC129793612	ASIC016656
OG0006958	LOC129792592	ASIC019261
OG0006959	LOC129787414	ASIC019266
OG0006960	LOC129788937	ASIC014212
OG0006962	LOC129786602	ASIC013813
OG0006963	LOC129789333	ASIC014548
OG0006964	LOC129797485, LOC129792234	ASIC019886
OG0006965	LOC129790161	ASIC017568
OG0006966	LOC129789587	ASIC007441
OG0006967	LOC129790341	ASIC006981
OG0006968	LOC129794876	ASIC015655
OG0006969	LOC129790849	ASIC010807
OG0006971	LOC129787022	ASIC010438
OG0006972	LOC129797193	ASIC008219
OG0006974	LOC129786144	ASIC010107
OG0006975	LOC129796521	ASIC001078
OG0006976	LOC129791900	ASIC019568
OG0006977	LOC129797165	ASIC011466
OG0006978	LOC129791086	ASIC013553
OG0006979	LOC129793643	ASIC016849
OG0006980	LOC129785823	ASIC017055
OG0006981	LOC129790455	ASIC007519
OG0006982	LOC129793897	ASIC010959
OG0006983	LOC129796983	ASIC011549
OG0006984	LOC129790118	ASIC010746
OG0006985	LOC129786429	ASIC022138
OG0006986	LOC129789418	ASIC017146
OG0006987	LOC129786359	ASIC003887
OG0006988	LOC129791796	ASIC002497
OG0006989	LOC129791337	ASIC016216
OG0006990	LOC129796094	ASIC022298
OG0006992	LOC129792986	ASIC016351
OG0006993	LOC129794041	ASIC007808
OG0006994	LOC129788716	ASIC010291
OG0006995	LOC129792568	ASIC021335
OG0006996	LOC129786770	ASIC014293
OG0006997	LOC129791303	ASIC014408
OG0006998	LOC129794658	ASIC017838
OG0006999	LOC129797524	ASIC017893
OG0007001	LOC129791589	ASIC016308
OG0007002	LOC129787443	ASIC014272
OG0007003	LOC129786609	ASIC013267
OG0007004	LOC129791017	ASIC008901
OG0007005	LOC129791965	ASIC018942
OG0007006	LOC129796248	ASIC011308
OG0007007	LOC129793783	ASIC019425
OG0007009	LOC129793477	ASIC011761
OG0007010	LOC129788660	ASIC010605
OG0007011	LOC129786410	ASIC021099
OG0007012	LOC129790620	ASIC009076
OG0007013	LOC129788472	ASIC007185
OG0007014	LOC129791576	ASIC016362
OG0007015	LOC129794517	ASIC001340
OG0007016	LOC129793914	ASIC011510
OG0007017	LOC129791132	ASIC015780
OG0007018	LOC129789812	ASIC020359
OG0007019	LOC129789811	ASIC020360
OG0007020	LOC129791033	ASIC013174
OG0007021	LOC129795781	ASIC013025
OG0007022	LOC129787501	ASIC009792
OG0007023	LOC129796135	ASIC013444
OG0007024	LOC129795963	ASIC019944
OG0007025	LOC129797457	ASIC003125
OG0007026	LOC129788940	ASIC006902
OG0007027	LOC129796956	ASIC012867
OG0007028	LOC129791814	ASIC020303
OG0007029	LOC129786412	ASIC014610
OG0007030	LOC129789865	ASIC003847
OG0007032	LOC129791563	ASIC018796
OG0007033	LOC129794694	ASIC020533
OG0007034	LOC129791025	ASIC006580
OG0007035	LOC129793396	ASIC019502
OG0007036	LOC129790018	ASIC003931
OG0007037	LOC129794852	ASIC013004
OG0007038	LOC129793174	ASIC010177
OG0007039	LOC129789577	ASIC009646
OG0007040	LOC129788378	ASIC017617
OG0007041	LOC129787976	ASIC010424
OG0007042	LOC129789032	ASIC006972
OG0007043	LOC129792133	ASIC000331
OG0007044	LOC129788873	ASIC006670
OG0007046	LOC129790142	ASIC006562
OG0007047	LOC129793745	ASIC010443
OG0007048	LOC129793135	ASIC021197
OG0007049	LOC129794957	ASIC004280
OG0007050	LOC129786554	ASIC015457
OG0007051	LOC129788387	ASIC017315
OG0007053	LOC129795830	ASIC015395
OG0007054	LOC129785843	ASIC003821
OG0007055	LOC129787021	ASIC022312
OG0007056	LOC129785835	ASIC003540
OG0007057	LOC129793197	ASIC019897
OG0007058	LOC129791193	ASIC017279
OG0007059	LOC129793896	ASIC010428
OG0007060	LOC129797824	ASIC014681, ASIC014748
OG0007061	LOC129793519	ASIC014924
OG0007063	LOC129794034	ASIC020099
OG0007064	LOC129791106	ASIC009673
OG0007065	LOC129796079	ASIC011316
OG0007067	LOC129795342	ASIC017974
OG0007068	LOC129790534	ASIC006591
OG0007069	LOC129789872	ASIC010769
OG0007070	LOC129789782	ASIC004237
OG0007071	LOC129785941	ASIC015204
OG0007072	LOC129790157	ASIC004511
OG0007073	LOC129793595	ASIC003100
OG0007074	LOC129789006	ASIC012195
OG0007075	LOC129787216	ASIC004063
OG0007076	LOC129786370, LOC129796108	ASIC011846
OG0007077	LOC129795061	ASIC007902
OG0007078	LOC129793178	ASIC016571
OG0007079	LOC129787097	ASIC021656
OG0007080	LOC129788248	ASIC010432
OG0007081	LOC129790216	ASIC013411
OG0007082	LOC129796049	ASIC004923
OG0007083	LOC129786398	ASIC000479
OG0007084	LOC129796660	ASIC004999
OG0007085	LOC129786260	ASIC020176
OG0007086	LOC129789257	ASIC017880
OG0007087	LOC129788985	ASIC013064
OG0007088	LOC129792571	ASIC019054
OG0007089	LOC129790125	ASIC004145
OG0007090	LOC129795969	ASIC019457
OG0007092	LOC129796547	ASIC001421
OG0007093	LOC129791748	ASIC018685
OG0007094	LOC129795896	ASIC013438
OG0007095	LOC129792169	ASIC019667
OG0007096	LOC129793641	ASIC019851
OG0007097	LOC129797481	ASIC010823
OG0007098	LOC129792781	ASIC018801
OG0007099	LOC129793830	ASIC018642
OG0007100	LOC129790542	ASIC020487
OG0007101	LOC129788445	ASIC016188
OG0007102	LOC129786401	ASIC003506
OG0007103	LOC129787683	ASIC006078
OG0007106	LOC129792474	ASIC014834
OG0007107	LOC129795343	ASIC004935
OG0007108	LOC129788382	ASIC014553
OG0007109	LOC129796543	ASIC015995
OG0007110	LOC129793094	ASIC015192
OG0007111	LOC129793189	ASIC003102
OG0007112	LOC129789165	ASIC008631
OG0007113	LOC129795389	ASIC013309
OG0007114	LOC129790530	ASIC006637
OG0007115	LOC129789846	ASIC016998
OG0007116	LOC129791658	ASIC009154
OG0007117	LOC129789277	ASIC006087
OG0007118	LOC129796427	ASIC014980
OG0007119	LOC129788573	ASIC006457
OG0007120	LOC129795099	ASIC013009
OG0007121	LOC129785984	ASIC020976
OG0007122	LOC129785983	ASIC020980
OG0007124	LOC129790107	ASIC009398
OG0007125	LOC129789564	ASIC020846
OG0007126	LOC129789883	ASIC016022
OG0007127	LOC129790647	ASIC000635
OG0007128	LOC129797033	ASIC003881
OG0007129	LOC129791419	ASIC011527
OG0007130	LOC129789821	ASIC004559
OG0007131	LOC129790007	ASIC010691
OG0007132	LOC129790999	ASIC003435
OG0007133	LOC129786358	ASIC011372
OG0007134	LOC129792180	ASIC016724
OG0007135	LOC129792366	ASIC012450
OG0007136	LOC129787935	ASIC011011
OG0007137	LOC129790041	ASIC021457, ASIC022385
OG0007138	LOC129793594	ASIC019782
OG0007139	LOC129795967	ASIC019942
OG0007140	LOC129791808	ASIC003004
OG0007141	LOC129794052	ASIC019697
OG0007142	LOC129796519	ASIC004731
OG0007143	LOC129788424	ASIC006619
OG0007144	LOC129797299	ASIC000812
OG0007145	LOC129791785	ASIC016200
OG0007146	LOC129786826	ASIC005659
OG0007147	LOC129793347	ASIC012235
OG0007148	LOC129797260	ASIC015109
OG0007149	LOC129792717	ASIC005964
OG0007150	LOC129791018	ASIC008904
OG0007151	LOC129796068	ASIC013887
OG0007152	LOC129792046	ASIC007772
OG0007153	LOC129790529	ASIC006636
OG0007154	LOC129790541	ASIC006526
OG0007155	LOC129796858	ASIC011564
OG0007156	LOC129792757	ASIC012707
OG0007157	LOC129788834	ASIC006865
OG0007158	LOC129786643	ASIC011411
OG0007159	LOC129791553	ASIC021211
OG0007160	LOC129797369	ASIC011808
OG0007161	LOC129787937	ASIC004124
OG0007162	LOC129787489	ASIC012330
OG0007163	LOC129789409	ASIC016036
OG0007164	LOC129789296	ASIC021892
OG0007165	LOC129787338	ASIC004905
OG0007166	LOC129792081	ASIC019510
OG0007167	LOC129791906	ASIC009895
OG0007168	LOC129797478	ASIC010420
OG0007169	LOC129792866	ASIC019142
OG0007170	LOC129793273	ASIC019179
OG0007171	LOC129794469	ASIC018294
OG0007172	LOC129796249	ASIC017475
OG0007173	LOC129797733	ASIC008742, ASIC008744
OG0007175	LOC129791536	ASIC002442
OG0007176	LOC129790899	ASIC005075
OG0007177	LOC129796384	ASIC018147
OG0007178	LOC129796559	ASIC018319
OG0007179	LOC129787958	ASIC003947
OG0007180	LOC129788837	ASIC022083
OG0007181	LOC129787934	ASIC005242
OG0007182	LOC129795170	ASIC022297
OG0007183	LOC129794014	ASIC018604
OG0007184	LOC129791366	ASIC018330
OG0007185	LOC129788907	ASIC006219
OG0007186	LOC129792096	ASIC016636
OG0007187	LOC129791060	ASIC010299
OG0007188	LOC129788513	ASIC006056
OG0007189	LOC129792276	ASIC014914
OG0007190	LOC129797779	ASIC010928
OG0007191	LOC129787469	ASIC021059
OG0007192	LOC129794042	ASIC003739
OG0007193	LOC129797842	ASIC021363
OG0007194	LOC129796891	ASIC020125
OG0007195	LOC129797754	ASIC005654
OG0007196	LOC129793058	ASIC019552
OG0007197	LOC129786651	ASIC015103
OG0007198	LOC129797852	ASIC017049
OG0007199	LOC129792834	ASIC019515
OG0007200	LOC129788696	ASIC014465
OG0007201	LOC129793201	ASIC013675
OG0007202	LOC129792923	ASIC007173
OG0007203	LOC129789925	ASIC003571
OG0007204	LOC129792910	ASIC019797
OG0007205	LOC129788846	ASIC008395
OG0007206	LOC129786977	ASIC014707
OG0007207	LOC129789581	ASIC010266
OG0007208	LOC129797442	ASIC014622
OG0007209	LOC129797832	ASIC010345
OG0007210	LOC129790182	ASIC014430
OG0007211	LOC129792948	ASIC016452
OG0007212	LOC129794143	ASIC016476
OG0007213	LOC129786850	ASIC021727
OG0007214	LOC129793293	ASIC007874
OG0007215	LOC129794226	ASIC021168
OG0007216	LOC129787456	ASIC007558
OG0007217	LOC129786411	ASIC009022
OG0007218	LOC129790462	ASIC014336
OG0007219	LOC129790488	ASIC006467
OG0007220	LOC129787167	ASIC008723
OG0007221	LOC129789335	ASIC005332
OG0007222	LOC129792914	ASIC019595
OG0007223	LOC129790477	ASIC014368
OG0007224	LOC129789825	ASIC007619
OG0007225	LOC129785940	ASIC005606
OG0007226	LOC129792916	ASIC012201
OG0007227	LOC129790641	ASIC007460
OG0007228	LOC129790905	ASIC011762
OG0007229	LOC129792545	ASIC019808
OG0007230	LOC129796914	ASIC011804
OG0007231	LOC129794111	ASIC012245
OG0007233	LOC129790653	ASIC013574
OG0007234	LOC129788606	ASIC009071
OG0007235	LOC129794754	ASIC020792
OG0007236	LOC129788667	ASIC020361
OG0007238	LOC129791291	ASIC012766
OG0007239	LOC129792517	ASIC015091
OG0007240	LOC129795008	ASIC019247
OG0007242	LOC129792067	ASIC002904
OG0007243	LOC129793447	ASIC019780
OG0007244	LOC129794190	ASIC002502
OG0007245	LOC129790963	ASIC009637
OG0007246	LOC129792482	ASIC011063
OG0007247	LOC129789090	ASIC020538
OG0007248	LOC129793814, LOC129793804	ASIC004454
OG0007250	LOC129786295	ASIC017071
OG0007252	LOC129786432	ASIC008772
OG0007254	LOC129797522	ASIC011820
OG0007255	LOC129792956	ASIC016412
OG0007257	LOC129787531	ASIC015675
OG0007258	LOC129788067	ASIC013081
OG0007259	LOC129795809	ASIC005681
OG0007260	LOC129793554	ASIC021617
OG0007261	LOC129787852	ASIC005757
OG0007263	LOC129789840	ASIC020308
OG0007264	LOC129791230	ASIC011732
OG0007265	LOC129796783	ASIC003344
OG0007267	LOC129791395	ASIC022342
OG0007268	LOC129797379	ASIC008481
OG0007269	LOC129794769	ASIC004940
OG0007270	LOC129795664	ASIC009828
OG0007272	LOC129786159	ASIC018321
OG0007273	LOC129793353	ASIC008668
OG0007274	LOC129793338	ASIC009894
OG0007275	LOC129797045	ASIC008303
OG0007276	LOC129794887	ASIC018329
OG0007277	LOC129786021	ASIC009528
OG0007278	LOC129787248	ASIC019811
OG0007279	LOC129787522	ASIC007708
OG0007281	LOC129792351	ASIC011064
OG0007282	LOC129797740	ASIC008802
OG0007283	LOC129788915	ASIC017633
OG0007284	LOC129787012	ASIC006247
OG0007285	LOC129786238	ASIC002567
OG0007286	LOC129791547	ASIC019860
OG0007287	LOC129789685	ASIC007647
OG0007288	LOC129789540	ASIC020457
OG0007290	LOC129787846	ASIC005758
OG0007291	LOC129791620	ASIC016441
OG0007292	LOC129789307	ASIC021397
OG0007293	LOC129789642	ASIC014091
OG0007294	LOC129786396	ASIC005205
OG0007295	LOC129791887	ASIC005366
OG0007296	LOC129794784	ASIC011914
OG0007297	LOC129791621	ASIC016377
OG0007298	LOC129792454	ASIC022178
OG0007299	LOC129796002	ASIC018822
OG0007300	LOC129789106, LOC129788879	ASIC006774
OG0007301	LOC129791636	ASIC018939
OG0007303	LOC129794088	ASIC006220
OG0007304	LOC129788932	ASIC007389
OG0007305	LOC129787486	ASIC007094
OG0007306	LOC129787951	ASIC005532
OG0007307	LOC129791713	ASIC003112
OG0007308	LOC129796473	ASIC015481
OG0007309	LOC129787384	ASIC018468
OG0007310	LOC129793997	ASIC002547
OG0007311	LOC129791433	ASIC012525
OG0007312	LOC129791618	ASIC016374
OG0007313	LOC129792666	ASIC018732
OG0007315	LOC129790112	ASIC007419
OG0007317	LOC129788072	ASIC004912
OG0007318	LOC129787023	ASIC009476
OG0007319	LOC129787513	ASIC020363
OG0007320	LOC129793290	ASIC014927
OG0007321	LOC129793702	ASIC005069
OG0007322	LOC129792224	ASIC015129
OG0007323	LOC129786424	ASIC010485
OG0007325	LOC129791623	ASIC016439
OG0007326	LOC129791655	ASIC021996
OG0007327	LOC129790820	ASIC005381
OG0007328	LOC129794990	ASIC008095
OG0007329	LOC129788941	ASIC007431
OG0007330	LOC129788878	ASIC006980
OG0007331	LOC129785865	ASIC001079
OG0007332	LOC129791240	ASIC008912
OG0007333	LOC129789145	ASIC010619
OG0007335	LOC129793717	ASIC016106
OG0007336	LOC129792472	ASIC012209
OG0007337	LOC129794668	ASIC017233
OG0007338	LOC129795527	ASIC014206
OG0007339	LOC129786164	ASIC020514
OG0007340	LOC129788161	ASIC014334
OG0007341	LOC129787871	ASIC010891
OG0007342	LOC129792921	ASIC011605
OG0007344	LOC129787031	ASIC021004
OG0007345	LOC129787613	ASIC020600
OG0007346	LOC129785873	ASIC017065
OG0007347	LOC129786641	ASIC016103
OG0007348	LOC129797280	ASIC019237
OG0007349	LOC129790357	ASIC014536
OG0007350	LOC129790735	ASIC009380
OG0007351	LOC129790772	ASIC009614
OG0007353	LOC129796790	ASIC002916
OG0007354	LOC129787728	ASIC016575
OG0007355	LOC129791652	ASIC005139
OG0007357	LOC129789317	ASIC013579
OG0007358	LOC129786991	ASIC015106
OG0007359	LOC129786311	ASIC005257
OG0007360	LOC129786161	ASIC010324
OG0007361	LOC129794099	ASIC002645
OG0007362	LOC129793455	ASIC016391
OG0007363	LOC129787392, LOC129793407, LOC129793803	ASIC006730
OG0007364	LOC129797093	ASIC013978
OG0007365	LOC129793850	ASIC003699
OG0007366	LOC129793524	ASIC016841
OG0007367	LOC129789834	ASIC005507
OG0007368	LOC129786687	ASIC007714
OG0007369	LOC129786079	ASIC021933
OG0007370	LOC129793022	ASIC015140
OG0007371	LOC129789448	ASIC008900
OG0007372	LOC129794246	ASIC018877
OG0007373	LOC129790168	ASIC010225
OG0007374	LOC129789963	ASIC007580
OG0007375	LOC129787188	ASIC002901
OG0007376	LOC129788401	ASIC017014
OG0007377	LOC129794884	ASIC013212
OG0007378	LOC129792079	ASIC019598
OG0007380	LOC129787457	ASIC019268
OG0007381	LOC129792137	ASIC010408
OG0007382	LOC129794207	ASIC019617
OG0007383	LOC129790022	ASIC006800
OG0007384	LOC129786973	ASIC002920
OG0007385	LOC129790045	ASIC007218
OG0007386	LOC129786086	ASIC020446
OG0007387	LOC129796404	ASIC022313
OG0007388	LOC129787369	ASIC008017
OG0007389	LOC129788884	ASIC005919
OG0007390	LOC129794296	ASIC013780
OG0007391	LOC129791932	ASIC011044
OG0007393	LOC129786925	ASIC011327
OG0007395	LOC129794336	ASIC015521
OG0007396	LOC129793057	ASIC002999
OG0007397	LOC129790922	ASIC009705
OG0007398	LOC129795508	ASIC018739
OG0007399	LOC129795814	ASIC018149
OG0007400	LOC129797145	ASIC009426
OG0007401	LOC129791839	ASIC021621
OG0007402	LOC129793967	ASIC019878
OG0007403	LOC129792122	ASIC010405
OG0007404	LOC129794966	ASIC008186
OG0007405	LOC129791571	ASIC019836
OG0007406	LOC129788704	ASIC007746
OG0007407	LOC129792894	ASIC018948
OG0007408	LOC129786403	ASIC018322
OG0007409	LOC129795426	ASIC011274
OG0007410	LOC129797530	ASIC002017
OG0007412	LOC129786919	ASIC003211
OG0007413	LOC129786805	ASIC002561
OG0007414	LOC129793610	ASIC003722
OG0007415	LOC129792778	ASIC018803
OG0007416	LOC129786011	ASIC010079
OG0007417	LOC129788995	ASIC007188
OG0007419	LOC129791871	ASIC012647
OG0007420	LOC129793491	ASIC016803
OG0007421	LOC129794989	ASIC017489
OG0007422	LOC129794437	ASIC020041
OG0007423	LOC129792615	ASIC021336
OG0007424	LOC129787896	ASIC005203
OG0007425	LOC129788852	ASIC006801
OG0007426	LOC129796409	ASIC020515
OG0007428	LOC129793532	ASIC018608
OG0007429	LOC129793584	ASIC019136
OG0007432	LOC129786575	ASIC005097
OG0007433	LOC129789192	ASIC014675
OG0007434	LOC129792279	ASIC014912
OG0007435	LOC129796141	ASIC017952
OG0007436	LOC129793514	ASIC021144
OG0007437	LOC129794532	ASIC013879
OG0007438	LOC129794012	ASIC018593
OG0007439	LOC129789563	ASIC017206
OG0007440	LOC129792945	ASIC016699
OG0007441	LOC129786677	ASIC013938
OG0007442	LOC129795167	ASIC014456
OG0007443	LOC129792106	ASIC016534
OG0007444	LOC129787929	ASIC007127
OG0007445	LOC129788812	ASIC010292
OG0007446	LOC129796850	ASIC019783
OG0007447	LOC129791723	ASIC014843
OG0007448	LOC129791806	ASIC011045
OG0007449	LOC129792720	ASIC018833
OG0007450	LOC129791457	ASIC005725
OG0007451	LOC129793165	ASIC008600
OG0007452	LOC129789888	ASIC015877
OG0007453	LOC129787529	ASIC020211
OG0007454	LOC129787981	ASIC010354
OG0007455	LOC129792816	ASIC016764
OG0007456	LOC129792177	ASIC012990
OG0007459	LOC129787048	ASIC020962
OG0007461	LOC129794323	ASIC012425
OG0007462	LOC129787968	ASIC011993, ASIC011992
OG0007463	LOC129789228	ASIC012771
OG0007464	LOC129790817	ASIC005719
OG0007466	LOC129789985	ASIC006478
OG0007469	LOC129793147	ASIC019586
OG0007470	LOC129791820	ASIC016437
OG0007472	LOC129786666	ASIC005231
OG0007473	LOC129791518	ASIC018527
OG0007476	LOC129793841	ASIC018638
OG0007477	LOC129791532	ASIC016033
OG0007478	LOC129786312	ASIC005256
OG0007479	LOC129796037	ASIC014953
OG0007480	LOC129793159	ASIC017445
OG0007482	LOC129791915	ASIC001456
OG0007483	LOC129792554	ASIC019775
OG0007484	LOC129786202	ASIC020829
OG0007487	LOC129789385	ASIC003443
OG0007489	LOC129787418	ASIC011942
OG0007490	LOC129789394	ASIC005365
OG0007491	LOC129794280	ASIC003742
OG0007492	LOC129790292	ASIC011116
OG0007493	LOC129789759	ASIC005229
OG0007494	LOC129791187	ASIC005126
OG0007496	LOC129787382	ASIC012205
OG0007497	LOC129786756	ASIC020591
OG0007498	LOC129792598	ASIC002447
OG0007499	LOC129791466	ASIC009897
OG0007500	LOC129787550	ASIC020602
OG0007503	LOC129788703	ASIC014090
OG0007504	LOC129795505	ASIC022210
OG0007505	LOC129795041	ASIC011222
OG0007506	LOC129794338	ASIC014768
OG0007507	LOC129793827	ASIC001025
OG0007508	LOC129789306	ASIC005862
OG0007509	LOC129787451	ASIC013973
OG0007510	LOC129790526	ASIC006676
OG0007511	LOC129788934	ASIC007102
OG0007512	LOC129795538	ASIC010676
OG0007513	LOC129791822	ASIC003775
OG0007514	LOC129791941	ASIC011053
OG0007515	LOC129788088	ASIC019998
OG0007516	LOC129792605	ASIC019685
OG0007517	LOC129788423	ASIC000729
OG0007518	LOC129795490	ASIC008124
OG0007519	LOC129795439	ASIC006968
OG0007520	LOC129796052	ASIC014959
OG0007522	LOC129794229	ASIC003090
OG0007523	LOC129790674	ASIC003994
OG0007524	LOC129791781	ASIC018648
OG0007525	LOC129792228	ASIC016754
OG0007527	LOC129787964	ASIC003948
OG0007529	LOC129787814	ASIC021793
OG0007530	LOC129792075	ASIC019509
OG0007531	LOC129797537	ASIC009761
OG0007532	LOC129788206	ASIC002727
OG0007533	LOC129789638	ASIC000585
OG0007534	LOC129787811	ASIC021809
OG0007536	LOC129791667	ASIC018472
OG0007537	LOC129791913	ASIC019052
OG0007538	LOC129790051	ASIC007212
OG0007539	LOC129790143	ASIC007121
OG0007540	LOC129790145	ASIC009763
OG0007541	LOC129785830	ASIC016241
OG0007543	LOC129793161	ASIC012907
OG0007544	LOC129787628	ASIC016611
OG0007545	LOC129786374	ASIC011844
OG0007546	LOC129795997	ASIC022363
OG0007547	LOC129791220	ASIC017942
OG0007548	LOC129790363	ASIC005241
OG0007549	LOC129795435	ASIC019953
OG0007550	LOC129794119	ASIC008681
OG0007551	LOC129794056	ASIC006661
OG0007552	LOC129786853	ASIC021724
OG0007553	LOC129790668	ASIC014087
OG0007554	LOC129791004	ASIC017253
OG0007555	LOC129788383	ASIC006097
OG0007556	LOC129791465	ASIC003438
OG0007557	LOC129794828	ASIC017938
OG0007558	LOC129791624	ASIC010005
OG0007559	LOC129796922	ASIC008472
OG0007560	LOC129796536	ASIC011220
OG0007561	LOC129791705	ASIC018752
OG0007562	LOC129796308	ASIC018284
OG0007563	LOC129788053	ASIC017311
OG0007564	LOC129787797	ASIC014239
OG0007565	LOC129792095	ASIC010409
OG0007566	LOC129791078	ASIC006248
OG0007567	LOC129791125	ASIC014343
OG0007568	LOC129792138	ASIC016095
OG0007569	LOC129794110	ASIC007467
OG0007570	LOC129785939	ASIC011052
OG0007571	LOC129797163	ASIC012624
OG0007572	LOC129794082	ASIC010578
OG0007573	LOC129787541	ASIC014300
OG0007574	LOC129791776	ASIC012435
OG0007576	LOC129791784	ASIC018987
OG0007577	LOC129790122	ASIC017453
OG0007578	LOC129787025	ASIC005762
OG0007579	LOC129797860	ASIC014898
OG0007580	LOC129792893	ASIC017393
OG0007581	LOC129793755	ASIC003754
OG0007582	LOC129793624, LOC129790709	ASIC014587
OG0007583	LOC129795484	ASIC018020
OG0007584	LOC129797475	ASIC000839
OG0007585	LOC129796607	ASIC004853
OG0007586	LOC129796993	ASIC008243
OG0007587	LOC129791606	ASIC016775
OG0007588	LOC129787652	ASIC006310
OG0007589	LOC129789875	ASIC005162
OG0007590	LOC129797432	ASIC014069
OG0007591	LOC129787858	ASIC010884
OG0007592	LOC129787540	ASIC008473
OG0007593	LOC129797265	ASIC015110
OG0007594	LOC129787409	ASIC003196
OG0007595	LOC129790544	ASIC017236
OG0007597	LOC129790378	ASIC013319
OG0007598	LOC129791449	ASIC009248
OG0007599	LOC129787440	ASIC011953
OG0007600	LOC129792836	ASIC002445
OG0007601	LOC129795811	ASIC015080
OG0007602	LOC129786009	ASIC012527
OG0007603	LOC129792050	ASIC019031
OG0007604	LOC129796109	ASIC022341
OG0007605	LOC129796254	ASIC019387
OG0007606	LOC129793469	ASIC009114
OG0007607	LOC129793993	ASIC011641
OG0007608	LOC129795491	ASIC012861
OG0007610	LOC129789283	ASIC007674
OG0007611	LOC129796651	ASIC020453
OG0007612	LOC129797515	ASIC005675
OG0007613	LOC129792338	ASIC012223
OG0007614	LOC129791182	ASIC017121
OG0007615	LOC129785890	ASIC014897
OG0007616	LOC129793737	ASIC016714
OG0007617	LOC129788727	ASIC010274
OG0007618	LOC129786234	ASIC014710
OG0007619	LOC129794206	ASIC016483
OG0007620	LOC129787497	ASIC012293
OG0007621	LOC129793302	ASIC002440
OG0007622	LOC129791704	ASIC018753
OG0007623	LOC129788945	ASIC016244
OG0007624	LOC129791978	ASIC011746
OG0007625	LOC129790598	ASIC004456
OG0007626	LOC129787077	ASIC004094
OG0007627	LOC129793475	ASIC019040
OG0007628	LOC129794626	ASIC018229
OG0007630	LOC129790072	ASIC006381
OG0007631	LOC129792579	ASIC006786
OG0007632	LOC129797153	ASIC008072
OG0007633	LOC129794279	ASIC011688
OG0007634	LOC129792483	ASIC018794
OG0007635	LOC129792246	ASIC012343
OG0007636	LOC129797866	ASIC020870
OG0007637	LOC129796586	ASIC019294
OG0007638	LOC129791819	ASIC014916
OG0007639	LOC129790271	ASIC016964
OG0007640	LOC129793169	ASIC008462
OG0007641	LOC129789302	ASIC012042
OG0007642	LOC129792480	ASIC011750
OG0007643	LOC129788933	ASIC009732
OG0007644	LOC129791572	ASIC018941
OG0007645	LOC129786540	ASIC021879
OG0007646	LOC129791774	ASIC014907
OG0007648	LOC129790908	ASIC009491
OG0007649	LOC129788734	ASIC003968
OG0007650	LOC129797247	ASIC002311
OG0007651	LOC129788385	ASIC014666
OG0007652	LOC129793382	ASIC019624
OG0007653	LOC129794729	ASIC020511
OG0007654	LOC129794157	ASIC007461
OG0007655	LOC129787748	ASIC016842
OG0007656	LOC129788718	ASIC004567
OG0007657	LOC129786030	ASIC012888
OG0007658	LOC129792796	ASIC015034
OG0007660	LOC129797469	ASIC009107
OG0007661	LOC129794277	ASIC016282
OG0007663	LOC129796935	ASIC022158
OG0007664	LOC129797212	ASIC004648
OG0007665	LOC129786013	ASIC011967
OG0007666	LOC129790659	ASIC007267
OG0007668	LOC129792819	ASIC003017
OG0007669	LOC129786418	ASIC017067
OG0007670	LOC129787882	ASIC020943
OG0007671	LOC129791867	ASIC020241
OG0007675	LOC129789485	ASIC005070
OG0007676	LOC129789100	ASIC021189
OG0007677	LOC129792930	ASIC021218
OG0007678	LOC129792494	ASIC000956
OG0007679	LOC129787121	ASIC022287
OG0007680	LOC129790465	ASIC016960
OG0007681	LOC129791234	ASIC005163
OG0007682	LOC129789399	ASIC013774
OG0007683	LOC129793501	ASIC014926
OG0007684	LOC129795303	ASIC009042
OG0007685	LOC129787892	ASIC006261
OG0007686	LOC129785831	ASIC008585
OG0007688	LOC129791567	ASIC007774
OG0007689	LOC129786400	ASIC010562
OG0007690	LOC129793130	ASIC016828
OG0007691	LOC129788759	ASIC010278
OG0007692	LOC129787891	ASIC019658
OG0007693	LOC129790046	ASIC014641
OG0007694	LOC129794244	ASIC006914
OG0007695	LOC129791842	ASIC007189
OG0007696	LOC129795455	ASIC015372
OG0007697	LOC129793795	ASIC020327
OG0007698	LOC129788732	ASIC013834
OG0007699	LOC129797426	ASIC020594
OG0007700	LOC129796701	ASIC018025
OG0007701	LOC129786989	ASIC007605
OG0007702	LOC129795285	ASIC020527
OG0007703	LOC129794286	ASIC007807
OG0007704	LOC129794341	ASIC017449
OG0007705	LOC129789353	ASIC020566
OG0007706	LOC129797785	ASIC005941
OG0007707	LOC129786402	ASIC011380
OG0007708	LOC129796525	ASIC016003
OG0007709	LOC129785849	ASIC011024
OG0007710	LOC129786514	ASIC012492
OG0007711	LOC129789660	ASIC005287
OG0007712	LOC129787006	ASIC003724
OG0007713	LOC129796354	ASIC015608
OG0007714	LOC129791286	ASIC002700
OG0007715	LOC129787079	ASIC004097
OG0007716	LOC129792570	ASIC017461
OG0007717	LOC129786613	ASIC012773
OG0007719	LOC129793952	ASIC019600
OG0007720	LOC129793363	ASIC011763
OG0007721	LOC129791595	ASIC018940
OG0007722	LOC129788950	ASIC008666
OG0007723	LOC129792553	ASIC016686
OG0007724	LOC129795449	ASIC018172
OG0007725	LOC129790129	ASIC007346
