Orthogroup	LlongipalpisASM	AfunestusAfunGA1
OG0006883	LOC129793038	AFUN2_010287
OG0006884	LOC129791863	AFUN2_000641
OG0006885	LOC129791239	AFUN2_013625
OG0006886	LOC129794002	AFUN2_012564
OG0006887	LOC129797668	AFUN2_000364
OG0006888	LOC129790029	AFUN2_006015
OG0006889	LOC129790804	AFUN2_008331
OG0006890	LOC129793180	AFUN2_010905
OG0006891	LOC129795114	AFUN2_003904
OG0006892	LOC129793998	AFUN2_008971
OG0006893	LOC129789343	AFUN2_012058
OG0006894	LOC129789603	AFUN2_005581
OG0006896	LOC129795014	AFUN2_007035
OG0006897	LOC129796792	AFUN2_007212
OG0006898	LOC129786446	AFUN2_012361
OG0006899	LOC129796380	AFUN2_013987
OG0006900	LOC129792368	AFUN2_010792
OG0006901	LOC129794987	AFUN2_007395
OG0006902	LOC129788555	AFUN2_007907
OG0006903	LOC129788991	AFUN2_000720
OG0006904	LOC129794931	AFUN2_010483
OG0006905	LOC129796057	AFUN2_005900
OG0006906	LOC129793370	AFUN2_006620
OG0006907	LOC129789634	AFUN2_003108
OG0006908	LOC129787105	AFUN2_014058
OG0006909	LOC129795067	AFUN2_000792
OG0006910	LOC129786259	AFUN2_000514
OG0006911	LOC129790238	AFUN2_012990
OG0006912	LOC129791070	AFUN2_008484
OG0006913	LOC129796878	AFUN2_007182
OG0006914	LOC129793374	AFUN2_000759
OG0006915	LOC129789663	AFUN2_009228
OG0006916	LOC129792748	AFUN2_004901
OG0006917	LOC129792799	AFUN2_002905
OG0006918	LOC129795566	AFUN2_002704
OG0006919	LOC129793953	AFUN2_012009
OG0006920	LOC129794988	AFUN2_002577
OG0006921	LOC129788048	AFUN2_003488
OG0006922	LOC129793826	AFUN2_003756
OG0006923	LOC129788927	AFUN2_014510
OG0006924	LOC129796555	AFUN2_010995
OG0006925	LOC129790102	AFUN2_001117
OG0006926	LOC129796789	AFUN2_002728
OG0006927	LOC129786664	AFUN2_012340
OG0006928	LOC129791270	AFUN2_009573
OG0006929	LOC129789308	AFUN2_012157
OG0006930	LOC129796953	AFUN2_014170
OG0006931	LOC129788944	AFUN2_001515
OG0006932	LOC129789571	AFUN2_011018
OG0006933	LOC129793122	AFUN2_000434
OG0006934	LOC129792270	AFUN2_011990
OG0006935	LOC129791841	AFUN2_000854
OG0006936	LOC129786882	AFUN2_002646
OG0006937	LOC129790120	AFUN2_006370
OG0006938	LOC129789625	AFUN2_004420
OG0006939	LOC129794907	AFUN2_013978
OG0006940	LOC129789946	AFUN2_009235
OG0006941	LOC129795456	AFUN2_013307
OG0006942	LOC129792904	AFUN2_008653
OG0006943	LOC129788961	AFUN2_003167
OG0006944	LOC129797465	AFUN2_011844
OG0006945	LOC129788017	AFUN2_009882
OG0006946	LOC129796442	AFUN2_004177
OG0006947	LOC129796059	AFUN2_014808
OG0006948	LOC129792787	AFUN2_013295
OG0006949	LOC129797130	AFUN2_008224
OG0006950	LOC129795787	AFUN2_006057
OG0006951	LOC129794619	AFUN2_007066
OG0006952	LOC129795155	AFUN2_006377
OG0006953	LOC129797208	AFUN2_009346
OG0006954	LOC129796656	AFUN2_007545
OG0006955	LOC129795714	AFUN2_012957
OG0006956	LOC129790790	AFUN2_010127
OG0006957	LOC129793612	AFUN2_006669
OG0006958	LOC129792592	AFUN2_002040
OG0006959	LOC129787414	AFUN2_007168
OG0006960	LOC129788937	AFUN2_004999
OG0006962	LOC129786602	AFUN2_009430
OG0006963	LOC129789333	AFUN2_001621
OG0006964	LOC129797485, LOC129792234	AFUN2_003918
OG0006965	LOC129790161	AFUN2_002151
OG0006966	LOC129789587	AFUN2_001165
OG0006967	LOC129790341	AFUN2_005912
OG0006968	LOC129794876	AFUN2_004815
OG0006969	LOC129790849	AFUN2_012912
OG0006971	LOC129787022	AFUN2_013684
OG0006972	LOC129797193	AFUN2_011762
OG0006973	LOC129797011	AFUN2_014450
OG0006974	LOC129786144	AFUN2_011515
OG0006975	LOC129796521	AFUN2_014735
OG0006976	LOC129791900	AFUN2_010442
OG0006977	LOC129797165	AFUN2_001225
OG0006978	LOC129791086	AFUN2_010715
OG0006979	LOC129793643	AFUN2_004587
OG0006980	LOC129785823	AFUN2_012462
OG0006981	LOC129790455	AFUN2_007628
OG0006982	LOC129793897	AFUN2_003850
OG0006983	LOC129796983	AFUN2_001730
OG0006984	LOC129790118	AFUN2_004021
OG0006985	LOC129786429	AFUN2_002886
OG0006986	LOC129789418	AFUN2_001795
OG0006987	LOC129786359	AFUN2_014803
OG0006988	LOC129791796	AFUN2_010887
OG0006989	LOC129791337	AFUN2_000657
OG0006990	LOC129796094	AFUN2_007917
OG0006991	LOC129788892, LOC129793908	AFUN2_013739
OG0006992	LOC129792986	AFUN2_013596
OG0006993	LOC129794041	AFUN2_006431
OG0006994	LOC129788716	AFUN2_010822
OG0006995	LOC129792568	AFUN2_007936
OG0006996	LOC129786770	AFUN2_006937
OG0006997	LOC129791303	AFUN2_005039
OG0006998	LOC129794658	AFUN2_014219
OG0006999	LOC129797524	AFUN2_001440
OG0007001	LOC129791589	AFUN2_006179
OG0007002	LOC129787443	AFUN2_001332
OG0007003	LOC129786609	AFUN2_013328
OG0007004	LOC129791017	AFUN2_006994
OG0007005	LOC129791965	AFUN2_005305
OG0007006	LOC129796248	AFUN2_010226
OG0007007	LOC129793783	AFUN2_012768
OG0007009	LOC129793477	AFUN2_009240
OG0007010	LOC129788660	AFUN2_008433
OG0007011	LOC129786410	AFUN2_000917
OG0007012	LOC129790620	AFUN2_007073
OG0007013	LOC129788472	AFUN2_003239
OG0007014	LOC129791576	AFUN2_004443
OG0007015	LOC129794517	AFUN2_009647
OG0007016	LOC129793914	AFUN2_011960
OG0007017	LOC129791132	AFUN2_001306
OG0007018	LOC129789812	AFUN2_006600
OG0007019	LOC129789811	AFUN2_013369
OG0007020	LOC129791033	AFUN2_009533
OG0007021	LOC129795781	AFUN2_004113
OG0007022	LOC129787501	AFUN2_013402
OG0007023	LOC129796135	AFUN2_004427
OG0007024	LOC129795963	AFUN2_009308
OG0007025	LOC129797457	AFUN2_014512
OG0007026	LOC129788940	AFUN2_011746
OG0007027	LOC129796956	AFUN2_005127
OG0007028	LOC129791814	AFUN2_010996
OG0007029	LOC129786412	AFUN2_007757
OG0007030	LOC129789865	AFUN2_009874
OG0007031	LOC129793279	AFUN2_005619
OG0007032	LOC129791563	AFUN2_003197
OG0007033	LOC129794694	AFUN2_014257
OG0007034	LOC129791025	AFUN2_009950
OG0007035	LOC129793396	AFUN2_008307
OG0007036	LOC129790018	AFUN2_003217
OG0007037	LOC129794852	AFUN2_003957
OG0007038	LOC129793174	AFUN2_004042
OG0007039	LOC129789577	AFUN2_007964
OG0007040	LOC129788378	AFUN2_004607
OG0007041	LOC129787976	AFUN2_010737
OG0007042	LOC129789032	AFUN2_002212
OG0007043	LOC129792133	AFUN2_014569
OG0007044	LOC129788873	AFUN2_005775
OG0007045	LOC129797269	AFUN2_004672
OG0007046	LOC129790142	AFUN2_010204
OG0007047	LOC129793745	AFUN2_001074
OG0007048	LOC129793135	AFUN2_007802
OG0007049	LOC129794957	AFUN2_003115
OG0007050	LOC129786554	AFUN2_009194
OG0007051	LOC129788387	AFUN2_007824
OG0007053	LOC129795830	AFUN2_014491
OG0007054	LOC129785843	AFUN2_010119
OG0007055	LOC129787021	AFUN2_011511
OG0007056	LOC129785835	AFUN2_002159
OG0007057	LOC129793197	AFUN2_007059
OG0007058	LOC129791193	AFUN2_001504
OG0007059	LOC129793896	AFUN2_009475
OG0007060	LOC129797824	AFUN2_010602
OG0007061	LOC129793519	AFUN2_011168
OG0007062	LOC129793468	AFUN2_013891
OG0007063	LOC129794034	AFUN2_001197
OG0007064	LOC129791106	AFUN2_004017
OG0007065	LOC129796079	AFUN2_002472
OG0007067	LOC129795342	AFUN2_000886
OG0007068	LOC129790534	AFUN2_005091
OG0007069	LOC129789872	AFUN2_008769
OG0007070	LOC129789782	AFUN2_007251
OG0007071	LOC129785941	AFUN2_005181
OG0007072	LOC129790157	AFUN2_000695
OG0007073	LOC129793595	AFUN2_007990
OG0007074	LOC129789006	AFUN2_010665
OG0007075	LOC129787216	AFUN2_011472
OG0007076	LOC129786370, LOC129796108	AFUN2_003109
OG0007077	LOC129795061	AFUN2_011414
OG0007078	LOC129793178	AFUN2_006973
OG0007079	LOC129787097	AFUN2_012401
OG0007080	LOC129788248	AFUN2_006200
OG0007081	LOC129790216	AFUN2_001954
OG0007082	LOC129796049	AFUN2_004366
OG0007083	LOC129786398	AFUN2_011296
OG0007084	LOC129796660	AFUN2_006286
OG0007085	LOC129786260	AFUN2_011755
OG0007086	LOC129789257	AFUN2_014041
OG0007087	LOC129788985	AFUN2_007794
OG0007088	LOC129792571	AFUN2_008464
OG0007089	LOC129790125	AFUN2_004128
OG0007090	LOC129795969	AFUN2_013560
OG0007091	LOC129793017	AFUN2_003407
OG0007092	LOC129796547	AFUN2_013470
OG0007093	LOC129791748	AFUN2_010202
OG0007094	LOC129795896	AFUN2_012198
OG0007095	LOC129792169	AFUN2_008266
OG0007096	LOC129793641	AFUN2_012451
OG0007097	LOC129797481	AFUN2_003383
OG0007098	LOC129792781	AFUN2_004914
OG0007099	LOC129793830	AFUN2_006488
OG0007100	LOC129790542	AFUN2_011596
OG0007101	LOC129788445	AFUN2_008143
OG0007102	LOC129786401	AFUN2_002589
OG0007103	LOC129787683	AFUN2_000696
OG0007104	LOC129796626	AFUN2_013630
OG0007106	LOC129792474	AFUN2_013785
OG0007107	LOC129795343	AFUN2_002604
OG0007108	LOC129788382	AFUN2_004338
OG0007109	LOC129796543	AFUN2_008082
OG0007110	LOC129793094	AFUN2_009139
OG0007111	LOC129793189	AFUN2_014624
OG0007112	LOC129789165	AFUN2_007844
OG0007113	LOC129795389	AFUN2_008760
OG0007114	LOC129790530	AFUN2_013615
OG0007115	LOC129789846	AFUN2_010816
OG0007116	LOC129791658	AFUN2_014689
OG0007117	LOC129789277	AFUN2_014312
OG0007118	LOC129796427	AFUN2_003234
OG0007119	LOC129788573	AFUN2_004077
OG0007120	LOC129795099	AFUN2_012071
OG0007121	LOC129785984	AFUN2_013675
OG0007122	LOC129785983	AFUN2_011039
OG0007124	LOC129790107	AFUN2_001070
OG0007125	LOC129789564	AFUN2_007431
OG0007126	LOC129789883	AFUN2_012703
OG0007127	LOC129790647	AFUN2_005768
OG0007128	LOC129797033	AFUN2_010150
OG0007129	LOC129791419	AFUN2_003499
OG0007130	LOC129789821	AFUN2_011635
OG0007131	LOC129790007	AFUN2_000700
OG0007132	LOC129790999	AFUN2_008518
OG0007133	LOC129786358	AFUN2_007190
OG0007134	LOC129792180	AFUN2_002350
OG0007135	LOC129792366	AFUN2_005520
OG0007136	LOC129787935	AFUN2_013096
OG0007137	LOC129790041	AFUN2_013218
OG0007138	LOC129793594	AFUN2_012920
OG0007139	LOC129795967	AFUN2_003616
OG0007140	LOC129791808	AFUN2_001992
OG0007141	LOC129794052	AFUN2_012077
OG0007142	LOC129796519	AFUN2_001554
OG0007143	LOC129788424	AFUN2_008644
OG0007144	LOC129797299	AFUN2_005677
OG0007145	LOC129791785	AFUN2_012725
OG0007146	LOC129786826	AFUN2_013894
OG0007147	LOC129793347	AFUN2_008676
OG0007148	LOC129797260	AFUN2_010734
OG0007149	LOC129792717	AFUN2_012799
OG0007150	LOC129791018	AFUN2_013420
OG0007151	LOC129796068	AFUN2_008465
OG0007152	LOC129792046	AFUN2_011426
OG0007153	LOC129790529	AFUN2_000722
OG0007154	LOC129790541	AFUN2_006987
OG0007155	LOC129796858	AFUN2_011142
OG0007156	LOC129792757	AFUN2_007893
OG0007157	LOC129788834	AFUN2_008162
OG0007158	LOC129786643	AFUN2_013585
OG0007159	LOC129791553	AFUN2_014439
OG0007160	LOC129797369	AFUN2_001557
OG0007161	LOC129787937	AFUN2_002584
OG0007162	LOC129787489	AFUN2_013323
OG0007163	LOC129789409	AFUN2_012542
OG0007164	LOC129789296	AFUN2_013227
OG0007165	LOC129787338	AFUN2_006924
OG0007166	LOC129792081	AFUN2_000669
OG0007167	LOC129791906	AFUN2_005317
OG0007168	LOC129797478	AFUN2_012124
OG0007169	LOC129792866	AFUN2_001511
OG0007170	LOC129793273	AFUN2_000397
OG0007171	LOC129794469	AFUN2_007747
OG0007172	LOC129796249	AFUN2_010224
OG0007173	LOC129797733	AFUN2_007910
OG0007174	LOC129790642	AFUN2_009867
OG0007175	LOC129791536	AFUN2_004324
OG0007176	LOC129790899	AFUN2_012888
OG0007177	LOC129796384	AFUN2_009354
OG0007178	LOC129796559	AFUN2_003908
OG0007179	LOC129787958	AFUN2_013827
OG0007180	LOC129788837	AFUN2_009419
OG0007181	LOC129787934	AFUN2_012659
OG0007182	LOC129795170	AFUN2_000744
OG0007183	LOC129794014	AFUN2_014080
OG0007184	LOC129791366	AFUN2_007666
OG0007185	LOC129788907	AFUN2_011899
OG0007186	LOC129792096	AFUN2_005346
OG0007187	LOC129791060	AFUN2_004172
OG0007188	LOC129788513	AFUN2_011787
OG0007189	LOC129792276	AFUN2_000399
OG0007190	LOC129797779	AFUN2_002836
OG0007191	LOC129787469	AFUN2_010274
OG0007192	LOC129794042	AFUN2_005528
OG0007193	LOC129797842	AFUN2_010174
OG0007194	LOC129796891	AFUN2_009618
OG0007195	LOC129797754	AFUN2_010485
OG0007196	LOC129793058	AFUN2_000778
OG0007197	LOC129786651	AFUN2_013667
OG0007198	LOC129797852	AFUN2_000584
OG0007199	LOC129792834	AFUN2_012260
OG0007200	LOC129788696	AFUN2_010153
OG0007201	LOC129793201	AFUN2_001350
OG0007202	LOC129792923	AFUN2_012041
OG0007203	LOC129789925	AFUN2_001827
OG0007204	LOC129792910	AFUN2_013381
OG0007205	LOC129788846	AFUN2_013299
OG0007206	LOC129786977	AFUN2_005048
OG0007207	LOC129789581	AFUN2_006412
OG0007208	LOC129797442	AFUN2_007235
OG0007209	LOC129797832	AFUN2_008135
OG0007210	LOC129790182	AFUN2_011817
OG0007211	LOC129792948	AFUN2_007562
OG0007212	LOC129794143	AFUN2_007915
OG0007213	LOC129786850	AFUN2_011963
OG0007214	LOC129793293	AFUN2_000764
OG0007215	LOC129794226	AFUN2_003328
OG0007216	LOC129787456	AFUN2_009899
OG0007217	LOC129786411	AFUN2_012879
OG0007218	LOC129790462	AFUN2_005680
OG0007219	LOC129790488	AFUN2_003364
OG0007220	LOC129787167	AFUN2_009216
OG0007221	LOC129789335	AFUN2_002932
OG0007222	LOC129792914	AFUN2_011452
OG0007223	LOC129790477	AFUN2_009862
OG0007224	LOC129789825	AFUN2_005846
OG0007225	LOC129785940	AFUN2_009175
OG0007226	LOC129792916	AFUN2_007948
OG0007227	LOC129790641	AFUN2_003937
OG0007228	LOC129790905	AFUN2_004463
OG0007229	LOC129792545	AFUN2_010264
OG0007230	LOC129796914	AFUN2_013677
OG0007231	LOC129794111	AFUN2_007011
OG0007232	LOC129789878	AFUN2_003101
OG0007233	LOC129790653	AFUN2_008838
OG0007234	LOC129788606	AFUN2_004111
OG0007235	LOC129794754	AFUN2_004893
OG0007236	LOC129788667	AFUN2_003007
OG0007237	LOC129791544	AFUN2_012168
OG0007238	LOC129791291	AFUN2_012721
OG0007239	LOC129792517	AFUN2_009094
OG0007240	LOC129795008	AFUN2_005069
OG0007241	LOC129793561	AFUN2_005981
OG0007242	LOC129792067	AFUN2_008412
OG0007243	LOC129793447	AFUN2_013223
OG0007244	LOC129794190	AFUN2_008415
OG0007245	LOC129790963	AFUN2_001852
OG0007246	LOC129792482	AFUN2_008938
OG0007247	LOC129789090	AFUN2_001496
OG0007248	LOC129793814, LOC129793804	AFUN2_007520
OG0007250	LOC129786295	AFUN2_014179
OG0007251	LOC129792302	AFUN2_003747
OG0007252	LOC129786432	AFUN2_008698
OG0007254	LOC129797522	AFUN2_010587
OG0007255	LOC129792956	AFUN2_014142
OG0007257	LOC129787531	AFUN2_001199
OG0007258	LOC129788067	AFUN2_008400
OG0007259	LOC129795809	AFUN2_012000
OG0007260	LOC129793554	AFUN2_004456
OG0007261	LOC129787852	AFUN2_001545
OG0007263	LOC129789840	AFUN2_012875
OG0007264	LOC129791230	AFUN2_010545
OG0007265	LOC129796783	AFUN2_007732
OG0007266	LOC129792685	AFUN2_013260
OG0007267	LOC129791395	AFUN2_005687
OG0007268	LOC129797379	AFUN2_009535
OG0007269	LOC129794769	AFUN2_002892
OG0007270	LOC129795664	AFUN2_009199
OG0007272	LOC129786159	AFUN2_000548
OG0007273	LOC129793353	AFUN2_004951
OG0007274	LOC129793338	AFUN2_003863
OG0007275	LOC129797045	AFUN2_000630
OG0007276	LOC129794887	AFUN2_006265
OG0007277	LOC129786021	AFUN2_001745
OG0007278	LOC129787248	AFUN2_001403
OG0007279	LOC129787522	AFUN2_001931
OG0007281	LOC129792351	AFUN2_011240
OG0007282	LOC129797740	AFUN2_001162
OG0007283	LOC129788915	AFUN2_006613
OG0007284	LOC129787012	AFUN2_008685
OG0007285	LOC129786238	AFUN2_006028
OG0007286	LOC129791547	AFUN2_012350
OG0007287	LOC129789685	AFUN2_006724
OG0007288	LOC129789540	AFUN2_009397
OG0007290	LOC129787846	AFUN2_010188
OG0007291	LOC129791620	AFUN2_012271
OG0007292	LOC129789307	AFUN2_001315
OG0007293	LOC129789642	AFUN2_006829
OG0007294	LOC129786396	AFUN2_013970
OG0007295	LOC129791887	AFUN2_008225
OG0007296	LOC129794784	AFUN2_003257
OG0007297	LOC129791621	AFUN2_010821
OG0007298	LOC129792454	AFUN2_007444
OG0007299	LOC129796002	AFUN2_006332
OG0007300	LOC129789106, LOC129788879	AFUN2_001006
OG0007301	LOC129791636	AFUN2_012905
OG0007302	LOC129795279	AFUN2_002940
OG0007303	LOC129794088	AFUN2_007638
OG0007304	LOC129788932	AFUN2_002718
OG0007305	LOC129787486	AFUN2_007736
OG0007306	LOC129787951	AFUN2_013692
OG0007307	LOC129791713	AFUN2_008032
OG0007308	LOC129796473	AFUN2_007548
OG0007309	LOC129787384	AFUN2_007767
OG0007310	LOC129793997	AFUN2_011327
OG0007311	LOC129791433	AFUN2_001250
OG0007312	LOC129791618	AFUN2_008643
OG0007313	LOC129792666	AFUN2_003271
OG0007315	LOC129790112	AFUN2_001136
OG0007316	LOC129790278, LOC129796160	AFUN2_009808
OG0007317	LOC129788072	AFUN2_013701
OG0007318	LOC129787023	AFUN2_008196
OG0007319	LOC129787513	AFUN2_005287
OG0007320	LOC129793290	AFUN2_010586
OG0007321	LOC129793702	AFUN2_014497
OG0007322	LOC129792224	AFUN2_003994
OG0007323	LOC129786424	AFUN2_005893
OG0007325	LOC129791623	AFUN2_010606
OG0007326	LOC129791655	AFUN2_008474
OG0007327	LOC129790820	AFUN2_008174
OG0007328	LOC129794990	AFUN2_001690
OG0007329	LOC129788941	AFUN2_012880
OG0007330	LOC129788878	AFUN2_009595
OG0007331	LOC129785865	AFUN2_013505
OG0007332	LOC129791240	AFUN2_006085
OG0007333	LOC129789145	AFUN2_010487
OG0007335	LOC129793717	AFUN2_005278
OG0007336	LOC129792472	AFUN2_003228
OG0007337	LOC129794668	AFUN2_013247
OG0007338	LOC129795527	AFUN2_002070
OG0007339	LOC129786164	AFUN2_006979
OG0007340	LOC129788161	AFUN2_011947
OG0007341	LOC129787871	AFUN2_005083
OG0007342	LOC129792921	AFUN2_013510
OG0007344	LOC129787031	AFUN2_008442
OG0007345	LOC129787613	AFUN2_013250
OG0007346	LOC129785873	AFUN2_006051
OG0007347	LOC129786641	AFUN2_009031
OG0007348	LOC129797280	AFUN2_014716
OG0007349	LOC129790357	AFUN2_003814
OG0007350	LOC129790735	AFUN2_003828
OG0007351	LOC129790772	AFUN2_008352
OG0007352	LOC129787151	AFUN2_014220
OG0007353	LOC129796790	AFUN2_003327
OG0007354	LOC129787728	AFUN2_003344
OG0007355	LOC129791652	AFUN2_003294
OG0007357	LOC129789317	AFUN2_014098
OG0007358	LOC129786991	AFUN2_010446
OG0007359	LOC129786311	AFUN2_006833
OG0007360	LOC129786161	AFUN2_003158
OG0007361	LOC129794099	AFUN2_013543
OG0007362	LOC129793455	AFUN2_009986
OG0007363	LOC129787392, LOC129793407	AFUN2_014389
OG0007364	LOC129797093	AFUN2_012531
OG0007365	LOC129793850	AFUN2_011705
OG0007366	LOC129793524	AFUN2_008428
OG0007367	LOC129789834	AFUN2_005453
OG0007368	LOC129786687	AFUN2_002973
OG0007369	LOC129786079	AFUN2_014592
OG0007370	LOC129793022	AFUN2_008248
OG0007371	LOC129789448	AFUN2_001480
OG0007372	LOC129794246	AFUN2_002977
OG0007373	LOC129790168	AFUN2_006329
OG0007374	LOC129789963	AFUN2_004733
OG0007375	LOC129787188	AFUN2_013938
OG0007376	LOC129788401	AFUN2_009646
OG0007377	LOC129794884	AFUN2_003311
OG0007378	LOC129792079	AFUN2_010743
OG0007380	LOC129787457	AFUN2_006472
OG0007381	LOC129792137	AFUN2_011974
OG0007382	LOC129794207	AFUN2_010983
OG0007383	LOC129790022	AFUN2_012222
OG0007384	LOC129786973	AFUN2_006591
OG0007385	LOC129790045	AFUN2_011741
OG0007386	LOC129786086	AFUN2_008100
OG0007387	LOC129796404	AFUN2_007364
OG0007388	LOC129787369	AFUN2_010266
OG0007389	LOC129788884	AFUN2_009756
OG0007390	LOC129794296	AFUN2_000989
OG0007391	LOC129791932	AFUN2_000874
OG0007393	LOC129786925	AFUN2_005042
OG0007395	LOC129794336	AFUN2_010384
OG0007396	LOC129793057	AFUN2_004282
OG0007397	LOC129790922	AFUN2_007322
OG0007398	LOC129795508	AFUN2_014335
OG0007399	LOC129795814	AFUN2_009225
OG0007400	LOC129797145	AFUN2_001789
OG0007401	LOC129791839	AFUN2_010639
OG0007402	LOC129793967	AFUN2_011928
OG0007403	LOC129792122	AFUN2_008084
OG0007404	LOC129794966	AFUN2_010108
OG0007405	LOC129791571	AFUN2_007651
OG0007406	LOC129788704	AFUN2_008498
OG0007407	LOC129792894	AFUN2_011671
OG0007408	LOC129786403	AFUN2_014606
OG0007409	LOC129795426	AFUN2_010534
OG0007410	LOC129797530	AFUN2_002801
OG0007412	LOC129786919	AFUN2_002451
OG0007413	LOC129786805	AFUN2_001613
OG0007414	LOC129793610	AFUN2_009423
OG0007415	LOC129792778	AFUN2_005061
OG0007416	LOC129786011	AFUN2_010414
OG0007417	LOC129788995	AFUN2_005457
OG0007419	LOC129791871	AFUN2_012379
OG0007420	LOC129793491	AFUN2_013848
OG0007421	LOC129794989	AFUN2_014380
OG0007422	LOC129794437	AFUN2_002630
OG0007423	LOC129792615	AFUN2_004732
OG0007424	LOC129787896	AFUN2_007558
OG0007425	LOC129788852	AFUN2_009372
OG0007426	LOC129796409	AFUN2_010986
OG0007427	LOC129793224, LOC129787195	AFUN2_005055
OG0007428	LOC129793532	AFUN2_010589
OG0007429	LOC129793584	AFUN2_000408
OG0007432	LOC129786575	AFUN2_005729
OG0007433	LOC129789192	AFUN2_008467
OG0007434	LOC129792279	AFUN2_012072
OG0007435	LOC129796141	AFUN2_013998
OG0007436	LOC129793514	AFUN2_011037
OG0007437	LOC129794532	AFUN2_009554
OG0007438	LOC129794012	AFUN2_010288
OG0007439	LOC129789563	AFUN2_013416
OG0007440	LOC129792945	AFUN2_013127
OG0007441	LOC129786677	AFUN2_002161
OG0007442	LOC129795167	AFUN2_006676
OG0007443	LOC129792106	AFUN2_013877
OG0007444	LOC129787929	AFUN2_002765
OG0007445	LOC129788812	AFUN2_006697
OG0007446	LOC129796850	AFUN2_011667
OG0007447	LOC129791723	AFUN2_002129
OG0007448	LOC129791806	AFUN2_004941
OG0007449	LOC129792720	AFUN2_013687
OG0007450	LOC129791457	AFUN2_001845
OG0007451	LOC129793165	AFUN2_012204
OG0007452	LOC129789888	AFUN2_003099
OG0007453	LOC129787529	AFUN2_007752
OG0007454	LOC129787981	AFUN2_009038
OG0007455	LOC129792816	AFUN2_000516
OG0007456	LOC129792177	AFUN2_014178
OG0007458	LOC129794231	AFUN2_009973
OG0007459	LOC129787048	AFUN2_010997
OG0007461	LOC129794323	AFUN2_006467
OG0007462	LOC129787968	AFUN2_004788
OG0007463	LOC129789228	AFUN2_011022
OG0007464	LOC129790817	AFUN2_007678
OG0007466	LOC129789985	AFUN2_010368
OG0007469	LOC129793147	AFUN2_003692
OG0007470	LOC129791820	AFUN2_007756
OG0007471	LOC129793209	AFUN2_001695
OG0007472	LOC129786666	AFUN2_005330
OG0007473	LOC129791518	AFUN2_009857
OG0007475	LOC129787202	AFUN2_001458
OG0007476	LOC129793841	AFUN2_005344
OG0007477	LOC129791532	AFUN2_011637
OG0007478	LOC129786312	AFUN2_001499
OG0007479	LOC129796037	AFUN2_004744
OG0007480	LOC129793159	AFUN2_008848
OG0007481	LOC129789310, LOC129789464	AFUN2_004391
OG0007482	LOC129791915	AFUN2_001619
OG0007483	LOC129792554	AFUN2_007175
OG0007484	LOC129786202	AFUN2_009229
OG0007487	LOC129789385	AFUN2_007729
OG0007488	LOC129793711	AFUN2_006238
OG0007489	LOC129787418	AFUN2_006323
OG0007490	LOC129789394	AFUN2_005566
OG0007491	LOC129794280	AFUN2_012788
OG0007492	LOC129790292	AFUN2_007040
OG0007493	LOC129789759	AFUN2_002701
OG0007494	LOC129791187	AFUN2_007591
OG0007496	LOC129787382	AFUN2_013454
OG0007497	LOC129786756	AFUN2_001903
OG0007498	LOC129792598	AFUN2_012842
OG0007499	LOC129791466	AFUN2_010006
OG0007500	LOC129787550	AFUN2_007845
OG0007503	LOC129788703	AFUN2_011020
OG0007504	LOC129795505	AFUN2_005374
OG0007505	LOC129795041	AFUN2_011711
OG0007506	LOC129794338	AFUN2_001443
OG0007507	LOC129793827	AFUN2_007795
OG0007508	LOC129789306	AFUN2_011315
OG0007509	LOC129787451	AFUN2_004296
OG0007510	LOC129790526	AFUN2_009645
OG0007511	LOC129788934	AFUN2_006392
OG0007512	LOC129795538	AFUN2_014547
OG0007513	LOC129791822	AFUN2_003534
OG0007514	LOC129791941	AFUN2_011662
OG0007515	LOC129788088	AFUN2_010505
OG0007516	LOC129792605	AFUN2_000975
OG0007517	LOC129788423	AFUN2_005686
OG0007518	LOC129795490	AFUN2_007129
OG0007519	LOC129795439	AFUN2_002360
OG0007520	LOC129796052	AFUN2_002715
OG0007521	LOC129788676	AFUN2_008847
OG0007522	LOC129794229	AFUN2_012025
OG0007523	LOC129790674	AFUN2_001367
OG0007524	LOC129791781	AFUN2_011133
OG0007525	LOC129792228	AFUN2_005054
OG0007527	LOC129787964	AFUN2_012171
OG0007528	LOC129793542	AFUN2_004991
OG0007529	LOC129787814	AFUN2_001111
OG0007530	LOC129792075	AFUN2_009994
OG0007531	LOC129797537	AFUN2_001510
OG0007532	LOC129788206	AFUN2_006344
OG0007533	LOC129789638	AFUN2_009456
OG0007534	LOC129787811	AFUN2_014760
OG0007536	LOC129791667	AFUN2_004151
OG0007537	LOC129791913	AFUN2_001560
OG0007538	LOC129790051	AFUN2_006394
OG0007539	LOC129790143	AFUN2_000933
OG0007540	LOC129790145	AFUN2_012036
OG0007541	LOC129785830	AFUN2_004529
OG0007543	LOC129793161	AFUN2_012468
OG0007544	LOC129787628	AFUN2_005385
OG0007545	LOC129786374	AFUN2_012528
OG0007546	LOC129795997	AFUN2_001089
OG0007547	LOC129791220	AFUN2_010437
OG0007548	LOC129790363	AFUN2_010016
OG0007549	LOC129795435	AFUN2_010477
OG0007550	LOC129794119	AFUN2_001710
OG0007551	LOC129794056	AFUN2_014029
OG0007552	LOC129786853	AFUN2_012056
OG0007553	LOC129790668	AFUN2_001870
OG0007554	LOC129791004	AFUN2_013989
OG0007555	LOC129788383	AFUN2_009322
OG0007556	LOC129791465	AFUN2_009649
