Orthogroup	LlongipalpisASM	AdirusWRAIR2
OG0007298	LOC129792454	ADIR002065
OG0007299	LOC129796002	ADIR008573
OG0007300	LOC129789106, LOC129788879	ADIR000921
OG0007301	LOC129791636	ADIR008037
OG0007302	LOC129795279	ADIR015718
OG0007303	LOC129794088	ADIR010739
OG0007304	LOC129788932	ADIR006087
OG0007305	LOC129787486	ADIR000863
OG0007306	LOC129787951	ADIR002895
OG0007307	LOC129791713	ADIR000786
OG0007308	LOC129796473	ADIR000252
OG0007309	LOC129787384	ADIR007894
OG0007310	LOC129793997	ADIR006843
OG0007311	LOC129791433	ADIR008519
OG0007312	LOC129791618	ADIR007800
OG0007313	LOC129792666	ADIR007714
OG0007315	LOC129790112	ADIR005902
OG0007316	LOC129790278, LOC129796160	ADIR014869
OG0007317	LOC129788072	ADIR010506
OG0007318	LOC129787023	ADIR005754
OG0007319	LOC129787513	ADIR000811
OG0007320	LOC129793290	ADIR011515
OG0007321	LOC129793702	ADIR001603
OG0007322	LOC129792224	ADIR006696
OG0007323	LOC129786424	ADIR003442
OG0007325	LOC129791623	ADIR001645
OG0007326	LOC129791655	ADIR010284
OG0007327	LOC129790820	ADIR001087
OG0007328	LOC129794990	ADIR010138
OG0007329	LOC129788941	ADIR005909
OG0007330	LOC129788878	ADIR011058
OG0007331	LOC129785865	ADIR010680
OG0007332	LOC129791240	ADIR005851
OG0007333	LOC129789145	ADIR011210
OG0007335	LOC129793717	ADIR009797
OG0007336	LOC129792472	ADIR003857
OG0007337	LOC129794668	ADIR005119
OG0007338	LOC129795527	ADIR010939
OG0007339	LOC129786164	ADIR000113
OG0007340	LOC129788161	ADIR005883
OG0007341	LOC129787871	ADIR009076
OG0007342	LOC129792921	ADIR007479
OG0007344	LOC129787031	ADIR010170
OG0007345	LOC129787613	ADIR002886
OG0007346	LOC129785873	ADIR001444
OG0007347	LOC129786641	ADIR009799
OG0007348	LOC129797280	ADIR007939
OG0007350	LOC129790735	ADIR010901
OG0007351	LOC129790772	ADIR006753
OG0007352	LOC129787151	ADIR006745
OG0007353	LOC129796790	ADIR009756
OG0007354	LOC129787728	ADIR007737
OG0007355	LOC129791652	ADIR001103
OG0007357	LOC129789317	ADIR011093
OG0007358	LOC129786991	ADIR006709
OG0007359	LOC129786311	ADIR001261
OG0007360	LOC129786161	ADIR000310
OG0007361	LOC129794099	ADIR004672
OG0007362	LOC129793455	ADIR007810
OG0007364	LOC129797093	ADIR010187
OG0007365	LOC129793850	ADIR007164
OG0007366	LOC129793524	ADIR007774
OG0007367	LOC129789834	ADIR008309
OG0007368	LOC129786687	ADIR000893
OG0007369	LOC129786079	ADIR010265
OG0007370	LOC129793022	ADIR007538
OG0007371	LOC129789448	ADIR005843
OG0007372	LOC129794246	ADIR004270
OG0007373	LOC129790168	ADIR001485
OG0007374	LOC129789963	ADIR001074
OG0007375	LOC129787188	ADIR008811
OG0007376	LOC129788401	ADIR001252
OG0007377	LOC129794884	ADIR002856
OG0007378	LOC129792079	ADIR007331
OG0007380	LOC129787457	ADIR007993
OG0007381	LOC129792137	ADIR009223
OG0007382	LOC129794207	ADIR003579
OG0007383	LOC129790022	ADIR011664
OG0007384	LOC129786973	ADIR005812
OG0007385	LOC129790045	ADIR006010
OG0007386	LOC129786086	ADIR004610
OG0007387	LOC129796404	ADIR011560
OG0007388	LOC129787369	ADIR003104
OG0007389	LOC129788884	ADIR004986
OG0007390	LOC129794296	ADIR004316
OG0007391	LOC129791932	ADIR016143
OG0007393	LOC129786925	ADIR002564
OG0007395	LOC129794336	ADIR000232
OG0007396	LOC129793057	ADIR006950
OG0007397	LOC129790922	ADIR001123
OG0007398	LOC129795508	ADIR007712
OG0007399	LOC129795814	ADIR015771
OG0007400	LOC129797145	ADIR005571
OG0007401	LOC129791839	ADIR003694
OG0007402	LOC129793967	ADIR007344
OG0007403	LOC129792122	ADIR009222
OG0007404	LOC129794966	ADIR003071
OG0007405	LOC129791571	ADIR007195
OG0007406	LOC129788704	ADIR008247
OG0007407	LOC129792894	ADIR016199
OG0007408	LOC129786403	ADIR002209
OG0007409	LOC129795426	ADIR009153
OG0007410	LOC129797530	ADIR006541
OG0007412	LOC129786919	ADIR010629
OG0007413	LOC129786805	ADIR002925
OG0007414	LOC129793610	ADIR007128
OG0007415	LOC129792778	ADIR008733
OG0007416	LOC129786011	ADIR006429
OG0007417	LOC129788995	ADIR005991
OG0007419	LOC129791871	ADIR005444
OG0007420	LOC129793491	ADIR004216
OG0007421	LOC129794989	ADIR000156
OG0007422	LOC129794437	ADIR010693
OG0007423	LOC129792615	ADIR016156
OG0007424	LOC129787896	ADIR011644
OG0007425	LOC129788852	ADIR011663
OG0007426	LOC129796409	ADIR000112
OG0007427	LOC129793224, LOC129787195	ADIR007475
OG0007428	LOC129793532	ADIR008668
OG0007429	LOC129793584	ADIR003651
OG0007432	LOC129786575	ADIR009670
OG0007433	LOC129789192	ADIR005169
OG0007434	LOC129792279	ADIR003788
OG0007435	LOC129796141	ADIR009606
OG0007436	LOC129793514	ADIR008594
OG0007437	LOC129794532	ADIR009441
OG0007438	LOC129794012	ADIR011525
OG0007439	LOC129789563	ADIR005140
OG0007440	LOC129792945	ADIR007925
OG0007441	LOC129786677	ADIR002595
OG0007442	LOC129795167	ADIR001704
OG0007443	LOC129792106	ADIR001614
OG0007444	LOC129787929	ADIR005293
OG0007445	LOC129788812	ADIR001157
OG0007446	LOC129796850	ADIR007228
OG0007447	LOC129791723	ADIR006645
OG0007448	LOC129791806	ADIR008048
OG0007449	LOC129792720	ADIR007183
OG0007450	LOC129791457	ADIR009345
OG0007451	LOC129793165	ADIR009397
OG0007452	LOC129789888	ADIR009744
OG0007453	LOC129787529	ADIR008972
OG0007454	LOC129787981	ADIR010794
OG0007455	LOC129792816	ADIR003719
OG0007456	LOC129792177	ADIR006910
OG0007458	LOC129794231	ADIR008794
OG0007459	LOC129787048	ADIR006589
OG0007461	LOC129794323	ADIR008776
OG0007462	LOC129787968	ADIR010643
OG0007463	LOC129789228	ADIR011503
OG0007464	LOC129790817	ADIR005018
OG0007466	LOC129789985	ADIR004685
OG0007469	LOC129793147	ADIR004319
OG0007470	LOC129791820	ADIR001643
OG0007471	LOC129793209	ADIR007740
OG0007472	LOC129786666	ADIR001505
OG0007473	LOC129791518	ADIR007872
OG0007475	LOC129787202	ADIR005435
OG0007476	LOC129793841	ADIR008678
OG0007477	LOC129791532	ADIR001671
OG0007478	LOC129786312	ADIR001262
OG0007479	LOC129796037	ADIR009198
OG0007480	LOC129793159	ADIR007378
OG0007481	LOC129789310, LOC129789464	ADIR002384
OG0007482	LOC129791915	ADIR000754
OG0007483	LOC129792554	ADIR007232
OG0007484	LOC129786202	ADIR002848
OG0007487	LOC129789385	ADIR011085
OG0007488	LOC129793711	ADIR009240
OG0007489	LOC129787418	ADIR002605
OG0007490	LOC129789394	ADIR000787
OG0007491	LOC129794280	ADIR007060
OG0007492	LOC129790292	ADIR008278
OG0007493	LOC129789759	ADIR001506
OG0007494	LOC129791187	ADIR000982
OG0007496	LOC129787382	ADIR015698
OG0007497	LOC129786756	ADIR005411
OG0007498	LOC129792598	ADIR007170
OG0007499	LOC129791466	ADIR007354
OG0007500	LOC129787550	ADIR005424
OG0007503	LOC129788703	ADIR003484
OG0007504	LOC129795505	ADIR002080
OG0007505	LOC129795041	ADIR005726
OG0007506	LOC129794338	ADIR002022
OG0007507	LOC129793827	ADIR007664
OG0007508	LOC129789306	ADIR004982
OG0007509	LOC129787451	ADIR010186
OG0007510	LOC129790526	ADIR006275
OG0007511	LOC129788934	ADIR003938
OG0007512	LOC129795538	ADIR015507
OG0007513	LOC129791822	ADIR007025
OG0007514	LOC129791941	ADIR008711
OG0007515	LOC129788088	ADIR002915
OG0007516	LOC129792605	ADIR007305
OG0007517	LOC129788423	ADIR003015
OG0007518	LOC129795490	ADIR000327
OG0007519	LOC129795439	ADIR011215
OG0007520	LOC129796052	ADIR009195
OG0007521	LOC129788676	ADIR001366
OG0007522	LOC129794229	ADIR008795
OG0007523	LOC129790674	ADIR001066
OG0007524	LOC129791781	ADIR009245
OG0007525	LOC129792228	ADIR003713
OG0007527	LOC129787964	ADIR011698
OG0007528	LOC129793542	ADIR008687
OG0007529	LOC129787814	ADIR002992
OG0007530	LOC129792075	ADIR007587
OG0007531	LOC129797537	ADIR008401
OG0007532	LOC129788206	ADIR002939
OG0007533	LOC129789638	ADIR001481
OG0007534	LOC129787811	ADIR002981
OG0007536	LOC129791667	ADIR007886
OG0007537	LOC129791913	ADIR003621
OG0007538	LOC129790051	ADIR006006
OG0007539	LOC129790143	ADIR001492
OG0007540	LOC129790145	ADIR008402
OG0007541	LOC129785830	ADIR011016
OG0007543	LOC129793161	ADIR016164
OG0007544	LOC129787628	ADIR006508
OG0007545	LOC129786374	ADIR009124
OG0007546	LOC129795997	ADIR000004
OG0007547	LOC129791220	ADIR009672
OG0007548	LOC129790363	ADIR005216
OG0007549	LOC129795435	ADIR001896
OG0007550	LOC129794119	ADIR011361
OG0007551	LOC129794056	ADIR006262
OG0007552	LOC129786853	ADIR002577
OG0007553	LOC129790668	ADIR003482
OG0007554	LOC129791004	ADIR004813
OG0007555	LOC129788383	ADIR011453
OG0007556	LOC129791465	ADIR011081
OG0007557	LOC129794828	ADIR009677
OG0007558	LOC129791624	ADIR011204
OG0007559	LOC129796922	ADIR005256
OG0007560	LOC129796536	ADIR005725
OG0007561	LOC129791705	ADIR007707
OG0007562	LOC129796308	ADIR002235
OG0007563	LOC129788053	ADIR005042
OG0007564	LOC129787797	ADIR009085
OG0007565	LOC129792095	ADIR009224
OG0007566	LOC129791078	ADIR001385
OG0007567	LOC129791125	ADIR011275
OG0007568	LOC129792138	ADIR009805
OG0007569	LOC129794110	ADIR005962
OG0007570	LOC129785939	ADIR008722
OG0007571	LOC129797163	ADIR002787
OG0007572	LOC129794082	ADIR009953
OG0007573	LOC129787541	ADIR005861
OG0007574	LOC129791776	ADIR015684
OG0007576	LOC129791784	ADIR016157
OG0007577	LOC129790122	ADIR000127
OG0007578	LOC129787025	ADIR005551
OG0007579	LOC129797860	ADIR008412
OG0007580	LOC129792893	ADIR004015
OG0007581	LOC129793755	ADIR007067
OG0007582	LOC129793624, LOC129790709	ADIR004741
OG0007583	LOC129795484	ADIR000529
OG0007584	LOC129797475	ADIR002745
OG0007585	LOC129796607	ADIR010384
OG0007586	LOC129796993	ADIR010564
OG0007587	LOC129791606	ADIR003729
OG0007588	LOC129787652	ADIR000842
OG0007589	LOC129789875	ADIR001078
OG0007590	LOC129797432	ADIR001739
OG0007591	LOC129787858	ADIR009072
OG0007592	LOC129787540	ADIR005255
OG0007593	LOC129797265	ADIR006704
OG0007594	LOC129787409	ADIR008347
OG0007595	LOC129790544	ADIR005114
OG0007597	LOC129790378	ADIR008508
OG0007598	LOC129791449	ADIR000763
OG0007599	LOC129787440	ADIR002606
OG0007600	LOC129792836	ADIR006863
OG0007601	LOC129795811	ADIR007501
OG0007602	LOC129786009	ADIR003542
OG0007603	LOC129792050	ADIR007969
OG0007604	LOC129796109	ADIR000017
OG0007605	LOC129796254	ADIR001733
OG0007606	LOC129793469	ADIR006548
OG0007607	LOC129793993	ADIR016153
OG0007608	LOC129795491	ADIR009297
OG0007610	LOC129789283	ADIR001277
OG0007611	LOC129796651	ADIR001046
OG0007613	LOC129792338	ADIR003870
OG0007614	LOC129791182	ADIR002379
OG0007615	LOC129785890	ADIR008411
OG0007616	LOC129793737	ADIR004144
OG0007617	LOC129788727	ADIR001403
OG0007618	LOC129786234	ADIR003301
OG0007619	LOC129794206	ADIR001587
OG0007620	LOC129787497	ADIR015671
OG0007621	LOC129793302	ADIR006859
OG0007622	LOC129791704	ADIR007703
OG0007623	LOC129788945	ADIR011019
OG0007624	LOC129791978	ADIR007176
OG0007625	LOC129790598	ADIR011659
OG0007626	LOC129787077	ADIR015776
OG0007627	LOC129793475	ADIR008827
OG0007628	LOC129794626	ADIR000536
OG0007630	LOC129790072	ADIR006140
OG0007631	LOC129792579	ADIR000807
OG0007632	LOC129797153	ADIR010597
OG0007633	LOC129794279	ADIR007461
OG0007634	LOC129792483	ADIR008726
OG0007635	LOC129792246	ADIR003836
OG0007636	LOC129797866	ADIR003393
OG0007637	LOC129796586	ADIR009559
OG0007638	LOC129791819	ADIR003791
OG0007639	LOC129790271	ADIR004131
OG0007640	LOC129793169	ADIR009923
OG0007641	LOC129789302	ADIR011428
OG0007642	LOC129792480	ADIR004241
OG0007643	LOC129788933	ADIR001438
OG0007644	LOC129791572	ADIR008035
OG0007645	LOC129786540	ADIR004424
OG0007646	LOC129791774	ADIR003784
OG0007648	LOC129790908	ADIR000948
OG0007649	LOC129788734	ADIR004617
OG0007650	LOC129797247	ADIR003137
OG0007651	LOC129788385	ADIR005166
OG0007652	LOC129793382	ADIR003583
OG0007653	LOC129794729	ADIR000115
OG0007654	LOC129794157	ADIR005958
OG0007655	LOC129787748	ADIR006502
OG0007656	LOC129788718	ADIR010521
OG0007657	LOC129786030	ADIR008119
OG0007658	LOC129792796	ADIR007830
OG0007660	LOC129797469	ADIR006398
OG0007661	LOC129794277	ADIR007401
OG0007663	LOC129796935	ADIR006451
OG0007664	LOC129797212	ADIR005331
OG0007665	LOC129786013	ADIR004560
OG0007666	LOC129790659	ADIR006034
OG0007668	LOC129792819	ADIR006946
OG0007669	LOC129786418	ADIR001445
OG0007670	LOC129787882	ADIR005367
OG0007671	LOC129791867	ADIR005472
OG0007672	LOC129794569	ADIR005539
OG0007674	LOC129794074	ADIR003941
OG0007675	LOC129789485	ADIR004879
OG0007676	LOC129789100	ADIR008583
OG0007677	LOC129792930	ADIR003825
OG0007678	LOC129792494	ADIR003760
OG0007679	LOC129787121	ADIR009490
OG0007680	LOC129790465	ADIR001197
OG0007681	LOC129791234	ADIR001076
OG0007682	LOC129789399	ADIR001126
OG0007683	LOC129793501	ADIR011516
OG0007684	LOC129795303	ADIR002032
OG0007685	LOC129787892	ADIR001472
OG0007686	LOC129785831	ADIR004954
OG0007688	LOC129791567	ADIR008199
OG0007689	LOC129786400	ADIR010334
OG0007690	LOC129793130	ADIR007785
OG0007691	LOC129788759	ADIR001416
OG0007692	LOC129787891	ADIR004646
OG0007693	LOC129790046	ADIR004768
OG0007694	LOC129794244	ADIR011241
OG0007695	LOC129791842	ADIR005992
OG0007696	LOC129795455	ADIR000029
OG0007697	LOC129793795	ADIR000967
OG0007698	LOC129788732	ADIR000617
OG0007699	LOC129797426	ADIR005430
OG0007700	LOC129796701	ADIR000526
OG0007701	LOC129786989	ADIR004597
OG0007702	LOC129795285	ADIR000108
OG0007703	LOC129794286	ADIR008223
OG0007704	LOC129794341	ADIR007374
OG0007705	LOC129789353	ADIR000172
OG0007706	LOC129797785	ADIR003312
OG0007707	LOC129786402	ADIR010017
OG0007708	LOC129796525	ADIR002141
OG0007709	LOC129785849	ADIR007423
OG0007710	LOC129786514	ADIR004501
OG0007711	LOC129789660	ADIR006853
OG0007712	LOC129787006	ADIR007013
OG0007713	LOC129796354	ADIR000356
OG0007714	LOC129791286	ADIR009001
OG0007715	LOC129787079	ADIR015682
OG0007716	LOC129792570	ADIR000152
OG0007717	LOC129786613	ADIR011501
OG0007719	LOC129793952	ADIR003565
OG0007720	LOC129793363	ADIR004230
OG0007721	LOC129791595	ADIR008036
OG0007722	LOC129788950	ADIR009421
OG0007723	LOC129792553	ADIR016149
OG0007724	LOC129795449	ADIR002350
OG0007725	LOC129790129	ADIR006069
OG0007726	LOC129790619	ADIR001256
OG0007727	LOC129788428	ADIR005307
OG0007728	LOC129788070	ADIR000691
OG0007729	LOC129797721	ADIR006532
OG0007730	LOC129787526	ADIR002943
OG0007731	LOC129791326	ADIR000612
OG0007732	LOC129790729	ADIR011006
OG0007733	LOC129792629	ADIR008667
OG0007734	LOC129793269	ADIR003682
OG0007735	LOC129789592	ADIR004096
OG0007736	LOC129797424	ADIR010528
OG0007737	LOC129795463	ADIR009635
OG0007738	LOC129786081	ADIR009547
OG0007739	LOC129796044	ADIR000412
OG0007740	LOC129787032	ADIR005557
OG0007741	LOC129797736	ADIR010383
OG0007742	LOC129790092	ADIR001018
OG0007743	LOC129790706	ADIR001165
OG0007744	LOC129795459	ADIR005729
OG0007745	LOC129794683	ADIR005717
OG0007748	LOC129786479	ADIR007289
OG0007750	LOC129787521	ADIR006413
OG0007751	LOC129796778	ADIR010102
OG0007752	LOC129792718	ADIR016054
OG0007753	LOC129790704	ADIR005199
OG0007754	LOC129793448	ADIR010852
OG0007755	LOC129790502	ADIR008810
OG0007757	LOC129789829	ADIR001040
OG0007758	LOC129786891	ADIR010553
OG0007760	LOC129792375	ADIR007065
OG0007761	LOC129794060	ADIR006985
OG0007762	LOC129796351	ADIR008461
OG0007763	LOC129792371	ADIR007188
OG0007764	LOC129786215	ADIR008897
OG0007765	LOC129795447	ADIR009519
OG0007767	LOC129786621	ADIR003553
OG0007768	LOC129788438	ADIR006309
OG0007770	LOC129787614	ADIR002446
OG0007771	LOC129789143	ADIR004647
OG0007772	LOC129788677	ADIR001212
OG0007773	LOC129791455	ADIR001405
OG0007774	LOC129791438	ADIR008264
OG0007775	LOC129795085	ADIR011570
OG0007778	LOC129788639	ADIR008940
OG0007781	LOC129797683	ADIR010638
OG0007784	LOC129785836	ADIR001229
OG0007785	LOC129794638	ADIR005482
OG0007787	LOC129797373	ADIR009188
OG0007796	LOC129793773	ADIR010681
OG0007802	LOC129789261, LOC129789693	ADIR001955
OG0007813	LOC129792057, LOC129792054	ADIR014689, ADIR008214
OG0007838	LOC129787581	ADIR002644
OG0007839	LOC129797335	ADIR002649
OG0007840	LOC129797750	ADIR009915
OG0007842	LOC129787916	ADIR006710
OG0007846	LOC129788876	ADIR006641
OG0007852	LOC129786373	ADIR005655
OG0007853	LOC129795324	ADIR009128
OG0007856	LOC129792478	ADIR011530
OG0007857	LOC129787007, LOC129787013	ADIR011532
OG0007858	LOC129792479	ADIR011531
OG0007860	LOC129796634	ADIR009754
OG0007863	LOC129795864	ADIR009753
OG0007864	LOC129792178	ADIR006907
OG0007866	LOC129795725	ADIR000049
OG0007867	LOC129789919	ADIR011032
OG0007868	LOC129793144	ADIR007556
OG0007875	LOC129795084	ADIR002029
OG0007877	LOC129795301	ADIR002031
OG0007878	LOC129796900	ADIR006458
OG0007881	LOC129795179	ADIR010142
OG0007884	LOC129795460	ADIR000291
OG0007887	LOC129795721	ADIR005752
OG0007890	LOC129796301	ADIR003419
OG0007891	LOC129794805	ADIR000553
OG0007892	LOC129793883	ADIR000565
OG0007893	LOC129795200	ADIR000568
OG0007894	LOC129790670	ADIR005915
OG0007895	LOC129789973	ADIR005892
OG0007897	LOC129797771	ADIR008171
OG0007902	LOC129796255	ADIR003368
OG0007903	LOC129794576	ADIR011571
OG0007904	LOC129794587	ADIR005637
OG0007907	LOC129787688	ADIR011576
OG0007911	LOC129787854	ADIR005550
OG0007914	LOC129796572	ADIR008456
OG0007915	LOC129787796	ADIR003002
OG0007916	LOC129793637	ADIR008450
OG0007917	LOC129791902	ADIR010178
OG0007918	LOC129787804	ADIR003004
OG0007919	LOC129791775	ADIR005218
OG0007920	LOC129790346	ADIR015741
OG0007922	LOC129795858	ADIR009535
OG0007923	LOC129797704	ADIR002752
OG0007926	LOC129795551	ADIR004842
OG0007930	LOC129794633	ADIR006276
OG0007931	LOC129790069	ADIR006316
OG0007932	LOC129787057	ADIR016066
OG0007934	LOC129788447	ADIR004992
OG0007935	LOC129790972	ADIR001037
OG0007936	LOC129788410	ADIR004988
OG0007937	LOC129795417	ADIR016003
OG0007938	LOC129791773	ADIR003786
OG0007939	LOC129794140	ADIR009952
OG0007941	LOC129794851	ADIR009942
OG0007942	LOC129786119	ADIR015962
OG0007944	LOC129793339	ADIR008607
OG0007945	LOC129793301	ADIR003768
OG0007946	LOC129792182	ADIR008248
OG0007947	LOC129791641	ADIR008244
OG0007949	LOC129793240	ADIR007194
OG0007950	LOC129786959	ADIR007274
OG0007952	LOC129790056	ADIR001395
OG0007954	LOC129788537	ADIR004010
OG0007957	LOC129791969	ADIR000174
OG0007958	LOC129795108	ADIR000176
OG0007959	LOC129793947	ADIR007154
OG0007960	LOC129794089	ADIR007105
OG0007961	LOC129792503	ADIR014615
OG0007963	LOC129787498	ADIR003474
OG0007964	LOC129790174	ADIR005784
OG0007965	LOC129793905	ADIR001794
OG0007966	LOC129787574	ADIR005934
OG0007968	LOC129793606	ADIR000750
OG0007971	LOC129789162	ADIR011167
OG0007973	LOC129791697	ADIR007888
OG0007974	LOC129790805	ADIR008644
OG0007976	LOC129791687	ADIR007889
OG0007977	LOC129790451	ADIR011151
OG0007978	LOC129790463	ADIR011157
OG0007980	LOC129791362	ADIR011010
OG0007982	LOC129788454	ADIR014349
OG0007983	LOC129791420	ADIR006231
OG0007985	LOC129789182	ADIR006245
OG0007986	LOC129794640	ADIR000305
OG0007987	LOC129789102	ADIR003724
OG0007988	LOC129792876	ADIR007953
OG0007990	LOC129792985	ADIR004219
OG0007992	LOC129788842	ADIR011053
OG0007995	LOC129788891	ADIR011059
OG0007997	LOC129792657	ADIR006892
OG0007998	LOC129797344	ADIR010585
OG0007999	LOC129796054	ADIR003510
OG0008000	LOC129794787	ADIR003507
OG0008002	LOC129797062	ADIR003503
OG0008003	LOC129790723	ADIR010584
OG0008004	LOC129797315	ADIR003497
OG0008007	LOC129787643	ADIR004608
OG0008009	LOC129794792	ADIR011457
OG0008011	LOC129789446	ADIR015572
OG0008012	LOC129790387	ADIR004210
OG0008015	LOC129791590	ADIR007680
OG0008018	LOC129796405	ADIR005273
OG0008020	LOC129787803	ADIR002323
OG0008021	LOC129797357	ADIR002322
OG0008023	LOC129793920	ADIR000964
OG0008024	LOC129787950	ADIR001056
OG0008025	LOC129794142	ADIR008019
OG0008026	LOC129797159	ADIR005014
OG0008028	LOC129788044	ADIR008441
OG0008031	LOC129790938	ADIR001294
OG0008034	LOC129788955	ADIR006639
OG0008035	LOC129789843	ADIR004432
OG0008036	LOC129797737	ADIR010478
OG0008037	LOC129795075	ADIR005682
OG0008052	LOC129797366	ADIR010255
OG0008053	LOC129797664	ADIR010257
OG0008054	LOC129787788	ADIR005466
OG0008055	LOC129797539	ADIR010258
OG0008056	LOC129787798	ADIR004568
OG0008058	LOC129796978	ADIR009587
OG0008060	LOC129796462	ADIR002275
OG0008062	LOC129790256	ADIR010426
OG0008064	LOC129797139	ADIR001408
OG0008065	LOC129789421	ADIR004605
OG0008066	LOC129788763	ADIR001404
OG0008067	LOC129794606	ADIR010730
OG0008070	LOC129789681	ADIR003714
OG0008071	LOC129788345	ADIR001267
OG0008073	LOC129794000	ADIR006971
OG0008074	LOC129791556	ADIR016161
OG0008077	LOC129791725	ADIR006964
OG0008078	LOC129796174	ADIR009664
OG0008084	LOC129788001	ADIR009785
OG0008086	LOC129790935	ADIR011616
OG0008091	LOC129789484	ADIR011319
OG0008094	LOC129796517	ADIR002220
OG0008098	LOC129786871	ADIR010480
OG0008099	LOC129796546	ADIR011621
OG0008100	LOC129795939	ADIR009621
OG0008101	LOC129793390	ADIR003826
OG0008104	LOC129797566	ADIR001234
OG0008106	LOC129785871	ADIR003265
OG0008107	LOC129793627	ADIR004746
OG0008108	LOC129788507	ADIR004753
OG0008109	LOC129792303	ADIR003677
OG0008110	LOC129790884	ADIR006720
OG0008111	LOC129787881	ADIR010645
OG0008112	LOC129787941	ADIR005421
OG0008114	LOC129788811	ADIR001153
OG0008119	LOC129796117	ADIR010615
OG0008120	LOC129792167	ADIR010414
OG0008121	LOC129790139	ADIR010418
OG0008122	LOC129787470	ADIR015858
OG0008123	LOC129790393	ADIR010417
OG0008124	LOC129786627	ADIR004558
OG0008126	LOC129790809	ADIR010660
OG0008127	LOC129792751	ADIR008358
OG0008130	LOC129797078	ADIR009503
OG0008133	LOC129796799	ADIR005816
OG0008134	LOC129794530	ADIR005821
OG0008136	LOC129796974	ADIR005828
OG0008137	LOC129787112	ADIR002527
OG0008138	LOC129788596	ADIR000705
OG0008139	LOC129789881	ADIR004465
OG0008140	LOC129788742	ADIR009488
OG0008141	LOC129789038	ADIR001199
OG0008143	LOC129789704	ADIR004466
OG0008144	LOC129796237	ADIR000429
OG0008145	LOC129795101	ADIR003783
OG0008147	LOC129786171	ADIR008915
OG0008148	LOC129795828	ADIR002487
OG0008151	LOC129791683	ADIR006952
OG0008153	LOC129788375	ADIR000999
OG0008157	LOC129795141	ADIR001853
OG0008159	LOC129792186	ADIR008249
OG0008161	LOC129786138	ADIR004957
OG0008163	LOC129793133	ADIR003226
OG0008164	LOC129793759	ADIR003325
OG0008168	LOC129791875	ADIR000368
OG0008169	LOC129794198	ADIR001746
OG0008170	LOC129786720	ADIR001747
OG0008171	LOC129786347	ADIR009120
OG0008172	LOC129796934	ADIR006449
OG0008175	LOC129786556	ADIR002407
OG0008177	LOC129789968	ADIR006727
OG0008178	LOC129788034	ADIR002854
OG0008180	LOC129791886	ADIR007612
OG0008182	LOC129786843	ADIR010746
OG0008183	LOC129797088	ADIR008297
OG0008185	LOC129786990	ADIR005436
OG0008186	LOC129786230	ADIR010745
OG0008189	LOC129792235	ADIR003708
OG0008190	LOC129787394	ADIR005515
OG0008191	LOC129787434	ADIR008425
OG0008192	LOC129791090	ADIR001342
OG0008193	LOC129794342	ADIR007373
OG0008194	LOC129792175	ADIR007763
OG0008195	LOC129792173	ADIR003611
OG0008196	LOC129793819	ADIR007762
OG0008200	LOC129787971	ADIR010365
OG0008201	LOC129787989	ADIR010366
OG0008203	LOC129786545	ADIR004427
OG0008212	LOC129792745	ADIR006330
OG0008214	LOC129789927	ADIR006151
OG0008216	LOC129788640	ADIR008246
OG0008218	LOC129787825	ADIR002986
OG0008219	LOC129787818	ADIR002985
OG0008220	LOC129787834	ADIR002987
OG0008225	LOC129792792	ADIR007143
OG0008230	LOC129793208	ADIR007131
OG0008231	LOC129793611	ADIR007129
OG0008232	LOC129790840	ADIR005130
OG0008234	LOC129797696	ADIR006535
OG0008235	LOC129797783	ADIR006530
OG0008237	LOC129797726	ADIR006533
OG0008238	LOC129796371	ADIR015703
OG0008239	LOC129793465	ADIR015897
OG0008242	LOC129791992	ADIR007444
OG0008243	LOC129797755	ADIR007005
OG0008244	LOC129790006	ADIR009430
OG0008245	LOC129786040	ADIR010732
OG0008246	LOC129793770	ADIR008529
OG0008250	LOC129789933	ADIR011489
OG0008252	LOC129796901	ADIR009477
OG0008253	LOC129797303	ADIR010109
OG0008254	LOC129787171	ADIR008996
OG0008256	LOC129795713	ADIR009571
OG0008259	LOC129797222	ADIR015972
OG0008261	LOC129790868	ADIR000849
OG0008263	LOC129797014	ADIR015964
OG0008265	LOC129790079	ADIR011186
OG0008266	LOC129790564	ADIR011187
OG0008267	LOC129792191	ADIR004262
OG0008270	LOC129789969	ADIR010916
OG0008271	LOC129787629	ADIR010303
OG0008273	LOC129793312, LOC129790403	ADIR008444
OG0008275	LOC129786029	ADIR005236
OG0008277	LOC129797063	ADIR010655
OG0008279	LOC129786731	ADIR003428
OG0008280	LOC129795604	ADIR000298
OG0008281	LOC129792047	ADIR011259
OG0008282	LOC129795668	ADIR000299
OG0008283	LOC129792044	ADIR011257
OG0008285	LOC129792925	ADIR007400
OG0008286	LOC129794623	ADIR006511
OG0008290	LOC129790831	ADIR002429
OG0008291	LOC129788813	ADIR009757
OG0008292	LOC129796828	ADIR015781
OG0008294	LOC129790533	ADIR010514
OG0008295	LOC129789136	ADIR010519
OG0008297	LOC129786980	ADIR003391
OG0008303	LOC129796345	ADIR002804
OG0008305	LOC129796633	ADIR016016
OG0008307	LOC129785959	ADIR004448
OG0008308	LOC129792926	ADIR002542
OG0008309	LOC129787765	ADIR006723
