Orthogroup	LlongipalpisASM	AgambiaePEST
OG0006758	LOC129793326	AGAP006593
OG0006759	LOC129797523	AGAP003301
OG0006760	LOC129797835	AGAP003068
OG0006761	LOC129795755, LOC129793673	AGAP009879
OG0006762	LOC129794950	AGAP003321
OG0006763	LOC129792764	AGAP002060
OG0006764	LOC129786274	AGAP004129
OG0006765	LOC129792020	AGAP008693
OG0006766	LOC129789250	AGAP008614
OG0006767	LOC129794332	AGAP007890
OG0006768	LOC129790407	AGAP006248
OG0006769	LOC129791670	AGAP004823
OG0006770	LOC129797091	AGAP003649
OG0006771	LOC129794230	AGAP005450
OG0006772	LOC129787173	AGAP002176
OG0006773	LOC129787478	AGAP004519
OG0006774	LOC129786443	AGAP004518
OG0006775	LOC129787966	AGAP004521
OG0006776	LOC129787996	AGAP004520
OG0006778	LOC129790624	AGAP008550
OG0006779	LOC129792970	AGAP007542
OG0006780	LOC129792942	AGAP007539
OG0006781	LOC129786730	AGAP010065
OG0006782	LOC129788147	AGAP010290
OG0006783	LOC129787942	AGAP003025
OG0006784	LOC129793725	AGAP007962
OG0006785	LOC129790179	AGAP009083
OG0006786	LOC129787198	AGAP004141
OG0006787	LOC129792734	AGAP005198
OG0006788	LOC129793939	AGAP005197
OG0006789	LOC129794304	AGAP029521
OG0006790	LOC129794205	AGAP005201
OG0006791	LOC129791295	AGAP010305
OG0006792	LOC129791711	AGAP004102
OG0006793	LOC129792577	AGAP007891
OG0006794	LOC129793951	AGAP006130
OG0006795	LOC129787102	AGAP004486
OG0006796	LOC129787484	AGAP000758
OG0006797	LOC129791161	AGAP008633
OG0006798	LOC129791156	AGAP008632
OG0006799	LOC129789134	AGAP012108
OG0006800	LOC129790586	AGAP008363
OG0006801	LOC129788890	AGAP000469
OG0006803	LOC129792715	AGAP006360
OG0006804	LOC129791188	AGAP007749
OG0006805	LOC129791848	AGAP007031
OG0006806	LOC129788642	AGAP008501
OG0006809	LOC129793303	AGAP005616
OG0006810	LOC129793305	AGAP005615
OG0006811	LOC129786490	AGAP001476
OG0006812	LOC129791003	AGAP009643
OG0006813	LOC129792770	AGAP006924
OG0006814	LOC129791996	AGAP006918
OG0006815	LOC129793653	AGAP012459
OG0006816	LOC129794334	AGAP009633
OG0006817	LOC129794243	AGAP009632
OG0006818	LOC129792634	AGAP005130
OG0006819	LOC129791325	AGAP011471
OG0006820	LOC129786681	AGAP001651
OG0006821	LOC129790000	AGAP008542
OG0006822	LOC129794203	AGAP005014
OG0006823	LOC129794204	AGAP005015
OG0006824	LOC129787897	AGAP006784
OG0006825	LOC129789347	AGAP007887
OG0006826	LOC129792780	AGAP005553
OG0006827	LOC129792587	AGAP005551
OG0006828	LOC129792933	AGAP005964
OG0006829	LOC129797114	AGAP010252
OG0006830	LOC129793141	AGAP007085
OG0006831	LOC129793358	AGAP006626
OG0006832	LOC129789463	AGAP000482
OG0006833	LOC129788440	AGAP006164
OG0006834	LOC129791993	AGAP006161
OG0006835	LOC129797111	AGAP006162
OG0006836	LOC129793471	AGAP006686
OG0006837	LOC129789621	AGAP005032
OG0006838	LOC129787876	AGAP004648
OG0006839	LOC129792277	AGAP005119
OG0006840	LOC129789301	AGAP000945
OG0006841	LOC129793060	AGAP007217
OG0006842	LOC129787924	AGAP001933
OG0006843	LOC129797792	AGAP000931
OG0006844	LOC129791259, LOC129790384	AGAP008572
OG0006845	LOC129792951	AGAP006819
OG0006846	LOC129786107	AGAP010187
OG0006847	LOC129792868	AGAP006729
OG0006848	LOC129796620	AGAP001425
OG0006849	LOC129797741	AGAP001661
OG0006850	LOC129791931	AGAP006131
OG0006851	LOC129791943	AGAP006132
OG0006852	LOC129789614	AGAP029125
OG0006854	LOC129790001	AGAP000438
OG0006855	LOC129789532	AGAP009932
OG0006856	LOC129789856	AGAP000112
OG0006857	LOC129792633	AGAP004943
OG0006858	LOC129796791	AGAP004190
OG0006859	LOC129788990	AGAP000376
OG0006860	LOC129795059	AGAP006496
OG0006861	LOC129788464	AGAP008905
OG0006862	LOC129790867	AGAP000621
OG0006863	LOC129793116	AGAP005710
OG0006864	LOC129793756	AGAP002932
OG0006865	LOC129787598	AGAP011114
OG0006866	LOC129789367	AGAP003833, AGAP003832
OG0006867	LOC129792125	AGAP007419
OG0006868	LOC129790592	AGAP000564
OG0006869	LOC129797689	AGAP011478
OG0006870	LOC129789725	AGAP009623
OG0006871	LOC129796862	AGAP013044
OG0006872	LOC129786431	AGAP006176
OG0006873	LOC129795602	AGAP003631
OG0006874	LOC129796474	AGAP029407
OG0006875	LOC129794081	AGAP000553
OG0006876	LOC129797221	AGAP012139
OG0006877	LOC129785851	AGAP000351
OG0006878	LOC129788498	AGAP009539
OG0006879	LOC129785883	AGAP000352
OG0006880	LOC129793210	AGAP007531
OG0006881	LOC129795717	AGAP013139
OG0006882	LOC129789133	AGAP008303
OG0006883	LOC129793038	AGAP005749
OG0006884	LOC129791863	AGAP006023
OG0006885	LOC129791239	AGAP000539
OG0006886	LOC129794002	AGAP006020
OG0006887	LOC129797668	AGAP002520
OG0006888	LOC129790029	AGAP000177
OG0006889	LOC129790804	AGAP029878
OG0006890	LOC129793180	AGAP005062
OG0006891	LOC129795114	AGAP011142
OG0006892	LOC129793998	AGAP007655
OG0006893	LOC129789343	AGAP009919
OG0006894	LOC129789603	AGAP029543
OG0006896	LOC129795014	AGAP001827
OG0006897	LOC129796792	AGAP011481
OG0006898	LOC129786446	AGAP001786
OG0006899	LOC129796380	AGAP003907
OG0006900	LOC129792368	AGAP006490
OG0006901	LOC129794987	AGAP010331
OG0006902	LOC129788555	AGAP002344
OG0006903	LOC129788991	AGAP000853
OG0006904	LOC129794931	AGAP029044
OG0006905	LOC129796057	AGAP010837
OG0006906	LOC129793370	AGAP009310
OG0006907	LOC129789634	AGAP009453
OG0006908	LOC129787105	AGAP003388
OG0006909	LOC129795067	AGAP012097
OG0006910	LOC129786259	AGAP002063
OG0006911	LOC129790238	AGAP002171
OG0006912	LOC129791070	AGAP009500
OG0006913	LOC129796878	AGAP011438
OG0006914	LOC129793374	AGAP007253
OG0006915	LOC129789663	AGAP002957
OG0006916	LOC129792748	AGAP006037
OG0006917	LOC129792799	AGAP005366
OG0006918	LOC129795566	AGAP012142
OG0006919	LOC129793953	AGAP007108
OG0006920	LOC129794988	AGAP004249
OG0006921	LOC129788048	AGAP013009
OG0006922	LOC129793826	AGAP005682
OG0006923	LOC129788927	AGAP029237
OG0006924	LOC129796555	AGAP002119
OG0006925	LOC129790102	AGAP029588
OG0006926	LOC129796789	AGAP001165
OG0006927	LOC129786664	AGAP004269
OG0006928	LOC129791270	AGAP007923
OG0006929	LOC129789308	AGAP011393
OG0006930	LOC129796953	AGAP003504
OG0006931	LOC129788944	AGAP000406
OG0006932	LOC129789571	AGAP001061
OG0006933	LOC129793122	AGAP006091
OG0006934	LOC129792270	AGAP006069
OG0006935	LOC129791841	AGAP003280
OG0006936	LOC129786882	AGAP002505
OG0006937	LOC129790120	AGAP000829
OG0006938	LOC129789625	AGAP013516
OG0006939	LOC129794907	AGAP002683
OG0006940	LOC129789946	AGAP028086
OG0006941	LOC129795456	AGAP010473
OG0006942	LOC129792904	AGAP005795
OG0006943	LOC129788961	AGAP002145
OG0006944	LOC129797465	AGAP008091
OG0006945	LOC129788017	AGAP005772
OG0006946	LOC129796442	AGAP003818
OG0006947	LOC129796059	AGAP003151
OG0006948	LOC129792787	AGAP007022
OG0006949	LOC129797130	AGAP002497
OG0006950	LOC129795787	AGAP029483
OG0006951	LOC129794619	AGAP029642
OG0006952	LOC129795155	AGAP001141
OG0006953	LOC129797208	AGAP003596
OG0006954	LOC129796656	AGAP011586
OG0006955	LOC129795714	AGAP029110
OG0006956	LOC129790790	AGAP009123
OG0006957	LOC129793612	AGAP006347
OG0006958	LOC129792592	AGAP006168
OG0006959	LOC129787414	AGAP006171
OG0006960	LOC129788937	AGAP008917
OG0006962	LOC129786602	AGAP002625
OG0006963	LOC129789333	AGAP029533
OG0006964	LOC129797485, LOC129792234	AGAP006632
OG0006965	LOC129790161	AGAP008389
OG0006966	LOC129789587	AGAP007888
OG0006967	LOC129790341	AGAP008041
OG0006968	LOC129794876	AGAP029051
OG0006969	LOC129790849	AGAP009226
OG0006971	LOC129787022	AGAP005287
OG0006972	LOC129797193	AGAP013075
OG0006973	LOC129797011	AGAP002971
OG0006974	LOC129786144	AGAP002259
OG0006975	LOC129796521	AGAP003546
OG0006976	LOC129791900	AGAP006580
OG0006977	LOC129797165	AGAP001156
OG0006978	LOC129791086	AGAP029241
OG0006979	LOC129793643	AGAP005849
OG0006980	LOC129785823	AGAP000149
OG0006981	LOC129790455	AGAP010162
OG0006982	LOC129793897	AGAP028624
OG0006983	LOC129796983	AGAP001255
OG0006984	LOC129790118	AGAP008873
OG0006985	LOC129786429	AGAP009727
OG0006986	LOC129789418	AGAP000992
OG0006987	LOC129786359	AGAP010893
OG0006988	LOC129791796	AGAP007556
OG0006989	LOC129791337	AGAP007988
OG0006990	LOC129796094	AGAP010677
OG0006991	LOC129788892, LOC129793908	AGAP011054
OG0006992	LOC129792986	AGAP005410
OG0006993	LOC129794041	AGAP007279
OG0006994	LOC129788716	AGAP000410
OG0006995	LOC129792568	AGAP029450
OG0006996	LOC129786770	AGAP029979
OG0006997	LOC129791303	AGAP029561
OG0006998	LOC129794658	AGAP012280
OG0006999	LOC129797524	AGAP029539
OG0007001	LOC129791589	AGAP005716
OG0007002	LOC129787443	AGAP004613
OG0007003	LOC129786609	AGAP001515
OG0007004	LOC129791017	AGAP004028
OG0007005	LOC129791965	AGAP007127
OG0007006	LOC129796248	AGAP004769
OG0007007	LOC129793783	AGAP029596
OG0007009	LOC129793477	AGAP006939
OG0007010	LOC129788660	AGAP008288
OG0007011	LOC129786410	AGAP002573
OG0007012	LOC129790620	AGAP008551
OG0007013	LOC129788472	AGAP029990
OG0007014	LOC129791576	AGAP005411
OG0007015	LOC129794517	AGAP012950
OG0007016	LOC129793914	AGAP001279
OG0007017	LOC129791132	AGAP009883
OG0007018	LOC129789812	AGAP029967
OG0007019	LOC129789811	AGAP029486
OG0007020	LOC129791033	AGAP029509
OG0007021	LOC129795781	AGAP012006
OG0007022	LOC129787501	AGAP029907
OG0007023	LOC129796135	AGAP010266
OG0007024	LOC129795963	AGAP010710
OG0007025	LOC129797457	AGAP002859
OG0007026	LOC129788940	AGAP008509
OG0007027	LOC129796956	AGAP010088
OG0007028	LOC129791814	AGAP000998
OG0007029	LOC129786412	AGAP010787
OG0007030	LOC129789865	AGAP008596
OG0007031	LOC129793279	AGAP007038
OG0007032	LOC129791563	AGAP005549
OG0007033	LOC129794694	AGAP028105
OG0007034	LOC129791025	AGAP029565
OG0007035	LOC129793396	AGAP006521
OG0007036	LOC129790018	AGAP000567
OG0007037	LOC129794852	AGAP029571
OG0007038	LOC129793174	AGAP007596
OG0007039	LOC129789577	AGAP000720
OG0007040	LOC129788378	AGAP007968
OG0007041	LOC129787976	AGAP005274
OG0007042	LOC129789032	AGAP008046
OG0007043	LOC129792133	AGAP003537
OG0007044	LOC129788873	AGAP009174
OG0007045	LOC129797269	AGAP001315
OG0007046	LOC129790142	AGAP008742
OG0007047	LOC129793745	AGAP005289
OG0007048	LOC129793135	AGAP007006
OG0007049	LOC129794957	AGAP002915
OG0007050	LOC129786554	AGAP011483
OG0007051	LOC129788387	AGAP029470
OG0007053	LOC129795830	AGAP012236
OG0007054	LOC129785843	AGAP007667
OG0007055	LOC129787021	AGAP010693
OG0007056	LOC129785835	AGAP003685
OG0007057	LOC129793197	AGAP006478
OG0007058	LOC129791193	AGAP008613
OG0007059	LOC129793896	AGAP009688
OG0007060	LOC129797824	AGAP003076
OG0007061	LOC129793519	AGAP004829
OG0007062	LOC129793468	AGAP007563
OG0007063	LOC129794034	AGAP003604
OG0007064	LOC129791106	AGAP000713
OG0007065	LOC129796079	AGAP011279
OG0007067	LOC129795342	AGAP012079
OG0007068	LOC129790534	AGAP008764
OG0007069	LOC129789872	AGAP008889
OG0007070	LOC129789782	AGAP011716
OG0007071	LOC129785941	AGAP011139
OG0007072	LOC129790157	AGAP028643
OG0007073	LOC129793595	AGAP029462
OG0007074	LOC129789006	AGAP005142
OG0007075	LOC129787216	AGAP029601
OG0007076	LOC129786370, LOC129796108	AGAP004718
OG0007077	LOC129795061	AGAP011308
OG0007078	LOC129793178	AGAP007080
OG0007079	LOC129787097	AGAP003374
OG0007080	LOC129788248	AGAP005279
OG0007081	LOC129790216	AGAP010235
OG0007082	LOC129796049	AGAP012353
OG0007083	LOC129786398	AGAP029677
OG0007084	LOC129796660	AGAP029515
OG0007085	LOC129786260	AGAP004502
OG0007086	LOC129789257	AGAP010599
OG0007087	LOC129788985	AGAP008254
OG0007088	LOC129792571	AGAP006762
OG0007089	LOC129790125	AGAP009115
OG0007090	LOC129795969	AGAP029908
OG0007091	LOC129793017	AGAP029489
OG0007092	LOC129796547	AGAP029624
OG0007093	LOC129791748	AGAP006340
OG0007094	LOC129795896	AGAP010261
OG0007095	LOC129792169	AGAP006776
OG0007096	LOC129793641	AGAP029540
OG0007097	LOC129797481	AGAP029986
OG0007098	LOC129792781	AGAP005552
OG0007099	LOC129793830	AGAP005091
OG0007100	LOC129790542	AGAP013289
OG0007101	LOC129788445	AGAP010214
OG0007102	LOC129786401	AGAP004066
OG0007103	LOC129787683	AGAP029456
OG0007104	LOC129796626	AGAP002186
OG0007106	LOC129792474	AGAP002276
OG0007107	LOC129795343	AGAP012345
OG0007108	LOC129788382	AGAP029529
OG0007109	LOC129796543	AGAP011336
OG0007110	LOC129793094	AGAP005943
OG0007111	LOC129793189	AGAP006096
OG0007112	LOC129789165	AGAP029566
OG0007113	LOC129795389	AGAP001754
OG0007114	LOC129790530	AGAP009160
OG0007115	LOC129789846	AGAP000114
OG0007116	LOC129791658	AGAP004824
OG0007117	LOC129789277	AGAP008482
OG0007118	LOC129796427	AGAP004781
OG0007119	LOC129788573	AGAP009087
OG0007120	LOC129795099	AGAP011996
OG0007121	LOC129785984	AGAP002232
OG0007122	LOC129785983	AGAP002229
OG0007124	LOC129790107	AGAP008559
OG0007125	LOC129789564	AGAP010026
OG0007126	LOC129789883	AGAP008532
OG0007127	LOC129790647	AGAP029594
OG0007128	LOC129797033	AGAP010886
OG0007129	LOC129791419	AGAP001238
OG0007130	LOC129789821	AGAP001993
OG0007131	LOC129790007	AGAP008851
OG0007132	LOC129790999	AGAP029909
OG0007133	LOC129786358	AGAP003128
OG0007134	LOC129792180	AGAP029458
OG0007135	LOC129792366	AGAP005490
OG0007136	LOC129787935	AGAP007099
OG0007137	LOC129790041	AGAP003616
OG0007138	LOC129793594	AGAP007478
OG0007139	LOC129795967	AGAP029987
OG0007140	LOC129791808	AGAP006254
OG0007141	LOC129794052	AGAP007388
OG0007142	LOC129796519	AGAP010805
OG0007143	LOC129788424	AGAP008778
OG0007144	LOC129797299	AGAP003198
OG0007145	LOC129791785	AGAP029493
OG0007146	LOC129786826	AGAP001410
OG0007147	LOC129793347	AGAP029634
OG0007148	LOC129797260	AGAP002334
OG0007149	LOC129792717	AGAP029513
OG0007150	LOC129791018	AGAP004025
OG0007151	LOC129796068	AGAP010324
OG0007152	LOC129792046	AGAP029814
OG0007153	LOC129790529	AGAP008790
OG0007154	LOC129790541	AGAP008726
OG0007155	LOC129796858	AGAP001126
OG0007156	LOC129792757	AGAP011217
OG0007157	LOC129788834	AGAP009626
OG0007158	LOC129786643	AGAP029983
OG0007159	LOC129791553	AGAP029446
OG0007160	LOC129797369	AGAP004692
OG0007161	LOC129787937	AGAP002041
OG0007162	LOC129787489	AGAP005162
OG0007163	LOC129789409	AGAP004930
OG0007164	LOC129789296	AGAP004544
OG0007165	LOC129787338	AGAP003428
OG0007166	LOC129792081	AGAP029913
OG0007167	LOC129791906	AGAP006627
OG0007168	LOC129797478	AGAP004881
OG0007169	LOC129792866	AGAP006730
OG0007170	LOC129793273	AGAP006702
OG0007171	LOC129794469	AGAP012051
OG0007172	LOC129796249	AGAP011600
OG0007173	LOC129797733	AGAP028468
OG0007174	LOC129790642	AGAP000035
OG0007175	LOC129791536	AGAP005619
OG0007176	LOC129790899	AGAP011690
OG0007177	LOC129796384	AGAP011875
OG0007178	LOC129796559	AGAP011766
OG0007179	LOC129787958	AGAP001531
OG0007180	LOC129788837	AGAP009750
OG0007181	LOC129787934	AGAP000048
OG0007182	LOC129795170	AGAP010678
OG0007183	LOC129794014	AGAP004865
OG0007184	LOC129791366	AGAP011777
OG0007185	LOC129788907	AGAP013258
OG0007186	LOC129792096	AGAP006357
OG0007187	LOC129791060	AGAP000659
OG0007188	LOC129788513	AGAP008635
OG0007189	LOC129792276	AGAP005117
OG0007190	LOC129797779	AGAP001626
OG0007191	LOC129787469	AGAP002461
OG0007192	LOC129794042	AGAP007690
OG0007193	LOC129797842	AGAP003060
OG0007194	LOC129796891	AGAP004274
OG0007195	LOC129797754	AGAP002853
OG0007196	LOC129793058	AGAP006569
OG0007197	LOC129786651	AGAP003156
OG0007198	LOC129797852	AGAP000153
OG0007199	LOC129792834	AGAP006531
OG0007200	LOC129788696	AGAP011098
OG0007201	LOC129793201	AGAP006892
OG0007202	LOC129792923	AGAP009536
OG0007203	LOC129789925	AGAP003670
OG0007204	LOC129792910	AGAP007491
OG0007205	LOC129788846	AGAP000825
OG0007206	LOC129786977	AGAP003088
OG0007207	LOC129789581	AGAP000413
OG0007208	LOC129797442	AGAP009915
OG0007209	LOC129797832	AGAP003069
OG0007210	LOC129790182	AGAP008130
OG0007211	LOC129792948	AGAP029910
OG0007212	LOC129794143	AGAP012443
OG0007213	LOC129786850	AGAP003600
OG0007214	LOC129793293	AGAP007174
OG0007215	LOC129794226	AGAP006992
OG0007216	LOC129787456	AGAP000928
OG0007217	LOC129786411	AGAP029619
OG0007218	LOC129790462	AGAP012543
OG0007219	LOC129790488	AGAP028421
OG0007220	LOC129787167	AGAP003168
OG0007221	LOC129789335	AGAP002982
OG0007222	LOC129792914	AGAP006820
OG0007223	LOC129790477	AGAP009066
OG0007224	LOC129789825	AGAP000368
OG0007225	LOC129785940	AGAP004215
OG0007226	LOC129792916	AGAP005321
OG0007227	LOC129790641	AGAP007873
OG0007228	LOC129790905	AGAP006940
OG0007229	LOC129792545	AGAP007501
OG0007230	LOC129796914	AGAP004679
OG0007231	LOC129794111	AGAP005918
OG0007232	LOC129789878	AGAP012964
OG0007233	LOC129790653	AGAP008350
OG0007234	LOC129788606	AGAP008549
OG0007235	LOC129794754	AGAP009199
OG0007236	LOC129788667	AGAP000171
OG0007237	LOC129791544	AGAP029813
OG0007238	LOC129791291	AGAP009565
OG0007239	LOC129792517	AGAP005963
OG0007240	LOC129795008	AGAP009599
OG0007241	LOC129793561	AGAP028053, AGAP006128
OG0007242	LOC129792067	AGAP005826
OG0007243	LOC129793447	AGAP007477
OG0007244	LOC129794190	AGAP007550
OG0007245	LOC129790963	AGAP000726
OG0007246	LOC129792482	AGAP005527
OG0007247	LOC129789090	AGAP029424
OG0007248	LOC129793814, LOC129793804	AGAP000342
OG0007250	LOC129786295	AGAP000139
OG0007251	LOC129792302	AGAP013317, AGAP000933
OG0007252	LOC129786432	AGAP002757
OG0007254	LOC129797522	AGAP004691
OG0007255	LOC129792956	AGAP005797
OG0007257	LOC129787531	AGAP001674
OG0007258	LOC129788067	AGAP008268
OG0007259	LOC129795809	AGAP002877
OG0007260	LOC129793554	AGAP006683
OG0007261	LOC129787852	AGAP004210
OG0007263	LOC129789840	AGAP000929
OG0007264	LOC129791230	AGAP002212
OG0007265	LOC129796783	AGAP002906
OG0007266	LOC129792685	AGAP029376
OG0007267	LOC129791395	AGAP012175
OG0007268	LOC129797379	AGAP010938
OG0007269	LOC129794769	AGAP012341
OG0007270	LOC129795664	AGAP013535
OG0007272	LOC129786159	AGAP011768
OG0007273	LOC129793353	AGAP009973
OG0007274	LOC129793338	AGAP006133
OG0007275	LOC129797045	AGAP001867
OG0007276	LOC129794887	AGAP011776
OG0007277	LOC129786021	AGAP000745
OG0007278	LOC129787248	AGAP007503
OG0007279	LOC129787522	AGAP000483
OG0007281	LOC129792351	AGAP005526
OG0007282	LOC129797740	AGAP004056
OG0007283	LOC129788915	AGAP008100
OG0007284	LOC129787012	AGAP000466
OG0007285	LOC129786238	AGAP013472
OG0007286	LOC129791547	AGAP007541
OG0007287	LOC129789685	AGAP000329
OG0007288	LOC129789540	AGAP000532
OG0007290	LOC129787846	AGAP004209
OG0007291	LOC129791620	AGAP004954
OG0007292	LOC129789307	AGAP002159
OG0007293	LOC129789642	AGAP002826
OG0007294	LOC129786396	AGAP000222
OG0007295	LOC129791887	AGAP000506
OG0007296	LOC129794784	AGAP028526
OG0007297	LOC129791621	AGAP005812
OG0007298	LOC129792454	AGAP010849
OG0007299	LOC129796002	AGAP005565
OG0007300	LOC129789106, LOC129788879	AGAP000968
OG0007301	LOC129791636	AGAP007124
OG0007302	LOC129795279	AGAP010518
OG0007303	LOC129794088	AGAP000256
OG0007304	LOC129788932	AGAP009424
OG0007305	LOC129787486	AGAP000592
OG0007306	LOC129787951	AGAP004323
OG0007307	LOC129791713	AGAP000513
OG0007308	LOC129796473	AGAP028522
OG0007309	LOC129787384	AGAP005771
OG0007310	LOC129793997	AGAP008660
OG0007311	LOC129791433	AGAP001751
OG0007312	LOC129791618	AGAP005815
OG0007313	LOC129792666	AGAP029191
OG0007315	LOC129790112	AGAP007925
OG0007316	LOC129790278, LOC129796160	AGAP001258
OG0007317	LOC129788072	AGAP001590
OG0007318	LOC129787023	AGAP000685
OG0007319	LOC129787513	AGAP000169
OG0007320	LOC129793290	AGAP004827
OG0007321	LOC129793702	AGAP005006
OG0007322	LOC129792224	AGAP002328
OG0007323	LOC129786424	AGAP013115
OG0007325	LOC129791623	AGAP004955
OG0007326	LOC129791655	AGAP029605
OG0007327	LOC129790820	AGAP000783
OG0007328	LOC129794990	AGAP002719
OG0007329	LOC129788941	AGAP007919
OG0007330	LOC129788878	AGAP008042
OG0007331	LOC129785865	AGAP003556
OG0007332	LOC129791240	AGAP003643
OG0007333	LOC129789145	AGAP008301
OG0007335	LOC129793717	AGAP005217
OG0007336	LOC129792472	AGAP005312
OG0007337	LOC129794668	AGAP009780
OG0007338	LOC129795527	AGAP007769
OG0007339	LOC129786164	AGAP011635
OG0007340	LOC129788161	AGAP004644
OG0007341	LOC129787871	AGAP004660
OG0007342	LOC129792921	AGAP005976
OG0007344	LOC129787031	AGAP002680
OG0007345	LOC129787613	AGAP013122
OG0007346	LOC129785873	AGAP000144
OG0007347	LOC129786641	AGAP005219
OG0007348	LOC129797280	AGAP007157
OG0007349	LOC129790357	AGAP009833
OG0007350	LOC129790735	AGAP008575
OG0007351	LOC129790772	AGAP029975
OG0007352	LOC129787151	AGAP004513
OG0007353	LOC129796790	AGAP010346
OG0007354	LOC129787728	AGAP007084
OG0007355	LOC129791652	AGAP000078
OG0007357	LOC129789317	AGAP008334
OG0007358	LOC129786991	AGAP002335
OG0007359	LOC129786311	AGAP000098
OG0007360	LOC129786161	AGAP011522
OG0007361	LOC129794099	AGAP008694
OG0007362	LOC129793455	AGAP005806
OG0007364	LOC129797093	AGAP002662
OG0007365	LOC129793850	AGAP007648
OG0007366	LOC129793524	AGAP005845
OG0007367	LOC129789834	AGAP003457
OG0007368	LOC129786687	AGAP001047
OG0007369	LOC129786079	AGAP002600
OG0007370	LOC129793022	AGAP005711
OG0007371	LOC129789448	AGAP004029
OG0007372	LOC129794246	AGAP006901
OG0007373	LOC129790168	AGAP000555
OG0007374	LOC129789963	AGAP000245
OG0007375	LOC129787188	AGAP005425
OG0007376	LOC129788401	AGAP000656
OG0007377	LOC129794884	AGAP001402
OG0007378	LOC129792079	AGAP006652
OG0007380	LOC129787457	AGAP006173
OG0007381	LOC129792137	AGAP004889
OG0007382	LOC129794207	AGAP006809
OG0007383	LOC129790022	AGAP000213
OG0007384	LOC129786973	AGAP002978
OG0007385	LOC129790045	AGAP029527
OG0007386	LOC129786086	AGAP029050
OG0007387	LOC129796404	AGAP010768
OG0007388	LOC129787369	AGAP003021
OG0007389	LOC129788884	AGAP009005
OG0007390	LOC129794296	AGAP006830
OG0007391	LOC129791932	AGAP007113
OG0007393	LOC129786925	AGAP003736
OG0007395	LOC129794336	AGAP011441
OG0007396	LOC129793057	AGAP006249
OG0007397	LOC129790922	AGAP000769
OG0007398	LOC129795508	AGAP006273
OG0007399	LOC129795814	AGAP011874
OG0007400	LOC129797145	AGAP002262
OG0007401	LOC129791839	AGAP006682
OG0007402	LOC129793967	AGAP006635
OG0007403	LOC129792122	AGAP004890
OG0007404	LOC129794966	AGAP001925
OG0007405	LOC129791571	AGAP007521
OG0007406	LOC129788704	AGAP007243
OG0007407	LOC129792894	AGAP029700
OG0007408	LOC129786403	AGAP011769
OG0007409	LOC129795426	AGAP004750
OG0007410	LOC129797530	AGAP013391
OG0007412	LOC129786919	AGAP003506
OG0007413	LOC129786805	AGAP004096
OG0007414	LOC129793610	AGAP007638
OG0007415	LOC129792778	AGAP005555
OG0007416	LOC129786011	AGAP001798
OG0007417	LOC129788995	AGAP009531
OG0007419	LOC129791871	AGAP013338
OG0007420	LOC129793491	AGAP006956
OG0007421	LOC129794989	AGAP011584
OG0007422	LOC129794437	AGAP003839
OG0007423	LOC129792615	AGAP007327
OG0007424	LOC129787896	AGAP000934
OG0007425	LOC129788852	AGAP000214
OG0007426	LOC129796409	AGAP011636
OG0007427	LOC129793224, LOC129787195	AGAP005978
OG0007428	LOC129793532	AGAP005071
OG0007429	LOC129793584	AGAP006736
OG0007432	LOC129786575	AGAP028174
OG0007434	LOC129792279	AGAP005118
OG0007435	LOC129796141	AGAP011417
OG0007436	LOC129793514	AGAP006969
OG0007437	LOC129794532	AGAP012534
OG0007438	LOC129794012	AGAP029668
OG0007439	LOC129789563	AGAP009799
OG0007440	LOC129792945	AGAP006142
OG0007441	LOC129786677	AGAP002352
OG0007442	LOC129795167	AGAP011101
OG0007443	LOC129792106	AGAP029528
OG0007444	LOC129787929	AGAP000306
OG0007445	LOC129788812	AGAP000407
OG0007446	LOC129796850	AGAP007479
OG0007447	LOC129791723	AGAP002281
OG0007448	LOC129791806	AGAP007114
OG0007449	LOC129792720	AGAP005577
OG0007450	LOC129791457	AGAP009958
OG0007451	LOC129793165	AGAP010003
OG0007452	LOC129789888	AGAP010358
OG0007453	LOC129787529	AGAP002199
OG0007454	LOC129787981	AGAP011296
OG0007455	LOC129792816	AGAP005368
OG0007459	LOC129787048	AGAP002945
OG0007461	LOC129794323	AGAP005466
OG0007462	LOC129787968	AGAP003519
OG0007463	LOC129789228	AGAP009568
OG0007464	LOC129790817	AGAP009664
OG0007466	LOC129789985	AGAP028088
OG0007469	LOC129793147	AGAP006825
OG0007470	LOC129791820	AGAP004957
OG0007471	LOC129793209	AGAP007081
OG0007472	LOC129786666	AGAP000763
OG0007473	LOC129791518	AGAP007052
OG0007475	LOC129787202	AGAP004373
OG0007476	LOC129793841	AGAP005088
OG0007477	LOC129791532	AGAP004923
OG0007478	LOC129786312	AGAP000097
OG0007479	LOC129796037	AGAP004801
OG0007480	LOC129793159	AGAP006601
OG0007481	LOC129789310, LOC129789464	AGAP000472
OG0007482	LOC129791915	AGAP007827
OG0007483	LOC129792554	AGAP007474
OG0007484	LOC129786202	AGAP001391
OG0007487	LOC129789385	AGAP008328
OG0007488	LOC129793711	AGAP004871
OG0007489	LOC129787418	AGAP002366
OG0007490	LOC129789394	AGAP000512
OG0007491	LOC129794280	AGAP007688
OG0007492	LOC129790292	AGAP003413
OG0007493	LOC129789759	AGAP000765
OG0007494	LOC129791187	AGAP000074
OG0007496	LOC129787382	AGAP005183
OG0007497	LOC129786756	AGAP004348
