Orthogroup	LlongipalpisASM	CquinquefasciatusJHB2020
OG0007118	LOC129796427	CQUJHB011671
OG0007119	LOC129788573	CQUJHB009575
OG0007120	LOC129795099	CQUJHB007819
OG0007121	LOC129785984	CQUJHB016250
OG0007122	LOC129785983	CQUJHB015857
OG0007124	LOC129790107	CQUJHB014934
OG0007125	LOC129789564	CQUJHB000204
OG0007126	LOC129789883	CQUJHB011677
OG0007127	LOC129790647	CQUJHB000084
OG0007128	LOC129797033	CQUJHB004865
OG0007129	LOC129791419	CQUJHB013000
OG0007130	LOC129789821	CQUJHB004993
OG0007131	LOC129790007	CQUJHB003080
OG0007132	LOC129790999	CQUJHB002825
OG0007133	LOC129786358	CQUJHB017321
OG0007134	LOC129792180	CQUJHB001617
OG0007135	LOC129792366	CQUJHB017057
OG0007136	LOC129787935	CQUJHB000981
OG0007138	LOC129793594	CQUJHB002650
OG0007139	LOC129795967	CQUJHB013860
OG0007140	LOC129791808	CQUJHB013729
OG0007141	LOC129794052	CQUJHB006048
OG0007142	LOC129796519	CQUJHB008750
OG0007143	LOC129788424	CQUJHB015595
OG0007144	LOC129797299	CQUJHB008089
OG0007145	LOC129791785	CQUJHB009256
OG0007146	LOC129786826	CQUJHB015156
OG0007147	LOC129793347	CQUJHB002457
OG0007148	LOC129797260	CQUJHB018481
OG0007149	LOC129792717	CQUJHB016235
OG0007150	LOC129791018	CQUJHB005782
OG0007151	LOC129796068	CQUJHB003206
OG0007152	LOC129792046	CQUJHB017975
OG0007153	LOC129790529	CQUJHB000749
OG0007154	LOC129790541	CQUJHB004308
OG0007155	LOC129796858	CQUJHB017976
OG0007156	LOC129792757	CQUJHB005747
OG0007157	LOC129788834	CQUJHB018126
OG0007158	LOC129786643	CQUJHB015105
OG0007159	LOC129791553	CQUJHB010217
OG0007160	LOC129797369	CQUJHB000566
OG0007161	LOC129787937	CQUJHB016069
OG0007162	LOC129787489	CQUJHB010449
OG0007163	LOC129789409	CQUJHB004043
OG0007164	LOC129789296	CQUJHB007229
OG0007165	LOC129787338	CQUJHB017679
OG0007166	LOC129792081	CQUJHB008136
OG0007167	LOC129791906	CQUJHB006542
OG0007168	LOC129797478	CQUJHB001652
OG0007169	LOC129792866	CQUJHB007488
OG0007170	LOC129793273	CQUJHB013936
OG0007171	LOC129794469	CQUJHB010386
OG0007172	LOC129796249	CQUJHB008734
OG0007173	LOC129797733	CQUJHB009079
OG0007174	LOC129790642	CQUJHB000163
OG0007175	LOC129791536	CQUJHB008372
OG0007176	LOC129790899	CQUJHB000208
OG0007177	LOC129796384	CQUJHB018462
OG0007178	LOC129796559	CQUJHB005043
OG0007179	LOC129787958	CQUJHB016458
OG0007180	LOC129788837	CQUJHB014884
OG0007181	LOC129787934	CQUJHB015036
OG0007182	LOC129795170	CQUJHB010285
OG0007183	LOC129794014	CQUJHB005943
OG0007184	LOC129791366	CQUJHB006651
OG0007185	LOC129788907	CQUJHB006990
OG0007186	LOC129792096	CQUJHB014581
OG0007187	LOC129791060	CQUJHB012714
OG0007188	LOC129788513	CQUJHB008603
OG0007189	LOC129792276	CQUJHB002887
OG0007190	LOC129797779	CQUJHB002627
OG0007191	LOC129787469	CQUJHB004531
OG0007192	LOC129794042	CQUJHB006963
OG0007193	LOC129797842	CQUJHB017604
OG0007194	LOC129796891	CQUJHB003353
OG0007195	LOC129797754	CQUJHB014672
OG0007196	LOC129793058	CQUJHB002349
OG0007197	LOC129786651	CQUJHB005238
OG0007198	LOC129797852	CQUJHB003947
OG0007199	LOC129792834	CQUJHB002317
OG0007200	LOC129788696	CQUJHB009229
OG0007201	LOC129793201	CQUJHB017399
OG0007202	LOC129792923	CQUJHB003069
OG0007203	LOC129789925	CQUJHB016694
OG0007204	LOC129792910	CQUJHB010231
OG0007205	LOC129788846	CQUJHB003124
OG0007206	LOC129786977	CQUJHB000802
OG0007207	LOC129789581	CQUJHB002199
OG0007208	LOC129797442	CQUJHB003713
OG0007209	LOC129797832	CQUJHB014640
OG0007210	LOC129790182	CQUJHB017918
OG0007211	LOC129792948	CQUJHB013848
OG0007212	LOC129794143	CQUJHB010524
OG0007213	LOC129786850	CQUJHB009171
OG0007214	LOC129793293	CQUJHB017203
OG0007215	LOC129794226	CQUJHB017298
OG0007216	LOC129787456	CQUJHB009541
OG0007217	LOC129786411	CQUJHB011767
OG0007218	LOC129790462	CQUJHB009982
OG0007219	LOC129790488	CQUJHB004356
OG0007221	LOC129789335	CQUJHB008533
OG0007222	LOC129792914	CQUJHB003842
OG0007223	LOC129790477	CQUJHB009536
OG0007224	LOC129789825	CQUJHB010180
OG0007225	LOC129785940	CQUJHB011295
OG0007226	LOC129792916	CQUJHB015581
OG0007227	LOC129790641	CQUJHB005090
OG0007228	LOC129790905	CQUJHB016372
OG0007229	LOC129792545	CQUJHB010087
OG0007230	LOC129796914	CQUJHB012835
OG0007231	LOC129794111	CQUJHB006756
OG0007232	LOC129789878	CQUJHB018469
OG0007233	LOC129790653	CQUJHB000839
OG0007234	LOC129788606	CQUJHB013501
OG0007235	LOC129794754	CQUJHB013889
OG0007236	LOC129788667	CQUJHB003131
OG0007237	LOC129791544	CQUJHB012241
OG0007238	LOC129791291	CQUJHB000917
OG0007239	LOC129792517	CQUJHB017496
OG0007241	LOC129793561	CQUJHB013111
OG0007242	LOC129792067	CQUJHB009831
OG0007243	LOC129793447	CQUJHB003084
OG0007244	LOC129794190	CQUJHB010103
OG0007245	LOC129790963	CQUJHB017709
OG0007247	LOC129789090	CQUJHB005960
OG0007250	LOC129786295	CQUJHB010438
OG0007251	LOC129792302	CQUJHB000943
OG0007252	LOC129786432	CQUJHB006239
OG0007254	LOC129797522	CQUJHB005913
OG0007255	LOC129792956	CQUJHB006860
OG0007257	LOC129787531	CQUJHB001637
OG0007258	LOC129788067	CQUJHB016345
OG0007259	LOC129795809	CQUJHB018306
OG0007260	LOC129793554	CQUJHB004284
OG0007261	LOC129787852	CQUJHB015694
OG0007263	LOC129789840	CQUJHB010853
OG0007264	LOC129791230	CQUJHB009134
OG0007265	LOC129796783	CQUJHB010371
OG0007266	LOC129792685	CQUJHB010109
OG0007267	LOC129791395	CQUJHB005920
OG0007268	LOC129797379	CQUJHB004002
OG0007269	LOC129794769	CQUJHB005722
OG0007270	LOC129795664	CQUJHB018157
OG0007272	LOC129786159	CQUJHB013855
OG0007273	LOC129793353	CQUJHB011841
OG0007274	LOC129793338	CQUJHB016568
OG0007275	LOC129797045	CQUJHB015195
OG0007276	LOC129794887	CQUJHB012553
OG0007277	LOC129786021	CQUJHB004206
OG0007278	LOC129787248	CQUJHB013664
OG0007279	LOC129787522	CQUJHB014008
OG0007281	LOC129792351	CQUJHB008334
OG0007282	LOC129797740	CQUJHB012794
OG0007283	LOC129788915	CQUJHB015837
OG0007284	LOC129787012	CQUJHB005450
OG0007285	LOC129786238	CQUJHB008960
OG0007286	LOC129791547	CQUJHB007313
OG0007287	LOC129789685	CQUJHB012771
OG0007288	LOC129789540	CQUJHB015075
OG0007290	LOC129787846	CQUJHB016099
OG0007291	LOC129791620	CQUJHB007948
OG0007292	LOC129789307	CQUJHB011869
OG0007293	LOC129789642	CQUJHB011046
OG0007294	LOC129786396	CQUJHB007983
OG0007295	LOC129791887	CQUJHB009327
OG0007296	LOC129794784	CQUJHB012425
OG0007297	LOC129791621	CQUJHB014154
OG0007298	LOC129792454	CQUJHB018112
OG0007299	LOC129796002	CQUJHB003334
OG0007301	LOC129791636	CQUJHB008300
OG0007302	LOC129795279	CQUJHB010915
OG0007303	LOC129794088	CQUJHB013555
OG0007304	LOC129788932	CQUJHB012098
OG0007305	LOC129787486	CQUJHB010123
OG0007306	LOC129787951	CQUJHB003117
OG0007307	LOC129791713	CQUJHB003341
OG0007308	LOC129796473	CQUJHB000871
OG0007309	LOC129787384	CQUJHB004498
OG0007310	LOC129793997	CQUJHB014996
OG0007311	LOC129791433	CQUJHB012302
OG0007312	LOC129791618	CQUJHB012277
OG0007313	LOC129792666	CQUJHB001326
OG0007315	LOC129790112	CQUJHB005664
OG0007316	LOC129790278, LOC129796160	CQUJHB016327
OG0007317	LOC129788072	CQUJHB003934
OG0007318	LOC129787023	CQUJHB002904
OG0007319	LOC129787513	CQUJHB013152
OG0007320	LOC129793290	CQUJHB015834
OG0007321	LOC129793702	CQUJHB013517
OG0007322	LOC129792224	CQUJHB009156
OG0007323	LOC129786424	CQUJHB004227
OG0007325	LOC129791623	CQUJHB016630
OG0007326	LOC129791655	CQUJHB017276
OG0007327	LOC129790820	CQUJHB015023
OG0007328	LOC129794990	CQUJHB012146
OG0007329	LOC129788941	CQUJHB001412
OG0007330	LOC129788878	CQUJHB000991
OG0007331	LOC129785865	CQUJHB005876
OG0007332	LOC129791240	CQUJHB007684
OG0007333	LOC129789145	CQUJHB004548
OG0007335	LOC129793717	CQUJHB017407
OG0007336	LOC129792472	CQUJHB004138
OG0007337	LOC129794668	CQUJHB015685
OG0007338	LOC129795527	CQUJHB006175
OG0007339	LOC129786164	CQUJHB001324
OG0007340	LOC129788161	CQUJHB002927
OG0007341	LOC129787871	CQUJHB003948
OG0007342	LOC129792921	CQUJHB008706
OG0007344	LOC129787031	CQUJHB010828
OG0007345	LOC129787613	CQUJHB010775
OG0007346	LOC129785873	CQUJHB007386
OG0007348	LOC129797280	CQUJHB003366
OG0007349	LOC129790357	CQUJHB011291
OG0007350	LOC129790735	CQUJHB012147
OG0007351	LOC129790772	CQUJHB001790
OG0007352	LOC129787151	CQUJHB001515
OG0007353	LOC129796790	CQUJHB001144
OG0007354	LOC129787728	CQUJHB018103
OG0007355	LOC129791652	CQUJHB001513
OG0007357	LOC129789317	CQUJHB013770
OG0007358	LOC129786991	CQUJHB014366
OG0007359	LOC129786311	CQUJHB005518
OG0007360	LOC129786161	CQUJHB000687
OG0007361	LOC129794099	CQUJHB009814
OG0007362	LOC129793455	CQUJHB006305
OG0007363	LOC129787392, LOC129793407, LOC129793803	CQUJHB004166
OG0007364	LOC129797093	CQUJHB007657
OG0007365	LOC129793850	CQUJHB016671
OG0007366	LOC129793524	CQUJHB002796
OG0007367	LOC129789834	CQUJHB012804
OG0007368	LOC129786687	CQUJHB008259
OG0007369	LOC129786079	CQUJHB005812
OG0007370	LOC129793022	CQUJHB010454
OG0007371	LOC129789448	CQUJHB013720
OG0007372	LOC129794246	CQUJHB006212
OG0007373	LOC129790168	CQUJHB011474
OG0007374	LOC129789963	CQUJHB001059
OG0007375	LOC129787188	CQUJHB008233
OG0007376	LOC129788401	CQUJHB006554
OG0007377	LOC129794884	CQUJHB017232
OG0007378	LOC129792079	CQUJHB017545
OG0007380	LOC129787457	CQUJHB009692
OG0007381	LOC129792137	CQUJHB006909
OG0007382	LOC129794207	CQUJHB007776
OG0007383	LOC129790022	CQUJHB005959
OG0007384	LOC129786973	CQUJHB014797
OG0007385	LOC129790045	CQUJHB005990
OG0007386	LOC129786086	CQUJHB007718
OG0007387	LOC129796404	CQUJHB005829
OG0007388	LOC129787369	CQUJHB008212
OG0007389	LOC129788884	CQUJHB000857
OG0007390	LOC129794296	CQUJHB011220
OG0007391	LOC129791932	CQUJHB009335
OG0007392	LOC129795040	CQUJHB003992, CQUJHB004725
OG0007393	LOC129786925	CQUJHB016736
OG0007395	LOC129794336	CQUJHB015526
OG0007396	LOC129793057	CQUJHB007441
OG0007397	LOC129790922	CQUJHB007646
OG0007398	LOC129795508	CQUJHB018319
OG0007399	LOC129795814	CQUJHB003661
OG0007400	LOC129797145	CQUJHB012754
OG0007401	LOC129791839	CQUJHB006564
OG0007403	LOC129792122	CQUJHB002431
OG0007404	LOC129794966	CQUJHB013104
OG0007405	LOC129791571	CQUJHB014817
OG0007406	LOC129788704	CQUJHB001867
OG0007407	LOC129792894	CQUJHB008481
OG0007408	LOC129786403	CQUJHB018444
OG0007409	LOC129795426	CQUJHB016703
OG0007410	LOC129797530	CQUJHB014903
OG0007412	LOC129786919	CQUJHB016320
OG0007413	LOC129786805	CQUJHB004813
OG0007414	LOC129793610	CQUJHB004063
OG0007415	LOC129792778	CQUJHB000292
OG0007416	LOC129786011	CQUJHB017169
OG0007417	LOC129788995	CQUJHB003291
OG0007419	LOC129791871	CQUJHB012446
OG0007420	LOC129793491	CQUJHB014728
OG0007421	LOC129794989	CQUJHB005927
OG0007422	LOC129794437	CQUJHB004946
OG0007423	LOC129792615	CQUJHB012137
OG0007425	LOC129788852	CQUJHB001480
OG0007426	LOC129796409	CQUJHB001921
OG0007427	LOC129793224, LOC129787195	CQUJHB014416
OG0007428	LOC129793532	CQUJHB003144
OG0007429	LOC129793584	CQUJHB015854
OG0007432	LOC129786575	CQUJHB006304
OG0007433	LOC129789192	CQUJHB014754
OG0007434	LOC129792279	CQUJHB001756
OG0007435	LOC129796141	CQUJHB014130
OG0007436	LOC129793514	CQUJHB012562
OG0007437	LOC129794532	CQUJHB008524
OG0007438	LOC129794012	CQUJHB016183
OG0007439	LOC129789563	CQUJHB009248
OG0007440	LOC129792945	CQUJHB007874
OG0007441	LOC129786677	CQUJHB005115
OG0007442	LOC129795167	CQUJHB012465
OG0007443	LOC129792106	CQUJHB014178
OG0007444	LOC129787929	CQUJHB005148
OG0007445	LOC129788812	CQUJHB011156
OG0007446	LOC129796850	CQUJHB015017
OG0007447	LOC129791723	CQUJHB016272
OG0007448	LOC129791806	CQUJHB007506
OG0007449	LOC129792720	CQUJHB008336
OG0007450	LOC129791457	CQUJHB005351
OG0007451	LOC129793165	CQUJHB014255
OG0007452	LOC129789888	CQUJHB018387
OG0007453	LOC129787529	CQUJHB002062
OG0007454	LOC129787981	CQUJHB006847
OG0007455	LOC129792816	CQUJHB014783
OG0007456	LOC129792177	CQUJHB012078, CQUJHB006957
OG0007458	LOC129794231	CQUJHB003438, CQUJHB013337, CQUJHB013010, CQUJHB016394
OG0007459	LOC129787048	CQUJHB003993
OG0007461	LOC129794323	CQUJHB006822
OG0007462	LOC129787968	CQUJHB015538
OG0007463	LOC129789228	CQUJHB009515
OG0007464	LOC129790817	CQUJHB017076
OG0007466	LOC129789985	CQUJHB004874
OG0007469	LOC129793147	CQUJHB009444
OG0007470	LOC129791820	CQUJHB008870
OG0007471	LOC129793209	CQUJHB015177
OG0007472	LOC129786666	CQUJHB011858
OG0007473	LOC129791518	CQUJHB014948
OG0007475	LOC129787202	CQUJHB007435
OG0007476	LOC129793841	CQUJHB018015
OG0007477	LOC129791532	CQUJHB004696
OG0007478	LOC129786312	CQUJHB004749
OG0007479	LOC129796037	CQUJHB002301
OG0007480	LOC129793159	CQUJHB004344
OG0007481	LOC129789310, LOC129789464	CQUJHB013371
OG0007482	LOC129791915	CQUJHB016595
OG0007483	LOC129792554	CQUJHB001247
OG0007484	LOC129786202	CQUJHB016866
OG0007487	LOC129789385	CQUJHB007081
OG0007488	LOC129793711	CQUJHB000791
OG0007489	LOC129787418	CQUJHB017167
OG0007490	LOC129789394	CQUJHB007109
OG0007491	LOC129794280	CQUJHB016777
OG0007492	LOC129790292	CQUJHB018458
OG0007493	LOC129789759	CQUJHB011478
OG0007494	LOC129791187	CQUJHB002644
OG0007496	LOC129787382	CQUJHB013837
OG0007497	LOC129786756	CQUJHB012969
OG0007498	LOC129792598	CQUJHB002782
OG0007499	LOC129791466	CQUJHB005325
OG0007500	LOC129787550	CQUJHB014923
OG0007503	LOC129788703	CQUJHB017868
OG0007504	LOC129795505	CQUJHB007296
OG0007505	LOC129795041	CQUJHB003295
OG0007506	LOC129794338	CQUJHB012407
OG0007507	LOC129793827	CQUJHB014032
OG0007508	LOC129789306	CQUJHB001748
OG0007509	LOC129787451	CQUJHB012680
OG0007510	LOC129790526	CQUJHB008645
OG0007511	LOC129788934	CQUJHB004933
OG0007512	LOC129795538	CQUJHB009849
OG0007513	LOC129791822	CQUJHB004936
OG0007514	LOC129791941	CQUJHB014599
OG0007515	LOC129788088	CQUJHB014227
OG0007516	LOC129792605	CQUJHB003079
OG0007517	LOC129788423	CQUJHB005594
OG0007518	LOC129795490	CQUJHB004590
OG0007519	LOC129795439	CQUJHB018194
OG0007520	LOC129796052	CQUJHB003071
OG0007521	LOC129788676	CQUJHB000880
OG0007522	LOC129794229	CQUJHB006274
OG0007523	LOC129790674	CQUJHB012392
OG0007524	LOC129791781	CQUJHB016010
OG0007525	LOC129792228	CQUJHB003877
OG0007527	LOC129787964	CQUJHB003876
OG0007528	LOC129793542	CQUJHB003354
OG0007530	LOC129792075	CQUJHB018297
OG0007531	LOC129797537	CQUJHB014870
OG0007532	LOC129788206	CQUJHB002685
OG0007533	LOC129789638	CQUJHB016591
OG0007534	LOC129787811	CQUJHB014756
OG0007536	LOC129791667	CQUJHB006043
OG0007537	LOC129791913	CQUJHB006901
OG0007538	LOC129790051	CQUJHB004350
OG0007539	LOC129790143	CQUJHB003575
OG0007540	LOC129790145	CQUJHB003776
OG0007541	LOC129785830	CQUJHB007107
OG0007543	LOC129793161	CQUJHB001834
OG0007544	LOC129787628	CQUJHB018073
OG0007545	LOC129786374	CQUJHB013864
OG0007546	LOC129795997	CQUJHB009743
OG0007547	LOC129791220	CQUJHB013803
OG0007548	LOC129790363	CQUJHB014557
OG0007549	LOC129795435	CQUJHB017873
OG0007550	LOC129794119	CQUJHB003170
OG0007551	LOC129794056	CQUJHB002515
OG0007552	LOC129786853	CQUJHB009560
OG0007553	LOC129790668	CQUJHB005369
OG0007554	LOC129791004	CQUJHB001659
OG0007555	LOC129788383	CQUJHB007717
OG0007556	LOC129791465	CQUJHB008983
OG0007557	LOC129794828	CQUJHB001969
OG0007558	LOC129791624	CQUJHB012114
OG0007559	LOC129796922	CQUJHB013646
OG0007560	LOC129796536	CQUJHB014086
OG0007561	LOC129791705	CQUJHB001673
OG0007562	LOC129796308	CQUJHB012604
OG0007563	LOC129788053	CQUJHB005000
OG0007564	LOC129787797	CQUJHB000552
OG0007565	LOC129792095	CQUJHB007837
OG0007566	LOC129791078	CQUJHB017005
OG0007567	LOC129791125	CQUJHB000697
OG0007568	LOC129792138	CQUJHB000907
OG0007569	LOC129794110	CQUJHB007763
OG0007570	LOC129785939	CQUJHB016924
OG0007571	LOC129797163	CQUJHB017119
OG0007572	LOC129794082	CQUJHB013393
OG0007573	LOC129787541	CQUJHB014122
OG0007574	LOC129791776	CQUJHB001048
OG0007576	LOC129791784	CQUJHB010660
OG0007577	LOC129790122	CQUJHB006566
OG0007578	LOC129787025	CQUJHB010603
OG0007579	LOC129797860	CQUJHB017043
OG0007580	LOC129792893	CQUJHB003698
OG0007581	LOC129793755	CQUJHB001176
OG0007583	LOC129795484	CQUJHB014822
OG0007584	LOC129797475	CQUJHB000505
OG0007585	LOC129796607	CQUJHB013676
OG0007586	LOC129796993	CQUJHB005407
OG0007587	LOC129791606	CQUJHB018211
OG0007588	LOC129787652	CQUJHB017803
OG0007589	LOC129789875	CQUJHB018362
OG0007590	LOC129797432	CQUJHB012049
OG0007591	LOC129787858	CQUJHB013831
OG0007592	LOC129787540	CQUJHB003120
OG0007593	LOC129797265	CQUJHB016716
OG0007594	LOC129787409	CQUJHB015340
OG0007595	LOC129790544	CQUJHB006670
OG0007597	LOC129790378	CQUJHB003584
OG0007598	LOC129791449	CQUJHB001828
OG0007599	LOC129787440	CQUJHB015684
OG0007600	LOC129792836	CQUJHB001816
OG0007601	LOC129795811	CQUJHB005888
OG0007602	LOC129786009	CQUJHB013608
OG0007603	LOC129792050	CQUJHB007476
OG0007604	LOC129796109	CQUJHB010777
OG0007605	LOC129796254	CQUJHB008934
OG0007606	LOC129793469	CQUJHB002585
OG0007607	LOC129793993	CQUJHB013457
OG0007608	LOC129795491	CQUJHB007128
OG0007610	LOC129789283	CQUJHB017401
OG0007611	LOC129796651	CQUJHB011800
OG0007612	LOC129797515	CQUJHB003859
OG0007613	LOC129792338	CQUJHB003133
OG0007614	LOC129791182	CQUJHB017519
OG0007615	LOC129785890	CQUJHB005044
OG0007616	LOC129793737	CQUJHB002100
OG0007617	LOC129788727	CQUJHB009847
OG0007618	LOC129786234	CQUJHB003316
OG0007619	LOC129794206	CQUJHB017742
OG0007620	LOC129787497	CQUJHB005261
OG0007621	LOC129793302	CQUJHB015138
OG0007622	LOC129791704	CQUJHB001871
OG0007623	LOC129788945	CQUJHB005259
OG0007624	LOC129791978	CQUJHB002039
OG0007625	LOC129790598	CQUJHB012225
OG0007626	LOC129787077	CQUJHB016824
OG0007627	LOC129793475	CQUJHB002294
OG0007628	LOC129794626	CQUJHB003608
OG0007630	LOC129790072	CQUJHB009488
OG0007631	LOC129792579	CQUJHB002853
OG0007632	LOC129797153	CQUJHB011793
OG0007633	LOC129794279	CQUJHB007365
OG0007634	LOC129792483	CQUJHB013091
OG0007635	LOC129792246	CQUJHB005872
OG0007636	LOC129797866	CQUJHB009640
OG0007637	LOC129796586	CQUJHB002101
OG0007638	LOC129791819	CQUJHB003999
OG0007639	LOC129790271	CQUJHB000778
OG0007640	LOC129793169	CQUJHB002483
OG0007641	LOC129789302	CQUJHB014606
OG0007642	LOC129792480	CQUJHB005707
OG0007643	LOC129788933	CQUJHB010577
OG0007644	LOC129791572	CQUJHB013704
OG0007645	LOC129786540	CQUJHB012869
OG0007646	LOC129791774	CQUJHB007868
OG0007648	LOC129790908	CQUJHB002258
OG0007649	LOC129788734	CQUJHB007835
OG0007650	LOC129797247	CQUJHB004046
OG0007651	LOC129788385	CQUJHB012670
OG0007652	LOC129793382	CQUJHB010041
OG0007653	LOC129794729	CQUJHB006865
OG0007654	LOC129794157	CQUJHB010639
OG0007655	LOC129787748	CQUJHB002204
OG0007656	LOC129788718	CQUJHB010382
OG0007657	LOC129786030	CQUJHB010642
OG0007658	LOC129792796	CQUJHB012805
OG0007660	LOC129797469	CQUJHB015083
OG0007661	LOC129794277	CQUJHB018191
OG0007663	LOC129796935	CQUJHB008519
OG0007664	LOC129797212	CQUJHB001420
OG0007665	LOC129786013	CQUJHB010805
OG0007666	LOC129790659	CQUJHB015016
OG0007668	LOC129792819	CQUJHB011155
OG0007669	LOC129786418	CQUJHB011950
OG0007670	LOC129787882	CQUJHB016699
OG0007671	LOC129791867	CQUJHB011242
OG0007672	LOC129794569	CQUJHB002503
OG0007674	LOC129794074	CQUJHB013652
OG0007675	LOC129789485	CQUJHB007388
OG0007676	LOC129789100	CQUJHB001764
OG0007677	LOC129792930	CQUJHB017142
OG0007678	LOC129792494	CQUJHB002405
OG0007679	LOC129787121	CQUJHB001033
OG0007680	LOC129790465	CQUJHB005605
OG0007681	LOC129791234	CQUJHB016576
OG0007682	LOC129789399	CQUJHB003232
OG0007683	LOC129793501	CQUJHB015507
OG0007684	LOC129795303	CQUJHB001836
OG0007685	LOC129787892	CQUJHB015238
OG0007686	LOC129785831	CQUJHB015575
OG0007688	LOC129791567	CQUJHB009324
OG0007689	LOC129786400	CQUJHB003663
OG0007690	LOC129793130	CQUJHB012466
OG0007691	LOC129788759	CQUJHB016869
OG0007692	LOC129787891	CQUJHB016013
OG0007693	LOC129790046	CQUJHB008658, CQUJHB004978
OG0007694	LOC129794244	CQUJHB006230
OG0007695	LOC129791842	CQUJHB003623
OG0007696	LOC129795455	CQUJHB007136
OG0007697	LOC129793795	CQUJHB015289
OG0007698	LOC129788732	CQUJHB017307
OG0007699	LOC129797426	CQUJHB005570
OG0007700	LOC129796701	CQUJHB008563
OG0007701	LOC129786989	CQUJHB017440
OG0007702	LOC129795285	CQUJHB008252
OG0007703	LOC129794286	CQUJHB017053
OG0007704	LOC129794341	CQUJHB006588
OG0007705	LOC129789353	CQUJHB012635
OG0007706	LOC129797785	CQUJHB004204
OG0007707	LOC129786402	CQUJHB015624
OG0007708	LOC129796525	CQUJHB002353
OG0007709	LOC129785849	CQUJHB017209
OG0007710	LOC129786514	CQUJHB000582
OG0007711	LOC129789660	CQUJHB001367
OG0007712	LOC129787006	CQUJHB017872
OG0007713	LOC129796354	CQUJHB018081
OG0007714	LOC129791286	CQUJHB000901
OG0007715	LOC129787079	CQUJHB017349
OG0007716	LOC129792570	CQUJHB000041
OG0007717	LOC129786613	CQUJHB000551
OG0007719	LOC129793952	CQUJHB005730
OG0007720	LOC129793363	CQUJHB013125
OG0007721	LOC129791595	CQUJHB007790
OG0007722	LOC129788950	CQUJHB016709
OG0007723	LOC129792553	CQUJHB015629
OG0007724	LOC129795449	CQUJHB016298
OG0007725	LOC129790129	CQUJHB013312
OG0007726	LOC129790619	CQUJHB017821
OG0007727	LOC129788428	CQUJHB011301
OG0007728	LOC129788070	CQUJHB008745
OG0007729	LOC129797721	CQUJHB013785
OG0007730	LOC129787526	CQUJHB004567
OG0007731	LOC129791326	CQUJHB008029
OG0007732	LOC129790729	CQUJHB011356
OG0007733	LOC129792629	CQUJHB001888
OG0007734	LOC129793269	CQUJHB017953
OG0007735	LOC129789592	CQUJHB008139
OG0007736	LOC129797424	CQUJHB018181
OG0007737	LOC129795463	CQUJHB017471
OG0007738	LOC129786081	CQUJHB010958
OG0007739	LOC129796044	CQUJHB012258
OG0007740	LOC129787032	CQUJHB009469
OG0007741	LOC129797736	CQUJHB009701
OG0007742	LOC129790092	CQUJHB010440
OG0007743	LOC129790706	CQUJHB010746
OG0007744	LOC129795459	CQUJHB006706
OG0007745	LOC129794683	CQUJHB009352
OG0007748	LOC129786479	CQUJHB006365
OG0007750	LOC129787521	CQUJHB017452
OG0007751	LOC129796778	CQUJHB000377
OG0007752	LOC129792718	CQUJHB014778
OG0007753	LOC129790704	CQUJHB010591
OG0007754	LOC129793448	CQUJHB004323
OG0007755	LOC129790502	CQUJHB017271
OG0007757	LOC129789829	CQUJHB008051
OG0007758	LOC129786891	CQUJHB009706
OG0007760	LOC129792375	CQUJHB014433
OG0007761	LOC129794060	CQUJHB016944
OG0007762	LOC129796351	CQUJHB004729
OG0007763	LOC129792371	CQUJHB002099
OG0007764	LOC129786215	CQUJHB007298
OG0007765	LOC129795447	CQUJHB010059
OG0007766	LOC129789661	CQUJHB005051
OG0007767	LOC129786621	CQUJHB000332
OG0007768	LOC129788438	CQUJHB003883
OG0007770	LOC129787614	CQUJHB017476
OG0007771	LOC129789143	CQUJHB017173
OG0007772	LOC129788677	CQUJHB016931
OG0007773	LOC129791455	CQUJHB017253
OG0007774	LOC129791438	CQUJHB017238
OG0007775	LOC129795085	CQUJHB016179, CQUJHB015691
OG0007778	LOC129788639	CQUJHB006414
OG0007781	LOC129797683	CQUJHB017837, CQUJHB012567
OG0007784	LOC129785836	CQUJHB015863
OG0007785	LOC129794638	CQUJHB010847
OG0007787	LOC129797373	CQUJHB017693
OG0007794	LOC129795478, LOC129791416, LOC129792555, LOC129791226	CQUJHB003410, CQUJHB000858
OG0007796	LOC129793773	CQUJHB011455, CQUJHB001808, CQUJHB012564
OG0007802	LOC129789261, LOC129789693	CQUJHB016607
OG0007826	LOC129796593	CQUJHB000690, CQUJHB014653, CQUJHB009861, CQUJHB002914, CQUJHB004866, CQUJHB001698, CQUJHB007360, CQUJHB006474
OG0007838	LOC129787581	CQUJHB009594
OG0007839	LOC129797335	CQUJHB007196
OG0007840	LOC129797750	CQUJHB015780
OG0007842	LOC129787916	CQUJHB008105
OG0007843	LOC129796800	CQUJHB006656
OG0007848	LOC129786394	CQUJHB014176
OG0007849	LOC129796504	CQUJHB015946
OG0007852	LOC129786373	CQUJHB001812
OG0007853	LOC129795324	CQUJHB003106
OG0007855	LOC129786789	CQUJHB010665
OG0007858	LOC129792479	CQUJHB018187
OG0007860	LOC129796634	CQUJHB015858
OG0007862	LOC129797099	CQUJHB010634
OG0007863	LOC129795864	CQUJHB011258
OG0007864	LOC129792178	CQUJHB011060
OG0007866	LOC129795725	CQUJHB013437
OG0007867	LOC129789919	CQUJHB017738
OG0007868	LOC129793144	CQUJHB002300
