Orthogroup	AsinensisChina	CquinquefasciatusJHB2020
OG0007869	ASIC010712	CQUJHB001116
OG0007870	ASIC016025	CQUJHB014837
OG0007871	ASIC021865	CQUJHB002939
OG0007872	ASIC010809	CQUJHB005549
OG0007873	ASIC010790	CQUJHB011890
OG0007876	ASIC000143	CQUJHB013691
OG0007879	ASIC001083	CQUJHB011552
OG0007880	ASIC008088	CQUJHB015499
OG0007882	ASIC021491	CQUJHB017565
OG0007883	ASIC021533	CQUJHB007778
OG0007885	ASIC021532	CQUJHB015762
OG0007886	ASIC013672, ASIC005072	CQUJHB018420
OG0007888	ASIC008727, ASIC008726	CQUJHB002171
OG0007889	ASIC018808	CQUJHB009198
OG0007891	ASIC018224	CQUJHB010364
OG0007896	ASIC007458	CQUJHB006015
OG0007898	ASIC021325	CQUJHB002810
OG0007899	ASIC015470	CQUJHB002270
OG0007900	ASIC013914	CQUJHB007475
OG0007901	ASIC013906	CQUJHB003563
OG0007905	ASIC002783	CQUJHB007525
OG0007906	ASIC018022	CQUJHB008965
OG0007907	ASIC001194	CQUJHB002540
OG0007908	ASIC004823	CQUJHB009521
OG0007910	ASIC017467	CQUJHB017460
OG0007911	ASIC005760	CQUJHB012730
OG0007912	ASIC016404	CQUJHB005168
OG0007913	ASIC013327	CQUJHB004246
OG0007920	ASIC012289	CQUJHB011052
OG0007921	ASIC015392	CQUJHB003655
OG0007922	ASIC015397	CQUJHB017530
OG0007924	ASIC013634	CQUJHB000742
OG0007925	ASIC014547	CQUJHB015046
OG0007927	ASIC008618	CQUJHB013819
OG0007928	ASIC008513	CQUJHB017105
OG0007929	ASIC006673	CQUJHB004630
OG0007931	ASIC010844	CQUJHB008367
OG0007933	ASIC005930	CQUJHB017739
OG0007935	ASIC020496	CQUJHB010672
OG0007938	ASIC014909	CQUJHB012800
OG0007940	ASIC007795	CQUJHB016331
OG0007943	ASIC007763	CQUJHB009373
OG0007946	ASIC007748	CQUJHB004458
OG0007947	ASIC007744	CQUJHB015422
OG0007948	ASIC012387	CQUJHB011678
OG0007951	ASIC019841	CQUJHB006859
OG0007953	ASIC019264	CQUJHB015751
OG0007955	ASIC010763	CQUJHB005156
OG0007956	ASIC007103	CQUJHB000809
OG0007958	ASIC002973	CQUJHB000657
OG0007961	ASIC010182	CQUJHB000042
OG0007962	ASIC013031	CQUJHB003926
OG0007965	ASIC004789	CQUJHB013089
OG0007967	ASIC006530	CQUJHB010781
OG0007969	ASIC006532	CQUJHB005569
OG0007970	ASIC012207	CQUJHB010494
OG0007972	ASIC013155	CQUJHB013075
OG0007975	ASIC018474	CQUJHB005786
OG0007979	ASIC006487	CQUJHB014341
OG0007981	ASIC018715	CQUJHB004606
OG0007984	ASIC015767	CQUJHB015565
OG0007985	ASIC015757	CQUJHB009159
OG0007987	ASIC016769	CQUJHB014986
OG0007989	ASIC010325	CQUJHB014411
OG0007990	ASIC016801	CQUJHB000708
OG0007993	ASIC006952	CQUJHB000009
OG0007994	ASIC006675	CQUJHB006610
OG0007995	ASIC006979	CQUJHB018008
OG0007996	ASIC006965	CQUJHB005646
OG0008001	ASIC020008	CQUJHB017041
OG0008003	ASIC011331	CQUJHB002613
OG0008005	ASIC009870	CQUJHB018382
OG0008006	ASIC005156	CQUJHB001028
OG0008007	ASIC020450	CQUJHB010467
OG0008008	ASIC016986	CQUJHB016969
OG0008010	ASIC012062	CQUJHB002826
OG0008012	ASIC006103	CQUJHB014493
OG0008013	ASIC012061	CQUJHB011025
OG0008014	ASIC006075	CQUJHB011336
OG0008016	ASIC015574	CQUJHB014625
OG0008018	ASIC000165	CQUJHB017176
OG0008019	ASIC008484	CQUJHB003317
OG0008020	ASIC018198	CQUJHB013051
OG0008021	ASIC018197	CQUJHB013757
OG0008022	ASIC020326	CQUJHB007267
OG0008027	ASIC008501	CQUJHB003591
OG0008030	ASIC002487	CQUJHB002787
OG0008032	ASIC010258	CQUJHB011100
OG0008033	ASIC004401	CQUJHB017616
OG0008034	ASIC003494	CQUJHB011240
OG0008035	ASIC021889	CQUJHB014263
OG0008038	ASIC018399	CQUJHB016731
OG0008039	ASIC018385	CQUJHB005254
OG0008041	ASIC006567	CQUJHB017484
OG0008043	ASIC006578	CQUJHB005163
OG0008044	ASIC006628	CQUJHB018423
OG0008045	ASIC006622	CQUJHB017681
OG0008046	ASIC006178	CQUJHB014012
OG0008047	ASIC019746	CQUJHB010757
OG0008048	ASIC010209	CQUJHB016666
OG0008049	ASIC010615	CQUJHB000746
OG0008051	ASIC012968	CQUJHB012570
OG0008057	ASIC020882	CQUJHB008132
OG0008058	ASIC015364	CQUJHB018463
OG0008059	ASIC015365	CQUJHB011008
OG0008061	ASIC015361	CQUJHB005809
OG0008062	ASIC005269	CQUJHB016305
OG0008063	ASIC006258	CQUJHB016961
OG0008065	ASIC009469	CQUJHB014414
OG0008066	ASIC010273	CQUJHB011270
OG0008067	ASIC021685	CQUJHB013522
OG0008068	ASIC008981	CQUJHB010851
OG0008069	ASIC006211	CQUJHB013062
OG0008072	ASIC018441	CQUJHB012826
OG0008073	ASIC018408	CQUJHB009887
OG0008075	ASIC020930	CQUJHB001502
OG0008076	ASIC012748	CQUJHB017845
OG0008078	ASIC005101	CQUJHB015035
OG0008079	ASIC018299	CQUJHB010744
OG0008080	ASIC010434	CQUJHB009767
OG0008081	ASIC001508	CQUJHB001443
OG0008082	ASIC012035	CQUJHB013696
OG0008083	ASIC012032	CQUJHB016890
OG0008084	ASIC018647	CQUJHB001315
OG0008085	ASIC017960	CQUJHB010877
OG0008087	ASIC015897	CQUJHB013782
OG0008088	ASIC007899	CQUJHB004881
OG0008089	ASIC001937	CQUJHB015648
OG0008090	ASIC014410	CQUJHB017850
OG0008092	ASIC008221	CQUJHB010801
OG0008093	ASIC005088	CQUJHB014914
OG0008095	ASIC007785	CQUJHB000109
OG0008096	ASIC017760	CQUJHB012784
OG0008097	ASIC012556	CQUJHB006238
OG0008102	ASIC003587	CQUJHB014203
OG0008103	ASIC001114	CQUJHB009882
OG0008105	ASIC022198	CQUJHB001323
OG0008107	ASIC014608	CQUJHB008794
OG0008108	ASIC014616	CQUJHB002523
OG0008109	ASIC019175	CQUJHB006620
OG0008113	ASIC003486	CQUJHB017643
OG0008115	ASIC010276	CQUJHB009108
OG0008116	ASIC008211	CQUJHB003005
OG0008117	ASIC020162	CQUJHB005725
OG0008118	ASIC020161	CQUJHB013451
OG0008125	ASIC013803	CQUJHB011061
OG0008128	ASIC019965	CQUJHB017726
OG0008129	ASIC019963	CQUJHB005970
OG0008131	ASIC016729	CQUJHB015081
OG0008132	ASIC015958	CQUJHB002909
OG0008135	ASIC005457	CQUJHB010042
OG0008142	ASIC018693	CQUJHB008032
OG0008146	ASIC019493	CQUJHB005054
OG0008149	ASIC008232	CQUJHB009977
OG0008150	ASIC010412	CQUJHB004585
OG0008152	ASIC010411	CQUJHB005617
OG0008154	ASIC016048	CQUJHB012767
OG0008156	ASIC021995	CQUJHB012015
OG0008157	ASIC015545	CQUJHB013867
OG0008158	ASIC007848	CQUJHB008993
OG0008162	ASIC011487	CQUJHB003314
OG0008163	ASIC013359	CQUJHB006846
OG0008164	ASIC013258	CQUJHB010840
OG0008165	ASIC013349	CQUJHB004411
OG0008166	ASIC008888	CQUJHB004806
OG0008167	ASIC005973	CQUJHB004958
OG0008168	ASIC015415	CQUJHB013829
OG0008173	ASIC007385	CQUJHB007034
OG0008174	ASIC006886	CQUJHB008619
OG0008176	ASIC013322	CQUJHB004058
OG0008178	ASIC020818	CQUJHB014065
OG0008179	ASIC016110	CQUJHB017249
OG0008181	ASIC019916	CQUJHB006376
OG0008184	ASIC003599	CQUJHB013773
OG0008187	ASIC011147	CQUJHB007878
OG0008188	ASIC003402	CQUJHB005660
OG0008190	ASIC001586	CQUJHB001945
OG0008191	ASIC008923	CQUJHB009177
OG0008192	ASIC016925	CQUJHB008735
OG0008197	ASIC021620	CQUJHB012720
OG0008198	ASIC017433	CQUJHB008281
OG0008199	ASIC021884	CQUJHB005719
OG0008202	ASIC021878	CQUJHB007468
OG0008204	ASIC021880	CQUJHB017433
OG0008205	ASIC003265	CQUJHB007588
OG0008206	ASIC015017	CQUJHB008992
OG0008207	ASIC016202	CQUJHB003606
OG0008208	ASIC003893	CQUJHB001366
OG0008209	ASIC017934	CQUJHB007309
OG0008210	ASIC004513	CQUJHB013583
OG0008211	ASIC008624	CQUJHB013832
OG0008213	ASIC006393	CQUJHB018204
OG0008214	ASIC006414	CQUJHB012666
OG0008215	ASIC006409	CQUJHB005945
OG0008216	ASIC007183	CQUJHB008532
OG0008221	ASIC005570	CQUJHB011362
OG0008222	ASIC004809	CQUJHB007254
OG0008223	ASIC005567	CQUJHB002768, CQUJHB017986
OG0008224	ASIC015118	CQUJHB003282
OG0008226	ASIC016834	CQUJHB012916
OG0008227	ASIC003730	CQUJHB015471
OG0008228	ASIC003734	CQUJHB012533, CQUJHB004735
OG0008229	ASIC016855	CQUJHB007261
OG0008231	ASIC003723	CQUJHB002489
OG0008233	ASIC009119	CQUJHB001113
OG0008234	ASIC002267	CQUJHB010269
OG0008235	ASIC002296	CQUJHB015584
OG0008236	ASIC002295	CQUJHB013811
OG0008240	ASIC003544	CQUJHB009906
OG0008241	ASIC013934	CQUJHB017929
OG0008246	ASIC012760	CQUJHB003447
OG0008247	ASIC021711	CQUJHB006036
OG0008248	ASIC012764	CQUJHB005011
OG0008249	ASIC021706	CQUJHB014010
OG0008251	ASIC012772	CQUJHB006328
OG0008252	ASIC013666	CQUJHB011847
OG0008255	ASIC010765	CQUJHB009828
OG0008256	ASIC019418	CQUJHB005477
OG0008257	ASIC019428	CQUJHB005123
OG0008258	ASIC011534	CQUJHB002218
OG0008260	ASIC011530	CQUJHB006096
OG0008261	ASIC009641	CQUJHB006884
OG0008262	ASIC011540	CQUJHB014553
OG0008264	ASIC012045	CQUJHB010313
OG0008265	ASIC017299	CQUJHB017443
OG0008268	ASIC014424	CQUJHB012612
OG0008269	ASIC017355	CQUJHB005911
OG0008272	ASIC005234	CQUJHB000647
OG0008273	ASIC021039	CQUJHB007610
OG0008274	ASIC009596	CQUJHB003691
OG0008276	ASIC004171	CQUJHB001069
OG0008279	ASIC004162	CQUJHB008558
OG0008282	ASIC010315	CQUJHB016435
OG0008284	ASIC010319	CQUJHB004328
OG0008286	ASIC016655	CQUJHB010942
OG0008287	ASIC003203	CQUJHB006987
OG0008288	ASIC007208	CQUJHB008234
OG0008289	ASIC000174	CQUJHB009795
OG0008293	ASIC008993	CQUJHB009748
OG0008294	ASIC004558	CQUJHB010212
OG0008296	ASIC009859	CQUJHB014542
OG0008297	ASIC020871, ASIC020874	CQUJHB002866
OG0008298	ASIC015238	CQUJHB004681
OG0008299	ASIC004852	CQUJHB004407
OG0008300	ASIC004850	CQUJHB014967
OG0008301	ASIC007047	CQUJHB008373
OG0008304	ASIC010340	CQUJHB000980
OG0008308	ASIC020623	CQUJHB005202
OG0008310	ASIC000727	CQUJHB001495
OG0008311	ASIC002546	CQUJHB009744
OG0008312	ASIC004661	CQUJHB008041
OG0008314	ASIC012673	CQUJHB000415
OG0008315	ASIC012664	CQUJHB001138
OG0008317	ASIC005140	CQUJHB015234
OG0008318	ASIC000824	CQUJHB009686
OG0008320	ASIC008382	CQUJHB006116
OG0008325	ASIC013100	CQUJHB005926
OG0008326	ASIC015318	CQUJHB013144
OG0008327	ASIC015274	CQUJHB014937
OG0008328	ASIC011435	CQUJHB004863
OG0008329	ASIC011437	CQUJHB005268
OG0008331	ASIC007417	CQUJHB004057
OG0008332	ASIC007424	CQUJHB015601
OG0008334	ASIC012909	CQUJHB008500
OG0008339	ASIC016007	CQUJHB002621
OG0008342	ASIC011469	CQUJHB017259
OG0008344	ASIC003119	CQUJHB015408
OG0008345	ASIC003115	CQUJHB014247
OG0008346	ASIC016627	CQUJHB004000
OG0008347	ASIC003121	CQUJHB009837
OG0008348	ASIC016332	CQUJHB013386
OG0008349	ASIC019995	CQUJHB014209
OG0008350	ASIC004988	CQUJHB015030
OG0008351	ASIC004981	CQUJHB017869
OG0008352	ASIC005003	CQUJHB007325
OG0008354	ASIC007563	CQUJHB004122
OG0008355	ASIC000875	CQUJHB011246
OG0008358	ASIC013413	CQUJHB012636
OG0008360	ASIC001839	CQUJHB006226
OG0008361	ASIC001843	CQUJHB014978
OG0008362	ASIC001841	CQUJHB007866
OG0008366	ASIC002679	CQUJHB004428
OG0008368	ASIC004602	CQUJHB002934
OG0008369	ASIC020148	CQUJHB002584
OG0008371	ASIC006779	CQUJHB013376
OG0008372	ASIC018013	CQUJHB013753
OG0008373	ASIC015516	CQUJHB006619
OG0008374	ASIC005052	CQUJHB016683
OG0008375	ASIC015086	CQUJHB004572
OG0008376	ASIC018550	CQUJHB001619
OG0008377	ASIC015259	CQUJHB001463
OG0008379	ASIC005780	CQUJHB001934
OG0008387	ASIC018895	CQUJHB006978
OG0008392	ASIC010852	CQUJHB013615
OG0008393	ASIC010853	CQUJHB008415
OG0008395	ASIC012626	CQUJHB007734
OG0008397	ASIC021042	CQUJHB005181
OG0008398	ASIC016911	CQUJHB002498
OG0008399	ASIC015432	CQUJHB010413
OG0008401	ASIC012348	CQUJHB001401
OG0008402	ASIC020663	CQUJHB017714
OG0008403	ASIC017596	CQUJHB000318
OG0008404	ASIC019786	CQUJHB009938
OG0008406	ASIC013317	CQUJHB009909
OG0008408	ASIC012376	CQUJHB003488
OG0008411	ASIC013936	CQUJHB008264
OG0008413	ASIC011373	CQUJHB000730
OG0008415	ASIC020849	CQUJHB001284
OG0008418	ASIC007220	CQUJHB002897
OG0008420	ASIC017137	CQUJHB013912
OG0008424	ASIC021425	CQUJHB010031
OG0008426	ASIC011231	CQUJHB001051
OG0008427	ASIC002698	CQUJHB014229
OG0008430	ASIC017786	CQUJHB014250
OG0008431	ASIC022361	CQUJHB015734
OG0008432	ASIC007156	CQUJHB017867
OG0008433	ASIC008471	CQUJHB012508
OG0008434	ASIC002455	CQUJHB016016
OG0008436	ASIC011573	CQUJHB015503
OG0008437	ASIC020795	CQUJHB010421
OG0008438	ASIC020793	CQUJHB009214
OG0008439	ASIC012974	CQUJHB004061
OG0008440	ASIC010009	CQUJHB012027
OG0008441	ASIC003914	CQUJHB013378
OG0008443	ASIC003913	CQUJHB004464
OG0008444	ASIC004675	CQUJHB015852
OG0008448	ASIC007589	CQUJHB010316
OG0008449	ASIC020305	CQUJHB001853
OG0008450	ASIC006225	CQUJHB005316
OG0008451	ASIC013268	CQUJHB003547
OG0008452	ASIC013277	CQUJHB008362
OG0008454	ASIC008320	CQUJHB004847
OG0008455	ASIC008331	CQUJHB012832
OG0008456	ASIC008326	CQUJHB000832
OG0008458	ASIC010463	CQUJHB011462, CQUJHB009089
OG0008459	ASIC015144	CQUJHB005615
OG0008460	ASIC015145	CQUJHB015218
OG0008461	ASIC011112	CQUJHB012715
OG0008462	ASIC015380	CQUJHB005826
OG0008467	ASIC009648	CQUJHB001262
OG0008469	ASIC019337	CQUJHB016182
OG0008474	ASIC016813	CQUJHB003431
OG0008476	ASIC003823	CQUJHB009378
OG0008477	ASIC003737	CQUJHB017385
OG0008478	ASIC015794	CQUJHB009633
OG0008480	ASIC016796	CQUJHB013284
OG0008482	ASIC009844	CQUJHB017146
OG0008483	ASIC013608	CQUJHB014560
OG0008484	ASIC013611	CQUJHB005039
OG0008485	ASIC018722	CQUJHB016146
OG0008486	ASIC007339	CQUJHB013697
OG0008487	ASIC011010	CQUJHB004609
OG0008489	ASIC011023	CQUJHB011881
OG0008491	ASIC002369	CQUJHB004672, CQUJHB001801
OG0008492	ASIC014552	CQUJHB011809
OG0008495	ASIC020096	CQUJHB000068
OG0008496	ASIC001364	CQUJHB001091
OG0008498	ASIC019947	CQUJHB015210
OG0008499	ASIC004972	CQUJHB011758
OG0008500	ASIC015494	CQUJHB007728
OG0008502	ASIC015491	CQUJHB002801
OG0008503	ASIC013894	CQUJHB014232
OG0008504	ASIC013895	CQUJHB011212
OG0008505	ASIC019200	CQUJHB016114
OG0008507	ASIC021400	CQUJHB014325
OG0008508	ASIC008077	CQUJHB015244
OG0008511	ASIC008250	CQUJHB000245
OG0008512	ASIC008257	CQUJHB002616
OG0008514	ASIC011175	CQUJHB015504
OG0008516	ASIC013737	CQUJHB002721
OG0008517	ASIC012248	CQUJHB007896
OG0008519	ASIC014077	CQUJHB014014
OG0008522	ASIC004337	CQUJHB004697
OG0008523	ASIC016352	CQUJHB002268
OG0008524	ASIC009413	CQUJHB015455
OG0008528	ASIC012334	CQUJHB008426
OG0008529	ASIC012335	CQUJHB007911
OG0008530	ASIC017860	CQUJHB005846
OG0008532	ASIC004222	CQUJHB015473
OG0008533	ASIC019626	CQUJHB008358
OG0008534	ASIC019628	CQUJHB010045
OG0008537	ASIC014200	CQUJHB005556
OG0008538	ASIC014208	CQUJHB017114
OG0008541	ASIC021869	CQUJHB001214
OG0008542	ASIC005197	CQUJHB013448
OG0008543	ASIC005186	CQUJHB014999
OG0008544	ASIC005992	CQUJHB005033
OG0008545	ASIC008206	CQUJHB004218
OG0008547	ASIC018135	CQUJHB017764
OG0008549	ASIC010235	CQUJHB012421
OG0008550	ASIC017917	CQUJHB003362
OG0008551	ASIC015330	CQUJHB012330
OG0008553	ASIC011843	CQUJHB012100
OG0008554	ASIC015985	CQUJHB016958
OG0008555	ASIC021944	CQUJHB014126
OG0008558	ASIC009738	CQUJHB020395
OG0008559	ASIC009884	CQUJHB015602
OG0008563	ASIC021901	CQUJHB002156
OG0008564	ASIC016910	CQUJHB005509
OG0008565	ASIC018287	CQUJHB014201
OG0008566	ASIC018891	CQUJHB009530
OG0008568	ASIC011287	CQUJHB005821
OG0008569	ASIC002286	CQUJHB017521
OG0008572	ASIC015889	CQUJHB010406
OG0008573	ASIC015895	CQUJHB004690
OG0008574	ASIC015893	CQUJHB003928
OG0008576	ASIC016967	CQUJHB007890
OG0008581	ASIC021616	CQUJHB016645
OG0008582	ASIC020859	CQUJHB011912
OG0008587	ASIC013698	CQUJHB010176
OG0008588	ASIC013704	CQUJHB008164
OG0008589	ASIC005546	CQUJHB012224
OG0008590	ASIC002559	CQUJHB008368
OG0008593	ASIC004069	CQUJHB004231
OG0008597	ASIC019696	CQUJHB009783
OG0008600	ASIC018572	CQUJHB008989
OG0008601	ASIC010751	CQUJHB014085
OG0008602	ASIC004882	CQUJHB014643
OG0008603	ASIC004311	CQUJHB001109
OG0008604	ASIC004308	CQUJHB001277
OG0008605	ASIC011594	CQUJHB004821
OG0008606	ASIC008140	CQUJHB016310
OG0008607	ASIC012040	CQUJHB000974
OG0008608	ASIC008678	CQUJHB000844
OG0008609	ASIC017235	CQUJHB006485
OG0008613	ASIC019460	CQUJHB005153
OG0008614	ASIC019440	CQUJHB001745
OG0008616	ASIC006421	CQUJHB006730
OG0008617	ASIC022101	CQUJHB004322
OG0008618	ASIC013010	CQUJHB001321
OG0008619	ASIC018917	CQUJHB014244
OG0008620	ASIC018903	CQUJHB005728
OG0008625	ASIC014954	CQUJHB018389
OG0008628	ASIC011946	CQUJHB016465
OG0008629	ASIC006034	CQUJHB006798
OG0008630	ASIC006728	CQUJHB011090
OG0008633	ASIC016716	CQUJHB011752
OG0008635	ASIC015053	CQUJHB005088
OG0008636	ASIC009299	CQUJHB000314
OG0008638	ASIC015435	CQUJHB006872
OG0008639	ASIC006175	CQUJHB013423
OG0008641	ASIC012456	CQUJHB000503
OG0008642	ASIC019893	CQUJHB015242
OG0008643	ASIC007879	CQUJHB018161
OG0008644	ASIC019891	CQUJHB013913
OG0008645	ASIC022075	CQUJHB003048
OG0008646	ASIC022064	CQUJHB004692
OG0008648	ASIC004512	CQUJHB007604
OG0008649	ASIC022115	CQUJHB011587
OG0008653	ASIC013490	CQUJHB011382
OG0008654	ASIC008488	CQUJHB016635
OG0008655	ASIC003590	CQUJHB013562
OG0008656	ASIC003593	CQUJHB010533
OG0008660	ASIC001036	CQUJHB014802
OG0008661	ASIC015085	CQUJHB016313
OG0008663	ASIC019710	CQUJHB010765
OG0008664	ASIC014103	CQUJHB017054
OG0008669	ASIC022168	CQUJHB005133
OG0008670	ASIC003799	CQUJHB006947
OG0008671	ASIC003680	CQUJHB018170
OG0008672	ASIC020688	CQUJHB006520
OG0008673	ASIC013537	CQUJHB000884
OG0008674	ASIC008461	CQUJHB008056
OG0008675	ASIC011470	CQUJHB001879
OG0008676	ASIC002142	CQUJHB001752
OG0008678	ASIC003624	CQUJHB011186
OG0008679	ASIC003632	CQUJHB017570
OG0008680	ASIC020039	CQUJHB004271
OG0008681	ASIC009402	CQUJHB016746
OG0008683	ASIC004686	CQUJHB015065
OG0008687	ASIC004106	CQUJHB015317
OG0008691	ASIC007086	CQUJHB010569
OG0008692	ASIC010289	CQUJHB006618
OG0008693	ASIC014153	CQUJHB012560
OG0008695	ASIC002641	CQUJHB011072
OG0008696	ASIC021924	CQUJHB012569
OG0008697	ASIC012711	CQUJHB014455
OG0008698	ASIC004861	CQUJHB016053
OG0008700	ASIC018015	CQUJHB008102
OG0008701	ASIC017970	CQUJHB015438
OG0008704	ASIC016641	CQUJHB014365
OG0008705	ASIC008240	CQUJHB006013
OG0008706	ASIC007805	CQUJHB009175
OG0008708	ASIC018710	CQUJHB001803
OG0008709	ASIC016719	CQUJHB013508
OG0008710	ASIC016720	CQUJHB002593
OG0008711	ASIC011271	CQUJHB014340
OG0008712	ASIC014870	CQUJHB014807
OG0008713	ASIC009258	CQUJHB013134
OG0008715	ASIC014070	CQUJHB006010
OG0008717	ASIC002139	CQUJHB004752
OG0008718	ASIC014065	CQUJHB009508
OG0008719	ASIC015503	CQUJHB000877
OG0008720	ASIC011488	CQUJHB002419
OG0008722	ASIC015228	CQUJHB015760
OG0008724	ASIC018019	CQUJHB008788
OG0008725	ASIC022345	CQUJHB013355
OG0008727	ASIC000870	CQUJHB002371
OG0008728	ASIC015441	CQUJHB013011
OG0008730	ASIC021550	CQUJHB017294
OG0008731	ASIC006251	CQUJHB016695
OG0008734	ASIC015754	CQUJHB013310
OG0008736	ASIC007398	CQUJHB003343
OG0008738	ASIC010476	CQUJHB011329
OG0008745	ASIC015130	CQUJHB001135
OG0008747	ASIC017190	CQUJHB011338
OG0008748	ASIC017870	CQUJHB011683
OG0008749	ASIC017759	CQUJHB010663
OG0008750	ASIC011745	CQUJHB001469
OG0008751	ASIC014310	CQUJHB001405
OG0008753	ASIC008075	CQUJHB000358
OG0008754	ASIC011788	CQUJHB013510
OG0008755	ASIC011723	CQUJHB014997
OG0008756	ASIC011724	CQUJHB015546
OG0008757	ASIC011727	CQUJHB017889
OG0008758	ASIC005631	CQUJHB012673
OG0008760	ASIC000396	CQUJHB008702
OG0008761	ASIC009532	CQUJHB010060
OG0008762	ASIC020432	CQUJHB001586
OG0008763	ASIC006742	CQUJHB005500
OG0008768	ASIC009177	CQUJHB011816
OG0008769	ASIC014902	CQUJHB011748
OG0008771	ASIC014922	CQUJHB007373
OG0008772	ASIC019216	CQUJHB011097
OG0008775	ASIC016853	CQUJHB014635
OG0008776	ASIC013984	CQUJHB005321
OG0008782	ASIC020497	CQUJHB007987
OG0008784	ASIC015904	CQUJHB005056
OG0008785	ASIC015048	CQUJHB016773
OG0008788	ASIC015047	CQUJHB003738
OG0008790	ASIC009804	CQUJHB018271
OG0008791	ASIC010539	CQUJHB018285
OG0008792	ASIC010542	CQUJHB017070
OG0008796	ASIC009760	CQUJHB005717
OG0008802	ASIC019222	CQUJHB017831
OG0008805	ASIC003513	CQUJHB008263
OG0008806	ASIC014250	CQUJHB017904
OG0008808	ASIC017392	CQUJHB016236
OG0008809	ASIC003816	CQUJHB018082
OG0008810	ASIC012198	CQUJHB006684
OG0008811	ASIC012155	CQUJHB005060
OG0008812	ASIC008761	CQUJHB004553
OG0008813	ASIC012154	CQUJHB014362
OG0008814	ASIC014461	CQUJHB007265
OG0008817	ASIC011803	CQUJHB011274
OG0008818	ASIC007483	CQUJHB017998
OG0008819	ASIC002594	CQUJHB005513
OG0008820	ASIC012637	CQUJHB017710
OG0008824	ASIC016931	CQUJHB012675
OG0008825	ASIC016942	CQUJHB005374
OG0008828	ASIC021388	CQUJHB014874
OG0008830	ASIC013203	CQUJHB008777
OG0008832	ASIC019540	CQUJHB014402
OG0008833	ASIC002462	CQUJHB015939
OG0008834	ASIC006052	CQUJHB013692
OG0008835	ASIC017613	CQUJHB018189
OG0008839	ASIC019535	CQUJHB012926
OG0008840	ASIC008573	CQUJHB002867
OG0008843	ASIC019958	CQUJHB007221
OG0008844	ASIC020942	CQUJHB008889
OG0008845	ASIC003530	CQUJHB001151
OG0008848	ASIC014704	CQUJHB004893
OG0008849	ASIC008359	CQUJHB004924
OG0008850	ASIC014996	CQUJHB002703
OG0008851	ASIC012044	CQUJHB013406
OG0008852	ASIC010770	CQUJHB015675
OG0008853	ASIC011584	CQUJHB018351
OG0008854	ASIC013784	CQUJHB011904
OG0008856	ASIC001571	CQUJHB008600
OG0008857	ASIC020234	CQUJHB013642
OG0008859	ASIC018613	CQUJHB001647
OG0008860	ASIC021150	CQUJHB014488
OG0008862	ASIC017329	CQUJHB011121
OG0008863	ASIC009247	CQUJHB007550
OG0008864	ASIC009899	CQUJHB010608
OG0008866	ASIC012383	CQUJHB007041
OG0008868	ASIC016251	CQUJHB012891
OG0008870	ASIC016248	CQUJHB015845
OG0008871	ASIC018650	CQUJHB004938
OG0008872	ASIC000813	CQUJHB006549, CQUJHB001087
OG0008873	ASIC009551	CQUJHB017621
OG0008874	ASIC008023	CQUJHB007642
OG0008875	ASIC008020	CQUJHB010258
OG0008876	ASIC006223	CQUJHB002580
OG0008877	ASIC006286	CQUJHB011687
OG0008878	ASIC006895	CQUJHB010899
OG0008882	ASIC015255	CQUJHB003890
OG0008884	ASIC022346	CQUJHB006481
OG0008885	ASIC017985	CQUJHB013156
OG0008886	ASIC016574	CQUJHB006079
OG0008887	ASIC003652	CQUJHB011565
OG0008890	ASIC018849	CQUJHB013297
OG0008892	ASIC012152	CQUJHB001460
OG0008893	ASIC011826	CQUJHB005602
OG0008894	ASIC006853	CQUJHB005613
OG0008895	ASIC006790	CQUJHB017223
OG0008897	ASIC018065	CQUJHB004191
OG0008899	ASIC001956	CQUJHB012102
OG0008902	ASIC014505	CQUJHB008994
OG0008904	ASIC006737	CQUJHB005600
OG0008905	ASIC005384	CQUJHB012438
OG0008906	ASIC012049	CQUJHB000798
OG0008907	ASIC020173	CQUJHB008039
OG0008908	ASIC021177	CQUJHB007166
OG0008909	ASIC018671	CQUJHB017457
OG0008910	ASIC018660	CQUJHB014748
OG0008911	ASIC009898	CQUJHB013133
OG0008912	ASIC008476	CQUJHB007075
OG0008913	ASIC000598	CQUJHB002548
OG0008914	ASIC012932	CQUJHB009020
OG0008915	ASIC000840	CQUJHB011830
OG0008916	ASIC020754	CQUJHB011403
OG0008917	ASIC015523	CQUJHB007864
OG0008918	ASIC014062	CQUJHB001052
OG0008921	ASIC002631	CQUJHB010380
OG0008923	ASIC020686	CQUJHB011043
OG0008927	ASIC014380	CQUJHB017063
OG0008928	ASIC014377	CQUJHB000576
OG0008930	ASIC003201	CQUJHB001587
OG0008931	ASIC008038	CQUJHB014173
OG0008934	ASIC011582	CQUJHB015926
OG0008935	ASIC000969	CQUJHB015354
OG0008936	ASIC014708	CQUJHB012458
OG0008939	ASIC016883	CQUJHB002811
OG0008941	ASIC008060	CQUJHB011460
OG0008944	ASIC013433	CQUJHB006562
OG0008945	ASIC003516	CQUJHB000670
OG0008947	ASIC003741	CQUJHB005478
OG0008950	ASIC004629	CQUJHB015088
OG0008951	ASIC014631	CQUJHB009147, CQUJHB006770
OG0008952	ASIC020743	CQUJHB010118
