Orthogroup	AsinensisChina	AfunestusAfunGA1
OG0006833	ASIC016685	AFUN2_012604
OG0006834	ASIC016682	AFUN2_004295
OG0006835	ASIC016683	AFUN2_013466
OG0006836	ASIC021614	AFUN2_005561
OG0006837	ASIC016478	AFUN2_004831
OG0006839	ASIC014910	AFUN2_010230
OG0006840	ASIC017136	AFUN2_003464
OG0006841	ASIC016718	AFUN2_009978
OG0006842	ASIC008195	AFUN2_000353
OG0006843	ASIC009555	AFUN2_012477
OG0006845	ASIC019596	AFUN2_014660
OG0006846	ASIC013547	AFUN2_001401
OG0006847	ASIC019143	AFUN2_000463
OG0006848	ASIC007712	AFUN2_004124
OG0006849	ASIC015710	AFUN2_009768
OG0006850	ASIC009892	AFUN2_002691
OG0006851	ASIC009893	AFUN2_004931
OG0006852	ASIC017217	AFUN2_006881
OG0006854	ASIC007098	AFUN2_002073
OG0006856	ASIC016999	AFUN2_008943
OG0006857	ASIC016077	AFUN2_008179
OG0006858	ASIC007056	AFUN2_007540
OG0006859	ASIC007547	AFUN2_005749
OG0006860	ASIC017421	AFUN2_003262
OG0006861	ASIC006049	AFUN2_013841
OG0006862	ASIC005219	AFUN2_008252
OG0006863	ASIC015142	AFUN2_014044
OG0006864	ASIC013316, ASIC013318	AFUN2_014319
OG0006865	ASIC019399	AFUN2_001313
OG0006867	ASIC019738	AFUN2_003515
OG0006868	ASIC003934	AFUN2_005158
OG0006869	ASIC015474	AFUN2_007077
OG0006870	ASIC006873	AFUN2_006943
OG0006871	ASIC004741	AFUN2_011821
OG0006872	ASIC018958	AFUN2_011556
OG0006873	ASIC009801	AFUN2_009409
OG0006874	ASIC020539	AFUN2_013583
OG0006875	ASIC009585	AFUN2_008482
OG0006876	ASIC019313	AFUN2_014504
OG0006877	ASIC003917	AFUN2_003198
OG0006878	ASIC007170	AFUN2_013635
OG0006879	ASIC006825	AFUN2_000562
OG0006880	ASIC019846	AFUN2_013370
OG0006881	ASIC020113	AFUN2_000318
OG0006883	ASIC018435	AFUN2_010287
OG0006884	ASIC011636	AFUN2_000641
OG0006885	ASIC010230	AFUN2_013625
OG0006886	ASIC011643	AFUN2_012564
OG0006887	ASIC010576	AFUN2_000364
OG0006888	ASIC020349	AFUN2_006015
OG0006889	ASIC007158	AFUN2_008331
OG0006890	ASIC016119	AFUN2_010905
OG0006891	ASIC015209	AFUN2_003904
OG0006892	ASIC003693	AFUN2_008971
OG0006893	ASIC014627	AFUN2_012058
OG0006894	ASIC006862	AFUN2_005581
OG0006895	ASIC000167	AFUN2_003962
OG0006896	ASIC008269	AFUN2_007035
OG0006897	ASIC015462	AFUN2_007212
OG0006898	ASIC003287	AFUN2_012361
OG0006899	ASIC002137	AFUN2_013987
OG0006900	ASIC017405	AFUN2_010792
OG0006901	ASIC005568	AFUN2_007395
OG0006902	ASIC013930	AFUN2_007907
OG0006903	ASIC016932	AFUN2_000720
OG0006904	ASIC011483	AFUN2_010483
OG0006905	ASIC015558	AFUN2_005900
OG0006906	ASIC006389	AFUN2_006620
OG0006907	ASIC007344	AFUN2_003108
OG0006908	ASIC021651	AFUN2_014058
OG0006909	ASIC018231	AFUN2_000792
OG0006910	ASIC004073	AFUN2_000514
OG0006911	ASIC008054	AFUN2_012990
OG0006912	ASIC007248	AFUN2_008484
OG0006913	ASIC015524	AFUN2_007182
OG0006914	ASIC007844	AFUN2_000759
OG0006915	ASIC003519	AFUN2_009228
OG0006916	ASIC012906	AFUN2_004901
OG0006917	ASIC016765	AFUN2_002905
OG0006918	ASIC019320	AFUN2_002704
OG0006919	ASIC011033	AFUN2_012009
OG0006920	ASIC020154	AFUN2_002577
OG0006921	ASIC009540	AFUN2_003488
OG0006922	ASIC012878	AFUN2_003756
OG0006923	ASIC017627	AFUN2_014510
OG0006924	ASIC012690	AFUN2_010995
OG0006925	ASIC017927	AFUN2_001117
OG0006926	ASIC011454	AFUN2_002728
OG0006927	ASIC020119	AFUN2_012340
OG0006928	ASIC007423, ASIC007422	AFUN2_009573
OG0006929	ASIC015644	AFUN2_012157
OG0006930	ASIC003212	AFUN2_014170
OG0006931	ASIC010293	AFUN2_001515
OG0006932	ASIC010296	AFUN2_011018
OG0006933	ASIC002884	AFUN2_000434
OG0006934	ASIC021267	AFUN2_011990
OG0006935	ASIC012632	AFUN2_000854
OG0006936	ASIC000862	AFUN2_002646
OG0006937	ASIC004462	AFUN2_006370
OG0006938	ASIC020960	AFUN2_004420
OG0006939	ASIC021002	AFUN2_013978
OG0006940	ASIC010015	AFUN2_009235
OG0006941	ASIC009325	AFUN2_013307
OG0006942	ASIC016266	AFUN2_008653
OG0006943	ASIC021412	AFUN2_003167
OG0006944	ASIC017292	AFUN2_011844
OG0006945	ASIC018469	AFUN2_009882
OG0006946	ASIC002273	AFUN2_004177
OG0006947	ASIC008065	AFUN2_014808
OG0006948	ASIC015042	AFUN2_013295
OG0006949	ASIC000852	AFUN2_008224
OG0006950	ASIC015394	AFUN2_006057
OG0006951	ASIC012695	AFUN2_007066
OG0006952	ASIC011481	AFUN2_006377
OG0006953	ASIC004639	AFUN2_009346
OG0006954	ASIC017522	AFUN2_007545
OG0006955	ASIC009815	AFUN2_012957
OG0006956	ASIC015821	AFUN2_010127
OG0006957	ASIC016656	AFUN2_006669
OG0006958	ASIC019261	AFUN2_002040
OG0006959	ASIC019266	AFUN2_007168
OG0006960	ASIC014212	AFUN2_004999
OG0006961	ASIC014991	AFUN2_005204
OG0006962	ASIC013813	AFUN2_009430
OG0006963	ASIC014548	AFUN2_001621
OG0006964	ASIC019886	AFUN2_003918
OG0006965	ASIC017568	AFUN2_002151
OG0006966	ASIC007441	AFUN2_001165
OG0006967	ASIC006981	AFUN2_005912
OG0006968	ASIC015655	AFUN2_004815
OG0006969	ASIC010807	AFUN2_012912
OG0006970	ASIC003489	AFUN2_002111
OG0006971	ASIC010438	AFUN2_013684
OG0006972	ASIC008219	AFUN2_011762
OG0006974	ASIC010107	AFUN2_011515
OG0006975	ASIC001078	AFUN2_014735
OG0006976	ASIC019568	AFUN2_010442
OG0006977	ASIC011466	AFUN2_001225
OG0006978	ASIC013553	AFUN2_010715
OG0006979	ASIC016849	AFUN2_004587
OG0006980	ASIC017055	AFUN2_012462
OG0006981	ASIC007519	AFUN2_007628
OG0006982	ASIC010959	AFUN2_003850
OG0006983	ASIC011549	AFUN2_001730
OG0006984	ASIC010746	AFUN2_004021
OG0006985	ASIC022138	AFUN2_002886
OG0006986	ASIC017146	AFUN2_001795
OG0006987	ASIC003887	AFUN2_014803
OG0006988	ASIC002497	AFUN2_010887
OG0006989	ASIC016216	AFUN2_000657
OG0006990	ASIC022298	AFUN2_007917
OG0006992	ASIC016351	AFUN2_013596
OG0006993	ASIC007808	AFUN2_006431
OG0006994	ASIC010291	AFUN2_010822
OG0006995	ASIC021335	AFUN2_007936
OG0006996	ASIC014293	AFUN2_006937
OG0006997	ASIC014408	AFUN2_005039
OG0006998	ASIC017838	AFUN2_014219
OG0006999	ASIC017893	AFUN2_001440
OG0007000	ASIC014997	AFUN2_002056
OG0007001	ASIC016308	AFUN2_006179
OG0007002	ASIC014272	AFUN2_001332
OG0007003	ASIC013267	AFUN2_013328
OG0007004	ASIC008901	AFUN2_006994
OG0007005	ASIC018942	AFUN2_005305
OG0007006	ASIC011308	AFUN2_010226
OG0007007	ASIC019425	AFUN2_012768
OG0007008	ASIC005797	AFUN2_013144
OG0007009	ASIC011761	AFUN2_009240
OG0007010	ASIC010605	AFUN2_008433
OG0007011	ASIC021099	AFUN2_000917
OG0007012	ASIC009076	AFUN2_007073
OG0007013	ASIC007185	AFUN2_003239
OG0007014	ASIC016362	AFUN2_004443
OG0007015	ASIC001340	AFUN2_009647
OG0007016	ASIC011510	AFUN2_011960
OG0007017	ASIC015780	AFUN2_001306
OG0007018	ASIC020359	AFUN2_006600
OG0007019	ASIC020360	AFUN2_013369
OG0007020	ASIC013174	AFUN2_009533
OG0007021	ASIC013025	AFUN2_004113
OG0007022	ASIC009792	AFUN2_013402
OG0007023	ASIC013444	AFUN2_004427
OG0007024	ASIC019944	AFUN2_009308
OG0007025	ASIC003125	AFUN2_014512
OG0007026	ASIC006902	AFUN2_011746
OG0007027	ASIC012867	AFUN2_005127
OG0007028	ASIC020303	AFUN2_010996
OG0007029	ASIC014610	AFUN2_007757
OG0007030	ASIC003847	AFUN2_009874
OG0007032	ASIC018796	AFUN2_003197
OG0007033	ASIC020533	AFUN2_014257
OG0007034	ASIC006580	AFUN2_009950
OG0007035	ASIC019502	AFUN2_008307
OG0007036	ASIC003931	AFUN2_003217
OG0007037	ASIC013004	AFUN2_003957
OG0007038	ASIC010177	AFUN2_004042
OG0007039	ASIC009646	AFUN2_007964
OG0007040	ASIC017617	AFUN2_004607
OG0007041	ASIC010424	AFUN2_010737
OG0007042	ASIC006972	AFUN2_002212
OG0007043	ASIC000331	AFUN2_014569
OG0007044	ASIC006670	AFUN2_005775
OG0007046	ASIC006562	AFUN2_010204
OG0007047	ASIC010443	AFUN2_001074
OG0007048	ASIC021197	AFUN2_007802
OG0007049	ASIC004280	AFUN2_003115
OG0007050	ASIC015457	AFUN2_009194
OG0007051	ASIC017315	AFUN2_007824
OG0007052	ASIC009158	AFUN2_008900
OG0007053	ASIC015395	AFUN2_014491
OG0007054	ASIC003821	AFUN2_010119
OG0007055	ASIC022312	AFUN2_011511
OG0007056	ASIC003540	AFUN2_002159
OG0007057	ASIC019897	AFUN2_007059
OG0007058	ASIC017279	AFUN2_001504
OG0007059	ASIC010428	AFUN2_009475
OG0007060	ASIC014681, ASIC014748	AFUN2_010602
OG0007061	ASIC014924	AFUN2_011168
OG0007063	ASIC020099	AFUN2_001197
OG0007064	ASIC009673	AFUN2_004017
OG0007065	ASIC011316	AFUN2_002472
OG0007066	ASIC004590	AFUN2_009148
OG0007067	ASIC017974	AFUN2_000886
OG0007068	ASIC006591	AFUN2_005091
OG0007069	ASIC010769	AFUN2_008769
OG0007070	ASIC004237	AFUN2_007251
OG0007071	ASIC015204	AFUN2_005181
OG0007072	ASIC004511	AFUN2_000695
OG0007073	ASIC003100	AFUN2_007990
OG0007074	ASIC012195	AFUN2_010665
OG0007075	ASIC004063	AFUN2_011472
OG0007076	ASIC011846	AFUN2_003109
OG0007077	ASIC007902	AFUN2_011414
OG0007078	ASIC016571	AFUN2_006973
OG0007079	ASIC021656	AFUN2_012401
OG0007080	ASIC010432	AFUN2_006200
OG0007081	ASIC013411	AFUN2_001954
OG0007082	ASIC004923	AFUN2_004366
OG0007083	ASIC000479	AFUN2_011296
OG0007084	ASIC004999	AFUN2_006286
OG0007085	ASIC020176	AFUN2_011755
OG0007086	ASIC017880	AFUN2_014041
OG0007087	ASIC013064	AFUN2_007794
OG0007088	ASIC019054	AFUN2_008464
OG0007089	ASIC004145	AFUN2_004128
OG0007090	ASIC019457	AFUN2_013560
OG0007092	ASIC001421	AFUN2_013470
OG0007093	ASIC018685	AFUN2_010202
OG0007094	ASIC013438	AFUN2_012198
OG0007095	ASIC019667	AFUN2_008266
OG0007096	ASIC019851	AFUN2_012451
OG0007097	ASIC010823	AFUN2_003383
OG0007098	ASIC018801	AFUN2_004914
OG0007099	ASIC018642	AFUN2_006488
OG0007100	ASIC020487	AFUN2_011596
OG0007101	ASIC016188	AFUN2_008143
OG0007102	ASIC003506	AFUN2_002589
OG0007103	ASIC006078	AFUN2_000696
OG0007105	ASIC007446	AFUN2_001081
OG0007106	ASIC014834	AFUN2_013785
OG0007107	ASIC004935	AFUN2_002604
OG0007108	ASIC014553	AFUN2_004338
OG0007109	ASIC015995	AFUN2_008082
OG0007110	ASIC015192	AFUN2_009139
OG0007111	ASIC003102	AFUN2_014624
OG0007112	ASIC008631	AFUN2_007844
OG0007113	ASIC013309	AFUN2_008760
OG0007114	ASIC006637	AFUN2_013615
OG0007115	ASIC016998	AFUN2_010816
OG0007116	ASIC009154	AFUN2_014689
OG0007117	ASIC006087	AFUN2_014312
OG0007118	ASIC014980	AFUN2_003234
OG0007119	ASIC006457	AFUN2_004077
OG0007120	ASIC013009	AFUN2_012071
OG0007121	ASIC020976	AFUN2_013675
OG0007122	ASIC020980	AFUN2_011039
OG0007123	ASIC011462	AFUN2_013903, AFUN2_012974
OG0007124	ASIC009398	AFUN2_001070
OG0007125	ASIC020846	AFUN2_007431
OG0007126	ASIC016022	AFUN2_012703
OG0007127	ASIC000635	AFUN2_005768
OG0007128	ASIC003881	AFUN2_010150
OG0007129	ASIC011527	AFUN2_003499
OG0007130	ASIC004559	AFUN2_011635
OG0007131	ASIC010691	AFUN2_000700
OG0007132	ASIC003435	AFUN2_008518
OG0007133	ASIC011372	AFUN2_007190
OG0007134	ASIC016724	AFUN2_002350
OG0007135	ASIC012450	AFUN2_005520
OG0007136	ASIC011011	AFUN2_013096
OG0007137	ASIC022385	AFUN2_013218
OG0007138	ASIC019782	AFUN2_012920
OG0007139	ASIC019942	AFUN2_003616
OG0007140	ASIC003004	AFUN2_001992
OG0007141	ASIC019697	AFUN2_012077
OG0007142	ASIC004731	AFUN2_001554
OG0007143	ASIC006619	AFUN2_008644
OG0007144	ASIC000812	AFUN2_005677
OG0007145	ASIC016200	AFUN2_012725
OG0007146	ASIC005659	AFUN2_013894
OG0007147	ASIC012235	AFUN2_008676
OG0007148	ASIC015109	AFUN2_010734
OG0007149	ASIC005964	AFUN2_012799
OG0007150	ASIC008904	AFUN2_013420
OG0007151	ASIC013887	AFUN2_008465
OG0007152	ASIC007772	AFUN2_011426
OG0007153	ASIC006636	AFUN2_000722
OG0007154	ASIC006526	AFUN2_006987
OG0007155	ASIC011564	AFUN2_011142
OG0007156	ASIC012707	AFUN2_007893
OG0007157	ASIC006865	AFUN2_008162
OG0007158	ASIC011411	AFUN2_013585
OG0007159	ASIC021211	AFUN2_014439
OG0007160	ASIC011808	AFUN2_001557
OG0007161	ASIC004124	AFUN2_002584
OG0007162	ASIC012330	AFUN2_013323
OG0007163	ASIC016036	AFUN2_012542
OG0007164	ASIC021892	AFUN2_013227
OG0007165	ASIC004905	AFUN2_006924
OG0007166	ASIC019510	AFUN2_000669
OG0007167	ASIC009895	AFUN2_005317
OG0007168	ASIC010420	AFUN2_012124
OG0007169	ASIC019142	AFUN2_001511
OG0007170	ASIC019179	AFUN2_000397
OG0007171	ASIC018294	AFUN2_007747
OG0007172	ASIC017475	AFUN2_010224
OG0007173	ASIC008742, ASIC008744	AFUN2_007910
OG0007175	ASIC002442	AFUN2_004324
OG0007176	ASIC005075	AFUN2_012888
OG0007177	ASIC018147	AFUN2_009354
OG0007178	ASIC018319	AFUN2_003908
OG0007179	ASIC003947	AFUN2_013827
OG0007180	ASIC022083	AFUN2_009419
OG0007181	ASIC005242	AFUN2_012659
OG0007182	ASIC022297	AFUN2_000744
OG0007183	ASIC018604	AFUN2_014080
OG0007184	ASIC018330	AFUN2_007666
OG0007185	ASIC006219	AFUN2_011899
OG0007186	ASIC016636	AFUN2_005346
OG0007187	ASIC010299	AFUN2_004172
OG0007188	ASIC006056	AFUN2_011787
OG0007189	ASIC014914	AFUN2_000399
OG0007190	ASIC010928	AFUN2_002836
OG0007191	ASIC021059	AFUN2_010274
OG0007192	ASIC003739	AFUN2_005528
OG0007193	ASIC021363	AFUN2_010174
OG0007194	ASIC020125	AFUN2_009618
OG0007195	ASIC005654	AFUN2_010485
OG0007196	ASIC019552	AFUN2_000778
OG0007197	ASIC015103	AFUN2_013667
OG0007198	ASIC017049	AFUN2_000584
OG0007199	ASIC019515	AFUN2_012260
OG0007200	ASIC014465	AFUN2_010153
OG0007201	ASIC013675	AFUN2_001350
OG0007202	ASIC007173	AFUN2_012041
OG0007203	ASIC003571	AFUN2_001827
OG0007204	ASIC019797	AFUN2_013381
OG0007205	ASIC008395	AFUN2_013299
OG0007206	ASIC014707	AFUN2_005048
OG0007207	ASIC010266	AFUN2_006412
OG0007208	ASIC014622	AFUN2_007235
OG0007209	ASIC010345	AFUN2_008135
OG0007210	ASIC014430	AFUN2_011817
OG0007211	ASIC016452	AFUN2_007562
OG0007212	ASIC016476	AFUN2_007915
OG0007213	ASIC021727	AFUN2_011963
OG0007214	ASIC007874	AFUN2_000764
OG0007215	ASIC021168	AFUN2_003328
OG0007216	ASIC007558	AFUN2_009899
OG0007217	ASIC009022	AFUN2_012879
OG0007218	ASIC014336	AFUN2_005680
OG0007219	ASIC006467	AFUN2_003364
OG0007220	ASIC008723	AFUN2_009216
OG0007221	ASIC005332	AFUN2_002932
OG0007222	ASIC019595	AFUN2_011452
OG0007223	ASIC014368	AFUN2_009862
OG0007224	ASIC007619	AFUN2_005846
OG0007225	ASIC005606	AFUN2_009175
OG0007226	ASIC012201	AFUN2_007948
OG0007227	ASIC007460	AFUN2_003937
OG0007228	ASIC011762	AFUN2_004463
OG0007229	ASIC019808	AFUN2_010264
OG0007230	ASIC011804	AFUN2_013677
OG0007231	ASIC012245	AFUN2_007011
OG0007233	ASIC013574	AFUN2_008838
OG0007234	ASIC009071	AFUN2_004111
OG0007235	ASIC020792	AFUN2_004893
OG0007236	ASIC020361	AFUN2_003007
OG0007238	ASIC012766	AFUN2_012721
OG0007239	ASIC015091	AFUN2_009094
OG0007240	ASIC019247	AFUN2_005069
OG0007242	ASIC002904	AFUN2_008412
OG0007243	ASIC019780	AFUN2_013223
OG0007244	ASIC002502	AFUN2_008415
OG0007245	ASIC009637	AFUN2_001852
OG0007246	ASIC011063	AFUN2_008938
OG0007247	ASIC020538	AFUN2_001496
OG0007248	ASIC004454	AFUN2_007520
OG0007249	ASIC009719	AFUN2_010072
OG0007250	ASIC017071	AFUN2_014179
OG0007252	ASIC008772	AFUN2_008698
OG0007253	ASIC021038	AFUN2_003518
OG0007254	ASIC011820	AFUN2_010587
OG0007255	ASIC016412	AFUN2_014142
OG0007256	ASIC014345	AFUN2_012952
OG0007257	ASIC015675	AFUN2_001199
OG0007258	ASIC013081	AFUN2_008400
OG0007259	ASIC005681	AFUN2_012000
OG0007260	ASIC021617	AFUN2_004456
OG0007261	ASIC005757	AFUN2_001545
OG0007262	ASIC016887	AFUN2_008311
OG0007263	ASIC020308	AFUN2_012875
OG0007264	ASIC011732	AFUN2_010545
OG0007265	ASIC003344	AFUN2_007732
OG0007267	ASIC022342	AFUN2_005687
OG0007268	ASIC008481	AFUN2_009535
OG0007269	ASIC004940	AFUN2_002892
OG0007270	ASIC009828	AFUN2_009199
OG0007271	ASIC002474	AFUN2_014731
OG0007272	ASIC018321	AFUN2_000548
OG0007273	ASIC008668	AFUN2_004951
OG0007274	ASIC009894	AFUN2_003863
OG0007275	ASIC008303	AFUN2_000630
OG0007276	ASIC018329	AFUN2_006265
OG0007277	ASIC009528	AFUN2_001745
OG0007278	ASIC019811	AFUN2_001403
OG0007279	ASIC007708	AFUN2_001931
OG0007280	ASIC022078	AFUN2_004542
OG0007281	ASIC011064	AFUN2_011240
OG0007282	ASIC008802	AFUN2_001162
OG0007283	ASIC017633	AFUN2_006613
OG0007284	ASIC006247	AFUN2_008685
OG0007285	ASIC002567	AFUN2_006028
OG0007286	ASIC019860	AFUN2_012350
OG0007287	ASIC007647	AFUN2_006724
OG0007288	ASIC020457	AFUN2_009397
OG0007290	ASIC005758	AFUN2_010188
OG0007291	ASIC016441	AFUN2_012271
OG0007292	ASIC021397	AFUN2_001315
OG0007293	ASIC014091	AFUN2_006829
OG0007294	ASIC005205	AFUN2_013970
OG0007295	ASIC005366	AFUN2_008225
OG0007296	ASIC011914	AFUN2_003257
OG0007297	ASIC016377	AFUN2_010821
OG0007298	ASIC022178	AFUN2_007444
OG0007299	ASIC018822	AFUN2_006332
OG0007300	ASIC006774	AFUN2_001006
OG0007301	ASIC018939	AFUN2_012905
OG0007303	ASIC006220	AFUN2_007638
OG0007304	ASIC007389	AFUN2_002718
OG0007305	ASIC007094	AFUN2_007736
OG0007306	ASIC005532	AFUN2_013692
OG0007307	ASIC003112	AFUN2_008032
OG0007308	ASIC015481	AFUN2_007548
OG0007309	ASIC018468	AFUN2_007767
OG0007310	ASIC002547	AFUN2_011327
OG0007311	ASIC012525	AFUN2_001250
OG0007312	ASIC016374	AFUN2_008643
OG0007313	ASIC018732	AFUN2_003271
OG0007314	ASIC015454	AFUN2_003765
OG0007315	ASIC007419	AFUN2_001136
OG0007317	ASIC004912	AFUN2_013701
OG0007318	ASIC009476	AFUN2_008196
OG0007319	ASIC020363	AFUN2_005287
OG0007320	ASIC014927	AFUN2_010586
OG0007321	ASIC005069	AFUN2_014497
OG0007322	ASIC015129	AFUN2_003994
OG0007323	ASIC010485	AFUN2_005893
OG0007325	ASIC016439	AFUN2_010606
OG0007326	ASIC021996	AFUN2_008474
OG0007327	ASIC005381	AFUN2_008174
OG0007328	ASIC008095	AFUN2_001690
OG0007329	ASIC007431	AFUN2_012880
OG0007330	ASIC006980	AFUN2_009595
OG0007331	ASIC001079	AFUN2_013505
OG0007332	ASIC008912	AFUN2_006085
OG0007333	ASIC010619	AFUN2_010487
OG0007334	ASIC018341	AFUN2_001998
OG0007335	ASIC016106	AFUN2_005278
OG0007336	ASIC012209	AFUN2_003228
OG0007337	ASIC017233	AFUN2_013247
OG0007338	ASIC014206	AFUN2_002070
OG0007339	ASIC020514	AFUN2_006979
OG0007340	ASIC014334	AFUN2_011947
OG0007341	ASIC010891	AFUN2_005083
OG0007342	ASIC011605	AFUN2_013510
OG0007343	ASIC004312	AFUN2_003402
OG0007344	ASIC021004	AFUN2_008442
OG0007345	ASIC020600	AFUN2_013250
OG0007346	ASIC017065	AFUN2_006051
OG0007347	ASIC016103	AFUN2_009031
OG0007348	ASIC019237	AFUN2_014716
OG0007349	ASIC014536	AFUN2_003814
OG0007350	ASIC009380	AFUN2_003828
OG0007351	ASIC009614	AFUN2_008352
OG0007353	ASIC002916	AFUN2_003327
OG0007354	ASIC016575	AFUN2_003344
OG0007355	ASIC005139	AFUN2_003294
OG0007356	ASIC004983	AFUN2_012846
OG0007357	ASIC013579	AFUN2_014098
OG0007358	ASIC015106	AFUN2_010446
OG0007359	ASIC005257	AFUN2_006833
OG0007360	ASIC010324	AFUN2_003158
OG0007361	ASIC002645	AFUN2_013543
OG0007362	ASIC016391	AFUN2_009986
OG0007363	ASIC006730	AFUN2_014389
OG0007364	ASIC013978	AFUN2_012531
OG0007365	ASIC003699	AFUN2_011705
OG0007366	ASIC016841	AFUN2_008428
OG0007367	ASIC005507	AFUN2_005453
OG0007368	ASIC007714	AFUN2_002973
OG0007369	ASIC021933	AFUN2_014592
OG0007370	ASIC015140	AFUN2_008248
OG0007371	ASIC008900	AFUN2_001480
OG0007372	ASIC018877	AFUN2_002977
OG0007373	ASIC010225	AFUN2_006329
OG0007374	ASIC007580	AFUN2_004733
OG0007375	ASIC002901	AFUN2_013938
OG0007376	ASIC017014	AFUN2_009646
OG0007377	ASIC013212	AFUN2_003311
OG0007378	ASIC019598	AFUN2_010743
OG0007379	ASIC004400	AFUN2_012304
OG0007380	ASIC019268	AFUN2_006472
OG0007381	ASIC010408	AFUN2_011974
OG0007382	ASIC019617	AFUN2_010983
OG0007383	ASIC006800	AFUN2_012222
OG0007384	ASIC002920	AFUN2_006591
OG0007385	ASIC007218	AFUN2_011741
OG0007386	ASIC020446	AFUN2_008100
OG0007387	ASIC022313	AFUN2_007364
OG0007388	ASIC008017	AFUN2_010266
OG0007389	ASIC005919	AFUN2_009756
OG0007390	ASIC013780	AFUN2_000989
OG0007391	ASIC011044	AFUN2_000874
OG0007393	ASIC011327	AFUN2_005042
OG0007394	ASIC002733	AFUN2_011894
OG0007395	ASIC015521	AFUN2_010384
OG0007396	ASIC002999	AFUN2_004282
OG0007397	ASIC009705	AFUN2_007322
OG0007398	ASIC018739	AFUN2_014335
OG0007399	ASIC018149	AFUN2_009225
OG0007400	ASIC009426	AFUN2_001789
OG0007401	ASIC021621	AFUN2_010639
OG0007402	ASIC019878	AFUN2_011928
OG0007403	ASIC010405	AFUN2_008084
OG0007404	ASIC008186	AFUN2_010108
OG0007405	ASIC019836	AFUN2_007651
OG0007406	ASIC007746	AFUN2_008498
OG0007407	ASIC018948	AFUN2_011671
OG0007408	ASIC018322	AFUN2_014606
OG0007409	ASIC011274	AFUN2_010534
OG0007410	ASIC002017	AFUN2_002801
OG0007411	ASIC006090	AFUN2_003710
OG0007412	ASIC003211	AFUN2_002451
OG0007413	ASIC002561	AFUN2_001613
OG0007414	ASIC003722	AFUN2_009423
OG0007415	ASIC018803	AFUN2_005061
OG0007416	ASIC010079	AFUN2_010414
OG0007417	ASIC007188	AFUN2_005457
OG0007418	ASIC018980	AFUN2_014409
OG0007419	ASIC012647	AFUN2_012379
OG0007420	ASIC016803	AFUN2_013848
OG0007421	ASIC017489	AFUN2_014380
OG0007422	ASIC020041	AFUN2_002630
OG0007423	ASIC021336	AFUN2_004732
OG0007424	ASIC005203	AFUN2_007558
OG0007425	ASIC006801	AFUN2_009372
OG0007426	ASIC020515	AFUN2_010986
OG0007428	ASIC018608	AFUN2_010589
OG0007429	ASIC019136	AFUN2_000408
OG0007430	ASIC007782	AFUN2_009378
OG0007431	ASIC012287	AFUN2_001272
OG0007432	ASIC005097	AFUN2_005729
OG0007433	ASIC014675	AFUN2_008467
OG0007434	ASIC014912	AFUN2_012072
OG0007435	ASIC017952	AFUN2_013998
OG0007436	ASIC021144	AFUN2_011037
OG0007437	ASIC013879	AFUN2_009554
OG0007438	ASIC018593	AFUN2_010288
OG0007439	ASIC017206	AFUN2_013416
OG0007440	ASIC016699	AFUN2_013127
OG0007441	ASIC013938	AFUN2_002161
OG0007442	ASIC014456	AFUN2_006676
OG0007443	ASIC016534	AFUN2_013877
OG0007444	ASIC007127	AFUN2_002765
OG0007445	ASIC010292	AFUN2_006697
OG0007446	ASIC019783	AFUN2_011667
OG0007447	ASIC014843	AFUN2_002129
OG0007448	ASIC011045	AFUN2_004941
OG0007449	ASIC018833	AFUN2_013687
OG0007450	ASIC005725	AFUN2_001845
OG0007451	ASIC008600	AFUN2_012204
OG0007452	ASIC015877	AFUN2_003099
OG0007453	ASIC020211	AFUN2_007752
OG0007454	ASIC010354	AFUN2_009038
OG0007455	ASIC016764	AFUN2_000516
OG0007456	ASIC012990	AFUN2_014178
OG0007457	ASIC019699	AFUN2_013463
OG0007459	ASIC020962	AFUN2_010997
OG0007460	ASIC012011, ASIC012012	AFUN2_003973
OG0007461	ASIC012425	AFUN2_006467
OG0007462	ASIC011993, ASIC011992	AFUN2_004788
OG0007463	ASIC012771	AFUN2_011022
OG0007464	ASIC005719	AFUN2_007678
OG0007465	ASIC004213, ASIC010755	AFUN2_002553
OG0007466	ASIC006478	AFUN2_010368
OG0007468	ASIC018340	AFUN2_007577
OG0007469	ASIC019586	AFUN2_003692
OG0007470	ASIC016437	AFUN2_007756
OG0007472	ASIC005231	AFUN2_005330
OG0007473	ASIC018527	AFUN2_009857
OG0007474	ASIC000897, ASIC000898	AFUN2_009462
OG0007476	ASIC018638	AFUN2_005344
OG0007477	ASIC016033	AFUN2_011637
OG0007478	ASIC005256	AFUN2_001499
OG0007479	ASIC014953	AFUN2_004744
OG0007480	ASIC017445	AFUN2_008848
OG0007482	ASIC001456	AFUN2_001619
OG0007483	ASIC019775	AFUN2_007175
OG0007484	ASIC020829	AFUN2_009229
OG0007485	ASIC016642	AFUN2_004767
OG0007486	ASIC021604	AFUN2_003282
OG0007487	ASIC003443	AFUN2_007729
OG0007489	ASIC011942	AFUN2_006323
OG0007490	ASIC005365	AFUN2_005566
OG0007491	ASIC003742	AFUN2_012788
OG0007492	ASIC011116	AFUN2_007040
OG0007493	ASIC005229	AFUN2_002701
OG0007494	ASIC005126	AFUN2_007591
OG0007495	ASIC008722	AFUN2_006263
OG0007496	ASIC012205	AFUN2_013454
