Orthogroup	AsinensisChina	AdirusWRAIR2
OG0007264	ASIC011732	ADIR008962
OG0007265	ASIC003344	ADIR002757
OG0007267	ASIC022342	ADIR000016
OG0007268	ASIC008481	ADIR005231
OG0007269	ASIC004940	ADIR000501
OG0007270	ASIC009828	ADIR003191
OG0007271	ASIC002474	ADIR001906
OG0007272	ASIC018321	ADIR002210
OG0007273	ASIC008668	ADIR009423
OG0007274	ASIC009894	ADIR003801
OG0007275	ASIC008303	ADIR002684
OG0007276	ASIC018329	ADIR002203
OG0007277	ASIC009528	ADIR004626
OG0007278	ASIC019811	ADIR007209
OG0007279	ASIC007708	ADIR001373
OG0007280	ASIC022078	ADIR005103
OG0007281	ASIC011064	ADIR008704
OG0007282	ASIC008802	ADIR008255
OG0007283	ASIC017633	ADIR011262
OG0007284	ASIC006247	ADIR001386
OG0007285	ASIC002567	ADIR002921
OG0007286	ASIC019860	ADIR015898
OG0007287	ASIC007647	ADIR000804
OG0007288	ASIC020457	ADIR001042
OG0007290	ASIC005758	ADIR005548
OG0007291	ASIC016441	ADIR001646
OG0007292	ASIC021397	ADIR009011
OG0007293	ASIC014091	ADIR003485
OG0007294	ASIC005205	ADIR011642
OG0007295	ASIC005366	ADIR000791
OG0007296	ASIC011914	ADIR000185
OG0007297	ASIC016377	ADIR007803
OG0007298	ASIC022178	ADIR002065
OG0007299	ASIC018822	ADIR008573
OG0007300	ASIC006774	ADIR000921
OG0007301	ASIC018939	ADIR008037
OG0007303	ASIC006220	ADIR010739
OG0007304	ASIC007389	ADIR006087
OG0007305	ASIC007094	ADIR000863
OG0007306	ASIC005532	ADIR002895
OG0007307	ASIC003112	ADIR000786
OG0007308	ASIC015481	ADIR000252
OG0007309	ASIC018468	ADIR007894
OG0007310	ASIC002547	ADIR006843
OG0007311	ASIC012525	ADIR008519
OG0007312	ASIC016374	ADIR007800
OG0007313	ASIC018732	ADIR007714
OG0007314	ASIC015455, ASIC015454	ADIR000267
OG0007315	ASIC007419	ADIR005902
OG0007317	ASIC004912	ADIR010506
OG0007318	ASIC009476	ADIR005754
OG0007319	ASIC020363	ADIR000811
OG0007320	ASIC014927	ADIR011515
OG0007321	ASIC005069	ADIR001603
OG0007322	ASIC015129	ADIR006696
OG0007323	ASIC010485	ADIR003442
OG0007325	ASIC016439	ADIR001645
OG0007326	ASIC021996	ADIR010284
OG0007327	ASIC005381	ADIR001087
OG0007328	ASIC008095	ADIR010138
OG0007329	ASIC007431	ADIR005909
OG0007330	ASIC006980	ADIR011058
OG0007331	ASIC001079	ADIR010680
OG0007332	ASIC008912	ADIR005851
OG0007333	ASIC010619	ADIR011210
OG0007334	ASIC018341	ADIR002176
OG0007335	ASIC016106	ADIR009797
OG0007336	ASIC012209	ADIR003857
OG0007337	ASIC017233	ADIR005119
OG0007338	ASIC014206	ADIR010939
OG0007339	ASIC020514	ADIR000113
OG0007340	ASIC014334	ADIR005883
OG0007341	ASIC010891	ADIR009076
OG0007342	ASIC011605	ADIR007479
OG0007343	ASIC004312	ADIR015814
OG0007344	ASIC021004	ADIR010170
OG0007345	ASIC020600	ADIR002886
OG0007346	ASIC017065	ADIR001444
OG0007347	ASIC016103	ADIR009799
OG0007348	ASIC019237	ADIR007939
OG0007350	ASIC009380	ADIR010901
OG0007351	ASIC009614	ADIR006753
OG0007353	ASIC002916	ADIR009756
OG0007354	ASIC016575	ADIR007737
OG0007355	ASIC005139	ADIR001103
OG0007356	ASIC004983	ADIR009647
OG0007357	ASIC013579	ADIR011093
OG0007358	ASIC015106	ADIR006709
OG0007359	ASIC005257	ADIR001261
OG0007360	ASIC010324	ADIR000310
OG0007361	ASIC002645	ADIR004672
OG0007362	ASIC016391	ADIR007810
OG0007364	ASIC013978	ADIR010187
OG0007365	ASIC003699	ADIR007164
OG0007366	ASIC016841	ADIR007774
OG0007367	ASIC005507	ADIR008309
OG0007368	ASIC007714	ADIR000893
OG0007369	ASIC021933	ADIR010265
OG0007370	ASIC015140	ADIR007538
OG0007371	ASIC008900	ADIR005843
OG0007372	ASIC018877	ADIR004270
OG0007373	ASIC010225	ADIR001485
OG0007374	ASIC007580	ADIR001074
OG0007375	ASIC002901	ADIR008811
OG0007376	ASIC017014	ADIR001252
OG0007377	ASIC013212	ADIR002856
OG0007378	ASIC019598	ADIR007331
OG0007379	ASIC004400	ADIR010458
OG0007380	ASIC019268	ADIR007993
OG0007381	ASIC010408	ADIR009223
OG0007382	ASIC019617	ADIR003579
OG0007383	ASIC006800	ADIR011664
OG0007384	ASIC002920	ADIR005812
OG0007385	ASIC007218	ADIR006010
OG0007386	ASIC020446	ADIR004610
OG0007387	ASIC022313	ADIR011560
OG0007388	ASIC008017	ADIR003104
OG0007389	ASIC005919	ADIR004986
OG0007390	ASIC013780	ADIR004316
OG0007391	ASIC011044	ADIR016143
OG0007393	ASIC011327	ADIR002564
OG0007394	ASIC002733	ADIR002937
OG0007395	ASIC015521	ADIR000232
OG0007396	ASIC002999	ADIR006950
OG0007397	ASIC009705	ADIR001123
OG0007398	ASIC018739	ADIR007712
OG0007399	ASIC018149	ADIR015771
OG0007400	ASIC009426	ADIR005571
OG0007401	ASIC021621	ADIR003694
OG0007402	ASIC019878	ADIR007344
OG0007403	ASIC010405	ADIR009222
OG0007404	ASIC008186	ADIR003071
OG0007405	ASIC019836	ADIR007195
OG0007406	ASIC007746	ADIR008247
OG0007407	ASIC018948	ADIR016199
OG0007408	ASIC018322	ADIR002209
OG0007409	ASIC011274	ADIR009153
OG0007410	ASIC002017	ADIR006541
OG0007411	ASIC006090	ADIR000678
OG0007412	ASIC003211	ADIR010629
OG0007413	ASIC002561	ADIR002925
OG0007414	ASIC003722	ADIR007128
OG0007415	ASIC018803	ADIR008733
OG0007416	ASIC010079	ADIR006429
OG0007417	ASIC007188	ADIR005991
OG0007418	ASIC018980	ADIR007982
OG0007419	ASIC012647	ADIR005444
OG0007420	ASIC016803	ADIR004216
OG0007421	ASIC017489	ADIR000156
OG0007422	ASIC020041	ADIR010693
OG0007423	ASIC021336	ADIR016156
OG0007424	ASIC005203	ADIR011644
OG0007425	ASIC006801	ADIR011663
OG0007426	ASIC020515	ADIR000112
OG0007428	ASIC018608	ADIR008668
OG0007429	ASIC019136	ADIR003651
OG0007430	ASIC007782	ADIR008205
OG0007431	ASIC012287	ADIR001554
OG0007432	ASIC005097	ADIR009670
OG0007433	ASIC014675	ADIR005169
OG0007434	ASIC014912	ADIR003788
OG0007435	ASIC017952	ADIR009606
OG0007436	ASIC021144	ADIR008594
OG0007437	ASIC013879	ADIR009441
OG0007438	ASIC018593	ADIR011525
OG0007439	ASIC017206	ADIR005140
OG0007440	ASIC016699	ADIR007925
OG0007441	ASIC013938	ADIR002595
OG0007442	ASIC014456	ADIR001704
OG0007443	ASIC016534	ADIR001614
OG0007444	ASIC007127	ADIR005293
OG0007445	ASIC010292	ADIR001157
OG0007446	ASIC019783	ADIR007228
OG0007447	ASIC014843	ADIR006645
OG0007448	ASIC011045	ADIR008048
OG0007449	ASIC018833	ADIR007183
OG0007450	ASIC005725	ADIR009345
OG0007451	ASIC008600	ADIR009397
OG0007452	ASIC015877	ADIR009744
OG0007453	ASIC020211	ADIR008972
OG0007454	ASIC010354	ADIR010794
OG0007455	ASIC016764	ADIR003719
OG0007456	ASIC012990	ADIR006910
OG0007457	ASIC019699	ADIR007282
OG0007459	ASIC020962	ADIR006589
OG0007460	ASIC012011, ASIC012012	ADIR010633
OG0007461	ASIC012425	ADIR008776
OG0007462	ASIC011993, ASIC011992	ADIR010643
OG0007463	ASIC012771	ADIR011503
OG0007464	ASIC005719	ADIR005018
OG0007465	ASIC004213, ASIC010755	ADIR006787
OG0007466	ASIC006478	ADIR004685
OG0007468	ASIC018340	ADIR002177
OG0007469	ASIC019586	ADIR004319
OG0007470	ASIC016437	ADIR001643
OG0007472	ASIC005231	ADIR001505
OG0007473	ASIC018527	ADIR007872
OG0007474	ASIC000897, ASIC000898	ADIR000158
OG0007476	ASIC018638	ADIR008678
OG0007477	ASIC016033	ADIR001671
OG0007478	ASIC005256	ADIR001262
OG0007479	ASIC014953	ADIR009198
OG0007480	ASIC017445	ADIR007378
OG0007482	ASIC001456	ADIR000754
OG0007483	ASIC019775	ADIR007232
OG0007484	ASIC020829	ADIR002848
OG0007485	ASIC016642	ADIR008081
OG0007486	ASIC021604	ADIR003688
OG0007487	ASIC003443	ADIR011085
OG0007489	ASIC011942	ADIR002605
OG0007490	ASIC005365	ADIR000787
OG0007491	ASIC003742	ADIR007060
OG0007492	ASIC011116	ADIR008278
OG0007493	ASIC005229	ADIR001506
OG0007494	ASIC005126	ADIR000982
OG0007495	ASIC008722	ADIR006496
OG0007496	ASIC012205	ADIR015698
OG0007497	ASIC020591	ADIR005411
OG0007498	ASIC002447	ADIR007170
OG0007499	ASIC009897	ADIR007354
OG0007500	ASIC020602	ADIR005424
OG0007501	ASIC003483	ADIR001032
OG0007502	ASIC005991, ASIC005989, ASIC005028	ADIR000391
OG0007503	ASIC014090	ADIR003484
OG0007504	ASIC022210	ADIR002080
OG0007505	ASIC011222	ADIR005726
OG0007506	ASIC014768	ADIR002022
OG0007507	ASIC001025	ADIR007664
OG0007508	ASIC005862	ADIR004982
OG0007509	ASIC013973	ADIR010186
OG0007510	ASIC006676	ADIR006275
OG0007511	ASIC007102	ADIR003938
OG0007512	ASIC010676	ADIR015507
OG0007513	ASIC003775	ADIR007025
OG0007514	ASIC011053	ADIR008711
OG0007515	ASIC019998	ADIR002915
OG0007516	ASIC019685	ADIR007305
OG0007517	ASIC000729	ADIR003015
OG0007518	ASIC008124	ADIR000327
OG0007519	ASIC006968	ADIR011215
OG0007520	ASIC014959	ADIR009195
OG0007522	ASIC003090	ADIR008795
OG0007523	ASIC003994	ADIR001066
OG0007524	ASIC018648	ADIR009245
OG0007525	ASIC016754	ADIR003713
OG0007526	ASIC014533	ADIR004734
OG0007527	ASIC003948	ADIR011698
OG0007529	ASIC021793	ADIR002992
OG0007530	ASIC019509	ADIR007587
OG0007531	ASIC009761	ADIR008401
OG0007532	ASIC002727	ADIR002939
OG0007533	ASIC000585	ADIR001481
OG0007534	ASIC021809	ADIR002981
OG0007536	ASIC018472	ADIR007886
OG0007537	ASIC019052	ADIR003621
OG0007538	ASIC007212	ADIR006006
OG0007539	ASIC007121	ADIR001492
OG0007540	ASIC009763	ADIR008402
OG0007541	ASIC016241	ADIR011016
OG0007542	ASIC006649	ADIR015523
OG0007543	ASIC012907	ADIR016164
OG0007544	ASIC016611	ADIR006508
OG0007545	ASIC011844	ADIR009124
OG0007546	ASIC022363	ADIR000004
OG0007547	ASIC017942	ADIR009672
OG0007548	ASIC005241	ADIR005216
OG0007549	ASIC019953	ADIR001896
OG0007550	ASIC008681	ADIR011361
OG0007551	ASIC006661	ADIR006262
OG0007552	ASIC021724	ADIR002577
OG0007553	ASIC014087	ADIR003482
OG0007554	ASIC017253	ADIR004813
OG0007555	ASIC006097	ADIR011453
OG0007556	ASIC003438	ADIR011081
OG0007557	ASIC017938	ADIR009677
OG0007558	ASIC010005	ADIR011204
OG0007559	ASIC008472	ADIR005256
OG0007560	ASIC011220	ADIR005725
OG0007561	ASIC018752	ADIR007707
OG0007562	ASIC018284	ADIR002235
OG0007563	ASIC017311	ADIR005042
OG0007564	ASIC014239	ADIR009085
OG0007565	ASIC010409	ADIR009224
OG0007566	ASIC006248	ADIR001385
OG0007567	ASIC014343	ADIR011275
OG0007568	ASIC016095	ADIR009805
OG0007569	ASIC007467	ADIR005962
OG0007570	ASIC011052	ADIR008722
OG0007571	ASIC012624	ADIR002787
OG0007572	ASIC010578	ADIR009953
OG0007573	ASIC014300	ADIR005861
OG0007574	ASIC012435	ADIR015684
OG0007575	ASIC016644, ASIC016633	ADIR006510
OG0007576	ASIC018987	ADIR016157
OG0007577	ASIC017453	ADIR000127
OG0007578	ASIC005762	ADIR005551
OG0007579	ASIC014898	ADIR008412
OG0007580	ASIC017393	ADIR004015
OG0007581	ASIC003754	ADIR007067
OG0007582	ASIC014587	ADIR004741
OG0007583	ASIC018020	ADIR000529
OG0007584	ASIC000839	ADIR002745
OG0007585	ASIC004853	ADIR010384
OG0007586	ASIC008243	ADIR010564
OG0007587	ASIC016775	ADIR003729
OG0007588	ASIC006310	ADIR000842
OG0007589	ASIC005162	ADIR001078
OG0007590	ASIC014069	ADIR001739
OG0007591	ASIC010884	ADIR009072
OG0007592	ASIC008473	ADIR005255
OG0007593	ASIC015110	ADIR006704
OG0007594	ASIC003196	ADIR008347
OG0007595	ASIC017236	ADIR005114
OG0007596	ASIC007515	ADIR003998
OG0007597	ASIC013319	ADIR008508
OG0007598	ASIC009248	ADIR000763
OG0007599	ASIC011953	ADIR002606
OG0007600	ASIC002445	ADIR006863
OG0007601	ASIC015080	ADIR007501
OG0007602	ASIC012527	ADIR003542
OG0007603	ASIC019031	ADIR007969
OG0007604	ASIC022341	ADIR000017
OG0007605	ASIC019387	ADIR001733
OG0007606	ASIC009114	ADIR006548
OG0007607	ASIC011641	ADIR016153
OG0007608	ASIC012861	ADIR009297
OG0007610	ASIC007674	ADIR001277
OG0007611	ASIC020453	ADIR001046
OG0007613	ASIC012223	ADIR003870
OG0007614	ASIC017121	ADIR002379
OG0007615	ASIC014897	ADIR008411
OG0007616	ASIC016714	ADIR004144
OG0007617	ASIC010274	ADIR001403
OG0007618	ASIC014710	ADIR003301
OG0007619	ASIC016483	ADIR001587
OG0007620	ASIC012293	ADIR015671
OG0007621	ASIC002440	ADIR006859
OG0007622	ASIC018753	ADIR007703
OG0007623	ASIC016244	ADIR011019
OG0007624	ASIC011746	ADIR007176
OG0007625	ASIC004456	ADIR011659
OG0007626	ASIC004094	ADIR015776
OG0007627	ASIC019040	ADIR008827
OG0007628	ASIC018229	ADIR000536
OG0007629	ASIC009506	ADIR000940
OG0007630	ASIC006381	ADIR006140
OG0007631	ASIC006786	ADIR000807
OG0007632	ASIC008072	ADIR010597
OG0007633	ASIC011688	ADIR007461
OG0007634	ASIC018794	ADIR008726
OG0007635	ASIC012343	ADIR003836
OG0007636	ASIC020870	ADIR003393
OG0007637	ASIC019294	ADIR009559
OG0007638	ASIC014916	ADIR003791
OG0007639	ASIC016964	ADIR004131
OG0007640	ASIC008462	ADIR009923
OG0007641	ASIC012042	ADIR011428
OG0007642	ASIC011750	ADIR004241
OG0007643	ASIC009732	ADIR001438
OG0007644	ASIC018941	ADIR008035
OG0007645	ASIC021879	ADIR004424
OG0007646	ASIC014907	ADIR003784
OG0007647	ASIC015005	ADIR003171
OG0007648	ASIC009491	ADIR000948
OG0007649	ASIC003968	ADIR004617
OG0007650	ASIC002311	ADIR003137
OG0007651	ASIC014666	ADIR005166
OG0007652	ASIC019624	ADIR003583
OG0007653	ASIC020511	ADIR000115
OG0007654	ASIC007461	ADIR005958
OG0007655	ASIC016842	ADIR006502
OG0007656	ASIC004567	ADIR010521
OG0007657	ASIC012888	ADIR008119
OG0007658	ASIC015034	ADIR007830
OG0007659	ASIC014988, ASIC015014	ADIR003178
OG0007660	ASIC009107	ADIR006398
OG0007661	ASIC016282	ADIR007401
OG0007662	ASIC009635	ADIR004650, ADIR003967
OG0007663	ASIC022158	ADIR006451
OG0007664	ASIC004648	ADIR005331
OG0007665	ASIC011967	ADIR004560
OG0007666	ASIC007267	ADIR006034
OG0007667	ASIC005754	ADIR005543
OG0007668	ASIC003017	ADIR006946
OG0007669	ASIC017067	ADIR001445
OG0007670	ASIC020943	ADIR005367
OG0007671	ASIC020241	ADIR005472
OG0007675	ASIC005070	ADIR004879
OG0007676	ASIC021189	ADIR008583
OG0007677	ASIC021218	ADIR003825
OG0007678	ASIC000956	ADIR003760
OG0007679	ASIC022287	ADIR009490
OG0007680	ASIC016960	ADIR001197
OG0007681	ASIC005163	ADIR001076
OG0007682	ASIC013774	ADIR001126
OG0007683	ASIC014926	ADIR011516
OG0007684	ASIC009042	ADIR002032
OG0007685	ASIC006261	ADIR001472
OG0007686	ASIC008585	ADIR004954
OG0007687	ASIC015132	ADIR006695
OG0007688	ASIC007774	ADIR008199
OG0007689	ASIC010562	ADIR010334
OG0007690	ASIC016828	ADIR007785
OG0007691	ASIC010278	ADIR001416
OG0007692	ASIC019658	ADIR004646
OG0007693	ASIC014641	ADIR004768
OG0007694	ASIC006914	ADIR011241
OG0007695	ASIC007189	ADIR005992
OG0007696	ASIC015372	ADIR000029
OG0007697	ASIC020327	ADIR000967
OG0007698	ASIC013834	ADIR000617
OG0007699	ASIC020594	ADIR005430
OG0007700	ASIC018025	ADIR000526
OG0007701	ASIC007605	ADIR004597
OG0007702	ASIC020527	ADIR000108
OG0007703	ASIC007807	ADIR008223
OG0007704	ASIC017449	ADIR007374
OG0007705	ASIC020566	ADIR000172
OG0007706	ASIC005941	ADIR003312
OG0007707	ASIC011380	ADIR010017
OG0007708	ASIC016003	ADIR002141
OG0007709	ASIC011024	ADIR007423
OG0007710	ASIC012492	ADIR004501
OG0007711	ASIC005287	ADIR006853
OG0007712	ASIC003724	ADIR007013
OG0007713	ASIC015608	ADIR000356
OG0007714	ASIC002700	ADIR009001
OG0007715	ASIC004097	ADIR015682
OG0007716	ASIC017461	ADIR000152
OG0007717	ASIC012773	ADIR011501
OG0007718	ASIC014957	ADIR009196
OG0007719	ASIC019600	ADIR003565
OG0007720	ASIC011763	ADIR004230
OG0007721	ASIC018940	ADIR008036
OG0007722	ASIC008666	ADIR009421
OG0007723	ASIC016686	ADIR016149
OG0007724	ASIC018172	ADIR002350
OG0007725	ASIC007346	ADIR006069
OG0007726	ASIC000573	ADIR001256
OG0007728	ASIC009952	ADIR000691
OG0007729	ASIC002294	ADIR006532
OG0007730	ASIC012584	ADIR002943
OG0007731	ASIC010648	ADIR000612
OG0007732	ASIC013636	ADIR011006
OG0007733	ASIC018607	ADIR008667
OG0007734	ASIC021607	ADIR003682
OG0007735	ASIC013461	ADIR004096
OG0007736	ASIC004583	ADIR010528
OG0007737	ASIC005005	ADIR009635
OG0007738	ASIC015384	ADIR009547
OG0007739	ASIC017898	ADIR000412
OG0007740	ASIC005777	ADIR005557
OG0007741	ASIC004855	ADIR010383
OG0007742	ASIC006289	ADIR001018
OG0007743	ASIC010265	ADIR001165
OG0007744	ASIC011177	ADIR005729
OG0007745	ASIC008963	ADIR005717
OG0007746	ASIC004253, ASIC004254	ADIR008494
OG0007747	ASIC019562, ASIC019566	ADIR007553
OG0007748	ASIC014942	ADIR007289
OG0007749	ASIC013405	ADIR010463
OG0007750	ASIC021084	ADIR006413
OG0007751	ASIC011569	ADIR010102
OG0007753	ASIC017167	ADIR005199
OG0007754	ASIC014167	ADIR010852
OG0007755	ASIC002895	ADIR008810
OG0007756	ASIC017501	ADIR000146
OG0007757	ASIC005165	ADIR001040
OG0007758	ASIC002370	ADIR010553
OG0007760	ASIC003750	ADIR007065
OG0007761	ASIC019867	ADIR006985
OG0007762	ASIC002056	ADIR008461
OG0007763	ASIC019845	ADIR007188
OG0007764	ASIC008914	ADIR008897
OG0007765	ASIC015431	ADIR009519
OG0007767	ASIC012486	ADIR003553
OG0007768	ASIC010734	ADIR006309
OG0007769	ASIC018235, ASIC018234	ADIR002273
OG0007770	ASIC009005	ADIR002446
OG0007771	ASIC009544	ADIR004647
OG0007772	ASIC003986	ADIR001212
OG0007773	ASIC010271	ADIR001405
OG0007774	ASIC014104	ADIR008264
OG0007776	ASIC015125	ADIR006699, ADIR006700
OG0007776	ASIC015122	ADIR006701
OG0007778	ASIC002844	ADIR008940
OG0007781	ASIC011999	ADIR010638
OG0007784	ASIC004449	ADIR001229
OG0007785	ASIC020122	ADIR005482
OG0007787	ASIC014968	ADIR009188
OG0007788	ASIC005784, ASIC007351, ASIC005783	ADIR014516
OG0007795	ASIC005323	ADIR011636, ADIR014476
OG0007802	ASIC018100	ADIR001955
OG0007803	ASIC010627	ADIR000602
OG0007804	ASIC009939	ADIR000697
OG0007804	ASIC010007, ASIC009936, ASIC009935	ADIR000695
OG0007806	ASIC013826	ADIR003262
OG0007806	ASIC013818	ADIR003263
OG0007808	ASIC013711, ASIC013712, ASIC013713	ADIR015566, ADIR004296
OG0007809	ASIC006907	ADIR004858
OG0007810	ASIC009739	ADIR008984
OG0007810	ASIC004644	ADIR005334
OG0007812	ASIC003050, ASIC002168	ADIR007669
OG0007814	ASIC007821, ASIC007822	ADIR008226
OG0007815	ASIC011735	ADIR008963
OG0007816	ASIC008656, ASIC008657	ADIR009416
OG0007818	ASIC000329, ASIC000327, ASIC000328	ADIR010653
OG0007819	ASIC010613	ADIR015721
OG0007841	ASIC000330	ADIR010652
OG0007844	ASIC012004	ADIR010634
OG0007845	ASIC019036	ADIR008824
OG0007846	ASIC003492	ADIR006641
OG0007847	ASIC019032	ADIR008821
OG0007851	ASIC014508	ADIR000203
OG0007854	ASIC014509	ADIR000204
OG0007856	ASIC009185	ADIR011530
OG0007857	ASIC009183	ADIR011532
OG0007858	ASIC009184	ADIR011531
OG0007859	ASIC012879	ADIR006915
OG0007861	ASIC019380	ADIR001735
OG0007864	ASIC012984	ADIR006907
OG0007865	ASIC015887	ADIR009750
OG0007868	ASIC019559	ADIR007556
OG0007869	ASIC010712	ADIR006310
OG0007870	ASIC016025	ADIR011035
OG0007871	ASIC021865	ADIR010261
OG0007872	ASIC010809	ADIR006303
OG0007873	ASIC010790	ADIR006308
OG0007876	ASIC000143	ADIR003188
OG0007880	ASIC008088	ADIR010135
OG0007883	ASIC021533	ADIR002822
OG0007885	ASIC021532	ADIR002821
OG0007886	ASIC013672, ASIC005072	ADIR009466
OG0007891	ASIC018224	ADIR000553
OG0007898	ASIC021325	ADIR008172
OG0007899	ASIC015470	ADIR000373
OG0007900	ASIC013914	ADIR011631
OG0007905	ASIC002783	ADIR011572
OG0007907	ASIC001194	ADIR011576
OG0007911	ASIC005760	ADIR005550
OG0007912	ASIC016404	ADIR007817
OG0007913	ASIC013327	ADIR003244
OG0007914	ASIC021756	ADIR008456
OG0007915	ASIC021776	ADIR003002
OG0007916	ASIC021768	ADIR008450
OG0007918	ASIC021774	ADIR003004
OG0007919	ASIC005138	ADIR005218
OG0007920	ASIC012289	ADIR015741
OG0007921	ASIC015392	ADIR009541
OG0007922	ASIC015397	ADIR009535
OG0007926	ASIC006882	ADIR004842
OG0007927	ASIC008618	ADIR006831
OG0007928	ASIC008513	ADIR006829
OG0007929	ASIC006673	ADIR006272
OG0007930	ASIC006677	ADIR006276
OG0007931	ASIC010844	ADIR006316
OG0007933	ASIC005930	ADIR004985
OG0007935	ASIC020496	ADIR001037
OG0007938	ASIC014909	ADIR003786
OG0007940	ASIC007795	ADIR008175
OG0007943	ASIC007763	ADIR008191
OG0007946	ASIC007748	ADIR008248
OG0007947	ASIC007744	ADIR008244
OG0007948	ASIC012387	ADIR008863
OG0007951	ASIC019841	ADIR007190
OG0007952	ASIC006233	ADIR001395
OG0007953	ASIC019264	ADIR007996
OG0007956	ASIC007103	ADIR003937
OG0007958	ASIC002973	ADIR000176
OG0007961	ASIC010182	ADIR014615
OG0007962	ASIC013031	ADIR014382
OG0007963	ASIC014076	ADIR003474
OG0007965	ASIC004789	ADIR001794
OG0007966	ASIC007436	ADIR005934
OG0007967	ASIC006530	ADIR004943
OG0007969	ASIC006532	ADIR004941
OG0007972	ASIC013155	ADIR000574
OG0007978	ASIC017747	ADIR011157
OG0007979	ASIC006487	ADIR004690
OG0007981	ASIC018715	ADIR004197
OG0007983	ASIC015839	ADIR006231
OG0007984	ASIC015767	ADIR005035
OG0007985	ASIC015757	ADIR006245
OG0007987	ASIC016769	ADIR003724
OG0007989	ASIC010325	ADIR000306
OG0007990	ASIC016801	ADIR004219
OG0007993	ASIC006952	ADIR011225
OG0007994	ASIC006675	ADIR006274
OG0007995	ASIC006979	ADIR011059
OG0007996	ASIC006965	ADIR011218
OG0008001	ASIC020008	ADIR006558
OG0008003	ASIC011331	ADIR010584
OG0008006	ASIC005156	ADIR003925
OG0008007	ASIC020450	ADIR004608
OG0008008	ASIC016986	ADIR004129
OG0008010	ASIC012062	ADIR011437
OG0008012	ASIC006103	ADIR004210
OG0008013	ASIC012061	ADIR011439
OG0008014	ASIC006075	ADIR011441
OG0008016	ASIC015574	ADIR002086
OG0008018	ASIC000165	ADIR005273
OG0008020	ASIC018198	ADIR002323
OG0008021	ASIC018197	ADIR002322
OG0008022	ASIC020326	ADIR000968
OG0008024	ASIC020342	ADIR001056
OG0008027	ASIC008501	ADIR005015
OG0008030	ASIC002487	ADIR006672
OG0008031	ASIC005209	ADIR001294
OG0008033	ASIC004401	ADIR010459
OG0008034	ASIC003494	ADIR006639
OG0008035	ASIC021889	ADIR004432
OG0008038	ASIC018399	ADIR016127
OG0008039	ASIC018385	ADIR000481
OG0008040	ASIC009307	ADIR005679
OG0008041	ASIC006567	ADIR004925
OG0008043	ASIC006578	ADIR004918
OG0008044	ASIC006628	ADIR004887
OG0008045	ASIC006622	ADIR004890
OG0008046	ASIC006178	ADIR005537
OG0008047	ASIC019746	ADIR007057
OG0008048	ASIC010209	ADIR008949
OG0008049	ASIC010615	ADIR014049
OG0008052	ASIC021858	ADIR010255
OG0008053	ASIC021860	ADIR010257
OG0008055	ASIC021862	ADIR010258
OG0008057	ASIC020882	ADIR003349
OG0008058	ASIC015364	ADIR009587
OG0008059	ASIC015365	ADIR009592
OG0008060	ASIC018238	ADIR002275
OG0008061	ASIC015361	ADIR009584
OG0008062	ASIC005269	ADIR010426
OG0008065	ASIC009469	ADIR004605
OG0008066	ASIC010273	ADIR001404
OG0008067	ASIC021685	ADIR010730
OG0008068	ASIC008981	ADIR015706
OG0008069	ASIC006211	ADIR001288
OG0008070	ASIC016756	ADIR003714
OG0008072	ASIC018441	ADIR007905
OG0008073	ASIC018408	ADIR006971
OG0008075	ASIC020930	ADIR005394
OG0008076	ASIC012748	ADIR000072, ADIR000070
OG0008078	ASIC005101	ADIR009664
OG0008079	ASIC018299	ADIR002225
OG0008081	ASIC001508	ADIR004871
OG0008082	ASIC012035	ADIR011340
OG0008083	ASIC012032	ADIR011337
OG0008084	ASIC018647	ADIR009785
OG0008085	ASIC017960	ADIR009602
OG0008087	ASIC015897	ADIR005591
OG0008089	ASIC001937	ADIR011615
OG0008092	ASIC008221	ADIR002480
OG0008093	ASIC005088	ADIR000242
OG0008095	ASIC007785	ADIR008206
OG0008097	ASIC012556	ADIR010487
OG0008102	ASIC003587	ADIR006552
OG0008103	ASIC001114	ADIR010621
OG0008105	ASIC022198	ADIR002071
OG0008107	ASIC014608	ADIR004746
OG0008108	ASIC014616	ADIR004753
OG0008109	ASIC019175	ADIR003677
OG0008110	ASIC015174	ADIR006720
OG0008111	ASIC011989	ADIR010645
OG0008113	ASIC003486	ADIR004572
OG0008116	ASIC008211	ADIR002713
OG0008117	ASIC020162	ADIR015985
OG0008118	ASIC020161	ADIR015986
OG0008120	ASIC009777	ADIR010414
OG0008128	ASIC019965	ADIR009501
OG0008129	ASIC019963	ADIR009499
OG0008132	ASIC015958	ADIR001804
OG0008135	ASIC005457	ADIR006389
OG0008138	ASIC017271	ADIR000705
OG0008139	ASIC007557	ADIR004465
OG0008141	ASIC016966	ADIR001199
OG0008142	ASIC018693	ADIR004199
OG0008143	ASIC007546	ADIR004466
OG0008149	ASIC008232	ADIR002488
OG0008156	ASIC021995	ADIR010283
OG0008157	ASIC015545	ADIR001853
OG0008162	ASIC011487	ADIR009968
OG0008163	ASIC013359	ADIR003226
OG0008164	ASIC013258	ADIR003325
OG0008165	ASIC013349	ADIR003231
OG0008166	ASIC008888	ADIR006602
OG0008167	ASIC005973	ADIR000377
OG0008168	ASIC015415	ADIR000368
OG0008169	ASIC019290	ADIR001746
OG0008170	ASIC019289	ADIR001747
