Orthogroup	AsinensisChina	AminimusMINIMUS1
OG0006935	ASIC012632	AMIN000362
OG0006936	ASIC000862	AMIN002517
OG0006937	ASIC004462	AMIN005555
OG0006938	ASIC020960	AMIN003170
OG0006939	ASIC021002	AMIN003623
OG0006940	ASIC010015	AMIN001728
OG0006941	ASIC009325	AMIN005032
OG0006942	ASIC016266	AMIN011136
OG0006943	ASIC021412	AMIN003120
OG0006944	ASIC017292	AMIN006180
OG0006945	ASIC018469	AMIN014839
OG0006946	ASIC002273	AMIN002882
OG0006947	ASIC008065	AMIN004628
OG0006948	ASIC015042	AMIN011120
OG0006949	ASIC000852	AMIN002510
OG0006950	ASIC015394	AMIN006930
OG0006951	ASIC012695	AMIN008375
OG0006952	ASIC011481	AMIN002324
OG0006953	ASIC004639	AMIN000199
OG0006954	ASIC017522	AMIN008853
OG0006955	ASIC009815	AMIN002795
OG0006956	ASIC015821	AMIN009668
OG0006957	ASIC016656	AMIN015501
OG0006958	ASIC019261	AMIN011301
OG0006959	ASIC019266	AMIN011304
OG0006960	ASIC014212	AMIN001688
OG0006961	ASIC014991	AMIN000630
OG0006962	ASIC013813	AMIN003943
OG0006963	ASIC014548	AMIN009568
OG0006964	ASIC019886	AMIN007764
OG0006965	ASIC017568	AMIN005918
OG0006966	ASIC007441	AMIN007115
OG0006967	ASIC006981	AMIN006229
OG0006968	ASIC015655	AMIN009319
OG0006969	ASIC010807	AMIN009757
OG0006970	ASIC003489	AMIN002648
OG0006971	ASIC010438	AMIN010764
OG0006972	ASIC008219	AMIN000508
OG0006974	ASIC010107	AMIN000145
OG0006975	ASIC001078	AMIN000851
OG0006976	ASIC019568	AMIN007807
OG0006977	ASIC011466	AMIN002314
OG0006978	ASIC013553	AMIN016155
OG0006979	ASIC016849	AMIN011188
OG0006980	ASIC017055	AMIN005448
OG0006981	ASIC007519	AMIN007240
OG0006982	ASIC010959	AMIN007055
OG0006983	ASIC011549	AMIN002221
OG0006984	ASIC010746	AMIN001638
OG0006985	ASIC022138	AMIN009468
OG0006986	ASIC017146	AMIN001948
OG0006987	ASIC003887	AMIN009285
OG0006988	ASIC002497	AMIN010376
OG0006989	ASIC016216	AMIN006276
OG0006990	ASIC022298	AMIN008685
OG0006992	ASIC016351	AMIN011357
OG0006993	ASIC007808	AMIN010580
OG0006994	ASIC010291	AMIN005690
OG0006995	ASIC021335	AMIN010537
OG0006996	ASIC014293	AMIN000043
OG0006997	ASIC014408	AMIN006136
OG0006998	ASIC017838	AMIN006895
OG0006999	ASIC017893	AMIN015503
OG0007000	ASIC014997	AMIN000629
OG0007001	ASIC016308	AMIN011023
OG0007002	ASIC014272	AMIN000032
OG0007003	ASIC013267	AMIN002407
OG0007004	ASIC008901	AMIN002594
OG0007005	ASIC018942	AMIN011267
OG0007006	ASIC011308	AMIN008110
OG0007007	ASIC019425	AMIN008710
OG0007008	ASIC005797	AMIN004015
OG0007009	ASIC011761	AMIN007711
OG0007010	ASIC010605	AMIN006005
OG0007011	ASIC021099	AMIN004004
OG0007012	ASIC009076	AMIN001006
OG0007013	ASIC007185	AMIN001910
OG0007014	ASIC016362	AMIN011358
OG0007015	ASIC001340	AMIN002198
OG0007016	ASIC011510	AMIN002202
OG0007017	ASIC015780	AMIN009603
OG0007018	ASIC020359	AMIN015902
OG0007019	ASIC020360	AMIN015901
OG0007020	ASIC013174	AMIN006062
OG0007021	ASIC013025	AMIN004429
OG0007022	ASIC009792	AMIN003036
OG0007023	ASIC013444	AMIN001125
OG0007024	ASIC019944	AMIN008652
OG0007025	ASIC003125	AMIN016084
OG0007026	ASIC006902	AMIN001456
OG0007027	ASIC012867	AMIN006639
OG0007028	ASIC020303	AMIN005400
OG0007029	ASIC014610	AMIN007030
OG0007030	ASIC003847	AMIN009149
OG0007032	ASIC018796	AMIN010867
OG0007033	ASIC020533	AMIN008815
OG0007034	ASIC006580	AMIN001394
OG0007035	ASIC019502	AMIN007848
OG0007036	ASIC003931	AMIN005328
OG0007037	ASIC013004	AMIN004415
OG0007038	ASIC010177	AMIN010212
OG0007039	ASIC009646	AMIN005178
OG0007040	ASIC017617	AMIN006301
OG0007041	ASIC010424	AMIN010776
OG0007042	ASIC006972	AMIN006225
OG0007043	ASIC000331	AMIN000864
OG0007044	ASIC006670	AMIN009719
OG0007046	ASIC006562	AMIN001381
OG0007047	ASIC010443	AMIN010761
OG0007048	ASIC021197	AMIN009990
OG0007049	ASIC004280	AMIN000737
OG0007050	ASIC015457	AMIN009028
OG0007051	ASIC017315	AMIN001713
OG0007052	ASIC009158	AMIN011640
OG0007053	ASIC015395	AMIN006931
OG0007054	ASIC003821	AMIN010306
OG0007055	ASIC022312	AMIN008670
OG0007056	ASIC003540	AMIN004691
OG0007057	ASIC019897	AMIN007889
OG0007058	ASIC017279	AMIN009136
OG0007059	ASIC010428	AMIN001544
OG0007060	ASIC014681, ASIC014748	AMIN003782
OG0007061	ASIC014924	AMIN011613
OG0007063	ASIC020099	AMIN002774
OG0007064	ASIC009673	AMIN005189
OG0007065	ASIC011316	AMIN009210
OG0007066	ASIC004590	AMIN003281
OG0007067	ASIC017974	AMIN008253
OG0007068	ASIC006591	AMIN001403
OG0007069	ASIC010769	AMIN001655
OG0007070	ASIC004237	AMIN008744
OG0007071	ASIC015204	AMIN008439
OG0007072	ASIC004511	AMIN001531
OG0007073	ASIC003100	AMIN009938
OG0007074	ASIC012195	AMIN007305
OG0007075	ASIC004063	AMIN003394
OG0007076	ASIC011846	AMIN007468
OG0007077	ASIC007902	AMIN009180
OG0007078	ASIC016571	AMIN011218
OG0007079	ASIC021656	AMIN003887
OG0007080	ASIC010432	AMIN010770
OG0007081	ASIC013411	AMIN001156
OG0007082	ASIC004923	AMIN009347
OG0007083	ASIC000479	AMIN002855
OG0007084	ASIC004999	AMIN008719
OG0007085	ASIC020176	AMIN004876
OG0007086	ASIC017880	AMIN008205
OG0007087	ASIC013064	AMIN015766
OG0007088	ASIC019054	AMIN010079
OG0007089	ASIC004145	AMIN009657
OG0007090	ASIC019457	AMIN008510
OG0007092	ASIC001421	AMIN008543
OG0007093	ASIC018685	AMIN008025
OG0007094	ASIC013438	AMIN001130
OG0007095	ASIC019667	AMIN010065
OG0007096	ASIC019851	AMIN010395
OG0007097	ASIC010823	AMIN001047
OG0007098	ASIC018801	AMIN010870
OG0007099	ASIC018642	AMIN007591
OG0007100	ASIC020487	AMIN002008
OG0007101	ASIC016188	AMIN015807
OG0007102	ASIC003506	AMIN002630
OG0007103	ASIC006078	AMIN009816
OG0007105	ASIC007446	AMIN007120
OG0007106	ASIC014834	AMIN004555
OG0007107	ASIC004935	AMIN009353
OG0007108	ASIC014553	AMIN009571
OG0007109	ASIC015995	AMIN004235
OG0007110	ASIC015192	AMIN010986
OG0007111	ASIC003102	AMIN016207
OG0007112	ASIC008631	AMIN006741
OG0007113	ASIC013309	AMIN000761
OG0007114	ASIC006637	AMIN009702
OG0007115	ASIC016998	AMIN005078
OG0007116	ASIC009154	AMIN008165
OG0007117	ASIC006087	AMIN009820
OG0007118	ASIC014980	AMIN008120
OG0007119	ASIC006457	AMIN009630
OG0007120	ASIC013009	AMIN004418
OG0007121	ASIC020976	AMIN000830
OG0007122	ASIC020980	AMIN000828
OG0007123	ASIC011462	AMIN002311
OG0007124	ASIC009398	AMIN000998
OG0007125	ASIC020846	AMIN006701
OG0007126	ASIC016022	AMIN001437
OG0007127	ASIC000635	AMIN006404
OG0007128	ASIC003881	AMIN009277
OG0007129	ASIC011527	AMIN016231
OG0007130	ASIC004559	AMIN003301
OG0007131	ASIC010691	AMIN001609
OG0007132	ASIC003435	AMIN016159
OG0007133	ASIC011372	AMIN004655
OG0007134	ASIC016724	AMIN010614
OG0007135	ASIC012450	AMIN010819
OG0007136	ASIC011011	AMIN011235
OG0007137	ASIC022385	AMIN002787
OG0007138	ASIC019782	AMIN010439
OG0007139	ASIC019942	AMIN008656
OG0007140	ASIC003004	AMIN008077
OG0007141	ASIC019697	AMIN010487
OG0007142	ASIC004731	AMIN007014
OG0007143	ASIC006619	AMIN001421
OG0007144	ASIC000812	AMIN002477
OG0007145	ASIC016200	AMIN001183
OG0007146	ASIC005659	AMIN000586
OG0007147	ASIC012235	AMIN015769
OG0007148	ASIC015109	AMIN016158
OG0007149	ASIC005964	AMIN009194
OG0007150	ASIC008904	AMIN002592
OG0007151	ASIC013887	AMIN006518
OG0007152	ASIC007772	AMIN010552
OG0007153	ASIC006636	AMIN001430
OG0007154	ASIC006526	AMIN001364
OG0007155	ASIC011564	AMIN002337
OG0007156	ASIC012707	AMIN008367
OG0007157	ASIC006865	AMIN001482
OG0007158	ASIC011411	AMIN016230
OG0007159	ASIC021211	AMIN009951
OG0007160	ASIC011808	AMIN007497
OG0007161	ASIC004124	AMIN003348
OG0007162	ASIC012330	AMIN007324
OG0007163	ASIC016036	AMIN011421
OG0007164	ASIC021892	AMIN004911
OG0007165	ASIC004905	AMIN003852
OG0007166	ASIC019510	AMIN010528
OG0007167	ASIC009895	AMIN007768
OG0007168	ASIC010420	AMIN008182
OG0007169	ASIC019142	AMIN010106
OG0007170	ASIC019179	AMIN010128
OG0007171	ASIC018294	AMIN008229
OG0007172	ASIC017475	AMIN008846
OG0007175	ASIC002442	AMIN007552
OG0007176	ASIC005075	AMIN008768
OG0007177	ASIC018147	AMIN015619
OG0007178	ASIC018319	AMIN004278
OG0007179	ASIC003947	AMIN005340
OG0007180	ASIC022083	AMIN009491
OG0007181	ASIC005242	AMIN002111
OG0007182	ASIC022297	AMIN008684
OG0007183	ASIC018604	AMIN011645
OG0007184	ASIC018330	AMIN004287
OG0007185	ASIC006219	AMIN005678
OG0007186	ASIC016636	AMIN008007
OG0007187	ASIC010299	AMIN005756
OG0007188	ASIC006056	AMIN009110
OG0007189	ASIC014914	AMIN007280
OG0007190	ASIC010928	AMIN003435
OG0007191	ASIC021059	AMIN002731
OG0007192	ASIC003739	AMIN010331
OG0007193	ASIC021363	AMIN003768
OG0007194	ASIC020125	AMIN004074
OG0007195	ASIC005654	AMIN003227
OG0007196	ASIC019552	AMIN007816
OG0007197	ASIC015103	AMIN004624
OG0007198	ASIC017049	AMIN005445
OG0007199	ASIC019515	AMIN007839
OG0007200	ASIC014465	AMIN008494
OG0007201	ASIC013675	AMIN007664
OG0007202	ASIC007173	AMIN001912
OG0007203	ASIC003571	AMIN004030
OG0007204	ASIC019797	AMIN010430
OG0007205	ASIC008395	AMIN005554
OG0007206	ASIC014707	AMIN003792
OG0007207	ASIC010266	AMIN005700
OG0007208	ASIC014622	AMIN006825
OG0007209	ASIC010345	AMIN003773
OG0007210	ASIC014430	AMIN006146
OG0007211	ASIC016452	AMIN011442
OG0007212	ASIC016476	AMIN011510
OG0007213	ASIC021727	AMIN000203
OG0007214	ASIC007874	AMIN010648
OG0007215	ASIC021168	AMIN009977
OG0007216	ASIC007558	AMIN001225
OG0007217	ASIC009022	AMIN000913
OG0007218	ASIC014336	AMIN000098
OG0007219	ASIC006467	AMIN001335
OG0007220	ASIC008723	AMIN002764
OG0007221	ASIC005332	AMIN003685
OG0007222	ASIC019595	AMIN007616
OG0007223	ASIC014368	AMIN009611
OG0007224	ASIC007619	AMIN005676
OG0007225	ASIC005606	AMIN004138
OG0007226	ASIC012201	AMIN007585
OG0007227	ASIC007460	AMIN007131
OG0007228	ASIC011762	AMIN007712
OG0007229	ASIC019808	AMIN010422
OG0007230	ASIC011804	AMIN007515
OG0007231	ASIC012245	AMIN010708
OG0007233	ASIC013574	AMIN005949
OG0007234	ASIC009071	AMIN001009
OG0007235	ASIC020792	AMIN016019
OG0007236	ASIC020361	AMIN005428
OG0007238	ASIC012766	AMIN001936
OG0007239	ASIC015091	AMIN010966
OG0007240	ASIC019247	AMIN009842
OG0007242	ASIC002904	AMIN011168
OG0007243	ASIC019780	AMIN010440
OG0007244	ASIC002502	AMIN010380
OG0007245	ASIC009637	AMIN005174
OG0007246	ASIC011063	AMIN010851
OG0007247	ASIC020538	AMIN006676
OG0007248	ASIC004454	AMIN005492
OG0007249	ASIC009719	AMIN005667, AMIN005666
OG0007250	ASIC017071	AMIN005456
OG0007252	ASIC008772	AMIN003558
OG0007253	ASIC021038	AMIN002740
OG0007254	ASIC011820	AMIN007501
OG0007255	ASIC016412	AMIN011138
OG0007256	ASIC014345	AMIN006161
OG0007257	ASIC015675	AMIN003482
OG0007258	ASIC013081	AMIN006021
OG0007259	ASIC005681	AMIN003214
OG0007260	ASIC021617	AMIN010141
OG0007261	ASIC005757	AMIN004144
OG0007262	ASIC016887	AMIN011209
OG0007263	ASIC020308	AMIN001226
OG0007264	ASIC011732	AMIN003056
OG0007265	ASIC003344	AMIN000727
OG0007267	ASIC022342	AMIN008338
OG0007268	ASIC008481	AMIN009258
OG0007269	ASIC004940	AMIN009357
OG0007270	ASIC009828	AMIN000645
OG0007271	ASIC002474	AMIN008635
OG0007272	ASIC018321	AMIN004280
OG0007273	ASIC008668	AMIN006752
OG0007274	ASIC009894	AMIN010681
OG0007275	ASIC008303	AMIN000441
OG0007276	ASIC018329	AMIN004286
OG0007277	ASIC009528	AMIN005153
OG0007278	ASIC019811	AMIN010420
OG0007279	ASIC007708	AMIN005225
OG0007280	ASIC022078	AMIN009501
OG0007281	ASIC011064	AMIN010850
OG0007282	ASIC008802	AMIN002622
OG0007283	ASIC017633	AMIN006172
OG0007284	ASIC006247	AMIN005608
OG0007285	ASIC002567	AMIN003819
OG0007286	ASIC019860	AMIN016029
OG0007287	ASIC007647	AMIN005481
OG0007288	ASIC020457	AMIN005277
OG0007290	ASIC005758	AMIN015752
OG0007291	ASIC016441	AMIN011449
OG0007292	ASIC021397	AMIN003107
OG0007293	ASIC014091	AMIN000613
OG0007294	ASIC005205	AMIN005532
OG0007295	ASIC005366	AMIN005255
OG0007296	ASIC011914	AMIN008886
OG0007297	ASIC016377	AMIN011154
OG0007298	ASIC022178	AMIN004468
OG0007299	ASIC018822	AMIN010882
OG0007300	ASIC006774	AMIN005113
OG0007301	ASIC018939	AMIN011264
OG0007303	ASIC006220	AMIN005679
OG0007304	ASIC007389	AMIN001814
OG0007305	ASIC007094	AMIN005197
OG0007306	ASIC005532	AMIN002978
OG0007307	ASIC003112	AMIN005260
OG0007308	ASIC015481	AMIN009016
OG0007309	ASIC018468	AMIN011068
OG0007310	ASIC002547	AMIN015989
OG0007311	ASIC012525	AMIN000765
OG0007312	ASIC016374	AMIN011157
OG0007313	ASIC018732	AMIN008046
OG0007314	ASIC015454	AMIN009030
OG0007315	ASIC007419	AMIN006429
OG0007317	ASIC004912	AMIN003402
OG0007318	ASIC009476	AMIN005857
OG0007319	ASIC020363	AMIN005430
OG0007320	ASIC014927	AMIN011611
OG0007321	ASIC005069	AMIN011486
OG0007322	ASIC015129	AMIN004610
OG0007323	ASIC010485	AMIN003207
OG0007325	ASIC016439	AMIN011450
OG0007326	ASIC021996	AMIN003996
OG0007327	ASIC005381	AMIN002022
OG0007328	ASIC008095	AMIN003596
OG0007329	ASIC007431	AMIN007079
OG0007330	ASIC006980	AMIN006228
OG0007331	ASIC001079	AMIN000841
OG0007332	ASIC008912	AMIN002588
OG0007334	ASIC018341	AMIN004309
OG0007335	ASIC016106	AMIN010733
OG0007336	ASIC012209	AMIN007579
OG0007337	ASIC017233	AMIN009514
OG0007338	ASIC014206	AMIN006352
OG0007339	ASIC020514	AMIN008809
OG0007340	ASIC014334	AMIN000095
OG0007341	ASIC010891	AMIN000115
OG0007342	ASIC011605	AMIN010956
OG0007343	ASIC004312	AMIN016168
OG0007344	ASIC021004	AMIN003625
OG0007345	ASIC020600	AMIN003242
OG0007346	ASIC017065	AMIN005452
OG0007347	ASIC016103	AMIN010731
OG0007348	ASIC019237	AMIN010660
OG0007350	ASIC009380	AMIN000982
OG0007351	ASIC009614	AMIN005770
OG0007353	ASIC002916	AMIN006541
OG0007354	ASIC016575	AMIN011222
OG0007355	ASIC005139	AMIN002145
OG0007356	ASIC004983	AMIN008713
OG0007357	ASIC013579	AMIN005969
OG0007358	ASIC015106	AMIN004622
OG0007359	ASIC005257	AMIN005062
OG0007360	ASIC010324	AMIN009065
OG0007361	ASIC002645	AMIN001326
OG0007362	ASIC016391	AMIN011147
OG0007363	ASIC006730	AMIN001776
OG0007364	ASIC013978	AMIN003641
OG0007365	ASIC003699	AMIN010290
OG0007366	ASIC016841	AMIN011184
OG0007367	ASIC005507	AMIN000938
OG0007368	ASIC007714	AMIN005750
OG0007369	ASIC021933	AMIN003976
OG0007370	ASIC015140	AMIN011013
OG0007371	ASIC008900	AMIN002595
OG0007372	ASIC018877	AMIN007678
OG0007373	ASIC010225	AMIN005308
OG0007374	ASIC007580	AMIN005816
OG0007375	ASIC002901	AMIN011374
OG0007376	ASIC017014	AMIN005737
OG0007377	ASIC013212	AMIN000578
OG0007378	ASIC019598	AMIN007747
OG0007379	ASIC004400	AMIN003451
OG0007380	ASIC019268	AMIN011306
OG0007381	ASIC010408	AMIN008173
OG0007382	ASIC019617	AMIN010035
OG0007383	ASIC006800	AMIN005540
OG0007384	ASIC002920	AMIN003134
OG0007385	ASIC007218	AMIN001890
OG0007386	ASIC020446	AMIN002033
OG0007387	ASIC022313	AMIN007041
OG0007388	ASIC008017	AMIN003728
OG0007389	ASIC005919	AMIN001552
OG0007390	ASIC013780	AMIN007626
OG0007391	ASIC011044	AMIN011253
OG0007393	ASIC011327	AMIN002956
OG0007394	ASIC002733	AMIN003834
OG0007395	ASIC015521	AMIN008988
OG0007396	ASIC002999	AMIN008082
OG0007397	ASIC009705	AMIN005132
OG0007398	ASIC018739	AMIN008049
OG0007399	ASIC018149	AMIN015617
OG0007400	ASIC009426	AMIN000142
OG0007401	ASIC021621	AMIN010142
OG0007402	ASIC019878	AMIN007760
OG0007403	ASIC010405	AMIN008172
OG0007404	ASIC008186	AMIN000485
OG0007405	ASIC019836	AMIN010407
OG0007406	ASIC007746	AMIN010607
OG0007407	ASIC018948	AMIN011269
OG0007408	ASIC018322	AMIN004281
OG0007409	ASIC011274	AMIN007434
OG0007410	ASIC002017	AMIN002895
OG0007411	ASIC006090	AMIN001682
OG0007412	ASIC003211	AMIN000890
OG0007413	ASIC002561	AMIN003823
OG0007414	ASIC003722	AMIN010280
OG0007415	ASIC018803	AMIN010872
OG0007416	ASIC010079	AMIN000681
OG0007417	ASIC007188	AMIN001908
OG0007418	ASIC018980	AMIN011317
OG0007419	ASIC012647	AMIN004775
OG0007420	ASIC016803	AMIN007725
OG0007421	ASIC017489	AMIN008854
OG0007422	ASIC020041	AMIN003023
OG0007423	ASIC021336	AMIN010538
OG0007424	ASIC005203	AMIN006608
OG0007425	ASIC006801	AMIN005539
OG0007426	ASIC020515	AMIN008808
OG0007428	ASIC018608	AMIN007603
OG0007429	ASIC019136	AMIN010102
OG0007430	ASIC007782	AMIN010562
OG0007431	ASIC012287	AMIN007343
OG0007432	ASIC005097	AMIN008210
OG0007433	ASIC014675	AMIN009556
OG0007434	ASIC014912	AMIN007281
OG0007435	ASIC017952	AMIN008967
OG0007436	ASIC021144	AMIN009962
OG0007437	ASIC013879	AMIN006513
OG0007438	ASIC018593	AMIN011623
OG0007439	ASIC017206	AMIN009533
OG0007440	ASIC016699	AMIN010674
OG0007441	ASIC013938	AMIN000222
OG0007442	ASIC014456	AMIN008490
OG0007443	ASIC016534	AMIN011477
OG0007444	ASIC007127	AMIN001967
OG0007445	ASIC010292	AMIN005691
OG0007446	ASIC019783	AMIN010438
OG0007447	ASIC014843	AMIN004561
OG0007448	ASIC011045	AMIN011254
OG0007449	ASIC018833	AMIN010889
OG0007450	ASIC005725	AMIN006771
OG0007451	ASIC008600	AMIN006726
OG0007452	ASIC015877	AMIN006552
OG0007453	ASIC020211	AMIN003064
OG0007454	ASIC010354	AMIN009193
OG0007455	ASIC016764	AMIN007406
OG0007456	ASIC012990	AMIN010162
OG0007457	ASIC019699	AMIN010486
OG0007459	ASIC020962	AMIN003171
OG0007460	ASIC012011, ASIC012012	AMIN000886
OG0007461	ASIC012425	AMIN010799
OG0007462	ASIC011993, ASIC011992	AMIN000879
OG0007463	ASIC012771	AMIN009871
OG0007464	ASIC005719	AMIN001519
OG0007465	ASIC004213, ASIC010755	AMIN001646
OG0007466	ASIC006478	AMIN001342
OG0007468	ASIC018340	AMIN004308
OG0007469	ASIC019586	AMIN007622
OG0007470	ASIC016437	AMIN011452
OG0007472	ASIC005231	AMIN005137
OG0007473	ASIC018527	AMIN011092
OG0007474	ASIC000897, ASIC000898	AMIN008858
OG0007476	ASIC018638	AMIN007592
OG0007477	ASIC016033	AMIN011418
OG0007478	ASIC005256	AMIN005061
OG0007479	ASIC014953	AMIN008141
OG0007480	ASIC017445	AMIN007794
OG0007482	ASIC001456	AMIN015927
OG0007483	ASIC019775	AMIN010442
OG0007484	ASIC020829	AMIN000570
OG0007485	ASIC016642	AMIN008012
OG0007486	ASIC021604	AMIN010136
OG0007487	ASIC003443	AMIN005974
OG0007489	ASIC011942	AMIN004687
OG0007490	ASIC005365	AMIN005259
OG0007491	ASIC003742	AMIN010330
OG0007492	ASIC011116	AMIN003864
OG0007493	ASIC005229	AMIN005135
OG0007494	ASIC005126	AMIN002141
OG0007495	ASIC008722	AMIN002763
OG0007496	ASIC012205	AMIN007346
OG0007497	ASIC020591	AMIN004745
OG0007498	ASIC002447	AMIN010904
OG0007499	ASIC009897	AMIN007770
OG0007500	ASIC020602	AMIN004756
OG0007501	ASIC003483	AMIN005270
OG0007502	ASIC005991, ASIC005989, ASIC005028	AMIN001309
OG0007503	ASIC014090	AMIN000612
OG0007504	ASIC022210	AMIN004484
OG0007505	ASIC011222	AMIN004990
OG0007506	ASIC014768	AMIN004361
OG0007507	ASIC001025	AMIN007914
OG0007508	ASIC005862	AMIN001556
OG0007509	ASIC013973	AMIN003640
OG0007510	ASIC006676	AMIN009723
OG0007511	ASIC007102	AMIN005641
OG0007512	ASIC010676	AMIN001598
OG0007513	ASIC003775	AMIN010362
OG0007514	ASIC011053	AMIN010854
OG0007515	ASIC019998	AMIN003813
OG0007516	ASIC019685	AMIN010504
OG0007517	ASIC000729	AMIN002463
OG0007518	ASIC008124	AMIN008896
OG0007519	ASIC006968	AMIN006224
OG0007520	ASIC014959	AMIN008138
OG0007522	ASIC003090	AMIN011390
OG0007523	ASIC003994	AMIN002104
OG0007524	ASIC018648	AMIN011647
OG0007525	ASIC016754	AMIN007410
OG0007526	ASIC014533	AMIN001060, AMIN001059
OG0007527	ASIC003948	AMIN005341
OG0007529	ASIC021793	AMIN004202, AMIN005389
OG0007530	ASIC019509	AMIN007841
OG0007531	ASIC009761	AMIN000342
OG0007532	ASIC002727	AMIN003836
OG0007533	ASIC000585	AMIN005313
OG0007534	ASIC021809	AMIN004213
OG0007536	ASIC018472	AMIN011076
OG0007537	ASIC019052	AMIN010077
OG0007538	ASIC007212	AMIN001893
OG0007539	ASIC007121	AMIN001962
OG0007540	ASIC009763	AMIN000341
OG0007541	ASIC016241	AMIN006268
OG0007542	ASIC006649	AMIN001789
OG0007543	ASIC012907	AMIN015746
OG0007544	ASIC016611	AMIN002752
OG0007545	ASIC011844	AMIN007471
OG0007546	ASIC022363	AMIN004458
OG0007547	ASIC017942	AMIN008208
OG0007548	ASIC005241	AMIN006609
OG0007549	ASIC019953	AMIN008644
OG0007550	ASIC008681	AMIN007193
OG0007551	ASIC006661	AMIN009714
OG0007552	ASIC021724	AMIN000204
OG0007553	ASIC014087	AMIN000610
OG0007554	ASIC017253	AMIN001501
OG0007555	ASIC006097	AMIN009825
OG0007556	ASIC003438	AMIN005978
OG0007557	ASIC017938	AMIN000074
OG0007558	ASIC010005	AMIN001725
OG0007559	ASIC008472	AMIN009266
OG0007560	ASIC011220	AMIN004989
OG0007561	ASIC018752	AMIN008056
OG0007562	ASIC018284	AMIN008231
OG0007563	ASIC017311	AMIN009437
OG0007564	ASIC014239	AMIN000104
OG0007565	ASIC010409	AMIN008174
OG0007566	ASIC006248	AMIN005609
OG0007567	ASIC014343	AMIN006160
OG0007568	ASIC016095	AMIN010725
OG0007569	ASIC007467	AMIN007136
OG0007570	ASIC011052	AMIN010855
OG0007571	ASIC012624	AMIN000369
OG0007572	ASIC010578	AMIN015743
OG0007573	ASIC014300	AMIN000047
OG0007574	ASIC012435	AMIN015738
OG0007575	ASIC016633	AMIN002861
OG0007576	ASIC018987	AMIN011321
OG0007577	ASIC017453	AMIN008823
OG0007578	ASIC005762	AMIN003016
OG0007579	ASIC014898	AMIN000328
OG0007580	ASIC017393	AMIN007238
OG0007581	ASIC003754	AMIN010321
OG0007582	ASIC014587	AMIN006839
OG0007583	ASIC018020	AMIN008953
OG0007584	ASIC000839	AMIN002497
OG0007585	ASIC004853	AMIN003519
OG0007586	ASIC008243	AMIN000526
OG0007587	ASIC016775	AMIN007399
OG0007588	ASIC006310	AMIN005217
OG0007589	ASIC005162	AMIN005812
OG0007590	ASIC014069	AMIN008457
OG0007591	ASIC010884	AMIN000119
OG0007592	ASIC008473	AMIN009267
OG0007593	ASIC015110	AMIN004618
OG0007594	ASIC003196	AMIN000896
OG0007595	ASIC017236	AMIN009510
OG0007596	ASIC007515	AMIN007256
OG0007597	ASIC013319	AMIN000753
OG0007598	ASIC009248	AMIN007212
OG0007599	ASIC011953	AMIN004686
OG0007600	ASIC002445	AMIN007555
OG0007601	ASIC015080	AMIN010978
OG0007602	ASIC012527	AMIN000783
OG0007603	ASIC019031	AMIN009913
OG0007604	ASIC022341	AMIN008337
OG0007605	ASIC019387	AMIN008463
OG0007606	ASIC009114	AMIN002902
OG0007607	ASIC011641	AMIN010921
OG0007608	ASIC012861	AMIN006644
OG0007609	ASIC002549, ASIC002548	AMIN015988
OG0007610	ASIC007674	AMIN005718
OG0007611	ASIC020453	AMIN005280
OG0007612	ASIC005675	AMIN016105
OG0007613	ASIC012223	AMIN010200
OG0007614	ASIC017121	AMIN005368
OG0007615	ASIC014897	AMIN000329
OG0007616	ASIC016714	AMIN010622
OG0007617	ASIC010274	AMIN005591
OG0007618	ASIC014710	AMIN003795
OG0007619	ASIC016483	AMIN011503
OG0007620	ASIC012293	AMIN007340
OG0007621	ASIC002440	AMIN007550
OG0007622	ASIC018753	AMIN008060
OG0007623	ASIC016244	AMIN006266
OG0007624	ASIC011746	AMIN010897
OG0007625	ASIC004456	AMIN005534
OG0007626	ASIC004094	AMIN003359
OG0007627	ASIC019040	AMIN009923
OG0007628	ASIC018229	AMIN008922
OG0007629	ASIC009506	AMIN005844
OG0007630	ASIC006381	AMIN001749
OG0007631	ASIC006786	AMIN005123
OG0007632	ASIC008072	AMIN004855
OG0007633	ASIC011688	AMIN010936
OG0007634	ASIC018794	AMIN010866
OG0007635	ASIC012343	AMIN007315
OG0007636	ASIC020870	AMIN000250
OG0007637	ASIC019294	AMIN006912
OG0007638	ASIC014916	AMIN007278
OG0007639	ASIC016964	AMIN005349
OG0007640	ASIC008462	AMIN003578
OG0007641	ASIC012042	AMIN009382
OG0007642	ASIC011750	AMIN007704
OG0007643	ASIC009732	AMIN005173
OG0007644	ASIC018941	AMIN011266
OG0007645	ASIC021879	AMIN004920
OG0007646	ASIC014907	AMIN007284
OG0007647	ASIC015005	AMIN000625
OG0007648	ASIC009491	AMIN005854
OG0007649	ASIC003968	AMIN005165
OG0007650	ASIC002311	AMIN003693
OG0007651	ASIC014666	AMIN009553
OG0007652	ASIC019624	AMIN010039
OG0007653	ASIC020511	AMIN008811
OG0007654	ASIC007461	AMIN007132
OG0007655	ASIC016842	AMIN002758
OG0007656	ASIC004567	AMIN003294
OG0007657	ASIC012888	AMIN007537
OG0007658	ASIC015034	AMIN011129
OG0007659	ASIC014988, ASIC015014	AMIN000631
OG0007660	ASIC009107	AMIN002707
